Gene,frutose_1,frutose_2,frutose_3,seb_1,seb_2,seb_3
Afu6g14210,1719,1332,1531,1209,1349,1170
Afu3g11660,449,334,356,483,382,334
Afu1g04090,24,19,13,31,26,21
Afu1g03700,63,34,67,96,87,62
Afu7g05730,3827,2595,3341,2169,1638,2425
Afu5g02840,588,626,519,241,193,229
Afu6g04610,319,325,202,591,561,592
Afu3g05410,113,89,118,160,168,147
Afu6g07190,22,20,21,29,18,29
Afu8g04770,351,162,401,276,316,205
Afu5g14582,17,8,26,33,60,29
Afu7g05930,1146,804,1196,1078,1132,663
Afu3g09710,88,73,73,75,109,37
Afu2g03130,0,1,0,2,2,1
Afu5g02480,1480,1023,2449,879,522,487
Afu6g13940,398,144,233,408,1066,277
Afu1g07650,584,337,450,274,353,224
Afu5g06700,383,298,315,445,678,332
Afu6g06750,4471,3011,4193,4145,4641,3702
Afu8g02700,134,82,115,281,292,261
Afu7g05070,2640,2600,486,201,55,437
Afu8g05200,106,76,95,66,95,64
Afu3g10780,656,328,600,392,376,458
Afu1g12880,111,82,96,68,62,52
Afu3g15190,16,5,4,9,10,3
Afu1g12400,149,99,316,122,159,89
Afu3g12380,1354,1287,1291,1289,1359,1089
Afu5g03130,498,499,411,430,416,414
Afu2g11060,3765,2944,2797,1709,1783,1552
Afu3g11590,396,196,341,526,518,284
Afu4g13950,47,51,41,34,35,26
Afu7g06620,731,606,781,719,546,586
Afu6g02000,333,257,216,58,43,39
Afu5g04210,2860,2721,2301,3389,3932,3319
Afu7g02420,161,152,46,72,21,57
Afu7g01990,258,219,131,314,293,205
Afu2g17470,3,3,7,17,15,22
Afu7g01600,446,243,470,502,643,284
Afu2g00470,14,12,2,2,4,6
Afu2g02470,2974,2004,2120,2590,1568,1466
Afu6g13170,231,178,237,232,298,198
Afu3g05450,4254,3116,4056,1909,1874,1821
Afu2g17060,124,129,60,400,330,461
Afu6g04710,697,359,566,508,490,285
Afu1g02890,222,197,101,249,584,264
Afu4g07280,1224,1002,284,284,176,183
Afu5g11700,82,42,70,63,63,84
Afu4g10410,1354,1930,953,4113,3479,4662
Afu6g08510,736,567,635,540,380,398
Afu2g16070,279,181,304,329,196,249
Afu1g10390,886,1064,626,204,69,168
Afu4g00280,298,25,112,50,42,65
Afu5g07250,85,79,66,252,246,221
Afu1g06980,464,444,443,802,846,753
Afu5g07030,74,26,67,95,79,63
Afu1g14100,627,467,544,848,625,545
Afu2g04430,560,350,410,565,695,364
Afu3g01180,23,6,22,26,42,16
Afu2g05150,620,531,1341,1668,1254,1277
Afu5g01242,2849,739,2083,2390,3839,2183
Afu1g06480,72,110,59,84,112,46
Afu4g06920,124,90,128,127,97,108
Afu3g03280,2494,3674,2916,5654,4230,5772
Afu1g05140,34,15,22,21,38,14
Afu1g05000,279,219,213,173,219,161
Afu4g13690,567,627,412,1110,1235,1463
Afu2g06020,236,186,219,495,386,378
Afu5g01120,110,47,96,25,62,23
Afu3g06120,266,232,217,572,409,392
Afu5g12010,368,236,265,320,333,257
Afu7g00830,1,0,0,1,0,2
Afu5g12770,94,83,37,67,37,76
Afu6g07710,675,474,1448,908,379,731
Afu2g09500,1232,1072,1251,1248,1333,667
Afu2g16580,20,7,10,6,5,5
Afu5g13640,280,147,336,393,414,203
Afu6g02300,23,5,14,313,747,181
Afu8g04070,189,510,175,341,979,427
Afu3g05860,121,92,120,229,269,217
Afu8g01280,1,4,5,13,10,9
Afu7g02370,558,472,446,752,835,506
Afu4g09480,2,0,9,1212,3254,1146
Afu5g14160,34,30,62,16,29,31
Afu5g13140,272,261,316,649,628,523
Afu2g17815,7,4,10,5,2,7
Afu3g01920,418,207,673,358,449,242
Afu5g12870,1475,911,1256,917,501,787
Afu3g01160,1,1,0,6,12,6
Afu2g16010,1639,1275,1483,1582,1914,1278
Afu7g06040,99,76,100,133,205,77
Afu5g12370,196,128,166,123,98,83
Afu6g02370,1578,1137,1250,774,629,675
Afu4g10110,3361,1873,4957,2276,2651,1405
Afu3g06800,313,184,328,184,199,128
Afu5g07110,292,227,210,386,185,204
Afu5g01490,10815,2314,6655,195,1487,259
Afu1g14920,839,515,611,911,609,658
Afu6g13340,133,97,137,155,135,124
Afu4g09730,471,317,528,411,365,324
Afu8g00962,2152,1324,2386,2218,3920,1419
Afu5g13750,896,470,400,42,10,73
Afu4g03080,29,26,25,9,5,15
Afu5g03485,176,111,132,96,113,115
Afu6g02640,1,1,1,7,1,5
Afu6g06930,209,156,257,111,114,101
Afu8g00500,6598,3697,7957,1028,2355,1121
Afu2g04740,516,302,708,508,394,321
Afu3g02450,36,57,39,71,44,46
Afu5g08270,9774,3938,9145,3562,4610,3034
Afu3g02360,107,65,122,41,47,26
Afu4g11290,960,602,950,855,805,529
Afu3g11300,1633,1049,1279,655,724,666
Afu1g05860,1,1,1,2,6,0
Afu1g06590,2987,1559,3164,2387,766,1729
Afu4g04690,377,278,241,424,421,343
Afu6g05075,0,1,0,2,1,1
Afu5g06340,144,107,97,162,177,139
Afu5g14620,0,1,4,0,1,0
Afu8g01600,5,6,7,14,9,12
Afu6g07090,112,81,99,143,298,167
Afu8g04280,104,73,63,65,64,42
Afu6g09580,18,12,30,45,48,27
Afu1g07000,294,208,274,333,245,252
Afu8g06560,96,157,520,340,1841,401
Afu6g02705,59,33,46,72,94,56
Afu5g13480,672,457,532,563,573,429
Afu2g09240,241,139,150,346,281,219
Afu1g04420,7,13,12,27,20,16
Afu7g04300,894,687,808,1007,817,575
Afu2g03930,294,377,196,787,942,654
Afu3g09690,181,98,94,6,6,7
Afu1g15210,91,51,61,48,88,51
Afu2g03400,1341,1036,1218,1046,1178,901
Afu2g03840,266,188,268,276,394,207
Afu6g03620,111,131,166,58,94,50
Afu8g04330,149,97,104,134,136,92
Afu1g14420,506,384,733,556,445,407
Afu3g01470,3,0,0,4,3,0
Afu4g07990,91,60,59,67,60,58
Afu3g06790,31,2,24,39,79,26
Afu3g11720,121,90,131,75,100,57
Afu4g11760,65,51,47,97,94,49
Afu4g08680,45,21,42,46,64,68
Afu3g10890,45,71,59,197,277,145
Afu7g06490,9,13,17,2,3,2
Afu1g08990,157,94,138,174,89,157
Afu6g11620,136,132,59,200,252,173
Afu8g06040,5,1,1,8,6,10
Afu5g13725,39,31,18,51,58,30
Afu4g06600,294,222,303,460,349,212
Afu5g06140,197,199,216,375,288,317
Afu8g00490,837,576,1007,171,277,153
Afu3g09130,273,216,287,410,250,268
Afu8g04250,172,145,182,232,260,180
Afu2g14110,1470,1209,503,858,497,815
Afu2g05970,727,492,880,809,1011,433
Afu5g11000,296,287,295,393,471,385
Afu5g12920,88,64,28,125,73,177
Afu3g02070,213,237,239,322,309,194
Afu3g10170,162,158,151,405,400,208
Afu5g06730,3,1,7,12,17,13
Afu3g13410,91,48,75,63,73,78
Afu1g17470,1059,1295,52,104,60,36
Afu3g08300,186,135,125,193,242,186
Afu6g10600,856,543,746,590,572,530
Afu5g14500,80,105,73,18,26,16
Afu4g03945,173,117,90,156,148,169
Afu6g02860,1337,937,1639,626,724,500
Afu5g08370,1587,912,1194,975,1074,597
Afu5g08250,83,33,69,120,107,106
Afu1g01130,1,4,3,7,11,6
Afu1g15130,605,393,682,272,335,280
Afu2g16540,10,4,18,9,4,5
Afu4g06080,208,110,136,299,293,251
Afu2g07780,317,191,452,300,569,213
Afu8g05520,126,24,122,14,56,13
Afu1g10620,97,102,102,284,280,202
Afu3g11540,183,127,188,192,212,101
Afu6g06840,1268,1073,583,1069,803,1239
Afu5g12940,40,22,63,73,85,60
Afu2g02170,1205,859,1023,938,1285,636
Afu3g00400,0,0,0,1,0,0
Afu2g14340,475,362,318,144,170,150
Afu5g11460,424,314,333,355,343,296
Afu6g08880,3220,2330,2097,2025,1881,1160
Afu8g01930,1399,1040,1571,1207,835,1059
Afu1g09350,269,202,289,344,383,377
Afu2g04570,82,56,95,109,153,98
Afu5g01662,94,87,125,51,27,48
Afu4g10740,245,197,171,394,475,445
Afu5g03850,361,221,239,155,201,151
Afu3g14040,63,56,69,93,117,77
Afu8g01070,108,105,122,139,88,91
Afu4g04460,1280,1258,891,2817,3647,3141
Afu5g10920,1184,1017,1255,1498,1339,1066
Afu3g02270,8845,5009,4699,374,901,322
Afu8g01830,173,102,194,123,128,46
Afu1g10480,95,68,70,112,175,118
Afu2g12110,343,268,337,299,262,232
Afu3g06070,583,471,460,1501,1776,1639
Afu3g10850,1,1,1,3,1,2
Afu5tK(UUU)1,1,0,0,0,0,0
Afu5g08500,438,295,292,388,258,312
Afu8g01490,2,1,2,532,438,390
Afu5g11140,111,76,74,177,123,167
Afu3g12420,218,197,165,179,194,139
Afu8g02840,1025,708,763,821,799,634
Afu2g16462,235,312,235,192,200,150
Afu3g00870,1650,865,897,276,340,317
Afu8g06080,169,129,159,501,518,713
Afu3g07020,277,321,397,771,946,634
Afu6g07855,276,49,77,523,330,457
Afu7g00580,717,478,554,381,593,298
Afu4g08730,415,357,385,356,493,201
Afu3g04130,861,749,743,976,972,672
Afu4g03320,1467,1407,1548,1535,1215,936
Afu5g14070,284,159,220,119,133,136
Afu6g08230,195,184,141,105,122,82
Afu6g04080,353,286,385,313,403,161
Afu1g02240,1,0,0,1,0,2
Afu4g14440,294,174,218,706,823,469
Afu8g01810,127,74,70,103,86,123
Afu1g06860,760,518,791,837,854,619
Afu2g03140,590,515,379,581,461,630
Afu3g11980,194,102,243,162,190,125
Afu4g10830,225,130,187,232,274,198
Afu2g06230,910,797,557,1214,1185,1024
Afu5g00690,3,0,2,1,0,1
Afu7g05160,80,8,56,78,193,57
Afu2g15680,997,575,713,577,595,744
Afu3g11290,33,14,26,38,34,23
Afu3g11260,4440,4296,1949,5205,6153,7296
Afu7g05570,45,34,27,35,52,28
Afu1g01690,209,71,223,351,498,291
Afu7g01370,723,557,524,348,340,278
Afu2g14270,923,700,876,668,899,404
Afu5g10770,1177,957,1046,1500,1408,1105
Afu1g03960,328,240,343,240,215,188
Afu3g12220,31,4,7,17,18,11
Afu6g04380,369,279,205,333,309,371
Afu1g03810,219,137,172,107,168,106
Afu2g03320,846,442,585,710,474,573
Afu2g11570,693,465,432,329,182,248
Afu3g14760,20,19,13,3,9,4
Afu2g15780,368,416,347,745,529,542
Afu5g07840,64,29,49,56,86,48
Afu1g15820,2864,2054,905,1211,1070,1234
Afu4g04320,49,80,96,644,497,272
Afu4g03900,1682,1134,4155,2067,1784,1002
Afu2g13840,0,1,3,0,0,1
Afu1g03140,242,147,279,163,156,112
Afu3g06560,261,202,239,341,468,319
Afu1g05300,172,120,144,307,313,196
Afu1g11420,2927,1861,3285,2297,2652,1494
Afu4g10020,1202,829,1017,753,905,740
Afu3g14690,5,5,6,3,8,3
Afu7g01800,273,222,283,728,623,345
Afu8g01690,5034,7864,1270,943,834,706
Afu2g07570,293,233,145,402,404,392
Afu2g05670,144,122,88,289,414,183
Afu1g03600,41,34,35,89,59,89
Afu6g04880,354,389,415,356,292,262
Afu1g04400,369,299,221,344,380,395
Afu1g03580,63,47,34,42,22,49
Afu3g13880,540,216,439,1068,1477,964
Afu4g04670,2302,1712,736,1018,699,710
Afu8g05610,1348,1659,1220,1377,2187,1051
Afu5g01650,3694,3556,3051,2193,2713,2721
Afu4g00870,37,13,86,39,51,34
Afu3g13390,804,557,658,482,486,357
Afu1g04130,511,559,862,127,215,116
Afu2g08830,291,165,176,214,123,181
Afu5g07930,183,108,194,176,287,115
Afu4g14210,55,25,39,65,43,51
Afu5g06710,762,561,456,298,382,213
Afu6g10620,376,294,243,214,246,205
Afu4g04640,2542,4649,1401,1425,2205,667
Afu3g13690,0,0,0,3,2,1
Afu1g05990,2678,2426,1495,4308,4556,4625
Afu7g06780,93,141,24,26,19,30
Afu4g11000,708,440,670,398,347,353
Afu5g04240,676,409,597,633,723,428
Afu3g12320,408,175,428,374,261,277
Afu1g13980,766,461,500,191,146,100
Afu8g05920,0,0,0,0,1,0
Afu6g02535,2731,740,2583,624,106,770
Afu5g06840,8,10,10,7,21,9
Afu5g13700,0,3,0,4,3,5
Afu4g00630,40,41,41,102,74,80
Afu6g09430,264,135,267,131,82,104
Afu2g02730,1393,1314,878,1014,962,666
Afu1g04820,595,631,429,3826,5212,3347
Afu4g02800,3,5,3,130,194,83
Afu3g06140,3684,2826,4454,2634,2181,1544
Afu7g04760,453,382,351,572,770,451
Afu6g09030,182,120,197,175,223,138
Afu5g06420,437,237,385,423,526,260
Afu5g10090,20,2,13,12,15,16
Afu2g00750,57,80,24,21,30,23
Afu2g11070,97,47,61,104,90,83
Afu4g06085,15,6,19,25,18,21
Afu5g00940,0,0,0,1,0,1
Afu6g11560,82,71,82,119,102,117
Afu2g07650,9,23,38,242,291,194
Afu3g12570,1,1,4,6,2,2
Afu5g00770,412,281,466,445,577,505
Afu5tH(GUG)3,0,1,0,0,0,0
Afu2g08620,386,275,322,628,413,398
Afu2g16960,220,126,191,149,132,131
Afu2g13520,454,252,445,261,441,171
Afu2g08540,506,368,497,571,473,674
Afu4g03300,1,0,3,1,0,1
Afu5g11200,395,277,257,270,224,271
Afu6g02480,134,64,187,74,118,58
Afu5g12890,206,128,201,215,233,167
Afu7g05230,273,136,194,46,26,40
Afu4g03070,556,495,624,422,641,260
Afu7g02410,52,49,55,132,93,59
Afu6g06870,989,767,953,1102,1025,662
Afu4g10810,331,298,181,183,124,154
Afu1g17650,7,4,2,2,3,3
Afu1g01960,696,386,623,97,192,54
Afu4g05980,55,40,48,74,75,77
Afu6g09800,1,3,2,5,7,5
Afu2g04533,1,1,2,1,0,1
Afu4g04750,1832,1314,1253,990,1058,1045
Afu4g14530,673,106,345,291,796,381
Afu1g01590,92,64,175,203,225,138
Afu1g01700,27,20,30,43,54,24
Afu2g12360,1124,734,1553,882,1021,593
Afu8g02870,484,327,374,571,427,424
Afu2g13290,630,508,639,1059,1572,665
Afu6g08110,159,79,112,162,217,123
Afu1g13320,486,725,434,474,361,669
Afu1g04010,305,161,291,257,187,214
Afu2g03780,119,55,120,258,475,136
Afu8g04560,1446,1093,1482,1532,912,963
Afu2g08700,502,293,485,347,389,259
Afu6g02950,121,97,53,49,35,36
Afu4g12150,65,40,90,73,68,51
Afu2g09400,139,27,322,40,101,20
Afu1g12070,881,925,690,510,553,618
Afu7g04390,60,40,77,86,69,54
Afu8g07390,7,1,0,0,1,0
Afu1g01790,349,258,109,113,102,110
Afu1g05700,54,30,49,49,62,62
Afu3g06620,46,21,13,45,49,36
Afu5g13830,141,18,87,11,19,15
Afu6g09160,4695,4736,3096,1735,1377,1710
Afu2g15480,6,9,3,22,7,22
Afu4g10350,82866,123445,56718,28464,34646,24937
Afu6g01960,22,15,11,66,95,38
Afu7g00800,6,19,11,42,52,32
Afu7g04490,2169,2253,1136,2385,2514,2923
Afu8g07210,3518,1135,1331,118,158,95
Afu5g11240,2005,1797,1150,621,643,584
Afu6g08060,1,0,0,0,1,0
Afu2g13250,712,686,472,1595,1392,1223
Afu3g09740,1346,1018,1214,980,1050,797
Afu2g05870,355,408,65,65,57,45
Afu6g12390,720,435,669,764,813,610
Afu8g04960,272,206,206,262,252,303
Afu6g09040,80,103,80,907,1108,870
Afu5g10250,177,134,227,230,366,372
Afu1g06490,459,298,397,588,597,362
Afu2g17500,21,8,6,0,2,2
Afu5g01040,0,0,1,0,1,1
Afu3g13450,1052,544,1160,735,461,666
Afu1g05100,341,209,419,227,306,145
Afu5g04200,289,288,242,465,501,375
Afu6g07830,377,253,412,502,506,328
Afu6g11670,11,15,21,19,18,13
Afu3g03050,3,3,9,53,237,100
Afu5g10630,207,88,145,127,178,112
Afu1g16540,101,91,91,121,118,116
Afu2g08050,43,18,262,144,212,140
Afu6g13280,790,498,1918,898,810,807
Afu4g13190,548,418,443,482,627,574
Afu5g11910,672,501,689,636,569,442
Afu2g02980,449,381,690,221,281,190
Afu2g12630,2375,1186,2290,5939,7887,5065
Afu5g02760,392,397,313,1136,684,640
Afu1g16300,408,238,259,197,153,198
Afu4g08220,0,1,0,1,2,1
Afu7g00730,78,17,39,2,3,2
Afu3g00700,1,0,1,2,0,2
Afu3g00200,292,348,92,9,3,8
Afu6g00280,151,328,87,29,15,25
Afu4g06210,139,89,117,147,118,123
Afu3g12010,36,27,35,94,56,83
Afu5g11030,342,236,338,287,267,274
Afu6g12270,729,412,762,476,473,288
Afu1g00540,30,25,18,24,24,18
Afu2g02020,320,340,157,438,728,311
Afu3g03390,9,7,4,10,5,10
Afu5g06290,546,330,535,711,612,633
Afu6g12140,6,3,4,7,6,5
Afu2g02750,166,111,99,155,234,153
Afu1g17110,461,280,545,354,372,311
Afu2g09210,3130,4058,1973,5463,6515,6030
Afu7g04040,358,556,230,879,1482,740
Afu1g04640,430,248,356,492,358,370
Afu5g14790,200,284,48,35,26,31
Afu5g14570,5,15,5,19,31,23
Afu8g04160,99,62,87,74,91,66
Afu7g01470,157,150,96,268,193,202
Afu4g00620,4,6,5,24,55,19
Afu2g02100,1361,1179,1281,2175,2114,2013
Afu6g10240,705,347,456,396,254,469
Afu2g02570,205,119,139,199,139,178
Afu3g09910,515,319,367,780,790,548
Afu1g02840,443,330,462,647,577,357
Afu7g06850,2,6,4,2,4,10
Afu2g12350,9,7,9,15,23,10
Afu2g12780,636,276,815,533,263,243
Afu3g03105,1,0,0,0,0,0
Afu1tD(GUC)3,0,0,0,0,1,0
Afu4g10210,2315,1634,2168,1748,1854,1193
Afu4g07270,147,120,47,99,39,74
Afu7g06150,5,10,15,3288,6038,3486
Afu1g10450,167,107,172,352,309,226
Afu1g00520,189,121,39,7,2,16
Afu2g02485,3,3,4,1,1,1
Afu5g11680,152,80,139,118,68,62
Afu2g10250,108,83,110,58,88,47
Afu1g04250,112,81,94,96,97,47
Afu3g07550,799,367,297,39,38,23
Afu7g04900,8,5,11,10,7,5
Afu3g13730,3,3,1,62,169,37
Afu6g06470,18759,42914,10165,5415,24766,3966
Afu6g12130,0,0,0,6,15,5
Afu5g09730,64,71,113,40,87,44
Afu2g17305,38,47,32,53,21,68
Afu2g14497,82,57,30,93,111,80
Afu4g06430,0,2,2,1,3,0
Afu2g03170,395,269,319,498,452,282
Afu2g04390,155,107,138,185,266,125
Afu5g09860,1188,834,1209,619,525,403
Afu6g06460,7817,9638,1846,811,853,976
Afu1g12620,1694,2591,967,692,668,607
Afu5g03680,284,171,232,225,311,163
Afu8g06310,136,147,228,283,275,224
Afu3g01360,366,97,284,126,130,87
Afu7g05890,122,110,45,97,99,122
Afu4g05985,187,138,162,149,123,115
Afu1g12030,630,367,475,318,225,270
Afu2g15350,0,0,0,1,1,1
Afu2g15840,960,897,1004,582,862,502
Afu6g10350,2,0,0,1,0,0
Afu1g03775,95,53,76,99,95,78
Afu6g06510,664,390,846,466,521,418
Afu5g00980,23,32,30,18,17,20
Afu6tL(CAG)3,0,0,0,0,1,0
Afu6g13660,789,503,598,791,1026,406
Afu4g08190,382,425,236,1703,1786,1442
Afu8g00510,8767,4045,11600,1414,3756,1482
Afu1g12760,587,394,469,479,590,334
Afu6g10530,322,229,220,223,294,327
Afu4g13470,582,441,447,696,626,476
Afu5g07970,1053,842,839,1670,1485,1152
Afu2g16430,872,754,886,480,275,457
Afu3g01860,196,218,246,145,213,176
Afu5g02740,599,493,490,641,492,444
Afu3g11190,3,4,3,13,0,6
Afu6g13180,462,615,634,1664,1871,1178
Afu4g04810,1530,969,1194,1098,1031,1109
Afu8g00130,772,516,416,264,303,156
Afu5g03000,201,150,140,177,159,146
Afu1g02740,0,0,0,1,0,1
Afu3g08370,146,145,102,194,279,276
Afu1g15910,41,26,57,139,103,62
Afu2g11120,246,53,175,243,500,263
Afu6g13350,238,225,211,515,466,229
Afu4g00150,159,159,322,697,634,625
Afu8g02100,1,1,6,19,15,6
Afu1g05060,589,479,618,748,581,663
Afu4g13510,2151,2030,3308,2743,1209,2971
Afu3g09340,161,137,74,387,379,391
Afu6g03830,1721,1606,830,2842,3265,3206
Afu3g13280,157,138,100,251,286,197
Afu4g10420,428,282,369,496,428,341
Afu8g01450,3,2,5,15,14,7
Afu1g16050,1,0,0,0,0,0
Afu1g09980,157,60,119,37,20,32
Afu5g10170,2,5,1,10,2,5
Afu1g17320,2,2,0,26,46,33
Afu2g01650,122,68,69,52,41,52
Afu2g16040,358,406,172,1017,1189,845
Afu5g12170,966,561,1166,1194,809,636
Afu6g14050,188,190,190,344,207,222
Afu1g01120,1,0,0,3,20,7
Afu5g01320,3,5,11,9,26,10
Afu6g09390,679,571,780,565,404,197
Afu1g05110,465,298,460,633,705,434
Afu6g10310,218,125,486,496,377,322
Afu2g13615,335,131,452,286,46,174
Afu7g00910,5,1,1,6,1,1
Afu3g08330,349,293,356,189,219,177
Afu6g06535,525,283,220,279,349,356
Afu2g12640,116,112,87,118,172,72
Afu6g02100,703,498,458,789,466,414
Afu5g04333,432,285,315,456,339,334
Afu5g14460,2,0,2,0,3,0
Afu2g07740,2,0,1,0,0,0
Afu6g02910,918,893,493,2399,1982,1829
Afu8g06450,4,8,10,359,670,288
Afu4g10430,366,241,209,218,235,252
Afu1g00960,60,172,21,15,24,17
Afu2g05720,282,377,234,443,344,492
Afu6g12280,1281,896,972,820,942,835
Afu2g00700,7,3,4,9,14,2
Afu1g11460,2576,2346,2334,1705,2096,1969
Afu2g00330,85,36,65,43,38,47
Afu3g04020,198,112,136,107,103,98
Afu3g06610,1597,1158,1416,1258,1416,1063
Afu6g13080,36,12,45,80,127,52
Afu5g04270,538,414,1689,1331,944,845
Afu5g02790,295,310,181,377,357,328
Afu5g13320,155,123,150,173,155,135
Afu2g01770,9,7,18,52,62,57
Afu1g10030,56,56,67,111,54,101
Afu5g07310,1080,1483,604,1877,945,1100
Afu7g05790,613,409,585,726,656,397
Afu7g03970,477,437,452,602,720,384
Afu2g14670,789,818,616,1798,1977,1592
Afu6g07380,401,292,429,465,632,263
Afu8g03930,3207,3619,1670,7962,6965,9654
Afu3g13210,278,222,154,222,227,155
Afu8g01540,47,42,85,79,206,71
Afu1g15430,291,147,183,78,30,55
Afu6g02610,39,16,41,48,40,27
Afu2g08280,424,969,463,1050,675,1275
Afu4g07010,161,120,97,144,135,144
Afu2g14810,397,343,237,636,645,635
Afu6g04830,263,151,283,302,325,241
Afu4g14170,0,0,0,11,49,4
Afu3g00450,392,336,258,95,33,133
Afu4g11150,2521,1532,2945,2193,1158,1289
Afu5g01690,5,6,5,0,2,0
Afu5g10820,186,118,126,265,279,220
Afu5g02520,307,277,116,468,547,354
Afu8g01660,9,6,4,10,3,17
Afu1g06680,992,671,1134,663,590,421
Afu2g10760,84,61,106,103,62,51
Afu5g03800,472,595,127,609,241,568
Afu7g03660,36,16,28,29,27,30
Afu7g04890,15,5,13,19,20,13
Afu4g07780,170,120,129,280,282,182
Afu5g03860,356,196,360,225,222,209
Afu4g01322,4,8,12,9,14,6
Afu7g01350,230,193,220,238,231,185
Afu8g00420,1392,784,1474,454,614,402
Afu5g03710,2710,2251,3251,2788,3268,1436
Afu5g05750,184,150,171,245,178,236
Afu6g05174,576,522,324,772,676,1114
Afu7g00850,179,152,67,198,122,202
Afu6g12560,616,526,486,616,581,352
Afu4g01260,946,438,740,247,185,249
Afu7g03690,461,429,293,674,824,722
Afu1g05440,65,46,24,145,236,141
Afu6g10520,137,104,127,104,159,76
Afu2g13200,157,97,148,87,76,99
Afu5g01980,444,267,454,358,406,254
Afu8g06380,2,8,6,2,3,6
Afu4g12210,222,140,153,237,354,209
Afu6g04340,0,0,0,0,1,0
Afu4g00540,1,2,1,15,13,15
Afu7g00260,0,0,0,2,2,3
Afu5g01920,18738,7116,13115,2252,1075,1688
Afu5g07960,450,300,393,809,504,767
Afu4g03435,27,15,28,10,4,9
Afu8g01630,18,25,19,99,69,190
Afu6g09790,0,6,1,0,0,0
Afu2g02970,47,92,46,62,61,59
Afu6g10710,8,4,20,9,17,8
Afu6g08650,63,30,131,20,31,19
Afu7g05990,132,105,83,122,113,150
Afu5g11170,6,3,5,8,7,13
Afu3g00900,4818,5224,4412,3393,3920,2591
Afu3g14320,514,273,309,363,327,238
Afu4g00600,25,16,19,21,41,19
Afu4g09660,376,272,409,238,327,195
Afu5g04040,177,89,121,107,150,93
Afu5g08220,2074,1549,1415,2403,1018,1431
Afu5g12700,2,0,0,0,0,0
Afu8g00740,98,46,71,202,151,205
Afu5g11720,1696,1226,1475,1265,1306,949
Afu5g08630,159,133,134,174,131,103
Afu8g04660,310,193,242,501,441,254
Afu6g13140,291,294,238,337,282,309
Afu8g00280,206,342,181,64,136,52
Afu4g12340,410,260,407,712,408,464
Afu7g03680,334,202,280,343,319,263
Afu8g04240,158,100,155,200,224,197
Afu5g07210,480,487,192,734,460,415
Afu3g07590,1097,580,1145,732,566,455
Afu5g04360,559,313,388,517,338,386
Afu5g13840,591,620,515,760,783,1028
Afu4g09160,8,7,4,4,9,4
Afu3g09500,1,0,1,0,3,0
Afu8g05270,744,377,816,509,515,387
Afu8g05220,544,262,722,412,507,328
Afu6g14480,917,240,661,1471,1773,1140
Afu3g12560,282,169,193,209,196,185
Afu4g09020,222,202,249,220,402,223
Afu1g14620,761,528,724,941,807,606
Afu1g04690,181,143,152,172,226,210
Afu1g07080,32,23,20,67,54,44
Afu6g13220,401,418,379,498,304,537
Afu6g10960,119,77,97,128,96,133
Afu5g12035,459,293,457,288,256,243
Afu7g01770,14,14,35,21,24,13
Afu5g02150,957,656,865,484,579,485
Afu2g14410,17,6,38,49,38,33
Afu4g07770,806,426,597,460,390,387
Afu8g00650,12,12,6,48,65,30
Afu3g07070,106,71,110,110,103,79
Afu6g03920,3,2,4,58,31,79
Afu2g11940,1193,1051,611,1454,1219,1725
Afu2g12200,966,555,850,409,337,258
Afu8g06630,25,22,24,13,19,9
Afu7g00890,2,4,18,10,8,16
Afu2g12550,2827,1892,1358,672,727,1297
Afu2g10270,1214,826,1245,1407,1849,738
Afu3g00820,1,0,5,1,2,1
Afu6g12220,4001,3265,705,266,201,295
Afu8tQ(CUG)1,1,0,0,0,0,0
Afu8g05040,407,386,2223,229,262,149
Afu5g07330,354,170,327,445,481,357
Afu7g01460,3892,3916,1923,5588,6365,6690
Afu2g08775,4,2,5,0,1,0
Afu5g11820,2143,1603,1032,802,1001,695
Afu6g08620,200,113,202,159,250,89
Afu1g04920,245,142,137,141,132,108
Afu1g05540,548,500,566,342,334,342
Afu6g04500,491,366,431,619,527,409
Afu3g12850,226,146,181,173,114,105
Afu1g06110,336,282,269,212,254,149
Afu1g14050,179,72,163,117,48,57
Afu4g07920,0,0,2,0,2,2
Afu6g14170,250,189,235,299,273,167
Afu4g03250,178,131,100,79,73,62
Afu2g10460,735,457,614,652,602,435
Afu1g16770,80,91,113,37,36,22
Afu7g01360,4,1,0,1,1,0
Afu4g00190,0,0,0,0,1,1
Afu1g02670,2293,1491,1668,987,995,807
Afu7g00270,1,0,1,0,0,0
Afu2g17070,686,489,627,492,581,465
Afu6g13510,890,839,594,712,526,603
Afu5g12510,2302,1577,2529,5223,9224,5073
Afu2g08810,1,0,0,1,0,0
Afu3g14070,101,95,28,60,47,37
Afu1g09060,398,236,464,486,423,365
Afu7g00990,2047,1178,195,445,495,280
Afu3g08310,419,287,325,315,242,293
Afu1g14695,62,41,38,64,49,58
Afu6g00180,422,525,288,159,647,300
