Date ,GEO Accession ,Title ,Description,Strain,Medium,Treatment ,Genotype
9/20/18,GSE120198,Cyclic diguanylate regulates virulence factor genes via multiple riboswitches in Clostridium difficile,The c-di-GMP regulon in C. difficile,Strain 630,"BHIS-Tm10, TY",c-di-GMP,Delta-erm
