Date ,GEO Accession,Title ,Description,Strain,Medium,Treatment ,Genotype
1-Feb-21,GSE152682,Transcriptome analysis of conidium germination of Aspergillus fumigatus in different growth conditions,Gene expression level of Aspergillus fumigatus CEA17_ΔakuBKU80 during germination in two different medium,CEA10,"Aspergillus Minimal Medium, GPA Medium ",Variable Growth Conditions ,NA
