,media_1,media_2,media_3,Cpmedia_1,Cpmedia_2,Cpmedia_3
CDR20291_1942,3836.760511,3440.460584,3231.286597,4866.514033,5023.544704,4622.498064
CDR20291_1943,101.556488,76.39244173,133.4393171,134.242837,163.7669813,159.845797
CDR20291_1944,60.73744433,89.26757934,123.1666194,121.0493062,107.8977821,144.7302821
CDR20291_1945,13.27728626,28.59939256,44.44787062,17.61089958,21.15133179,29.06287256
CDR20291_1946,38.17957134,25.41861115,61.13145499,45.33202175,45.56407265,52.51876187
CDR20291_1947,25.52189592,37.61623364,55.01414497,29.18300214,20.7085782,63.86220672
CDR20291_1948,67.36008249,95.56182494,69.18130869,149.8213483,209.3844509,163.3968884
CDR20291_1949,198.7757564,143.4118572,118.8984172,270.4271143,350.7066557,327.1084006
CDR20291_1950,250.6456351,220.7740812,152.5436695,245.0361849,281.4455447,288.4523087
CDR20291_1951,455.4446739,405.9794803,393.2793156,906.9957623,803.0597376,868.9630368
CDR20291_1952,390.2257038,334.6005485,318.791643,428.2857897,558.3200284,459.4165439
CDR20291_1953,467.5079215,388.8791296,356.2326647,567.7326884,748.0604255,552.7996914
CDR20291_1954,1753.209881,1920.804536,3001.853801,2970.839603,2996.828896,2048.383319
CDR20291_1955,7638.621017,7344.660043,6545.841707,9295.392054,8045.157782,8931.668556
CDR20291_1956,695.2591422,801.5534963,821.1369239,794.3103545,519.2822132,708.7298486
CDR20291_1957,903.8521568,1061.315589,974.8287568,958.9853728,630.3013751,738.6939748
CDR20291_1958,278.8512639,237.1343749,226.8134997,170.0728452,223.1145053,195.0997339
CDR20291_1959,1266.250392,1249.117953,1117.652515,1737.568333,2358.294213,1948.224206
CDR20291_1960,2584.223261,2579.926053,2804.311702,4929.576518,3217.086473,4364.588726
CDR20291_1961,1150.248612,1317.083868,1413.154021,2264.074946,1422.001232,2127.077672
CDR20291_1962,114.9223031,87.60983929,73.10823413,111.4284639,177.2644591,133.8667633
CDR20291_1963,7626.423861,7519.525959,7047.818226,5297.812245,6185.420667,5580.39682
CDR20291_1964,2536.877252,2418.530473,2131.221757,3638.762059,2868.48548,3282.938481
CDR20291_1965,756.6718688,836.5175512,800.8537528,1182.870974,987.8218018,1080.648034
CDR20291_1966,12080.26096,11315.36891,10572.67632,10498.2992,9865.879833,10313.46862
CDR20291_1967,1984.427308,1924.490721,1923.497181,2481.18484,2220.324767,2354.992908
CDR20291_1968,1449.403934,1458.431589,1439.142265,1714.224089,1413.233365,1652.356191
CDR20291_1969,2569.013934,2463.334788,1894.491564,2644.576512,3023.330536,2940.26098
CDR20291_1970,1252.495756,1363.725913,1009.643319,986.5955706,909.3122637,932.4619204
CDR20291_1971,246.4546686,224.3239736,190.2570891,207.1953191,249.7400691,242.1459394
CDR20291_1972,926.2648777,831.6738152,789.8068116,606.4765277,648.4659444,536.6925308
CDR20291_1973,1068.028182,993.9531213,889.9861039,1569.982758,2379.225006,1816.924807
CDR20291_1974,254.1566907,231.4780523,257.4875738,305.7401055,287.3974598,284.3210295
CDR20291_1975,14919.03913,14692.02871,13250.4708,15264.64058,12253.59115,14438.42745
CDR20291_1976,1374.736115,1374.799008,1197.580566,2057.007017,2208.887151,2293.456772
CDR20291_1977,325.4044116,362.1983089,322.3430348,573.9853083,602.0614774,684.5679786
CDR20291_1978,357.3103763,329.8956627,266.5466057,439.6662557,433.9202186,473.6268304
CDR20291_1979,1326.341899,1340.237533,1031.843888,1779.211127,1595.761136,1737.581581
CDR20291_1980,525.5251505,559.1699416,585.279931,807.7522198,899.9680658,726.5249334
CDR20291_1981,29.92307014,29.83537489,49.2577116,31.14625068,47.04974504,50.86002972
CDR20291_1982,44.25762105,62.06678446,53.47440056,33.18610483,34.25329809,53.28972563
CDR20291_1983,1122.539892,1111.183988,1051.030631,2381.259281,3352.414912,2942.190611
CDR20291_1984,150.4253079,195.7256467,205.7449201,127.4160316,108.7427796,158.0001919
CDR20291_1985,164.9038647,173.1314849,193.1971765,78.79138556,97.05601359,98.89320562
CDR20291_1986,406.0191602,346.0584686,352.1738553,211.9524452,194.7034314,210.5189509
CDR20291_1987,52.54854816,92.27916215,98.1580307,43.56273414,49.10648656,35.16046877
CDR20291_1988,33.16369841,53.92812615,61.81272662,32.42099584,28.66315474,33.71200434
CDR20291_1989,140.3704063,109.9859629,150.1344243,59.42484788,53.30540796,47.90467999
CDR20291_1990,74.37959565,88.0716018,122.0305451,42.03253315,41.60564559,33.72368538
CDR20291_1991,154.84264,171.1261824,169.5192148,109.122009,78.01139682,93.28621479
CDR20291_1992,120.1868296,103.8581052,143.1452512,64.06173649,33.01933134,64.61861841
CDR20291_1993,185.6008362,151.4226278,191.8552854,106.8950324,90.69914212,107.619336
CDR20291_1994,464.7934733,457.0751262,475.7467531,274.2340685,236.4391944,236.1358701
CDR20291_1995,86.83345,106.5064137,94.0384334,40.78242053,28.10542255,46.18754629
CDR20291_1996,181.164667,155.1531309,185.2713509,90.11755707,95.49603973,81.76854137
CDR20291_1997,63.55393726,83.75143472,89.78552681,48.36509408,27.88443241,37.37989729
CDR20291_1998,89.31186849,110.4700364,125.4997343,81.79363074,79.53237785,48.58668171
CDR20291_1999,1853.998036,1800.452721,1727.88322,2108.36656,2274.30811,2096.146739
CDR20291_2000,1142.280303,906.1687946,908.2061526,971.4109913,838.9290536,777.0028068
CDR20291_2001,1605.387662,1641.570506,1548.907205,1681.647954,1380.153963,1396.254292
CDR20291_2002,504.4582277,493.0485828,399.0207606,483.3006082,427.0979017,436.3850901
CDR20291_2003,324.0918655,363.0468689,253.6178891,188.2047853,155.7904513,164.6350841
CDR20291_2004,201.4902194,174.634925,117.7564276,126.9651726,125.8713209,112.0176611
CDR20291_2005,709.3392655,577.964872,528.2166619,776.4961708,651.4415817,727.9749514
CDR20291_2006,7533.26205,7673.888034,7170.639135,9301.734202,7062.675025,8530.939992
CDR20291_2007,849.5864814,881.5172555,856.5923603,1098.711578,623.3320138,919.4606354
CDR20291_2008,880.8466094,1070.894022,994.2949021,1229.744596,754.917929,990.2513825
CDR20291_2009,2650.268846,2575.507454,2270.475887,992.5479567,1123.128279,986.3104439
CDR20291_2010,1409.237446,1269.249521,1122.764781,1579.727497,2713.458258,1805.718139
CDR20291_2011,1931.937223,1529.940678,1520.534674,1869.359075,3619.074271,2514.951739
CDR20291_2012,821.7968555,766.1536822,719.9715057,946.7396933,1633.826417,1176.430192
CDR20291_2013,1917.966757,1800.721056,1553.13444,1491.627929,1368.641611,1517.198358
CDR20291_2014,13459.99263,12252.26623,7293.744765,2878.76239,4174.65714,3303.622211
CDR20291_2015,1358.843883,1193.651523,1144.52876,1034.387478,1114.99073,1126.022547
CDR20291_2016,1513.42451,1386.059044,1233.90619,904.9241114,908.8371512,743.3779059
CDR20291_2017,2387.751527,2594.895994,2138.859499,1503.59051,901.3065095,1061.2115
CDR20291_2018,400.3588813,428.0504404,341.9820992,436.2958679,440.6113962,438.7350026
CDR20291_2019,37.47145259,66.83767297,53.99923261,54.14431643,31.19936368,40.93099974
CDR20291_2020,4727.179722,4444.375506,4314.521944,5008.149799,3651.574627,4317.214323
CDR20291_2021,2601.462147,2649.468023,2524.167617,3002.336569,1985.262412,2339.153789
CDR20291_2022,6910.651445,6636.086609,6768.408838,1306.323955,1784.886968,1339.484341
CDR20291_2023,28032.40688,27548.63087,19590.3425,16427.37108,17338.61451,16419.65279
CDR20291_2024,8727.117463,9749.178891,13841.75256,12595.54127,9047.246098,8750.756333
CDR20291_2025,4981.684706,4238.520355,5913.587922,5123.791306,3737.502943,4891.475499
CDR20291_2026,4681.742916,4074.823908,5267.351423,5243.462176,3786.635922,4804.321558
CDR20291_2027,14198.36316,13437.97378,12112.07145,14045.78854,11491.77475,13149.24185
CDR20291_2028,73.0250735,87.02902328,76.09109401,96.14273902,162.82168,147.7836238
CDR20291_2029,2635.671766,2295.900652,1861.147911,1854.954392,1807.102971,2102.180742
CDR20291_2030,1414.624071,1531.063072,1552.490258,2672.067986,2313.77522,2720.222602
CDR20291_2031,906.5136917,946.8663541,922.0326318,1159.427585,1330.218938,1277.504803
CDR20291_2032,184.6133151,222.0086379,230.6105972,461.6219452,543.2758098,552.4587738
CDR20291_2033,1,1,1,1,1,1
CDR20291_2034,9523.413107,9759.10412,8900.489705,16601.58079,12634.10634,14681.1158
CDR20291_2035,879.6470732,1012.512497,871.8209125,1317.854152,1637.818757,1429.792426
CDR20291_2036,4956.001813,4842.670068,5480.584316,6571.859856,7207.608829,6433.287732
CDR20291_2037,4424.795302,4335.341724,5232.348793,6140.493961,5616.727127,5092.089284
CDR20291_2038,444.5087475,461.4671047,413.8034892,453.7547703,436.3215741,412.7129794
CDR20291_2039,289.4744086,307.7062634,249.1449808,390.6549271,391.837048,376.9459863
CDR20291_2040,789.4674641,701.4536657,731.4989585,757.0485427,1111.187839,896.5510979
CDR20291_2041,6219.763461,5925.084444,5368.651345,2761.05517,2568.62755,2492.762984
CDR20291_2042,9947.780781,9763.441125,8886.705724,4548.38922,3848.202491,4237.938687
CDR20291_2043,2321.434725,2673.905938,2346.126356,2014.273679,1732.380352,2000.002378
CDR20291_2044,9458.318443,10849.16207,9726.219937,9969.338053,8038.223632,9197.786533
CDR20291_2045,10211.85261,11402.93036,10747.59692,9699.186272,6801.564883,8756.751161
CDR20291_2046,31377.76556,37713.1229,33874.17054,31853.8029,22436.63968,30662.86751
CDR20291_2047,32322.96673,42253.11255,37921.93604,37198.89124,26311.63902,34917.70212
CDR20291_2048,234.6243601,263.7090002,232.0642212,263.6444835,462.8128143,373.5603438
CDR20291_2049,184.9378485,190.412925,164.2499704,215.1125073,344.5634825,253.7160541
CDR20291_2050,152.6701284,145.8385791,132.2197975,158.3341342,224.8582489,214.607398
CDR20291_2051,169.329673,146.2192453,95.79162351,182.9471334,244.9260644,249.3551173
CDR20291_2052,19205.47466,18563.76861,15904.63894,28106.34043,19036.21456,25718.53777
CDR20291_2053,2383.239128,2210.30539,2100.515913,1943.40248,1828.91207,1737.84416
CDR20291_2054,3461.631647,3134.131505,2804.57024,1998.684445,1988.197003,1789.52378
CDR20291_2055,7843.930296,7482.77666,7001.915811,9581.282068,6879.876728,8768.285144
CDR20291_2056,108.6967052,100.485143,89.6603981,101.648675,130.8604204,133.2797972
CDR20291_2057,10137.24497,9849.440098,8948.688225,6169.218376,2264.647826,3494.28605
CDR20291_2058,10612.57037,9539.196263,9131.366127,12242.04537,4610.897884,7890.713263
CDR20291_2059,3406.461061,3173.06091,2975.660046,3301.754184,2270.900846,2694.197692
CDR20291_2060,12666.4709,11557.25373,11147.98233,12493.90634,10045.26498,11361.96702
CDR20291_2061,11845.92306,11335.48894,10934.92724,12967.49327,10169.35812,12151.31644
CDR20291_2062,6277.110976,5906.668785,5562.100125,5669.044977,4913.468188,5367.430909
CDR20291_2063,1971.34696,1902.309141,1774.278789,2075.666576,2595.676724,2329.43442
CDR20291_2064,892.3970907,837.4951352,781.8228825,1660.409067,2342.673202,1945.158498
CDR20291_2065,87.24653919,68.03135883,58.54408052,119.5464683,131.2640735,134.0622275
CDR20291_2066,30.86231547,45.00033075,55.73709861,62.58770194,69.95325578,50.25307595
CDR20291_2067,108.815978,105.6316604,98.47593468,87.26593558,113.6639857,104.0329478
CDR20291_2068,509.4504415,563.6887639,531.9550377,545.7706491,604.026904,494.7664964
CDR20291_2069,561.0684581,803.773944,679.3882703,852.6961899,872.0421144,899.7341674
CDR20291_2070,2041.123838,1898.916825,1791.783981,4845.275555,7592.266928,5932.012819
CDR20291_2071,2797.491437,2532.332271,2333.087177,3222.203733,1878.627086,2468.05187
CDR20291_2072,6662.620475,5785.925372,6084.571708,5796.386175,6144.496155,4891.739966
CDR20291_2073,140.0765843,129.942576,149.7624364,181.9224779,162.1159243,187.3434204
CDR20291_2074,1104.827179,1138.230478,1055.958192,581.009523,545.1959368,530.7011997
CDR20291_2075,417.3705511,440.9581713,383.3469789,116.5841377,75.37660962,110.2468786
CDR20291_2076,2112.264813,1912.383304,1487.273233,1114.163312,1095.188889,1089.27537
CDR20291_2077,37577.82641,39308.94435,33050.87852,14887.33605,6038.012382,9246.277845
CDR20291_2078,1843.495271,2227.004874,2039.336315,1170.731885,736.2520828,1004.631708
CDR20291_2079,3692.937165,3854.101898,3644.833003,1752.966852,1013.688729,1580.302468
CDR20291_2080,8148.247009,8803.405457,8901.057303,3384.284175,1867.33234,2735.306907
CDR20291_2081,5920.486439,6189.971278,6043.200111,2168.898764,1211.102286,1783.632899
CDR20291_2082,6756.029911,6178.590314,6069.718947,2549.082763,1320.296282,2160.208724
CDR20291_2083,11259.10867,10374.85102,9344.274885,4423.899818,2179.117085,3689.703059
CDR20291_2084,518.6066876,551.9554434,541.1512242,233.0288875,110.9412826,151.5807038
CDR20291_2085,3154.210002,3263.209733,3128.833126,1341.784251,609.9389342,995.3802834
CDR20291_2086,2609.757425,2228.391496,2001.002147,2750.238464,2941.184354,2819.170466
CDR20291_2087,4574.486214,4110.590667,3727.981538,7298.660501,7473.30144,7707.466508
CDR20291_2088,600.5759944,659.6006453,584.5610931,678.3528094,665.17632,680.8277353
CDR20291_2089,242.1160652,297.0368272,253.3047288,280.7830428,542.9870573,390.5742426
CDR20291_2090,200.2987212,171.0020251,139.9066473,160.5999129,233.1762918,168.9338118
CDR20291_2091,79.04410679,99.37036093,88.30149753,91.62884952,128.6411145,110.9200991
CDR20291_2092,3242.473346,3243.120694,3106.83089,3457.987647,4520.219138,3681.224449
CDR20291_2093,1034.577496,974.438956,1011.859314,1154.708515,1440.231489,1272.337769
CDR20291_2094,2204.456051,2070.583977,2027.470208,2705.729686,3110.528479,2723.711154
CDR20291_2095,508.4778079,527.3638976,465.8171674,661.3352542,855.8997405,731.3134067
CDR20291_2096,991.0712713,1001.251022,898.9854775,1464.492409,1608.859916,1521.573173
CDR20291_2097,326.096919,260.1188247,202.6001315,372.5115893,454.3990473,442.2719698
CDR20291_2098,710.0520627,691.9883791,548.5449365,2158.993224,3012.768279,2451.212765
CDR20291_2099,6088.946831,5945.094388,5005.345705,19816.98687,25099.27375,23280.21885
CDR20291_2100,503.6514998,498.8737678,455.2190113,1047.265847,992.4371978,1047.525029
CDR20291_2101,9169.904541,8796.415278,8308.02015,15232.03417,13847.17445,15411.87746
CDR20291_2102,159.2979289,225.6075127,207.1685219,230.0347489,241.1320485,261.7994035
CDR20291_2103,31.3638987,53.78291331,41.04163783,16.39494322,35.22927793,32.54388091
CDR20291_2104,38.35660165,26.96752096,52.83138404,28.69115218,30.5493695,39.71614249
CDR20291_2105,39.83185324,24.0218374,68.36103335,16.39494322,24.04950675,30.37117038
CDR20291_2106,1.475253959,4.010554173,13.15918559,1,3.249933504,5.606985349
CDR20291_2107,29.50508481,27.23028166,41.51434411,17.76118581,16.43166763,17.52183055
CDR20291_2108,44.25762105,33.89610035,71.15553108,28.69115218,41.00116507,37.89387313
CDR20291_2109,1335.068453,1267.590467,1208.625022,2251.069681,2563.887066,2261.976146
CDR20291_2110,1400.567694,1364.022758,1220.32102,2249.824888,2596.576473,2363.948679
CDR20291_2111,424.8435937,400.3727569,400.6320419,460.4520129,729.8301798,523.4257175
CDR20291_2112,3748.91396,3206.067312,3133.353878,4107.343811,5254.726643,4402.953828
CDR20291_2113,1092.071803,996.0635634,887.6769958,1075.235157,1562.94468,1532.789109
CDR20291_2114,502.9757379,457.0572262,402.991612,437.949891,488.8330436,476.1003898
CDR20291_2115,449.3329345,447.6563994,380.4531507,408.7508725,486.4332376,446.3114473
CDR20291_2116,6352.628774,6015.154173,5537.315464,29507.28372,17985.06808,25372.4814
CDR20291_2117,7610.201827,7565.186849,7048.316531,7453.617137,16814.24058,10619.78545
CDR20291_2118,8029.775848,8411.707682,7413.435247,7278.618833,14594.09369,10077.37313
CDR20291_2119,1015.064016,1129.153572,1020.36033,674.057568,701.2149769,689.4924768
CDR20291_2120,883.0143051,695.8198376,657.6362433,2059.345245,2642.527005,2560.541098
CDR20291_2121,80.92881692,67.7900674,54.76388913,114.211016,101.532937,109.9202591
CDR20291_2122,70.78269072,47.9070376,58.25621237,85.7170325,91.73804768,89.9596785
CDR20291_2123,743.3706922,641.7902223,626.8172183,849.0837195,591.3928537,682.4137946
CDR20291_2124,252.9664766,340.5651496,307.6971989,379.1755161,288.1958998,290.7170752
CDR20291_2125,1147.329451,1091.468667,1005.804362,2453.079033,3892.590862,3133.664471
CDR20291_2126,2199.730397,2338.223303,2117.160606,3414.025219,4065.749176,4178.429271
CDR20291_2127,1547.577561,1643.856899,1520.297552,2068.727635,2138.671224,2215.833862
CDR20291_2128,173.8734206,175.2612204,191.748529,142.7453065,185.217679,132.0445
CDR20291_2129,44.11009615,37.65772655,52.61776265,33.9921804,60.98174379,29.48339388
CDR20291_2130,20.29949595,26.71859055,59.02245398,20.1384536,33.35731586,29.20304699
CDR20291_2131,23.60405795,19.66554686,34.50722608,12.96566951,21.98255236,10.51309829
CDR20291_2132,27.88229868,35.79073584,35.52215002,13.94936554,31.09536615,23.36243913
CDR20291_2133,825.8700601,803.5544633,672.1665783,964.9698122,1073.76011,1031.077457
CDR20291_2134,1356.274985,1198.017278,1175.630518,1746.840294,1727.957478,1616.119317
CDR20291_2135,661.9920127,634.5442659,632.4010707,941.7021414,1067.860147,974.1357353
CDR20291_2136,374.5747913,323.697183,285.7344149,432.1448027,764.5982034,632.4475372
CDR20291_2137,236.0406785,260.7643795,215.5798459,308.3299021,537.4318453,456.5091605
CDR20291_2138,1980.338038,1781.576848,1614.493593,2468.820104,4676.835598,3792.672279
CDR20291_2139,713.453701,726.9578969,674.8621353,937.0803845,1720.879065,1303.735959
CDR20291_2140,439.9717247,516.2428196,419.5084324,617.5841856,1016.147065,757.2960009
CDR20291_2141,478.3285189,424.8901239,426.4403078,703.7859973,615.8298551,624.1941387
CDR20291_2142,830.1740351,719.1664955,703.3773168,945.5742905,855.3873134,931.3754212
CDR20291_2143,581.7022201,547.7174369,438.5203549,386.8603334,435.5428946,382.9932087
CDR20291_2144,9004.147656,8873.441275,8332.426667,11634.19282,10561.30141,12357.81448
CDR20291_2145,39.35616387,36.23328236,47.24068568,36.22021739,29.39240081,33.01112499
CDR20291_2146,380.0843992,362.7477863,371.0618833,297.4107531,337.3821883,326.0695701
CDR20291_2147,459.7185274,465.4408416,533.3186613,377.6157162,485.3322772,445.1244692
CDR20291_2148,637.3983614,639.0437971,705.3204209,1004.235559,886.1462431,1011.66856
CDR20291_2149,401.8242994,420.3219534,368.858584,580.4081631,462.6526038,511.3319983
CDR20291_2150,1435.15615,1113.967942,1113.653724,1009.116483,1107.676589,1011.046755
CDR20291_2151,1594.19567,1358.216737,1416.6798,1634.980824,2199.417848,1828.310009
CDR20291_2152,2717.736745,2826.96244,2697.363054,3957.838421,5625.973337,4936.018205
CDR20291_2153,779.2621857,675.4110629,651.8508098,1057.9106,1368.449044,1334.464304
CDR20291_2154,386.3102106,470.4106785,500.1596973,584.6206586,1054.453675,830.6794188
CDR20291_2155,2229.506978,2171.376222,2074.550412,3584.146767,4313.319891,3898.198931
CDR20291_2156,302.9876123,164.1906997,161.7196303,160.6355836,257.8756961,206.0567337
CDR20291_2157,1569.013445,1556.610199,1532.53786,2829.781608,3111.322008,3122.398588
CDR20291_2158,455.0697883,492.092255,485.4345556,888.7926032,878.566695,892.8722732
CDR20291_2159,1,1,1,1,1,1
CDR20291_2160,8988.608012,8284.684259,8016.951327,13050.09782,7932.69849,11587.07658
CDR20291_2161,1952.85078,1923.643846,1601.667538,1049.185457,1039.253578,1041.373583
CDR20291_2162,18148.62967,21554.58253,18337.49561,15723.29541,9632.603052,12946.39674
CDR20291_2163,721.7925789,782.9964737,663.5447706,536.2567158,434.8168384,474.0899499
CDR20291_2164,487.1374202,441.3174551,380.324482,214.7839977,172.799556,163.7734858
CDR20291_2165,2960.680303,2819.117705,2730.027938,1619.764099,1048.28552,1153.335075
CDR20291_2166,761.8784297,707.9104195,695.9476603,464.0180127,277.4169254,382.7392375
CDR20291_2167,20398.3947,22505.17246,22376.96879,25803.69412,14296.28817,22501.83444
CDR20291_2168,4361.688425,5423.176842,5450.334277,6769.731971,2877.036881,6052.531637
CDR20291_2169,924.0697871,773.6488057,700.4605549,813.5171783,766.8151338,893.0975782
CDR20291_2170,273.7161974,282.6464957,303.5995832,336.9979488,338.0495696,303.0075644
CDR20291_2171,564.4910903,542.9720027,524.9353704,732.950013,914.452232,783.5757827
CDR20291_2172,1039.789661,1132.377285,1003.176679,1155.970607,1053.60253,1198.629441
CDR20291_2173,2380.8442,2428.251269,2264.950805,2980.922185,2332.952147,2855.282942
CDR20291_2174,1628.001146,1377.396308,1204.168026,1157.296648,1931.468589,1446.594644
CDR20291_2175,14.75253934,29.91320109,56.60145757,45.00412384,67.36462562,70.43775387
CDR20291_2176,7.351682185,23.49631,34.12012436,34.55234209,33.69531248,28.03493073
CDR20291_2177,36.40927227,14.88053715,32.81106233,45.19427108,26.75344923,43.61767605
CDR20291_2178,48.68338573,56.06478596,112.2960211,64.03592952,51.08895779,48.26680412
CDR20291_2179,9.353110292,14.11991697,19.64492834,11.98197231,10.00979623,16.35370935
CDR20291_2180,24.34169287,19.43044046,26.99961631,15.01503778,8.709821787,9.344976267
CDR20291_2181,95.89149783,119.3070677,131.7169682,85.83636042,94.89804096,113.2005376
CDR20291_2182,76.15261114,92.68105747,87.04665775,102.7415262,164.1736066,127.8359679
CDR20291_2183,531.1748391,401.089392,393.9607249,537.1344709,635.1955521,522.1418551
CDR20291_2184,908.1960803,864.7582128,868.2664328,1066.145777,1274.39783,1201.53087
CDR20291_2185,55.97113119,28.55792395,48.59096907,50.75601857,111.3576221,55.64933721
CDR20291_2186,25.52189592,21.24210746,16.77206475,25.86303359,40.75156331,14.48471205
CDR20291_2187,736.0148171,703.7879486,690.9617316,1021.291509,1032.361837,1061.598852
CDR20291_2188,278.2342089,367.5969535,265.7881548,591.2965298,474.7502665,557.2797807
CDR20291_2189,3.245558814,2.468264667,7.474017802,2.609528575,5.654883882,2.336243743
CDR20291_2190,2.950507857,3.194613506,5.24142829,4.781858699,1,1.845632687
CDR20291_2191,406.8048305,423.5812738,336.63328,407.5826981,615.5464848,447.2039125
CDR20291_2192,2.891497992,1.479756096,5.575384878,1,2.768943661,1.168121936
CDR20291_2193,4.743693509,5.711582395,4.476764105,2.773478035,6.785861571,8.994539995
CDR20291_2194,310.1692811,256.242328,257.6632548,216.0222941,307.1141129,232.6575186
CDR20291_2195,401.603491,305.1589302,272.6934051,364.1679127,470.8053812,463.6357488
CDR20291_2196,30.64102598,39.14735691,42.16083106,27.20877878,37.02350562,40.37808822
CDR20291_2197,18.32757495,28.87829176,19.17364871,28.59323602,27.52205898,20.32532196
CDR20291_2199,7953.058127,9043.785128,7563.037201,4875.616711,2547.817101,2373.981538
CDR20291_2200,255.2201277,277.2696698,277.4336552,168.2940895,276.8930438,234.9560326
CDR20291_2201,210.961321,208.5661183,177.9583356,113.3983627,163.6276787,176.3625461
CDR20291_2202,198.2200378,174.3654026,140.2867555,85.08438014,131.9165076,104.2743132
CDR20291_2203,273.4480569,172.0755129,159.2150605,92.02200593,146.6677938,120.6473402
CDR20291_2204,28.67893212,28.15685705,21.50793334,20.95820711,49.7499786,40.5104723
CDR20291_2205,113.4765198,108.7027027,110.558068,96.78580726,87.19711514,82.09560022
CDR20291_2206,211.1088427,190.7823238,209.8120315,150.9697821,170.0935943,160.4532276
CDR20291_2207,10338.05384,10898.61358,10588.29739,12666.57626,11716.82854,12810.10784
CDR20291_2208,2237.250367,2426.151624,2435.909805,2910.370279,2664.052872,3068.321624
CDR20291_2209,1153.555739,1302.358574,1376.884663,1596.076405,1307.35298,1576.638288
CDR20291_2210,23644.04089,23651.08912,22130.76958,28224.66818,24860.83272,28494.24606
CDR20291_2211,18627.06821,19382.89574,17276.02873,21589.7662,16619.63411,20061.32118
CDR20291_2212,50.5716975,66.27096398,87.80419722,47.83908862,78.81062296,68.29723181
CDR20291_2213,48.71286732,44.95969988,72.21216542,35.2422957,64.47218621,48.77575502
CDR20291_2214,83.73541389,69.11982693,112.3222943,75.4440751,79.49337358,74.52569401
CDR20291_2215,7.759835128,17.88436512,17.139558,9.910878888,8.566824893,7.370850004
CDR20291_2216,14.16130191,13.51141532,23.12068121,8.880595982,14.94969349,6.68165735
CDR20291_2217,1766.940814,1832.567978,1746.78823,1493.814198,1554.793213,1733.121401
CDR20291_2218,6339.335908,6425.165943,5989.882552,8517.846406,8465.039003,8881.748472
CDR20291_2219,1846.778338,2014.270887,1689.420796,2410.019326,2144.802365,2442.055038
CDR20291_2220,412.7169844,305.8969686,365.3147006,438.2368527,356.7152293,295.4181182
CDR20291_2221,150.5791594,124.4091685,103.5147109,147.3902621,121.0340364,147.7207313
CDR20291_2222,440.2853406,466.9728943,532.2484378,580.8122212,443.7434457,455.8846427
CDR20291_2223,238.7845528,239.4936178,308.5353536,342.1767676,231.2262373,338.264742
CDR20291_2224,21060.17786,19851.4807,18810.24475,24711.43208,34822.10992,29393.39739
CDR20291_2225,2374.134576,2307.752833,2328.273783,3390.438124,3528.218027,3601.489543
CDR20291_2226,1328.846732,1316.881669,1177.318541,1453.600394,1398.475244,1479.847708
CDR20291_2227,3726.291959,3848.802697,3547.345167,5279.816228,3347.094341,6317.05317
CDR20291_2228,3297.353849,3737.83715,3574.007632,4929.033258,3198.988299,5760.997834
CDR20291_2229,540.1259301,621.7729311,629.8672544,822.2982794,581.9946173,908.9870936
CDR20291_2230,4173.028331,4810.026077,4444.008929,6780.500247,4038.164593,7425.652051
CDR20291_2231,3934.010247,4281.429933,4485.708016,8036.4966,7638.181571,11983.56051
CDR20291_2232,3416.092914,3794.160517,4199.547002,6560.258734,7092.281087,10347.81826
CDR20291_2233,1998.689986,2219.298484,2818.889089,3849.253579,5117.654369,6499.909879
CDR20291_2234,2300.857628,2097.046301,2079.611034,1769.847083,1667.671017,1535.659874
CDR20291_2235,270.0440592,289.1022446,246.6054716,289.3357938,328.3002413,245.2917667
CDR20291_2236,614.0864671,596.3035023,576.0429207,673.4504541,717.8840332,705.0068672
CDR20291_2237,206.9190984,228.5159411,225.9574008,381.440177,566.2471211,456.3851376
CDR20291_2238,232.2639599,167.4444096,182.4958314,262.1346033,441.1969477,317.0048274
CDR20291_2239,1604.379253,1419.014878,1239.847529,1260.36423,1664.055689,1371.291912
CDR20291_2240,1,1,1,1,1,1
CDR20291_2241,282.3045361,284.289499,310.2064771,463.2666442,781.6906656,548.1994232
CDR20291_2242,50.64545851,56.68711727,69.2366204,87.03624435,125.5709296,89.12288316
CDR20291_2243,114.4339483,91.13636978,150.036666,156.7161771,222.2434361,196.2444441
CDR20291_2244,48.53104432,58.77592363,75.34030664,103.5179398,157.3181156,85.37140396
CDR20291_2245,580.9700573,577.9752881,559.2618073,636.6347073,507.2495957,548.4620543
CDR20291_2246,1433.566386,1312.224639,1094.665217,2650.118214,4198.714566,3591.276455
CDR20291_2247,4939.707838,4935.727395,4681.145849,2872.999447,2137.842715,2415.432799
CDR20291_2248,8813.803394,9403.095142,9115.215189,5189.838754,3946.806296,4245.58017
CDR20291_2249,7117.288492,7492.134064,6868.426919,4331.938362,3318.457311,3776.141209
CDR20291_2250,3469.406088,3778.107404,3507.620618,2117.37047,1823.457678,1875.274402
CDR20291_2251,1506.716215,1555.82815,1377.820277,828.1217056,656.0245524,781.4262989
CDR20291_2252,20782.261,22044.55906,20151.71495,12953.51937,10501.17396,12380.05411
CDR20291_2253,6871.017299,6956.587204,6164.965048,3538.374414,2835.320286,3306.297893
CDR20291_2254,14365.30496,14036.93176,12457.70764,7885.562746,6553.577718,7757.327524
CDR20291_2255,2212.207503,2263.950972,1985.584441,1425.4236,1087.914905,1380.688355
