,media_1,media_2,media_3,Cpmedia_1,Cpmedia_2,Cpmedia_3
CDR20291_3551,1294.470166,1452.13916,1463.89311,1387.923177,1387.453783,1700.746023
CDR20291_3552,2929.75031,2961.683993,2978.216668,2762.320493,3027.768107,3381.83135
16S rRNA.1,1,1,1,1,1,1
23S rRNA.1,1,1,1,1,1,1
5S rRNA.1,1,1,1,1,1,1
CDR20291_0001,1093.890793,1157.123391,971.7396323,1179.492067,1426.387253,1322.724601
CDR20291_0002,1572.137841,1532.919264,1426.478216,1606.110012,1904.960014,1943.146555
CDR20291_0003,9186.445284,10408.06315,10167.0534,9489.905463,8391.342935,10009.85878
CDR20291_0004,4740.472009,4572.901092,3459.10478,4060.044993,3539.117634,3789.902452
CDR20291_0005,7383.350848,7539.643008,6274.62272,7201.651143,9441.890262,8710.217325
CDR20291_0006,2167.37038,2579.380689,2529.265901,2501.774428,3006.322363,2735.490822
CDR20291_0007,5369.24678,6498.540383,6158.251192,5847.713845,7793.566653,7463.967557
CDR20291_0008,2737.831608,2579.067827,2679.457096,3464.311636,3615.814624,3830.186695
16S rRNA.2,1,1,1,1,1,1
23S rRNA.2,1,1,1,1,1,1
5S rRNA.2,1,1,1,1,1,1
CDR20291_0009,936.497933,1081.557012,848.8689296,618.3594908,658.7781979,690.3049408
CDR20291_0010,18698.69544,18538.59129,16513.24466,21092.88772,24301.52113,23266.87769
CDR20291_0011,848.397171,1061.369293,1053.412669,1745.000216,1357.811035,1806.236388
CDR20291_0012,1284.057418,1495.075888,2324.75183,1896.971121,2000.238062,1545.305109
CDR20291_0013,2034.961804,2092.578458,2828.355989,2523.751242,3018.395209,2603.175748
CDR20291_0014,4843.99614,5090.628252,6168.09812,5622.441384,7527.932622,6316.151233
CDR20291_0015,17779.26422,18494.79899,17951.20413,17010.0764,28218.58448,21416.34998
CDR20291_0016,6363.033492,6365.124422,5861.174196,5002.234583,4832.593733,4909.910461
CDR20291_0017,3469.961643,3800.380091,3199.589262,2373.997993,2236.606901,2177.767917
CDR20291_0018,11786.67358,12488.72867,10675.13726,12968.02359,12431.02812,12968.13146
CDR20291_0019,11538.98735,11264.08105,10198.44801,7793.150703,8104.463669,8035.25448
CDR20291_0020,201.1090228,172.4007213,216.7683025,319.3051474,356.1277385,389.9211227
CDR20291_0021,25.07931433,31.66757084,107.3975,12.40550706,15.92467473,14.22772609
CDR20291_0022,85.91877387,77.72176184,167.6000768,49.8679641,32.99306036,46.56135054
CDR20291_0023,160.9206879,175.1782194,219.499676,124.300992,101.956928,134.8713774
CDR20291_0024,172.8899263,205.1708128,236.0584636,237.4996044,271.0862258,272.3235615
CDR20291_0025,276.3446745,320.7283338,412.861763,274.2272255,289.7363732,307.5452748
CDR20291_0026,388.8071663,461.5605146,523.306729,354.2372212,368.0579185,423.8646966
CDR20291_0027,495.2410182,554.2864769,640.7869693,449.8090881,448.0655508,458.4876299
CDR20291_0028,765.0960157,873.6793006,1023.48199,682.6697427,594.7073105,637.4206732
CDR20291_0029,132.2270012,120.129911,242.8019167,95.60302086,59.70777902,80.60042272
CDR20291_0030,17.68829394,18.75970973,27.3610938,9.037712726,9.619803334,4.742575037
CDR20291_0031,31.67182289,24.34345441,31.49883793,18.58093248,12.73378142,4.03975472
CDR20291_0032,51.27984514,48.52110833,146.9424068,41.05566789,24.95710003,31.2355797
CDR20291_0033,2.714467103,9.15512637,28.78338976,4.098736089,1.949960095,4.46222574
CDR20291_0034,36.61580478,25.72286441,55.84834021,12.76073037,23.12653146,20.97946961
CDR20291_0035,405.6358914,412.6171568,425.8533829,608.2387833,525.309185,477.672165
CDR20291_0036,780.633194,951.9189949,851.8644059,877.4432441,552.0289049,748.1516898
CDR20291_0037,863.0850966,905.7474319,816.0874805,825.9513519,531.7578074,748.6247836
CDR20291_0038,24923.10164,31498.4671,36316.83859,16595.59805,10638.06399,12921.41997
CDR20291_0039,30727.63263,37815.60291,40540.09924,23836.42078,22223.46264,22501.14818
CDR20291_0040,10532.13282,11066.03675,10356.85963,11632.98729,9285.964177,11303.55535
CDR20291_0041,19632.78201,21120.26037,26785.69297,20340.06966,18881.73871,17043.22814
CDR20291_0042,7152.867491,7553.76926,8404.300314,6507.555521,6527.288088,6125.241453
CDR20291_0043,10657.74057,10619.55726,10416.75282,8241.92717,5286.898814,5560.35007
CDR20291_0044,6246.355653,5939.299213,5460.952906,4471.662224,2940.347597,3188.38471
CDR20291_0045,18325.98344,17918.50931,15699.50008,12778.58082,9127.063162,9583.666569
CDR20291_0046,12280.35376,11879.5618,9873.671968,8350.246087,6555.408639,7324.512371
CDR20291_0047,3079.8919,3244.022251,2639.544,2168.099121,1623.000805,1985.177097
CDR20291_0048,8134.164771,8726.00751,6818.737824,5797.75237,4898.15258,5664.641738
CDR20291_0049,4578.406992,5232.359673,3953.133606,3336.107356,2865.104412,3274.883795
CDR20291_0050,4489.278862,5470.306675,4293.290265,3552.054495,3247.333858,3695.964028
CDR20291_0051,92577.43688,107983.4732,103679.9211,83115.44664,70857.50272,82239.84928
CDR20291_0052,6792.712131,7907.999146,6900.747835,5975.948501,3371.70827,4815.824158
CDR20291_0053,12617.88949,14815.15398,13307.48205,11736.46242,6910.512534,9562.181007
CDR20291_0054,32124.29115,38433.85317,34063.82919,29967.58073,17872.71269,25089.0635
CDR20291_0055,31592.18279,37490.95617,35159.08732,26451.77656,15805.72947,21321.93869
CDR20291_0056,72029.9359,81034.57651,75775.82322,57437.80513,34819.4067,49170.79294
CDR20291_0057,71886.53771,76823.86888,70382.00535,44844.67299,25808.97096,35229.53959
CDR20291_0058,59803.3632,62405.38911,56395.99141,39351.82707,23992.8181,33162.9333
CDR20291_0059,3291.539966,3049.576095,4525.04367,3841.840742,4804.398151,3815.033473
CDR20291_0060,129966.1146,130628.1227,105285.3369,89095.19455,85869.72791,92321.49718
CDR20291_0061,148041.2811,148039.2288,137231.4858,110945.7594,119774.9761,120869.1885
CDR20291_0062,50553.34729,55287.70247,48195.8064,32810.9103,26235.97891,31002.37242
CDR20291_0063,59942.97222,66762.06692,59452.75316,41196.98108,32734.59479,37137.08608
CDR20291_0064,296055.8837,319004.2237,288746.5133,214371.115,183688.0184,222182.3979
CDR20291_0065,13824.60845,16140.21303,15244.0434,11081.67238,8914.634913,10566.9324
CDR20291_0066,34298.78855,42381.41101,34817.66902,23201.92683,15577.89847,20869.53738
CDR20291_0067,62569.06826,76828.66156,64915.66316,42330.47332,27827.52539,39557.42785
CDR20291_0068,54254.60595,64403.88065,55579.6065,36675.65217,22699.7376,31696.19411
CDR20291_0069,27511.11516,33014.72481,28915.73192,17908.92351,11267.65753,16270.21844
CDR20291_0070,103890.1967,120701.4097,106044.8475,68189.50067,43036.67501,63851.59331
CDR20291_0071,37973.30635,44561.8961,39672.48095,24894.51002,15905.6091,23728.05127
CDR20291_0072,34774.23122,42169.25753,37834.57188,23294.84321,14808.89629,21535.52688
CDR20291_0073,65650.6648,83379.55199,76693.25069,46002.63884,27235.8071,38114.59696
CDR20291_0074,29194.54083,37173.9404,35124.82702,21477.76124,12239.02489,17015.73677
CDR20291_0075,14370.70282,18366.34588,17050.80225,9956.431217,5942.371147,8391.406916
CDR20291_0076,23459.47326,30055.1375,27427.14816,16131.74628,9943.465275,14043.20879
CDR20291_0077,37676.96146,47164.83499,43140.43191,25924.23865,16303.55547,23572.8243
CDR20291_0078,29099.72704,36876.70158,33471.30082,19340.82882,12528.67737,17901.03025
CDR20291_0079,50055.08442,63035.15367,58053.20109,33891.24465,21398.54377,31056.12049
CDR20291_0080,13152.99751,17319.0719,16064.20539,9494.471624,5798.636551,8302.87924
CDR20291_0081,30663.95148,40726.83268,37864.49324,21614.29261,13243.00588,19091.27718
CDR20291_0082,47490.78556,63244.2851,58089.54866,33544.13684,20746.75382,29512.69401
CDR20291_0083,29252.43296,38982.14887,36251.57359,21177.26999,12758.77324,18219.18748
CDR20291_0084,48143.08594,59399.699,56603.72982,34586.37039,21127.84497,29572.77487
CDR20291_0085,18111.44457,22638.44116,21357.79368,12220.48565,7822.44015,10704.22703
CDR20291_0086,55911.36708,65878.26776,62804.48638,38023.58657,24153.22142,32946.62352
CDR20291_0087,138663.0621,151824.1746,139239.7883,81705.92045,53314.11799,77002.62461
CDR20291_0088,82851.14413,90419.60533,80390.81187,46283.4889,28928.6424,42263.04222
CDR20291_0089,87356.95811,98793.60244,87301.14771,47648.36202,30077.18651,44835.53524
CDR20291_0090,22991.89886,25708.05779,22981.41485,12070.62702,6833.035941,10579.95595
CDR20291_0091,14770.77599,17177.02419,15457.98874,8121.221377,4721.020395,6779.113922
CDR20291_0092,8516.742406,10047.87638,9062.742634,4762.934521,2699.416732,3826.561841
CDR20291_0093,22630.95742,27614.26294,25520.4297,13681.00886,7708.326684,10304.21514
CDR20291_0094,44804.84106,54181.81118,49913.692,27565.9366,16991.32807,22843.51438
CDR20291_0095,62436.88751,75205.31474,67715.89979,38023.63928,24880.95085,33661.99358
CDR20291_0096,112715.1566,132726.1393,123367.8545,68598.67071,46148.55965,62602.168
CDR20291_0097,37223.70401,43838.3537,40711.50684,23838.6679,15807.15378,20346.6266
CDR20291_0098,3094.85478,3009.549854,2499.128728,2307.55129,1896.240845,2226.262505
CDR20291_0099,2993.590147,2844.814762,2613.531804,2090.540098,1757.795472,1891.446166
CDR20291_0100,2714.391308,2547.120505,2403.946377,1939.464966,1693.22385,1862.775375
CDR20291_0101,2902.984191,2917.237239,2831.284481,2114.396168,2114.341942,2155.210397
CDR20291_0102,1,1,1,1,1,1
CDR20291_0103,35483.06467,36060.78044,30461.0489,25828.69263,24075.29741,26175.79982
CDR20291_0104,1016.124878,1161.038422,969.3373289,661.975494,918.4497622,748.3456636
16S rRNA.3,1,1,1,1,1,1
23S rRNA.3,1,1,1,1,1,1
16S rRNA.4,1,1,1,1,1,1
23S rRNA.4,1,1,1,1,1,1
5S rRNA.3,1,1,1,1,1,1
CDR20291_0105,15129.91225,13621.81195,12847.66001,18692.44931,18476.809,18379.5395
CDR20291_0106,23127.72918,19663.17948,19179.32066,15086.11805,24233.26206,18432.34494
CDR20291_0107,4310.301284,3853.503537,3539.843835,3127.438935,6180.295053,4269.469191
23S rRNA.5,1,1,1,1,1,1
5S rRNA.4,1,1,1,1,1,1
CDR20291_0108,1875.465488,1663.532112,1349.740175,1628.234751,1634.092572,1686.189541
CDR20291_0109,2733.906144,2973.148896,2699.611333,2920.818507,3394.376782,3158.1588
CDR20291_0110,9.273378238,12.83256088,20.26336265,11.94284957,12.68160288,7.018529046
CDR20291_0111,2495.321516,2824.778441,2668.527198,2675.320464,1537.492865,2170.962364
CDR20291_0112,3690.992268,4269.037144,4085.412393,3531.969085,1626.67069,2430.87164
CDR20291_0113,3542.256578,3799.849332,3838.311278,2313.497781,1031.161079,1780.495409
CDR20291_0114,2424.09412,2549.756921,2462.916497,1011.969434,449.9986927,712.6238708
CDR20291_0115,14335.41451,14891.712,14220.27752,7046.494467,3209.782887,5324.790318
CDR20291_0116,11774.60465,11557.56615,11061.80351,6200.152563,3171.70527,4776.231337
CDR20291_0117,8533.55994,8372.518829,7883.655393,4318.968263,2746.523651,3463.939458
CDR20291_0118,20651.77264,20981.33709,18844.1095,20339.66081,13879.1587,18322.54135
CDR20291_0119,31319.83518,30241.91757,29978.44643,39577.6409,43438.47998,42084.63545
CDR20291_0120,1529.452938,1685.682367,1586.596988,1482.083484,1535.598137,1497.297307
CDR20291_0121,642.7019325,776.1802964,646.0079011,852.1957226,696.6035428,773.904104
CDR20291_0122,4983.705144,5334.080935,4808.479323,6317.836997,5449.133043,6414.833035
CDR20291_0123,3453.951238,3706.166549,3408.222955,3828.803751,3518.122494,3820.241164
CDR20291_0124,1519.103024,1741.4846,1660.051173,1823.081067,1779.499115,1789.438195
CDR20291_0125,21.41822917,25.15585814,35.60556893,14.03134108,16.96465281,15.53602261
CDR20291_0126,3690.669923,4373.70136,4212.578922,3581.603704,1925.205854,2847.80767
CDR20291_0127,2791.550616,3067.311561,2945.76576,2403.861398,1383.562403,2230.14531
CDR20291_0128,122.9476799,104.0113603,140.3290999,116.9664529,134.4943726,107.2236989
CDR20291_0129,8730.71444,8803.698361,7582.085448,9982.517634,9679.742807,10509.30759
CDR20291_0130,22.7484162,51.87444173,100.1349296,29.31962203,52.37591363,39.038643
CDR20291_0131,1527.743894,1328.917658,1228.341504,1251.699035,1293.186826,1324.812982
CDR20291_0132,560.6334443,567.0078898,568.8442952,438.8241153,538.4863633,491.5335221
CDR20291_0133,907.9008864,849.6335938,796.2783376,852.8238649,775.3054521,789.429707
CDR20291_0134,59.92481729,57.2092569,58.2702825,15.6981593,29.45510927,18.67048112
CDR20291_0135,87.24653919,88.8683317,110.4870903,35.82936823,38.80573567,41.8888537
CDR20291_0136,360.9652135,446.9903886,520.1922156,169.6466346,292.6369229,258.8325056
CDR20291_0137,168.2969825,209.2402081,214.8290823,78.05304443,161.3041337,105.6449284
CDR20291_0138,329.3906972,449.633588,463.2383872,211.0712101,370.6025505,261.4693445
CDR20291_0139,152.2167171,187.2513617,202.2885707,114.8653617,102.1519193,93.00587847
CDR20291_0140,238.4949321,186.5547133,218.5133177,130.0938904,123.3727788,104.542467
CDR20291_0141,15718.79495,16760.11003,17375.83876,17658.79158,12638.84493,14059.39604
CDR20291_0142,18903.71286,20606.91616,18871.83383,20313.66592,20088.24627,20798.01181
CDR20291_0143,7155.798263,7584.634794,7042.710184,7943.246173,8430.783521,8178.445858
CDR20291_0144,4308.153683,4929.269005,4418.846191,3378.162471,2482.599801,2946.202748
CDR20291_0145,3555.374952,3603.771941,3380.310367,2672.193935,2284.027016,2580.548446
CDR20291_0146,2123.603928,1821.599392,1671.68001,2209.325084,3526.838993,3264.035425
CDR20291_0147,1070.563013,1141.442128,1578.555205,1427.998749,1890.396306,1501.176609
CDR20291_0148,900.6445303,986.3870166,1074.91957,1187.565194,1262.868757,1201.397624
CDR20291_0149,1560.124016,1816.145408,1836.107739,2087.975401,2261.403941,2301.699854
CDR20291_0150,1052.086785,1140.195107,1193.909279,1260.160693,1369.190052,1378.559671
CDR20291_0151,3312.153913,3403.935536,3341.728939,3849.024129,4616.375937,4369.513669
CDR20291_0152,2768.962884,2922.193505,2646.103909,1946.937694,2700.977675,2331.367947
CDR20291_0153,315.8791712,280.959038,269.4306185,179.3145815,236.9082288,241.0254368
CDR20291_0154,1264.832826,1197.182185,1155.786333,875.9580682,1227.575464,1049.231274
CDR20291_0155,2398.158005,2098.487276,2117.58329,2316.931217,2391.07555,2247.298423
CDR20291_0156,615.9570728,505.2053126,485.6135947,337.8015178,340.8530306,261.0752706
CDR20291_0157,469.1895269,495.8070585,475.8608646,632.4769093,618.7050503,591.6048215
CDR20291_0158,95.8571871,80.39085559,83.7516263,60.42903506,58.49879491,87.7259463
CDR20291_0159,272.8997003,260.9625546,281.7164504,128.8506496,130.7593228,130.5259637
CDR20291_0160,418.1755783,382.9942706,382.2061017,187.4803132,191.3480913,211.2198189
CDR20291_0161,370.3770767,353.7680625,317.9336701,220.5119912,190.3274712,199.7235299
CDR20291_0162,103.4448204,57.83704744,77.2291346,52.84353227,54.288473,53.3130938
CDR20291_0163,284.7622312,216.0813428,225.3906721,192.3422113,179.1076316,171.4453541
CDR20291_0164,88.69227207,94.17687849,79.9169157,49.85428482,54.78087481,52.55530522
CDR20291_0165,105.7683374,92.27039963,124.0286238,117.6064194,118.7915742,157.1113939
CDR20291_0166,80.69637713,85.45247661,103.2158271,111.1167347,107.8710035,99.94450888
CDR20291_0167,853.021326,696.8807531,707.9158171,688.7654664,461.9923012,571.3401079
CDR20291_0168,205.473339,195.9777827,159.3365022,190.8058508,209.9148907,211.4768159
CDR20291_0169,4021.095821,3499.921867,3023.584116,1718.140141,1534.77558,1609.645192
CDR20291_0170,5097.460586,4688.715412,4088.775113,2819.010234,2222.859427,2635.441586
CDR20291_0171,11124.11543,11849.79927,11051.96287,15074.06606,16792.79788,15409.74107
CDR20291_0172,357.8571513,378.4353373,370.3462708,248.5406982,235.082869,198.440543
CDR20291_0173,26193.63206,21986.31192,20078.72444,24914.55179,15360.90931,20669.22249
CDR20291_0174,1294.926502,1299.503676,1301.362345,1116.572334,910.4266635,964.7771979
CDR20291_0175,115487.9657,105625.0867,116449.7486,57029.15358,34306.61112,30253.80542
CDR20291_0176,21138.90461,19238.05064,18332.55186,9033.134658,5006.92455,4656.708952
CDR20291_0177,56994.89171,52159.08714,44415.41959,21534.70589,11052.73662,11629.60116
CDR20291_0178,3115.89521,3036.018781,3344.19672,6975.316672,6452.761555,7336.686886
CDR20291_0179,64.55710595,72.67483572,85.60359618,84.8711723,78.85638119,58.00894193
CDR20291_0180,17719.52119,18584.78013,18819.71291,19118.35799,9567.816466,15403.53653
CDR20291_0181,92.79348419,97.93032043,116.8781956,26.054302,24.8684899,53.3130938
CDR20291_0182,676.0204129,667.4509459,620.0105697,708.1999836,694.5481966,586.1259898
CDR20291_0183,1,1,1,1,1,1
CDR20291_0184,15775.72841,15169.25907,11859.66797,24426.71099,20063.97729,23132.68327
CDR20291_0185,2153.306543,2305.41858,1628.010174,2493.210537,2911.649538,3042.54735
CDR20291_0186,1208.274891,1358.357019,1033.313995,1644.085942,1748.627163,2007.830824
CDR20291_0187,1231.985021,1545.250482,1334.827871,1817.398402,2063.264409,2230.766816
CDR20291_0188,952.9792558,1286.462778,1391.136239,1624.858081,1568.971031,1797.176018
CDR20291_0189,564.5317844,474.1892018,509.0917937,529.8745405,707.914345,584.3297772
CDR20291_0190,1114.082225,1029.512763,1010.868416,972.3729837,773.2595843,841.9764082
CDR20291_0191,432.7991933,412.4012799,385.553432,254.230974,277.5667604,261.5191894
CDR20291_0192,3362.943907,3876.379223,4525.329102,2541.395158,2020.186821,1756.158081
CDR20291_0193,8225.365089,9190.94188,8771.044859,5176.649772,4579.422628,4431.004265
CDR20291_0194,2784.626273,3617.511782,3300.260065,4664.34569,5518.972571,5861.495155
CDR20291_0195,26345.92111,28175.0002,24959.22469,42203.06038,57026.78185,60126.65169
CDR20291_0196,750.2788085,735.3325306,717.3811365,1013.682405,1479.827194,1259.031794
CDR20291_0197,1,1,1,1,1,1
CDR20291_0198,24293.06664,23893.30822,21466.04817,30977.64821,38442.61883,35952.73741
CDR20291_0199,3272.718953,3546.723137,3378.717467,3039.115944,3430.532931,3073.700754
CDR20291_0200,659.8219674,588.5899097,589.3357603,608.3167841,491.3914686,554.1950444
CDR20291_0201,215.4126853,191.6354427,221.9044825,143.1671509,181.6294079,177.4970947
CDR20291_0202,193.4647881,160.5706052,168.4362674,131.7570729,156.4110903,135.0406085
CDR20291_0203,159.6224763,124.9428904,131.8902402,133.7736074,201.8387967,142.1815345
CDR20291_0204,735.3845212,570.8955474,715.422162,520.5532712,507.9423661,477.3411826
CDR20291_0205,2871.386857,2441.603128,2338.759827,2171.477065,2102.85987,2136.423584
CDR20291_0206,48.09327609,70.40596216,116.3407742,39.01997639,48.97000031,40.93099974
CDR20291_0207,2.950507857,14.60394869,21.74485223,9.645692377,7.851839049,9.391700488
CDR20291_0208,56.04332706,64.55607677,118.7037745,33.69161079,40.94916134,44.2484649
CDR20291_0209,10.03172639,25.57073988,46.23363852,8.730308289,16.78265428,2.336243743
CDR20291_0210,41.30710364,45.07032662,120.0940612,43.91113743,59.95477275,67.42400869
CDR20291_0211,603.2775142,561.7864431,570.7709109,641.0250831,924.372801,864.1674016
CDR20291_0212,56.73825989,65.81456556,46.89654389,70.23868841,86.51323791,110.7379569
CDR20291_0213,32.04251537,33.30143174,36.17558144,28.58046532,39.33719002,20.09170371
CDR20291_0214,93.59009845,106.3350202,116.1595533,150.5602376,124.5764365,129.6381924
CDR20291_0215,1288.148318,1467.998725,1136.39762,736.9868156,377.6230451,629.314773
CDR20291_0216,1831.37942,1864.138065,1443.083436,923.9749956,525.4876325,838.3617002
CDR20291_0217,5409.803587,5998.91968,4644.462729,3122.266569,1827.494058,2677.912302
CDR20291_0218,4281.340904,4450.106044,3791.418511,2407.289608,1443.901888,1873.232165
CDR20291_0219,1624.281535,1766.162044,1550.402407,915.8217386,546.5326973,693.9947795
CDR20291_0220,4395.617088,4592.636864,3968.411729,2220.398641,1251.914222,1753.094438
CDR20291_0221,4325.343516,4153.802768,3908.260727,2416.909939,1366.242158,1878.668756
CDR20291_0222,18379.64142,17136.12157,16295.36447,11548.46913,8068.355854,10073.1969
CDR20291_0223,578.8946446,679.0457653,655.4504904,811.0775208,646.4571792,786.8697298
CDR20291_0224,1816.322915,1945.591344,1876.830958,1769.968537,1472.776197,1577.433531
CDR20291_0225,932.4321895,998.2068542,880.4388522,867.8013378,789.7279824,927.5080545
CDR20291_0226,1819.322389,1961.442054,1805.117458,1862.400971,1677.003518,1751.794707
CDR20291_0227,1682.598211,1775.994009,1792.257234,1694.187107,1543.14937,1671.740264
CDR20291_0228,1070.993122,1170.464936,1200.570992,1101.487952,1122.767116,1151.743707
CDR20291_0229,707.9693043,825.6748779,709.6761439,760.8931161,718.5655699,687.3099334
CDR20291_0230,717.30705,686.3639644,624.3975213,507.6780237,435.5320265,386.3174405
CDR20291_0231,688.8681185,753.0124981,677.1313947,492.9200995,497.028924,456.1903124
CDR20291_0232,3496.827709,3577.239509,3410.371054,2734.895512,2584.934484,2774.751774
CDR20291_0233,2714.181532,2797.720257,2748.282322,2216.671085,2125.969229,2018.810808
CDR20291_0234,992.2748655,998.6096238,984.8655659,836.5581403,821.7905896,771.2410328
CDR20291_0235,626.0846846,624.6425338,620.4198349,525.4814404,502.3068016,469.5495179
CDR20291_0236,1084.423074,1121.696764,1127.493187,1017.015534,970.1126679,904.4337383
CDR20291_0237,972.401292,952.5196204,946.8460085,856.3062232,781.2900874,766.9522771
CDR20291_0238,7706.991049,7663.607721,7217.617631,6960.272141,6484.51968,6557.376427
CDR20291_0239,1017.688976,1004.489661,948.3784036,921.1312965,882.1443862,826.4140662
CDR20291_0240,43808.37255,45405.51755,41930.95302,42628.00742,37128.15487,39697.82925
CDR20291_0241,5763.673912,4654.198412,4331.034652,2376.414861,1702.326439,1861.941461
CDR20291_0242,5584.753929,5310.363857,4826.059543,2835.626888,1961.849967,2253.48167
CDR20291_0243,6214.41124,6215.449435,5861.491092,3547.659911,2378.217587,2769.63088
CDR20291_0244,2202.47053,2297.4082,2315.674883,1483.846355,1105.613943,1203.646473
CDR20291_0245,4364.85496,4249.445841,4005.345558,2563.396619,1944.539735,2076.702729
CDR20291_0246,4189.339244,3921.614477,3697.798766,2695.572505,2009.859587,2257.887672
CDR20291_0247,3439.015731,3376.125924,3188.705179,2136.191102,1493.049209,1763.527063
CDR20291_0248,601.3424522,678.9144586,685.806135,535.996957,455.4715083,495.1143659
CDR20291_0249,978.3907812,1050.113826,1059.896738,827.451533,776.6005937,768.4656695
CDR20291_0250,645.8717908,781.8808699,700.5950574,560.3564399,558.9355006,602.8260703
CDR20291_0251,2186.852196,2900.650982,2760.153909,2334.710574,2312.042176,2438.866375
CDR20291_0252,1282.886658,1637.206972,1547.438116,1575.664866,1966.652028,1964.104534
CDR20291_0253,1042.638989,1320.363091,1192.161522,1173.260779,1375.114466,1443.033423
CDR20291_0254,1917.696901,2403.481527,2487.279639,2491.144512,2813.285006,2762.402826
CDR20291_0255,411.2144069,612.5679178,624.0505127,546.0215192,700.2168651,742.084416
CDR20291_0256,1340.652852,1524.135022,1739.30111,1588.229299,1849.01729,1946.020915
CDR20291_0257,849.8367959,1006.091289,1167.346387,1166.702487,1248.74657,1137.701996
CDR20291_0258,2023.900991,2509.480465,2833.027715,2507.2793,2617.723493,2735.957302
CDR20291_0259,297.3103753,364.7160805,446.8054583,372.5233378,437.1383074,419.7929128
CDR20291_0260,2079.732122,2407.574957,2888.440378,2619.363378,2927.545748,2671.960565
CDR20291_0261,1744.802467,1914.490784,2198.09801,2005.167443,2361.122208,2070.553837
CDR20291_0262,884.9069805,998.448358,1156.445851,1057.975131,1249.030508,1027.710708
CDR20291_0263,508.6907323,493.0885698,543.8990139,476.1135903,520.5871893,442.9294151
CDR20291_0264,1716.809204,1890.083165,1985.870732,1752.32663,1725.047055,1761.474653
CDR20291_0265,623.3324459,671.3186907,703.120428,556.7894249,601.1099123,562.8528543
CDR20291_0266,4346.917501,4811.333204,5052.872285,4004.410056,3675.872471,3805.55459
CDR20291_0267,4612.659234,5418.804939,5912.604247,4254.487092,3570.053552,3690.779927
CDR20291_0268,1566.367477,1897.679973,1893.976874,1242.815135,1011.566185,1042.154169
CDR20291_0269,1947.234609,2229.338539,2272.880312,1532.043983,1306.173203,1471.734787
CDR20291_0270,1434.625038,1742.43002,1569.465934,1096.322852,921.9540253,967.0213957
CDR20291_0271,531.7686808,640.0228044,673.6236593,462.3786584,347.3080404,338.6003138
CDR20291_0272,1397.154645,1625.453985,1697.428982,1172.127667,983.800515,1089.996661
CDR20291_0273,1548.50143,1846.514658,1761.430699,1379.00407,1143.120678,1328.1294
CDR20291_0274,1902.224754,2144.73398,2082.909584,1566.759472,1356.234562,1542.737618
CDR20291_0275,1287.545767,1133.536397,1097.185693,896.4277502,782.8640583,831.9528746
CDR20291_0276,3516.630401,3446.322507,3018.263404,2300.216594,2045.973863,2094.366194
CDR20291_0277,17097.12351,17052.90611,16439.42251,21747.54607,20600.32532,23745.77134
CDR20291_0278,1517.888392,1481.872902,1480.059029,2667.624705,2234.068955,2540.722331
CDR20291_0279,1375.925842,1288.490335,1248.753495,2478.980143,2279.509964,2627.785862
CDR20291_0280,484.7980212,431.4857188,413.0990694,676.4052279,766.1175711,746.3409317
CDR20291_0281,211.3153414,139.5810713,160.4961633,250.0141606,291.7061515,279.6351678
CDR20291_0282,154.0447816,157.3392716,135.2684899,176.3269275,381.8134196,260.9034118
CDR20291_0283,167.6337351,163.8518328,206.3951558,178.3336942,797.7135646,326.9483653
CDR20291_0284,566.6252176,455.6230738,420.5635478,579.4723447,699.786489,632.8408856
CDR20291_0285,1563.660939,1610.795911,1331.639634,1803.124127,1681.227215,1676.615318
CDR20291_0286,653.4074075,641.23795,702.0178968,634.5216149,680.4913439,687.3204145
CDR20291_0287,7.022209315,10.24765566,27.78571192,1.584844616,9.06081297,3.504365855
CDR20291_0288,7.376269668,13.5943946,24.81684827,3.893799234,4.54990682,11.68121957
CDR20291_0289,14.75253934,12.44654656,27.5140269,8.880595982,3.249933504,2.741510882
CDR20291_0290,22.83447318,6.91474812,35.36922004,12.80171863,8.449826975,10.37292311
CDR20291_0291,38.37134951,31.73177677,53.13726248,16.82531139,17.43263803,25.27816091
CDR20291_0292,37.36818791,50.88563725,79.0663379,26.88087137,27.80643718,27.03715976
CDR20291_0293,57.15132337,57.70647494,80.21769462,35.57702573,45.63772591,39.59934055
CDR20291_0294,56.97430833,77.70793397,132.2087911,54.14430142,46.17929682,50.88339405
CDR20291_0295,98.66499351,129.125999,137.5152112,96.98946869,114.3976416,106.7429886
CDR20291_0296,120.8257634,109.3335225,137.3160545,84.98121115,94.03128967,53.7803299
CDR20291_0297,104.4685878,109.3514848,106.0002605,81.11748399,91.83893456,75.43731904
CDR20291_0298,3055.286595,3132.183455,3120.734698,1134.541762,961.3966725,961.712593
CDR20291_0299,782.0093246,742.9724988,654.0630934,306.5505111,395.3753178,356.7718554
CDR20291_0300,119.9086395,135.0588717,177.863479,132.225214,168.0085333,142.2772318
CDR20291_0301,127.5209348,169.8507761,192.3972009,89.98094416,60.38960368,87.91287737
CDR20291_0302,91.28870096,97.44032229,140.0294727,44.17071559,23.68651918,33.87553908
CDR20291_0303,78.21795975,98.31388639,123.4307804,41.04200481,13.76671843,26.11921078
CDR20291_0304,47.45891786,62.98412319,149.8388581,22.09218181,9.71080166,18.68994865
