geneid,X18_OFF_1,X18_OFF_2,X18_OFF_3,X18_ON_1,X18_ON_2,X18_ON_3
DLK00_08485,56642,43457,45219,92938,76234,87598
DLK00_08490,1245,1101,1026,1618,1261,1443
DLK00_08500,18737,16568,16332,24058,20294,24068
DLK00_08505,66,47,46,73,84,110
DLK00_08520,15987,13989,13984,35133,28576,28133
DLK00_08525,1994,1429,1523,2485,2073,3162
DLK00_08530,1287,1065,1019,1638,1153,2140
DLK00_08550,3491,3000,2903,4855,4197,5152
DLK00_08555,973409,818740,808173,1186271,922295,1078129
DLK00_08565,735,656,557,948,775,770
DLK00_08575,813,773,691,944,742,762
DLK00_08585,3936,3198,3354,4453,3738,4480
DLK00_08590,6045,5311,5308,8520,6413,7039
DLK00_08605,373,351,324,377,273,351
DLK00_08610,38083,32387,30364,49880,38353,46839
DLK00_08615,1013,967,864,1335,970,908
DLK00_08620,2248,1862,1760,3025,2700,3230
DLK00_08625,495,426,369,625,540,698
DLK00_08645,1840,1403,1586,2504,1637,2687
DLK00_08650,53934,48305,46301,68486,55522,57380
DLK00_08655,1932,1654,1681,1890,1617,2038
DLK00_08665,103,83,85,125,77,104
DLK00_08675,1952,1947,1646,2857,2094,2402
DLK00_08680,2930,2158,2606,3655,3194,4057
DLK00_08685,939,838,898,1199,953,1097
DLK00_08690,1556,1416,1913,453,3256,5868
DLK00_08695,5214,4565,4470,5178,4156,4960
DLK00_08700,2502,2531,2195,2938,2207,2387
DLK00_08705,34351,24162,35114,10125,63759,238707
DLK00_08720,14,14,14,23,20,21
DLK00_08725,148,119,124,142,112,124
DLK00_08740,26275,22173,22904,36887,28663,31524
DLK00_08755,7635,6402,6447,8330,7207,8992
DLK00_08765,9013,6510,7075,11936,8948,12682
DLK00_08770,2338,2156,2035,2941,2421,2563
DLK00_08775,376,347,285,463,358,321
DLK00_08780,629,471,490,717,555,586
DLK00_08795,128,109,93,162,165,151
DLK00_08810,2364,1984,2134,3049,2332,2488
DLK00_08815,13226,11773,11914,14415,12076,14754
DLK00_08820,2361,1931,1909,2478,1906,2384
DLK00_08825,1871,1351,1346,1766,1457,2158
DLK00_08830,2880,2728,2442,3786,3065,3870
DLK00_08850,1480,1130,1162,1548,1117,1788
DLK00_08855,1745,1633,2099,486,3685,6847
DLK00_08860,1010,965,811,1129,865,838
DLK00_08865,20563,14691,19723,5922,36990,124162
DLK00_08885,8251,7084,6820,11024,9098,9758
DLK00_08890,46997,40097,39993,57664,47949,55099
DLK00_08900,1936,1377,1531,3890,3094,3131
DLK00_08905,5971,5173,5139,6710,5260,6090
DLK00_08910,9793,8235,7764,10890,8889,12593
DLK00_08915,32371,27218,26957,39714,31979,41700
DLK00_08925,28720,24594,24644,34220,28661,33185
DLK00_08930,2926,2534,2513,3455,2688,3357
DLK00_08935,1974,1700,1542,2594,1944,2509
DLK00_08940,3323,2615,2858,4820,3163,3712
DLK00_08945,7713,6725,6315,11047,8262,9501
DLK00_08955,7269,6143,5923,9172,7513,10554
DLK00_08965,4764,4099,4080,5569,4452,5433
DLK00_08970,20969,18746,17594,27051,22815,24156
DLK00_08975,23815,19153,20320,29711,21543,26589
DLK00_08980,5447,4888,4747,7927,6391,6580
DLK00_08985,18331,15443,14913,21478,17459,23540
DLK00_08990,8174,6887,6774,9584,8145,9593
DLK00_09000,1846,1720,1525,2440,1873,1963
DLK00_09005,10445,7666,7785,12882,10738,12701
DLK00_09010,6735,3780,4676,6317,5154,11385
DLK00_09015,36,57,23,36,38,30
DLK00_09020,11452,9867,9543,13313,11038,13818
DLK00_09035,376,319,315,383,267,309
DLK00_09040,3813,3385,3336,4625,3861,4754
DLK00_09055,1910,1585,1660,2450,1979,2276
DLK00_09065,8222,7217,7493,8833,7487,8548
DLK00_09075,68,70,56,86,74,74
DLK00_09080,168,107,137,234,164,200
DLK00_09100,65,60,68,78,64,97
DLK00_09105,174,151,155,256,164,200
DLK00_09110,84,88,67,157,116,107
DLK00_09115,80,64,59,75,58,97
DLK00_09120,72,66,77,114,93,120
DLK00_09125,242,257,208,260,209,257
DLK00_09130,80,54,47,75,43,73
DLK00_09135,196,169,174,205,142,198
DLK00_09140,73,55,71,89,60,72
DLK00_09145,332,236,207,305,250,371
DLK00_09150,529,471,480,684,566,699
DLK00_09155,101,83,91,99,78,117
DLK00_09160,496,437,368,593,410,535
DLK00_09165,227,133,169,203,173,223
DLK00_09170,2463,2075,1886,3029,2170,2589
DLK00_09175,13,5,2,8,15,7
DLK00_09180,10,19,6,13,10,17
DLK00_09185,541,494,486,700,511,690
DLK00_09195,314,244,264,280,272,317
DLK00_09200,170,142,153,188,168,194
DLK00_09205,163,160,119,184,170,184
DLK00_09215,214,224,173,246,192,250
DLK00_09220,232,184,187,270,232,189
DLK00_09225,105,117,106,192,136,163
DLK00_09235,409,346,329,421,412,439
DLK00_09245,134,115,112,111,83,123
DLK00_09250,57,42,37,47,52,93
DLK00_09255,83,67,69,74,66,100
DLK00_09260,50,52,75,70,69,59
DLK00_09265,24,26,25,33,24,24
DLK00_09270,33,29,22,29,23,24
DLK00_09280,4797,3970,3960,6715,4961,5342
DLK00_09285,208,132,183,234,199,228
DLK00_09290,274,241,248,341,285,307
DLK00_09295,2513,2244,2135,3370,2814,3129
DLK00_09300,62,59,42,66,52,76
DLK00_09305,24,16,31,36,20,64
DLK00_09310,845,721,723,1056,861,1217
DLK00_09315,149,92,134,160,136,146
DLK00_09325,1424,1164,1160,1664,1242,1657
DLK00_09330,174,165,186,267,174,232
DLK00_09335,4840,4367,4113,7151,5740,6781
DLK00_09340,97,94,73,144,90,187
DLK00_09345,286,307,304,572,375,425
DLK00_09350,7705,6747,6542,10995,8953,9277
DLK00_09355,10597,9173,9189,14073,11179,12783
DLK00_09370,8862,7535,7348,10849,8712,10923
DLK00_09380,4426,3730,3806,5646,4440,4861
DLK00_09385,2183,1879,1800,2972,2162,2467
DLK00_09395,8046,7058,7181,8731,7411,8431
DLK00_09405,195,152,175,190,160,230
DLK00_09410,23326,20039,19593,32193,25809,31405
DLK00_09415,3862,3143,3085,5237,3926,5080
DLK00_09440,1338,1065,1064,1815,1296,1372
DLK00_09450,1259,950,1022,1561,1230,1468
DLK00_09455,538,464,446,712,510,582
DLK00_09460,1048,930,883,1654,1325,1448
DLK00_09480,1142,947,948,1338,1112,1358
DLK00_09485,245,153,187,255,213,198
DLK00_09490,3554,2947,2842,4731,3515,4379
DLK00_09495,46,63,68,77,75,57
DLK00_09500,26560,20910,21939,33913,26378,31806
DLK00_09505,3382,2913,2989,4812,3676,4314
DLK00_09530,2804,2447,2388,3174,2399,2859
DLK00_09535,16348,13852,13404,18451,14966,20151
DLK00_09555,5539,4582,4733,5776,4564,6227
DLK00_09565,4246,3248,3303,3812,2989,4197
DLK00_09570,5479,4622,4744,6331,4811,5354
DLK00_09575,14025,12185,11762,16363,12719,14351
DLK00_09580,3733,3085,2916,4229,3054,3398
DLK00_09585,7678,6373,6329,8113,6519,8165
DLK00_09615,14387,12323,12242,23346,19188,21636
DLK00_09620,28854,23428,23522,40913,33450,44622
DLK00_09625,48018,40862,39988,52231,44180,55181
DLK00_09630,2670,2365,2372,3634,2895,2982
DLK00_09635,36830,32036,31848,58381,48349,46897
DLK00_09640,18960,16487,16443,19063,16275,20208
DLK00_09650,5716,4809,4618,6108,4807,6195
DLK00_09660,1766,1735,1630,2646,2151,2055
DLK00_09670,812,712,656,1052,709,929
DLK00_09675,9908,8684,8420,13426,11754,12091
DLK00_09695,53156,45427,45408,59360,52194,66147
DLK00_09700,2566,2042,2029,2679,2002,2965
DLK00_09705,2183,1648,1681,2143,1898,2744
DLK00_09710,2755,2406,2169,3622,2585,3616
DLK00_09725,10977,8527,8820,13888,9790,10832
DLK00_09730,13933,12363,11106,17371,13495,13762
DLK00_09735,57730,50929,48336,66956,56096,69286
DLK00_09745,2498,2102,2124,3425,2679,3079
DLK00_09755,2584,2335,2979,700,5312,9961
DLK00_09760,3905,3372,3612,4095,3358,3524
DLK00_09765,466,496,393,541,422,335
DLK00_09770,25415,18205,25164,7291,46504,162192
DLK00_09785,203,144,152,185,149,147
DLK00_09800,683,541,706,682,542,675
DLK00_09805,186,95,161,220,111,172
DLK00_09815,39530,34350,35062,51509,45459,51754
DLK00_09825,3119,2528,2572,2568,2028,3045
DLK00_09850,40362,34454,33670,42804,36315,43962
DLK00_09865,1038,801,887,1281,1114,1161
DLK00_09890,154,126,149,193,166,120
DLK00_09895,4874,4337,4346,7242,5609,5637
DLK00_09900,5370,4574,4262,6311,4804,6601
DLK00_09905,9361,8127,7665,12301,9987,10652
DLK00_09910,14957,12847,12354,18175,14471,18466
DLK00_09915,16765,13990,13287,23519,17410,21813
DLK00_09920,595,453,395,555,400,513
DLK00_09925,23380,20205,19409,28605,21993,23681
DLK00_09930,4606,3857,3905,4657,3904,5066
DLK00_09940,24010,19351,20748,24530,20220,27139
DLK00_09960,69355,58695,57346,76643,67220,80675
DLK00_09965,3110,2772,2749,4133,2929,3509
DLK00_09975,1229,919,1025,1425,1002,1282
DLK00_09985,3496,2719,3095,4542,2954,3500
DLK00_09995,4693,4020,3970,6236,4972,5990
DLK00_10000,6334,5601,5535,8773,7585,8098
DLK00_10005,110804,94172,90453,158134,123417,138022
DLK00_10015,9868,8118,8417,9726,8730,10465
DLK00_10025,1905,1710,1583,2327,1827,1919
DLK00_10030,4514,4007,3858,6120,4984,5491
DLK00_10040,4502,3830,3853,5542,4279,5078
DLK00_10045,7931,6968,7001,8755,7203,9096
DLK00_10050,2204,1878,1782,2210,1793,2439
DLK00_10055,2440,1901,2060,2908,2212,2970
DLK00_10060,10446,9012,9006,15257,10825,12487
DLK00_10065,34501,30139,29110,51686,40682,47116
DLK00_10090,6451,5472,5505,8107,5915,6776
DLK00_10095,5013,4025,4028,4366,3641,6092
DLK00_10100,3942,3242,3230,4628,3474,4178
DLK00_10130,7192,6763,6266,10024,7417,7010
DLK00_10165,2328,1835,1918,2842,1699,2481
DLK00_10170,1773,1561,1484,2152,1549,2068
DLK00_10175,988,696,742,897,587,1364
DLK00_10180,8442,6522,6847,10778,7145,8463
DLK00_10190,50810,42782,42027,65737,55021,61616
DLK00_10200,18395,15939,15527,21946,17905,20527
DLK00_10210,908,688,719,987,809,638
DLK00_10215,1002,903,881,797,637,731
DLK00_10225,52,38,32,37,17,24
DLK00_10230,97,77,109,123,99,66
DLK00_10235,156,119,103,121,135,130
DLK00_10255,89,77,71,96,80,83
DLK00_10260,2966,2613,2493,3542,2745,3583
DLK00_10280,8045,6564,6429,8606,7194,8703
DLK00_10290,11314,9169,8917,12539,10300,14417
DLK00_10295,9568,7800,7506,9913,8409,12042
DLK00_10300,11495,9436,9496,12321,10677,14601
DLK00_10310,3338,2579,2602,3587,2833,4223
DLK00_10320,1804,1457,1433,2463,1905,2216
DLK00_10340,2822,2443,2400,3674,2603,2890
DLK00_10345,7721,6395,6637,7618,5760,7776
DLK00_10350,4922,3881,4063,6224,4667,5704
DLK00_10355,5641,5019,5040,7953,6214,7540
DLK00_10360,2721,2226,2229,3497,2879,3520
DLK00_10370,1461,1195,1286,1991,1489,1487
DLK00_10375,1465,1164,1190,1704,1316,1589
DLK00_10385,533,393,472,619,377,481
DLK00_10395,35268,29626,28504,43481,35259,51594
DLK00_10400,5754,5329,4668,9748,7157,8039
DLK00_10405,2739,2493,2282,3566,2926,3556
DLK00_10425,5749,4858,4783,6708,5167,6024
DLK00_10430,9200,7971,7671,10131,8287,11154
DLK00_10440,1787,1261,1341,1912,1468,1876
DLK00_10450,3094,2399,2517,3226,2471,3146
DLK00_10455,96417,87753,83773,125454,100860,105717
DLK00_10460,22399,18403,18482,25333,19743,24949
DLK00_10465,29963,24904,25381,35942,27683,34716
DLK00_10475,0,2,2,2,1,1
DLK00_10485,13598,11376,11383,15433,11325,9537
DLK00_10490,8072,6634,6571,11333,8644,8484
DLK00_10495,6174,5434,5196,7017,5282,7362
DLK00_10510,27096,22999,22551,29702,23838,30988
DLK00_10515,575,525,497,688,503,591
DLK00_10540,1920,1572,1541,2496,2238,3309
DLK00_10545,27576,22899,22741,29284,24198,30586
DLK00_10555,39099,31634,32558,47933,42846,56423
DLK00_10560,1354,1133,1136,1936,1433,1478
DLK00_10570,4665,4151,4045,6182,4890,4962
DLK00_10575,33934,29255,29812,38248,32831,37374
accC,46362,39643,40711,51335,44473,51326
aceE,426043,350821,334910,454730,376031,550360
alr,13120,10960,11036,15732,13057,15237
apaH,15576,12663,12710,18746,16343,20006
aroE,3235,2633,2494,3996,3455,4386
aroQ,4103,3619,3260,5497,4362,4748
arsC,2246,2017,1888,3555,2756,2653
asd,15354,12245,12213,16560,13683,18569
asnA,6470,5562,5353,8576,6957,8010
asnS,32828,27897,28022,37259,30050,37784
aspA,127166,93754,98525,244962,193566,206567
aspS,44593,36708,36677,49711,41232,53387
atpA,86452,74018,70564,103848,92809,117659
atpC,22981,20356,18520,29198,23622,27433
atpD,61420,49689,48133,66492,56644,81395
azlC,1721,1377,1423,1401,994,1407
bioC,3226,2603,2614,4055,3388,4215
bioD,2771,2522,2197,3748,2764,3298
brnQ,5766,4788,4936,6243,4696,6527
ccmB,6506,5135,4892,5251,3876,6258
ccmD,1233,983,909,1245,876,1425
ccmI,14274,11997,11668,25743,18945,22975
citC,7678,6255,6527,13016,9735,11340
citD,2662,2388,2123,4750,4298,4955
citE,10270,8647,8517,16745,14922,18629
clpP,7094,5987,5675,8004,6364,8060
clpX,10172,8706,7906,11512,8918,11290
cmoA,9528,8083,8574,11025,9172,9941
coaA,7900,6849,6747,12745,9522,10013
cpdB,77591,67044,64744,121041,107424,118944
cspD,12497,10211,10189,22620,16506,18770
csrA,13083,11023,10455,15310,12256,12847
cueR,924,858,817,1404,1123,1192
cydB,67711,52190,53594,67176,54321,81495
cydC,2049,1812,1729,2268,1827,2236
cysK,107326,85462,84008,112716,85083,135116
cysQ,11096,9441,9519,13921,11232,13241
cysS,12033,10320,9907,13543,11292,14454
dapD,29049,24346,23755,31703,24870,36810
dapE,20493,16443,16569,24137,21087,27353
deoD,23977,20490,20109,29634,26115,33161
der,7285,6307,6668,7857,6434,7895
dksA,5300,4586,4412,6838,5414,6031
dmsB,558,443,472,2766,2508,2576
dppF,9707,8133,8153,12044,9855,12061
dprA,209,165,181,181,146,163
dtd,3002,2568,2521,4657,3696,4356
efp,20628,19242,18522,27035,21961,25340
emrB,7532,6333,6102,9105,6645,9543
eno,177361,152553,149139,261186,219810,243691
epmB,6314,5533,5415,8625,6912,7702
era,6545,5549,5190,7211,5865,7167
exbB,2920,2417,2486,3199,2454,3313
exbD,4434,4018,3747,5526,4445,4543
fabD,12694,9849,9185,10967,8019,14140
fabG,35777,28785,28184,39744,30954,45249
fabZ,11271,9844,9661,13487,10587,13411
fadR,3884,3216,3532,5109,3968,4255
fdnG,171213,143778,138955,182368,161020,200319
fdxH,57343,48669,46346,61155,55168,74403
ffs,685,714,599,890,717,717
fghA,3686,2887,2937,4143,3526,4698
folB,2119,1992,1836,3087,2383,2664
folK,2403,2169,2212,2781,2492,2446
folP,2901,2342,2461,3248,2651,3563
ftsE,3049,2542,2556,3468,2772,3946
ftsL,1782,1453,1399,2062,1521,1706
ftsN,2499,2291,2258,3038,2285,2508
ftsW,5334,3936,4123,5548,3921,6194
ftsX,2362,1863,1860,2905,2299,2888
ftsZ,49856,39201,38934,51485,38540,59702
fucA,466,384,381,654,672,656
fucK,247,220,271,348,282,348
fucP,800,695,682,1178,1051,1021
fumC,112584,94308,92610,162721,133266,136966
fusA,470717,400387,390700,446042,385062,472117
galE,12091,9960,9654,12640,9914,14087
galM,4355,3565,3657,5381,4523,5442
galU,27431,22235,21841,29868,23756,29797
gap,186454,152291,147345,237208,194901,246584
glgC,2560,2030,1896,3709,3319,4078
glmS,12434,10694,10253,13828,11330,15177
glmU,12165,10666,10180,15579,12724,14826
glnA,38045,32487,32516,49697,40156,46537
gloA,31052,24744,25406,40728,31345,38391
gloB,5195,4180,4265,6804,5706,7251
glpK,30810,25881,25855,54334,50881,60638
glpT,178979,140925,139269,221042,176064,282703
glpX,562,488,485,1118,881,1283
gltS,25582,19957,20951,29292,21676,30272
glyA,31396,25899,25499,37213,29862,41393
glyQ,33728,28280,28302,39870,35002,40306
groES,4361,3657,3494,6093,4695,6454
grxD,12376,10404,10426,14960,11535,13449
hflK,26456,22933,22080,31542,26858,33757
higA,5682,5272,5268,8702,6244,6273
hisA,3386,2797,2678,3476,2886,4354
hisF,3158,2391,2453,3001,2537,4252
hisH,3219,2614,2588,3676,3119,3630
holB,6398,5468,5267,7055,6069,7635
holD,2498,2046,2210,3187,2534,2654
hpt,485,495,460,786,578,777
hugZ,26929,22853,22433,36532,27793,31623
ilvA,8459,7426,7045,9565,7569,9877
ilvN,2869,2532,2429,2877,2276,2704
iscA,3265,2572,2512,3361,2613,3838
iscR,5313,4438,4228,6169,4321,6214
iscX,1427,1190,1139,1711,1250,1502
kdsB,3130,2710,2619,4025,3488,4388
leuD,828,628,644,1055,852,1038
ligA,6810,5859,5944,6513,5629,6594
lipA,15979,13536,13626,17771,14320,17297
lolA,10501,8767,8463,13017,10623,11173
lolD,2048,1725,1792,2610,2233,2663
lpdA,240868,197402,187426,237335,211392,300689
lptA,12350,10230,9806,16499,12518,13637
lptC,13125,11435,10663,18447,12999,13892
lptF,3081,2481,2532,3293,2462,3002
lpxC,40062,33056,33048,49484,36749,46336
lpxD,17446,15089,14401,19856,15902,22452
lpxH,6691,5628,5364,8448,6211,7472
lysA,8572,7669,7213,11184,9538,10775
map,10988,8810,8627,11912,8973,12930
metF,5570,4427,4693,6553,5387,5871
metG,32731,28198,27506,41108,33656,40212
metK,10486,9207,9411,11156,9197,11260
metN,5981,5321,5082,5717,4693,5435
metQ,22885,19112,18590,26675,19667,22927
mgsA,10534,9337,8689,15075,11898,13496
mlaD,4436,3817,3832,5602,4126,4937
mlaE,8060,6288,6313,7944,6559,10337
mltG,3089,2568,2598,3610,2810,3375
moaC,1807,1456,1624,1784,1527,1832
moeB,6385,5620,5369,8114,6857,7937
mpl,9039,7624,7370,10446,7883,11363
mrdA,8587,7124,7068,7970,6221,8390
mreD,666,575,560,856,579,782
msbB,6199,5290,4763,7230,5601,7047
mtgA,1289,1074,1018,1774,1134,1536
murA,37412,31461,30870,42629,34270,43610
murG,5174,4374,3927,5880,4240,6196
mutH,1934,1673,1581,2187,1803,2439
nadN,57615,47765,46917,83973,64275,78720
nanA,6758,5791,5309,10282,8639,10757
napF,9741,7432,7562,6609,4666,7699
nhaA,12899,10074,10822,14872,11366,15278
nhaB,44826,34305,36859,59482,43101,50814
nqrD,22225,17998,17316,21492,19808,24384
nqrE,20747,15949,15454,19434,16068,25034
nqrF,65433,53413,51558,66746,56611,76889
nrfA,175746,149821,142702,221171,193678,219982
nusG,17338,15196,14034,20814,16513,20084
oppD,9756,8187,8305,10569,8919,10867
pal,201975,163214,169388,266256,214239,259002
panF,33525,27088,27342,37834,29868,40095
parE,11510,9987,9634,12387,9444,13007
pckA,179301,132038,142176,268168,209234,232103
pdxH,5804,4924,5066,6750,5534,6236
pdxT,24430,20957,20462,31019,25291,30178
pfkA,16647,13378,12962,18702,14931,21721
pflA,3171,2585,2612,3859,2855,3626
pflB,320648,273298,262594,451134,382863,440245
pgl,4846,4306,4065,6066,4836,5657
pgsA,3852,2920,3141,4580,3238,4610
pheA,7558,6652,6492,10007,7786,8749
phoB,17430,15064,15054,23171,16925,18509
phoR,4643,3658,3889,5923,3919,4987
pntA,36438,30801,29865,41958,34936,53436
prfA,9086,7757,7824,9092,7648,10071
prfB,13773,11725,11024,15437,12595,16670
prmC,4446,3777,3585,4968,4168,5240
proA,10277,8803,8614,13001,11128,12526
proS,15399,13112,13400,18230,15669,20313
psd,3429,3005,3086,3150,2442,3160
ptsN,4178,3645,3352,5292,4128,4796
purA,37365,31035,29721,44459,36622,50336
purE,282,229,246,328,294,335
purL,4819,4021,3995,5338,4561,6181
purU,2268,2046,2037,2203,1910,2172
pyk,81664,71518,69805,93910,76238,89740
queC,586,435,488,543,490,519
queD,525,464,463,562,481,480
raiA,27819,23776,24174,50202,39011,37059
rarD,3567,2951,2988,3808,2855,3541
rdgB,11905,9900,9745,16380,13138,16939
recA,51175,42686,40845,57490,44289,54294
recB,24458,20983,20779,32227,25110,27491
recC,12910,11314,11358,15059,12034,12365
recD,11210,9768,9029,15882,12854,14572
recN,22364,18087,18063,23471,18171,21426
rep,7244,6228,6180,8510,7584,9316
rfbB,1622,1415,1187,2103,1572,1876
rho,20745,17935,17873,20772,17298,20942
ribA,1682,1577,1484,1991,1517,1890
rimM,99908,86495,83880,98401,81486,94851
rnb,12316,11159,11510,11729,9416,12379
rnd,3764,3309,2988,5760,4609,5233
rnpB,1251899,942578,1041880,1399034,1229330,1658689
rplK,137226,119324,115532,148286,123620,140121
rplQ,93986,77788,75135,77969,67697,84364
rplS,34864,30653,29176,32260,27160,33586
rplU,32099,25865,25037,35571,26988,41675
rplV,109761,94507,86392,83432,71401,94352
rpmA,26409,20465,20400,29407,22092,34036
rpmE,32161,25798,26593,32226,25824,28937
rpmG,13545,12067,10908,18065,13126,14078
rpmJ,52051,46753,43031,54230,44092,52913
rpoC,322352,265863,254477,290023,253627,349487
rpoE,23920,19570,18260,14685,11616,15256
rpoH,64585,53571,51742,86439,69997,87494
rpsB,130081,111258,106065,125748,97508,130488
rpsE,150355,119069,117903,113366,99641,148776
rpsQ,62177,53074,46556,47495,38138,50327
rpsR,40606,33758,33749,40749,34576,40235
rraA,7191,5940,5745,8374,6261,9573
rrf,395,456,316,391,452,560
rsfS,3547,2923,2959,3651,3010,3386
rsmI,3911,3346,3256,4066,3456,4299
secF,11025,9366,9409,11507,9388,12280
selB,15338,12995,12944,19169,15788,17632
smpB,4052,3750,3392,6548,5003,5248
ssrA,2020465,1621408,1545419,2443058,1907765,2469188
ssrS,72073,61961,55397,102929,76920,79663
tal,110352,94502,94194,165847,136630,138383
tatC,7631,6205,6370,10025,7232,8796
tenA,746,636,617,994,872,1053
tesB,2829,2482,2426,3488,3174,3497
thiD,1468,1174,1195,1277,1167,1809
thiM,1163,875,858,919,759,1668
tilS,4916,4321,4271,6401,5274,5697
tkt,70443,58849,59029,85852,76646,91953
tnaA,780,679,608,905,736,983
tnaC,132,75,134,162,73,85
tolB,20611,17683,16680,21684,17547,23794
topA,33810,29882,28691,37556,31249,35958
trmA,12252,10372,10385,14081,11831,13388
trmD,130493,110273,112622,110501,94237,130560
trpD,2884,2575,2517,3373,2931,3292
trpR,2832,2454,2525,4131,3229,3369
trpS,18826,16224,15677,25870,21410,23801
trxA,9151,7918,7686,11912,9382,10759
trxB,19459,16623,16593,24671,19788,26238
tsaA,1712,1450,1415,2166,1895,2007
tsaB,5742,4687,4503,6497,5012,5876
tsaD,8422,7193,6787,8571,7030,10266
tsf,81732,73028,67980,88632,69998,87725
tuf,965780,794103,806813,1106081,958556,1184812
typA,86775,74619,73296,146541,125102,151614
udk,19278,17004,16420,27669,22644,23738
ureA,753,661,646,891,789,997
ureB,825,720,746,928,736,998
ureC,8732,7286,7084,9218,7846,11561
ureG,3961,3338,3180,4492,3680,5286
uvrC,2952,2536,2413,3846,3181,4002
uvrD,24610,20600,20464,28369,22688,27056
uxuA,4536,3945,3923,7252,5720,6409
xerC,3844,3482,3286,4836,4111,4752
ybaK,1465,1335,1248,2143,1608,1762
ybgC,6517,5519,5465,8023,6445,8110
yccS,5329,4514,4706,5816,4634,5753
yidD,1790,1360,1382,1803,1492,1845
yjjI,19051,14540,15436,30211,25317,29694
znuB,3635,3033,3301,3781,3137,4087
