V1,Raw_33.1,Raw_33.2,Raw_33.5,Raw_33.6,Raw_86.1,Raw_86.2,Raw_86.5,Raw_86.6
NTHI_RS00005,127312,216437,98450,76327,71127,269678,187574,125848
NTHI_RS00010,4788,12259,2867,2509,6047,13891,5137,4410
NTHI_RS00015,1773,2163,2068,1674,1362,2143,2986,2221
NTHI_RS00020,1123,1453,1229,1237,795,1236,1746,1426
NTHI_RS00025,1156,1391,1345,1161,743,1014,1507,1310
NTHI_RS00030,18798,24419,21645,17355,11401,31212,34618,27194
NTHI_RS00035,43689,62806,48116,40056,23248,59121,44576,44526
NTHI_RS00040,19945,28468,18929,16707,9312,24315,15151,14474
NTHI_RS00045,12768,18419,12438,10807,6001,14960,9780,8984
NTHI_RS00050,3423,4133,3122,2677,1702,3465,2737,2424
NTHI_RS00055,641,843,852,684,558,692,1076,646
NTHI_RS00060,916,1274,1479,1220,894,1207,1715,1213
NTHI_RS00065,1201,1944,1781,1423,838,1884,2696,1626
NTHI_RS00070,4158,3927,4940,4262,2143,2842,4494,3897
NTHI_RS00075,3584,4107,3973,3252,1538,2918,3772,3036
NTHI_RS00080,9226,8709,8793,7287,4283,5985,8390,7837
NTHI_RS00085,15656,13581,15217,12645,7342,9896,13402,11955
NTHI_RS00090,5271,10484,7067,5485,5479,11565,12660,6956
NTHI_RS00095,1691,2108,2071,1697,1131,2062,2414,2014
NTHI_RS00100,16617,15070,18716,15656,9848,16109,20573,20505
NTHI_RS00105,17752,22660,19250,15588,11035,29790,27981,26499
NTHI_RS00110,7605,9632,8627,6980,4255,10103,10738,8891
NTHI_RS00115,12734,18010,14644,11597,5005,19637,19646,16760
NTHI_RS00120,7208,10404,8524,7044,3906,11121,11075,10005
NTHI_RS00125,1522,2480,1964,1598,1357,2718,2911,2186
NTHI_RS00130,4093,5295,4908,3960,3366,5432,7124,4918
NTHI_RS00135,7921,6244,9292,7663,4439,5463,8566,7592
NTHI_RS00140,2741,3454,3965,3318,1684,2990,4797,3686
NTHI_RS00145,1188,1565,1871,1516,888,1183,1771,1670
NTHI_RS00150,4445,5109,6738,5659,2813,3943,6202,5567
NTHI_RS00155,2090,2438,2632,2030,1317,1901,2721,2152
NTHI_RS00160,3655,3991,3791,3252,1736,2965,4652,2923
NTHI_RS00165,5598,5077,5737,5145,3006,3725,6120,4652
NTHI_RS00170,3666,3144,3891,3427,1793,2705,2806,2935
NTHI_RS00175,1996,2026,2428,2370,1635,1561,1785,1892
NTHI_RS00180,15227,36052,15449,13275,4677,24718,10637,8665
NTHI_RS00185,2345,2063,2776,2054,2090,2338,4111,3096
NTHI_RS00190,7951,10034,8493,6606,4955,10085,12550,8645
NTHI_RS00195,1769,2099,2522,1974,1263,1633,2858,1975
NTHI_RS00200,937,696,1210,896,634,794,1383,1110
NTHI_RS00205,3699,4941,4504,3599,3029,4841,5175,4247
NTHI_RS00210,5993,7517,6469,5682,4898,8122,8257,6827
NTHI_RS00215,608,640,866,600,584,700,1215,762
NTHI_RS00220,931,1022,1308,993,840,1044,1629,1276
NTHI_RS00225,8811,13052,10884,8370,6633,12896,15144,10238
NTHI_RS00230,14,27,22,17,16,20,163,15
NTHI_RS00235,918,1185,1216,1012,758,1149,1471,1271
NTHI_RS00240,884,881,937,817,793,942,1374,975
NTHI_RS00245,842,1178,931,840,452,1041,1445,1018
NTHI_RS00250,1793,2300,2015,1491,931,1910,2367,1678
NTHI_RS00255,740,980,842,718,479,829,1080,709
NTHI_RS00260,1097,1742,1205,1074,600,1210,1276,918
NTHI_RS00265,1940,3038,1785,1700,1352,2114,2069,1395
NTHI_RS00270,441,617,342,345,222,352,382,218
NTHI_RS00275,1131,1751,1019,955,780,1013,714,580
NTHI_RS00280,1054,1739,952,811,661,901,749,536
NTHI_RS00285,1722,2296,1803,1484,1282,2070,2078,1711
NTHI_RS00290,3353,4591,3907,3032,2804,4716,5714,4218
NTHI_RS00295,6077,6693,7078,5499,4981,6038,8049,6592
NTHI_RS00300,3326,3266,3484,2830,1824,3265,4759,3449
NTHI_RS00305,3935,3822,3899,3230,2231,4001,4994,4036
NTHI_RS00310,2920,3416,3332,2792,2199,3377,3981,2861
NTHI_RS00315,14171,16548,13594,11708,9569,15896,15773,13290
NTHI_RS00320,502,517,327,212,220,586,2046,456
NTHI_RS00325,4811,3355,5924,4704,3004,2805,4467,3893
NTHI_RS00330,4319,3318,5211,4113,2619,3585,5516,4422
NTHI_RS00335,1046,854,1170,924,563,823,1460,1016
NTHI_RS00340,1285,1632,1465,1225,1185,1654,2078,1515
NTHI_RS00345,1842,2379,2123,1421,1579,2219,2817,2226
NTHI_RS00350,4849,5607,5993,4481,3068,5876,8206,5781
NTHI_RS00355,2043,2299,2468,1791,974,2275,2992,2308
NTHI_RS00360,6939,7876,7956,6191,5027,8827,11030,9084
NTHI_RS00365,9540,11204,8911,6999,6157,12676,10359,10351
NTHI_RS00375,3384,3824,4768,3434,2838,4238,6754,4318
NTHI_RS00380,621,926,789,618,506,971,1343,778
NTHI_RS00385,885,1262,1000,910,986,1406,1586,1197
NTHI_RS00390,33015,27695,26878,24617,17733,14668,9638,11006
NTHI_RS00395,2719,2399,2705,2294,1733,2053,3013,2138
NTHI_RS00400,6922,8768,8123,6384,5375,8773,11415,8338
NTHI_RS00405,5588,5387,6780,5472,3715,4579,6066,5921
NTHI_RS00410,3402,3295,4107,3339,2311,2653,4103,3346
NTHI_RS00415,2591,4115,1925,1683,2059,4597,2532,2201
NTHI_RS00420,127,235,119,107,119,252,240,126
NTHI_RS00425,56,88,64,43,70,68,415,93
NTHI_RS00430,5557,6629,8433,6507,3980,5857,7150,5501
NTHI_RS00435,5898,7591,6390,5509,4208,7449,8670,7160
NTHI_RS00440,7489,9354,8110,6964,6220,9928,11251,9473
NTHI_RS00445,10,13,7,13,1,15,32,13
NTHI_RS00450,103,167,141,81,82,203,150,75
NTHI_RS00455,407,615,575,398,311,673,968,410
NTHI_RS00460,191,252,201,149,191,210,797,233
NTHI_RS00465,184,265,181,173,161,208,776,202
NTHI_RS00470,174,232,150,124,174,190,1073,171
NTHI_RS00475,53,73,48,45,60,99,476,65
NTHI_RS00480,168,259,201,147,139,229,929,212
NTHI_RS00485,6,15,16,11,5,11,135,25
NTHI_RS00490,140,192,198,144,123,245,747,218
NTHI_RS00495,75,128,129,82,77,112,435,144
NTHI_RS00500,143,201,176,156,118,205,688,243
NTHI_RS00505,229,381,318,222,225,413,886,364
NTHI_RS00510,281,498,300,276,316,550,901,461
NTHI_RS00515,229,237,186,179,134,200,2081,246
NTHI_RS00520,70,102,87,60,38,106,252,65
NTHI_RS00525,82,153,81,78,92,180,495,87
NTHI_RS00530,212,317,257,208,206,349,428,288
NTHI_RS00535,1430,1989,1925,1490,1056,1834,2698,1707
NTHI_RS00540,1424,1879,1739,1467,888,1845,2892,1668
NTHI_RS00545,254,240,198,154,175,274,926,235
NTHI_RS00550,33,60,41,35,35,46,577,58
NTHI_RS00555,93,70,51,40,49,68,688,121
NTHI_RS00560,92,118,139,107,82,159,710,125
NTHI_RS00565,69,77,80,75,47,75,526,84
NTHI_RS00570,559,641,588,473,341,661,2830,665
NTHI_RS00575,50,91,76,43,36,62,261,67
NTHI_RS00580,351,266,198,167,93,198,1149,280
NTHI_RS00585,55,85,75,48,71,117,234,93
NTHI_RS00590,26,24,21,22,31,42,159,32
NTHI_RS00595,67,109,55,59,81,156,483,113
NTHI_RS00600,58,52,19,19,18,34,645,87
NTHI_RS00605,21,37,25,19,23,44,469,56
NTHI_RS00610,163,325,157,128,125,301,1048,213
NTHI_RS00615,148,145,152,107,81,158,1693,160
NTHI_RS00620,33,85,55,44,18,54,304,42
NTHI_RS00625,862,1223,946,791,576,1053,4301,1037
NTHI_RS00630,136,218,176,156,81,227,413,178
NTHI_RS00635,80,170,115,65,44,138,453,107
NTHI_RS00640,769,1101,818,699,459,884,2547,853
NTHI_RS00645,1835,2368,1724,1435,1364,2598,3039,1852
NTHI_RS00650,1242,1900,1031,781,734,1866,7624,1283
NTHI_RS00655,1135,1583,1340,1138,644,1179,2971,1269
NTHI_RS00660,40995,50496,39820,32752,24284,46311,47511,36004
NTHI_RS00665,436,593,530,353,366,525,662,345
NTHI_RS00670,1047,1689,1322,1126,1219,1928,2470,1523
NTHI_RS00675,618,976,703,588,516,927,2467,747
NTHI_RS00680,62,113,59,56,44,69,1059,90
NTHI_RS00685,34,23,9,17,10,17,474,49
NTHI_RS00690,27,27,11,11,17,36,122,18
NTHI_RS00695,36,53,46,43,26,56,95,64
NTHI_RS00700,434,553,700,487,249,708,1329,578
NTHI_RS00705,217,295,299,180,226,254,1022,234
NTHI_RS00710,211,299,284,213,144,262,839,209
NTHI_RS00715,540,493,744,498,368,359,1100,558
NTHI_RS00720,486,425,592,442,203,450,776,578
NTHI_RS00725,508,474,621,407,228,373,882,600
NTHI_RS00730,466,414,501,339,249,366,873,558
NTHI_RS00735,35,20,31,25,20,29,230,25
NTHI_RS00740,279,475,340,291,224,391,825,377
NTHI_RS00745,72,142,90,70,97,122,131,116
NTHI_RS00750,229,416,238,187,195,302,359,307
NTHI_RS00755,117,258,123,130,141,265,212,188
NTHI_RS00760,264,413,237,189,197,475,351,350
NTHI_RS00765,117,58,54,36,29,66,224,71
NTHI_RS00770,1992,2645,2390,1942,1941,2709,3146,2514
NTHI_RS00775,1989,3082,2618,2223,1870,3195,4100,3093
NTHI_RS00780,820,1093,1140,931,840,1106,2067,1187
NTHI_RS00785,465,533,385,285,335,687,798,434
NTHI_RS00790,316,503,371,266,155,563,679,313
NTHI_RS00795,5481,6764,4915,3829,4022,8759,8497,6157
NTHI_RS00800,3680,5976,3396,2598,2558,6539,4997,4197
NTHI_RS00805,10468,21450,9116,7195,7991,21217,15584,11911
NTHI_RS00810,5868,9864,7631,6350,3143,6671,4825,4491
NTHI_RS00815,20325,35519,23942,21730,6977,18502,9599,10543
NTHI_RS00820,27809,44884,31058,27193,11417,26440,15283,13863
NTHI_RS00825,499,839,703,528,356,666,1143,629
NTHI_RS00830,555,754,894,671,302,550,795,452
NTHI_RS00835,2948,4213,5139,4053,1360,2423,2545,2468
NTHI_RS00840,47,98,46,45,60,94,221,49
NTHI_RS00845,147466,207410,104479,82759,101229,168089,55348,58158
NTHI_RS00850,11227,14811,8715,6869,6071,10043,4871,5135
NTHI_RS00855,5054,5645,4504,3774,3505,4744,4009,3312
NTHI_RS00860,1775,2060,2121,1707,1287,2197,2603,2112
NTHI_RS00865,3399,3812,3693,3074,1950,3512,5135,4020
NTHI_RS00870,1386,1639,1696,1459,922,1525,1841,1630
NTHI_RS00875,1107,862,3659,2099,540,681,3639,1698
NTHI_RS00880,906,1042,1346,1064,622,1013,2103,1408
NTHI_RS00885,5465,6803,6276,4910,3366,7608,9937,7167
NTHI_RS00890,4234,5214,4282,3343,2561,5864,6184,4954
NTHI_RS00895,2278,3085,2748,2099,1472,2950,3832,2936
NTHI_RS00900,8110,9808,9897,7693,4647,10453,15399,10178
NTHI_RS00905,8010,9731,9355,7624,4607,8514,11352,8778
NTHI_RS00910,4274,4041,4840,4072,2600,3165,4698,3982
NTHI_RS00915,749,2575,563,464,406,2950,2912,1126
NTHI_RS00920,242,1327,325,203,128,1476,1341,508
NTHI_RS00925,117,232,148,116,97,227,370,147
NTHI_RS00930,11554,15531,10694,8675,9511,16039,14150,11561
NTHI_RS00935,4577,6869,4276,3452,3712,7413,5557,4732
NTHI_RS00940,1254,2099,1228,1044,1034,2073,1533,1345
NTHI_RS00945,5597,9363,6567,5121,3981,6835,5521,4942
NTHI_RS00975,291,241,407,314,257,281,443,235
NTHI_RS00980,806,592,1000,677,431,481,1313,528
NTHI_RS00985,971,919,1084,798,2438,1021,1920,794
NTHI_RS00990,7134,9248,5892,4903,5033,9071,8784,6327
NTHI_RS00995,54,56,32,26,18,38,95,35
NTHI_RS01000,2985,2664,3219,3039,1827,2125,3198,2856
NTHI_RS01005,1547,1306,1760,1356,956,1236,2029,1585
NTHI_RS01010,50592,52008,60017,46270,30605,44599,54779,45136
NTHI_RS01015,2685,2852,3522,2554,1532,2948,3864,2986
NTHI_RS01020,7353,9756,9145,7441,5821,10540,12472,9718
NTHI_RS01025,4257,7280,4318,3934,2324,5965,4495,5281
NTHI_RS01030,20277,23740,20966,17407,20398,31760,32680,29636
NTHI_RS01035,2284,3586,2629,2132,1905,3632,3882,2822
NTHI_RS01040,112,267,147,108,193,263,266,165
NTHI_RS01045,418,519,533,365,353,431,817,324
NTHI_RS01050,148,167,246,151,119,161,384,163
NTHI_RS01055,15962,20866,15121,13050,13633,21169,20606,14767
NTHI_RS01060,474,540,718,559,317,481,1250,620
NTHI_RS01065,7035,8350,7537,6052,5577,9092,8707,7300
NTHI_RS01070,5137,6379,5626,4633,2951,6032,5774,5097
NTHI_RS01075,2112,2598,2805,2338,1429,2565,3151,2422
NTHI_RS01080,1780,1888,1947,1528,1131,1928,2919,1576
NTHI_RS01085,9276,8169,9028,7679,4595,6133,7563,7659
NTHI_RS01090,83,83,159,121,79,84,169,83
NTHI_RS01095,165,258,189,107,112,216,272,188
NTHI_RS01100,2354,3571,2362,1882,1980,3809,4038,3187
NTHI_RS01105,1295,2032,1607,1319,1091,1894,1603,1789
NTHI_RS01110,457491,621268,585577,408462,337294,588969,685596,502519
NTHI_RS01115,3649,5208,5842,4713,1995,4413,3634,3258
NTHI_RS01120,3770,5813,5203,4431,1750,4226,2596,3000
NTHI_RS01125,7461,12048,9343,7651,6034,12178,5988,6362
NTHI_RS01130,2227,2923,2508,2222,1778,2372,1578,1465
NTHI_RS01135,3110,4160,3518,3096,1833,3150,2140,2084
NTHI_RS01140,3051,3563,3225,3013,1994,3700,2455,2175
NTHI_RS01145,21643,32695,24707,20326,25143,40031,17564,16089
NTHI_RS01150,12015,16180,12043,9751,10879,17712,9322,8159
NTHI_RS01155,5950,9401,9503,7313,2862,5996,4117,3384
NTHI_RS01160,930,1273,1167,942,1078,1283,1272,1143
NTHI_RS01165,11026,11570,9196,7978,7491,11638,11978,11123
NTHI_RS01170,17025,19682,14891,13243,13276,18872,17656,17482
NTHI_RS01175,584,1381,756,582,647,1304,1453,834
NTHI_RS01180,28463,90732,18786,14032,19897,111691,49784,32024
NTHI_RS01185,22814,25212,31171,23770,12950,26806,38639,24962
NTHI_RS01195,13616,15027,14491,12169,4856,11195,11937,13149
NTHI_RS01200,19301,15902,19696,16984,9464,12588,13964,14689
NTHI_RS01205,11829,10761,13869,10934,6970,10331,14643,10789
NTHI_RS01210,49296,52915,65023,50789,31127,47563,63737,49429
NTHI_RS01215,5806,4461,5939,5231,3567,3595,4677,4570
NTHI_RS01220,8519,10688,9172,7524,5827,11328,12150,9820
NTHI_RS01225,2858,4467,2726,2439,2501,4535,4143,3076
NTHI_RS01230,1353,1966,1328,1226,1502,1911,1937,1613
NTHI_RS01235,79732,124374,73052,58702,34935,92959,77936,74132
NTHI_RS01240,64387,93269,50704,41749,25571,74455,54259,51685
NTHI_RS01245,29931,44233,23013,20168,14058,36115,23812,23339
NTHI_RS01250,24104,35748,17508,15424,13367,28375,17829,17719
NTHI_RS01255,27168,37264,19059,16627,11918,29018,18141,17841
NTHI_RS01260,62512,85463,42967,37512,27503,66619,42891,40790
NTHI_RS01265,19504,23352,16066,13145,9153,16631,13378,14201
NTHI_RS01270,3044,3814,2781,2332,1433,2770,2601,2156
NTHI_RS01275,4395,3851,4415,3507,2298,2842,4276,3433
NTHI_RS01280,2188,2229,2432,1942,1385,2044,2687,2159
NTHI_RS01285,3315,3635,3954,3299,2314,3227,4259,3362
NTHI_RS01290,11783,13408,12459,10347,9538,13344,14665,12265
NTHI_RS01295,1717,2002,1935,1553,1174,1999,2483,1796
NTHI_RS01305,151607,295295,59992,43577,134383,348092,92250,75909
NTHI_RS01310,12522,30339,6387,5780,4870,22331,19394,10378
NTHI_RS01315,4351,11961,4007,3624,1246,8709,6551,5322
NTHI_RS01320,4002,7258,3372,2892,2602,6350,5174,4188
NTHI_RS01325,1237,1495,916,834,706,1408,1502,948
NTHI_RS01330,3204,4328,2329,2156,1654,3481,3240,2335
NTHI_RS01335,1412,2252,1491,1257,1723,2411,2468,1936
NTHI_RS01345,6718,17221,5892,4397,4150,14867,12698,8109
NTHI_RS01350,2857,7501,3625,2674,2209,6586,6758,3842
NTHI_RS01355,1383,2367,1269,1088,1001,2131,2537,1532
NTHI_RS01360,5454,5306,5888,5000,4997,5945,6543,6016
NTHI_RS01365,9361,9489,11008,9071,8353,10122,10991,9339
NTHI_RS01370,1210,1560,1952,1365,1163,1642,2483,1780
NTHI_RS01375,3171,3981,3643,2780,2367,3863,4474,3443
NTHI_RS01380,3525,5498,4946,4081,2297,4674,5353,4253
NTHI_RS01385,21290,22773,25583,19769,13053,21689,28736,24681
NTHI_RS01390,11089,14328,13393,11059,5041,11206,14668,12048
NTHI_RS01395,3784,4747,4558,3922,1666,3552,4820,3943
NTHI_RS01400,1711,2333,2285,2019,927,1799,2736,2203
NTHI_RS01405,2263,3078,3275,2632,1769,2657,3721,2838
NTHI_RS01410,4706,5002,5084,4323,2323,4655,5610,4699
NTHI_RS01415,30546,29948,40400,32397,11990,18612,34801,24910
NTHI_RS01420,112835,109038,130991,107802,38935,67718,110637,87314
NTHI_RS01430,60642,58660,73908,59984,29184,38581,61677,49146
NTHI_RS01435,6453,9033,7071,5843,5188,8688,7911,7667
NTHI_RS01440,34326,60539,43847,35033,27639,57196,50685,45493
NTHI_RS01445,4371,4288,5947,4942,1845,2966,3781,4623
NTHI_RS01450,10991,8564,11930,9913,3190,7870,10616,10379
NTHI_RS01455,2161,2193,2730,2343,1482,1993,3087,2333
NTHI_RS01460,1879,1435,2203,1915,1299,1537,2150,1929
NTHI_RS01465,1925,1734,2482,1991,1312,1714,2530,2043
NTHI_RS01470,7028,8406,8903,7713,5559,7995,9794,7478
NTHI_RS01475,2618,3113,3133,2867,2612,3044,3258,3168
NTHI_RS01480,17246,14809,21861,16383,9657,14065,20409,17747
NTHI_RS01485,5106,6048,5625,4463,2344,5340,5919,4866
NTHI_RS01490,3499,4857,3963,3065,2403,4405,4278,3702
NTHI_RS01495,3345,4663,4243,3082,2782,4302,4511,3862
NTHI_RS01500,2110,2632,2372,1832,1637,2548,2638,2312
NTHI_RS01505,9591,11420,9809,8058,6605,12271,12605,10206
NTHI_RS01510,10321,10332,12182,10328,6521,8439,11070,10406
NTHI_RS01515,1398,1894,1633,1301,1105,1827,2579,1814
NTHI_RS01520,495,688,517,429,503,681,1115,588
NTHI_RS01550,1068,1568,985,847,744,1446,2097,1150
NTHI_RS01555,29623,32900,31627,26079,20015,36339,34974,34789
NTHI_RS01560,32534,32944,30312,24473,17848,37764,36566,32697
NTHI_RS01565,468,426,458,348,283,524,1168,606
NTHI_RS01570,511,745,580,430,525,604,832,563
NTHI_RS01575,7933,7782,7284,6573,4913,5951,6335,6099
NTHI_RS01580,10492,9765,12244,10615,5725,6412,7073,6482
NTHI_RS01585,4951,6884,5218,4352,4688,7880,7379,5992
NTHI_RS01590,111,175,120,106,129,195,313,165
NTHI_RS01595,106063,91764,93320,77420,59006,88211,87937,79780
NTHI_RS01600,30083,24049,24160,21021,12743,17601,19514,16714
NTHI_RS01605,34603,25872,22643,21206,8737,15877,17829,16092
NTHI_RS01610,1425,2419,1810,1473,1705,2531,3099,2034
NTHI_RS01615,341,480,346,294,409,553,639,579
NTHI_RS01620,18,37,44,25,21,33,127,31
NTHI_RS01625,1153,1604,1114,942,1055,1975,2231,1378
NTHI_RS01630,1703,2035,1687,1408,1326,2333,2523,1924
NTHI_RS01635,7185,6105,9836,7439,3322,5231,9661,7120
NTHI_RS01640,15730,11706,21560,16546,6653,9745,16821,15705
NTHI_RS01645,6227,6790,9935,7501,4270,6311,9858,6968
NTHI_RS01650,417,434,588,504,252,314,706,457
NTHI_RS01655,1491,1198,1818,1509,931,1187,1784,1573
NTHI_RS01660,4414,3461,6121,5132,2487,3102,5416,5235
NTHI_RS01665,20916,23270,19553,20014,18068,17026,12248,18632
NTHI_RS01670,48400,60704,43412,42785,47492,55041,33558,39976
NTHI_RS01675,31597,43972,32087,25954,18620,36308,35985,33303
NTHI_RS01680,15039,16901,13000,11123,5815,14659,14397,13835
NTHI_RS01685,8346,10000,8067,7368,6682,10013,10487,8614
NTHI_RS01690,30708,33752,31204,9645,20245,26143,21179,23656
NTHI_RS01695,17618,19924,17252,7855,11092,16539,11753,13519
NTHI_RS01700,20269,24414,20865,12255,15164,21150,15627,16357
NTHI_RS01705,1643,2390,1884,1519,1728,3091,3341,2455
NTHI_RS01710,10543,18448,9376,7901,9686,18140,13675,11888
NTHI_RS01715,2904,4621,2866,2301,2905,5030,3728,3481
NTHI_RS01720,3421,5943,3231,2489,5003,8198,7073,4624
NTHI_RS01725,258,486,354,316,315,366,503,317
NTHI_RS01730,2525,3173,2608,2223,2107,3357,3493,2885
NTHI_RS01735,3061,3859,3290,2717,2681,4020,4277,3791
NTHI_RS01740,3557,4344,3777,3176,3161,4594,4792,3794
NTHI_RS01745,1752,2219,2134,1688,1421,2427,2838,2381
NTHI_RS01750,6988,9884,8239,6615,4022,7531,5839,5666
NTHI_RS01755,4398,6202,5569,4076,2221,4153,3710,3741
NTHI_RS01760,11482,17904,12903,10086,8441,14347,12331,11596
NTHI_RS01765,1015,1424,954,810,823,1476,1474,1089
NTHI_RS01770,1702,2330,1962,1497,1282,1949,2593,1877
NTHI_RS01775,2197,3061,2636,2035,1830,2809,3681,2519
NTHI_RS01780,4891,6240,4640,4099,2828,5215,5394,4899
NTHI_RS01785,19703,24498,18845,16669,13815,22594,21375,19229
NTHI_RS01790,652,848,715,562,537,744,906,548
NTHI_RS01795,3147,3764,3550,2967,1753,3085,4081,3179
NTHI_RS01800,2887,3375,2952,2500,1051,2715,2429,2876
NTHI_RS01805,3125,3506,3162,2721,1276,2934,3108,3006
NTHI_RS01810,112,182,177,115,86,126,390,104
NTHI_RS01815,14019,18870,16870,13226,8529,18394,20711,16164
NTHI_RS01820,453,521,615,435,2927,523,1209,423
NTHI_RS01825,2983,2976,3837,2574,2272,2965,4720,2304
NTHI_RS01830,1106,1387,1716,1062,922,1301,2047,962
NTHI_RS01835,107,163,193,130,100,182,323,121
NTHI_RS01840,4084,4987,3581,2949,2929,4908,5767,4557
NTHI_RS01845,1406,2023,1392,1191,1147,2567,2742,1728
NTHI_RS01850,275,473,389,352,235,411,623,441
NTHI_RS01855,644,837,801,663,472,919,1215,796
NTHI_RS01860,18797,26926,16587,13845,13569,30445,26158,20167
NTHI_RS01865,1550,1568,2192,1660,935,1267,2840,1775
NTHI_RS01870,897,651,1020,900,407,587,1524,1031
NTHI_RS01875,11011,9736,11663,9181,4942,8936,11809,10483
NTHI_RS01880,7297,8538,8803,7285,4453,7204,8561,7539
NTHI_RS01885,2980,4384,3194,2396,2179,4652,5788,4080
NTHI_RS01890,13303,17871,14424,12053,6534,10106,6192,5709
NTHI_RS01895,87055,127134,87335,77224,34845,77638,31634,38671
NTHI_RS01900,93000,136445,81688,74091,46924,100650,36535,38596
NTHI_RS01905,4354,5243,4975,3722,2579,4976,5871,4531
NTHI_RS01910,461,514,470,370,193,599,774,522
NTHI_RS01915,675,847,719,496,431,845,1149,837
NTHI_RS01920,524,613,560,422,439,658,749,671
NTHI_RS01925,965,1340,1150,823,824,1327,1419,1140
NTHI_RS01930,1266,1553,1313,952,949,1613,1798,1320
NTHI_RS01935,13844,9509,14961,12645,7759,8367,11725,12361
NTHI_RS01940,1035,755,1252,969,842,712,1335,1055
NTHI_RS01945,281,310,234,195,277,394,1043,355
NTHI_RS01950,280,364,316,214,283,618,1175,444
NTHI_RS01955,264,404,310,244,273,549,994,410
NTHI_RS01960,492,551,607,490,341,681,1162,713
NTHI_RS01965,6173,8032,5801,4644,5200,8578,9026,6499
NTHI_RS01970,5265,6889,5412,4373,3976,6097,6959,5697
NTHI_RS01975,2633,3124,2705,2372,1549,2521,3017,3097
NTHI_RS01980,2037,2523,1979,1808,1141,2151,2339,2272
NTHI_RS01985,1962,2299,1797,1500,1024,2434,2113,1867
NTHI_RS01990,1813,2269,1978,1696,1372,2278,2582,2018
NTHI_RS01995,3457,4493,3303,2996,3477,4880,4012,3192
NTHI_RS02000,1993,3126,1957,1834,2625,3341,3163,2193
NTHI_RS02005,159,296,203,155,182,259,365,217
NTHI_RS02010,409,512,400,322,323,591,753,473
NTHI_RS02015,138,255,202,175,127,241,359,201
NTHI_RS02020,42,97,51,55,43,90,122,43
NTHI_RS02025,1976,2933,2065,1811,1953,3077,3145,2587
NTHI_RS02030,3809,6932,4393,3612,2524,6240,5711,4485
NTHI_RS02035,4270,4549,4474,3554,2885,4183,5151,4432
NTHI_RS02040,2685,2908,2925,2506,1584,2971,4201,3059
NTHI_RS02045,3751,7509,4590,3335,2911,6327,6391,3436
NTHI_RS02050,4463,4945,3776,3173,3097,5482,5763,4237
NTHI_RS02055,2614,2994,2753,2284,2184,3116,3356,2813
NTHI_RS02060,3497,3087,4735,3836,1592,2729,4913,4013
NTHI_RS02065,9179,8253,11434,9460,3784,7061,11240,10389
NTHI_RS02070,1780,1729,2804,2179,826,1256,2453,1936
NTHI_RS02075,27650,33034,31241,25040,14104,28404,34554,28110
NTHI_RS02080,8165,7954,7751,6727,5158,6628,6793,5988
NTHI_RS02085,6707,5195,7034,5791,3366,4110,6065,5318
NTHI_RS02090,1235,996,1345,1146,604,690,1297,953
NTHI_RS02095,1150,863,1158,1026,677,704,1213,948
NTHI_RS02100,11306,15558,9314,8114,6479,13971,11466,9693
NTHI_RS02105,3897,4109,3765,3125,2245,3791,3695,3201
NTHI_RS02110,3339,4439,3077,2605,2732,5369,5287,4284
NTHI_RS02115,693,949,801,608,669,941,1284,944
NTHI_RS02120,150,192,235,125,144,180,502,186
NTHI_RS02125,14716,13676,18505,14722,9980,13228,17160,15561
NTHI_RS02130,1805,2329,1903,1474,1479,2397,2956,1913
NTHI_RS02135,5967,7586,8491,5826,4251,8032,9925,7812
NTHI_RS02140,1683,2247,2345,1848,1150,2547,2890,2211
NTHI_RS02145,1588,1703,2104,1588,869,1567,2715,1775
NTHI_RS02150,4071,3237,4655,3891,2358,3100,4434,4383
NTHI_RS02155,15196,16609,15814,13789,8186,14389,16311,14474
NTHI_RS02160,1806,2206,1928,1653,1106,2158,2190,2010
NTHI_RS02165,2704,3382,3320,2941,1925,3038,3252,3271
NTHI_RS02170,1420,1441,1527,1312,865,1405,1568,1457
NTHI_RS02175,5181,4997,4804,4543,2625,4659,5787,4749
NTHI_RS02180,3040,3469,3503,2773,2016,3470,5667,3720
NTHI_RS02185,2416,2249,3201,2500,2113,2300,3508,2587
NTHI_RS02190,6980,9291,9150,7159,6574,11456,14755,9725
NTHI_RS02195,2098,2734,2538,2083,1096,2729,3393,2379
NTHI_RS02200,496,627,714,510,254,629,791,619
NTHI_RS02205,10830,13195,11998,9674,6170,15616,14612,13243
NTHI_RS02210,3225,3761,3337,2752,1774,3783,3799,3266
NTHI_RS02215,2255,2228,2021,1712,1043,2177,2537,1964
NTHI_RS02220,1155,1187,1108,886,574,1254,1366,1158
NTHI_RS02225,1793,2030,1855,1496,1232,2230,2428,1753
NTHI_RS02230,9717,9865,10004,7944,6310,12985,15024,11613
NTHI_RS02235,6340,8032,6632,5683,3926,6591,6716,6265
NTHI_RS02240,8789,11999,9248,7840,5638,10863,9643,9556
NTHI_RS02245,1410,2147,1527,1303,1354,2197,2020,1886
NTHI_RS02250,333,371,425,299,204,361,923,398
NTHI_RS02255,185,145,176,146,122,178,826,296
NTHI_RS02260,370,439,462,357,312,653,1348,725
NTHI_RS02265,853,888,903,723,623,1053,1412,861
NTHI_RS02270,17421,19305,14702,12265,9419,14696,11716,11057
