V1,Raw_33.1,Raw_33.2,Raw_33.5,Raw_33.6,Raw_86.1,Raw_86.2,Raw_86.5,Raw_86.6
NTHI_RS09170,6352,7905,6281,5021,4856,7096,7994,6347
NTHI_RS09175,1910,2207,2238,1791,1160,1356,2081,1536
NTHI_RS09180,2166,2321,2607,2245,1026,1432,2308,1765
NTHI_RS09185,5748,5389,6589,3879,2194,4027,6515,4896
NTHI_RS09190,1678,2004,1994,1646,839,1412,2377,1515
NTHI_RS09195,1028,1097,1255,879,526,745,1314,853
NTHI_RS09200,1236,1485,1651,1225,508,968,1732,1304
NTHI_RS09205,1348,1659,2029,1902,641,1117,2058,1411
NTHI_RS09210,3817,3747,4671,3791,1920,3017,4485,3507
NTHI_RS09215,1827,1934,1775,1452,810,1403,1909,1436
NTHI_RS09225,1662,2454,1446,1231,1243,2051,1993,1486
NTHI_RS09230,2125,3011,2703,2095,1295,2253,2871,2150
NTHI_RS09235,2727,3536,3295,2879,1376,2394,2812,2333
NTHI_RS09240,1739,2300,2252,1881,896,1238,1823,1421
NTHI_RS09245,1700,1889,2048,1695,939,1201,1617,1337
NTHI_RS09250,2068,2367,2585,2208,1143,1642,2005,1745
NTHI_RS09255,1289,1327,1552,1240,678,879,1121,1023
NTHI_RS09260,1758,1908,1891,1612,961,1255,1740,1328
NTHI_RS09265,1010,1428,1096,829,785,1247,1727,1033
NTHI_RS09270,101338,168560,119455,96968,48418,97681,89060,75167
NTHI_RS09275,3520,3884,3825,3218,1761,2435,3476,2620
NTHI_RS09280,3992,4635,4235,3568,1989,2967,3684,2751
NTHI_RS09285,16436,19450,16809,12931,7952,15001,15354,12467
NTHI_RS09290,21180,12621,8949,8851,6213,6979,5255,5355
NTHI_RS09295,5341,6694,5376,4535,2764,3940,4549,4249
NTHI_RS09300,4265,5344,3786,3346,2256,3333,3887,3213
NTHI_RS09305,6771,10030,6161,5605,5822,9189,9113,6349
NTHI_RS09310,487,430,458,423,300,374,933,428
NTHI_RS09315,11017,13238,10674,9144,7017,11949,13974,9266
NTHI_RS09320,11856,16961,11393,10059,5739,12088,12173,10949
NTHI_RS09325,3371,4892,2679,2447,2121,4494,4109,2769
NTHI_RS09330,5188,6853,5063,4299,2807,5406,5745,4415
NTHI_RS09335,2098,2900,2068,1765,1340,2433,2355,1861
NTHI_RS09340,201,351,281,187,102,228,375,181
NTHI_RS09345,111,114,269,148,23,109,320,104
NTHI_RS09350,4022,4931,4275,3754,2233,3652,4435,3497
NTHI_RS09355,3617,4160,3564,3009,1681,3015,4192,2554
NTHI_RS09360,7916,8884,6717,5851,3547,6555,6042,5117
NTHI_RS09365,2391,2742,2927,2202,1193,2175,3276,2230
NTHI_RS09370,823,1144,1126,967,435,768,1240,856
NTHI_RS09375,2949,2792,4016,3065,1399,2090,4476,2700
NTHI_RS09380,1001,1289,1129,895,694,1224,1724,905
NTHI_RS09385,29944,61449,18559,17295,14110,42285,20147,12486
NTHI_RS09390,2713,5583,2978,2485,955,3326,2709,2643
NTHI_RS09395,889,1808,994,925,281,884,1107,1036
NTHI_RS09400,1366,2666,1566,1364,437,1063,1341,1467
NTHI_RS09405,1097,1714,1269,1013,611,972,1626,1172
NTHI_RS09410,10537,6387,12747,9819,3346,5439,8972,8223
NTHI_RS09415,25031,23163,26761,21410,14297,23237,25888,22869
NTHI_RS09420,8919,7242,9883,8800,3112,4972,7257,7244
NTHI_RS09425,1640,1315,3028,2333,785,891,2085,1349
NTHI_RS09430,489,585,545,493,294,366,686,409
NTHI_RS09435,2477,3299,2781,2611,1344,1761,2221,2119
NTHI_RS09440,10190,13122,10956,9284,5731,8123,9524,8140
NTHI_RS09475,1206,1201,1078,972,890,1105,1855,1049
NTHI_RS09480,7883,7893,8206,6716,4036,6860,9225,6938
NTHI_RS09485,33140,43033,35199,29194,18114,34670,31854,28582
NTHI_RS09490,7509,11287,7801,6600,6066,9624,8034,6715
NTHI_RS09495,3026,7078,2293,2196,2347,6507,3969,3348
NTHI_RS09510,637,1123,572,537,584,1215,1155,714
NTHI_RS09515,22,11,16,11,11,19,121,18
NTHI_RS09525,289,470,540,401,145,287,287,254
NTHI_RS09530,87,107,119,74,94,100,404,110
NTHI_RS09535,63,130,58,62,42,132,170,56
NTHI_RS09540,480,367,579,461,438,394,592,599
NTHI_RS09545,1153,790,1211,1019,325,446,1013,575
NTHI_RS09550,346,507,325,271,170,581,537,422
NTHI_RS09555,731,809,561,495,703,948,1147,737
NTHI_RS09560,3622,5708,3793,3154,3925,5720,5797,4150
NTHI_RS09565,309,524,295,292,252,565,894,465
NTHI_RS09570,86,116,99,90,60,100,185,133
NTHI_RS09575,972,1610,968,717,362,1567,1662,1123
NTHI_RS09580,19,22,15,24,23,25,92,24
NTHI_RS09585,29,30,52,28,24,32,169,47
NTHI_RS09590,1924,4590,4135,3039,529,2449,1790,1107
NTHI_RS09595,436,476,386,311,378,693,784,496
NTHI_RS09600,172,421,220,144,233,552,571,334
NTHI_RS09605,10,48,21,11,90,48,353,57
NTHI_RS09610,4057,7112,4471,3499,3460,8088,6432,5119
NTHI_RS09615,832,1301,1157,883,857,1726,2255,1538
NTHI_RS09620,151,224,195,188,120,277,350,215
NTHI_RS09625,191,328,162,121,136,396,551,235
NTHI_RS09630,1114,1434,1165,1019,1186,1725,2347,1221
NTHI_RS09640,5889,5364,9396,7092,3112,4287,8010,6808
NTHI_RS09645,328,491,239,203,357,595,331,230
NTHI_RS09650,304,391,365,305,366,402,561,370
NTHI_RS09660,14,6,6,13,14,25,45,11
NTHI_RS09665,198,213,170,159,139,217,332,213
NTHI_RS09670,372,601,385,271,368,528,670,357
NTHI_RS09675,756,1209,567,534,751,1398,1043,663
NTHI_RS09680,901,218,132,58,159,740,335,226
NTHI_RS09690,3117,4445,3655,2994,2322,4462,4692,3805
NTHI_RS09695,160,218,125,118,37,164,269,129
NTHI_RS09700,138,168,113,96,124,205,523,124
NTHI_RS09705,32,22,12,12,11,15,131,30
NTHI_RS09710,971,1264,1340,1094,615,1035,1754,1049
NTHI_RS09715,27,47,36,48,20,55,89,35
NTHI_RS09720,8606,6867,12425,9497,5364,5576,10818,8607
NTHI_RS09725,199,251,166,120,88,147,118,101
NTHI_RS09730,146,93,72,54,31,64,120,76
NTHI_RS09735,474,361,356,313,316,695,764,802
NTHI_RS09740,351,475,316,291,359,750,951,720
NTHI_RS09745,2117,3036,2967,2064,1527,3437,4261,2761
NTHI_RS09750,740,899,803,701,305,575,627,504
NTHI_RS09755,189,227,375,265,82,85,145,108
NTHI_RS09765,19,23,6,4,5,13,75,11
artM,3512,19982,3222,2898,2585,13664,2993,2652
atpC,23567,28936,32330,26626,9161,17279,24073,18147
dnaA,10435,10492,10263,8000,7535,11783,11164,10080
dppF,2952,3236,2680,2251,2448,4007,4717,3256
emrB,3432,4058,4007,3042,3112,4827,6995,4803
fabG,21664,27141,24676,22016,9382,23602,21426,26701
ffs,221,233,279,187,142,214,539,148
fis,1345,931,2093,1557,889,1099,1997,1570
galM,2084,3449,2404,1952,1849,3948,3376,2616
glyA,59870,82628,49890,41869,43375,84775,69905,62478
gpmA,13448,24916,12398,9777,15166,44383,28984,21264
groES,1578,1766,5550,3765,824,1033,3161,2489
hflB,22554,23327,32353,25150,10219,17599,30365,25809
ligA,2376,2274,3114,2370,2142,2567,4574,3264
lldD,158932,204347,167468,138466,82537,161862,128749,116142
lolA,2426,2981,2616,2114,1748,3263,3521,2853
lpxD,20510,19425,23098,20541,12836,18882,20371,23332
metG,15886,18210,16996,14139,7449,14154,15887,12296
metQ,18054,28396,25231,19499,8923,21491,27799,19886
moaA,4045,4829,4944,3939,1909,3296,4039,3036
moaE,1494,1369,1686,1347,733,1152,1694,1212
modB,631,686,656,642,304,516,873,481
nusA,19394,13047,17596,9550,7469,9942,14939,15665
nusG,10369,11409,12698,10483,6872,8993,10807,10082
obgE,9390,9022,9484,8251,5898,8863,9973,11009
oppB,3924,6470,3317,2604,2878,5565,4181,3559
oppD,5986,6859,4529,3453,3807,8490,6125,4710
pflA,1691,1819,1522,1375,1105,1485,1735,1678
ppnK,2772,3595,2740,2419,1898,3427,3692,3095
pssA,9971,12408,10865,9227,7777,12512,13624,10010
pyrG,8577,5791,11101,8654,4433,6882,12405,11240
rimM,77408,79923,100410,82349,35975,49815,79911,64566
rnpB,324881,367033,297400,232083,223932,524309,618087,318193
rumB,2216,2500,2991,2398,2050,3218,4280,3458
sspA,5204,4565,6294,5272,3576,3902,5277,4511
ssrA,1003288,1328945,1104549,859402,455016,1486374,1510313,1002308
ssrS,4182,6741,7093,4001,7633,12969,20410,5827
tatA,4142,6916,2664,2760,3180,8143,6356,4297
