geneid,X15_OFF_1,X15_OFF_2,X15_OFF_3,X15_ON_1,X15_ON_2,X15_ON_3
DLJ98_08605,44078,105404,79453,93470,57907,88425
DLJ98_08615,3597,8266,6399,9268,5487,7910
DLJ98_08620,50,172,102,102,72,82
DLJ98_08625,190,447,343,373,223,361
DLJ98_08630,353,929,666,1054,640,1060
DLJ98_08635,1025,2654,1907,2556,1591,2663
DLJ98_08650,30,66,53,88,54,80
DLJ98_08655,160,319,243,410,247,328
DLJ98_08670,541,1244,1063,1399,818,1412
DLJ98_08675,282,676,484,934,511,836
DLJ98_08680,235,557,457,833,499,726
DLJ98_08700,572,1158,898,2011,1198,1812
DLJ98_08705,1361,2971,2275,6048,3813,5751
DLJ98_08715,8796,19953,15137,21104,13696,23025
DLJ98_08720,10301,24636,18390,24046,15111,24087
DLJ98_08725,2157,5512,3870,4736,2857,4715
DLJ98_08730,690,1683,1239,1549,910,1594
DLJ98_08735,1752,4010,3205,3106,1869,2954
DLJ98_08740,7948,18777,14027,23723,14727,24388
DLJ98_08745,1211,2796,2060,2828,1902,3541
DLJ98_08750,7782,19404,14403,19178,11607,19686
DLJ98_08755,12841,32270,23260,26289,17137,29006
DLJ98_08760,8427,21250,15766,18736,11961,18714
DLJ98_08770,6131,14179,10680,9796,6142,10116
DLJ98_08775,12001,28136,21515,19507,12264,17716
DLJ98_08780,8523,20234,15801,13737,8359,12831
DLJ98_08785,3396,7339,5816,4938,3128,4474
DLJ98_08790,1880,4093,3214,2792,1799,2403
DLJ98_08805,7160,18827,13815,17790,10676,18163
DLJ98_08810,2853,6970,5285,6085,3749,6276
DLJ98_08820,3764,8335,5950,8357,4791,7555
DLJ98_08825,4566,10298,8024,9988,6334,9071
DLJ98_08835,40018,95768,72833,48519,30072,46205
DLJ98_08840,120778,281404,208731,101197,64599,107502
DLJ98_08845,631,1482,1145,1294,809,1372
DLJ98_08855,2829,6235,4723,3892,2257,3724
DLJ98_08865,6802,17837,12922,14441,9423,16157
DLJ98_08870,24652,59511,44731,40626,25664,41924
DLJ98_08875,25170,63168,44821,21531,13438,23790
DLJ98_08880,39808,92584,71303,95756,58434,94010
DLJ98_08900,1320,3267,2383,4024,2539,4236
DLJ98_08915,6826,17038,12859,16750,10170,16198
DLJ98_08930,42838,102438,75862,67047,41079,65809
DLJ98_08965,6501,17032,11444,13188,8153,13091
DLJ98_08970,12799,34057,23757,23248,15095,24967
DLJ98_08980,85,215,157,223,124,245
DLJ98_08985,117,276,191,249,171,257
DLJ98_08995,573,1278,1024,1245,646,1129
DLJ98_09000,554,1381,900,1325,832,1296
DLJ98_09020,1957,5444,3809,6283,4011,5491
DLJ98_09045,1764,4522,3268,3768,2263,3659
DLJ98_09050,7586,17606,13378,17363,10540,16752
DLJ98_09060,13573,32070,24611,29580,17991,28911
DLJ98_09065,4051,9474,7316,9425,5856,9329
DLJ98_09070,1959,5151,3716,4245,2710,4776
DLJ98_09085,0,0,2,0,0,0
DLJ98_09090,196,538,432,726,466,712
DLJ98_09095,17835,33111,33693,17451,25151,36799
DLJ98_09105,2955,7451,5436,7084,4536,7169
DLJ98_09110,4861,11805,8697,11458,6988,11416
DLJ98_09115,5858,12931,9822,11589,7060,10854
DLJ98_09120,2022,4468,3428,4489,2560,4252
DLJ98_09125,3648,8530,6428,8021,4970,7710
DLJ98_09130,1599,3826,2953,3772,2315,3479
DLJ98_09135,9778,22412,17230,24225,15124,23099
DLJ98_09140,3111,7474,5547,7538,4731,7671
DLJ98_09155,267,711,474,705,499,695
DLJ98_09160,61,112,87,107,59,30
DLJ98_09165,1916,4285,3285,3704,2471,3771
DLJ98_09170,2592,6125,4861,4820,2896,4742
DLJ98_09175,11771,28271,20736,25616,16665,27154
DLJ98_09200,1730,3892,3139,2065,1355,2001
DLJ98_09210,3281,7146,5494,9478,6048,9079
DLJ98_09215,3666,7058,5713,9456,5797,7702
DLJ98_09220,11341,26351,20128,27844,16994,26773
DLJ98_09225,18581,44525,33982,38372,24066,39543
DLJ98_09245,10527,26201,19003,16897,10175,16308
DLJ98_09260,4360,10208,7455,10387,6315,9891
DLJ98_09265,2830,7272,5292,5207,3498,5832
DLJ98_09270,99,252,158,218,175,272
DLJ98_09280,16433,37512,28515,42354,26493,42819
DLJ98_09285,642,1392,1052,1500,996,1474
DLJ98_09295,5090,11896,9030,16409,9721,14994
DLJ98_09305,21306,49673,37705,37530,23751,38847
DLJ98_09330,125760,298376,220436,250233,159003,258502
DLJ98_09340,7752,17723,13304,27526,16975,26652
DLJ98_09345,11415,28677,20801,27911,17403,28058
DLJ98_09350,476,1048,842,1108,685,726
DLJ98_09355,2102,5148,3754,3530,2166,3248
DLJ98_09360,495,1135,985,818,554,590
DLJ98_09365,9871,22822,17007,16333,10708,16690
DLJ98_09390,74,290,156,162,111,159
DLJ98_09395,822,1938,1492,459,333,611
DLJ98_09405,13993,31257,24129,50701,31468,49156
DLJ98_09410,14602,34803,26090,43484,27621,43342
DLJ98_09420,7548,19227,13384,9385,6042,9295
DLJ98_09425,6956,17638,12782,14300,9229,13415
DLJ98_09430,15011,39376,27933,34632,22565,36834
DLJ98_09435,21464,50631,37663,41266,26259,40423
DLJ98_09450,47,150,89,154,77,112
DLJ98_09455,43,59,63,109,56,123
DLJ98_09460,20920,48208,37487,51941,32963,51153
DLJ98_09465,17679,37417,29703,43492,27268,41985
DLJ98_09470,1525,3459,2460,2601,1590,2644
DLJ98_09475,2002,7824,3369,22301,13302,5190
DLJ98_09480,287,738,596,774,461,936
DLJ98_09485,386,978,750,1030,644,1242
DLJ98_09490,8276,35008,16160,68104,45410,18852
DLJ98_09505,31,111,96,139,67,144
DLJ98_09510,6,29,15,37,29,38
DLJ98_09520,754,1656,1338,1981,1335,1693
DLJ98_09525,7833,18302,13650,15262,9830,15946
DLJ98_09530,9815,24597,18109,18870,11428,17639
DLJ98_09535,6483,14981,11519,22606,13823,22387
DLJ98_09545,4021,8789,7013,8624,5414,8239
DLJ98_09550,12242,27248,21002,12919,7705,11047
DLJ98_09555,1660,4126,3114,2134,1281,2188
DLJ98_09560,213,521,411,473,331,670
DLJ98_09565,245,464,368,644,397,603
DLJ98_09580,112,262,176,181,113,228
DLJ98_09595,1286,3433,2445,1969,1245,1894
DLJ98_09600,1934,4317,3524,3354,2011,2823
DLJ98_09605,13783,33773,24733,15258,9655,16172
DLJ98_09615,14420,33424,25684,34199,21054,34004
DLJ98_09630,2655,6142,4631,5186,3117,4909
DLJ98_09650,372,907,623,998,570,896
DLJ98_09655,1786,7047,3142,20651,12326,4844
DLJ98_09660,148,336,250,401,249,535
DLJ98_09665,535,1733,1315,1485,871,1572
DLJ98_09670,6264,26200,12358,50046,33380,14109
DLJ98_09680,332,920,677,911,548,894
DLJ98_09685,1215,3110,2305,2934,1888,2724
DLJ98_09690,7269,15075,11749,17971,11814,18202
DLJ98_09700,696,1485,1226,1129,665,603
DLJ98_09705,119,220,180,241,140,118
DLJ98_09710,650,1726,1261,1537,976,1467
DLJ98_09715,1435,3782,2700,2806,1690,2894
DLJ98_09720,960,2592,1868,1960,1237,1915
DLJ98_09725,1747,3888,2889,3179,1984,2778
DLJ98_09730,3954,8436,6687,9853,6468,10539
DLJ98_09735,12437,29027,22042,31225,19365,31563
DLJ98_09740,1164,1666,1670,1726,1024,706
DLJ98_09745,7833,19352,14519,18985,12078,20386
DLJ98_09770,292,870,659,744,425,811
DLJ98_09775,2009,4946,3677,32714,20023,33932
DLJ98_09780,2576,6446,4713,19198,11907,18540
DLJ98_09790,3147,7645,5814,7916,5038,8407
DLJ98_09795,7393,17806,13532,19830,12525,20558
DLJ98_09800,10239,22238,17120,23599,14489,22491
DLJ98_09825,1237,2609,2175,2893,1732,2584
DLJ98_09830,10781,25343,19179,18318,11902,20591
DLJ98_09840,174,414,319,405,242,296
DLJ98_09855,602,1519,1125,1691,992,1537
DLJ98_09860,57524,140331,103364,85885,51890,88361
DLJ98_09880,3955,9600,7218,9422,5689,7784
DLJ98_09885,2581,6520,4605,6550,4254,6595
DLJ98_09890,3303,8089,5932,8471,5289,8994
DLJ98_09900,10158,24975,18607,15346,9278,15807
DLJ98_09905,3878,8798,6581,7179,4528,6237
DLJ98_09910,4780,12017,8880,9554,6084,9627
DLJ98_09915,11188,25064,18812,20963,13469,21137
DLJ98_09940,1617,3765,2924,4161,2712,4279
DLJ98_09955,13513,43519,32071,38901,25430,39437
DLJ98_09965,730,1428,1112,1558,894,1208
DLJ98_09970,40829,101504,74373,71231,45421,75582
DLJ98_09975,1830,4490,3365,5918,3722,6076
DLJ98_09980,3174,7274,5802,10221,6327,9763
DLJ98_09985,15,27,38,51,33,61
DLJ98_09990,7011,15757,11903,16329,10073,16308
DLJ98_09995,1447,2991,2469,3810,2112,3756
DLJ98_10000,1270,3146,2323,3558,2166,3190
DLJ98_10005,628,1704,1239,2138,1201,1694
DLJ98_10010,1886,7528,3261,20987,12547,5135
DLJ98_10015,11,27,30,24,11,43
DLJ98_10020,505,1693,1294,1469,823,1534
DLJ98_10025,7191,30475,14102,60357,40725,16663
DLJ98_10035,2961,6964,5493,9146,5723,8814
DLJ98_10045,81,162,146,315,177,209
DLJ98_10050,906,1514,1240,1574,759,743
DLJ98_10070,130,383,302,357,168,336
DLJ98_10075,1062,2597,2039,2698,1574,2803
DLJ98_10080,1416,2949,2465,3574,1855,2592
DLJ98_10085,18,38,38,47,26,43
DLJ98_10090,6017,14009,10672,13142,7904,12839
DLJ98_10095,4624,10844,8406,11037,6538,10055
DLJ98_10105,1741,4058,3177,2382,1515,2325
DLJ98_10115,17669,38729,30187,17835,11313,17129
DLJ98_10125,1570,3515,2605,4703,2779,5135
DLJ98_10130,4340,10110,7430,9024,5541,7779
DLJ98_10135,6193,14554,10999,13533,7919,13107
DLJ98_10150,5362,13194,9558,14204,9234,15764
DLJ98_10155,3585,8377,6363,7575,4835,7531
DLJ98_10170,3762,8950,6656,9064,5441,9442
DLJ98_10175,6864,17313,13488,18727,11704,18869
DLJ98_10180,2979,7203,5389,8186,5159,7951
DLJ98_10185,1973,4882,3605,4317,2657,4232
DLJ98_10195,4135,9066,7196,11898,7573,12027
DLJ98_10210,16247,37116,28340,41497,25362,42587
DLJ98_10230,2308,4962,4079,6602,3943,6295
DLJ98_10240,1635,4089,2927,3301,2078,3309
DLJ98_10245,2982,7063,5180,5571,3560,5802
DLJ98_10250,432,917,807,559,401,549
DLJ98_10260,837,2062,1478,922,559,901
DLJ98_10265,665,1633,1216,1357,854,1196
DLJ98_10270,717,1926,1310,1394,878,1280
DLJ98_10280,1997,5010,3668,3695,2219,3505
DLJ98_10285,269,697,459,515,307,528
DLJ98_10290,5154,12573,9112,10499,6508,10918
DLJ98_10295,20,30,26,28,30,29
DLJ98_10300,13512,28122,22123,22748,14683,22322
DLJ98_10305,1088,2865,2149,3882,2285,3825
DLJ98_10310,685,1682,1240,2272,1368,1940
DLJ98_10315,6965,18339,13117,15316,9559,15634
DLJ98_10320,3110,7389,5367,6701,4174,6427
DLJ98_10330,2322,5456,4039,8114,5165,8120
DLJ98_10335,10515,23430,18363,29879,18636,28959
DLJ98_10340,5352,12048,9169,15755,9952,16604
DLJ98_10355,3152,6800,5401,10845,6464,10510
DLJ98_10370,4990,12149,9074,15555,9581,15963
DLJ98_10375,9545,22548,16590,30675,18630,29594
DLJ98_10380,2220,5358,3759,6370,4166,6382
DLJ98_10385,6331,14347,10588,18024,11551,17141
DLJ98_10395,15831,35372,27822,41184,25869,42306
aceE,83029,184993,146047,198765,122887,182837
aceF,81529,191902,148569,187018,115889,177715
apaH,3140,7307,5713,6374,4123,6390
araD,871,2204,1574,1733,1125,1685
arcC,40896,91369,70984,19748,11965,19074
aroQ,3725,9242,6871,7416,4712,7507
arsC,990,2620,1845,1486,883,1383
aspS,25166,58441,45223,55632,34149,53965
atpC,9024,21807,16125,19808,12553,20026
atpD,23221,54256,42084,50920,31961,47227
bioB,2177,5249,3998,3719,2119,3172
bioC,1894,4139,3360,3904,2435,3537
bioD,1163,2752,2078,3122,1899,3032
bioF,7320,16419,13055,15698,9793,14312
brnQ,4647,9889,7781,12080,7783,12490
clpX,4520,11027,8119,11449,7002,10509
cmoA,3460,7981,6059,9865,6373,10276
coaA,2287,6209,4660,5262,3545,5410
coaBC,8625,20467,15743,17437,10766,17597
cpdB,63248,147427,110955,85614,54314,88635
cspD,14762,38027,26786,12462,7616,13253
csrA,4347,11319,8223,9549,6042,10215
cueR,441,1296,880,876,605,1022
cydB,23018,48558,38657,53637,32886,44579
cydC,469,1052,743,1535,937,1609
cysK,8959,20729,16079,15848,9293,14651
cysQ,5799,13720,10461,13518,8369,12957
cysS,9479,21599,16685,20842,12614,19711
dapD,20231,45514,34928,43258,26423,41860
dapE,10927,24646,19035,24651,15293,24074
def,12533,29792,21971,25876,16422,28234
degS,2832,6515,4998,7723,4987,7938
deoD,12182,27902,21441,27925,17086,24749
der,3859,8506,6678,10092,6154,9526
dksA,4635,10965,8425,10529,6429,10565
dppF,3524,8265,6467,11057,6846,10662
dtd,2140,5047,3710,3499,2192,3658
efp,27850,67138,50121,47853,29680,49163
eno,72233,171929,131137,126844,78139,124915
epmB,3224,7734,5794,8087,5024,8437
era,3990,9153,7006,10238,6567,10654
exbB,2009,4500,3591,5154,3208,4789
exbD,2094,5178,3867,5848,3544,5904
fabD,5807,12454,9893,12941,7967,11627
fabG,9735,21489,16210,20664,11983,18404
fabZ,6826,15815,11954,14590,8971,15397
fadR,2436,5778,4349,5023,3244,4864
fdnG,130931,304385,230197,306864,193964,299982
fdx,2052,4471,3224,4853,2757,4861
fdxH,29246,58942,47673,87759,53500,80562
ffs,149,338,268,329,182,356
folB,920,2251,1645,1806,1226,2017
folK,1196,2730,2147,3625,2310,4087
folP,3501,8205,6396,7495,4523,7054
ftsE,1787,4135,3217,4079,2673,4062
ftsL,1636,4249,3173,6112,3468,6372
ftsW,3590,7946,6111,9064,5290,7204
ftsX,2126,4989,3753,5489,3445,5431
fucA,441,1174,897,715,478,709
fucK,217,514,370,493,280,428
fumC,10706,25769,19652,9051,5604,9133
fusA,137956,320771,246361,472781,296897,455956
galE,7103,17497,13130,15215,9173,14755
galM,2443,5669,4326,3492,2314,3646
gap,70804,159011,122301,129898,81010,126888
glmS,4530,10254,7773,12771,7961,12119
glmU,5871,14318,10486,11249,7189,11834
glnA,21941,52550,39464,44796,28001,46407
gloA,17012,40121,30412,26038,16278,26174
gloB,3737,9474,6850,7108,4386,6557
glpC,11994,28225,21330,13729,8543,13789
glpT,78883,173976,137081,193637,118473,173405
glpX,480,1001,843,646,431,699
glyA,23635,53649,41064,45718,28404,44909
glyQ,13501,30538,23703,30287,18622,30023
groES,4185,10775,8003,11097,6919,11253
groL,18156,43857,33551,58657,35850,52731
grxD,14703,32337,24530,29716,19153,28630
gyrB,15267,33850,25956,36901,22494,35671
hflK,12927,29883,23208,34611,21428,33944
higA,1382,3678,2566,2917,1908,2983
hisA,1029,2335,1786,2472,1476,2250
hisD,1676,3740,2928,4219,2615,4199
hisF,1550,3345,2656,3659,2287,3284
hisH,1417,3604,2750,2936,1904,3154
holB,5354,12207,9484,13639,8567,13580
holD,952,2292,1776,1838,1221,1840
hpt,1200,2831,2045,1332,868,1259
hscA,19566,44838,34205,46587,28902,45400
hslU,4885,10374,7961,12041,7322,11320
hugZ,5949,15027,10974,12117,7653,12969
ilvA,5904,13791,10667,16063,9772,14865
ilvN,1269,2896,2142,2799,1648,2697
iscA,2187,5226,4021,5532,3563,4716
iscR,3033,6807,5304,8262,4894,7763
iscX,515,1168,944,1320,686,1084
lepB,3996,8926,6822,12302,7572,11176
leuD,1221,2967,2251,2658,1686,2647
lipA,9844,23452,17841,26839,17704,28307
lolA,3172,8159,5776,6733,4265,7123
lolD,620,1585,1231,1732,1029,1569
lpdA,61948,143335,110054,142608,88224,135517
lptA,5886,15138,10841,12983,8236,14260
lptC,4231,10743,8009,10428,6361,10956
lptF,2111,4754,3479,5631,3549,5788
lpxC,24283,56259,42228,58753,36415,57748
lpxH,743,1836,1425,1568,930,1544
lysA,10860,25798,19293,23707,14621,24664
lysS,15305,34008,26695,41358,25877,41050
manA,1501,3679,2877,2911,1856,2771
map,5856,13277,10305,13348,8291,13625
metF,3932,9730,7242,9585,6055,9291
metG,14959,35047,26407,32409,20607,33043
metK,22490,53016,39415,70814,44989,71683
metN,6186,14537,10997,21868,13787,22634
metQ,42064,101179,75006,83131,54664,88585
mgsA,3718,9163,6870,5973,3738,6418
mlaD,2025,5282,4004,6173,3653,6040
mlaE,3105,6542,5177,9296,5698,8050
mltG,1488,3595,2644,5819,3436,5972
mnmA,5710,13420,10147,14463,9054,13873
moaC,712,1857,1504,1747,1135,1665
modB,1165,2528,1991,2598,1571,2515
moeB,3187,7491,5788,7174,4608,7197
mpl,3043,6992,5324,7757,4811,7288
mreD,550,1121,850,1317,827,1171
msbB,4050,9271,7058,9880,6030,9907
murA,13452,30855,23556,39764,24463,38357
murG,2088,4842,3708,5557,3463,5102
mutH,2308,5198,3921,5208,3080,4749
nadN,66051,156027,118386,72397,45913,69889
nanA,13799,34523,25641,18128,11063,17534
nhaA,2799,5888,4629,7387,4459,6558
nhaB,6887,14733,11529,13118,8336,12326
nqrD,12775,31952,23960,34958,22115,30750
nqrE,9883,22321,17422,30457,18013,24272
nqrF,31070,67822,54253,87506,53741,82782
nusA,5387,12782,9834,20310,12737,19386
nusG,7597,18422,13453,19294,12219,20012
oppD,3944,9023,7051,9139,5747,9085
pal,87997,208743,154521,149431,94789,158486
parC,12497,29665,22559,30466,19306,31376
parE,7122,15627,12194,20727,12861,20790
pdxH,4681,11349,8281,7228,4607,7946
pdxT,11803,27416,20772,23536,14851,23553
pfkA,16722,36945,29061,31959,20194,30801
pgeF,1663,3595,2855,4443,2748,4092
pgl,5264,12812,9521,12713,7637,12153
pgsA,4390,9734,7695,6627,4217,6176
pheA,4525,10807,7992,12603,7655,12149
phoB,7767,20826,14891,14206,9004,13975
phoR,2809,6994,5321,6066,3815,5339
pnp,84840,190428,148953,208250,130080,206261
pntA,18016,38869,30788,46954,27584,40566
ppx,8033,17764,14192,18324,11130,17597
prfA,1738,4425,3374,4473,2822,4575
prfB,8456,19311,14596,22716,13620,22748
prfC,2941,6484,5090,9236,5547,8119
prmC,4158,9671,7303,10738,6457,10482
proA,4123,9036,6885,9265,5528,8920
proS,12669,28688,22342,28179,17397,27412
psd,2497,5577,4142,8688,5481,8785
pstC,2845,6947,5205,6957,4231,5523
ptsN,5248,12611,9103,10526,6438,9831
purA,9437,21371,16445,22343,13805,21046
purE,324,791,686,573,392,644
purU,2034,5003,3901,6292,4061,5933
putP,19742,44322,34207,9892,6515,9645
pyk,32184,75028,56529,74336,45715,71735
pyrG,6338,14681,11224,16946,10564,16510
queA,29933,68003,52531,74267,46345,68806
queD,471,1095,865,861,505,809
raiA,6925,17807,13041,6942,4295,7579
rarD,2326,5081,3901,5463,3444,5196
rdgB,3840,9399,7060,8861,5562,8870
recA,8050,19938,14606,20460,13024,22615
recN,6340,15657,11512,16243,10216,16876
rep,5437,12751,9846,11586,7148,11827
ribA,2313,5242,3886,4626,2713,4934
rimM,55581,123838,92851,173062,108915,177036
rnb,32498,73955,58931,78725,49800,77962
rnpB,511342,1061805,891490,850644,561256,798824
rplK,33065,75450,58442,110086,68967,115055
rplQ,32608,71435,56534,129886,82928,128892
rplS,21192,47526,37633,71451,43856,68054
rplU,14251,33164,25185,43342,25412,39874
rplV,22817,51373,40095,124184,75535,111336
rpmA,11144,25483,19378,34407,20384,33389
rpmE,20403,45982,34077,50710,33106,60225
rpmG,9632,22781,16699,23146,14966,26010
rpmJ,17664,45825,32937,62048,38319,60130
rpoC,87213,195232,152434,288810,178540,266593
rpoE,21184,48521,35792,55121,34803,58162
rpoH,32788,79162,58260,88854,55160,93943
rpsB,63483,144083,111492,208049,129121,208397
rpsE,29781,63096,49923,136741,86927,124318
rpsQ,12866,29154,21861,59335,37040,58439
rpsR,13241,29826,22969,48487,30593,47460
rraA,2212,5107,3880,5746,3531,5156
rrf,88,314,184,753,231,334
rsfS,1750,4261,3211,5752,3537,6216
rsmD,1317,3365,2509,2871,1890,3372
rsmI,2087,4840,3501,5932,3600,5714
secD,15208,33813,25514,44210,26847,44103
selB,5476,12587,9465,11847,7682,12168
sixA,1411,3710,2537,2471,1594,2425
smpB,3157,7981,5847,6200,4160,7415
sppA,6223,13703,10582,15661,9464,15533
ssrA,1574600,3456137,2713585,2997253,1777222,2698412
ssrS,41541,110214,90763,75931,43673,82039
tal,46994,117174,86936,80358,50395,85701
tatC,2788,5676,4333,6078,3890,5415
tenA,1431,3041,2336,1582,960,1504
thiB,10140,25024,18723,14431,9129,14403
thiL,2603,5816,4534,8716,5263,8234
thiM,261,514,401,537,343,437
tkt,78924,173939,139238,150841,95522,144711
tnpA,311,865,648,630,440,683
tolB,14497,32642,25157,44296,26839,41590
tolQ,8988,21566,16511,26465,15907,24015
topA,21223,49312,36971,55111,34349,57169
trmD,72888,153009,121973,253145,155679,236233
trpB,20941,45766,36044,64772,39250,57773
trpR,5492,13920,9851,7733,4723,7831
trpS,7716,19152,14011,15971,9940,16554
trxA,9450,22647,16153,13314,8143,14785
trxB,19052,42986,33405,33456,20566,33036
tsaA,707,1742,1311,1305,839,1295
tsaB,2262,5637,4136,5415,3242,5466
tsf,46652,106673,81388,143883,87637,139833
tuf,503444,1134482,875807,1032259,655410,1023256
typA,7866,18327,13899,34177,22109,34864
udk,13845,33393,24709,23960,15224,25904
ulaD,1097,2628,1965,2390,1465,2392
ureA,3035,7009,5517,6375,4123,6801
ureB,4285,10112,7666,9595,6139,10304
ureC,30223,62847,51198,67760,42475,65557
ureG,4257,9143,7435,10469,6357,9674
uvrD,9012,21635,16380,22937,14395,23796
uxuA,7947,19466,14735,11155,7335,11899
valS,25046,55129,43576,67680,41939,66458
waaF,2964,6737,5008,6003,3618,5887
xerC,2967,6711,4985,6590,4025,6539
xerD,2159,4507,3512,4320,2876,4116
xylA,487,1154,899,638,407,594
xylB,1679,4200,3085,2606,1700,2769
ybaK,859,2086,1587,1752,1032,1823
ybgC,4741,11797,8779,12091,7319,12571
yhbY,2910,6798,5210,5559,3377,6194
yidD,2948,7655,5409,9087,5646,9189
