geneid,X15_OFF_1,X15_OFF_2,X15_OFF_3,X15_ON_1,X15_ON_2,X15_ON_3
DLJ98_00010,25341,63007,44827,23955,15996,29050
DLJ98_00015,624,1456,1080,1396,949,1455
DLJ98_00030,1688,3853,3016,3144,2087,3379
DLJ98_00045,3228,7692,5681,8933,5401,8399
DLJ98_00055,2278,5455,4104,4595,3086,4732
DLJ98_00065,616,1558,1139,1199,749,1217
DLJ98_00070,6653,16041,11985,12166,7639,12115
DLJ98_00075,26204,57886,44179,70620,45095,66056
DLJ98_00090,71855,173458,131195,120460,74699,119707
DLJ98_00100,3520,8130,6223,7466,4585,7427
DLJ98_00105,5961,13769,10502,11773,7346,11697
DLJ98_00110,50700,126504,94339,112828,70505,118672
DLJ98_00120,2532,6088,4425,4284,2581,3996
DLJ98_00125,406,1031,703,819,576,959
DLJ98_00130,144,355,255,303,209,351
DLJ98_00135,1200,2873,2129,2045,1322,2290
DLJ98_00140,8178,20098,14554,16107,10355,18688
DLJ98_00150,6633,14459,11158,18201,11136,17862
DLJ98_00155,1247,2964,2179,2851,1796,2941
DLJ98_00160,57360,121193,96331,85891,52667,78486
DLJ98_00165,1876,7202,3215,20084,12315,4810
DLJ98_00170,318,746,564,869,484,983
DLJ98_00175,385,1004,825,1016,682,1172
DLJ98_00180,12964,57381,25549,99767,68443,27546
DLJ98_00195,16689,43264,31505,28587,17637,30211
DLJ98_00200,16913,40079,29813,30628,19163,32655
DLJ98_00210,5904,15329,10955,3193,1823,3432
DLJ98_00215,192,422,329,408,271,359
DLJ98_00230,3492,8234,6198,6610,4169,6799
DLJ98_00235,2484,6055,4512,6939,4230,6660
DLJ98_00245,4147,10415,7578,8093,5067,8455
DLJ98_00265,5195,11142,8784,14174,8911,14492
DLJ98_00270,14205,32537,24612,25097,16063,26711
DLJ98_00275,17555,42016,31264,33825,21006,29204
DLJ98_00280,4849,12306,8946,10909,6920,11276
DLJ98_00285,8041,18752,14610,13402,8275,13032
DLJ98_00290,4948,10946,8779,8058,4944,8006
DLJ98_00300,6749,16264,12645,24656,14937,21614
DLJ98_00305,315,760,549,1035,626,1009
DLJ98_00310,185,383,330,530,343,532
DLJ98_00320,5066,13433,9560,12713,7536,11570
DLJ98_00335,2227,5289,4046,6517,3852,5000
DLJ98_00340,196,394,322,547,289,280
DLJ98_00345,294,693,489,651,531,519
DLJ98_00360,1488,3125,2538,3712,2363,3573
DLJ98_00365,2119,4381,3631,5017,3207,4661
DLJ98_00375,2440,5711,4303,4457,2848,4758
DLJ98_00380,334,813,617,774,438,795
DLJ98_00385,53825,118946,91771,44223,27469,42405
DLJ98_00390,11958,26986,20690,31409,18970,29372
DLJ98_00395,4967,11806,8845,10444,6227,11007
DLJ98_00400,242,643,476,888,602,961
DLJ98_00415,587,1450,1068,1399,901,1475
DLJ98_00425,1868,4756,3559,4806,3183,4918
DLJ98_00430,415,1058,762,959,641,842
DLJ98_00440,5079,11474,9189,16056,9468,13691
DLJ98_00445,1766,4873,3588,4788,2887,4240
DLJ98_00450,1056,2273,1883,2279,1490,1794
DLJ98_00455,3327,8176,6102,9166,5634,9204
DLJ98_00460,2420,5314,4257,5725,3540,5658
DLJ98_00465,9157,21049,16207,23524,14249,22407
DLJ98_00470,84808,199020,153264,213786,132602,213974
DLJ98_00475,15185,36306,27138,29355,18486,30338
DLJ98_00480,6357,13919,10784,16157,9874,15394
DLJ98_00485,3,3,0,0,2,3
DLJ98_00495,7297,16538,12523,13863,8948,13211
DLJ98_00500,6485,16034,11635,13281,8529,14220
DLJ98_00505,6941,17863,12845,16466,10427,17849
DLJ98_00510,4345,9471,7382,9971,6363,9187
DLJ98_00515,6177,13470,10484,14424,9279,14728
DLJ98_00520,16439,40327,29360,38620,24534,41072
DLJ98_00535,8761,21156,15997,17796,11260,18670
DLJ98_00550,9457,21711,16729,20861,13373,20005
DLJ98_00555,2816,7132,5339,4984,3213,7101
DLJ98_00560,4127,8651,7224,9460,5317,8066
DLJ98_00565,2054,5072,3613,4939,3057,5401
DLJ98_00570,397,901,761,1196,745,1445
DLJ98_00575,15687,37001,27622,44692,29360,51404
DLJ98_00585,2629,6319,4669,3497,2316,3776
DLJ98_00590,2211,5481,4042,3213,1903,3461
DLJ98_00595,1286,2885,2234,3108,1869,2306
DLJ98_00605,1384,3828,2772,3144,2170,3553
DLJ98_00610,25015,65135,46914,39576,24760,40636
DLJ98_00615,6299,14817,11356,11106,6584,10252
DLJ98_00620,2316,5063,3987,5591,3262,4604
DLJ98_00630,1800,4533,3312,4843,2943,4338
DLJ98_00635,3711,8577,6360,6625,4209,7119
DLJ98_00640,280,729,573,529,320,562
DLJ98_00650,281,848,575,746,437,668
DLJ98_00655,674,1723,1387,1455,932,1332
DLJ98_00660,443,1249,840,821,593,969
DLJ98_00665,163,335,254,356,254,391
DLJ98_00685,1399,3265,2489,3537,2012,3271
DLJ98_00690,15959,38234,28588,32434,20368,34943
DLJ98_00695,18726,41403,32562,35876,22014,33815
DLJ98_00700,7208,17476,13361,17531,11086,18412
DLJ98_00705,3649,10096,7304,10371,6752,11059
DLJ98_00710,4529,11076,8217,12818,7938,12426
DLJ98_00715,2471,5713,4501,6960,4214,6697
DLJ98_00720,21410,43454,35144,42523,25853,39332
DLJ98_00725,14784,35545,26036,25286,15984,25975
DLJ98_00730,357,1090,793,1059,615,932
DLJ98_00735,503,1042,782,1045,600,1017
DLJ98_00745,1051,2765,1977,2503,1610,2362
DLJ98_00750,1378,3641,2705,3994,2364,3599
DLJ98_00755,1974,4262,3386,6169,3603,5257
DLJ98_00760,2561,6178,4570,6072,3649,5951
DLJ98_00775,2017,4544,3560,5773,3521,5479
DLJ98_00790,5199,13933,10126,8800,5650,9635
DLJ98_00795,877,1912,1380,3096,1882,2764
DLJ98_00805,2789,6578,5017,5754,3569,5607
DLJ98_00815,10172,24607,18497,24065,15432,24708
DLJ98_00820,1164,2768,2093,1965,1228,1722
DLJ98_00825,509,1395,944,935,568,799
DLJ98_00830,174,439,311,452,287,366
DLJ98_00835,24616,58084,44080,44838,28676,45635
DLJ98_00855,89,244,156,156,141,266
DLJ98_00875,1504,3921,2682,2128,1386,2701
DLJ98_00885,138,388,296,372,244,317
DLJ98_00890,14,65,44,49,33,39
DLJ98_00895,1664,4594,3215,3076,2036,2934
DLJ98_00900,4236,10288,7692,7173,4582,7218
DLJ98_00940,47,74,65,85,44,95
DLJ98_00945,855,2034,1513,1893,1142,2190
DLJ98_00980,675,1886,1360,1972,1345,1777
DLJ98_00985,839,2148,1706,2379,1504,2188
DLJ98_01005,1021,2670,1918,2012,1243,2210
DLJ98_01010,8969,20977,15859,23010,14075,22495
DLJ98_01015,1035,2601,1952,2149,1291,1873
DLJ98_01030,795,1842,1494,1790,1050,1459
DLJ98_01060,91,245,173,211,110,162
DLJ98_01065,300,769,546,600,351,597
DLJ98_01070,20080,45918,35354,39957,25201,39892
DLJ98_01080,3378,8006,5920,6438,4014,6628
DLJ98_01085,1135,2821,2194,2824,1906,2819
DLJ98_01090,919,1847,1477,2079,1299,1388
DLJ98_01095,527,1026,840,1275,770,986
DLJ98_01100,941,2070,1461,2094,1375,1648
DLJ98_01105,1261,2938,2206,2936,1918,2683
DLJ98_01110,1790,4027,2985,4232,2617,4348
DLJ98_01115,1512,3577,2716,3767,2370,3673
DLJ98_01120,1199,2899,2198,1998,1320,1982
DLJ98_01125,9095,22631,16394,12084,7413,12347
DLJ98_01145,575,1367,1082,1577,1006,1565
DLJ98_01155,26873,58156,46069,66649,41841,66464
DLJ98_01160,19413,45679,35817,38134,23650,38299
DLJ98_01165,3261,8224,6058,5509,3095,5064
DLJ98_01200,2732,6689,5009,7852,5047,8367
DLJ98_01205,20,63,34,52,24,47
DLJ98_01210,31,57,45,61,39,67
DLJ98_01215,109,214,161,247,137,184
DLJ98_01220,18,31,16,18,30,31
DLJ98_01225,5,9,14,19,11,25
DLJ98_01230,6,33,23,49,31,27
DLJ98_01235,8,27,23,28,17,37
DLJ98_01240,29,82,60,85,50,84
DLJ98_01245,26,47,40,52,30,38
DLJ98_01250,15,34,30,55,39,56
DLJ98_01255,503,1200,889,845,537,868
DLJ98_01260,8,30,35,50,35,34
DLJ98_01265,2140,5170,3875,5034,3085,4540
DLJ98_01270,1391,3238,2361,3630,2257,3353
DLJ98_01275,3846,9579,6949,10437,6481,10614
DLJ98_01280,894,2024,1593,1692,1124,1462
DLJ98_01285,3012,6857,5277,5925,3763,4487
DLJ98_01290,10295,24594,18069,21239,12641,17984
DLJ98_01295,2166,5179,3882,2889,1754,2708
DLJ98_01305,30,52,63,87,39,77
DLJ98_01310,25,62,42,46,35,67
DLJ98_01315,33,62,44,60,37,47
DLJ98_01320,29,62,55,78,65,81
DLJ98_01325,53,89,74,97,79,108
DLJ98_01330,85,198,170,171,115,195
DLJ98_01340,246,529,383,699,373,662
DLJ98_01345,353,805,663,986,570,978
DLJ98_01355,71,224,138,194,98,185
DLJ98_01380,24,58,44,58,36,72
DLJ98_01385,5116,12801,9352,9710,6204,10586
DLJ98_01395,1580,3328,2648,3006,1846,2470
DLJ98_01400,57,117,108,152,109,121
DLJ98_01405,12,59,36,50,42,56
DLJ98_01410,25,53,43,40,28,58
DLJ98_01415,13,20,24,25,29,19
DLJ98_01420,8,29,15,13,16,19
DLJ98_01425,9,30,22,28,8,27
DLJ98_01430,3,9,5,2,4,4
DLJ98_01435,5,11,13,18,6,24
DLJ98_01445,65,113,100,163,101,159
DLJ98_01450,74,177,172,167,123,174
DLJ98_01455,24,25,44,24,16,18
DLJ98_01465,1482,3508,2661,2894,1828,3329
DLJ98_01470,140,275,222,351,212,360
DLJ98_01475,277,692,446,482,306,462
DLJ98_01480,11160,26506,20291,21374,13527,21126
DLJ98_01500,23042,50999,39751,53762,32768,47516
DLJ98_01505,1329,3171,2417,2801,1678,2911
DLJ98_01515,1780,4627,3421,3236,2088,3494
DLJ98_01520,30208,69960,53251,67239,42417,67696
DLJ98_01525,0,0,1,1,0,0
DLJ98_01530,1087,2426,1943,2520,1757,2567
DLJ98_01535,168,360,343,328,278,432
DLJ98_01540,3,3,6,2,3,4
DLJ98_01545,70,109,96,108,85,145
DLJ98_01550,12,23,23,24,16,22
DLJ98_01555,14,25,25,23,19,23
DLJ98_01565,388,1046,821,1474,987,1602
DLJ98_01570,2360,5652,4298,7439,4840,7948
DLJ98_01575,5842,13543,10166,16982,10457,16935
DLJ98_01580,2036,4906,3651,6602,4125,6937
DLJ98_01585,16135,38081,28150,50181,31249,49646
DLJ98_01590,1367,2802,2175,4011,2558,3711
DLJ98_01595,4853,11552,8621,15186,9668,15571
DLJ98_01630,758,2204,1488,1618,974,1526
DLJ98_01635,6985,16150,12360,16241,9835,15038
DLJ98_01640,22688,52899,39662,29543,17834,28129
DLJ98_01650,351,782,618,934,563,846
DLJ98_01655,12586,31134,22487,35917,24215,42250
DLJ98_01670,5015,11836,9088,10844,6623,10391
DLJ98_01685,26430,54681,42334,62600,38122,61873
DLJ98_01695,7122,16082,12471,16514,9796,14596
DLJ98_01705,18464,56834,38007,47463,27285,46125
DLJ98_01710,3448,7841,6251,10910,6724,10784
DLJ98_01715,6507,14941,11310,14514,9292,14091
DLJ98_01720,7898,18504,14476,19851,12037,18558
DLJ98_01730,3514,8353,6208,8932,5573,8781
DLJ98_01735,2276,5117,3756,4622,2797,4554
DLJ98_01745,1275,2942,2094,2252,1360,2054
DLJ98_01750,21185,49744,37637,49991,32284,55346
DLJ98_01755,55953,135849,96272,168384,108584,175095
DLJ98_01760,83525,192764,142992,247593,158795,268826
DLJ98_01765,1254,2222,2172,1498,941,804
DLJ98_01770,3004,7031,5260,4046,2856,3281
DLJ98_01800,8171,19856,15058,14135,8676,13615
DLJ98_01805,962,2443,1914,1806,1190,1894
DLJ98_01810,18234,41750,31324,25234,16027,20831
DLJ98_01815,16385,42676,30501,23275,14863,21484
DLJ98_01820,51854,122456,93812,125725,78909,117956
DLJ98_01825,13668,34069,25411,44516,27353,41257
DLJ98_01830,8502,20532,15316,27951,16536,25537
DLJ98_01855,612,1458,1120,1546,1066,1501
DLJ98_01860,950,2297,1767,2673,1659,2652
DLJ98_01865,2369,6270,4419,5198,3257,5083
DLJ98_01880,2327,5982,4458,4780,3049,5237
DLJ98_01885,483,1069,817,1002,587,946
DLJ98_01890,968,2257,1602,1897,1153,1761
DLJ98_01895,105,193,148,169,103,138
DLJ98_01905,2559,5785,4593,5285,3455,5928
DLJ98_01910,3895,9376,7257,7915,4827,7838
DLJ98_01915,319,712,583,677,457,667
DLJ98_01920,36,88,74,106,62,104
DLJ98_01930,10,36,19,24,11,22
DLJ98_01935,88,204,141,197,134,219
DLJ98_01940,34,102,60,125,75,113
DLJ98_01945,5,16,13,31,16,9
DLJ98_01950,6,28,13,28,12,34
DLJ98_01955,106,264,211,356,202,273
DLJ98_01960,30,64,47,74,50,64
DLJ98_01965,18,33,38,58,31,56
DLJ98_01970,83,126,122,158,127,146
DLJ98_01975,6,14,17,22,12,28
DLJ98_01980,7,11,9,17,6,20
DLJ98_01985,14,22,16,24,10,21
DLJ98_01990,6,8,9,12,8,10
DLJ98_01995,7,20,11,20,16,12
DLJ98_02005,103,206,158,316,214,337
DLJ98_02010,186,493,348,667,431,597
DLJ98_02015,223,437,381,746,429,675
DLJ98_02020,176,354,274,389,239,353
DLJ98_02025,39,109,85,136,87,113
DLJ98_02030,15,38,27,36,18,43
DLJ98_02035,725,1937,1365,1693,1049,1760
DLJ98_02040,2034,5090,4027,4115,2567,4321
DLJ98_02045,13,25,17,25,17,23
DLJ98_02050,9,30,20,27,12,16
DLJ98_02055,34,88,47,54,34,55
DLJ98_02060,1,4,5,5,2,10
DLJ98_02070,4577,11425,8335,6958,4166,7018
DLJ98_02075,687,1673,1270,2147,1345,2326
DLJ98_02080,1207,2979,2228,2871,1805,3354
DLJ98_02085,57,118,117,142,95,121
DLJ98_02100,3249,7735,5733,6843,4566,6880
DLJ98_02105,98,205,169,223,148,195
DLJ98_02110,11,45,42,60,27,52
DLJ98_02115,117,363,253,355,181,314
DLJ98_02120,19,50,44,75,46,57
DLJ98_02125,109,306,234,387,250,372
DLJ98_02130,84,199,164,248,162,277
DLJ98_02135,5,31,23,21,18,27
DLJ98_02140,56,111,82,177,96,160
DLJ98_02145,50,116,104,141,105,164
DLJ98_02150,4828,12485,9351,11119,7169,11722
DLJ98_02155,2795,6329,4736,5204,3154,3941
DLJ98_02160,1522,4101,2954,3380,2144,3448
DLJ98_02165,2453,6466,4691,5506,3439,4963
DLJ98_02175,59,152,90,167,107,207
DLJ98_02185,15,52,48,70,38,74
DLJ98_02190,2210,5489,3947,3882,2436,3452
DLJ98_02195,1455,3968,2993,2303,1399,2612
DLJ98_02200,98,313,205,294,186,325
DLJ98_02205,12,21,10,25,10,31
DLJ98_02210,4,19,3,25,9,22
DLJ98_02215,30,68,64,87,60,98
DLJ98_02220,178,453,279,544,308,564
DLJ98_02230,78,168,133,187,111,167
DLJ98_02235,173,358,336,388,249,327
DLJ98_02240,753,1949,1374,1530,1064,2176
DLJ98_02245,132,325,228,313,201,316
DLJ98_02250,102,336,251,310,195,360
DLJ98_02255,350,814,635,680,437,732
DLJ98_02260,265,641,461,464,287,525
DLJ98_02265,510,1116,876,851,500,947
DLJ98_02275,1232,2865,2084,2832,1670,2633
DLJ98_02280,89,181,177,192,127,199
DLJ98_02285,173,404,332,336,226,332
DLJ98_02290,6826,16939,12584,13027,8042,12287
DLJ98_02300,265,628,481,363,271,392
DLJ98_02305,308,703,616,494,300,495
DLJ98_02310,19592,44806,35438,45304,26940,40818
DLJ98_02325,734,1614,1244,1837,1128,1776
DLJ98_02335,116,272,173,249,145,241
DLJ98_02345,5783,15021,11233,10024,6342,10404
DLJ98_02360,149,385,270,416,233,348
DLJ98_02365,1918,4510,3370,4957,2893,4841
DLJ98_02380,3537,9190,6567,7231,4724,8362
DLJ98_02385,10232,23617,18024,22563,14174,22350
DLJ98_02390,11499,25317,19685,29021,17708,28153
DLJ98_02395,2403,5870,4619,5926,3754,5792
DLJ98_02400,4692,11494,8454,10265,6781,10021
DLJ98_02405,39294,79447,63928,151652,96304,145468
DLJ98_02410,71976,154906,121673,266142,167013,273940
DLJ98_02425,613,1395,1133,1847,1164,1536
DLJ98_02430,3293,8197,5882,9147,5642,9544
DLJ98_02435,8049,19834,14808,18230,11031,18327
DLJ98_02445,967,2307,1676,2297,1376,2364
DLJ98_02450,963,2029,1679,2478,1601,2389
DLJ98_02455,622,1587,1201,1428,865,1467
DLJ98_02460,726,1594,1180,1528,896,1273
DLJ98_02465,1288,3145,2319,2936,1839,2862
DLJ98_02475,104,251,180,239,111,218
DLJ98_02480,4018,8939,6700,7885,4465,8490
DLJ98_02485,2644,6498,4787,5480,3557,4921
DLJ98_02490,578,1416,1145,1310,797,1124
DLJ98_02495,1734,4008,3119,3623,2122,3153
DLJ98_02510,728,1892,1307,1432,971,1496
DLJ98_02520,1430,3170,2319,4381,2407,3688
DLJ98_02535,6495,14109,10995,13329,8554,13487
DLJ98_02540,7760,17146,13240,14233,9058,14630
DLJ98_02550,2290,5475,3984,7844,5052,7901
DLJ98_02565,6797,15108,11893,15829,9599,14512
DLJ98_02570,2902,6727,5296,8645,5547,9416
DLJ98_02590,2428,6114,4406,5462,3338,5656
DLJ98_02595,6668,16407,11766,9623,6502,10408
DLJ98_02600,15967,36582,28400,24780,15040,22434
DLJ98_02610,2698,6945,5283,6424,3999,5822
DLJ98_02615,1319,2992,2090,3661,2281,3631
DLJ98_02620,1427,3798,2705,3345,2208,3509
DLJ98_02625,3888,9991,7009,6840,4171,6423
DLJ98_02635,8408,17662,14185,26360,16303,23941
DLJ98_02640,1190,2688,2089,1862,1203,1962
DLJ98_02650,3168,7942,5784,5493,3355,6193
DLJ98_02655,1451,3500,2405,3275,2108,2907
DLJ98_02665,8027,17099,12815,22140,13558,20741
DLJ98_02670,562,1423,905,1828,1098,1765
DLJ98_02675,21931,52621,38629,42179,26113,39395
DLJ98_02680,922,2177,1684,1462,963,1588
DLJ98_02690,134,238,199,188,86,166
DLJ98_02695,1673,3709,2876,3737,2202,3554
DLJ98_02700,2124,4974,3677,5188,3154,5048
DLJ98_02710,453,1112,912,1159,611,972
DLJ98_02720,3480,8143,6173,6821,4357,6443
DLJ98_02730,6695,14244,11172,17699,10506,15979
DLJ98_02735,6569,14273,10913,16302,9900,15082
DLJ98_02740,7129,16508,12824,15052,8897,13860
DLJ98_02745,7678,18259,13725,16116,9874,14951
DLJ98_02760,1481,3513,2694,3927,2383,3701
DLJ98_02770,28,64,46,74,57,65
DLJ98_02780,2337,5356,3891,4355,2679,4586
DLJ98_02785,1579,3919,2920,3842,2448,3863
DLJ98_02795,3487,8587,6200,8198,5079,8183
DLJ98_02800,2876,6900,5018,5947,3477,5794
DLJ98_02805,18170,47810,33708,25795,16427,29193
DLJ98_02810,2432,5984,4400,7258,4192,6733
DLJ98_02830,12735,29698,22964,32371,19831,30743
DLJ98_02835,2322,6251,4478,5731,3645,5510
DLJ98_02840,2130,5555,4106,5608,3516,5780
DLJ98_02845,4662,11371,8184,13378,7981,12547
DLJ98_02850,8023,19573,14721,21449,12728,20120
DLJ98_02855,4316,10965,8127,10564,6560,10549
DLJ98_02860,1684,4215,3120,3751,2444,3807
DLJ98_02865,3585,8786,6287,9568,5776,9628
DLJ98_02875,1665,3886,2881,4991,3143,4459
DLJ98_02885,448,1092,756,1173,725,822
DLJ98_02890,3190,7676,5816,8548,5074,8027
DLJ98_02895,1974,5055,3915,4817,2926,4875
DLJ98_02905,5643,13110,9864,14119,8721,14118
DLJ98_02910,7316,16189,12164,20143,12577,18831
DLJ98_02915,3437,8311,6375,8503,5344,8386
DLJ98_02930,810,2016,1457,2885,1770,2599
DLJ98_02945,562,1324,1067,2389,1410,1939
DLJ98_02950,34,135,94,188,130,193
DLJ98_02960,335,1013,717,1047,600,815
DLJ98_02965,222,604,440,541,285,422
DLJ98_02975,500,1260,882,1094,668,849
DLJ98_02980,475,1060,809,951,558,872
DLJ98_02985,4009,9705,7186,9435,5784,9250
DLJ98_02990,1295,3032,2369,3557,2134,3328
DLJ98_02995,44,91,53,72,31,37
DLJ98_03000,1540,3536,2635,4327,2545,3865
DLJ98_03005,66,130,103,209,118,162
DLJ98_03010,812,1774,1431,2050,1230,1909
DLJ98_03015,149,263,256,292,157,111
DLJ98_03020,3,0,0,1,1,0
DLJ98_03025,1349,3174,2378,3531,2102,3185
DLJ98_03030,501,1281,872,1089,722,1144
DLJ98_03035,62,153,117,106,70,66
DLJ98_03040,666,1707,1309,1658,987,1562
DLJ98_03045,57,169,136,116,83,107
DLJ98_03050,192,437,352,492,231,409
DLJ98_03055,162,453,305,358,195,300
DLJ98_03060,313,856,593,954,517,801
DLJ98_03065,36,73,45,90,51,75
DLJ98_03070,675,1512,1125,1563,959,1389
DLJ98_03075,487,1057,842,1220,732,958
DLJ98_03080,5970,14713,10676,8991,5384,8999
DLJ98_03085,195,632,438,496,275,453
DLJ98_03090,225,663,525,499,244,371
DLJ98_03095,1231,3192,2369,3013,1898,2632
DLJ98_03120,292,759,553,649,430,689
DLJ98_03125,544,1228,939,1062,715,1119
DLJ98_03130,2387,5164,4026,5438,3227,5306
DLJ98_03135,101,200,193,334,196,310
DLJ98_03140,94,164,134,279,158,192
DLJ98_03145,95,274,212,373,195,276
DLJ98_03150,2815,6528,5459,6163,3606,5866
DLJ98_03155,22,77,50,59,38,39
DLJ98_03160,25,73,37,65,26,74
DLJ98_03165,4,12,8,2,8,1
DLJ98_03170,47,101,84,143,90,127
DLJ98_03190,9,20,11,13,9,16
DLJ98_03215,4719,11084,8632,13012,8019,13584
DLJ98_03220,4563,11411,8385,5709,3302,5645
DLJ98_03225,4082,10527,7477,5961,4032,6702
DLJ98_03235,13416,31435,23624,29254,18206,29692
DLJ98_03240,9256,21580,16293,23570,14514,22771
DLJ98_03245,5796,13135,10071,16136,10036,15339
DLJ98_03250,45550,108621,80939,72107,45552,70776
DLJ98_03260,72,123,96,132,114,99
DLJ98_03265,990,2610,1870,2372,1532,2381
DLJ98_03270,2654,6084,4856,7435,4595,6612
DLJ98_03280,588,1377,987,1531,908,1361
DLJ98_03285,419,999,826,958,597,840
DLJ98_03290,1849,4453,3276,4055,2509,4364
DLJ98_03300,1904,5107,3518,4158,2590,4348
DLJ98_03305,2629,6293,4925,6353,3783,6634
DLJ98_03310,4648,11416,8613,8511,5309,8842
DLJ98_03315,713,1848,1310,1478,874,1535
DLJ98_03320,263,684,517,565,310,572
DLJ98_03330,5714,12971,9885,12468,7429,11701
DLJ98_03335,2935,7003,5163,5785,3583,5683
DLJ98_03340,426,1145,922,871,574,925
DLJ98_03350,9,17,15,29,16,23
DLJ98_03360,1997,5197,3674,4617,2877,4728
DLJ98_03365,8,4,5,12,2,7
DLJ98_03370,22,69,78,78,50,110
DLJ98_03375,15,35,34,33,19,45
DLJ98_03380,0,9,13,7,3,3
DLJ98_03385,2,8,4,1,3,6
DLJ98_03390,15,43,34,63,29,44
DLJ98_03395,38,73,63,81,41,89
DLJ98_03445,6869,17236,12557,17334,11074,16746
DLJ98_03455,16138,39455,28847,16767,10573,17563
DLJ98_03460,3582,8422,6309,3946,2471,3815
DLJ98_03470,1819,4367,3305,4352,2502,3876
DLJ98_03480,5451,13046,9774,16264,10280,16125
DLJ98_03485,689,1271,1040,1585,1080,1060
DLJ98_03490,1771,4601,3258,5219,3101,5056
DLJ98_03495,118860,288768,212804,398569,249252,388069
DLJ98_03500,7654,17731,13019,20768,14209,22942
DLJ98_03505,29303,67117,51323,61368,37083,58084
DLJ98_03515,31827,73808,58526,64575,40327,66923
DLJ98_03520,93,282,213,209,135,188
DLJ98_03525,151,299,234,290,155,269
DLJ98_03540,311,763,570,845,473,846
DLJ98_03545,622,1449,1039,1311,797,1299
DLJ98_03555,767,1749,1350,1894,1212,1891
DLJ98_03560,2082,4597,3767,7421,4676,6355
DLJ98_03575,1280,3348,2599,4660,2838,4512
DLJ98_03580,3499,8157,6110,11497,7203,10811
DLJ98_03585,14644,36005,26023,28386,18196,30847
DLJ98_03590,13611,31855,24582,33035,21206,34357
DLJ98_03595,9712,24296,17831,21851,13584,22133
DLJ98_03600,14532,34092,25402,20214,12297,20583
DLJ98_03605,29104,65098,49728,40994,24824,39568
DLJ98_03610,150,332,222,371,239,425
DLJ98_03615,1541,3752,2739,3419,2006,3222
DLJ98_03620,2626,6173,4784,5383,3498,5169
DLJ98_03625,8163,19519,14584,16143,10181,15342
DLJ98_03655,607,1459,1112,1286,817,1172
DLJ98_03660,335,879,686,852,488,757
DLJ98_03670,1875,4742,3343,4009,2381,3927
DLJ98_03680,3146,7233,5534,6589,4141,6634
DLJ98_03685,1386,3198,2397,2917,1810,2938
DLJ98_03695,13923,33000,24207,21533,13369,22332
DLJ98_03700,6795,15143,11412,13180,8213,12820
DLJ98_03705,47031,114690,84829,94366,60662,98502
DLJ98_03710,1697,3508,2651,4491,2884,4243
DLJ98_03715,2083,4347,3379,6956,4217,7176
DLJ98_03725,3138,7304,5619,8931,5661,9350
DLJ98_03730,1747,4002,3056,4763,3109,5187
DLJ98_03735,1803,4362,3443,5467,3364,5891
DLJ98_03740,1915,4684,3693,5376,3361,5571
DLJ98_03745,3681,8165,6179,10410,6557,10489
DLJ98_03760,16517,40123,29951,42963,26350,40447
DLJ98_03765,476,1120,856,1579,927,1433
DLJ98_03770,673,1823,1266,2641,1606,2357
DLJ98_03780,9104,23400,16596,19811,12073,20311
DLJ98_03795,10418,23802,18256,9243,5937,8814
DLJ98_03800,759,1918,1355,1558,916,1419
DLJ98_03805,1719,4299,3061,3719,2359,3760
DLJ98_03815,969,2102,1608,2407,1594,2354
DLJ98_03820,1720,3966,2983,4062,2454,4176
DLJ98_03825,53658,121450,93375,92729,59384,93046
DLJ98_03830,73548,169868,132835,115347,73231,112154
DLJ98_03835,1001,2394,1882,2309,1472,2536
DLJ98_03840,6134,15738,11573,9286,5770,9621
DLJ98_03845,3857,8509,6982,9564,5755,9014
DLJ98_03855,3600,8532,6341,8296,5247,8170
DLJ98_03860,2030,4647,3491,4313,2682,4107
DLJ98_03865,1290,3018,2434,3067,1714,2555
DLJ98_03875,1904,4632,3404,3734,2446,3325
DLJ98_03880,9733,21915,17483,22613,13867,22235
DLJ98_03885,735,1827,1330,1408,879,1380
DLJ98_03890,139,353,284,219,130,214
DLJ98_03895,253,594,510,306,199,320
DLJ98_03900,2233,5963,4185,5007,3125,5298
DLJ98_03905,323,735,536,711,436,710
DLJ98_03920,607,1540,1082,987,684,991
DLJ98_03945,5930,13133,10104,18594,11793,18309
DLJ98_03955,151,365,281,277,204,278
DLJ98_03960,12360,29230,21576,20798,13268,21607
DLJ98_03965,2903,7223,5413,7742,4843,7926
DLJ98_03970,7960,19398,14546,16448,10213,17038
DLJ98_03975,3252,7560,5479,9749,5919,9213
DLJ98_03980,3234,7226,5696,9856,6602,10582
DLJ98_03990,10367,24213,18224,20922,12923,20933
DLJ98_04005,1426,3791,2565,3097,2110,3351
DLJ98_04010,2326,5700,4469,4488,2986,4664
DLJ98_04015,854,2233,1563,1468,916,1318
DLJ98_04020,1563,4116,2791,2691,1578,2671
DLJ98_04040,340707,795775,602142,824757,521588,827006
DLJ98_04045,1064,2507,1892,2427,1638,2596
DLJ98_04055,1893,5151,3576,3607,2354,4105
DLJ98_04060,3747,9019,6530,7124,4471,6708
DLJ98_04065,3966,9162,7252,8828,5269,8634
DLJ98_04075,5924,15217,11366,11236,7122,12082
DLJ98_04085,5805,13370,10221,13697,8584,14341
DLJ98_04090,5362,11909,9205,10620,6623,11044
DLJ98_04105,4106,8631,6768,9669,5976,9563
