,Gal.1,Gal.2,Glc.1,Glc.2,NAG.1,NAG.2,Fru.1,Fru.2
GXM22_RS03945,206.8539938,202.6751711,192.9415342,196.1920269,162.6607807,160.5208668,306.7694783,263.5901688
GXM22_RS03950,7961.427883,6730.906773,7337.251818,6558.127232,6412.226144,5317.945612,5008.053641,5270.637048
GXM22_RS03955,2621.457722,2361.326597,2508.239945,2396.199495,2284.159303,1760.194332,1892.583284,1804.309695
GXM22_RS03960,713.695296,712.580165,613.0340945,667.2572581,491.1225117,474.6435974,368.7939083,526.0140095
GXM22_RS03965,838.1998325,904.7998709,948.2871149,922.7156264,688.953191,654.5376722,491.1664324,674.1376884
GXM22_RS03970,233.3234622,256.5610301,240.8348228,298.3753742,187.1541029,171.5912714,113.1526764,170.2839144
GXM22_RS03980,135.288394,180.9599742,173.7842187,181.8863583,229.2323744,211.7214881,147.5175633,163.2859453
GXM22_RS03985,52.93893679,44.23466036,47.89328863,47.00433977,41.45023756,45.66541899,60.34809409,52.48476813
GXM22_RS03990,0,0,0,0,0.628033902,0,0,0
GXM22_RS03995,62.7424436,61.12425795,99.89171629,78.68117745,185.2700012,168.8236702,176.8534424,148.1236789
GXM22_RS04000,27.44981908,20.91093035,19.15731545,18.39300252,39.56613586,60.88722532,44.42290259,33.82351724
GXM22_RS04005,12.74455886,15.28106449,4.105139026,16.34933557,36.42596634,53.96822244,24.30687123,29.15820452
GXM22_RS04010,0,4.02133276,0,6.13100084,8.164440732,13.83800575,7.543511761,6.997969084
GXM22_RS04015,30.39087112,38.60479449,53.36680733,50.06984019,102.99756,123.1582512,73.75878166,72.3123472
GXM22_RS04020,253.9108265,249.3226311,229.8877854,223.7815307,241.1650185,186.8130777,263.1847437,247.2615743
GXM22_RS04025,354.8869466,301.599957,353.0419562,270.7858704,327.8336971,244.9327019,393.1007795,314.9086088
GXM22_RS04030,185.2862788,123.0527824,186.0996358,163.4933557,128.74695,80.26043338,175.1771064,162.1196171
GXM22_RS04035,138.2294461,145.5722459,145.0482456,127.7291842,88.55278025,60.88722532,165.9572587,146.9573508
GXM22_RS04040,154.8954076,149.5935787,160.100422,182.9081917,104.2536278,78.8766328,176.0152744,156.2879762
GXM22_RS04050,154.8954076,173.7215752,139.5747269,160.4278553,221.0679337,215.8728898,146.6793953,150.4563353
GXM22_RS04055,47.0568327,50.66879277,61.57708538,53.13534061,65.94355976,53.96822244,60.34809409,40.82148632
GXM22_RS04060,689.186529,714.9929647,745.766923,714.2615978,888.667972,892.5513712,631.978652,684.634642
GXM22_RS04065,193.1290842,231.628767,235.3613041,201.3011942,303.9684088,235.2460978,211.2183293,187.7788371
GXM22_RS04070,250.9697744,214.7391694,285.9913521,274.8732043,250.5855271,221.4080921,188.587794,185.4461807
GXM22_RS04075,994.0755909,1046.350784,949.6554946,868.5584523,526.2924103,500.9358083,737.5878166,763.9449583
GXM22_RS04080,132.347342,98.92478589,76.62926181,52.11350714,48.98664439,38.74641611,36.87939083,59.48273721
GXM22_RS04085,95.09401609,95.70771968,60.20870571,56.20084103,39.56613586,37.36261554,24.30687123,38.48882996
GXM22_RS04090,78.42805451,64.34132416,34.20949188,25.54583683,25.74939,22.14080921,31.85038299,29.15820452
GXM22_RS04095,4.901753407,2.412799656,5.473518701,1.021833473,11.93264415,8.302803453,5.029007841,5.831640903
GXM22_RS04100,266.6553853,286.3188925,324.305983,302.4627081,317.7851546,293.365722,199.4839777,191.2778216
GXM22_RS04105,352.9262453,369.9626139,417.3558009,402.6023885,299.5721715,279.5277162,187.749626,283.4177479
GXM22_RS04110,450.9613134,432.695405,495.3534424,450.6285617,322.181392,343.1825427,233.0106966,297.4136861
GXM22_RS04115,1412.685332,1351.167807,1579.110145,1558.296047,1165.630923,1037.850432,823.0809499,930.7298881
GXM22_RS04120,218.6182019,193.828239,192.9415342,205.3885281,251.213561,264.3059099,584.2030775,464.1986159
GXM22_RS04125,16.66596158,14.47679794,8.210278051,9.19650126,10.04854244,8.302803453,6.705343787,20.99390725
GXM22_RS04130,3.921402725,0.804266552,1.368379675,2.043666947,1.256067805,2.767601151,0.838167973,9.330625445
GXM22_RS04135,0,0.804266552,0,5.109167367,1.884101707,1.383800575,0.838167973,1.166328181
GXM22_RS04140,6.862454769,4.02133276,5.473518701,6.13100084,1.256067805,6.919002877,3.352671894,10.49695363
GXM22_RS04145,63.72279429,52.27732588,51.99842766,36.78600504,54.63894951,63.65482647,62.86259801,54.81742449
GXM22_RS04150,0,0,0,0,0,0,1.676335947,0
GXM22_RS04155,0.980350681,0,0,0,0,0,2.51450392,2.332656361
GXM22_RS04160,22.54806567,27.34506277,31.47273253,32.69867115,30.77366122,26.29221093,39.39389475,34.98984542
GXM22_RS04165,31.3712218,33.77919518,35.57787155,28.61133725,25.1213561,38.74641611,48.61374246,41.9878145
GXM22_RS04170,17.64631226,16.08533104,25.99921383,10.21833473,11.30461024,20.75700863,26.82137515,27.99187633
GXM22_RS04175,104.8975229,94.09918658,93.04981791,109.3361816,82.90047513,73.3414305,129.0778679,86.30828537
GXM22_RS04180,66.66384633,69.16692347,94.41819759,100.1396804,59.66322073,78.8766328,80.46412545,64.14804993
GXM22_RS04185,28.43016976,30.56212897,32.8411122,29.63317073,23.23725439,29.05981209,41.0702307,34.98984542
GXM22_RS04190,27.44981908,28.14932932,13.68379675,16.34933557,16.95691537,17.98940748,20.95419934,24.49289179
GXM22_RS04195,101.9564709,101.3375855,80.73440084,83.79034481,70.33979708,78.8766328,111.4763405,122.464459
GXM22_RS04200,21.56771499,26.54079621,9.578657726,24.52400336,24.4933222,19.37320806,25.98320718,30.3245327
GXM22_RS04205,183.3255774,156.0277111,95.78657726,126.7073507,107.3937973,175.7426731,88.00763721,139.9593817
GXM22_RS04210,321.5550235,413.3930077,314.7273253,335.1613792,319.0412225,247.700303,292.5206227,227.4339952
GXM22_RS04215,240.1859169,306.4255563,259.9921383,258.5238687,298.9441376,229.7108955,281.6244391,198.2757907
GXM22_RS15020,151.9543556,213.1306363,108.1019943,168.6025231,97.34525488,167.4398696,112.3145084,111.9675053
GXM22_RS04220,967.6061225,1187.901697,747.1353027,1062.706812,774.3658017,852.4211545,694.003082,602.9916694
GXM22_RS04225,905.8440295,1002.116124,762.1874791,919.650126,755.5247847,790.1501286,779.4962153,621.6529203
GXM22_RS04230,677.4223208,775.3129561,533.6680733,632.51492,478.5618337,603.3370509,497.8717762,498.0221331
GXM22_RS04235,464.6862229,476.9300653,292.8332505,473.1088981,336.6261717,391.6155629,248.9358881,270.5881379
GXM22_RS04240,299.0069578,369.1583473,275.0443147,383.1875525,298.9441376,326.5769358,221.276345,250.7605588
GXM22_RS04245,193.1290842,230.8245004,176.5209781,233.9998654,178.9896622,190.9644794,157.575579,149.2900071
GXM22_RS04250,245.0876703,324.1194204,290.0964911,313.7028763,250.5855271,312.7389301,214.5710012,222.7686825
GXM22_RS04255,256.8518785,280.6890266,275.0443147,343.336047,251.213561,297.5171237,202.8366496,257.7585279
GXM22_RS04260,0.980350681,0,0,1.021833473,1.256067805,1.383800575,2.51450392,1.166328181
GXM22_RS04270,220.5789033,251.7354308,264.0972773,244.2182001,221.0679337,246.3165024,165.9572587,185.4461807
GXM22_RS04275,794.0840519,858.1524109,979.7598474,942.1304624,994.8057015,1147.170677,1031.784775,930.7298881
GXM22_RS04280,165.6792651,150.3978452,233.9929245,148.1658536,202.2269166,130.0772541,216.2473371,267.0891534
GXM22_RS04285,444.0988586,378.809546,507.6688595,430.1918923,551.4137664,340.4149416,676.4015546,710.293862
GXM22_RS04290,376.4546616,279.8847601,414.6190416,318.8120437,374.9362398,235.2460978,537.265671,670.6387039
GXM22_RS04295,695.0686331,632.1535098,882.6048905,689.7375945,891.1801076,567.358236,1216.181729,1327.28147
GXM22_RS04300,188.2273308,149.5935787,220.3091277,158.3841884,221.0679337,160.5208668,274.0809273,346.3994696
GXM22_RS04305,51.95858611,45.03892691,47.89328863,44.96067283,43.33433927,30.44361266,72.08244571,89.80726991
GXM22_RS04310,251.9501251,215.5434359,327.0427424,227.8688645,296.432002,188.1968783,423.2748266,419.878145
GXM22_RS04315,96.07436677,101.3375855,75.26088214,81.74667787,285.7554256,365.3233519,730.0443048,593.6610439
GXM22_RS04320,135.288394,157.6362442,149.1533846,159.4060218,176.4775266,175.7426731,214.5710012,153.9553198
GXM22_RS04325,4321.385803,4503.892691,3007.698526,3626.486997,1809.365673,1798.940748,2054.349703,2597.412858
GXM22_RS04330,419.5900916,420.6314067,462.5123302,431.2137257,368.0278668,332.1121381,288.3297829,319.5739215
GXM22_RS04335,299.9873085,308.8383559,321.5692237,282.0260386,238.024849,231.0946961,211.2183293,230.9329798
GXM22_RS04340,432.3346505,328.9450197,305.1486676,304.506375,213.5315268,243.5489013,243.0687123,271.7544661
GXM22_RS04345,135.288394,133.5082476,125.8909301,144.0785197,127.4908822,102.4012426,104.7709967,129.462428
GXM22_RS04350,419.5900916,387.656478,343.4632985,370.9255508,195.3185437,166.0560691,221.276345,247.2615743
GXM22_RS04355,190.1880322,160.0490438,175.1525984,166.5588562,81.01637342,65.03862705,103.9328287,127.1297717
GXM22_RS04360,140.1901474,107.771718,110.8387537,138.9693524,70.96783098,47.04921957,71.24427774,90.97359809
GXM22_RS04365,387.2385191,384.4394118,373.5676513,365.8163834,438.3676639,384.69656,377.175588,356.8964233
GXM22_RS04370,185.2862788,123.0527824,124.5225504,118.5326829,133.1431873,185.4292771,168.4717627,192.4441498
GXM22_RS04400,271.5571387,286.3188925,283.2545928,252.3928679,256.8658661,231.0946961,281.6244391,261.2575125
GXM22_RS04405,499.9788475,444.7594032,521.3526562,416.9080571,430.8312571,427.5943778,364.6030684,432.707755
GXM22_RS04410,82.34945723,57.10292519,53.36680733,57.22267451,67.19962756,49.81682072,56.99542219,60.64906539
GXM22_RS04415,3680.236458,3866.913582,4387.025239,4063.831723,3599.262295,3549.448476,2940.293251,3336.864925
GXM22_RS04420,591.1514608,665.1284385,781.3447945,727.545433,814.5599715,747.2523108,765.2473597,675.3040166
GXM22_RS04425,295.0855551,280.6890266,284.6229724,257.5020353,260.0060356,300.2847249,181.0442823,159.7869607
GXM22_RS04430,933.2938486,977.1838606,1072.809665,935.9994616,842.1934632,787.3825275,487.8137605,517.8497122
GXM22_RS04435,196.0701363,147.9850456,177.8893578,181.8863583,121.8385771,166.0560691,70.40610977,135.294069
GXM22_RS04440,235.2841635,212.3263697,255.8869993,224.8033641,180.8737639,174.3588725,93.03664505,153.9553198
GXM22_RS04445,2117.557472,2173.93249,2371.401977,2167.308797,1886.613843,1670.247295,1069.502334,1274.796701
GXM22_RS04450,307.8301139,258.9738297,281.8862131,270.7858704,246.8173237,249.0841036,151.7084032,164.4522735
GXM22_RS04455,716.636348,732.6868288,737.5566449,789.8772749,651.8991908,545.2174267,344.4870371,451.3690059
GXM22_RS04460,530.3697186,495.428196,524.0894156,529.3097392,450.3003081,412.3725715,261.5084077,349.8984542
GXM22_RS04465,405.8651821,385.2436784,374.936031,427.1263918,336.6261717,312.7389301,167.6335947,311.4096242
GXM22_RS04470,4174.333201,3616.786684,4069.561154,3482.408477,4184.589892,3912.004227,2631.009269,2862.169355
GXM22_RS04475,3993.948676,4407.380705,4314.501116,4380.6001,3653.901245,3344.645991,1446.677922,1800.810711
GXM22_RS04480,12.74455886,10.45546518,4.105139026,10.21833473,9.420508537,1.383800575,20.11603136,22.16023543
GXM22_RS04485,44.11578066,37.80052794,39.68301058,41.89517241,36.42596634,30.44361266,90.52214113,60.64906539
GXM22_RS04490,60.78174224,53.88585898,54.73518701,45.9825063,33.91383073,31.82741324,99.74198884,60.64906539
GXM22_RS04495,30.39087112,34.58346173,30.10435285,42.91700588,28.88955951,27.67601151,41.90839867,44.32047086
GXM22_RS04500,166.6596158,162.4618435,157.3636626,178.8208578,208.5072556,200.6510834,137.4595476,157.4543044
GXM22_RS04505,793.1037012,883.8889406,743.0301636,722.4362656,617.3573261,698.8192906,429.1420024,463.0322877
GXM22_RS04510,2735.178401,3122.162755,2363.191699,2328.758486,2221.355913,2417.499605,3095.354326,2777.027398
GXM22_RS04515,179.4041747,149.5935787,123.1541708,138.9693524,239.9089507,232.4784967,217.9236731,179.6145398
GXM22_RS04520,1203.870637,1266.719819,1372.484814,1315.09968,985.385193,880.097166,607.6717807,749.9490201
GXM22_RS04525,161.7578624,206.6965039,175.1525984,168.6025231,162.6607807,184.0454765,147.5175633,113.1338335
GXM22_RS04530,476.4504311,532.4244574,455.6704318,491.5019007,363.0035956,312.7389301,295.8732946,216.9370416
GXM22_RS04535,885.2566652,1451.701126,782.7131742,972.7854666,1102.827533,1098.737657,224.6290169,295.0810297
GXM22_RS04540,265.6750346,445.5636698,229.8877854,281.0042052,305.2244766,278.1439157,81.30229342,68.81336266
GXM22_RS04545,548.9963815,823.5689492,402.3036245,549.7464086,518.7560034,608.8722532,129.0778679,144.6246944
GXM22_RS04550,1189.165376,1923.001326,925.0246604,1303.859512,1317.615127,1441.9202,295.8732946,323.072906
GXM22_RS04555,1068.582243,1290.043549,985.2333661,1033.073642,1787.384486,1577.532656,890.9725557,678.8030011
GXM22_RS04560,161.7578624,205.0879707,192.9415342,192.104693,357.9793244,322.4255341,441.714522,376.7240023
GXM22_RS04565,48.03718338,41.01759415,53.36680733,23.50216989,65.94355976,69.19002877,46.93740651,36.1561736
GXM22_RS04575,1.960701363,1.608533104,0,1.021833473,0.628033902,2.767601151,0.838167973,2.332656361
GXM22_RS04580,6.862454769,3.217066208,1.368379675,6.13100084,7.53640683,8.302803453,5.029007841,4.665312722
GXM22_RS04585,17.64631226,18.49813069,17.78893578,16.34933557,26.3774239,29.05981209,23.46870326,17.49492271
GXM22_RS04590,16.66596158,19.30239725,5.473518701,12.26200168,17.58494927,23.52460978,21.79236731,15.16226635
GXM22_RS04595,1.960701363,2.412799656,1.368379675,3.06550042,0.628033902,2.767601151,5.867175814,5.831640903
GXM22_RS04600,0,0,1.368379675,1.021833473,0.628033902,1.383800575,0,1.166328181
GXM22_RS04605,0.980350681,0.804266552,0,0,1.256067805,1.383800575,2.51450392,4.665312722
GXM22_RS04610,0.980350681,0,1.368379675,0,1.256067805,6.919002877,0.838167973,3.498984542
GXM22_RS04615,0,0.804266552,0,1.021833473,1.256067805,2.767601151,1.676335947,3.498984542
GXM22_RS04620,0,0.804266552,2.73675935,4.087333893,1.884101707,1.383800575,2.51450392,2.332656361
GXM22_RS04625,0,2.412799656,1.368379675,1.021833473,3.140169512,1.383800575,0.838167973,0
GXM22_RS04630,0.980350681,1.608533104,0,0,1.884101707,5.535202302,1.676335947,5.831640903
GXM22_RS04635,0.980350681,0,0,0,0.628033902,1.383800575,0,0
GXM22_RS04640,0,0,0,1.021833473,1.256067805,4.151401726,0.838167973,0
GXM22_RS04645,0.980350681,0,0,1.021833473,1.884101707,2.767601151,0.838167973,0
GXM22_RS04650,0,0,0,0,1.256067805,0,0,0
GXM22_RS04655,0.980350681,1.608533104,1.368379675,0,2.51213561,1.383800575,0,0
GXM22_RS04660,0,0,0,0,0,2.767601151,0.838167973,0
GXM22_RS04665,0,0,0,0,1.256067805,4.151401726,0,1.166328181
GXM22_RS04670,0,0,1.368379675,0,0.628033902,2.767601151,0,0
GXM22_RS04675,0,0,0,0,0,0,0,1.166328181
GXM22_RS04680,0,1.608533104,0,0,0,0,0.838167973,3.498984542
GXM22_RS04685,0,0.804266552,0,0,0.628033902,0,0,1.166328181
GXM22_RS04690,0,0.804266552,0,1.021833473,1.884101707,0,0,0
GXM22_RS04695,0,1.608533104,1.368379675,5.109167367,3.140169512,4.151401726,0.838167973,2.332656361
GXM22_RS04700,0.980350681,0.804266552,1.368379675,1.021833473,2.51213561,0,0.838167973,0
GXM22_RS04705,1.960701363,3.217066208,5.473518701,0,3.768203415,0,0.838167973,0
GXM22_RS04710,0.980350681,0.804266552,1.368379675,2.043666947,0.628033902,0,0,0
GXM22_RS04715,4.901753407,2.412799656,4.105139026,7.152834313,6.280339025,6.919002877,3.352671894,1.166328181
GXM22_RS04720,0,1.608533104,1.368379675,0,0,0,0,0
GXM22_RS04725,12.74455886,4.825599312,15.05217643,7.152834313,12.56067805,6.919002877,3.352671894,3.498984542
GXM22_RS04730,10.78385749,11.25973173,8.210278051,4.087333893,8.792474635,13.83800575,5.029007841,4.665312722
GXM22_RS04735,8.823156132,4.02133276,2.73675935,3.06550042,6.908372927,1.383800575,6.705343787,3.498984542
GXM22_RS04740,13.72490954,16.08533104,13.68379675,7.152834313,15.07281366,17.98940748,6.705343787,11.66328181
GXM22_RS04745,3.921402725,4.02133276,0,4.087333893,4.396237317,4.151401726,2.51450392,0
GXM22_RS04750,1.960701363,3.217066208,4.105139026,2.043666947,5.02427122,5.535202302,0.838167973,1.166328181
GXM22_RS04755,2.941052044,4.825599312,2.73675935,1.021833473,2.51213561,2.767601151,1.676335947,2.332656361
GXM22_RS04760,6.862454769,3.217066208,4.105139026,2.043666947,4.396237317,9.686604028,4.190839867,3.498984542
GXM22_RS04765,28.43016976,18.49813069,16.4205561,10.21833473,16.95691537,29.05981209,14.24885555,10.49695363
GXM22_RS04770,1.960701363,4.02133276,2.73675935,5.109167367,4.396237317,4.151401726,5.029007841,4.665312722
GXM22_RS04775,2.941052044,2.412799656,2.73675935,3.06550042,0.628033902,2.767601151,0.838167973,3.498984542
GXM22_RS04780,23.52841635,30.56212897,13.68379675,13.28383515,6.280339025,13.83800575,5.029007841,6.997969084
GXM22_RS04785,2.941052044,0,0,1.021833473,1.256067805,0,0,1.166328181
GXM22_RS04790,1.960701363,0.804266552,1.368379675,3.06550042,1.256067805,1.383800575,0,3.498984542
GXM22_RS04795,0.980350681,1.608533104,1.368379675,0,0,0,0,1.166328181
GXM22_RS04800,1.960701363,4.02133276,1.368379675,2.043666947,0.628033902,1.383800575,1.676335947,0
GXM22_RS04805,4.901753407,0.804266552,1.368379675,1.021833473,0,1.383800575,0,0
GXM22_RS04810,8.823156132,5.629865864,2.73675935,7.152834313,3.140169512,0,4.190839867,1.166328181
GXM22_RS04815,3.921402725,2.412799656,0,3.06550042,1.884101707,4.151401726,1.676335947,0
GXM22_RS04820,2.941052044,0.804266552,1.368379675,1.021833473,1.884101707,1.383800575,2.51450392,2.332656361
GXM22_RS04825,7.842805451,3.217066208,5.473518701,3.06550042,2.51213561,4.151401726,2.51450392,3.498984542
GXM22_RS04830,4.901753407,3.217066208,4.105139026,4.087333893,6.280339025,1.383800575,1.676335947,4.665312722
GXM22_RS04835,10.78385749,10.45546518,13.68379675,5.109167367,11.93264415,6.919002877,8.381679734,17.49492271
GXM22_RS04840,0.980350681,4.02133276,1.368379675,0,1.884101707,1.383800575,1.676335947,0
GXM22_RS04845,4.901753407,7.238398968,5.473518701,4.087333893,4.396237317,2.767601151,5.029007841,9.330625445
GXM22_RS04850,1.960701363,1.608533104,1.368379675,0,0.628033902,0,1.676335947,2.332656361
GXM22_RS04855,2.941052044,1.608533104,2.73675935,2.043666947,0.628033902,0,2.51450392,1.166328181
GXM22_RS04860,15.6856109,12.86826483,6.841898376,4.087333893,7.53640683,6.919002877,5.029007841,9.330625445
GXM22_RS04865,4.901753407,4.02133276,6.841898376,1.021833473,1.256067805,4.151401726,5.029007841,2.332656361
GXM22_RS04870,48.03718338,46.64746001,45.15652928,52.11350714,44.59040707,40.13021669,54.48091827,47.81945541
GXM22_RS04875,17.64631226,17.69386414,2.73675935,12.26200168,11.93264415,11.0704046,17.60152744,27.99187633
GXM22_RS04880,12.74455886,11.25973173,9.578657726,15.3275021,18.84101707,26.29221093,21.79236731,25.65921997
GXM22_RS04885,0,0.804266552,1.368379675,2.043666947,0.628033902,0,3.352671894,1.166328181
GXM22_RS04890,133.3276927,152.0063783,172.4158391,162.4715223,167.685052,138.3800575,170.1480986,200.6084471
GXM22_RS04895,37.25332589,25.73652966,28.73597318,21.45850294,40.19416976,48.43302014,51.12824638,41.9878145
GXM22_RS04900,400.9634287,398.9162098,492.6166831,430.1918923,408.2220366,369.4747537,393.9389475,354.5637669
GXM22_RS04905,167.6399665,252.5396973,142.3114862,182.9081917,574.0229869,568.7420365,635.3313239,410.5475196
GXM22_RS04910,2599.890007,2698.314282,2725.812313,2467.727838,1632.260113,1504.191226,1239.650433,1249.137481
GXM22_RS04915,196.0701363,165.6789097,151.8901439,156.3405214,104.2536278,124.5420518,103.0946607,106.1358644
GXM22_RS04920,326.4567769,334.5748856,365.3573733,317.7902102,221.0679337,167.4398696,241.3923763,218.1033698
GXM22_RS04925,59.80139156,35.38772829,50.63004798,40.87333893,84.78457683,59.50342475,72.92061369,54.81742449
GXM22_RS04930,122.5438352,123.857049,127.2593098,122.6200168,167.685052,161.9046673,135.7832117,104.9695363
GXM22_RS04935,38.23367657,36.99626139,49.26166831,41.89517241,46.47450878,29.05981209,27.65954312,27.99187633
GXM22_RS04940,5.882104088,7.238398968,8.210278051,9.19650126,5.652305122,6.919002877,5.029007841,2.332656361
GXM22_RS04945,81.36910655,53.88585898,67.05060408,71.52834313,62.17535634,89.94703741,127.401532,120.1318026
GXM22_RS04950,203.9129417,205.8922373,249.0451009,194.1483599,214.1595607,197.8834823,243.9068803,263.5901688
GXM22_RS04955,1333.276927,1335.886743,1313.644488,1343.711017,830.888853,952.0547959,1179.302339,1055.527003
GXM22_RS04960,482.3325352,521.9689922,507.6688595,517.0477375,423.9228842,401.3021669,414.8931468,347.5657978
GXM22_RS04965,409.7865848,461.6490008,493.9850627,454.7158956,355.4671888,326.5769358,351.1923809,326.5718906
GXM22_RS04970,573.5051486,631.3492433,510.4056188,587.5542472,485.4702066,467.7245945,439.2000181,482.8598668
GXM22_RS04975,290.1838017,281.4932932,275.0443147,258.5238687,329.7177988,253.2355053,264.0229116,214.6043852
GXM22_RS04980,396.0616753,349.8559501,385.8830684,322.8993776,393.7772568,345.9501439,253.126728,335.902516
GXM22_RS04985,733.3023096,780.1385554,790.9234523,721.4144322,710.3063437,585.3476434,505.415288,480.5272104
GXM22_RS04990,871.5317557,919.2766689,888.0784092,858.3401176,803.2553613,787.3825275,652.9328513,584.3304185
GXM22_RS04995,108.8189256,132.7039811,124.5225504,125.6855172,119.3264415,88.56323683,82.1404614,72.3123472
GXM22_RS05000,151.9543556,126.2698487,135.4695878,165.5370227,112.4180685,138.3800575,108.9618365,120.1318026
GXM22_RS05005,400.9634287,379.6138125,385.8830684,419.9735575,401.9416976,344.5663433,305.0931423,302.0789988
GXM22_RS05010,355.8672973,320.0980877,314.7273253,355.5980487,346.6747142,363.9395514,237.2015365,276.4197788
GXM22_RS05015,493.1163927,609.6340464,591.1400197,527.2660722,1724.581096,1581.684058,2933.587907,1909.279232
GXM22_RS05020,1090.149958,1021.418521,848.3953986,818.4886121,1629.747977,1410.092786,1708.18633,1667.849298
GXM22_RS05025,1016.623657,1023.831321,829.2380832,902.2789569,1452.642416,1538.78624,1690.584802,1470.739836
GXM22_RS05030,32.35157248,29.75786242,27.3675935,34.74233809,77.87620391,73.3414305,55.31908625,47.81945541
GXM22_RS05035,44.11578066,50.66879277,51.99842766,38.82967199,138.1674585,99.63364144,73.75878166,57.15008085
GXM22_RS05040,49.99788475,36.19199484,23.26245448,25.54583683,68.45569537,77.49283223,40.23206272,67.64703448
GXM22_RS05045,493.1163927,538.0543233,562.4040465,508.8730697,555.1819698,527.2280193,587.5557494,444.3710368
GXM22_RS05050,637.2279429,599.9828478,630.8230303,563.0302438,597.8882751,564.5906348,471.0504011,447.8700214
GXM22_RS05055,570.5640965,641.8047085,593.876779,578.3577459,466.6291895,513.3900135,318.5038299,405.8822069
GXM22_RS05060,269.5964374,321.7066208,307.8854269,309.6155424,219.183832,190.9644794,156.737411,184.2798525
GXM22_RS05065,126.4652379,107.771718,108.1019943,94.00867955,64.68749195,51.20062129,62.86259801,66.4807063
GXM22_RS05070,1812.66841,1894.04773,1750.157605,1881.195424,346.6747142,275.3763145,782.0107192,879.4114482
GXM22_RS05085,21.56771499,15.28106449,23.26245448,12.26200168,22.60922049,27.67601151,26.82137515,20.99390725
GXM22_RS05095,37.25332589,38.60479449,35.57787155,25.54583683,37.05400025,27.67601151,24.30687123,34.98984542
GXM22_RS05100,0,0,0,0,0,0,0,0
GXM22_RS05105,0,0,0,0,0,0,0,0
GXM22_RS05110,0,0,1.368379675,0,0,0,0,0
GXM22_RS05115,0,0,0,0,0,0,0,0
GXM22_RS05125,7195.774001,7506.219729,6491.593179,6187.201681,8564.498328,8607.23958,6271.172777,6220.028187
GXM22_RS05130,126347.5958,135126.4319,111964.9302,111446.2678,110084.2946,104683.1297,118793.5469,112981.0445
GXM22_RS05135,356.847648,326.5322201,280.5178334,269.764037,272.5667137,333.4959387,217.9236731,269.4218097
GXM22_RS05140,581.347954,539.6628564,474.8277473,510.9167367,516.8719017,678.062282,414.8931468,429.2087705
GXM22_RS05145,1203.870637,1372.883004,1242.488745,1198.610664,1380.418518,1522.180633,857.4458368,1036.865753
GXM22_RS05150,1542.091622,1674.482961,1559.95283,1465.309201,1881.589572,1785.102742,1043.519127,1215.313964
GXM22_RS05155,199.991539,206.6965039,250.4134806,205.3885281,227.9763066,154.9856645,238.0397045,221.6023543
GXM22_RS05160,20.58736431,12.86826483,17.78893578,23.50216989,22.60922049,22.14080921,27.65954312,19.82757907
GXM22_RS05165,288.2231003,267.0164952,361.2522342,291.2225399,419.5266468,373.6261554,310.9603181,342.9004851
GXM22_RS05170,62.7424436,86.05652106,99.89171629,69.48467619,119.3264415,113.4716472,95.55114897,80.47664446
GXM22_RS05175,24.50876703,29.75786242,24.63083415,31.67683767,67.19962756,53.96822244,45.26107056,37.32250178
GXM22_RS05180,80.38875587,57.10292519,77.99764149,55.17900756,55.89501732,44.28161842,63.70076598,73.47867538
GXM22_RS05185,50.97823543,55.49439208,42.41976993,56.20084103,72.22389878,70.57382935,99.74198884,71.14601902
GXM22_RS05190,186.2666295,163.26611,187.4680155,161.4496888,272.5667137,238.013699,317.6656619,256.5921997
GXM22_RS05195,186.2666295,190.6111728,194.3099139,177.7990244,296.432002,257.386907,314.31299,268.2554815
GXM22_RS05200,71.56559974,91.68638692,76.62926181,74.59384355,128.1189161,124.5420518,151.7084032,114.3001617
GXM22_RS05205,237.2448649,198.6538383,201.1518123,200.2793608,323.4374598,337.6473404,359.5740606,327.7382188
GXM22_RS05210,238.2252156,219.5647687,210.73047,231.9561984,373.680172,381.9289588,435.8473462,382.5556432
GXM22_RS05215,227.4413581,237.2586328,244.9399619,219.6941968,394.4052907,340.4149416,403.9969632,366.2270487
GXM22_RS05220,703.8917892,673.171104,696.5052547,679.5192598,1139.881533,1089.051053,1237.974097,1022.869814
GXM22_RS05225,631.3458388,653.0644402,652.7171051,652.9515894,860.4064464,773.5445217,750.1603362,814.0970701
GXM22_RS05230,67.64419701,68.36265692,73.89250246,95.03051302,94.20508537,127.3096529,74.59694963,100.3042235
GXM22_RS05235,1331.316225,1417.921931,1492.902226,1378.453356,2213.819506,1967.764418,1579.94663,1184.989432
GXM22_RS05240,322.5353742,375.5924798,429.671218,345.379714,602.2845125,485.714002,331.0763495,339.4015006
GXM22_RS05245,369.5922069,388.4607446,413.2506619,404.6460554,601.6564786,589.4990452,390.5862756,384.8882996
GXM22_RS05250,535.271472,515.5348598,615.7708538,465.9560638,852.2420056,766.6255188,571.6305579,499.1884613
GXM22_RS05255,813.6910655,850.914012,1008.495821,868.5584523,1389.210992,1161.008683,835.6534695,716.1255029
GXM22_RS05260,292.144503,293.5572915,328.411122,254.4365349,397.5454603,339.031141,201.1603136,239.097277
GXM22_RS05265,24816.59715,26504.60422,21068.94186,25878.95455,13897.13419,13564.01324,17023.19154,20109.83049
