,Gal.1,Gal.2,Glc.1,Glc.2,NAG.1,NAG.2,Fru.1,Fru.2
GXM22_RS07530,498.9984968,578.2676509,581.561362,606.9690832,705.2820725,720.9600998,553.1908625,579.6651058
GXM22_RS07535,1264.652379,1360.014739,968.81281,1086.208982,491.7505456,422.0591755,396.4534514,477.0282259
GXM22_RS07540,321.5550235,316.8810215,317.4640846,292.2443734,466.6291895,395.7669646,452.6107056,293.9147015
GXM22_RS07545,1093.09101,979.5966603,930.4981791,874.6894532,1227.178245,1199.755099,1209.476386,1013.539189
GXM22_RS07550,437.2364039,490.6025967,503.5637205,425.0827249,596.0041734,516.1576147,632.8168199,433.8740832
GXM22_RS07555,1602.873364,1493.522987,1205.542494,1332.470849,863.5466159,802.6043338,1191.874858,980.8819999
GXM22_RS07560,2102.852211,2068.573572,1740.578947,1761.640908,1134.857262,1053.072238,1450.868762,1232.808887
GXM22_RS07565,490.1753407,538.8585898,374.936031,436.3228931,441.5078334,542.4498256,284.977111,367.3933769
GXM22_RS07570,869.5710543,932.1449337,807.3440084,894.1042892,938.2826503,989.4174115,515.4733037,612.3222948
GXM22_RS07575,1038.191372,1188.705964,994.8120239,1115.842153,1099.059329,1216.360706,880.0763721,751.1153483
GXM22_RS07580,7.842805451,4.825599312,0,2.043666947,5.02427122,4.151401726,2.51450392,3.498984542
GXM22_RS07585,0.980350681,4.02133276,1.368379675,1.021833473,6.908372927,6.919002877,0.838167973,2.332656361
GXM22_RS07595,102.9368215,82.0351883,79.36602116,71.52834313,153.8683061,112.0878466,97.22748492,118.9654744
GXM22_RS07600,0.980350681,0.804266552,1.368379675,1.021833473,3.768203415,5.535202302,3.352671894,2.332656361
GXM22_RS07605,31.3712218,35.38772829,25.99921383,31.67683767,23.86528829,13.83800575,36.87939083,29.15820452
GXM22_RS07610,126.4652379,136.7253138,179.2577374,203.3448612,173.965391,189.5806788,238.0397045,157.4543044
GXM22_RS07615,73.5263011,83.6437214,84.83953986,94.00867955,84.78457683,103.7850432,142.4885555,104.9695363
GXM22_RS07620,57.8406902,73.99252278,98.52333661,80.72484439,113.0461024,88.56323683,123.2106921,86.30828537
GXM22_RS07625,385.2778178,358.7028822,339.3581594,294.2880403,187.7821368,139.7638581,200.3221456,199.4421189
GXM22_RS07630,269.5964374,254.952497,190.2047749,198.2356938,93.57705147,92.71463856,145.0030594,143.4583662
GXM22_RS07635,357.8279987,338.5962184,273.675935,227.8688645,168.3130859,159.1370662,226.3053528,197.1094625
GXM22_RS07640,173.5220706,164.0703766,121.7857911,126.7073507,83.52850903,106.5526443,122.3725241,109.634849
GXM22_RS07645,632.3261895,647.4345743,507.6688595,491.5019007,411.99024,362.5557508,427.4656664,390.7199405
GXM22_RS07650,88.23156132,69.97119002,51.99842766,55.17900756,52.75484781,51.20062129,59.50992611,53.65109631
GXM22_RS07655,46.07648202,30.56212897,35.57787155,37.80783851,36.42596634,30.44361266,21.79236731,24.49289179
GXM22_RS07660,157.8364597,123.857049,119.0490317,138.9693524,135.6553229,160.5208668,121.5343561,115.4664899
GXM22_RS07665,164.6989145,156.0277111,140.9431065,174.7335239,184.6419673,161.9046673,126.563364,132.9614126
GXM22_RS07670,0,0,0,2.043666947,0.628033902,1.383800575,0,0
GXM22_RS07675,0,0,0,0,0,0,0,0
GXM22_RS07680,0,0,0,0,0.628033902,0,0,1.166328181
GXM22_RS07685,0,3.217066208,0,1.021833473,0,0,0,1.166328181
GXM22_RS07690,0.980350681,1.608533104,0,3.06550042,0.628033902,0,0,0
GXM22_RS07695,0,0,0,0,0,0,0,0
GXM22_RS07700,1.960701363,0.804266552,0,2.043666947,0.628033902,0,1.676335947,1.166328181
GXM22_RS07705,1.960701363,1.608533104,1.368379675,0,1.256067805,0,2.51450392,0
GXM22_RS07710,709.7738933,673.9753705,618.5076132,622.2965853,588.4677666,593.6504469,567.439718,494.5231486
GXM22_RS07715,68.62454769,61.9285245,65.68222441,53.13534061,36.42596634,34.59501439,39.39389475,52.48476813
GXM22_RS07720,0.980350681,0.804266552,1.368379675,0,0,0,0,0
GXM22_RS07725,5137.03757,5506.813081,4517.021308,4617.665466,1491.580518,1405.941385,989.0382086,1413.589755
GXM22_RS07730,1195.047481,1135.624371,842.9218799,818.4886121,584.0715293,628.2454613,519.6641435,514.3507277
GXM22_RS07735,227.4413581,227.6074342,161.4688017,171.6680235,124.9787466,134.2286558,110.6381725,130.6287562
GXM22_RS07740,317.6336207,308.8383559,199.7834326,212.5413624,149.4720688,139.7638581,185.2351221,132.9614126
GXM22_RS07745,216.6575006,231.628767,164.205561,169.6243566,118.0703737,110.704046,126.563364,110.8011772
GXM22_RS07750,249.0090731,201.066638,191.5731545,179.8426913,90.43688195,87.17943626,134.9450437,89.80726991
GXM22_RS07755,240.1859169,262.9951625,205.2569513,238.0871993,194.0624759,236.6298984,274.9190953,274.0871224
GXM22_RS07760,73.5263011,62.73279105,62.94546506,71.52834313,54.01091561,85.79563568,73.75878166,79.31031628
GXM22_RS07765,115.6813804,128.6826483,131.3644488,117.5108494,126.8628483,123.1582512,145.8412274,162.1196171
GXM22_RS07770,10.78385749,12.06399828,8.210278051,11.24016821,14.44477976,11.0704046,5.867175814,10.49695363
GXM22_RS07775,1.960701363,8.04266552,5.473518701,7.152834313,7.53640683,5.535202302,3.352671894,5.831640903
GXM22_RS07780,8.823156132,8.846932071,5.473518701,7.152834313,13.18871195,9.686604028,5.867175814,12.82960999
GXM22_RS07785,3.921402725,6.434132416,1.368379675,8.174667787,6.908372927,1.383800575,0,3.498984542
GXM22_RS07790,4.901753407,4.825599312,0,3.06550042,2.51213561,4.151401726,1.676335947,3.498984542
GXM22_RS07795,296.0659058,299.1871573,238.0980635,265.6767031,283.24329,273.9925139,191.1022979,186.6125089
GXM22_RS07800,1836.196826,2087.875969,1577.741765,1816.819916,2073.139912,1774.032338,1127.335924,1242.139512
GXM22_RS07805,2495.972835,2457.034316,1540.795514,1773.90291,1216.501669,1097.353856,1072.855006,1180.324119
GXM22_RS07810,1817.570163,1967.235986,2066.25331,1978.269604,2178.649608,2061.862857,1315.923718,1669.015626
GXM22_RS07815,1075.444697,1110.692108,1171.333002,1183.283162,1269.884551,1260.642324,784.5252231,1029.867783
GXM22_RS07820,3712.58803,3932.863439,4066.824395,3825.744524,3835.403042,3224.255341,2299.094751,2551.926059
GXM22_RS07825,329.3978289,308.8383559,262.7288976,279.9823717,317.1571207,286.4467191,171.8244346,194.7768062
GXM22_RS07830,788.2019478,733.4910954,678.7163189,694.8467619,800.1151917,702.9706924,435.8473462,505.0201022
GXM22_RS07835,115.6813804,119.8357162,95.78657726,103.2051808,177.7335944,174.3588725,94.712981,127.1297717
GXM22_RS07840,205.8736431,213.1306363,284.6229724,245.2400336,417.0145112,366.7071525,189.425962,206.440088
GXM22_RS07845,300.9676592,250.9311642,342.0949188,273.8513708,527.5484781,448.3513865,269.8900874,235.5982925
GXM22_RS07850,144.1115502,146.3765125,197.0466732,146.1221867,274.4508154,257.386907,126.563364,136.4603971
GXM22_RS07855,5282.129471,5115.13527,6257.600255,5170.477375,3952.845382,2976.555038,2503.607737,2879.664278
GXM22_RS07860,381.356415,423.8484729,336.6214001,384.209386,348.5588159,345.9501439,216.2473371,221.6023543
GXM22_RS07865,1053.876982,1113.104908,963.3392913,1010.593305,1134.229228,1105.65666,704.8992656,815.2633983
GXM22_RS07870,0.980350681,2.412799656,0,3.06550042,3.140169512,5.535202302,3.352671894,1.166328181
GXM22_RS07875,0.980350681,2.412799656,0,1.021833473,5.02427122,5.535202302,8.381679734,2.332656361
GXM22_RS07880,671.5402167,688.4521685,682.8214579,650.9079225,1081.47438,971.428004,687.2977382,620.4865921
GXM22_RS07885,102.9368215,72.38398968,73.89250246,85.83401176,140.6795942,114.8554478,100.5801568,80.47664446
GXM22_RS07890,269.5964374,279.8847601,317.4640846,304.506375,268.1704764,214.4890892,114.8290124,144.6246944
GXM22_RS07895,389.1992205,361.9199484,320.200844,369.9037173,316.5290868,323.8093347,158.413747,197.1094625
GXM22_RS07900,142.1508488,131.8997145,120.4174114,144.0785197,123.7226788,112.0878466,63.70076598,80.47664446
GXM22_RS07905,4785.091676,5064.466478,4560.809457,4693.281143,3820.958263,3325.272783,2799.481031,2645.232314
GXM22_RS07910,1125.442582,1187.901697,1139.860269,1113.798486,984.1291252,859.3401574,683.9450663,688.1336266
GXM22_RS07915,688.2061783,624.9151109,593.876779,640.6895878,542.6212917,492.6330049,366.2794044,342.9004851
GXM22_RS07920,947.0187582,984.4222596,1045.442072,978.9164674,914.417362,909.1569781,777.8198793,628.6508894
GXM22_RS07925,211.7557472,250.1268977,232.6245448,214.5850294,273.1947476,291.9819214,170.1480986,159.7869607
GXM22_RS07930,114.7010297,131.095448,99.89171629,110.3580151,150.7281366,146.682861,86.33130126,93.30625445
GXM22_RS07935,329.3978289,369.9626139,376.3044107,362.750883,481.7020032,489.8654037,259.8320718,281.0850915
GXM22_RS07940,654.8742551,668.3455047,617.1392335,579.3795794,1019.927058,1147.170677,548.1618546,529.512994
GXM22_RS07945,506.8413022,496.2324626,526.8261749,523.1787383,514.3597661,442.8161842,457.6397135,354.5637669
GXM22_RS07950,877.4138598,899.9742716,851.132158,884.9077879,853.4980734,810.9071372,520.5023115,593.6610439
GXM22_RS07955,43.13542998,24.12799656,23.26245448,36.78600504,27.00545781,26.29221093,24.30687123,30.3245327
GXM22_RS07960,194.1094349,213.1306363,202.5201919,173.7116905,211.6474251,197.8834823,202.8366496,191.2778216
GXM22_RS07965,162.7382131,204.2837042,184.7312562,146.1221867,239.2809168,211.7214881,220.438177,184.2798525
GXM22_RS07970,54.89963815,83.6437214,84.83953986,91.9650126,102.99756,78.8766328,108.9618365,67.64703448
GXM22_RS07975,14.70526022,8.04266552,15.05217643,20.43666947,35.79793244,27.67601151,37.7175588,22.16023543
GXM22_RS07980,48.03718338,20.91093035,15.05217643,19.41483599,38.93810195,42.89781784,48.61374246,50.15211177
GXM22_RS07985,46.07648202,55.49439208,34.20949188,56.20084103,68.45569537,67.8062282,53.6427503,51.31843995
GXM22_RS07990,222.5396047,312.8596887,284.6229724,307.5718755,368.0278668,379.1613577,244.7450482,215.7707134
GXM22_RS07995,299.0069578,344.2260842,339.3581594,369.9037173,323.4374598,398.5345657,271.5664234,289.2493888
GXM22_RS08000,96.07436677,82.0351883,88.94467889,95.03051302,50.8707461,59.50342475,43.58473462,45.48679904
GXM22_RS08005,40.19437793,34.58346173,32.8411122,35.76417157,19.46905098,15.22180633,14.24885555,25.65921997
GXM22_RS08010,41.17472862,26.54079621,21.8940748,41.89517241,22.60922049,40.13021669,18.43969542,36.1561736
GXM22_RS08015,39.21402725,31.36639553,31.47273253,36.78600504,23.23725439,34.59501439,33.52671894,45.48679904
GXM22_RS08020,33.33192317,39.40906105,42.41976993,53.13534061,38.31006805,40.13021669,26.82137515,11.66328181
GXM22_RS08025,5.882104088,16.08533104,10.9470374,19.41483599,23.86528829,12.45420518,9.219847708,12.82960999
GXM22_RS08030,128.4259393,114.2058504,127.2593098,124.6636837,409.4781044,347.3339444,695.6794179,533.0119785
GXM22_RS08035,63.72279429,89.27358727,71.15574311,73.57201008,64.68749195,45.66541899,100.5801568,85.14195719
GXM22_RS08040,192.1487335,197.8495718,103.9968553,86.85584523,869.198921,837.1993482,614.3771245,534.1783067
GXM22_RS08045,36.27297521,41.01759415,25.99921383,17.37116905,140.6795942,153.6018639,87.16946924,106.1358644
GXM22_RS08050,40.19437793,49.06025967,17.78893578,18.39300252,159.5206112,168.8236702,109.8000045,92.13992627
GXM22_RS08055,44.11578066,57.10292519,15.05217643,30.6550042,192.1783742,181.2778754,82.1404614,87.47461355
GXM22_RS08060,6.862454769,4.825599312,5.473518701,4.087333893,31.40169512,23.52460978,16.76335947,12.82960999
GXM22_RS08065,15.6856109,24.93226311,8.210278051,7.152834313,62.80339025,51.20062129,25.98320718,29.15820452
GXM22_RS08070,24.50876703,19.30239725,15.05217643,9.19650126,69.08372927,56.7358236,40.23206272,38.48882996
GXM22_RS08075,7.842805451,17.69386414,10.9470374,9.19650126,61.54732244,41.51401726,32.68855096,27.99187633
GXM22_RS08080,1338.17868,1277.175285,1410.799445,1300.794012,1198.288686,1123.646067,1158.348139,1062.524973
GXM22_RS08085,1659.733703,1630.248301,1847.312562,1626.75889,1511.677603,1358.892165,1526.30388,1239.806856
GXM22_RS08090,304.8890619,285.5146259,288.7281115,275.8950378,302.0843071,296.1333232,337.7816933,275.2534506
GXM22_RS08095,468.6076257,489.7983301,615.7708538,768.4187719,2265.318286,3214.568737,2429.010787,2028.244706
GXM22_RS08100,257.8322292,301.599957,332.5162611,316.7683767,303.3403749,262.9221093,165.1190908,173.7828989
GXM22_RS08105,46.07648202,41.8218607,42.41976993,42.91700588,41.45023756,42.89781784,37.7175588,27.99187633
GXM22_RS08110,979.3703306,940.9918658,983.8649865,821.5541125,993.5496337,837.1993482,954.6733217,907.4033245
GXM22_RS08115,2473.424769,2461.859916,2731.285832,2400.286829,3098.719275,2961.333232,3495.998617,2540.262777
GXM22_RS08120,760.7521287,820.351883,978.3914678,811.3357778,1110.991973,824.745143,1191.874858,801.2674601
GXM22_RS08125,14.70526022,8.04266552,4.105139026,8.174667787,6.908372927,6.919002877,6.705343787,5.831640903
GXM22_RS08130,332.338881,370.7668805,272.3075554,350.4888813,123.7226788,153.6018639,116.5053483,155.121648
GXM22_RS08135,183.3255774,205.8922373,171.0474594,195.1701934,84.15654293,62.2710259,61.18626206,79.31031628
GXM22_RS08140,409.7865848,402.9375425,329.7795017,414.8643902,136.9113907,159.1370662,140.8122195,143.4583662
GXM22_RS08145,59.80139156,57.10292519,64.31384473,56.20084103,36.42596634,48.43302014,29.33587907,25.65921997
GXM22_RS08150,39.21402725,49.86452622,43.78814961,54.15717409,30.77366122,29.05981209,19.27786339,16.32859453
GXM22_RS08155,107.8385749,94.09918658,97.15495694,91.9650126,44.59040707,49.81682072,20.11603136,39.65515814
GXM22_RS08160,60.78174224,67.55839036,57.47194636,60.28817493,37.05400025,38.74641611,15.08702352,25.65921997
GXM22_RS08165,45.09613134,50.66879277,38.31463091,41.89517241,30.14562732,38.74641611,20.95419934,18.66125089
GXM22_RS08170,230.3824101,238.8671659,259.9921383,217.6505298,269.4265442,264.3059099,750.9985042,463.0322877
GXM22_RS08175,3570.437181,3822.678921,4101.033887,3549.849486,3188.528123,2377.369389,2097.09627,2073.731505
GXM22_RS08180,210.7753965,180.1557076,150.5217643,161.4496888,136.2833568,130.0772541,141.6503875,164.4522735
GXM22_RS08185,800.9465066,727.056963,665.0325221,682.5847602,474.1655964,430.361979,275.7572633,265.9228252
GXM22_RS08190,617.6209292,567.8121857,544.6151107,528.2879057,424.5509181,419.2915744,367.9557403,271.7544661
GXM22_RS08195,164.6989145,190.6111728,232.6245448,210.4976955,250.5855271,262.9221093,306.7694783,220.4360261
GXM22_RS08200,37.25332589,40.2133276,31.47273253,36.78600504,18.21298317,22.14080921,41.90839867,37.32250178
GXM22_RS08205,33.33192317,40.2133276,31.47273253,22.48033641,27.63349171,16.60560691,33.52671894,27.99187633
GXM22_RS08210,84.31015859,109.3802511,49.26166831,84.81217829,51.49878,51.20062129,70.40610977,90.97359809
GXM22_RS08215,1420.528137,1392.989668,1527.111718,1448.959865,1610.90696,1522.180633,870.8565244,968.0523899
GXM22_RS08220,75.48700246,73.99252278,97.15495694,70.50650966,99.22935659,116.2392483,84.65496532,75.81133174
GXM22_RS08225,579.3872527,568.6164522,536.4048327,488.4364002,727.2632591,714.041097,367.9557403,409.3811914
GXM22_RS08230,2644.005788,2491.617778,2825.704029,2341.020487,3859.896365,3102.48089,2470.081018,1952.433374
GXM22_RS08235,295.0855551,309.6426225,320.200844,259.5457022,511.8476305,381.9289588,208.7038254,188.9451653
GXM22_RS08240,95.09401609,86.86078761,64.31384473,70.50650966,120.5825093,103.7850432,51.96641435,75.81133174
GXM22_RS08245,867.610353,830.0030816,748.5036823,741.8511016,772.4817,651.7700711,435.0091782,515.5170558
GXM22_RS08250,1751.886668,2141.761828,2266.036742,2034.470445,2055.554963,1760.194332,1524.627544,1221.145605
GXM22_RS08255,685.2651262,702.9289664,595.2451587,527.2660722,391.8931551,298.9009243,369.6320763,366.2270487
GXM22_RS08260,2869.486444,2567.218834,2786.021019,2682.312867,2039.854115,1808.627352,1689.746634,1663.183986
GXM22_RS08265,5985.040909,5199.583258,4938.482248,5094.861698,3797.721008,3855.268403,2715.664234,3438.335476
GXM22_RS08270,5396.830501,5222.102722,5492.676016,5146.975205,4169.517078,4136.17992,2626.818429,3357.858832
GXM22_RS08275,323.5157248,365.1370146,552.8253888,458.8032295,368.0278668,323.8093347,357.8977247,283.4177479
GXM22_RS08280,2174.417811,2471.511114,4354.184126,4221.194078,3044.708359,3289.293968,4032.42612,2984.633814
GXM22_RS08285,275.4785415,328.1407532,481.6696457,488.4364002,309.6207139,392.9993634,363.7649005,286.9167324
GXM22_RS08290,357.8279987,373.9839467,588.4032603,649.886089,371.7960703,477.4111985,450.9343697,361.561736
GXM22_RS08295,442.1381573,483.3641977,686.9265969,723.4580991,467.2572234,592.2666463,543.1328468,468.8639286
GXM22_RS08300,552.9177843,511.513527,577.4562229,531.3534061,1281.817195,1190.068495,1014.183248,671.805032
GXM22_RS08305,468.6076257,410.980208,339.3581594,378.0783851,800.1151917,849.6535534,656.2855232,542.342604
GXM22_RS08310,620.5619813,497.0367291,563.7724262,581.4232463,1271.140619,1412.860388,989.8763766,692.7989393
GXM22_RS08315,229.4020594,174.5258418,202.5201919,215.6068629,450.3003081,495.400606,286.6534469,272.9207943
GXM22_RS08320,965.6454211,850.914012,985.2333661,973.8073001,2412.906253,2640.291498,1589.166478,1365.7703
GXM22_RS08325,462.7255216,372.3754136,496.7218221,415.8862236,1251.043534,1232.966313,844.0351492,709.1275338
GXM22_RS08330,193.1290842,164.0703766,210.73047,207.4321951,552.0418003,589.4990452,375.4992521,398.8842378
GXM22_RS08335,200.9718897,197.8495718,180.6261171,198.2356938,452.8124437,513.3900135,509.6061278,397.7179096
GXM22_RS08340,117.6420818,124.6613156,172.4158391,158.3841884,335.9981378,231.0946961,342.8107011,250.7605588
GXM22_RS08345,113.720679,109.3802511,119.0490317,156.3405214,336.6261717,365.3233519,176.8534424,167.951258
GXM22_RS08350,13.72490954,7.238398968,1.368379675,14.30566863,24.4933222,22.14080921,11.73435163,24.49289179
GXM22_RS08355,21.56771499,12.86826483,13.68379675,18.39300252,64.68749195,77.49283223,29.33587907,26.82554815
GXM22_RS08360,19.60701363,17.69386414,20.52569513,28.61133725,74.73603439,76.10903165,45.26107056,38.48882996
GXM22_RS08365,19.60701363,15.28106449,20.52569513,19.41483599,40.19416976,53.96822244,17.60152744,22.16023543
GXM22_RS08370,28.43016976,36.19199484,47.89328863,33.72050462,60.91928854,62.2710259,62.86259801,53.65109631
GXM22_RS08375,1.960701363,0,0,0,10.67657634,4.151401726,4.190839867,0
GXM22_RS08380,0,0,1.368379675,1.021833473,1.884101707,1.383800575,1.676335947,0
GXM22_RS08385,4.901753407,6.434132416,5.473518701,2.043666947,10.04854244,15.22180633,7.543511761,6.997969084
GXM22_RS08390,9.803506813,4.825599312,5.473518701,4.087333893,8.792474635,6.919002877,12.5725196,5.831640903
GXM22_RS08395,2.941052044,5.629865864,4.105139026,6.13100084,4.396237317,8.302803453,9.219847708,8.164297264
GXM22_RS08400,6.862454769,6.434132416,4.105139026,5.109167367,13.81674585,15.22180633,13.41068757,6.997969084
GXM22_RS08405,19.60701363,9.651198623,20.52569513,12.26200168,16.32888146,29.05981209,22.63053528,23.32656361
GXM22_RS08410,16.66596158,10.45546518,6.841898376,11.24016821,10.67657634,15.22180633,10.05801568,11.66328181
GXM22_RS08415,1.960701363,1.608533104,5.473518701,0,1.884101707,1.383800575,5.029007841,2.332656361
GXM22_RS08420,0,0.804266552,4.105139026,0,1.884101707,2.767601151,2.51450392,2.332656361
GXM22_RS08425,2.941052044,3.217066208,2.73675935,7.152834313,1.884101707,5.535202302,1.676335947,8.164297264
GXM22_RS08430,0,0.804266552,4.105139026,3.06550042,0,0,1.676335947,4.665312722
GXM22_RS08435,0,0,0,0,0,0,0,0
GXM22_RS08440,0,0,0,0,0,0,0,0
GXM22_RS08445,0,0,0,0,0,0,0,0
GXM22_RS08450,0,0.804266552,1.368379675,1.021833473,0,0,0,0
GXM22_RS08455,0,0,0,0,0,0,0,1.166328181
GXM22_RS15050,0,0,0,0,0,0,0,0
GXM22_RS08460,0.980350681,0,0,0,0,0,0,0
GXM22_RS08465,0,0,0,0,0,0,0,0
GXM22_RS08470,0,0,0,0,0.628033902,0,0,2.332656361
GXM22_RS08475,0.980350681,0,0,0,0,0,0,0
GXM22_RS08480,0,0,0,0,0,0,0,0
GXM22_RS08485,0,0,0,0,0,0,0,0
GXM22_RS08490,0,0,0,1.021833473,0,0,0,0
GXM22_RS08495,0,0,0,0,0,0,0,0
GXM22_RS08500,0,0,0,1.021833473,0,0,0,0
GXM22_RS08505,0,0,0,0,0,0,0,0
GXM22_RS08510,0,0.804266552,0,0,0,1.383800575,0,0
GXM22_RS08515,0,0,0,0,0,0,0,0
GXM22_RS08520,0,0,0,0,0.628033902,0,0.838167973,0
GXM22_RS08525,0,0,0,0,0,0,0,0
GXM22_RS08530,0,0,1.368379675,2.043666947,0,0,0.838167973,0
GXM22_RS08535,1.960701363,2.412799656,2.73675935,1.021833473,5.02427122,4.151401726,9.219847708,11.66328181
GXM22_RS08540,3.921402725,4.825599312,5.473518701,6.13100084,6.908372927,9.686604028,17.60152744,22.16023543
GXM22_RS08545,5.882104088,2.412799656,6.841898376,6.13100084,6.280339025,11.0704046,10.05801568,9.330625445
GXM22_RS08550,7.842805451,8.846932071,6.841898376,4.087333893,14.44477976,24.90841036,12.5725196,15.16226635
GXM22_RS08555,30.39087112,14.47679794,12.31541708,11.24016821,28.88955951,27.67601151,33.52671894,27.99187633
GXM22_RS08560,17.64631226,21.7151969,12.31541708,9.19650126,20.72511878,19.37320806,18.43969542,18.66125089
GXM22_RS08565,6.862454769,0.804266552,5.473518701,5.109167367,3.768203415,5.535202302,6.705343787,5.831640903
GXM22_RS08570,0,0,0,0,1.256067805,1.383800575,0.838167973,0
GXM22_RS08575,0.980350681,0.804266552,1.368379675,0,0.628033902,0,1.676335947,0
GXM22_RS08580,0,0,0,1.021833473,1.256067805,4.151401726,3.352671894,2.332656361
GXM22_RS08585,5.882104088,6.434132416,5.473518701,4.087333893,6.908372927,11.0704046,19.27786339,10.49695363
GXM22_RS08590,142.1508488,164.8746432,123.1541708,117.5108494,120.5825093,109.3202455,137.4595476,104.9695363
GXM22_RS08595,315.6729194,247.714098,232.6245448,225.8251976,226.0922049,305.8199272,244.7450482,220.4360261
GXM22_RS08600,357.8279987,443.9551367,377.6727904,359.6853826,418.270579,477.4111985,306.7694783,299.7463424
GXM22_RS15055,27.44981908,24.12799656,13.68379675,20.43666947,18.84101707,30.44361266,20.11603136,24.49289179
GXM22_RS08605,0,0,0,0,0.628033902,0,0,0
GXM22_RS08610,0,0,0,0,0,0,0,0
GXM22_RS08615,0,0,1.368379675,1.021833473,0.628033902,0,0.838167973,3.498984542
GXM22_RS08620,0,0,0,1.021833473,0,0,0,0
GXM22_RS08625,19.60701363,12.86826483,16.4205561,14.30566863,4.396237317,5.535202302,21.79236731,23.32656361
GXM22_RS08630,48.03718338,37.80052794,34.20949188,31.67683767,22.60922049,31.82741324,59.50992611,52.48476813
GXM22_RS08635,40.19437793,35.38772829,28.73597318,24.52400336,15.70084756,13.83800575,44.42290259,45.48679904
GXM22_RS15060,17.64631226,25.73652966,31.47273253,17.37116905,11.30461024,9.686604028,23.46870326,13.99593817
GXM22_RS08640,13.72490954,14.47679794,10.9470374,17.37116905,14.44477976,26.29221093,17.60152744,20.99390725
GXM22_RS08645,0.980350681,7.238398968,5.473518701,2.043666947,4.396237317,8.302803453,9.219847708,9.330625445
GXM22_RS08650,0,0,0,1.021833473,0,0,1.676335947,1.166328181
GXM22_RS08655,1.960701363,0.804266552,2.73675935,0,0.628033902,0,3.352671894,1.166328181
GXM22_RS08660,0.980350681,0,0,0,0.628033902,0,0,0
GXM22_RS08665,0,0,1.368379675,1.021833473,0,0,0.838167973,0
GXM22_RS08670,0,0,0,0,1.256067805,0,0.838167973,0
GXM22_RS08675,0.980350681,0,0,0,0,0,0,1.166328181
GXM22_RS08680,118.6224324,93.29492003,127.2593098,104.2270143,119.3264415,127.3096529,158.413747,110.8011772
GXM22_RS08685,4.901753407,0.804266552,4.105139026,0,5.652305122,2.767601151,1.676335947,2.332656361
GXM22_RS08690,5.882104088,6.434132416,5.473518701,2.043666947,6.908372927,9.686604028,5.867175814,3.498984542
GXM22_RS08695,17.64631226,8.846932071,12.31541708,8.174667787,13.81674585,23.52460978,13.41068757,13.99593817
GXM22_RS08700,2.941052044,3.217066208,5.473518701,4.087333893,1.256067805,2.767601151,0.838167973,0
GXM22_RS08705,1.960701363,0,0,0,0,1.383800575,0,0
GXM22_RS08710,3.921402725,0.804266552,4.105139026,2.043666947,3.140169512,11.0704046,1.676335947,1.166328181
GXM22_RS08715,0,0.804266552,1.368379675,0,3.140169512,1.383800575,3.352671894,0
GXM22_RS08720,1.960701363,1.608533104,2.73675935,0,2.51213561,6.919002877,5.867175814,1.166328181
GXM22_RS08725,0,0,0,0,0,0,0.838167973,0
GXM22_RS08730,0.980350681,0.804266552,1.368379675,1.021833473,1.256067805,2.767601151,2.51450392,2.332656361
GXM22_RS08735,3.921402725,0,1.368379675,2.043666947,5.652305122,4.151401726,6.705343787,3.498984542
GXM22_RS08740,0,3.217066208,0,0,1.256067805,0,3.352671894,2.332656361
GXM22_RS08745,0,0.804266552,0,0,0,1.383800575,0.838167973,0
GXM22_RS08750,1.960701363,2.412799656,0,0,2.51213561,2.767601151,0.838167973,1.166328181
GXM22_RS08755,9.803506813,6.434132416,21.8940748,9.19650126,13.81674585,15.22180633,30.17404704,25.65921997
GXM22_RS08760,38.23367657,36.99626139,46.52490896,33.72050462,48.98664439,71.95762993,74.59694963,72.3123472
GXM22_RS08765,0,0,0,1.021833473,0,0,1.676335947,0
GXM22_RS08770,0,0,0,0,0,0,0,0
GXM22_RS08775,0,0,2.73675935,0,1.884101707,1.383800575,2.51450392,0
GXM22_RS08780,24.50876703,20.91093035,19.15731545,24.52400336,28.26152561,52.58442187,46.09923854,32.65718906
GXM22_RS08785,44.11578066,28.95359587,36.94625123,41.89517241,47.10254268,56.7358236,55.31908625,57.15008085
GXM22_RS08790,21.56771499,15.28106449,19.15731545,20.43666947,28.88955951,31.82741324,36.87939083,36.1561736
GXM22_RS08795,82.34945723,70.77545657,58.84032603,75.61567703,72.22389878,110.704046,121.5343561,107.3021926
GXM22_RS08800,10.78385749,7.238398968,5.473518701,5.109167367,9.420508537,6.919002877,21.79236731,8.164297264
GXM22_RS08805,1.960701363,2.412799656,1.368379675,0,7.53640683,8.302803453,5.867175814,10.49695363
GXM22_RS08810,1.960701363,2.412799656,0,0,2.51213561,1.383800575,2.51450392,4.665312722
GXM22_RS08815,0,3.217066208,1.368379675,1.021833473,3.768203415,6.919002877,6.705343787,6.997969084
GXM22_RS08820,1.960701363,2.412799656,1.368379675,9.19650126,8.792474635,13.83800575,14.24885555,27.99187633
GXM22_RS08825,0.980350681,2.412799656,4.105139026,2.043666947,5.02427122,5.535202302,8.381679734,10.49695363
GXM22_RS08830,0.980350681,8.04266552,1.368379675,2.043666947,10.67657634,15.22180633,15.08702352,23.32656361
GXM22_RS08835,0,1.608533104,4.105139026,1.021833473,2.51213561,1.383800575,2.51450392,5.831640903
