Date,GEO Accession,Title,Description,Strain,Medium,Treatment,Genotype,Link
4/13/19,GSE129764,RNA SEQ NTHi modA18,Comparison of RNA expression profiles from NTHi strain 84P36H1 strains expressing methyltransferase ModA18 (ON) or not (OFF).,84P36H1,BHI,NA,Delta-ModA18,https://www-ncbi-nlm-nih-gov.ezproxy.u-pec.fr/geo/query/acc.cgi?acc=GSE129764
