Date ,GEO Accession ,Title ,Description,Strain,Medium,Treatment ,Genotype,Species,Link
6/1/21,GSE167895,RNA sequencing analysis of Streptococcus agalactiae 874391 (wild-type) during Cu intoxication,Total RNA was isolated from mid-log phase Streptococcus agalactiae 874391 wild-type cells grown in Todd-Hewitt broth (THB) medium supplemented with 0.5 mM Cu and sequenced using Illumina NextSeq500,874391,Todd-Hewitt broth,Copper,NA,Streptococcus agalactiae,https://www-ncbi-nlm-nih-gov.ezproxy.u-pec.fr/geo/query/acc.cgi?acc=GSE167895
