Date ,GEO Accession ,Title ,Description,Strain,Medium,Treatment ,Genotype,Species
6/1/21,GSE167899,RNA sequencing analysis of covR-deficient Streptococcus agalactiae during Zn intoxication,"Total RNA was isolated from mid-log phase Streptococcus agalactiae cells deficient in CovR (∆covR strain GU2400), grown in Todd-Hewitt broth (THB) medium, supplemented with 0.25 mM Zn and sequenced using Illumina NextSeq500","GU2400, 874391",Todd-Hewitt broth,Zinc,Delta-covR,Streptococcus agalactiae
