Date ,GEO Accession ,Title ,Description,Strain,Medium,Treatment ,Genotype,Species
1/1/21,GSE167901,RNA sequencing analysis of SczA-deficient Streptococcus agalactiae,"Total RNA was isolated from mid-log phase Streptococcus agalactiae cells deficient in SczA (∆sczA strain GU2791), grown in Todd-Hewitt broth (THB) medium and sequenced using Illumina NextSeq500.","GU2791, 874391",Todd-Hewitt broth,NA,Delta-sczA,Streptococcus agalactiae
