GeneName,X50494,X50495,X50496,X50497,X50498,X50499,X50501,X50502,X50503,X50504,X50505,X50628
dnaA,14074,13688,11930,13192,14327,6111,18805,4927,14807,12564,11232,10235
dnaN,9014,9699,8771,8902,10092,6557,12435,3032,8197,7596,7037,6203
yaaA,922,588,730,530,1022,782,930,415,587,674,666,544
recF,6744,6032,4398,3795,4424,2717,8871,2525,5447,4908,3968,3507
EW031_RS00025,11078,9033,4866,5186,4125,2311,13618,2482,6525,5346,4646,2939
gyrA,12958,10170,7817,7155,6405,7454,15700,4662,9465,8183,8289,8658
EW031_RS00035,2221,1584,2238,1704,1942,3020,1573,1737,1263,1126,924,512
hutH,707,440,611,1148,377,157,688,345,385,467,302,200
EW031_RS00045,4692,5745,7318,8001,8616,7269,2929,4194,1795,2959,2457,1364
EW031_RS00050,1422,1510,3077,1838,3713,4289,1663,1779,2761,1920,2441,3707
EW031_RS00055,534,457,835,772,1122,1971,241,95,111,110,84,41
EW031_RS00060,251,285,592,340,985,1146,121,38,82,99,61,37
EW031_RS00065,1071,1106,1533,1221,1877,1062,490,176,241,376,164,113
EW031_RS00070,5902,4907,5134,3637,5607,4159,3149,1011,1886,1795,1545,1031
EW031_RS00075,19838,19044,16544,11527,17380,10062,10965,2786,5818,5639,5161,3288
EW031_RS00080,5161,5041,4211,3529,4124,3073,3035,793,1800,1839,1840,1265
dnaB,13110,13252,12156,7627,10356,8761,6637,2005,3450,3461,3062,2596
EW031_RS00090,44,42,44,103,8,16,33,6,17,6,7,2
EW031_RS00095,3491,1679,954,3519,287,4898,1170,340,491,604,703,507
EW031_RS00110,3453,2845,2703,2705,3390,2448,4626,1106,2647,2597,2038,1348
walK,6258,5362,5077,4593,6032,3984,8632,1993,5248,5060,4529,3912
EW031_RS00120,6353,5681,5209,4821,5414,3955,7280,1532,4507,4274,3785,3553
EW031_RS00125,4367,4141,3972,3608,3262,3099,4019,743,2582,2330,2114,1862
EW031_RS00130,1883,1194,1556,1595,1112,1228,1117,739,691,665,364,159
EW031_RS00135,895,900,1256,2441,415,566,1235,587,1293,1144,1800,2311
rlmH,747,807,681,1056,524,410,1266,283,810,612,442,576
EW031_RS00145,1622,1913,1728,2466,1339,1438,2363,462,1594,1273,1144,1172
EW031_RS00150,268,270,409,409,310,417,214,107,153,133,135,139
EW031_RS00155,221,253,350,330,265,271,164,54,96,132,93,62
EW031_RS00160,22,37,49,134,17,13,30,0,21,17,5,1
EW031_RS00165,695,437,645,835,474,903,604,368,651,869,661,374
EW031_RS00170,325,240,351,472,233,472,395,166,539,718,413,189
mecA,9055,9192,8238,7411,8172,7817,9022,2060,55458,58432,76596,77747
EW031_RS00180,2337,1911,2414,1480,2318,2425,2114,874,4668,5298,5710,6316
EW031_RS00185,939,810,950,597,841,853,857,252,1730,1929,1989,2107
EW031_RS00190,96,189,325,815,78,67,133,13,107,82,33,21
EW031_RS00195,63,107,186,421,26,30,65,9,71,60,23,12
EW031_RS00200,40,86,144,453,17,17,62,7,65,40,16,6
EW031_RS00205,0,9,9,12,5,4,6,3,1,0,1,2
EW031_RS00210,46,66,119,357,13,32,57,15,37,30,12,12
EW031_RS00215,785,808,1257,1626,1092,870,636,206,533,462,415,232
EW031_RS00220,845,915,1406,1860,983,882,762,601,581,532,440,388
EW031_RS00225,546,625,901,1311,606,373,620,175,315,298,152,107
EW031_RS00230,48,63,100,150,50,26,73,5,28,32,9,4
EW031_RS00235,330,472,802,1623,152,182,460,52,371,264,247,163
EW031_RS00240,1583,1459,1904,2326,1497,1713,1356,306,1237,1140,891,589
cstB,312,449,680,852,463,380,235,81,152,149,106,57
EW031_RS00250,49,100,135,213,83,44,46,8,24,16,9,5
EW031_RS00255,3488,1889,2759,2451,2531,3147,4707,2085,3942,3749,3531,1680
EW031_RS00260,20,27,35,102,23,19,29,5,12,25,21,7
EW031_RS00265,14,14,23,45,12,7,20,1,8,8,14,2
EW031_RS00270,1981,1970,2398,2758,1933,1263,2611,435,1686,1614,1265,638
EW031_RS00275,406,479,640,558,621,371,695,173,416,392,219,158
EW031_RS00280,6,7,18,20,11,5,6,1,5,9,2,5
EW031_RS00285,293,419,524,631,395,257,561,84,225,226,86,47
EW031_RS00290,50,104,127,198,68,95,129,21,51,41,11,10
EW031_RS00295,169,246,307,708,108,48,302,48,114,89,47,24
EW031_RS00300,237,333,424,987,141,83,266,25,106,99,55,35
EW031_RS00305,90,81,146,251,58,41,95,77,95,131,73,47
EW031_RS00310,176,179,288,371,187,124,214,182,244,276,160,130
EW031_RS00315,28,39,61,66,24,36,22,14,14,18,19,13
EW031_RS00320,143,205,220,257,106,253,85,60,63,90,88,46
EW031_RS00325,2039,2043,2271,2244,1144,1903,1279,708,910,836,886,412
EW031_RS00330,29,40,58,128,11,32,29,5,18,15,19,4
EW031_RS00335,219,154,264,367,135,173,233,77,148,127,88,41
EW031_RS00340,343,427,639,1019,385,293,672,175,405,356,161,139
EW031_RS00345,63,71,116,219,57,52,112,27,71,62,26,24
EW031_RS00350,295,289,478,653,362,599,358,70,241,285,245,166
EW031_RS00355,72,119,172,381,69,67,97,12,50,49,37,13
EW031_RS00360,193,201,259,479,217,267,144,26,118,110,111,73
EW031_RS00365,211,241,316,507,199,165,118,37,90,93,47,28
EW031_RS00370,973,950,1441,2402,977,1082,1147,328,1157,1038,941,960
EW031_RS00375,375,296,453,515,451,413,345,103,294,252,187,204
EW031_RS00380,2725,2947,4945,2537,8403,4762,2794,1018,2323,3692,2328,1287
EW031_RS00385,101,138,196,519,56,36,146,25,151,108,80,69
EW031_RS00390,114,180,228,542,59,41,189,30,173,122,83,61
EW031_RS00395,138,220,278,688,80,46,203,18,165,88,73,37
EW031_RS00400,201,321,380,794,164,99,321,50,265,217,131,150
EW031_RS00405,1669,1820,2343,2639,1820,1733,1648,538,1455,1314,1430,1364
EW031_RS00410,138,210,334,567,97,102,353,171,275,260,160,321
EW031_RS00415,237,348,535,1092,157,141,580,294,422,302,206,277
EW031_RS00420,2273,2250,4232,2890,4449,6506,2376,2555,2042,2730,2411,2352
EW031_RS00425,589,600,1045,1273,847,525,4852,3842,3995,5421,2535,3408
EW031_RS00430,91,153,247,627,67,22,145,7,60,60,16,10
EW031_RS00435,209,360,520,934,213,232,221,22,140,114,51,36
EW031_RS00440,159,133,277,331,160,222,132,109,149,139,105,98
EW031_RS00445,1424,1315,1630,1775,1536,1805,871,1034,860,1015,703,562
EW031_RS00450,12401,3239,4978,7570,5496,20971,38544,20919,75167,61890,107296,140125
EW031_RS00455,19,29,48,84,20,14,29,2,25,16,7,3
EW031_RS00460,1655,1224,1858,2429,1086,4759,1477,888,2330,2231,3201,2486
EW031_RS00465,446,320,614,638,1554,1043,1746,3958,1903,2179,2475,2547
EW031_RS00470,242,272,384,466,1079,746,1018,1338,1059,1432,2013,1810
EW031_RS00475,704,397,650,770,2996,3770,1627,1662,2848,4835,12332,11378
EW031_RS00480,52,69,195,402,125,65,387,142,209,397,493,409
EW031_RS00485,53,90,157,357,145,29,405,167,257,535,576,534
sbnC,189,243,466,1101,362,103,1112,386,766,1256,1094,1131
EW031_RS00495,180,286,477,1089,265,111,860,386,456,662,461,386
EW031_RS00500,161,190,310,651,312,111,1091,234,426,618,621,550
EW031_RS00505,193,232,431,883,339,134,1124,263,491,538,764,553
EW031_RS00510,84,124,194,332,120,44,360,110,173,165,260,100
EW031_RS00515,137,165,246,549,202,75,605,235,370,335,461,280
sbnI,131,138,190,393,144,101,414,189,265,211,363,206
EW031_RS00525,8,13,34,75,0,0,13,0,9,5,2,0
EW031_RS00530,172,204,285,513,107,155,117,19,98,78,37,27
EW031_RS00535,397,437,516,698,283,403,199,60,126,147,125,97
EW031_RS00540,1671,1014,1238,914,1859,1109,3873,5170,2546,3681,1948,3242
EW031_RS00545,8,17,27,68,5,6,18,1,7,6,1,1
EW031_RS00550,159,382,496,1134,75,70,302,97,245,159,96,80
EW031_RS00555,127,140,248,710,30,42,184,41,145,91,37,44
EW031_RS00560,214,232,340,525,149,123,234,64,172,144,66,82
EW031_RS00565,247,360,467,867,203,150,260,51,159,117,73,45
EW031_RS00570,892,1083,1200,1576,893,744,703,213,485,420,345,273
EW031_RS00575,1398,1003,1199,1195,849,2308,1392,795,1228,1228,1317,699
EW031_RS00580,17552,14088,10975,16154,13175,6060,9696,2331,16830,25241,19232,16257
EW031_RS00585,940,844,1000,903,949,948,1182,612,914,908,865,809
EW031_RS00590,16,30,46,86,13,0,24,0,8,12,6,2
deoD,90,116,161,296,59,36,169,52,190,140,165,216
tet(38),303,284,406,766,141,132,346,235,495,395,413,608
deoC,820,499,385,370,295,334,883,471,658,578,610,527
deoB,3133,2035,1731,2009,1226,1730,4996,2606,4292,3776,3044,3478
phnE,187,229,322,571,156,149,155,56,79,91,41,22
phnE,105,175,281,470,142,85,104,27,73,65,35,35
phnC,127,167,242,341,122,64,106,21,69,67,41,43
phnD,171,230,314,572,221,161,220,41,120,140,80,96
EW031_RS00635,182,285,435,1075,45,79,277,44,151,129,65,47
EW031_RS00640,426,516,587,1120,226,295,556,191,311,305,238,213
EW031_RS00645,13,21,46,131,4,3,29,1,20,9,2,1
EW031_RS00650,45,82,120,276,55,26,165,25,84,71,13,6
EW031_RS00655,21,45,63,239,9,11,37,3,39,28,7,6
EW031_RS00660,110,133,260,647,34,84,140,76,178,128,54,11
EW031_RS00665,923,899,1092,1329,2466,2234,873,13118,719,661,725,1460
tnpA,522,456,572,948,533,565,406,683,411,337,260,220
adhE,4535,1937,2469,3379,1757,1975,17942,25288,47583,54188,33624,73276
EW031_RS00680,100,106,223,391,245,131,118,31,114,97,34,30
EW031_RS00685,131,200,315,438,329,107,237,69,118,127,58,49
EW031_RS00690,97,128,249,352,275,79,153,35,88,84,74,41
EW031_RS00695,240,398,668,1462,312,94,386,47,223,191,77,43
EW031_RS00700,155,251,383,967,80,38,251,41,114,92,32,24
EW031_RS00705,106,202,311,615,85,47,159,16,101,59,34,22
EW031_RS00710,132,197,312,682,84,26,213,17,98,92,27,22
EW031_RS00715,111,164,181,415,78,39,138,23,60,65,35,20
EW031_RS00720,153,212,302,506,120,71,198,27,85,69,37,22
EW031_RS00725,190,225,356,586,127,102,146,27,107,94,50,35
EW031_RS00730,117,138,252,552,68,60,106,20,62,65,40,13
EW031_RS00735,192,251,358,541,118,128,187,46,103,86,78,61
EW031_RS00740,122,170,261,413,71,69,145,37,60,74,26,18
EW031_RS00745,160,205,282,446,148,88,235,42,69,80,55,48
EW031_RS00750,314,461,549,868,281,199,517,51,198,228,109,95
EW031_RS00755,515,426,595,643,497,437,1371,522,565,557,316,222
EW031_RS00760,270,210,199,156,685,405,2275,1056,1557,1703,2044,1838
EW031_RS00765,329,243,228,235,791,419,2590,1337,1513,1833,2148,1608
EW031_RS00770,7882,1602,587,1593,583,130,26817,8320,12471,11020,13013,4963
EW031_RS00775,347,345,557,788,362,452,620,286,378,399,298,241
EW031_RS00780,75,57,87,88,82,58,140,61,74,78,52,42
EW031_RS00785,82,121,191,335,105,63,141,45,80,109,77,40
EW031_RS00790,118,182,325,663,94,37,191,52,91,83,50,35
EW031_RS00795,109,159,247,371,99,79,117,73,64,81,51,32
EW031_RS00800,109,173,287,713,51,33,143,36,84,74,38,10
EW031_RS00805,117,228,347,744,83,68,209,62,118,145,71,57
EW031_RS00810,2545,3090,1923,2716,2651,752,1985,286,506,651,254,157
EW031_RS00815,361,673,560,923,329,143,732,57,193,162,47,53
EW031_RS00820,1236,991,1337,1519,1798,1122,799,130,341,314,181,119
EW031_RS00825,25166,19741,24735,20847,28949,16491,10974,2831,5966,7749,3898,4203
EW031_RS00830,3160,2739,3421,2657,3254,2661,1236,546,663,787,549,443
EW031_RS00835,4702,2101,2240,2292,1599,2028,3011,8559,2263,2459,1956,2586
argB,530,474,688,607,531,266,301,74,158,174,117,83
argJ,562,606,813,781,539,369,357,104,222,265,178,112
EW031_RS00850,312,364,568,796,295,164,268,83,168,227,152,102
rocD,311,432,628,779,274,208,250,100,203,255,149,91
brnQ,2820,2798,6890,2319,9288,21612,1920,1800,2292,3088,4432,4427
EW031_RS00865,199,144,189,273,124,143,2175,748,1170,1100,1474,990
EW031_RS00870,902,592,637,1035,470,569,11045,3806,6469,5525,7902,4417
EW031_RS00875,31,43,50,102,3,11,13,1,8,10,1,0
EW031_RS00880,36070,28766,11760,20063,6253,31491,1831,1815,3230,1770,3029,3657
EW031_RS00885,1269,547,419,961,198,150,3179,2438,5205,4004,6324,6936
murQ,717,400,380,969,29,25,1532,840,1800,1508,1485,1729
EW031_RS00895,2030,1069,642,1550,156,198,6263,4273,7083,7217,6692,5855
EW031_RS00900,1855,1080,432,1153,174,362,7889,5274,9439,8777,8510,10127
EW031_RS00905,114,100,122,224,42,126,369,92,310,266,237,160
EW031_RS00910,3869,3708,3647,4380,3024,4499,5779,1956,5810,5075,6115,5529
EW031_RS00915,1556,1394,1848,1966,1837,1773,1302,403,1306,1335,1302,1016
EW031_RS00920,897,777,782,943,885,822,957,306,1009,1017,917,924
EW031_RS00925,951,979,709,1309,769,624,1148,219,830,934,650,508
EW031_RS00930,235,326,448,826,224,161,279,98,169,197,216,149
EW031_RS00935,152,201,328,574,171,102,197,58,114,149,133,113
EW031_RS00940,90,138,272,612,55,48,118,19,77,124,71,74
EW031_RS00945,158,246,428,871,114,75,204,28,152,189,102,62
ggt,820,1532,1055,1644,516,321,630,131,257,316,224,126
EW031_RS00955,1239,1524,677,1222,449,398,446,54,184,187,130,73
EW031_RS00960,2857,4707,1122,1168,1182,753,883,168,303,264,204,166
EW031_RS00965,181,197,237,353,198,88,330,95,123,163,81,26
ugpC,444,269,381,802,218,83,221,52,174,115,172,105
EW031_RS00975,517,314,375,732,313,99,253,112,342,230,342,305
EW031_RS00980,860,367,430,843,441,203,368,410,394,329,431,398
EW031_RS00985,638,235,229,454,185,110,200,93,240,161,221,253
EW031_RS00990,932,477,503,925,213,158,358,153,344,224,226,167
EW031_RS00995,781,391,384,732,204,202,311,207,285,191,246,127
EW031_RS01000,692,360,405,595,261,304,349,433,549,311,495,457
EW031_RS01005,295,455,659,749,194,2439,127,157,134,268,283,144
EW031_RS01010,776,821,829,1781,822,131,2811,3612,2534,2940,3055,2067
EW031_RS01015,955,824,1108,1029,795,824,1003,522,942,929,726,901
EW031_RS01020,1385,1350,1426,1844,1267,1224,1688,604,1807,1612,1632,1935
EW031_RS01025,660,471,725,1018,698,1143,687,343,804,825,1030,1173
pflB,126079,47134,25424,58833,38545,35188,410503,230797,536055,493593,503171,563017
pflA,51723,21359,10595,24165,13860,14622,181741,110015,227934,209746,197973,238627
EW031_RS01040,1244,862,557,1086,506,338,1532,309,1161,762,709,454
EW031_RS01045,4774,3000,2551,3128,2803,3271,4572,1231,3455,2651,3321,2797
EW031_RS01050,107,49,86,115,25,294,43,15,25,74,74,68
coa,418,751,732,1420,172,232,319,150,269,235,158,140
EW031_RS01060,41,94,130,320,5,6,44,9,36,26,6,4
EW031_RS01065,137,147,289,604,65,73,213,126,115,144,97,46
EW031_RS01070,183,237,424,887,69,59,327,62,147,267,190,95
EW031_RS01075,104,158,237,633,31,14,236,61,86,157,77,25
EW031_RS01080,133,190,321,804,75,59,291,46,127,247,162,100
EW031_RS01085,445,558,457,953,225,129,476,85,172,378,287,156
EW031_RS01090,633,482,907,1201,667,1671,307,157,324,361,528,267
EW031_RS01095,1144,654,918,1235,629,590,1744,354,1335,1062,689,747
EW031_RS01100,348,112,241,255,188,140,606,180,444,427,269,284
EW031_RS01105,61,20,51,46,29,19,121,37,101,93,79,59
EW031_RS01110,508,118,287,309,249,299,730,322,739,690,615,522
EW031_RS01115,7934,2127,4761,4634,3763,5429,14079,6605,14615,13908,13614,11360
EW031_RS01120,38,31,30,82,20,9,18,1,18,9,8,1
EW031_RS01125,250485,102634,139260,164943,64418,92070,195869,137116,214766,206732,174126,204572
EW031_RS01130,96,21,45,81,34,23,90,72,113,72,58,70
EW031_RS01135,1407,494,884,1362,591,584,1700,1747,1943,1547,1564,1899
EW031_RS01140,855,468,611,875,339,302,610,259,419,409,317,217
EW031_RS01145,2,4,11,21,0,0,5,0,5,3,0,0
EW031_RS01150,205,268,535,1297,113,77,392,61,158,168,119,66
EW031_RS01155,44,69,125,246,8,2,72,1,43,26,16,2
EW031_RS01160,16,27,61,125,5,2,37,7,7,11,7,4
EW031_RS01165,92,162,277,703,50,28,167,24,92,70,33,14
EW031_RS01170,110,133,268,620,89,44,193,20,81,68,29,21
EW031_RS01175,11,27,24,52,9,8,23,5,13,8,6,1
EW031_RS01180,236,297,483,769,312,254,319,178,165,151,100,87
EW031_RS01185,3342,1930,1466,1601,2661,1201,4905,858,2709,2564,2696,1963
EW031_RS01190,4176,2803,2532,2115,3887,1964,6880,1376,4339,4060,4083,3654
EW031_RS01195,5750,3789,4658,2922,6839,4814,9792,1971,6028,6073,5998,5653
EW031_RS01200,1250,1311,1558,1530,1119,1401,1238,443,748,774,766,513
EW031_RS01205,1510,1489,1776,1207,1781,2206,1208,515,1038,1265,1560,1183
EW031_RS01210,2631,3011,3391,2395,3064,3649,2604,962,2365,2535,2837,2444
EW031_RS01215,5198,5586,5836,4652,5716,5299,5124,1456,4387,4422,3839,3843
EW031_RS01220,11731,12003,11007,8076,10563,8357,10710,2502,7009,6471,5412,4569
scdA,1991,1553,1909,1828,2196,2206,6521,4469,7234,4969,5552,7977
EW031_RS01230,1809,1463,2265,2525,1957,2583,1463,1003,1791,1936,1818,1744
EW031_RS01235,766,671,1191,927,1124,1752,569,380,882,1063,906,1017
EW031_RS01240,974,6751,2208,611,5115,548,7067,9174,11674,9997,19898,14804
lrgB,1902,8754,3969,1244,8805,1480,37595,98255,48532,45627,65728,48587
EW031_RS01250,2007,2116,2624,1373,3206,1917,835,630,801,752,785,805
EW031_RS01255,11,27,34,76,5,2,16,1,8,9,6,2
EW031_RS01260,63,93,131,275,46,45,132,35,94,53,59,63
EW031_RS01265,236,299,492,1179,212,140,434,434,421,364,148,143
EW031_RS01270,61,51,103,72,201,129,538,2538,300,478,565,823
EW031_RS01275,211,218,382,384,1121,1114,502,776,1022,1512,2800,3296
EW031_RS01280,3,5,8,24,4,1,6,3,2,6,1,1
rbsK,817,577,563,534,890,275,2380,1194,1322,1071,980,990
EW031_RS01290,565,431,398,447,561,123,1757,617,999,618,625,616
EW031_RS01295,748,458,526,595,730,180,1903,1538,1103,900,861,741
EW031_RS01300,556,529,724,928,524,599,554,570,571,593,501,435
EW031_RS01305,8,16,17,55,10,3,8,1,3,3,2,3
EW031_RS01310,149,173,202,508,119,314,136,60,129,101,192,96
EW031_RS01315,87,101,121,197,121,115,388,281,216,230,298,172
EW031_RS01320,411,425,417,602,570,366,1637,1527,909,997,1112,704
EW031_RS01325,237,288,418,728,221,215,418,144,293,315,363,323
EW031_RS01330,431,437,518,659,712,493,612,265,350,421,466,217
EW031_RS01335,570,809,829,984,327,588,472,126,360,288,300,260
EW031_RS01340,566,775,726,1054,311,510,505,119,384,340,372,323
EW031_RS01345,523,710,719,1036,289,532,444,154,513,425,590,520
EW031_RS01350,2461,3299,2992,4248,1142,3631,2100,646,2932,1888,3398,2867
EW031_RS01355,166,263,340,668,101,163,120,26,117,78,45,28
EW031_RS01360,210,335,448,558,185,266,129,57,86,104,77,63
EW031_RS01365,1440,1640,2157,2520,1550,2868,665,273,675,1033,1122,1066
EW031_RS01370,23885,21915,16845,18778,12223,16533,15102,11168,11172,9429,8107,4750
esaA,3808,7392,6207,6115,3689,4203,2920,476,2585,3118,2820,2597
essA,804,1735,1387,1448,669,702,549,79,380,434,300,243
EW031_RS01385,119,146,115,235,68,63,122,18,91,69,71,48
essB,1172,1313,970,2189,457,452,955,110,608,591,489,360
essC,4974,3899,2614,5500,1254,1182,2757,347,1250,978,1488,851
EW031_RS01400,335,274,240,521,57,49,170,12,104,68,46,22
EW031_RS01405,263,199,191,507,34,38,138,12,72,53,41,7
EW031_RS01410,498,286,219,445,62,91,232,49,141,69,140,76
EW031_RS01415,220,107,95,186,24,25,97,33,62,23,49,23
EW031_RS01420,2398,1464,1432,2612,440,404,1549,552,1065,667,722,466
EW031_RS01425,1631,1079,978,1781,941,985,1352,574,1355,869,1081,690
EW031_RS01430,226,211,248,499,106,134,243,58,193,170,185,100
EW031_RS01435,508,389,426,831,209,315,411,100,336,263,278,149
EW031_RS01440,373,447,407,718,594,617,113,83,114,99,92,58
EW031_RS01445,121,221,282,728,37,12,151,35,92,56,24,13
EW031_RS01450,76,113,170,533,30,16,145,37,75,46,32,18
EW031_RS01455,148,227,300,837,54,33,178,31,119,67,35,17
EW031_RS01460,172,250,267,701,75,61,180,16,115,88,53,29
EW031_RS01465,146,171,219,332,129,135,176,34,132,108,96,78
EW031_RS01470,5,7,16,47,2,1,10,0,2,4,0,2
EW031_RS01475,267,354,292,589,101,38,677,63,304,138,42,49
EW031_RS01480,208,324,445,680,19,11,543,53,265,124,58,65
EW031_RS01485,154,199,207,529,24,15,370,58,179,95,43,42
EW031_RS01490,201,292,215,518,56,21,348,47,139,68,38,42
EW031_RS01495,302,434,343,733,139,77,607,63,333,169,117,126
EW031_RS01500,1015,1840,1717,1619,861,853,822,116,562,473,414,277
EW031_RS01505,1254,1745,1644,1651,1244,1657,829,331,764,619,609,473
EW031_RS01510,2847,692,1001,1572,873,1748,1726,2075,1453,1785,1414,1600
brnQ,7194,4943,9267,5118,6759,13637,5603,10489,4453,5624,4404,2397
EW031_RS01520,12,27,36,98,9,6,21,2,9,10,6,2
EW031_RS01525,1989,1314,5247,2914,5410,16976,1101,1267,3400,5228,11463,10859
EW031_RS01530,10,12,26,73,7,11,14,4,17,27,23,3
EW031_RS01535,1090,968,973,1197,768,437,1390,647,1092,1032,682,519
EW031_RS01540,1021,880,958,1105,697,456,1519,761,982,1074,740,501
EW031_RS01545,34,19,52,95,44,55,20,7,28,12,11,2
EW031_RS01550,794,578,1129,927,1526,1908,417,827,278,413,335,152
EW031_RS01555,124,215,401,973,25,22,998,3189,4857,6640,7482,3601
EW031_RS01560,116,231,394,850,39,19,1171,2626,4238,6411,5448,2146
EW031_RS01565,126,204,318,847,48,54,1849,4107,5789,8821,6528,4086
EW031_RS01570,480,406,457,1132,204,117,1479,2735,3653,3223,3895,4187
EW031_RS01575,356,227,321,619,185,64,854,1073,1846,1419,3163,2870
EW031_RS01580,326,316,439,789,124,43,485,147,471,444,341,260
EW031_RS01585,549,383,646,840,478,1045,1239,628,914,708,1154,849
EW031_RS01590,301,312,345,498,287,298,376,198,364,322,452,499
EW031_RS01595,192,251,438,894,102,134,295,127,147,270,126,80
EW031_RS01600,26147,13669,6972,16152,11040,5723,6907,2183,3928,6087,3660,3574
EW031_RS01605,870,642,1174,1050,1228,1690,662,340,602,641,731,613
EW031_RS01610,570,601,861,1214,707,1046,602,204,372,442,487,439
EW031_RS01615,41,59,72,141,46,12,49,1,22,16,5,2
EW031_RS01620,353,391,396,657,324,147,1456,427,988,626,970,963
EW031_RS01625,169,224,234,479,110,72,653,158,444,331,401,271
EW031_RS01630,232,273,261,566,156,119,897,233,589,454,614,497
EW031_RS01635,365,384,428,802,271,167,1541,356,985,748,926,866
EW031_RS01640,376,340,377,873,221,124,1263,217,696,539,608,525
EW031_RS01645,569,458,538,941,343,358,2782,1273,2144,1937,1481,1462
EW031_RS01650,375,299,371,668,228,165,694,1039,626,582,412,452
EW031_RS01655,87,94,124,194,24,35,179,112,163,125,96,88
EW031_RS01660,121,73,105,192,45,41,197,122,262,180,138,183
EW031_RS01665,571,483,487,875,386,242,776,613,1203,881,902,1108
EW031_RS01670,15,19,24,57,12,8,11,2,7,11,4,3
EW031_RS01675,142,224,289,247,244,261,225,55,161,147,111,85
mepA,429,593,682,1120,558,432,476,134,301,278,223,118
EW031_RS01685,200,216,383,358,280,317,177,76,156,132,114,65
glpT,2824,2376,1455,2306,1162,1468,1983,3524,2270,2956,4235,2590
EW031_RS01695,523,473,348,578,169,61,644,103,311,231,147,127
EW031_RS01700,626,515,349,736,186,100,932,226,415,385,272,209
EW031_RS01705,273,252,221,342,144,81,520,138,271,223,166,169
EW031_RS01710,687,553,768,757,848,1303,477,464,297,305,351,294
EW031_RS01715,31,54,48,136,21,16,73,138,36,31,21,17
EW031_RS01720,197,194,317,605,338,826,239,63,97,128,148,103
EW031_RS01725,86,130,215,718,44,37,134,7,79,50,17,5
efeB,87,172,224,659,36,27,137,8,75,63,11,8
EW031_RS01735,185,331,487,1213,167,63,316,39,158,98,36,23
tatC,755,859,1520,905,1915,1241,1034,782,837,683,831,533
tatA,418,445,709,369,919,682,642,474,451,398,441,329
EW031_RS01750,499,371,797,429,1041,871,418,228,336,289,358,160
EW031_RS01755,34,50,55,143,12,11,21,3,23,12,4,6
EW031_RS01760,127,165,230,557,55,75,152,43,136,98,74,93
EW031_RS01765,326,197,319,509,245,311,252,106,286,288,253,220
EW031_RS01770,919,695,965,1281,1032,1018,589,542,559,541,426,450
EW031_RS01775,996,1402,2347,1712,1670,2978,396,211,358,312,400,205
EW031_RS01780,3056,2012,1724,2687,927,2579,3238,2102,2364,3552,3988,2133
EW031_RS01785,746,530,1152,703,1527,539,461,267,396,376,433,224
metE,1963,1496,3242,1376,5145,819,1065,480,860,737,809,620
EW031_RS01795,835,1004,1698,982,2734,710,550,215,465,384,345,346
EW031_RS01800,176,355,567,460,622,483,179,60,111,146,80,86
EW031_RS01805,209,284,446,706,441,633,173,31,73,101,60,77
EW031_RS01810,4265,3150,6496,1404,18635,16625,620,1283,392,875,586,356
EW031_RS01815,149,148,233,654,70,208,168,30,157,148,237,167
EW031_RS01820,400,412,409,788,158,398,245,77,213,190,249,110
EW031_RS01825,224,185,177,183,88,169,145,61,174,140,191,144
ychF,1607,1485,1293,1434,858,1113,1294,728,1224,966,1023,801
EW031_RS01835,227,241,260,312,296,153,261,201,132,151,50,56
EW031_RS01840,21,31,38,44,13,12,12,5,13,3,12,6
EW031_RS01845,9688,9701,5143,4341,4421,6123,2930,2578,2428,2038,3410,1690
ssb,17711,18685,9309,7987,7702,9325,4016,2687,2404,2389,3563,1162
rpsR,4276,3928,1935,1528,2087,2673,826,656,635,575,883,374
EW031_RS01860,146,177,275,512,185,149,174,56,119,115,101,69
EW031_RS01865,45,76,69,144,60,29,43,9,26,22,10,10
EW031_RS01870,34,62,83,173,37,12,62,10,29,28,17,6
EW031_RS01875,121,192,285,547,204,238,246,93,266,445,256,223
EW031_RS01880,41,80,124,319,26,24,68,12,26,25,10,2
EW031_RS01885,1040,357,941,779,850,653,3752,2178,2257,3538,2149,1761
EW031_RS01890,339,201,383,551,1076,1069,354,308,412,350,479,307
EW031_RS01895,3866,718,1041,829,2092,666,7324,13563,3882,4322,3457,469
EW031_RS01900,22,56,59,124,14,26,31,14,23,12,5,0
EW031_RS01905,975,1082,1070,1083,1121,810,2182,571,904,849,460,333
EW031_RS01910,1832,2169,2116,1879,2402,1301,2208,1021,1082,1065,750,593
EW031_RS01915,2949,2765,2870,2337,2992,2556,2640,768,2305,2180,2107,1806
EW031_RS01920,573,496,405,382,566,463,376,118,309,302,251,184
ahpF,5872,2573,3829,3395,4372,4165,4749,4736,6524,4561,6533,5893
ahpC,3227,1215,1878,1620,2041,2526,2700,2374,4102,2764,4380,4608
EW031_RS01935,863,551,570,924,394,287,1366,436,499,501,413,228
EW031_RS01940,1102,1505,1029,1096,979,413,1848,1007,568,564,581,521
EW031_RS01945,165,346,228,260,190,33,199,26,82,62,13,5
EW031_RS01950,483,931,850,717,740,145,532,86,247,170,29,23
EW031_RS01955,4170,3853,5216,3361,5228,6349,3200,963,2407,2582,3383,2927
EW031_RS01960,1828,1774,2030,1597,2034,1524,1796,390,1160,1174,1117,1058
