GeneName,X50470,X50471,X50472,X50473,X50474,X50475,X50476,X50477,X50478,X50480,X50481
EW029_RS02090,1368,1300,1108,1169,696,855,704,908,153,506,362
EW029_RS02095,1408,1345,1168,1278,828,1011,884,895,159,469,460
EW029_RS02100,282,67,69,560,26,26,275,141,3,38,3
EW029_RS02105,3290,1387,1664,2368,534,741,584,616,69,123,77
EW029_RS02110,256,78,74,457,42,36,204,94,17,36,8
EW029_RS02115,369,113,129,686,80,103,315,149,17,65,39
EW029_RS02120,336,155,144,788,148,74,339,242,45,91,47
EW029_RS02125,168,63,45,367,61,18,163,90,2,18,10
EW029_RS02130,391,229,152,888,243,94,447,288,26,91,53
EW029_RS02135,4651,3551,3411,3697,7287,5958,6293,7597,1882,4174,7884
EW029_RS02140,507,428,535,569,530,816,320,428,100,332,162
EW029_RS02145,394,463,377,479,431,413,309,314,53,189,180
EW029_RS02150,628,752,548,701,685,494,416,496,136,251,280
EW029_RS02155,1166,1688,1228,958,1284,1231,290,367,110,178,157
EW029_RS02160,1051,1093,997,917,858,1305,387,341,39,120,132
EW029_RS02165,423,536,348,645,424,143,414,470,29,118,90
gltB,1441,3386,1679,3235,5697,938,1565,751,53,199,106
EW029_RS02175,936,3047,857,1826,2283,456,1019,844,371,280,59
treB,1370,1144,725,2164,747,246,1754,1785,357,876,1020
treC,964,616,363,1488,291,267,1304,877,125,400,479
treR,676,541,367,698,299,296,578,628,157,314,278
EW029_RS02205,237,56,71,299,29,30,148,103,68,40,5
EW029_RS02210,534,378,303,570,225,300,631,668,97,358,343
dnaX,3754,4498,2125,2403,2188,1833,3203,5186,930,2025,2339
EW029_RS02220,1321,1778,623,693,724,1022,1114,1088,215,516,654
recR,2332,3088,1583,1498,1626,2129,1705,2409,908,1447,2212
EW029_RS02230,76,24,30,363,25,18,192,58,3,32,3
EW029_RS02235,68,12,18,204,5,12,93,47,1,18,2
EW029_RS02255,397,586,368,564,586,500,778,602,104,395,364
EW029_RS02260,291,360,208,380,331,294,435,255,57,112,153
EW029_RS02265,3626,4767,2639,2410,3294,2311,4574,3764,536,1774,1232
EW029_RS02270,2774,3572,2134,2035,2242,1394,3621,3778,469,1753,1122
EW029_RS02275,2378,2755,1723,1599,1366,1026,2549,2757,261,869,533
yabA,848,1116,717,611,597,505,958,1156,145,400,229
EW029_RS02285,1081,946,547,781,426,224,1036,1227,141,385,173
EW029_RS02290,491,342,152,419,145,92,451,440,33,122,41
rsmI,870,803,463,716,330,259,659,1063,105,290,229
metG,5232,5521,3951,3895,4375,5099,4221,5203,880,2512,4058
EW029_RS02305,1999,2245,1402,1335,1829,1756,1823,1521,329,845,1064
rnmV,755,719,385,838,459,288,730,612,77,229,234
rsmA,1190,1310,830,1303,926,596,1142,1041,147,480,545
EW029_RS02320,21182,38315,26728,25064,36038,9121,27739,41219,7556,32396,11583
EW029_RS02325,15650,23725,9985,7775,12464,2962,12185,13121,816,3643,2109
purR,14065,21260,9824,7115,12138,4162,8823,12129,1392,4254,3079
EW029_RS02335,5714,9633,4796,3411,7106,2384,5914,5641,2568,4800,2950
EW029_RS02340,3749,7689,3902,1871,5486,2147,3584,4389,2203,3853,2835
EW029_RS02345,81,73,29,208,21,6,113,66,6,34,3
glmU,3048,3279,1674,1687,1535,2430,3631,2831,800,1737,3807
EW029_RS02355,6055,4880,6005,5343,3523,9468,6412,7266,1939,5169,6855
EW029_RS02360,1024,679,738,851,526,1264,805,727,126,503,601
EW029_RS02365,46374,30517,33906,36172,32664,57278,6221,7725,2484,6906,7461
EW029_RS02370,586,698,595,547,872,857,401,355,83,249,280
mfd,4071,3509,2102,3020,2427,1935,2231,2023,544,1061,1395
EW029_RS02380,3051,2650,1993,2054,1665,1503,1447,1784,233,949,724
EW029_RS02385,4007,3612,2623,2447,2182,1573,2345,2891,385,1094,1070
EW029_RS02390,1210,983,634,1026,556,363,850,806,57,302,210
EW029_RS02395,1510,1542,1091,934,980,677,1018,1389,167,485,446
EW029_RS02400,3591,3328,4007,3427,3475,7840,3050,3274,794,2581,2906
tilS,2280,1191,1140,1678,751,1637,989,836,102,493,684
hpt,1333,989,785,802,562,968,589,593,135,413,667
EW029_RS02415,23635,22630,18161,14314,19508,20708,10189,12750,3691,8354,10371
hslO,2286,2833,1366,1662,1331,1078,2481,2610,506,939,884
cysK,2874,3539,2131,1793,2167,2005,3132,4213,1397,2604,3078
folP,738,605,466,807,417,479,814,649,113,271,394
folB,370,344,289,343,284,275,340,382,60,215,228
folK,1030,963,823,946,963,1045,1044,1226,212,681,753
EW029_RS02445,1156,1154,1012,919,1161,822,747,1015,148,526,521
lysS,10797,13397,11355,7686,12883,10326,6097,9471,1596,5690,5535
EW029_RS02535,400,179,106,561,156,191,337,209,28,245,385
pdxS,1253,2121,921,820,1125,1108,343,250,56,7576,17290
pdxT,1446,2249,1075,1066,1553,1135,354,249,71,13756,20858
EW029_RS02550,5736,6375,10728,7924,7437,16628,5494,5431,1781,4868,7129
EW029_RS02555,865,812,657,772,667,545,1168,1412,332,1286,568
EW029_RS02560,950,947,714,775,644,565,1679,2157,431,1651,696
EW029_RS02565,1756,1566,1341,1174,1187,1017,1994,3083,605,2459,1088
EW029_RS02570,9942,9085,8166,6739,8588,5989,9836,9220,2666,9859,6642
radA,2017,1197,1149,1918,1243,1909,2265,1810,432,1340,1709
EW029_RS02580,1698,1095,1085,1396,1205,1800,1606,1372,317,1296,1239
EW029_RS02585,5393,4373,5205,4437,5823,6918,2666,3336,560,1717,1562
EW029_RS02590,898,725,932,975,982,1099,738,712,233,588,498
cysE,747,515,428,1393,371,256,1244,905,195,242,202
EW029_RS02600,1113,1217,840,1190,871,683,2483,2457,682,807,838
EW029_RS02605,388,386,250,325,250,185,885,725,117,165,144
rlmB,638,729,557,575,531,399,1455,1748,380,462,498
EW029_RS02615,736,806,635,653,533,538,1656,2064,392,579,591
EW029_RS02620,730,783,643,576,430,467,1323,1802,297,425,460
rpmG,1344,898,826,786,619,776,1018,1190,119,532,449
secE,1191,951,809,827,608,696,1106,1145,136,502,468
nusG,4203,3323,3098,2672,2136,2925,3266,4380,789,2184,2482
rplK,60071,30731,36285,34872,20187,57340,7674,12725,3422,7807,7804
EW029_RS02645,51311,24446,31631,25076,14021,51366,6962,10941,2537,7210,7439
EW029_RS02650,19891,8016,8184,12295,5793,16331,2202,3592,351,1681,1186
EW029_RS02655,68961,35750,37631,44959,26089,73378,6670,13255,2234,7777,6584
EW029_RS02660,24524,15768,17249,13372,11911,32787,2320,4911,892,3531,2787
EW029_RS02665,3129,2411,2460,2309,1516,3155,761,1228,220,788,698
rpoB,61439,34832,43990,35739,24692,63958,19501,23971,7000,14843,20256
rpoC,74974,53525,54386,36830,36157,57100,19156,23175,3730,12063,13469
EW029_RS02680,25177,10008,14462,16426,6246,17790,6188,7252,1060,4555,4718
EW029_RS02685,70396,31294,41767,37285,18600,54357,13931,22074,4944,14208,18934
EW029_RS02690,64985,31227,43464,33430,19370,53224,13534,20311,4084,12947,15699
fusA,250182,140815,191488,133907,87071,230176,70071,93468,24564,56434,75240
tuf,242375,145117,222512,130758,84010,270336,87047,93852,36832,63705,74808
EW029_RS02705,791,944,1002,884,1675,1660,679,660,155,465,455
EW029_RS02710,5395,7245,5428,4427,4531,2643,5695,7265,1711,4884,4613
hchA,1351,2983,1900,1587,2973,1365,2702,3457,1756,2726,2944
EW029_RS02720,737,436,430,1320,343,243,1036,634,125,457,753
EW029_RS02725,3409,988,985,2960,806,479,2467,2063,468,1618,2028
EW029_RS02730,3382,3530,4487,2158,6219,3889,3144,2649,893,2714,3333
EW029_RS02735,930,1150,1103,718,1624,796,1015,921,183,558,787
EW029_RS02740,1759,1692,1865,1701,1662,2471,859,867,176,554,486
EW029_RS02745,352,305,394,328,373,596,181,209,32,109,131
EW029_RS02750,732,804,860,659,1018,933,560,590,208,445,519
EW029_RS02755,1089,1011,1271,1373,1261,1332,1157,901,213,706,1215
EW029_RS02760,707,726,849,864,1054,917,683,543,112,567,660
EW029_RS02765,8,3,1,18,1,0,14,5,0,1,0
sdrC,1383,2564,1835,2002,979,399,3030,5397,349,1974,1121
sdrD,2263,5074,3423,2916,1641,821,3072,4885,486,1571,2450
EW029_RS02780,1747,2098,1236,2284,1368,731,1878,2046,239,775,879
EW029_RS02785,968,895,1148,1263,1163,1516,966,846,181,953,1138
EW029_RS02790,5696,8302,7519,5758,5853,3640,5171,7778,1145,4033,3030
EW029_RS02795,2651,2622,2863,2131,1747,3489,2560,3806,921,2130,1901
bshB2,1895,1929,1964,1587,1232,2186,1988,2999,698,1437,1274
EW029_RS02805,1981,2132,2280,1876,1572,1868,2052,2858,548,1420,781
nagB,730,604,521,629,665,618,1884,1028,296,1228,1709
hxlA,2291,2153,1848,1867,1641,2182,4000,3059,813,3177,3373
hxlB,1962,1990,1709,1426,1591,2070,3381,3016,679,3017,3074
EW029_RS02825,353,300,282,466,259,348,652,338,73,235,169
EW029_RS02830,2989,2331,1331,1550,2304,1097,4046,1733,649,2610,1899
EW029_RS02835,118824,32492,21669,65860,45663,58609,203298,122494,87459,285304,138228
EW029_RS02840,969,1080,1003,1065,712,329,1126,906,115,457,129
EW029_RS02845,1149,1010,637,1336,533,333,2883,1199,731,1794,284
EW029_RS02850,368,271,176,469,111,89,903,313,443,1141,165
EW029_RS02855,535,717,561,448,1625,778,1492,1122,3803,4743,6196
EW029_RS02860,61139,43898,25136,40001,83928,53372,160672,137221,81820,237807,215680
thiD,2451,2157,2297,2128,1719,2986,1937,1736,883,1381,1882
EW029_RS02870,907,630,513,596,459,574,715,707,142,388,514
EW029_RS02875,809,493,387,665,383,471,628,552,101,357,458
EW029_RS02880,551,425,325,510,314,472,470,399,102,312,372
EW029_RS02885,2427,3264,2021,1915,3359,2494,3232,3772,2516,3720,2512
EW029_RS02890,504,564,477,535,554,673,382,394,217,264,223
EW029_RS02895,472,495,452,522,515,734,396,421,190,344,234
EW029_RS02900,996,2026,1998,2399,2980,1831,899,4455,2660,7016,2079
EW029_RS02905,5243,4814,5475,4714,3813,5961,5213,4232,1293,3564,3884
pta,10292,11214,13817,7957,9250,11175,12719,13272,2823,9274,10209
EW029_RS02915,8319,8906,10250,6864,6807,8405,9545,9554,1784,6123,6600
mvk,1587,656,755,1538,299,1063,1532,803,225,731,769
mvaD,1760,718,875,1561,370,1298,1990,1216,639,1260,1239
EW029_RS02930,2500,880,1247,1901,412,1791,2345,1476,502,1522,937
EW029_RS02935,503,288,237,418,387,331,459,255,88,247,114
EW029_RS02940,593,707,588,779,642,531,417,387,95,260,148
EW029_RS02945,173,158,166,367,91,122,162,110,10,40,27
EW029_RS02950,35,8,8,92,6,3,40,17,0,2,0
EW029_RS02955,647,536,500,1112,451,629,785,421,103,284,731
EW029_RS02960,200,225,174,315,159,124,305,195,14,90,177
EW029_RS02965,213,216,201,362,162,132,305,200,39,184,256
EW029_RS02970,183,172,181,329,143,104,240,168,30,135,174
EW029_RS02975,1100,1359,1162,987,1085,986,1828,1313,324,923,1315
EW029_RS02980,5822,4340,5128,4876,2662,2628,7748,9394,2184,6912,5301
EW029_RS02985,1079,1200,937,856,897,1163,1271,1085,189,684,783
EW029_RS02990,4811,7103,6072,4304,5723,4858,4404,5798,1060,3511,3585
EW029_RS02995,2820,3800,3473,2616,3482,2692,2261,2896,503,1828,1343
adhP,10101,18184,13878,8016,13282,10085,153802,52745,29884,98577,141031
EW029_RS03005,15,16,16,45,9,8,90,14,7,25,45
EW029_RS03010,473,513,445,533,471,637,909,491,75,320,317
EW029_RS03015,3134,3967,4310,3173,4832,5528,3560,3182,787,2685,3038
EW029_RS03020,227,275,253,468,267,101,297,349,52,178,75
EW029_RS03025,1140,1415,1354,1686,1756,2105,777,852,114,537,596
EW029_RS03030,575,434,406,654,471,721,414,405,82,320,376
EW029_RS03035,374,289,307,365,295,603,358,355,64,247,463
EW029_RS03040,595,473,601,643,460,1013,553,455,102,426,768
EW029_RS03045,14839,26200,19611,15867,24283,12929,11212,19016,3543,24676,6233
EW029_RS03050,2016,2068,1964,2134,1697,1404,1281,2862,287,1331,341
EW029_RS03055,964,900,492,871,932,536,1373,1148,447,1445,765
EW029_RS03060,7302,4984,6032,9551,4702,7226,4227,5364,809,5946,2034
EW029_RS03065,685,541,459,784,488,575,383,287,70,206,163
EW029_RS03070,57,34,34,67,26,19,44,66,10,23,16
EW029_RS03075,89,46,33,137,30,13,104,117,14,37,16
EW029_RS03080,493,319,281,409,159,206,345,257,37,154,202
EW029_RS03085,2383,1591,1353,2009,803,1096,1797,1782,408,1044,1582
EW029_RS03090,578,314,264,721,160,147,577,473,42,190,171
EW029_RS03095,261,161,109,283,54,85,224,189,41,80,122
EW029_RS03100,1249,864,685,918,437,596,1099,967,189,602,902
EW029_RS03105,348,223,157,267,118,126,248,240,34,138,206
EW029_RS03110,185,152,112,141,67,85,126,139,35,69,104
EW029_RS03115,449,282,272,459,160,169,364,362,65,195,233
EW029_RS03120,3461,3388,3634,2932,3072,2873,4371,5045,1251,3558,3278
EW029_RS03125,2533,2022,2789,2227,1214,1738,1739,5768,483,1895,1126
EW029_RS03130,1641,1344,1770,1424,811,1020,1160,3464,341,1250,786
EW029_RS03135,2469,1872,2244,1709,1186,1611,2516,4456,642,2033,1246
EW029_RS03140,6521,9326,6434,4861,6087,2351,7324,12705,1083,4467,1952
EW029_RS03145,598,707,730,611,544,662,849,832,384,1471,784
EW029_RS03150,1639,1415,1512,1907,1405,2436,1141,1504,250,766,805
tagH,2263,1819,2024,2028,1698,3185,2037,2279,608,2084,1535
EW029_RS03160,2695,2414,3093,2838,2744,4861,2635,2700,852,3217,1959
EW029_RS03165,1446,1342,1739,1666,1079,1442,1815,1916,554,2097,1496
EW029_RS03170,1631,1253,1256,1233,805,1004,2040,2049,413,1670,1157
tagD,889,628,478,819,294,412,1149,905,126,496,319
EW029_RS03180,1040,828,392,1007,539,636,478,428,68,149,161
EW029_RS03185,8668,10411,6910,5346,8350,4472,7754,11084,1415,4811,2921
EW029_RS03190,5526,7345,7233,4582,6266,7830,5604,5030,1442,3640,6006
EW029_RS03195,72,200,150,133,735,107,136,180,242,361,228
EW029_RS03200,706,673,477,639,729,959,618,438,94,263,351
EW029_RS03205,2858,6008,3812,1112,4878,1480,4345,4485,994,2840,2568
EW029_RS03210,1453,2857,1620,682,1883,713,1266,1734,368,775,511
EW029_RS03215,2023,3629,2447,1071,2155,1162,1521,2011,779,746,611
dhaK,772,464,354,1067,205,176,3092,1579,675,1530,3018
dhaL,460,297,305,517,177,140,2526,1397,517,1538,2587
dhaM,168,140,160,220,114,109,1037,740,520,1085,1865
EW029_RS03235,17236,11486,10561,11188,15776,14272,10954,8930,3901,11393,9770
EW029_RS03240,4503,2340,1830,2176,1752,3731,1052,831,107,468,536
EW029_RS03245,996,933,500,705,991,960,313,241,28,158,106
EW029_RS03250,92,78,50,87,76,61,37,37,2,16,14
EW029_RS03255,671,786,696,787,710,438,838,1042,91,787,317
EW029_RS03260,1202,1362,1579,1257,1057,1759,1899,2021,795,1538,1193
EW029_RS03265,1290,1114,843,931,997,1080,791,743,124,528,583
EW029_RS03270,655,621,534,597,589,580,525,469,99,381,348
EW029_RS03275,1601,1294,1151,1110,920,997,1056,995,164,706,595
EW029_RS03280,1991,1357,1189,1297,969,907,1386,1161,175,806,543
EW029_RS03285,3734,2841,2381,2784,1833,2071,1921,2044,234,1355,837
EW029_RS03290,2973,1895,2211,2313,1351,3820,1802,1844,523,1701,1492
EW029_RS03295,4222,2997,3277,2484,1768,5702,2746,2776,1162,1949,2296
EW029_RS03300,6223,6866,9176,5216,17649,15296,9582,9474,6138,8500,14719
EW029_RS03305,666,1102,765,691,683,501,590,1030,106,351,284
EW029_RS03310,966,725,690,1086,491,511,754,634,76,275,179
sarX,145,86,112,137,77,84,85,67,7,42,26
EW029_RS03320,3472,3127,3915,2821,2663,3817,3364,4311,935,2643,2093
EW029_RS03325,1795,1682,2180,1322,1561,2115,1298,2191,648,1643,1263
EW029_RS03330,8,0,0,14,1,0,7,4,0,1,0
EW029_RS03335,728,531,547,823,735,1047,728,533,150,514,889
EW029_RS03340,1337,1316,1225,1093,1656,1612,1202,1071,419,1146,1561
EW029_RS03345,312,294,257,300,352,356,327,227,124,285,197
EW029_RS03350,1531,888,936,1452,623,1175,912,846,158,432,316
EW029_RS03355,905,337,426,1072,274,515,485,338,37,158,81
EW029_RS03360,717,604,654,981,604,709,572,617,114,552,156
EW029_RS03365,244,69,86,206,48,85,67,55,2,28,25
EW029_RS03370,2933,1071,1178,2052,952,1586,1437,1116,152,951,529
EW029_RS03375,1608,845,928,1138,1008,1247,1111,909,374,1253,902
EW029_RS03380,587,306,480,745,260,255,517,446,117,315,177
EW029_RS03385,1187,1295,1489,1117,1425,1505,2254,1997,2017,2405,2192
EW029_RS03390,780,768,1070,861,693,918,1713,1587,989,1809,1606
EW029_RS03395,1628,1667,2172,2428,1804,1993,4098,3340,1925,4879,3619
EW029_RS03400,1868,1414,1856,1835,1305,3437,1025,1047,381,1090,1062
EW029_RS03405,3761,5290,3619,2696,4473,2349,2779,2894,486,1714,1180
EW029_RS03410,3983,5410,3861,2749,3789,2608,3086,3175,571,1926,1373
EW029_RS03415,42438,61328,51519,40507,71561,54996,14459,23848,5921,19419,11665
EW029_RS03420,1898,2087,1632,1713,1740,1026,2081,1361,421,1743,1464
EW029_RS03425,4131,3839,3255,3063,2924,2820,3706,2422,415,1909,1720
EW029_RS03430,208,154,249,230,235,244,115,137,27,145,78
EW029_RS03435,1647,1406,1191,1714,1242,1167,2266,1379,399,1102,1600
EW029_RS03440,2371,2419,1878,1709,2003,1254,3827,2102,525,1810,2054
EW029_RS03445,458,541,454,366,675,604,197,178,51,159,111
EW029_RS03450,674,669,612,605,862,766,384,328,82,228,218
EW029_RS03455,661,802,791,557,875,852,501,476,96,379,401
norA,12285,21497,14419,8408,27999,19686,7412,6100,2870,5967,8674
EW029_RS03465,1702,2333,1643,1356,3522,1971,921,766,197,654,1064
ybaK,204,113,95,411,128,127,332,146,84,173,297
EW029_RS03475,217,77,95,509,65,61,358,167,20,144,273
pfkB,177,70,53,428,48,43,445,135,27,166,301
EW029_RS03485,610,281,245,1140,202,186,1429,530,153,503,792
nagA,686,358,313,873,293,864,990,571,178,485,1172
EW029_RS03495,5526,10021,7127,4034,9108,5949,3608,4073,1029,2882,3230
EW029_RS03500,322,324,473,560,292,487,710,456,238,740,882
EW029_RS03505,560,547,633,756,585,527,1104,811,385,1134,1138
EW029_RS03510,14114,20565,17898,14011,28212,22326,48950,17655,2788,18221,27501
EW029_RS03515,6815,10567,9470,7083,15590,12365,32016,10107,2225,10173,19533
EW029_RS03520,2659,4835,4867,2519,8083,6704,12483,4887,1378,5488,12122
EW029_RS03525,719,801,1177,826,2927,6850,6292,1070,1433,4929,20993
EW029_RS03530,757,241,428,915,238,811,307,444,76,335,198
queE,1011,445,533,875,544,1162,511,418,87,376,492
queD,459,203,254,480,204,615,258,218,56,169,260
queC,704,263,394,725,268,899,376,269,31,214,334
EW029_RS03550,184,137,132,244,114,196,160,145,15,71,105
pabB,638,381,362,769,297,338,599,646,65,252,272
EW029_RS03560,439,276,256,407,261,258,508,537,41,227,216
EW029_RS03565,164,97,86,158,85,98,214,304,24,104,101
EW029_RS03570,1057,933,826,952,787,744,1655,1932,243,857,792
EW029_RS03575,9179,10306,8411,6617,13860,10810,6261,8406,5560,4716,3113
EW029_RS03580,42293,34518,36095,26468,24052,30987,24027,37663,4666,24433,13256
EW029_RS03585,2169,3902,1635,2034,3344,1546,2681,3121,344,1220,871
recQ,3092,5375,2307,2210,3826,1862,2226,3123,357,1224,848
EW029_RS03595,1290,1663,1029,1014,1265,938,2465,2293,511,1143,854
EW029_RS03600,1820,2203,1647,1790,1786,1365,2587,2887,706,1739,1306
hisC,642,1499,1762,800,3066,993,1113,888,186,663,827
EW029_RS03610,1728,2450,2271,1623,3418,2397,1194,1300,353,1000,781
EW029_RS03615,629,1104,763,647,1127,490,1089,883,452,1132,899
EW029_RS03620,6,3,3,20,5,3,8,1,0,1,1
EW029_RS03625,6233,17740,13893,6115,20578,14484,3988,7511,1735,4836,7212
EW029_RS03630,153,278,230,175,312,278,75,135,22,74,96
queF,910,648,887,826,600,1486,381,497,114,264,263
EW029_RS03640,913,639,866,795,614,1795,334,458,81,312,347
EW029_RS03645,197,165,237,211,385,218,134,174,16,109,16
nrdI,2215,3561,2918,1325,4418,2849,1016,1425,188,553,698
nrdE,11365,25933,19305,7612,32351,13858,3440,6188,842,3700,3137
nrdF,9023,18804,18631,7902,18313,12847,2001,4390,579,3175,1743
EW029_RS03665,3751,3157,4613,1148,3385,1913,8431,4430,2656,8033,7616
EW029_RS03670,2515,2511,2933,619,1753,893,7321,3434,1119,3685,3625
EW029_RS03675,3906,3498,3438,1257,1754,915,9913,4800,1066,3050,3646
EW029_RS03680,10547,13467,17192,2600,5947,5226,23897,12112,2597,7781,11918
EW029_RS03685,892,826,788,625,661,1114,869,952,247,535,525
EW029_RS03690,1606,1541,1429,954,1092,1878,1625,1631,376,823,907
EW029_RS03695,636,466,411,479,393,567,313,354,34,166,115
EW029_RS03700,1193,895,808,983,558,965,629,699,93,495,345
ytxJ,2427,2229,1720,2656,3000,3420,1419,1176,399,1475,754
EW029_RS03710,2224,1060,990,2041,949,1450,1786,1452,399,994,828
pepT,3847,4079,4598,3727,3684,3858,3521,4674,1045,3061,2587
EW029_RS03720,502,325,312,409,274,364,391,270,78,195,226
EW029_RS03725,596,355,387,618,343,537,426,375,95,247,254
EW029_RS03730,2668,992,1322,2170,793,2374,1057,1516,232,1047,842
EW029_RS03735,2950,2178,2412,2433,1746,2644,1262,1921,393,856,522
EW029_RS03740,1936,1951,1313,1447,1105,1177,2649,3289,479,1568,570
EW029_RS03745,3967,3828,2686,2845,2231,3186,4077,4440,720,2542,2765
EW029_RS03750,2015,1517,970,1853,817,129,2668,3594,197,885,213
EW029_RS03755,952,712,471,746,381,53,1076,1605,71,311,105
raiA,15005,15274,16597,21393,13590,6187,23570,15588,6295,33167,17754
secA,14330,12953,8962,6674,7978,8861,8627,10081,2107,6275,5113
EW029_RS03770,31,13,15,60,12,5,25,13,1,8,0
EW029_RS03775,1696,1229,875,1278,1090,1303,918,1079,154,472,444
EW029_RS03780,75,43,29,144,38,37,58,54,4,25,3
EW029_RS03785,394,317,176,443,252,216,396,327,98,135,105
EW029_RS03790,665,426,502,651,520,1046,428,487,68,386,258
EW029_RS03795,171,107,145,218,163,278,134,107,18,107,70
uvrB,2550,1894,1547,2649,955,1166,3139,4268,869,2155,2207
uvrA,5098,4053,3174,3394,2146,2532,4643,5931,1186,3126,3134
EW029_RS03810,2173,2485,1669,1552,1915,1651,2957,2354,734,1617,2365
EW029_RS03815,1457,1580,1029,1267,1133,968,1799,1217,298,939,991
EW029_RS03820,885,1142,799,570,930,740,1542,1241,348,1071,1122
EW029_RS03825,2365,2556,1912,1522,1779,1534,2770,3004,598,2253,1926
trxB,3658,4861,2502,2130,3201,2300,3664,4559,1272,2423,2369
EW029_RS03835,753,894,501,446,678,357,495,877,302,375,303
rapZ,2285,2757,1332,1496,1867,869,1744,2279,358,1094,935
EW029_RS03845,2335,2989,1549,1417,1998,903,3060,2948,743,2254,2401
whiA,4634,3850,2735,3049,2581,2058,4521,5017,1225,4232,3310
EW029_RS03860,7030,8151,6586,5826,5181,6784,4223,6654,1602,5265,4128
EW029_RS03865,1011,963,810,1457,543,311,1984,3251,1081,2476,1804
EW029_RS03870,1288,1533,1320,1163,1214,899,1502,1843,728,1091,621
EW029_RS03875,7497,7446,4573,6512,6249,2222,6836,10803,1809,5650,3036
EW029_RS03880,169,108,67,298,63,38,160,153,32,40,9
EW029_RS03885,11438,6024,2856,3656,7250,7119,1913,1159,543,1447,1986
gap,36615,40848,20978,23350,43390,36197,3895,4721,2258,5471,7614
pgk,12514,13814,5887,5931,10196,8193,2378,2342,1035,2591,5278
EW029_RS03900,10825,10622,4318,4544,6404,5480,2207,1975,578,1652,3589
EW029_RS03905,23305,22285,9312,9884,13456,11823,4665,4352,1656,3554,7521
EW029_RS03910,51744,51627,50410,29878,39699,52469,30955,36721,16084,34952,40848
EW029_RS03915,2169,2962,2629,2521,3144,2126,2043,2222,359,1571,1414
secG,7053,4818,4454,9512,4360,4198,3424,4817,1089,3589,1513
EW029_RS03925,5512,3560,1836,2117,1709,1431,2136,2829,542,1679,1407
rnr,16229,12146,6703,6393,6021,5124,6900,9145,1982,5753,4714
smpB,4017,3060,1930,1944,1623,1699,1485,2022,417,1502,817
EW029_RS03945,502,274,234,765,194,170,456,311,18,134,107
EW029_RS03950,29,4,3,46,1,1,23,11,1,2,0
EW029_RS03955,140,37,38,286,26,18,154,80,11,50,20
EW029_RS03960,262,126,116,319,110,186,192,175,38,124,135
clfA,7959,17328,7239,4669,9566,3355,23780,35367,9697,18513,10781
vwb,816,379,522,1437,140,930,901,398,46,189,310
EW029_RS03975,1246,1222,1127,1404,751,968,6602,2347,535,2031,3852
EW029_RS03980,350,266,353,537,134,396,833,233,41,170,293
EW029_RS03985,594,956,772,676,1493,1537,681,196,74,303,1430
EW029_RS03990,71615,121179,91603,92400,102419,38407,42181,88090,17486,46885,11984
EW029_RS03995,244,156,136,157,141,145,115,166,26,65,52
EW029_RS04000,348,189,153,321,178,157,242,199,23,72,57
EW029_RS04005,672,423,265,466,379,348,350,370,39,140,117
EW029_RS04010,212,145,144,156,217,151,120,180,62,141,110
EW029_RS04015,206,209,214,220,345,228,197,193,74,189,162
EW029_RS04020,680,990,881,744,1965,1077,5724,3480,3214,8354,4608
EW029_RS04025,343,414,405,320,897,417,1776,998,940,2964,1404
EW029_RS04030,1075,629,566,831,583,471,971,691,310,463,300
EW029_RS04035,156,119,92,221,154,62,168,102,32,90,43
EW029_RS04040,2237,2062,2890,2638,5965,6488,2764,1392,872,4686,4075
EW029_RS04045,156,177,111,218,214,132,615,438,454,765,407
EW029_RS04050,297,282,285,352,311,305,239,234,49,152,158
EW029_RS04055,4285,9201,8996,2375,8416,1924,9367,15831,3212,6543,3248
EW029_RS04060,754,987,1238,738,1063,1450,693,1217,526,1136,679
EW029_RS04065,1543,1460,1647,1626,1557,2071,1040,837,213,889,1120
gcvH,4724,4877,5859,6584,5732,6752,2455,3070,980,3350,3141
EW029_RS04075,48,25,40,55,18,19,36,70,14,47,27
EW029_RS04080,724,821,900,965,518,441,801,1419,412,1121,879
EW029_RS04085,480,475,459,834,383,288,602,716,168,475,281
EW029_RS04090,213,291,260,257,248,209,203,344,62,289,152
EW029_RS04095,1378,4244,1802,1232,6616,1002,1155,1988,166,564,269
EW029_RS04100,525,2147,910,666,3575,353,460,714,73,218,102
EW029_RS04105,832,4303,1683,754,7088,728,541,996,83,385,200
EW029_RS04110,6666,21383,10067,11125,27811,5969,29740,29676,13849,94983,38729
EW029_RS04115,1970,3583,1793,1250,3154,1847,2277,1492,567,1352,1105
sufC,5540,8455,5789,3553,5636,2636,6831,8541,1328,4176,3649
sufD,5197,9113,7116,3080,6326,3860,6754,9524,2289,6110,6370
EW029_RS04130,4503,7776,6445,2517,5364,3585,5511,7771,2018,5409,5352
EW029_RS04135,2436,3670,3009,1706,2150,1558,2737,3680,787,2106,1986
sufB,6808,10529,9279,4130,7270,5578,5988,8392,1660,5952,5353
EW029_RS04145,34,28,22,30,20,17,29,18,2,4,7
EW029_RS04150,55,27,35,95,65,60,46,42,0,26,22
EW029_RS04155,671,512,353,676,390,451,820,557,169,467,633
EW029_RS04160,1058,611,442,1104,458,446,1149,756,218,611,501
EW029_RS04165,85,52,34,57,29,27,63,59,25,41,40
EW029_RS04170,2062,1459,1251,1640,999,989,1829,2507,490,1658,1290
