GeneName,X50446,X50447,X50448,X50449,X50450,X50451,X50452,X50453,X50454,X50455,X50456,X50457
EW032_RS00425,255,77,51,307,39,78,1009,490,503,1060,669,354
EW032_RS00430,477,109,100,461,45,123,1935,742,960,2074,1145,635
sbnI,405,73,78,394,53,101,1347,580,664,1613,812,460
EW032_RS00440,44,7,5,53,0,10,26,12,1,215,75,1
EW032_RS00445,419,127,168,372,121,266,283,164,69,1177,405,105
EW032_RS00450,589,259,330,533,267,435,377,214,95,1287,514,247
EW032_RS00455,1895,1163,1452,1411,1613,1090,4378,3452,3052,4097,4390,4033
EW032_RS00460,39,11,14,54,1,20,32,27,4,241,46,4
EW032_RS00465,770,168,193,817,102,213,565,283,187,2546,997,161
EW032_RS00470,454,139,112,403,46,152,329,168,121,1828,549,77
EW032_RS00475,516,246,221,420,162,188,385,242,164,1155,404,85
EW032_RS00480,819,385,292,746,204,264,537,338,138,2590,765,68
EW032_RS00485,1613,1131,1160,1537,1112,870,957,898,477,2505,1042,482
EW032_RS00490,1397,877,1143,1454,995,1602,1177,1086,783,1558,1342,1079
EW032_RS00495,13810,14670,16392,19375,9370,7938,4739,6212,2800,26041,49273,55682
EW032_RS00500,997,613,751,880,951,975,1126,1032,804,1348,1182,1126
EW032_RS00505,43,17,15,46,10,12,40,13,3,218,55,7
deoD,217,91,83,236,39,69,332,125,91,760,344,128
tet(38),553,242,158,523,128,193,901,285,302,1789,893,358
deoC,1297,950,1141,1006,887,827,1380,1548,1085,1228,1488,838
deoB,4275,3255,4255,4000,2821,2605,5856,5856,5108,4690,6647,4744
phnE,442,234,204,448,201,234,319,250,118,1743,496,78
phnE,412,222,172,352,190,214,332,230,115,987,381,77
phnC,324,243,208,321,239,249,317,271,167,780,318,142
phnD,622,426,441,715,469,436,741,677,496,1583,718,446
EW032_RS00550,658,102,127,675,52,220,425,207,39,2768,880,29
EW032_RS00555,1025,439,422,991,450,554,856,596,346,2915,1232,298
EW032_RS00560,78,27,22,75,23,32,61,38,30,234,87,23
EW032_RS00565,154,21,35,145,26,53,98,49,9,677,175,9
EW032_RS00570,126,26,35,123,16,58,79,30,5,702,136,16
EW032_RS00575,14,3,2,10,3,5,15,2,2,69,19,0
EW032_RS00580,356,56,102,372,5,112,236,138,3,2081,484,3
tnpA,1555,1111,1793,2331,2074,1440,983,873,1084,2483,932,853
adhE,36993,12905,11633,13712,18540,22640,51042,9474,31907,26873,35136,55379
EW032_RS00595,224,78,100,185,107,135,431,259,243,667,473,131
EW032_RS00600,341,107,133,309,143,147,508,398,312,1110,690,170
EW032_RS00605,276,80,88,193,118,121,506,416,334,755,599,179
EW032_RS00610,959,198,239,964,146,258,1012,878,381,3996,1650,221
EW032_RS00615,534,113,120,577,67,162,457,497,158,2185,919,101
EW032_RS00620,453,129,113,391,93,154,345,677,177,1729,836,199
EW032_RS00625,500,133,144,439,112,153,350,603,120,1665,753,162
EW032_RS00630,303,124,77,253,86,100,238,471,105,943,478,181
EW032_RS00635,753,194,164,651,139,290,500,492,99,2524,908,159
EW032_RS00640,280,94,102,259,50,138,168,197,25,1187,330,28
EW032_RS00645,300,121,109,279,98,108,195,247,62,875,390,77
EW032_RS00650,492,231,193,474,172,221,352,483,108,1327,607,169
EW032_RS00655,321,138,146,259,118,145,260,246,46,672,378,60
EW032_RS00660,396,182,157,348,170,204,328,377,114,1016,436,94
EW032_RS00665,611,346,341,548,341,373,704,777,256,1635,750,223
EW032_RS00670,660,406,358,547,378,465,1101,1337,661,1848,1028,379
EW032_RS00675,118,55,64,74,79,84,1388,1280,1792,1136,1205,1713
EW032_RS00680,212,64,104,124,97,105,2149,1668,2173,1650,1984,2008
EW032_RS00685,2042,2321,3142,1750,483,313,8776,19662,15836,8190,12212,12990
EW032_RS00690,634,206,263,555,215,354,1267,887,834,1909,994,361
EW032_RS00695,125,71,66,101,73,73,359,227,237,296,218,92
EW032_RS00700,246,103,131,224,101,115,463,326,284,740,365,111
EW032_RS00705,285,63,65,303,36,85,259,156,51,1101,423,18
EW032_RS00710,239,74,86,232,64,92,186,130,44,901,290,25
EW032_RS00715,440,70,73,489,35,132,294,164,31,2167,608,12
EW032_RS00720,430,105,110,461,54,162,348,176,81,1919,622,43
EW032_RS00725,1134,1177,680,589,745,431,1296,1581,397,760,769,351
EW032_RS00730,632,298,206,600,177,176,495,581,130,1808,773,60
EW032_RS00735,1181,349,326,743,440,467,793,618,245,2456,975,274
EW032_RS00740,17407,7648,5284,7003,10364,5716,8800,4297,1774,12360,7583,3079
EW032_RS00745,2674,1225,836,1024,1516,814,1099,573,424,1175,915,380
EW032_RS00750,6592,5104,7258,6003,6621,4576,4321,2615,4129,2594,3341,4019
argB,719,440,342,482,458,252,350,328,125,846,362,113
argJ,893,561,416,593,495,326,397,347,121,1180,558,170
EW032_RS00765,728,325,267,532,288,248,351,258,80,1439,620,148
rocD,634,312,251,590,333,258,381,207,102,1726,676,112
brnQ,3025,1716,3343,2989,6562,9816,1958,1535,2023,2349,2426,2960
EW032_RS00780,361,324,568,428,317,261,2113,2405,1983,1154,1884,2028
EW032_RS00785,1447,1470,2330,1966,1551,1055,9527,10501,9234,5960,10420,12322
EW032_RS00790,82,55,45,62,12,20,29,12,1,319,58,1
EW032_RS00795,51299,54701,57839,43646,25156,41283,2889,1268,3807,4269,3349,3714
EW032_RS00800,1034,619,787,826,248,308,13959,5095,9529,12630,9413,22684
murQ,891,428,396,705,84,235,7929,2804,3214,5721,4354,6082
EW032_RS00810,1487,1053,1254,1298,267,431,20729,7904,15318,11565,11202,17301
EW032_RS00815,998,1006,1315,923,298,392,20899,8542,18719,13472,12711,22867
EW032_RS00820,128,76,112,158,80,118,645,194,288,662,366,408
EW032_RS00825,3811,2680,4169,4046,3390,4915,7422,3729,4739,6897,5484,7454
EW032_RS00830,268,292,201,407,249,216,242,163,139,675,258,87
EW032_RS00835,425,77,65,377,28,141,266,113,11,1792,543,22
EW032_RS00840,229,79,66,194,73,92,115,70,25,699,234,30
EW032_RS00845,767,354,239,671,272,293,392,257,87,2078,639,109
EW032_RS00850,180,240,134,181,170,174,113,190,55,263,100,41
EW032_RS00855,391,118,76,369,50,138,220,176,25,1559,446,38
EW032_RS00860,132,58,33,128,30,42,75,57,18,520,143,21
EW032_RS00865,422,174,123,341,81,149,251,225,45,1223,436,54
EW032_RS00870,214,127,99,205,84,79,161,210,63,717,271,57
EW032_RS00875,625,245,260,637,246,339,410,316,214,1862,701,252
EW032_RS00880,395,128,158,350,175,208,273,213,136,1307,550,203
EW032_RS00885,390,82,122,373,66,169,289,176,126,1662,666,146
EW032_RS00890,675,129,174,658,108,231,551,390,164,2387,1073,296
ggt,1320,427,518,1301,431,564,1015,715,278,3744,1750,358
EW032_RS00900,640,384,419,631,383,591,360,210,102,1334,593,247
EW032_RS00905,1021,530,605,486,703,721,326,200,135,810,325,112
EW032_RS00910,278,103,140,288,107,113,358,364,132,819,441,149
ugpC,533,105,126,574,63,145,387,153,53,2108,663,113
EW032_RS00920,429,136,163,400,125,129,375,192,167,1646,515,218
EW032_RS00925,472,178,170,448,100,141,498,245,271,1828,594,226
EW032_RS00930,224,102,95,261,50,83,308,137,158,899,361,142
EW032_RS00935,594,204,236,641,66,213,650,315,228,2533,895,206
EW032_RS00940,461,162,177,493,72,167,525,199,251,1946,690,148
EW032_RS00945,379,166,240,354,115,170,517,261,488,1230,519,330
EW032_RS00950,484,315,387,625,381,1516,262,124,85,546,307,135
EW032_RS00955,1753,2234,2397,3128,3140,510,5165,3576,5878,7073,8227,8384
EW032_RS00960,1679,995,1168,1362,1486,1129,1592,1067,848,1409,1132,795
EW032_RS00965,2688,1338,1966,2290,2278,2133,2654,1590,1493,2775,2118,2139
EW032_RS00970,891,483,856,961,909,1128,1037,571,695,1578,1033,1178
pflB,125720,89448,121070,100943,81956,65869,696352,419013,588377,301654,498738,737969
pflA,54391,41821,52667,42314,30148,25785,326414,196047,276932,130233,231444,307233
EW032_RS00985,1348,949,792,957,569,399,2191,876,671,1198,917,628
EW032_RS00990,3729,3673,2934,2592,2540,2122,5906,3242,2965,3236,2328,2335
EW032_RS00995,103,48,51,83,26,274,89,40,35,353,163,59
coa,1733,891,846,1511,1422,1205,1346,967,467,3882,1699,780
EW032_RS01005,241,49,45,220,32,68,148,67,26,432,326,26
EW032_RS01010,502,144,126,533,105,195,405,314,101,1975,714,140
EW032_RS01015,606,157,130,536,99,174,446,405,88,2294,867,259
EW032_RS01020,452,102,105,399,45,119,314,285,77,1776,714,107
EW032_RS01025,492,149,147,534,72,191,426,403,87,1893,870,267
EW032_RS01030,673,270,349,690,155,234,582,828,195,2364,1197,438
EW032_RS01035,1289,629,638,1018,847,1784,690,396,243,2732,974,352
EW032_RS01040,6406,3019,5048,4933,6058,4540,4667,2760,2777,3361,3352,4671
EW032_RS01045,1932,986,1661,1682,2047,1651,1665,973,1118,1151,1319,2064
EW032_RS01050,807,340,724,754,756,730,744,470,595,504,649,803
EW032_RS01055,14187,6874,14257,15733,14165,12932,14436,9094,13679,10862,14437,23260
EW032_RS01060,41,15,16,38,12,19,28,15,6,121,39,4
EW032_RS01065,341579,161497,229425,200257,391848,227213,217389,134415,216018,122436,162211,249632
EW032_RS01070,217,138,142,157,206,85,252,92,197,176,105,88
EW032_RS01075,4297,2207,1611,2156,2484,1341,5388,2040,2396,3422,2432,2091
EW032_RS01080,1932,1162,772,1074,885,655,1447,778,588,1820,1009,500
EW032_RS01085,15,4,4,22,2,5,5,4,0,75,20,0
EW032_RS01090,787,168,191,829,52,256,660,791,580,3737,1452,421
EW032_RS01095,159,35,36,186,7,57,126,111,64,712,272,39
EW032_RS01100,75,14,15,92,3,23,57,68,28,378,149,27
EW032_RS01105,482,92,120,507,64,121,363,406,138,2000,712,146
EW032_RS01110,329,63,70,380,32,86,270,338,94,1681,585,150
EW032_RS01115,49,10,12,65,5,15,49,34,12,328,86,8
EW032_RS01120,465,138,149,515,121,204,362,383,150,2019,705,175
EW032_RS01125,2912,1760,2600,2388,2450,1894,3239,5203,2321,2729,3497,3518
EW032_RS01130,4675,2947,4592,4157,4084,3211,5329,7892,4049,4716,5872,6617
EW032_RS01135,7006,4605,8042,5923,7340,5426,7549,11043,6189,4811,6517,7755
EW032_RS01140,1055,840,1092,1033,913,1310,981,999,781,1749,1135,853
EW032_RS01145,856,798,1177,897,1357,1555,1035,932,941,1050,1110,1152
EW032_RS01150,2178,1806,2538,2208,2922,3144,2586,2190,2114,2446,2722,2434
EW032_RS01155,5175,4191,5212,4621,5984,5274,5394,4775,3503,4097,4639,4344
EW032_RS01160,9747,8493,10210,8570,11377,7813,7975,9033,5715,5749,6788,5982
scdA,4318,2744,2625,2685,4074,2619,14102,7678,8263,7277,8209,11149
EW032_RS01170,2598,1329,1232,2057,1872,2369,2209,857,890,4671,2522,1619
EW032_RS01175,1215,714,688,948,1160,1190,896,327,451,1277,824,802
EW032_RS01180,1006,1640,527,666,1850,382,7268,5539,15719,8523,9971,20340
lrgB,2044,3100,1614,1733,5290,1439,43314,29939,76671,29074,40480,67295
EW032_RS01190,2101,2175,2050,1748,2633,1305,1413,1540,2087,1354,1181,838
EW032_RS01195,59,6,2,42,5,11,40,25,9,228,71,5
EW032_RS01200,215,54,67,213,36,83,295,125,112,971,324,189
EW032_RS01205,859,186,198,838,134,295,1529,627,711,3903,1542,442
EW032_RS01210,17,19,37,23,38,25,156,86,219,109,71,126
EW032_RS01215,60,45,90,57,85,49,389,259,404,290,150,188
EW032_RS01220,475,205,265,338,329,355,2369,655,2061,1939,1359,3230
EW032_RS01225,11,4,5,7,6,3,14,8,7,53,18,6
rbsK,626,383,484,527,718,313,3196,2159,3682,1427,1587,1729
EW032_RS01235,436,218,275,376,378,159,1855,1177,1952,1209,983,1171
EW032_RS01240,474,275,359,546,524,210,1946,1571,2940,1503,1004,948
EW032_RS01245,834,408,518,699,519,559,1172,980,735,1727,1156,658
EW032_RS01250,232,158,158,320,123,190,190,145,77,648,268,58
EW032_RS01255,542,335,269,460,201,253,1461,1662,1518,1554,1332,947
EW032_RS01260,642,261,217,641,156,236,701,466,376,2287,1126,580
EW032_RS01265,583,456,472,586,509,536,906,578,450,1235,789,486
EW032_RS01270,582,770,668,673,662,740,354,425,218,683,419,305
EW032_RS01275,757,644,625,805,578,793,460,459,218,1290,709,358
EW032_RS01280,693,707,660,754,589,1031,489,435,268,1168,819,605
EW032_RS01285,1873,2243,2586,2806,2233,6644,1959,1404,997,4492,3074,4262
EW032_RS01290,1028,623,1010,1063,1272,3236,766,425,379,2353,1351,1591
EW032_RS01295,9277,9026,9073,8291,12514,8843,8641,6719,5041,5213,8579,8318
esaA,2988,3626,3484,2837,3914,4611,2184,1945,1212,5097,4247,4381
essA,695,722,638,696,708,685,391,361,153,1057,804,586
EW032_RS01310,136,75,75,119,87,93,98,92,30,329,141,159
essB,1456,773,759,1104,773,723,902,757,270,3227,1475,1122
essC,4705,3063,2440,2926,2318,2111,2995,2454,866,6529,3459,3237
EW032_RS01325,519,245,220,356,130,186,301,202,63,1480,404,155
EW032_RS01330,329,161,126,301,102,162,265,169,49,1081,398,97
EW032_RS01335,495,314,216,295,188,185,354,274,125,874,366,386
EW032_RS01340,221,128,59,145,56,70,180,91,50,562,210,104
EW032_RS01345,1807,548,436,1494,181,591,1416,881,281,6859,2251,915
EW032_RS01350,722,282,245,657,205,404,774,652,432,2451,1117,1038
EW032_RS01355,334,130,94,313,42,130,298,252,98,1318,476,260
EW032_RS01360,579,233,218,501,203,269,485,471,253,1837,786,440
EW032_RS01365,301,76,54,235,39,93,219,190,39,1244,456,101
EW032_RS01370,494,83,59,428,10,131,332,175,27,2303,701,29
EW032_RS01375,464,98,112,473,34,155,398,199,28,2224,748,78
EW032_RS01380,192,46,41,245,8,57,174,122,28,1198,339,66
EW032_RS01385,318,42,43,306,4,77,240,103,19,1552,528,74
EW032_RS01390,357,44,41,328,10,85,225,127,12,1718,506,71
EW032_RS01395,219,43,33,233,12,73,155,79,15,1156,326,48
EW032_RS01400,826,154,130,824,49,195,514,253,43,3211,1273,114
EW032_RS01405,461,398,529,513,456,605,359,313,162,1009,531,361
EW032_RS01410,812,779,1001,964,1183,1008,492,427,492,673,529,413
EW032_RS01415,3963,1700,2482,2319,4140,3467,1755,1105,1773,1931,1804,2238
brnQ,8012,4053,9671,7469,8400,7624,4813,4201,5653,2498,3966,3139
EW032_RS01425,60,18,17,58,6,22,24,15,4,186,67,3
EW032_RS01430,4172,2292,5093,6572,10409,16714,7434,751,2932,5332,3522,18525
EW032_RS01435,34,27,26,41,30,36,46,10,6,158,56,79
EW032_RS01440,1253,916,870,1240,1034,630,1758,1197,888,2205,1395,1045
EW032_RS01445,1086,912,874,1134,1020,659,1760,1348,908,2008,1309,720
EW032_RS01450,66,27,26,59,31,68,38,22,4,242,56,8
EW032_RS01455,1050,635,685,925,1341,1387,714,522,352,1952,883,205
EW032_RS01460,556,81,123,647,26,178,5574,898,956,4594,8117,9475
EW032_RS01465,467,110,99,588,50,162,6221,1018,876,4304,8584,6682
EW032_RS01470,489,126,139,557,60,158,7038,1383,1232,4491,8699,8609
EW032_RS01475,667,416,608,891,329,217,5737,2115,5487,4134,3216,4410
EW032_RS01480,474,255,442,515,282,132,3134,1196,2971,2435,1698,3432
EW032_RS01485,633,253,321,666,162,244,840,563,348,2283,1174,491
EW032_RS01490,748,373,758,917,571,1146,1257,1165,1311,2119,1435,1407
EW032_RS01495,393,287,400,450,268,305,685,543,531,1364,752,484
EW032_RS01500,617,145,195,663,176,261,438,478,133,2712,935,132
EW032_RS01505,31168,14854,9207,7445,7606,6915,8895,8990,2836,9173,7503,4710
EW032_RS01510,922,498,814,922,1136,1377,623,597,563,1228,725,539
EW032_RS01515,862,374,468,771,551,995,660,463,305,2284,916,354
EW032_RS01520,94,43,24,48,29,27,56,29,5,261,78,5
EW032_RS01525,556,216,210,454,200,241,1136,1251,1006,2144,1325,1908
EW032_RS01530,358,109,132,384,86,157,616,582,399,1722,865,793
EW032_RS01535,468,193,208,374,126,166,880,953,713,1674,1001,1033
EW032_RS01540,654,250,283,576,222,254,1380,1341,948,2430,1564,1611
EW032_RS01545,684,273,284,543,169,280,1249,1378,750,2369,1426,1358
EW032_RS01550,989,529,597,830,574,651,2049,2068,1529,2452,1882,1487
EW032_RS01555,599,321,360,565,333,254,949,847,1308,1935,1062,602
EW032_RS01560,162,72,74,175,59,58,191,185,210,589,255,115
EW032_RS01565,162,80,73,154,52,56,255,191,230,613,258,179
EW032_RS01570,650,490,455,599,415,314,1000,751,1013,1929,1094,875
EW032_RS01575,39,14,16,20,7,10,31,16,5,90,29,1
EW032_RS01580,685,586,403,606,570,507,784,1032,200,848,581,270
mepA,747,619,379,660,401,249,636,858,127,2123,760,58
EW032_RS01590,321,182,337,384,294,809,289,141,183,573,370,462
glpT,1621,2588,4023,1994,1416,1244,3134,2799,3140,3375,2701,2099
EW032_RS01600,1633,1211,699,913,405,317,755,1049,360,1729,830,346
EW032_RS01605,1437,1462,1151,1090,642,391,960,1525,777,1824,1098,612
EW032_RS01610,668,797,753,655,461,307,571,878,529,1022,568,386
EW032_RS01615,1195,1310,1175,1072,1205,988,835,1029,742,1028,771,450
EW032_RS01620,160,141,107,153,52,57,99,142,30,398,132,32
EW032_RS01625,437,352,306,472,245,397,264,406,131,1289,442,177
EW032_RS01630,509,118,113,545,41,152,314,185,15,2397,769,36
efeB,508,116,131,627,66,157,387,190,20,2610,840,18
EW032_RS01640,853,295,253,923,233,316,593,326,112,3749,1158,72
tatC,1047,722,1007,950,1040,1017,1024,1112,1011,1189,851,784
tatA,325,255,354,298,398,355,361,470,464,378,336,327
EW032_RS01655,176,116,216,187,303,330,213,179,204,427,196,87
EW032_RS01660,109,47,45,89,75,62,93,37,24,270,132,23
EW032_RS01665,657,241,275,525,337,328,445,246,194,1881,640,154
EW032_RS01670,969,516,422,665,738,655,751,451,456,1851,912,458
EW032_RS01675,1716,1326,1758,1922,1861,1466,1225,1169,1081,2383,1446,877
EW032_RS01680,941,709,966,1159,1568,1900,543,404,332,1562,864,191
EW032_RS01685,10240,8373,8930,7647,4957,7084,8381,6959,4024,4707,7153,6443
EW032_RS01690,1172,858,915,1008,874,783,1083,608,568,1778,878,417
metE,3127,1815,1810,1980,2154,1547,2980,1608,1443,3264,1886,828
EW032_RS01700,1528,819,782,1033,1003,859,1345,810,531,2253,1089,398
EW032_RS01705,512,238,227,395,226,244,395,245,119,1375,507,85
EW032_RS01710,605,202,203,487,182,269,393,227,61,2127,633,58
EW032_RS01715,3180,1074,3561,2226,6133,3833,1293,1453,1139,881,1208,539
EW032_RS01720,389,107,116,397,63,319,272,175,71,1606,632,241
EW032_RS01725,548,295,183,438,150,474,432,314,137,1701,649,246
EW032_RS01730,248,146,105,164,105,288,217,176,108,411,263,388
ychF,1919,1771,1183,1491,1226,1606,1837,1779,1153,3097,1912,1594
EW032_RS01740,467,615,454,574,679,389,372,488,269,484,318,181
EW032_RS01745,104,164,47,68,31,33,90,137,16,135,53,23
EW032_RS01750,12424,13343,6460,6534,7069,9202,3318,4280,3345,2131,3460,4328
ssb,23041,24296,10633,11978,11957,15151,5475,7342,3580,3301,4646,3731
rpsR,4792,6203,3183,2502,3496,3461,1438,2246,959,678,920,789
EW032_RS01765,8016,10014,3832,4794,2785,1269,8589,6801,1838,3677,2479,362
EW032_RS01770,9810,11575,9346,10106,15995,7395,7378,12569,4315,5721,5980,6138
EW032_RS01775,3077,3181,2608,2720,4578,2045,2533,3509,1099,1841,1417,1402
EW032_RS01780,290,305,88,232,112,36,358,559,35,624,188,11
EW032_RS01785,412,497,112,264,197,39,594,939,79,292,133,10
EW032_RS01790,183,297,83,132,114,21,316,479,41,164,82,8
EW032_RS01795,335,380,154,272,149,56,562,714,77,724,315,10
EW032_RS01800,438,585,250,445,355,84,691,867,145,799,345,13
EW032_RS01805,910,559,226,793,307,223,622,615,92,2780,829,53
EW032_RS01810,513,275,120,455,102,139,297,274,35,2018,611,35
EW032_RS01815,52,31,23,81,16,22,34,32,5,242,76,4
EW032_RS01820,382,167,89,319,91,126,233,189,33,1051,459,47
EW032_RS01825,1061,1065,442,725,435,119,870,1105,245,1208,795,172
EW032_RS01830,1686,1462,564,1049,584,225,1357,1557,293,2197,1200,270
EW032_RS01835,543,584,211,330,235,99,494,561,101,485,320,127
EW032_RS01840,463,356,176,308,215,141,459,485,105,784,363,131
EW032_RS01845,198,220,87,131,85,56,158,241,53,313,203,95
EW032_RS01850,574,499,271,456,265,225,426,579,112,1370,668,144
EW032_RS01855,2553,1869,1690,2372,2245,2723,2401,1693,1231,2751,2002,1478
EW032_RS01860,2666,2654,3206,3377,3247,2269,2475,3179,1976,1909,2059,1789
EW032_RS01865,7373,6880,9014,10362,8976,6053,6233,8850,6212,7099,6821,5783
EW032_RS01870,634,335,322,593,223,360,497,397,122,1911,699,170
EW032_RS01875,451,796,1758,1182,1148,876,2513,3362,2891,2838,2408,3669
EW032_RS01880,108,78,49,68,49,31,69,38,24,109,35,10
EW032_RS01885,375,480,400,404,471,254,426,388,460,463,303,166
EW032_RS01890,476,140,166,419,198,251,357,200,90,1398,592,129
EW032_RS01895,389,128,141,368,160,227,267,171,56,1294,459,67
EW032_RS01900,292,67,79,209,137,196,316,154,103,974,495,151
EW032_RS01905,256,35,53,236,27,74,128,74,40,1049,339,16
EW032_RS01910,933,251,500,518,719,507,14012,10056,10115,6101,10846,7305
