gene_id,X12hUSA5001_count,X12hUSA5002_count,X12hUSA5003_count,X12hUSA500phoU11_count,X12hUSA500phoU12_count,X12hUSA500phoU13_count,X12hUSA500phoU21_count,X12hUSA500phoU22_count,X12hUSA500phoU23_count
CH51_RS02480,122,113,101,442,375,452,71,106,84
CH51_RS02485,48,39,41,73,88,67,73,69,56
CH51_RS02490,3847,3599,3416,3612,3065,2911,1175,1532,1245
CH51_RS02495,1174,1140,939,1589,1328,1135,426,536,460
CH51_RS02500,12,9,13,45,19,11,28,18,22
CH51_RS02505,2002,1822,1836,3040,2542,2637,2112,2492,2307
CH51_RS02510,359,365,341,487,464,449,246,338,260
CH51_RS02515,137,139,128,217,191,221,127,109,103
CH51_RS02520,5,1,5,10,6,16,3,4,2
CH51_RS02525,101,100,116,246,189,222,143,116,130
CH51_RS02530,1584,1469,1460,2813,2517,2670,1352,1426,1215
CH51_RS02535,370,408,375,533,460,447,226,240,271
CH51_RS02540,649,698,694,1488,1334,1328,461,482,462
CH51_RS02545,12,5,1,15,21,5,2,5,5
CH51_RS02550,0,0,0,0,0,0,0,0,0
CH51_RS02555,1,1,0,0,0,0,0,1,0
CH51_RS02560,0,0,0,0,0,0,0,10,3
CH51_RS02565,179,165,157,403,339,367,166,173,173
CH51_RS02570,67,51,52,130,114,119,54,47,54
CH51_RS02575,2487,2427,2051,1991,1598,1614,1622,2377,2244
CH51_RS02585,1309,1208,1229,1998,1914,1932,1515,1767,1469
CH51_RS02590,602,598,602,875,816,886,692,892,770
CH51_RS02595,104,89,90,173,152,162,97,95,91
CH51_RS02600,176,198,177,247,228,208,190,201,179
CH51_RS02605,4,0,0,3,5,1,3,5,4
CH51_RS02610,189,177,184,205,144,204,147,192,172
CH51_RS02620,1758,1742,1611,2523,2212,2513,1201,1368,1266
CH51_RS02625,981,975,838,1526,1366,1446,747,905,743
CH51_RS02630,304,265,253,344,300,349,320,295,282
CH51_RS02635,511,515,475,643,535,636,430,499,455
CH51_RS02640,9785,10950,9087,9262,8556,8656,6504,7886,9281
CH51_RS02645,1268,1210,1088,1501,1276,1339,827,975,861
CH51_RS02650,1215,1256,1101,1196,1111,1165,632,722,683
CH51_RS02655,7601,7742,7610,15177,14165,16743,10245,8800,7915
CH51_RS02660,3444,3720,3270,4784,3942,4251,2296,2837,3251
CH51_RS02665,10,5,3,9,4,5,4,3,5
CH51_RS02670,2695,2636,2310,4378,3570,3753,2284,2525,2094
CH51_RS02675,3699,3644,3492,5459,4837,4893,3093,3428,2998
CH51_RS02680,1,1,1,4,4,3,3,2,2
CH51_RS02685,6206,6244,5661,6041,5661,5929,3663,4625,3919
CH51_RS02690,86,121,98,306,268,294,131,127,98
CH51_RS02695,683,654,596,1826,1452,1653,437,485,450
CH51_RS02700,481,381,392,1074,899,950,307,313,318
CH51_RS02705,626,635,578,1872,1584,1787,521,612,516
CH51_RS02710,85,67,60,151,126,110,57,48,49
CH51_RS02715,248,242,234,610,501,515,186,193,194
CH51_RS02720,814,909,811,1700,1567,1687,802,859,758
CH51_RS02725,252,209,222,548,523,619,133,157,165
CH51_RS02730,481,515,584,1417,1174,1088,308,371,308
CH51_RS02735,7757,7866,7232,18899,16266,17254,4560,5558,4713
CH51_RS02740,746,687,626,1104,997,938,566,718,649
CH51_RS02745,12466,12627,11931,11079,9659,10345,3948,4358,3882
CH51_RS02750,181,172,158,313,223,230,122,137,136
CH51_RS02755,31,32,33,31,29,26,14,24,23
CH51_RS02760,144,151,150,219,186,187,92,118,113
CH51_RS02765,167,180,210,358,297,287,182,136,131
CH51_RS02770,3379,3453,3207,4316,3493,3844,2021,2202,1958
CH51_RS02775,1,1,0,13,7,0,5,0,7
CH51_RS02780,0,0,0,0,0,0,0,0,0
CH51_RS02785,0,0,0,0,0,0,0,0,0
CH51_RS02790,0,0,0,0,0,0,1,0,0
CH51_RS02795,0,0,0,0,0,0,0,0,0
CH51_RS02800,0,0,0,0,0,0,0,0,0
CH51_RS02805,0,0,0,0,0,0,0,0,0
CH51_RS02810,0,0,0,0,0,0,0,0,0
CH51_RS02815,0,0,0,1,1,0,0,0,0
CH51_RS02820,0,0,0,0,0,0,0,0,0
CH51_RS02825,6,6,2,5,9,14,1,3,2
CH51_RS02830,0,0,0,0,0,0,0,0,0
CH51_RS02835,0,0,0,0,0,0,0,2,4
CH51_RS02840,0,0,0,0,0,0,0,0,0
CH51_RS02845,2,4,1,5,4,1,6,0,6
CH51_RS02850,0,0,0,0,0,0,2,2,0
CH51_RS02855,7,13,9,26,21,20,3,13,5
CH51_RS02860,424,415,402,578,470,480,418,502,466
CH51_RS02865,259,225,256,449,421,405,219,276,293
CH51_RS02870,980,1075,967,1246,1190,1184,746,902,841
CH51_RS02875,381,409,322,1363,1207,1414,361,418,415
CH51_RS02880,315,334,273,1205,1179,1183,349,413,351
CH51_RS02885,623,587,570,2395,2247,2313,550,608,520
CH51_RS02890,4490,4558,4045,20617,17934,18867,2533,3145,2766
CH51_RS02900,1043,1065,831,1941,1709,1824,712,854,767
CH51_RS02905,471,566,483,918,757,795,328,434,419
CH51_RS02910,2278,2385,2133,3178,2711,2951,1415,1758,1383
CH51_RS02915,861,774,847,2100,1968,2141,1090,1077,887
CH51_RS02920,1761,1728,1592,4170,3677,3944,1263,1434,1182
CH51_RS02925,246,211,197,609,516,529,173,142,189
CH51_RS02930,725,659,617,1935,1498,1721,482,527,446
CH51_RS02935,776,716,696,2149,1902,2067,555,554,495
CH51_RS02940,344,326,274,1079,869,986,208,235,229
CH51_RS02945,48,47,49,97,83,131,42,39,42
CH51_RS02950,1765,1887,1789,3527,2884,3401,1431,1563,1260
CH51_RS02955,4146,4216,4061,6066,5250,6110,3458,3234,2916
CH51_RS02960,3850,3981,3615,4490,3639,3835,2122,2705,2259
CH51_RS02965,4807,4868,4461,2964,2674,3034,2661,2826,2495
CH51_RS02970,1000,1037,981,553,415,451,381,388,409
CH51_RS02975,504,525,501,679,551,615,739,890,781
CH51_RS02980,21223,21517,19543,29879,25317,26173,13910,18433,15190
CH51_RS02985,18371,18436,16226,23402,19522,19985,11943,16199,13630
CH51_RS02990,7369,6749,7079,5885,5586,6258,9122,7604,7376
CH51_RS02995,7981,7806,7253,5447,4721,5217,6382,7435,6782
CH51_RS03000,7169,6741,5980,4673,3984,4110,5120,6367,5551
CH51_RS03005,50849,49485,44894,37729,30625,33015,37114,46304,38558
CH51_RS03010,72184,71090,65442,63976,51468,55218,38080,47879,40422
CH51_RS03015,240,225,219,440,364,376,194,235,220
CH51_RS03020,2983,3116,2720,4751,4154,4465,2162,2513,2211
CH51_RS03025,7463,7586,7250,8553,7765,8262,5251,5809,5081
CH51_RS03030,630,604,639,1003,1038,1097,523,608,506
CH51_RS03035,2935,2969,2781,4101,3722,3812,3846,4490,3828
CH51_RS03040,957,909,888,1975,1621,1635,798,852,749
CH51_RS03045,215,206,223,492,417,376,124,138,142
CH51_RS03050,290,271,266,505,465,478,279,283,269
CH51_RS03055,29,48,35,73,66,62,22,43,32
CH51_RS03060,102,103,108,173,140,141,152,157,149
CH51_RS03065,352,295,265,442,430,478,426,354,367
CH51_RS03070,185,182,193,175,177,171,131,136,125
CH51_RS03075,296,281,254,211,210,197,149,172,168
CH51_RS03080,316,377,345,487,452,519,293,312,288
CH51_RS03085,943,974,871,748,648,673,756,838,753
CH51_RS03090,358,433,369,650,532,660,349,403,361
CH51_RS03095,2046,2051,2054,2040,1787,2106,1546,1888,1554
CH51_RS03100,442,458,455,818,650,789,406,545,472
CH51_RS03105,332,355,356,714,586,694,398,485,370
CH51_RS03110,477,503,454,770,746,777,585,589,494
CH51_RS03115,296,283,321,541,464,495,327,336,376
CH51_RS03120,1839,2086,1951,2401,2121,2435,1584,1871,1575
CH51_RS03125,2091,2213,1988,2806,2454,2608,1574,1913,1690
CH51_RS03130,18,26,26,48,32,27,10,18,15
CH51_RS03135,1378,1377,1293,1504,1405,1510,1423,1820,1597
CH51_RS03140,52,68,54,239,201,224,34,58,57
CH51_RS03145,150,180,169,436,423,417,92,130,120
CH51_RS03150,3,1,3,8,5,21,0,1,1
CH51_RS03155,23,36,16,79,64,59,17,19,24
CH51_RS03160,10226,12383,10865,4523,4631,5064,2284,2465,3080
CH51_RS03165,1067,1072,952,1675,1438,1531,784,985,833
CH51_RS03170,375,381,391,558,560,637,497,477,481
CH51_RS03175,187,195,178,312,240,303,215,224,228
CH51_RS03180,89,108,104,118,107,109,77,93,94
CH51_RS03185,7027,7092,6328,8095,7053,7219,3710,4812,4045
CH51_RS03190,138,133,94,194,181,205,63,133,78
CH51_RS03195,137,138,117,198,193,184,85,90,92
CH51_RS03200,963,1033,890,1837,1746,1808,840,1105,977
CH51_RS03205,4670,4582,4360,4215,3701,3797,3753,4206,3523
CH51_RS03210,2662,2625,2485,2516,2111,2178,2320,2494,2222
CH51_RS03215,1245,1389,1234,1645,1434,1485,804,934,769
CH51_RS03220,2375,2267,2286,3019,2465,2660,1423,1678,1522
CH51_RS03225,1625,1678,1489,1895,1709,1813,964,1215,989
CH51_RS03230,167,185,169,228,212,233,114,117,121
CH51_RS03235,169,150,156,366,299,312,115,150,113
CH51_RS03240,37,42,32,41,65,52,35,37,39
CH51_RS03245,10,2,2,5,4,3,11,2,2
CH51_RS03250,202,197,205,318,287,300,370,376,362
CH51_RS03255,11,9,4,12,4,3,6,12,24
CH51_RS03260,32,34,30,36,21,30,15,40,48
CH51_RS03265,74,94,70,76,44,79,59,62,47
CH51_RS03270,41,43,30,39,28,23,11,27,38
CH51_RS03275,0,0,1,1,1,0,0,0,0
CH51_RS03280,33,30,27,40,32,21,21,23,38
CH51_RS03285,50,55,63,67,74,61,47,49,45
CH51_RS03290,17,12,6,18,11,11,4,11,16
CH51_RS03295,20,15,8,21,18,6,5,21,20
CH51_RS03300,4,7,7,23,17,11,9,6,8
CH51_RS03305,0,0,0,0,0,0,0,0,0
CH51_RS03310,0,0,0,0,0,0,0,0,0
CH51_RS03315,21,24,18,9,6,2,0,9,10
CH51_RS03320,3,0,6,4,0,1,0,4,1
CH51_RS03325,13,22,18,28,21,24,6,17,14
CH51_RS03330,444,486,434,740,626,661,419,537,498
CH51_RS03335,1358,1329,1208,2292,2161,2223,1674,2166,1823
CH51_RS03340,150,149,164,413,355,432,233,251,196
CH51_RS03345,682,724,660,1335,1088,1103,613,648,528
CH51_RS03350,274,302,236,498,396,390,191,208,188
CH51_RS03355,6252,6693,6025,1557,1325,1614,5723,6565,6138
CH51_RS03360,0,0,1,0,0,2,0,0,0
CH51_RS03365,401,334,367,513,385,507,375,376,378
CH51_RS03370,2355,2537,2291,2780,2286,2675,2177,2344,2131
CH51_RS03375,87,92,88,130,97,90,110,142,113
CH51_RS03380,344,357,339,454,460,521,294,268,246
CH51_RS03385,192,186,161,415,377,365,232,182,178
CH51_RS03390,107,136,115,257,199,219,115,116,139
CH51_RS03395,203,213,195,408,314,364,178,202,169
CH51_RS03400,16786,18460,16867,15420,14015,15275,14183,18901,16592
CH51_RS03405,1089,1153,1107,1213,940,1131,659,1036,856
CH51_RS03410,1682,1601,1473,1729,1425,1525,1251,1513,1438
CH51_RS03415,18120,21704,18067,27874,24304,23254,5867,8193,7831
CH51_RS03420,360,439,382,773,666,692,232,301,289
CH51_RS03425,53,37,38,35,42,43,15,14,12
CH51_RS03430,28,40,23,36,40,43,8,17,15
CH51_RS03435,13469,13514,12917,19450,18406,19632,17247,19888,18476
CH51_RS03440,33277,33164,30310,46748,40974,44848,27612,33018,28439
CH51_RS03445,1515,1559,1319,2121,1888,1998,1001,1184,1129
CH51_RS03450,808,691,732,1220,1134,1120,603,476,577
CH51_RS03455,10271,9962,9162,19266,17335,18457,6548,7379,6613
CH51_RS03460,295,319,225,467,260,178,80,170,158
CH51_RS03465,117,98,87,160,141,168,41,67,52
CH51_RS03470,1980,1960,1814,3688,3135,3375,886,889,1003
CH51_RS03475,1456,1557,1482,2176,1876,1924,856,982,877
CH51_RS03480,16748,17400,16232,38966,35153,38705,10136,10920,9911
CH51_RS03485,6904,7111,6440,16178,13970,14972,4808,5227,4948
CH51_RS03490,13893,13537,12788,38393,33966,36403,9910,10053,8628
CH51_RS03495,1305,1375,1576,2686,2055,2389,1683,2210,1894
CH51_RS03500,46,57,45,74,60,45,23,61,39
CH51_RS03505,198,249,224,506,487,501,228,215,230
CH51_RS03510,1066,1173,1118,2282,2081,2347,944,1013,916
CH51_RS03515,944,1057,934,1415,1199,1314,1016,1254,1096
CH51_RS03520,795,810,754,1314,1263,1233,595,758,619
CH51_RS03525,653,621,619,1202,1081,1237,608,606,592
CH51_RS03530,166,176,148,233,198,209,126,193,152
CH51_RS03535,374,399,351,979,927,1081,330,382,321
CH51_RS03540,37019,38554,36135,100022,87045,98205,29325,33038,28559
CH51_RS03545,1300,1348,1212,1759,1587,1536,1091,1366,1327
CH51_RS03550,0,0,0,2,0,0,0,0,1
CH51_RS03555,528,565,476,1104,1094,1144,479,602,523
CH51_RS03560,1126,1006,979,2263,2122,2142,1045,1220,1046
CH51_RS03565,200,197,186,479,370,472,145,157,174
CH51_RS03570,399,443,328,951,835,900,289,388,282
CH51_RS03575,395,439,372,844,691,704,317,382,333
CH51_RS03580,242,255,281,446,379,358,190,180,187
CH51_RS03585,102,113,110,176,166,208,69,73,53
CH51_RS03590,1458,1453,1272,2259,2015,1928,991,1444,1372
CH51_RS03595,1252,1386,1213,2444,2228,2384,829,1131,975
CH51_RS03600,132,132,128,352,313,357,112,93,97
CH51_RS03605,3,3,0,6,0,3,2,8,1
CH51_RS03610,140,168,169,241,227,175,155,211,167
CH51_RS03615,1096,1073,1101,2515,2025,2267,1365,1485,1277
CH51_RS03620,339,337,354,1073,875,1075,445,505,401
CH51_RS03625,101,100,84,277,211,224,73,94,98
CH51_RS03630,283,268,240,732,691,738,188,261,248
CH51_RS03635,228,246,206,334,257,286,190,199,234
CH51_RS03640,697,729,686,1025,892,948,560,658,549
CH51_RS03645,1042,1106,1053,1021,1012,1077,4,66,74
CH51_RS03650,1012,1102,991,1047,860,917,2580,3213,2652
CH51_RS03655,1554,1620,1485,1540,1187,1327,1491,2093,1845
CH51_RS03660,244,257,274,468,387,377,163,271,263
CH51_RS03665,136,144,127,244,181,192,64,122,100
CH51_RS03670,15,26,20,14,16,3,17,17,24
CH51_RS03675,1308,1276,1108,1780,1351,1485,1437,1789,1481
CH51_RS03680,206,229,189,247,208,217,143,208,196
CH51_RS03685,0,0,0,0,0,0,0,0,0
CH51_RS03690,431,469,466,1068,1024,1179,455,479,417
CH51_RS03695,592,558,481,1233,1119,1191,478,527,512
CH51_RS03700,107,120,113,342,248,345,92,87,90
CH51_RS03705,455,463,332,1167,1003,1086,234,276,249
CH51_RS03710,93,80,60,186,163,157,37,58,52
CH51_RS03715,58,67,88,151,162,133,68,55,79
CH51_RS03720,19,26,20,31,32,28,14,15,21
CH51_RS03725,292,315,296,512,522,503,329,292,271
CH51_RS03730,449,442,463,673,662,707,321,356,463
CH51_RS03735,190,227,221,409,322,437,157,164,171
CH51_RS03740,953,946,970,1057,1007,1101,353,401,433
CH51_RS03745,625,620,630,630,595,695,239,281,270
CH51_RS03750,7036,7544,7533,7719,7449,8368,4308,4148,3562
CH51_RS03755,647,660,632,952,851,977,441,559,480
CH51_RS03760,1352,1443,1346,1681,1501,1657,1643,1830,1737
CH51_RS03765,913,938,823,1456,1227,1249,897,1240,1051
CH51_RS03770,4732,5356,4741,4194,3626,3781,2849,3971,3678
CH51_RS03775,293,285,237,387,342,335,260,301,360
CH51_RS03780,821,751,736,1656,1515,1612,789,881,713
CH51_RS03785,14,19,9,3,1,4,0,22,21
CH51_RS03790,1268,1307,1137,1277,1128,1146,928,1012,980
CH51_RS03795,2246,2220,2096,2573,2364,2498,1888,2356,2012
CH51_RS03800,5,2,6,5,4,3,8,2,3
CH51_RS03805,52,37,45,72,41,5,19,33,44
CH51_RS03810,58,91,70,99,84,76,56,63,53
CH51_RS03815,390,427,340,936,745,721,386,468,423
CH51_RS03820,381,424,330,670,545,592,466,467,504
CH51_RS03825,124,98,103,156,143,131,106,138,95
CH51_RS03830,27,38,53,60,54,65,60,90,88
CH51_RS03835,81,103,76,143,120,107,96,107,85
CH51_RS03840,449,500,441,769,695,674,544,603,542
CH51_RS03850,636,658,603,1157,1093,1075,767,842,717
CH51_RS03855,1746,1874,1591,2774,2411,2350,1050,1352,1242
CH51_RS03860,2390,2404,2389,3357,3177,3307,2527,2772,2369
CH51_RS03865,2329,2503,2230,3929,3575,3623,1678,2175,1882
CH51_RS03870,7058,7285,6775,3491,3186,3453,6285,6943,5980
CH51_RS03875,2264,2305,2122,1147,1022,1186,2123,2095,1979
CH51_RS03880,1568,1637,1392,587,542,582,1031,1250,992
CH51_RS03885,1198,1331,1285,462,364,488,770,955,904
CH51_RS03890,362,390,353,256,49,32,36,270,326
CH51_RS03895,299,329,336,512,401,509,221,257,219
CH51_RS03900,90,103,98,192,143,147,69,75,74
CH51_RS03905,43,38,40,82,52,65,20,22,23
CH51_RS03910,10,23,25,28,21,16,10,13,25
CH51_RS03915,112,105,102,215,174,221,70,85,76
CH51_RS03920,97,67,101,173,160,143,83,74,88
CH51_RS03925,54,58,57,84,63,85,23,56,23
CH51_RS03930,403,396,390,696,623,700,254,259,281
CH51_RS03935,664,705,634,1416,1170,1312,485,552,423
CH51_RS03940,15699,16643,14931,33158,29331,31510,7270,9042,7823
CH51_RS03950,1822,1887,1785,3961,3668,3927,1503,1510,1399
CH51_RS03955,1577,1680,1510,3486,3002,3248,1004,1015,910
CH51_RS03960,1003,975,1064,1727,1604,1809,790,835,766
CH51_RS03965,1285,1346,1198,2163,2021,2225,719,804,759
CH51_RS03970,205,177,146,279,240,244,128,131,136
CH51_RS03975,453,502,514,869,747,816,369,397,357
CH51_RS03985,3726,3757,3562,5445,4999,5490,2406,2735,2571
CH51_RS03990,6,6,2,4,2,2,6,6,10
CH51_RS03995,784,815,673,559,450,497,376,514,437
CH51_RS04000,310,342,307,372,304,334,245,268,238
CH51_RS04005,310,307,332,374,338,376,276,357,280
CH51_RS04010,2743,2600,2608,5075,4519,5197,2965,2694,2455
CH51_RS04015,10228,10012,9456,14456,12895,13658,7526,8497,7349
CH51_RS04020,3668,3526,3514,4596,4019,4273,2571,3045,2761
CH51_RS04025,0,0,0,1,4,0,0,1,1
CH51_RS04030,43,36,19,60,67,53,36,51,48
CH51_RS04035,6,15,8,28,15,12,15,10,21
CH51_RS04040,6,10,17,46,37,31,27,14,20
CH51_RS04045,96,97,110,384,345,373,130,131,102
CH51_RS04050,364,419,389,815,800,953,392,367,346
CH51_RS04055,356,345,298,555,445,514,285,361,324
CH51_RS04060,10,16,15,25,28,18,17,17,14
CH51_RS04065,293,322,252,480,443,378,287,290,334
CH51_RS04070,916,990,977,1447,1268,1367,991,1060,921
CH51_RS04075,1229,1191,1246,2128,1903,1979,1039,1134,1046
CH51_RS04080,2186,2230,2176,3259,2821,3052,1774,2173,1706
CH51_RS04085,69,87,80,137,104,151,53,71,61
CH51_RS04090,70,75,80,126,125,128,64,52,67
CH51_RS04095,752,784,766,1167,1032,1104,480,555,463
CH51_RS04100,490,476,417,923,720,861,252,319,301
CH51_RS04105,261,210,236,411,386,364,224,267,240
CH51_RS04110,1139,1052,1105,1217,1115,1183,1142,1211,1122
CH51_RS04115,102,101,77,135,145,148,159,157,114
CH51_RS04120,68,49,38,84,96,89,91,57,46
CH51_RS04125,26429,28628,28391,25049,26270,29104,23362,22066,20835
CH51_RS04130,4756,4688,4258,8109,6811,7147,2354,3018,2476
CH51_RS04135,15,14,8,13,13,10,1,7,6
CH51_RS04140,406,388,402,574,560,648,318,371,288
CH51_RS04145,0,0,0,3,1,0,1,2,4
CH51_RS04150,19,28,27,49,40,37,38,30,26
CH51_RS04155,91,86,89,149,121,135,44,82,62
CH51_RS04160,9,2,2,12,6,12,2,6,4
CH51_RS04165,4768,4871,4586,7935,7119,7750,4545,5036,4396
CH51_RS04170,6890,7164,6357,9389,7622,8186,5575,6960,6104
CH51_RS04175,2592,2604,2485,4029,3559,3778,2487,2546,2371
CH51_RS04180,637,596,559,979,817,836,397,510,491
CH51_RS04185,210,225,230,329,249,296,159,179,202
CH51_RS04190,681,736,668,1301,1100,1101,473,597,560
CH51_RS04195,4380,4336,3845,7528,6430,6733,2830,3475,3006
CH51_RS04205,805,803,728,2158,1967,2070,735,716,698
CH51_RS04210,8790,8590,8129,13768,11646,13051,6885,7328,6408
CH51_RS04215,7436,7601,6953,11864,9882,10425,4179,5323,4784
CH51_RS04220,4,9,7,10,4,5,3,7,11
CH51_RS04225,1941,2071,1954,2852,2437,2593,1326,1891,1584
CH51_RS04230,1424,1566,1457,1881,1557,1778,966,1208,1115
CH51_RS04235,3591,3342,3673,5258,5045,5664,3302,2843,2492
CH51_RS04240,2387,2353,2206,4623,4015,4325,1680,2036,1765
CH51_RS04245,7172,7261,6616,8715,6918,7347,2168,2972,2530
CH51_RS04250,3625,3491,3158,5182,4310,4352,1198,1471,1291
CH51_RS04255,3245,3205,2683,5320,4232,4358,1263,1547,1356
CH51_RS04260,5227,5109,4684,9929,7857,8128,2147,2538,2052
CH51_RS04265,18104,18733,16228,20384,16115,17049,7580,10874,9498
CH51_RS04270,2334,2322,2259,2726,2428,2678,2037,2112,2051
CH51_RS04275,463,574,555,961,973,1089,455,406,340
CH51_RS04280,1350,1338,1205,2247,1862,2170,1365,1287,1164
CH51_RS04285,5204,5255,4712,6855,5758,5784,3593,4255,3695
CH51_RS04290,563,550,424,565,499,456,282,399,393
CH51_RS04295,0,0,0,0,0,0,0,0,0
CH51_RS04300,77,15,6,123,191,25,18,20,19
CH51_RS04305,14,22,22,16,9,3,14,16,18
CH51_RS04310,6,7,10,3,4,4,3,7,10
CH51_RS04315,166,160,159,102,98,101,112,118,89
CH51_RS04320,4,1,1,6,4,3,0,2,1
CH51_RS04325,56,42,58,115,82,104,41,64,40
CH51_RS04330,154,156,162,283,248,262,142,141,152
CH51_RS04335,138356,137891,126209,171892,146332,153260,168479,208096,173155
CH51_RS04340,66,41,23,114,76,66,44,47,40
CH51_RS04345,827,827,896,1115,1018,1124,389,421,329
CH51_RS04350,45,55,32,47,29,22,18,25,34
CH51_RS04355,123,137,133,59,52,65,42,46,33
CH51_RS04360,2547,2740,2419,1633,1428,1560,1921,2480,2864
CH51_RS04365,48,48,56,81,90,73,66,118,104
CH51_RS04370,56,40,55,84,64,115,77,111,111
CH51_RS04375,44,53,36,110,74,117,26,33,37
CH51_RS04380,5,4,3,0,0,4,0,7,10
CH51_RS04385,107,116,90,151,123,98,69,120,102
CH51_RS04390,28,20,31,69,49,60,35,42,39
CH51_RS04395,21982,22063,22528,38319,37213,39737,26401,29313,24996
CH51_RS04400,394,395,356,434,331,378,240,285,261
CH51_RS04405,526,557,561,794,647,757,427,492,495
CH51_RS04410,954,963,991,1678,1528,1622,1369,1441,1499
CH51_RS04415,1368,1466,1292,1192,932,964,655,899,937
CH51_RS04420,44,33,44,138,91,72,45,67,41
CH51_RS04425,940,922,862,2068,1698,1898,1083,1303,1236
CH51_RS04430,184,160,150,210,177,211,107,116,145
CH51_RS04435,329,323,376,618,659,710,248,211,160
CH51_RS04440,1230,1224,1133,1855,1644,1541,703,817,815
CH51_RS04445,0,0,0,0,0,1,0,4,1
CH51_RS04450,328,343,309,659,579,557,299,351,300
CH51_RS04460,442,461,448,618,550,571,677,799,837
CH51_RS04465,241,325,264,322,324,282,480,614,713
CH51_RS04470,176,194,169,227,197,233,296,328,264
CH51_RS04475,62,60,66,105,93,107,155,129,137
CH51_RS04480,89,75,70,108,105,95,85,141,154
CH51_RS04485,479,408,430,483,442,508,364,369,392
CH51_RS04490,0,0,0,0,0,0,0,0,0
CH51_RS04495,0,0,0,0,0,0,0,0,0
CH51_RS04500,0,0,0,0,0,0,0,0,0
CH51_RS04505,0,0,0,0,0,0,0,0,0
CH51_RS04510,0,0,0,0,0,0,0,0,0
CH51_RS04515,0,0,0,0,0,0,0,0,0
CH51_RS04520,0,0,0,0,0,0,0,0,0
CH51_RS04525,0,0,0,0,0,0,0,0,0
CH51_RS04530,0,0,0,0,0,0,0,0,0
CH51_RS04535,0,0,0,0,0,0,0,0,0
CH51_RS04540,0,0,0,1,0,0,1,0,0
CH51_RS04545,0,0,0,0,0,0,0,0,0
CH51_RS04550,0,0,0,0,0,0,0,0,0
CH51_RS04555,0,0,0,0,0,0,0,0,0
CH51_RS04560,0,0,0,0,1,0,1,1,1
CH51_RS04565,0,0,0,1,0,0,0,0,0
CH51_RS04570,0,0,0,0,0,0,0,0,0
CH51_RS04575,0,0,0,0,0,0,0,0,0
CH51_RS04580,0,0,0,1,0,0,0,0,0
CH51_RS04585,0,0,0,0,0,0,0,0,0
CH51_RS04590,8,10,6,16,10,14,9,13,14
CH51_RS04595,0,0,0,0,0,0,0,0,0
CH51_RS04600,2889,3009,2976,204,192,186,371,525,379
CH51_RS04605,17,9,10,12,5,11,11,13,7
CH51_RS04610,3,0,3,3,0,1,1,3,0
CH51_RS04615,141,138,96,107,94,87,117,121,158
CH51_RS04620,24935,29832,30082,22831,25643,29557,16342,15122,17506
CH51_RS04625,192,244,195,292,249,222,116,185,197
CH51_RS04630,4756,4736,4912,7686,6959,7443,5649,5864,5058
CH51_RS04635,5268,5435,5041,7101,5987,6563,4242,5428,4525
CH51_RS04640,4424,4447,3861,6354,5144,5521,3845,4753,4126
CH51_RS04645,692,708,590,1014,827,881,475,682,559
CH51_RS04650,5269,5387,4814,10492,8828,9403,4061,5131,4506
CH51_RS04655,1,0,0,4,2,1,2,1,1
CH51_RS04660,17,10,11,17,5,0,5,14,17
CH51_RS04665,591,610,603,1024,959,1033,474,543,534
CH51_RS04670,351,442,371,985,928,897,282,357,305
CH51_RS04675,0,0,0,0,0,0,0,0,0
CH51_RS04680,924,970,976,2091,1792,2081,1495,1559,1343
CH51_RS04685,366,387,330,753,627,653,351,373,335
CH51_RS04690,760,845,762,2063,1520,1747,639,801,723
CH51_RS04695,2606,2547,2426,6083,4943,5372,2252,2360,2125
CH51_RS04700,173,159,148,468,378,375,97,133,139
CH51_RS04705,24,20,25,41,38,51,21,26,30
CH51_RS04710,648,732,685,1170,1104,1097,957,1010,1025
CH51_RS04715,925,845,797,1032,803,927,1203,1374,1207
CH51_RS04720,2259,2226,2043,2435,1999,2162,2549,3158,2703
CH51_RS04725,3,0,0,1,2,0,0,0,0
CH51_RS04730,17,7,11,18,16,23,15,9,9
CH51_RS04735,1576,1541,1474,1659,1613,1663,951,1229,1035
CH51_RS04740,952,973,950,968,867,892,680,824,681
CH51_RS04745,24,31,38,22,18,24,21,13,10
CH51_RS04750,1114,1214,1139,896,748,892,673,984,868
CH51_RS04755,393,427,395,943,807,895,431,421,488
CH51_RS04760,235,242,194,360,300,282,217,250,287
CH51_RS04765,1415,1506,1308,1870,1575,1546,1528,2067,1761
CH51_RS04770,136,149,129,280,202,246,182,186,210
CH51_RS04775,118,146,127,257,258,271,102,106,92
CH51_RS04780,6768,6884,6281,5464,4785,4577,5201,6666,5715
CH51_RS04785,1684,1575,1537,3736,3222,3532,760,788,780
CH51_RS04790,1273,1320,1245,1556,1355,1460,1075,1514,1280
CH51_RS04795,406,424,387,488,437,419,380,452,442
CH51_RS04800,25,17,19,69,54,50,19,24,21
CH51_RS04805,206,226,209,434,348,446,115,143,155
CH51_RS04810,19,7,9,18,13,31,9,6,6
CH51_RS04815,422,452,454,913,908,941,320,320,317
CH51_RS04820,1578,1609,1415,3126,2595,2759,1056,1417,1262
CH51_RS04825,98,96,84,110,71,109,58,48,61
CH51_RS04830,260,256,246,515,446,474,205,197,196
CH51_RS04835,3467,3509,3378,6656,5806,6414,2877,3619,2978
