gene_id,X12hUSA5001_count,X12hUSA5002_count,X12hUSA5003_count,X12hUSA500phoU11_count,X12hUSA500phoU12_count,X12hUSA500phoU13_count,X12hUSA500phoU21_count,X12hUSA500phoU22_count,X12hUSA500phoU23_count
CH51_RS07280,7039,7009,6234,11869,9436,9972,3600,4487,3878
CH51_RS07285,7386,7007,6390,15489,13053,13641,4201,4453,3733
CH51_RS07290,4484,4404,3780,8360,6491,6707,2120,2673,2400
CH51_RS07295,113,128,108,121,107,129,99,132,142
CH51_RS07300,0,0,0,0,0,0,0,0,0
CH51_RS07305,1361,1333,1282,2139,1785,1997,1314,1516,1383
CH51_RS07310,9290,9173,8685,17671,16053,17054,6400,7096,5941
CH51_RS07315,240,265,218,473,438,496,158,195,168
CH51_RS07320,92,104,70,137,108,102,48,91,119
CH51_RS07325,149,160,147,110,84,129,288,323,227
CH51_RS07330,18,6,3,28,9,6,1,16,5
CH51_RS07335,328,378,357,717,671,678,357,432,392
CH51_RS07340,11178,11670,10499,19285,17325,19029,8084,10104,9206
CH51_RS07345,29,30,35,51,59,80,33,47,55
CH51_RS07350,65,60,70,173,117,131,48,34,47
CH51_RS07355,6489,6710,6251,10162,8916,9556,4402,5043,4221
CH51_RS07360,345,347,311,340,354,417,151,130,162
CH51_RS07365,0,0,0,0,0,0,0,0,0
CH51_RS07370,293,349,288,417,404,473,197,246,243
CH51_RS07375,135,131,116,250,222,216,119,136,129
CH51_RS07380,857,904,851,1205,1085,1058,704,802,710
CH51_RS07385,1313,1373,1325,1365,1337,1313,1161,1164,1280
CH51_RS07390,2091,2144,1969,2625,2237,2301,1254,1829,1415
CH51_RS07395,14061,14028,13222,28912,25197,26699,9815,11028,9379
CH51_RS07400,700,679,687,1222,1040,1205,742,757,704
CH51_RS07405,311,294,277,525,489,535,202,244,202
CH51_RS07410,1040,1179,1016,995,910,955,660,807,726
CH51_RS07415,888,927,907,1851,1601,1674,795,877,769
CH51_RS07420,931,835,804,1401,1224,1324,615,787,639
CH51_RS07425,0,2,0,2,0,0,2,2,0
CH51_RS07430,613,614,502,987,874,913,329,386,311
CH51_RS07435,136,161,160,246,185,193,109,117,118
CH51_RS07440,0,0,0,0,0,0,0,0,0
CH51_RS07445,1641,1712,1502,3083,2820,2895,1029,1435,1250
CH51_RS07450,2392,2532,2183,3531,3051,3351,1699,1956,1715
CH51_RS07455,306,283,281,755,668,752,298,267,260
CH51_RS07460,552,585,490,977,918,896,305,358,342
CH51_RS07465,143,135,136,164,163,209,165,118,166
CH51_RS07470,524,487,492,881,752,877,648,842,698
CH51_RS07475,922,865,741,3603,3282,3233,394,484,429
CH51_RS07480,1258,1271,1226,2439,2153,2397,1052,1295,1056
CH51_RS07485,19,21,24,39,29,30,14,21,10
CH51_RS07490,9,7,3,15,13,12,8,8,5
CH51_RS07495,32,19,10,30,21,24,16,22,16
CH51_RS07500,15,16,21,38,38,22,15,8,10
CH51_RS07505,13,5,7,20,20,12,8,6,6
CH51_RS07510,41,44,40,58,68,75,40,46,32
CH51_RS07515,99,99,83,145,135,170,65,72,64
CH51_RS07520,2432,2456,2257,5145,4233,4788,1694,1925,1769
CH51_RS07525,2951,3080,2774,6545,5718,6426,1922,2306,1963
CH51_RS07530,220,247,282,541,523,598,240,279,239
CH51_RS07535,692,702,620,1314,1276,1265,363,427,381
CH51_RS07540,149,157,109,260,201,210,84,134,100
CH51_RS07545,99,98,84,221,195,210,88,77,78
CH51_RS07550,76,92,67,198,210,222,48,54,47
CH51_RS07560,0,0,1,2,0,1,0,0,2
CH51_RS07565,10,6,5,6,7,3,4,3,6
CH51_RS07570,2225,2068,2026,5766,5411,5471,1036,1281,1067
CH51_RS07575,196,191,183,2,0,0,4259,4919,4462
CH51_RS07580,280,245,249,205,200,242,6336,7379,6780
CH51_RS07585,301,283,255,186,179,171,6843,9114,7617
CH51_RS07590,441,431,357,206,185,154,7641,10780,9363
CH51_RS07595,1478,1529,1461,1011,944,966,16207,16982,16043
CH51_RS07610,2441,2339,2197,2457,2099,2260,3189,4076,3530
CH51_RS07615,909,949,888,1170,950,1126,1212,1417,1227
CH51_RS07620,121,107,105,200,161,175,128,131,136
CH51_RS07625,287,264,295,474,391,389,283,300,280
CH51_RS07630,249,234,240,465,374,476,301,310,214
CH51_RS07635,240,246,211,562,413,497,216,221,211
CH51_RS07640,344,332,288,553,457,440,208,301,234
CH51_RS07645,219,175,186,362,312,351,173,220,181
CH51_RS07650,83,61,89,161,140,143,57,92,84
CH51_RS07655,430,405,413,1000,954,974,367,394,331
CH51_RS07660,22,10,1,0,0,0,0,14,14
CH51_RS07665,0,0,0,0,0,0,0,0,0
CH51_RS07675,1343,1473,1349,1579,1434,1649,2077,1814,2194
CH51_RS07680,9,7,8,27,11,11,14,5,14
CH51_RS07685,186,229,237,354,295,324,220,231,302
CH51_RS07690,138,154,157,285,223,281,158,154,173
CH51_RS07695,868,853,840,2882,2883,3131,1020,993,847
CH51_RS07700,2521,2520,2400,8238,7543,7941,2469,2734,2315
CH51_RS07715,136,109,133,220,186,174,104,111,113
CH51_RS07720,203,174,200,341,322,340,108,129,126
CH51_RS07725,99,95,113,248,204,221,91,93,64
CH51_RS07730,205,233,183,275,214,255,95,156,142
CH51_RS07735,2846,2898,2728,3363,3175,3389,2690,2697,2389
CH51_RS07740,15281,14748,14014,19091,16524,17828,17768,18076,16378
CH51_RS07745,25827,25793,24042,29362,25098,27076,31991,37147,30480
CH51_RS07750,1061,967,1004,1492,1347,1515,741,837,646
CH51_RS07755,574,658,637,863,768,869,386,489,424
CH51_RS07760,4,18,11,14,17,4,4,4,12
CH51_RS07765,4,1,0,12,13,13,0,4,3
CH51_RS07770,693,640,601,977,847,790,621,782,692
CH51_RS07775,498,511,480,635,577,624,550,590,517
CH51_RS07780,58,63,42,96,84,98,60,68,88
CH51_RS07785,779,864,810,1407,1349,1311,556,609,609
CH51_RS07795,16,18,16,20,31,27,11,12,11
CH51_RS07800,252,238,203,350,364,332,129,173,187
CH51_RS07805,455,407,404,821,690,748,394,419,418
CH51_RS07810,1538,1547,1492,2692,2398,2858,1553,1535,1353
CH51_RS07815,777,773,687,1151,955,976,421,541,553
CH51_RS07820,1150,1286,1093,1966,1803,2030,1034,924,983
CH51_RS07825,1433,1491,1397,1972,1755,1872,700,883,778
CH51_RS07830,269,347,265,553,459,551,251,310,317
CH51_RS07835,1027,1061,849,1967,1785,1752,906,1163,937
CH51_RS07840,43,56,62,109,132,168,73,48,58
CH51_RS07845,24,22,29,48,54,48,33,26,22
CH51_RS07850,74,66,71,116,77,103,87,103,96
CH51_RS07865,34,47,47,98,93,118,33,37,24
CH51_RS07870,4955,4636,4459,19088,15319,15710,4175,4699,3936
CH51_RS07875,30,34,47,62,75,62,31,44,26
CH51_RS07880,90,73,84,82,61,62,73,91,69
CH51_RS07885,59,36,46,39,41,24,38,48,52
CH51_RS07890,12,17,23,26,15,3,17,35,24
CH51_RS07895,465,573,496,746,683,695,375,357,417
CH51_RS07900,1564,1705,1615,3082,2913,3067,1298,1594,1342
CH51_RS07905,546,612,556,191,168,162,481,593,478
CH51_RS07915,63,57,22,41,57,33,17,37,33
CH51_RS07920,318,293,294,384,340,328,197,237,204
CH51_RS07925,604,605,618,1046,1068,1195,685,563,706
CH51_RS07930,3344,3163,3130,4625,4229,4226,3915,4229,3974
CH51_RS07935,552,569,578,1196,1084,1294,703,606,695
CH51_RS07940,1,0,0,0,0,0,0,0,0
CH51_RS07945,2424,2442,2263,3856,3131,3242,2255,3098,2808
CH51_RS07950,11824,12327,10707,19004,15325,15719,9465,14072,11683
CH51_RS07955,186,189,221,518,560,604,160,147,182
CH51_RS07960,310,382,331,878,685,742,268,311,268
CH51_RS07965,399,422,406,841,702,777,363,358,317
CH51_RS07970,1234,1301,1174,1642,1531,1497,864,990,931
CH51_RS07975,827,883,796,2393,2069,2333,580,822,650
CH51_RS07980,406,384,356,802,701,801,321,336,354
CH51_RS07985,392,392,335,750,631,733,320,317,316
CH51_RS07990,528,593,578,1187,1052,1096,585,612,547
CH51_RS07995,147,139,148,292,240,221,155,147,129
CH51_RS08000,11340,11540,9950,26195,22442,23125,8025,12273,10308
CH51_RS08005,65,63,64,85,102,99,29,38,47
CH51_RS08010,56,70,88,119,108,123,42,44,53
CH51_RS08015,593,628,536,941,780,971,405,541,364
CH51_RS08020,765,733,719,1053,935,1035,610,584,514
CH51_RS08025,134,205,143,225,195,192,120,135,119
CH51_RS08030,325,299,321,510,422,423,283,303,287
CH51_RS08035,11,3,6,3,1,0,2,5,8
CH51_RS08040,212,279,264,479,465,483,174,256,286
CH51_RS08045,688,702,652,1410,1272,1378,783,790,800
CH51_RS08050,423,402,369,751,814,832,450,449,376
CH51_RS08055,87,104,81,204,165,170,104,166,116
CH51_RS08060,3,2,2,18,6,2,7,9,6
CH51_RS08065,34908,35579,33993,49501,48161,52796,12451,12190,13649
CH51_RS08070,1089,1125,939,1693,1407,1418,565,669,687
CH51_RS08075,1923,1840,1713,2521,2154,2274,955,1155,955
CH51_RS08080,6960,7229,6755,11471,9855,11017,4935,6345,5570
CH51_RS08085,1,3,0,1,4,1,0,1,0
CH51_RS08090,0,1,0,0,0,0,1,1,0
CH51_RS08095,0,0,0,0,0,0,0,0,0
CH51_RS08100,288,275,235,479,362,456,288,296,280
CH51_RS08105,63,73,60,95,93,94,60,74,71
CH51_RS08110,669,702,662,1011,840,893,575,709,630
CH51_RS08115,6,11,7,5,7,5,2,4,3
CH51_RS08120,15831,16713,15091,29683,27329,28862,10886,11575,10502
CH51_RS08125,1180,1213,1108,2109,1772,2025,1063,1081,941
CH51_RS08130,443,409,421,643,497,524,480,487,481
CH51_RS08135,561,570,594,823,913,888,556,656,619
CH51_RS08140,1494,1619,1455,3923,3336,3376,1342,2157,1831
CH51_RS08145,52,61,68,80,81,79,44,78,50
CH51_RS08150,32,44,31,62,53,40,38,36,44
CH51_RS08155,59,60,40,47,46,34,39,52,56
CH51_RS08160,5,6,1,2,2,3,4,5,4
CH51_RS08165,0,0,0,0,0,0,0,0,0
CH51_RS08170,195,237,236,115,119,140,41,45,57
CH51_RS08175,26,38,27,16,14,12,4,7,1
CH51_RS08180,114,93,78,41,51,45,22,32,40
CH51_RS08185,0,0,2,0,0,2,0,0,0
CH51_RS08190,15,19,19,10,11,12,10,4,9
CH51_RS08195,115,135,114,53,61,66,28,48,35
CH51_RS08200,774,759,789,451,545,505,250,270,254
CH51_RS08205,9,13,9,20,13,11,10,8,2
CH51_RS08210,234,291,272,151,177,150,69,79,66
CH51_RS08215,145,190,139,94,86,105,44,47,39
CH51_RS08220,1836,1976,1692,1013,1050,1112,548,607,520
CH51_RS08225,12,19,10,5,2,5,3,2,8
CH51_RS08230,26,41,21,17,30,10,6,8,12
CH51_RS08235,519,584,484,307,313,361,162,161,158
CH51_RS08240,293,356,314,184,180,185,74,87,79
CH51_RS08245,84,107,97,39,37,46,18,19,22
CH51_RS08250,136,157,126,66,72,78,43,34,28
CH51_RS08255,18,22,21,11,9,12,3,1,0
CH51_RS08260,54,67,47,10,24,36,8,5,9
CH51_RS08265,924,986,884,393,556,445,224,243,190
CH51_RS08270,345,417,363,174,210,201,83,90,84
CH51_RS08275,507,593,554,327,322,356,165,194,171
CH51_RS08280,549,572,540,296,342,283,163,199,168
CH51_RS08285,11,7,7,6,8,6,1,2,1
CH51_RS08290,16,27,18,13,16,9,6,6,6
CH51_RS08295,3,4,7,1,5,7,6,2,4
CH51_RS08300,1563,1712,1498,1378,1440,1632,990,948,842
CH51_RS08305,269,289,285,206,241,242,123,154,128
CH51_RS08310,0,3,0,3,2,2,1,0,5
CH51_RS08315,2311,2503,2124,1764,1792,1749,1240,1365,1250
CH51_RS08320,16,20,17,6,11,3,3,11,13
CH51_RS08325,6,2,2,0,1,2,1,1,1
CH51_RS08330,0,0,0,0,0,0,0,0,0
CH51_RS08335,2,1,1,0,3,0,0,0,0
CH51_RS08340,0,0,0,0,0,0,0,0,0
CH51_RS08345,8,11,18,17,11,16,7,3,11
CH51_RS08350,0,0,0,0,0,0,0,0,0
CH51_RS08355,0,0,0,0,0,0,0,0,0
CH51_RS08360,0,0,0,0,0,0,0,0,0
CH51_RS08365,1,0,0,0,0,0,0,0,0
CH51_RS08370,1,0,1,0,1,2,0,1,1
CH51_RS08375,5,3,1,1,5,4,3,1,0
CH51_RS08380,69,62,52,55,53,57,28,22,38
CH51_RS08385,0,2,2,2,0,1,1,0,2
CH51_RS08390,1163,1200,1118,919,915,907,503,590,537
CH51_RS08395,879,970,771,524,648,578,518,576,581
CH51_RS08400,1436,1452,1301,1047,1134,1160,671,748,735
CH51_RS08405,118,135,100,90,96,78,37,36,41
CH51_RS08410,0,0,0,0,0,0,0,0,0
CH51_RS08415,0,0,0,0,0,0,0,0,0
CH51_RS08420,0,0,0,0,0,0,0,0,0
CH51_RS08425,0,0,0,0,0,0,0,0,0
CH51_RS08430,141,178,144,108,107,124,87,59,53
CH51_RS08435,25,47,29,27,16,25,12,7,15
CH51_RS08440,0,0,0,0,0,0,0,0,0
CH51_RS08445,453,468,426,314,356,377,404,255,294
CH51_RS08450,82,61,82,98,68,106,124,84,93
CH51_RS08455,38,33,35,56,38,61,49,53,28
CH51_RS08460,27,31,32,40,33,33,34,32,27
CH51_RS08465,63,72,77,82,76,94,72,59,65
CH51_RS08470,28,24,29,35,24,35,20,30,18
CH51_RS08475,8,11,5,12,10,9,5,4,6
CH51_RS08480,21,13,13,12,11,13,7,11,20
CH51_RS08485,328,325,315,265,229,183,302,333,352
CH51_RS08490,125,106,97,64,70,52,121,136,102
CH51_RS08495,1176,1215,1027,1877,1795,1688,825,1045,843
CH51_RS08500,2921,2990,2681,3604,3323,3397,3410,4206,3808
CH51_RS08505,842,841,871,1111,992,1082,1071,1015,910
CH51_RS08510,342,397,337,461,468,492,453,462,484
CH51_RS08515,783,892,766,977,876,1005,792,889,810
CH51_RS08520,55,62,38,108,107,151,42,58,42
CH51_RS08525,486,501,457,798,732,757,523,630,527
CH51_RS08530,1064,1100,968,1075,1023,1027,1055,1300,1274
CH51_RS08535,156,164,139,284,214,228,91,116,112
CH51_RS08540,996,954,936,1499,1331,1456,725,817,760
CH51_RS08545,26,17,24,82,51,48,23,13,17
CH51_RS08550,88,84,77,186,162,143,66,60,42
CH51_RS08555,647,669,717,1752,1532,1737,544,675,535
CH51_RS08560,247,247,211,313,250,253,282,358,293
CH51_RS08565,6211,6280,5839,10622,9528,9889,4607,5654,4882
CH51_RS08570,1033,1069,1056,1864,1675,1789,937,1143,903
CH51_RS08575,837,831,743,1143,911,1000,798,1016,855
CH51_RS08580,98,113,76,169,134,141,172,177,178
CH51_RS08585,0,0,0,0,0,0,0,0,0
CH51_RS08590,247,270,243,402,345,415,210,221,195
CH51_RS08595,6945,6765,6631,12210,10729,11547,7441,8516,7440
CH51_RS08600,1123,1180,1084,2186,2060,2016,965,1241,1043
CH51_RS08605,7,4,5,13,7,4,3,6,6
CH51_RS08610,478,488,443,1240,1069,1026,370,503,434
CH51_RS08615,278,225,263,437,383,370,244,285,260
CH51_RS08620,1875,1903,1724,4972,4058,4291,1062,1398,1189
CH51_RS08625,1731,1631,1508,3767,3259,3600,1077,1408,1125
CH51_RS08630,1744,1649,1524,3313,2770,2867,1162,1363,1237
CH51_RS08635,2407,2208,2127,4272,3711,4061,1997,2248,2100
CH51_RS08640,2250,2309,2288,4814,4527,4952,3058,3238,2883
CH51_RS08645,285,321,260,509,426,441,296,375,397
CH51_RS08650,839,886,790,1574,1306,1318,757,1057,851
CH51_RS08655,1,0,0,0,0,2,0,0,1
CH51_RS08660,1272,1280,1168,2121,1893,1937,1116,1241,1080
CH51_RS08665,276,353,296,522,488,584,367,309,333
CH51_RS08670,249,222,221,314,305,347,235,195,224
CH51_RS08675,929,952,959,1560,1253,1338,602,782,708
CH51_RS08680,440,436,366,787,616,684,395,371,390
CH51_RS08685,1110,1186,1004,859,794,865,582,779,796
CH51_RS08690,1305,1297,1206,1913,1796,1818,918,991,895
CH51_RS08695,152,172,176,404,363,412,171,171,178
CH51_RS08700,8,11,3,13,11,6,8,4,11
CH51_RS08705,616,600,633,1026,993,1005,669,779,711
CH51_RS08710,154,168,151,246,193,260,105,142,162
CH51_RS08715,1237,1303,1195,4619,3754,4207,627,759,629
CH51_RS08720,970,938,953,3044,2518,2793,476,602,527
CH51_RS08725,911,943,855,2730,2519,2734,713,717,577
CH51_RS08730,187,150,161,330,354,409,178,110,142
CH51_RS08735,0,0,0,0,0,0,0,0,0
CH51_RS08740,0,2,2,3,11,4,2,1,3
CH51_RS08745,0,0,0,0,0,0,0,0,0
CH51_RS08750,0,1,0,3,1,0,1,0,0
CH51_RS08755,3,2,1,11,2,5,2,1,0
CH51_RS08760,21,19,21,25,25,19,6,15,10
CH51_RS08765,30,28,16,41,40,31,17,28,15
CH51_RS08770,1151,1145,1015,933,801,840,668,948,922
CH51_RS08775,93,111,92,104,89,77,63,109,88
CH51_RS08780,3018,3074,2961,3224,2908,3265,2961,2934,2660
CH51_RS08785,3,1,1,2,2,3,1,0,0
CH51_RS08790,2264,2269,2172,2232,2033,2082,2380,2726,2485
CH51_RS08795,940,919,926,1067,1187,1161,1861,1801,1628
CH51_RS08800,42,41,54,46,66,52,28,39,40
CH51_RS08805,2618,2549,2484,3417,3335,3419,2317,2662,2229
CH51_RS08810,9530,9856,9264,18771,17824,18831,7137,8958,7260
CH51_RS08815,18,30,17,16,25,24,13,22,16
CH51_RS08820,134,174,147,214,177,172,114,165,138
CH51_RS08825,218,228,224,261,232,227,178,189,193
CH51_RS08830,755,718,715,897,808,855,501,589,509
CH51_RS08835,921,966,929,1087,975,924,654,706,604
CH51_RS08840,426,450,409,919,742,794,388,463,379
CH51_RS08845,191,196,169,273,273,341,112,132,130
CH51_RS08850,3332,3518,3083,4562,3774,4113,2051,2712,2364
CH51_RS08855,4060,4035,3828,7611,6677,7382,3585,4018,3524
CH51_RS08860,726,693,669,846,745,773,738,770,662
CH51_RS08865,153,181,162,183,187,160,225,207,196
CH51_RS08870,2543,2783,2433,2282,2023,2119,1626,2254,1856
CH51_RS08875,427,383,340,509,372,392,264,395,335
CH51_RS08880,1039,1005,920,1244,1046,1059,804,890,875
CH51_RS08885,182,217,241,323,264,253,229,237,193
CH51_RS08890,113,120,99,172,147,131,133,128,140
CH51_RS08895,525,615,605,709,677,707,780,616,688
CH51_RS08900,2366,2327,2219,2610,2512,2541,2856,2998,2734
CH51_RS08905,10154,10778,10061,14218,12764,14094,5592,5405,5259
CH51_RS08910,11623,11929,10288,15254,13009,13781,5258,6750,5744
CH51_RS08915,8257,8298,7250,11276,9717,10471,4149,5285,4651
CH51_RS08920,301,378,355,408,402,507,217,239,322
CH51_RS08925,1156,1124,994,1715,1426,1414,600,772,665
CH51_RS08930,112,148,114,238,246,293,137,123,101
CH51_RS08935,631,630,498,1675,1619,1646,326,418,311
CH51_RS08940,737,766,747,2368,2256,2285,500,548,422
CH51_RS08945,6387,6597,5953,19664,17359,17847,3851,5055,4327
CH51_RS08950,934,887,847,1986,1877,1915,789,795,806
CH51_RS08955,997,1045,993,2278,2065,2071,809,947,888
CH51_RS08960,89,81,89,174,194,182,93,90,68
CH51_RS08970,1443,1489,1370,1905,1664,1723,1096,1335,1099
CH51_RS08975,1996,2187,1967,1460,1494,1565,953,1068,1099
CH51_RS08980,147,140,152,219,197,180,107,142,133
CH51_RS08985,60,102,69,144,154,120,73,86,75
CH51_RS08990,173,156,113,252,206,227,92,103,88
CH51_RS08995,36,18,24,35,54,42,14,25,13
CH51_RS09000,522,516,495,804,633,703,463,568,583
CH51_RS09005,114,121,122,147,190,203,111,110,136
CH51_RS09010,342,393,392,547,459,581,351,335,318
CH51_RS09015,401,357,322,543,515,516,475,432,408
CH51_RS09020,3,3,3,4,2,6,5,1,0
CH51_RS09025,331,313,349,397,358,432,308,284,265
CH51_RS09030,422,430,420,564,482,491,355,397,339
CH51_RS09035,258,215,242,377,369,380,292,204,235
CH51_RS09040,190,204,166,263,209,226,145,171,160
CH51_RS09050,4,5,13,6,7,3,8,12,12
CH51_RS09055,26,16,17,68,43,32,16,16,17
CH51_RS09060,67,68,61,156,142,115,67,82,93
CH51_RS09065,3330,3264,2865,1907,1759,1650,2473,3165,2653
CH51_RS09070,1319,1304,1276,866,788,766,1456,1402,1307
CH51_RS09075,2386,2292,1964,1393,1226,1088,2277,2435,2214
CH51_RS09080,442,370,345,242,220,273,565,476,456
CH51_RS09085,877,826,794,562,462,467,951,994,916
CH51_RS09090,415,369,345,202,193,142,462,469,391
CH51_RS09095,164,147,140,206,161,176,72,104,91
CH51_RS09100,231,230,203,484,423,520,153,177,190
CH51_RS09105,558,573,510,1480,1233,1266,431,501,438
CH51_RS09110,230,242,174,490,398,440,163,181,136
CH51_RS09115,40,42,50,116,104,97,43,37,50
CH51_RS09120,404,423,362,404,331,341,383,376,446
CH51_RS09125,447,460,518,712,649,746,528,547,636
CH51_RS09130,206,225,162,247,210,276,196,195,260
CH51_RS09135,1132,1128,1023,1532,1298,1358,630,813,614
CH51_RS09140,1632,1645,1596,2455,2425,2576,1297,1579,1345
CH51_RS09145,177,209,152,202,246,231,254,301,263
CH51_RS09150,1332,1250,1287,1994,1647,1671,1152,1399,1207
CH51_RS09155,856,810,767,1380,1065,1257,832,882,783
CH51_RS09160,527,583,558,1390,1113,1159,771,901,790
CH51_RS09165,159,186,209,128,92,87,59,63,82
CH51_RS09170,1256,1248,1518,1834,2006,2523,1575,913,984
CH51_RS09175,339,328,360,842,741,802,405,392,376
CH51_RS09180,1836,1962,1700,2484,2150,2214,2263,2800,2257
CH51_RS09185,739,661,677,1235,1096,1153,617,694,610
CH51_RS09190,0,0,0,0,0,0,0,0,0
CH51_RS09195,761,657,568,998,892,956,301,358,301
CH51_RS09200,212,220,180,409,403,419,122,128,145
CH51_RS09205,365,409,357,783,707,759,261,289,300
CH51_RS09210,169,183,162,290,275,251,90,107,98
CH51_RS09215,1927,1854,1882,4318,3751,4096,1486,1608,1433
CH51_RS09220,143,192,141,165,131,135,114,134,112
CH51_RS09225,1074,1159,1024,1217,1023,1221,806,939,780
CH51_RS09230,2061,2189,2061,2530,2265,2440,1435,1530,1292
CH51_RS09235,73,105,82,102,70,73,30,65,67
CH51_RS09240,1019,997,913,1894,1650,1673,962,1052,938
CH51_RS09245,650,651,573,1123,935,947,680,617,593
CH51_RS09250,1049,894,955,1415,1165,1299,891,948,835
CH51_RS09255,338,329,297,504,429,439,311,314,314
CH51_RS09260,64,68,44,88,63,67,33,41,32
CH51_RS09265,1656,1562,1440,2045,1604,1761,1233,1335,1136
CH51_RS09270,1001,940,929,1061,871,958,337,468,604
CH51_RS09275,512,472,417,473,419,444,334,378,396
CH51_RS09280,2449,2460,2188,2192,1943,2059,1681,2073,1900
CH51_RS09285,140,166,109,184,206,251,74,122,112
CH51_RS09290,472,515,503,837,649,757,384,387,390
CH51_RS09295,6,4,3,7,4,6,3,1,1
CH51_RS09300,277,308,284,163,191,203,172,193,166
CH51_RS09305,142,109,115,173,135,156,86,113,128
CH51_RS09310,350,337,287,316,292,309,258,354,285
CH51_RS09315,68,77,95,134,145,163,116,165,138
CH51_RS09320,2,4,1,7,6,1,10,4,7
CH51_RS09325,1416,1427,1247,2123,1801,1851,808,1080,973
CH51_RS09330,4101,3934,3763,5619,4900,5183,2487,2965,2503
CH51_RS09335,34,46,36,89,74,101,36,28,35
CH51_RS09340,5967,6077,5233,17538,15100,15751,2868,3658,3188
CH51_RS09345,16,23,20,62,60,70,18,7,11
CH51_RS09350,1814,1914,1644,2878,2382,2779,1466,1487,1255
CH51_RS09355,718,698,650,894,723,862,580,631,478
CH51_RS09360,171,179,174,144,148,133,185,168,190
CH51_RS09365,2144,2107,1998,1438,1213,1306,2096,2418,2101
CH51_RS09370,763,781,717,599,422,479,682,828,776
CH51_RS09375,28833,27924,26465,17589,15838,16570,29463,31209,28231
CH51_RS09380,125,169,141,168,182,139,127,154,124
CH51_RS09385,2291,2387,2212,4381,3779,3776,1684,2364,2017
CH51_RS09390,4094,4224,4126,5371,4528,4930,3124,3505,3003
CH51_RS09395,0,0,0,0,0,0,0,0,0
CH51_RS09400,193,239,177,443,381,446,154,198,193
CH51_RS09405,177,185,193,396,383,406,173,173,150
CH51_RS09410,0,0,0,5,1,0,0,1,0
CH51_RS09415,742,858,693,454,389,380,260,517,535
CH51_RS09420,362,292,337,277,239,293,342,277,298
CH51_RS09425,2917,2825,2848,2741,2447,3014,3704,3340,2781
CH51_RS09430,1575,1482,1362,2098,1878,1857,770,936,781
CH51_RS09435,2015,2030,1849,2151,1776,1942,2775,3199,2688
CH51_RS09440,581,563,591,361,386,385,1471,1077,1152
CH51_RS09445,764,913,781,1101,916,920,685,750,671
CH51_RS09450,885,806,806,1136,994,1057,714,869,817
CH51_RS09455,710,744,738,888,906,930,962,1000,802
CH51_RS09460,8504,8996,8237,9587,8506,8931,8298,9916,8772
CH51_RS09465,626,609,584,1853,1698,1830,498,502,476
CH51_RS09470,291,284,259,668,553,633,190,273,232
CH51_RS09475,1965,1899,1814,3862,3260,3451,1428,1637,1521
CH51_RS09480,192,195,172,221,183,217,94,126,147
CH51_RS09485,4368,4428,4187,7416,6550,7055,15923,18436,16610
CH51_RS09490,2850,3009,3066,4259,4170,4554,11125,11557,10210
CH51_RS09495,1,0,0,1,2,0,1,3,1
CH51_RS09500,5738,5897,5444,11038,9413,10161,4229,5102,4486
CH51_RS09505,2906,3048,2888,4981,4624,4812,2609,3233,2855
CH51_RS09510,3280,3297,3076,3621,3081,3575,1886,2311,2007
CH51_RS09525,0,0,0,0,0,0,0,0,0
CH51_RS09530,4098,4184,3755,5342,4506,4825,2245,2827,2624
CH51_RS09535,1525,1458,1383,2587,2184,2330,1637,1750,1604
CH51_RS09540,520,540,436,883,718,801,275,381,374
CH51_RS09545,488,465,401,824,713,700,250,325,259
CH51_RS09550,784,794,750,1485,1289,1404,347,495,453
CH51_RS09555,2633,2722,2613,6806,5886,6473,2390,2475,2201
CH51_RS09560,885,927,721,1493,1292,1421,701,848,740
CH51_RS09565,1250,1293,1165,1758,1601,1717,1216,1392,1166
CH51_RS09570,4865,5285,4509,3479,3391,3092,3175,4723,4373
CH51_RS09575,3431,3562,3363,4169,4044,4248,3999,4616,4049
CH51_RS09580,886,894,862,1636,1434,1661,557,619,514
CH51_RS09585,99,148,120,192,164,168,139,163,124
CH51_RS09590,11871,11654,10930,14347,12191,12775,12170,13505,11496
CH51_RS09595,20682,21588,19248,13324,11192,11760,21151,31983,26520
CH51_RS09600,1373,1380,1273,2015,1638,1688,1546,2290,1898
CH51_RS09605,822,791,847,1620,1501,1639,715,762,683
CH51_RS09610,1539,1581,1517,2105,1813,1977,1315,1542,1460
CH51_RS09615,242,253,241,375,332,255,230,246,231
CH51_RS09620,186,200,156,231,200,204,133,143,125
CH51_RS09625,63,66,81,83,117,113,77,78,75
CH51_RS09630,0,0,0,4,0,0,0,1,2
CH51_RS09635,7614,7809,7307,8777,8141,8659,5603,6621,5615
CH51_RS09640,152,158,147,331,319,327,76,90,72
CH51_RS09645,2885,3051,2787,2192,1811,2011,1165,1596,1437
CH51_RS09650,5,0,0,2,2,4,1,1,0
CH51_RS09655,175,164,144,414,359,409,198,247,203
CH51_RS09660,637,646,575,1510,1362,1455,484,659,569
CH51_RS09665,270,316,234,384,371,384,148,178,166
CH51_RS09670,452,412,407,727,667,616,209,253,233
CH51_RS09675,1,0,0,0,0,0,0,1,0
CH51_RS09680,618,587,580,747,726,736,461,586,549
CH51_RS09685,634,580,582,642,521,601,440,585,519
CH51_RS09690,270,328,281,334,308,345,272,310,269
