,WT1_RPKM,WT2_RPKM,MT1_RPKM,MT2_RPKM
SAB0968,0,0,0,0
SAB0969,0,0,0,0
SAB0970,0,0,0,0
SAB0971c,0,0,0,0
SAB0972c,0,0,0,0
SAB0973,0,0,0,0
SAB0974,0,0,0,0
SAB0975c,0,0,0,0
SAB0976c,0,0,0,0
SAB0978,0,0,0,0
SAB0979,0,0,0,0
SAB0980c,0,0,0,0
SAB0981,0,0,0,0
SAB0982,0,0,0,0
SAB0983,0,0,0,0
SAB0984,0,0,0,0
SAB0985c,0,0,0,0
SAB0986,0,0,0,0
SAB0987c,0,0,0,0
SAB0988,0,0,0,0
SAB0989,0,0,0,0
SAB0990c,0,0,0,0
SAB0991,0,0,0,0
SAB0992,0,0,0,0
SAB0993c,0,0,0,0
SAB0994c,0,0,0,0
SAB0995,0,0,0,0
SAB0996,0,0,0,0
SAB0997,0,0,0,0
SAB0998,0,0,0,0
SAB0999,0,0,0,0
SAB1000,0,0,0,0
SAB1001,0,0,0,0
SAB1002,0,0,0,0
SAB1003,0,0,0,0
SAB1004c,0,0,0,0
SAB1005,0,0,0,0
SAB1006,0,0,0,0
SAB1007,0,0,0,0
SAB1008,0,0,0,0
SAB1010,0,0,0,0
SAB1011,0,0,0,0
SAB1012,0,0,0,0
SAB1013,0,0,0,0
SAB1014,0,0,0,0
SAB1015,0,0,0,0
SAB1016,0,0,0,0
SAB1017,0,0,0,0
SAB1018,0,0,0,0
SAB1019c,0,0,0,0
SAB1020,0,0,0,0
SAB1021,0,0,0,0
SAB1022,0,0,0,0
SAB1023c,0,0,0,0
SAB1024c,0,0,0,0
SAB1025c,0,0,0,0
SAB1026c,0,0,0,0
SAB1028,0,0,0,0
SAB1029,0,0,0,0
SAB1030c,0,0,0,0
SAB1031c,0,0,0,0
SAB1032c,0,0,0,0
SAB1033,0,0,0,0
SAB1034,0,0,0,0
SAB1035,0,0,0,0
SAB1036c,0,0,0,0
SAB1037c,0,0,0,0
SAB_t16,0,0,0,0
SAB1039,0,0,0,0
SAB1040c,0,0,0,0
SAB1041,0,0,0,0
SAB1043,0,0,0,0
SAB1044,0,0,0,0
SAB1045,0,0,0,0
SAB1046,0,0,0,0
SAB1047,0,0,0,0
SAB1048,0,0,0,0
SAB1049,0,0,0,0
SAB1051,0,0,0,0
SAB1052,0,0,0,0
SAB1053,0,0,0,0
SAB1054,0,0,0,0
SAB1056,0,0,0,0
SAB1057,0,0,0,0
SAB1058,0,0,0,0
SAB1060,0,0,0,0
SAB1061,0,0,0,0
SAB1062,0,0,0,0
SAB1063,0,0,0,0
SAB1064,0,0,0,0
SAB1065,0,0,0,0
SAB1066,0,0,0,0
SAB1067,0,0,0,0
SAB1068,0,0,0,0
SAB1069,0,0,0,0
SAB1070,0,0,0,0
SAB1071,0,0,0,0
SAB1072c,0,0,0,0
SAB1073,0,0,0,0
SAB1074,0,0,0,0
SAB1075,0,0,0,0
SAB1076,0,0,0,0
SAB1078c,0,0,0,0
SAB1079,0,0,0,0
SAB1080,0,0,0,0
SAB1081,0,0,0,0
SAB1082,0,0,0,0
SAB1083,0,0,0,0
SAB1084,0,0,0,0
SAB1085,0,0,0,0
SAB1086,0,0,0,0
SAB1087,0,0,0,0
SAB1089,0,0,0,0
SAB1090,0,0,0,0
SAB1091,0,0,0,0
SAB1092,0,0,0,0
SAB1093,0,0,0,0
SAB1094,0,0,0,0
SAB1095,0,0,0,0
SAB1097,0,0,0,0
SAB1098,0,0,0,0
SAB1099,0,0,0,0
SAB1100,0,0,0,0
SAB1101,0,0,0,0
SAB1102,0,0,0,0
SAB1103,0,0,0,0
SAB1104,0,0,0,0
SAB1107,0,0,0,0
SAB1108,0,0,0,0
SAB1111,0,0,0,0
SAB1112,0,0,0,0
SAB1113,0,0,0,0
SAB1114,0,0,0,0
SAB1115,0,0,0,0
SAB1116,0,0,0,0
SAB1117,0,0,0,0
SAB1118,0,0,0,0
SAB1119,0,0,0,0
SAB1120,0,0,0,0
SAB1121,0,0,0,0
SAB1122,0,0,0,0
SAB1123,0,0,0,0
SAB1124,0,0,0,0
SAB1125,0,0,0,0
SAB1126,0,0,0,0
SAB1127,0,0,0,0
SAB1128,0,0,0,0
SAB1129,0,0,0,0
SAB1130,0,0,0,0
SAB1131,0,0,0,0
SAB1132,0,0,0,0
SAB1133,0,0,0,0
SAB1134,0,0,0,0
SAB1136,0,0,0,0
SAB1137,0,0,0,0
SAB1138,0,0,0,0
SAB1139,0,0,0,0
SAB1140,0,0,0,0
SAB1141,0,0,0,0
SAB1143,0,0,0,0
SAB1144,0,0,0,0
SAB1145,0,0,0,0
SAB1146,0,0,0,0
SAB1147,0,0,0,0
SAB1148,0,0,0,0
SAB1149c,0,0,0,0
SAB1150,0,0,0,0
SAB1151,0,0,0,0
SAB1152,0,0,0,0
SAB1153,0,0,0,0
SAB1154,0,0,0,0
SAB1155,0,0,0,0
SAB1156,0,0,0,0
SAB1157,0,0,0,0
SAB1159,0,0,0,0
SAB1160,0,0,0,0
SAB1161,0,0,0,0
SAB1162,0,0,0,0
SAB1163,0,0,0,0
SAB1164,0,0,0,0
SAB1165,0,0,0,0
SAB1166c,0,0,0,0
SAB1167c,0,0,0,0
SAB1168c,0,0,0,0
SAB1169,0,0,0,0
SAB1170,0,0,0,0
SAB1171,0,0,0,0
SAB1172,0,0,0,0
SAB1173,0,0,0,0
SAB1174,0,0,0,0
SAB1175c,0,0,0,0
SAB1176,0,0,0,0
SAB1177,0,0,0,0
SAB1178c,0,0,0,0
SAB1179,0,0,0,0
SAB1180,0,0,0,0
SAB1181c,0,0,0,0
SAB1182,0,0,0,0
SAB1183c,0,0,0,0
SAB1184,0,0,0,0
SAB1185c,0,0,0,0
SAB1186,0,0,0,0
SAB1187,0,0,0,0
SAB1188,0,0,0,0
SAB1189,0,0,0,0
SAB1190c,0,0,0,0
SAB1191c,0,0,0,0
SAB1194,0,0,0,0
SAB1195,0,0,0,0
SAB1197c,0,0,0,0
SAB1198,0,0,0,0
SAB1199,0,0,0,0
SAB1200,0,0,0,0
SAB1201,0,0,0,0
SAB1202,0,0,0,0
SAB1203,0,0,0,0
SAB1204,0,0,0,0
SAB1205c,0,0,0,0
SAB1206,0,0,0,0
SAB1207,0,0,0,0
SAB1208,0,0,0,0
SAB1209c,0,0,0,0
SAB1210c,0,0,0,0
SAB1211,0,0,0,0
SAB1212,0,0,0,0
SAB1213,0,0,0,0
SAB1214,0,0,0,0
SAB1215,0,0,0,0
SAB1216,0,0,0,0
SAB1217c,0,0,0,0
SAB1218,0,0,0,0
SAB1219,0,0,0,0
SAB1220c,0,0,0,0
SAB1221,0,0,0,0
SAB1222,0,0,0,0
SAB1223,0,0,0,0
SAB1224,0,0,0,0
SAB1225,0,0,0,0
SAB1226,0,0,0,0
SAB1227,0,0,0,0
SAB1228,0,0,0,0
SAB1229,0,0,0,0
SAB1230,0,0,0,0
SAB1231,0,0,0,0
SAB1232,0,0,0,0
SAB1233c,0,0,0,0
SAB1234c,0,0,0,0
SAB1235c,0,0,0,0
SAB1236c,0,0,0,0
SAB1237c,0,0,0,0
SAB1238c,0,0,0,0
SAB1239c,0,0,0,0
SAB1240,0,0,0,0
SAB1241c,0,0,0,0
SAB1242c,0,0,0,0
SAB1243c,0,0,0,0
SAB1244c,0,0,0,0
SAB1245c,0,0,0,0
SAB1246c,0,0,0,0
SAB1247,0,0,0,0
SAB1248,0,0,0,0
SAB1249,0,0,0,0
SAB1250,0,0,0,0
SAB1251,0,0,0,0
SAB1252,0,0,0,0
SAB1253,0,0,0,0
SAB1254,0,0,0,0
SAB1255,0,0,0,0
SAB1256c,0,0,0,0
SAB1257c,0,0,0,0
SAB1259c,0,0,0,0
SAB1260,0,0,0,0
SAB1261,0,0,0,0
SAB1262,0,0,0,0
SAB1263c,0,0,0,0
SAB1264c,0,0,0,0
SAB1265c,0,0,0,0
SAB1266c,0,0,0,0
SAB1267c,0,0,0,0
SAB1269c,0,0,0,0
SAB1270c,0,0,0,0
SAB1271c,0,0,0,0
SAB1272c,0,0,0,0
SAB1273c,0,0,0,0
SAB1274c,0,0,0,0
SAB1275c,0,0,0,0
SAB1276c,0,0,0,0
SAB1277c,0,0,0,0
SAB1278c,0,0,0,0
SAB1279c,0,0,0,0
SAB1280c,0,0,0,0
SAB1281c,0,0,0,0
SAB1282c,0,0,0,0
SAB1283c,0,0,0,0
SAB1284c,0,0,0,0
SAB1285c,0,0,0,0
SAB1286c,0,0,0,0
SAB1287,0,0,0,0
SAB1288,0,0,0,0
SAB1289c,0,0,0,0
SAB1290c,0,0,0,0
SAB1291c,0,0,0,0
SAB1292c,0,0,0,0
SAB1293c,0,0,0,0
SAB1295,0,0,0,0
SAB1296c,0,0,0,0
SAB1297,0,0,0,0
SAB1298,0,0,0,0
SAB1299,0,0,0,0
SAB1300c,0,0,0,0
SAB1301c,0,0,0,0
SAB1302c,0,0,0,0
SAB1303c,0,0,0,0
SAB1304c,0,0,0,0
SAB1305c,0,0,0,0
SAB1306c,0,0,0,0
SAB1307,0,0,0,0
SAB1308c,0,0,0,0
SAB1309c,0,0,0,0
SAB1311c,0,0,0,0
SAB1312c,0,0,0,0
SAB1313,0,0,0,0
SAB1314,0,0,0,0
SAB1315c,0,0,0,0
SAB1316c,0,0,0,0
SAB1317c,0,0,0,0
SAB1318c,0,0,0,0
SAB1319c,0,0,0,0
SAB1320c,0,0,0,0
SAB1321c,0,0,0,0
SAB1322c,0,0,0,0
SAB1323c,0,0,0,0
SAB1324c,0,0,0,0
SAB1325c,0,0,0,0
SAB1326c,0,0,0,0
SAB1327c,0,0,0,0
SAB1328c,0,0,0,0
SAB1329c,0,0,0,0
SAB1330c,0,0,0,0
SAB1331c,0,0,0,0
SAB1332c,0,0,0,0
SAB1333c,0,0,0,0
SAB1334c,0,0,0,0
SAB1336c,0,0,0,0
SAB1339c,0,0,0,0
SAB1340c,0,0,0,0
SAB1341,0,0,0,0
SAB1342c,0,0,0,0
SAB1343c,0,0,0,0
SAB1344c,0,0,0,0
SAB1345c,0,0,0,0
SAB1346,0,0,0,0
SAB1347c,0,0,0,0
SAB1348c,0,0,0,0
SAB1349c,0,0,0,0
SAB1350c,0,0,0,0
SAB1351c,0,0,0,0
SAB1352c,0,0,0,0
SAB1354c,0,0,0,0
SAB1356c,0,0,0,0
SAB1357,0,0,0,0
SAB1358c,0,0,0,0
SAB1359c,0,0,0,0
SAB1360c,0,0,0,0
SAB1361,0,0,0,0
SAB1362c,0,0,0,0
SAB1363c,0,0,0,0
SAB1364,0,0,0,0
SAB1365c,0,0,0,0
SAB1366,0,0,0,0
SAB1367,0,0,0,0
SAB1368c,0,0,0,0
SAB1369c,0,0,0,0
SAB1370c,0,0,0,0
SAB1371c,0,0,0,0
SAB1372c,0,0,0,0
SAB1373c,0,0,0,0
SAB1374c,0,0,0,0
SAB1375c,0,0,0,0
SAB1376c,0,0,0,0
SAB1377c,0,0,0,0
SAB1378c,0,0,0,0
SAB1379c,0,0,0,0
SAB1380c,0,0,0,0
SAB1381c,0,0,0,0
SAB1382,0,0,0,0
SAB1383,0,0,0,0
SAB1384c,0,0,0,0
SAB1385c,0,0,0,0
SAB1386c,0,0,0,0
SAB1387c,0,0,0,0
SAB1388c,0,0,0,0
SAB1389c,0,0,0,0
SAB1390c,0,0,0,0
SAB1391c,0,0,0,0
SAB1392c,0,0,0,0
SAB1393c,0,0,0,0
SAB1394c,0,0,0,0
SAB1395c,0,0,0,0
SAB1396c,0,0,0,0
SAB1397c,0,0,0,0
SAB1398c,0,0,0,0
SAB1399c,0,0,0,0
SAB1400c,0,0,0,0
SAB1401c,0,0,0,0
SAB1402c,0,0,0,0
SAB1403,0,0,0,0
SAB1404,0,0,0,0
SAB1405c,0,0,0,0
SAB1406,0,0,0,0
SAB1407c,0,0,0,0
SAB1408c,0,0,0,0
SAB1409c,0,0,0,0
SAB1410c,0,0,0,0
SAB1411c,0,0,0,0
SAB1412c,0,0,0,0
SAB1413c,0,0,0,0
SAB1414c,0,0,0,0
SAB1416c,0,0,0,0
SAB1417c,0,0,0,0
SAB1418c,0,0,0,0
SAB1419c,0,0,0,0
SAB1420c,0,0,0,0
SAB1421c,0,0,0,0
SAB1422c,0,0,0,0
SAB1423c,0,0,0,0
SAB1424c,0,0,0,0
SAB1426c,0,0,0,0
SAB1427c,0,0,0,0
SAB1428c,0,0,0,0
SAB1429c,0,0,0,0
SAB1430c,0,0,0,0
SAB1431c,0,0,0,0
SAB1432c,0,0,0,0
SAB1433c,0,0,0,0
SAB1434c,0,0,0,0
SAB1435c,0,0,0,0
SAB1436c,0,0,0,0
SAB1437,0,0,0,0
SAB1438c,0,0,0,0
SAB1439c,0,0,0,0
SAB1440c,0,0,0,0
SAB1441c,0,0,0,0
SAB1442c,0,0,0,0
SAB1443c,0,0,0,0
SAB1445c,0,0,0,0
SAB1446c,0,0,0,0
SAB1448c,0,0,0,0
SAB1449c,0,0,0,0
SAB1450c,0,0,0,0
SAB1451c,0,0,0,0
SAB1452c,0,0,0,0
SAB1453c,0,0,0,0
SAB1454c,0,0,0,0
SAB1455c,0,0,0,0
SAB1456c,0,0,0,0
SAB1457c,0,0,0,0
SAB1458,0,0,0,0
SAB1459c,0,0,0,0
SAB1461c,0,0,0,0
SAB1462c,0,0,0,0
SAB1463c,0,0,0,0
SAB1464c,0,0,0,0
SAB1465c,0,0,0,0
SAB1466c,0,0,0,0
SAB1467c,0,0,0,0
SAB1468c,0,0,0,0
SAB1469c,0,0,0,0
SAB1470c,0,0,0,0
SAB1471c,0,0,0,0
SAB1472,0,0,0,0
SAB1474c,0,0,0,0
SAB1475c,0,0,0,0
SAB1476c,0,0,0,0
SAB1477c,0,0,0,0
SAB1478c,0,0,0,0
SAB1479c,0,0,0,0
SAB1480c,0,0,0,0
SAB1481c,0,0,0,0
SAB1482c,0,0,0,0
SAB1483c,0,0,0,0
SAB1484c,0,0,0,0
SAB1485c,0,0,0,0
SAB1486c,0,0,0,0
SAB1487c,0,0,0,0
SAB1488c,0,0,0,0
SAB1489c,0,0,0,0
SAB1490c,0,0,0,0
SAB1491c,0,0,0,0
SAB1492c,0,0,0,0
SAB1493c,0,0,0,0
SAB1494,0,0,0,0
SAB1495,0,0,0,0
SAB1496c,0,0,0,0
SAB1497,0,0,0,0
SAB1498c,0,0,0,0
SAB1499c,0,0,0,0
SAB1500c,0,0,0,0
SAB1501c,0,0,0,0
SAB1502c,0,0,0,0
SAB1503c,0,0,0,0
SAB1504c,0,0,0,0
SAB1505c,0,0,0,0
SAB1506c,0,0,0,0
SAB1507c,0,0,0,0
SAB1508c,0,0,0,0
SAB1509c,0,0,0,0
SAB1510c,0,0,0,0
SAB1511c,0,0,0,0
SAB1512c,0,0,0,0
SAB1513c,0,0,0,0
SAB1514c,0,0,0,0
SAB1515c,0,0,0,0
SAB1516c,0,0,0,0
SAB1517c,0,0,0,0
SAB1518c,0,0,0,0
SAB1519c,0,0,0,0
SAB1520c,0,0,0,0
SAB1521c,0,0,0,0
SAB1522c,0,0,0,0
SAB1523c,0,0,0,0
SAB1524c,0,0,0,0
SAB1525,0,0,0,0
SAB1526c,0,0,0,0
SAB1527c,0,0,0,0
SAB1528c,0,0,0,0
SAB1529c,0,0,0,0
SAB1530c,0,0,0,0
SAB1531c,0,0,0,0
SAB1532c,0,0,0,0
SAB1533c,0,0,0,0
SAB1534c,0,0,0,0
SAB1535c,0,0,0,0
SAB1536c,0,0,0,0
SAB1537c,0,0,0,0
SAB1538c,0,0,0,0
SAB1539c,0,0,0,0
SAB1540c,0,0,0,0
SAB1541c,0,0,0,0
SAB1542c,0,0,0,0
SAB1543c,0,0,0,0
SAB1544c,0,0,0,0
SAB1545c,0,0,0,0
SAB1547c,0,0,0,0
SAB1548c,0,0,0,0
SAB1549c,0,0,0,0
SAB1550c,0,0,0,0
SAB1551c,0,0,0,0
SAB1552c,0,0,0,0
SAB1553c,0,0,0,0
SAB1554c,0,0,0,0
SAB1555,0,0,0,0
SAB1556c,0,0,0,0
SAB1557c,0,0,0,0
SAB1558c,0,0,0,0
SAB1559c,0,0,0,0
SAB1560c,0,0,0,0
SAB1561c,0,0,0,0
SAB1562c,0,0,0,0
SAB1563c,0,0,0,0
SAB1564,0,0,0,0
SAB1565,0,0,0,0
SAB1566c,0,0,0,0
SAB1567,0,0,0,0
SAB1570c,0,0,0,0
SAB1571c,0,0,0,0
SAB1572c,0,0,0,0
SAB1573c,0,0,0,0
SAB1574c,0,0,0,0
SAB1575c,0,0,0,0
SAB1576c,0,0,0,0
SAB1577,0,0,0,0
SAB1578,0,0,0,0
SAB1579c,0,0,0,0
SAB1580,0,0,0,0
SAB1581,0,0,0,0
SAB1582,0,0,0,0
SAB1583c,0,0,0,0
SAB1584c,0,0,0,0
SAB1585c,0,0,0,0
SAB1586,0,0,0,0
SAB1587c,0,0,0,0
SAB1588,0,0,0,0
SAB1589c,0,0,0,0
SAB1590c,0,0,0,0
SAB1591c,0,0,0,0
SAB1592c,0,0,0,0
SAB1593c,0,0,0,0
SAB1594,0,0,0,0
SAB1595,0,0,0,0
SAB1596c,0,0,0,0
SAB1597c,0,0,0,0
SAB1598c,0,0,0,0
SAB1600c,0,0,0,0
SAB1601c,0,0,0,0
SAB1602c,0,0,0,0
SAB1603c,0,0,0,0
SAB1604c,0,0,0,0
SAB1605c,0,0,0,0
SAB1606,0,0,0,0
SAB1607c,0,0,0,0
SAB1608c,0,0,0,0
SAB1609c,0,0,0,0
SAB1610c,0,0,0,0
SAB1611c,0,0,0,0
SAB1613c,0,0,0,0
SAB1614c,0,0,0,0
SAB1615,0,0,0,0
SAB1617c,0,0,0,0
SAB1618c,0,0,0,0
SAB1619c,0,0,0,0
SAB1620,0,0,0,0
SAB1621,0,0,0,0
SAB1622c,0,0,0,0
SAB1623c,0,0,0,0
SAB1624,0,0,0,0
SAB1625c,0,0,0,0
SAB1626c,0,0,0,0
SAB1627c,0,0,0,0
SAB1628c,0,0,0,0
SAB1629c,0,0,0,0
SAB1630,0,0,0,0
SAB1631,0,0,0,0
SAB1632,0,0,0,0
SAB1633c,0,0,0,0
SAB1634c,0,0,0,0
SAB1635,0,0,0,0
SAB1636,0,0,0,0
SAB1637c,0,0,0,0
SAB1639c,0,0,0,0
SAB1640,0,0,0,0
SAB1641,0,0,0,0
SAB1642,0,0,0,0
SAB1643c,0,0,0,0
SAB1644c,0,0,0,0
SAB1645c,0,0,0,0
SAB1646,0,0,0,0
SAB1647c,0,0,0,0
SAB1648c,0,0,0,0
SAB1649,0,0,0,0
SAB1650c,0,0,0,0
SAB1651c,0,0,0,0
SAB1653,0,0,0,0
SAB1654,0,0,0,0
SAB1655,0,0,0,0
SAB1656,0,0,0,0
SAB1657,0,0,0,0
SAB1658c,0,0,0,0
SAB1659c,0,0,0,0
SAB1660c,0,0,0,0
SAB1661c,0,0,0,0
SAB1662c,0,0,0,0
SAB1663,0,0,0,0
SAB1664c,0,0,0,0
SAB1668c,0,0,0,0
SAB1669c,0,0,0,0
SAB1670c,0,0,0,0
SAB1671c,0,0,0,0
SAB1672c,0,0,0,0
SAB1675,0,0,0,0
SAB1676c,0,0,0,0
SAB1677c,0,0,0,0
SAB1679c,0,0,0,0
SAB1680c,0,0,0,0
SAB1681c,0,0,0,0
SAB1682c,0,0,0,0
SAB1683c,0,0,0,0
SAB1684,0,0,0,0
SAB1685c,0,0,0,0
SAB1686c,0,0,0,0
SAB1687c,0,0,0,0
SAB1688,0,0,0,0
SAB1689c,0,0,0,0
SAB1690,0,0,0,0
SAB1691,0,0,0,0
SAB1692,0,0,0,0
SAB1693,0,0,0,0
SAB1694,0,0,0,0
SAB1695,0,0,0,0
SAB1696c,0,0,0,0
SAB1697c,0,0,0,0
SAB1698c,0,0,0,0
SAB1699c,0,0,0,0
SAB1701c,0,0,0,0
SAB1702c,0,0,0,0
SAB1703c,0,0,0,0
SAB1704c,0,0,0,0
SAB1705c,0,0,0,0
SAB1706c,0,0,0,0
SAB1707c,0,0,0,0
SAB1708c,0,0,0,0
SAB1709c,0,0,0,0
SAB1710c,0,0,0,0
SAB1711c,0,0,0,0
SAB1712c,0,0,0,0
SAB1713c,0,0,0,0
SAB1714c,0,0,0,0
SAB1715c,0,0,0,0
SAB1716c,0,0,0,0
SAB1717c,0,0,0,0
SAB1718c,0,0,0,0
SAB1719c,0,0,0,0
SAB1720c,0,0,0,0
SAB1721c,0,0,0,0
SAB1722c,0,0,0,0
SAB1723c,0,0,0,0
SAB1724c,0,0,0,0
SAB1725c,0,0,0,0
SAB1726c,0,0,0,0
SAB1727c,0,0,0,0
SAB1728c,0,0,0,0
SAB1729c,0,0,0,0
SAB1730c,0,0,0,0
SAB1731c,0,0,0,0
SAB1732c,0,0,0,0
SAB1733c,0,0,0,0
SAB1734c,0,0,0,0
SAB1735c,0,0,0,0
SAB1736c,0,0,0,0
SAB1737c,0,0,0,0
SAB1738c,0,0,0,0
SAB1739c,0,0,0,0
SAB1740c,0,0,0,0
SAB1741c,0,0,0,0
SAB1742c,0,0,0,0
SAB1743c,0,0,0,0
SAB1744c,0,0,0,0
SAB1745c,0,0,0,0
SAB1746c,0,0,0,0
SAB1747c,0,0,0,0
SAB1748c,0,0,0,0
SAB1749c,0,0,0,0
SAB1750c,0,0,0,0
SAB1751c,0,0,0,0
SAB1752c,0,0,0,0
SAB1753c,0,0,0,0
SAB1754,0,0,0,0
SAB1755c,0,0,0,0
SAB1756c,0,0,0,0
SAB1757,0,0,0,0
SAB1758,0,0,0,0
SAB1759,0,0,0,0
SAB1760,0,0,0,0
SAB_t17,0,0,0,0
SAB_t18,0,0,0,0
SAB_t19,0,0,0,0
SAB_t20,0,0,0,0
SAB_t21,0,0,0,0
SAB_t22,0,0,0,0
SAB_t24,0,0,0,0
SAB1762c,0,0,0,0
SAB1763c,0,0,0,0
SAB1764c,0,0,0,0
SAB1765c,0,0,0,0
SAB1766,0,0,0,0
SAB1767c,0,0,0,0
SAB1768c,0,0,0,0
SAB1769,0,0,0,0
SAB1771,0,0,0,0
SAB1772,0,0,0,0
SAB1773,0,0,0,0
SAB1774,0,0,0,0
SAB1775c,0,0,0,0
SAB1776c,0,0,0,0
SAB1777c,0,0,0,0
SAB1779c,0,0,0,0
SAB1780c,0,0,0,0
SAB1781c,0,0,0,0
SAB1782c,0,0,0,0
SAB1783,0,0,0,0
SAB1784c,0,0,0,0
SAB1785c,0,0,0,0
SAB1786,0,0,0,0
SAB1787c,0,0,0,0
SAB1788c,0,0,0,0
SAB1789c,0,0,0,0
SAB1790c,0,0,0,0
SAB1791c,0,0,0,0
SAB1792c,0,0,0,0
SAB1793c,0,0,0,0
SAB_t25,0,0,0,0
SAB_t26,0,0,0,0
SAB_t27,0,0,0,0
SAB_t28,0,0,0,0
SAB_t29,0,0,0,0
SAB_t30,0,0,0,0
SAB_t31,0,0,0,0
SAB_t32,0,0,0,0
SAB_t33,0,0,0,0
SAB_t35,0,0,0,0
SAB_t36,0,0,0,0
SAB_t38,0,0,0,0
SAB_t39,0,0,0,0
SAB_t40,0,0,0,0
SAB_t42,0,0,0,0
SAB_t43,0,0,0,0
SAB_t44,0,0,0,0
SAB_t46,0,0,0,0
SAB_t47,0,0,0,0
SAB_t48,0,0,0,0
SAB_t49,0,0,0,0
SAB_t51,0,0,0,0
SAB1794c,0,0,0,0
SAB1795c,0,0,0,0
SAB1796c,0,0,0,0
SAB1797,0,0,0,0
SAB1798,0,0,0,0
SAB1799c,0,0,0,0
SAB1800c,0,0,0,0
SAB1801c,0,0,0,0
SAB1802,0,0,0,0
SAB1803c,0,0,0,0
SAB1804c,0,0,0,0
SAB1805c,0,0,0,0
SAB1806c,0,0,0,0
SAB1808c,0,0,0,0
SAB1809,0,0,0,0
SAB1810c,0,0,0,0
SAB1811c,0,0,0,0
SAB1812c,0,0,0,0
SAB1814,0,0,0,0
SAB1815,0,0,0,0
SAB1816c,0,0,0,0
SAB1817c,0,0,0,0
SAB1818c,0,0,0,0
SAB1819c,0,0,0,0
SAB1820c,0,0,0,0
SAB1821,0,0,0,0
SAB1822c,0,0,0,0
SAB1823c,0,0,0,0
SAB1824c,0,0,0,0
SAB1825,0,0,0,0
SAB1826,0,0,0,0
SAB1827c,0,0,0,0
SAB1828c,0,0,0,0
SAB1829c,0,0,0,0
SAB1830c,0,0,0,0
SAB1831c,0,0,0,0
SAB1832c,0,0,0,0
SAB1833c,0,0,0,0
SAB1834c,0,0,0,0
SAB1835,0,0,0,0
SAB1836c,0,0,0,0
SAB1837,0,0,0,0
SAB1838c,0,0,0,0
SAB1839c,0,0,0,0
SAB1840c,0,0,0,0
SAB1841c,0,0,0,0
SAB1842c,0,0,0,0
SAB1843c,0,0,0,0
SAB1845,0,0,0,0
SAB1846,0,0,0,0
SAB1847c,0,0,0,0
SAB1848c,0,0,0,0
SAB1849c,0,0,0,0
SAB1850c,0,0,0,0
SAB1851,0,0,0,0
SAB1852,0,0,0,0
SAB1853c,0,0,0,0
SAB1854c,0,0,0,0
SAB1855,0,0,0,0
SAB1856,0,0,0,0
SAB1857,0,0,0,0
SAB1858c,0,0,0,0
SAB1859,0,0,0,0
SAB1860c,0,0,0,0
SAB1861,0,0,0,0
SAB1862c,0,0,0,0
SAB1863c,0,0,0,0
SAB1864c,0,0,0,0
SAB1865,0,0,0,0
SAB1866c,0,0,0,0
SAB1867c,0,0,0,0
SAB1868c,0,0,0,0
SAB1869c,0,0,0,0
SAB1870c,0,0,0,0
SAB1871c,0,0,0,0
SAB1872,0,0,0,0
SAB1873c,0,0,0,0
SAB1874,0,0,0,0
SAB1875c,0,0,0,0
SAB1876c,0,0,0,0
SAB1877,0,0,0,0
SAB1878c,0,0,0,0
SAB1879c,0,0,0,0
SAB1880c,0,0,0,0
SAB1881c,0,0,0,0
SAB1882,0,0,0,0
SAB1883,0,0,0,0
SAB1884c,0,0,0,0
SAB1885c,0,0,0,0
SAB1888c,0,0,0,0
SAB1889c,0,0,0,0
SAB1890,0,0,0,0
SAB1891,0,0,0,0
SAB1892c,0,0,0,0
SAB1893c,0,0,0,0
SAB1895c,0,0,0,0
SAB1896c,0,0,0,0
SAB1897c,0,0,0,0
SAB1898c,0,0,0,0
SAB1899c,0,0,0,0
SAB1900c,0,0,0,0
SAB1901c,0,0,0,0
SAB1902c,0,0,0,0
SAB1903c,0,0,0,0
SAB1904c,0,0,0,0
SAB1905c,0,0,0,0
SAB1906c,0,0,0,0
SAB1907c,0,0,0,0
SAB1908c,0,0,0,0
SAB1909c,0,0,0,0
SAB1910c,0,0,0,0
SAB1911,0,0,0,0
SAB1912,0,0,0,0
SAB1913c,0,0,0,0
SAB1914c,0,0,0,0
SAB1915,0,0,0,0
SAB1916c,0,0,0,0
SAB1917,0,0,0,0
SAB1918,0,0,0,0
SAB1919,0,0,0,0
SAB1924c,0,0,0,0
SAB1925c,0,0,0,0
SAB1926c,0,0,0,0
SAB1927c,0,0,0,0
SAB1928c,0,0,0,0
SAB1929c,0,0,0,0
SAB1930c,0,0,0,0
SAB1931,0,0,0,0
SAB1932,0,0,0,0
SAB1933,0,0,0,0
SAB1934c,0,0,0,0
SAB1935c,0,0,0,0
SAB1936c,0,0,0,0
SAB1937c,0,0,0,0
SAB1938,0,0,0,0
SAB1939,0,0,0,0
SAB1940,0,0,0,0
SAB1941,0,0,0,0
SAB1942,0,0,0,0
SAB1943,0,0,0,0
SAB1944,0,0,0,0
SAB1945,0,0,0,0
SAB1946,0,0,0,0
SAB_t52,0,0,0,0
SAB_t53,0,0,0,0
SAB_t54,0,0,0,0
SAB1947c,0,0,0,0
SAB1948c,0,0,0,0
SAB1949c,0,0,0,0
SAB1950c,0,0,0,0
SAB1951c,0,0,0,0
