gene,P23.1,P23.2,P23.3,P23.G.1,P23.G.2,P23.G.3
Inter.CP000255.1.0.441389.12,10,6,13,21,20,10
Inter.CP000255.1.1.164781.89,3,4,1,5,1,1
Inter.CP000255.1.0.2175602.138,4,8,7,7,6,2
Inter.CP000255.1.0.776672.1,4,3,2,7,5,6
Inter.CP000255.1.1.76226.57,1,4,1,4,5,1
gene1721,94,104,94,117,119,127
Inter.CP000255.1.1.356775.30,14,7,6,7,8,0
gene330,962,923,1008,942,1068,1145
Inter.CP000255.1.1.482954.47,1,1,2,1,1,1
Inter.CP000255.1.0.650207.16,1,0,0,4,2,2
gene1185,237,215,244,126,132,124
Inter.CP000255.1.1.920559.39,2,1,4,0,0,1
Inter.CP000255.1.0.2442654.70,2,5,4,4,4,1
Inter.CP000255.1.0.2393904.19,3,6,6,5,5,1
Inter.CP000255.1.1.1299662.185,1,1,0,0,0,0
Inter.CP000255.1.1.195296.77,8,20,7,21,19,8
Inter.CP000255.1.0.1541358.16,2,1,0,4,0,0
Inter.CP000255.1.0.1456753.19,0,0,0,1,0,0
Inter.CP000255.1.0.42452.11,2,2,2,1,2,2
Inter.CP000255.1.0.2569499.86,2,0,0,4,0,0
Inter.CP000255.1.1.566406.40,12,13,19,38,28,21
Inter.CP000255.1.1.2086212.11,11,5,11,7,6,3
Inter.CP000255.1.0.1004129.0,1,4,1,3,0,2
Inter.CP000255.1.0.2340516.20,1,3,1,6,3,1
Inter.CP000255.1.1.1244688.347,2,2,0,1,0,1
Inter.CP000255.1.1.920559.8,4,4,4,3,7,1
Inter.CP000255.1.1.92974.6,3,3,3,5,0,0
Inter.CP000255.1.1.10613.50,0,4,3,3,1,1
Inter.CP000255.1.0.2087346.79,4,12,2,5,9,3
Inter.CP000255.1.0.1084075.36,8,6,11,4,4,9
gene1987,379873,365908,347237,110299,83284,64325
Inter.CP000255.1.0.2217814.204,9,8,6,15,10,1
Inter.CP000255.1.1.1980653.3,4,4,2,4,2,1
Inter.CP000255.1.1.566406.75,1,1,0,2,1,0
Inter.CP000255.1.1.804073.23,5,5,6,11,3,5
Inter.CP000255.1.1.1503768.36,5,1,2,4,2,1
Inter.CP000255.1.1.1371971.22,2,2,1,2,2,0
Inter.CP000255.1.1.285730.152,10,19,12,24,20,11
Inter.CP000255.1.0.422649.1,3,2,0,4,1,2
Inter.CP000255.1.1.727260.17,1,2,0,0,1,5
Inter.CP000255.1.0.265706.6,1,5,0,4,0,0
Inter.CP000255.1.1.1299662.26,2,0,4,4,2,1
Inter.CP000255.1.0.1802439.104,3,2,8,13,5,6
Inter.CP000255.1.1.2123289.9,0,1,1,3,1,0
Inter.CP000255.1.1.1906101.5,1,2,2,3,0,0
Inter.CP000255.1.1.2609021.1,0,1,0,5,7,2
Inter.CP000255.1.1.903938.60,0,0,2,1,0,0
Inter.CP000255.1.1.497222.471,1,0,0,2,1,1
Inter.CP000255.1.1.1388720.42,3,3,3,3,1,1
gene521,2190,2279,2719,4816,4687,5663
Inter.CP000255.1.1.1426573.30,0,2,2,0,1,1
Inter.CP000255.1.1.2070197.5,5,10,8,4,3,0
Inter.CP000255.1.1.223379.20,5,5,6,13,8,5
Inter.CP000255.1.1.482954.83,3,3,0,1,2,3
Inter.CP000255.1.0.2590957.64,0,0,0,0,0,2
Inter.CP000255.1.1.1953990.0,4,5,1,9,4,0
Inter.CP000255.1.1.566406.52,4,9,4,9,16,4
Inter.CP000255.1.0.1877792.112,6,5,3,11,7,3
Inter.CP000255.1.0.1734711.263,6,3,0,3,6,0
Inter.CP000255.1.1.244992.50,1,2,0,0,1,1
Inter.CP000255.1.1.746767.33,4,3,3,5,2,3
Inter.CP000255.1.0.1802439.116,1,0,1,2,1,0
Inter.CP000255.1.0.211548.71,5,1,2,0,2,2
Inter.CP000255.1.0.1108382.0,1,0,0,2,1,0
Inter.CP000255.1.1.2079895.12,2,4,4,8,2,5
Inter.CP000255.1.0.1112388.9,4,8,4,9,6,2
Inter.CP000255.1.1.2439092.0,1,1,2,7,2,1
Inter.CP000255.1.1.2333864.4,3,7,5,6,4,2
Inter.CP000255.1.1.2499274.9,25644,25393,26108,50698,46958,48376
Inter.CP000255.1.1.2205726.3,5,8,11,11,9,6
gene1196,1127,948,824,600,571,659
Inter.CP000255.1.0.2087346.324,3,2,3,8,4,4
Inter.CP000255.1.0.1330655.0,5,6,2,1,4,2
Inter.CP000255.1.1.497222.184,8,7,7,19,13,8
gene78,960,843,858,1274,1251,1433
Inter.CP000255.1.0.2398777.22,1,3,3,2,0,0
Inter.CP000255.1.1.804073.13,2,1,0,1,1,0
Inter.CP000255.1.0.1456753.240,0,2,1,3,2,2
Inter.CP000255.1.0.1677665.91,2,2,2,4,2,0
Inter.CP000255.1.0.2511542.121,1,2,3,5,3,2
Inter.CP000255.1.0.2252171.9,0,0,1,0,3,1
Inter.CP000255.1.1.566406.305,2,7,7,16,9,11
Inter.CP000255.1.0.2772481.111,0,0,1,0,0,0
Inter.CP000255.1.0.2252171.27,5,3,4,5,2,0
Inter.CP000255.1.0.77946.0,10,5,8,4,9,3
gene979,3165,2900,3060,2983,3004,3207
Inter.CP000255.1.1.1032867.10,1,0,0,0,0,0
Inter.CP000255.1.0.2854157.1,1,0,0,1,0,0
Inter.CP000255.1.1.223379.11,1,2,3,4,0,0
gene1759,599,594,550,240,191,183
Inter.CP000255.1.1.638113.33,3,6,3,10,4,3
Inter.CP000255.1.1.1244688.351,6,8,6,16,6,0
Inter.CP000255.1.1.651984.162,8,11,4,19,4,6
Inter.CP000255.1.1.1213362.48,7,11,4,10,7,4
Inter.CP000255.1.1.681397.31,17,29,20,25,15,6
Inter.CP000255.1.0.733992.0,233,206,184,98,122,106
Inter.CP000255.1.0.1734711.126,18,13,16,28,9,10
Inter.CP000255.1.0.431228.21,4,1,2,3,0,1
Inter.CP000255.1.1.2649017.14,1,3,0,3,1,0
Inter.CP000255.1.1.1851012.3,4,6,5,2,4,1
Inter.CP000255.1.0.127839.0,0,0,0,3,0,0
Inter.CP000255.1.0.2136178.13,4,6,6,11,5,5
Inter.CP000255.1.1.1170092.122,26,37,30,24,17,11
Inter.CP000255.1.0.1877792.45,1,2,2,1,2,1
gene1600,1370,1229,1514,1638,1513,1876
Inter.CP000255.1.1.717967.10,9,10,10,19,11,3
Inter.CP000255.1.0.2145976.0,5,4,2,15,5,2
Inter.CP000255.1.0.1294651.0,1,2,3,1,2,0
Inter.CP000255.1.0.2175602.139,4,2,3,6,6,2
Inter.CP000255.1.0.1269232.1,3,2,0,2,1,1
Inter.CP000255.1.0.2159731.0,2,9,1,10,2,2
Inter.CP000255.1.0.881854.16,2,0,0,2,2,0
Inter.CP000255.1.0.99265.4,4,7,3,6,0,1
Inter.CP000255.1.1.911530.11,2,7,2,6,2,1
Inter.CP000255.1.0.1877792.75,1,5,2,2,1,3
Inter.CP000255.1.1.414364.2,98,65,61,37,23,38
Inter.CP000255.1.1.497222.518,4,6,5,6,0,0
Inter.CP000255.1.0.1389916.0,177,125,128,69,56,51
Inter.CP000255.1.1.134234.137,1,1,0,4,4,0
Inter.CP000255.1.1.1223109.46,1,0,1,4,1,0
Inter.CP000255.1.0.1734711.163,3,1,4,8,4,3
Inter.CP000255.1.0.2864684.69,3,1,2,6,2,1
Inter.CP000255.1.0.1994957.11,2,7,7,6,7,6
Inter.CP000255.1.1.857097.18,3,0,3,2,2,0
gene2376,1123,994,974,2030,2220,2779
Inter.CP000255.1.1.2499274.52,3,10,2,15,2,2
Inter.CP000255.1.1.2164336.46,3,0,0,2,2,0
Inter.CP000255.1.1.2684787.26,2,3,1,5,4,1
Inter.CP000255.1.1.1161141.3,1,0,1,1,0,0
Inter.CP000255.1.0.2343175.45,1,2,1,0,1,3
Inter.CP000255.1.1.792973.55,5,3,6,9,7,5
Inter.CP000255.1.1.1113598.33,0,0,0,2,1,0
Inter.CP000255.1.0.766115.61,1,1,1,7,2,4
Inter.CP000255.1.0.881854.13,8,10,4,7,6,1
Inter.CP000255.1.1.1411149.1,1,2,1,7,3,7
Inter.CP000255.1.0.2679803.20,2,4,1,3,1,1
Inter.CP000255.1.0.62790.8,0,2,3,0,0,1
Inter.CP000255.1.0.2797567.163,3,5,13,7,3,10
gene892,24,38,25,73,35,20
Inter.CP000255.1.1.1008188.20,1,2,0,0,1,0
Inter.CP000255.1.1.2256518.0,68,60,46,69,80,94
Inter.CP000255.1.1.2745607.6,0,2,3,1,2,2
Inter.CP000255.1.1.1795038.2,1,4,1,4,2,0
Inter.CP000255.1.1.445966.38,1,0,0,3,1,1
Inter.CP000255.1.0.1926438.98,3,7,3,6,3,0
Inter.CP000255.1.1.2060208.4,12,8,7,9,7,6
Inter.CP000255.1.0.1766067.238,3,6,2,1,1,1
Inter.CP000255.1.0.1877792.86,0,1,1,3,0,0
Inter.CP000255.1.0.2434583.10,3,3,3,12,9,4
Inter.CP000255.1.0.494157.23,4,3,7,16,7,4
Inter.CP000255.1.0.1945201.34,2,1,0,4,2,1
Inter.CP000255.1.1.2717074.0,1,0,1,1,0,1
Inter.CP000255.1.1.1587930.4,3,3,4,5,3,1
Inter.CP000255.1.0.1541358.144,1,3,3,6,1,2
Inter.CP000255.1.0.2693184.4,2,3,3,7,2,1
Inter.CP000255.1.1.2786593.8,1,1,3,2,1,0
Inter.CP000255.1.0.2334846.32,0,1,0,0,1,0
gene1609,961,992,1018,705,569,702
Inter.CP000255.1.1.2561891.15,0,1,1,5,0,1
Inter.CP000255.1.1.2770859.0,8,7,7,26,9,9
Inter.CP000255.1.0.127839.53,1,1,2,6,2,5
gene436,3411,2694,2399,2394,2052,1979
gene1927,2159,1999,1902,963,739,699
Inter.CP000255.1.1.1223109.79,1,0,4,3,5,1
Inter.CP000255.1.0.854819.28,0,0,2,2,0,2
Inter.CP000255.1.1.566406.39,8,12,9,12,13,7
Inter.CP000255.1.1.223379.53,9,2,7,8,2,4
Inter.CP000255.1.1.474674.18,41,52,57,66,53,41
Inter.CP000255.1.0.1734711.226,8,6,3,13,8,4
Inter.CP000255.1.1.463258.108,0,4,0,2,5,0
Inter.CP000255.1.0.1165263.5,131,106,103,50,34,40
Inter.CP000255.1.0.2620004.41,4,6,4,6,5,2
Inter.CP000255.1.1.885604.20,1,7,8,4,9,2
Inter.CP000255.1.0.2255954.14,0,0,1,1,1,0
Inter.CP000255.1.0.2604523.89,5,6,4,1,4,2
Inter.CP000255.1.0.1616169.241,10,12,7,14,9,3
Inter.CP000255.1.0.1456753.161,0,0,0,0,0,3
Inter.CP000255.1.1.1151760.18,13,12,13,7,6,0
Inter.CP000255.1.1.2710781.0,14,5,10,20,5,5
Inter.CP000255.1.1.2386310.0,0,2,3,1,2,1
Inter.CP000255.1.1.2164336.39,4,1,5,4,1,3
Inter.CP000255.1.1.445966.35,0,1,0,0,1,2
Inter.CP000255.1.0.788141.14,5,2,0,2,1,1
gene1523,533,468,478,332,288,326
Inter.CP000255.1.1.1848866.3,3,1,1,1,2,0
Inter.CP000255.1.0.766115.53,2,2,2,8,4,1
Inter.CP000255.1.1.599367.57,1,1,0,3,0,0
gene1314,1207,1100,1119,1127,1087,1205
Inter.CP000255.1.1.266214.11,3,2,0,4,2,0
Inter.CP000255.1.0.1926438.8,2,2,2,7,2,2
Inter.CP000255.1.1.497222.343,2,6,9,11,5,3
Inter.CP000255.1.0.2511542.176,0,4,1,4,2,0
Inter.CP000255.1.0.1844014.19,6,5,4,5,5,1
Inter.CP000255.1.1.1414197.44,3,2,0,7,1,1
Inter.CP000255.1.0.1154198.57,3,0,3,2,0,1
gene1082,1480,1244,1291,572,537,566
Inter.CP000255.1.1.2644456.2,2,1,1,4,2,0
Inter.CP000255.1.0.2008176.28,0,1,0,2,0,0
Inter.CP000255.1.0.161093.23,3,5,2,11,4,3
gene466,1246,1155,1330,1158,1123,1214
Inter.CP000255.1.1.1957240.25,10,13,10,15,8,14
Inter.CP000255.1.0.1802439.119,4,8,1,5,4,1
Inter.CP000255.1.0.389353.6,7,7,9,14,8,4
Inter.CP000255.1.1.442038.2,4,6,6,3,3,2
rna10,6719,9844,12246,20807,15234,27037
Inter.CP000255.1.1.566406.279,6,8,18,12,8,14
Inter.CP000255.1.1.769158.2,0,0,0,0,4,3
Inter.CP000255.1.1.2764786.11,13,5,10,0,2,0
Inter.CP000255.1.0.195031.3,11,17,20,29,19,25
Inter.CP000255.1.1.76226.58,1,4,1,2,0,0
Inter.CP000255.1.0.2372100.7,1,0,2,6,0,1
Inter.CP000255.1.1.944647.94,2,0,3,0,2,3
Inter.CP000255.1.0.268233.2,0,0,0,3,1,0
Inter.CP000255.1.0.1500086.3,3,3,3,4,1,2
Inter.CP000255.1.1.497222.182,7,18,14,13,17,9
Inter.CP000255.1.0.2175602.123,1,3,3,6,3,1
Inter.CP000255.1.1.1388720.120,2,0,1,2,2,0
Inter.CP000255.1.0.2588268.18,0,3,0,1,1,0
Inter.CP000255.1.1.1889014.11,3,1,2,5,2,1
Inter.CP000255.1.0.2569499.81,13,13,9,12,8,3
gene39,11,20,15,23,17,10
Inter.CP000255.1.0.441389.4,1,1,0,1,2,0
Inter.CP000255.1.0.203269.0,17,19,14,17,12,7
Inter.CP000255.1.0.1697155.178,0,0,1,3,2,1
Inter.CP000255.1.1.1643589.5,4,8,4,3,8,4
Inter.CP000255.1.0.2772481.88,6,7,3,16,10,2
Inter.CP000255.1.1.164781.37,9,1,1,1,3,1
Inter.CP000255.1.1.966311.23,0,1,1,3,1,0
Inter.CP000255.1.1.2388568.6,0,0,0,0,1,0
Inter.CP000255.1.0.1648419.67,0,0,0,0,0,1
Inter.CP000255.1.1.41134.6,13,10,8,19,10,2
Inter.CP000255.1.1.1136577.136,3,1,2,0,1,0
Inter.CP000255.1.1.1851012.6,3,8,5,7,6,0
Inter.CP000255.1.1.1213362.52,1,6,3,10,3,0
Inter.CP000255.1.1.944647.109,3,2,4,4,6,1
Inter.CP000255.1.0.2035806.69,4,3,5,12,9,4
Inter.CP000255.1.0.965383.0,1,1,0,0,1,0
Inter.CP000255.1.0.2343175.232,0,1,2,1,2,1
Inter.CP000255.1.1.1349794.2,5,7,7,4,3,1
Inter.CP000255.1.0.1378280.0,0,3,1,2,1,0
Inter.CP000255.1.0.127839.38,4,1,1,7,4,5
Inter.CP000255.1.0.2590957.45,2,3,1,2,3,1
Inter.CP000255.1.1.2054222.17,2,2,3,10,1,2
Inter.CP000255.1.1.813246.246,2,1,4,8,4,2
Inter.CP000255.1.1.2060208.15,1,0,1,3,6,1
gene303,262,213,225,208,190,193
Inter.CP000255.1.1.944647.126,0,2,1,4,2,0
Inter.CP000255.1.1.651984.205,1,4,0,6,6,2
gene2631,1943,1790,1608,906,754,690
Inter.CP000255.1.0.1286067.1,3,8,2,4,5,2
Inter.CP000255.1.1.1008188.13,2,1,2,3,1,1
Inter.CP000255.1.0.854819.22,0,2,0,1,0,3
Inter.CP000255.1.0.1037674.35,1,0,6,2,1,2
Inter.CP000255.1.0.2753574.156,0,3,3,1,1,0
Inter.CP000255.1.1.2872325.0,2,4,4,4,1,5
Inter.CP000255.1.0.1507114.63,3,4,3,14,5,3
Inter.CP000255.1.1.164781.51,8,16,15,35,28,19
Inter.CP000255.1.1.651984.56,0,1,0,0,1,1
Inter.CP000255.1.1.644112.5,6,6,1,9,2,2
Inter.CP000255.1.0.2590957.47,1,2,0,1,1,1
Inter.CP000255.1.0.319375.15,8,15,7,26,14,8
Inter.CP000255.1.0.2830027.66,0,0,2,3,0,1
Inter.CP000255.1.0.1194076.2,3,1,2,2,2,1
Inter.CP000255.1.0.2721574.55,6,5,4,3,0,3
Inter.CP000255.1.1.356775.19,4,11,5,1,5,4
gene1284,428,454,417,411,374,434
Inter.CP000255.1.1.1867844.0,17,6,6,2,3,4
Inter.CP000255.1.0.211548.0,4,4,4,9,6,1
Inter.CP000255.1.0.2669918.78,4,8,4,10,4,2
Inter.CP000255.1.0.696609.3,0,1,2,0,1,1
Inter.CP000255.1.0.766115.24,33,14,21,18,9,4
Inter.CP000255.1.1.1922059.0,0,3,1,7,4,0
Inter.CP000255.1.1.236665.12,14,22,19,30,20,11
Inter.CP000255.1.1.1136577.33,1,0,2,4,3,1
Inter.CP000255.1.1.2602572.16,23,15,17,14,5,1
Inter.CP000255.1.0.1507114.75,6,9,9,7,6,2
Inter.CP000255.1.1.376829.22,2,1,0,4,0,1
Inter.CP000255.1.1.1922059.1,1,0,0,0,1,0
Inter.CP000255.1.1.2012275.9,2,2,2,1,4,1
gene691,9115,6874,6614,3187,2610,3181
Inter.CP000255.1.1.1073736.25,1,1,0,0,1,0
Inter.CP000255.1.1.1167050.2,3,7,6,18,10,3
Inter.CP000255.1.1.1057582.5,3,4,3,3,2,4
Inter.CP000255.1.1.1349794.49,3,4,1,2,8,2
Inter.CP000255.1.0.1972520.40,1,2,3,2,1,1
Inter.CP000255.1.1.1170092.232,2,2,3,4,3,3
Inter.CP000255.1.1.1170092.41,1,2,1,4,1,0
Inter.CP000255.1.1.2499274.31,3,3,4,5,5,1
Inter.CP000255.1.0.2175602.217,1,4,1,2,4,3
Inter.CP000255.1.1.102961.148,1,2,3,5,5,1
Inter.CP000255.1.0.278511.36,2,4,1,3,1,3
Inter.CP000255.1.1.792973.37,5,6,6,9,10,2
Inter.CP000255.1.0.2452853.10,4,6,2,5,1,0
Inter.CP000255.1.1.1986189.0,12,4,6,6,1,4
Inter.CP000255.1.1.944647.34,0,0,2,2,2,2
Inter.CP000255.1.1.599367.21,16,9,14,12,1,4
Inter.CP000255.1.0.2013404.57,2,2,2,4,1,0
gene878,30,37,30,89,49,23
Inter.CP000255.1.1.1113598.8,3,3,7,6,1,2
Inter.CP000255.1.1.0.33,7,1,2,5,1,0
Inter.CP000255.1.1.2164336.74,1,0,3,0,0,0
Inter.CP000255.1.0.431228.46,2,4,1,2,1,2
Inter.CP000255.1.0.1204563.0,12,7,8,6,4,4
Inter.CP000255.1.0.1866877.74,1,4,1,4,1,0
Inter.CP000255.1.1.1333405.45,1,0,0,0,1,0
Inter.CP000255.1.0.2210614.2,5,4,5,7,2,8
Inter.CP000255.1.0.1318844.5,3,8,3,10,11,4
Inter.CP000255.1.1.1526181.0,18,10,11,5,8,6
gene1261,26,29,23,82,45,25
Inter.CP000255.1.0.652167.2,0,1,0,0,0,0
gene2253,4881,4287,4000,3688,3709,4377
Inter.CP000255.1.1.10613.185,5,3,4,6,5,3
gene2620,469,441,451,414,363,372
Inter.CP000255.1.0.2654672.24,0,0,0,0,2,0
Inter.CP000255.1.1.1008188.50,3,0,0,4,3,0
Inter.CP000255.1.0.2669918.10,2,0,1,6,2,1
Inter.CP000255.1.0.2087346.258,2,1,1,1,0,2
Inter.CP000255.1.1.2855478.28,3,3,0,1,3,3
Inter.CP000255.1.1.1503768.15,10,14,7,18,11,9
Inter.CP000255.1.1.599367.41,2,1,2,2,1,1
Inter.CP000255.1.1.443135.5,4,8,8,10,3,5
Inter.CP000255.1.0.1983750.18,3,7,1,3,5,2
gene1549,337,304,371,437,453,464
Inter.CP000255.1.0.2340516.1,1,1,0,1,0,0
Inter.CP000255.1.0.766115.59,2,1,3,14,11,11
Inter.CP000255.1.0.1877792.108,9,11,9,16,5,5
Inter.CP000255.1.1.164781.126,1,2,2,4,4,0
Inter.CP000255.1.1.1818785.8,1,1,4,7,4,1
Inter.CP000255.1.1.1928915.5,2,5,1,12,7,1
Inter.CP000255.1.0.801856.2,2,3,1,6,3,3
Inter.CP000255.1.1.1244688.9,0,8,0,3,2,1
Inter.CP000255.1.0.1541358.195,1,1,1,7,2,0
Inter.CP000255.1.0.2343175.100,12,9,8,11,11,11
Inter.CP000255.1.1.1008188.101,1,2,1,0,0,1
Inter.CP000255.1.1.885604.3,5,4,0,0,2,1
Inter.CP000255.1.0.2379616.33,0,1,4,4,5,0
gene198,1406,1246,1186,1452,1442,1488
Inter.CP000255.1.0.346510.0,8,13,7,20,5,1
Inter.CP000255.1.1.599367.8,12,13,9,20,12,4
Inter.CP000255.1.1.599367.6,4,1,3,3,4,1
Inter.CP000255.1.0.1866877.53,8,11,8,8,8,4
Inter.CP000255.1.0.2797567.1,0,1,0,3,2,0
Inter.CP000255.1.0.2035806.66,2,2,1,2,2,0
Inter.CP000255.1.1.599367.73,0,2,0,0,1,0
Inter.CP000255.1.0.1591939.49,6,10,7,12,12,3
Inter.CP000255.1.0.2664620.7,3,1,2,4,6,0
Inter.CP000255.1.1.1244688.514,0,0,0,4,1,1
Inter.CP000255.1.0.1766067.210,0,1,0,4,0,1
Inter.CP000255.1.0.2797567.69,4,2,4,3,1,2
gene600,223,191,197,174,122,125
Inter.CP000255.1.0.641440.2,11,9,8,12,4,8
Inter.CP000255.1.1.1059247.37,7,9,10,11,7,3
Inter.CP000255.1.0.749253.2,1,1,2,6,7,0
Inter.CP000255.1.1.2427948.1,18,11,9,7,3,2
Inter.CP000255.1.1.497222.614,2,1,4,6,2,2
Inter.CP000255.1.1.1170092.87,0,2,0,3,2,0
Inter.CP000255.1.0.2669918.79,7,6,8,7,7,2
Inter.CP000255.1.0.1500086.1,0,1,0,1,0,0
Inter.CP000255.1.0.2087346.107,2,8,2,9,4,4
Inter.CP000255.1.0.1734711.137,3,6,6,16,5,3
Inter.CP000255.1.0.2319278.141,1,2,1,1,1,2
Inter.CP000255.1.1.2870294.1,13,10,6,3,10,4
Inter.CP000255.1.1.638113.11,0,0,1,0,2,0
Inter.CP000255.1.0.2753574.97,6,2,5,16,6,6
Inter.CP000255.1.1.1854094.1,2,1,2,5,2,0
Inter.CP000255.1.0.2797567.5,2,2,3,1,1,2
Inter.CP000255.1.1.497222.203,8,9,9,11,9,10
Inter.CP000255.1.1.1170092.105,10,9,9,20,10,8
Inter.CP000255.1.1.1319542.80,0,0,2,2,2,1
Inter.CP000255.1.0.2136178.7,2,8,4,13,6,2
Inter.CP000255.1.1.0.52,2,1,1,7,5,3
Inter.CP000255.1.0.2217814.191,2,0,3,6,3,4
Inter.CP000255.1.1.445966.51,0,0,1,0,1,0
Inter.CP000255.1.1.1125544.100,0,1,0,0,0,0
Inter.CP000255.1.0.1648419.248,0,1,0,1,0,0
Inter.CP000255.1.0.1766067.104,0,3,3,7,1,3
Inter.CP000255.1.0.2343175.73,3,5,0,5,1,1
Inter.CP000255.1.0.1318844.2,5,4,5,20,6,1
Inter.CP000255.1.0.1456753.360,1,2,0,2,1,0
Inter.CP000255.1.0.127839.45,6,7,5,10,7,7
Inter.CP000255.1.0.807094.21,13,24,11,20,16,19
Inter.CP000255.1.0.1766067.174,0,5,0,6,1,1
Inter.CP000255.1.1.164781.83,0,0,0,4,0,2
Inter.CP000255.1.0.2582176.32,2,2,4,0,2,0
Inter.CP000255.1.1.1106426.30,1,3,2,1,4,1
Inter.CP000255.1.1.0.81,3,2,2,6,6,3
Inter.CP000255.1.0.650207.13,1,0,0,4,3,1
Inter.CP000255.1.0.2627985.175,2,7,1,6,3,0
Inter.CP000255.1.0.1697155.317,6,4,10,2,7,1
Inter.CP000255.1.1.10613.126,0,3,5,1,2,0
gene440,217,165,178,325,266,283
Inter.CP000255.1.1.873584.15,1,3,0,3,1,0
Inter.CP000255.1.1.330274.152,6,5,4,10,2,4
Inter.CP000255.1.1.2052818.1,7,8,6,1,4,1
Inter.CP000255.1.0.1456753.397,1,1,1,1,2,0
Inter.CP000255.1.0.1401043.12,2,0,5,6,0,2
Inter.CP000255.1.1.1170092.261,0,1,0,0,0,0
Inter.CP000255.1.1.944647.26,0,0,2,0,3,2
Inter.CP000255.1.0.283881.15,7,5,12,15,12,6
Inter.CP000255.1.0.2590957.22,0,1,1,3,0,0
Inter.CP000255.1.1.164781.253,0,0,0,3,3,1
gene1436,515,436,398,248,203,193
Inter.CP000255.1.0.1648419.136,0,0,4,4,0,1
Inter.CP000255.1.0.2660413.10,1,2,5,7,2,0
Inter.CP000255.1.1.2121010.4,55,46,41,27,24,25
Inter.CP000255.1.1.813246.223,9,5,6,10,6,3
Inter.CP000255.1.0.1344671.0,11,10,11,9,5,6
Inter.CP000255.1.1.1087371.64,2,4,11,12,7,6
Inter.CP000255.1.1.771927.120,8,5,8,12,5,0
Inter.CP000255.1.1.493138.0,22,19,19,24,26,31
Inter.CP000255.1.1.1073736.42,20,14,29,11,8,9
Inter.CP000255.1.0.564984.2,5,3,1,11,5,0
Inter.CP000255.1.0.2075826.43,3,7,4,25,21,16
Inter.CP000255.1.1.702756.70,2,2,3,5,3,0
Inter.CP000255.1.0.1378280.4,21,26,14,9,6,16
Inter.CP000255.1.0.2247813.4,0,1,1,2,0,1
Inter.CP000255.1.0.1407618.67,1,0,1,0,0,1
Inter.CP000255.1.0.2410512.42,1,0,4,1,1,0
Inter.CP000255.1.1.599367.71,1,1,2,0,0,0
Inter.CP000255.1.0.486230.2,0,0,0,1,0,0
Inter.CP000255.1.0.2388116.44,4,5,3,12,15,2
Inter.CP000255.1.0.2772481.65,2,8,5,2,1,2
Inter.CP000255.1.1.1748799.2,0,1,0,0,0,0
Inter.CP000255.1.0.1907032.15,4,2,6,1,5,1
Inter.CP000255.1.0.1456753.45,5,5,4,2,2,0
Inter.CP000255.1.1.63914.11,2,2,4,7,3,1
Inter.CP000255.1.1.1125544.72,5,3,4,7,4,2
Inter.CP000255.1.0.382573.0,2,4,1,1,3,3
Inter.CP000255.1.0.2442654.7,2,1,5,3,3,1
Inter.CP000255.1.0.1443669.76,1,0,0,1,0,0
Inter.CP000255.1.1.1161141.0,1,4,0,1,2,1
Inter.CP000255.1.1.497222.522,0,2,2,5,0,0
Inter.CP000255.1.1.959788.44,25,28,43,121,110,94
gene681,57,63,54,78,59,53
Inter.CP000255.1.1.1922673.28,1,1,2,2,1,0
Inter.CP000255.1.0.1766067.246,1,0,3,1,0,2
Inter.CP000255.1.0.1734711.88,0,0,0,1,0,0
Inter.CP000255.1.1.813246.138,2,6,1,3,2,0
Inter.CP000255.1.0.1535564.10,2,1,0,1,2,1
Inter.CP000255.1.0.2699448.20,1,1,4,7,2,1
Inter.CP000255.1.1.1008188.52,1,3,1,3,3,2
Inter.CP000255.1.0.1428821.44,1,1,0,1,0,0
Inter.CP000255.1.0.374488.24,3,2,3,2,3,2
Inter.CP000255.1.1.1170092.279,0,2,3,1,3,1
Inter.CP000255.1.0.2075826.3,4,5,5,9,7,3
Inter.CP000255.1.0.1541358.331,0,1,1,6,0,0
Inter.CP000255.1.0.297967.4,2,1,2,1,1,0
Inter.CP000255.1.0.407191.70,6,3,1,5,1,0
Inter.CP000255.1.1.1170092.34,1,3,3,3,2,0
Inter.CP000255.1.0.1541358.395,1,2,5,5,2,0
Inter.CP000255.1.0.1734711.305,0,3,1,1,0,0
Inter.CP000255.1.0.1802439.30,16,12,12,23,10,10
Inter.CP000255.1.1.2577130.5,4,12,6,17,11,2
Inter.CP000255.1.0.2442654.58,2,1,1,3,2,1
Inter.CP000255.1.0.1802439.32,3,6,6,9,6,2
Inter.CP000255.1.1.1136577.20,2,2,1,8,5,0
Inter.CP000255.1.1.2531838.6,2,0,0,1,0,0
gene270,35,31,30,50,30,25
Inter.CP000255.1.0.926872.42,2,1,4,5,4,3
gene2019,109,97,109,94,88,85
gene2259,852,851,792,521,396,422
Inter.CP000255.1.1.727260.1,2,2,3,7,6,0
Inter.CP000255.1.0.2753574.24,4,12,4,8,3,4
Inter.CP000255.1.0.2343175.283,1,1,1,4,1,0
Inter.CP000255.1.0.1241838.24,1,1,1,2,3,1
Inter.CP000255.1.1.644112.23,0,0,0,1,0,0
Inter.CP000255.1.1.1319542.59,0,0,2,1,0,0
gene343,122,119,91,179,153,162
Inter.CP000255.1.1.330274.70,0,3,2,3,0,3
Inter.CP000255.1.0.1000939.4,4,0,1,2,0,1
