X,dpurR.T3.R1,dpurR.T3.R2,dpurR.T5.R1,dpurR.T5.R2,WT.T3.R1,WT.T3.R2,WT.T5.R1,WT.T5.R2
SAUSA300_1888,10546,11203,2738,3940,4680,2836,2704,3265
SAUSA300_1889,31283,33534,8565,12894,8957,6190,6875,7609
SAUSA300_1890,28215,29798,7972,21814,15688,10825,48043,36969
SAUSA300_1891,1105,1249,256,293,1108,569,426,588
SAUSA300_1892,7095,7429,1807,2403,6886,4394,3189,3339
SAUSA300_1893,9743,10268,2892,4527,7868,5110,5200,5917
SAUSA300_1894,7939,8487,2422,3967,8773,5645,5529,5283
SAUSA300_1895,20154,21892,14104,31303,13163,8327,16674,17386
SAUSA300_1896,9677,10224,5886,14271,5933,3647,7967,8351
SAUSA300_1897,10338,10844,12011,18537,15434,9889,8069,8022
SAUSA300_1898,1386,1479,2102,4878,1859,1265,1863,1918
SAUSA300_1899,22881,23673,6077,8105,28666,20098,21316,15311
SAUSA300_1900,59846,64575,23194,40406,83864,49879,58644,60244
SAUSA300_1901,19205,20352,13264,19607,20721,13878,26979,30078
SAUSA300_1902,11514,11899,6789,11976,10179,6559,8092,9747
SAUSA300_1903,449,434,255,457,581,377,1065,1096
SAUSA300_1904,3149,3599,4290,7744,1736,1153,5536,4269
SAUSA300_1905,1187,1198,575,824,2477,1630,2454,2242
SAUSA300_1906,7958,8237,2941,5457,7763,5367,5884,5963
SAUSA300_1907,3152,3590,1084,1826,3420,2209,2363,2186
SAUSA300_1908,3417,3396,1040,1937,2774,1982,2661,2532
SAUSA300_1909,11425,12316,2412,3616,14806,9389,14482,16453
SAUSA300_1910,2362,3093,1897,3786,1722,1117,4652,4411
SAUSA300_1911,5626,6226,4176,8406,3431,2379,8576,8393
SAUSA300_1912,958,1124,659,1588,591,393,1585,1262
SAUSA300_1913,2613,2729,2375,5199,1412,962,4033,4049
SAUSA300_1914,1523,1584,1947,4617,864,606,3331,2968
SAUSA300_1915,270,317,98,166,188,94,132,84
SAUSA300_1916,26849,28533,7136,10680,23368,15011,19635,19223
SAUSA300_1918,9735,10146,2630,9490,4296,2852,49267,44648
SAUSA300_1919,135943,147329,37526,82626,74213,49125,404781,331903
SAUSA300_1920,109528,121390,951,2490,21378,14413,1671,1453
SAUSA300_1921,4902,5156,5002,4394,5319,3490,7303,9789
SAUSA300_1922,9444,9928,1615,4217,10179,6705,3835,3757
SAUSA300_1923,129,139,88,167,182,115,197,266
SAUSA300_1924,30,39,20,50,32,27,40,60
SAUSA300_1925,180,172,141,239,228,175,339,290
SAUSA300_1926,87,73,55,89,109,53,141,176
SAUSA300_1927,6,6,4,18,6,7,11,15
SAUSA300_1928,1445,1451,1027,1775,2067,1437,2432,2574
SAUSA300_1929,425,450,251,443,615,426,700,701
SAUSA300_1930,1594,1626,1064,1896,2451,1528,2494,2495
SAUSA300_1931,54,67,60,104,70,48,128,138
SAUSA300_1932,289,312,228,394,521,379,645,674
SAUSA300_1933,93,94,89,162,136,101,235,212
SAUSA300_1934,438,415,384,653,708,444,1176,1201
SAUSA300_1935,272,255,233,444,509,285,756,701
SAUSA300_1936,148,168,133,212,266,149,423,433
SAUSA300_1937,212,223,187,365,367,225,490,529
SAUSA300_1938,749,760,589,948,1210,821,1694,1819
SAUSA300_1939,349,372,240,356,572,339,735,778
SAUSA300_1940,474,496,267,472,784,533,893,886
SAUSA300_1941,399,400,350,559,644,424,1043,1093
SAUSA300_1942,114,117,101,163,209,135,330,314
SAUSA300_1943,98,115,80,161,230,145,319,338
SAUSA300_1944,250,266,234,477,430,279,541,635
SAUSA300_1945,78,79,65,136,118,77,156,129
SAUSA300_1946,18,19,12,38,34,29,31,28
SAUSA300_1947,103,129,116,280,215,179,355,310
SAUSA300_1948,75,54,63,147,146,90,196,176
SAUSA300_1949,83,109,85,177,254,164,265,245
SAUSA300_1950,13,13,19,29,31,12,43,30
SAUSA300_1951,17,25,19,43,74,45,80,38
SAUSA300_1952,35,29,34,60,116,57,102,112
SAUSA300_1953,27,21,20,27,77,33,58,46
SAUSA300_1954,68,49,45,78,130,100,131,138
SAUSA300_1955,36,51,35,80,104,84,102,103
SAUSA300_1956,32,28,23,50,59,49,64,65
SAUSA300_1957,225,254,184,366,484,382,545,501
SAUSA300_1958,90,86,82,161,177,116,194,205
SAUSA300_1959,89,75,71,129,159,100,136,172
SAUSA300_1960,320,325,353,688,698,446,900,1078
SAUSA300_1961,479,495,567,1172,777,527,1388,1600
SAUSA300_1962,125,128,133,261,232,195,344,403
SAUSA300_1963,112,98,140,256,205,101,369,346
SAUSA300_1964,233,272,262,559,382,243,726,905
SAUSA300_1965,3864,4489,3035,4342,5451,2806,13552,15567
SAUSA300_1966,523,554,700,1339,820,571,1745,2058
SAUSA300_1967,485,537,249,236,816,449,951,1049
SAUSA300_1968,222,222,347,745,284,199,1067,1095
SAUSA300_1969,970,1090,1306,6082,1193,795,3543,3520
SAUSA300_1970,1280,1353,1403,4684,1242,861,3049,2666
SAUSA300_1971,1398,1522,1304,3665,919,634,1418,1289
SAUSA300_1972,341,347,212,329,202,155,156,198
SAUSA300_1973,250,274,172,286,127,83,182,196
SAUSA300_1974,266383,288307,16302,49234,110382,70898,121974,103485
SAUSA300_1975,218360,234796,12194,40375,86058,58812,112057,89741
SAUSA300_1976,2363,2527,11420,22890,1990,1261,8954,10623
SAUSA300_1977,206,239,162,330,111,95,257,192
SAUSA300_1978,47,47,36,78,68,33,84,72
SAUSA300_1979,6385,6964,2234,3770,6862,4514,5723,5794
SAUSA300_1980,1315,1554,1055,2385,1261,783,1349,1225
SAUSA300_1981,172,164,115,126,172,101,98,113
SAUSA300_1982,24092,25564,13488,26165,27022,17281,25327,32460
SAUSA300_1983,4670,4721,2326,4258,3412,2227,3853,5145
SAUSA300_1984,5012,5704,1798,4795,4892,3022,7555,6060
SAUSA300_1985,5101,5405,2533,4676,5280,3695,6066,5620
SAUSA300_1986,3105,3271,9482,8217,3339,2174,11776,15766
SAUSA300_1987,4674,4710,7240,13521,5175,3333,16735,19092
SAUSA300_1988,654480,669799,1332234,2599573,327999,204701,4680782,5052961
SAUSA300_1989,189881,201879,214682,477503,152585,105621,162994,151303
SAUSA300_1990,37479,38185,48024,93680,19208,11724,27810,26930
SAUSA300_1991,213603,236022,208125,422686,177050,102085,130960,144207
SAUSA300_1992,134142,146800,153657,317715,109485,68639,98368,112414
SAUSA300_1993,14170,14928,8843,14808,14224,8408,12088,13384
SAUSA300_1994,16764,17693,9412,16285,18784,12524,14550,13910
SAUSA300_1995,3240,3423,1403,1906,4130,2645,1862,1889
SAUSA300_1996,131,143,36,62,104,51,114,108
SAUSA300_1997,697,705,70,130,655,405,313,332
SAUSA300_1998,1911,1909,280,495,1867,1119,1056,1047
SAUSA300_1999,7653,8178,2945,6462,9139,5927,11847,12706
SAUSA300_2000,3341,3556,771,1500,3429,2215,3170,3097
SAUSA300_2001,1573,1793,543,1700,1459,898,1194,1319
SAUSA300_2002,4334,4512,1726,2788,4383,2732,4570,5031
SAUSA300_2003,640,651,296,629,662,408,816,786
SAUSA300_2004,1020,1092,482,866,1424,846,1436,1658
SAUSA300_2005,647,714,379,870,878,607,1008,930
SAUSA300_2006,1576,1525,724,1642,2303,1544,2181,1605
SAUSA300_2007,963,1029,663,2117,2010,1404,1764,1496
SAUSA300_2008,95,97,75,186,153,96,149,144
SAUSA300_2009,590,627,562,1917,1380,821,1164,1122
SAUSA300_2010,906,978,878,2997,1977,1122,1478,1489
SAUSA300_2011,526,571,501,1943,1069,652,596,641
SAUSA300_2012,781,819,697,2640,1355,930,658,753
SAUSA300_2013,288,289,298,950,444,297,250,284
SAUSA300_2014,786,818,697,2482,1178,642,591,693
SAUSA300_2015,1,0,1,1,2,1,0,0
SAUSA300_2016,0,0,0,0,0,0,0,0
SAUSA300_2017,130,80,2401,168,1760,706,3727,161
SAUSA300_2020,1839,1905,594,874,1667,1038,1034,1082
SAUSA300_2021,6870,7339,2696,3795,6845,4173,4670,4906
SAUSA300_2022,12202,12535,9671,17731,15859,10902,13474,14364
SAUSA300_2023,2510,2581,2267,4303,3395,2253,3567,3356
SAUSA300_2024,2506,2644,2064,3776,3527,2195,4703,4333
SAUSA300_2025,7051,7586,3407,6601,8528,4948,5519,5754
SAUSA300_2026,15628,16812,12415,34631,15063,10183,20190,16687
SAUSA300_2027,11388,12110,4801,6232,10375,6562,5448,6808
SAUSA300_2028,2390,2596,945,1295,2428,1665,1189,1395
SAUSA300_2029,2078,2171,943,1295,1902,1308,1184,1284
SAUSA300_2030,6735,7326,2625,3555,7161,4731,4558,5087
SAUSA300_2031,883,1025,437,484,893,546,949,865
SAUSA300_2032,298,285,265,353,349,221,306,396
SAUSA300_2033,666,664,722,893,686,421,862,1048
SAUSA300_2034,216,227,559,738,265,176,885,969
SAUSA300_2035,4233,4533,4676,7222,4808,3211,15341,16631
SAUSA300_2036,977,1002,1204,1646,1032,660,4289,4833
SAUSA300_2037,43384,45977,12848,7220,21903,13853,8757,8684
SAUSA300_2038,16571,17432,5297,8598,18367,11589,9892,10861
SAUSA300_2039,11344,11886,3256,5055,16796,10667,9544,9033
SAUSA300_2040,11416,12105,2682,4592,12746,7660,7245,8103
SAUSA300_2041,4381,4751,9521,15226,6754,4341,23044,18021
SAUSA300_2042,377,381,167,221,342,229,225,216
SAUSA300_2043,280,350,172,177,202,123,245,254
SAUSA300_2044,8124,8674,4151,5498,9404,6180,8860,9271
SAUSA300_2045,5312,5791,3032,4237,6869,4353,5863,6957
SAUSA300_2046,42101,44897,9718,13977,21487,14320,8440,8493
SAUSA300_2047,272,261,263,397,283,148,272,314
SAUSA300_2048,241,208,299,417,226,125,285,344
SAUSA300_2049,188,184,219,319,232,146,258,247
SAUSA300_2050,141,150,230,371,173,106,273,300
SAUSA300_2051,57,59,18,22,55,31,1747,1396
SAUSA300_2052,944,957,1311,2642,837,620,1485056,1301692
SAUSA300_2053,2595,2813,500,1144,2083,1356,524,570
SAUSA300_2054,6067,6403,4083,7634,7069,4481,6565,7191
SAUSA300_2055,18035,18993,10578,17292,24651,16534,17421,16295
SAUSA300_2056,1794,1845,1496,2536,2013,1446,3251,2272
SAUSA300_2057,52629,56306,17888,38372,34890,21626,7796,9852
SAUSA300_2058,150223,157246,45251,97058,81978,52893,20707,24956
SAUSA300_2059,67539,69698,18931,42728,31183,21312,8710,10308
SAUSA300_2060,96353,102678,27821,61443,57707,37149,15933,19143
SAUSA300_2061,24850,26856,7045,15666,14555,8973,4111,4653
SAUSA300_2062,33780,35813,9508,20081,23420,13836,5819,7399
SAUSA300_2063,21457,21539,6685,15301,14382,9647,4006,4740
SAUSA300_2064,70553,75665,24866,54797,47589,30240,16218,19374
SAUSA300_2065,65397,69283,24280,46522,63686,42064,34955,37173
SAUSA300_2066,25139,27421,9804,17813,24169,14732,14587,16571
SAUSA300_2067,76758,81530,32307,58351,93111,59032,56828,61062
SAUSA300_2068,37442,39324,22121,42209,39411,26115,33475,34468
SAUSA300_2069,1432,1560,406,752,1161,775,1008,1031
SAUSA300_2070,3359,3587,901,1656,2962,1882,2226,2452
SAUSA300_2071,6595,7130,1542,2108,3291,2243,2142,2132
SAUSA300_2072,5757,6064,1740,2056,2948,1993,2304,2091
SAUSA300_2073,2392,2605,1098,1275,2159,1412,1434,1382
SAUSA300_2074,29546,32541,11947,18805,12015,6566,13231,14567
SAUSA300_2075,24961,25979,7001,13005,17083,11016,8274,8649
SAUSA300_2076,16306,16923,29616,50113,20359,13387,30187,30874
SAUSA300_2077,10220,10966,37213,29237,13528,9341,44726,100501
SAUSA300_2078,10268,10562,5842,10814,8800,5900,7242,7770
SAUSA300_2079,188799,203575,47453,115907,228279,144793,181871,195118
SAUSA300_2080,2640,2865,753,1430,2775,1729,3294,3328
SAUSA300_2081,8849,9389,1170,1858,3225,2165,1159,1083
SAUSA300_2082,8802,9610,3033,4128,8384,5635,6307,5316
SAUSA300_2083,1379,1498,364,645,835,557,705,669
SAUSA300_2084,2915,3074,665,1293,1994,1190,793,861
SAUSA300_2085,9342,9679,3305,7177,9608,6540,10329,11831
SAUSA300_2086,2551,2891,1115,1892,4250,2669,3059,3335
SAUSA300_2087,1716,1782,758,1127,3928,2425,1604,1637
SAUSA300_2088,8530,8830,2370,5943,9743,6528,8743,7753
SAUSA300_2089,14075,14534,14354,22874,12790,8104,9801,12284
SAUSA300_2090,8510,8967,5800,7778,8745,5383,6026,6874
SAUSA300_2091,32107,34934,8571,15256,24918,14495,22157,21100
SAUSA300_2092,16467,17013,18955,18971,16661,10755,21076,35072
SAUSA300_2093,6213,6886,1437,2604,6288,4541,3430,2925
SAUSA300_2094,7470,7909,3513,5983,8225,5508,5691,6117
SAUSA300_2095,1551,1467,678,1145,1504,933,889,903
SAUSA300_2096,7573,7974,3308,5309,8746,5806,4643,4547
SAUSA300_2097,2053,2135,6883,14663,4035,2679,7993,7753
SAUSA300_2098,906,890,707,1922,776,620,2602,3464
SAUSA300_2099,8123,8677,5109,13112,6430,4069,12629,15717
SAUSA300_2100,67563,76070,6445,13256,43786,28744,43236,38922
SAUSA300_2101,1649,1826,670,1053,2194,1457,1935,1485
SAUSA300_2102,5961,6300,2463,3815,5659,3722,4176,4564
SAUSA300_2103,1735,1782,586,937,1431,872,820,877
SAUSA300_2104,44173,46995,9834,17265,19268,12441,10545,9846
SAUSA300_2105,14352,14762,8064,12784,31131,20901,7462,6539
SAUSA300_2106,4946,5349,4336,7388,15009,9928,4326,3861
SAUSA300_2107,835,902,1286,2176,2004,1269,1293,1327
SAUSA300_2108,2008,2293,3887,7307,3280,1960,2935,3533
SAUSA300_2109,3784,3999,1866,2951,2457,1562,2073,2341
SAUSA300_2110,2254,2359,1024,1845,1178,753,1073,1033
SAUSA300_2111,26483,28205,10233,18779,23157,15086,18670,18863
SAUSA300_2112,9755,10523,4024,7709,7218,4514,6781,6597
SAUSA300_2113,15663,16971,7934,15942,17229,11075,17623,16362
SAUSA300_2114,9614,10202,4355,7633,7966,4961,3420,2941
SAUSA300_2115,15,15,1,5,8,6,7,9
SAUSA300_2122,11,10,5,10,10,8,3,6
SAUSA300_2123,0,0,2,0,0,1,1,0
SAUSA300_2124,18,13,226,62,48,20,151,11
SAUSA300_2125,10016,10329,4665,5846,9471,6399,6304,7374
SAUSA300_2126,3733,4167,3670,3604,4245,2522,3287,3870
SAUSA300_2127,2945,3653,1982,1957,1957,1515,2041,1773
SAUSA300_2128,3562,3957,3935,3447,5762,3543,4052,4561
SAUSA300_2129,7213,7853,4659,4188,7112,4260,3737,3903
SAUSA300_2130,22475,23993,13508,9595,24981,15927,16157,17226
SAUSA300_2131,8781,9310,4855,3633,8249,5499,7410,7105
SAUSA300_2132,32281,33592,23969,49304,53957,35077,29016,27013
SAUSA300_2133,4100,4258,545,951,2121,1396,636,753
SAUSA300_2134,1407,1469,698,1164,1236,757,1129,1092
SAUSA300_2135,835,979,486,613,1121,660,694,737
SAUSA300_2136,4904,5199,1997,2470,4394,2674,3400,2834
SAUSA300_2137,1824,1910,1948,3223,1850,1167,2261,2489
SAUSA300_2138,3518,3733,2843,4956,4272,2767,4573,3917
SAUSA300_2139,515,527,230,290,498,365,347,401
SAUSA300_2140,3650,3927,2069,4697,3398,2257,4864,5114
SAUSA300_2142,81812,88078,244941,365196,123363,74107,210866,210184
SAUSA300_2143,9663,11029,26076,41668,12988,7540,28770,22005
SAUSA300_2144,47376,50783,105564,166378,75773,48847,140717,113608
SAUSA300_2145,4613,4664,9844,9487,9334,6143,10072,8699
SAUSA300_2146,3286,3410,1875,2904,3709,2298,3084,3440
SAUSA300_2147,8042,8359,4858,6493,11694,7614,9250,10865
SAUSA300_2148,4538,4685,2089,1888,5888,3862,2328,2516
SAUSA300_2149,444,519,353,724,494,346,368,406
SAUSA300_2150,259,290,265,505,238,130,139,174
SAUSA300_2151,17,25,47,82,27,13,16,18
SAUSA300_2152,130,122,171,253,78,35,43,63
SAUSA300_2153,129,103,178,257,70,45,41,53
SAUSA300_2154,71,76,161,201,40,23,56,45
SAUSA300_2155,141,145,343,518,89,44,113,96
SAUSA300_2156,2870,3101,1217,1836,2789,1833,9117,8051
SAUSA300_2157,1690,1766,1441,2771,1917,1363,2697,2994
SAUSA300_2158,119,155,54,65,100,101,115,82
SAUSA300_2159,2160,2215,952,922,3718,2438,2909,3246
SAUSA300_2160,559,604,228,105,936,537,436,434
SAUSA300_2161,1041,1115,192,404,598,392,515,471
SAUSA300_2162,1540,1558,1064,1585,916,616,705,821
SAUSA300_2163,1827,2083,1101,1478,1866,1106,1114,1162
SAUSA300_2164,1039,1151,15599,36828,729,498,25314,29573
SAUSA300_2165,3130,3380,7335,12939,1431,874,7295,8941
SAUSA300_2166,5581,5888,15132,31330,3866,2503,17805,20407
SAUSA300_2167,2603,2867,2093,4323,2617,2183,3277,2565
SAUSA300_2168,2216,2488,1704,3300,2136,1281,2542,2405
SAUSA300_2169,4287,4512,4080,7419,5499,3797,6195,5819
SAUSA300_2171,19234,19568,4841,8267,6646,4398,3747,3544
SAUSA300_2172,19065,20370,5397,8960,7123,4944,3684,3751
SAUSA300_2173,3633,3724,925,1170,5377,3506,1794,1988
SAUSA300_2174,2294,2403,660,867,3079,2031,1474,1625
SAUSA300_2175,3506,3532,1248,1319,4975,3361,2570,2741
SAUSA300_2176,2993,3014,1256,1261,4857,3173,2769,2803
SAUSA300_2177,23617,25943,5739,12126,10340,6155,4906,5736
SAUSA300_2178,83687,90113,19306,40843,50046,31853,18001,19856
SAUSA300_2179,23456,25065,5150,9575,12499,7441,4787,6065
SAUSA300_2180,27039,28387,6235,12597,15458,10009,6420,7032
SAUSA300_2181,9229,9402,1930,4921,4497,3827,2008,1836
SAUSA300_2182,23652,26344,5229,10499,9710,5482,4640,5017
SAUSA300_2183,73883,82117,14014,29283,44990,26553,14721,16018
SAUSA300_2184,138672,149872,28400,56730,91510,56919,30465,36141
SAUSA300_2185,30425,32887,5636,10897,15250,9300,5678,5892
SAUSA300_2186,13581,13835,2325,5394,4321,3030,1658,1624
SAUSA300_2187,28321,28911,4597,9927,9716,6089,3018,3270
SAUSA300_2188,22954,23524,3452,8800,7513,5324,2407,2331
SAUSA300_2189,32079,35779,4610,9003,11364,6450,3210,3650
SAUSA300_2190,22615,23500,3766,8590,7255,5032,2579,2411
SAUSA300_2191,8527,9008,1180,2655,2097,1432,891,764
SAUSA300_2192,35003,37351,4171,9252,11996,7974,3293,3245
SAUSA300_2193,23074,24418,2633,6018,7479,5395,1979,1899
SAUSA300_2194,29201,30616,3332,6786,11123,7459,2838,2846
SAUSA300_2195,19944,22864,2380,4977,6999,3811,1935,1742
SAUSA300_2196,9262,9742,975,2050,3751,2339,862,805
SAUSA300_2197,23243,24406,2390,5020,7925,5092,2193,2074
SAUSA300_2198,40115,42885,5016,9970,12644,7741,4314,3980
SAUSA300_2199,15314,16107,2056,4701,3737,2643,1741,1548
SAUSA300_2200,21152,21512,2985,6005,6614,4230,2641,2264
SAUSA300_2201,80321,85275,9549,18651,27693,16466,9608,9364
SAUSA300_2202,14019,14897,1691,3452,4230,2524,1584,1346
SAUSA300_2203,44956,47460,5030,9770,17374,11062,5208,5280
SAUSA300_2204,45291,48376,6076,11563,13335,8169,5958,5849
SAUSA300_2205,45842,47362,6647,12390,19249,13565,7414,7859
SAUSA300_2206,5073,5809,3636,7061,5189,3798,19102,18355
SAUSA300_2207,75310,80982,25998,52416,14433,8805,8115,9100
SAUSA300_2208,9101,9724,3377,3056,9625,6474,5988,6775
SAUSA300_2209,3124,3227,1027,3013,3569,2405,5006,4172
SAUSA300_2210,13009,14357,1451,1417,16714,10210,4914,5408
SAUSA300_2211,1335,1534,611,795,1504,949,1599,1719
SAUSA300_2212,1209,1406,377,616,1279,690,1058,1000
SAUSA300_2213,16657,17700,4413,5072,19854,13242,12186,14008
SAUSA300_2214,16077,16856,4195,5625,12784,8398,9168,9405
SAUSA300_2215,1489,1632,456,897,1615,1133,931,914
SAUSA300_2216,131,141,70,165,59,42,169,146
SAUSA300_2217,468,523,194,511,224,169,500,471
SAUSA300_2218,8563,9040,6962,12712,5008,3318,3700,4083
SAUSA300_2219,9960,10838,5544,8155,9733,6300,3862,4965
SAUSA300_2220,2853,3165,1771,2338,2932,1686,1276,1513
SAUSA300_2221,727,766,434,609,860,466,327,415
SAUSA300_2222,1674,1731,1117,1862,1631,1212,801,882
SAUSA300_2223,2357,2362,1490,3204,2189,1511,1410,1485
SAUSA300_2224,6121,6408,4826,9722,5411,3735,4704,5370
SAUSA300_2225,4042,4296,2628,3411,6091,4088,8509,8077
SAUSA300_2226,2263,2457,1373,2796,2091,1448,1902,2376
SAUSA300_2227,4430,4738,2282,4530,4154,2862,3412,3938
SAUSA300_2228,4647,5041,4077,8294,5248,3381,6675,7231
SAUSA300_2229,4908,5159,3236,7584,6209,3731,7101,7546
SAUSA300_2230,6505,6893,4290,11345,6401,4101,10116,8484
SAUSA300_2231,2779,3007,1440,1161,4391,2770,3902,6073
SAUSA300_2232,1367,1462,427,579,1555,1020,900,1028
SAUSA300_2233,680,747,251,327,757,457,610,541
SAUSA300_2234,490,475,200,373,403,237,281,294
SAUSA300_2235,2339,2395,979,1035,2906,2004,1584,1418
SAUSA300_2236,4721,4718,5624,11241,4450,2989,9141,10583
SAUSA300_2237,600,668,319,296,410,258,417,505
SAUSA300_2238,74,89,38,119,43,29,103,106
SAUSA300_2239,127,136,70,166,51,33,134,156
SAUSA300_2240,831,917,479,986,430,260,698,970
SAUSA300_2241,344,394,174,332,183,121,262,281
SAUSA300_2242,483,568,250,519,368,190,380,390
SAUSA300_2243,739,744,329,614,602,403,610,633
SAUSA300_2244,1003,1109,421,844,707,471,747,874
SAUSA300_2245,30535,34160,36185,65608,26724,17716,65478,54455
SAUSA300_2246,3213,3605,2187,4247,3701,2489,3710,3366
SAUSA300_2247,384,416,396,313,675,467,265,296
SAUSA300_2248,1200,1350,1396,1042,2547,1687,1496,1419
SAUSA300_2249,2141,2277,121,199,619,473,561,564
SAUSA300_2250,8306,8655,2433,3535,6498,4148,2437,2681
SAUSA300_2251,6723,7145,2154,4043,4633,3039,2984,2678
SAUSA300_2252,2150,2454,914,1528,2355,1507,4495,4618
SAUSA300_2253,3499,3545,253,373,4088,2745,1256,1071
SAUSA300_2254,17013,17268,15609,26047,19323,13268,18786,19036
SAUSA300_2255,3991,4179,1428,2543,3884,2474,2038,2019
SAUSA300_2256,5311,5729,1448,2199,5372,3397,2249,2254
SAUSA300_2257,4933,5571,8892,11963,4598,2665,8911,11514
SAUSA300_2258,39733,42080,56922,86024,49712,32006,70837,79277
SAUSA300_2259,9413,10110,5013,6919,6585,4365,3458,3871
SAUSA300_2260,2994,2963,2430,2558,2852,1890,2246,2001
SAUSA300_2261,8188,8742,4585,5613,6990,4807,6543,5413
SAUSA300_2262,4808,5306,924,1313,4066,2349,2616,2880
SAUSA300_2263,148,143,104,174,280,202,450,444
SAUSA300_2264,11984,13078,2720,3624,15559,9770,7466,7100
SAUSA300_2265,19258,20514,7326,9305,20694,12633,9735,9859
SAUSA300_2266,6825,7126,2039,2578,8284,5598,5442,4972
SAUSA300_2267,2872,2905,1206,2235,3059,2068,2843,2867
SAUSA300_2268,572,600,291,645,821,513,867,851
SAUSA300_2269,1336,1519,487,671,1671,915,843,1036
SAUSA300_2270,2543,2712,12158,37072,4323,2719,3453,3097
SAUSA300_2271,447,460,257,328,695,446,1256,1310
SAUSA300_2272,9114,9449,4337,6385,10380,6847,7659,8138
SAUSA300_2273,6089,6291,2157,3064,8176,5185,4675,5714
SAUSA300_2274,805,931,519,930,1012,620,1381,1258
SAUSA300_2275,6367,6768,32939,54063,9879,6182,33361,36408
SAUSA300_2276,1363,1494,1418,1986,1841,1150,2250,2361
SAUSA300_2277,1610,1652,5901,12937,1244,755,1071,1593
SAUSA300_2278,2986,3154,4307,9340,1369,906,971,1216
SAUSA300_2279,1654,1829,617,1138,1859,1316,1438,1201
SAUSA300_2280,124,103,123,341,116,78,186,171
SAUSA300_2281,5935,6191,8945,17713,7915,5078,9572,8780
SAUSA300_2282,11286,11944,2057,3789,10751,6951,9864,9701
SAUSA300_2283,2625,2686,1868,4660,2709,1559,2971,3228
SAUSA300_2284,2657,2871,1110,1597,3597,2384,2984,3081
SAUSA300_2285,4393,4721,1693,4361,4639,3000,2764,2885
SAUSA300_2286,1309,1348,598,1529,1400,937,923,836
SAUSA300_2287,1822,1991,575,814,2501,1607,2628,2805
SAUSA300_2288,672,681,184,321,1221,809,1340,1233
SAUSA300_2289,891,962,228,529,723,478,1237,1070
SAUSA300_2290,673,674,411,778,814,521,1063,1252
SAUSA300_2291,817,893,152,208,525,287,255,292
SAUSA300_2292,6418,6758,2854,5212,7288,4728,6447,6320
SAUSA300_2293,2488,2779,1090,2071,3073,1811,3068,2548
SAUSA300_2294,1813,1882,442,787,958,706,1069,956
SAUSA300_2295,2578,2785,774,1396,2196,1497,2082,1917
SAUSA300_2296,5662,6020,1980,3151,7236,4786,10336,9861
SAUSA300_2297,4293,4515,1960,2911,4910,2970,8685,8236
SAUSA300_2298,2656,2868,1133,991,1503,970,1214,1199
SAUSA300_2299,906,921,624,535,531,351,347,496
SAUSA300_2300,2776,3097,807,1310,3743,2405,3336,3154
SAUSA300_2301,1640,1607,599,1087,1617,1024,1105,1094
