Synonym,USA300(EX)BHI,USA300(ST)BHI,T032(EX)BHI,T032(ST)BHI,USA300(EX)SNM,T032(EX)SNM,in vivo
SAOV_1787,0,0,0,0,1,0,0
SAOV_1807,0,0,0,0,0,0,0
SAOV_1906,0,0,0,0,0,0,0
SAOV_1957c,0,0,0,0,0,0,0
SAOV_2003,0,0,0,0,0,0,0
SAOV_2044,0,0,0,0,0,0,0
SAOV_2045,30,11,10,22,4,17,0
SAOV_2253c,0,0,0,1,0,4,0
SAOV_2254c,0,0,0,0,0,0,0
SAOV_2612c,4,0,4,0,1,6,0
SAOV_2661c,0,0,0,0,0,1,0
SAOV_0282,65,83,0,0,63,0,0
SAS0900,6,2,0,0,3,0,0
SAOV_0035,0,0,0,0,0,0,0
M013TW_0371,0,0,0,0,0,0,0
SAA6008_00391,0,0,0,0,0,0,0
SAOV_0415c,0,0,0,0,0,0,0
SAOV_0416,0,0,0,0,0,0,0
SAOV_0417,0,0,0,0,0,1,0
SAOV_0437,9,5,11,6,3,12,0
SAOV_0769,0,2,0,0,0,0,0
SAOV_0928,37,26,16,21,35,41,0
SAAV_0789,0,0,0,0,0,0,0
SARLGA251_07470,0,0,0,0,0,0,0
SAAV_0794,0,0,0,0,0,0,0
SaurJH1_1042,0,0,0,0,0,0,0
SaurJH1_1045,0,0,0,0,0,0,0
SaurJH1_1046,0,0,0,0,0,0,0
SaurJH1_1452,1,2,2,0,3,1,0
SaurJH1_1597,0,0,0,0,0,3,0
SaurJH1_0314,0,0,0,0,0,0,0
SaurJH1_0354,0,0,0,0,0,0,0
SaurJH1_0355,0,0,0,0,0,0,0
SaurJH1_0356,0,0,0,0,0,0,0
SaurJH1_0357,0,0,0,0,0,0,0
SaurJH1_0363,0,0,0,0,0,0,0
SaurJH9_1138,0,3,0,0,1,2,0
SAA6008_01570,0,0,0,0,0,0,0
SAA6008_01735,0,0,0,0,0,9,0
SAA6008_01882,0,0,0,0,0,0,0
SAA6008_01888,0,0,0,0,0,0,0
SAHV_0782,0,0,0,0,0,0,0
SAA6008_02175,0,8,0,1,0,1,0
SAA6008_02484,0,0,0,2,4,1,0
SAA6008_00405,0,0,0,0,0,0,0
SAA6008_00410,0,0,0,0,0,0,0
SAA6008_00415,0,0,0,0,0,0,0
SAA6008_00608,0,6,0,0,6,0,0
SAA6008_00842,0,0,0,0,0,0,0
SARLGA251_00570,0,0,0,0,0,0,0
M013TW_1820,54,61,52,59,142,169,0
M013TW_2015,0,0,0,0,0,0,0
M013TW_2170,0,0,0,0,0,0,0
M013TW_2171,0,0,0,0,0,0,0
M013TW_0374,0,0,0,0,0,0,0
M013TW_0047,0,0,0,0,0,0,0
M013TW_0048,0,0,0,0,0,0,0
SAR 1559.00,18,24,1,0,64,0,0
SAR 1560.00,0,0,0,0,0,0,0
SAR 1561.00,0,0,0,0,0,0,0
SAR 1910.00,0,0,0,0,0,0,0
SAR 1911.00,7,0,0,0,0,0,0
SAR395a,0,1,2,0,12,7,0
SAR 720.00,159,189,1,2,1214,9,6
SAMSHR1132_25160,0,0,0,3,0,4,0
SAMSHR1132_00470,2,2,0,0,2,0,0
SAHV_2012,0,0,0,0,0,0,0
SAHV_0044,0,0,0,0,0,0,0
SAHV_0045,0,0,0,0,0,0,0
MW1234,204,192,168,223,398,553,0
MW2311,5,7,4,3,10,24,0
SAOUHSC_01851,0,1,0,1,1,6,0
SAOUHSC_02475,7,19,0,0,8,0,0
NWMN_0406,4,5,0,0,3,0,0
SAPIG0066,40,34,0,0,153,0,5
SAOV_1093,0,0,0,0,0,0,0
SAOV_1094,0,0,0,0,0,0,0
SAAV_1690,0,0,0,0,0,0,0
SAAV_1706,0,0,0,0,0,0,0
SAAV_1707,0,0,0,0,0,0,0
SARLGA251_12590,0,1,14,26,0,80,0
SAMSHR1132_24070,1,0,0,1,0,0,0
NWMN_1813,0,0,0,0,0,0,0
SAB2045c,4,0,0,1,5,0,0
SAOUHSC_03038,0,3,0,3,0,4,0
SAAV_1696,0,0,0,0,0,0,0
SA2981_1018,29,68,3,4,116,16,0
SA2981_1034,0,0,0,0,0,0,0
SA2981_1433,0,0,0,0,0,0,0
SA2981_1904,123,51,73,43,59,124,0
SA2981_2611,0,0,3,0,4,19,0
SA2981_0030,0,0,0,0,0,0,0
SAR 365.00,0,0,0,0,0,0,0
SA2981_0042,0,0,0,0,0,0,0
SA2981_0820,0,0,0,0,0,0,0
SARLGA251_08100,0,0,0,0,0,0,0
ST398NM01_2861,0,0,59,45,0,78,0
ST398NM01_1211,0,0,0,0,3,0,0
ST398NM01_2864,67,71,31,13,57,74,0
ST398NM01_1231,0,0,0,0,0,0,0
ST398NM01_1248,2,1,3,7,6,12,0
ST398NM01_1249,0,0,0,0,0,0,0
ST398NM01_1250,6,2,2,1,4,9,0
ST398NM01_2867,0,0,0,0,0,0,0
ST398NM01_1317,0,0,0,0,0,0,0
ST398NM01_2889,0,0,0,0,0,0,0
ST398NM01_1877,0,0,0,0,0,0,0
ST398NM01_1883,0,0,0,4,0,6,0
ST398NM01_2896,20,29,0,0,558,0,1
ST398NM01_0841,5,10,23,34,0,84,0
ST398NM01_2017,0,0,2,0,3,2,0
ST398NM01_2021,0,0,21,43,0,186,1
ST398NM01_2022,0,0,0,0,0,0,1
ST398NM01_2937,0,0,0,0,0,0,0
ST398NM01_2949,0,0,0,0,0,0,0
ST398NM01_2119,0,0,0,0,0,1,0
ST398NM01_2132,0,0,0,0,0,0,0
ST398NM01_2965,1,1,3,0,1,2,0
ST398NM01_2199,0,0,0,0,0,0,0
ST398NM01_2200,0,0,0,0,0,0,0
ST398NM01_2201,0,0,0,0,0,0,0
ST398NM01_2206,0,0,0,0,0,0,0
ST398NM01_2207,0,0,0,0,0,0,0
ST398NM01_2970,220,165,224,25,11,24,0
ST398NM01_2985,1,2,0,1,4,11,0
ST398NM01_2987,7,32,17,16,41,53,0
ST398NM01_2407,0,0,0,0,0,0,0
ST398NM01_2994,0,63,0,58,7,5,0
ST398NM01_2997,0,3,0,2,2,2,0
ST398NM01_2999,0,1,0,0,0,0,0
ST398NM01_2527,0,0,0,2,0,8,0
ST398NM01_2533,0,0,0,1,0,1,0
SAS0076,0,0,0,0,0,0,0
ST398NM01_2545,0,0,0,0,0,0,0
ST398NM01_3013,0,0,0,0,0,6,0
ST398NM01_3018,0,0,0,4,2,5,0
ST398NM01_3020,5,1,6,2,6,8,0
ST398NM01_3021,0,0,0,2,0,0,0
ST398NM01_0314,1,0,0,0,0,0,0
ST398NM01_0315,0,0,0,0,0,0,0
ST398NM01_0087,0,0,0,0,0,0,0
ST398NM01_2813,3,0,1,1,4,1,0
ST398NM01_2815,14,18,14,3,15,50,0
ST398NM01_0094,0,0,0,0,0,0,0
ST398NM01_2820,0,0,0,0,3,8,0
ST398NM01_0095,2,0,0,0,0,0,0
ST398NM01_0508,1,0,1,2,0,2,0
ST398NM01_0509,0,1,0,0,1,0,0
ST398NM01_0099,0,0,0,0,0,0,0
ST398NM01_0100,0,0,0,0,0,0,0
ST398NM01_2805,0,6,1,0,2,17,0
ST398NM01_2835,0,2,0,0,0,1,0
ST398NM01_2837,1,2,0,0,10,0,0
SACOL1050,3,2,0,0,1,4,0
SACOL1488,10,4,7,2,34,21,0
SACOL1863,0,0,0,0,1,0,0
SACOL2065,0,0,0,0,0,2,0
SACOL2139,0,1,0,0,0,0,0
SACOL2201,16,49,0,0,119,1,0
SACOL2380,0,10,0,0,14,0,0
SACOL2480,1,0,0,0,4,3,0
SACOL2595,0,2,0,0,4,0,0
SACOL2640,0,0,0,0,0,0,0
SACOL2693,0,0,0,0,0,0,0
SACOL0322,0,0,0,0,0,0,0
SACOL0323,0,0,0,0,0,0,0
SACOL0331,0,0,0,0,0,0,0
SACOL0332,0,0,0,0,0,0,0
SACOL0475,0,0,0,0,0,0,0
SACOL0819,2,1,1,1,6,0,0
SACOL0836,0,0,0,0,0,0,0
SACOL0087,0,1,0,0,0,0,0
SACOL0866,0,34,2,15,70,41,0
SACOL0888,0,0,0,0,0,0,0
ECTR2_1338,0,0,0,0,0,0,0
ECTR2_1647,0,0,0,0,0,0,0
ECTR2_1650,0,0,0,0,0,0,0
ECTR2_2073,0,0,0,0,0,0,0
SAS0395,6,13,0,0,31,0,0
SAOV_1808,2,0,0,0,2,0,0
SAOV_1835,0,3,0,2,4,1,0
SAOV_1908,5,4,0,0,42,0,0
SAA6008_01881,0,0,0,0,0,0,0
SAOV_1959c,0,0,0,0,0,0,0
SAOV_2050,0,0,0,0,0,0,0
SAOV_2338,0,0,0,0,1,0,0
SAOV_2443c,0,21,0,3,0,0,0
SAOV_0246,0,0,14,27,0,69,0
SAOV_2536,2,8,0,0,18,0,0
SAOV_0254,0,2,0,0,0,0,0
SAOV_2722c,0,0,0,0,0,0,0
SAOV_0033,0,0,0,0,0,0,0
SAOV_0034,42,30,59,32,40,200,0
SAOV_0343,0,0,0,0,0,0,0
SAOV_0344,0,0,0,0,0,0,0
SAOV_0392c,0,0,0,0,0,0,0
SAS0373,0,0,0,1,0,11,0
SAOV_0467c,1,3,3,6,133,686,0
SAOV_0909,0,0,0,0,0,0,0
SAOV_0995c,0,0,1,0,0,0,0
SAAV_1496,4,9,5,13,32,35,0
SAAV_1691,0,0,0,0,0,0,0
SAAV_1692,0,0,0,0,0,0,0
SAAV_1693,0,0,0,0,0,0,0
SAAV_1698,0,0,0,0,0,0,0
SAAV_1699,0,0,0,0,0,0,0
SAAV_1700,0,0,0,0,0,0,0
SAAV_1702,0,0,0,0,0,0,0
SAAV_1703,0,0,0,0,0,0,0
SAAV_1704,0,0,0,0,0,0,0
SAAV_1941,91,153,72,230,343,562,0
SAAV_1942,127,211,77,211,356,630,0
SAAV_2040,0,0,0,0,0,0,0
SAAV_2059,0,0,9,5,0,16,0
SAAV_2068,0,0,0,0,0,0,0
SAAV_0806,0,0,0,0,0,0,0
SaurJH1_0195,0,0,0,0,0,0,0
SaurJH1_2142,13,52,17,19,53,58,0
SaurJH1_2535,0,2,0,1,0,10,0
SaurJH1_0312,0,0,0,0,0,0,0
SaurJH1_0313,0,0,0,0,0,0,0
SaurJH1_0318,0,0,0,0,0,0,0
SaurJH1_0322,0,0,0,0,0,0,0
SaurJH1_0329,0,0,0,0,0,0,0
SaurJH1_0342,0,0,0,0,0,0,0
SaurJH1_0347,0,0,0,0,0,0,0
SaurJH1_0349,0,0,0,0,0,0,0
SaurJH1_0377,0,0,0,0,0,0,0
SaurJH1_0378,0,0,0,0,0,0,0
SaurJH1_0938,0,4,3,0,0,11,0
SAA6008_01272,0,0,2,4,0,9,0
SAA6008_01976,0,0,0,0,0,0,0
SAA6008_02031,21,12,1,0,6,1,0
SAA6008_02100,1,0,0,0,0,0,0
SAA6008_00227,0,0,0,0,0,0,0
SAA6008_02221,3,0,2,2,7,24,0
SAA6008_02300,10,13,11,29,25,43,0
SAA6008_02624,0,0,0,0,0,0,0
SAA6008_02625,0,0,0,0,0,0,0
SAA6008_02626,48,99,0,0,474,0,0
SAA6008_02763,0,0,0,0,0,0,0
SAA6008_02764,0,0,0,0,0,0,0
SAA6008_00348,0,0,0,0,0,0,0
SAA6008_00360,0,0,0,0,0,0,0
SAA6008_00440,1,9,0,0,5,0,0
SAA6008_09901,0,0,0,1,0,3,0
SAA6008_00049,38,13,10,21,12,29,0
SAA6008_00064,40,13,10,7,6,4,0
SAA6008_00065,0,0,0,0,0,0,0
SAA6008_00066,0,0,0,0,0,0,0
SAA6008_00832,6,10,4,25,7,20,0
SARLGA251_05320,0,0,0,0,0,0,0
SARLGA251_00560,6,5,64,67,7,266,0
SARLGA251_07770,0,0,0,0,0,0,0
SARLGA251_08120,0,0,0,0,0,0,0
SARLGA251_08150,0,0,0,0,0,0,0
SARLGA251_08210,0,0,0,0,0,0,0
M013TW_1469,0,0,0,0,0,0,0
M013TW_1470,0,0,0,0,0,0,0
M013TW_2481,6,3,1,1,0,0,0
M013TW_2482,0,0,0,0,0,0,0
M013TW_2519,0,0,0,0,0,0,0
M013TW_2600,1,1,0,7,2,2,0
M013TW_0029,0,0,0,0,0,0,0
M013TW_0030,0,0,0,0,0,0,0
M013TW_0033,0,0,0,0,0,0,0
M013TW_0034,0,0,0,0,0,0,0
M013TW_0035,0,0,0,0,0,0,0
M013TW_0037,0,0,0,0,0,0,0
M013TW_0350,0,0,0,1,1,2,0
M013TW_0407,0,0,0,0,0,0,0
M013TW_0052,0,0,0,0,0,0,0
M013TW_0053,0,0,0,0,0,0,0
M013TW_0054,0,0,0,0,0,0,0
M013TW_0066,0,0,0,0,0,0,0
M013TW_0773,0,0,0,0,0,0,0
M013TW_0937,0,0,0,0,0,0,0
M013TW_0938,0,0,0,0,0,0,0
SAR1325b,0,0,0,0,0,0,0
SAR 1587.00,0,0,0,0,0,0,0
SAR 1905.00,0,0,0,0,0,0,0
SAR 638.00,0,0,0,0,0,0,0
SAMSHR1132_07310,0,0,0,0,0,0,0
SAS0180,0,0,0,0,0,0,0
SAS1811a,0,0,2,0,2,7,0
SAS1898,0,0,0,0,0,0,0
SAS2352a,4,25,3,0,31,5,0
SAS0369,0,1,8,18,0,199,0
SAS0372,0,1,6,52,0,218,0
SAS0375,0,0,0,0,0,0,0
SAS0051,0,0,0,0,0,0,0
SAS0925,6,5,0,0,12,0,0
SAHV_1308,0,0,0,0,0,0,0
SAHV_1742,8,7,12,3,4,22,0
SAHV_1743,5,4,1,5,6,43,0
SAHV_1935,0,0,0,0,0,0,0
SAHV_1957,1,2,1,3,2,3,0
SAHV_2152,57,18,1,0,179,0,0
SAHV_0221,1,7,7,7,8,8,0
SAHV_2364,0,0,0,0,0,0,0
SAHV_2679,33,63,25,82,32,66,0
SAHV_0333,7,12,7,4,11,54,0
SAHV_0390,0,0,0,0,0,0,0
SAHV_0391,0,0,0,0,0,0,0
SAHV_0393,0,0,0,0,0,0,0
SAHV_0780,0,0,0,0,0,0,0
SAHV_0781,0,0,0,0,0,0,0
SAHV_0784,0,0,0,0,0,0,0
SAHV_0790,0,0,0,0,0,0,0
SAHV_0801,1,2,0,0,3,0,0
SAHV_0856,0,0,0,0,0,0,0
SAHV_0863,0,0,0,0,0,0,0
SAHV_0886,0,0,0,0,0,0,0
SAHV_0911,0,0,0,0,0,0,0
SAHV_0912,0,0,0,0,0,0,0
SAUSA300_1732,49,138,246,77,712,505,0
MW1295,1,6,0,4,4,14,0
SAOUHSC_01087,0,1,0,0,5,11,0
SAOUHSC_01309,4,31,1,6,33,14,0
SAOUHSC_01381,7,0,1,13,5,19,0
SAOUHSC_01388,0,0,0,0,0,0,0
SAOUHSC_01404,35,167,35,297,208,200,0
SAOUHSC_01421,2,0,0,0,6,0,0
SAOUHSC_01736,9,10,2,7,17,11,0
SAOUHSC_01789,3,2,7,14,7,17,0
SAOUHSC_A01754,0,1,3,1,2,1,0
SAOUHSC_01841,0,0,0,0,0,0,0
SAOUHSC_00193,2,0,2,0,0,0,0
SAOUHSC_00205,0,0,0,0,0,0,0
SAOUHSC_02056,0,0,0,0,0,0,0
SAOUHSC_00212,0,0,0,0,1,0,0
SAOUHSC_02266,0,4,1,3,7,3,0
SAOUHSC_02275,0,0,0,0,3,0,0
SAOUHSC_02302,25,62,24,62,69,162,0
SAOUHSC_02325,11,11,0,0,18,0,0
SAOUHSC_02386,22,54,19,13,52,93,0
SAOUHSC_02391,8,9,0,0,10,3,0
SAOUHSC_02394,0,0,0,0,0,0,0
SAOUHSC_02411,0,0,0,0,0,0,0
SAOUHSC_02732,0,2,0,0,0,2,0
SAOUHSC_A02635,1,4,0,2,4,12,0
SAOUHSC_02780,3,12,37,87,9,85,0
SAOUHSC_02786,7,8,2,12,9,76,0
SAOUHSC_02857,10,8,0,0,36,0,0
SAOUHSC_02914,2,0,0,0,0,0,0
SAOUHSC_00680,6,14,3,3,26,29,0
SAOUHSC_00737,0,0,0,0,0,0,0
SAOUHSC_00813,5,0,0,0,1,0,0
SAOUHSC_00857,1,0,0,0,0,0,0
SAOUHSC_01003,0,0,0,0,0,0,0
SAOUHSC_01037,6,7,2,8,13,32,0
NWMN_0235,11,12,0,0,31,0,0
NWMN_0589,11,2,1,6,8,8,0
NWMN_0900,0,0,0,0,0,0,0
SAB0860,60,39,16,53,23,31,0
SAPIG0138,0,0,1,0,0,1,0
SAUSA300_0047,19,10,0,0,17,0,0
SAUSA300_0048,3,2,0,0,4,0,0
SAUSA300_0049,6,3,0,0,16,0,0
SAUSA300_0050,10,6,0,0,30,0,0
SAUSA300_0052,1,1,0,0,2,0,0
SAUSA300_0053,176,223,2,0,353,0,0
SAUSA300_0055,28,44,1,3,300,9,0
SAUSA300_0061,68,46,1,14,71,7,1
SAUSA300_0062,87,65,16,33,43,36,2
SAUSA300_0063,5,16,0,0,25,0,0
SAUSA300_0066,12,28,0,0,34,1,0
SAUSA300_0067,31,590,0,0,591,3,0
SAUSA300_0070,113,528,1,1,585,1,0
SAUSA300_0072,30,18,0,0,24,0,0
SAUSA300_0073,51,44,0,0,50,0,0
SAUSA300_0074,23,8,0,0,10,0,0
SAUSA300_0075,19,26,0,0,11,0,0
SAUSA300_0076,17,20,0,0,18,0,0
SAUSA300_0077,35,45,3,4,27,0,0
USA300HOU_1259,0,1,1,0,7,6,0
USA300HOU_1762,0,0,0,1,4,1,0
USA300HOU_0600,0,0,0,0,0,0,0
SA2981_1045,7,22,3,0,26,5,0
ST398NM01_2863,0,0,0,0,0,0,0
ST398NM01_2865,6,3,7,3,5,11,0
ST398NM01_2870,0,0,0,1,0,1,0
ST398NM01_2800,10,6,9,6,64,30,0
ST398NM01_2873,0,0,0,1,0,16,0
ST398NM01_2876,0,0,0,0,0,0,0
ST398NM01_2878,0,0,0,0,0,0,0
ST398NM01_2888,3,0,2,1,6,0,0
ST398NM01_2900,0,0,0,0,0,4,0
ST398NM01_2908,7,3,1,9,2,3,0
ST398NM01_2963,29,14,18,23,24,66,0
ST398NM01_2969,0,0,0,0,0,0,0
ST398NM01_2971,33,48,20,89,52,95,0
ST398NM01_2974,3,5,1,0,17,11,0
ST398NM01_2983,0,0,1,0,0,1,0
ST398NM01_2996,0,12,1,1,3,1,0
ST398NM01_3005,0,0,0,0,0,0,0
ST398NM01_3006,0,0,0,0,0,1,0
ST398NM01_2812,1,0,0,1,0,1,0
ST398NM01_2802,0,0,2,8,0,17,0
ST398NM01_0092,8,6,14,25,18,34,0
ST398NM01_2806,0,0,0,0,0,0,0
ST398NM01_2836,0,3,1,0,3,1,0
ST398NM01_2851,0,0,2,1,1,12,0
ST398NM01_2852,0,0,6,6,0,11,0
ST398NM01_2853,11,27,7,19,27,43,0
ST398NM01_2854,2,2,2,0,1,0,0
ST398NM01_2855,3,2,3,0,0,0,0
SACOL1356,0,0,0,0,1,0,0
SACOL1860,8,6,0,0,11,0,0
SACOL1978,0,2,1,1,1,2,0
SACOL0210,1,1,0,0,3,0,0
SACOL2336,0,1,0,0,2,0,0
SACOL2457,1,1,1,0,0,1,0
SACOL0045,0,1,103,161,0,454,0
SACOL0052,0,0,0,0,0,0,0
SACOL0081,2,0,0,0,0,0,0
SACOL0082,0,1,0,0,11,1,0
ECTR2_1153,3,1,3,0,2,15,0
ECTR2_121,1,0,0,0,0,3,0
ECTR2_1542,0,0,0,0,0,0,0
ECTR2_1660,0,0,0,0,0,1,0
ECTR2_307,8,26,6,30,17,7,0
ECTR2_41,0,0,0,0,0,0,0
ECTR2_684,0,0,0,0,0,3,0
ECTR2_101,0,0,0,0,0,0,0
SAOV_1137,0,0,1,0,0,3,0
SAOV_1157c,0,1,2,0,2,5,0
SAOV_1197c,0,0,0,0,0,0,0
SAOV_1964c,0,0,4,3,0,14,0
SAOV_1968c,0,0,66,31,0,19,0
SAOV_2056c,26,16,1,4,35,16,0
SAOV_0242,0,1,0,0,6,1,0
SAOV_0260,0,0,0,0,1,0,0
SAOV_0276,0,0,0,0,0,0,0
SAOV_0418,0,0,0,0,0,2,0
SAAV_2058,0,0,35,93,0,131,0
SAAV_2722,0,0,0,0,0,0,0
SAAV_0046,0,0,0,0,3,0,0
SAAV_0049,0,0,0,0,0,0,0
SAAV_0051,0,0,0,0,0,0,0
SAAV_0058,0,0,0,0,0,0,0
SAAV_0059,0,0,0,0,0,0,0
SAAV_0060,0,0,0,0,0,0,0
SAAV_0065,0,0,0,0,0,0,0
SAAV_0066,0,0,0,1,0,0,0
SAAV_0960,11,14,0,0,5,1,0
SaurJH1_2117,0,0,0,0,0,1,0
SaurJH1_2480,0,0,0,0,2,0,0
SaurJH9_1856,0,0,2,1,0,5,0
SaurJH9_0056,0,0,0,0,0,0,0
SAA6008_01970,0,0,0,0,0,0,0
SAA6008_01971,0,0,0,0,0,0,0
SAA6008_01983,0,0,0,0,0,0,1
SAA6008_01989,10,7,0,0,50,0,2
SAA6008_01997,19,1,5,0,18,0,0
SAA6008_01998,66,42,0,0,230,0,0
SAA6008_02028,3,0,1,0,1,0,0
SAA6008_00276,0,0,0,0,0,0,0
SAA6008_00356,0,0,0,0,0,0,0
SARLGA251_00420,0,0,0,1,0,0,0
SARLGA251_00470,0,0,0,0,0,0,0
SARLGA251_00480,2,0,1,0,0,1,0
SARLGA251_00490,2,1,0,0,0,0,0
SARLGA251_00540,0,0,44,57,0,160,0
SARLGA251_00550,0,0,13,14,0,50,0
SARLGA251_00590,0,0,20,33,0,79,0
SARLGA251_00600,0,0,19,22,0,61,0
SARLGA251_00610,0,1,52,59,1,220,0
M013TW_1064,0,0,1,0,11,7,0
M013TW_1142,4,6,0,1,0,4,0
M013TW_1189,0,1,0,1,0,2,0
M013TW_1221,0,0,5,0,0,1,0
M013TW_1257,0,0,1,0,0,2,0
M013TW_1258,0,0,0,0,0,0,0
M013TW_1361,0,0,0,1,1,6,0
M013TW_1379,0,0,1,0,2,0,0
M013TW_1483,0,0,0,0,0,0,0
M013TW_1523,11,7,3,3,3,1,0
M013TW_1618,0,0,0,0,0,0,0
M013TW_1623,1,1,0,0,2,27,0
M013TW_1625,16,14,1,1,0,19,0
M013TW_1637,57,131,63,127,235,449,0
M013TW_1671,1,1,1,0,4,14,0
M013TW_1737,0,0,0,0,0,0,0
M013TW_1738,0,0,4,0,0,1,0
M013TW_1762,0,0,0,0,0,1,0
M013TW_1770,0,0,0,1,0,2,0
M013TW_1902,1,2,1,0,2,6,0
M013TW_2161,1,2,1,1,8,15,0
M013TW_2351,0,0,2,0,2,3,0
M013TW_2436,0,0,0,2,1,4,0
M013TW_2446,0,0,0,1,2,10,0
M013TW_2447,2,0,7,5,1,16,0
M013TW_2450,0,0,0,0,0,2,0
M013TW_2451,0,0,0,0,0,0,0
M013TW_2452,0,0,0,1,0,3,0
M013TW_2462,0,0,1,10,0,0,0
M013TW_2485,0,0,0,0,0,0,0
M013TW_2570,0,0,0,0,0,0,0
M013TW_2609,0,0,0,0,0,0,0
M013TW_0400,0,0,0,0,1,0,0
M013TW_0404,0,0,0,1,1,1,0
M013TW_0405,0,0,0,0,0,0,0
M013TW_0406,4,6,0,2,4,5,0
M013TW_0463,10,18,14,15,30,39,0
M013TW_0528,1,0,1,0,0,6,0
M013TW_0588,2,9,0,0,9,0,0
M013TW_0728,0,0,0,2,0,3,0
M013TW_0755,0,0,0,1,0,1,0
M013TW_0083,10,14,3,16,41,55,0
M013TW_0090,0,0,0,0,0,0,0
M013TW_0895,3,1,1,0,0,9,0
M013TW_0897,1,0,0,0,2,3,0
M013TW_0900,0,0,0,0,0,0,0
M013TW_0948,18,43,18,27,36,113,0
M013TW_0980,3,0,2,0,3,9,0
M013TW_1008,0,0,0,0,3,3,0
SAR 1315.00,0,0,0,0,1,0,0
SAR 1536.00,11,23,4,0,3,7,0
SAR 1680.00,0,0,0,0,0,0,0
SAR 1884.00,0,0,1,0,0,0,0
SAR 2565.00,3,4,0,1,3,18,0
SAR 2591.00,0,0,0,0,0,0,0
SAR 414.00,0,2,0,0,1,0,0
SAR 419.00,0,2,0,0,0,0,0
SAR 688.00,3,0,0,0,3,0,0
SAR 694.00,0,0,0,0,0,0,0
SAR 695.00,0,0,0,0,0,0,0
SAR 696.00,0,0,0,0,0,0,0
SAR 697.00,3,4,4,3,1,5,0
SAR 710.00,3,5,0,0,7,0,0
SAR 714.00,8,0,0,0,9,0,0
SAR 718.00,0,0,0,0,0,1,0
SAR 721.00,1,0,0,0,0,1,8
SAR 962.00,0,0,1,0,0,0,0
SAMSHR1132_10800,1,0,0,1,0,9,0
SAMSHR1132_15320,1,0,3,5,0,22,0
SAMSHR1132_15340,0,0,0,4,0,9,0
SAMSHR1132_15720,0,0,0,0,0,0,0
SAMSHR1132_16510,0,0,0,0,0,0,0
SAMSHR1132_16620,0,0,0,0,0,1,0
SAMSHR1132_21240,0,0,0,0,0,0,0
SAMSHR1132_21760,0,0,0,0,0,0,0
SAMSHR1132_21990,0,0,2,1,0,34,0
SAMSHR1132_02340,4,2,2,0,0,0,0
SAMSHR1132_24490,1,0,0,0,0,0,0
SAMSHR1132_24810,0,0,0,0,0,0,0
SAMSHR1132_03670,0,0,2,6,0,12,0
SAMSHR1132_03963,0,0,0,0,1,1,0
SAMSHR1132_03964,0,0,0,4,5,4,0
SAMSHR1132_04000,11,17,12,14,6,2,0
SAMSHR1132_00560,2,0,0,0,0,0,0
SAMSHR1132_05750,0,0,0,0,0,0,0
SAS1775,0,0,0,0,3,0,0
SAS0230,0,2,1,0,2,1,0
SAS0025,15,14,0,13,0,0,0
SAS0027,8,4,5,8,3,4,0
SAHV_1929,0,0,0,0,0,0,0
SAHV_2480,0,0,0,0,0,0,0
SAHV_0036,0,3,0,0,6,0,0
SAV1020,0,0,0,0,0,0,0
MW1194,0,1,0,0,0,0,0
MW1264,8,12,13,29,43,76,0
MW1635,11,12,32,68,36,122,0
MW1746,0,0,0,0,1,0,0
MW0371,0,0,4,49,0,171,0
MW0044,0,0,0,0,0,0,0
MW0913,0,0,0,0,0,0,0
SA1247,23,77,23,100,179,244,0
SA1949,9,45,2,7,41,12,0
SA2227,5,6,2,5,7,13,0
SA2389,0,0,0,0,0,0,0
SA0300,0,0,0,0,0,0,0
SAOUHSC_A01041,135,37,190,32,85,260,0
SAOUHSC_01111,0,1,0,0,3,1,0
SAOUHSC_A01079,5,14,0,0,14,0,0
SAOUHSC_01139,3,0,0,6,1,2,0
SAOUHSC_01140,0,0,0,0,0,1,0
SAOUHSC_01212,0,0,0,0,0,1,0
SAOUHSC_01230,0,1,0,0,0,0,0
SAOUHSC_01325,0,0,0,1,0,4,0
SAOUHSC_01343,0,0,0,1,0,0,0
SAOUHSC_01428,0,0,3,7,3,23,0
SAOUHSC_01442,1,0,2,0,0,0,0
SAOUHSC_01458,1,0,0,0,1,0,0
SAOUHSC_01489,7,8,13,5,4,2,0
SAOUHSC_01494,3,0,0,0,0,0,0
SAOUHSC_01544,1,0,0,0,1,1,0
SAOUHSC_01545,0,0,0,0,0,0,0
SAOUHSC_01546,0,0,0,0,0,0,0
SAOUHSC_01608,0,0,0,0,1,0,0
SAOUHSC_01648,7,15,3,2,9,41,0
SAOUHSC_01669,2,2,0,1,4,19,0
SAOUHSC_01726,0,0,0,0,0,0,0
SAOUHSC_01733,2,0,0,0,0,4,0
SAOUHSC_01780,2,5,8,4,3,11,0
SAOUHSC_01783,0,1,0,0,4,0,0
SAOUHSC_A01723,0,0,1,0,0,0,0
SAOUHSC_01834,0,0,0,0,1,0,0
SAOUHSC_01853,0,0,0,0,7,1,0
SAOUHSC_00194,4,0,1,1,1,5,0
SAOUHSC_A01909,5,8,0,0,3,0,0
SAOUHSC_A01912,24,15,24,11,27,49,0
SAOUHSC_02007,4,4,13,11,13,42,0
SAOUHSC_00208,0,0,0,0,0,0,0
SAOUHSC_02136,0,0,0,1,0,0,0
