gene_ID,C1_81,C1_82,C1_83,D1_81,D1_82,D1_83,E1_81,E1_82,E1_83
EBG00001171034,0,0,0,0,0,0,0,0,0
EBG00001171037,0,0,0,0,0,0,0,0,0
EBG00001171036,0,0,0,0,0,0,0,0,0
EBG00001171031,350222,372212,363966,74707,71692,69624,80464,108846,70497
SKAG_01365,307,303,368,121,149,242,170,269,175
EBG00001171033,0,0,0,0,0,0,0,0,0
EBG00001171032,343,337,266,93,129,192,215,163,154
SKAG_01364,476,460,478,234,280,326,315,363,275
SKAG_01363,3034,2954,2820,1721,2572,2911,2612,3055,1904
SKAG_02115,5448,5881,6309,1653,1683,2319,1901,2499,1622
SKAG_00570,0,0,0,0,0,0,0,0,0
SKAG_01814,1425,1473,1642,398,574,686,585,824,641
SKAG_01361,1716,1710,1592,1177,1412,1686,1266,1401,1028
SKAG_01360,797,754,874,483,622,864,538,624,492
SKAG_00812,198208,195332,174330,139988,168309,178189,150891,139277,99796
SKAG_00813,14,14,13,6,5,9,7,6,4
SKAG_02114,80,95,80,22,34,73,40,79,30
SKAG_00542,0,0,0,0,0,0,0,0,0
SKAG_00543,0,0,0,0,0,0,0,0,0
SKAG_00816,0,0,0,0,0,0,0,0,0
SKAG_00817,0,0,0,0,0,0,0,0,0
SKAG_01369,2090,2040,2026,894,1036,1293,1181,1354,999
SKAG_02117,16399,18578,19108,4298,5531,5996,6411,7775,4655
SKAG_00815,0,0,0,0,0,0,0,0,0
EBG00001170995,6,5,7,1,4,7,4,4,5
EBG00001170994,6493,6231,6411,2582,3239,3774,3516,5814,3569
EBG00001170997,23,27,21,15,14,19,21,26,26
EBG00001170996,237,207,145,53,136,132,97,176,71
SKAG_02339,0,0,0,0,0,0,0,0,0
EBG00001170990,7703,5682,6269,18954,11270,12091,7668,7784,42361
EBG00001170993,2,2,2,2,2,2,2,2,2
EBG00001170992,224,224,247,169,62,58,110,178,209
SKAG_02335,0,0,0,0,0,0,0,0,0
SKAG_02334,0,0,0,0,0,0,0,0,0
SKAG_02337,0,0,0,0,0,0,0,0,0
SKAG_02336,0,0,0,0,0,0,0,0,0
SKAG_02331,335,274,336,131,226,355,187,249,168
SKAG_02330,55,48,55,21,73,49,35,39,25
SKAG_02333,0,0,0,0,0,0,0,0,0
SKAG_02332,20,25,28,12,26,36,15,21,14
SKAG_01631,0,0,0,0,0,0,0,0,0
SKAG_01630,0,0,0,0,0,0,0,0,0
SKAG_01434,40627,41137,40498,20554,21022,26709,21344,22594,16768
SKAG_01633,0,0,0,0,0,0,0,0,0
SKAG_02652,10995,11399,11692,4614,5431,6565,5541,7476,5296
SKAG_01632,0,0,0,0,0,0,0,0,0
SKAG_02653,1809,2170,2266,689,876,1084,1122,1215,748
SKAG_01635,0,0,0,0,0,0,0,0,0
SKAG_02650,3807,3794,4205,1765,2157,2284,1962,2759,2086
SKAG_01634,0,0,0,0,0,0,0,0,0
SKAG_02651,4327,4379,4716,1751,2131,2485,2095,2798,2361
SKAG_01637,0,0,0,0,0,0,0,0,0
SKAG_02200,179267,165350,183923,122240,162327,184058,155706,276468,187086
SKAG_02656,1664,1267,1189,1222,1577,1801,1925,2210,1540
SKAG_01636,0,0,0,0,0,0,0,0,0
SKAG_02203,3201,3414,3569,577,694,849,854,1497,929
SKAG_02657,81,69,69,33,74,75,110,138,48
SKAG_01226,1607,797,925,325,605,937,384,784,680
SKAG_02654,1870,1502,1563,880,1226,1614,1270,2000,1194
SKAG_01227,2189,1240,1371,640,872,1301,706,1173,950
SKAG_02655,4406,3219,3092,2908,3331,4263,3626,4696,3347
SKAG_02793,0,0,0,0,0,0,0,0,0
SKAG_02792,0,0,0,0,0,0,0,0,0
SKAG_02791,35,38,43,20,22,29,26,28,27
SKAG_02790,136,143,153,111,257,272,71,111,136
SKAG_02797,6,5,2,3,3,8,5,7,2
SKAG_02796,12,8,17,6,7,8,8,9,8
SKAG_02795,1,1,1,0,0,1,0,0,0
SKAG_02794,0,0,0,0,0,0,0,0,0
SKAG_02029,260,253,171,66,195,187,147,217,78
SKAG_02028,0,0,0,0,0,0,0,0,0
SKAG_02799,18916,18172,17131,14471,17776,18240,17140,18462,11612
SKAG_02206,47456,46294,44820,13899,15831,16948,16563,20474,12898
SKAG_01474,20509,22005,22244,7857,8958,10855,8463,10239,7346
EBG00001171053,0,0,0,0,0,0,0,0,0
EBG00001171052,0,0,0,0,0,0,0,0,0
SKAG_01383,227066,249373,231725,43953,50353,53903,52934,77703,45651
SKAG_01382,29145,30763,24773,8990,13041,12761,13047,15172,8904
EBG00001171057,0,0,0,0,0,0,0,0,0
EBG00001171056,0,0,0,0,0,0,0,0,0
SKAG_02245,27813,30126,32575,8768,10006,11637,9501,12117,7930
SKAG_02244,9043,8505,10260,3084,3602,4509,3607,4687,3428
SKAG_02247,27447,31523,30075,7332,8486,11108,9838,13358,8480
SKAG_02246,10608,12868,11160,4040,5126,5868,5926,6214,3375
SKAG_02241,131,75,103,54,74,106,101,96,80
SKAG_02240,11431,9835,11914,2952,3640,4754,4652,6381,4021
SKAG_02243,3861,4252,4029,1686,2035,2430,1795,2146,1425
SKAG_02242,656,539,541,388,489,675,394,477,369
SKAG_00316,12377,13329,12213,3307,3331,4379,4500,6658,4083
SKAG_02249,2948,3195,3031,849,1513,1709,1448,1735,895
SKAG_02248,143,183,192,59,132,108,145,119,43
SKAG_00661,5874,6601,5831,3147,4586,4933,3832,4397,2552
SKAG_00660,14839,15177,14425,8873,10782,12571,9406,11058,7804
SKAG_00663,10638,11371,11165,5176,6114,8224,6182,6767,5296
SKAG_00662,74196,77628,76621,26433,29123,36389,30511,41196,28436
SKAG_00665,7122,7398,6963,4642,5810,6550,5450,5524,3844
SKAG_00664,16862,17415,18185,9557,11614,14146,11094,11941,9174
SKAG_00667,8073,9154,7310,4727,7022,6771,6318,6128,3728
SKAG_00666,3716,5004,1978,1378,3975,2747,4538,3518,765
SKAG_00669,81719,85347,79708,32328,36093,42415,32542,40937,30605
SKAG_00668,15860,15680,16469,8891,11009,13108,9931,10133,7643
SKAG_02803,0,0,0,0,0,0,0,0,0
SKAG_02802,0,0,0,0,0,0,0,0,0
SKAG_02801,1908,2174,1802,822,1121,1459,1714,1789,823
SKAG_02800,184,170,163,83,95,209,154,137,74
SKAG_02807,350,374,427,199,283,348,275,439,241
SKAG_02806,0,0,0,0,0,0,0,0,0
SKAG_02805,0,0,0,0,0,0,0,0,0
SKAG_02804,13,11,9,3,6,12,8,12,13
SKAG_02809,512,612,450,153,238,332,286,311,167
SKAG_02808,0,0,0,0,0,0,0,0,0
SKAG_00405,2414,2601,1800,1140,4966,2013,5984,3079,1150
SKAG_00404,19209,9722,11732,2618,5055,7147,7853,17688,11470
SKAG_00407,40425,41181,42774,7077,9238,10762,10132,17080,10800
SKAG_00406,294983,293508,276905,183246,215253,250923,196963,233205,167336
SKAG_00401,4348,3596,3328,1905,2645,3630,3276,4988,3401
SKAG_00400,2180,1827,1808,396,717,732,868,1374,677
SKAG_00403,54014,43012,47221,32074,36373,43557,32089,51404,39561
SKAG_00402,15204,15574,12818,4496,6069,7257,7577,8429,4942
SKAG_00958,11476,11564,12209,4347,5593,6746,5126,7223,5254
SKAG_00409,13437,14527,14133,4081,4824,5131,5167,6358,3519
SKAG_00408,165,169,173,49,77,80,66,113,60
SKAG_00795,533,503,556,327,470,692,334,499,375
SKAG_00794,1178,1061,1098,354,637,1097,566,828,562
SKAG_00797,93,95,102,62,112,182,87,119,125
SKAG_00796,30,43,42,26,61,87,27,61,40
SKAG_00791,8518,7901,8341,4893,6488,7567,5138,6254,4796
SKAG_00790,9700,9127,8188,3614,3936,5145,4507,5503,3549
SKAG_00793,10500,11119,12446,3954,5096,6001,4491,5802,4685
SKAG_00792,38696,39405,37122,22824,27857,35501,23606,26250,20835
SKAG_00799,58,43,53,56,77,114,41,80,51
SKAG_00798,108,118,85,64,146,213,85,117,122
SKAG_00881,4237,4048,4069,3250,3914,4820,3602,3128,2689
SKAG_00880,9282,8221,9825,5498,5820,7077,6118,7870,6531
SKAG_00883,10216,10421,9810,5302,5654,6871,5723,6615,4293
SKAG_00882,9156,9018,10087,6084,6807,8530,6441,6383,5623
SKAG_00885,19278,23774,18636,8160,10219,9890,12194,9756,5125
SKAG_00884,14162,14190,13641,7081,8169,9864,8277,8634,6311
SKAG_00887,1758,1758,1538,504,635,861,692,970,567
SKAG_00886,19412,19112,20725,6003,7818,9569,7901,12097,8090
SKAG_00889,2564,2563,2720,962,1073,1546,965,1379,1067
SKAG_00888,1339,1333,1209,487,698,825,590,898,579
SKAG_00067,13538,5276,8758,1422,1910,2874,2378,4997,4500
SKAG_00066,694,521,518,166,367,395,384,617,445
SKAG_00065,16325,16736,16346,7181,8669,10315,8294,9812,6443
SKAG_00064,32866,33422,29816,8861,11768,13184,12213,16879,10425
SKAG_00063,22366,24783,22915,5132,6101,7547,6879,9607,5605
SKAG_00062,6731,6814,6267,4680,5441,6169,4941,5789,4416
SKAG_00061,26995,28252,28503,12878,14605,18446,15145,19252,14017
SKAG_00060,486,500,527,237,276,363,354,357,267
SKAG_00069,45526,56963,51721,6560,13330,12288,15656,22285,10383
SKAG_00068,14947,17192,14518,7188,10495,9756,9981,8693,5497
SKAG_00539,0,0,0,0,0,0,0,0,0
SKAG_00538,0,0,0,0,0,0,0,0,0
SKAG_01336,672,783,710,385,426,441,392,466,362
SKAG_01337,9299,9201,8923,5740,6894,8601,5781,6547,5328
SKAG_01330,2,3,2,0,1,1,1,1,1
SKAG_01332,0,0,0,0,0,0,0,0,0
SKAG_00248,446,6,5,4,5,5,5,6,5
SKAG_00247,2,1,0,0,0,2,0,0,0
SKAG_00246,9790,9884,10023,2847,3802,4978,3893,5340,3547
SKAG_00245,56565,59778,59581,23206,25954,31216,25748,28789,20501
SKAG_00244,42846,43607,39419,13872,18700,21434,19646,26184,14098
SKAG_00535,0,0,0,0,0,0,0,0,0
SKAG_00534,0,0,0,0,0,0,0,0,0
SKAG_00241,44406,43155,45875,19216,24578,29202,23487,42625,29766
SKAG_00536,0,0,0,0,0,0,0,0,0
SKAG_00089,53516,57072,58123,24181,28812,35259,27496,34129,25739
SKAG_00088,20390,21689,22690,9563,13047,13856,11787,16990,11719
SKAG_00081,1391,1598,1586,562,816,884,648,899,697
SKAG_00080,3994,3884,3799,1210,1770,2366,1765,2538,1564
SKAG_00083,67,98,72,10,176,51,132,95,18
SKAG_00082,34,53,34,7,106,24,58,55,9
SKAG_00085,20610,20904,21467,5916,6349,8004,7409,9765,6467
SKAG_00084,6949,8631,9767,2058,2546,2972,2754,3287,2077
SKAG_00087,36207,38000,40444,17220,20179,22454,19414,26005,19248
SKAG_00086,19299,20125,22197,8272,11775,12485,10640,14909,9515
SKAG_01420,1591,2815,684,108,366,213,900,627,94
SKAG_01933,41708,41954,39408,19228,22246,26659,19656,27768,21493
SKAG_01422,21399,22733,20691,13236,13252,16341,12962,12458,10680
SKAG_01931,73806,75356,66282,29310,35435,41344,32753,44043,31017
SKAG_01424,16410,17236,16378,8409,9808,12313,10218,11172,7738
SKAG_01937,48799,48276,44344,20354,23278,26964,20211,27234,20208
SKAG_01934,10383,10374,10116,5400,7025,8750,7070,11410,8738
SKAG_01935,25945,26625,26837,11013,12520,15341,11237,14117,10228
SKAG_01428,390,474,395,167,245,315,334,275,199
SKAG_01429,10464,12449,10595,2846,4442,4622,4852,6250,2793
SKAG_01938,32822,35190,31505,10915,13775,15822,13468,17924,10899
SKAG_01939,11211,11694,12244,3122,4435,5735,3667,6325,4293
SKAG_01208,1368,866,900,434,768,1155,551,975,834
SKAG_01209,15861,16968,17324,4583,5254,6464,5556,6889,4722
SKAG_01758,28283,20015,19297,5060,8372,10505,11853,15878,8477
SKAG_01759,93675,102272,96855,19956,25156,31186,28310,39817,23820
SKAG_01752,3240,2514,3027,1610,2027,2631,1412,2545,1947
SKAG_01753,5643,5362,5625,2864,3611,5107,3117,4168,3328
SKAG_01750,3452,3271,2970,2124,1956,2385,1992,2001,1726
SKAG_01751,4469,3843,4124,1687,2391,3098,1908,3222,2418
SKAG_01204,113239,120532,113710,27622,28307,32495,27400,39662,28653
SKAG_01757,543,603,572,359,634,648,542,582,306
SKAG_01754,3333,3108,3225,2009,2820,3421,2113,2479,1949
SKAG_01755,4252,3995,4292,2869,3509,4855,2835,3470,3081
SKAG_00333,8,9,10,6,5,8,7,7,8
SKAG_00332,7056,8101,8136,2619,3049,3620,3390,4728,2980
SKAG_00331,43485,43946,44495,19740,24238,28708,22534,31587,22053
SKAG_00330,60673,63535,66478,28087,32418,38934,32059,38753,27987
SKAG_00337,9177,9590,9879,4697,5269,6290,5423,6612,4738
SKAG_00336,17040,17085,17077,7719,9340,11142,9243,12017,8874
SKAG_00335,6019,6489,5475,2488,3607,3636,3809,4514,2860
SKAG_00334,10395,11167,10760,4350,5835,6243,6402,7772,4858
SKAG_00339,9340,9596,10018,3960,5279,5997,5406,6021,4111
SKAG_00338,12501,13048,10964,4730,6504,6777,7246,8001,5335
SKAG_01684,250,223,280,126,169,225,182,274,195
SKAG_01685,633,627,600,276,354,485,431,453,344
SKAG_01686,0,0,1,0,1,3,0,7,1
SKAG_01680,265,95,163,77,172,234,121,370,314
SKAG_01681,553,268,307,189,251,473,257,583,421
SKAG_01682,1014,867,882,321,506,676,473,711,597
SKAG_01683,982,863,860,448,619,901,530,944,733
SKAG_01689,71,70,62,26,41,54,46,56,37
SKAG_00636,12,24,14,8,25,5,56,10,9
SKAG_00564,0,0,0,0,0,0,0,0,0
SKAG_01118,270,248,273,113,93,172,96,151,86
SKAG_01119,4,4,3,1,1,3,3,1,2
SKAG_00637,12,13,9,1,63,5,62,9,4
SKAG_01114,8719,10890,7744,2920,6203,4617,7117,5638,2639
SKAG_01115,2014,2671,3329,754,982,1127,1084,1305,844
SKAG_01116,13042,14347,14757,4094,4653,5724,4911,6580,4445
SKAG_01117,4622,5498,6229,1791,1965,2552,1698,2380,1735
SKAG_01110,0,0,0,0,0,0,0,0,0
SKAG_00634,2419,3034,3108,949,1336,1240,1275,1741,903
SKAG_01113,275,318,217,128,266,253,245,224,111
EBG00001171008,0,0,1,0,0,0,4,0,0
EBG00001171009,38123,21233,18980,30431,36324,38945,25743,26019,65280
SKAG_00635,81,94,79,21,29,36,29,48,26
SKAG_01032,83,131,74,28,130,56,125,87,27
EBG00001171000,0,0,0,0,0,0,0,0,0
SKAG_00632,16006,16618,15246,7327,9971,11197,9081,12735,7927
EBG00001171002,4,5,1,1,5,3,2,1,7
EBG00001171003,42,49,50,12,27,29,35,103,60
EBG00001171004,3,2,1,1,4,3,2,1,6
EBG00001171005,10,7,34,4,6,9,25,24,18
EBG00001171006,1,1,1,1,1,1,1,1,1
SKAG_00633,7625,8895,10060,3101,4816,5391,4602,5879,4102
SKAG_02155,6191,7196,7517,483,683,926,818,1516,733
SKAG_00630,51453,56609,58146,15782,15419,17805,16845,19193,14888
SKAG_02406,116470,120246,115560,51453,65369,78619,65557,106850,69100
SKAG_00631,24324,25249,24839,9977,12708,15303,11733,17614,11390
SKAG_00960,10484,11801,12478,3215,3916,5181,4036,5218,3333
SKAG_00566,0,0,0,0,0,0,0,0,0
SKAG_02404,36346,38406,43377,15579,18744,22860,19341,25843,18173
SKAG_01465,2415,2724,2720,707,896,1070,918,1126,685
SKAG_02403,12123,13378,16547,3914,5192,6549,5590,7781,4911
SKAG_01034,4705,4137,3848,1242,1645,2209,1980,3119,2108
SKAG_01466,4594,4609,4836,456,2169,2688,2324,431,399
SKAG_00562,0,0,0,0,0,0,0,0,0
SKAG_02150,2256,2443,2586,1261,1285,1606,1432,1814,1193
SKAG_00297,4503,4536,5164,2331,2707,3188,2598,3278,2278
SKAG_02401,7276,8150,6349,2859,4133,3929,4597,5110,2597
SKAG_01436,15239,15276,14557,6925,8609,10708,7874,10824,7449
SKAG_02400,13112,13580,14194,5446,6476,7381,6487,8397,6096
SKAG_00563,0,0,0,0,0,0,0,0,0
SKAG_00560,22,15,16,5,15,21,15,11,42
SKAG_00561,0,0,0,0,0,0,0,0,0
SKAG_00441,52685,59057,52228,18603,23808,27243,26967,30951,16469
SKAG_00116,1146,1070,997,680,855,1170,992,1471,1060
SKAG_00115,252,230,227,97,194,265,250,361,280
SKAG_00114,186,138,169,58,80,133,170,192,151
SKAG_00113,4,141,4,85,101,145,176,242,8
SKAG_00112,1035,1075,1028,588,617,829,888,1035,730
SKAG_02490,8765,8618,9041,7438,8383,10445,7337,9512,7667
SKAG_02491,26273,29636,21542,18545,33366,28493,31425,33985,17117
SKAG_02492,6215,9587,3637,1448,4060,2070,5639,4265,887
SKAG_02493,18862,16948,17776,26714,30614,31521,32120,51233,33996
SKAG_02494,2268,1667,1779,2781,4516,3750,4775,3481,2601
SKAG_02495,22497,19746,18717,23179,26985,29345,27657,32353,21347
SKAG_02496,40347,34507,29768,36076,45979,48342,48229,58915,30689
SKAG_02497,21,23,14,54,84,119,90,66,80
SKAG_02498,39,40,29,55,97,137,127,101,121
SKAG_02499,17968,12962,11843,8994,24031,17072,32831,40025,17470
SKAG_00110,23765,23626,25509,10823,12411,15369,11732,15568,12042
SKAG_02300,8906,10823,6618,2792,5291,4237,5893,5802,2336
SKAG_02301,56882,65992,47280,16860,25995,25072,28133,31591,16919
SKAG_02302,44120,52273,55237,8367,9686,12073,11458,18935,9635
SKAG_02303,2909,4064,5271,506,797,950,896,1369,662
SKAG_02304,34954,35429,36495,13497,15589,18564,14807,18497,13930
SKAG_02305,10348,10542,11355,3744,5401,6409,4319,6121,3928
SKAG_02306,6081,5548,6071,3466,3684,4266,3218,4662,3049
SKAG_02307,110170,119163,109160,50254,55310,65734,55627,60118,43221
SKAG_02308,26269,29214,28921,8007,9586,9890,10723,10884,7256
SKAG_02309,10274,11194,10186,3272,3546,4448,4037,4539,3210
SKAG_02658,8554,7747,7684,4837,5378,6873,5195,5401,3884
SKAG_02659,3233,3208,2899,1339,1521,1931,1487,1707,1057
SKAG_02392,142193,137065,122988,182904,213610,248673,180152,178068,151928
EBG00001171026,185,192,261,199,135,150,142,207,225
SKAG_00201,8430,8172,8416,4406,5398,6835,4781,6237,4828
SKAG_02014,105,128,168,34,52,107,66,99,66
SKAG_02015,4024,1866,2640,1025,2334,3157,1831,4759,3559
SKAG_02016,3938,3868,4146,1886,2180,2877,1868,3606,2262
SKAG_02017,6715,6427,6641,3226,4077,4651,3498,6015,3729
SKAG_02010,5911,5804,5817,2236,2913,3295,2776,4404,2984
SKAG_02011,17693,17738,14751,4317,5227,5966,7347,8384,3853
SKAG_02013,22792,25225,24613,9490,11991,14297,12828,15112,9549
SKAG_02018,3473,3434,3476,1601,2071,2888,1804,3224,2291
SKAG_02019,8279,7958,8021,4099,4616,5533,4003,6286,4717
SKAG_00599,15526,15663,15724,4663,5751,7549,5523,7984,5097
SKAG_01863,3056,3982,2638,1190,2402,1878,3968,2210,1063
SKAG_02278,34996,34731,39377,16120,19441,23836,20780,25902,18235
SKAG_02279,51708,48034,47571,29417,35655,39308,33721,42305,30901
SKAG_02270,0,0,0,0,0,0,0,0,0
SKAG_02271,0,0,0,0,0,0,0,0,0
SKAG_02272,0,0,0,0,0,0,0,0,0
SKAG_02273,1,1,1,1,1,1,1,1,1
SKAG_02274,0,0,0,0,0,0,0,0,0
SKAG_02275,306,202,253,76,131,179,154,199,126
SKAG_02276,136,173,59,43,236,72,286,106,31
SKAG_02277,3972,3384,3443,2060,3729,5040,3290,7394,5103
SKAG_01868,146,52,80,19,43,55,32,75,56
SKAG_02478,194,200,209,173,207,302,287,259,173
SKAG_02479,11420,10808,12022,8787,11344,12727,11629,12252,9290
SKAG_01869,11162,4194,6551,1218,2806,4394,1636,5070,3713
SKAG_02472,858,1085,826,498,1930,906,1693,1219,489
SKAG_02473,16185,15187,13343,7232,10271,11960,13538,17657,8912
SKAG_02470,0,0,0,0,0,0,0,0,0
SKAG_02471,3,2,1,1,4,9,6,4,2
SKAG_02476,3037,5021,1295,1419,17398,4143,13221,9791,1710
SKAG_02477,63,87,38,29,445,79,346,164,44
SKAG_02474,40,21,23,16,133,41,137,58,25
SKAG_02475,350,474,315,143,906,759,720,502,239
SKAG_00654,20437,19175,19401,8871,10928,13271,10139,14144,9658
SKAG_00655,24125,23926,23734,9466,12693,14693,12256,16832,10073
SKAG_00656,11997,11844,11108,6001,8848,10482,7525,12559,7498
SKAG_00657,5134,4921,4465,2607,4309,4723,3805,6002,3487
SKAG_00650,128505,126287,120428,81040,87142,108953,87512,94600,68472
SKAG_00651,1175,1860,606,288,1123,595,1593,910,245
SKAG_00652,8295,8416,6802,3264,4804,5150,4622,5251,3376
SKAG_00653,5377,5849,4204,1954,3098,3186,3429,3457,1934
SKAG_00658,45970,42081,43601,24159,34084,40134,29969,48789,34359
SKAG_00659,40713,40107,37772,23725,36231,41056,33231,47753,28713
SKAG_02876,12194,12378,11794,7035,9189,11236,7834,10618,7088
SKAG_02877,8189,8878,9397,4913,6936,8203,5498,7207,4912
SKAG_02874,7,11,6,2,3,4,3,8,3
SKAG_02875,11778,12581,11815,3543,5101,6097,5356,7941,4592
SKAG_02872,0,0,0,0,0,0,0,0,0
SKAG_02873,0,0,0,0,0,0,0,0,0
SKAG_02870,51,49,46,21,38,56,35,37,25
SKAG_02871,988,749,850,364,619,1005,511,751,549
SKAG_02878,4965,5541,3836,3670,4598,4902,4659,4186,2069
SKAG_02879,48172,46663,46450,35186,40400,47501,35702,34970,27958
SKAG_01510,11245,11964,11181,3521,4220,5362,4736,5432,3787
SKAG_01511,21271,20233,20299,11808,12235,14906,11530,13145,10147
SKAG_00966,834,1036,1136,135,183,278,251,360,148
SKAG_01512,29072,28927,27248,18420,19964,24261,19547,21148,15931
SKAG_01513,13448,13505,12800,8974,9050,10290,9638,8580,6590
SKAG_01514,6821,6962,7348,3666,4383,5058,5039,4670,3119
SKAG_00568,0,0,0,0,0,0,0,0,0
SKAG_01705,144,120,116,51,84,145,61,121,75
SKAG_00840,151994,138443,139797,73028,85296,99438,99172,129220,87860
SKAG_01516,1763,2010,1603,308,498,543,706,902,399
SKAG_01517,1645,1598,1666,481,590,719,643,841,587
SKAG_01518,259,329,317,87,97,122,110,137,72
SKAG_02908,0,0,0,0,0,0,0,0,0
SKAG_02909,0,0,0,0,0,0,0,0,0
SKAG_00189,9437,10446,11566,3056,3508,4622,3692,4890,3093
SKAG_00569,0,0,0,0,0,0,0,0,0
SKAG_02903,0,0,0,0,0,0,0,0,0
SKAG_02900,1693,1410,1707,1239,1457,1716,1350,1587,1239
SKAG_02901,0,0,0,0,0,0,0,0,0
SKAG_02906,243,242,334,116,141,230,43,184,152
SKAG_02907,4507,3995,4436,3313,3252,3992,3254,4151,3634
SKAG_02904,0,0,0,0,0,0,0,0,0
SKAG_02905,0,0,0,0,0,0,2,0,0
SKAG_01927,527,569,538,212,249,358,176,358,280
SKAG_00849,202887,194644,189533,111383,125337,143438,122580,161641,112244
SKAG_00848,78334,75609,78329,40262,49509,51986,47184,63620,47566
SKAG_02849,6186,6803,6391,4046,4586,5778,4799,5928,3841
SKAG_01763,36,47,26,8,35,53,18,59,28
SKAG_00508,6930,7272,6174,1771,3603,4110,5101,6633,2868
SKAG_00509,19723,16032,18188,5812,9285,12050,10392,22995,13544
SKAG_01762,999,829,902,222,458,555,421,814,530
SKAG_00504,6575,7103,6100,1942,2640,3023,2894,3153,1964
SKAG_00505,18759,18712,19439,12352,14107,17463,12983,15950,13553
SKAG_00506,137219,140248,133468,59269,65338,78622,59610,70952,52473
SKAG_00507,8403,8218,8507,4410,5212,6214,4158,5994,4886
SKAG_00500,46935,48849,50609,18913,20571,24581,20636,25592,19526
SKAG_00501,113609,116904,114022,61095,65040,82328,64049,70908,52780
SKAG_00502,61,86,63,35,26,49,35,42,27
SKAG_00503,13150,12878,14325,5563,6723,7884,6144,8015,6185
SKAG_01499,3951,5108,3847,1509,2825,2188,3004,2659,1075
SKAG_01498,15968,18239,16239,5644,7442,7881,8019,9215,5424
SKAG_01921,40254,40847,40545,40420,45900,52451,38664,46993,37358
SKAG_01920,7503,7927,7562,6205,6974,7998,6484,7781,5447
SKAG_01923,96662,97658,89384,81531,91812,112550,82121,109136,82246
SKAG_01922,72769,71778,75556,62458,77050,90276,64722,88223,69784
SKAG_01433,12993,13674,12619,4841,5879,7166,5152,6627,4432
SKAG_01432,14016,14086,13093,4990,5651,7587,5468,6473,4695
SKAG_01431,2605,2871,2857,1255,1334,1618,1540,1747,1111
SKAG_01430,4312,5008,4523,1343,1556,2046,1866,2296,1318
SKAG_00430,12495,14236,13624,4005,3646,5121,4102,4179,3798
SKAG_00431,15808,8669,10016,3447,4302,6024,8713,18448,11464
SKAG_00432,12728,7481,7572,2984,4139,5192,8008,17833,10919
SKAG_00433,24354,16219,18088,6840,9789,11586,14460,33670,21111
SKAG_00434,930,1068,1081,335,646,958,405,751,451
SKAG_01769,406,430,557,360,603,621,712,1315,889
SKAG_00436,415,402,374,148,149,318,148,255,236
SKAG_00437,268,266,272,71,154,325,138,281,206
SKAG_01749,57604,49395,47158,36279,40646,48536,36177,38429,31570
SKAG_01748,16270,13386,13394,5310,4927,6508,6944,8571,5626
SKAG_01228,1963,2269,2267,366,617,789,811,1039,560
SKAG_01768,2197,1859,2108,1548,1940,2755,2260,3438,2387
SKAG_01219,8674,4855,6181,3039,4450,5452,8436,16961,12260
SKAG_01218,1,1,2,1,1,1,1,1,0
SKAG_01217,2314,2360,2311,917,1115,1448,925,1352,1063
SKAG_01216,950,1007,1033,315,505,673,340,611,463
SKAG_01743,4028,2983,3156,1451,2097,3057,1738,2356,1722
SKAG_01214,481,560,476,164,275,322,248,305,244
SKAG_01213,3683,3489,3682,1179,1462,2000,1297,1992,1359
SKAG_01212,0,0,0,0,0,0,0,0,0
SKAG_01211,2,3,3,2,2,2,2,2,1
SKAG_01210,8485,9780,5648,2835,5933,4611,7739,6314,1790
SKAG_00346,945,1002,858,521,600,675,633,711,409
SKAG_00347,35926,38223,35667,14127,16303,19074,17041,21036,13317
SKAG_00344,40779,40644,40976,18370,22077,28461,21643,28764,20608
SKAG_00345,18667,19206,17937,7938,11980,12225,12241,13835,8962
SKAG_00342,1167,2032,829,52,210,231,295,384,83
SKAG_00343,17203,18195,19450,4237,4918,5435,5260,7478,4766
SKAG_00340,82830,70483,73244,28416,35323,47020,37439,55320,40413
SKAG_00341,241048,245431,241694,80082,93749,113504,86374,126012,85336
SKAG_01704,5131,4418,4675,2006,3786,5677,2069,4649,3445
SKAG_00348,19885,19951,19618,7633,9530,10646,9445,12079,7552
SKAG_00349,11491,11751,10654,4205,4100,5256,4941,6077,4067
SKAG_01699,9014,9117,8418,2763,3193,4180,3167,4348,3156
SKAG_01698,7006,6408,6607,1468,2182,3316,1956,3935,3176
SKAG_01693,2130,1260,1624,845,2353,3067,847,3717,2533
SKAG_01692,4397,2425,3099,1371,3555,4891,1929,7042,4856
SKAG_01691,8270,4778,5378,2451,4646,6680,3313,9526,6873
SKAG_01697,31346,30390,28372,12012,17604,18554,15885,23900,16499
SKAG_01696,6449,6181,5664,1786,2840,3858,2837,5524,3220
SKAG_01695,8798,9716,9707,2863,3455,3692,3902,4204,2493
SKAG_01694,17032,16489,16792,9158,9733,11532,8700,10228,8027
SKAG_01329,0,0,0,5,0,0,0,0,0
SKAG_01328,0,0,0,0,0,0,0,0,0
SKAG_01323,2,2,2,0,2,4,4,2,1
SKAG_01322,1,1,1,0,0,2,4,1,1
SKAG_01321,7883,5383,6385,2223,3122,3931,3588,5911,3498
SKAG_01320,23696,16322,17693,7781,10628,13227,12069,18858,12771
SKAG_01327,0,0,0,0,0,0,0,0,0
SKAG_01326,0,0,0,0,0,0,0,0,0
