GeneName,X50482,X50483,X50484,X50485,X50486,X50487,X50489,X50490,X50491,X50492,X50493,X50627
tet(K),45084,57881,56384,54852,53567,61549,30606,32393,14577,34670,26309,24787
EW033_RS00380,6635,7644,7433,7338,7324,3770,2382,2223,4197,1907,1445,2764
EW033_RS00385,1248,1393,1691,1646,1571,1432,699,637,3027,479,440,917
EW033_RS00390,23,23,28,18,27,17,12,10,41,8,8,14
EW033_RS00395,178,199,236,243,241,244,166,113,697,136,104,231
EW033_RS00400,16,18,29,36,18,15,36,7,357,12,2,99
EW033_RS00405,777,890,979,714,723,1559,878,811,2005,933,730,1062
EW033_RS00410,491,543,616,458,440,733,473,429,967,773,214,735
mecA,16903,26658,21191,21407,17832,23447,37617,20566,43515,185397,211548,152570
mecR1,3766,4915,4265,5230,3924,4199,10250,6058,7085,20143,14494,13093
mecI,390,502,480,611,411,489,1411,493,2936,2076,1222,1531
EW033_RS00430,1267,700,837,933,862,1877,197,260,385,228,144,247
EW033_RS00435,401,270,626,478,318,556,433,206,4913,316,225,1331
cstB,158,159,302,260,137,126,260,83,2302,134,49,840
EW033_RS00445,82,33,185,122,22,28,198,12,2329,94,5,801
EW033_RS00450,60,26,90,57,20,55,101,15,1050,60,67,513
EW033_RS00455,192,139,337,281,77,138,410,67,2940,205,141,1795
EW033_RS00460,8,8,9,12,2,19,8,11,97,16,15,34
EW033_RS00465,447,437,571,487,421,539,480,358,2869,364,485,810
EW033_RS00470,317,294,591,437,190,165,536,119,6345,193,87,1530
EW033_RS00475,39,34,106,70,21,26,129,6,1829,48,6,498
EW033_RS00480,106,107,115,106,98,96,117,74,635,90,68,198
EW033_RS00485,34,16,88,87,12,12,113,8,1456,45,13,398
EW033_RS00490,17,7,52,24,9,16,49,2,860,22,5,217
EW033_RS00495,7,6,8,6,1,4,16,1,206,4,1,39
EW033_RS00500,45,42,119,85,25,37,121,16,1581,41,3,380
EW033_RS00505,27,18,37,37,26,19,24,12,409,12,10,152
EW033_RS00510,2,5,3,4,5,6,2,6,19,1,1,18
EW033_RS00515,102,96,183,143,82,60,123,66,1669,84,25,457
EW033_RS00520,701,645,902,839,656,616,634,441,4566,479,391,1729
EW033_RS00525,715,757,1000,789,731,720,598,555,2396,503,465,1006
EW033_RS00530,167,205,219,189,176,219,152,136,616,137,96,460
EW033_RS00535,338,242,466,400,258,190,349,125,2872,137,108,930
EW033_RS00540,43,30,59,42,23,14,43,9,672,15,10,175
EW033_RS00545,181,133,362,265,63,269,375,93,3076,223,247,1546
EW033_RS00550,156,96,229,162,75,193,169,75,2246,136,185,673
EW033_RS00555,517,412,695,557,334,519,534,253,3681,407,226,1696
mcrC,124,102,241,185,129,215,152,67,1136,75,23,419
EW033_RS00565,24,26,37,39,32,30,27,29,201,19,21,76
EW033_RS00570,59,36,93,84,23,40,88,21,927,42,20,247
EW033_RS00575,1077,1059,930,1071,793,1107,1493,1217,1954,1317,1481,1625
EW033_RS00580,151,116,113,110,78,84,119,92,340,91,107,184
EW033_RS00585,538,423,466,409,329,325,514,289,2060,362,396,868
EW033_RS00590,37,32,41,33,22,24,36,31,315,35,6,104
EW033_RS00595,108,98,142,123,102,87,111,68,609,82,77,199
EW033_RS00600,332,307,406,354,269,443,323,292,1787,309,370,707
EW033_RS00605,27,28,38,34,20,25,33,24,256,17,8,83
EW033_RS00610,256,265,354,304,261,310,308,231,840,279,177,399
EW033_RS00615,1500,1484,1787,1982,1527,2659,1398,1295,3440,1217,1088,1510
EW033_RS00620,31,12,34,31,15,16,31,11,292,20,1,115
EW033_RS00625,123,86,144,116,59,59,176,30,1670,100,27,504
EW033_RS00630,211,135,220,192,123,170,171,83,1626,100,74,479
EW033_RS00635,1111,882,1150,1023,801,1199,1643,1276,7430,1536,2003,3103
EW033_RS00640,435,297,371,305,302,325,451,312,1179,406,407,603
EW033_RS00645,499,370,491,176,210,237,272,78,2396,137,105,676
EW033_RS00650,136,78,219,150,74,237,242,154,2557,242,286,656
EW033_RS00655,1319,1137,1378,1401,1055,1617,1577,1306,5210,1639,2367,2644
EW033_RS00660,194,115,259,186,112,114,402,207,2557,272,503,935
EW033_RS00665,343,214,459,315,169,140,673,270,4525,447,405,1447
EW033_RS00670,1923,2566,3589,3754,3217,6855,2313,4109,3672,3045,3747,2945
EW033_RS00675,657,608,778,633,546,453,6358,6792,4104,4431,6151,3399
EW033_RS00680,148,124,208,143,96,100,214,111,950,145,132,396
EW033_RS00685,703,779,840,1293,841,1936,1268,1737,3299,1513,1394,1827
EW033_RS00690,3193,2179,4301,5824,4916,15258,13216,26630,8997,30161,147790,32547
EW033_RS00695,10,3,21,13,5,2,17,1,469,7,0,101
EW033_RS00700,1670,1452,2461,2141,1855,5837,2333,3118,3247,3067,2918,2127
EW033_RS00705,362,162,269,196,233,211,2769,3086,1709,3047,3249,2056
EW033_RS00710,234,105,183,111,119,132,1160,1400,1291,1489,2333,1351
EW033_RS00715,347,119,290,183,133,264,1309,1966,2893,2325,7718,2288
EW033_RS00720,42,33,112,67,17,16,363,236,1947,324,357,678
EW033_RS00725,41,28,103,60,13,14,442,278,1550,399,551,629
sbnC,111,56,228,157,48,35,1147,679,2687,1128,1160,1550
EW033_RS00735,136,80,302,185,45,30,951,485,4144,794,448,1398
EW033_RS00740,106,70,198,152,62,57,1262,599,2133,1059,811,1426
EW033_RS00745,201,107,328,223,93,105,1499,793,3598,1167,1316,1989
EW033_RS00750,94,56,144,116,43,40,740,377,1847,471,543,916
EW033_RS00755,243,218,369,343,205,80,1377,819,2400,914,1242,1617
sbnI,530,546,890,761,576,368,1331,1010,2351,927,979,1499
EW033_RS00765,4,5,22,16,3,1,18,0,307,5,0,65
EW033_RS00770,136,148,245,169,106,176,168,52,1477,62,70,416
EW033_RS00775,1258,1112,716,488,432,587,2803,1561,2041,2122,3566,1999
EW033_RS00780,8,8,19,15,11,4,15,2,111,5,0,35
EW033_RS00785,134,103,283,174,87,42,248,81,2836,120,64,822
EW033_RS00790,98,76,199,122,45,38,191,34,2446,70,35,547
EW033_RS00795,177,193,352,265,182,202,240,111,1574,125,69,532
EW033_RS00800,178,180,284,186,97,97,240,60,2960,83,34,963
EW033_RS00805,452,483,657,485,413,370,412,254,2999,336,191,868
EW033_RS00810,1153,1010,1141,837,857,1253,1018,941,1700,1153,949,980
EW033_RS00815,3408,3415,2319,2897,1984,1348,3631,1664,1132,2907,2005,2524
EW033_RS00820,372,345,415,414,332,625,693,638,1250,771,1009,841
EW033_RS00825,6,12,9,10,1,3,16,1,165,4,1,63
deoD,51,50,77,73,29,17,145,68,931,175,542,434
tet(38),196,152,254,146,92,91,438,212,2344,551,1491,1284
deoC,1428,1315,895,545,713,690,1074,784,1030,1048,1067,940
deoB,3961,4387,3344,2362,2454,2377,5723,3982,3427,4949,5478,4221
phnE,223,202,318,211,153,157,238,115,2186,116,74,590
phnE,188,166,245,162,117,101,208,82,1366,102,62,480
phnC,187,145,254,180,145,99,211,117,1065,87,79,317
phnD,254,246,338,218,186,182,358,273,1771,202,163,519
EW033_RS00870,148,109,349,235,70,51,350,45,4952,128,43,1226
EW033_RS00875,478,471,627,477,331,349,746,443,3310,459,412,1066
EW033_RS00880,194,139,200,194,108,214,267,160,1774,221,243,651
EW033_RS00885,501,378,499,450,355,577,656,550,1973,632,396,897
adhE,2296,1394,1224,763,811,1645,5355,4515,5752,4419,21138,4879
EW033_RS00895,50,26,78,64,23,18,139,45,980,76,35,316
EW033_RS00900,84,84,122,119,70,33,158,77,1014,98,43,375
EW033_RS00905,41,18,87,51,19,37,139,50,934,53,47,300
EW033_RS00910,164,89,384,223,50,53,442,91,5631,177,67,1462
EW033_RS00915,106,58,258,157,24,42,339,48,3780,141,42,1081
EW033_RS00920,82,50,165,128,44,36,209,103,2473,109,68,624
EW033_RS00925,171,122,211,195,100,62,310,151,2341,182,90,723
EW033_RS00930,42,41,53,45,29,16,83,49,390,58,34,133
EW033_RS00935,3,2,2,4,3,1,7,4,19,3,2,11
EW033_RS00940,396,387,325,320,314,328,261,145,889,202,178,395
EW033_RS00945,595,539,588,549,476,408,491,254,3507,385,230,1123
EW033_RS00950,329,252,284,277,196,168,274,63,1282,172,51,600
EW033_RS00955,365,289,263,260,274,206,227,114,1062,171,100,434
EW033_RS00960,644,538,468,456,486,281,376,205,1637,282,294,692
EW033_RS00965,378,283,331,253,161,120,246,55,1321,109,67,561
EW033_RS00970,423,342,310,242,267,203,259,121,1294,175,185,564
EW033_RS00975,899,732,651,581,585,399,586,308,2628,407,417,1008
EW033_RS00980,947,701,618,556,582,464,1474,905,2711,1189,689,1393
EW033_RS00985,158,92,94,84,72,83,2150,1539,927,2050,1443,1446
EW033_RS00990,233,122,155,94,84,87,2692,1939,1237,2847,1820,1966
EW033_RS00995,2810,2497,1061,685,902,196,16320,15948,7546,18837,12976,17294
EW033_RS01000,348,281,420,353,227,217,976,725,3039,753,554,1517
EW033_RS01005,37,29,49,40,21,25,118,72,227,68,49,136
EW033_RS01010,56,59,114,86,31,33,185,96,1063,83,18,358
EW033_RS01015,76,72,212,154,35,24,269,29,2288,96,7,634
EW033_RS01020,93,58,148,101,56,49,124,40,1605,46,19,416
EW033_RS01025,53,22,150,72,16,21,145,10,2200,60,7,531
EW033_RS01030,66,46,154,125,30,17,178,25,2680,81,34,738
EW033_RS01035,2154,2005,962,1719,900,522,5327,1584,1486,1830,784,1454
EW033_RS01040,236,224,264,283,127,67,627,155,2054,200,60,831
EW033_RS01045,971,850,800,763,616,652,813,487,2997,819,777,1549
EW033_RS01050,20703,13892,11471,11091,10077,8784,9027,6101,14203,7517,7835,9717
EW033_RS01055,3051,2040,1920,1800,1636,1303,1403,914,1231,1005,578,972
EW033_RS01060,9178,9647,9192,8011,7666,10225,8509,6380,2017,6205,7090,4091
argB,340,241,320,286,209,144,260,117,1296,162,102,495
argJ,444,350,349,348,244,188,245,170,1600,150,150,495
EW033_RS01075,294,209,355,299,145,110,251,120,2327,133,90,774
rocD,257,190,332,270,125,106,252,96,3674,126,62,732
brnQ,2173,2275,2952,2382,2376,5797,1961,3346,2330,2765,4369,2537
EW033_RS01090,304,433,513,221,256,174,3223,3063,1261,3693,2176,2541
EW033_RS01095,1086,1329,1481,563,723,365,7756,7002,3216,8942,4749,6739
EW033_RS01100,63,38,53,36,25,7,28,4,490,15,2,86
EW033_RS01105,49421,47790,43967,15659,35514,21601,3473,3142,3811,3642,6544,3668
EW033_RS01110,10370,6086,5890,3911,4450,4263,5275,6887,7157,9014,15864,12205
murQ,5924,3068,2164,1739,1800,1167,2980,2083,3525,3099,4109,4440
EW033_RS01120,17673,13135,9730,6648,8093,4698,15094,10497,5740,12876,13364,12105
EW033_RS01125,15821,15016,12770,7925,9477,6125,18341,14094,5485,15733,17537,12590
EW033_RS01130,592,729,648,364,410,210,627,297,825,317,207,520
EW033_RS01135,6550,7672,7561,4818,5511,4794,5187,4669,5898,4643,5239,4994
EW033_RS01140,2560,2987,3073,2370,2591,2834,2263,2263,3094,2679,1715,2271
EW033_RS01145,616,736,704,768,532,243,770,534,2548,706,228,1052
EW033_RS01150,160,112,199,154,84,70,221,80,1939,117,74,560
EW033_RS01155,49,45,129,82,20,31,147,25,1640,47,24,582
EW033_RS01160,122,81,243,148,28,58,266,36,3219,105,48,934
ggt,269,145,628,370,84,107,568,65,5288,221,67,2123
EW033_RS01170,470,169,194,153,73,75,159,22,1417,59,33,477
EW033_RS01175,168,169,213,171,129,118,332,91,794,249,91,311
ugpC,248,90,256,139,61,31,266,99,2579,195,374,885
EW033_RS01185,402,142,199,155,131,47,391,221,2103,316,684,853
EW033_RS01190,720,175,213,134,145,67,587,407,2233,629,1016,1171
EW033_RS01195,429,101,138,50,59,24,301,216,1232,265,507,600
EW033_RS01200,577,144,215,128,67,42,438,157,3029,339,443,1115
EW033_RS01205,400,132,276,187,86,61,408,162,2757,257,421,925
EW033_RS01210,398,153,250,157,141,129,520,361,1929,500,1029,1088
EW033_RS01215,245,328,748,277,573,1623,125,135,659,108,69,256
EW033_RS01220,4259,8444,6867,11544,25117,830,54047,16842,10983,50786,32800,27128
EW033_RS01225,851,672,897,709,779,516,1302,626,1262,920,702,1342
EW033_RS01230,1167,974,1195,848,1009,748,1402,996,2940,1243,1793,1774
EW033_RS01235,460,313,618,375,437,680,579,520,1900,604,1250,1054
pflB,140984,85495,75263,31482,74333,27323,334011,256724,78469,427195,768870,382008
pflA,55700,36152,30376,11387,30253,8943,153416,104820,31043,172432,247999,150916
EW033_RS01250,4324,2806,2793,1086,2610,890,4211,1550,2993,2298,1588,2507
EW033_RS01255,108,115,117,132,112,622,118,174,467,103,131,197
coa,860,1702,2877,2396,2587,2496,749,1287,4642,518,329,1479
EW033_RS01265,30,53,113,82,79,53,40,35,265,25,17,153
EW033_RS01270,187,102,256,177,82,60,434,188,3094,415,342,1196
EW033_RS01275,155,80,281,166,96,59,544,276,3683,554,563,1412
EW033_RS01280,76,54,199,115,36,26,349,160,2648,300,165,847
EW033_RS01285,118,87,235,184,76,58,483,304,2747,515,584,1208
EW033_RS01290,319,406,357,315,197,116,1072,1189,2801,1663,1962,1748
EW033_RS01295,106,76,185,146,43,86,177,52,2255,92,85,544
EW033_RS01300,420,316,512,382,285,782,403,242,3206,299,437,1052
EW033_RS01305,1830,1268,1152,1497,943,1176,1209,903,2603,1187,825,1525
EW033_RS01310,451,334,301,379,273,280,348,343,425,439,387,444
EW033_RS01315,101,54,67,88,55,60,82,74,84,102,85,98
EW033_RS01320,1579,1040,949,1180,766,1152,1214,1015,332,1422,1143,827
EW033_RS01325,15361,10551,10057,12099,7197,12120,10994,10350,5753,13751,14874,9843
EW033_RS01330,23,17,10,21,7,16,21,1,144,11,0,45
EW033_RS01335,149948,48845,51979,111120,59835,157688,59259,51056,24107,56506,104853,47714
EW033_RS01340,62,26,41,57,19,50,51,37,263,59,69,84
EW033_RS01345,952,264,507,651,276,369,743,355,3437,664,1190,1426
EW033_RS01350,622,347,433,387,199,291,386,166,2333,269,228,883
EW033_RS01355,5,3,11,7,3,1,11,0,294,6,0,73
EW033_RS01360,206,159,428,265,88,87,1342,1427,5445,1196,633,1908
EW033_RS01365,40,31,119,63,10,16,185,129,1050,99,76,530
EW033_RS01370,23,12,39,21,12,7,134,87,456,94,60,190
EW033_RS01375,154,116,242,187,91,48,632,398,2991,336,255,1010
EW033_RS01380,101,97,204,141,48,43,574,378,2402,369,263,949
EW033_RS01385,12,13,35,21,8,2,91,22,903,31,14,133
EW033_RS01390,179,137,246,180,82,88,688,331,3026,382,311,1051
EW033_RS01395,2088,2371,1457,1159,1346,902,3028,2568,2163,2967,2800,3241
EW033_RS01400,2673,3292,2421,1881,2088,1429,4473,4045,3765,4340,4112,4558
EW033_RS01405,4224,5078,4139,3233,3451,3353,7327,5855,3498,6643,5840,5744
EW033_RS01410,27,19,47,30,18,13,49,20,233,10,7,63
EW033_RS01415,1736,2494,2409,1967,2132,1634,1225,1248,1713,1174,703,1074
EW033_RS01420,1409,1818,1684,1420,1613,2131,1171,1548,1122,1339,1346,977
EW033_RS01425,2793,3804,3560,3138,3310,3786,2718,3253,2378,3099,3416,2556
EW033_RS01430,5864,7411,6724,6078,6373,5931,5429,5558,4247,5640,5508,4893
EW033_RS01435,12340,14305,12552,11044,11189,9374,11264,8546,5260,8500,6832,7298
scdA,3965,3043,2806,2062,2320,3176,7883,5426,5935,7469,14100,6614
EW033_RS01445,1490,835,1409,949,843,1159,1276,868,6187,1200,1647,2769
EW033_RS01450,603,360,669,373,453,746,414,400,1351,466,523,678
EW033_RS01455,535,1563,201,83,122,46,5758,4277,2242,8351,10813,5645
lrgB,639,1717,423,335,372,259,28981,28012,5221,38541,40699,21549
EW033_RS01465,1042,571,920,533,361,284,2755,919,7612,1589,1383,3234
EW033_RS01470,2436,2445,2695,1704,2077,1382,1548,1285,1385,1429,1209,1154
EW033_RS01475,8,4,21,12,1,1,28,0,228,8,0,53
EW033_RS01480,92,37,163,71,24,28,183,29,1482,71,54,495
EW033_RS01485,387,199,449,307,136,170,763,264,4979,561,425,1837
EW033_RS01490,51,32,36,27,24,51,71,79,152,80,152,87
EW033_RS01495,377,183,296,152,178,282,655,794,1132,1293,4363,1242
EW033_RS01500,1,4,7,6,1,2,21,3,40,6,6,16
rbsK,560,566,395,282,320,209,2690,1379,1297,1462,1750,1340
EW033_RS01510,355,331,253,155,187,79,1454,765,1419,764,1083,1009
EW033_RS01515,551,529,435,268,294,120,2179,1228,1916,1170,1447,1305
EW033_RS01520,456,434,588,405,342,498,738,699,1911,696,848,1051
EW033_RS01525,153,227,317,228,180,302,152,99,1032,88,31,415
EW033_RS01530,464,321,385,292,257,195,2745,2362,2026,2468,1375,1949
EW033_RS01535,194,145,277,197,117,96,562,418,2354,586,1039,1036
lytM,526,551,424,552,382,411,895,767,1646,918,1042,1053
EW033_RS01545,618,767,963,779,694,786,491,503,1008,358,261,531
EW033_RS01550,599,715,935,723,679,864,437,606,1616,428,382,701
EW033_RS01555,445,521,739,583,602,792,291,526,1353,321,418,600
EW033_RS01560,1856,2295,3263,2474,2455,6030,1217,2525,4174,1802,3773,2317
EW033_RS01565,677,592,1032,649,597,1836,417,485,2197,362,1062,953
EW033_RS01570,20601,21778,20415,12718,14551,16772,7354,11590,1812,6376,5626,4045
esaA,1814,1893,3155,1499,1959,2396,816,955,4924,767,1304,1863
essA,289,339,415,222,247,146,106,67,764,67,66,259
EW033_RS01585,70,65,80,52,37,48,32,11,281,26,33,111
essB,461,418,568,373,252,424,360,106,3223,170,155,1091
essC,1729,1683,1778,1138,1067,1108,1010,390,7446,564,553,2472
EW033_RS01600,61,23,118,79,13,17,107,6,1250,54,13,466
EW033_RS01605,130,79,165,107,22,41,167,7,2480,89,17,919
EW033_RS01610,854,573,547,460,311,435,529,265,4906,368,409,1366
EW033_RS01615,319,235,231,219,140,260,283,219,2024,270,283,916
EW033_RS01620,478,345,326,249,194,388,353,342,1363,345,463,682
EW033_RS01625,566,422,374,353,303,533,391,436,1341,438,640,722
EW033_RS01630,552,397,356,344,306,565,371,395,1747,375,331,691
EW033_RS01635,250,172,164,149,134,236,155,142,701,169,129,255
EW033_RS01640,72,29,136,93,20,10,127,24,1531,74,16,519
EW033_RS01645,95,47,247,169,14,37,319,13,3453,162,23,1084
EW033_RS01650,123,54,171,168,30,36,272,25,3038,143,41,1167
EW033_RS01655,34,20,54,51,21,25,69,29,950,40,25,236
EW033_RS01660,21,16,19,21,5,10,32,19,315,21,14,103
EW033_RS01665,61,48,102,66,32,39,98,54,1136,92,38,242
EW033_RS01670,48,63,86,82,43,56,116,54,530,69,50,207
EW033_RS01675,64,33,158,94,20,15,164,8,2417,96,11,630
EW033_RS01680,95,33,213,148,19,28,268,8,2936,111,12,956
EW033_RS01685,91,48,219,150,24,36,262,21,3031,129,27,876
EW033_RS01690,425,510,759,447,481,625,259,276,891,218,213,496
EW033_RS01695,1134,1405,1687,1026,1213,1690,582,708,586,468,370,412
EW033_RS01700,2494,1255,1665,1517,1198,3213,1166,894,1426,989,1511,1045
brnQ,8851,8054,10353,6081,8093,5226,3731,5203,2091,3576,1926,2399
EW033_RS01710,33,31,31,22,19,5,34,12,242,12,4,87
EW033_RS01715,14066,12894,12633,7032,8973,11410,15056,13395,5683,15119,21679,10924
EW033_RS01720,17,8,22,23,5,5,21,7,180,12,4,42
EW033_RS01725,1185,1242,1064,887,806,512,1677,1493,2789,1515,1318,1733
EW033_RS01730,992,957,955,752,744,450,1696,1413,2457,1261,1199,1542
EW033_RS01735,37,29,56,25,26,22,31,11,329,9,4,138
EW033_RS01740,1113,817,937,505,572,743,550,695,2701,589,456,1020
EW033_RS01745,134,83,293,197,65,61,1018,1191,4141,883,719,1660
EW033_RS01750,133,96,294,174,69,30,1022,1105,3798,850,477,1549
EW033_RS01755,207,138,329,183,129,65,1757,2120,3930,1569,933,1742
EW033_RS01760,756,500,662,235,394,83,2565,2627,3718,3939,5696,3389
EW033_RS01765,639,417,522,198,318,48,1698,1772,2821,3136,5859,2961
EW033_RS01770,384,317,354,148,209,42,451,459,1688,456,576,871
EW033_RS01775,724,636,811,502,490,625,1232,1291,2428,1397,1419,1515
EW033_RS01780,389,352,367,234,273,206,445,464,1759,555,624,850
EW033_RS01785,164,137,280,220,97,60,380,360,3604,210,109,965
lip2,2260,1801,2303,1785,1579,1344,2152,1408,8313,1379,1415,3358
EW033_RS01795,849,919,943,772,759,431,684,461,3713,408,327,1191
EW033_RS01800,450,610,444,408,415,200,551,382,381,380,101,218
EW033_RS01805,4210,4851,3720,3606,3273,1535,5015,2962,5870,2887,1464,3148
EW033_RS01810,1329,1379,1081,1001,951,668,1294,633,1811,656,717,958
EW033_RS01815,840,869,810,699,589,547,546,434,1401,398,364,768
EW033_RS01820,1989,2320,1789,1638,1488,1294,1307,882,1635,778,638,855
EW033_RS01825,95,139,87,149,119,118,172,69,612,126,142,210
EW033_RS01830,315,389,386,478,285,273,476,172,2776,364,504,1065
EW033_RS01835,93,110,105,128,91,72,128,51,617,89,122,254
EW033_RS01840,290,288,293,403,338,492,282,250,610,280,340,349
EW033_RS01845,197,192,230,293,251,393,234,188,617,256,290,393
EW033_RS01850,50,66,76,89,89,171,90,85,492,79,86,136
EW033_RS01855,51,55,63,80,53,40,93,32,410,61,94,224
EW033_RS01860,38,53,50,55,27,43,85,18,539,55,74,186
EW033_RS01865,0,0,1,0,1,0,0,0,0,0,0,0
EW033_RS01870,0,1,0,0,1,0,0,0,1,0,0,0
EW033_RS01875,0,1,0,0,0,0,0,0,0,0,1,0
ssb,0,1,0,0,0,0,0,0,1,0,0,0
EW033_RS01885,1,0,0,1,0,0,4,0,9,2,0,3
EW033_RS01890,0,0,0,0,0,0,0,0,0,0,0,0
EW033_RS01895,0,0,0,0,0,0,0,0,0,0,0,0
EW033_RS01900,0,0,0,0,0,0,0,0,0,0,0,0
EW033_RS01905,0,0,0,0,0,0,0,0,0,0,0,0
EW033_RS01910,6,8,11,13,5,3,16,5,122,16,12,46
EW033_RS01915,45,32,79,92,28,33,83,23,1344,57,120,335
EW033_RS01920,102,41,161,173,32,43,220,8,3662,133,31,1067
EW033_RS01925,20,22,52,40,10,12,49,4,975,24,14,158
EW033_RS01930,21,8,33,25,4,8,31,5,537,16,19,179
EW033_RS01935,4,3,7,9,4,0,8,1,136,7,4,24
EW033_RS01940,28,18,56,44,5,7,94,3,1257,37,10,310
EW033_RS01945,22,15,52,55,11,16,50,16,893,33,77,260
EW033_RS01950,10,2,18,4,0,5,15,0,292,6,3,56
