,3074-CAW-0001,3074-CAW-0002,3074-CAW-0003,3074-CAW-0004,3074-CAW-0005,3074-CAW-0006
PA14_RS03020,274.6822736,560.8767616,296.5994269,278.7745404,277.8239186,265.4950219
PA14_RS03025,792.8669614,1355.344608,680.8607701,535.6942498,556.8650736,518.2006446
PA14_RS03030,1224.792807,1246.488623,981.2915318,1043.835024,1126.764265,963.3535146
PA14_RS03035,1206.2866,1369.363739,1378.777552,1167.884591,1485.071832,1465.464191
PA14_RS03040,411.1234917,455.0410851,493.2083792,469.937472,428.3864388,386.1806318
PA14_RS03045,377.5869255,354.6777455,413.1574866,444.7704099,420.4151941,415.9660574
PA14_RS03050,878.2324307,937.9674188,1023.242942,1023.975868,937.2999529,1006.899515
PA14_RS03055,243.4244041,230.9412379,456.675632,349.1998188,391.1220332,310.0568602
PA14_RS03060,14161.27949,15479.00375,22285.33457,17361.0911,16927.86023,15818.50898
PA14_RS03065,16986.7237,15672.75302,23989.86635,18662.11659,22741.1722,19310.35411
PA14_RS03070,74452.87814,82555.6881,115595.8437,116827.9548,101703.5139,90286.89641
PA14_RS03075,393.4225932,339.5692476,344.517152,549.7732874,422.3364632,359.8545276
PA14_RS03080,1697.690788,1485.333316,1931.222936,2685.466483,1986.873077,2141.554979
PA14_RS03085,2264.007465,1681.484774,2445.98866,2266.958083,2644.842322,2390.051517
PA14_RS03090,854.8402332,772.7784216,1078.983434,694.5544551,628.9301553,567.4840368
PA14_RS03095,1039.89273,1090.74111,1387.649986,1480.629538,1329.958027,1396.66664
PA14_RS03100,2527.417001,2976.247937,1894.309043,1514.824558,1582.31487,1487.049545
PA14_RS03105,6694.037882,9156.033334,5355.965677,4238.858229,4319.93533,4138.608313
PA14_RS03110,2800.502498,2231.973217,2629.78839,2869.371397,2534.862892,2501.968655
PA14_RS03115,1269.387213,1114.857034,1138.095573,1368.242279,1663.262891,1345.243854
PA14_RS03120,1434.208443,1193.300767,1510.324671,1498.005287,1870.548944,1680.391293
PA14_RS03125,804.4372066,811.8616009,823.1605315,798.0287986,854.447476,812.327683
PA14_RS03130,1248.204844,1153.415021,1071.092231,1502.258636,1305.606111,1254.900271
PA14_RS03135,677.9490293,673.0871481,649.2863187,894.0204363,674.193543,821.4995644
PA14_RS03140,498.1909486,466.6946116,380.3103786,533.4554562,443.5687749,480.1285781
PA14_RS03145,514.5690946,606.969831,565.7061324,364.0311257,357.7031468,338.043946
PA14_RS03150,2066.214046,1710.385723,2654.810187,1160.768855,1158.349583,1121.11923
PA14_RS03155,473.5720086,500.7927964,594.4670349,631.2125152,471.6312489,503.9923412
PA14_RS03160,231.1353319,171.7769916,252.5718947,213.1717867,220.6718815,177.9966156
PA14_RS03165,125.392826,198.7855942,119.7324421,87.22746756,101.4335426,104.180431
PA14_RS03170,295.4833441,392.7651187,309.816893,373.517234,287.3254548,323.9730509
PA14_RS03175,1337.481295,1298.124464,1116.86299,1114.544883,891.9332893,960.8850217
PA14_RS03180,740.861986,799.3258854,959.2413233,1257.659794,983.640959,1096.856441
PA14_RS03185,942.7490622,942.2453762,705.6003665,789.0309055,616.6995571,651.5716396
PA14_RS03190,307.8235929,439.5635658,431.8043599,1283.952397,670.3076088,876.9385855
PA14_RS03195,398.3399869,448.2792776,483.0909446,1730.661668,725.2089904,1041.732392
PA14_RS03200,149.7091304,175.0038681,193.2401008,312.0894979,214.8094124,199.9358679
PA14_RS03205,1127.02906,876.6887958,948.5920715,1804.647063,1133.497898,994.5947461
PA14_RS03210,376.5759356,435.360588,424.3132735,655.5304562,397.9201097,496.1119851
PA14_RS03215,368.8491242,423.3599541,474.6176691,940.9459216,434.6694827,497.0163494
PA14_RS03220,743.2228257,834.8898153,837.8318972,1681.546548,846.8378836,962.3494148
PA14_RS03225,479.4961762,520.2214226,482.9285682,971.8871528,424.5609877,588.7021148
PA14_RS03230,2161.005457,2173.232783,2452.793392,4839.143479,2626.334573,2931.60497
PA14_RS03235,441.6461118,388.7772529,427.6767591,867.3803801,463.1584421,607.8089043
PA14_RS03240,1839.784407,2366.396322,2396.012966,5314.045996,2329.135731,2904.234033
PA14_RS03245,926.7388229,1114.567287,1108.909566,2441.538818,1199.415661,1254.960291
PA14_RS03250,1101.468102,1206.425406,1221.686158,2516.620565,1328.517024,1354.691375
PA14_RS03255,3659.263269,4786.226645,4898.200112,8956.019785,4447.410939,4905.661591
PA14_RS03260,1301.014206,1301.452552,1482.714382,2255.042643,1306.803039,1455.101423
PA14_RS03265,174.6246483,189.5190813,200.7032961,398.8896832,156.5943446,246.6822842
PA14_RS03270,833.5171076,950.085803,1020.848456,1881.787492,919.1108124,1147.613397
PA14_RS03275,341.5483471,499.9877714,503.1274175,731.6186289,480.6400307,635.5033852
PA14_RS03280,204.7936255,272.4238117,295.9593038,270.0493003,236.9404166,301.8783534
PA14_RS03285,156.5938778,133.6767729,186.4914139,380.9606032,221.0397155,213.2311943
PA14_RS03290,773.5292306,929.7254901,950.9943766,2329.613652,959.909776,1285.237264
PA14_RS03295,755.1612884,869.8579414,775.4462639,1917.357973,850.9178225,1050.536811
PA14_RS03300,375.4624966,394.5395177,446.0643375,1091.697169,380.8908973,613.5508047
PA14_RS03305,1565.864868,1945.780155,1993.706049,3857.087074,2056.630638,2251.469159
PA14_RS03310,208.2149141,303.1291955,264.7832406,559.9254712,277.6849158,354.0145878
PA14_RS03315,560.4193658,598.7120513,620.1175888,1080.175488,701.9590205,720.5611206
PA14_RS03320,540.4697265,645.4873445,624.0154764,1138.217854,687.9042697,774.1455349
PA14_RS03325,492.6929439,530.6526452,594.1028915,1263.458007,643.9826456,677.791155
PA14_RS03330,2182.02664,2388.840807,2456.081978,4700.537431,2903.123036,3018.340813
PA14_RS03335,944.5825019,788.0055606,806.3897552,1395.788853,946.741662,1033.574739
PA14_RS03340,343.8045911,378.8552684,323.9997748,478.5931706,309.4162165,428.7273071
PA14_RS03345,361.2510573,327.253089,394.0314571,608.7136891,375.1529259,549.5157418
PA14_RS03350,875.119364,930.2173252,765.4832503,811.0747098,690.7867019,757.1587474
PA14_RS03355,2128.62043,1753.011202,2265.5349,3017.696498,2381.706625,2034.558433
PA14_RS03360,1043.207911,1095.302005,1010.223646,927.4360526,980.1848242,1031.502069
PA14_RS03365,1412.945398,1637.91185,1238.74713,1722.043654,1272.803507,1471.511396
PA14_RS03370,217.0611315,268.4936206,212.3005061,280.3136134,192.958261,222.6076558
PA14_RS03375,635.4597775,540.6990457,514.4196706,886.5289909,631.1363907,603.8255527
PA14_RS03380,2206.070223,2223.697763,2111.892961,2973.930053,2349.087928,2958.772384
PA14_RS03385,1009.243794,1111.546818,1233.590633,1605.709285,1320.843661,1318.279897
PA14_RS03390,2065.813071,2057.430526,2083.050355,2198.773071,2261.051285,2429.180537
PA14_RS03395,507.3274808,603.936476,567.2001092,478.9100829,592.5918604,528.0828577
PA14_RS03400,425.3896141,542.8647509,372.2595371,447.6610538,405.8857838,378.1429731
PA14_RS03405,699.1411784,892.5566941,716.8716355,536.7394058,470.5378606,549.0813121
PA14_RS03410,163.3285854,217.8966189,160.1860829,143.576617,125.5446204,139.4381961
PA14_RS03415,1376.536357,1370.980181,1163.836756,1042.021262,1057.874669,1023.30394
PA14_RS03420,543.7772559,631.8888506,596.5627141,767.9901514,643.3419703,616.2487479
PA14_RS03425,458.0778519,496.1161116,409.2058614,546.8631348,447.4107158,477.8824579
PA14_RS03430,7137.064028,5112.042092,7420.697076,8826.813498,8231.872946,5662.229461
PA14_RS03435,2249.944969,2281.319823,2092.095509,1809.518322,1957.838435,1827.980544
PA14_RS03440,4774.185805,6281.86838,4778.360547,5209.799009,3949.79483,4837.698018
PA14_RS03445,2352.485312,2369.98465,2654.523136,3742.770832,3153.484223,4055.392959
PA14_RS03450,336.8842101,770.5629446,457.3681204,4109.624887,526.937484,459.210239
PA14_RS03455,1,1,1,1,1,1
PA14_RS03460,1,1,1,1,1,1
PA14_RS03465,552.3607511,754.2881757,736.1265521,2417.31539,615.0329953,1185.603585
PA14_RS03470,1,1,1,1,1,1
PA14_RS03475,672.7767317,687.395692,522.1337119,588.5678793,489.515591,458.6649963
PA14_RS03480,545.6235105,600.9670157,514.2228825,626.4032988,551.3253011,568.1984162
PA14_RS03485,729.4594641,717.5880226,698.8330359,1001.29891,803.85919,755.031487
PA14_RS03490,1,1,1,1,1,1
PA14_RS03495,1,1,1,1,1,1
PA14_RS03500,1,1,1,1,1,1
PA14_RS03505,25739.40351,37814.39718,18452.10773,11251.85308,11933.49491,13700.49122
PA14_RS03510,1,1,1,1,1,1
PA14_RS03515,2272.462859,2636.307607,1927.947432,1854.35147,1742.626896,2079.010026
PA14_RS03520,3303.442459,3870.874987,2412.04482,2384.918086,2345.054928,2532.664041
PA14_RS03525,6538.694935,10809.69352,4550.331699,2820.296252,3352.619405,3937.002737
PA14_RS03530,9987.971574,14464.95285,6589.311435,4903.00664,5343.602584,5846.607391
PA14_RS03535,5895.122184,8254.287652,3657.337374,2848.384121,3167.928371,3436.511329
PA14_RS03540,5240.428254,6834.475928,3007.199781,2558.541644,2675.481801,2572.440513
PA14_RS03545,27524.48596,38813.07188,14438.93786,8716.577094,10379.74226,9837.72492
PA14_RS03550,38108.83805,48993.27117,20257.38037,12976.22392,14499.41426,14595.56056
PA14_RS03555,5698.162304,8323.963941,3707.368999,2692.821714,2646.187363,3082.937656
PA14_RS03560,6905.580592,9047.88577,4222.562319,2808.64973,2890.847922,3201.059993
PA14_RS03565,33547.62467,46515.79295,19715.25841,12564.78182,14161.61323,13947.99373
PA14_RS03570,15183.23932,21833.89653,11091.55484,6753.791844,7121.759491,8382.378782
PA14_RS03575,5817.259714,8120.917406,3756.472955,3630.445802,3564.215864,3223.995467
PA14_RS03580,6430.918095,8805.303401,4209.077913,4047.027677,3907.599787,3562.541241
PA14_RS03585,4049.758043,5902.170982,2275.932413,1483.288999,1755.334179,1638.598291
PA14_RS03590,2094.814818,2945.577916,1075.190812,700.1081544,916.1703097,812.5833536
PA14_RS03595,6569.864952,8861.91639,3479.815256,2724.68739,2955.040115,2868.363203
PA14_RS03600,2671.536476,3517.78111,1319.322454,723.0336592,939.5245175,873.1181005
PA14_RS03605,2870.849528,3715.615498,1417.607081,858.5322389,1073.79137,1156.724035
PA14_RS03610,5779.588248,7919.787468,2862.180616,2061.810463,2331.666923,2259.6694
PA14_RS03615,4408.841815,6020.505876,2190.215331,1385.574914,1592.805067,1495.237561
PA14_RS03620,1132.564108,1629.384078,604.4034142,363.7612357,464.4588588,495.0090187
PA14_RS03625,2623.852671,3277.845182,1707.61497,1985.545904,1712.607698,1647.995971
PA14_RS03630,5553.035871,6692.692431,3021.868152,2473.552834,2571.110679,2622.299948
PA14_RS03635,3032.092393,3835.62244,1614.385045,1327.120817,1448.196847,1345.390257
PA14_RS03640,6611.234626,8045.414304,3622.695922,2906.678918,3077.996765,3363.232965
PA14_RS03645,4970.206231,5732.369932,2900.757545,3038.648324,3005.747283,3013.619378
PA14_RS03650,3554.409039,6034.497811,2780.785983,2345.209353,2516.950276,2237.974682
PA14_RS03655,5289.076034,8784.296283,3517.534846,2297.725914,2769.436991,2581.079745
PA14_RS03660,3771.145241,5599.545434,2264.793816,1478.683937,1707.927477,1543.744199
PA14_RS03665,6887.75447,9675.496634,3719.257706,2535.869872,3068.4939,2882.33039
PA14_RS03670,2740.100323,3635.567837,1471.986781,819.6016054,1040.119807,1004.958353
PA14_RS03675,6512.595917,8474.079805,3409.342917,1723.667755,2433.879454,2070.312738
PA14_RS03680,15717.22608,17647.81559,8093.561656,7730.45706,8824.115749,7646.75534
PA14_RS03685,4623.142127,4728.870766,2351.190957,2331.586115,2536.522074,2257.127187
PA14_RS03690,5034.162251,6612.769961,2830.042493,2201.556265,2381.323653,2387.564512
PA14_RS03695,4086.253522,5954.319825,2425.489973,1625.2726,1917.238366,2076.202577
PA14_RS03700,7279.552247,10833.39643,3922.438196,3147.71673,3396.4314,3709.677355
PA14_RS03705,13002.00055,16793.9037,7089.926716,5940.480855,6239.989992,6742.369604
PA14_RS03710,4019.248324,5895.649326,2411.245783,1672.192242,1810.483107,2184.838611
PA14_RS03715,10275.16542,9662.554962,19201.65444,4526.154135,3522.800352,3702.666767
PA14_RS03720,736.4220427,1053.836253,872.8264432,1071.820797,845.2662286,996.0442319
PA14_RS03725,1331.509494,2115.382738,940.2404906,837.749436,825.7344007,743.9897835
PA14_RS03730,1913.769019,2226.671472,1534.645799,1591.5646,1344.54656,1740.77195
PA14_RS03735,5834.595803,8557.240959,4886.08078,3460.728383,4089.035861,4340.71504
PA14_RS03740,76406.35409,138936.6797,70943.16134,24421.69984,47558.67826,56727.82774
PA14_RS03745,19108.96475,39486.695,18100.47579,4578.759265,9529.237081,11257.27873
PA14_RS03750,17190.53709,25940.52396,13692.14637,3846.501085,9451.90229,9875.992325
PA14_RS03755,45638.47612,82265.67629,37014.80993,19683.22503,22645.14254,28389.0116
PA14_RS03760,3894.544804,4211.243263,3165.340532,5896.37269,5088.236454,6214.355243
PA14_RS03765,241044.3353,253201.0742,201536.5529,112142.9188,214282.7217,174233.1965
PA14_RS03770,362815.8607,330505.3271,292190.5513,188808.2135,364488.8105,269379.0259
PA14_RS03775,71686.40878,65467.89627,62508.90024,51037.8169,83051.17736,64799.49727
PA14_RS03780,58770.07015,53455.06378,49781.5317,36410.40077,63766.25352,52951.50247
PA14_RS03785,58773.20693,51703.27333,50645.23789,36761.52511,71283.47262,54471.38766
PA14_RS03790,122371.3243,133957.33,97146.27114,94442.78729,106743.0786,95922.25803
PA14_RS03795,8015.856687,7748.578755,6482.079502,4033.087526,8078.79272,6156.125809
PA14_RS03800,25321.98707,23137.83087,19794.36272,9949.50475,22385.26846,16952.98855
PA14_RS03805,24060.29982,28819.52626,20251.84883,8978.339905,17537.23885,13408.17255
PA14_RS03810,7030.448441,7092.369575,5020.815514,2983.791476,4677.315399,3770.220014
PA14_RS03815,965.4649,1371.543819,541.9857086,288.4645053,528.0702295,695.1668613
PA14_RS03820,1217.437504,1796.708938,554.5091668,333.055547,422.3710081,625.5511304
PA14_RS03825,2986.649036,5398.298359,1652.03324,660.0429062,1085.109561,1437.254169
PA14_RS03830,587.8751561,1191.120784,339.2100256,95.03025529,172.8462268,251.0968813
PA14_RS03835,818.2840948,1399.720442,457.8959517,114.5957159,260.2144016,290.0655194
PA14_RS03840,204.7063436,334.0976443,166.8689476,129.7397182,107.3806103,132.2051622
PA14_RS03845,143.3687714,231.2789253,68.4786806,55.60096434,43.63989121,20.90492555
PA14_RS03850,4202.645347,4034.035319,4755.963738,4290.196463,3478.944625,3621.061589
PA14_RS03855,6269.123346,5144.70272,5361.808581,2125.475627,2541.812682,3026.718944
PA14_RS03860,11492.88201,10467.74453,9721.586121,3186.90655,2565.922711,3317.827122
PA14_RS03865,10063.99856,8959.894315,9471.964772,2838.895443,1725.275451,2654.068701
PA14_RS03870,6338.747127,6523.606288,6709.083575,1838.642145,989.4746938,1494.486345
PA14_RS03875,879.7928095,1001.054635,1213.995198,584.8301991,507.3237885,561.0027373
PA14_RS03880,343.0661563,283.0044641,273.2871849,99.81483865,251.87854,217.0529168
PA14_RS03885,384.0528379,559.8730787,421.4167945,150.4256729,429.9091482,427.0274496
PA14_RS03890,1915.005739,2025.686217,1617.727616,948.4454573,1347.174481,1471.617477
PA14_RS03895,499.3376917,541.0428319,433.926234,316.8310678,367.1849202,368.1760572
PA14_RS03900,2849.730946,3162.969656,2203.875483,1385.412615,1734.244988,1683.764903
PA14_RS03905,1244.09074,1227.705657,794.1776773,789.0773946,655.2656067,727.2189582
PA14_RS03910,573.4091039,532.5348018,505.9166817,530.5261301,664.6343284,623.130274
PA14_RS03915,457.1288304,334.2644226,343.5980408,367.1546343,437.7690044,341.4718875
PA14_RS03920,808.5476567,1036.266243,709.5335043,412.1309499,689.6941884,658.1602106
PA14_RS03925,184.8105108,194.8420153,242.7489424,133.0941177,201.9579321,176.1646933
PA14_RS03930,69.96352142,106.9088667,176.3197655,94.40288208,87.50244959,109.3848935
PA14_RS03935,240.8511496,243.546814,303.2147236,285.926792,255.0461654,239.7672827
PA14_RS03940,1417.260262,1350.679813,1253.706562,1508.507339,1432.392347,1486.043879
PA14_RS03945,316.878068,263.8371665,256.5905984,212.9467646,281.9966082,256.1604612
PA14_RS03950,503.5202536,655.8781484,511.8672878,375.9346279,437.2489168,500.4683415
PA14_RS03955,261.7939596,232.3991529,183.1562345,135.4862843,175.175111,170.8847684
PA14_RS03960,316.1170413,303.3589362,235.0520251,176.6594972,223.2101002,153.9994086
PA14_RS03965,123.7932979,140.7033629,107.6475519,82.72336687,104.4098709,113.8239468
PA14_RS03970,2521.132104,2899.684056,2061.394626,1478.306806,1663.121669,1619.687755
PA14_RS03975,801.5357175,753.9055592,706.4389113,755.591677,727.2124053,742.1211946
PA14_RS03980,103.2515479,70.12903641,83.14355327,141.3562929,100.5194241,101.6417986
PA14_RS03985,50.35550147,42.79844574,44.38862147,67.84507564,59.32423555,94.68944416
PA14_RS03990,542.3517404,689.6301314,472.0081631,488.388358,527.5152532,523.6632312
PA14_RS03995,5286.675279,7587.095595,4829.897978,4331.887317,7807.202636,8323.311986
PA14_RS04000,954.01094,867.8344217,1129.10583,1975.799723,2046.904389,2480.398144
PA14_RS04005,49.93368592,52.35947041,66.5714183,63.75098377,66.54779687,67.3822641
PA14_RS04010,394.8095289,565.6014467,966.9201875,300.2859158,419.8714842,447.7861201
PA14_RS04015,880.2112495,1216.230535,2323.319741,595.1592749,762.3432941,649.4136956
PA14_RS04020,192.3019657,127.3122119,194.8358029,150.7507636,203.322815,208.0575166
PA14_RS04025,253.8976796,246.4983194,190.1416138,145.4682305,170.91834,167.6607293
PA14_RS04030,2755.518313,2677.771236,1778.82516,1988.410622,1855.707998,1736.60268
PA14_RS04035,231.1751156,204.2845093,147.0474137,116.9077693,138.290611,91.74883919
PA14_RS04040,123.8531713,79.27277089,101.4268425,99.18893604,62.97679793,95.82044444
PA14_RS04045,326.7172912,362.3429464,345.2946091,331.8671453,365.2005176,450.1212921
PA14_RS04050,308.2660071,298.5877153,318.7492197,291.9438278,323.7779662,281.618051
PA14_RS04055,1200.637568,1660.442444,1159.171248,758.4761469,1037.144359,1254.31675
PA14_RS04060,43.55536105,49.887878,54.27604527,75.34375336,44.64949646,39.81978427
PA14_RS04065,62.9715075,64.40913447,89.89889639,91.83161419,92.26666462,79.26494123
PA14_RS04070,83.67238192,86.54348426,93.50037849,99.80664732,104.4645763,91.86344612
PA14_RS04075,511.6977218,385.3688097,473.0546331,489.9558692,555.3305678,492.241335
PA14_RS04080,195.8178539,152.8978595,189.5255314,121.4381157,223.2329686,190.1282897
PA14_RS04085,324.5857829,300.9277833,289.3452199,361.5713358,312.271263,327.3964799
PA14_RS04090,290.5375855,323.7469969,264.6847014,217.3592978,266.4339283,224.1118929
PA14_RS04095,443.1757098,402.6333877,468.9528283,257.7082656,455.4348876,595.1555621
PA14_RS04100,556.3083693,399.5903687,579.9284077,359.2598744,753.5325383,884.2809505
PA14_RS04105,2879.626531,1996.968693,2872.374212,1888.128189,2208.969831,2241.270401
PA14_RS04110,1301.583363,1143.569237,1173.874531,1210.916776,1209.777484,1216.322428
PA14_RS04115,849.3904042,846.5403353,798.0033541,732.258386,834.4720973,1031.646506
PA14_RS04120,4600.780778,3326.642226,3242.142979,3296.857922,3254.20856,2778.878419
PA14_RS04125,1295.94071,1381.536535,1142.234381,845.9335321,1357.90139,1454.581079
PA14_RS04130,62.14636052,83.11959387,43.2898081,44.41145708,45.79750186,49.99098332
PA14_RS04135,127.3327749,153.3716476,148.5003581,181.8265419,193.4798213,179.4701375
PA14_RS04140,83.38311131,105.6815997,110.0825512,106.0752523,126.8860802,140.6187339
PA14_RS04145,231.3950191,217.8544844,234.6220833,222.534977,205.0786791,209.3940009
PA14_RS04150,293.3820917,277.5863853,434.6863552,312.2519995,526.6482891,404.0497135
PA14_RS04155,131.2847288,159.388143,119.5960557,58.84569622,135.3928741,156.2597824
PA14_RS04160,84.11087274,90.17214903,69.16036606,79.88124981,83.26411762,81.91499702
PA14_RS04165,1895.32035,1577.754475,2918.517493,3306.854835,3165.678433,3714.73093
PA14_RS04170,123.3203176,132.9556706,162.1065978,164.3992264,155.2845407,149.4170838
PA14_RS04175,273.2680534,360.0359105,383.9011309,323.482308,419.3587069,439.2608159
PA14_RS04180,308.4752646,328.5711499,240.2556086,202.197451,303.1766848,320.5467564
PA14_RS04185,776.1776063,738.8685955,592.2855176,709.218815,910.7921204,756.6697708
PA14_RS04190,3353.814081,4053.064727,2642.015106,3544.25576,3955.361938,4118.873206
PA14_RS04195,69443.30544,91665.93011,48332.1985,57960.16173,71960.62019,75003.06853
PA14_RS04200,1285.188267,1514.857108,1174.675046,1151.841906,1324.899304,1315.055981
PA14_RS04205,4927.526791,6270.105489,4696.346044,5503.17694,5199.106526,5421.517471
PA14_RS04210,82.18866306,113.7733616,113.621024,108.0429181,99.0465899,92.5842574
PA14_RS04215,188.6974347,182.8443833,191.8231459,299.1016378,237.4091946,245.3352285
PA14_RS04220,242.9833418,223.4878205,211.4805245,149.769184,257.9867211,291.6539898
PA14_RS04225,204.5053818,334.8548375,145.6211099,60.4343716,59.71863563,71.03728802
PA14_RS04230,1154.146783,1224.41338,658.0776432,100.8923165,107.1720131,110.5373177
PA14_RS04235,5429.347087,4575.37095,3075.872527,581.6655295,436.897185,458.8551533
PA14_RS04240,2362.002866,2771.610862,1561.331862,822.8359404,975.6588694,808.3134256
PA14_RS04245,887.511498,1085.566206,765.9604017,596.5904196,684.8532163,553.3707201
PA14_RS04250,5209.105713,6540.181691,5013.644542,2048.854757,2241.978923,2473.818602
PA14_RS04255,1641.894825,1835.666167,1404.055258,368.0949125,518.2412346,521.0687773
PA14_RS04260,1362.350305,1222.271443,1076.589094,218.6411889,550.5951151,570.1022954
PA14_RS04265,475.0015793,467.3974328,362.4298572,257.9856482,208.0482005,208.0820922
PA14_RS04270,323.9122006,288.0688791,280.6415868,250.9329303,200.8201188,217.6934666
PA14_RS04275,151.9423258,153.8730112,121.9778769,108.0124647,164.8150298,128.7897082
PA14_RS04280,299.0059742,248.3240875,266.4415002,263.6559967,269.7471674,249.8290617
PA14_RS04285,361.660443,345.1584515,409.0076452,425.2766986,487.1218882,405.043768
PA14_RS04290,121.8505033,152.0084064,132.3274908,121.1580959,105.6786623,130.1292074
PA14_RS04295,90.27615074,95.98936046,81.32638603,98.34553849,71.12795105,74.76670245
PA14_RS04300,267.2814677,219.0652136,262.538829,300.4716362,292.8333383,209.4212021
PA14_RS04305,169.5335506,224.617948,159.2428735,138.2342689,149.8636828,174.3316856
PA14_RS04310,481.899001,457.2216791,525.6038379,831.827171,681.2256749,677.655159
PA14_RS04315,9514.980602,8526.63627,10125.39802,16593.55061,12562.36089,14887.7385
PA14_RS04320,2742.357612,1639.206051,2415.031012,5147.103222,3318.574622,3617.47417
PA14_RS04325,1709.570259,1724.81032,2252.808551,3432.52616,2980.624665,2732.015588
PA14_RS04330,492.3727128,656.5704453,460.3173466,279.8808562,352.5920168,443.2070439
PA14_RS04335,98.60106334,162.592962,123.3358416,102.8514056,113.7831014,135.528617
PA14_RS04340,7952.788013,5676.480501,10390.22301,9173.464644,11588.72317,9972.938927
PA14_RS04345,869.1573065,748.8437945,1118.19261,1088.179621,1430.652922,1278.791195
PA14_RS04350,407.9031958,343.9566647,401.6399592,593.4377941,458.0184804,466.4523819
PA14_RS04355,475.7233405,488.0753227,519.826366,429.6791612,607.2526203,576.919813
PA14_RS04360,2399.296935,1836.068286,2779.9727,4341.90667,3796.436073,3369.236535
PA14_RS04365,676.4525832,689.2196386,833.098344,997.9239055,735.7317291,877.7261014
PA14_RS04370,921.4569786,1362.321032,701.9950269,642.8237847,769.0917997,716.2125557
PA14_RS04375,1111.996861,1191.244634,760.4359882,787.9209036,857.2665255,944.7913853
PA14_RS04380,238.1000973,246.41837,247.0513279,295.4771997,267.6409389,273.7036758
PA14_RS04385,115.8675685,169.291262,121.0809761,82.20766436,102.6886556,129.7482527
PA14_RS04390,90.8802375,64.60728748,77.72826454,78.36198293,77.60162726,79.9970004
PA14_RS04395,177.0150973,134.7009766,233.1514675,130.1070204,299.4403854,269.5094407
PA14_RS04400,34.74289335,28.35774089,29.74421915,60.9516977,36.96269386,35.96074489
PA14_RS04405,699.4254587,733.6509381,860.2021936,913.2417465,683.5357572,839.9863071
PA14_RS04410,109.4205802,109.4230376,174.5421424,99.11912867,131.2912537,135.3864927
PA14_RS04415,169.1327579,191.9384583,200.8930717,159.1013206,184.7387498,185.7264527
PA14_RS04420,107.4858546,115.8881305,133.6737152,116.3419032,153.0991752,174.0863528
PA14_RS04425,154.6085935,192.4218207,239.3077485,230.0442363,230.953404,219.7130269
PA14_RS04430,41.77833232,73.60426191,93.32538176,67.28069484,66.09954336,71.56394432
PA14_RS04435,238.9972156,260.6631802,298.8769857,275.418756,250.4150221,279.3523216
PA14_RS04440,103.7334448,296.0516327,146.0908995,137.1615593,160.2036714,205.6899649
PA14_RS04445,499.7968505,462.9777336,621.2129092,613.7945391,757.3461322,621.3644961
PA14_RS04450,334.2621057,298.5980637,403.7311241,388.0317788,514.1077678,437.9459447
PA14_RS04455,54.56806571,50.23026566,54.19633169,75.30190198,70.84361861,65.48482409
PA14_RS04460,97.58021115,85.13087772,83.52580055,64.76825634,61.82238899,59.36036262
PA14_RS04465,78.56239466,36.01606099,79.96235184,110.6168995,78.41876412,79.73253868
PA14_RS04470,1478.019922,1209.950239,1940.928153,3529.900984,2502.8498,2076.039244
PA14_RS04475,20.62859988,21.03114366,27.42873154,23.26616623,24.28309825,23.99230729
PA14_RS04480,260.7584148,315.5605397,291.5727331,358.1320937,320.1315376,305.8738581
PA14_RS04485,203.124718,212.7283792,205.6591714,322.9288445,248.2608568,213.844516
PA14_RS04490,895.6610139,857.319412,1557.263107,1441.887609,1009.476772,1185.582219
PA14_RS04495,5953.156063,4880.536393,9353.359994,4980.376175,5295.833318,5191.259891
PA14_RS04500,32861.96206,35565.33174,52544.78626,13364.83124,17442.90849,16353.36606
PA14_RS04505,36.02105922,54.6424475,55.81243171,75.64873223,43.40924423,39.99994192
PA14_RS04510,43.21622647,62.25272134,52.21364606,53.09099593,40.30008566,33.32936671
PA14_RS04515,1106.583038,1248.6479,1068.982856,418.7397308,707.7681349,691.3195911
PA14_RS04520,354.4002963,325.074144,275.7044991,206.9616571,254.7020392,263.5728574
PA14_RS04525,152.3132247,186.5599763,157.2417702,150.9711424,167.0040755,160.3950713
PA14_RS04530,366.4427472,243.5180667,330.9108992,371.6763291,374.41489,373.3940168
PA14_RS04535,89.67670718,78.66854524,116.363114,126.6141645,94.09785948,119.6933093
PA14_RS04540,1256.068127,937.1914615,1351.643527,1167.049469,1151.449162,1165.841543
PA14_RS04545,1710.487683,1587.187111,1440.950938,1708.921011,1486.296262,1409.31657
PA14_RS04550,991.6271764,1010.116515,793.1819296,933.1130053,939.2796874,1053.660956
PA14_RS04555,689.1924085,575.357561,558.4398171,1425.593551,1200.803191,1995.413466
PA14_RS04560,14786.11071,19185.19755,18224.20171,52438.18023,31787.5014,51262.70545
PA14_RS04565,204.4876636,209.0109476,276.1899474,354.900673,306.2839589,231.9981193
PA14_RS04570,501.2967254,468.3252456,541.572998,533.9211912,745.6377024,554.0609962
PA14_RS04575,156.6980048,163.9222634,163.4962459,154.5549981,221.4620979,209.9791541
PA14_RS04580,98.64814381,90.28919224,96.13687478,409.3860124,361.7083268,338.2710727
PA14_RS04585,169.1974482,237.8643577,176.1484048,130.3811052,183.4115141,184.9732449
PA14_RS04590,1328.583328,1704.314656,1209.124427,966.6367268,853.8293824,1049.066196
