,3074-CAW-0001,3074-CAW-0002,3074-CAW-0003,3074-CAW-0004,3074-CAW-0005,3074-CAW-0006
PA14_RS25625,53195.03587,46994.71823,61343.84601,52110.68143,49063.00575,46851.70727
PA14_RS25630,4669.453515,7753.483943,3610.527711,2547.788845,2834.595185,2837.935332
PA14_RS25635,7503.479295,7857.20235,3972.790496,4945.974204,4787.029562,4589.62638
PA14_RS25640,3523.513436,3789.077676,2255.849335,1787.52165,2960.988147,2569.710284
PA14_RS25645,317.979291,415.4246461,249.4821869,280.8581777,278.1077233,282.1109785
PA14_RS25650,12716.25296,15344.65937,7954.011871,5694.770551,6830.56404,6275.027212
PA14_RS25655,4858.38128,6914.997431,3514.520123,2871.956137,3027.006379,2847.866889
PA14_RS25660,627.3531569,884.1736931,544.6939376,382.6172214,492.4901295,568.9491868
PA14_RS25665,1,1,1,1,1,1
PA14_RS25670,1,1,1,1,1,1
PA14_RS25675,3149.774869,2786.779229,2522.359158,4078.84226,3067.696409,3292.046503
PA14_RS25680,3063.440255,3511.851194,2436.539676,2356.949284,2381.269184,2052.482207
PA14_RS25685,4887.69315,5585.110078,4801.598307,3346.485389,3369.930213,3265.307174
PA14_RS25690,2467.05301,2484.011264,2466.227203,1719.851159,1769.145513,1530.501772
PA14_RS25695,30801.77777,26749.10499,29938.09908,24549.70384,21880.22571,23474.48684
PA14_RS25700,3032.425528,2393.821726,2353.463887,2199.127446,1896.572754,1667.634028
PA14_RS25705,795.9847606,699.2410148,757.4600554,876.7866368,691.9130782,790.2202463
PA14_RS25710,1393.857152,1348.437557,1124.123634,1185.259302,1077.496151,1054.789939
PA14_RS25715,4084.582762,3886.681033,3236.859434,3821.936253,3450.039107,3304.093963
PA14_RS25720,10339.17893,11575.62123,9135.24053,7115.700138,7270.218458,7217.447535
PA14_RS25725,1114.659998,1214.753606,1168.453009,1387.200877,1286.189053,1313.782738
PA14_RS25730,3693.497792,3847.173024,4103.630164,6669.907322,4338.17038,5717.318711
PA14_RS25735,1570.257016,1885.916388,1078.895186,648.5819212,863.8679559,878.5094531
PA14_RS25740,3521.503985,3867.962252,2643.165416,1691.953261,2028.689,2102.186571
PA14_RS25745,16644.33949,20145.15101,13946.17626,8062.038738,9186.419814,10409.2175
PA14_RS25750,2091.582226,2647.417479,1738.252561,707.4939496,821.9284497,926.4998934
PA14_RS25755,1350.303505,1252.992445,1218.213262,1399.341141,1191.596437,1205.556875
PA14_RS25760,3879.061678,4738.487774,3683.092716,3014.932527,2578.411835,2773.013645
PA14_RS25765,723.4958845,705.1556839,633.9903188,678.5244535,552.9407165,544.5584129
PA14_RS25770,924.1966181,676.0105727,803.1980742,1414.813328,1151.04618,834.5198177
PA14_RS25775,1966.425753,1794.942608,1983.939065,2754.926283,2212.787199,2265.379441
PA14_RS25780,875.434239,1049.541865,591.8492732,589.7771016,639.2334084,666.6066964
PA14_RS25785,1597.750031,1616.963054,1649.567387,2197.430772,2003.533615,1743.957298
PA14_RS25790,807.7720962,803.4024218,865.1227277,1163.227043,1058.168015,1239.486635
PA14_RS25795,262.7432699,314.8151151,224.0656988,217.887557,321.2485205,263.0186881
PA14_RS25800,657.2188276,643.386119,591.3834255,609.4681419,619.9422419,562.6270087
PA14_RS25805,73.41610648,66.10094537,90.74404088,105.591581,101.6478296,106.6191666
PA14_RS25810,161.4589271,179.4127116,146.4861646,190.697656,216.2193756,184.4528155
PA14_RS25815,422.5171232,382.9491431,502.3280406,767.3117303,572.168197,520.9748796
PA14_RS25820,300.350655,249.620654,313.0134847,270.2462896,308.131422,324.4539681
PA14_RS25825,329.8915467,346.7636828,384.7781323,304.3473513,335.4718727,308.6063634
PA14_RS25830,3418.256635,4735.897036,3136.028597,2629.950627,2230.469956,3131.182755
PA14_RS25835,1848.007633,2684.379631,1721.232177,831.4155957,1334.501304,1323.069379
PA14_RS25840,544.9261822,735.6424897,596.9817425,286.6361975,500.8830566,516.2438931
PA14_RS25845,1340.125131,951.6128876,2153.514019,3813.999661,2603.84526,2303.873837
PA14_RS25850,4825.383866,3344.488803,7431.094497,7869.994979,8703.228748,6412.147957
PA14_RS25855,62.68922981,80.19924222,68.85123369,76.38608785,81.42839155,48.9505003
PA14_RS25860,167.2870897,145.8430674,145.501216,161.3297843,193.2495173,144.0468199
PA14_RS25865,110.8400918,116.2056979,122.371552,100.2551126,83.81349215,87.34000448
PA14_RS25870,863.8775366,1044.101318,1182.048897,735.8184292,714.3458931,661.8011553
PA14_RS25875,2116.391774,1687.734203,2555.445309,1305.377172,1908.771908,1812.532313
PA14_RS25880,4147.223261,3646.212681,4719.554604,3465.430813,3782.7219,3930.616785
PA14_RS25885,190.8020022,231.0931522,256.6036711,109.6591663,181.9184806,177.5707936
PA14_RS25890,51.4757129,91.53502644,64.5003373,38.31315691,65.80986695,69.36403887
PA14_RS25895,149.67821,190.8484289,172.1816992,154.6975995,298.6773447,268.5864103
PA14_RS25900,382.8867697,396.2398034,438.340448,501.5243715,619.154223,619.8275196
PA14_RS25905,414.0201001,398.0390046,425.6431197,513.6486347,718.7244724,681.2691178
PA14_RS25910,1036.591677,1135.408711,1012.624093,1196.556661,1239.621528,1342.195398
PA14_RS25915,338.0474607,299.2299973,297.610579,325.3220951,331.0412069,336.6528808
PA14_RS25920,67.03492378,76.30561936,67.17288094,59.3571945,50.06635774,65.70303004
PA14_RS25925,377.5623243,376.0094212,389.8215399,452.1789429,399.2290798,423.2554985
PA14_RS25930,446.641656,551.6406646,441.4630865,500.2827853,544.2795421,442.7262176
PA14_RS25935,109.5776683,175.7914143,132.9880681,97.58640018,133.3049553,86.02910955
PA14_RS25940,157.3861087,176.9903632,120.3838123,109.5857197,122.5500872,103.6995411
PA14_RS25945,239.5750733,245.2702767,169.6390384,127.6826775,183.2560985,168.23954
PA14_RS25950,148.3521988,135.6416097,99.85598535,198.2056118,179.7277041,160.7165177
PA14_RS25955,364.1954277,312.3909827,305.6576786,286.0621874,245.9942869,270.2410447
PA14_RS25960,155.0670874,146.3319002,172.4914808,131.3834368,137.7692018,164.2031849
PA14_RS25965,1,1,1,1,1,1
PA14_RS25970,599.2897963,546.2937093,607.5342781,482.8790291,618.6883252,686.0286417
PA14_RS25975,473.7575091,399.6468755,443.560781,497.511478,484.4340625,587.3391517
PA14_RS25980,209.769919,189.9444832,225.990607,266.819815,225.4246701,212.745042
PA14_RS25985,368.3138911,277.7166762,386.7351271,521.8180361,475.0685856,425.3633726
PA14_RS25990,1185.034216,923.0922361,1248.945666,862.8924833,1262.502037,1159.970982
PA14_RS25995,836.418986,906.0161772,818.6165365,610.3055924,778.133564,806.1229023
PA14_RS26000,218.8394918,205.7950256,267.1295933,207.980232,215.3698219,242.0990487
PA14_RS26005,110.9411365,122.5216168,218.4051401,183.4358359,162.117239,163.2837375
PA14_RS26010,265.5599914,172.1605044,495.0199985,215.3052965,235.802957,265.3769027
PA14_RS26015,1525.549207,1337.982007,2023.805599,2099.974363,1674.758084,1719.80586
PA14_RS26020,3639.753417,2609.509611,3976.603485,7255.030681,4873.545506,4439.670831
PA14_RS26025,308.216866,257.1948599,356.0317272,308.0342583,308.1784133,313.2724303
PA14_RS26030,120.4927055,107.7555972,132.8129211,111.053419,150.353579,153.829736
PA14_RS26035,68.39256063,74.68077531,61.36176178,58.03350662,50.48517861,47.87221651
PA14_RS26040,242.075204,216.8443435,183.9945853,114.4820817,223.9785245,200.382221
PA14_RS26045,14.74401971,16.75684922,18.12389333,24.39047585,19.01804442,21.36989034
PA14_RS26050,84.72926799,88.61795932,94.12628172,100.5005091,98.09400065,92.13788011
PA14_RS26055,25.01489168,32.23362862,34.38412196,38.10400135,33.65678343,30.76222605
PA14_RS26060,68.16122694,96.42515802,81.61078985,67.1962445,88.13893749,117.8970656
PA14_RS26065,149.2119219,180.8112457,197.3438158,146.6247055,194.4091754,212.4320155
PA14_RS26070,59.75818394,42.18217265,57.94183621,47.65245378,62.10168894,58.06671847
PA14_RS26075,369.0619003,351.2369954,425.7002125,436.4719103,509.7528055,490.54987
PA14_RS26080,20.24793112,11.45991152,7.651247544,13.76249658,8.218861149,16.40404044
PA14_RS26085,42.32119325,37.07123569,34.47001927,30.79317239,50.1303013,34.94227412
PA14_RS26090,420.4533705,387.5221596,376.4412721,533.7254516,403.0159146,456.740528
PA14_RS26095,34.22175873,48.44928601,38.75039201,43.94103662,48.89038971,34.80288503
PA14_RS26100,416.78022,367.9887879,338.591278,301.6017522,332.5932318,317.2191376
PA14_RS26105,225.8392449,265.4707314,368.3731245,240.6995109,314.4690012,373.8710622
PA14_RS26110,1038.378715,1038.205269,1381.32109,974.053362,1045.070823,1047.417573
PA14_RS26115,157.2915109,120.6681399,166.682473,210.0834932,177.4010822,164.5822567
PA14_RS26120,365.4846486,377.5945156,353.8774446,249.019343,297.7372668,300.6287136
PA14_RS26125,376.4611032,293.0753864,329.6131523,156.0157643,213.8942664,275.1130947
PA14_RS26130,843.3156982,960.9243185,1008.011931,974.8990321,820.4542054,971.3241355
PA14_RS26135,166.0806287,188.2820035,198.6887669,211.0958783,226.9147216,266.8089034
PA14_RS26140,210.7656574,195.048217,192.024103,247.5302442,310.2995942,276.862529
PA14_RS26145,85.77153293,84.6041191,73.75110193,261.6395812,244.2674298,237.9650682
PA14_RS26150,223.5244752,228.3120192,226.6204116,1274.73708,1041.956259,1233.963495
PA14_RS26155,102.0790148,128.3501347,97.50525032,199.3747639,177.821875,203.4727803
PA14_RS26160,1625.910354,1687.092078,1545.141235,1153.178397,1124.03559,967.8301012
PA14_RS26165,144.2656979,127.8011847,157.2368983,98.79379313,96.82928927,102.8567027
PA14_RS26170,938.232067,948.5263224,989.2909026,659.0325901,798.8860903,688.8576139
PA14_RS26175,3840.094237,3854.33165,3551.362713,3770.619872,3186.846907,3595.249057
PA14_RS26180,11960.59881,10839.88627,11326.18202,14419.74468,13301.21118,13488.28683
PA14_RS26185,264.0189184,217.0815042,250.8766344,298.966702,336.6010811,296.6785885
PA14_RS26190,450.1434447,466.1252967,351.1340273,350.9593186,395.4145093,347.3504124
PA14_RS26195,267.322044,369.9906493,334.0735609,388.2085278,297.5715932,405.5106516
PA14_RS26200,436.6226008,898.6858023,631.6593844,403.5196167,475.8450324,555.3340321
PA14_RS26205,2627.173929,4145.833608,2444.842818,1442.287941,1837.723496,1985.369749
PA14_RS26210,114.5430012,100.2389919,101.8253526,91.13693832,99.60691523,102.8507141
PA14_RS26215,261.0233392,244.4877719,246.2756191,189.1976029,238.9537503,230.3850035
PA14_RS26220,760.5962417,745.0854086,533.0558919,576.7514837,616.8513253,535.787458
PA14_RS26225,1802.478081,2174.887407,1363.253364,1800.970706,1532.385963,1593.485306
PA14_RS26230,233.9932333,353.7432968,190.0839222,156.750833,143.5857333,154.8980959
PA14_RS26235,720.174147,1092.22245,491.8000257,404.5978939,410.4347291,461.4263238
PA14_RS26240,539.014398,612.6870296,337.2891266,296.8731895,331.9120047,284.4669034
PA14_RS26245,1694.047955,1700.551521,1990.612924,2244.533635,1915.92185,1894.953853
PA14_RS26250,124.2488338,111.0862158,131.1719559,172.6914205,129.9764104,110.6807872
PA14_RS26255,261.6357728,225.3715505,165.7291995,234.378756,208.5899009,190.8225026
PA14_RS26260,87.0743987,62.32757598,86.10842528,63.76786614,69.37134734,87.04185513
PA14_RS26265,117.1921398,88.83239605,118.1958442,130.6457787,124.2636047,140.7920049
PA14_RS26270,55.48006605,39.69589722,44.02655331,60.55988246,57.75070286,64.69193676
PA14_RS26275,90.136111,99.27177616,76.27336794,92.02752348,105.5649942,115.3118285
PA14_RS26280,162.8138929,181.3515794,145.6606118,149.4283939,139.7455371,163.7173035
PA14_RS26285,42.32119325,62.2943969,47.82029086,3.673264032,36.42104218,33.47763016
PA14_RS26290,32.46290044,77.44000819,20.72212859,15.77054705,25.12118649,22.22542343
PA14_RS26295,92.98070116,155.302969,54.77017557,36.18573072,30.64972023,52.67148756
PA14_RS26300,61.0103034,87.44754637,48.02750639,26.93726737,43.8546829,32.41750155
PA14_RS26305,846.7228427,1091.513304,750.174805,806.4246901,838.4058656,882.1242084
PA14_RS26310,800.599553,824.0551026,783.7930662,1156.334837,974.6490372,1094.286659
PA14_RS26315,1540.97314,1348.145038,1566.258909,1748.902322,1809.662568,2529.318497
PA14_RS26320,138.644733,137.6353265,117.3254757,74.98846048,145.6594003,126.206902
PA14_RS26325,478.4531987,519.4809376,349.0722834,235.9569736,290.9761305,327.1043194
PA14_RS26330,893.6412679,988.2443557,585.0560357,411.205286,559.0257778,445.0192706
PA14_RS26335,1657.715828,1530.778152,1992.063609,1461.444169,1384.254983,1526.848284
PA14_RS26340,5190.000636,4743.831332,6387.302224,3979.098784,3265.409026,3520.820594
PA14_RS26345,579.5217509,616.1176265,644.7548902,421.1723745,403.5201761,499.3425373
PA14_RS26350,11656.18452,10398.50856,22918.18223,7072.17373,8574.994318,6493.78768
PA14_RS26355,2073.733806,1871.458057,3951.117404,1462.868121,1970.28143,1795.735312
PA14_RS26360,887.9496115,763.918013,1350.216464,1522.711592,1184.997253,894.2931405
PA14_RS26365,3602.143649,2592.273098,4778.357235,4917.901076,4095.136995,3553.024693
PA14_RS26370,1393.88517,1157.461106,1753.937349,1423.448912,1248.084588,1321.938184
PA14_RS26375,61.1579863,32.54696244,56.33232063,53.16887369,52.28988528,49.58032076
PA14_RS26380,109.7450455,93.91654953,89.90216789,133.2904863,122.3194488,128.068468
PA14_RS26385,22.75748619,10.00805071,26.92282698,21.50083822,20.67671369,19.41702946
PA14_RS26390,33.65718469,41.91227709,41.95433552,51.69506296,35.35643722,44.80537786
PA14_RS26395,108.9536335,158.4831884,131.8035483,105.4961398,74.41119589,101.1666943
PA14_RS26400,267.1844063,187.6139509,211.4825768,176.807002,237.9837077,189.263054
PA14_RS26405,473.7039856,346.4295055,388.6921066,417.6188437,377.5526413,401.8983934
PA14_RS26410,217.8425553,312.539343,291.284475,272.4092722,377.1503619,297.0242682
PA14_RS26415,323.4722183,477.0606892,439.9089064,162.2573139,709.6874579,431.5637865
PA14_RS26420,150.0605145,166.2662801,138.4303625,114.6223047,125.1397832,122.7539808
PA14_RS26425,58.89482634,83.24520679,64.92335276,49.39315777,79.93442218,70.22575379
PA14_RS26430,78.25311625,90.86211611,63.81296218,66.90239719,95.96991432,96.00932296
PA14_RS26435,353.7658556,327.8458903,198.5332724,249.0568706,251.6974866,240.1462883
PA14_RS26440,344.9178543,416.4957604,122.2260509,55.19283168,257.8395919,239.6747305
PA14_RS26445,2136.998233,2379.87981,840.7878435,719.817317,1745.44478,1432.963354
PA14_RS26450,1625.830339,1851.112036,652.9673296,1391.359002,1385.478877,1189.016483
PA14_RS26455,694.5539737,693.1534689,631.926957,753.0928825,649.9175969,621.477349
PA14_RS26460,264.8884264,194.5932693,194.370882,275.2523365,269.5724029,225.9343785
PA14_RS26465,845.4033389,784.0278,901.1359721,976.7604668,999.1032725,1090.480306
PA14_RS26470,126.4234254,110.9335546,151.040779,114.6180622,141.3086921,192.2836121
PA14_RS26475,123.6847654,123.428864,108.3557272,112.3528959,153.8462641,164.1706024
PA14_RS26480,161.8367676,98.78886279,128.0201417,138.9718142,156.5544493,177.2762305
PA14_RS26485,94.09851171,93.85446007,112.3777025,74.68970008,147.5706188,167.0533727
PA14_RS26490,163.5043264,172.6363551,241.148947,249.3626359,263.7344091,279.8893923
PA14_RS26495,369.2939967,394.8141811,503.7660191,414.9483614,528.0702295,519.4993018
PA14_RS26500,728.8868184,694.7615002,638.3540513,526.9378492,662.038359,638.2837019
PA14_RS26505,273.6771168,364.0717526,352.9556242,331.7020228,339.8736016,370.5784044
PA14_RS26510,372.4711823,248.1373332,531.7922713,344.3801074,514.9333857,455.5021331
PA14_RS26515,580.1258114,345.0651583,813.7252792,756.0600423,775.5957028,603.3569699
PA14_RS26520,392.8383592,326.1012136,507.6614849,436.2323649,410.8030264,395.860141
PA14_RS26525,277.6660537,201.1080889,331.7109898,249.3744761,258.3023574,196.1808893
PA14_RS26530,448.0829434,376.1986861,463.9762023,609.6439069,499.4050155,477.2459022
PA14_RS26535,4267.338975,3366.717605,4856.038014,7083.445179,5503.672848,5164.288919
PA14_RS26540,339.3593612,339.6485771,343.7540736,363.3270577,331.013214,305.797542
PA14_RS26545,8523.226759,6452.810755,11508.92928,17793.84907,12894.04229,12471.0559
PA14_RS26550,5036.416918,3561.37836,7074.760038,11923.01931,9181.378105,8681.592554
PA14_RS26555,2822.35158,1960.462051,2635.32833,2943.347162,4356.566954,3660.149851
PA14_RS26560,102.7086942,46.24245221,119.1681922,76.13451333,91.30082554,65.70915571
PA14_RS26565,665.5651115,635.3100363,658.3436293,816.4088436,726.1692351,686.8213137
PA14_RS26570,538.5546724,818.7396762,724.9014176,469.0776654,540.2330154,619.9241942
PA14_RS26575,308.1431692,323.7276987,353.5886119,333.5011671,403.1605038,431.3732782
PA14_RS26580,7137.642855,10001.64026,7752.973401,7298.083793,4935.946356,7740.805585
PA14_RS26585,1392.388415,1853.252831,1496.763949,1295.83831,1206.893786,1495.480102
PA14_RS26590,827.6867202,797.0320896,994.9850234,1025.362269,880.5981481,847.6688724
PA14_RS26595,1374.597952,1159.649414,1484.179634,1692.962146,1556.349652,1439.84121
PA14_RS26600,300.1134154,403.917824,370.2510457,346.0834159,378.5701894,341.1612546
PA14_RS26605,688.1875584,712.2776937,680.9834847,545.0440418,721.435197,538.4796448
PA14_RS26610,843.2104872,1213.403363,824.8322893,802.4368224,686.4201054,773.8279348
PA14_RS26615,6649.084514,5734.201951,7307.721814,6131.660057,7921.116058,6819.087586
PA14_RS26620,4073.826999,3037.359585,4785.440448,6125.08861,6138.906579,5565.694476
PA14_RS26625,1973.221231,1995.901765,1776.363355,2618.13178,1885.409255,1977.897571
PA14_RS26630,2871.627692,4201.03765,1617.25785,1125.633925,1368.075372,1415.911128
PA14_RS26635,4003.369324,5440.343387,2128.512725,1335.466434,1704.222514,1560.669135
PA14_RS26640,1877.46201,2758.608482,996.1139652,539.1788142,674.5712396,649.5185865
PA14_RS26645,3048.59756,5163.914863,1791.704497,1016.219967,1321.182454,1296.377346
PA14_RS26650,1933.5388,1785.352212,1695.478765,1160.961166,1424.160471,1528.481102
PA14_RS26655,8675.098961,8462.604333,7708.529721,6388.460079,6640.18168,6059.02524
PA14_RS26660,1,1,1,1,1,1
PA14_RS26665,1,1,1,1,1,1
PA14_RS26670,6610.725981,7017.707005,5932.419897,4024.586924,4384.984416,4349.605976
PA14_RS26675,3739.21834,3639.082392,3265.151007,2575.268247,3293.88849,3203.272906
PA14_RS26680,1415.714855,1011.022227,1104.282823,1428.457106,1264.778471,885.0391718
PA14_RS26685,4546.844657,4121.100696,3847.061026,2951.948834,3111.050288,2582.015597
PA14_RS26690,6029.559951,6348.579023,5612.679639,4551.145517,4772.117995,4035.167931
PA14_RS26695,8580.52972,8126.998992,8354.495523,9841.974069,9296.803195,8296.413007
PA14_RS26700,5889.792121,6934.41277,6681.248483,8207.800786,6885.482312,8503.935859
PA14_RS26705,6604.304849,5320.551204,6066.926003,11479.38713,8796.555515,9003.598448
PA14_RS26710,6160.898277,4969.007486,6838.679203,5128.236211,6283.301094,5377.589815
PA14_RS26715,3668.934669,3809.317966,3695.88205,3261.2131,2880.051711,3073.647491
PA14_RS26720,1002.73801,826.5704627,989.3526197,1234.383528,1028.234779,975.6642796
PA14_RS26725,1227.79246,1171.149877,1275.627156,574.6931329,1365.792877,1295.830226
PA14_RS26730,1774.641628,1385.684405,1783.327554,1904.619377,1829.029971,1729.370177
PA14_RS26735,1685.578381,1568.85902,1897.753636,2589.286697,2079.988736,2332.859975
PA14_RS26740,1740.42991,1675.989041,1534.377761,1694.18652,1448.504047,1472.766499
PA14_RS26745,1202.798284,1084.63356,1148.942593,979.8309142,1041.025,840.8840093
PA14_RS26750,966.742596,928.7049408,907.3579552,983.3512333,779.0310387,860.5111048
PA14_RS26755,992.1490074,1118.275546,1368.930986,1642.897775,1496.530535,1872.086006
PA14_RS26760,309.4805644,392.8206604,365.4410777,269.3072017,300.1506537,277.0360668
PA14_RS26765,512.4642308,605.7572683,413.6535061,327.8915698,379.0622556,378.3718633
PA14_RS26770,2855.296796,3141.667968,3306.540827,3834.742527,3437.488091,3660.931337
PA14_RS26775,2361.552675,2286.542469,2489.0871,2945.949532,2665.61369,2411.244112
PA14_RS26780,1035.634345,1120.310948,1087.992578,1371.576143,1097.535584,1108.581406
PA14_RS26785,1856.494081,1737.309408,1935.999682,2852.709253,2380.965499,2350.3909
PA14_RS26790,187.0205509,214.2045775,200.2753425,210.9008793,260.4816621,262.8305197
PA14_RS26795,2065.181694,2099.930696,1916.523536,2059.753531,1976.098301,2242.973717
PA14_RS26800,2682.679517,2340.814669,2484.30054,3765.328446,3007.923166,2495.767799
PA14_RS26805,364.3512172,325.1252966,301.7188454,290.5486619,373.052276,316.8334836
PA14_RS26810,476.8507579,501.9232619,276.4232201,157.2354815,298.3533157,300.5645394
PA14_RS26815,1205.975598,1521.834755,785.3298913,605.1747566,648.4063907,592.751665
PA14_RS26820,300.5951663,402.3859161,320.0927077,276.9300883,311.3878839,336.3781067
PA14_RS26825,450.6760582,456.6132772,403.8724706,442.2722763,454.1049649,426.3306595
PA14_RS26830,506.6100897,579.7792939,596.4064294,439.9735545,511.2474741,529.914943
PA14_RS26835,1571.963495,1508.857662,1394.537486,1262.834618,1094.825328,1215.516701
PA14_RS26840,521.4177914,581.8647345,588.5756306,655.5599915,551.1732265,694.7383852
PA14_RS26845,1053.017721,1111.306459,857.7979155,1041.237889,915.6655913,861.1203069
PA14_RS26850,1687.635938,2010.227407,2014.973291,2060.001968,1986.605919,1917.182552
PA14_RS26855,1087.31708,1022.200155,1274.87846,888.4501376,871.4191454,870.3555088
PA14_RS26860,733.9495049,732.7082248,1006.542239,513.6297653,770.0135377,752.9269034
PA14_RS26865,541.9597876,389.0924025,809.7057992,410.2872466,689.6545106,494.6063666
PA14_RS26870,611.6489248,391.3669178,1069.796001,359.3398187,616.8940837,508.0536352
PA14_RS26875,525.7025782,294.7085284,795.2829879,467.0861963,487.4089728,346.3157042
PA14_RS26880,245.9910473,196.7026522,297.1163115,121.8936871,242.3414712,197.3368398
PA14_RS26885,351.2075381,264.9475543,352.0122927,385.5702688,346.050553,279.3751712
PA14_RS26890,1143.872073,829.0463779,1180.635572,911.4255475,1048.116232,1039.783895
PA14_RS26895,598.2347893,514.5088205,646.7969206,462.6829096,582.7838144,526.1573504
PA14_RS26900,804.4890644,893.9535126,734.2644794,487.0871118,654.0469992,575.0091088
PA14_RS26905,514.3337448,452.8027783,494.9685329,405.877625,457.9711792,487.9335922
PA14_RS26910,81.25496134,127.9066621,162.9331104,62.20060035,88.03797156,96.73175709
PA14_RS26915,521.2035138,447.6864987,540.0027709,379.1297874,510.4550094,526.7333514
PA14_RS26920,205.3676311,203.7080242,180.3105998,162.3827531,199.3475411,176.0778959
PA14_RS26925,543.9291749,576.6611419,520.7694472,192.0880154,420.1495125,355.6602668
PA14_RS26930,211.429577,171.3750646,200.1598218,210.6714493,186.5082968,215.1556626
PA14_RS26935,56.02021441,53.59691287,52.29947286,87.07269669,54.91362707,68.59195639
PA14_RS26940,264.6812155,444.5941022,233.5523741,116.5308234,188.8188516,226.2049203
PA14_RS26945,298.1771718,361.0270187,254.4238312,216.0954671,234.3910382,210.5350319
PA14_RS26950,556.4225197,606.5543025,430.8336127,428.1821963,461.3869856,421.4787251
PA14_RS26955,545.8130203,511.8034279,508.5812625,523.3665827,483.666565,408.4110245
PA14_RS26960,380.2664898,314.7884942,340.9213169,240.7686928,325.219736,275.5069686
PA14_RS26965,3590.779877,3395.751096,3082.807306,2808.710081,3042.694979,3493.46507
PA14_RS26970,1369.166326,1544.582269,1017.484428,1057.530092,1244.288231,1110.833596
PA14_RS26975,448.862263,501.6940438,431.9064346,551.2645426,503.2913526,515.8096665
PA14_RS26980,801.5618303,772.5068952,802.4902201,885.669115,714.3008362,797.9203883
PA14_RS26985,3420.316225,2206.371483,2605.983077,3369.180486,3028.058789,2672.844144
PA14_RS26990,1928.982046,1474.710958,1888.310114,2795.6538,2298.982072,1730.636476
PA14_RS26995,656.2951675,716.3550483,594.0061262,451.0182495,626.8393769,527.2169707
PA14_RS27000,1264.179842,1138.273082,1032.302445,1240.795806,1020.132618,917.9183375
PA14_RS27005,2836.033777,2445.273293,1926.248343,1489.696788,1855.6797,1523.977619
PA14_RS27010,3572.848438,4146.237379,2590.306319,2196.565797,2252.010752,2344.928145
PA14_RS27015,1230.487255,1222.279068,1023.689872,910.952488,1149.990318,1028.303202
PA14_RS27020,387.8575298,460.1572025,326.6638503,202.7383212,309.3158603,300.506836
PA14_RS27025,634.2830591,674.5268212,511.2102666,456.0647955,448.5849784,449.3497534
PA14_RS27030,417.1686691,513.2816947,340.7998759,226.0482596,258.6197243,266.1041132
PA14_RS27035,779.10664,896.9675607,684.7089215,460.0959669,470.7394657,378.5468361
PA14_RS27040,1319.108025,1463.22458,1296.91391,1221.236586,1075.471814,1096.614698
PA14_RS27045,2199.914898,2503.111775,2038.69042,1599.338941,1658.97278,1931.55762
PA14_RS27050,4744.633714,6136.171117,4618.31544,4605.419948,3871.857121,3991.811831
PA14_RS27055,3678.115325,3580.402337,3524.954695,3557.393867,3165.739874,3461.498482
PA14_RS27060,7971.138055,9773.035386,7767.329754,5151.325543,5721.596326,5625.606784
PA14_RS27065,3987.483959,4294.058112,3949.400608,3252.143045,3230.870029,3199.202282
PA14_RS27070,3106.391609,3407.436367,3324.105602,3605.412215,3101.176667,3320.79972
PA14_RS27075,1969.829437,2546.955433,2398.668378,2891.727717,2486.622862,2622.179986
PA14_RS27080,2305.517658,2001.740161,2982.600426,4121.503487,3739.775625,3555.19752
PA14_RS27085,1027.136355,775.3543571,1120.792118,1991.703255,1446.747063,1222.362945
PA14_RS27090,335.3558596,402.5270706,327.7111615,298.1170338,316.8257972,328.1061896
PA14_RS27095,1138.553209,1110.646508,1222.576478,1148.765013,1158.18259,1189.820314
PA14_RS27100,1447.545017,1598.084524,1760.100387,1806.948909,1709.29418,1711.198016
PA14_RS27105,1332.493703,786.6025211,1078.662635,1908.337993,1362.60057,1180.62657
PA14_RS27110,784.2908723,862.8458318,694.8920185,1028.635404,715.2089599,1141.723825
PA14_RS27115,475.0870263,505.491492,509.2915604,523.3578763,513.8566007,814.4402209
PA14_RS27120,8074.996953,8560.029184,9721.882619,18642.33562,17224.90016,27395.52252
PA14_RS27125,2691.17781,2466.832426,2482.004473,7497.292639,4697.290164,6819.394824
PA14_RS27130,270.7478366,230.7954545,239.6605435,260.8392199,221.1943922,280.8505854
PA14_RS27135,98.09862432,229.814577,129.5942592,144.6461386,99.61722377,121.0588466
PA14_RS27140,182.9376483,166.0378102,201.1640927,238.4193469,211.1105694,194.2166397
PA14_RS27145,343.4061342,283.4671999,377.4304474,405.2344454,445.8182915,431.8244137
PA14_RS27150,141.524106,176.6920844,169.6026616,212.4860766,138.8102218,152.7370231
PA14_RS27155,228.0881998,340.7408249,263.0753017,241.5138308,254.248244,209.7362467
PA14_RS27160,1431.415707,1105.092946,1065.026048,935.2867895,950.8437661,847.6306819
PA14_RS27165,7101.76546,5450.035833,6152.081925,9981.410599,7686.88303,7100.387275
PA14_RS27170,5040.461094,5186.05575,4438.981559,4993.643104,4854.732201,4695.07341
PA14_RS27175,1201.506718,1390.143404,1026.694325,871.8807403,827.4509595,832.7005693
PA14_RS27180,2362.723351,1891.199705,2041.968648,2712.501086,2571.982302,2433.238464
PA14_RS27185,11628.48073,10683.07982,11205.49686,13079.43862,11578.18104,11985.11391
PA14_RS27190,2230.202506,1826.27208,1999.636429,2411.101216,2077.933833,2185.133942
