gene,E11,E12,E1E21,E1E22,E21,E22,WT1,WT2
CDS104845,1555,1344,1300,1148,1337,1061,1270,1423
CDS106313,2627,2184,1707,1724,1385,1543,2116,1959
CDS105843,698,715,525,513,500,458,565,635
CDS105645,1323,1131,1927,1762,1849,1519,1041,1170
CDS105665,860,841,1749,1558,1486,1295,745,837
CDS109186,43892,35631,57034,50728,52086,48367,34327,34928
CDS104331,63,47,139,122,100,73,44,74
CDS108347,3074,2504,3808,3366,4053,2972,2275,2540
CDS111799,4525,4164,3590,3536,2855,3175,3817,3954
CDS108815,5246,6272,6280,5809,4656,5061,6371,5118
CDS113155,5133,4606,3333,3290,3121,2896,4321,4500
CDS106287,3355,2780,2985,3047,2830,2677,2760,2742
CDS111741,5429,4795,2902,2766,2607,2555,4937,4698
CDS104899,1306,638,576,599,909,588,576,647
CDS106285,1554,1619,1006,1017,908,888,1484,1544
CDS109162,269,215,272,241,294,236,221,224
CDS107873,222,200,191,199,200,168,149,168
CDS111549,116,90,175,176,157,157,93,78
CDS108757,2128,1866,1821,1823,1768,1801,1693,1751
CDS106821,1408,1171,1207,1132,1281,1097,1147,1204
CDS134053,15202,13889,8665,8338,7749,8768,12948,14650
CDS108651,2562,2099,2651,2615,3462,2089,1869,2534
CDS103778,2046,1196,2035,2088,3023,1830,980,1452
CDS112645,1815,788,904,1018,699,729,801,862
CDS105499,737,577,805,805,664,686,512,658
CDS106681,3729,3080,7882,6771,6965,5762,3098,3207
CDS105187,607,459,710,671,735,514,445,464
CDS108257,19677,15772,15864,16695,18691,15339,13723,15808
CDS113191,1914,1455,766,911,869,703,1292,1656
CDS105043,174,138,169,166,166,121,115,131
CDS110981,587,688,528,509,541,517,617,608
CDS107961,14261,12890,7812,8089,10073,7319,10813,14078
CDS113715,1026,733,630,709,872,596,662,945
CDS111257,9788,8631,4333,5082,2576,4079,7255,8677
CDS106255,6888,5178,5760,6244,7300,5611,4477,5130
CDS103312,247,270,431,301,315,334,292,197
CDS112733,70799,64359,30115,29527,22514,27951,57380,60518
CDS105461,151,111,150,171,173,129,109,117
CDS110144,567,410,991,985,1097,673,401,346
CDS112581,549,609,563,482,424,440,551,555
CDS109598,110,87,294,240,198,210,90,84
CDS105469,1331,1249,2140,1880,2393,1771,1068,1242
CDS105369,1070,895,532,751,436,575,872,926
CDS109616,702,634,822,806,881,791,653,692
CDS104933,4213,3658,3565,3658,4099,3157,3244,3445
CDS108653,801,683,1512,1263,1254,1150,630,673
CDS109121,7655,7078,5234,5454,5177,5111,6595,6591
CDS113211,969,972,930,883,949,783,942,868
CDS112587,5714,5017,3553,3343,3386,2937,3920,5512
CDS111639,3933,2999,4594,4649,5417,4231,2801,3066
CDS104152,263,187,1084,976,1102,902,177,185
CDS113775,3826,2030,2459,2738,3465,2254,1817,2421
CDS110194,8901,7408,8312,7786,9327,7091,6613,7671
CDS113467,6010,5355,3680,3696,3050,3414,5020,4809
CDS108095,6754,6209,7782,7406,7399,5978,5546,5809
CDS107139,539,235,297,366,780,292,162,196
CDS108649,49,37,60,67,101,89,34,35
CDS104677,596,643,950,846,792,769,560,552
CDS103590,49411,43935,40487,41092,49795,37693,38400,43668
CDS105503,603,502,518,570,526,478,456,556
CDS112687,9698,8977,9073,8454,8169,7786,7831,9673
CDS112441,1150,984,751,734,925,545,948,1042
CDS112545,10844,9508,11855,11875,12057,11269,8135,9705
CDS107997,2380,2078,1682,1608,1747,1337,1870,2125
CDS112949,6777,6392,7516,7070,6908,6583,6079,6464
CDS111283,26214,21359,8597,12481,6580,10163,19042,24643
CDS107301,14756,10834,14074,13675,15781,11690,9102,11259
CDS110259,566,471,795,690,573,587,474,481
CDS107875,112,105,205,187,197,198,111,136
CDS109316,2040,2038,1991,1939,1817,1530,1742,2010
CDS108269,13062,10377,6609,6959,6785,6699,9459,10599
CDS107283,582,445,991,993,1135,921,375,473
CDS109113,18779,16615,10900,11475,10907,11479,15779,16220
CDS112017,702,674,1280,1333,1340,1216,575,674
CDS105215,334,226,364,373,457,311,240,269
CDS112813,6978,6493,5608,5558,5513,4989,5881,6331
CDS104553,6241,6570,7981,7357,7270,6680,5606,5928
CDS111615,3033,2693,3149,3008,3021,2736,2371,2725
CDS103516,2225,2026,1311,1202,1129,1147,1849,1920
CDS111551,686,469,564,673,638,564,422,568
CDS112535,2502,1829,2262,2553,2073,2514,1420,2121
CDS103576,1777,1298,1080,1139,1276,1009,1276,1379
CDS111645,60523,52723,37885,37581,38890,36171,48338,51126
CDS110833,4817,4136,4254,3728,3615,3337,3979,3992
CDS111739,29900,25019,15427,14971,14652,14045,22751,23797
CDS105267,176410,135850,104818,116107,183733,113209,116237,155858
CDS106393,2138,1800,1302,1369,1510,1270,1618,1759
CDS109858,261,212,276,273,298,257,216,194
CDS112693,56791,61113,44437,41792,41546,39183,53547,61749
CDS107809,91,74,300,226,194,219,52,85
CDS103848,22192,17924,16655,17513,22751,15949,15118,17895
CDS107039,26,20,37,46,37,28,15,24
CDS104829,5850,5501,9351,9036,9233,9027,5235,5563
CDS111343,31511,27301,13542,13601,11266,13216,23307,26305
CDS109111,18464,15350,10566,10722,10330,10814,13673,15284
CDS103156,242,179,138,196,155,150,202,222
CDS108013,7577,6730,7534,7520,7559,6920,6129,6446
CDS104479,7935,8157,9674,8765,9259,7754,7209,7690
CDS110030,1006,966,861,837,698,736,888,887
CDS107381,78169,54353,26440,28571,46600,26496,46623,66221
CDS108389,15396,14852,8881,8959,8982,8420,14112,14540
CDS107903,20742,15406,18017,17707,25207,15694,14362,16834
CDS105607,749,577,769,662,839,607,401,611
CDS110871,3778,3479,3966,3613,3432,3001,3019,3509
CDS107499,383,415,962,801,757,650,354,369
CDS109354,2340,1621,2009,1915,1652,1731,1549,1867
CDS134039,1478,1708,1511,1376,1187,1371,1680,1535
CDS106613,70,54,110,82,115,86,46,59
CDS103416,1085,961,1658,1634,1601,1373,867,953
CDS112487,3469,3348,4347,3927,4624,3852,2823,3167
CDS108377,3463,3575,4472,4392,4082,4085,3082,3422
CDS111993,8493,9250,14325,12460,15569,11457,8753,8518
CDS103396,18376,17838,10030,9828,13616,9130,16623,17553
CDS108437,3112,3063,3432,3060,3159,2886,2722,2932
CDS105177,1633,1597,1637,1480,1569,1366,1311,1581
CDS108615,270,213,282,232,204,204,182,218
CDS103144,117,92,105,84,88,83,97,88
CDS109410,135,122,131,131,151,112,128,108
CDS103130,20,19,46,37,40,49,23,26
CDS109590,48709,48813,40937,38003,43428,34071,44134,45421
CDS104831,8343,7333,6420,6156,7164,5611,6666,7429
CDS103624,1285,1222,1565,1483,1527,1401,960,1253
CDS110637,5795,6397,7179,6560,5837,6083,5383,5781
CDS110323,841,744,948,865,828,699,682,742
CDS102876,9001,9248,9764,9477,8971,8498,8868,8779
CDS108673,407,384,655,609,672,527,370,398
CDS108835,7888,7160,6799,6254,5676,5722,6685,6571
CDS103286,1661,1879,3742,3010,2703,2783,1890,1692
CDS107991,627,565,461,519,566,466,498,585
CDS111333,57224,50436,25217,25420,22183,24785,40929,49744
CDS108333,568,484,701,700,679,649,488,508
CDS102848,401,391,1581,1413,1254,1232,339,382
CDS103484,10417,8486,6318,6300,5856,5315,7920,8302
CDS106843,17384,15044,22305,18852,18793,16703,13425,14527
CDS113069,3628,3077,2115,2007,1603,1570,2785,2942
CDS107467,35,25,71,71,56,51,27,27
CDS103110,678,530,1168,1028,1727,992,447,512
CDS112723,9683,8926,5679,5470,5298,5225,8393,8087
CDS112271,1849,1257,2017,2108,2077,1826,1263,1442
CDS112885,2591,2198,2358,2228,1915,2138,2059,2109
CDS107695,160,148,302,259,273,228,152,158
CDS105205,22062,12180,4568,5975,9962,5538,11090,18210
tRNA112745,7286,12713,6784,6658,4360,6658,13494,12082
CDS105293,138,111,341,268,231,184,95,87
CDS103570,1030,849,2157,1888,1594,1684,708,865
CDS109592,1499,1598,2591,2219,2126,1979,1481,1398
CDS108383,6709,6728,6905,6678,7037,6185,6242,6417
CDS107221,922,779,1040,1058,1250,1005,715,809
CDS111341,89693,75715,38736,39324,34047,37739,63529,74926
CDS108099,3554,3474,5606,5095,5497,4523,3200,3237
CDS112065,6171,6482,9099,8088,10153,7872,6287,6423
CDS108167,826,730,1931,1765,1855,1594,739,703
CDS113677,1294,1194,1071,1141,1520,1171,1005,1478
CDS107125,4638,984,1293,1930,5068,1594,821,1279
CDS108427,33,22,102,99,76,75,19,28
CDS106317,4679,4339,3262,3287,3809,3162,4131,4512
CDS109176,28366,24743,20838,19532,17437,17564,22226,25168
CDS108909,1470,1303,1187,1214,1500,1144,1114,1297
CDS111901,734,670,591,557,506,544,600,599
CDS104691,18180,14459,10946,11161,11218,10487,13457,14325
CDS112497,437,448,497,491,363,426,434,410
tRNA113195,45,41,24,22,32,24,40,49
CDS103284,64,61,655,559,398,435,61,68
CDS110969,469,523,719,622,663,529,443,495
CDS105447,15151,13676,9615,9403,9380,8707,11836,14161
CDS111659,10217,9293,7223,7080,6840,6639,8939,8773
CDS112967,5069,4443,3521,3256,2840,2833,4048,4086
CDS104040,8172,8083,8053,7663,8763,7172,7670,8069
CDS103104,83,62,280,241,251,187,67,85
CDS113175,820,856,729,699,642,625,721,781
CDS105915,6589,5857,8630,7744,7691,6953,5711,5618
CDS108101,3455,2818,3019,2844,3349,2505,2535,2852
CDS111311,30136,25445,13236,13491,11598,13227,21728,25064
CDS110040,391,358,236,240,214,247,312,376
CDS111079,9701,9386,12303,11350,10206,9836,7389,10092
CDS110225,7533,7095,9091,8539,9127,7556,6758,6720
CDS108185,1099,841,620,641,1118,580,706,918
CDS110697,196,367,230,252,215,305,271,323
CDS109312,1557,1999,2298,1894,2060,1718,1868,1673
CDS111881,2147,1968,2610,2233,2204,2065,1739,1905
CDS108625,477,310,562,576,431,465,322,345
CDS110575,88,88,88,101,148,109,72,84
CDS107317,352,231,2275,1860,1603,1494,203,266
CDS277686,4176,3697,3741,3910,4418,3549,3435,3678
CDS103056,235,280,181,186,184,143,305,300
CDS105059,1152,1236,2005,1784,1588,1604,1237,1179
CDS105835,11350,9273,7598,7214,7333,6695,8847,9287
CDS105101,3078,2826,2445,2367,3383,2174,2477,2917
CDS113663,794,730,1077,1021,1272,882,664,797
CDS103406,897,816,1442,1297,1144,1128,736,751
CDS103412,25822,22757,25160,25002,27275,22790,19952,23156
CDS112515,47,31,99,91,98,81,28,28
CDS108181,122,100,126,103,112,99,107,84
CDS103986,1564,1066,1063,1264,2829,1190,963,1125
CDS108355,889,759,1341,1082,1204,1019,650,892
CDS110347,4170,4119,3007,2857,3036,2786,3848,3688
CDS103636,2201,1657,2501,2541,2595,2246,1548,1874
CDS112847,1987,1481,2079,1925,1643,1602,1483,1668
CDS110997,34,34,48,35,48,36,28,31
CDS111729,1140,888,1388,1281,1164,1088,909,999
CDS111641,2851,2648,3092,3160,3339,2898,2458,2567
CDS103766,349,161,200,266,279,208,123,254
CDS109740,2333,1022,1367,1426,2786,1216,887,1115
CDS113675,600,588,365,407,486,299,490,604
CDS111327,48955,40766,20856,21146,18427,20191,33436,40360
CDS109254,1277,1193,1305,1177,1044,943,1097,1149
CDS111083,12165,14945,8809,9598,7101,8425,11121,16943
CDS107045,15,14,42,23,29,27,14,17
CDS104178,463,490,875,990,799,823,431,476
CDS106101,1667,1565,4696,4163,3026,3733,1308,1590
CDS106111,1079,1045,3656,3108,2353,2720,970,1022
CDS112833,267,257,525,421,428,404,247,222
CDS107383,3562,2863,2924,2992,3520,2427,2591,2860
CDS103352,572,553,640,615,562,567,509,517
CDS104897,1332,1355,3932,3428,3639,3127,1252,1284
CDS108299,3183,2871,1438,1421,1924,1507,2604,2801
CDS103596,17292,18390,27341,25519,23181,23897,16569,17069
CDS103678,1338,1080,1600,1541,1230,1373,841,1119
CDS113907,3013,2786,3007,2688,2529,2439,2634,2617
CDS109682,843,669,962,899,1363,837,592,786
CDS106137,2237,1981,1408,1377,1412,1240,1801,1967
CDS108739,32586,32901,15764,15587,13345,15693,31348,30122
CDS109596,605,554,802,677,473,496,534,531
CDS108239,888,887,1108,1033,1039,858,750,854
CDS110641,279,250,869,869,776,786,215,277
CDS111607,3678,3274,3688,3512,4712,3343,2745,3561
CDS108015,5818,5063,4869,4897,4931,4593,4609,4994
CDS112719,4084,3904,5658,5104,4493,4325,3435,4051
CDS108395,24,34,85,63,64,61,29,20
CDS105597,7574,6401,7393,7905,10861,7154,6869,6593
CDS103148,421,389,348,362,383,313,381,453
CDS113013,1285,1153,1499,1388,1099,1164,988,1045
CDS113053,3293,3337,3114,3127,3228,2749,2853,3203
tRNA108501,165,271,145,136,83,100,320,305
CDS108017,18220,15472,13998,13903,14649,12359,14658,14947
CDS111593,5313,6042,5483,5031,5243,4565,6353,5632
CDS109746,510,562,584,563,545,515,535,476
CDS107761,7458,6910,5114,4674,5989,4411,6203,6717
CDS104118,14,21,60,53,66,53,15,22
CDS107955,6465,5809,8988,8280,7626,7441,5795,5366
CDS21174455,11,16,68,70,73,68,15,4
CDS112677,121,110,232,229,259,178,99,122
CDS108403,317,87,93,104,169,85,68,78
CDS109440,9050,11868,14047,11460,12370,10195,10338,9637
CDS109069,595,413,433,451,625,442,395,419
tRNA107945,496,514,494,468,373,414,586,600
CDS109436,25937,20379,14910,18025,25835,16066,17081,23079
CDS108961,1742,1334,1179,1210,1124,1097,1096,1424
CDS103116,140,124,171,236,238,219,113,129
CDS106565,10192,9598,36074,33348,33520,29528,8044,8794
CDS103896,7589,6545,4912,4841,3678,4386,6533,5834
CDS110895,101,108,224,260,245,225,102,113
CDS111449,13702,14879,20040,18069,21381,15363,14116,14497
CDS105569,730,593,4217,3443,3159,3111,507,648
CDS112049,834,695,404,472,512,391,723,665
CDS105563,1276,1194,1699,1597,1301,1460,1043,1121
CDS107325,6573,5155,3886,4000,4694,3947,4664,5808
CDS112717,8092,7353,9189,9054,12023,8074,6460,7891
CDS110501,924,865,707,597,576,607,801,850
CDS106987,1536,1192,1521,1609,2319,1596,1055,1263
CDS104190,194,141,231,207,259,210,151,168
CDS106061,567,496,682,609,631,488,457,514
CDS109852,167,117,304,291,356,263,114,142
CDS110535,9642,10377,9643,8944,9199,7849,9272,9434
CDS108043,698,644,635,569,540,524,671,591
CDS112119,198,113,235,244,240,206,146,123
CDS134047,2893,2333,2041,1929,1524,1552,2213,2299
tRNA112237,3445,4446,1600,1696,1321,1743,4586,4316
CDS113419,4818,4504,6126,5846,6029,5106,4161,4357
CDS113583,1447,965,2098,1896,1747,1496,810,1115
CDS108599,3248,2883,2187,2226,2036,1968,2745,2577
CDS112505,47,28,153,133,119,124,22,29
CDS107489,397,385,538,528,516,445,328,349
CDS112477,189,211,713,624,625,580,187,170
CDS104108,234,258,534,481,448,384,240,264
CDS107025,817,846,1260,1077,1059,840,738,768
CDS108421,1017,834,964,894,1474,809,734,852
CDS111019,27,22,45,41,54,48,24,25
CDS103220,145,91,762,696,752,622,106,123
CDS113627,4221,4156,3670,3385,3402,3253,4031,3889
tRNA111395,3547,4687,1608,1711,1269,1646,4538,4279
CDS103960,684,424,657,696,971,675,487,563
CDS113965,975,600,731,844,735,849,491,742
CDS110080,452,432,621,571,616,524,445,441
CDS107419,949,789,2150,1993,2130,1788,773,835
CDS103248,5212,6522,10560,9572,10245,9066,5907,5786
CDS107849,542,432,649,622,693,548,384,452
CDS113445,11454,7773,4862,5574,7010,4810,7654,9992
CDS107591,526,410,247,283,165,219,399,448
CDS106769,1515,1459,1497,1301,1528,1179,1327,1472
CDS112977,2806,1487,1545,1932,1537,1638,1185,1571
CDS104389,109,81,158,158,205,160,79,84
CDS107759,363,437,825,656,609,602,438,343
CDS108497,32561,28694,12828,13394,11581,12933,26965,26665
CDS106335,15544,15978,16464,14013,11081,11727,12826,16285
CDS106217,2069,1967,4028,3913,2195,2754,1672,1751
CDS112015,1065,817,2001,1892,1866,1624,819,983
CDS113873,3378,2775,1925,1915,2288,1707,2448,2652
CDS110705,2239,1979,2667,2420,2670,2288,1819,2007
CDS109652,3085,2911,7211,6389,7397,5481,2482,2739
CDS106097,1942,1865,7053,6210,4385,5645,1634,1798
CDS109588,97,130,191,164,184,191,108,120
CDS107203,112,80,181,145,155,145,92,83
CDS107233,995,825,730,702,908,731,722,864
CDS105613,1157,1099,1766,1621,1552,1526,1054,1176
CDS102804,5409,5473,3550,3151,2738,2867,4766,5514
CDS103874,959,824,1079,1079,1090,980,768,855
CDS104022,3579,2137,3234,3642,6796,3227,1963,2643
CDS113651,154,230,50,88,49,74,167,251
CDS111297,123011,104730,54451,54740,48411,51524,92281,103678
CDS106481,1079,785,1225,1167,1355,1009,783,904
CDS110016,742,498,783,961,1000,806,410,526
CDS112655,2569,1865,1886,1713,1250,1180,1514,2225
CDS107527,10138,10868,13954,12097,13315,10875,9755,9391
CDS110363,161,249,365,306,360,320,209,227
CDS112579,8653,8278,9026,8357,8384,7445,7526,7851
CDS110883,14622,14095,6104,5966,5364,5888,13315,13886
CDS108555,1003,758,1133,1102,1073,952,697,735
CDS105935,15907,13738,8675,8258,8138,7796,12209,13197
CDS103506,1465,1614,1750,1609,1938,1469,1464,1539
CDS105877,14341,11337,9724,9336,10120,9154,9564,11891
CDS109656,9264,9249,15698,13196,14935,11053,8566,8302
CDS102932,3012,2723,4037,3623,3337,3209,2124,2425
CDS109636,829,652,575,731,517,634,670,756
CDS105543,427,350,563,658,646,554,338,359
CDS113739,14736,10844,11327,13155,18426,11940,8201,12025
CDS111353,338976,284296,168475,170293,148513,164395,239959,282912
CDS112897,37992,31738,19780,19590,23374,18981,27847,32788
CDS105141,118,93,242,203,217,154,103,93
CDS113653,30,31,230,212,166,150,21,34
CDS112635,156,219,499,453,311,378,203,193
CDS109946,2229,1814,1648,1505,1371,1276,1704,1755
CDS104467,15299,15006,10814,9954,11494,9486,13361,13818
CDS111361,226022,191968,214396,205527,187846,195299,163581,194210
CDS106781,995,1031,660,713,784,581,783,1015
CDS110721,159,126,227,252,4255,3647,3396,3570
CDS103900,5522,4966,4865,4563,4182,4318,4595,4521
CDS108789,3002,2325,1896,1876,2037,1810,1902,2606
CDS112527,228,186,366,344,424,279,227,202
CDS104070,6792,5915,5870,5590,5763,5469,5891,5818
CDS103554,18027,17375,13964,14254,13038,13234,16156,16960
CDS106543,2332,2180,2269,2089,2584,1729,1828,2258
CDS105301,87,44,73,53,75,59,56,56
CDS107707,2043,2094,1741,1589,1611,1508,1951,1911
CDS104421,14904,11312,8522,8774,10506,7594,10651,12111
CDS104455,247,213,277,238,347,238,184,230
CDS109388,3966,3033,4297,4117,4871,3796,3000,3197
CDS106877,472,497,576,547,565,478,510,481
CDS112461,1478,1495,1319,1166,1207,1021,1343,1469
CDS103600,7168,6339,6140,6441,6504,5924,5402,6216
CDS103468,1005,931,1716,1772,2276,1599,832,955
CDS112725,5210,6106,8158,6599,8140,5773,5787,4968
CDS111851,4371,3970,6077,5562,6270,4704,3434,3934
CDS106979,221,194,475,466,444,385,185,179
CDS102794,2612,2270,2071,2234,2465,2102,2010,2499
CDS110381,460,373,288,352,303,256,303,369
CDS112127,4403,3797,2267,2348,2895,2159,3473,3942
CDS106619,247,159,117,162,159,150,131,260
CDS105035,309,322,429,432,349,370,310,290
CDS110301,1146,1132,668,683,471,704,1099,966
CDS106409,4090,4100,4908,4268,4626,3703,3834,3691
CDS111705,62258,57474,27826,28366,22068,27797,55065,52963
CDS110929,5811,4848,3355,3208,2953,2788,4412,4926
CDS104671,1517,1482,3397,2859,2490,2754,1240,1354
CDS105021,1025,836,2228,1873,1905,1637,839,891
CDS104909,2565,2485,2499,2490,2453,2297,2236,2399
CDS111667,12831,11928,9359,9266,8958,8640,11705,11664
CDS106921,335,366,852,818,838,699,320,325
CDS109954,1302,1059,1179,1114,1113,986,907,1014
CDS109031,8909,8028,7790,7415,7047,6546,7447,7678
CDS108969,1682,1510,1311,1372,1329,1326,1396,1423
CDS104018,666,427,580,647,1312,583,398,450
CDS103704,1537,1690,1432,1340,1481,1242,1408,1571
CDS106893,552,415,801,788,892,711,346,437
CDS110949,4250,2896,3537,3489,3603,3066,2448,3320
CDS106491,68,34,59,56,72,52,34,39
CDS106899,81,86,225,180,218,180,66,113
CDS103328,2215,1932,1947,1961,1764,1762,1798,2121
CDS112721,10727,10579,12120,10334,9724,9340,9739,10702
CDS109484,7361,5440,5411,5414,6120,4478,4631,5644
CDS109362,8670,5831,10653,10197,11487,8619,5126,5947
CDS103186,1144,1092,1687,1581,1642,1522,1080,1076
CDS105249,180,124,234,193,263,161,130,154
CDS107117,681,266,362,437,1053,299,217,259
CDS106401,5387,4537,3501,3509,3793,3371,3926,4566
CDS106267,1803,1723,994,1001,943,900,1590,1658
CDS107109,3182,1199,1071,1270,3257,970,980,1163
CDS302412,1438,926,1055,1269,1576,1221,685,1136
CDS106651,543,542,2179,1996,1706,1820,424,464
CDS109464,378,301,530,471,641,492,284,380
CDS111059,1020,967,1092,1060,1033,976,931,903
CDS103524,2863,1819,2039,2029,1990,1566,1576,2142
CDS107461,61,77,127,145,144,105,59,61
CDS111363,84524,74496,40830,40661,31637,41211,71217,73780
CDS103754,2107,1777,1497,1560,1656,1391,1440,1772
CDS113659,70,61,313,278,210,242,46,55
CDS111515,2954,2236,2733,2629,3772,2479,2025,2488
CDS113595,1152,926,1225,1134,1237,1104,837,960
CDS103330,24296,20850,17345,16269,16945,14232,19966,19362
CDS105517,318,288,958,798,741,794,262,308
CDS110967,342,310,2332,2130,1931,1897,283,323
CDS111127,230,289,950,736,675,633,240,251
CDS107907,7073,6737,14471,13647,19207,13034,6084,6821
CDS112825,437,327,648,624,741,510,300,356
CDS112555,330,316,944,745,837,658,324,264
CDS103064,4165,3429,3115,3304,3606,3288,3039,3729
CDS102852,5602,2898,2669,2862,6881,2399,2498,2602
CDS107275,10642,8986,3734,4067,4043,3464,8026,8420
CDS106505,1072,1004,1946,1910,1970,1615,869,943
CDS108965,20365,17408,14108,13435,15631,12533,15149,16882
CDS105005,4199,4449,6305,5395,6460,4893,4049,3799
CDS105109,2777,2039,1961,2001,2254,1717,1942,1773
CDS107833,2054,1691,1877,1760,2090,1555,1507,1754
