Name,B_1,B_2,B_3,P_1,P_2,P_3
lepA,1308,1233,851,1036,1192,954
lepB,491,231,177,149,223,215
PA0769,458,365,263,290,363,334
rnc,194,125,98,96,144,126
era,323,161,121,110,155,125
recO,49,22,17,36,28,30
pdxJ,58,46,40,54,56,60
PA0774,50,37,26,22,21,19
PA0775,55,69,38,41.25,47,43
PA0776,32,39,28,36,46,47
PA0777,29,40,22,24,35,25
icp,67,20,13,29,30,24
asrA,889,311,170,185,226,158
pruR,107,122,81,47,61,42
PA0781,9,13,10,12,11.33333333,7
putA,584,364,216,166,189,162
putP,290,178,113,93,128,89
PA0784,81,81,74,95,131.3333333,99
azoR1,8,17,9,18,27,11
PA0786,7,10,7,11,9,16
PA0787,32,20,16,28,36,28
PA0788,238,416,326,132,123,175
PA0789,204,182,122,149,213,201
PA0790,17,16,12,12,4,8
PA0791,11,19,13,26.2,28,13
prpD,56,75,61,64,77,78.2
PA0793,32.14285714,54,50.14285714,50,116,81
PA0794,88,94,77,150,189.3333333,153
prpC,86.07142857,107,93,149,218,134.0714286
prpB,162.1818182,160,121.4659091,133,235,164
PA0797,77,87,61,63,99.14285714,73
pmtA,55,61,59,57,90,91
PA0799,56,42,40,32,41,45
PA0800,8,7,14,10,9,6
PA0801,49,66,48,58,44,35
PA0802,8,9,4,8,6,5
PA0803,46,32,31,17,40,39
PA0804,55,60,60,50,69,50
PA0805,2429,1542,986,373,452,370
PA0806,9,10,13,9,17,9
ampDh3,22,14,12,12,13,11
PA0808,25,21,15,27,30,27
PA0809,10,9,7,16,14,19
PA0810,9,14,26,18,23,31
PA0811,8,21,25,27,40,29
PA0812,11,16,21,14,20,18
PA0813,4,5,6,2,4,4
PA0814,1,3,4,3,6,6
PA0815,53,105,80,109,99,100
PA0816,23,14,22,23,19,20
PA0817,13,24,8,22,24,14
PA0818,18,31,23,41,30,43
PA0819,21,12,2.5,20,14,14
PA0820,270,337,302,276,404,298
PA0821,180,209,165,233,224,214
PA0822,56,108,81,45,58,63
PA0823,2,1,0,2,9,4
PA0824,7,10,8,11,10,12
PA0825,25,19,13,32,42,30
PA0826,115,96,82,65,63,75
ssrA,82526.83333,61632.5,62885.5,43057.33333,63502.5,62414.83333
PA0826.1,12521,10033.5,10073,7029,11094,9573
PA0827,19,24,16,33,43,29
PA0828,19,15,17,27,21,18
PA0829,43,46,21,56,71,58
PA0830,79,87,54,77,46,75
oruR,37,29,24,91,127,85
PA0832,59,64.5,43,90,82,64
PA0833,626,502,276,293,260,244
PA0834,51.5,64,45,61,60,41
pta,96,195.1666667,137,206.1666667,260,167
ackA,71,100,74,123,102,87
ssrS,63357,100414,94969,11455,11277,10606
slyD,1030,694,486,457,521,544
PA0838,324,260,211,172,234,193
PA0839,116,49,27,64,77,43
PA0840,193,35,35,52,49,20
PA0841,45,12,12,31,20,23
PA0842,3,10,3,3,6,4
plcR,58,37,21,22,16,25
plcH,39,39.25,24,35,30,48.25
cerN,55,60,45,37,43,42
PA0846,140.1,155,94,145,164,154
PA0847,196,198,133,119,120,142
ahpB,1266,5474,3906,2920.5,3137,2526
trxB2,307,2266,1729,452,515,440
PA0850,21,50,39,40,26,20
PA0851,15,39,39,31,27,27
cbpD,93,255,343,192,233,298
PA0852.1,50,124,148,106,139,154
PA0853,45,23,27,23,50,28
fumC2,196,166,97,91,133,95
PA0855,37,44,29,59,59,59.14285714
PA0856,303,201,130,309,304,285
bolA,79,59,44,70,87,70
PA0858,333,353,248,128,146,127
PA0859,85,78,69,33,28,32
PA0860,142,115,112,62,95,72
rbdA,324,414,318,415,544,469
PA0862,61,74,43,127,176,162
PA0863,8,13,12,22,11,16
PA0864,10,13,15,20,26,9
hpd,503,678,504,1073,1718,1150
aroP2,321,611,551,278,416,314
mliC,48,142,129,223,278,281
PA0868,16,18,20,30,29,12
pbpG,197,177,111,102,124,104.3333333
phhC,161,482,404,382,552,430.0416667
phhB,124,360,305,341,409,343
phhA,671,698,550.25,770.25,1029,903.4761905
phhR,74,67,81,97,124,110
PA0874,36,49,44,33,31,36
PA0875,36,34,31,39,28,44
PA0876,249,423,292,117,118,113.2
PA0877,39,32,30,31,36,41.14285714
PA0878,9,10,12,7,6,8
PA0879,15,21,11,28,22,25
PA0880,7,2,2,7,5,2
PA0881,4,15,1,8,5,4
PA0882,7,10,8,11,12,8
PA0883,3,5,2,6,9,11
PA0884,35,21,19,49,44,37
PA0885,20,16,12,11,13,16
PA0886,28,30.5,26,42.5,40,36.5
acsA,66,114,93,510.6666667,971,556
P26,839,350,182,79,131,103
aotJ,362,389,281,447,472,501
aotQ,107,137,130,115,105,100
aotM,91,92,66,86,86,74
PA0891,49,61,44,66,66,58
aotP,50,63,28,39,64,53
argR,71,54,30.33333333,66,99,71
PA0894,12,20,3,22,25,14
aruC,133,113,75,293,354,266
aruF,98,74,60,163,258,227
aruG,40,32,32.25,71,133,123
aruD,50,27,38,94,184,164
aruB,232,178,121,271,436,424
PA0900,191,155,87,179,224,214
aruE,115,102.25,89,128,232,225
PA0902,77,55,57,123,135,111
alaS,801,1099,730.5,575,713,508
lysC,298,218,183,142,155,176
rsmA,1226,962,646,594,707,632
PA0905.1,4779.5,5840.5,4653,3680,4309,3506
PA0905.2,454.5,450.5,326.3333333,297.5,322.5,250.5
PA0905.3,289.5,257.5,217.3333333,177.5,195.5,147.5
alpR,71,68.25,41,53,85,93
alpA,58,81,33,25,21,28
alpB,9,15.5,9.5,21,19,20
alpC,2,1,6,22,23,18
alpD,3,5,9,12,13,12
alpE,5,20,10,22,23,28
PA0912,45.16666667,57,41,47,34,38
mgtE,503,349,241,334,426,359
PA0914,56,24,20,6,8,12
PA0915,67,30,22,6,16,10
PA0916,491,483,266,191,164,176
kup,293,249,207.3333333,212,247,251
PA0918,132,139,119,151,263,174
PA0919,189,168,94,78.5,122,79
PA0920,546,371,253.1666667,123,148,133.35
PA0921,1205,1608,991,296,634,550
PA0922,431,195,99,151,199,142
PA0922.1,98.5,129.5,112.5,132.5,158.5,144.5
dinB,197,282,186,101,108,100
PA0924,81,65,41,67,85,60
PA0925,75,54,45,22,38,13
PA0926,67,61,42,65,66,61
ldhA,30,51,32,55,66,67
gacS,184,263,157,128,167,122
PA0929,101,199,119,114,100,77
PA0930,43,51,39,39,31,33
pirA,82,93,46,100,89,108
cysM,648,516,379,349,437,355
ygcA,515,399,290,367,432,378
relA,408,331,204,294,381,362
PA0935,93,97,84,83,96,99
lpxO2,409,383,215,186,228,261
PA0937,105,109,86,128,181,144
wzz2,576,598,506,1344,1752,1365
PA0939,37,20,4,20,24,16
PA0940,99,69,39,44,53,43
PA0941,116,149,83,83,77,92
PA0942,439,813,585,85,89,84
PA0943,433,217,137,134,158,117
purN,271,174,102,106,103,97
purM,269,292,182,183,181,161
PA0946,156,174.25,146,188,208,166
PA0947,490.2,716.3333333,464.2,720,852,629
PA0948,49,35,36,34,54,50
wrbA,86,77,53,75,86,70
PA0950,134,138,83,85,119,130
PA0951,160.25,167,120,206.5,272,226
PA0952,28,50,32,50,52,49
PA0953,168,186,154,262,268,262
PA0954,64,63,42,81,92,97
PA0955,172,112,70,56,78,81
proS,604.5,514,326.3333333,346,355,338
PA0957,61,53,45,50,46,54
oprD,301,456,413,1072,1653,1288
PA0959,203,220,134,316,341,355
PA0960,95,69,66,106,120,119
PA0961,61,159,140,26,36,41
dps,1433,3819,2823,2394,2395,1985
aspS,766,653.2,458,412,484,432
pmpR,301,221,169.25,154,213,211
ruvC,209,160,133,115,172,147
ruvA,246,265,163,185,254,234
ruvB,410,289,203,227,282,219
PA0968,397,328,190,307,335,308
tolQ,424,301,206,240,269,271
tolR,266,163,124,139,162,159
tolA,471,328,232,181,226,234
tolB,768,536,358,431,556,457
oprL,1314,949,635,770,1057,913
PA0974,1250,819,540,500,770,637
PA0975,303,276,183,290,297,275
PA0976,113,91,42,57,49,65
PA0976.1,829.6666667,1048.666667,954.5,938.3666667,1079.5,818
PA0977,18,17,12,15,16,12
PA0978,51,30,19,48,39,37.5
PA0979,42,38,24.5,48,45,38.5
PA0980,209,181,144,158,158,124
PA0981,209,215,169,156,161,213
PA0982,114.5,144,89,138,198,206
PA0983,51,73,49,81,68,70
PA0984,246,481,368,113,96,96
pyoS5,36,33,17,55,64,47
PA0986,56,36,33,45,31,37
PA0987,52,36.5,25,45,48.5,48
PA0988,209,249,187,252,313,286
PA0989,27,25,15,32,23,33
PA0990,70,36,22,40,52,31
hptA,82,71,65,77,76,88
cupC1,27,10,8,43,45,38
cupC2,67,83,77,66,66,78
cupC3,111,136,86,142,160,151
ogt,127,114,93,90,124,128
pqsA,162,277.5,162,377,481,401
pqsB,65,95,74,154,351,220
pqsC,104,148,89,216,350,299
pqsD,90,116,69,184,344,295
pqsE,129.4,169,103.2,415,717,597
phnA,87,111,82,177,290,261
phnB,23,24,22,29,63,56
mvfR,103,122,86,134,159,134
nadA,250,294,175,202,213,197
PA1005,233,286,213,395,418,415
PA1006,69,83,67,65,105,81
PA1007,145,138,106,133,164,138
bcp,64,49.33333333,49,74,80,80
PA1009,123,107,90,141,194,148
dapA,482,494,401,590,649,564
PA1011,321,251,196,171,279,214
PA1012,284,225,160,162,242,229
purC,184,126,87,122,183,173
PA1013.1,259.5,285,301,215,222.5,209
wapB,218,188,155,198,223.3333333,191
PA1015,26,32,26.25,24,18,24.2
PA1016,22,18,22,25,17,21
pauA,46,54,40,49,58,41
PA1018,4,10,5,9,12,2.333333333
mucK,31,41,24,21,24,27
PA1020,6,10,4,21,16,21
PA1021,4,4,4,11,6,11
PA1022,39,62,33,44,66,63
PA1023,14,20,16,17,12,16
PA1024,10,8,7,16,20,18
PA1025,45,43,23,62,71,56
PA1026,50,39,42,39,50,36
amaB,70,49,36,47,54,54
amaA,27,26,25,37,32,32
PA1029,97,101,83,43,49,48
PA1030,147,124,104,120,123,115
rgsA,504,438,552,89,133,176
PA1031,101,106,63,114,143,132
quiP,247,318,230,203,272,238
PA1033,110,95,69,100,105,88.1
PA1034,188,155,66,139,139,113
PA1035,300.2857143,321.1428571,160,252.5714286,245.4285714,196.2857143
PA1036,46,68,34,36,57,44
PA1037,59,73,56,53,69,55
PA1038,11,11,15,23,25,24
PA1039,14,13,13,37,48,30
PA1040,19,16,17,39,34,27
PA1041,83,121,108,237,276,332
PA1042,44,44,29,61,83,75
PA1043,42,41,31,66,71,62
PA1044,37,39,28,36,43,27
PA1045,203,144,115,100,116.25,102
PA1046,92,79,54,74,78,84
PA1047,140,161,102,202,222,221
PA1048,469,402,321,222,224,238
pdxH,161,157,125,158,163,204
PA1050,30,46,25,53,46,56
PA1051,92,103,65,39,41,40
PA1052,20,23,15,14,8,8
PA1053,2688,3750,2489,601.5,889,799
shaA,587,662,386.75,259,291,282
shaB,43,44,17,23,34,34
shaC,119,144,68,60,78,84
shaD,97,56,27,54,74,59
shaE,42,22,11,22,19,20
shaF,65,29,27,36,41,46
PA1060,202,201,177,258,228,173
PA1061,54,39,31,65,78,71
PA1062,44,18,18,33,42,30
PA1063,17,28,17,37,36,30
PA1064,59,68.04545455,45,114,113,95
PA1065,50,43,31,46,49,51
PA1066,62,76,38,40,49,48
PA1067,23,25,15,21,29,24
PA1068,192,185,124,104,142,99
PA1069,160,174,133,146,205,147
braG,40,54,43,83,172,152
braF,37,49,35,93,211,143
braE,56.61904762,70.14285714,51,107.5714286,228.4285714,197.2857143
braD,51,72,56,91,155,147
braC,256,285,238,404,748,633
PA1075,69,87,62,73,70,59
PA1076,82,108,83,247,229,192
flgB,179,133,131,195,224,220
flgC,93,38,36,69,96,80
flgD,151,73,68,88,143,98
flgE,202.2197802,122,113.1428571,170,204,161
flgF,149,114,80,178,210,215
flgG,313.3333333,314,175,198,268,244.5
flgH,118,73,65,65,87,71
flgI,147,89.2,71,70,111,68
flgJ,140,69.33333333,45,50,96,83.83333333
flgK,180,107,80,137,155,185
flgL,283.5,200,129,173,243,213
PA1088,152,121,101,122,177,143
PA1089,95.57692308,67,44.08333333,65,90.83333333,80.5
PA1090,96,73,54,66,92,84.5
fgtA,356,212,191,238,454,388
fliC,8240,6380,3726,2731,2628,1997
PA1093,976,733,502,359,506,416
fliD,1462,1469,926,796,977,831
PA1095,2602,2130,1215,786,690,519
PA1096,1281,865,548,281,346,246
fleQ,637,476,350,481,647,538.3333333
fleS,371,394,254,236,237,239
fleR,200,123,85,46,91,85
fliE,361,430,277,181,181,223
fliF,550,444,270,165,202,175
fliG,331,209,109,113,138,126
PA1103,167,113,52,55,84,74
fliI,167,70,56,59,95,54
fliJ,62,34,22,24,37,41
PA1106,111,96,58,89,83,73
roeA,106,129,77,123,133,109
PA1108,6,11,8,7,6,8
PA1109,35,34,19,22,26,12
PA1110,181,175,169,144,162,135
PA1111,42,49,36,14,18,12
PA1112,70,99,81,99,100,98
ffs,4814,6295,6692,1933,1985,1298
PA1113,39,46,30,35,62,50
PA1114,35,35,20,8,21,8
PA1115,288,284,207,233,258,205.3333333
PA1116,274,241,144,161,145,150
PA1117,78,67,72,51,65,50
PA1118,275,422,354,174,201,200
yfiB,58,74,75,51,80,75
tpbB,80,102,69,47,94,88
yfiR,117,142,145,140,151,151
PA1122,116,152,120,141,162,135
PA1123,22,41,33,77,87,108
dgt,104,138,92,152,168,164
PA1125,13,18,14,11,17,11
PA1126,136,130,83,121,152,136
PA1127,172,153,97,220,226,182
PA1128,27,37,26,34,39,27
fosA,6.166666667,4,5,6,13,10
rhlC,28,48,39,46,42,52
PA1131,328,568,503,424,544,549
PA1132,35,31,11,76,84,53
PA1133,7,14,12,4,6,7
PA1134,15.5,26.5,28.7,5,9,6
PA1135,49,80,47,56,68,66
PA1136,34,41,31,32,36,35
PA1137,87,89,58,73,27,16
PA1138,45,66,31,35,51,37
PA1139,32,38,31,30,19,19
PA1140,42,56,42,44,61,74
PA1141,25,29,25,33,29,29
PA1142,18,25,26,26,26,17
PA1143,6,4,2,7,5,0
PA1144,37,20,16,19,21,10
PA1145,62,44,35,70,64,56
PA1146,2,4,6,3,3,4
PA1147,21,31,28,31,53,45
toxA,11,18,20,22,12,17
PA1149,17,22,17,5,13,11
pys2,307,453,347.5,340,339.5,318.5
imm2,118,148,104,176,237,224
PA1152,39,51,44,39,47,27
PA1153,24,25,17,25,35,24
PA1154,43,29,9,17,17,31
nrdB,798,256,201,166,334,302
nrdA,1072,559,317,206,263,239
PA1157,74,77,55,46,73.08333333,56
PA1158,36,46,23,28,43,25
PA1159,182,256,216,270,486,444
PA1160,25,22,22,13,23,17
rrmA,22,21,15,10,10,10
dapE,154,129,103,102,108,84
ndvB,68,106,72,83,104,79
PA1164,98,89,55,62,49,67
pcpS,11,13,10,18,11,13
PA1166,42,96,55,41,61,49
PA1167,24,42,35,45,75,65
PA1168,19,22,10,18,19,19
PA1169,40,96,60,80,87,72
PA1170,141,115,113,30,67,44
sltB2,24,21,23,26,43,36
napC,22,50,51,46,77,82
napB,17,25,24,28,40,49
napA,115,161,159,232,351,367
napD,30,30,22,67,82,80
napF,26,24,35,32,34,49
napE,61,88,94,71,108,133
oprH,4160,3116,1553,1368,1567,1391
phoP,1102,861,472,190,225,172.1
phoQ,938,878,434,159.5,203,152
PA1181,300,282,191,177,220.2,264
PA1182,21,34,15,32,28,25
dctA,123,160,88,136.0909091,59,73
PA1184,28.5,39,33,30,35,32
PA1185,12,18,15,10,10,10
PA1186,10,9,2,8,9,4
PA1187,20.25874126,39,27.79924242,44,31,26.33333333
PA1188,17,26,16,19,27,23
PA1189,63,60,45,26,28,28
PA1190,213,154.3333333,98,67,61,42
PA1191,62,61,51,60,86,81
PA1192,472,507,313,258,259,227
PA1193,100,65,58,36,32,43
PA1194,19,17,12,31,31,31
ddaH,16,17,12,30,35,33
ddaR,24,29,19,48,35,41
PA1197,17,33,21,43,37,39
PA1198,523,519,289,659,713,635
PA1199,171,171,133,170,230,232
PA1200,36,50,43,50,87,84
PA1201,38,39,29,37.33333333,43,39.04347826
PA1202,23,38,38,58,76,70
PA1203,27,27,20,29,26,28
PA1204,20,34,21,45,31,34
PA1205,38,45,37,58,67,60
PA1206,34,43,36,66,77,45
kefB,49,69,44,53,107,87
PA1208,35,47.2,25,40,39,28
PA1209,59,32,29,18,17,19
PA1210,529,411,240,1132,986,668
PA1211,1,7,2,1,10,5
PA1212,5,6,11,15,16,16
PA1213,7,5,11,14,13,8
PA1214,6,6,6,13,14,18
PA1215,27,20,6,12,40,32
PA1216,9,8,11,43,48.5,41
PA1217,15,25,14,45,48,49
PA1218,15,40,24,34,44,32
PA1219,7,5,4,10,11,16
PA1220,6,7,19,17,17,18
PA1221,34,63,45,93,104,65
PA1222,107,112,67,77.5,103,89
PA1223,27,46,32,30,27,25
PA1224,31,24,29,35,40,31
PA1225,47,20,19,10,16,12
PA1226,21,24,17,11,12,17
PA1227,13,24,15,8,23,9
PA1228,12,21,6,19,14,15
PA1229,63,59,51,37,45,34
PA1230,4,11,2,5,8,3
PA1231,13,19,7,10,13,9
PA1232,5,7,12,16,14,11
PA1233,1,1,0,3,3,2
PA1234,3,10,8,16,15,9
PA1235,25,55,29,48,47,38
PA1236,8,12,12,13.25,12,10
PA1237,2,7,1,5,3,1
PA1238,1,4,1,1,2.5,2
PA1239,3,7,3,7,6,10
PA1240,53,36,27,23,25,19
PA1241,154,90.5,52.83333333,68,95,83
sprP,80,93,63,48,48,25
PA1243,108,112,89,79,85,82
PA1244,102,126,139,128,137,145
aprX,32,92,76,144,177,180
aprD,15,49,70,87,80,111
aprE,12,61,37,79,120,107
aprF,18,82,88,102,134,137
aprA,56,136,125,515.5,647,702
aprI,54,80,51,125,141,111
PA1251,6,6,7,19,12,10
dpkA,35,54,41,33,48,24
lhpG,4,3,1,4,6,5
lhpC,10,15,7,21,20,23
lhpK,12,10,7,13,12,7
lhpO,15,7,12,23,19,20
lhpN,1,1,5,3,8,6
lhpM,3,5,4,7,4,6
lhpH,4,8,0,5,4,2
lhpP,24,46,32,5,2,6
lhpR,5,7,2,6,8,6
PA1262,15,7,10,10,5,7
PA1263,29,43,24,20,16,16
PA1264,8,11,5,4,6,2
PA1265,1,6,6,7,8,3
lhpE,2,2,1,3,3,1
lhpF,0,2,0,3,4,0
lhpB,0,2,0,4,0,0
lhpA,12,8,3,5,3,5
PA1269,90,113,56,60,51,45
PA1270,113.1818182,117,57.09090909,60,51,49
PA1271,66,62,62,42,52,41
cobO,27,22,18,26,20,37
cobB,13,11,8,4,8,10
PA1274,6,3,4,5,9,6
cobD,5,6,4,2,3,8
cobC,5,4,6,3,5,2
cobQ,11,14,11,8,18,20
cobP,8,5,6,5,17,8
cobU,7,6,3,4,10,1
PA1280,5,8,3,6,4,4
cobV,13,10,9,13,8,14
PA1282,36,65,55,38,32,20
PA1283,214,376,278,38,27,30
PA1284,23,36,17,30,26,24
PA1285,84,28,17,33,37,26
PA1286,23,10,11,9,11.08333333,11
PA1287,83,86,59,119,148,126
PA1288,283,340,238,423,535,402
PA1289,41,59,26,12,12,16
PA1290,57,58,35,15,21,9
PA1291,13,18,17,16,16,20
PA1292,41,45,34,69,60,75
PA1293,44,40,37,78,77,74
rnd,152.3333333,135,77,81,77,73.1
PA1295,47,41,19,19,19,19
PA1296,234,239,142,112,105,89
PA1297,126,303,207,29,31,14
PA1298,21,55,41,10,9,5
PA1299,86,110,65,68,57,54
PA1300,99,110,86,36,34,30
PA1301,40,56,45,13,11,12
PA1302,60.5,96,79.5,49,53,50.5
PA1303,12,10,10,15,14,20
PA1304,75.1,91,40,63,71,65
PA1305,266,276.1428571,209,147,175,166
PA1306,150,159,108,72,103,88
PA1307,130,124,91,112,132,139
PA1308,66,68,57,73,93,69
PA1309,63,44,25,26,28,29
phnW,39,76,51,45,34,29
phnX,13,17,13,12,14,10
PA1312,28,24,18,15,16,21
PA1313,22,29,23,35,36,30
PA1314,12,26,15,30,23,26
PA1315,25,29,28,18,21,21
PA1316,21,38,26,19,17,21
cyoA,427,91,37,50,48,59
cyoB,687,77,50,68,79,67
cyoC,225,28,16,15,11,14
cyoD,187,27,25,18,14,16
cyoE,263,30,14,45,33,30.33333333
PA1322,46,43,28,70.5,56,33
PA1323,96,76,66,29,41,47
PA1324,133,124,100,79,79,87
phrD,4380,2599,2550,752,1228,944
PA1325,23,29,19,38,31,39
ilvA2,21.33333333,21,16,24,24,16
PA1327,75,86.14285714,68,60,74,87.25
PA1328,28,59,34,35,49,36
PA1329,6,14,9,13,14,19
PA1330,18,11,13,12,16,16
PA1331,78,117,81,70,79,76
PA1332,19,22,8,12,9,17
PA1333,59,50,32,33,30,53
PA1334,10,8,4,9,8,15
aauR,21,25,39,35,54,35
aauS,80,140,110,106,177,148
ansB,47.83333333,122.6666667,118.6666667,325.1666667,417.2435897,360.5
ggt,53,89,85,103,198,151.0833333
aatP,115,142,123,156,256,259
aatM,61,109,90,91,145,139
aatQ,39,74.5,61,96.33333333,149,121
aatJ,192,275,228,429,718,508
PA1343,368,445,276,26,41,27
PA1344,148,180,130,39,64,73
PA1345,66,87,52,42,45,52
PA1346,7,7,9,12,5,7
PA1347,18,24,18,17,14,21
PA1348,46,112,96,56,59,65
PA1349,9,11,10,3,5,9
PA1350,56,65,39,57,58,51
PA1351,10,13,14,7,9,7
PA1352,5,4,1,9,7,3
PA1353,20,35,24,16,28,27
PA1354,49,38,51,31,41,35
PA1355,14,13,13,2,9,4
PA1356,18,28,19,13,10,9
PA1357,23,46,43,64,94,64
PA1358,68,44,46,63,52,55
PA1359,20,29,20,14,11,16
PA1360,53,32,28,28,23,14
norM,167,175,103,139,156,132
PA1362,20,38,28.5,24,26,16
PA1363,44,32,20,52.5,42,45
PA1364,3,13,5,6,12,11
PA1365,35,39,21,41,33,29
PA1366,279,219,173,154,252,260
PA1367,29,52,25,45,38,33
PA1368,99,132,111,142,162.5,159
PA1369,70,64,55,111,149,135
PA1370,150,101,95,136,203,216
PA1371,81,67,80,76,106,112
PA1372,227,195,170,210,331,269
fabF2,31.33333333,39.75,39.5,19,23,32.25
PA1374,20,26,13,30,26,22
pdxB,35,23,18,24,31,18
aceK,64,123,88,121.25,123,129
PA1377,21,16,15,22,35,40
PA1378,23,20,20,31,41,30
PA1379,21,17,21,16,21,9
PA1380,39,52,36.125,31,31,26
PA1381,48,54,37,82,96,98
PA1382,300,332,221,236,265,239
PA1383,122,125,73,132,136,130
galE,69,72,51,101,110,85
PA1385,128,217,146,160,162,178
PA1386,58,54,46,64,75,59
PA1387,89,113,69,78,111,104
PA1388,45,83,44,82,92,89
PA1389,93,101,62,107,113,101
PA1390,89,76,52,106.3333333,102,103
PA1391,92,101,72,135,113,153
PA1392,185,216,133,213,227,227
cysC,46.33333333,35,27,79,56,53
PA1394,7,10,10,18,29,21
PA1395,9,15,19,19,14,15
PA1396,34,44,28,43,50,43.1
PA1397,46,33,37,38,43,45
PA1398,76,79,32,49,65,60
PA1399,11,4,2,7,19,13.16666667
PA1400,31,42,23,47,40,41
PA1401,4.25,5,9.25,8,12,11
PA1402,1,7,4,4,10,8
PA1403,6,7,8,11,11,10
PA1404,46,43,35,20,25,15
PA1405,18,32,31,23,29,27
PA1406,16,20,24,21,27,18
PA1407,28,38,26,34,15,22
PA1408,53,53,45,52,52,61
aphA,25,25,14,52,29,18
PA1410,9,17,11,16,17,7
PA1411,25,35,36,22,20,22
PA1412,7.2,13,15,12,17.25,8
PA1413,237,207,151,141,122,110
PA1414,1085,1638,1766,640,717,745
PA1415,54,40,23,58,48,39
PA1416,18,6,7,6,4,3
PA1417,20,13,4,13,8,5
PA1418,75,56,32,45,47,28
PA1419,82,36,45,25,21,15
PA1420,148,76,39,24,30,24
gbuA,586,415,221,41,49,39
gbuR,48,44,41,33,49,55
bdlA,308,210,104,53,29,40
PA1424,63,81,35.33333333,43,44,34
PA1425,82,88,62,64,65,56.16666667
PA1426,7,13,7,15,7,11
PA1427,12,20,11,23,17,16
PA1428,51,47,28,40,38,27
PA1429,85.14285714,121,89,258,180,145
lasR,1218,1246,1005,565,926,985
rsaL,62,154,128,543,707,690
lasI,215,381,325,581,669,815
PA1433,27,34,37,60,70.07692308,60
PA1434,18,21,15,23,26,17
PA1435,9,12,10,15,8,12
PA1436,48,58,43,62,49,45
PA1437,31,39,32,31,48,34
PA1438,21,41,32,32,29,38
PA1439,187,132,108,107,131,101
PA1440,415,426,281,314,424,346
PA1441,114,64,66,91,136,85
PA1442,229,288,165,176,211,224
fliM,277,247,187,197,244,198.1666667
fliN,74,66,33,40,65,49
fliO,34,17,14,14,19,21
fliP,137,84,46,69,80,84
fliQ,70,36,39,40,47,63
fliR,85,53,38,62,64,74
flhB,39,27,25,29,33,53
PA1450,41.16666667,33,38,61,78,59
PA1451,34,21,16,37,44,37
flhA,447,453,251,223,328,288
flhF,462,442,287,262,264,220
fleN,482,481,326,220,274,254
fliA,483,497,331,257,282,256
cheY,495,355,229,408,430,328
cheZ,413,283,204,187,243,206
PA1458,1039,805,562,426,560,450
PA1459,241,180,118,153,155,150
motC,121,88,56,92,100,94
motD,129,106,76,127,172,109
PA1462,204,157,131,123,189,159
PA1463,398,312,191,142,168,140
PA1464,242,215,158,162,207,162
PA1465,39,67,38,25,36,39
PA1466,308,258,156,278,250,205
PA1467,43,53,18,28,24,24
PA1468,28,33,23.2,25,27,28
PA1469,23,45,32,46,46,39
PA1470,8,11,16,12,25,16
PA1471,243,196,104,33,28,24
PA1472,25,44,38,46,52,57
PA1473,29,40,22,24,26,19
PA1474,210,235,136,141,135.0769231,103
ccmA,125,130,94,67,68,59
ccmB,103,185,164,197,212,258
ccmC,159,199,145,151.25,198,201
PA1478,35,31,17,29,39,42
ccmE,61,71,62,74,95,83
ccmF,173,155,100,120,166,184
ccmG,51,40,42,38,58,45
ccmH,48,30,28,38,33,44
cycH,79,71,44,62,78,94
PA1484,20,29,16,38,23,33
PA1485,39,54,37,36,26,25.16666667
bapF,8,10,12,4,9,13
PA1487,8,18,11,17,19,16
PA1488,6,13,9,7,10,10
PA1489,11,19,12,16,15,15
PA1490,12,27,16,27,29,25
PA1491,43,55,40.25,50,54,52
PA1492,18,27,16,23,17,15
cysP,199,112,78,94,100.5,74
muiA,481,181,114,16,30,26
PA1495,1,7,8,4,7,4
PA1496,53,79,47,56,66,55.07142857
PA1497,6,5,4,4,5,7
pykF,17,25,15,25,18,24
PA1499,6,12,6,12,8,12
PA1500,29,22.16666667,14,28.16666667,24,18
PA1501,10,21,17,15,15,14
gcl,30.2,42,26,28,22,23.5
PA1503,17,26,12,11,10,13
PA1504,42,39,46,54,67,39
moaA2,149,240,183,179,186,169
PA1506,5,19,27.5,24,27,19
PA1507,43,84,66,41,52,45.2
PA1508,33,32,26,33,33,21
tplEi,340,480,366,182,254,202
tplE,230,260,182,315,351,345
vgrG2a,137.5,144.5,103,195,220.8333333,181
hcpA,26.83333333,37.16666667,18.33333333,89.57692308,106,70.16666667
PA1513,59,107,92,67,72,54
PA1514,34,103,62,52,53,61
alc,27,62,56,28,27,27
PA1516,29,29,15,7,15,4
PA1517,158,197,168,69,61,47
PA1518,120,134,101,27,28,29
PA1519,53,65,24,44,39,33
PA1520,120,133,97,99,110,94
PA1521,49,65,51,34,49,34
PA1522,37,40,40,40,39,47
xdhB,71,94,79,87,105,89
xdhA,55,58,42,35,63,37
alkB2,54,64,49,50,62,61
PA1526,290,168,151,137,151,135
PA1527,753.5,397,297,331,386,360
zipA,623.25,460,309,463,495,459
lig,128,121,106,115,122,119
PA1530,36,50,23,44,79,64
rsmY,50817,47347,44358,14747,17711,15368
PA1531,70,108,81,91,107,116
dnaX,404,446,314,439.1666667,475,434
PA1533,198,218,134,162,262,199
recR,94,85,54,59,83,53
PA1535,116,110,71,91,87,92
PA1536,30,26,21,30,30,26
PA1537,11,13,11,5,12,15
