,FPKM of control,FPKM of Ag NP-1ppm,FPKM of Ag NP-20ppm,FPKM of Ag NP-25ppm-1,FPKM of Ag NP-25ppm-2,FPKM of Ag NR-1ppm,FPKM of Ag NR-30ppm,FPKM of Ag NR-300ppm
PA4928,38.3306,53.50217074,47.06438804,53.1671,65.0508,42.23247234,40.56933493,40.19726343
PA4929,47.3327,45.46575201,26.07307484,53.3088,46.8384,37.12951748,38.79327608,37.5542038
alr,34.5608,64.25600394,54.00554433,40.6097,43.0931,37.55847024,34.36009987,35.1324828
dnaB,43.3342,97.52103888,110.8019487,53.7645,62.4177,51.87895479,45.4716932,49.34842896
rplI,105.306,1241.206631,2533.442071,566.444,603.411,231.4474566,224.3915468,284.9194045
PA4933,122.215,1221.588389,1575.536135,809.001,779.846,253.7959189,236.9503114,296.8755722
rpsR,270.387,1888.526772,4261.799798,1121.22,1157.43,489.9021277,520.5713533,668.2265727
rpsF,180.209,1697.557978,5055.665496,1054.77,1070.59,438.5101223,407.1393556,557.6720899
PA4936,66.3102,186.428244,162.1646947,110.749,105.401,80.83829164,79.2448964,83.00074058
bioF,48.5236,46.98752877,64.86848722,90.7769,74.5047,41.60004043,49.76231522,55.02210349
rnr,86.0029,250.7234943,382.3196571,159.01,169.663,113.490879,100.2041063,118.5200392
PA4937.1,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!
PA4937.2,0,#DIV/0!,#DIV/0!,0,0,#DIV/0!,#DIV/0!,#DIV/0!
purA,83.8895,314.3130338,438.5100691,193.688,194.699,134.2295609,124.2286034,171.5727917
PA4939,49.843,160.404927,221.7100976,94.8914,86.1781,70.62760403,66.07899748,88.86575676
PA4940,118.328,159.8045896,332.1828927,116.934,131.915,130.938464,136.3290756,155.8470379
hflC,107.055,255.6037229,480.0591543,160.871,170.525,147.2499958,141.5915583,165.7926558
hflK,103.771,244.8518875,401.3978154,157.957,165.477,146.9327183,129.1913842,152.5954934
PA4943,100.359,229.5335128,383.4886798,113.009,129.579,140.8026693,133.1333626,147.066217
hfq,397.572,781.4239076,2086.942816,265.03,323.429,549.2335285,452.3493385,436.9005902
PA0502,36.2084,50.67555686,30.84225771,60.2638,58.0376,34.67209645,38.07829063,47.26232609
miaA,155.327,236.3147535,497.6152654,111.294,131.897,184.8751091,174.8912111,206.3690016
mutL,70.6003,98.27290369,80.27043439,63.566,61.4293,80.69258847,74.85207653,78.89480315
amiB,72.5777,108.3671328,101.8503981,71.4932,79.8654,78.27298677,73.59293382,77.82540401
PA4948,53.2053,71.90808701,50.94811922,62.9201,71.0767,50.75435371,48.19646326,54.33882005
PA4949,64.0946,72.87141335,65.90999897,97.4975,83.6474,64.53260607,67.76467287,70.27001917
PA4950,31.6849,45.61374278,68.5317951,45.0946,47.866,39.02625125,33.71876566,35.49777755
orn,73.1517,105.2156435,163.2251624,103.558,96.3658,83.40542306,73.62085111,79.78361194
PA4952,54.4135,106.3895991,104.522732,73.75,81.8543,64.31746258,60.94328321,68.20127164
motB,47.9799,58.43008119,126.1415108,53.0916,61.8923,48.25628928,48.26909224,46.77249078
motA,57.4706,96.08856042,283.3678735,75.1822,80.7389,66.45327111,62.02925036,60.48751264
PA0503,45.1609,47.28511368,21.30305702,71.5332,68.1996,37.88202482,45.83066757,50.154787
PA4955,40.2541,41.30204778,26.00666585,57.4893,48.8811,39.97987102,38.37715476,39.1765179
rhdA,42.1906,57.19286528,98.85784057,71.3439,72.7732,49.70247674,39.32383475,50.68080845
psd,39.3184,79.00053398,114.6588631,74.7158,77.1393,45.80136106,44.70789759,49.84517724
PA4958,49.8408,67.87337004,50.1275612,61.8234,62.8988,52.69397447,48.02403948,47.95601517
fimX,47.4132,64.14856392,56.74462246,50.9191,58.4123,49.20316497,48.30160245,49.528367
PA4960,45.5565,121.6931909,249.0338148,73.7583,89.7493,53.2672356,44.01031434,53.59335548
PA4961,42.7608,72.79654132,92.62360422,53.2045,59.9919,52.41160238,43.85049782,46.09461077
PA4962,18.5535,32.48648903,21.3908603,32.2591,29.0449,21.62395625,17.29939462,19.97577932
PA4963,83.7256,231.50876,329.2052126,94.6005,116.69,92.3459687,90.57279372,86.89560634
parC,44.9339,93.54039711,96.36111353,77.0148,76.821,52.52986408,52.58602519,59.89275534
bioD,45.1172,33.58311314,9.106402021,70.5294,61.1746,38.00660469,48.74374731,56.80293418
PA4965,50.5868,59.04075635,43.17386096,69.7475,53.4473,41.78328633,57.13680933,52.4396958
PA4966,38.5133,62.3467412,39.66176844,61.3275,50.1032,46.6105281,54.15806631,52.59486936
parE,47.1519,111.6769048,111.6458005,62.2081,72.4027,61.87876093,56.85668139,58.28347597
PA4968,45.821,80.41952102,143.3543769,37.8049,39.4635,52.06578651,46.91188916,42.35290438
cpdA,38.4227,63.18290685,38.86590344,48.6302,50.7114,39.20727416,35.90174054,32.87699398
PA4970,58.6539,126.9245255,111.686386,76.9032,65.4072,65.24852382,52.77119417,59.56705884
aspP,73.5038,240.1349973,343.1330054,114.948,118.171,99.12946561,82.40296526,97.11734972
PA4972,72.5357,227.8082674,192.3568243,104.231,112.503,88.80066942,76.05216357,91.02491196
thiC,42.7246,419.5997076,252.1943873,131.348,187.73,67.92450077,62.5469225,74.53241926
PA4974,61.6455,119.564034,120.3171975,79.5361,90.2776,67.99685088,69.40099073,65.03177565
PA0505,257.206,565.7769639,1202.690952,197.107,191.882,264.5124436,270.8776476,269.3132459
PA4975,30.564,36.45602674,24.76942062,43.9767,52.7406,24.26477987,25.9499325,29.64805241
aruH,45.484,34.49071494,21.44723109,64.6548,46.5652,36.63477536,36.49405316,42.46107406
aruI,41.3142,29.91539105,10.47144843,60.9257,48.3498,33.30253059,41.9039754,48.38386798
PA4978,38.9904,27.74293025,6.19676158,56.7874,50.648,30.97336885,34.64078254,35.41042607
PA4979,34.8393,28.35003064,9.937662815,40.7916,48.2221,29.05084181,24.63960575,24.57157089
PA4980,39.5623,23.82745319,9.548249893,58.6437,48.5186,32.71609075,40.39442905,37.28131743
PA4981,55.1988,59.33717154,25.20434305,87.7892,85.4651,59.70045558,48.74417154,53.80623268
PA4982,37.9771,25.7023931,10.50877029,53.8515,48.2711,30.36766175,33.263997,36.03097066
PA4983,30.8596,32.88714512,14.72362651,41.6109,37.2859,30.35686017,28.03126095,29.3833818
PA4984,42.7271,43.17722749,27.12893173,54.6721,52.8478,46.7414055,42.94803248,40.80693656
PA0050,129.238,146.8153048,227.9730302,103.776,131.673,34.29343903,72.37499713,66.77502882
PA0506,37.0631,90.06082845,1222.444324,287.581,293.162,39.17603307,32.36240917,34.90401933
PA4985,26.5557,22.34790286,12.98440187,42.4026,36.5054,23.85670969,24.77676834,28.94481552
PA4986,43.8949,34.15329001,11.51668664,59.0027,54.2963,36.99552618,38.86258948,39.78881231
PA4987,41.0594,37.70513705,32.34469389,56.1283,62.1228,48.91238847,38.71831698,40.99326567
waaA,45.4821,37.12708168,23.94488105,60.8797,44.8352,36.05477287,47.67467517,48.39235771
PA4989,42.53,32.31055445,23.50548023,60.7828,52.7236,34.90059858,38.47170726,44.90255608
PA4990,42.9544,57.37649141,35.20870146,50.0993,58.9771,35.36873645,35.72722893,39.89400835
PA4991,39.7881,64.33104745,59.06532755,59.4809,50.3063,41.73121103,37.92025017,43.64061876
PA4992,42.7957,59.13543967,59.18135019,50.7108,54.8079,41.29042264,37.70856773,43.38507212
PA4993,41.3506,59.54040455,59.63838836,63.3594,58.8377,45.01401709,46.38587967,44.93562858
PA4994,33.8303,32.04234311,41.02633328,53.4621,58.53,33.83911542,29.89526316,34.35615101
PA0507,34.2649,36.6959712,51.98904444,54.5858,63.3878,34.32159534,28.5621448,24.57304089
PA4995,25.0855,29.61676814,49.68856033,48.4952,39.4538,21.30005307,24.67670379,27.9503654
rfaE,62.8782,164.6040129,220.1487973,109.951,103.722,74.19332024,74.06932033,94.12255647
msbA,59.8012,108.986591,80.44350953,60.75,66.3355,73.4789451,67.75297132,81.57124273
PA4998,43.562,80.45431557,103.3493395,60.9505,63.628,53.91674721,44.40084403,46.77705501
waaL,61.9949,79.5807938,84.26469486,83.9396,93.9253,62.41069474,59.14879349,60.05260638
wapR,72.9073,103.7496583,180.9974133,81.2869,111.262,81.41159456,72.24331395,68.27222797
PA5001,52.6373,88.88352433,95.71520319,85.5707,88.7211,72.63775759,65.39269536,67.08517796
PA5002,44.6002,86.05273821,54.14168887,62.6161,57.9136,55.4479326,50.32106459,53.98675325
PA5003,39.7259,90.85506047,77.07252755,44.8276,47.1251,54.69845407,45.94471776,59.47121979
PA5004,51.3681,151.8421951,141.3622151,72.4831,68.2042,71.28310101,70.48989911,75.02511878
PA0508,34.2283,46.30226926,770.077836,256.35,285.241,37.17662689,30.63311928,29.51847351
PA5005,72.9828,224.9128492,465.3107423,127.272,144.506,101.1941412,87.36208325,107.0156833
PA5006,46.9196,65.4923574,43.75358106,60.5193,53.1254,48.27562034,49.05190338,53.44259365
PA5007,38.8158,76.86183216,40.05199548,56.897,52.9268,42.39209826,40.25853206,47.05078795
PA5008,39.6031,73.36232632,45.6262146,47.8352,48.6697,45.75496654,46.25265127,50.98080833
waaP,36.1671,58.64539842,41.88589865,46.7393,43.1097,38.4092431,40.72422159,40.86282123
waaG,31.4367,71.7836873,65.87843087,48.5877,59.4872,40.09429612,35.81139246,44.14589661
waaC,45.3127,81.92109811,65.13920664,76.2142,62.6474,48.87655419,49.88767191,53.04807317
waaF,39.993,95.60687093,131.4653573,72.5048,73.6552,49.32404316,46.73547353,49.3263991
ilvE,100.31,279.1781951,575.8810444,154.549,170.406,142.0734957,124.4721945,157.8765882
glnE,48.1589,77.00488976,83.7866055,62.5366,61.2593,52.13482738,47.41891846,52.42783514
nirN,103.658,229.2277522,270.0857992,120.845,122.584,157.1865594,169.618086,193.7232223
aceE,104.611,2150.297989,2631.129281,642.102,726.926,209.5512834,154.6561707,256.8048524
aceF,64.2371,1261.550952,1194.661625,430.075,520.577,129.5885743,98.97997345,157.9783086
PA5017,56.2534,110.210043,128.5989935,66.185,78.4726,59.25539858,51.34724169,50.67344792
msrA,58.2569,115.3947549,182.7611668,84.8652,90.3718,57.85130348,60.9537347,57.97571995
PA5019,51.1937,92.56934338,89.82981187,80.6142,75.5378,58.39616441,51.65358499,49.04281037
PA5020,39.2469,38.42670709,74.39424209,63.0626,82.2582,40.30354166,33.58784815,33.65196304
PA5021,34.4271,43.40728773,30.35595971,50.865,50.9913,41.290516,28.76242656,31.43031369
PA5022,43.9426,49.41449896,39.08128839,62.6978,70.4588,47.77134244,39.19957517,40.58169
PA5023,42.597,51.61422773,44.48906431,60.9887,61.0024,46.7864013,42.41627587,42.81631526
PA5024,53.6224,57.0669963,30.42084499,72.3556,74.9595,57.24078522,51.90331211,47.00155996
PA0510,110.666,266.4065972,337.5313426,152.757,142.635,173.2500913,170.48948,195.6528037
metY,49.661,80.99312016,117.7432186,71.558,75.8243,53.52379782,51.45761356,50.89934027
PA5026,21.4603,30.86803113,123.7828437,39.4657,47.7661,26.80216977,21.18479414,25.27072246
PA5027,56.8473,255.3630219,195.8990422,89.4882,86.1221,57.12930758,54.28239648,69.35245999
PA5028,87.1238,165.8695233,204.4687489,110.141,133.59,97.20878951,79.72238705,91.67844539
PA5029,47.0874,44.06794745,24.87876007,66.9028,66.9735,42.29024635,38.15311487,40.72350309
PA5030,38.0356,44.56571522,46.33974831,50.528,49.7238,34.77311667,30.00502821,29.92155476
PA5031,29.1663,25.87129735,20.97996926,45.8,44.7724,23.84739473,22.18062152,29.16595147
PA5032,38.0181,29.62246214,12.95777731,58.0739,49.6345,33.78531051,30.16068427,39.00680412
PA5033,27.8338,30.69790894,21.95851312,41.47,49.8183,31.5928936,24.79753383,23.99634677
hemE,50.5501,149.0951983,195.8550198,85.1606,93.5112,62.01819761,51.06702503,58.58433717
nirJ,120.228,257.4144632,329.9369931,133.498,140.904,169.4700479,164.0601775,190.2207873
gltD,40.3661,253.6721421,504.0843544,194.81,216.749,65.38747988,59.35812147,89.23434363
gltB,47.1742,250.8236545,493.1498439,169.657,194.489,71.25206863,65.16892328,92.54630358
PA5037,78.3143,268.1976769,409.1987548,132.049,123.713,108.6190721,91.15504543,98.17943536
aroB,52.6107,162.9836435,278.8614112,98.5457,99.0114,62.65310817,53.83224357,56.54329741
aroK,91.533,134.7859234,165.2012974,81.8213,87.5044,111.4386554,95.78246105,84.58531341
pilQ,58.5995,81.8062905,108.4203751,72.09,97.3026,66.27955004,61.77508859,63.86628826
pilP,50.4193,66.75103024,55.22211154,52.6231,69.8307,52.89773483,46.17814942,48.48536774
pilO,53.3531,70.15229198,75.21431652,61.4811,77.9655,64.09946362,53.2973356,52.69349786
pilN,75.4059,96.55087807,106.9040028,80.1793,107.693,87.24424594,66.83748628,71.86540232
pilM,64.7078,105.2120869,275.1181702,85.645,109.215,77.30832411,68.85433765,67.73752001
PA0512,101.156,277.9717702,411.7970447,133.947,107.622,160.1826084,144.0842677,158.5012304
ponA,56.3959,58.68369778,95.85125311,62.919,74.2966,61.21146262,50.7732263,52.71494209
PA5046,75.6015,450.32894,747.9260441,173.972,251.815,110.6577582,94.29265266,115.720307
PA5047,45.454,68.53642958,56.07781098,65.8779,63.3922,56.61398888,47.4060931,47.27631454
PA5048,47.4766,88.03494864,76.35420447,83.7678,73.7157,53.27577802,49.72902338,64.04044581
rpmE,172.452,1922.889987,6999.810454,352.992,377.943,344.7423832,240.2260466,287.8504416
priA,37.3398,44.01762891,27.36943117,59.7558,57.3067,34.57901042,36.13644477,40.32499735
argS,49.6716,245.0785361,423.9439318,131.376,143.669,72.07040784,54.41250628,68.33598283
PA5052,47.6148,141.8456836,136.3073485,101.469,89.2342,63.59365456,54.37920774,61.43637727
hslV,38.6299,75.11587186,113.4411541,53.0206,48.916,45.48719534,36.06150987,32.47870309
hslU,60.2081,131.8059657,397.8742454,88.7395,103.952,62.66527186,56.62779408,62.89965701
PA0513,125.576,265.3632585,301.2486152,119.548,121.442,151.8175026,153.6851325,177.1207225
PA5055,32.3578,55.45769447,69.94005864,44.9475,43.3032,35.33827834,35.92663625,30.72534996
phaC1,48.068,70.94728731,72.24240027,62.6286,75.1106,48.95637162,40.63927354,43.03595109
phaD,38.3667,59.43020124,41.34589636,55.2063,55.2677,41.89839965,36.91623272,37.41354689
phaC2,45.3343,44.59703256,50.97613775,56.9952,63.9166,44.30280825,40.14013883,37.65077288
PA5059,44.5961,57.13356269,91.00590136,64.5388,62.6599,41.57300913,42.81776103,37.40374561
phaF,230.072,759.1532388,1132.271302,425.762,490.797,308.1325133,228.9235611,265.005616
PA5061,92.2468,264.9369584,353.9292097,100.951,122.097,133.129759,91.20801723,116.1423704
PA5062,56.8546,157.7379915,327.9587133,113.285,96.3297,67.19354423,61.59575609,83.73340487
ubiE,75.3239,198.8564248,473.0354662,119.58,118.2,111.3655839,81.78584472,85.74515912
PA5064,45.5546,90.22543586,155.4108376,87.548,68.9859,64.6170172,53.42136373,55.42196199
nirL,74.7851,244.510753,329.1579016,115.299,102.06,143.3326851,118.7549887,151.2027329
ubiB,48.6302,73.94556882,79.94284734,68.6117,74.0645,55.10798097,49.92765478,52.15257429
hisI,127.183,205.538989,305.2874668,147.199,153.994,145.7256054,118.2547304,122.4220132
hisE,88.2843,148.9458279,456.3430501,126.202,116.951,91.60652075,94.12764346,81.91477087
tatA,116.619,330.9005006,1864.427034,372.638,376.309,148.708995,135.911272,163.8411602
tatB,69.7531,147.7031267,320.4769336,112.725,105.438,82.11096058,75.91131807,85.88868338
tatC,56.758,91.83077869,78.91726219,79.1123,80.2031,66.42395071,55.92127962,64.6889936
PA5071,28.5086,40.6927551,29.72548935,40.4447,42.0165,29.61148013,26.18417777,26.8867792
PA5072,35.3183,40.02557445,60.10513409,66.7773,55.4617,34.44514102,33.5920745,38.83170124
PA5073,32.0839,88.30869367,202.7334402,66.1248,73.9403,42.94539301,36.15248956,38.5429398
PA5074,48.9021,101.2636213,86.74254765,72.1831,71.6022,49.14573457,46.49522248,56.46991805
PA0515,109.554,268.1114437,295.7874811,154.144,142.957,164.0220284,151.5719292,198.0460559
PA5075,42.1429,95.26367635,53.30957177,58.1865,71.3064,42.75427666,35.82546031,41.64205562
PA5076,52.7917,181.6139633,229.827891,98.6799,123.251,64.66867223,54.67969538,71.12547336
mdoH,62.5319,156.1797874,192.7026105,90.2536,92.7115,76.69846728,67.04668733,74.90191584
PA5078,100.387,332.097261,895.5047363,180.562,215.649,138.9182053,115.956833,128.2062496
PA5079,66.3314,77.99849282,47.08911869,72.5596,88.899,66.45291457,49.20758937,61.22206756
PA5080,46.5689,93.07841232,143.762243,74.2561,80.0104,53.46870371,46.78456169,48.80788493
PA5081,27.872,23.8889713,30.73809089,24.081,27.5512,25.67998045,24.77894586,19.05661749
PA5082,35.6481,39.09604665,33.67512661,54.0593,66.6565,39.00746744,29.90497115,37.35069062
PA5083,21.4412,30.98563841,26.46260925,32.6849,50.7378,28.79949128,24.09756942,31.27730432
PA5084,38.6706,30.32958011,27.23730368,67.6081,59.3338,32.45278534,37.30343911,45.51283965
phzH,39.7008,53.11594846,20.92598905,82.6912,98.8562,42.42329811,34.83663764,34.52993964
nirF,137.354,449.0493223,581.9237796,196.381,207.324,221.6860788,201.9766254,250.4719291
PA5085,81.5075,66.93662855,120.4485495,132.416,115.642,69.24973886,76.91196149,86.99926552
PA5087,57.5956,64.25286907,130.6183951,95.3393,101.84,63.04794233,59.19601851,57.45975885
PA5088,78.9202,71.04161091,96.2218619,117.496,124.206,84.27764635,79.16697412,73.71178989
PA5089,43.5264,35.61612645,23.3246866,61.9492,74.512,40.16037177,40.74923147,43.55480557
PA5090,42.1519,35.55880603,13.77959018,56.9765,65.7137,43.77947258,42.1608257,44.38068905
hutG,41.1492,49.7291046,23.36405529,58.8713,61.0374,42.70987616,38.37025126,38.84164037
hutI,27.6131,29.48052451,18.86251751,45.041,45.3277,26.17358891,29.49004444,30.97036083
PA5093,35.3004,34.68214711,12.66891723,51.165,48.3819,30.53687528,30.26639925,36.03537118
PA5094,41.18,37.95418852,24.94788542,59.0487,63.7738,39.53462531,35.41655284,36.47679383
PA5095,32.3728,35.94071464,24.13840553,51.4642,46.815,34.00408843,30.2715224,23.51175773
nirC,147.679,422.2298535,500.7317531,245.246,195.548,243.665078,195.8234795,245.9716316
PA5096,34.4317,33.55868941,19.78666471,47.257,47.7078,33.31378205,26.32121283,27.70246182
PA5097,32.9768,35.88523487,18.82667593,47.172,52.2066,33.248177,25.26952187,29.04864825
hutH,36.0903,33.7416762,20.66436776,56.476,50.8314,29.6425015,31.0275524,32.64320779
PA5099,39.2755,45.75951957,27.70956767,65.8187,57.1593,40.7353209,36.68585428,40.73786432
hutU,34.135,83.01708762,189.8093047,65.0355,70.9612,35.00392297,32.49055119,39.34697983
PA5101,33.878,23.6365837,13.13752737,43.8882,39.169,28.91362285,31.37974253,26.7720946
PA5102,43.6488,38.41837643,14.02928393,66.8732,54.0616,37.73865069,36.0099306,39.46342396
PA5103,48.1609,48.87856907,33.76631972,57.6161,59.7951,40.90554803,38.12869677,38.02162099
PA5104,29.04,26.37628629,19.8516896,34.3119,33.667,25.3129763,21.86536776,19.46856824
hutC,34.3111,44.49589527,185.8654436,67.5602,80.3203,35.29229128,28.41309205,31.99099502
nirM,250.347,1919.726502,7251.478905,1555.62,1589.32,550.8486158,469.28831,764.903954
PA5106,35.3456,40.03866229,146.3771771,76.5802,66.0156,31.24149332,35.74003091,38.55952551
blc,70.6032,188.811799,240.7546094,89.2863,103.978,82.92051444,76.76141362,83.21587156
PA5108,79.1486,176.5400636,362.0996847,100.53,98.1112,92.47390694,65.84005594,86.79082764
PA5109,71.1593,158.3078294,103.5666927,82.645,79.7582,86.78091999,69.53890567,79.79632976
fbp,107.941,390.9924574,466.3792351,144.066,179.065,148.4998995,124.1059253,138.914351
gloA3,46.0663,137.1472486,157.0450563,81.2497,88.3981,50.03316229,38.27050908,45.70818102
estA,39.7487,54.53346178,53.53904213,54.3078,68.4997,36.89924099,35.99557796,39.57077316
PA5113,35.7343,28.57587314,14.17700007,54.8588,46.1995,28.32752307,35.17886702,35.95579378
PA5114,52.1012,46.96160426,25.63403116,86.9052,66.838,48.08690022,52.68357993,54.41511656
PA5115,51.7504,36.73046913,34.56055303,77.3896,66.3067,37.98132015,40.31303643,40.09682066
nirS,456.055,2312.280977,6973.559248,1492.71,1632.65,1021.319341,871.7420931,1286.674265
PA5116,55.5206,43.36059944,35.1919879,91.5622,71.6829,47.31793106,50.01982447,58.45264255
typA,49.1208,163.214615,752.3425406,181.574,212.359,65.90356859,59.71653077,70.34446119
thiI,41.227,110.6207288,131.6228866,65.7401,79.9282,54.94003493,49.22681549,57.99786481
glnA,63.7051,348.7641887,745.5978761,195.658,248.651,94.57753763,76.18074655,106.3927102
PA5120,43.1305,35.57524203,40.57944942,69.1499,51.4698,35.43636319,49.14548498,50.72148821
PA5121,46.798,50.17760329,33.99170134,70.2157,67.3225,46.58651574,43.96983063,47.82643842
PA5122,51.9341,65.47182899,83.52691592,66.1106,71.5424,50.01052199,44.43372526,48.57336044
PA5123,46.0641,48.74896887,33.04967577,64.7772,66.7392,42.00529164,42.20718402,44.1902934
ntrB,36.0201,51.11830329,53.18803614,47.5307,54.0182,36.23694226,31.76492482,31.00487245
ntrC,38.0729,49.74455686,48.07805245,53.3372,58.5079,39.48112204,32.76296636,35.77902322
nirQ,361.813,823.4713415,1204.02181,369.261,333.898,498.886059,483.7380535,447.0541314
PA5126,36.9411,48.9535206,35.73386338,74.4491,62.0306,43.83985682,39.50243053,40.71206171
PA5127,34.8492,47.23994966,44.62975793,39.8836,41.9215,33.51176136,22.90110444,30.89934343
secB,84.4508,368.402497,441.126274,140.136,195.293,143.865255,129.6571255,177.9249767
grx,36.5021,153.4780926,110.5528351,64.2779,48.3413,56.81086134,46.21767724,59.45152508
PA5130,63.7161,455.5603644,2493.222401,204.156,187.441,97.1935528,67.82395881,89.32675767
pgm,49.6308,177.8400754,264.9772637,112.07,124.071,69.28377022,56.96099698,62.15843946
PA5132,45.5789,40.89826752,22.98822401,88.2854,73.7101,40.2243887,44.2077417,52.84575685
PA5133,53.5159,76.09717909,104.7700769,66.7385,63.2665,51.86698459,54.5046101,54.29103941
PA5134,61.2966,131.4055063,214.7527454,96.7227,108.3,75.10302738,68.56958945,76.37766927
PA5135,44.0793,46.46424167,29.59724929,69.6679,51.8686,39.83726425,45.03077839,55.48804565
PA0521,195.235,346.1359406,252.722929,163.119,143.219,245.7482827,253.3005599,263.4423004
PA5136,37.8533,32.88230979,17.30462125,51.03,51.1981,39.12946369,32.94841516,35.32285149
PA5137,30.3987,46.814421,27.16031159,52.3036,63.6916,34.2549303,27.14175715,23.52012007
PA5138,33.8385,46.58639903,65.79998566,44.5652,59.8809,33.99259696,31.09330313,28.66800669
PA5139,32.8967,35.36253353,22.38006239,49.1361,64.0801,33.2698858,30.74620886,27.85062937
hisF1,36.4665,87.7941213,65.91612742,52.9335,64.8241,42.73980277,41.73665833,49.90696071
hisA,48.9825,93.94528088,97.5848285,76.3901,89.0925,57.3122163,53.38584161,56.9943471
hisH1,48.0836,108.7485177,91.86606654,67.318,89.3852,61.1857516,49.88675838,56.82823522
hisB,64.4282,158.8049308,175.8918082,89.0802,118.964,82.66465251,80.88326701,84.19000127
PA5144,52.5786,21.88141193,8.493221543,81.0429,71.6574,37.64042035,49.18615804,60.77081509
