,High-Mg-Rep1,High-Mg-Rep2,High-Mg-Rep3,0point75percent-DNA-Rep1,0point75percent-DNA-Rep2,0point75percent-DNA-Rep3
cysQ,69.6327173,61.9368307,114.2675145,66.0744822,75.4856131,59.0274066
cysS,374.9166952,383.2860043,356.5592616,401.4474686,424.3541363,436.5950961
cysT,98.6651043,124.3274111,94.2064203,88.42201769,66.2918525,85.5741239
cysW,181.892522,244.4054979,273.7635748,232.374587,133.726668,201.3942742
czcA,404.3323173,577.8993063,466.6207988,16.25342934,22.9374851,34.1645742
czcB,284.6284826,366.3775752,343.5261817,14.51670754,8.8844751,9.2631784
czcC,222.3702161,325.7777082,375.3362514,7.033569589,8.0353761,16.7557725
dacC,687.3095299,598.4496815,716.5657203,628.9501529,594.5711115,622.2366525
dadA,163.2930263,147.5511837,162.6926621,148.6633461,193.0577969,195.061571
dadX,81.5089514,103.1737742,124.9373463,95.52294788,69.8101352,130.5124906
dapA,609.0381375,531.5052985,595.3499073,655.6583146,632.3744977,742.1291765
dapB,279.5358462,256.0633548,374.1153621,534.6820242,313.9621566,344.0461522
dapD,123.6173662,52.083964,81.0282065,128.2759996,54.954985,117.1993435
dapE,40.9177548,44.1945094,81.5346327,55.00471218,29.1753205,60.8378537
dapF,267.410928,284.7068672,226.0599204,254.1733992,227.1154081,269.2341117
dauA,14.9244091,5.3099786,23.7912606,13.375006,4.5840111,16.7279205
dauB,10.6548946,25.2728096,49.54003,22.28038974,32.7263576,39.8082158
dauR,159.5709329,94.6233154,111.2889774,81.03605531,118.4456322,85.1685593
dbpA,73.3539583,78.2961551,92.5734019,92.03402821,61.9590517,76.3455419
dctA,444.3034145,274.1261265,355.6711799,575.4007158,656.6989236,516.0883374
ddlA,119.6705354,140.9669248,196.5692916,147.8265793,104.3093703,150.1862865
ddlB,189.390751,224.6120949,192.1887772,188.5875846,228.9140533,199.3609667
def,743.783094,632.0445537,853.5290718,553.4878223,719.0116313,675.2254092
desA,374.1051872,408.9629322,395.4918718,350.6225491,289.4575546,274.3597864
desB,60.5021866,250.2416871,186.867206,59.64315344,144.0194963,142.8926408
desT,16.0330794,28.5221708,21.2988428,33.52668171,45.1415948,38.5083557
dgcA,29.4056479,39.2335537,32.5528166,11.71237789,26.3430506,18.3106204
dgcB,13.7286307,16.7905745,25.6465424,18.45505415,7.9063677,15.1128613
dgkA,199.1205028,161.0122544,117.229518,251.4501128,180.6987593,166.6625074
dgt,101.2108222,96.0265469,96.3569894,122.9535622,110.530704,70.2256588
dhcA,14.450415,12.8533388,9.598191,155.4026448,66.5763669,84.839582
dhcB,10.2494572,0,10.211774,96.44661861,86.5729216,98.4688548
dhcR,18.2787551,6.5034266,29.1384821,36.03845265,22.4571748,26.3412205
dht,21.0434168,4.1594832,18.6364875,10.47708803,32.3172781,16.8474056
dinB,60.9257019,99.8275977,47.9223964,80.4640361,73.8680643,92.4200538
dipZ,43.6034762,47.2157557,56.6649957,81.55138794,64.0522629,66.7825088
dksA,723.1026436,482.3883918,622.8839441,803.2902932,468.4920853,705.5557796
dnaA,721.3329143,713.3311838,690.4547208,794.875308,769.7578216,795.5901068
dnaB,292.0434042,264.0600972,206.8048934,268.2134537,292.8246561,303.3740714
dnaE,238.9939441,245.7425532,255.259556,272.4399859,276.0090078,273.9975567
dnaG,182.270798,238.6855344,233.7267754,304.0088582,296.768188,263.4782235
dnaJ,362.228832,298.4264165,381.6042675,646.5860043,362.5006857,404.1000293
dnaK,777.5289626,591.4550462,972.7194878,1880.752254,892.8618947,1126.681255
dnaN,725.8453903,675.4639086,613.7886639,751.617185,611.218086,671.4545724
dnaQ,149.944994,177.8305385,99.5958036,154.738531,129.0946602,170.9750207
dnaX,182.6642629,161.0122544,154.1199258,244.8135996,203.4440577,229.2432907
dnr,413.4846805,538.5436194,304.0690063,383.7922774,434.6768401,429.5595823
dsbA,1259.958036,1177.212237,1186.757458,1261.994906,1162.608999,1076.538624
dsbB,112.2315561,46.9776931,52.6206705,76.91415215,50.6937696,79.2819089
dsbC,369.4866046,443.6782122,391.1361571,376.6577821,429.1238026,410.4388533
dsbG,17.4679465,42.7277656,47.8602402,43.04982476,43.5926968,45.4508479
dsbH,218.9884022,267.8301403,279.5473123,251.4501128,262.7420985,301.3357105
dsdA,14.9975353,35.5733088,19.9231937,29.12117119,26.871085,16.0094129
dut,125.5221352,98.5140767,117.7041315,79.40529878,107.7242604,124.1387784
dxr,141.3495669,188.5911796,185.8954419,217.8812061,206.2227654,205.9598875
dxs,182.2869224,165.3195886,224.3500723,172.9720521,207.2148193,180.2779711
eco,500.3954733,349.7145144,391.7223484,512.5097841,532.4460258,434.9563748
edd,130.8446714,134.4148278,148.7246784,201.4904024,125.9436344,149.0170088
eddA,6.4624696,17.2446906,17.1698925,27.0272674,13.2329226,10.3477347
eddB,21.5829916,10.238728,31.5386711,20.63180413,20.99242,24.1911466
efp,2143.682104,1088.067997,1390.34113,1835.984951,1782.865008,2243.943692
endA,51.8717276,33.555495,65.7758382,71.84288937,43.4518025,26.427303
eno,508.9570569,436.4555436,408.2690979,514.5955797,386.8052512,486.8769628
epd,139.4968494,90.2396364,142.1427012,176.1571412,155.80458,162.4457944
era,293.4158331,342.5456785,310.6081247,351.701465,354.8563871,408.1550123
eraR,9.9319961,4.4171503,4.94774,4.450444474,7.6264963,7.9515779
eraS,10.3439222,23.0017506,5.1529458,18.54010048,35.7426117,20.7034171
erbR,15.1664265,44.9673864,50.3688851,18.12253065,50.4654193,36.426823
ercS,15.8911938,40.6377832,29.6864402,55.18551148,28.980686,34.9869427
ercS',6.3623331,12.4501539,20.2846122,13.68435988,6.8396356,20.3747914
erdR,216.2259339,155.6944185,179.5257969,207.6193592,173.9400901,230.8146093
estA,187.3417011,143.4925284,210.8486683,139.9104183,153.1782373,151.3749378
estX,53.2850118,62.2071084,49.7710348,47.75313715,40.9160395,66.6564021
etfA,622.704118,405.7508811,490.5604447,606.7247883,430.8970415,556.5078506
etfB,1023.551792,730.7380154,854.2965863,1042.009267,830.7694959,833.8342629
eutB,33.7901459,77.2858821,31.2612048,49.74926963,42.626374,67.6311624
exaA,14.388661,11.1986087,17.9196995,14.50673728,16.5729631,14.399492
exaB,0,6.8375067,0,13.77808837,5.9026992,12.3086069
exaC,4.4272803,13.782903,17.6440118,19.8382732,5.0993733,3.5444903
exbB1,102.8789265,99.8275977,83.8641937,104.7708803,100.542643,67.3896225
exbB2,7.2877634,16.2057789,10.8914537,16.3279294,15.3891801,13.1278485
exbD1,242.8891887,268.1935462,208.6173972,337.7688082,347.2901528,295.0391434
exbD2,0,0,7.9870661,0,6.155672,0
exoS,660.0402091,681.6421872,507.3722143,55.3854874,83.5218935,77.1863518
exoT,411.6790706,372.7187601,385.7508763,76.8624799,48.9228082,102.0163136
exoY,263.5516754,276.5672233,185.8731469,50.42271391,20.4647671,35.5618061
exsA,422.3768242,554.5977652,416.8160642,136.9907425,222.398473,186.7908295
exsB,138.2562648,202.548749,113.439489,58.30727253,68.6937312,84.6439703
exsC,368.9804586,471.7879619,329.3297103,117.1137512,188.8863743,209.2463166
exsD,125.6021025,270.2913296,157.4345874,58.09677696,59.1122295,74.607043
exsE,27.3735503,36.5222919,95.4551798,24.53171832,21.0193679,54.788311
fabA,854.786852,1085.334929,1020.672745,514.5955797,821.7106372,814.9442725
fabB,594.3296692,626.9959956,696.8026601,406.2839261,611.321911,542.2153537
fabD,258.1684359,267.90793,292.9441483,186.3783584,242.2935441,241.1385854
fabF1,670.684962,531.6120265,646.6636621,642.2581194,616.7538377,727.4831541
fabF2,23.8790545,18.8799239,21.1477872,19.02223076,22.4107208,21.2418038
fabG,1547.709363,1485.338047,1614.160287,1074.74645,1456.015003,1583.29382
fabH2,54.2509033,159.844794,87.8335966,36.4640647,18.2252525,13.5729351
fabI,172.9884888,161.37544,239.6119819,113.4361411,165.2311963,131.7391117
fabZ,839.8279712,780.9642,593.3249077,821.0615928,996.6326129,1051.339236
fadD1,346.8612925,271.2899193,301.891236,418.0413953,336.757901,335.1526521
fadD2,211.3063046,136.531528,121.1537197,460.9174359,332.1657478,359.0921272
fadH1,34.6597453,32.297164,23.0215434,41.4153127,16.4754751,25.1059378
fadH2,11.5193679,11.7099821,21.3144578,8.848684321,8.8453938,13.1749018
fahA,18.1436696,6.9164617,10.3296928,51.10302523,15.9222925,37.3522157
faoA,785.3073971,476.8301456,493.5025177,800.7070631,473.0238472,496.9514064
fbp,462.9135402,423.6007857,474.4838653,510.3616533,537.023019,450.5972783
fda,398.342988,250.2720056,286.6344272,390.9872177,315.5865656,323.9764013
fdhA,64.5331448,62.3922486,44.72757,27.65951241,32.3172781,53.911698
fdhE,25.3426095,28.9822058,18.0353105,35.68969343,11.1199237,34.7817407
fdnG,167.199884,160.3851376,154.6084453,205.6651361,176.2188485,197.7287205
fdnH,90.5093195,67.6251469,93.7836144,129.7807034,111.1992365,130.4315275
fdnI,134.2482729,181.5047232,117.7041315,168.4354823,103.0854166,107.4794618
fdx1,387.4660867,415.9483239,545.7828478,634.6121894,595.0482954,470.6576812
fdx2,516.4637982,759.7498589,573.9378446,676.4675601,571.9872232,787.2062102
fdxA,654.6840775,415.9483239,383.0833538,633.2817656,630.3864125,549.1006281
fecA,45.7504433,38.1506743,41.3089022,44.8446061,30.739152,40.0617714
femA,8.3650849,9.9207551,18.0577146,17.49218176,10.7055166,20.091316
femI,33.2046024,35.4417507,59.5485399,29.7574098,40.7949862,47.8506196
femR,10.6212829,18.8948135,21.1644653,22.2101046,21.7487466,25.5102672
fepB,7.4325534,3.3055496,3.7026134,9.991395211,5.7072456,5.9505185
fepC,29.53462,11.2587516,25.2223139,15.12481882,12.9593095,30.4013335
fepD,3.291248,8.7824866,9.8374421,5.899122881,17.6907876,15.8098821
fepG,16.3127262,14.5098253,16.2527507,11.69535408,17.5365075,10.4480035
ffh,504.7969556,337.8444902,378.4264926,408.4691789,402.6723444,519.8908289
ffs,192.8979871,174.698296,192.1887772,358.3164107,175.0519231,126.3555423
fgtA,135.0751472,245.593559,213.0826711,143.0076158,158.1226901,166.9831355
fha1,56.3411426,66.1508178,69.6061581,56.55102938,64.0288776,57.7367583
fhp,319.0338652,539.6771147,332.0511222,658.6206,643.0646203,759.4160509
fimL,189.3782919,163.1285789,164.8485039,184.009674,215.8312002,209.0714163
fimT,33.0092812,41.1054814,19.7327515,41.4153127,25.3468848,26.427303
fimU,166.0230121,224.464421,198.495133,136.8840851,163.1799447,79.7510326
fimV,470.8845725,531.6904662,582.1876634,442.7708508,525.507044,437.5442159
fimX,246.5201811,248.126399,245.6138235,265.9848014,250.3188015,266.1825168
fis,727.4267528,378.9751396,424.4977705,689.1595684,526.6519396,623.9779865
fiuA,41.9295976,48.4841384,62.6631584,40.08171163,47.2215936,36.9258206
fklB,212.4772179,140.5339968,238.8365386,166.0058997,142.2378583,183.1950904
fleN,471.2926557,429.8626095,334.2629784,508.2692672,533.6376172,415.6892493
fleQ,377.1528873,359.8673075,384.8757293,413.7916317,480.9197123,411.7492212
fleR,59.1938587,65.2880913,94.3619619,70.02408205,61.8164532,73.9295437
fleS,125.3205962,121.3784687,105.4371997,127.2849206,119.7530239,131.5463269
flgB,264.0742498,308.2911107,147.9956359,199.6809719,361.1931083,310.5208097
flgC,351.2007879,339.5496522,418.3701272,266.8450177,386.9279556,342.2964954
flgD,254.6430266,322.9716397,328.8791909,215.5286681,347.61442,264.2730296
flgE,237.5527538,308.3228181,318.7926153,169.4437045,240.1110944,240.6425686
flgF,166.1027031,295.4896893,268.3654198,168.9744758,334.3761042,348.6289806
flgG,179.9131816,232.4230329,256.0738738,138.2015887,184.200262,181.7633585
flgH,154.8021464,185.0252889,207.2505936,156.0724838,196.8753724,147.1727389
flgI,148.6309798,226.6356273,181.3279863,225.6255066,181.6755094,179.7056601
flgJ,131.5432204,176.7521057,200.7721345,130.4279887,208.4639053,190.4611111
flgK,167.3628469,205.7849603,174.9214176,149.9877866,177.6505346,161.5774575
flgL,323.9410825,451.4929989,386.2835588,260.5937533,399.5590748,359.4113202
flgM,675.467699,1026.005866,942.1779784,670.5336341,925.6306817,773.7327032
flhA,142.6672324,172.0193068,145.3014278,160.530298,214.2312974,144.6782857
flhB,20.7287835,31.6076827,61.9577156,55.73036801,56.8465754,49.7865285
flhF,190.5326418,236.8003481,171.6290475,261.9759315,256.5340526,181.7952608
fliA,366.5627439,438.7583933,432.8474512,397.4534041,510.8214927,358.6867006
fliC,1668.555037,1912.851924,1808.768294,1417.170779,1335.868947,1229.274914
fliD,699.3798025,708.2505355,645.0186405,662.7695605,751.1215796,586.4079435
fliE,255.0717185,317.6332655,152.4803521,219.4473712,313.3796665,253.221612
fliF,176.1229763,173.323375,169.8751614,196.4585188,225.8792504,187.5059058
fliG,258.2318991,388.7092301,349.6402962,415.3748176,388.9513118,352.5199527
fliI,62.0749757,106.0116082,121.219631,102.3602229,108.6775724,131.201035
fliJ,45.4992795,60.7059716,75.5533276,47.57164296,104.8127939,66.7825088
fliM,252.867395,252.650093,269.1937081,319.7452052,364.4005844,271.7770785
fliN,298.337048,195.864274,318.4716216,241.9013743,218.1757172,238.8492951
fliO,52.0278737,79.3331903,103.6731754,66.6093014,79.9014382,89.2577782
fliP,372.6438388,464.0423489,327.5945066,436.1087894,538.6213018,498.4024167
fliQ,299.2841497,299.4827932,335.4567747,223.5112114,306.4156739,339.4440246
fliR,90.998559,84.7956429,107.9333252,128.152181,93.1669279,90.1997522
flp,153.7418577,560.6755489,214.4472532,55.11235349,94.4431872,73.8516411
fmt,53.4435982,53.8752115,138.4424785,83.01844994,120.3775862,128.3611858
foaB,730.0777249,478.7650096,599.0299549,708.1656238,510.041396,504.276087
folA,33.2046024,23.6278338,52.9320355,23.80592784,30.5962396,31.900413
folB,114.1337859,143.8194205,208.4759617,238.6645138,167.9768128,190.3661654
folC,227.0731485,280.9102169,260.0440114,215.1945151,250.5215357,200.6016671
folD,90.5728348,91.0707909,117.7041315,141.1649756,133.048911,138.7201587
folE1,372.1046247,272.2570847,287.0218393,317.3381103,258.0773724,331.542528
folE2,672.1560231,592.383547,638.9652852,569.2167389,729.2103779,651.6798663
folK,68.8537154,104.1146725,54.8804539,61.70554915,68.7320434,115.7613148
folM,47.758109,84.9596576,66.6155297,128.4000576,110.0162659,107.0586911
folP,478.1696582,404.2314697,374.0421784,435.6107588,440.0005001,528.3599513
folX,416.3428696,402.530636,414.8121408,381.2308162,375.2974232,391.2945825
foxA,21.8721668,34.0459529,32.6876273,23.27674613,9.4471946,9.8498839
foxI,6.4873732,11.5407627,6.4635217,5.81387544,0,20.7752208
foxR,17.0564675,6.068547,10.1962546,15.28572114,10.4777396,10.9243562
fppA,27.8836164,86.8066067,27.7810994,6.247207771,37.469308,27.9046056
fpr,1135.315356,909.6259871,902.3225987,951.4328592,658.8232757,836.0823182
fptA,38.9152414,87.227998,52.7301449,30.69016633,29.881903,28.6631774
fpvA,68.7693359,85.6364196,130.1813464,69.02552116,74.9845342,75.978496
fpvB,50.3155171,83.2932634,80.7658486,65.1327814,78.3449166,81.684391
fpvI,28.057889,37.4353492,97.8415593,62.8625282,80.7931953,89.85283
fpvR,40.5656227,57.1302517,70.728838,48.4723109,57.1068368,67.6602636
frr,965.432741,601.1124165,895.7537533,951.7251581,815.4610677,966.1594629
fruA,15.3217141,25.5531394,24.8062461,36.04404347,39.7072359,22.9998712
fruI,32.8368189,16.6900895,15.1896136,34.68277418,13.5077442,26.2892293
fruK,24.9403458,22.1839106,3.5498071,25.54413844,35.566105,31.3771787
fruR,40.811475,48.4012595,67.7690454,67.05336341,65.2874305,62.6246997
ftsA,504.7735061,697.3602521,679.4738499,538.9935432,604.0805414,662.0734846
ftsE,310.6409143,285.2217078,284.5392286,228.9992099,238.5322908,308.8691033
ftsH,915.3886298,985.7975277,932.9891547,1070.234543,938.5476184,949.0705174
ftsI,222.5280855,419.9643767,264.1240123,298.2718579,380.378078,275.755237
ftsJ,447.847075,355.1558766,499.9596162,725.3368638,596.6266728,514.0618642
ftsK,283.3432144,315.9568057,333.2534461,366.6464699,353.4204798,327.5423361
ftsL,446.6357847,448.2055409,502.0441526,554.2165752,659.536288,394.2522135
ftsQ,292.2696775,405.5496158,314.4907263,268.9119262,454.835766,324.468553
ftsW,322.6657239,549.0517876,503.1851621,369.6316658,495.5315977,395.3524522
ftsX,374.1051872,412.9772645,402.6812474,380.1686229,418.0727248,310.206199
ftsY,201.8199036,199.2173551,257.4777876,213.9531662,232.4576145,264.0412111
ftsZ,1011.504658,1134.749149,1106.865814,926.8642133,896.7021977,969.0457114
fumC1,26.8964514,54.3723299,51.1589853,30.6780094,39.4284875,27.406092
fumC2,48.2716371,34.3492809,28.8564967,51.91228135,29.6531297,21.2555082
fur,914.4793464,1013.065251,1027.077532,722.6862501,944.7816613,1104.857021
fusA1,6532.2893,4933.488352,5167.078185,5898.230086,5737.573901,6576.922143
fusA2,126.1208099,132.0621137,136.7912879,153.0876931,98.0704504,123.9790116
gabD,178.550203,88.6898079,147.8597354,263.9187134,121.0785075,142.9476842
gabP,61.3029508,62.9165532,86.9180719,73.95591553,83.2826215,101.9338828
gabT,141.9321787,112.2183768,125.6980889,228.4839432,135.2229591,187.2810743
gacA,480.2466589,547.8910015,442.0748194,430.3890303,537.1181726,488.9665635
gacS,70.2962231,106.7271293,105.0566573,85.80802985,83.7596841,94.122295
galE,39.8455229,106.325252,59.5485399,41.66037372,73.9409124,63.8008261
galU,713.4720355,374.3534915,471.2368978,714.8367492,427.8192055,535.9079507
gapA,87.1050884,160.9161277,100.1363507,210.1672585,128.6259825,136.7908756
gatA,155.0415312,131.731263,179.8324978,192.8648288,168.8050266,168.5898461
gatB,328.3122286,231.9645425,259.8282072,296.3146557,259.2534067,322.5008215
gatC,104.1323717,92.6235443,115.2772422,103.6907682,97.7292259,101.8949619
gbcA,28.7103981,27.8588645,59.8101226,42.1032747,32.0667566,35.5232119
gbcB,30.5808055,38.0813724,60.9367438,52.07141301,49.312468,26.931366
gbdR,134.1899041,143.7734424,188.39058,136.65767,156.9027271,146.4991794
gbt,49.6903073,47.2466493,34.1431832,39.92490341,61.8386594,39.782169
gbuA,17.5361806,24.9568994,34.943414,25.14501128,29.6241716,22.4632075
gbuR,22.5969576,36.8491133,33.7708162,40.50203159,37.5950439,30.1519564
gcd,96.3181265,84.4313016,57.0220886,115.0915939,49.3066266,86.0530835
gcdH,37.0307165,68.4097751,39.7326129,33.1863093,37.1840087,38.7689876
gcl,22.7496398,28.6667088,20.7771651,22.08683423,37.8490645,27.3201172
gcp,124.7017291,81.730197,140.5910459,117.6374797,133.5528842,128.7365109
gcpE,374.1051872,421.3153991,303.5943929,459.6399911,479.5467074,451.6795489
gcvH1,388.4938482,245.7294714,266.6451286,410.057107,338.0884479,380.1465887
gcvH2,8.7680903,0,26.2075605,7.857816025,6.7327663,28.0790094
gcvP1,35.1089331,38.5153401,20.9879108,32.51284045,30.5537005,38.4146614
gcvP2,38.5795974,64.4719902,64.0629257,31.4312641,21.5448521,18.7193396
gcvT1,155.4453686,127.2041412,142.4839486,183.8859551,152.7834385,181.6968585
gcvT2,60.0168749,69.3988647,62.7860274,29.58236621,11.5213113,26.427303
gdhA,228.992637,134.2972167,195.557761,349.5494842,287.9087856,306.2248916
gdhB,146.0879602,159.5024541,146.2406667,184.9034759,130.2526529,124.7186105
ggt,82.4640466,85.8732024,92.1804757,99.1380373,118.9214057,90.1748832
gidA,391.298611,348.0518463,338.469329,363.4271044,449.3347913,502.6632172
gidB,214.0229675,287.874933,208.0352091,266.6540731,332.6925995,367.769723
glcB,285.9895026,220.005725,261.8349481,446.0988227,386.9764064,342.8269136
glcC,71.2581309,99.0353152,115.368732,107.7643341,112.853987,57.0494159
glcD,35.914098,23.9586235,26.836542,24.13921083,20.683058,32.3470188
glcE,21.8228026,16.637933,21.7425687,13.96945071,23.9387245,24.9591195
glcF,35.6726218,12.2038628,43.7433447,56.56090557,40.0344439,30.7564699
glgB,12.2490102,14.9809492,16.7804662,12.34952805,12.9327898,20.838992
glgP,9.6632336,30.6972933,28.8831171,25.98008546,22.2603638,30.9456241
glk,70.9898397,72.1645285,57.2566784,93.91510237,49.3195409,73.0730847
glmM,744.8551708,669.2477965,732.0880285,615.6581237,635.7180567,757.5036793
glmR,117.4516285,96.7321684,78.0132034,136.4457976,120.2503372,100.9973671
glmS,148.5417655,97.8701939,113.2806102,141.3379719,118.2854624,133.6046983
glmU,212.1299743,184.2971035,216.2651734,227.6866955,178.0409754,207.3526847
