,HLR1 raw counts,HLR2 raw counts,HLR3 raw counts,HLR4 raw counts,HLR5 raw counts,HLR6 raw counts,HLR11 raw counts (GSM2991338),HLR12 raw counts(GSM2991339),HLR15 raw counts,HLR16 raw counts
PA2674,0,0,0,2,8,8,12,24,35,40
PA1420,0,0,0,2,44,37,67,93,118,96
PA2376,0,0,0,2,13,19,9,16,29,26
PA1984,0,0,0,2,75,91,10,4,21,14
PA3665,0,0,0,2,5,6,22,16,23,21
PA3373,0,0,0,2,41,40,4,3,8,13
PA2789,0,0,0,2,35,75,141,179,319,255
PA2131,0,0,0,2,11,14,7,19,30,27
PA4103,0,0,0,2,19,20,7,11,10,9
PA4866,0,0,0,2,12,18,16,30,48,45
PA1698,0,0,0,2,4,2,491,654,866,730
PA3627,4,4,3,1,171,242,7,4,23,8
PA4578,470,354,354,430,13,20,7,11,9,10
PA0270,13,14,11,18,83,104,4,7,18,11
PA1171,15,11,13,15,8,6,8,10,11,8
PA4942,326,164,226,181,18,29,36,49,87,75
PA2996,52,29,28,36,21,33,42,64,70,69
PA3977,71,44,61,52,6,8,7,17,17,10
PA3864,14,9,6,10,2,6,7,14,45,13
PA1604,11,16,14,15,5,6,1,0,5,4
PA1069,81,43,47,53,155,181,19,25,45,44
PA3736,56,39,44,50,25,21,4,2,8,11
PA2579,29,23,22,18,20,19,3,6,11,14
PA0695,5,3,4,0,7,7,98,125,195,208
PA1438,5,3,4,0,19,27,68,85,98,106
PA5009,4,3,1,9,5,1,35,38,67,73
PA4967,138,74,82,92,13,10,57,56,103,107
PA1874,12,13,10,17,8,8,71,88,125,88
PA2364,5,3,2,2,12,19,121,181,199,214
PA0357,5,3,2,2,7,1,4,5,15,10
PA0590,27,19,18,17,2,4,1,0,6,3
PA5479,32,17,23,27,23,16,1,0,9,1
PA2640,34,42,31,27,10,13,1,0,9,1
PA5245,52,42,40,53,144,169,13,28,47,37
PA0963,177,86,116,101,10,18,8,15,23,28
PA3322,3,1,0,7,36,39,4,5,16,9
PA1573,14,8,12,12,25,39,20,29,55,43
PA4964,165,114,138,130,12,19,2,1,5,8
PA1866,17,12,12,9,103,127,113,159,181,190
PA3841,77,63,60,54,48,46,1,4,2,1
PA2647,118,89,97,103,355,449,1,4,2,1
PA1060,11,7,3,9,73,82,4,1,10,7
PA0989,17,6,7,9,888,1198,1,4,1,2
PA1852,33,19,21,19,7,12,9,15,13,14
PA5395,6,2,2,2,17,19,2,3,3,0
PA3109,6,2,2,2,7,7,2,3,3,0
PA4483,87,37,59,62,72,94,1,0,7,2
PA5183,6,2,1,3,180,228,3,2,3,0
PA1993,1,3,1,0,2,4,14,9,41,16
PA0190,1,3,1,0,19,18,1,1,5,6
PA4588,81,46,60,64,9,1,2,7,13,12
PA2849,8,5,5,3,4,0,3,2,2,1
PA3738,8,5,4,4,4,0,0,1,5,4
PA2831,14,6,12,10,128,157,0,1,5,4
PA0119,26,8,11,14,1,3,12,12,17,10
PA2536,26,23,19,31,25,25,11,19,14,21
PA1876,1,3,0,1,8,12,12,26,27,19
PA3555,1,3,0,1,15,21,42,38,59,44
PA0054,1,3,0,1,3,1,3,3,10,9
PA2121,2,8,3,2,6,7,3,3,10,9
PA0217,8,5,2,6,11,6,12,18,16,19
PA2794,39,19,26,19,4,9,8,25,23,14
PA0372,44,16,15,30,11,12,115,159,210,165
PA3103,29,18,18,30,54,83,49,49,72,56
PA1746,106,65,73,67,67,82,3,5,14,9
PA3348,163,83,100,103,11,12,3,1,9,6
PA0616,14,5,13,8,26,38,17,24,33,17
PA2388,18,10,8,23,12,13,128,190,352,219
PA0869,36,16,22,18,5,8,15,46,72,54
PA4973,38,9,18,16,12,10,2,6,12,11
PA1033,11,9,11,11,5,4,1,1,6,5
PA4509,9,4,4,4,1,5,8,8,25,13
PA3727,24,17,18,13,28,23,5,5,3,6
PA1824,7,1,1,3,9,1,23,23,52,40
PA3122,13,5,10,10,4,5,3,1,10,5
PA1328,0,1,2,1,5,8,49,73,82,80
PA1315,0,1,1,2,11,10,41,60,79,54
PA1173,0,1,1,2,5,5,74,119,143,119
PA3104,13,5,13,7,24,20,9,27,38,37
PA2002,34,12,17,18,9,4,1,1,7,4
PA0343,12,6,9,11,199,234,1,1,7,4
PA3731,23,25,23,26,71,78,1,2,6,7
PA2877,1,0,2,1,2508,2891,1,2,6,7
PA0474,1,0,2,1,9,2,74,97,142,89
PA2190,1,0,2,1,5,4,12,6,31,14
PA2431,1,0,2,1,5,4,59,81,151,107
PA2745,1,0,2,1,5,4,12,14,28,28
PA3685,1,0,2,1,7,5,12,20,25,13
PA3884,1,0,1,2,2,2,8,20,30,30
PA0057,1,0,1,2,2,2,38,63,115,75
PA0864,1,0,1,2,2,2,0,1,7,2
PA4817,1,0,1,2,2,2,9,11,20,25
PA1887,1,0,1,2,29,34,1,2,7,6
PA1740,1,0,1,2,9,27,2,3,10,7
PA1453,26,29,31,25,16,19,1,1,8,3
PA2454,2,2,1,0,10,3,55,67,146,81
PA1960,2,2,1,0,1,3,8,20,32,28
PA3565,2,2,1,0,1,3,24,45,67,66
PA2565,2,2,1,0,1,3,122,164,228,165
PA3594,2,2,1,0,3,6,0,2,6,5
PA4146,2,2,1,0,6,3,47,75,102,61
PA4151,2,2,1,0,47,49,20,44,38,43
PA3146,100,52,62,62,34,41,20,41,49,29
PA2153,2,2,0,1,5,4,42,46,98,68
PA3016,2,2,0,1,20,12,157,195,292,194
PA3595,2,2,0,1,9,20,8,3,19,10
PA0098,2,2,0,1,6,14,1,3,8,7
PA0806,2,2,0,1,2,7,7,14,23,24
PA3350,50,27,29,32,36,43,121,203,254,194
PA0860,13,3,7,11,2,1,9,14,16,10
PA5242,465,270,334,362,33,31,6,8,18,16
PA3852,29,15,20,25,43,33,1,1,9,2
PA3735,94,52,50,69,8,13,19,20,37,42
PA0826.1,34844,22612,24866,23822,13,15,152,246,266,285
PA4772,15,15,11,11,11,10,2,4,13,6
PA2232,26,28,18,24,58,54,261,350,508,601
PA2126,14,10,5,12,218,231,2,2,11,4
PA5338,126,57,83,67,24,16,3,10,6,7
PA0450,12,4,6,12,14,21,3,10,6,7
PA0890,12,4,7,11,76,95,2,3,12,5
PA0315,51,26,26,35,9,9,0,2,7,4
PA3980,27,14,16,15,45,60,31,34,46,37
PA3613,222,169,163,210,13,16,6,7,15,17
PA4963,32,10,22,21,10,31,1,3,9,6
PA0469,28,16,26,19,557,737,1,3,20,2
PA4440,11,5,8,10,5,2,27,42,55,34
PA2825,9,8,9,10,1,1,1,4,10,7
PA3078,11,2,5,3,6,11,1,4,10,7
PA1617,8,9,8,11,2,2,6,9,24,12
PA1935,9,1,10,3,2,2,14,26,26,23
PA4279,10,6,11,7,22,24,65,91,158,127
PA2860,8,9,9,10,23,32,0,3,7,6
PA0964,281,127,164,176,6,14,49,45,67,56
PA3986,9,10,4,9,8,4,13,18,38,27
PA0411,290,171,231,207,1,7,2,2,1,1
PA0973,726,486,482,541,4,3,28,59,96,69
PA1236,3,1,1,0,4,3,2,7,4,4
PA0675,3,1,1,0,55,75,3,6,6,2
PA3445,3,1,1,0,3,8,6,9,26,10
PA3474,3,1,1,0,88,110,6,7,8,5
PA1309,3,1,1,0,18,29,5,8,35,7
PA1790,3,1,1,0,0,2,57,98,126,84
PA2001,26,17,24,20,6,17,8,11,21,22
PA3762,20,16,13,14,6,17,82,105,140,114
PA3256,18,12,11,11,33,55,4,9,14,18
PA1825,3,1,0,1,2,0,12,11,13,13
PA2433,3,1,0,1,3,1,10,5,25,12
PA2226,3,1,0,1,138,130,68,94,167,128
PA0843,3,1,0,1,11,6,17,22,43,36
PA2691,3,1,0,1,7,11,7,12,21,22
PA1697,3,1,0,1,35,33,14,9,29,21
PA4840,3,1,0,1,12,14,108,175,276,230
PA5490,65,21,46,40,13,22,13,21,22,19
PA3999,268,155,202,200,58,62,17,9,19,5
PA5129,0,2,2,2,6,9,2,12,7,6
PA4218,0,2,2,2,13,5,10,15,32,22
PA1401,1,1,3,1,13,5,148,221,275,237
PA4038,1,1,3,1,1,1,6,16,15,10
PA2238,1,1,3,1,4,7,9,10,16,29
PA5387,1,1,2,2,4,7,0,3,10,3
PA4076,1,1,2,2,14,16,6,3,4,4
PA4978,1,1,2,2,7,4,52,61,123,86
PA2816,1,1,1,3,78,69,10,21,39,26
PA4227,1,1,1,3,7,3,2,1,12,2
PA3580,1,1,1,3,2,4,8,17,17,12
PA1636,1,1,0,4,258,340,7,4,17,11
PA2598,1,1,0,4,5,9,4,8,14,16
PA0237,2,0,3,1,24,26,33,54,97,67
PA2147,2,0,3,1,13,13,10,18,16,17
PA0240,2,0,3,1,50,55,47,48,63,62
PA0703,2,0,2,2,17,17,86,178,163,181
PA2874,2,0,1,3,187,211,23,54,49,49
PA0823,2,0,1,3,2,0,31,33,37,45
PA3607,2,0,1,3,61,68,60,90,108,95
PA1972,2,0,1,3,172,230,39,57,65,62
PA5485,8,6,5,11,11,22,3,11,11,3
PA2289,8,6,5,11,15,19,18,36,46,23
PA3170,18,6,10,7,14,13,1,12,5,5
PA5077,96,57,68,80,38,43,7,7,25,9
PA0542,55,26,29,52,4,6,12,42,35,25
PA4275,239,92,129,140,1,1,65,89,87,117
PA1811,26,15,21,21,1,1,11,11,17,8
PA4533,11,8,4,9,5,5,12,16,15,18
PA3561,10,3,3,13,5,5,29,54,42,62
PA3697,34,20,26,16,5,5,1,2,1,0
PA3102,8,5,7,8,5,5,1,2,1,0
PA3708,82,33,47,46,18,16,235,423,441,463
PA1566,8,5,9,6,3,7,12,36,16,34
PA3583,9,3,8,6,5,5,4,8,9,3
PA0027,6,8,8,8,10,20,2,1,1,0
PA3649,79,30,37,50,7,3,6,12,22,19
PA5464,20,10,9,13,1,6,25,79,108,105
PA1344,30,18,21,16,12,9,2,1,0,1
PA0233,3,6,2,3,5,5,11,12,32,18
PA4115,134,64,88,102,0,2,64,63,131,101
PA2013,20,10,6,16,0,2,3,9,17,13
PA0560,9,2,7,6,3,4,4,8,7,5
PA1516,8,4,9,5,155,165,16,20,35,38
PA3271,24,17,23,19,28,25,34,39,71,67
PA5130,9,2,8,5,4,6,10,12,26,22
PA4065,7,5,5,9,7,3,106,281,516,280
PA4667,76,38,49,62,1,8,47,35,81,78
PA5303,27,15,17,15,1,10,4,6,13,13
PA1095,236,164,162,173,2,5,4,7,17,11
PA1959,7,5,7,7,11,33,12,15,31,26
PA4899,1,1,4,0,6,12,5,7,6,6
PA0392,80,50,47,59,40,24,8,9,25,14
PA1880,9,1,6,6,9,9,20,29,46,50
PA3125,3,0,1,4,6,10,6,3,15,9
PA3259.1,3,0,2,3,5,5,6,6,7,5
PA0117,3,0,3,2,8,10,14,24,48,29
PA1024,2,1,1,4,6,4,15,41,43,24
PA3619,2,1,1,4,86,83,10,12,29,19
PA0517,2,1,2,3,17,17,163,261,343,251
PA1210,2,1,2,3,5,5,19,42,43,36
PA0197,2,1,2,3,38,62,16,30,30,28
PA5244,8,2,5,7,0,0,14,19,20,20
PA4485,2,1,3,2,20,37,14,19,20,20
PA0110,2,1,3,2,415,551,45,46,80,34
PA3927,7,4,6,7,10,15,13,14,37,20
PA4792,2,1,4,1,4,2,16,17,24,16
PA1207,24,12,11,16,40,40,9,19,35,24
PA3568,1,2,1,4,91,92,24,47,72,63
PA1208,7,7,3,6,4,5,7,9,21,16
PA4110,1,2,4,1,0,2,12,15,22,10
PA3519,4,5,4,1,0,2,11,10,28,18
PA2367,4,5,4,1,0,2,5,3,5,2
PA2423,7,4,9,4,4,6,101,142,236,197
PA2706,6,5,5,8,35,29,5,13,10,10
PA2000,134,88,90,94,9,13,5,2,9,11
PA3362,14,11,9,9,11,8,306,507,570,577
PA0483,5,6,4,9,15,23,7,9,22,15
PA0059,7,2,4,7,7,6,102,159,173,188
PA1666,6,4,4,8,10,15,57,58,85,69
PA2018,5,6,7,6,18,20,10,22,25,14
PA1605,4,0,1,5,3,6,27,32,46,30
PA0514,5,6,8,5,57,101,48,75,142,84
PA4697,51,26,31,45,29,37,6,12,11,9
PA2858,6,4,7,5,6,10,20,28,48,46
PA5252,52,27,28,35,6,10,48,63,88,61
PA5466,4,0,3,3,44,34,18,20,31,16
PA4761,1523,1142,1257,1252,21,33,7,16,32,18
PA0359,7,1,4,6,5,4,10,27,39,36
PA0539,4,0,4,2,5,11,6,12,10,10
PA1169,5,5,3,9,3,6,5,2,10,10
PA1227,7,1,6,4,3,6,6,9,7,9
PA1418,3,2,0,8,3,6,19,41,50,27
PA0722,6,3,4,7,3,6,9,6,23,12
PA1764,3,1,3,3,14,31,15,20,29,14
PA4877,3,1,3,3,42,56,15,23,22,25
PA1175,3,1,4,2,11,11,2,0,0,0
PA1295,3,1,4,2,6,3,0,2,0,0
PA3265,3,1,5,1,219,237,47,80,92,80
PA0884,3,1,5,1,73,72,41,39,54,51
PA4147,5,5,7,5,13,18,112,110,187,231
PA1814,5,5,7,5,10,7,20,11,34,32
PA5489,297,129,163,191,1,4,9,6,10,6
PA3015,6,0,2,6,12,25,8,4,6,6
PA2219,5,0,2,5,1,1,22,19,27,24
PA1709,15,19,9,16,2,8,34,42,62,38
PA3916,6,2,4,6,8,1,5,2,12,8
PA0014,5,0,3,4,3,2,94,172,193,177
PA1410,2,2,2,4,14,14,7,7,16,17
PA1043,2,2,2,4,8,5,4,3,10,10
PA5275,5,12,7,13,2,7,63,84,109,91
PA0829,2,2,3,3,84,74,22,31,42,26
PA3760,2,2,3,3,45,59,793,1249,1443,1457
PA1500,2,2,3,3,8,2,6,8,14,19
PA4836,2,2,4,2,5,8,13,24,30,16
PA1365,5,0,5,2,5,4,9,14,38,14
PA1734,2,2,5,1,2,3,18,35,59,44
PA4783,6,1,4,5,33,39,267,349,422,443
PA0229,6,2,7,3,3,6,8,5,15,16
PA2561,14,5,4,9,128,132,23,37,50,28
PA2945,14,5,4,9,236,341,5,1,11,7
PA1038,1,3,2,4,41,63,3,6,16,8
PA2699,1,3,3,3,4,1,1730,2575,2823,3203
PA0346,4,1,2,5,9,13,14,23,29,17
PA3954,4,1,2,5,4,5,2,5,7,13
PA1978,4,1,2,5,28,28,9,6,31,9
PA2661,4,1,3,4,14,14,3,8,6,5
PA0417,5,1,4,4,13,19,176,204,390,277
PA5431,4,1,5,2,33,22,156,205,362,273
PA1526,34,14,15,22,10,14,3,4,10,10
PA3683,5,3,6,4,33,46,118,172,259,253
PA0613,5,3,6,4,3,2,21,29,48,49
PA4719,5,1,6,2,3,2,3,2,5,11
PA2665,5,2,5,4,39,40,8,13,32,14
PA2670,5,4,3,2,79,92,22,30,67,34
PA5486,5,4,3,2,8,9,50,77,117,114
PA5444,3,2,2,5,15,15,16,20,54,22
PA0799,4,4,2,8,27,24,32,56,78,39
PA3323,3,2,4,3,7,6,9,10,23,19
PA2432,3,2,4,3,22,9,20,21,43,38
PA2758,3,2,4,3,8,11,26,38,77,45
PA5419,4,2,3,5,4,1,70,117,173,162
PA2671,4,2,3,5,54,67,1,7,10,12
PA0393,4,2,3,5,30,51,14,19,27,41
PA3305,4,2,4,4,2,6,3,2,6,10
PA3540,4,4,4,6,5,8,140,238,291,500
PA4040,5,4,2,3,12,8,3,5,15,7
PA5348,81,72,62,64,87,94,182,276,377,449
PA3587,15,4,7,6,8,8,1,6,4,2
PA3761,3,6,4,7,11,20,94,190,275,231
PA3231,2,3,3,4,3,5,132,213,250,233
PA0635,2,3,4,3,3,5,13,16,36,24
PA2590,5,4,1,4,99,112,23,37,40,38
PA2968,18,13,11,12,3,2,66,109,160,154
PA0747,29,20,17,21,3,2,6,8,20,13
PA0609,44,37,33,32,3,2,2,5,5,1
PA3024,3,3,5,3,3,2,65,65,98,78
PA1047,3,5,4,6,6,2,28,30,70,41
PA5085,1,4,2,5,4,9,2,5,4,2
PA3829,3,4,3,6,9,7,6,6,11,18
PA4826,3,4,3,6,4,4,213,380,345,441
PA4982,5,4,0,5,0,0,2,4,8,10
PA2110,1,4,4,3,0,0,17,14,31,32
PA5483,25,18,15,18,0,0,34,55,87,78
PA3500,2,4,3,5,0,0,66,102,171,131
PA0493,2,4,5,3,0,0,17,25,27,26
PA3009,13,4,9,2,0,0,11,17,28,30
PA5376,45,22,24,29,0,0,13,21,21,21
PA2888,1,5,4,4,0,0,297,412,524,478
PA3862,1,5,4,4,0,0,16,28,34,22
PA1425,6,3,5,0,7,9,7,11,17,23
PA5445,23,14,20,18,21,34,6,19,28,25
PA5258,57,38,53,40,5,3,4,0,11,4
PA4745,397,159,229,228,3,5,4,0,11,4
PA2708,6,3,4,1,2,3,15,27,46,37
PA3486,10,4,6,3,2,3,40,68,74,72
PA5530,10,4,6,3,2,3,24,21,31,26
PA2627,10,4,6,3,2,3,4,3,3,3
PA1127,17,8,7,11,42,51,2,2,5,9
PA1733,6,3,3,2,8,15,49,84,123,118
PA4539,23,14,15,13,5,3,16,23,28,21
PA3949,6,3,1,4,11,12,2,0,12,1
PA1798,10,4,2,7,7,9,49,70,102,114
PA4777,18,7,10,8,57,68,2,1,4,8
PA1441,44,32,37,38,4,1,11,22,36,31
PA5194,18,7,8,10,184,212,12,16,35,23
PA3912,35,21,26,30,12,18,13,23,32,40
PA2332,4,5,0,5,27,46,5,8,18,13
PA2039,4,5,0,5,23,30,9,11,12,11
PA0611,25,6,14,8,2,0,30,44,54,44
PA4063,7,2,4,1,6,14,27,27,48,20
PA0957,6,8,7,2,3,2,35,35,49,43
PA1501,11,1,2,5,3,2,3,1,9,5
PA5260,50,22,33,38,41,30,5,7,14,15
PA0432,424,240,339,287,0,5,5,7,14,15
PA5106,11,9,6,8,38,16,8,1,11,15
PA0347,7,2,2,3,21,38,2,3,9,7
PA3151,156,68,102,82,2,3,2,4,12,6
PA3983,125,50,87,81,11,15,120,145,201,168
PA0104,12,8,6,8,8,8,31,59,102,65
PA0546,176,95,111,115,9,3,1,0,3,5
PA5197,31,12,13,20,56,75,51,80,97,82
PA0317,97,38,62,68,30,53,69,9,27,21
PA4131,388,240,260,270,9,7,485,726,871,852
PA1086,185,107,117,127,9,7,40,73,95,59
PA0779,261,238,233,242,24,19,14,17,34,29
PA1946,100,53,64,83,8,6,8,9,20,18
PA0662,22,11,21,13,12,10,2,4,13,5
PA2611,31,19,14,25,10,10,21,35,41,32
PA4569,26,25,24,16,14,18,5,10,33,8
PA4410,47,23,34,35,11,8,77,119,192,157
PA4045,2,1,0,5,13,8,42,54,64,65
PA5371,46,24,30,39,7,7,81,116,146,127
PA0935,27,17,13,21,2,11,222,333,429,357
PA0736,14,6,7,7,10,18,10,11,20,25
PA1757,14,6,7,7,4,3,53,58,76,74
PA3343,43,13,24,19,4,3,57,109,164,134
PA5004,52,30,34,32,6,9,68,52,95,52
PA4455,50,17,24,29,6,9,9,16,16,14
PA0946,10,3,11,4,2,5,20,20,66,23
PA4845,15,5,9,5,26,38,1,2,5,7
PA4315,323,206,247,252,14,15,15,28,33,22
PA0060,15,5,7,7,3,4,2,8,4,6
PA0529,34,17,25,26,3,4,5,13,22,18
PA4420,83,54,63,69,3,4,4,8,16,13
PA0866,30,14,16,18,3,4,4,6,8,2
PA0179,30,40,24,30,8,15,75,97,116,121
PA4094,8,7,4,6,1,6,20,28,42,20
PA3602,28,16,13,33,1,6,4,6,7,3
PA1050,9,12,9,6,1,2,4,12,12,6
PA2248,67,80,64,83,84,82,0,1,3,5
PA3498,2,7,6,5,2,5,2,0,8,2
PA1897,9,6,6,4,423,472,1,4,11,5
PA5521,50,26,25,36,11,5,34,60,65,62
PA2442,10,6,4,14,4,3,1,2,7,5
PA0400,41,27,26,41,4,3,1,0,6,2
PA0618,26,19,16,19,27,44,7,21,36,22
PA0020,78,29,45,59,2,5,1,3,9,5
PA0035,5,12,6,5,6,14,5,8,11,3
PA3262,186,86,124,103,18,29,17,28,39,19
PA3902,19,11,14,17,34,45,11,21,44,21
PA5014,59,43,40,59,41,38,6,4,7,3
PA2875,10,5,6,4,2,1,0,1,4,4
PA4478,10,5,6,4,3,4,7,12,12,10
PA1810,143,87,94,98,4,4,62,90,172,101
PA0465,10,5,4,6,4,4,4,9,7,7
PA4465,189,92,127,139,22,33,55,67,117,103
PA2931,2,3,2,0,9,6,5,8,9,5
PA4128,2,3,2,0,4,3,4,13,7,12
PA5567,32,16,22,26,12,17,1,2,8,4
PA2112,2,3,1,1,10,14,1,3,10,4
PA4202,2,3,1,1,134,100,5,6,18,9
PA0562,2,3,1,1,5,2,1,1,7,3
PA0796,35,30,26,26,34,47,381,541,778,539
PA5010,34,17,14,26,1034,1345,2,4,4,1
PA2982,11,4,6,4,4,7,15,28,47,37
PA3088,29,12,9,22,4,7,3,18,7,13
PA0502,2,3,0,2,5,2,6,13,7,15
PA5188,5,5,4,2,0,3,15,6,42,13
PA5243,344,190,226,276,3,8,18,30,38,60
PA0009,61,19,30,33,3,11,6,7,9,5
PA5495,112,84,78,109,13,6,12,24,13,29
PA5314,11,4,2,8,639,808,46,71,88,72
PA2594,8,0,3,1,11,10,0,1,5,3
PA5317,53,28,33,46,29,23,14,9,16,11
PA3989,14,16,16,15,109,137,36,64,81,112
PA1082,73,61,65,64,2,1,15,23,42,33
PA0982,16,13,14,16,2,1,598,592,1138,909
PA2970,117,52,77,63,26,30,8,8,12,6
PA4998,28,4,13,9,8,6,4,0,13,3
PA0920,15,14,13,17,9,11,17,33,49,47
PA2976,300,145,171,204,2,4,13,16,33,26
PA4555,82,67,80,63,1,2,13,24,31,42
PA3637,135,61,84,79,21,31,3,3,2,3
PA4788,3,2,1,1,23,17,5,17,27,20
PA2441,3,2,1,1,3,3,36,59,76,53
PA5342,3,2,1,1,1,5,19,39,58,52
PA4993,3,2,1,1,8,6,22,32,64,39
PA3433,3,2,1,1,2,4,1,2,10,2
PA1386,6,4,2,4,2,4,1,2,10,2
PA3491,6,4,2,4,10,17,90,136,202,196
PA2028,6,4,2,4,18,22,0,1,6,2
PA5301,55,24,37,40,6,15,0,1,6,2
PA3817,15,6,11,4,3,3,1,6,6,0
PA4411,118,91,92,107,3,3,24,31,39,33
PA3012,13,2,4,6,3,3,69,84,159,114
PA2266,7,6,3,12,3,3,40,46,97,61
PA2720,7,3,4,2,25,26,22,26,63,30
PA1860,7,3,3,3,28,19,8,8,7,11
PA5392,2,1,5,0,7,5,0,2,7,3
PA3788,2,1,5,0,2,1,0,2,2,9
PA3612,28,18,22,24,2,1,2,9,16,11
PA0641,64,49,47,62,2,1,11,18,33,26
PA0716,91,27,46,47,20,23,18,27,24,34
PA4855,17,17,9,17,7,11,0,3,9,3
PA0865,618,411,414,462,35,51,20,28,47,45
PA4730,24,9,11,14,11,6,31,29,52,26
PA0146,4,1,2,0,4,10,33,24,41,30
PA4602,160,86,94,112,4,10,176,251,291,313
PA1769,61,33,40,51,7,13,20,37,60,48
PA0418,11,2,13,3,10,11,0,2,8,2
PA0106,16,5,5,10,2,4,23,20,47,36
PA0552,82,35,45,51,2,4,49,65,87,69
PA0692,4,1,1,1,2,4,32,33,63,58
PA0844,8,2,5,1,2,17,5,3,10,11
PA4522,20,7,8,12,20,14,51,77,87,89
PA2545,25,8,13,12,3,3,18,33,45,22
PA5370,24,16,14,17,14,7,7,8,23,11
PA2424,4,1,0,2,22,26,69,129,138,139
PA2410,4,1,0,2,1,2,60,80,133,117
PA1506,4,1,0,2,1,2,6,8,15,17
PA5104,4,1,0,2,1,2,377,481,525,657
PA0855,8,2,4,2,1,2,0,0,6,0
PA4947,105,41,55,65,1,2,30,37,80,45
PA2988,29,7,13,14,1,5,10,14,18,36
PA3944,8,2,3,3,9,11,25,29,53,49
PA3651,8,2,3,3,4,2,3,6,12,11
PA5082,8,8,3,8,4,2,7,11,15,6
PA4546,20,8,9,20,4,2,61,104,146,147
PA4957,21,11,6,18,150,173,10,5,8,8
PA1103,31,12,20,23,8,13,14,13,32,23
PA3458,85,55,59,75,2,4,5,2,8,11
PA3644,120,59,79,70,2,4,45,69,103,54
PA1579,132,83,91,89,2,4,26,19,37,17
PA4992,9,7,6,5,9,12,12,11,30,18
PA4492,25,20,22,23,3,0,134,233,268,253
PA1496,9,1,4,2,103,150,91,126,195,110
PA2990,27,27,19,24,6,17,4,4,11,10
PA0090,162,117,112,123,3,3,72,76,132,67
PA4564,34,19,19,23,90,84,46,62,87,61
PA4940,9,1,2,4,6,8,5,14,18,23
PA0911,5,0,1,1,0,3,3,2,17,2
PA2045,5,0,1,1,10,11,8,10,13,8
PA0995,27,13,11,20,2,4,5,7,11,2
PA5208,48,48,47,46,2,4,11,15,20,12
PA2482,13,9,10,6,20,19,4,5,4,5
PA4387,16,8,9,16,13,18,3,6,15,8
PA3751,27,16,21,22,2,1,196,323,356,382
PA3860,16,8,12,13,2,1,5,3,15,6
PA1197,13,12,13,13,12,15,10,16,17,15
PA1371,37,23,24,24,6,15,86,130,215,165
PA5365,37,23,20,28,13,19,8,10,11,10
PA0267,11,1,1,6,41,49,5,15,27,16
PA4449,50,24,29,43,12,8,33,36,42,50
PA4520,55,24,28,36,62,68,4,4,13,8
PA5042,98,70,75,85,55,61,36,51,92,67
PA3657,134,55,86,93,13,13,5,10,7,10
PA0325,11,5,3,8,6,2,3,5,11,10
PA1011,89,52,62,55,5,4,3,5,11,10
PA1581,190,76,118,134,20,21,10,13,30,18
PA4897,15,7,10,6,12,19,188,210,347,218
PA4948,15,7,9,7,14,12,17,25,39,42
PA1174,20,24,23,21,45,45,6,9,8,9
PA4489,198,128,152,155,6,9,5,9,20,12
PA1681,12,4,6,5,117,126,4,8,4,9
PA0084,421,254,242,332,5,1,10,8,12,9
PA4388,13,16,12,10,8,5,1,4,3,1
PA0893,25,9,13,13,8,13,6,6,7,6
PA1092,4867,3407,3524,3572,4,5,8,10,24,15
PA5080,40,20,20,28,18,17,25,29,68,34
PA0743,4,7,3,4,11,9,6,9,5,12
PA5544,13,16,9,13,2,4,4,14,9,12
PA1714,4,7,2,5,16,17,7,5,8,5
PA4794,1,4,1,6,101,122,46,46,68,57
PA5322,259,137,164,171,0,3,9,6,11,6
PA1005,48,33,30,36,0,3,11,15,28,25
PA5226,21,7,13,8,10,10,8,7,8,9
PA4052,22,15,22,5,5,8,4,2,7,10
PA3106,21,7,12,9,123,168,15,14,29,29
PA3861,82,35,44,69,9,6,1,4,0,4
PA0868,5,6,3,4,1,4,2,3,2,2
PA2692,5,6,3,4,6,14,4,3,12,7
PA2557,36,8,18,15,5,4,2,6,12,9
PA5568,217,89,133,122,2,1,1081,1473,2041,1642
PA1534,11,12,14,10,2,3,9,18,32,23
PA5272,39,45,45,38,2,3,4,10,21,11
PA1494,13,9,7,16,14,24,20,21,64,23
PA2227,6,5,3,4,8,0,9,6,9,8
PA4425,38,16,23,20,39,60,10,13,15,13
PA0043,6,5,2,5,166,196,281,563,661,526
PA0876,23,17,14,26,10,22,46,61,81,66
PA3142,12,10,15,8,5,10,3,2,3,1
PA3981,91,54,61,77,3,2,7,13,15,9
PA0705,31,17,17,21,5,14,10,13,14,14
PA2204,25,34,44,19,9,22,19,13,33,30
PA0406,10,1,3,10,23,31,4,3,13,6
PA3851,13,8,6,16,435,504,66,83,148,116
PA1245,26,23,22,17,33,38,9,6,7,10
PA4016,10,2,13,2,11,10,11,17,19,16
PA3633,7,4,5,2,2,3,3,2,1,3
PA2063,7,4,4,3,565,689,65,92,158,120
PA4020,34,21,20,24,8,12,58,93,123,88
PA4573,7,4,3,4,4,2,211,403,412,440
PA3532,19,2,9,5,0,5,19,26,48,38
PA1429,116,90,97,98,5,4,86,148,195,219
PA5295,19,10,10,12,18,25,21,27,47,44
PA3669,0,4,1,5,3,2,25,34,57,53
PA3615,90,72,83,71,3,2,4,1,2,2
PA3740,10,11,7,15,3,2,37,92,61,97
PA3267,56,28,38,43,3,2,11,17,16,19
