,A1,A2,A3,B1,B2,B3
PA3749,11.53130566,11.20465196,11.29391531,15.19413613,25.53504185,19.17040205
PA4851,148.1507647,124.6014953,122.1942272,183.1771373,194.7408683,193.2519623
PA0151,2.743833697,1.761535377,3.578040325,5.402228995,5.039921004,9.49368403
PA3266,38057.79652,40959.74401,26136.32015,69956.81484,87948.2273,75583.21947
PA1682,22.03998708,21.90909625,24.20277496,38.66104108,36.09079794,36.35262373
PA1856,4.256935335,8.745418877,6.544536827,2.128588397,5.054844225,2.836701384
PA1005,162.4932183,180.4062821,162.4450794,145.6524462,158.1923018,149.5321439
PA1308,397.8166884,415.0459194,374.3243558,174.3472021,156.9976846,175.7295983
PA2118,195.451381,189.9319471,240.5230609,61.43106114,52.21941291,67.9841275
PA4154,35.50373153,20.74978084,31.59349649,73.91928882,153.1878476,112.4885666
PA2294,1.436902383,1.967974961,1.051937248,3.233213744,4.692136981,3.314461617
PA3858,747.5883789,843.3592699,686.3890542,53.88689574,65.05008087,66.59612694
PA0092,11.49521907,19.18775587,14.20115284,39.87630285,25.59347444,27.62051348
PA0498,11.3754772,9.598270738,12.04562072,5.484916173,5.06537515,5.935122242
PA1649,38.1571125,36.98669477,34.81953705,9.674182857,17.23025248,12.39660841
PA1177,78.00327224,87.636385,56.21289668,18.28305391,15.19612545,35.61073345
PA0026,236.9141939,212.2452023,241.0263209,24.89607341,18.10602181,26.79777478
PA1113,18.07715902,17.37848857,14.50655398,16.16606872,17.33751494,14.79033948
PA3995,92.98880021,102.5757419,106.1379973,29.5473784,26.1087793,23.59792863
PA0665,310.3463524,292.4208949,252.3975076,2408.237611,1984.588007,1507.985607
PA0925,35.13015018,21.65134218,28.65755517,76.0359948,86.70730404,64.05522023
PA0327,40.69735943,49.20701369,54.00162331,18.12407083,10.19367421,12.0603857
PA4382,5.666275436,1.058250687,1.131328738,2.704512126,2.293754785,4.356745145
PA1855,0,1.894840757,2.02568997,1.383582458,3.285648746,0
PA3857,262.1595332,279.8497449,296.0389091,176.4964937,211.6012782,178.7359253
PA0252,17.0632158,16.06667058,17.17616287,25.59627548,25.32687575,22.95955183
PA2735,170.7612618,167.2716675,197.7257332,330.2661925,290.3552242,297.7999877
sRNA00070,7.726739231,39.68440075,16.96993107,52.15844814,61.93137919,106.9382899
PA2969,65.53944663,57.88825431,59.59369271,56.98498026,70.63642411,71.25585679
PA5002,78.49800758,83.00444076,51.97415112,120.351198,119.2558513,138.908409
PA1280,3.500146831,2.157203323,1.537446747,20.47702038,18.07949284,18.30036073
PA4105,1.625068172,3.894950444,2.974227337,0.812580174,0.482416681,4.164998064
PA4604,154.4348368,141.8924634,192.8577788,53.7903819,48.62760144,50.12917073
PA0087,2.408924584,3.299252141,1.763541857,3.613591832,4.290670715,1.852199139
PA4706,17.0632158,27.38637031,26.34979532,27.9959263,44.63861851,70.10863148
Novel00022,1.378845721,0,0,1.034192949,3.6839092,0
PA3956,307.8439485,344.2598958,387.6751495,57.19443624,64.55733295,62.97477073
PA0306,358.4919173,318.2602282,377.4964982,59.97123503,75.42431437,78.2634434
PA0893,268.0476082,251.9678851,245.7468857,63.91312422,65.20519284,67.4275323
PA5020,8.403846718,6.532629032,3.990710358,7.495747893,6.675169915,5.76308218
PA1324,334.7691138,458.0607555,380.2482371,175.3804086,310.6552697,196.4891443
PA5437,89.69126255,92.57997595,54.77154035,140.7795151,115.3346957,137.2527054
PA0924,16.55901502,17.66356998,11.42325324,16.24149361,17.96120582,23.99505261
PA5154,13.53289529,22.96677676,16.79925648,56.48833208,28.2962336,42.97847141
PA4848,274.5281831,265.7914183,181.5468367,547.1914891,451.6963867,510.0956429
PA3699,48.17849168,31.22506491,42.19903728,71.84164713,53.63338394,63.94497028
PA4538,142.1412839,140.8614188,129.6162816,138.7834753,155.5860184,163.9366165
PA1826,51.07664598,45.96557412,57.57788975,19.66336394,24.95787491,20.15748732
PA0438,15.71288937,10.42389615,12.2221486,23.32514312,22.73952585,21.3943066
PA3301,36.60248185,37.59794435,39.72141595,58.13665092,69.796715,74.82806617
PA3969,73.82705349,78.12521291,69.10139507,60.57630349,72.58838872,69.14652685
PA2911,3.607244509,3.900367622,5.83759335,19.79350371,4.734258833,11.53223664
sRNA00145,0,0,0,0,0,0
PA1517,12.81121704,9.075612686,14.55350076,43.07463834,33.04788447,43.81739711
PA4652,4.48691389,4.431675601,7.011806749,0.388312649,0.46107081,0.663451019
PA3119,27.94605423,28.70609146,27.14743567,22.97618429,25.84537872,32.23118187
PA0981,104.3481274,96.4000235,129.7220693,62.51398049,43.2505109,53.48818668
PA5343,75.4626727,75.54009524,55.42116574,149.9725436,143.4000571,154.8499351
PA1683,47.04809017,42.88226994,40.74980212,54.67165636,59.60422021,58.59303102
PA4812,339.8686879,357.8499943,386.7943556,210.3530331,189.5150679,181.402496
PA1493,69.27768097,86.32052336,73.37499226,318.2239654,317.24764,313.2979084
PA2577,22.43929749,18.24757605,32.85502637,33.66085542,54.12318653,59.66787638
PA4094,22.18218054,30.23455283,22.01671787,39.0343201,44.82857008,39.35923171
PA1945,29.27323704,39.88147904,37.22148162,6.702410734,7.409397511,10.4247175
PA5365,42.693149,40.39207868,27.14257837,32.44301583,27.01533413,40.16909244
PA4037,15.02004757,17.69744474,15.52373414,8.283584296,3.934271961,4.415706686
PA0666,216.759093,250.0044566,198.4953568,119.8243226,126.9126961,126.5839027
PA3385,9581.700117,8103.069198,10614.09508,7815.083008,7421.285779,6887.745184
PA4036,10.50044049,12.43134118,5.863144373,12.41436047,19.17842169,16.69474583
PA4271,1015.469428,860.6890494,917.6869636,11871.67743,11510.50907,11279.99315
PA3083,100.6074936,96.22198118,81.71807102,116.1365998,110.8665405,110.2887727
PA0706,99.97602498,78.33787655,90.08138685,125.4578009,124.9934826,114.8131579
PA2316,29.77473898,36.70141224,36.72072893,25.76806256,35.49162186,31.6987101
PA4821,15.33434372,14.51598271,15.51839145,24.35592732,19.01189263,15.48938928
PA2874,52.37012145,65.25879235,63.63724152,21.24973813,22.93754785,18.48316122
PA2279,0.869463226,16.07597381,3.819135231,2.608537628,2.322974591,60.16697841
PA0678,4.550190881,3.739152427,3.997361542,7.508240806,0.810460024,3.498598374
PA2232,179.7744127,229.3958544,199.2549848,32.24397892,25.60655904,31.33713881
PA4557,47.66866637,43.62344498,46.16000828,175.1922855,136.620404,159.9359257
PA0524,10.81522886,6.305315923,7.061720068,229.9828092,126.7753849,64.72781574
PA0496,23.86756566,20.6456269,22.53114059,28.26582568,29.83288432,40.5665701
PA2561,27.58903082,24.64292021,23.97363139,14.03521608,12.60557331,14.38790895
PA0521,3.878003591,2.390083227,2.555131667,33.74054495,19.3405233,10.13798392
PA3277,46.84513859,35.1839066,42.59181347,24.55731226,19.2895467,22.85062407
PA1317,2.466970959,0.422344024,0.45150921,49.03382892,43.20826032,73.34411049
PA2183,44.54397388,50.18336152,50.49298789,7.544165403,7.678042333,8.838564313
PA0480,2.565897113,3.689953053,1.127075623,3.079251185,1.828105317,3.551208876
PA4008,12.37919578,12.37219553,6.245877409,6.524540808,12.51445625,8.746495935
PA4395,780.6421229,776.4583711,808.5288305,1464.106957,1330.420783,1393.316802
PA5493,91.25273396,88.6719134,80.52671705,125.1249002,110.5293676,118.8528222
PA1722,3.624045834,7.445215009,7.959348202,2.718188546,3.227495671,1.857662853
PA2079,16.29919121,19.73220097,16.93977839,10.47864582,9.072313701,13.42745645
Novel00040,8.608469233,3.789681514,6.752299901,0,0,0
PA4717,336.2255141,316.1967824,354.1286735,93.10859938,102.8033185,97.56158553
PA3828,184.0814488,193.5988773,174.0138285,397.7372993,426.9581628,336.8221652
PA2351,3.757038342,3.216014128,4.813336719,4.696564307,2.788279899,6.258960394
PA5531,44.57329842,53.96152919,52.44351877,362.377591,512.1493009,593.3337242
PA0298,33.74976017,42.09641805,32.42892641,109.3915879,95.80603595,96.84861724
PA5515,370.2820004,387.9090766,317.7543381,294.2805324,307.1983205,280.3068637
PA3507,1.539538268,4.217089203,3.381226868,0.769812796,1.371078988,1.183736292
PA5098,54.06697399,84.1309296,64.07535412,4.416612239,4.290670715,3.910198183
PA5140,81.26605503,88.93217591,82.82470898,121.9059968,95.55229077,111.4922984
PA3476,1283.288982,1205.043678,1154.683396,65.38454527,61.38632855,126.7808916
PA0232,41.76667749,31.39213791,25.72928604,6.876611322,12.70123918,16.44863415
PA3514,12.97765709,18.26786617,8.972950643,9.012773055,8.133137565,8.130545517
PA4531,157.9566263,164.2556245,128.486621,39.49139645,57.3111017,91.46335749
PA3037,1.417014461,0,1.037377563,5.668379344,7.571771851,4.358115622
PA2970,67.13396381,82.75173403,46.69049342,82.24377038,99.64672426,117.0023063
PA0568,57.99262887,64.15212497,41.14930999,32.12081628,18.27507897,24.00998884
PA1408,59.80572667,66.98543487,90.71982335,17.86670714,26.93174708,22.73222953
PA4670,267.3599419,223.7239688,313.6464808,1195.036301,1156.067021,1065.958301
PA3114,157.0293147,159.3388818,168.7697224,88.06550723,86.71355502,84.03975815
PA0922,180.7307959,195.3039437,141.1058427,338.4976838,276.3213832,248.2041346
PA1823,143.844744,155.2954435,113.9033127,106.4217905,84.53185197,103.0769844
PA0899,254.7701531,246.3968205,250.7253773,97.14043076,75.54065034,95.37381759
PA0485,75.78578791,75.50211631,82.2199782,142.7912625,142.711439,112.3295799
PA1617,74.63622451,83.47523291,66.32312989,56.71692695,61.44044966,57.19830795
PA1513,25.31444222,20.07819525,27.09479214,30.28291746,23.40060633,23.40611588
PA4866,17.35910972,16.21019838,12.99720154,10.65278517,10.54066505,13.95394727
PA0667,325.1152011,312.3611151,407.5435009,465.7607984,466.4667794,409.5234347
PA3831,111.1861159,108.2733402,88.24820339,271.444373,287.5008896,274.8797956
PA3314,16.29919121,17.26567585,19.01729838,37.43932831,21.77355288,36.81360976
PA2562,1408.962615,1282.463683,1654.171322,334.0987536,546.7050513,417.9904373
Novel00039,1127.007311,1068.449081,1263.277104,115.2458733,102.9271009,154.6117944
PA3101,166.7385383,149.6288345,152.9191999,65.96624015,66.08784759,106.3667828
PA5201,29.57624072,28.0436432,31.32547746,122.8621223,107.2300955,111.8205865
PA1040,87.16630723,81.93474068,96.622971,96.8341024,114.2455696,110.6484426
PA3382,1.030231897,1.58737603,0.565664369,1.5454355,1.376252871,0.792135481
PA1200,197.0376775,211.2790313,140.4050632,117.673375,96.81513409,171.4471511
PA1276,10.69020749,11.82563267,7.224147364,57.66871704,54.92575464,64.49223509
PA0066,42.98799119,43.38243147,31.47094031,75.23325167,92.6879696,91.04087482
PA4617,69.89093192,92.35706494,78.74802237,73.17121949,60.29822579,71.6512947
PA2271,30.95187983,26.90233214,20.04490889,60.12148426,53.71653647,56.75052014
PA2096,7.1220379,10.97359951,10.86239549,7.715978694,5.990356699,5.171841075
PA3530,81.16556706,130.7440122,103.3101885,2017.263224,3132.866079,3109.024717
PA4147,70.65152613,62.04544063,45.25766761,19.29942815,24.27496078,31.68858272
PA0589,71.32731651,75.79363027,67.52299901,47.04180358,54.76081243,67.1352661
PA0606,18.72641734,15.69229132,20.02288498,24.76462754,22.821618,47.3636964
PA2117,27.1341658,25.72811303,14.66921667,24.4221344,31.97227618,29.20848184
PA4573,1037.175862,1053.011308,1291.79441,50.18877544,48.86597204,41.15998087
PA4593,7.888521878,9.512291035,10.16916724,4.630481996,4.887196125,6.329122687
PA5430,67.41023527,58.1645933,66.62269236,71.29036725,70.54003913,72.82267727
PA2638,577.4313029,744.5215009,515.3677961,702.1987077,544.3709365,570.302496
PA2083,16.05949723,15.50648506,19.39896042,15.17708569,18.59290643,12.10103438
PA1136,58.18276864,61.48913571,48.53353921,24.75705333,37.3675216,52.90913115
PA4398,23.43445947,23.47000182,22.51732628,28.85531484,31.65315974,34.53552043
PA1194,5.19472109,6.225333057,2.218408889,1.731671914,2.570169209,2.88467942
PA0869,162.8412363,142.9233906,163.8789699,152.4254089,153.2316701,184.9419848
PA5132,28.00117465,26.19461178,27.45440619,35.25347831,38.74177038,36.52382918
PA4981,13.91141161,10.12190944,7.956531731,3.478050171,5.420274046,6.685219823
PA4485,3.250136343,4.451371937,3.569072805,13.00128278,14.47250043,15.82699264
PA0430,56.76011305,60.23119244,58.72412574,61.21995784,57.65128006,71.05400821
PA1285,160.166719,161.7183425,149.9010578,218.4215507,228.5497268,226.009455
PA5165,44.31425703,44.14700765,46.46199182,61.46446574,63.85843256,66.09097744
PA5290,11.78663903,11.54406999,5.418110523,9.04607326,9.520464137,9.905670095
PA2080,17.67700054,21.52030174,20.84954761,21.36092054,12.53589246,13.33997941
PA3986,1826.712047,1707.93577,2023.66428,66.12371165,111.4382533,117.3488205
PA3127,26.48618572,38.19376779,27.96661526,38.58543019,45.81518419,57.17858537
PA1173,50.77347141,65.83416239,58.49797378,0,0,1.279975015
PA0923,35.88150523,36.45673616,38.54598629,74.00980223,79.19352234,83.66648112
PA1085,122.8891951,136.371831,117.7527013,124.3430041,116.71837,128.7763392
PA2402,6.706009472,7.814102523,6.403540333,5.84489708,10.4809005,18.95357177
PA3579,95.96766221,134.5528335,101.1453602,153.4742336,161.6008169,175.9901
PA2362,41.54522108,41.56666482,29.03222068,1.618736789,2.883059374,3.733682059
PA0935,42.8736397,25.31014729,30.30490699,94.99267577,97.43075379,92.45393537
PA1045,38.56525418,32.75026863,27.04508595,67.4452909,72.94140216,61.80041603
PA4291,218.7668192,227.7780627,272.3093452,133.2347614,133.2481218,153.082776
PA5367,19.04731066,20.56868285,19.57563009,10.25682595,7.39417911,12.95545373
PA4336,106.4044637,123.6796572,110.6961658,118.6617078,125.9330191,153.9383285
PA5189,20.27312769,18.04788919,21.27308741,22.30170536,26.07915919,25.28689914
PA4220,0,0,0,1.089203212,10.34629818,21.21490503
PA3344,144.9296422,130.97522,125.9337078,156.521404,156.3517199,153.2415529
PA1914,8.343870808,4.799645535,9.895668853,0.500660645,0.594469455,0
PA5321,58.37415932,44.27943663,39.44764679,52.53972334,39.98980382,52.47897561
PA1902,0,0,0,0,0,0
PA3203,153.4279239,152.9653265,109.0189511,170.0777313,201.9452043,178.6887434
PA3477,2762.266704,2712.81689,3154.735898,262.3089388,293.3731327,337.4268019
PA0952,197.2934327,231.1409654,305.6576257,23.99650826,35.1410401,25.41950381
PA3905,20.94121939,27.88430432,21.29276389,4.072134735,1.38146595,1.789055987
PA2977,69.4573255,60.21135158,52.9062557,87.32846927,81.88029948,100.6361532
PA2984,36.05811641,30.04676057,24.84882764,11.45278094,13.92636834,13.29655986
PA3173,113.2942264,84.01739258,75.86085921,104.8721894,96.46771136,119.8305354
PA1304,20.75525665,22.75471049,16.87482668,44.30700316,46.0327075,47.8755567
PA1394,24.08924584,28.0436432,21.16250228,49.38575504,50.05782501,41.98318049
PA0313,88.64008209,81.33870539,89.55128129,67.81350905,60.52136543,70.88069433
PA2325,1.325298315,2.042012854,0.363837519,1.491045173,4.426055956,3.057027705
PA1099,110.2989308,118.0317894,96.45532201,98.49706006,86.6884456,108.2794054
PA3829,24.37602257,23.21795135,18.00759461,17.28579643,13.02525039,18.40171872
PA2021,698.9093192,790.8307382,927.3878776,58.70079176,61.59496182,97.96075447
PA4363,27.6639512,25.15542746,32.37066032,34.01498402,31.50293117,34.52105372
PA1372,122.3183335,148.686451,135.3741295,148.8322759,177.2312159,153.6041927
PA5188,18.22285183,23.14281235,26.56013888,14.6619442,17.99929422,16.30414776
PA0168,48.50457284,64.05908345,41.85054913,39.49882104,40.11160017,55.40927374
PA1083,75.31350423,89.44955159,79.47340565,99.73721134,79.12465321,95.00504205
PA1473,80.44087449,90.14028171,139.1938394,9.141526956,8.683500257,9.371245645
PA4484,56.07496645,51.49092164,40.42974588,214.5413961,180.8401983,203.81876
PA4529,156.5800979,198.6424727,169.7409037,108.407755,139.4467982,102.3854524
PA1972,3.604904747,1.728041394,2.111282504,3.2445983,2.140299359,3.880487633
PA2377,9.635698335,8.907980781,8.817709283,4.095404076,2.860447144,3.951358164
PA2693,8.173995594,10.07556043,8.976111246,31.26730657,29.84628232,26.39661049
PA2049,58.29718241,62.83462913,47.11176102,45.88084266,57.40250696,58.87115159
PA5479,86.50475247,80.03466711,78.15066385,376.6391277,281.9308128,266.7582985
PA4121,2.481922298,0.637355527,0,5.119255095,2.21034552,5.247897561
PA2724,7.583651468,1.557980178,0.832783654,3.981642852,6.753833533,5.247897561
PA2378,101.3183695,88.81697879,84.65914664,142.8351745,160.9372042,203.933843
PA5417,0,2.620901234,1.400944465,0,0,1.961830864
PA0025,47.65290813,44.86982912,36.52134863,84.14193829,96.81313378,96.17964985
PA0711,17.76997622,14.10479096,11.5308506,12.11658011,10.07080503,13.04211228
PA5060,905.7815459,913.2276713,793.9920546,524.8062159,630.5901864,500.4124255
PA4986,3.996315565,3.88894898,6.005281206,9.623253029,7.867331512,9.541631929
PA1423,97.3174796,63.06465217,133.4047691,20.33005612,13.08757216,23.85407982
PA1070,76.41987248,82.69279405,68.54450079,38.06625584,17.14434666,27.36083344
PA4046,37.05155431,33.05143663,40.68742998,37.29742998,48.62760144,36.73528293
PA3612,18.44671979,26.52777059,24.30827964,70.56270537,77.21274553,62.40743046
PA2126,153.2469947,222.2326442,153.4364601,23.6644811,26.37818003,22.2788104
PA0519,101.2397479,121.982455,155.9603273,272.0672655,219.6360909,172.6549075
PA0341,67.99723451,62.49426106,53.33558237,131.5284268,130.2199814,125.0060992
PA3866,60.49077288,64.33541675,62.70371046,62.63559175,58.9569939,63.93517029
PA2999,114.1628609,111.9230603,108.2245305,386.5841067,287.5679345,369.7061466
PA5522,27.54062901,38.43701097,26.95589197,48.0491487,56.51892273,52.47897561
PA3493,47.61827666,35.21759844,32.76906845,34.28710389,24.87923795,32.70782666
PA4403,488.4136187,503.8375373,573.7761318,644.3450633,622.5605681,619.4464907
PA0947,125.4690932,127.0914043,114.1799547,474.456919,525.0746326,418.4919161
PA1991,39.05189596,51.67836311,40.56600791,60.42832045,77.39057703,57.88917928
PA5404,2.022307058,1.038653452,0,4.550448973,3.602044551,9.329595664
PA2418,2.378148544,0.488565213,1.566910012,1.426970061,2.117926892,3.657071471
PA1044,19.37500633,11.76023747,23.21048637,40.29349172,36.86285916,42.66032856
PA5520,157.9723527,137.9566319,169.8475695,55.73382563,76.47082485,58.82723879
PA4527,439.0024162,571.716406,580.816632,208.0465271,150.0971964,191.1634152
PA3785,603.5441866,746.0667342,610.9175186,116.551594,121.5690036,112.2191931
PA2403,3.040969153,2.429523545,4.452506668,16.72627902,37.91508528,52.2191787
PA2371,35.49148887,28.70349363,35.97625387,1.324983672,2.145335358,1.605239254
PA3016,68.72357261,50.28515332,38.25061475,61.43106114,56.17326373,52.11705164
PA0779,115.8592353,60.11856011,127.2285228,97.00988405,66.86295198,90.39503549
PA2407,0.429263291,1.322813358,0.942773948,8.69307469,21.40837799,32.01547569
PA1805,193.5659979,206.7204246,180.0258685,503.5305896,414.1554962,453.9178276
PA3960,7.026030036,8.248130353,5.511068302,2.258494895,2.681669197,5.402247489
PA2608,28.03242596,41.31429579,36.13686215,16.45474852,14.11068792,21.55386498
PA5078,166.0906177,185.2693158,186.9488478,332.6542569,350.6087043,328.642102
PA2066,105.7438726,77.67957506,97.1189952,1.922724918,1.712239487,0.985520669
Novel00020,80.39601065,82.58250758,52.41938831,472.981483,637.6779023,629.7477073
PA3853,116.326619,109.7359951,92.5476096,65.88258731,66.07011065,67.99449883
PA4811,239.1051918,288.125818,230.1706565,118.238279,97.25520288,119.5166348
PA4488,35.24329664,31.35789194,38.70172765,33.50785153,37.35483929,36.83069925
PA1321,5.055767645,6.13749767,3.028304198,29.30213354,51.16540556,47.70815965
PA3421,8.363589365,8.284227204,8.85629882,3.136523909,1.330076626,4.363678497
PA1526,237.6440601,281.0737875,220.763376,206.1663643,275.1880172,222.3200239
PA1201,21.48286842,24.36578835,17.20176073,24.50528668,26.30673521,25.12108341
PA3551,5.664138026,4.654546589,4.353972633,4.460761701,9.332060442,6.968162737
PA3283,1.436902383,1.967974961,2.103874496,4.310951659,5.118694888,3.314461617
PA0336,669.7312202,804.5020143,647.3851934,1092.960963,1132.111346,1174.217079
PA0370,17.83491903,9.864598111,15.81870459,25.72489998,25.65777965,26.89877142
sRNA00056,809.7271499,1085.097785,776.7600268,6.980802402,16.5775914,28.62489579
PA5168,29.75954225,49.8405981,41.91546166,15.52759839,6.337720567,13.43063831
PA1290,27.57691443,28.32691232,40.12503063,11.89321891,15.34962167,28.62489579
PA0734,6.000251711,3.081719033,1.647264372,10.12599909,4.007769349,6.920304476
PA5372,130.1905149,173.6510291,131.7635633,42.26573602,50.83401396,61.81687163
PA3076,113.3755894,89.58386022,90.35702651,42.94486219,43.89991797,41.69163062
PA2492,67.0760897,90.2554034,65.04327508,118.8608654,139.3851507,139.039125
PA1036,274.4714071,374.915016,304.6117752,103.4801297,76.71199158,90.36486709
PA3475,116.2074771,123.0167248,108.1070826,48.33794774,59.20274896,42.52943005
PA4713,373.1156522,391.6762167,417.7242811,91.46402437,119.9480836,96.56131512
PA2099,2.708446953,3.338528952,2.37938187,0.812580174,0.482416681,0.832999613
PA2594,31.56694923,29.35818898,23.42204028,27.19604269,30.3922509,33.78334055
PA4100,3.900163612,4.757403757,4.818248287,2.01113593,2.822137584,2.811373693
PA3209,6.605115794,9.046336516,4.835517994,14.0366672,8.823556713,11.00365618
PA0165,4.40341053,11.05663352,8.596476433,25.6880184,16.99351663,21.81921567
PA3823,32.93703855,28.56993141,26.12216825,138.6178994,119.9393923,127.1876513
PA2493,281.8925483,253.7442897,333.0331935,3970.814976,4084.132646,3666.193882
PA1171,60.55517187,67.82485135,45.45871678,98.02282939,124.0064774,108.1145813
PA1925,0,1.286405651,0,0.939312861,0,0
PA4839,78.43186165,72.42039728,73.89157324,133.72748,145.2339274,161.4737711
PA5225,340.1575129,335.7657821,293.3199077,324.3117282,359.4499728,310.9024717
PA4778,758.4791866,592.501033,671.7370711,113.9322938,146.2484254,149.9399303
PA5396,16.74916889,16.34445463,17.47312944,15.38917176,14.91644216,12.87827622
PA1066,85.39399324,78.11243083,84.19100507,29.92076037,27.20037067,24.92152266
PA3323,11.68713411,7.683189918,9.240476166,20.68740073,18.73494918,10.06446108
PA4685,0,0,0,0,0,0
PA4020,82.1450389,87.48127635,87.22119072,107.5949633,103.8177774,102.8680805
PA2405,0,0,0,3.723094615,4.42069104,6.67914235
PA2913,4.634453675,7.357128617,6.477206202,8.848095226,10.88117625,6.478885878
PA5314,92.50801294,93.86508674,66.89799274,251.3088865,183.8605592,230.7340085
PA4024,23.19129546,35.88380151,36.10520102,6.385307431,4.444458196,5.868616627
PA5521,273.5510012,285.978654,294.4696669,165.5158367,195.5675275,200.7891241
PA4584,17.62989087,17.07454291,14.93479174,19.64584981,20.18673492,20.13953308
PA2431,61.19222219,57.82792632,47.9683385,12.42743306,12.40842244,12.45018456
PA1265,4.535073967,4.658412492,5.976121906,7.143146644,4.442721062,10.46092537
PA1346,4.761827666,5.163073845,4.648094816,2.182628141,1.649191909,3.457916998
PA2773,9.414188029,9.670221793,7.75350299,10.00314214,5.589379476,12.66733894
PA3255,57.28996808,52.30938628,34.95102384,48.27484079,54.17064409,50.57559308
PA3276,71.64130323,67.62296942,75.48209294,132.8827918,162.0920048,125.0562823
PA4262,367.4109353,331.3614557,335.5993831,2703.272317,2197.314378,2632.303642
PA2637,909.0490042,1120.729654,947.200887,1376.263507,1274.712668,1089.88945
PA3458,733.5022894,609.6830025,822.5583362,305.2112848,250.8322479,306.9023637
PA1363,9.395130968,10.21833153,7.282642485,64.66427489,106.3113554,82.43660946
PA2451,17.10641382,17.03917562,16.50809118,7.776083689,12.46466999,15.74369268
PA2047,40.53806421,36.96662058,40.42786104,154.8186844,167.9862595,164.1160692
PA4983,30.64414266,33.76683569,25.08548314,63.93845139,79.39200235,71.11436695
PA3116,42.12639628,34.53445676,45.81545684,94.48595458,76.8373821,93.43437794
PA2326,16.84538752,9.845108783,12.43859841,3.485450278,1.810602181,4.019666217
PA3029,48.53536939,77.1200188,45.803101,204.2013977,200.5888559,217.4961989
PA1884,20.03073159,35.054554,22.81103054,62.32136638,48.23118078,34.79584252
PA4798,17.97606274,15.00277208,15.42191953,12.21879817,14.508235,7.774663053
PA3538,44.99773253,51.27092663,52.3200368,86.21903318,100.0166041,87.80415864
PA3701,0.747294123,0.767617971,0.410313114,6.445777401,5.324189939,8.906103525
PA1950,471.8062,500.5200396,392.9445205,101.3910718,107.0121973,101.9009235
PA1017,9.913823706,11.75012983,12.9802592,10.43870452,10.01755756,13.19303856
PA1588,265.2913346,299.1802552,279.7639279,1772.394026,1235.378589,1442.699653
PA1819,232.2409372,224.2871021,217.887157,66.82213509,68.584283,71.287812
PA0951,451.5632469,433.966504,359.2565436,292.035143,316.4897689,322.4024831
PA1792,21.5237245,26.76364289,18.65988271,89.64006847,78.69196914,87.53754438
PA1740,11.47795898,13.47442316,10.35352652,4.611941527,5.11100916,7.564537025
PA0421,116.4555895,133.447115,117.0253731,206.0062413,182.7204139,185.4186744
PA0813,24.28226864,28.65035663,21.98068396,4.676242635,4.091264544,7.569083021
PA3878,58.72156449,55.81720316,62.55902894,37.46998914,43.5150687,44.64503543
PA0927,51.70671455,53.11296061,44.97031734,22.0283098,27.99770992,25.44435181
PA0828,14.36902383,17.21978091,14.46413716,6.735861967,5.865171226,6.444786478
PA1587,671.4143871,734.7551611,624.6398985,871.8764732,597.1855229,752.8925269
PA2765,63.70267233,65.90256152,57.46207216,148.7996814,131.2945239,156.7372072
PA2604,1595.831519,1495.870564,1833.094998,1726.772952,1985.990494,1722.628258
PA1939,155.3623733,183.7995534,164.9811943,75.32837828,66.62565513,72.02069626
PA0323,7.452898856,5.238036805,6.030502326,6.766831448,5.589379476,3.016033081
PA1764,5.378274399,4.735324368,2.249922068,4.418118844,5.245941994,2.953788496
PA4766,57.54653172,61.86097765,51.43663748,61.23030604,46.48226608,47.333978
PA2593,37.87855236,23.49205713,29.8232471,1.072095308,2.545947719,4.396144554
PA0115,48.81661739,55.71584742,42.6870562,57.63399776,41.05972969,66.72823389
PA3740,364.2139687,354.525533,536.1090233,91.20768903,67.95123345,79.74970966
PA0529,275.9282419,350.54554,206.2741052,72.63216631,138.7133503,118.4140988
PA4569,203.7020438,156.7144767,211.6250228,262.7778622,212.6516626,231.687366
PA2338,3.123700833,2.566923863,5.145345234,5.154398723,2.781899396,3.362497293
PA5490,1770.519818,2031.081683,1931.645809,1442.514852,1200.04254,1161.292183
PA2528,23.97641565,26.92715155,20.36126781,70.73443808,82.56442867,72.02032718
PA1702,0,0,0,0,3.31551828,2.862489579
PA4327,14.2087745,13.03143271,18.3893491,22.07559818,21.69261031,28.48301278
PA4823,0,0,0,0,0,0
PA3303,13.94732422,9.44948847,9.776155944,12.90942589,19.02819187,13.23382863
PA4991,70.69046547,53.29723006,50.47688681,87.75865877,89.00587764,87.82195918
PA2634,86.98391213,68.79126762,91.29312543,128.7511902,85.00689725,116.5980248
Novel00015,259.8859022,223.2705439,285.3885524,10.63229904,19.63806981,16.95474597
PA5491,749.3885797,705.3834744,636.3146944,790.8726749,745.5405221,760.4096466
PA1205,37.15029263,30.17354015,25.14163311,51.19255095,39.62533978,51.15039395
Novel00025,995.204013,1098.464213,821.3446639,91.5670534,44.04009187,123.573135
PA3820,181.4147765,180.4110597,150.3893349,389.53029,343.3235379,419.4899223
PA4620,36.40152704,60.76122693,32.47856252,46.07329586,45.92606803,52.47897561
PA2974,153.642809,170.5684792,175.2090286,148.0373335,155.2504591,164.9339233
PA4058,36.49775465,50.83439855,61.8172036,34.79856182,34.15684995,32.34353784
PA1903,0,0,0,0,0,0
PA4371,8.063629408,9.170389654,7.906173935,89.85696707,93.61326227,98.75790347
