,A1,A2,A3,B1,B2,B3
PA0184,4.875204515,3.5054554,2.141443683,4.387932939,2.170875064,1.499399303
PA2420,2.597360545,2.964444313,2.852240001,0.649376968,3.084203051,2.662781003
PA2000,181.3843214,304.7665334,125.9442677,13.55784454,16.65328816,22.04596236
PA5294,6.141361925,8.315599722,5.517830349,9.00318892,9.695687404,7.083051923
PA2084,49.37441168,49.34028877,42.93401819,17.76239084,22.08536727,17.52162197
PA4134,559.5049527,588.5702894,399.7361542,32.8643537,28.51618603,75.15507618
PA4803,77.52995141,76.23514656,71.31215371,430.41504,344.6422238,340.8585892
PA3504,10.75499663,9.914419313,8.176421335,3.929933204,7.859006293,7.845341808
PA3431,13.71018213,23.26765156,18.32851362,8.941930297,15.39520133,19.70826158
PA2005,43.3306559,40.14546433,36.69776934,42.90827922,40.35485597,48.34162899
PA0307,183.3459267,169.7740164,138.8789212,133.5021427,148.9816221,127.0814409
PA2282,13.36419699,18.63039234,13.62736889,13.60361494,18.70292363,24.95503735
PA1541,7.768618576,6.839912976,4.874831148,205.602603,302.4399602,210.7692191
PA4440,155.3565172,192.9669734,147.0457996,243.7740521,325.3418096,278.8882704
PA1495,37.22883448,25.49422109,30.12365755,20.08511568,7.561708358,12.55477885
PA1638,9.911306868,11.56915974,13.35752,21.28799148,22.86941652,27.71167029
PA1058,4.550190881,3.115960356,1.665567309,4.550448973,0,8.163396206
PA1339,78.00327224,99.58354932,81.986701,164.2340614,80.38440238,120.3803441
PA0825,9.75040903,7.511690143,8.030413811,11.88398504,22.79418817,7.496996516
PA2207,1.34621032,0.553129057,1.47831418,0.605829005,0.239781072,0.621052966
PA5204,112.5462918,149.2854447,102.8189704,197.4400926,180.2478067,186.8881764
PA4306,7634.970972,4387.101443,10636.81479,92.56735241,81.60111201,80.51568861
PA1510,33.04875482,34.19356495,32.61005468,22.63249621,24.10052177,26.51569294
PA0902,100.6475057,95.01353741,105.1544734,192.545117,254.0247836,221.1949659
PA4591,9.933515303,11.19112522,13.01957544,8.892602747,7.705077693,10.10158685
PA3454,26.95556117,30.52852298,17.8363284,10.36811159,11.07970666,14.8801146
PA1167,148.6937377,163.3792606,196.0759372,16.91182487,18.99515681,19.67961585
PA0895,312.2526567,393.4378444,253.0270927,410.7982098,333.9413907,406.1640618
PA2350,1.844671979,2.273808908,1.215413982,0.830149475,1.642824373,1.418350692
PA0206,5.151159487,1.511786695,5.656643691,4.691500626,5.570547335,4.809393991
PA5505,116.6313295,103.686267,125.2047149,335.0071917,260.8377089,264.6066356
sRNA00004,370.5155431,227.0199688,199.8680771,19.50192417,23.15600069,14.99399303
PA3611,42.84486304,56.29198453,56.89675187,142.7412735,176.585633,147.094355
PA3576,576.034803,569.8229629,597.4779751,199.6872555,220.7210278,189.8175714
PA0751,54.44448048,53.89890962,42.02428499,17.75464195,17.91913059,26.9978545
PA0278,10.87695031,20.6696175,12.54152276,12.64517195,14.04582113,14.63557089
PA4066,37.08537076,34.85192652,30.3268036,22.48921313,29.51386215,26.08781447
PA1964,80.54360869,98.85115611,78.39653023,159.6579942,150.4474642,134.9172132
PA1055,19.32824445,19.85390669,23.87804461,16.30913128,17.21331024,34.36676279
PA0459,508.6482473,555.1059574,474.5398939,8.903052339,6.571297492,7.030086039
PA0378,71.0501117,84.47572849,62.04920835,72.17310462,88.18735097,80.00893003
PA4061,94.61258969,82.68039633,135.4278522,233.3674219,221.7586307,242.8509837
PA1097,526.2837884,571.724783,599.9095287,484.6089141,422.3965787,409.5711498
PA5146,69.25257226,63.48094999,60.08018429,145.056922,154.7536184,146.3261983
PA2336,0.916145815,1.882123705,1.34139649,2.061445005,2.71966451,2.58285786
PA2470,3.47048457,0.792193311,3.387594527,5.206022131,4.120983173,4.447370814
PA0722,1.625068172,10.01558686,1.784536402,3.656610782,4.341750129,3.748498258
PA4966,74.71467274,67.62002724,53.66280472,87.84520577,119.0513023,121.4158548
PA5293,13.8290115,13.74688392,12.24681845,14.7220408,17.87779465,22.98098932
PA3546,4.31070715,4.427943663,3.471392918,1.508833081,1.791543211,1.546748755
PA1710,262.7267748,383.1990972,239.2256607,112.2028514,84.93176964,80.51568861
PA5120,37.41268057,39.46883117,32.20096797,73.56559174,63.03577964,61.41983812
PA1249,2161.340668,1698.393141,2166.694873,7.038975756,7.598062725,6.559871951
PA1048,527.9150032,537.0262286,498.1405901,491.0305908,520.5965154,545.4957465
PA1185,3.900163612,2.003117371,3.569072805,2.925288626,2.315600069,2.498998839
PA1831,89.85187055,82.23768787,108.7889533,120.0972925,140.5481307,148.801146
PA4861,2.863756498,1.470820448,4.193036582,2.863918934,1.275199338,2.201915061
PA1469,36.25048336,47.12728422,31.09980452,33.98675582,46.40808436,37.01836454
PA1214,20.74477268,9.733722312,29.24898689,1.344644866,1.140422173,0.590757699
PA2138,14.77053639,19.00698766,9.803279643,2.069615615,4.047481689,3.120034222
PA3626,56.74957166,61.05006596,49.26523529,64.42208659,68.638679,79.60294053
PA0328,34.96905954,42.62806875,46.49708738,14.85215984,11.44399571,11.82396673
PA0955,74.88558659,79.99910756,70.95630009,138.9741352,143.6724588,146.4146968
PA4326,1300.003754,1041.777527,1507.208292,285.5584483,171.9061692,305.0340457
PA4677,205.9154178,248.1828472,190.1892356,24.54267576,27.37510251,39.64513412
PA0816,59.6923346,56.56260239,50.30577872,60.73692486,40.79773341,67.95582604
PA0750,39.42191237,39.8896649,43.93651694,101.5024717,100.6088306,94.55263709
PA1442,94.14188029,95.0905143,105.1030405,140.04399,105.4995376,110.9900174
PA2191,9.004335516,10.72909832,3.164138423,7.564070853,3.528387967,8.861885063
PA0129,11.18429271,12.9613477,5.038691019,5.592463549,7.151117859,10.36349518
PA0971,220.8411608,204.2834354,239.9278425,258.3164353,284.7090171,292.5552089
PA0838,709.660205,590.4841643,692.7104783,396.8217614,382.8290983,364.4192219
PA3148,377.9862791,315.5897312,328.9378142,263.6055863,351.6939907,404.4576825
PA1859,13.37387184,17.05356681,19.75047721,26.2880667,31.62436918,24.46654944
PA0268,8.063629408,6.212199443,12.96612525,9.504102286,11.28488641,9.300071627
PA0194,5.005209969,4.20654648,2.998021156,2.047702038,1.620920048,1.749299187
PA2358,4.200176197,7.550211631,2.30617012,33.07826369,57.97906326,37.13896736
PA2847,30.57728272,39.82197334,25.18337771,15.56253549,16.53338449,22.67091746
PA2587,337.5219919,295.0806321,252.8357267,25.12845843,24.44076574,32.33691448
PA3558,0.989171931,4.064296116,3.258718648,2.967684113,7.928413278,4.563389184
PA5402,1.436902383,3.689953053,4.733717615,20.47702038,14.07641094,17.67712863
PA3094,31.97334444,41.13657441,22.34329647,46.99379283,56.37426981,56.86601931
PA0426,164.2762324,171.8242322,150.3305737,748.9660893,588.3382438,611.8036068
PA0909,16.32133685,12.19288835,11.40551527,7.790170797,3.964206639,4.563389184
PA4799,7.072835566,5.085634777,3.106757675,6.896405828,10.07825937,9.788824466
PA3092,14.65429122,14.22802486,13.44700666,9.786811211,12.51445625,11.88494448
PA3299,131.4140386,136.4823843,144.0434676,269.6929061,198.8722066,239.3712422
PA3805,154.8503695,168.4835481,134.496206,221.3622559,164.3343843,197.055442
PA2165,37.71169874,37.10053964,34.70471961,5.179012937,11.11623185,11.84350422
PA4974,122.6573194,121.3482697,96.83049697,160.0429647,146.2351782,131.4690693
PA1168,220.7055203,229.3288579,232.5567813,4.784350556,1.136158912,0.980915432
PA1553,12.04462292,17.8709491,16.16580035,35.63403056,23.24113304,48.87747728
PA0412,115.0013997,120.5300418,100.6185183,79.2432638,61.61716621,85.18847411
PA4009,24.34193023,25.00394761,35.64081095,21.83738187,24.65385388,20.91819308
PA4580,65.67032244,59.87696791,55.09876719,71.39285484,70.97001291,61.84009018
PA0007,72.6910986,66.28945537,77.45327064,4.858344027,5.341344622,6.640573364
PA3226,118.7006317,129.0414017,173.2552081,37.83797244,28.18991388,27.76061753
PA4319,21.28988394,24.44170738,22.003825,42.58218305,52.04789145,49.75071082
PA5108,734.9087364,748.3739668,704.1863646,219.0564971,292.6137645,284.3628213
PA3859,151.6730294,167.4828691,149.2070714,154.5256631,213.8713952,219.1483148
PA1094,1062.158242,946.9895514,1350.056264,675.0950298,454.5401061,519.4866175
PA5501,90.31177337,85.83700675,66.68602191,42.04407226,65.63801715,60.66010869
PA0363,186.842213,179.6545893,182.6919142,417.8591971,417.8934499,381.1285604
PA2039,3.77683828,5.542221976,4.147460097,12.94989431,17.77886614,17.83870317
PA4751,610.2232551,631.8583359,738.9653709,778.4467279,807.2941645,749.6293672
PA5112,196.846743,215.6369782,210.8345635,55.86080521,46.78621622,46.7200772
PA2715,3.624045834,4.963476673,1.326558034,2.718188546,6.454991342,0.928831427
PA5533,99.88223884,96.89876716,96.27791518,204.7702038,248.0798366,190.2896189
PA5008,103.0757526,105.8790611,107.0721841,82.74387827,86.83500257,100.6739532
PA0670,10.41145371,7.72388478,6.669326724,2.819928654,5.151228966,3.780265192
PA3227,265.0244156,301.3199961,229.635663,75.69962322,76.30394907,103.8413773
PA2214,0,0.635910277,0.339911696,0.928663056,1.654000049,1.189999447
PA2566,461.5686052,446.5029555,790.3873957,6.463705928,4.911878933,6.361087953
PA3721,22.32570292,24.24333641,28.71936154,232.9978721,307.8990652,215.3109373
PA4328,145.4569216,150.3323168,136.6311281,55.72435054,41.45303729,80.18099224
PA1227,27.49408624,32.70106804,30.72177156,34.73134199,38.66152058,38.20024373
PA2517,0,0,0,0,0,0
PA5157,10.43355871,21.43463175,28.64351423,24.12897306,26.32704537,22.7297474
PA1397,64.69465707,53.82784595,56.12409273,74.24132982,69.71492623,62.6763121
PA0321,7.913375444,4.877155339,7.386428935,4.154757758,4.580861005,3.346485401
PA4124,7.977607388,5.463047377,3.893533969,7.313221564,8.683500257,6.474678809
PA3645,226.5809336,254.6820658,273.2890033,281.3849059,219.1550065,219.1978981
PA2859,150.2370717,146.8557647,135.7092417,112.078366,107.9014825,114.8947987
PA1841,50.98406649,72.64317215,51.47204997,101.1515465,106.9221357,89.78330767
PA3003,39.65166339,37.39152427,42.82887366,80.44543721,95.51850283,86.46535982
PA3335,71.24402454,65.91932067,48.37444495,4.079087725,8.718095876,5.854228355
PA0435,3.599542482,6.257202337,5.473060934,4.776586904,7.39770813,7.238479395
PA3746,168.9928971,141.4428292,137.791147,377.1259103,339.4907328,368.7278243
PA5187,16.00569656,12.21331195,10.04362196,7.202971993,5.905361984,9.317875067
PA4907,89.749828,115.3764061,87.93408509,204.7702038,197.1906673,208.6762416
PA4260,435.9215716,436.0070074,443.6852477,3043.527938,2296.500594,2753.039399
PA2707,93.90819477,109.3900976,123.3228561,303.1615606,288.8341575,279.1434873
PA2092,7.888521878,5.284606131,7.532716473,1.543493999,2.74904782,1.318567226
PA0682,0,0.870920596,1.396593706,0,0.377543489,0.651912741
PA3126,915.4984052,455.2418079,2807.147143,503.7347014,384.1580514,358.2564735
PA2506,33.65894624,11.52478488,22.58783063,1273.502363,900.9428897,818.0969075
PA2477,10.27462457,14.57465328,12.89471465,153.7611387,101.0896374,184.334753
PA1306,132.0737223,161.1598976,132.3801549,158.2315211,179.9852781,199.6927254
PA2150,13.92915576,15.73877935,26.51311227,1.392994584,4.548500135,2.855998673
PA0668,141.4569511,127.4084502,120.8100898,91.6259895,80.05009813,81.17341211
PA0305,19.03534627,22.37149929,16.94861206,20.57991998,19.24333474,21.09707562
PA0028,261.4661924,223.9305838,158.8503747,8.659436479,4.233746394,8.877040651
PA3513,4.468937472,5.842425667,1.784536402,4.266045913,1.447250043,2.498998839
PA2146,319.3258957,252.8935681,299.8021156,5.484916173,8.683500257,11.24549477
PA4272,341.0676219,330.9473167,393.9762672,7897.520569,6616.226608,6779.769446
PA5310,56.40519639,66.14066792,63.63724152,29.74963338,27.29568194,28.71491118
PA3992,82.69389217,83.69372358,68.7742047,121.3115239,140.5218549,117.8147158
PA4904,3.878003591,5.178513659,5.96197389,8.435136236,5.180497312,4.770815965
PA2862,22.31343605,17.97669436,17.77672801,2.625259023,2.727509696,3.700440588
PA5510,9.707073878,12.15224539,11.3258577,99.19978762,84.01768915,129.4481398
PA0109,2191.89195,1947.030085,2280.637522,76.05750427,76.41480226,112.4549477
PA3164,60.85195033,60.2544141,52.97708067,139.528827,113.4318548,131.7945894
PA5131,108.4638524,113.5876246,115.6213585,210.3259845,175.0499412,198.3217102
PA3664,204.7585896,194.6132136,149.9010578,295.6811133,382.5231579,293.1584155
PA2074,11.58535685,7.761155867,8.850246955,2.644633628,1.794376437,2.711090991
PA4106,3.942403651,4.049623567,2.705795267,1.848106533,1.755509077,3.789095712
PA0072,3.753907476,5.95927418,4.497031734,11.00639845,18.23535054,18.10524659
PA3441,22.7509544,27.26465311,10.40979568,2.844030608,10.1307503,10.20424526
PA2580,49.19749531,87.54741405,68.48271676,27.54523046,23.44985856,23.97516652
PA0906,72.84129099,80.12469486,73.06101977,102.3851019,105.7343855,81.14396229
PA1901,0,0,0,0,0,0
PA1998,30.68044014,33.79852764,19.53108245,43.35525488,52.66670189,50.94050401
PA3178,127.8386962,86.80175276,108.2618751,111.3234838,110.9558366,125.7829415
PA1601,7.472276079,6.739460315,7.404992175,33.0803667,46.42020698,24.66301658
PA0783,40.92479372,44.80345363,37.25351732,396.4141125,245.5358179,322.3264893
PA2167,46.99377467,54.40160293,46.28092768,6.99351789,13.61838565,7.74279968
PA4356,152.0619346,118.6461828,140.0784814,869.835823,864.8370427,942.5283825
PA4968,69.90148309,101.6074029,63.72605356,155.3088019,169.1394833,166.3101836
PA2052,53.03725676,63.41078558,57.28702846,20.86830102,19.35812159,22.06122542
PA1829,8.029748613,13.74688392,4.6188001,25.81137023,24.51811837,29.39998634
PA2581,51.41919739,50.55401151,38.71883825,137.186854,131.1636873,131.0327068
PA2982,56.64523341,64.86284822,46.90781401,65.47074543,60.37100179,77.82596383
PA4787,325.3250246,308.5640382,301.5973379,147.7533507,137.5840819,142.9816401
PA2800,429.8478194,429.0080736,530.7135323,745.0149968,715.963834,763.2899516
PA0374,93.84768691,112.6753521,87.66535077,115.640316,138.3932853,179.9279164
PA0691,1.358265934,2.092809194,2.983105628,1.528135849,0,1.566536585
PA0949,63.79413345,58.48297451,71.56080649,98.26911791,92.24582685,123.4178924
PA0721,0,0,0,0,0,0
PA1319,0.650027269,0.66770579,0,18.52682796,16.20920048,26.98918746
PA4075,92.96088896,93.98138492,69.84637102,84.40348902,103.7040246,89.15782953
PA1527,216.3199087,205.2032705,155.9589681,102.4731372,96.37714645,99.90408599
PA5011,133.8216251,109.8901187,130.1107496,105.2610879,93.90864042,120.8785393
PA0119,11.83049629,10.59426521,7.994723083,53.92282034,49.70821481,50.14657669
PA3103,223.891102,195.1346942,200.8614572,73.68470554,71.78130034,79.91828095
PA4518,69.21417114,70.109108,72.8392464,129.0629101,136.1230392,110.1319347
PA4962,27.45366565,19.58354972,8.374360771,35.46299619,43.46601246,32.24964982
PA0696,1.679332311,0.246429202,1.844125491,0.899693338,1.281922709,1.660143341
PA1614,128.8998355,131.9942737,145.0655398,152.5267794,133.3337459,141.585506
PA2347,1.008663003,1.381460256,1.107643284,2.017440432,0.598862087,1.292585606
PA5139,34.53759343,45.6131546,38.52878594,59.21066134,40.5230012,45.52393065
PA0617,146.5244953,171.0919516,143.0248625,10.33244148,22.30623919,15.40667174
PA3293,3.01115573,3.093048882,2.755534151,1.882079079,0.893889732,3.086998565
PA4629,27.58405871,25.42817389,41.94122861,77.45194237,60.46955619,76.67912499
PA1330,12.60052859,14.0218216,7.49505289,11.8136656,11.22175418,19.37685253
PA2803,1.100852632,1.130792065,0.604439749,4.128431528,0,3.808957907
PA3062,3.156201767,4.052549595,4.332400515,1.775464195,4.216266021,2.426773439
PA0231,14.47788007,17.527277,9.652719631,14.73724952,14.27514815,12.72217591
