,,EV_1,EV_2,EV_3,PA3458_1,PA3458_2,PA3458_3
75,D3C65_00380,464.197711848586,438.622659976658,509.291175252844,386.006858653424,389.970863863918,386.42172370632
76,D3C65_00385,39.8297568668834,36.4719060812101,37.525896951075,31.2903694604282,28.8971722725839,30.874097080501
77,D3C65_00390,15.2801430889316,15.2693386703631,15.2912178844297,14.122202145857,12.5456016207803,13.5693562477264
78,D3C65_00395,663.925838101067,619.324376469926,679.054900337125,667.274051391743,706.218697978757,726.113023930301
79,D3C65_00400,138.607553896754,141.7867162248,160.63580420429,146.206328098284,153.36645576864,148.805524694168
80,D3C65_00405,37.7296424139022,36.9081729003633,37.2918476977419,35.7900907323925,30.9411186040593,27.9772682186268
81,D3C65_00410,27.8808298068184,30.1896638854035,30.2703700977487,26.0983833773926,23.4701423579767,22.1836104948785
82,D3C65_00415,216.16695317754,196.407321982784,216.651592168681,162.266871715141,155.057997560206,172.056387927631
83,D3C65_00420,55.2547354353309,44.6737222812908,48.3701790221757,41.2589827398567,39.2578657459249,45.2057767129311
84,D3C65_00425,43.6678970740558,43.9756953706456,44.3133252977352,42.366606437571,38.1301712182143,44.7483826821088
85,D3C65_00430,342.825580014229,315.159150156294,330.555562124127,293.174147488747,331.683152962877,320.404518590977
86,D3C65_00435,138.462718417238,110.811772064921,117.18065950211,102.732097962999,120.592833557051,118.846215675311
87,D3C65_00440,174.164664117917,155.31098761855,158.60737734207,133.399429093463,155.339921192134,154.522950079446
88,D3C65_00445,87.0461231890797,77.8300005369363,85.6620267199176,73.6569758979992,89.58123404501,87.2860275485769
89,D3C65_00450,151.715164792947,167.43920519101,198.239717573143,141.775833307427,175.286018151015,180.746874513254
90,D3C65_00455,323.852132197641,304.339733041293,352.010077012995,387.460614756674,469.332366251551,418.058144171525
91,D3C65_00460,280.980830260923,253.209261836535,266.035984621966,243.054175167176,320.617650409717,319.184801175451
92,D3C65_00465,816.872104469899,722.457852517749,811.136695634776,691.226413854814,912.516315641813,924.393336291741
93,D3C65_00470,615.623205682501,574.737907552466,565.931094559456,563.642009174351,642.856361703018,690.664986541578
94,D3C65_00475,154.46703890375,141.350449405647,138.713190808756,149.321519748105,180.290162617731,177.92627798985
95,D3C65_00480,50.402746871547,39.0022536322988,43.1430790310696,49.7738399160352,58.4991536249868,59.6136886838315
96,D3C65_00485,184.447983163549,149.988532424881,163.990510168731,199.510718550783,209.610220338206,210.934880547522
97,D3C65_00490,67.7105866737017,67.6213569687507,68.0303163021568,84.8024393562491,82.3217005228731,87.8958862563399
98,D3C65_00495,462.532103834153,442.287301257545,503.908042426182,336.371471699603,401.247809141024,445.196856666977
99,D3C65_00500,181.478855833472,180.178196310284,189.891960870929,141.568153864106,140.327487791987,166.338962542353
100,D3C65_00505,59.0928756425033,49.9089241111296,48.292162604398,52.612125641428,58.5696345329688,66.3983668076947
101,D3C65_00510,92.4050359311694,78.2662673560895,83.3995506043643,102.593645000785,113.333300034914,118.922448013782
102,D3C65_00515,65.8277254399945,57.2382066729038,61.8670192977183,64.1037215052136,84.2246850383847,79.9677230554211
103,D3C65_00520,116.882231969363,116.483240713912,151.975981830965,128.899707821499,164.009072873909,174.114661066332
104,D3C65_00525,11.948927060065,10.6449103873388,13.7308895288757,11.3531429015713,15.7877233879483,14.1792149554893
105,D3C65_00530,24.1875250791619,22.3368611406454,25.979467119975,25.6137980096426,32.8441031195709,32.8561378807307
106,D3C65_00535,16.873333363607,15.0948319427018,17.3976611644277,18.7603763800355,22.1310051063203,25.3091363721638
107,D3C65_00540,38.5262375512399,39.2640137237907,45.0934894755122,47.1432336339638,56.807611833421,62.5105175457057
108,D3C65_00545,84.9460087360985,80.5348548156863,88.8606998488034,69.7110664748921,87.4668068055526,94.3756350263215
109,D3C65_00550,49.6785694739673,47.2913231962102,47.1219163377325,45.6894775307138,50.8872155629404,45.8156354206941
110,D3C65_00555,156.639571096489,157.666828441977,152.83416242652,129.799652075891,127.92284798717,125.478429122234
111,D3C65_00560,18.6113591177982,16.4908857639921,19.8161701155365,13.0145784481427,11.2769452771059,12.27340649373
112,D3C65_00565,39.0331617295457,37.4316930833472,40.4905208266277,33.0902579692139,35.0994921749921,35.9054314195456
113,D3C65_00570,1.30351931564346,2.18133409576615,2.7305746222196,1.73066202767855,2.32586996340309,3.6591522465779
114,D3C65_00575,21.7253219273909,22.9476346874599,31.1285506933034,17.1681673145712,19.3117687870439,21.268822433234
115,D3C65_00580,5.28649500233179,4.3626681915323,4.60296864888446,3.4613240553571,4.01741175496898,3.58291990810752
116,D3C65_00590,2.75187411080285,3.31562782556455,2.886607457775,3.25364461203568,2.396350871385,3.20175821575566
117,D3C65_00595,8.40045781192449,8.72533638306461,12.0925447555439,4.7766271963928,9.5149225775581,9.68150698573735
118,D3C65_00600,2.53462089152894,2.61760091491938,2.26247611555338,3.32287109314282,2.04394633147544,2.5156671695223
119,D3C65_00620,51.9959371462223,56.2784196707667,68.498414808823,65.3497981651421,77.7404415040488,77.8332175782507
120,D3C65_00625,38.8883262500298,35.5993724429036,33.3910268088568,34.7516935157853,33.7603549233358,28.3584299109787
121,D3C65_00630,42.0022890596225,42.7541482770166,38.3060611288521,36.9669409112139,39.8217130097802,36.3628254503678
122,D3C65_00635,16.800915623849,18.4104597682663,15.213201466652,13.4299373347856,13.5323343325271,14.7890736632523
123,D3C65_00640,20.9287267900533,19.1084866789115,17.3976611644277,12.183860674857,12.9684870686718,12.7308005245523
124,D3C65_00645,41.5677826210746,61.0773546814522,72.3992356977082,37.1053938734282,50.2528873911032,52.2191518522054
125,D3C65_00650,13.6869528142563,16.3163790363308,16.6955134044284,11.5608223448927,12.2636779888527,15.0177706786634
126,D3C65_00655,9.41430616853607,14.4840583958872,12.7946925155433,9.76093383610703,10.431174381323,8.99541593950399
127,D3C65_00660,30.9947926164111,34.6395854407665,34.9513551644108,20.4218119266069,24.5273559777053,28.7395916033306
128,D3C65_00665,37.1503004958385,30.2769172492342,26.1354999555304,28.1059513294997,26.9237068490903,30.264238372738
129,D3C65_00670,16.9457511033649,12.6517377554437,14.3550208710973,15.8528641735355,16.3515706518036,16.9235791404228
130,D3C65_00675,14.9180543901418,14.047791576734,13.652873111098,12.9453519670356,16.4220515597855,15.3989323710153
131,D3C65_00680,130.134678345072,115.697960439437,146.982931093192,152.159805473498,172.53726273972,187.302855621706
132,D3C65_00685,18.0320171997345,15.4438453980244,18.2558417599824,16.8220349090355,14.7305097682196,16.3899527711302
133,D3C65_00690,104.426380730992,112.469585977703,101.655392364347,111.385408101392,111.71223915133,128.9088843534
134,D3C65_00695,20.5666380912634,18.8467265874195,12.6386596799878,11.699275307107,11.2769452771059,17.6859025251265
135,D3C65_00700,138.679971636512,120.671402177784,96.8183744621291,83.9717215829633,94.7263403276895,88.734441979514
136,D3C65_00705,7.09693849628104,6.6312556511291,7.09949401777095,5.2612125641428,5.00414446671574,6.09858707762983
137,D3C65_00710,45.9128470065528,45.8952693749198,34.4052402399669,16.6143554657141,19.3117687870439,20.4302667100599
138,D3C65_00715,20.0597139129576,19.4575001342341,18.4118745955379,27.4829129995354,29.8134240763487,27.4436418493342
139,D3C65_00720,34.3984263850356,37.6061998110085,44.1572924621798,30.1135192816068,29.3905386284573,37.8112398813049
140,D3C65_00730,7.02452075652307,4.71168164685489,7.56759252443717,4.7766271963928,6.06135808644442,8.00439553938915
141,D3C65_00740,3.04154506983473,2.79210764258067,1.87239402666487,2.35370035764283,3.03067904322221,2.59189950799268
142,D3C65_00745,5.57616596136367,5.75872201282264,7.33354327110406,3.53055053646425,7.18905261415501,6.63221344692244
143,D3C65_00750,1198.07908655585,1123.38705931957,1122.03212047892,758.376100528742,726.658161293511,775.435346920632
144,D3C65_00755,174.454335076949,161.854989905848,151.11780123541,115.885129373356,115.941093630245,125.249732106823
145,D3C65_00760,595.418656290027,640.439690516942,893.756082061363,467.00184154878,597.678099686613,734.422348823572
146,D3C65_00765,48.3750501583238,59.3322874048393,71.6190715199311,59.7424531954636,58.0762681770954,55.1159807140795
147,D3C65_00770,133.610729853454,133.148633205566,132.549893804317,134.43782631007,136.944404208855,140.267502785486
148,D3C65_00775,12.093762539581,15.7056054895163,18.5679074310933,17.7912056445355,16.1401279278578,18.0670642174784
149,D3C65_00780,29.4740200814937,31.2367042513713,33.078961137746,35.7208642512853,40.9494075374908,37.5063105274234
150,D3C65_00785,3.33121602886661,3.2283744617339,3.51073879999662,2.07679443321426,2.53731268734883,2.97306120034454
151,D3C65_00790,9.3418884287781,10.8194171150001,11.1563477422115,6.36883626185707,8.59867077379325,8.38555723174101
152,D3C65_00795,71.6211446206321,67.7086103325813,72.0871700265974,70.6110107292849,74.0754342889894,73.4879742854394
153,D3C65_00800,8.40045781192449,8.11456283625008,9.90808505776825,10.0378397605356,10.360693473341,6.93714280080393
154,D3C65_00805,21.0011445298112,16.9271525831453,16.0713820622068,23.6062300575354,19.0298451551162,19.5917109868858
155,D3C65_00810,8.47287555168246,9.94688347669365,8.65982237332501,9.06866902503561,8.66915168177516,8.6904865856225
156,D3C65_00815,14.338712472078,13.5242713937501,11.8584955022108,16.545128984607,13.4618534245452,13.2644268938449
157,D3C65_00820,2.31736767225503,1.91957400427421,1.09222984888784,2.07679443321426,1.62106088358397,1.90580846175932
158,D3C65_00830,5.64858370112164,5.58421528516135,6.86544476443784,5.12275960192851,7.04809079819119,6.93714280080393
159,D3C65_00835,38.236566592208,33.5925450747987,29.4121895021939,39.6667736743924,35.0994921749921,37.2013811735419
160,D3C65_00840,64.0172819460453,58.9832739495167,56.0938043821683,56.6272615456422,58.0762681770954,53.6675662831425
161,D3C65_00845,50.185493652273,46.1570294664118,46.9658835021771,45.6894775307138,48.3499028755915,46.6541911438682
162,D3C65_00850,188.430958850237,180.178196310284,163.36637882651,181.511833462927,179.091987182038,171.065367527517
163,D3C65_00855,52.2856081052542,53.9225788473393,52.8951312532825,58.9117354221779,53.2835664343254,57.7841125605426
164,D3C65_00860,14.338712472078,13.8732848490727,17.9437760888716,10.7993310527142,14.0257006884005,13.7218209246671
165,D3C65_00865,27.8808298068184,47.3785765600408,44.7814238044014,25.9599304151783,32.7031413036071,29.7306120034454
166,D3C65_00870,103.412532374381,98.9453145839526,117.18065950211,110.347010884784,118.548887225576,119.532306721545
167,D3C65_00875,25.4910443948054,21.8133409576615,25.2773193599757,28.5905366972497,28.2628441007467,25.3091363721638
168,D3C65_00880,89.2910731215767,110.899025428751,130.677499777652,56.6964880267494,67.3797480307077,63.7302349612317
169,D3C65_00885,166.488383703572,161.069709631373,162.118116142066,222.493910278355,224.270249198444,207.123263624003
170,D3C65_00890,3.25879828910864,2.53034755108874,3.74478805332973,3.04596516871425,3.38308358313177,2.97306120034454
171,D3C65_00895,74.5902719507089,73.2055722539121,66.4699879466028,84.7332128751419,80.771120547271,75.1650857317876
172,D3C65_00900,35.2674392621313,32.7200114364923,28.4759924888615,33.0210314881068,30.1658286162583,28.7395916033306
173,D3C65_00905,97.9812018925331,89.3474445625816,83.5555834399197,81.6872477064277,75.9079378965191,76.4610354857839
174,D3C65_00910,65.0311303026568,60.5538344984684,50.1645566310629,51.0891430570709,44.1915293046587,47.9501408978645
175,D3C65_00915,74.373018731435,59.41954076867,57.4980999021669,69.3649340693564,58.7810772569145,65.8647404384021
176,D3C65_00920,128.831159029428,129.222231833187,118.19487293322,188.919066941391,151.181547621201,160.087910787783
177,D3C65_00935,3.40363376862458,3.05386773407261,1.79437760888716,1.93834147099998,2.32586996340309,2.5156671695223
178,D3C65_00940,20.0597139129576,22.5113678683067,23.0928596622,13.4299373347856,13.1799297926175,17.5334378481857
179,D3C65_00945,4.41748212523616,4.88618837451618,4.05685372444054,3.04596516871425,3.17164085918603,3.27799055422603
180,D3C65_00950,22.8840057635184,23.3839015066131,27.9298775644176,17.9988850878569,16.4925324677674,21.0401254178229
181,D3C65_00955,24.5496137779518,31.2367042513713,36.3556506844095,15.2298258435713,25.4436077814702,29.4256826495639
182,D3C65_00960,26.432475011659,27.9210764258067,33.6250760621899,28.9366691027854,31.9278513158061,29.5781473265047
183,D3C65_00965,29.4740200814937,26.2632625130245,31.6746656177473,31.0826900171068,29.5315004444211,31.0265617574417
184,D3C65_00970,11.5144206215172,10.7321637511695,9.12792087999122,11.2839164204642,9.79684620948575,9.5290423087966
185,D3C65_00975,16.0767382262693,14.1350449405647,14.5110537066527,14.4683345513927,11.4179070930697,13.5693562477264
186,D3C65_00980,4.20022890596225,2.44309418725809,3.74478805332973,3.25364461203568,4.44029720286045,4.26901095434088
187,D3C65_00985,5.93825466015352,6.71850901495975,6.39734625777163,7.96104532732134,6.48424353433589,5.71742538527796
188,D3C65_00990,4.63473534451006,5.58421528516135,4.13487014221825,3.9459094231071,4.79270174277001,4.11654627740013
189,D3C65_00995,2.31736767225503,2.18133409576615,2.57454178666419,2.42292683874997,1.90298451551162,1.90580846175932
190,D3C65_01000,2.60703863128691,2.87936100641132,3.04264029333041,2.35370035764283,2.67827450331265,2.66813184646305
191,D3C65_01010,5.57616596136367,5.58421528516135,5.6951984977723,5.12275960192851,6.41376262635398,5.79365772374833
192,D3C65_01015,9.92123034684186,10.1213902043549,8.65982237332501,8.93021606282133,9.79684620948575,9.07164827797437
193,D3C65_01025,3.04154506983473,2.61760091491938,2.96462387555271,2.07679443321426,4.08789266295089,2.74436418493342
194,D3C65_01030,4.20022890596225,3.83914800854843,3.19867312888581,4.01513590421424,4.29933538689662,3.3542228926964
195,D3C65_01035,3.1139628095927,2.61760091491938,2.41850895110879,3.4613240553571,3.31260267514986,2.36320249258156
196,D3C65_01040,45.478340568005,43.888442006815,47.5900148443987,43.5434566163924,53.6359709742349,57.3267185297204
197,D3C65_01045,7.6762804143448,7.85280274475815,8.73783879110271,5.88425089410708,7.47097624608266,9.14788061644474
198,D3C65_01050,35.6295279609211,31.4984643428632,35.1073879999662,29.4904809516425,32.6326603956252,37.2776135120123
199,D3C65_01070,64.0172819460453,92.8375791158074,155.87680271985,44.8587597574281,72.9477397612788,80.4251170862433
200,D3C65_01075,109.930128952598,130.705539018308,141.989880355419,145.029477919463,129.684870686718,141.639684877953
201,D3C65_01080,2.82429185056082,1.57056054895163,1.87239402666487,2.00756795210712,2.81923631927647,1.60087910787783
202,D3C65_01085,2.96912733007676,2.70485427875003,1.40429551999865,1.86911498989284,1.33913725165633,1.82957612328895
203,D3C65_01100,6.80726753724916,7.59104265326621,6.00726416888311,5.74579793189279,5.84991536249868,5.79365772374833
204,D3C65_01105,22.9564235032764,21.6388342300002,21.7665805599791,15.9913171357498,19.8756160508991,18.0670642174784
205,D3C65_01110,11.0799141829694,8.8998431107259,9.75205222221285,5.39966552635708,7.25953352213692,5.86989006221871
206,D3C65_01125,3.40363376862458,4.10090810004036,2.96462387555271,3.66900349867853,2.9601981352403,2.82059652340379
207,D3C65_01130,4.41748212523616,2.61760091491938,3.35470596444122,2.49215331985712,2.88971722725839,4.04031393892976
208,D3C65_01135,2.17253219273909,1.57056054895163,1.56032835555406,2.49215331985712,2.46683177936692,2.13450547717044
209,D3C65_01140,1.88286123370721,2.87936100641132,2.02842686222027,1.93834147099998,2.60779359533074,2.21073781564081
210,D3C65_01145,3.98297568668834,6.28224219580652,6.08528058666082,4.15358886642852,4.93366355873383,4.57394030822237
211,D3C65_01150,5.57616596136367,5.14794846600812,6.78742834666014,6.0919303374285,6.76616716626354,5.86989006221871
212,D3C65_01155,16.728497884091,16.3163790363308,14.9791522133189,16.8912613901427,15.5762806640025,16.9998114788931
213,D3C65_01160,16.656080144333,17.3634194022986,21.3764984710906,18.7603763800355,16.6334942837312,17.380973171245
214,D3C65_01170,5.14165952281585,3.2283744617339,3.43272238221892,4.43049479085709,4.44029720286045,6.09858707762983
215,D3C65_01180,3.40363376862458,3.83914800854843,2.886607457775,3.11519164982139,3.94693084698706,2.43943483105193
216,D3C65_01190,12.6731044576447,13.2625113022582,10.766265653323,15.2298258435713,15.3648379400568,12.883265201493
217,D3C65_01195,5.93825466015352,7.94005610858879,6.70941192888244,5.33043904524994,6.06135808644442,5.26003135445572
218,D3C65_01200,31.212045835685,37.3444397195165,30.6604521866372,31.7749548281782,31.998332223788,29.8830766803861
219,D3C65_01205,9.63155938780998,10.7321637511695,12.7166760977656,9.06866902503561,11.6293498170155,10.3675980319707
220,D3C65_01210,6.59001431797525,6.02048210431458,6.47536267554933,6.92264811071421,6.5547244423178,6.40351643151132
221,D3C65_01215,7.96595137337667,9.16160320221784,8.19172386665879,8.58408365728562,8.17578532590178,7.92816320091877
222,D3C65_01220,3.8381402071724,4.01365473620972,3.51073879999662,4.36126830974995,4.44029720286045,4.04031393892976
223,D3C65_01225,20.5666380912634,21.202567410847,22.0006298133122,19.3834147099998,18.8184024311705,17.6096701866561
224,D3C65_01230,13.7593705540143,15.0075785788711,14.1209716177642,15.1605993624641,14.5190670442738,13.9505179400782
225,D3C65_01235,7.96595137337667,9.59787002137107,8.4257731199919,6.85342162960707,8.10530441791986,7.0133751392743
226,D3C65_01240,22.9564235032764,23.907421689597,21.2204656355352,20.9063972943569,23.7520659899043,21.1163577562933
227,D3C65_01245,4.05539342644631,5.75872201282264,4.83701790221757,3.73822997978567,2.9601981352403,3.73538458504827
228,D3C65_01250,7.45902719507089,5.84597537665329,8.19172386665879,6.0919303374285,6.90712898222736,6.32728409304094
229,D3C65_01255,35.4122747416472,31.2367042513713,27.2277298044183,37.1746203545353,33.4784312914081,33.0848348961418
230,D3C65_01260,2.67945637104488,3.14112109790326,2.49652536888649,3.18441813092854,2.53731268734883,2.5156671695223
231,D3C65_01265,2.10011445298112,2.44309418725809,2.41850895110879,2.56137980096426,2.18490814743927,2.43943483105193
232,D3C65_01270,18.3216881587663,20.8535539555244,21.6885641422014,22.0140209920712,24.4568750697234,25.0042070182823
233,D3C65_01280,2.10011445298112,2.09408073193551,1.79437760888716,2.42292683874997,2.60779359533074,2.66813184646305
234,D3C65_01285,7.38660945531292,6.89301574262104,7.48957610665947,6.92264811071421,8.03482350993795,6.09858707762983
235,D3C65_01290,33.8915022067298,35.9483858982262,36.3556506844095,36.2746761001425,35.2404539909559,36.4390577888382
236,D3C65_01295,3.47605150838255,3.31562782556455,3.43272238221892,3.73822997978567,3.52404539909559,2.82059652340379
237,D3C65_01300,5.64858370112164,4.71168164685489,5.38313282666149,6.02270385632136,5.9203962704806,5.48872836986684
238,D3C65_01305,43.8851502933297,41.0963343642343,37.9159790399635,49.9815193593566,44.1210483966768,41.3941597894124
239,D3C65_01310,3.69330472765646,4.3626681915323,3.74478805332973,4.56894775307138,5.07462537469765,4.80263732363349
240,D3C65_01315,24.9841202164996,26.6995293321777,24.6531880177541,22.7062858031426,23.7520659899043,24.6992776644008
241,D3C65_01320,15.2801430889316,16.9271525831453,16.0713820622068,17.029714352357,16.4925324677674,14.712841324782
242,D3C65_01325,15.7870672672374,15.9673655810082,16.9295626577615,15.1605993624641,16.4925324677674,17.6859025251265
243,D3C65_01335,5.72100144087961,5.75872201282264,6.78742834666014,9.41480143057132,6.69568625828163,7.92816320091877
244,D3C65_01340,18.3216881587663,17.3634194022986,15.0571686310966,18.4834704556069,18.6774406152066,17.4572055097154
245,D3C65_01345,31.139628095927,27.3103028789922,28.3979760710838,23.6062300575354,22.6243714621937,25.766530402986
