Gene,PA14_control1,PA14_control2,PA14_control3,PA14_FBI1,PA14_FBI2,PA14_FBI3
CIA_RS0106620,87,96,94,227,80,193
CIA_RS27145,238,165,112,257,207,248
CIA_RS27150,509,448,392,855,370,595
CIA_RS27155,245,149,121,277,123,172
CIA_RS27160,53,75,36,98,30,76
CIA_RS27165,140,140,143,316,200,315
CIA_RS08830,1413,708,758,1768,584,1215
CIA_RS27170,110,108,88,228,149,215
CIA_RS27175,1061,613,464,961,707,960
CIA_RS27180,473,307,184,400,127,254
CIA_RS27185,206,132,84,190,68,111
CIA_RS27190,124,83,64,137,127,109
ribH,352,231,216,567,215,340
CIA_RS27200,1042,571,457,779,421,542
CIA_RS27205,349,241,155,326,146,232
CIA_RS27210,326,223,138,246,107,151
CIA_RS27215,99,72,60,95,34,62
CIA_RS08835,817,643,603,1458,776,1109
CIA_RS27220,87,144,62,124,80,80
CIA_RS27225,186,178,111,179,132,117
CIA_RS27230,947,667,473,1053,474,691
CIA_RS27235,202,99,56,51,37,55
CIA_RS27240,203,290,181,365,165,228
CIA_RS27245,196,175,112,172,119,122
CIA_RS27250,709,626,335,607,418,570
CIA_RS27255,161,164,113,160,140,134
CIA_RS27260,1073,710,665,1105,576,679
CIA_RS27265,174,84,73,76,33,67
CIA_RS08840,144,136,97,181,222,205
CIA_RS27270,441,370,176,334,153,224
CIA_RS27275,528,369,199,319,152,237
CIA_RS27280,477,390,265,501,311,426
CIA_RS27285,77,72,50,91,56,86
CIA_RS27290,187,265,153,218,164,222
CIA_RS27295,282,250,178,235,163,211
CIA_RS27300,568,462,263,439,201,317
CIA_RS27305,1312,798,458,680,264,489
CIA_RS27310,46,28,41,121,80,116
CIA_RS27315,19,37,19,59,57,66
CIA_RS08845,296,389,225,430,314,362
CIA_RS27320,27820,25435,18580,26259,18589,26045
CIA_RS27325,4559,4315,2476,2587,2671,2700
CIA_RS27330,1003,1189,593,922,615,738
CIA_RS27335,419,539,285,590,335,431
CIA_RS27340,477,432,320,1004,647,994
CIA_RS27345,64,56,57,195,194,214
CIA_RS27350,324,273,264,978,726,973
CIA_RS27355,105,58,64,247,172,253
CIA_RS27360,100,108,103,433,272,403
CIA_RS27365,83,111,91,239,155,221
CIA_RS08850,1321,1674,1181,2670,2349,2982
CIA_RS27370,215,240,168,222,166,242
CIA_RS27375,173,112,76,103,78,82
CIA_RS27380,705,780,618,989,328,721
CIA_RS27385,272,272,201,427,228,325
CIA_RS27390,67,61,26,66,45,45
CIA_RS27395,91,106,72,131,83,95
CIA_RS27400,72,86,49,144,103,101
CIA_RS27405,202,206,114,321,151,200
CIA_RS27410,78,47,29,60,24,37
CIA_RS27415,206,200,118,319,190,272
CIA_RS07025,1248,1006,1111,3145,3078,4155
CIA_RS08855,631,533,442,894,694,1123
CIA_RS27420,33,31,22,59,32,54
CIA_RS27425,219,257,113,281,151,167
CIA_RS27430,83,85,47,69,35,47
CIA_RS27435,77,56,45,87,55,68
CIA_RS27440,165,185,102,204,146,149
CIA_RS27445,322,324,209,342,244,270
CIA_RS27450,172,173,144,257,155,182
CIA_RS27455,244,213,163,385,223,371
CIA_RS27460,950,774,684,1958,1615,2229
CIA_RS27465,731,505,370,859,747,883
CIA_RS08860,784,724,498,1250,833,1273
ampC,666,614,541,1290,1021,1312
CIA_RS27475,432,388,234,441,498,471
CIA_RS27480,2344,1783,1527,3115,2568,3172
CIA_RS27485,120,190,169,597,343,485
CIA_RS27490,498,314,228,450,246,373
CIA_RS27495,1444,1187,1563,5005,4551,5617
CIA_RS27500,1091,669,624,1171,587,869
CIA_RS27505,2209,2065,1896,3215,1761,2673
CIA_RS27510,244,243,134,186,108,165
CIA_RS27515,280,250,188,307,134,229
CIA_RS08865,442,269,198,440,201,272
CIA_RS27520,121,118,71,166,203,166
CIA_RS27525,52,78,51,161,102,175
CIA_RS27530,95,85,106,225,124,172
CIA_RS27535,254,240,162,385,230,360
CIA_RS27540,251,267,158,247,159,219
CIA_RS27545,134,165,90,157,122,136
CIA_RS27550,1308,1192,1067,1628,923,1086
CIA_RS27555,1245,842,797,1319,334,661
CIA_RS27560,527,554,405,565,287,360
CIA_RS27565,425,392,281,487,196,269
CIA_RS08870,456,336,159,540,265,409
CIA_RS27570,2061,1496,1209,2026,937,1321
CIA_RS27575,624,606,649,1317,401,697
CIA_RS27580,936,750,596,1208,391,742
CIA_RS27585,5577,3398,3158,5260,1347,2865
CIA_RS27590,399,295,188,183,63,122
CIA_RS27595,313,312,254,422,168,291
CIA_RS27600,301,276,163,177,113,127
CIA_RS27605,164,191,112,287,150,219
CIA_RS27610,87,52,49,124,42,80
CIA_RS27615,101,79,98,157,65,125
CIA_RS08875,280,236,237,705,415,595
CIA_RS27620,479,492,261,451,218,339
CIA_RS27625,37092,65448,30116,46865,63559,55449
CIA_RS27630,1643,1149,543,821,409,583
CIA_RS27635,803,815,383,587,270,428
CIA_RS27640,480,444,183,316,157,235
CIA_RS27645,297,351,175,323,151,257
CIA_RS27650,387,391,150,329,168,251
CIA_RS27655,8048,6535,3906,8588,8982,11070
CIA_RS27660,194,180,42,94,68,86
CIA_RS27665,373,342,100,195,146,194
fabG,817,485,383,804,482,665
CIA_RS27670,2037,2177,510,1358,446,1072
CIA_RS27675,960,1202,246,848,292,667
CIA_RS27680,1077,1549,233,768,302,637
CIA_RS27685,979,1167,197,561,218,526
CIA_RS27690,310,436,100,278,93,182
CIA_RS27695,382,512,272,387,336,360
CIA_RS27700,2536,2679,1989,2721,1542,2049
CIA_RS27705,413,238,176,190,112,134
fecE,308,205,145,147,90,104
CIA_RS27715,285,156,110,180,88,118
CIA_RS08885,203,128,155,248,184,264
CIA_RS27720,215,129,82,81,45,59
CIA_RS27725,227,138,68,81,61,73
CIA_RS27730,143,120,61,84,53,74
CIA_RS27735,195,199,118,297,167,222
CIA_RS27740,217,258,165,351,257,317
CIA_RS27745,297,160,144,301,182,225
CIA_RS27750,103,106,61,193,117,130
CIA_RS27755,74,34,32,86,49,43
CIA_RS27760,135,46,60,134,54,138
CIA_RS27765,1006,801,504,796,372,639
CIA_RS08890,357,242,186,305,127,225
CIA_RS27770,364,256,132,199,125,140
CIA_RS27775,361,416,166,243,196,186
CIA_RS27780,78,87,39,155,66,80
dkgB,92,194,120,227,109,160
CIA_RS27790,952,993,591,1479,937,1313
CIA_RS27795,46,38,39,87,65,73
CIA_RS27800,128,107,51,81,57,65
CIA_RS27805,465,362,436,668,356,638
CIA_RS27810,225,195,127,168,110,150
CIA_RS27815,101,55,55,111,56,97
CIA_RS08895,3068,2446,3172,7116,3749,5999
CIA_RS27820,378,333,202,325,196,256
CIA_RS27825,1365,1611,1372,2142,880,1380
CIA_RS27830,225,137,153,359,169,265
CIA_RS27835,63,87,52,103,87,93
CIA_RS27840,181,260,114,321,179,247
CIA_RS27845,237,240,148,291,208,218
CIA_RS27850,844,639,522,1142,496,843
CIA_RS27855,65,62,34,71,36,35
CIA_RS27860,188,109,74,204,56,129
CIA_RS27865,62,60,33,118,44,55
groEL,37177,31759,26829,41829,27632,35643
CIA_RS27870,408,271,184,266,228,208
CIA_RS27875,251,196,149,300,105,239
CIA_RS27880,694,509,318,581,270,420
CIA_RS27885,208,227,138,234,139,178
CIA_RS27890,148,94,90,185,87,94
CIA_RS27895,180,212,122,246,121,174
CIA_RS27900,457,294,248,349,198,249
CIA_RS27905,167,142,86,148,77,97
CIA_RS27910,319,354,168,281,207,253
CIA_RS27915,747,601,499,854,504,714
CIA_RS07030,1227,1171,803,1169,968,1323
CIA_RS08905,685,627,643,1206,1093,1289
CIA_RS27920,1661,1315,897,1387,947,1117
CIA_RS27925,242,276,206,341,353,257
CIA_RS27930,722,573,357,530,422,550
CIA_RS27935,225,218,204,374,322,325
CIA_RS27940,179,121,100,187,118,146
CIA_RS27945,686,521,404,940,557,1019
CIA_RS27950,2639,1637,1202,1484,534,1071
CIA_RS27955,13313,8204,5069,8049,2987,4941
CIA_RS27960,17651,15129,9788,12573,6203,9143
CIA_RS27965,6238,5224,3301,3782,2332,2458
CIA_RS08910,928,706,853,1450,1340,1591
CIA_RS27970,2247,1896,1214,1850,822,1075
CIA_RS27975,42,54,40,91,34,30
CIA_RS27980,264,273,350,757,230,301
CIA_RS27985,447,402,380,502,354,283
CIA_RS27990,1189,1201,1046,1387,899,1052
CIA_RS27995,4708,4318,4480,5970,3429,4080
CIA_RS28000,2581,2793,2337,3196,2348,2091
CIA_RS28005,2664,2358,2672,3736,1437,2316
CIA_RS0106625,202,239,193,251,165,191
CIA_RS28010,2073,1667,1592,2346,1071,1410
CIA_RS08915,2955,3132,2554,5471,4039,5471
CIA_RS28015,5571,4016,3862,4643,2344,3306
CIA_RS28020,5146,4108,3158,2877,2256,2312
CIA_RS28025,3258,1919,1445,1450,725,946
CIA_RS28030,39268,27866,27393,38480,22924,26826
CIA_RS28035,15388,11003,13175,18613,12423,14088
CIA_RS28040,7189,6127,6647,6975,7239,7114
CIA_RS28045,6684,5202,5630,6649,8048,7011
CIA_RS28050,34367,26401,34291,43063,43470,40601
CIA_RS28055,27470,20541,22655,25596,22281,23280
CIA_RS28060,1571,774,652,964,461,680
CIA_RS08920,3377,3636,4089,9557,6714,9184
CIA_RS28065,12420,9073,7229,9265,5478,7437
CIA_RS28070,11402,6856,9542,13656,9136,11215
CIA_RS28075,5659,3517,6509,10001,4806,8272
CIA_RS28080,10013,8765,8038,9780,9899,8808
CIA_RS28085,2232,1547,1890,2562,1603,2127
CIA_RS28090,5865,5687,5610,6772,3802,5105
CIA_RS28095,1078,1176,860,1602,1094,1334
CIA_RS28100,760,867,779,1231,734,1236
CIA_RS28105,42768,44412,37022,45361,33566,43192
rplQ,332,423,293,569,640,582
CIA_RS08925,798,797,661,1291,1266,1456
CIA_RS28115,6222,4832,4241,8779,3836,6166
CIA_RS28120,2619,2055,2193,3969,1917,2887
CIA_RS28125,797,718,773,1711,1109,1342
CIA_RS28130,1862,1473,1385,2684,2046,1946
CIA_RS28135,3918,1833,2039,4077,761,2387
secY,8544,7370,7915,13688,6680,10045
CIA_RS28145,2127,2003,1764,3442,1618,2280
CIA_RS28150,865,732,913,1746,511,1163
CIA_RS28155,2145,1622,1926,3759,1548,2686
CIA_RS28160,714,790,896,1929,1105,1429
CIA_RS08930,543,462,455,997,785,1061
CIA_RS28165,1988,1996,1859,3455,2159,2871
CIA_RS28170,467,628,700,1845,1304,1480
CIA_RS28175,691,1007,796,1428,860,1212
CIA_RS28180,2939,3072,3158,6184,3501,5045
rplX,1808,1989,2213,4576,2992,3751
CIA_RS28190,2673,2746,2936,5615,3128,4778
CIA_RS28195,986,1033,1248,2735,1490,2105
CIA_RS28200,417,369,552,1025,550,808
CIA_RS28205,1886,1749,2200,4021,1907,3144
CIA_RS28210,2367,2263,2651,5148,3002,3930
CIA_RS08935,637,465,460,913,717,973
CIA_RS28215,2360,2557,2382,5480,3858,4026
CIA_RS28220,12816,12050,6087,10791,4742,7430
CIA_RS28225,3228,2351,2077,3725,1648,2951
rplW,688,677,569,1324,970,1187
rplD,2091,1916,1986,4530,2262,3246
CIA_RS28240,2524,2501,2420,5281,3605,4647
rpsJ,3288,2488,3141,6846,1909,4781
tuf,2297,2812,2274,4464,2701,3618
fusA,14283,14982,12950,22721,11576,17672
CIA_RS28260,1632,1455,1497,2554,1382,1937
CIA_RS08940,2280,1183,1090,2034,1499,2041
CIA_RS28265,4448,2638,3778,8142,2680,5098
CIA_RS28270,29799,31957,23643,39942,31186,37154
rpoB,19980,19782,19188,33630,20736,28676
rplL,1703,1850,1320,3081,1833,2580
rplJ,2079,1635,2480,4965,2574,3994
CIA_RS28290,5169,4393,3690,6341,2683,5161
CIA_RS28295,3485,2512,2798,5894,3144,4343
CIA_RS28300,2322,2157,1731,4220,1882,2968
CIA_RS0106630,3631,3194,4887,17211,9136,15081
CIA_RS08945,186,189,143,334,469,398
tuf,1531,1416,1305,2826,1431,2014
CIA_RS28330,3166,2904,3793,8447,6630,6996
CIA_RS28335,2521,2044,2209,4812,2827,3964
CIA_RS28340,941,1208,1118,2572,2037,2478
CIA_RS08950,577,605,439,1311,1097,1461
CIA_RS28370,3776,2839,2357,6832,4218,5898
CIA_RS28375,3709,3017,2964,7914,3893,6148
CIA_RS28380,1197,845,570,1125,741,937
CIA_RS28385,1203,863,621,1290,831,1101
CIA_RS28390,975,838,596,1678,818,1283
CIA_RS28395,839,435,430,819,364,584
CIA_RS28400,345,302,216,493,266,403
CIA_RS28405,779,594,515,1354,562,1044
CIA_RS07035,216,215,220,593,547,683
CIA_RS08955,1261,1179,1045,3327,2751,3568
CIA_RS28410,610,654,405,950,732,804
CIA_RS28415,781,679,593,1149,638,858
CIA_RS28420,270,246,234,924,504,887
CIA_RS28425,1588,1211,831,1876,1017,1521
CIA_RS28430,216,190,181,670,512,554
CIA_RS28435,1340,940,1230,4931,2150,4051
CIA_RS28440,867,942,804,3193,1981,2922
CIA_RS28445,159,123,113,360,181,329
CIA_RS28450,1454,1561,1376,4043,2919,3484
trpC,562,514,737,2392,1726,2911
CIA_RS08960,360,246,264,691,434,801
trpD,1851,1462,1753,6855,6521,8414
CIA_RS28465,661,445,473,1465,882,1373
CIA_RS28470,177,167,199,902,335,564
CIA_RS28475,511,561,477,2197,577,1302
CIA_RS28480,881,824,792,4434,1051,2485
CIA_RS28485,1624,1153,1147,10848,2733,6107
CIA_RS28490,436,362,281,4117,1062,2369
CIA_RS28495,822,383,516,7541,1264,3600
CIA_RS28500,172,93,119,1404,313,712
CIA_RS28505,58,50,83,1006,198,519
CIA_RS08965,494,340,274,455,235,358
CIA_RS28510,396,233,398,5868,1422,3349
CIA_RS28515,35,20,45,799,200,453
CIA_RS28520,219,101,118,2189,362,1004
CIA_RS28525,150,69,110,1850,411,1035
CIA_RS0106635,160,96,191,2649,652,1348
CIA_RS28530,42,43,26,229,70,109
CIA_RS28535,76,41,71,898,153,424
CIA_RS28540,475,250,328,5370,1035,2920
CIA_RS28545,158,65,120,2082,245,903
CIA_RS28550,262,214,242,2614,421,1284
CIA_RS08970,725,385,364,738,327,567
CIA_RS28555,799,586,715,7776,2000,4751
CIA_RS28560,209,90,143,1783,481,1040
CIA_RS28565,188,111,168,2066,507,1184
CIA_RS28570,744,357,643,8744,1798,4602
CIA_RS0106650,593,422,561,6163,1735,3819
CIA_RS28575,1052,864,957,11236,2595,6706
CIA_RS28580,161,157,148,2216,404,1249
CIA_RS28585,202,199,169,2246,539,1318
CIA_RS28590,70,56,60,1188,224,614
CIA_RS28595,219,95,151,1760,411,929
CIA_RS08975,437,310,259,638,377,485
CIA_RS28600,338,142,149,822,199,507
CIA_RS28605,43,11,17,308,73,145
CIA_RS28610,146,143,122,667,126,371
CIA_RS28615,52,40,49,272,102,199
CIA_RS28620,572,559,382,753,316,515
CIA_RS28625,478,407,449,1273,448,938
CIA_RS28630,873,818,801,1789,894,1529
CIA_RS28635,140,129,132,481,147,351
CIA_RS28640,72,77,69,192,71,135
CIA_RS28645,111,115,120,338,166,246
CIA_RS08980,5299,4323,3484,5360,2609,4092
CIA_RS28650,465,402,374,765,495,744
CIA_RS28655,1830,1450,1328,2830,1526,2405
CIA_RS28660,607,564,592,2285,1572,1881
CIA_RS28665,586,780,621,2160,1649,2030
CIA_RS28670,1243,1326,1218,3955,2865,3943
CIA_RS28675,2435,2372,1879,6243,4715,5980
CIA_RS28680,514,490,295,615,433,559
CIA_RS28685,638,689,340,726,473,625
CIA_RS28690,637,538,293,567,331,495
CIA_RS28695,2227,2413,1628,3131,1707,2708
CIA_RS08985,298,307,252,454,344,480
CIA_RS28700,7329,6667,5318,13860,6575,10821
CIA_RS28705,1868,1485,1298,2409,1431,1963
CIA_RS28710,512,457,346,711,506,723
CIA_RS28715,700,795,702,2798,2775,3230
CIA_RS28720,965,916,1042,2976,2259,3150
CIA_RS28725,750,893,787,2781,2707,2879
CIA_RS28730,399,377,461,1468,1855,1630
CIA_RS28735,204193,204480,283489,774333,950686,950661
CIA_RS28740,22885,24163,29996,82494,79367,88645
CIA_RS28745,18386,21778,22196,62670,60242,67376
CIA_RS08990,999,809,556,772,481,711
CIA_RS28750,2454,3023,3259,10052,7412,10172
cca,3233,3538,3087,9596,7647,10920
CIA_RS28760,1199,1205,1054,3760,4208,4394
CIA_RS28765,751,567,495,1443,1036,1521
CIA_RS28770,1361,1332,874,2099,1779,2512
CIA_RS28775,1037,1016,757,2899,2099,3108
rpsU,130,166,221,934,440,840
CIA_RS28785,165,131,173,679,586,846
CIA_RS28790,1715,1601,1558,5340,3991,5865
CIA_RS28795,4583,4078,3839,8854,6014,8528
CIA_RS08995,2270,1850,1563,3471,1655,2369
CIA_RS28800,1823,1655,1578,4254,3174,4616
CIA_RS0106655,6273,9721,6730,12128,9160,10522
CIA_RS28810,343,326,275,792,415,583
CIA_RS28815,52,106,70,202,110,176
CIA_RS28820,906,799,1027,1542,850,1241
CIA_RS28825,64,54,48,102,45,93
CIA_RS28830,32,54,37,81,52,56
CIA_RS28835,45,38,55,108,48,61
CIA_RS28840,108,69,60,98,79,80
CIA_RS09000,15114,9045,11742,22706,13015,15160
CIA_RS28845,67,100,49,123,95,105
CIA_RS28850,513,318,208,382,249,341
CIA_RS28855,271,236,182,398,190,328
CIA_RS28860,193,165,77,224,120,147
CIA_RS28865,66,68,64,221,80,153
CIA_RS28870,198,172,124,241,75,144
CIA_RS28875,203,238,188,706,243,411
CIA_RS28880,131,220,98,306,115,196
CIA_RS28885,247,190,150,267,155,226
CIA_RS28890,305,386,208,338,182,238
CIA_RS07040,134,122,160,414,389,453
CIA_RS09005,89,66,48,141,102,137
CIA_RS28895,131,129,113,191,103,149
CIA_RS28900,349,275,230,357,179,262
CIA_RS28905,2440,2042,2106,4246,4529,4193
CIA_RS28910,1653,1912,1660,3539,4382,4144
CIA_RS28915,1921,1417,1519,2862,1922,3010
CIA_RS28920,557,361,286,482,441,513
gapA,121,108,119,321,280,414
CIA_RS28930,266,230,135,282,143,190
CIA_RS28935,453,289,177,300,165,261
CIA_RS28940,1728,1477,1089,2323,1232,1551
CIA_RS09010,48,31,42,97,44,92
CIA_RS28945,382,258,319,814,493,748
CIA_RS28950,422,403,318,679,400,530
CIA_RS28955,592,440,280,679,373,524
CIA_RS28960,513,409,313,588,484,534
CIA_RS28965,638,402,357,694,704,760
CIA_RS28970,262,198,204,439,239,285
CIA_RS28975,186,147,142,306,135,223
CIA_RS28980,141,83,73,158,44,74
CIA_RS28985,113,140,79,139,81,102
CIA_RS28990,122,97,105,184,92,127
CIA_RS09015,326,280,188,274,176,193
CIA_RS28995,570,285,340,811,701,816
CIA_RS29000,362,182,138,274,191,247
CIA_RS29005,220,143,189,210,98,143
CIA_RS29010,718,440,571,645,367,632
CIA_RS29015,253,175,118,255,117,236
CIA_RS29020,185,247,157,429,211,301
CIA_RS29025,203,148,133,308,361,399
CIA_RS29030,199,214,147,213,159,188
CIA_RS29035,127,139,145,201,125,151
CIA_RS29040,269,178,346,475,360,442
CIA_RS09020,1200,894,773,1765,751,1538
CIA_RS29045,115,146,87,369,213,337
CIA_RS29050,389,257,261,531,294,439
CIA_RS29055,594,443,463,628,497,880
CIA_RS29060,1803,1260,1139,1421,1434,1612
CIA_RS29065,410,359,365,1052,749,1275
CIA_RS29070,1699,1796,1084,3194,2183,3920
CIA_RS29075,31,62,38,105,86,75
CIA_RS29080,124,145,82,295,189,229
CIA_RS29085,452,414,211,286,209,246
CIA_RS29090,448,397,379,1319,1055,1478
CIA_RS09025,345,337,192,468,242,406
CIA_RS29095,16,28,20,45,35,40
CIA_RS29100,48,32,41,72,87,58
CIA_RS29105,72,79,83,182,145,178
CIA_RS29110,92,72,40,165,119,170
CIA_RS29115,44,33,25,82,59,103
CIA_RS29120,37,50,33,95,100,126
CIA_RS29125,58,68,75,197,125,255
CIA_RS29130,153,91,88,264,332,335
CIA_RS29135,87,94,75,184,243,308
CIA_RS29140,161,159,154,453,424,512
CIA_RS09030,29,36,35,49,34,33
CIA_RS29145,933,813,770,1832,1531,2114
CIA_RS29150,611,483,482,1065,902,1126
CIA_RS29155,7266,3110,3096,6544,6038,7498
CIA_RS29160,1042,825,1172,3418,2429,3398
CIA_RS29165,341,218,118,212,91,149
CIA_RS29170,479,401,296,762,496,579
CIA_RS29175,192,146,112,194,181,277
CIA_RS29180,466,305,374,707,756,664
CIA_RS29185,1658,1249,743,1954,1099,1387
CIA_RS0106660,154,209,177,570,194,394
CIA_RS09035,627,405,372,747,371,582
CIA_RS29190,223,214,103,187,113,171
CIA_RS29195,175,129,97,148,116,151
CIA_RS29200,51,56,47,74,79,81
CIA_RS29205,33,12,16,51,29,58
CIA_RS29210,59,46,35,77,47,70
CIA_RS29215,304,275,226,561,387,596
CIA_RS29220,250,196,247,1235,1026,1448
CIA_RS29225,113,113,42,135,145,150
CIA_RS29230,75,48,48,136,132,154
CIA_RS29235,228,167,125,339,312,393
CIA_RS09040,383,421,313,865,473,573
CIA_RS29240,460,415,218,706,572,630
CIA_RS29245,610,550,542,1455,1290,1623
CIA_RS29250,962,766,718,3208,1956,3610
CIA_RS29255,749,630,595,2223,1215,2288
CIA_RS29260,4547,3343,2732,5695,3603,5237
CIA_RS29265,369,455,241,628,522,548
CIA_RS29270,2780,1944,1529,2281,1893,2203
CIA_RS29275,1217,1019,603,1217,900,1011
CIA_RS29280,1296,956,620,1477,852,1139
CIA_RS29285,4400,3451,2476,5445,3245,5021
feoB,1348,1289,837,2247,1077,1373
CIA_RS29290,1074,979,590,1176,810,1014
CIA_RS29295,207,217,79,213,110,201
CIA_RS29300,84,59,24,81,66,64
CIA_RS29305,428,287,194,494,221,381
CIA_RS29310,300,246,134,223,111,146
CIA_RS29315,466,447,204,263,147,216
CIA_RS29320,1500,1261,820,1409,822,995
CIA_RS29325,508,391,278,456,285,363
CIA_RS29330,1031,671,502,483,381,472
CIA_RS29335,216,216,128,221,156,196
CIA_RS09050,534,396,290,1003,320,517
CIA_RS29340,58,43,23,56,38,38
CIA_RS29345,151,174,172,316,150,206
CIA_RS29350,253,231,190,478,321,417
CIA_RS29355,252,220,133,309,276,280
CIA_RS29360,246,188,124,251,192,266
CIA_RS29365,811,764,613,1999,1997,2643
CIA_RS29370,746,634,566,1160,817,1141
CIA_RS29375,1684,1825,1407,3310,3471,4451
CIA_RS29380,5167,4944,4644,8578,6376,8545
CIA_RS29385,333,281,208,658,523,728
CIA_RS07045,399,307,268,715,479,721
CIA_RS09055,3354,2971,2073,7206,2704,4025
CIA_RS29390,150,146,89,219,134,212
CIA_RS29395,281,357,331,804,1091,974
CIA_RS29400,589,427,473,1086,859,1200
CIA_RS29405,1248,1033,1144,3171,3018,3816
CIA_RS29410,409,454,445,1138,1082,1376
CIA_RS29415,764,863,1012,2783,2958,3517
CIA_RS29420,2960,2651,2688,4979,6018,6063
CIA_RS29425,3372,3226,2477,3021,1919,2352
CIA_RS29430,70315,34509,40985,54444,17051,34445
CIA_RS29435,299,270,260,506,407,223
CIA_RS09060,2478,2325,1510,2661,1045,1482
CIA_RS29440,6685,5721,4704,8375,5217,7578
CIA_RS29445,1640,1132,1197,1657,956,1412
CIA_RS29450,390,240,260,455,299,376
CIA_RS29455,238,316,202,601,446,541
CIA_RS0106665,22,23,15,123,30,56
CIA_RS29460,205,197,176,485,249,361
CIA_RS29465,333,302,228,414,253,332
CIA_RS29470,182,250,126,280,160,229
codB,1250,1290,930,1794,1022,1390
CIA_RS29480,1396,1097,780,1228,750,1023
CIA_RS09065,4274,4710,6131,9934,3143,4158
CIA_RS29485,3477,2740,2515,5431,2798,4562
CIA_RS29490,235,216,106,220,94,170
CIA_RS29495,237,154,99,279,168,202
CIA_RS29500,93,74,31,74,47,47
CIA_RS29505,4167,3711,3679,6013,3104,4892
CIA_RS29510,590,501,495,819,597,617
CIA_RS29515,997,653,642,1344,696,1228
CIA_RS29520,745,562,770,3106,2173,2907
CIA_RS29525,1263,918,1285,3979,3864,4545
CIA_RS29530,4108,4706,3959,7406,6663,7269
CIA_RS09070,602,655,716,1038,336,587
CIA_RS29535,5230,5657,5273,10307,7426,10072
CIA_RS29540,2291,1892,1645,2858,2151,2863
CIA_RS29545,1811,1546,1621,6310,2960,5580
CIA_RS29550,2214,2267,2263,3503,1700,2840
CIA_RS29555,1369,1221,1337,2151,658,1366
CIA_RS29560,433,335,241,613,332,525
CIA_RS29565,428,332,331,783,388,625
CIA_RS29570,59,68,46,98,52,43
CIA_RS29575,140,142,121,225,142,165
CIA_RS29580,153,132,81,130,124,144
CIA_RS09075,15901,10461,9325,14782,6923,11289
CIA_RS29585,161,115,65,112,82,95
CIA_RS29590,225,138,137,288,223,332
CIA_RS29595,342,398,199,340,260,300
CIA_RS29600,4894,4631,3644,5945,3879,4988
CIA_RS29605,276,242,172,293,243,247
CIA_RS29610,2786,2884,2190,3761,1823,2756
CIA_RS29615,289,161,154,258,124,188
CIA_RS29620,906,755,544,1061,587,714
CIA_RS29625,835,714,708,1339,701,931
CIA_RS29630,1304,1213,848,2006,1554,1896
CIA_RS09080,12695,10516,7827,11435,6347,8027
CIA_RS29635,322,373,225,623,304,483
CIA_RS29640,436,353,270,654,350,457
CIA_RS29645,213,109,83,162,122,157
CIA_RS29650,147,123,100,236,192,239
pyrB,768,611,503,1109,588,1040
CIA_RS29660,715,550,405,680,420,604
CIA_RS29665,1434,895,890,1470,797,1222
CIA_RS29670,765,427,508,922,703,883
CIA_RS29675,139,91,169,446,243,453
CIA_RS29680,901,805,677,1634,1461,1854
