X,PA2504_p1_htseq,PA2504_p2_htseq,PA2504_p3_htseq,PAO1161_p1_htseq,PAO1161_p2_htseq,PAO1161_p3_htseq
pelD,136,142,121,118,140,130
pelE,43,39,43,47,55,46
pelF,189,166,145,148,183,213
pelG,141,146,153,107,121,136
pepA,7977,7638,7317,7778,7447,8168
pepN,10500,10055,10091,8839,8761,11899
pepP,4420,4417,4199,4321,4579,4473
pfeA,1495,1281,1258,1302,1237,1449
pfeR,3459,3611,4000,3555,3829,4046
pfeS,1948,1873,1869,1663,1792,2022
pfpI,280,269,339,251,297,380
pgi,4840,4805,4993,3896,4448,5373
pgk,1888,2038,1939,2019,2069,1922
pgl,292,256,256,237,257,294
pgm,4365,4256,3980,3835,4157,4252
pgpA,92,153,148,103,137,157
pgsA,879,894,1033,735,893,1088
phaC1,7768,7206,7248,6279,6505,8304
phaC2,1512,1132,1253,1200,1162,1325
phaD,1374,1146,1182,1118,1099,1418
phaF,18281,19292,20395,16907,17246,20487
pheA,1565,1610,1482,1694,1837,1590
pheC,1187,945,974,842,811,1084
pheS,2543,2489,2211,2487,2626,2568
pheT,4690,4578,4676,4521,4717,4687
phhA,8388,6745,7283,8474,7292,9191
phhB,3603,3828,3792,3620,3791,4038
phhC,10447,9788,10013,8599,9504,10279
phhR,765,737,808,615,825,836
phnA,8818,10433,9764,8095,11079,10977
phnB,1845,2095,2009,1489,2321,2383
phnC,156,139,139,113,123,185
phnE,21,19,24,11,11,13
phnW,383,350,374,297,338,410
phnX,314,366,357,297,366,369
phoA,170,162,175,154,156,176
phoB,882,722,838,766,728,879
phoP,24545,22129,23326,22213,19847,26085
phoQ,8766,8795,9282,7850,8153,9459
phoR,449,442,424,408,425,412
phoU,974,841,901,869,862,1004
phr,679,606,692,538,549,676
phrD,1577,1221,1224,1342,1038,930
phrS,872,875,1032,1043,1104,2566
phuR,9220,9603,8170,10498,11189,9846
phuT,6327,7131,7108,6447,6989,7695
phzA1,49,48,25,49,47,50
phzA2,73,52,64,79,85,79
phzB1,503,442,368,651,425,417
phzB2,1315,895,1049,1402,1140,1020
phzC1,68,77,68,32,80,61
phzC2,35,45,63,29,44,78
phzD1,0,0,0,0,0,0
phzD2,0,0,0,0,0,0
phzE1,0,0,0,0,0,0
phzE2,0,0,0,0,0,0
phzF1,0,0,0,0,0,0
phzF2,0,0,0,0,0,0
phzG1,30,27,27,38,37,33
phzG2,105,55,78,103,71,71
phzH,222,171,247,187,249,228
phzM,1217,1225,1382,1129,1253,1429
phzS,1104,948,890,1108,1009,851
pilA,13001,13357,12435,10598,11113,15336
pilB,4985,4704,4561,4565,4445,4969
pilD,1008,871,847,795,774,910
pilE,849,856,828,722,883,920
pilF,1781,1971,1857,1811,1915,1800
pilG,9849,8783,8947,9175,8274,9132
pilH,4896,4284,4295,4582,4468,4747
pilI,2795,2390,2487,2437,2294,2638
pilJ,9199,8527,7955,8967,8417,9062
pilK,1184,1162,1181,1282,1146,1154
pilM,17152,15162,16549,14282,15572,18514
pilN,3161,2646,2636,2371,2452,3036
pilO,1729,1608,1717,1204,1514,1855
pilP,1119,995,963,970,1041,1100
pilQ,6899,6427,6586,5704,6042,7480
pilR,1257,1127,1062,1032,1042,1306
pilS,864,785,888,786,806,891
pilT,4094,4059,3741,3984,4054,3900
pilU,2220,2058,2030,2129,2149,2144
pilV,825,731,754,733,808,790
pilW,1838,1488,1527,1842,1490,1655
pilX,885,781,745,946,849,905
pilY1,14482,10923,10998,11680,10481,12956
pilY2,705,632,620,739,650,647
pilZ,2178,1899,1862,2095,1968,2103
pirA,1543,1549,1502,1596,1815,1687
piv,997,777,858,748,764,931
plcB,2567,1880,1651,1515,1547,2040
plcH,131,105,105,90,97,109
plcN,890,619,728,560,603,861
plcR,66,71,66,58,76,73
pldA,639,591,637,504,561,623
plpD,389,344,364,294,329,327
plsB,2984,2697,2664,2379,2476,2863
plsX,401,362,412,317,425,416
pmbA,4295,4402,4592,3751,4279,4831
pmpR,9287,9264,8544,10307,9852,8775
pmrA,374,333,312,322,284,355
pmrB,478,369,430,351,375,416
pmtA,296,331,388,289,366,364
pncB1,1949,1552,1532,1564,1439,1689
pncB2,2290,2181,2270,2064,2057,2258
pnp,7429,7455,6820,7652,7662,7360
pntAA,1305,1237,1216,1357,1287,1340
pntAB,192,142,149,164,159,146
pntB,754,656,694,694,745,710
pobA,414,312,328,271,330,352
polA,3847,3940,3954,3623,4117,4057
polB,1137,1090,1127,854,975,1179
ponA,2419,2138,2247,2137,2182,2254
popB,177,189,203,154,176,212
popD,192,196,188,167,183,242
popN,50,30,34,33,41,39
potA,44,50,41,34,45,39
potB,21,9,11,14,12,19
potC,15,19,15,15,16,16
potD,81,63,48,47,55,76
poxA,337,380,377,250,355,352
poxB,599,522,551,491,479,559
ppa,1401,1714,1380,1643,1755,1403
ppc,11483,10822,12071,8843,10285,11900
ppgL,2840,2973,3067,2165,2621,2706
ppiA,1742,1458,1444,1717,1330,1427
ppiB,16433,17608,16213,16608,15789,17365
ppiC1,622,579,562,610,507,574
ppiC2,673,714,690,702,812,765
ppiD,6632,6627,6584,6367,6461,7257
ppk,12086,12043,12160,11491,11079,12897
ppkA,122,122,131,101,119,110
pppA,11,14,7,9,10,9
pprA,434,450,471,317,489,468
pprB,2506,2183,2146,2068,2119,2386
ppsA,28521,28416,27258,28280,27688,29460
ppx,1778,1736,1774,1455,1767,1880
ppyR,46,38,37,42,40,42
pqqA,2304,1405,1523,1676,1628,1875
pqqB,363,320,312,375,287,334
pqqC,372,376,399,294,372,361
pqqD,104,90,97,119,86,120
pqqE,420,371,385,325,337,399
pqqF,535,561,634,441,518,516
pqqH,229,250,251,173,236,240
pqsA,28491,23904,24189,22069,24578,26858
pqsB,12086,11179,10286,11410,11817,12111
pqsC,11255,11142,9998,9989,12037,11739
pqsD,11531,10993,9719,10636,12022,12217
pqsE,4541,5002,4656,3730,5171,5339
pqsH,2643,2540,2655,2247,2648,2938
pqsL,2086,2022,2241,1592,1799,2442
pra,2142,1526,1482,1288,1278,1697
prc,15577,13420,13401,14620,13362,14852
prfA,310,338,321,305,360,324
prfB,3104,2705,2717,2857,2853,2934
prfC,1296,1283,1128,1140,1401,1263
priA,1642,1599,1527,1467,1506,1557
prlC,7078,6586,6621,6180,6147,7322
prmA,851,605,710,830,692,698
proA,2325,2363,2433,2324,2579,2283
proB,2427,2490,2567,2040,2552,2519
proC,2992,2973,3131,2830,2695,3181
proS,8541,8329,8090,8720,8595,8203
prpB,4290,4300,4144,4433,4182,4377
prpC,19309,18332,16749,20343,17747,18218
prpD,8612,8945,8230,8115,8806,9538
prrF1,554,409,411,395,701,500
prrF2,864,780,782,718,1344,913
prs,7436,6913,6758,8277,7497,7244
prtN,7648,7243,7456,6771,6196,7431
prtR,2812,2530,2652,2276,2344,3032
pruR,2153,2266,2539,1592,2179,2555
pscB,27,21,29,28,29,22
pscC,260,339,317,255,324,335
pscD,94,102,108,70,96,126
pscE,4,1,0,5,4,0
pscF,33,27,25,29,30,43
pscG,29,43,44,40,25,38
pscH,29,10,24,23,25,18
pscI,60,67,70,59,75,72
pscJ,94,92,112,93,101,106
pscK,37,50,38,27,37,38
pscL,45,50,49,17,45,62
pscO,1,2,3,3,4,4
pscP,27,13,20,14,19,19
pscQ,17,14,9,12,16,8
pscR,414,380,439,402,413,433
pscT,64,47,58,42,43,54
pscU,85,63,75,65,60,78
psd,1540,1318,1269,1365,1304,1462
pslA,6774,4955,5537,4648,4697,6526
pslB,2031,1916,1825,1596,1820,2139
pslC,588,449,490,433,507,584
pslD,670,593,661,631,639,674
pslE,1653,1587,1562,1481,1477,1745
pslF,544,510,528,462,536,565
pslG,636,589,588,479,576,613
pslH,494,386,413,380,405,469
pslI,312,226,294,273,242,295
pslJ,404,315,381,275,335,437
pslK,128,146,158,96,113,137
pslL,529,411,477,452,442,445
pslM,180,177,210,153,147,182
pslN,198,213,208,176,172,212
psrA,1442,1468,1562,1083,1336,1533
pssA,6267,5983,5987,5326,5250,6258
pstA,644,501,541,509,535,546
pstB,1124,863,876,1096,828,890
pstC,623,475,578,509,532,603
pstS,1436,1395,1450,1188,1339,1542
pta,5290,4672,4761,4592,4368,5052
ptpA,508,523,519,536,484,547
ptrA,70,69,77,82,84,93
ptrB,630,790,900,553,794,816
ptsN,3319,3093,2925,3536,3364,3530
ptsP,10778,10871,11771,9905,10169,11582
ptxR,679,554,683,474,537,705
ptxS,1701,1355,1410,1220,1421,1548
purA,8830,8960,8607,8149,8737,8862
purB,2413,2230,2158,2616,2345,2127
purC,4642,4771,4565,4930,4670,5009
purD,577,494,500,451,553,494
purE,784,779,767,777,848,834
purF,11037,10456,10229,10713,9743,11016
purH,969,912,892,849,956,945
purK,1466,1357,1356,1384,1342,1382
purL,7102,6986,6808,6567,7207,6756
purM,1935,1769,1793,1834,1761,1823
purN,632,548,552,713,555,595
purT,1576,1621,1724,1297,1442,1698
purU1,1579,1488,1435,1485,1531,1569
purU2,430,336,337,352,278,326
putA,5005,5233,5234,4286,5128,5467
putP,3887,3592,3239,3596,3459,3376
pvcA,50,48,53,57,34,67
pvcB,22,17,22,12,15,20
pvcC,44,42,42,41,36,62
pvcD,30,17,22,14,28,27
pvdA,23390,17473,16610,18800,22119,22387
pvdD,13299,12245,12398,10761,15287,14230
pvdE,3652,2753,2416,2814,3632,3378
pvdF,2671,2554,2512,2210,2933,3109
pvdG,2297,1839,2031,1609,2173,2329
pvdH,2539,1970,1998,1815,2587,2448
pvdJ,12697,11924,11965,10259,14934,13625
pvdL,23927,18806,19212,17570,24098,25081
pvdN,4499,3212,2965,3523,4123,4240
pvdO,3184,2505,2206,2292,3180,3226
pvdP,3029,2703,2658,2265,3484,3127
pvdQ,3270,2832,2696,2514,3397,3611
pvdR,2116,1800,1706,1553,2092,2081
pvdS,7729,6917,7261,8334,9215,10594
pvdT,723,628,563,510,712,797
pykA,5787,5303,5558,4767,5092,6231
pykF,85,87,91,68,89,96
pyoS5,335,366,299,377,351,368
pyrB,4308,3633,3554,3686,3426,4431
pyrC,2296,2071,2084,1832,1973,2333
pyrD,1588,1633,1645,1364,1615,1624
pyrE,2499,2402,2559,2153,2471,2608
pyrF,474,515,513,362,489,501
pyrG,12022,11598,10787,12095,12275,11338
pyrH,1813,1867,1777,1902,2067,1871
pyrQ,63,47,69,50,54,55
pyrR,2077,1655,1765,1667,1640,2221
pys2,2028,2224,2087,1709,2186,2436
qor,3668,3226,3252,3101,3030,3737
qscR,194,187,168,151,160,208
qteE,441,302,395,279,316,420
queA,604,474,488,470,535,454
quiP,2924,2619,2687,2450,2627,2730
radA,1153,1276,1281,1037,1289,1189
radC,691,719,850,555,671,725
rbfA,322,330,327,412,405,380
rbsA,10273,11676,11439,8927,10800,10010
rbsB,22249,26361,24829,20128,26115,22289
rbsC,3792,3865,3940,3275,3900,3409
rbsK,5233,6538,6731,4732,6381,6117
rbsR,5722,6895,6527,5558,6754,6116
rcpA,361,326,436,328,386,368
rcpC,402,319,432,345,404,369
recA,29712,23549,26108,23062,22745,26916
recB,2705,2607,2811,2269,2480,2663
recC,2634,2489,2630,2210,2234,2537
recD,849,809,995,666,822,961
recF,2639,2835,2618,2514,2968,2933
recG,2345,2069,2205,2148,1950,2384
recJ,571,522,603,484,561,619
recN,6918,6036,6312,5430,5467,6599
recO,213,235,241,203,254,214
recQ,3338,3796,3923,3219,3732,3669
recR,512,540,560,422,552,604
relA,3027,3044,3055,2385,2918,3351
rep,1690,1578,1538,1444,1572,1601
retS,1748,1633,1759,1530,1653,1666
rfaD,293,255,285,249,231,347
rfaE,2017,2282,2288,1748,2228,2188
rgsA,150,100,94,99,114,143
rhdA,1237,1146,1101,1031,1165,1167
rhl,3737,3670,3452,3341,3546,3858
rhlA,14401,10573,14095,11388,12009,15009
rhlB,6159,4135,5206,4633,4787,6171
rhlC,872,492,640,514,540,736
rhlG,864,617,723,546,583,880
rhlI,4215,3032,3395,2826,2963,3730
rhlR,8734,6332,6852,7011,6599,8421
rho,3703,3413,3510,3591,3799,3632
ribA,874,893,934,773,1034,1049
ribB,3222,2684,2807,2988,2746,2782
ribC,2464,2053,2080,2462,2010,2143
ribD,1991,1910,2075,1644,1729,1982
ribE,2061,1861,1931,1786,2007,2117
ribF,1625,1621,1759,1345,1608,1698
rimI,162,161,136,125,156,184
rimJ,492,448,513,372,478,522
rimK,716,755,759,589,661,830
rimM,2168,2437,2257,2661,2591,2329
rluA,230,216,222,199,212,221
rluC,3111,3170,3454,2423,2841,3425
rluD,2332,2572,2584,2076,2654,2345
rmd,3290,3142,3303,2556,2948,3548
rmf,189499,217864,237297,174237,204442,211831
rmlA,2524,1924,2086,2053,2050,2181
rmlB,3621,2970,3027,2946,3075,3150
rmlC,1467,1125,1129,1171,1149,1232
rmlD,1199,1008,1086,849,1062,1233
rnc,1188,1100,1121,920,1079,1185
rnd,914,925,1047,742,977,1036
rne,12866,13719,12566,13518,14869,13569
rnhA,607,702,683,450,710,725
rnhB,406,484,442,452,474,465
rnk,558,587,576,438,595,706
rnpA,2407,2193,2152,2492,2556,2148
rnpB,276,775,448,1945,994,487
rnr,12008,11964,12108,11129,11222,12550
rnt,1528,1351,1473,1320,1305,1539
rocA1,1168,1109,1090,1141,1099,1124
rocR,745,583,660,459,541,754
rocS1,784,762,849,615,707,887
rodA,359,448,418,275,432,437
roxR,2547,2496,2877,1879,2320,3049
roxS,1219,1044,1183,1011,1078,1171
rpe,771,597,642,616,620,653
rph,2071,2261,2277,1948,2202,2313
rpiA,625,612,596,654,630,644
rplA,20999,23083,21130,21474,24208,22402
rplB,9702,9201,8579,9437,9494,9117
rplC,15904,16627,15022,18158,16364,15721
rplD,9504,9591,8743,9848,9443,9580
rplE,12056,11192,10471,12051,11570,11799
rplF,8895,9163,8457,10398,9014,8785
rplI,2614,2959,2740,2767,3018,2918
rplJ,17560,17872,15016,21977,19625,16736
rplK,25661,24997,21933,32199,25980,23728
rplL,17091,19586,16737,20460,19885,18308
rplM,10667,9225,8762,10285,9375,8775
rplN,8356,7519,6920,8904,7582,7544
rplO,11018,11220,10380,12510,11579,11219
rplP,6527,6308,5668,7661,6276,6379
rplQ,8633,9064,8097,10945,9293,8648
rplR,5942,5512,4795,7650,5948,5623
rplS,2683,2870,2850,2631,2862,2909
rplT,4332,5957,5836,4140,5618,5609
rplU,7182,9712,8700,7152,10188,8107
rplV,1945,2194,1902,2787,2331,2199
rplW,3872,3487,3169,5075,3290,3421
rplX,3457,3271,3152,4782,3630,3358
rpmA,8846,10444,9167,10167,11079,9164
rpmB,9751,9104,8525,10319,9221,8288
rpmC,650,527,491,878,591,668
rpmD,4777,4298,3512,5730,4900,4813
rpmE,1280,1502,1280,1026,1741,1598
rpmF,1766,1464,1301,2108,1587,1663
rpmG,556,668,667,623,798,652
rpmH,2708,3062,2682,3129,3319,2936
rpmI,3315,3825,3452,3929,4378,4078
rpmJ,1628,1591,1515,2063,1604,1610
rpoA,17373,18246,16334,18998,18306,17743
rpoB,79440,75973,69725,80178,75914,75984
rpoC,62862,61353,55510,65562,64187,62495
rpoD,15883,16370,15812,16118,16609,16195
rpoH,23906,24601,24132,23221,23515,23009
rpoN,10249,9467,9102,9784,9575,9961
rpoS,140999,134911,127745,127955,125656,138413
rpoZ,2049,2322,2137,2354,2360,2376
rpsA,29752,30025,28653,32731,32796,30863
rpsB,14192,14030,12569,14245,13879,12302
rpsC,11786,11824,10576,11851,12232,12076
rpsD,15378,13090,11948,16472,13251,13793
rpsE,9478,9448,8849,10464,9374,9297
rpsF,3945,3794,3842,4174,3977,3927
rpsG,11816,11291,10452,12044,11682,11507
rpsH,11032,13248,12447,11901,12952,12411
rpsI,6289,6389,6510,5991,6287,5769
rpsJ,8133,9014,8443,8406,8723,8804
rpsK,5160,4464,3843,6072,4779,4739
rpsL,18218,17458,16323,21750,18146,17626
rpsM,6457,6596,6018,8010,6507,6574
rpsN,3362,3706,3295,2969,3950,3784
rpsO,3831,4817,4643,4889,5062,4732
rpsP,2347,2486,2429,2002,2797,2604
rpsQ,3799,2749,2359,4449,3026,2992
rpsR,2327,1746,1700,2674,1869,1841
rpsS,3212,3202,3025,3944,3349,3384
rpsT,2973,2933,2803,2909,2980,2898
rpsU,3096,3550,3477,3301,3487,3576
rrmA,177,178,199,194,225,192
rsaL,6373,5906,6733,5402,5534,7758
rsmA,1206,1522,1585,927,1589,1467
rsmY,135,170,179,183,327,171
rsmZ,574,953,945,525,867,910
rtcA,185,178,201,149,180,208
rtcR,655,648,688,496,647,660
rubA1,197,219,223,159,234,205
rubA2,364,460,465,282,461,510
ruvA,710,913,880,651,979,934
ruvB,2549,2467,2499,2473,2457,2475
ruvC,616,731,685,638,806,764
sahH,21032,20537,19397,19736,19699,19055
sbcB,3594,3494,3554,3219,3191,3559
sbcD,2960,2467,2492,2730,2417,2603
sbp,630,482,642,3452,3121,8366
sdaA,849,759,900,712,773,931
sdaB,438,474,441,310,426,478
sdhA,30358,30421,28632,30497,28979,29239
sdhB,16305,17290,16545,18201,16690,16662
sdhC,14404,12979,12449,13673,12615,12348
sdhD,3111,2859,2594,3316,2783,2909
sdsA1,967,949,914,794,857,938
secA,8923,9263,8618,9770,9779,8786
secB,3050,2932,2596,2918,2919,3117
secD,3303,3051,2904,3306,3393,3012
secE,3444,3763,3499,5126,4092,3673
secF,1688,1581,1680,1435,1650,1659
secG,1928,2430,2456,2421,2527,2372
secY,10592,10819,10529,10284,11276,11023
selA,2340,1957,2178,1836,1862,2156
selB,2015,1821,1954,1505,1663,1905
selD,1821,1812,1769,1586,1693,1874
senC,1643,1319,1364,1236,1270,1389
serA,4979,4713,4552,5422,4761,4759
serC,3494,3418,3191,3568,3636,3387
serS,9966,9385,8560,9899,8979,9664
sigX,24228,28775,25520,31701,28776,25384
sltB1,1777,1661,1732,1648,1679,1671
slyD,3006,3515,3587,2738,3342,3785
smpB,1127,1156,1159,952,1104,1162
snr1,2761,2391,2582,2313,2412,2661
sodB,22082,23546,21907,20055,19833,20039
sodM,8118,6904,7083,7835,7666,8747
soj,4208,3742,3639,4031,3766,3695
soxA,914,825,788,676,598,741
soxB,429,362,315,315,278,340
soxD,106,81,45,74,74,58
soxG,166,165,160,140,135,157
soxR,1910,2174,2369,1582,1934,1982
spdH,417,332,376,336,359,336
speA,4719,5529,5090,4741,5364,4495
speC,1501,1446,1448,1216,1394,1514
speD,584,531,469,529,520,506
speE,466,390,496,419,438,424
spoOJ,3455,3835,3797,3292,3810,3934
spoT,7481,7320,7059,7933,7157,7382
spuA,3455,2765,3064,2864,2760,3382
spuB,8424,7450,7891,7885,7324,8536
spuC,35625,31194,31467,32243,27955,33779
spuD,36554,32144,30444,31205,28060,33981
spuE,10564,8956,8792,9042,8799,9998
spuF,6295,5707,5501,5673,5506,6146
spuG,4616,3857,3708,3770,3714,4166
spuH,2593,2787,2628,2275,2675,2737
spuI,18627,15885,15987,17731,15088,17073
ssb,11308,11496,11018,11465,11303,11540
sspA,350,371,351,309,385,463
sspB,589,677,744,553,632,669
ssrA,2825563,3229454,3323124,2590989,2858009,3371541
ssrS,40845,57638,96173,21233,109030,67917
sss,589,497,510,494,474,573
sth,4066,4341,4066,3954,4158,4353
stk1,61,46,63,31,42,65
stp1,59,58,63,51,70,74
str,287,240,251,221,246,264
sucA,52900,53966,50213,53684,54662,50604
sucB,22375,22586,20829,23399,22429,22561
sucC,58063,56814,50000,59844,58244,56308
sucD,40595,43199,38546,39078,42462,42037
surA,4035,3999,4037,4018,4099,4157
surE,2700,2538,2276,2695,2435,2426
tadA,385,263,330,296,327,315
tadB,143,105,129,124,153,126
tadC,115,111,140,101,126,112
tadD,231,180,202,191,193,181
tadG,385,366,398,281,348,382
tadZ,227,127,195,172,198,186
tag,335,310,318,325,381,352
tal,4245,4270,4141,4368,4673,4396
tatA,1018,1047,1003,1005,1062,1145
tatB,1861,1627,1500,1739,1555,1720
tatC,1190,891,953,1075,881,1105
tauD,156,121,135,214,208,954
tesA,1568,1852,1859,1390,1773,1813
tesB,1739,1767,1538,1621,1634,1743
tgt,728,660,677,754,755,714
thiC,1421,1132,1165,1076,1185,1356
thiD,2079,1747,1855,1350,1638,1934
thiE,919,821,809,815,877,885
thiG,2149,2102,1898,2415,2275,1975
thiI,531,448,522,467,446,509
thiL,456,397,469,401,412,507
thrB,2101,1966,1989,1829,1754,2115
thrC,1886,1699,1679,1789,1581,1881
thrH,530,553,484,508,613,569
thrS,3992,4046,3853,3952,4232,3841
thyA,1206,1112,1163,1280,1234,1132
tig,10661,11610,10886,11179,12020,11381
tktA,3612,2947,2917,3150,2982,3081
tmk,1288,1123,1207,992,1045,1307
tolA,4644,5024,4820,4537,4929,4978
tolB,14697,14294,13261,14058,13562,14390
tolQ,4683,4150,4101,4777,4171,4385
tolR,2081,2049,1924,1964,2152,2131
tonB1,40455,35572,38137,21883,34365,47319
tonB2,23,21,21,22,26,52
tonB3,892,860,826,690,825,940
topA,8537,8708,8428,7992,8705,8621
toxA,142,123,124,116,110,126
toxR,277,173,184,202,229,236
tpbA,54,40,43,36,46,63
tpbB,758,667,673,562,680,664
tpiA,2547,3410,3377,2151,3387,3131
tpm,798,907,872,607,831,843
tpx,12664,12048,12515,10474,10630,14297
treA,334,282,299,241,277,314
trkA,2785,2442,2490,2382,2307,2536
trkH,695,632,719,593,649,633
trmA,440,434,447,397,358,500
trmD,1977,2462,2470,2380,2524,2298
trmU,1840,1830,1845,1890,1959,1751
trpA,973,846,955,796,889,1073
trpB,2794,2469,2397,2378,2287,2513
trpC,1256,1542,1577,1344,1419,1471
trpD,1632,1901,1942,1569,1896,1846
trpE,1548,1658,1718,1399,1815,1808
trpF,867,1206,1163,984,1244,1110
trpG,1621,1630,1608,1439,1604,1607
trpI,504,541,556,435,488,556
trpS,3412,3328,2965,3026,3107,3285
truA,470,474,467,398,424,518
truB,1334,1451,1388,1213,1599,1417
trxA,6511,9116,8856,6258,8464,9018
trxB1,11973,11771,11553,12107,11077,12058
trxB2,879,792,1033,747,886,872
tsf,7668,8779,7774,8951,9450,8097
tufA,15904,21177,18325,18647,20499,17659
tufB,32190,38224,33343,40559,40499,34127
typA,1442,1187,1246,1318,1226,1387
tyrS,190,177,190,137,194,174
tyrZ,7994,8765,8582,8201,8304,8743
ubiA,764,688,741,586,615,732
ubiB,1240,1078,1112,968,1039,1231
ubiE,2832,2566,2394,2411,2507,2663
ubiG,2309,2412,2328,2043,2457,2532
ubiH,2425,2410,2356,2346,2490,2360
ung,2074,2025,1904,1855,2017,1857
upp,942,887,908,765,828,984
uppS,1541,1598,1636,1457,1666,1565
uraA,621,511,662,528,585,617
ureA,25,24,23,19,14,31
ureB,81,55,55,84,54,74
ureC,545,437,458,471,472,523
ureD,111,80,86,75,80,88
ureE,128,136,127,87,112,141
ureF,49,42,31,42,38,36
ureG,87,51,58,75,63,94
uvrA,1725,1600,1457,1679,1724,1590
uvrB,7200,6763,6800,6132,6171,7346
uvrC,3455,3568,3914,2268,2998,4051
uvrD,2760,2715,2883,2366,2624,2938
valS,4060,4199,3892,4103,4385,4013
vanA,408,365,432,318,327,381
vanB,105,122,125,79,96,112
vfr,4378,4273,3961,3971,4279,4399
vgrG1,193,191,192,156,184,189
vqsM,842,915,824,768,845,855
vreA,118,144,143,109,144,176
vreI,37,35,47,39,38,44
vreR,125,116,177,135,122,140
waaA,594,615,620,459,583,650
waaC,803,716,747,672,785,735
waaF,886,881,871,707,897,933
waaG,1018,912,905,839,893,1078
waaL,753,675,725,641,646,696
waaP,406,373,388,296,347,410
wapR,3096,3066,3272,2657,2970,3262
wbpA,24074,26889,24547,22516,25088,27449
wbpB,8804,7984,7559,9030,7755,8636
wbpD,4321,3793,3726,3717,3661,4677
wbpE,7314,6768,6184,6711,6404,7601
wbpG,5848,5404,5042,5666,4562,5805
wbpH,3151,3248,2853,3081,2711,3070
wbpI,4566,4304,3820,4411,3853,4564
wbpJ,1914,1790,1797,1796,1620,1897
wbpK,2040,2085,2010,1673,1956,2197
wbpL,1184,1343,1290,1031,1154,1390
wbpM,8304,7167,8070,5725,6722,8546
wbpW,2912,2791,2996,2242,2375,3205
wbpX,2323,1973,2034,1634,1665,2244
wbpY,800,741,778,584,609,893
wbpZ,2987,2893,3242,2150,2669,3386
wrbA,1433,1275,1237,1322,1256,1448
wspA,3849,3854,3928,3601,3825,3849
wspC,919,878,972,762,895,895
wspD,303,338,342,240,305,316
wspE,1218,1326,1442,894,1259,1329
wspF,936,956,924,785,829,973
wspR,1258,1232,1308,1089,1234,1357
wzm,1094,921,1055,780,825,1133
wzt,2392,1982,2018,1748,1786,2226
wzx,758,799,716,609,715,851
wzy,1802,1834,1619,1434,1578,1710
wzz,14217,17762,17370,13022,15712,18258
xcpP,2660,2272,2564,2129,2165,2650
xcpQ,4211,3467,3628,3226,2988,4069
xcpR,5401,4588,4866,4670,4403,5268
xcpS,1366,1207,1392,1135,1075,1395
