,X3225B2.raw,X3225B3.raw,X3225B4.raw,WTB3.raw,WTB4.raw,WTB6.raw,X3225P4.raw,X3225P5.raw,X3225P6.raw,WTP4.raw,WTP5.raw,WTP6.raw
PA14_47610,2088,1775,2247,1986,1375,3236,117,171,295,214,165,225
PA14_48590,9,6,5,7,6,10,18,28,25,22,16,37
PA14_50050,29,18,14,37,12,18,1209,1592,2535,1846,1444,2216
PA14_51520,896,1043,734,970,763,1113,20,32,47,36,22,41
PA14_54660,79,52,38,69,33,71,59,70,124,112,78,65
PA14_55360,60,35,31,38,28,71,76,107,126,127,89,105
PA14_56300,418,433,312,440,332,470,43,63,108,94,59,70
PA14_57380,474,529,307,515,391,492,2125,2344,3325,2641,2050,3348
PA14_57840,446,528,271,475,269,585,80,74,100,123,61,81
PA14_58190,202,212,124,222,138,216,125,169,240,191,146,216
PA14_59010,3,3,1,3,2,4,16,13,10,13,8,17
PA14_59940,70,89,70,75,59,112,65,109,165,134,96,113
PA14_60690,10,2,7,9,3,6,153,193,260,223,167,225
PA14_61040,110,125,84,124,66,152,472,586,701,627,482,708
PA14_62200,970,894,664,1056,711,930,24,48,54,53,36,43
PA14_63160,80,48,42,63,32,79,8,13,11,13,8,10
PA14_63390,47,35,31,48,27,40,1031,1043,1474,1215,819,1566
PA14_64980,185,153,95,235,121,110,10,12,14,16,10,9
PA14_66020,278,232,176,293,176,239,844,1022,1604,1221,991,1369
PA14_70440,162,134,76,181,86,117,679,812,918,939,604,907
PA14_70760,140,111,83,116,63,165,691,858,1056,992,687,971
PA14_72500,1185,1123,727,1368,721,1150,177,232,381,295,260,246
PA14_72740,71,78,43,72,55,70,37,53,73,75,48,41
EBG00001225085,48,60,47,47,29,92,203,230,267,255,194,262
EBG00001225096,14,18,10,13,23,11,25,33,39,36,35,31
PA14_02520,292,411,243,356,350,264,24,40,43,48,29,30
PA14_02660,140,134,98,148,99,151,151,175,251,212,179,194
PA14_04920,657,728,467,885,469,619,9,15,14,15,9,13
PA14_04960,187,171,103,219,105,169,361,424,512,465,313,563
PA14_05460,192,174,113,207,123,182,273,369,519,462,343,375
PA14_07410,6,10,5,10,7,7,132,139,237,196,159,160
PA14_08340,415,440,338,518,368,349,642,992,1206,1071,857,1005
PA14_08420,358,436,265,412,330,386,112,158,300,199,150,243
PA14_08630,246,303,211,321,204,285,48,75,47,63,52,55
PA14_11020,4,2,2,4,3,3,137,176,191,199,126,197
PA14_12840,2690,2956,1594,3110,1902,2700,11,7,16,10,7,16
PA14_12990,192,200,169,253,132,195,112,115,155,150,101,136
PA14_13830,7,3,4,3,3,7,454,717,1017,837,632,790
PA14_15260,8,5,1,8,4,1,3208,5186,7439,6664,4164,5257
PA14_16360,81,57,43,75,35,76,29,29,36,29,32,38
PA14_18310,36,32,19,28,14,53,5,7,19,9,9,12
PA14_19560,8,6,1,7,4,3,9,13,18,16,14,9
PA14_19600,102,74,78,106,85,81,399,564,674,547,488,630
PA14_21590,26,31,16,35,24,15,10,13,11,13,5,15
PA14_22870,175,171,113,198,138,138,119,177,199,184,135,183
PA14_23840,119,118,80,133,86,120,259,277,398,364,259,326
PA14_25880,1381,1091,781,1288,742,1350,1183,1267,2093,1579,1250,1860
PA14_26770,839,814,469,829,555,816,1,6,9,6,7,5
PA14_27920,1301,1338,744,1378,839,1388,538,726,870,722,551,899
PA14_30100,482,479,392,576,346,479,342,402,609,468,366,564
PA14_30520,32,26,17,33,17,26,41,73,117,69,61,103
PA14_31390,370,295,219,343,270,329,14,23,39,31,16,33
PA14_32360,159,164,128,176,75,214,49,64,94,65,60,84
PA14_34190,7,2,3,4,1,6,18,39,51,48,33,32
PA14_34580,8,2,3,4,3,5,5,7,7,9,6,6
PA14_37150,20,13,12,23,12,10,48,46,50,64,38,43
PA14_38460,331,250,192,389,203,232,859,964,1234,1084,789,1278
PA14_44030,1822,1843,1300,1936,1255,1962,41,54,50,53,39,54
PA14_46180,9,3,3,4,4,6,766,926,1182,1053,763,1112
PA14_47150,25,9,19,23,16,14,335,373,601,443,397,512
PA14_47500,171,148,108,186,129,141,16,37,45,44,19,35
PA14_49160,1448,1395,910,1413,759,1724,50,57,96,88,57,60
PA14_49170,1752,1371,1068,1526,714,2257,182,234,289,282,200,235
PA14_49380,30,28,20,35,13,37,174,179,309,224,193,267
PA14_49480,662,1165,555,935,618,908,14,18,14,12,15,22
PA14_50010,262,259,171,281,154,304,652,890,1442,1095,864,1079
PA14_50540,88,53,37,73,36,74,67,88,147,111,69,126
PA14_54920,631,680,434,741,459,659,717,801,1136,963,693,1082
PA14_56520,179,102,66,143,70,145,827,1032,1455,1193,998,1226
PA14_56810,147,140,79,165,73,140,484,687,1097,832,620,887
PA14_57650,133,140,94,133,88,158,33,37,64,55,37,48
PA14_60710,276,233,201,270,198,289,199,362,445,386,266,371
PA14_61460,134,140,80,155,85,139,73,88,106,103,61,113
PA14_62740,89,97,69,96,91,75,79,75,138,95,86,122
PA14_63050,605,557,378,593,345,702,28,62,130,86,72,72
PA14_66420,75,68,42,75,40,84,57,47,106,76,52,84
PA14_70100,65,65,52,73,42,72,6,4,9,9,6,6
PA14_71070,393,290,217,391,217,325,27,34,46,52,23,37
PA14_71230,35,33,31,32,38,37,974,1235,1650,1584,1078,1319
PA14_72800,402,351,245,395,238,401,10,4,10,10,8,5
PA14_00240,284,207,108,219,130,292,151,168,321,279,196,188
PA14_02970,48,24,24,36,14,48,104,142,148,153,115,132
PA14_03180,199,249,141,212,156,243,2,8,8,8,5,7
PA14_03610,23,32,29,37,23,31,97,99,154,116,99,148
PA14_04420,984,1126,731,1167,853,998,3,10,6,10,6,5
PA14_05640,42,53,36,55,32,54,257,294,375,298,284,375
PA14_05650,40,50,27,56,25,39,309,451,511,527,414,375
PA14_07440,55,89,49,77,48,74,132,164,293,207,177,214
PA14_07480,1713,1884,1330,1872,1393,1964,224,274,386,358,250,305
PA14_07960,497,512,407,606,433,465,10,12,22,20,13,14
PA14_11620,53,60,36,57,41,55,96,177,205,190,142,153
PA14_12090,1170,1243,787,1286,886,1155,491,579,845,716,476,759
PA14_12890,48,54,30,64,37,41,48,69,82,79,53,69
PA14_13650,87,73,35,86,49,66,94,98,109,90,93,130
PA14_13940,1114,1378,1124,1433,1257,1033,80,94,134,99,85,128
PA14_14080,54,46,21,57,23,44,262,375,1151,629,516,655
PA14_14480,123,85,72,105,74,110,2053,2638,2142,2550,1771,2603
PA14_14650,652,692,454,705,462,744,277,278,503,395,284,414
PA14_16000,289,313,131,256,144,358,156,139,219,203,129,190
PA14_16150,913,711,726,1107,730,585,198,274,251,304,215,214
PA14_17040,543,540,345,632,366,522,17,8,10,14,14,10
PA14_17820,10,7,6,8,8,10,163,218,283,261,180,245
PA14_21080,172,99,74,170,75,124,468,644,733,691,473,739
PA14_21380,5,3,1,3,3,2,55,88,100,80,61,105
PA14_23420,6630,9069,5008,9258,5468,7277,170,354,754,490,422,419
PA14_25790,479,387,282,507,289,426,4,7,10,6,6,8
PA14_26590,6204,6333,4252,7313,4763,5390,46,53,105,68,53,91
PA14_29850,226,238,118,237,121,246,88,123,162,158,95,125
PA14_30150,305,296,199,311,219,300,330,372,522,433,340,473
PA14_30790,310,281,195,313,210,313,813,965,1244,1068,808,1239
PA14_30810,135,106,84,125,76,146,4,4,9,7,5,7
PA14_31090,9,6,8,13,9,4,263,348,506,408,292,437
PA14_32640,7,2,1,4,1,4,27,25,42,40,23,31
PA14_34230,83,62,57,92,51,65,57,80,101,105,60,76
PA14_35170,346,249,203,339,184,327,159,179,276,240,143,242
PA14_36860,70,71,50,76,32,97,43,41,62,56,42,54
PA14_37990,4,5,1,3,2,4,1066,1300,1725,1500,1138,1575
PA14_38260,1332,851,528,1279,659,877,95,101,153,130,99,132
PA14_40450,75,44,39,86,29,55,194,213,275,277,172,255
PA14_42530,4,3,2,4,1,3,521,470,736,583,454,746
PA14_43140,49,42,24,55,24,45,13,14,24,18,13,23
PA14_43190,234,227,131,247,146,221,303,439,573,501,360,494
PA14_43200,81,72,45,84,52,76,9,16,27,18,18,19
PA14_45510,801,766,703,937,612,806,190,231,353,308,213,278
PA14_46980,103,87,52,104,43,103,111,155,267,246,174,133
PA14_49420,126,104,77,129,70,129,2,5,11,7,5,5
PA14_50420,64,38,28,59,26,55,209,232,337,325,169,309
PA14_51250,579,663,374,695,426,598,98,14,124,78,59,99
PA14_51980,335,316,179,401,211,272,47,60,107,94,59,69
PA14_54700,92,91,76,104,70,93,56,79,104,98,67,83
PA14_56670,102,78,37,92,40,92,22,24,29,24,18,33
PA14_57040,167,194,134,204,152,171,552,795,1151,823,683,1042
PA14_57510,272,257,168,303,167,273,730,929,1322,1109,786,1145
PA14_58720,1196,1529,1145,1621,1217,1163,95,121,206,156,105,175
PA14_59360,127,98,61,128,77,101,90,128,172,159,111,133
PA14_60280,411,540,296,534,334,427,45,63,73,71,56,56
PA14_60670,30,22,16,25,23,21,281,404,493,438,298,478
PA14_61680,42,31,22,40,20,37,176,228,282,264,198,246
PA14_63640,36,27,23,40,28,25,169,302,359,272,234,339
PA14_64620,68,36,40,63,25,60,67,98,114,99,74,110
PA14_64790,55,21,15,46,14,32,20,26,31,30,21,26
PA14_66890,217,175,111,219,136,181,182,245,277,272,205,240
PA14_68430,45,18,22,34,9,43,445,513,698,602,454,650
PA14_68640,163,159,103,180,101,172,40,37,53,41,33,57
PA14_68890,87,92,42,110,44,83,30,30,65,42,32,52
PA14_69890,38,19,9,30,14,23,104,118,160,128,114,153
PA14_69980,2246,2659,1712,2835,1890,2306,736,764,1212,1055,673,1067
PA14_70510,8,2,0,5,2,2,14,27,41,33,17,36
PA14_71410,50,67,47,58,56,62,657,636,884,834,547,862
PA14_71490,3,4,2,2,4,2,43,45,87,64,42,71
EBG00001225092,6,22,29,20,40,4,185,293,362,304,260,291
PA14_00090,304,232,184,304,189,255,3,6,4,7,1,4
PA14_00600,48,38,20,36,34,44,388,372,677,534,411,536
PA14_02450,265,271,167,315,171,262,3,5,5,6,4,2
PA14_04870,162,190,116,176,114,196,17,28,30,30,24,21
PA14_05310,343,372,227,382,235,383,3,2,12,7,6,3
PA14_08360,239,260,177,272,198,248,17,25,37,32,30,21
PA14_09090,323,335,188,343,178,359,510,681,1119,856,625,874
PA14_10610,13,20,8,21,11,13,198,243,294,250,208,301
PA14_10660,80,60,49,65,45,85,1284,1378,2338,1773,1397,1980
PA14_12410,381,299,157,404,166,300,12,14,25,20,13,21
PA14_12750,109,91,71,113,90,86,2,4,8,6,2,5
PA14_14250,233,261,150,258,177,249,71,111,201,152,99,138
PA14_14680,617,740,489,625,516,779,424,629,670,629,488,658
PA14_14910,712,823,524,879,563,699,3,3,7,4,4,4
PA14_16460,75,70,38,78,58,53,1279,1612,2104,1918,1313,1864
PA14_16550,354,420,250,461,244,382,1,6,12,7,7,4
PA14_17600,254,305,159,300,197,249,4,3,4,2,4,4
PA14_17900,387,275,200,385,234,278,103,116,175,149,109,142
PA14_18610,123,111,69,97,65,162,139,183,222,221,135,197
PA14_20620,81,55,31,70,37,72,150,171,192,177,142,211
PA14_21130,191,142,131,212,92,178,72,74,127,112,71,100
PA14_21710,532,534,379,633,372,529,97,144,189,156,100,181
PA14_25140,1193,1278,1055,1287,1085,1292,325,398,634,529,380,490
PA14_25280,613,655,463,712,432,691,16,19,42,34,17,26
PA14_26210,20,12,7,16,10,17,138,175,241,217,158,197
PA14_28450,829,640,373,667,430,859,89,124,140,135,98,132
PA14_28670,2740,2603,1351,2998,1321,2790,818,938,1524,1202,894,1281
PA14_29000,216,167,127,215,138,177,47,85,163,120,84,94
PA14_32270,578,496,375,490,325,692,2,6,10,4,6,7
PA14_32310,544,642,443,674,489,532,135,160,200,175,123,205
PA14_33450,341,216,175,304,190,284,241,266,361,342,225,328
PA14_34140,29,41,18,36,27,32,513,525,782,675,466,735
PA14_37520,2,2,2,3,0,2,155,231,285,252,171,270
PA14_37550,5,4,1,2,4,6,7192,7639,10953,8928,6647,10731
PA14_38490,232,224,150,296,190,159,6,7,9,10,8,6
PA14_40100,77,62,53,62,59,77,47,59,78,79,39,73
PA14_41000,138,175,132,156,128,189,294,327,405,349,272,437
PA14_44200,1,3,4,4,1,2,1419,1751,2166,1788,1375,2332
PA14_44360,155,182,177,205,178,146,808,938,1347,1108,819,1259
PA14_44490,2164,1800,1575,2089,1639,2037,957,932,1564,1424,870,1227
PA14_45440,166,161,93,206,114,127,34,43,48,53,36,37
PA14_47550,1599,1589,1014,1815,1276,1366,22,29,28,32,13,38
PA14_50200,284,254,184,295,183,273,855,1070,1534,1345,1006,1211
PA14_50270,2899,2924,1866,3371,2230,2407,63,64,85,82,75,63
PA14_50890,90,70,53,101,44,83,113,131,216,134,136,205
PA14_51120,18,10,10,18,9,11,3,1,6,7,1,1
PA14_52940,93,84,56,86,52,111,415,531,716,627,448,635
PA14_53070,4273,4255,2472,4959,3092,3410,29,51,36,47,36,38
PA14_54680,114,109,72,125,67,114,145,285,479,335,274,315
PA14_57200,279,338,222,350,241,281,611,754,980,894,595,925
PA14_58740,71,85,52,74,56,92,76,87,154,118,86,118
PA14_59340,107,123,89,141,86,113,107,124,169,155,100,152
PA14_63370,48,48,46,64,48,40,82,83,136,111,71,124
PA14_64690,80,57,36,92,49,37,352,345,546,478,309,482
PA14_64880,33,33,20,46,18,29,756,919,1525,1073,865,1328
PA14_66640,268,313,237,348,231,290,23,31,63,48,37,33
PA14_67550,56,43,34,67,24,46,3,3,4,3,3,3
PA14_67790,435,421,324,454,331,468,54,57,113,81,60,91
PA14_69700,340,225,168,302,172,305,1,3,2,2,2,1
PA14_71060,168,179,108,190,124,170,6,2,5,0,3,9
PA14_71200,1,2,4,1,2,3,140,204,318,240,150,293
PA14_72030,69,44,26,59,37,47,88,124,221,169,128,144
PA14_72250,727,593,357,703,350,694,99,161,192,160,118,182
PA14_00020,1090,1069,768,1234,883,932,14,19,31,22,18,24
PA14_01930,163,109,89,158,116,101,110,40,130,87,67,128
PA14_03580,138,113,66,139,54,137,3,3,1,4,1,1
PA14_05190,437,490,263,472,304,465,3,7,15,12,7,8
PA14_06290,3050,2980,2245,3383,2360,3003,123,128,259,208,124,194
PA14_06340,368,264,184,367,211,287,3293,4372,5346,5168,3643,4480
PA14_07130,499,554,347,572,360,552,10,18,28,16,19,24
PA14_08780,3401,3997,2514,3715,2578,4048,36,53,70,61,43,61
PA14_09030,206,231,117,235,123,231,497,652,1314,890,747,903
PA14_10250,29,20,12,29,15,22,761,1059,1395,1252,876,1153
PA14_11470,108,106,65,110,74,113,542,615,822,791,559,671
PA14_12230,2511,2373,1928,2546,2038,2516,126,144,198,164,121,198
PA14_12810,282,314,213,339,216,287,3,4,3,2,1,6
PA14_13000,44,31,35,47,23,48,3937,4827,6758,5406,4379,6075
PA14_13110,829,856,515,914,518,863,78,73,117,108,66,103
PA14_15435,105,129,79,121,86,118,13,23,29,26,16,23
PA14_16610,60,47,39,63,42,51,574,716,979,838,670,828
PA14_16670,479,452,344,491,325,512,248,272,404,345,258,339
PA14_17400,500,521,387,563,414,490,63,73,93,90,59,88
PA14_17650,29,19,10,17,18,28,73,73,117,83,83,101
PA14_18360,144,75,79,101,39,180,2,3,2,2,2,2
PA14_19290,288,336,205,339,227,313,2,2,3,1,2,3
PA14_20000,29,16,15,24,16,25,846,1141,1379,1309,920,1209
PA14_20320,24,18,12,21,10,24,2,5,3,2,2,5
PA14_21490,4882,5657,4524,5787,4311,5591,2,6,2,3,4,2
PA14_23310,462,498,349,551,312,525,9,23,23,21,13,24
PA14_23970,939,1057,591,1114,600,1028,46,43,72,66,48,53
PA14_24720,141,118,71,129,104,110,1,3,5,5,1,2
PA14_24780,49,42,33,58,32,38,19,40,34,37,28,32
PA14_25180,832,952,609,1010,752,769,241,287,352,321,240,346
PA14_25305,263,356,196,351,204,309,54,66,110,105,73,55
PA14_26500,31,11,15,28,13,17,207,240,343,323,208,283
PA14_26540,236,196,111,195,132,238,43,56,68,56,44,69
PA14_30830,1541,1719,1160,1922,1271,1484,183,228,288,270,182,260
PA14_33280,1785,1867,1088,2093,1197,1656,1463,1769,2295,2061,1547,2075
PA14_36270,867,772,559,921,556,815,64,66,87,79,57,84
PA14_38680,891,708,486,929,509,771,13,16,32,20,20,21
PA14_41930,3741,3470,2254,4000,2728,3282,145,170,307,241,164,236
PA14_45680,359,380,262,428,261,372,2,3,2,1,2,3
PA14_49090,30,25,25,41,17,24,43,65,88,78,49,76
PA14_49230,366,378,149,406,147,399,836,1053,1811,1307,1081,1390
PA14_51280,133,118,85,142,79,136,55,70,86,82,64,68
PA14_52160,510,560,393,589,417,517,2636,3180,4298,3992,2630,3705
PA14_52400,646,838,499,730,557,811,210,305,488,361,310,352
PA14_54320,277,338,234,367,231,286,627,878,2229,1298,1150,1409
PA14_56240,504,456,299,536,292,485,100,125,208,160,134,153
PA14_56360,110,122,58,126,75,100,50,53,59,66,41,57
PA14_57500,435,465,316,509,305,475,168,234,278,277,183,241
PA14_59170,1447,1678,987,1662,1020,1607,1541,1947,2601,2135,1579,2506
PA14_60410,204,195,163,215,162,219,33,31,45,38,30,42
PA14_60870,194,171,118,206,117,190,61,67,84,87,62,66
PA14_62720,6932,9801,5096,8413,5806,8574,156,159,239,195,146,223
PA14_67630,220,189,137,241,139,199,115,137,193,166,106,181
PA14_67640,127,126,87,127,104,122,56,62,85,86,55,65
PA14_67930,854,795,522,839,556,904,435,498,643,657,427,538
PA14_68400,12785,16343,9591,14437,11661,14266,12,19,27,16,18,24
PA14_70420,383,381,253,447,292,320,1847,2290,3466,2698,1981,3097
PA14_01160,3114,3298,2447,3510,2517,3321,7302,13343,15346,13503,10241,13015
PA14_02435,27,23,9,15,27,22,251,295,354,338,254,334
PA14_04650,675,467,329,602,380,574,14948,18490,26939,21971,15822,24248
PA14_04900,780,754,571,897,579,748,164,226,325,284,200,246
PA14_07240,49,44,23,43,29,52,978,959,1381,1288,866,1255
PA14_08190,62,37,16,77,18,23,4593,4738,7147,5298,4130,7509
PA14_08950,747,970,594,892,554,998,259,279,412,299,236,434
PA14_11900,402,312,259,408,277,330,9,8,11,12,9,9
PA14_12080,494,474,342,512,373,500,263,328,490,408,290,406
PA14_12670,198,197,95,219,125,167,17,16,19,21,12,19
PA14_12690,102,110,65,126,60,108,588,923,1356,1094,831,1005
PA14_13780,62,49,32,66,27,55,843,861,1446,1173,838,1209
PA14_15230,183,139,107,222,104,121,3829,3892,6132,5379,3449,5403
PA14_15740,1252,1226,781,1400,876,1128,82,103,149,121,78,141
PA14_15850,334,336,219,408,175,346,53,58,86,73,51,76
PA14_16030,228,247,140,257,174,211,136,70,169,123,81,177
PA14_16730,112,125,108,151,89,126,68,87,88,93,68,86
PA14_17570,666,671,462,753,485,640,80,102,143,114,80,137
PA14_19490,854,834,540,958,549,820,7234,8630,15427,11221,8606,12184
PA14_19620,257,240,154,270,146,264,787,1182,1810,1495,1088,1281
PA14_20580,215,228,156,236,178,210,68,93,124,106,100,84
PA14_23990,1485,1415,750,1529,857,1430,108,108,250,181,121,173
PA14_24180,348,364,231,417,258,322,108,156,210,197,124,167
PA14_25560,8063,8267,6150,8769,6555,8164,84,96,133,112,84,127
PA14_27230,168,146,112,174,107,163,331,334,514,426,329,450
PA14_28020,16,4,9,11,3,15,427,585,757,720,515,583
PA14_28680,4934,5920,3771,6419,4035,5000,22,28,48,35,32,35
PA14_30540,11,9,11,14,7,13,24,78,86,76,55,64
PA14_33050,56,52,60,72,57,50,1429,1932,3393,2934,1552,2406
PA14_34370,26,20,15,27,9,30,93,151,146,140,105,157
PA14_35570,636,365,279,575,333,447,547,682,1051,883,550,910
PA14_36230,7,4,1,5,0,9,27,30,46,36,31,37
PA14_38850,10,11,78,12,20,76,107,153,183,167,128,157
PA14_41170,59,76,50,84,34,79,125,126,212,177,115,185
PA14_41440,1514,1537,1007,1736,1111,1390,21,40,44,32,29,45
PA14_41630,375,419,295,398,326,426,396,745,1026,877,608,726
PA14_42720,123,118,90,146,98,100,49,52,99,82,56,65
PA14_42770,47,28,23,38,30,33,644,660,840,773,559,859
PA14_42910,63,56,45,73,47,50,301,368,441,432,314,396
PA14_44280,461,456,319,545,293,454,4052,5140,6478,5613,4509,5968
PA14_44450,62,62,47,82,51,49,179,210,323,277,174,276
PA14_45030,52,35,30,52,33,36,81,83,168,128,87,123
PA14_48620,16,9,2,10,5,12,348,447,650,576,410,499
PA14_49340,64,61,38,76,37,56,193,239,336,267,228,289
PA14_50280,1096,1045,791,1374,901,782,71,81,92,106,53,89
PA14_50470,29,32,23,30,27,33,87,119,131,151,77,115
PA14_50730,798,734,521,887,457,826,487,555,1319,914,684,833
PA14_51800,196,114,124,166,110,184,266,277,388,326,246,386
PA14_51810,933,982,664,944,669,1113,2633,3299,4478,3771,2879,4042
PA14_52770,53,57,30,53,31,61,256,509,1210,647,690,706
PA14_53000,566,619,436,678,485,550,1426,1916,2456,2262,1664,2031
PA14_53430,5092,5866,4138,5977,5025,4757,107,137,179,180,124,132
PA14_53450,589,670,512,655,524,668,242,315,492,394,281,397
PA14_54970,109,100,60,93,55,138,20,23,18,23,21,20
PA14_55720,31,32,15,35,13,36,715,979,1578,1218,1019,1106
PA14_56140,30,27,22,25,13,47,21,28,47,25,24,48
PA14_56340,198,168,119,207,132,167,141,180,222,219,151,189
PA14_56840,175,143,74,169,88,159,371,348,646,530,352,521
PA14_60260,228,244,169,266,187,215,130,191,210,194,159,193
PA14_60290,276,393,199,348,248,310,814,1016,1412,1272,902,1146
PA14_61060,646,572,423,649,418,648,62,75,83,109,57,58
PA14_64335,4,2,6,10,1,3,78,90,129,101,82,123
PA14_67260,112,86,57,115,75,81,16,10,20,20,10,16
PA14_68740,329,320,172,354,186,329,659,936,1507,1134,861,1179
PA14_70850,238,189,134,230,137,227,73,64,130,103,71,98
PA14_70930,1736,1661,1143,1885,1242,1620,33,37,42,40,27,49
PA14_72980,307,295,208,331,227,287,76,103,156,137,96,112
PA14_73190,110,111,60,96,87,115,45,78,93,94,72,57
PA14_00750,220,173,123,234,106,200,10,8,13,8,13,12
PA14_01130,43,38,19,48,22,37,24,28,35,32,19,37
PA14_01750,805,679,474,835,450,764,775,1086,1215,1255,852,1052
PA14_03200,158,159,112,167,115,166,30,34,64,45,38,47
PA14_06280,59,67,52,69,53,67,129,188,273,215,161,231
PA14_06880,40,42,31,53,22,42,25,50,62,58,34,47
PA14_09700,173,131,65,163,66,157,243,364,500,434,313,385
PA14_12620,215,174,84,200,80,222,23,19,27,30,14,28
PA14_12970,20,8,5,13,8,15,17,8,19,19,11,14
PA14_13230,266,163,147,245,151,206,54,8,65,28,38,66
PA14_13350,77,79,70,76,74,85,80,115,170,132,104,140
PA14_14490,125,111,67,113,98,110,50,49,82,78,42,64
PA14_16320,133,109,81,120,71,151,284,376,524,436,324,451
PA14_16510,964,1069,699,1081,795,1004,142,179,240,215,147,215
PA14_17230,61,67,53,67,44,77,96,84,157,123,98,126
PA14_21060,268,187,127,270,149,197,142,172,256,216,158,208
PA14_21720,226,139,119,206,111,195,948,1053,1572,1400,889,1379
PA14_21880,7975,8743,5145,8977,5643,8293,238,322,470,365,292,401
PA14_22080,3883,4655,3112,4675,3996,3485,4977,9954,14481,11927,8255,9885
PA14_22800,648,672,370,671,380,718,21,31,43,52,22,22
PA14_23260,3329,3763,2617,3917,2910,3340,199,209,373,307,230,266
PA14_24730,734,673,400,755,458,678,34,50,50,58,28,50
PA14_26560,505,517,348,588,372,485,23,22,28,35,22,19
PA14_27890,7,4,4,10,3,4,35,48,59,65,39,43
PA14_29090,111,104,70,125,52,125,14,11,19,14,20,10
PA14_30010,2044,1989,1677,2213,1721,2081,1596,2086,3387,2593,2059,2605
PA14_30390,80,63,55,71,39,100,24,31,37,39,20,34
PA14_32470,39,25,29,39,28,29,970,1259,1036,1267,893,1178
PA14_32770,580,440,287,603,303,462,8,21,19,19,16,13
PA14_33540,131,175,81,153,91,160,965,1329,1765,1514,1109,1544
PA14_34260,43,41,25,47,19,47,624,733,1025,877,589,978
PA14_35190,194,139,121,179,112,183,36,41,67,52,40,57
PA14_38210,271,212,99,274,162,180,11033,14882,16796,15997,11537,16197
PA14_42300,10,5,10,11,7,7,185,232,291,292,212,220
PA14_43830,80,57,38,70,42,74,825,1189,1618,1349,1071,1309
PA14_44710,311,405,229,397,238,363,242,154,642,395,148,528
PA14_45620,431,504,370,563,358,443,647,636,952,844,536,907
PA14_46450,1153,1216,821,1222,893,1222,2610,3408,4260,3950,2819,3775
PA14_46460,925,1350,777,1280,895,1042,66,74,115,79,70,114
PA14_46560,22,12,18,20,12,24,397,459,655,521,395,629
PA14_47310,299,249,186,298,193,285,128,146,229,193,133,191
PA14_48390,29,33,25,38,27,28,92,107,149,147,78,133
PA14_50690,43,47,30,50,33,45,38,45,46,44,46,41
PA14_50710,293,270,163,327,162,271,569,706,972,853,616,839
