old_locus_tag,X0.mM.SA.counts,X2.mM.SA.counts
PA14_43250,175,222
PA14_43270,2934,2533
PA14_43280,3444,3055
PA14_43290,215,176
PA14_43300,2279,1794
PA14_43310,846,1828
PA14_43320,653,631
PA14_43340,490,462
PA14_43350,901,870
PA14_43370,24,21
PA14_43380,121,99
PA14_43400,59,84
PA14_43405,9,9
PA14_43420,744,691
PA14_43430,1027,942
PA14_43440,239,254
PA14_43460,336,337
PA14_43480,327,341
PA14_43490,804,751
PA14_43510,698,675
PA14_43520,2573,2342
PA14_43530,3308,2807
PA14_43540,559,559
PA14_43550,885,885
PA14_43570,147,106
PA14_43580,803,703
PA14_43600,1102,982
PA14_43610,1355,1213
PA14_43620,1882,1755
PA14_43630,1263,1138
PA14_43640,3215,2792
PA14_43650,2029,2202
PA14_43660,803,898
PA14_43670,3261,3095
PA14_43680,15753,11029
PA14_43690,38477,27869
PA14_43710,1639,1416
PA14_43720,804,735
PA14_43730,60,72
PA14_43740,170,204
PA14_43760,775,845
PA14_43770,456,464
PA14_43780,2124,2602
PA14_43790,3984,4727
PA14_43810,1091,1330
PA14_43820,554,443
PA14_43830,90,86
PA14_43840,9530,10256
PA14_43850,130013,148779
PA14_43870,1230,988
PA14_43880,586,527
PA14_43890,786,538
PA14_43900,12168,15424
PA14_43910,635,439
PA14_43920,3673,3264
PA14_43940,82704,66277
PA14_43950,101405,81838
PA14_43970,56091,49834
PA14_44000,36296,33641
PA14_44010,70926,64583
PA14_44020,24626,21962
PA14_44030,44204,38573
PA14_44050,11959,9914
PA14_44060,18278,15211
PA14_44070,30745,26876
PA14_44080,7969,7621
PA14_44090,309,270
PA14_44100,519,494
PA14_44110,155,125
PA14_44120,1412,1249
PA14_44130,365,331
PA14_44140,2739,2146
PA14_44150,870,1081
PA14_44160,2498,2317
PA14_44170,1137,1196
PA14_44180,869,801
,24,17
PA14_44190,39,46
PA14_44200,18,17
PA14_44210,169,118
PA14_44230,43,33
PA14_44240,100,73
PA14_44260,135,124
PA14_44270,982,872
PA14_44280,2204,2044
PA14_44290,5456,4493
PA14_44300,15489,14463
PA14_44311,1494,2300
PA14_44320,282,300
PA14_44340,84810,66991
PA14_44350,43316,35471
,8092,6643
PA14_44360,65400,50769
PA14_44370,21710,16882
PA14_44380,14936,11467
PA14_44390,3938,2978
PA14_44400,20261,14786
,16,9
PA14_44420,10633,8607
PA14_44430,4510,3486
PA14_44440,5463,4205
PA14_44450,787,635
PA14_44460,748,625
PA14_44470,33495,29400
PA14_44480,1884,2054
PA14_44490,11172,10284
PA14_44500,2871,2467
PA14_44510,357,335
PA14_44520,46,61
PA14_44530,52,38
PA14_44540,480,447
PA14_44560,321,330
PA14_44570,203,210
PA14_44580,391,328
PA14_44590,736,661
PA14_44610,2801,2345
PA14_44620,5301,4862
PA14_44630,9780,8498
PA14_44640,219,219
,140,149
,6436,7501
,278,230
PA14_44650,2359,2050
PA14_44660,12299,11170
PA14_44670,9861,8715
PA14_44680,10441,9125
PA14_44690,2408,2214
PA14_44700,124,126
PA14_44710,750,908
PA14_44740,1119,1341
PA14_44760,493,582
PA14_44770,707,788
PA14_44780,4952,4691
,65,67
PA14_44800,348,336
PA14_44820,1175,955
PA14_44830,1968,2135
PA14_44840,1496,1395
PA14_44850,2020,1950
PA14_44860,940,975
PA14_44880,2365,2289
PA14_44890,4,10
PA14_44900,408,673
PA14_44910,2775,3608
PA14_44920,3266,3877
PA14_44930,458,578
PA14_44950,721,719
PA14_44960,331,296
PA14_44970,5533,5909
PA14_44980,2291,1788
PA14_44990,48,45
PA14_45000,239,208
PA14_45010,137,129
PA14_45020,270,268
PA14_45030,92,85
PA14_45050,172,172
PA14_45060,56,61
PA14_45070,517,425
PA14_45090,468,443
PA14_45100,769,865
PA14_45110,7960,7758
PA14_45120,112,91
PA14_45130,83,51
PA14_45150,368,355
PA14_45170,474,538
PA14_45180,402,400
PA14_45190,455,433
PA14_45210,171,145
PA14_45240,35,46
PA14_45250,377,317
PA14_45260,1993,1638
PA14_45280,6985,5561
PA14_45290,2883,2208
PA14_45300,3271,2613
PA14_45310,11624,9136
PA14_45330,4537,3811
PA14_45340,1259,1086
PA14_45350,4146,3062
PA14_45370,1619,1279
PA14_45380,1696,1384
PA14_45400,3580,3300
PA14_45410,443,469
,346,337
PA14_45430,201,240
PA14_45440,389,297
PA14_45450,284,224
PA14_45460,1000,994
PA14_45470,106,113
PA14_45480,2900,2554
PA14_45500,6780,6231
PA14_45510,5159,4634
PA14_45520,4052,3727
PA14_45540,3913,3460
PA14_45560,4200,3647
PA14_45580,7399,6588
PA14_45590,18916,16905
PA14_45610,11827,10197
PA14_45620,5052,4697
PA14_45630,8495,8012
PA14_45640,8163,7713
PA14_45660,8182,8318
PA14_45680,5381,5557
PA14_45700,1136,2093
PA14_45710,1001,1233
PA14_45720,888,773
PA14_45740,831,761
PA14_45760,770,625
PA14_45770,1988,1574
PA14_45780,1239,1062
PA14_45790,1811,1513
PA14_45800,4344,4162
PA14_45810,1457,1191
PA14_45830,5094,4592
PA14_45840,5346,4422
PA14_45850,1097,769
PA14_45870,998,920
PA14_45880,393,410
PA14_45890,100,101
PA14_45910,80,65
PA14_45920,540,441
PA14_45930,1094,990
PA14_45940,22357,22769
PA14_45950,11922,11997
PA14_45960,7631,7825
PA14_45970,7359,5012
PA14_45980,369,306
,560,525
PA14_46010,541,389
,272,237
PA14_46020,294,258
PA14_46030,518,613
PA14_46060,572,568
PA14_46070,8149,5910
PA14_46080,1880,1562
PA14_46100,2522,1748
PA14_46110,3624,2309
PA14_46120,3518,2362
PA14_46140,2129,1433
PA14_46150,888,632
PA14_46160,5942,4697
PA14_46170,304,326
PA14_46180,36,39
PA14_46200,536,517
PA14_46220,171,156
PA14_46230,173,174
,6,5
PA14_46240,494,589
PA14_46250,554,537
PA14_46260,419,401
PA14_46270,1784,1712
PA14_46280,38,51
PA14_46290,414,455
PA14_46300,335,330
PA14_46310,348,314
PA14_46320,340,340
PA14_46330,163,119
PA14_46340,419,399
PA14_46360,760,707
PA14_46370,998,2316
PA14_46380,149,468
PA14_46390,158,259
PA14_46400,439,434
PA14_46420,170,168
PA14_46430,660,652
PA14_46440,1432,1613
PA14_46450,2564,2284
PA14_46460,2912,3850
PA14_46470,1782,1471
PA14_46480,272,234
PA14_46490,607,518
PA14_46510,861,951
PA14_46520,898,984
,340,443
PA14_46530,281,302
PA14_46540,1204,1208
PA14_46550,771,733
,19,23
,17,5
PA14_46570,2907,2395
PA14_46580,601,462
PA14_46590,465,401
PA14_46600,161,135
,50,53
PA14_46610,278,317
,807,881
,889,968
PA14_46630,539,432
PA14_46640,638,511
PA14_46650,365,349
,260,238
PA14_46670,70,75
PA14_46680,2518,2471
PA14_46700,646,597
PA14_46710,599,648
PA14_46720,427,364
PA14_46740,1676,1534
PA14_46750,58,68
,28,25
PA14_46770,105,118
PA14_46780,100,69
PA14_46800,49,49
PA14_46810,153,149
PA14_46820,277,271
PA14_46830,105,111
PA14_46840,296,266
PA14_46850,41,45
PA14_46860,113,100
PA14_46880,327,321
PA14_46890,1194,1486
PA14_46900,748,861
PA14_46910,16331,14446
PA14_46920,3944,3297
PA14_46930,4202,3494
PA14_46950,5768,4655
PA14_46960,6052,5043
PA14_46970,8260,6476
PA14_46980,2618,2251
PA14_46990,1235,1007
PA14_47000,196,154
PA14_47010,230,286
,325,352
,7,4
PA14_47040,2042,1081
PA14_47060,189,180
PA14_47070,24,29
PA14_47080,481,542
PA14_47090,590,554
PA14_47100,767,607
PA14_47110,830,749
PA14_47120,683,1688
PA14_47130,344,817
PA14_47140,66,90
PA14_47150,262,277
PA14_47160,83,106
PA14_47180,208,252
PA14_47190,610,778
PA14_47210,337,400
,149,142
PA14_47230,261,317
PA14_47240,484,375
PA14_47250,166,141
PA14_47260,184,149
PA14_47270,562,495
PA14_47280,279,258
PA14_47300,144,135
PA14_47310,524,531
PA14_47320,1224,1065
PA14_47330,2208,2110
PA14_47340,1669,1439
PA14_47350,1609,1332
PA14_47360,4060,3626
PA14_47370,459,474
PA14_47380,87,66
PA14_47390,102,102
PA14_47400,111,92
PA14_47410,637,489
PA14_47420,299,265
PA14_47430,747,755
PA14_47440,308,340
PA14_47450,741,608
PA14_47460,2385,2010
PA14_47490,5638,5186
PA14_47500,2687,2312
PA14_47510,874,778
PA14_47520,568,554
PA14_47530,356,269
PA14_47540,51034,44538
PA14_47550,1516,1351
PA14_47560,217,211
PA14_47580,496,503
PA14_47600,140,115
PA14_47610,580,606
PA14_47640,147,257
PA14_47650,769,645
PA14_47660,1206,1036
PA14_47670,2895,2630
PA14_47680,1838,1622
PA14_47690,3734,3227
PA14_47720,2596,2230
PA14_47730,1858,1722
PA14_47750,1785,1545
PA14_47760,3403,2869
PA14_47790,3058,2777
PA14_47800,6019,5708
PA14_47810,90,98
PA14_47820,954,882
PA14_47840,140,104
PA14_47850,60,54
,9,13
PA14_47860,96,94
PA14_47870,56,61
PA14_47880,315,359
,234,224
PA14_47890,1782,1713
PA14_47900,58,72
PA14_47910,188,205
PA14_47920,31,39
PA14_47930,61,32
PA14_47940,19,9
PA14_47950,14,11
PA14_47960,32,38
PA14_47970,55,36
PA14_48000,21,22
PA14_48010,92,93
PA14_48020,279,253
PA14_48030,47,37
PA14_48040,2973,2622
PA14_48060,4323,2063
,27,18
,582,336
PA14_48090,1264,643
PA14_48100,1589,837
PA14_48115,1880,1038
PA14_48140,4219,3556
PA14_48150,607,568
PA14_48160,630,681
PA14_48170,234,280
PA14_48190,435,411
PA14_48200,140,141
PA14_48210,115,80
PA14_48240,25,34
PA14_48280,42,36
PA14_48300,44,25
PA14_48310,587,614
PA14_48320,617,484
PA14_48330,15,25
PA14_48340,123,134
PA14_48350,39,47
PA14_48380,8,10
PA14_48390,233,230
PA14_48400,2790,2118
PA14_48410,534,477
PA14_48420,608,639
PA14_48440,265,241
PA14_48450,179,188
PA14_48460,152,155
PA14_48470,149,122
PA14_48490,164,168
PA14_48500,1042,1013
PA14_48510,114,114
PA14_48520,1803,1410
PA14_48530,158,213
PA14_48540,84,127
PA14_48550,45,66
PA14_48560,120,135
PA14_48570,276,276
PA14_48590,249,292
PA14_48600,279,304
PA14_48610,124,191
PA14_48620,71,93
PA14_48630,78,78
PA14_48640,85,76
PA14_48650,206,196
PA14_48660,160,207
PA14_48680,472,482
PA14_48700,3349,3260
PA14_48710,1044,1014
PA14_48730,1593,1588
PA14_48740,1031,1070
PA14_48750,366,390
PA14_48760,461,427
PA14_48770,567,552
PA14_48780,1938,1765
PA14_48790,4605,4318
PA14_48800,10216,9526
PA14_48810,1387,1353
PA14_48830,1265,1070
PA14_48840,119,74
PA14_48850,96,106
PA14_48860,2495,2204
PA14_48870,4497,3982
PA14_48880,239,219
PA14_48890,108,127
PA14_48910,90,73
PA14_48920,15,6
PA14_48930,127,115
PA14_48940,880,720
PA14_48950,356,326
PA14_48960,51,42
PA14_48970,279,248
PA14_48980,33,25
PA14_48990,52,34
PA14_49000,30,23
PA14_49010,52,52
PA14_49020,2358,2310
PA14_49030,12626,12335
,5296,4668
PA14_49040,574,491
PA14_49050,164,128
PA14_49060,276,172
PA14_49070,479,437
PA14_49080,112,107
PA14_49090,39,50
PA14_49100,26,38
PA14_49110,723,652
PA14_49130,133,125
,15,4
PA14_49150,406,343
PA14_49160,3537,3037
PA14_49170,3795,4264
PA14_49180,6025,7572
PA14_49200,15095,31438
PA14_49210,148,158
PA14_49220,307,292
PA14_49230,144,121
PA14_49250,747,884
PA14_49260,75,92
PA14_49270,112,119
PA14_49280,3417,3686
PA14_49290,943,762
PA14_49300,498,583
PA14_49310,310,302
PA14_49320,549,591
PA14_49330,168,174
PA14_49340,778,642
PA14_49350,1494,1291
PA14_49360,546,494
PA14_49380,2848,2454
PA14_49390,1448,1254
PA14_49400,1310,1262
PA14_49410,29153,24242
PA14_49420,1313,1151
PA14_49440,1459,1230
PA14_49460,27264,26594
PA14_49470,18861,17531
PA14_49480,17222,24569
PA14_49500,384,432
PA14_49510,4564,4587
PA14_49520,3092,3268
PA14_49530,279,239
PA14_49540,651,706
PA14_49560,112,95
PA14_49570,70,73
PA14_49580,59,63
PA14_49590,435,363
PA14_49610,29,30
PA14_49620,30,23
PA14_49630,1010,875
PA14_49640,759,733
PA14_49650,2284,2155
PA14_49660,713,647
PA14_49680,364,340
PA14_49690,186,215
PA14_49700,211,212
PA14_49710,325,268
PA14_49720,35,26
PA14_49730,131,132
PA14_49740,3628,5048
PA14_49750,300,214
PA14_49760,211,187
PA14_49780,470,433
PA14_49790,663,657
PA14_49800,2252,1760
PA14_49810,1482,2063
PA14_49820,500,468
PA14_49840,2309,2177
,32,41
PA14_49850,2391,2106
PA14_49870,1028,1008
PA14_49880,873,753
PA14_49890,1373,1172
PA14_49900,2019,1779
PA14_49910,1004,900
PA14_49920,694,628
PA14_49930,1286,1023
PA14_49940,3722,3333
PA14_49960,452,367
PA14_49970,646,521
,5,6
PA14_49990,4539,3866
PA14_50000,963,738
PA14_50010,259,272
PA14_50020,46,74
PA14_50030,976,833
PA14_50040,694,660
PA14_50050,35,33
PA14_50060,249,248
PA14_50070,835,906
PA14_50080,1086,1002
PA14_50100,5515,4838
PA14_50110,5001,4669
PA14_50130,7661,6980
PA14_50140,7895,7401
PA14_50160,1644,1505
PA14_50180,5165,4995
PA14_50200,6073,5617
PA14_50220,16099,15453
PA14_50240,7202,6287
PA14_50250,8326,8055
PA14_50270,31865,31375
PA14_50280,12059,12239
PA14_50290,90663,86906
PA14_50300,12476,11705
PA14_50310,1751,1620
PA14_50320,2114,1920
PA14_50330,3488,3207
PA14_50340,4884,4629
PA14_50360,7512,7133
PA14_50380,3733,3487
PA14_50410,3003,2844
PA14_50420,3119,2856
PA14_50430,4050,3844
PA14_50440,2080,1903
PA14_50450,8528,8165
PA14_50460,3940,3613
PA14_50470,1804,1655
PA14_50480,2494,2151
PA14_50500,5823,4768
PA14_50510,840,691
,392,409
PA14_50520,20760,19120
PA14_50530,4072,3451
PA14_50540,4316,4008
PA14_50550,3117,2741
PA14_50560,2086,1733
PA14_50570,8166,33150
PA14_50590,3986,10423
PA14_50600,516,518
PA14_50610,192,204
PA14_50620,181,171
PA14_50630,2705,2431
PA14_50640,691,585
PA14_50650,1219,988
PA14_50660,1615,1339
PA14_50670,1492,1266
PA14_50680,1192,981
PA14_50690,956,826
PA14_50700,1511,1324
PA14_50710,2412,2117
PA14_50720,932,774
PA14_50730,4800,4344
,4,5
PA14_50740,16635,15278
PA14_50750,843,677
PA14_50760,3110,2649
PA14_50770,5098,4394
PA14_50790,3631,2756
PA14_50800,4972,4110
PA14_50810,8765,8240
PA14_50820,3114,2728
PA14_50830,1607,1574
PA14_50840,3610,3213
PA14_50850,297,273
PA14_50860,1758,1588
PA14_50870,406,367
PA14_50880,664,674
PA14_50890,1188,1175
PA14_50900,1135,1070
PA14_50910,464,369
PA14_50920,354,253
PA14_50930,912,971
PA14_50940,2076,1799
PA14_50950,1914,1421
PA14_50970,1624,1576
PA14_50980,6609,6220
PA14_51000,5282,4720
PA14_51010,2351,2343
,1053,1007
PA14_51040,159,166
PA14_51050,360,394
PA14_51060,581,557
,18,13
PA14_51070,136,96
PA14_51080,281,199
PA14_51090,324,244
PA14_51100,236,217
PA14_51110,112,114
PA14_51120,162,151
,68,40
PA14_51150,153,105
PA14_51160,144,118
PA14_51170,563,492
PA14_51190,943,821
PA14_51200,491,369
PA14_51205,836,825
PA14_51220,4582,4086
PA14_51230,1267,1186
PA14_51240,9338,7838
PA14_51250,4648,3922
PA14_51260,17569,15273
PA14_51270,11937,10095
PA14_51280,3948,3248
PA14_51290,4632,3841
PA14_51300,2049,1759
PA14_51310,718,591
PA14_51320,4451,3930
PA14_51330,4891,4438
PA14_51340,3010,2923
PA14_51350,10979,9432
PA14_51360,32050,27896
PA14_51380,29650,25650
PA14_51390,46318,40266
PA14_51410,41302,36086
PA14_51420,39203,33910
PA14_51430,45987,40900
PA14_51440,887,922
PA14_51450,1006,952
PA14_51460,58,56
PA14_51470,427,427
PA14_51480,464,407
PA14_51490,123,156
PA14_51500,378,1128
PA14_51510,1866,1564
PA14_51520,3186,2911
PA14_51530,9666,8827
,1745,1402
,237,267
,2191,2283
,7,8
PA14_51570,1306,1408
PA14_51600,290,234
PA14_51610,15,11
PA14_51630,42,37
PA14_51640,31,43
PA14_51650,237,218
PA14_51660,99,81
PA14_51670,895,824
PA14_51680,1644,1324
PA14_51690,23392,19431
PA14_51710,72658,61005
PA14_51720,16955,14666
PA14_51730,10234,9408
PA14_51740,6194,5893
PA14_51750,7636,7053
PA14_51770,3450,3382
PA14_51780,6836,6025
PA14_51790,5632,4911
PA14_51800,3746,3236
PA14_51810,16098,14285
PA14_51820,24256,21829
PA14_51830,18275,17822
PA14_51840,2842,2259
PA14_51850,567,504
,1349,1160
PA14_51880,109884,89461
PA14_51890,309,299
PA14_51900,19172,17250
PA14_51910,6363,5559
PA14_51920,544,468
PA14_51930,863,777
PA14_51940,334,348
PA14_51950,926,623
PA14_51960,1480,1506
PA14_51980,1792,1606
PA14_51990,3270,2945
PA14_52000,1293,1145
PA14_52010,4536,3603
PA14_52020,4687,4367
,7,9
PA14_52040,8150,6696
PA14_52050,4976,4010
PA14_52060,8336,7184
PA14_52070,610,724
PA14_52080,361,350
PA14_52090,794,718
PA14_52110,206,216
PA14_52120,136,125
PA14_52130,10827,10933
PA14_52140,3236,2746
PA14_52150,4337,3500
PA14_52160,3630,3184
PA14_52180,12154,11857
PA14_52190,5245,4472
PA14_52210,6385,5251
PA14_52230,255,225
PA14_52240,448,398
PA14_52250,235,236
PA14_52260,3087,2700
PA14_52270,1187,1022
PA14_52280,1201,942
PA14_52290,975,850
PA14_52300,507,450
PA14_52310,1276,1166
PA14_52320,3,3
PA14_52330,810,692
PA14_52340,684,534
PA14_52350,3649,3569
PA14_52370,2676,2816
PA14_52380,373,355
PA14_52400,2225,1831
,5,13
PA14_52420,2340,2076
PA14_52430,644,524
PA14_52440,433,408
PA14_52460,2408,2542
PA14_52465,53,60
PA14_52480,558,501
PA14_52490,601,589
PA14_52500,181,198
PA14_52510,255,269
PA14_52520,218,234
PA14_52530,1096,921
PA14_52540,2225,1810
PA14_52550,4065,3384
PA14_52560,2322,2577
PA14_52570,13711,15559
PA14_52580,7830,6818
PA14_52600,12943,11994
PA14_52610,2832,2525
PA14_52630,6541,4991
PA14_52640,3381,2537
PA14_52660,8907,6379
PA14_52670,8678,6454
PA14_52690,7022,5464
PA14_52700,8283,6088
PA14_52720,21005,19056
PA14_52730,60,67
PA14_52740,3874,3187
PA14_52750,5012,4122
PA14_52760,4535,4108
PA14_52770,2925,2662
PA14_52780,3443,2950
PA14_52790,12799,11368
PA14_52800,25731,29059
PA14_52810,131,139
PA14_52820,50,56
PA14_52840,74,62
PA14_52850,59,59
PA14_52870,59,56
PA14_52880,61,62
PA14_52890,12,38
PA14_52900,52,113
PA14_52910,62,88
PA14_52920,312,283
PA14_52930,1290,1574
PA14_52940,149,160
,36,20
PA14_52960,165,136
,292,263
PA14_52980,3133,3010
PA14_52990,10596,10022
PA14_53000,5070,4280
PA14_53010,11605,9880
PA14_53020,2033,2080
PA14_53030,568,550
PA14_53040,8777,9335
PA14_53050,443,347
PA14_53070,5059,5559
PA14_53090,141,133
,24,12
PA14_53110,231,219
PA14_53120,2371,2601
PA14_53140,5141,4825
PA14_53150,4704,4127
PA14_53160,2709,2681
PA14_53180,6033,5950
PA14_53190,7068,6951
PA14_53200,11421,11481
PA14_53210,2035,5313
PA14_53220,2927,5700
PA14_53230,1011,1849
PA14_53250,8725,7431
PA14_53260,726,614
PA14_53270,107,106
PA14_53290,1222,1186
PA14_53300,473,362
PA14_53310,664,567
PA14_53330,1843,1441
PA14_53340,207,157
PA14_53360,62,65
PA14_53370,41,63
PA14_53380,14,24
PA14_53390,1002,887
PA14_53400,470,432
PA14_53410,301,256
PA14_53420,3064,2552
PA14_53430,8290,6629
,1442,1467
PA14_53470,7728,7227
PA14_53480,10783,9498
PA14_53490,2453,1043
PA14_53500,8555,7946
PA14_53510,1109,1044
PA14_53520,2373,2178
PA14_53530,387,357
PA14_53540,73,60
PA14_53550,158,120
PA14_53560,697,574
,655674,707861
,3574,6858
PA14_53570,95,117
,127,136
PA14_53580,2879,3002
PA14_53590,13770,15873
PA14_53600,3385,3576
PA14_53610,1528,1652
,1050,1230
PA14_53620,36,34
PA14_53630,54,85
PA14_53640,73,153
,138,218
PA14_53660,835,995
PA14_53670,2137,2299
PA14_53680,18,31
PA14_53690,22,22
PA14_53700,253,230
PA14_53720,601,584
PA14_53730,1383,1342
PA14_53740,83,78
PA14_53750,134,119
PA14_53770,78,82
PA14_53780,200,232
PA14_53790,477,507
PA14_53800,70,72
PA14_53810,476,439
PA14_53820,4824,4809
PA14_53830,56,39
PA14_53840,9432,9187
PA14_53850,830,693
PA14_53860,116,107
PA14_53870,245,231
PA14_53880,597,644
PA14_53890,113,100
PA14_53900,3870,3392
PA14_53910,142,154
PA14_53920,1618,1568
PA14_53940,4597,4366
PA14_53950,7460,7375
PA14_53970,5970,6040
PA14_53980,1460,1555
PA14_54000,833,850
PA14_54010,589,561
PA14_54030,31,35
PA14_54040,13722,12913
PA14_54050,974,1031
PA14_54070,535,473
PA14_54080,122,136
PA14_54090,542,548
PA14_54110,22,21
PA14_54120,99,100
PA14_54130,570,575
PA14_54150,22040,16493
PA14_54170,58889,46584
PA14_54180,114,101
PA14_54190,863,742
PA14_54210,33672,39172
PA14_54220,2618,2641
PA14_54230,884,646
PA14_54240,76,58
PA14_54260,1936,1515
PA14_54270,1730,1547
PA14_54290,3910,3240
PA14_54300,1762,1596
PA14_54320,7873,7035
PA14_54330,6516,5568
PA14_54340,2914,2481
PA14_54350,5196,4198
PA14_54370,19829,16696
PA14_54390,35318,30521
PA14_54400,3781,3650
PA14_54410,9762,9739
PA14_54420,7636,7936
PA14_54430,10027,9994
PA14_54450,4983,4477
PA14_54460,1424,1251
PA14_54470,984,790
PA14_54480,3682,3194
PA14_54490,3251,2653
PA14_54500,1290,1157
PA14_54510,789,639
PA14_54520,1618,1633
PA14_54540,1117,1206
PA14_54550,342,305
PA14_54570,952,854
PA14_54580,474,399
PA14_54590,4059,4028
PA14_54600,658,1179
PA14_54610,362,394
PA14_54620,778,875
PA14_54630,553,620
PA14_54640,1297,1279
PA14_54660,1040,1034
PA14_54670,297,332
,280,335
PA14_54690,300,318
PA14_54700,198,189
PA14_54710,377,414
,17,22
PA14_54730,19,28
PA14_54740,47,45
PA14_54750,45,63
PA14_54760,1512,2025
PA14_54770,1184,1565
,350,436
PA14_54800,580,601
PA14_54810,587,797
PA14_54820,1133,1070
PA14_54830,2120,2847
PA14_54840,95,87
,1977,1697
,237,244
PA14_54870,605,643
PA14_54880,489,409
PA14_54890,1125,1061
PA14_54900,575,602
PA14_54910,221,232
PA14_54920,1253,1166
PA14_54930,680,638
PA14_54940,568,580
PA14_54950,344,354
PA14_54960,152,168
PA14_54970,265,253
PA14_54980,247,227
PA14_55000,67,64
PA14_55020,84,67
PA14_55030,70,44
PA14_55040,47,32
PA14_55050,3328,2792
PA14_55060,620,574
PA14_55080,3094,2792
PA14_55090,716,714
PA14_55100,149,131
PA14_55110,227,207
,442,441
,178,136
PA14_55130,90,82
PA14_55140,83,67
PA14_55150,546,566
PA14_55160,102,108
PA14_55170,1822,2256
PA14_55180,4109,4136
PA14_55200,473,522
PA14_55220,535,452
PA14_55230,81,70
PA14_55240,467,415
PA14_55250,175,163
PA14_55260,58,38
PA14_55280,129,129
PA14_55290,59,72
PA14_55300,61,51
PA14_55320,67,89
PA14_55330,43,24
PA14_55340,22,23
PA14_55360,94,105
PA14_55380,71,69
PA14_55390,29,28
PA14_55400,1430,1476
PA14_55410,54,49
PA14_55430,55,40
PA14_55440,187,181
PA14_55450,62,49
PA14_55460,25,10
PA14_55470,37,44
PA14_55480,28,30
PA14_55490,39,52
PA14_55500,35,38
PA14_55510,45,52
PA14_55520,28,18
PA14_55530,189,202
PA14_55540,119,96
PA14_55550,37,35
PA14_55560,81,77
PA14_55570,107,149
PA14_55580,38,29
PA14_55590,63,81
PA14_55600,214,229
PA14_55610,420,403
PA14_55620,0,0
PA14_55631,2039,3023
PA14_55634,0,0
PA14_55635,0,0
PA14_55637,0,0
,16,11
PA14_55640,1134,1051
PA14_55650,3117,2828
PA14_55660,3023,2542
PA14_55670,5941,5226
PA14_55690,6958,6131
PA14_55710,1681,1495
PA14_55720,106,127
PA14_55730,328,318
PA14_55740,341,293
PA14_55750,2950,3561
PA14_55760,1560,1025
PA14_55770,5644,3800
PA14_55780,246,250
PA14_55790,41,43
PA14_55800,118,108
PA14_55810,1444,1493
PA14_55820,163,156
PA14_55840,32,40
PA14_55850,90,116
PA14_55860,84,99
PA14_55880,75,74
PA14_55890,154,164
PA14_55900,177,182
PA14_55920,343,298
PA14_55930,307,251
PA14_55940,158,159
PA14_55960,8623,7430
PA14_55980,3383,3355
PA14_56000,1599,1095
PA14_56010,6803,6244
,26,10
PA14_56030,531,727
PA14_56040,1039,960
PA14_56050,772,613
,2168,1989
PA14_56060,8552,6886
PA14_56070,20287,19596
PA14_56080,3476,3120
PA14_56090,5444,15548
PA14_56100,3994,9640
PA14_56110,2807,5226
PA14_56130,3584,6178
PA14_56140,2497,4292
PA14_56160,4117,6679
PA14_56170,3055,5027
PA14_56180,1950,1637
PA14_56190,979,832
PA14_56200,615,496
PA14_56210,552,475
PA14_56220,4861,3773
PA14_56240,18307,14980
PA14_56250,624,708
PA14_56260,1192,1457
PA14_56280,1757,2088
PA14_56300,17297,14971
PA14_56340,1066,995
PA14_56360,907,975
PA14_56370,1684,1938
PA14_56380,206,192
PA14_56390,568,583
PA14_56410,1220,1183
PA14_56420,1149,1088
PA14_56430,103,96
PA14_56450,359,360
PA14_56470,110,90
PA14_56480,229,218
PA14_56510,403,426
PA14_56520,273,233
PA14_56530,3312,2673
PA14_56540,17838,14422
PA14_56550,1095,1037
PA14_56560,98,106
PA14_56570,99,59
PA14_56590,16588,15635
PA14_56600,697,609
PA14_56620,143,163
PA14_56640,413,402
PA14_56660,2427,2299
PA14_56670,1003,738
PA14_56680,4689,3745
PA14_56690,339,332
,2988,2918
,21,16
PA14_56720,1018,963
PA14_56730,334,290
PA14_56740,473,453
PA14_56750,40,40
PA14_56770,88,71
PA14_56780,57250,50410
PA14_56790,2717,2627
PA14_56800,810,764
PA14_56810,597,633
PA14_56830,9770,8738
PA14_56840,1261,1120
PA14_56850,2889,2673
PA14_56870,2895,2322
PA14_56880,2828,2871
PA14_56890,3659,4086
PA14_56900,1948,1723
PA14_56910,638,639
PA14_56920,1052,968
PA14_56930,1760,1534
PA14_56940,1256,1093
PA14_56950,1211,1062
PA14_56960,38,34
PA14_56970,235,238
PA14_56980,998,1032
PA14_56990,278,247
PA14_57010,594146,675659
PA14_57020,80296,87715
PA14_57030,3820,4416
PA14_57040,1763,1675
PA14_57050,11072,9275
PA14_57060,2747,2678
PA14_57070,1373,1228
PA14_57080,663,634
PA14_57100,2859,2711
PA14_57110,2874,2761
PA14_57130,6258,5563
PA14_57140,1163,952
PA14_57160,562,541
PA14_57170,1640,1522
PA14_57180,1217,1090
PA14_57190,5538,4910
PA14_57200,3017,2415
PA14_57210,7725,6184
PA14_57220,44299,38262
,8,19
PA14_57240,5060,4083
PA14_57250,760,680
PA14_57260,34854,31069
PA14_57275,32875,32602
PA14_57290,13717,13934
PA14_57300,6552,6571
PA14_57320,8903,9056
PA14_57330,14991,14631
PA14_57340,7677,7563
PA14_57360,6999,6989
PA14_57370,12973,13073
PA14_57380,9176,8693
PA14_57390,12635,12451
PA14_57410,15503,15202
