,PA14,PJ01,PJ01dT
PA14_56220,32.1509,23.1214,39.1287
PA14_56240,447.85,525.278,433.676
PA14_56250,90.2228,98.7779,92.6619
PA14_56260,25.8546,25.1352,26.2674
PA14_56280,45.6517,36.1415,43.1156
PA14_56300,628.838,704.391,587.451
PA14_56340,41.383,43.9808,41.3271
PA14_56360,202.825,186.79,191.326
PA14_56370,82.8225,85.6572,82.3674
PA14_56380,12.5379,11.7792,12.6478
PA14_56390,15.8854,15.7229,15.7181
PA14_56410,33.8168,40.8045,36.3598
PA14_56420,94.3248,94.8423,95.5968
PA14_56430,22.6651,18.8835,25.6094
PA14_56450,7.77585,7.19412,7.07061
PA14_56470,1.57185,1.34775,1.62872
PA14_56480,8.63491,9.36341,10.1919
PA14_56510,29.1992,24.1103,29.1119
PA14_56520,19.1412,14.5512,18.3002
PA14_56530,22.5822,21.8189,23.3891
PA14_56540,292.075,201.824,309.199
PA14_56550,11.1552,12.1733,13.914
PA14_56560,18.6687,12.1241,14.7254
PA14_56570,22.5827,16.352,22.8342
PA14_56590,178.276,84.6258,182.829
PA14_56600,33.438,46.261,39.3192
PA14_56620,88.7632,450.753,72.9856
PA14_56640,14.1812,86.8157,11.6437
PA14_56660,101.558,479.909,69.7507
PA14_56670,91.7036,301.009,77.1158
PA14_56680,24.5958,25.4044,25.5715
PA14_56690,221.755,123.227,213.678
PA14_56700,267.217,266.728,262.043
PA14_56720,29.0159,26.979,28.2703
PA14_56730,11.9665,12.6538,12.913
PA14_56740,15.6595,14.6729,16.4386
PA14_56750,12.0942,14.7122,12.0862
PA14_56770,8.08715,9.62467,7.7769
PA14_56780,5398.87,6296.5,4996.44
PA14_56790,36.7145,35.0369,36.9245
PA14_56800,55.6058,48.8389,55.5611
PA14_56810,38.0126,36.9149,46.9523
PA14_56830,1233.19,1273.97,1267.9
PA14_56840,145.861,152.337,153.121
PA14_56850,314.548,324.014,308.294
PA14_56870,276.269,275.038,284.005
PA14_56880,74.3536,74.8655,76.5576
PA14_56890,27.5235,26.6606,25.8715
PA14_56900,73.8943,78.4443,71.8471
PA14_56910,283.921,262.066,275.534
PA14_56920,93.5756,97.9323,89.0956
PA14_56930,149.35,154.344,151.07
PA14_56940,44.5394,45.8467,39.8536
PA14_56950,85.8913,87.5438,78.1563
PA14_56960,15.1875,14.3919,15.4358
PA14_56970,20.6896,23.6695,22.9917
PA14_56980,61.0294,59.5113,61.6495
PA14_56990,74.7423,60.5278,66.9343
PA14_57010,0,0,0
PA14_57020,11242.9,8742.64,9886.9
PA14_57030,122.964,104.657,112.377
PA14_57040,69.5368,71.7994,67.1092
PA14_57050,472.161,415.343,438.38
PA14_57060,214.614,206.651,207.504
PA14_57070,71.4614,67.225,66.789
PA14_57080,41.4506,38.0697,39.5669
PA14_57100,48.9275,50.9026,47.3761
PA14_57110,133.865,130.139,132.059
PA14_57130,1277.45,1254.29,1196.18
PA14_57140,34.5663,35.2248,33.3943
PA14_57160,16.5951,20.6572,19.7086
PA14_57170,30.2987,32.2659,29.5456
PA14_57180,131.919,133.619,122.467
PA14_57190,288.053,286.805,266.518
PA14_57200,258.046,239.045,253.339
PA14_57210,365.683,346.228,332.416
PA14_57220,732.695,748.618,726.02
PA14_57240,209.933,213.042,210.134
PA14_57250,308.229,290.544,303.605
PA14_57260,2761.13,2791.51,2668.74
PA14_57275,1294.83,1298.8,1215.37
PA14_57290,511.207,470.515,484.314
PA14_57300,307.691,297.107,294.813
PA14_57320,387.529,374.981,384.192
PA14_57330,501.015,497.542,488.952
PA14_57340,278.606,266.496,279.887
PA14_57360,216.266,181.32,209.808
PA14_57370,404.034,384.513,397.456
PA14_57380,337.041,329.98,324.075
PA14_57390,329.599,332.108,338.353
PA14_57410,400.771,396.1,406.338
PA14_57425,315.157,272.486,310.183
PA14_57440,528.569,485.407,541.587
PA14_57450,567.995,515.898,528.333
PA14_57460,1747.74,1369.24,1964.87
PA14_57470,94.8479,90.6741,91.86
PA14_57480,175.54,200.391,179.443
PA14_57490,277.884,270.169,283.153
PA14_57500,408.102,461.973,383.322
PA14_57510,543.709,566.272,484.504
PA14_57520,864.303,872.707,803.538
PA14_57530,416.624,453.096,383.179
PA14_57540,2002.43,2099.69,1858.74
PA14_57560,1959.34,2135.57,1822.81
PA14_57570,2943.75,3112.75,2702.19
PA14_57580,19865.1,19729.1,19794.6
PA14_57590,16897.3,17771.9,16086.1
PA14_57600,89.3282,94.842,88.1113
PA14_57610,37.217,35.9973,35.6117
PA14_57630,63.4669,68.6473,60.7991
PA14_57640,30.8987,30.7616,30.2193
PA14_57650,461.607,483.66,445.37
PA14_57670,261.066,288.755,251.085
PA14_57680,149.804,164.27,148.692
PA14_57690,959.522,1009.66,963.962
PA14_57710,316.175,339.445,298.252
PA14_57720,532.922,553.946,504.052
PA14_57730,88.16,94.3962,90.8235
PA14_57740,132.866,140.778,137.122
PA14_57760,150.545,146.248,148.165
PA14_57770,220.664,223.041,211.773
PA14_57780,227.912,252.096,217.841
PA14_57800,821.754,855.825,800.023
PA14_57810,948.08,1002.15,905.031
PA14_57820,3254.51,3238.23,3551.02
PA14_57830,345.824,367.617,386.356
PA14_57840,856.796,902.45,763.318
PA14_57850,535.335,534.584,488.2
PA14_57870,303.129,315.17,293.147
PA14_57880,404.365,409.955,403.079
PA14_57890,548.491,554.616,535.122
PA14_57900,465.458,476.87,464.001
PA14_57910,452.091,475.939,438.945
PA14_57920,1196.7,1244.9,1168.4
PA14_57930,753.361,801.058,752.141
PA14_57940,399.218,430.853,393.279
PA14_57950,3881.81,3365.31,3677.16
PA14_57960,1361.28,1356.34,1257.88
PA14_57970,544.121,602.166,515.991
PA14_57980,1064.11,1061.04,997.949
PA14_57990,27.4257,25.7491,28.1808
PA14_58000,41.6875,30.9576,42.2845
PA14_58010,27.3529,20.1698,26.7217
PA14_58030,40.1792,27.1292,40.8951
PA14_58040,25.8389,21.6939,28.261
PA14_58050,90.1064,80.7232,82.6066
PA14_58060,392.937,457.381,416.464
PA14_58070,148.277,133.119,135.093
PA14_58080,85.6818,76.8978,81.1778
PA14_58090,39.7704,36.2308,38.7442
PA14_58100,94.8052,89.0375,88.5454
PA14_58110,70.5705,75.6376,71.3317
PA14_58120,176.533,194.911,187.575
PA14_58130,286.386,308.835,274.592
PA14_58150,804.101,861.332,755.472
PA14_58170,1118.83,1318.82,1116.41
PA14_58180,374.12,460.885,411.808
PA14_58190,550.523,581.143,522.087
PA14_58210,193.573,225.619,189.72
PA14_58220,316.388,324.664,296.399
PA14_58230,115.265,107.386,109.794
PA14_58240,37.7484,34.8438,40.3324
PA14_58250,51.2252,51.2212,51.5836
PA14_58260,58.5089,56.074,52.484
PA14_58270,71.2748,68.0961,71.893
PA14_58290,117.01,111.943,120.721
PA14_58300,297.969,284.497,290.508
PA14_58320,96.7348,86.5152,97.8392
PA14_58330,134.133,129.244,126.228
PA14_58350,53.1508,56.8766,50.5252
PA14_58360,53.8519,55.6939,51.1069
PA14_58375,220.407,230.267,232.837
PA14_58380,144.712,123.666,132.232
PA14_58390,1946.19,2026.18,1856.29
PA14_58410,528.449,579.635,499.288
PA14_58420,533.142,618.29,524.061
PA14_58440,479.622,539.976,469.177
PA14_58450,323.695,380.892,320.786
PA14_58470,398.114,472.89,406.262
PA14_58490,376.762,410.911,376.282
PA14_58500,163.089,211.614,188.079
PA14_58510,59.8828,60.5172,55.6801
PA14_58515,27.4913,27.4438,27.4175
PA14_58530,38.2209,41.5313,38.3361
PA14_58540,50.7456,54.1795,56.4482
PA14_58550,148.449,164.233,148.204
PA14_58560,77.8215,65.2803,86.292
PA14_58570,618.247,533.859,621.045
PA14_58580,227.923,226.889,248.948
PA14_58600,172.549,154.792,196.173
PA14_58610,70.7581,89.4194,59.8552
PA14_58620,51.6131,52.1075,46.6274
PA14_58630,316.122,285.675,291.718
PA14_58650,44.0377,42.9325,43.0663
PA14_58660,39.7363,35.8774,37.4231
PA14_58670,67.4404,62.3208,67.8392
PA14_58690,124.417,114.109,126.582
PA14_58700,220.336,195.218,206.935
PA14_58710,84.1318,71.4648,131.578
PA14_58720,490.147,434.786,421.85
PA14_58730,12029.3,10326.9,11106.2
PA14_58740,153.066,162.863,169.955
PA14_58750,187.699,179.965,177.973
PA14_58760,423.351,373.029,380.715
PA14_58770,162.49,150.094,150.202
PA14_58780,248.314,244.606,242.807
PA14_58790,789.172,856.597,847.4
PA14_58800,507.762,492.545,537.826
PA14_58810,60.321,62.6616,56.8826
PA14_58820,48.0663,48.7945,43.1464
PA14_58830,89.3147,77.4826,76.6503
PA14_58840,63.4587,58.3264,69.4638
PA14_58850,63.8692,62.2683,60.8326
PA14_58860,644.978,655.158,674.401
PA14_58870,140.874,151.65,143.318
PA14_58880,71.7869,68.2746,69.9802
PA14_58890,3.17175,2.95866,3.13453
PA14_58900,20.3182,18.5988,19.7937
PA14_58910,19.0472,19.8735,16.3283
PA14_58920,7.59884,9.2587,7.72867
PA14_58930,10.4994,11.2804,11.8479
PA14_58940,61.749,69.4868,61.5173
PA14_58950,8.94812,12.1244,10.323
PA14_58960,8.64635,8.78183,8.99487
PA14_58970,7.22576,8.74239,7.10893
PA14_58980,30.1296,29.6361,31.9865
PA14_58990,8.21453,8.88325,7.97473
PA14_59000,8.61087,10.253,7.93778
PA14_59010,14.2971,16.7581,10.2893
PA14_59020,8.71306,11.1308,9.15938
PA14_59030,19.2562,18.4251,21.5971
PA14_59050,4.64048,4.52836,3.83281
PA14_59060,52.45,54.7751,54.4017
PA14_59070,22.1643,21.0086,21.0682
PA14_59090,49.1385,44.0998,45.5631
PA14_59100,21.4783,19.4462,21.2385
PA14_59110,52.2209,53.8852,55.0281
PA14_59120,101.919,84.669,92.0456
PA14_59130,41.581,50.3277,38.8245
PA14_59140,29.3626,38.5701,30.7665
PA14_59150,146.424,166.559,147.337
PA14_59160,188.225,169.333,172.269
PA14_59170,513.657,432.949,519.76
PA14_59180,14.9986,12.4657,14.7236
PA14_59190,152.16,122.653,144.473
PA14_59200,19.8626,19.3375,20.507
PA14_59210,8.18591,7.60572,7.86868
PA14_59220,144.272,145.046,125.643
PA14_59230,247.788,202.551,221.254
PA14_59240,8.22821,8.72074,7.78729
PA14_59250,6.18268,6.42228,5.25106
PA14_59270,9.99631,10.5396,9.68392
PA14_59280,7.10012,7.67678,7.44584
PA14_59290,6.98094,7.67067,7.69637
PA14_59310,6.73519,6.49123,6.21284
PA14_59320,24.1912,30.4793,22.3653
PA14_59340,13.3516,14.9633,13.5654
PA14_59350,15.1253,14.8594,15.1546
PA14_59360,34.0585,29.993,36.1582
PA14_59370,130.42,137.755,125.04
PA14_59380,75.0342,105.792,78.103
PA14_59390,7222.83,6331.14,7143.3
PA14_59400,283.53,478.311,297.888
PA14_59410,277.002,443.327,264.508
PA14_59430,351.206,610.188,375.875
PA14_59440,19.6015,24.3823,18.275
PA14_59470,184.447,282.056,190.981
PA14_59480,31.3625,41.4873,32.2496
PA14_59490,51.3506,55.2479,59.1323
PA14_59500,27.5022,39.1916,30.7343
PA14_59510,48.0826,63.0883,46.8225
PA14_59520,13.2536,17.5714,14.2451
PA14_59530,5.56492,5.24184,5.12589
PA14_59540,8.88715,7.56168,9.23314
PA14_59550,528.709,499.719,445.053
PA14_59560,190.586,176.718,171.335
PA14_59570,93.4209,77.7069,89.7211
PA14_59580,142.977,125.936,137.69
PA14_59590,220.927,181.495,189.548
PA14_59600,159.867,148.797,154.865
PA14_59610,89.7042,83.6969,78.5627
PA14_59620,130.726,118.48,115.489
PA14_59630,24.0373,21.0172,20.8398
PA14_59640,19.435,17.6889,18.6295
PA14_59650,23.4739,20.8497,21.5413
PA14_59660,19.1922,20.1868,20.7715
PA14_59670,7.43113,8.75475,7.41514
PA14_59680,20.2058,20.3626,18.9305
PA14_59690,8.2526,8.72434,8.04284
PA14_59700,5.05283,5.01982,4.35846
PA14_59710,47.996,51.0258,47.9413
PA14_59720,4.39197,4.24359,4.30126
PA14_59735,5.50699,4.95517,5.5514
PA14_59750,7.96433,7.36863,7.37587
PA14_59760,32.4826,28.5077,30.4994
PA14_59770,40.0863,36.2825,36.4387
PA14_59780,32.2527,27.6839,32.0754
PA14_59790,167.316,110.747,187.862
PA14_59800,25.9706,23.7809,25.3295
PA14_59820,6.71575,5.54649,6.09822
PA14_59830,30.6191,26.5716,29.6279
PA14_59840,176.557,146.612,171.894
PA14_59845,169.884,139.754,143.063
PA14_59850,20.1016,20.01,22.0125
PA14_59860,10.5034,8.41893,9.65276
PA14_59870,27.9686,27.0041,31.5772
PA14_59880,29.8774,38.7477,28.4612
PA14_59890,18.8854,22.7875,18.2612
PA14_59900,18.3331,19.1029,18.1809
PA14_59910,21.6966,20.9381,21.4246
PA14_59920,6.91962,8.46291,7.14064
PA14_59930,10.8803,10.6143,9.24285
PA14_59940,17.8065,17.8354,17.7483
PA14_59950,63.8772,61.7399,59.0316
PA14_59960,279.737,260.441,276.275
PA14_59970,2215.16,1760.67,2271.35
PA14_59980,11.5424,11.5942,11.3231
PA14_59990,6.27009,6.96731,6.1835
PA14_60000,11.1903,11.1135,10.9348
PA14_60010,13.7415,11.9706,12.9207
PA14_60020,44.9005,36.9121,42.4887
PA14_60030,661.709,511.18,714.946
PA14_60040,434.251,387.459,410.567
PA14_60050,332.544,316.106,310.608
PA14_60060,108.792,113.4,109.841
PA14_60070,113.201,104.319,104.8
PA14_60080,128.342,117.155,124.534
PA14_60090,603.742,529.181,552.596
PA14_60100,1261.51,1114.08,1079.4
PA14_60110,537.079,507.056,497.332
PA14_60120,655.657,612.92,611.093
PA14_60130,71.9898,68.5549,70.0697
PA14_60140,110.182,116.898,102.034
PA14_60150,0,0,0
PA14_60160,212.888,185.122,251.288
PA14_60180,0,0,0
PA14_60190,331.034,211.149,261.109
PA14_60200,125.025,127.112,132.67
PA14_60210,281.263,293.79,282.688
PA14_60230,466.825,478.151,422.937
PA14_60240,73.8432,80.2353,83.9587
PA14_60250,40.1396,39.9953,39.6137
PA14_60260,82.8687,87.5402,83.6153
PA14_60270,103.938,95.915,90.4359
PA14_60280,185.393,163.806,193.195
PA14_60290,146.154,135.215,142.62
PA14_60300,156.041,150.184,148.751
PA14_60310,207.978,194.756,202.722
PA14_60320,390.284,373.762,378.957
PA14_60330,379.672,383.534,360.296
PA14_60350,693.902,677.538,673.19
PA14_60360,537.946,525.353,522.74
PA14_60370,412.425,414.483,392.06
PA14_60380,220.973,212.323,214.72
PA14_60390,51.0919,52.3506,49.0157
PA14_60400,22138,24905.8,21509.5
PA14_60410,490.508,449.08,437.884
PA14_60420,349.379,338.63,337.784
PA14_60445,413.372,396.992,391.484
PA14_60450,57016.5,56004.5,54222.4
PA14_60460,18366.7,19611.9,17805.7
PA14_60470,481.319,535.903,455.697
PA14_60480,98.3624,88.2626,93.6564
PA14_60490,68.0853,60.425,67.728
PA14_60500,584.007,671.078,588.198
PA14_60520,126.134,108.315,114.74
PA14_60530,396.056,381.491,354.672
PA14_60540,118.348,104.168,112.859
PA14_60550,207.189,206.478,195.393
PA14_60560,162.166,97.9414,235.366
PA14_60570,1890.84,1929.24,1838.15
PA14_60580,126.353,132.834,117.318
PA14_60590,136.902,132.06,141.678
PA14_60600,39.5051,38.7841,40.1346
PA14_60620,0,0,14.4898
PA14_60630,22.8209,21.8435,22.4814
PA14_60650,20.0278,21.3117,20.1133
PA14_60660,27.2558,24.5594,26.5023
PA14_60670,11.1429,12.6873,13.4624
PA14_60690,10.5072,10.0959,9.50291
PA14_60700,24.7761,16.6179,25.588
PA14_60710,51.1803,46.5594,48.1963
PA14_60730,30.1633,19.3777,24.5431
PA14_60750,121.721,76.431,103.737
PA14_60760,22.0861,17.097,22.8369
PA14_60770,25.2301,22.1221,23.7967
PA14_60780,24.2335,20.3673,24.0401
PA14_60790,45.3641,38.4097,46.222
PA14_60800,488.844,499.363,466.246
PA14_60810,64.9618,31.4275,68.9942
PA14_60820,25.8868,17.0844,23.3164
PA14_60830,24.9527,16.4212,22.394
PA14_60850,22.4047,14.8908,25.3421
PA14_60860,130.187,113.321,132.074
PA14_60870,31.765,32.5681,32.026
PA14_60890,867.777,934.375,835.708
PA14_60900,239.425,235.301,234.709
PA14_60920,175.034,189.894,163.932
PA14_60930,1999,2179.6,1814.47
PA14_60950,410.108,452.016,392.508
PA14_60960,215.221,176.598,177.023
PA14_60970,187.7,156.566,182.931
PA14_60990,93.4096,85.818,87.4567
PA14_61000,30.5674,17.3888,39.2701
PA14_61010,708.634,392.365,932.133
PA14_61020,14.9661,14.7962,15.7059
PA14_61040,30.2149,35.7455,29.9536
PA14_61050,844.155,617.251,779.957
PA14_61060,156.947,173.298,168.401
PA14_61080,61.9687,56.2212,60.0208
PA14_61090,53.9827,59.1573,54.1011
PA14_61110,59.4334,74.005,78.1396
PA14_61120,96.6847,92.6304,97.8625
PA14_61130,54.4057,62.5476,61.2146
PA14_61140,71.542,78.7678,73.8294
PA14_61150,50.9401,54.9749,52.4547
PA14_61170,14.4064,18.9282,13.226
PA14_61180,17.6984,117.615,16.6747
PA14_61190,13.7852,11.2524,12.2884
PA14_61200,14.0528,11.6629,13.2247
PA14_61210,31.7426,37.0906,33.7741
PA14_61220,71.3053,90.1742,83.8246
PA14_61250,124.159,136.066,121.892
PA14_61260,31.8253,35.1966,33.9763
PA14_61270,83.8793,79.5886,84.1162
PA14_61280,173.693,171.307,170.493
PA14_61290,458.276,439.588,446.678
PA14_61300,52.6233,53.9217,51.9994
PA14_61320,68.4,67.0269,67.9941
PA14_61330,10.8439,9.18444,10.4257
PA14_61340,50.327,38.1499,43.8249
PA14_61350,61.2716,48.6149,63.7727
PA14_61360,197.35,211.056,187.237
PA14_61370,243.531,307.378,332.18
PA14_61380,331.617,313.947,321.328
PA14_61390,455.977,466.551,441.009
PA14_61400,472.837,497.117,451.912
PA14_61410,74.9965,82.4902,74.3171
PA14_61430,365.07,357.665,322.791
PA14_61440,162.202,178.167,156.428
PA14_61450,257.585,252.558,243.145
PA14_61460,327.361,363.48,326.526
PA14_61470,198.163,220.144,179.359
PA14_61480,130.851,134.151,122.372
PA14_61500,8.10114,6.88833,6.67479
PA14_61510,10.8439,7.63417,9.84254
PA14_61520,6.31674,4.72516,5.98075
PA14_61530,7.34242,7.99105,6.62238
PA14_61540,3.20509,3.0667,3.48674
PA14_61550,9.82294,8.14433,9.02946
PA14_61560,3.25234,3.62826,3.60241
PA14_61580,107.541,112.668,109.419
PA14_61590,64.5875,60.972,69.2856
PA14_61600,37.8852,37.6556,38.5914
PA14_61610,20.8474,22.9632,24.1493
PA14_61620,20.0382,21.7222,21.1104
PA14_61640,42.9312,51.4813,44.0126
PA14_61650,1878.8,2630.64,1694.51
PA14_61660,218.795,206.425,214.283
PA14_61670,195.282,180.024,200.788
PA14_61680,273.09,286.6,280.555
PA14_61700,252.773,268.808,253.864
PA14_61710,237.485,231.061,228.221
PA14_61720,165.444,169.697,158.322
PA14_61740,174.5,189.523,167.48
PA14_61750,2830.87,1905.36,2276.26
PA14_61760,59.4854,90.1445,109.52
PA14_61770,3552.01,3571.13,3278.77
PA14_61780,9949.48,9288.78,9238.49
PA14_61790,1306.47,1272.02,1219.12
PA14_61820,1100.11,1144.09,1051.05
PA14_61830,26.6991,24.5829,84.1263
PA14_61840,198.686,152.705,176.748
PA14_61850,278.385,269.819,279.022
PA14_61860,369.425,341.22,364.244
PA14_61870,102.242,91.618,103.205
PA14_61880,131.044,132.372,122.612
PA14_61890,68.8534,100.314,94.6957
PA14_61910,4.52401,3.99755,4.92576
PA14_61920,7.73283,7.87254,6.70945
PA14_61940,10.3145,12.0966,10.384
PA14_61950,119.238,121.291,108.731
PA14_61960,129.458,140.972,125.317
PA14_61980,146.038,160.252,138.01
PA14_61990,145.481,158.754,142.668
PA14_62000,340.963,332.271,326.036
PA14_62010,80.4878,86.2515,84.4748
PA14_62020,66.5467,65.6716,59.8577
PA14_62030,81.9406,76.1353,80.6529
PA14_62040,97.9561,89.6562,89.2598
PA14_62050,0,0,0
PA14_62060,8.87728,6.53415,9.28635
PA14_62070,0,0,0
PA14_62080,0,0,0
PA14_62090,0,0,0
PA14_62100,23.1164,21.2362,21.1466
PA14_62110,31.4057,29.3331,28.9485
PA14_62120,500.882,487.845,470.885
PA14_62130,883.627,896.747,823.968
PA14_62150,518.387,530.983,485.507
PA14_62160,408.42,386.67,364.978
PA14_62170,240.618,220.766,216.619
PA14_62180,539.205,488.442,551.69
PA14_62190,222.508,241.837,240.29
PA14_62200,146.155,140.766,140.056
PA14_62230,140.816,135.231,124.42
PA14_62240,42.0229,39.2251,41.1283
PA14_62250,38.6624,31.1329,36.2635
PA14_62260,84.9423,68.1263,80.5501
PA14_62270,109.306,82.2434,115.787
PA14_62280,71.5257,54.6464,86.9119
PA14_62290,75.4661,56.2644,88.3332
PA14_62300,102.32,71.6926,125.928
PA14_62330,100.623,74.0332,135.248
PA14_62350,198.219,124.011,227.421
PA14_62360,168.787,149.528,201.907
PA14_62370,42.4015,40.6182,42.4739
PA14_62380,34.207,29.6485,34.8996
PA14_62390,1228.7,1223.39,1219.01
PA14_62400,203.439,203.529,187.667
PA14_62410,49.2022,44.3128,43.1508
PA14_62420,72.7008,68.1105,70.3962
PA14_62430,103.49,106.902,124.36
PA14_62440,185.04,211.998,187.659
PA14_62450,296.207,302.131,293.835
PA14_62470,124.257,125.291,128.877
PA14_62480,69.3601,73.8027,70.0646
PA14_62490,2897.15,2833.16,2684.16
PA14_62510,192.513,203.237,185.4
PA14_62520,273.979,302.681,306.465
PA14_62530,50.8975,52.0599,48.855
PA14_62540,115.081,111.667,111.222
PA14_62560,301.913,328.159,292.775
PA14_62570,163.333,217.19,195.864
PA14_62580,361.339,395.088,335.306
PA14_62590,231.015,273.425,227.962
PA14_62600,359.122,373.001,324.231
PA14_62620,204.149,205.546,198.459
PA14_62630,35.2896,38.0726,34.5319
PA14_62640,73.7242,72.559,76.1229
PA14_62650,67.9061,66.4663,67.2626
PA14_62660,349.932,327.875,348.274
PA14_62670,467.51,438.953,498.455
PA14_62680,6539.28,3673.18,6707.99
PA14_62690,1589.99,856.639,1534.89
PA14_62710,1323.22,1373.35,1292.93
PA14_62720,38227.5,33520.4,41297.2
PA14_62730,704.324,705.206,748.988
PA14_62740,675.506,674.565,642.527
PA14_62760,1486.88,1395.05,1424.82
PA14_62770,1348.8,1236.29,1272.46
PA14_62780,1089.75,1014.54,1018.89
PA14_62790,27.999,23.3494,87.1918
PA14_62800,8436.18,7228,9164.95
PA14_62810,4684.28,3933.96,4945.24
PA14_62830,3466.64,3134.92,3171.26
PA14_62840,628.791,590.829,574.18
PA14_62850,372.587,348.354,337.391
PA14_62860,650.925,601.898,612.264
PA14_62870,243.565,231.56,232.878
PA14_62880,1573.28,1495.13,1566.48
PA14_62890,944.011,813.458,835.649
PA14_62900,1492.9,1374,1317.92
PA14_62910,545.157,569.69,516.548
PA14_62920,351.317,381.545,341.041
PA14_62930,764.108,825.149,748.415
PA14_62940,451.486,343.057,388.546
PA14_62960,551.583,443.957,482.349
PA14_62970,2354.47,1686.67,1872.26
PA14_62990,985.535,689.9,762.423
PA14_63010,69.2929,68.5173,70.4825
PA14_63020,2041.13,1821.57,2105.09
PA14_63030,975.979,955.433,905.946
PA14_63040,312.237,267.222,287.09
PA14_63050,354.354,347.599,340.97
PA14_63060,696.487,648.663,686.04
PA14_63070,217.93,215.859,213.317
PA14_63080,16.1793,13.3083,17.9028
PA14_63090,18.1329,18.3486,17.4235
PA14_63100,13.0659,13.7388,13.126
PA14_63110,15.0782,13.4888,15.5732
PA14_63120,6.618,7.02207,6.95497
PA14_63130,8.37755,8.68156,9.44575
PA14_63150,12.849,13.5752,12.0288
PA14_63160,6.92112,6.17219,6.37187
PA14_63170,877.778,618.909,847.091
PA14_63190,44.9594,37.9886,43.738
PA14_63200,72.4066,69.3814,68.657
PA14_63210,7.1744,6.53897,7.495
PA14_63220,125.167,106.311,123.09
PA14_63230,33.2984,31.9556,38.3806
PA14_63240,117.903,98.6776,105.001
PA14_63250,13.4482,11.209,11.7824
PA14_63270,18.6512,16.9447,19.3066
PA14_63280,157.94,132.867,152.928
PA14_63290,3.33679,2.39556,3.37591
PA14_63300,190.388,189.866,187.066
PA14_63310,45.0595,54.2025,51.6647
PA14_63320,38.1987,44.8604,45.1981
PA14_63330,10.7583,11.0215,10.9866
PA14_63340,91.7143,97.2385,103.077
PA14_63350,50.6843,53.5659,48.7515
PA14_63360,47.4928,59.8003,57.0405
PA14_63370,87.5829,75.0811,72.7066
PA14_63380,69.2242,69.1083,62.8196
PA14_63390,56.09,54.4349,56.274
PA14_63410,80.1121,74.0322,76.8838
PA14_63420,477.366,428.239,452.416
PA14_63430,174.647,184.674,205.586
PA14_63440,75.9606,62.4491,71.3775
PA14_63450,186.212,163.799,188.62
PA14_63460,235.85,176.391,175.467
PA14_63470,30.1089,31.2953,35.86
PA14_63480,6.79332,6.12011,6.88367
PA14_63500,6.24149,5.12248,5.76955
PA14_63520,37.4411,39.7282,35.9744
PA14_63530,48.7307,59.7749,54.8276
PA14_63540,79.2664,99.0453,90.1353
PA14_63550,72.0444,84.8573,69.7512
PA14_63570,219.888,231.432,196.766
PA14_63580,318.348,336.094,281.535
PA14_63605,381.145,397.616,329.433
PA14_63620,6.03322,4.66316,5.42886
PA14_63640,1.84669,1.75964,1.82366
PA14_63650,67.3682,65.3559,64.3824
PA14_63660,19.0302,21.6517,20.5525
PA14_63680,14.1907,17.4637,15.4276
PA14_63700,4.03598,3.94135,4.82
PA14_63710,4.61763,3.73651,4.20155
PA14_63720,6.1118,5.41113,6.89446
PA14_63730,20.0599,22.3795,22.0645
PA14_63740,19.0314,18.9919,23.9801
PA14_63750,9.41078,9.26701,9.74823
PA14_63770,12.8098,14.2006,12.6227
PA14_63780,3.59179,4.4197,4.66606
PA14_63800,6.845,6.63743,6.80795
PA14_63820,100.812,122.157,105.199
PA14_63830,29.6042,26.6948,28.5457
PA14_63840,12.0064,10.7311,12.9065
PA14_63850,10.3456,9.1208,10.1121
PA14_63860,14.2016,12.8857,12.5349
PA14_63880,84.1618,78.5725,83.7652
PA14_63890,38.348,34.4652,35.5235
PA14_63900,40.316,33.1786,40.9496
PA14_63910,8.45831,8.48122,8.33504
PA14_63920,6.4663,5.26757,6.07548
PA14_63940,5.97311,5.62195,6.14818
PA14_63960,4.797,4.75858,4.81491
PA14_63970,17.7589,17.9706,17.7958
PA14_63990,191.147,185.504,182.734
PA14_64000,442.076,462.696,454.185
PA14_64010,119.418,120.591,122.402
PA14_64030,180.469,155.368,164.654
PA14_64050,271.543,285.077,268.226
PA14_64060,5.65932,7.01206,6.96748
PA14_64080,36.3677,38.3069,36.7606
PA14_64090,849.361,912.423,796.614
PA14_64100,1668.49,2116.51,1861.72
PA14_64110,1570.63,1654,1513.74
PA14_64120,31.3138,34.1328,30.8526
PA14_64140,240.547,276.2,244.853
PA14_64170,173.347,207.953,191.618
PA14_64180,974.748,919.111,918.761
PA14_64190,1679.36,1685.79,1559.58
PA14_64200,594.478,600.951,546.687
PA14_64220,405.192,423.944,391.072
PA14_64230,92.9242,94.1448,91.9741
PA14_64240,20.0167,20.0541,19.5885
PA14_64260,41.696,35.7492,14.6953
PA14_64270,8.71655,7.37365,8.2655
PA14_64280,1.62646,1.64496,1.81847
PA14_64290,2.30366,2.08593,2.33034
PA14_64300,4.89044,3.71634,4.73039
PA14_64310,5.15943,5.3953,4.78045
PA14_64320,78.7638,82.2996,74.8185
PA14_64335,18.0577,27.3791,22.6582
PA14_64350,76.4338,87.7576,75.9318
PA14_64360,67.6869,68.4294,60.3555
PA14_64370,102.255,109.301,95.6883
PA14_64390,54.6121,53.936,48.7393
