,PA14,PJ01,PJ01dT
PA14_16310,14.6651,14.4547,13.977
PA14_16320,131.217,127.059,120.551
PA14_16330,153.719,144.944,144.155
PA14_16340,37.5401,36.0372,37.088
PA14_16350,24.3166,25.622,22.3213
PA14_16360,131.822,144.732,130.593
PA14_16370,64.2666,67.0414,66.0797
PA14_16380,45.5778,40.126,42.1718
PA14_16390,7.1697,6.58101,7.13829
PA14_16410,10.886,10.666,11.1768
PA14_16430,132.767,129.189,130.604
PA14_16440,150.102,145.92,145.916
PA14_16450,85.6478,86.6203,85.1326
PA14_16460,80.9373,80.9742,83.3733
PA14_16470,77.6802,80.5619,80.8572
PA14_16480,99.1891,92.6665,100.422
PA14_16500,95.6169,92.1427,95.4266
PA14_16510,651.932,694.961,634.715
PA14_16530,508.682,564.586,491.2
PA14_16550,74.5924,84.1397,76.7327
PA14_16560,126.718,122.403,118.46
PA14_16580,93.0226,93.6809,85.3238
PA14_16590,92.1631,89.0159,85.7882
PA14_16600,80.8419,79.8307,78.1287
PA14_16610,211.81,227.33,205.844
PA14_16620,80.4423,92.1916,93.0443
PA14_16630,169.719,136.284,169.237
PA14_16640,252.332,189.216,243.598
PA14_16660,27.8791,25.7762,29.5652
PA14_16670,76.3593,61.0204,70.815
PA14_16680,34.1082,27.9146,28.0198
PA14_16690,36.0093,36.9716,35.3275
PA14_16700,1162.49,1105.56,1121
PA14_16710,129.198,166.322,154.255
PA14_16720,111.175,151.998,161.136
PA14_16730,115.867,115.39,110.496
PA14_16740,18.7347,17.7893,18.9662
PA14_16750,11.4881,12.0319,13.8616
PA14_16770,93.5106,110.058,104.266
PA14_16780,51.4377,53.6071,55.1119
PA14_16790,114.231,73.2432,95.4924
PA14_16800,23.2324,15.6249,23.2505
PA14_16820,40.1136,31.2014,36.3841
PA14_16830,258.384,278.996,254.323
PA14_16840,365.811,361.779,352.089
PA14_16860,98.0137,109.758,96.1729
PA14_16870,67.8223,67.3021,64.3586
PA14_16880,52.0879,52.7146,45.1965
PA14_16890,48.4887,52.3252,47.3044
PA14_16910,70.466,67.9586,66.7305
PA14_16920,93.348,102.197,103.509
PA14_16930,57.5809,75.2814,64.5903
PA14_16950,376.88,409.67,350.823
PA14_16960,113.7,134.084,124.072
PA14_16970,499.997,466.723,491.352
PA14_16980,188.524,179.212,179.988
PA14_16990,570.589,501.356,607.959
PA14_17000,10.523,9.12498,8.8395
PA14_17010,29.8527,31.5249,30.3873
PA14_17030,96.074,107.806,100.301
PA14_17040,77.5605,85.2342,75.4284
PA14_17050,716.116,754.178,689.21
PA14_17060,12083.8,12922.1,12172.9
PA14_17070,6149.04,6166.08,5821.13
PA14_17080,1115.67,1121.32,1062.58
PA14_17100,1718.21,1841.23,1681.08
PA14_17110,856.729,891.427,860.982
PA14_17120,419.769,423.259,410.913
PA14_17130,436.395,429.457,445.269
PA14_17140,329.818,327.584,315.145
PA14_17150,657.755,656.812,631.592
PA14_17170,1463.81,1399.62,1429.38
PA14_17180,750.416,733.802,750.742
PA14_17190,2065.91,2122.3,1963.08
PA14_17210,1124.35,1072.92,1122.96
PA14_17220,270.845,291.116,281.827
PA14_17230,337.724,309.211,337.723
PA14_17250,789.136,880.915,727.012
PA14_17260,338.239,352.855,328.597
PA14_17270,1186.49,1181.49,1157.83
PA14_17280,88.7685,90.4072,95.0702
PA14_17290,911.608,1014.6,913.074
PA14_17310,1006.35,1094.99,1001.88
PA14_17320,1590.53,1569.94,1479.64
PA14_17330,774.963,766.556,724.184
PA14_17340,228.027,258.559,232.481
PA14_17350,492.193,502.95,470.707
PA14_17370,90.3295,97.9779,93.5733
PA14_17380,50.9569,49.3023,51.4454
PA14_17400,146.648,144.411,131.341
PA14_17410,111.895,115.411,106.394
PA14_17420,374.902,405.888,380.156
PA14_17440,182.919,210.355,194.792
PA14_17450,394.086,427.71,371.748
PA14_17460,460.312,474.562,433.836
PA14_17470,339.929,310.481,339.256
PA14_17480,523.261,365.421,453.2
PA14_17490,882.067,899.635,669.011
PA14_17500,133.043,147.197,131.908
PA14_17510,12.4824,11.1651,10.6495
PA14_17520,79.3429,71.2586,78.9561
PA14_17530,581.258,582.26,547.479
PA14_17540,263.83,288.66,281.076
PA14_17550,95.4972,96.4855,90.3846
PA14_17570,44.9103,42.3901,44.2527
PA14_17580,36.102,25.6845,36.891
PA14_17590,671.449,682.871,606.5
PA14_17600,448.365,460.466,382.478
PA14_17610,122.524,134.78,120.564
PA14_17620,46.8097,52.3966,45.0334
PA14_17630,58.0863,63.9333,57.1046
PA14_17640,66.4288,76.663,69.9412
PA14_17650,69.0358,76.0028,74.6063
PA14_17660,46.4714,52.7079,48.9751
PA14_17670,322.325,326.578,301.216
PA14_17675,331.846,393.585,289.528
PA14_17690,87.1747,108.751,80.7627
PA14_17700,139.495,108.531,134.77
PA14_17710,334.331,312.342,324.353
PA14_17720,38.8421,37.2374,40.071
PA14_17730,7.84075,6.87928,7.5976
PA14_17740,5.01318,4.76251,5.274
PA14_17760,4.70166,5.30327,5.71016
PA14_17780,4.36537,4.15134,4.26801
PA14_17790,20.8682,20.1832,20.3359
PA14_17810,2.3285,2.14282,2.70264
PA14_17820,2.25067,1.75716,2.11455
PA14_17850,2.05643,1.94178,1.86173
PA14_17860,5.54395,5.37591,5.85004
PA14_17880,1.47448,1.46939,1.4426
PA14_17890,8.43327,8.96331,8.65016
PA14_17900,46.8821,48.9093,46.0128
PA14_17910,15.9201,15.0732,14.7943
PA14_17920,84.6559,84.4131,80.785
PA14_17930,19.9644,22.7115,21.685
PA14_17940,84.7749,92.0166,78.7624
PA14_17960,30.5822,33.5185,33.1511
PA14_17980,32.718,34.7112,33.5651
PA14_17990,90.3336,86.7232,93.2576
PA14_18010,37.8239,40.2526,38.7169
PA14_18020,48.8594,41.3389,44.7282
PA14_18040,613.578,527.708,650.012
PA14_18050,99.8607,102.561,110.903
PA14_18060,88.8166,91.8192,84.0064
PA14_18070,279.776,312.848,312.238
PA14_18080,168.167,163.412,152.749
PA14_18090,34.7312,35.227,37.6899
PA14_18100,2749.2,1673.83,3169.1
PA14_18110,25.5923,25.0826,27.6085
PA14_18120,5.34535,5.14685,4.98879
PA14_18140,2.77853,2.87481,2.62708
PA14_18150,8.26552,8.47,8.04522
PA14_18160,59.1448,61.9341,57.1462
PA14_18180,121.345,145.058,131.981
PA14_18200,17.0029,18.2076,18.8806
PA14_18210,35.1153,46.3904,41.1377
PA14_18230,78.5824,93.602,84.9851
PA14_18250,60.0898,78.6097,69.0345
PA14_18260,82.4858,103.302,90.6476
PA14_18275,58.2499,70.4701,63.5862
PA14_18300,21.9312,21.7858,19.9232
PA14_18310,5.90536,5.27498,6.54654
PA14_18320,2.55709,3.5574,3.91103
PA14_18330,1.77043,2.15519,2.24679
PA14_18340,2.29443,3.05229,2.76016
PA14_18350,5.31734,5.96715,5.63618
PA14_18360,3.77024,4.13603,4.01084
PA14_18370,4.32549,4.56749,4.67923
PA14_18380,6.85727,6.71771,6.60741
PA14_18410,9.28846,9.8122,8.73961
PA14_18430,2.38075,2.43734,2.62693
PA14_18450,4.35034,4.04753,4.08023
PA14_18470,3.1389,2.83083,2.67189
PA14_18480,1.67397,1.48525,1.63966
PA14_18500,18.5952,15.9323,16.7379
PA14_18510,3.43932,3.35378,3.67579
PA14_18520,3.325,3.59057,3.15764
PA14_18550,4.8526,4.59083,4.79396
PA14_18565,5.11816,4.34358,4.90411
PA14_18580,6.85683,5.17486,6.68811
PA14_18590,110.328,111.256,97.4856
PA14_18600,143.707,153.838,142.475
PA14_18610,115.745,149.764,123.088
PA14_18620,114.507,119.039,136.68
PA14_18630,30.9533,24.4191,28.7743
PA14_18640,6.59832,7.20388,6.94624
PA14_18650,2745.19,2865.71,2878.43
PA14_18660,52.1753,58.8531,55.6484
PA14_18670,531.347,524.55,520.45
PA14_18680,1000.25,872.363,1096.68
PA14_18690,3179.13,3225.32,2931.07
PA14_18700,294.529,311.973,294.117
PA14_18710,198.533,244.596,204.933
PA14_18720,79.1053,83.6089,83.8016
PA14_18740,519.689,519.96,471.686
PA14_18750,958.887,945.739,942.096
PA14_18760,4.67333,4.45203,4.44341
PA14_18780,3.2506,3.18236,3.19575
PA14_18790,1.96934,2.13227,2.2759
PA14_18800,21.4549,10.5514,20.779
PA14_18810,2.18686,1.45325,1.5841
PA14_18820,2.12463,2.13143,1.90572
PA14_18830,4.31255,3.52022,4.53687
PA14_18850,4.6981,5.15716,5.87244
PA14_18860,42.576,43.5512,42.9412
PA14_18870,1768.11,1645.68,1827.7
PA14_18880,173.787,180.656,162.93
PA14_18890,63.0614,64.2609,60.7675
PA14_18900,65.2236,72.9067,67.9547
PA14_18910,42.3635,49.491,44.247
PA14_18920,51.4488,70.6276,64.6817
PA14_18930,88.9367,102.769,91.3849
PA14_18950,123.591,142.537,131.519
PA14_18960,25.9655,24.0911,21.1433
PA14_18970,18.5464,17.5191,17.1961
PA14_18985,4.38451,3.87972,4.13534
PA14_19010,43.8248,47.9613,46.9512
PA14_19020,32.5406,33.9894,34.2519
PA14_19030,138.473,160.215,154.024
PA14_19050,392.615,432.921,384.372
PA14_19065,181.948,189.845,170.665
PA14_19090,562.288,565.079,519.03
PA14_19100,30.1079,5.01833,23.4196
PA14_19110,17.188,8.56595,14.5384
PA14_19120,479.008,323.44,450.404
PA14_19130,787.494,388.074,699.278
PA14_19140,128.7,97.3011,119.966
PA14_19150,46.8878,54.6853,45.8996
PA14_19160,49.4336,52.8773,48.4068
PA14_19170,160.219,170.378,152.649
PA14_19190,125.042,138.738,124.484
PA14_19205,96.799,116.906,103.402
PA14_19210,145.891,176.423,149.333
PA14_19230,85.8443,107.547,87.8385
PA14_19270,2.98845,3.23905,3.26304
PA14_19290,89.0188,103.627,93.8543
PA14_19310,28.8137,22.4643,30.3133
PA14_19320,14.7751,14.9996,14.8971
PA14_19330,186.26,184.845,167.72
PA14_19340,6.24082,5.76407,6.13551
PA14_19350,31.6251,32.8031,30.7659
PA14_19360,25.715,27.1623,26.2797
PA14_19370,40.9741,35.4152,41.4793
PA14_19380,68.6815,67.4524,74.3942
PA14_19390,31.234,43.9535,43.0658
PA14_19400,26.2657,34.3633,30.8491
PA14_19410,43.8693,43.8804,44.662
PA14_19430,18.7119,19.1508,17.2679
PA14_19450,123.143,128.251,131.819
PA14_19470,573.792,629.983,591.6
PA14_19480,106.157,92.2423,102.889
PA14_19490,137.091,104.776,132.239
PA14_19500,1.15182,1.45727,1.33329
PA14_19510,2.08026,2.20876,2.31061
PA14_19520,2.15621,2.54524,2.1298
PA14_19530,77.9302,47.4981,74.6294
PA14_19540,7.00006,6.67236,7.60918
PA14_19560,1.1247,1.47894,1.49318
PA14_19570,4.24397,4.67685,3.74394
PA14_19580,14.3676,18.5382,16.982
PA14_19590,304.009,306.536,278.292
PA14_19600,636.671,670.341,582.704
PA14_19610,719.027,735.824,640.163
PA14_19620,377.103,416.17,374.151
PA14_19630,179.248,192.747,177.591
PA14_19640,82.1304,100.054,94.7483
PA14_19650,28.5448,35.2821,36.0337
PA14_19660,569.188,534.994,525.254
PA14_19670,79.7348,82.893,81.92
PA14_19680,27.5314,21.3307,37.7214
PA14_19690,11.1777,13.0902,15.6249
PA14_19700,11.4386,12.8143,12.1309
PA14_19710,6.68125,6.88264,7.45855
PA14_19720,5.97609,7.70806,8.16025
PA14_19730,21.5652,20.0156,21.7549
PA14_19740,21.0885,19.6361,22.2359
PA14_19750,25.2736,25.0954,25.0029
PA14_19770,5.93508,7.77583,7.08488
PA14_19800,43.6609,46.3677,47.9232
PA14_19810,5.27837,4.1309,5.08777
PA14_19830,3.13687,2.88515,3.35067
PA14_19850,2.37522,2.25014,2.45116
PA14_19860,28.6692,27.6209,30.0344
PA14_19870,5.95672,4.91095,6.65323
PA14_19900,0.721058,0.724048,0.945585
PA14_19910,1.11469,0.923665,1.02984
PA14_19920,3.57195,4.01258,4.49727
PA14_19930,12.7568,14.2443,13.725
PA14_19940,31.2,42.2894,41.6787
PA14_19950,331.83,313.442,331.385
PA14_19960,55.0359,43.8043,56.6315
PA14_19970,75.7792,73.9956,83.8981
PA14_19990,35.5902,30.5363,34.3754
PA14_20000,6.28164,6.76636,11.2309
PA14_20010,6.34963,5.34825,6.57697
PA14_20020,43.3921,30.9478,42.0632
PA14_20030,1.28212,1.24272,1.86255
PA14_20040,1.6564,1.39498,1.86188
PA14_20050,2.93036,2.65765,3.38902
PA14_20060,25.2825,19.9501,22.5148
PA14_20070,65.8719,61.8536,71.5269
PA14_20080,41.9548,49.7832,46.3501
PA14_20100,18.7836,19.7681,19.2763
PA14_20110,21.0832,22.7438,21.6124
PA14_20120,118.118,113.689,120.188
PA14_20130,53.0347,46.8345,50.0952
PA14_20140,846.773,808.217,818.977
PA14_20150,20.9563,24.5017,26.5372
PA14_20170,4.78473,5.55852,5.35548
PA14_20180,1.8228,2.32778,2.94353
PA14_20190,3.48588,3.44625,3.77467
PA14_20200,3.74888,3.6042,3.70292
PA14_20230,3.0181,2.59801,3.17519
PA14_20240,10.9626,11.5427,10.1729
PA14_20250,27.4322,24.773,23.7711
PA14_20260,32.7386,40.4425,38.5552
PA14_20270,7.62035,7.40855,8.75283
PA14_20280,85.543,84.868,90.8004
PA14_20290,2556.73,2194.42,2661.98
PA14_20300,3.9918,4.02687,4.44479
PA14_20320,3.30969,3.14512,3.21614
PA14_20330,1.86162,1.7171,2.02926
PA14_20350,4.4932,4.07545,3.64764
PA14_20360,8.27603,10.3441,11.2963
PA14_20370,4.96901,5.27794,6.21068
PA14_20380,3.78427,3.77881,4.06983
PA14_20390,3.35141,3.28242,3.81113
PA14_20400,2.19761,2.82225,2.73799
PA14_20420,4.4687,3.96848,4.79613
PA14_20430,6.63935,6.85531,7.53902
PA14_20440,70.1641,69.1762,70.3721
PA14_20450,36.4243,38.8154,38.4368
PA14_20460,278.06,239.125,241.566
PA14_20470,423.907,370.61,392.978
PA14_20480,138.658,104.058,122.713
PA14_20491,13.7917,15.5604,14.7116
PA14_20500,26.6991,34.7564,113.106
PA14_20510,76.7693,72.7323,71.8311
PA14_20520,19.5382,17.8734,17.9111
PA14_20530,126.132,111.924,103.133
PA14_20550,24.6875,23.4955,24.0062
PA14_20560,43.8723,41.7133,42.6979
PA14_20570,11.0436,12.1108,10.5147
PA14_20580,14.1712,14.4121,13.4708
PA14_20590,21.0598,18.7218,18.0132
PA14_20600,72.2433,62.8548,68.0441
PA14_20610,76.4333,61.4382,69.0866
PA14_20620,8.42375,9.94633,9.25545
PA14_20630,19.7419,21.4644,19.93
PA14_20640,14.0035,18.3291,16.3605
PA14_20650,45.9644,61.0371,51.8983
PA14_20670,109.505,134.334,103.732
PA14_20680,19.5375,20.6907,20.2886
PA14_20690,63.4935,67.5263,59.68
PA14_20700,237.46,244.822,228.29
PA14_20720,523.456,580.941,516.936
PA14_20730,1550.21,1772.6,1680.43
PA14_20740,129.203,116.047,114.136
PA14_20750,721.123,652.851,636.229
PA14_20760,331.777,307.355,300.553
PA14_20770,401.057,333.331,412.258
PA14_20780,43.3353,36.3285,41.0511
PA14_20800,305.959,265.97,315.115
PA14_20810,211.307,212.871,212.815
PA14_20820,35.7605,36.6213,38.453
PA14_20840,22.825,21.3024,22.66
PA14_20850,288.603,239.221,289.104
PA14_20860,27.129,33.1307,29.854
PA14_20870,31.1838,34.5533,29.991
PA14_20880,107.794,104.504,104.747
PA14_20890,58.3494,31.1707,70.7449
PA14_20900,7.77656,3.88998,7.2507
PA14_20920,13.4172,3.53251,10.1642
PA14_20940,86.4981,12.4553,67.0293
PA14_20950,16.6678,4.26013,14.0628
PA14_20960,34.5405,5.24297,27.1119
PA14_20970,18.1042,5.4729,16.3873
PA14_20980,12.803,2.83265,10.1978
PA14_21000,11.0383,2.93392,10.449
PA14_21010,9.90127,1.70397,10.0113
PA14_21020,11.6525,2.90757,10.8977
PA14_21030,262.493,66.0444,211.053
PA14_21040,11.1054,6.72051,10.0762
PA14_21050,8.55265,8.09304,8.55007
PA14_21060,11.4997,12.0698,11.8714
PA14_21070,76.9025,76.8887,81.2888
PA14_21080,24.4175,23.3857,22.7705
PA14_21090,2.29717,2.24364,2.48322
PA14_21110,4.32657,4.13212,4.38638
PA14_21120,12.677,9.40828,11.5796
PA14_21130,30.687,29.7057,32.7761
PA14_21140,32.2871,38.4295,39.4925
PA14_21150,45.8134,61.3945,54.5085
PA14_21160,70.4769,93.7586,81.6346
PA14_21175,345.038,366.897,320.155
PA14_21180,44.1215,47.8637,46.9932
PA14_21190,8.58873,7.93355,7.71492
PA14_21210,67.5461,70.3527,57.7366
PA14_21220,1171.2,677.636,1141.74
PA14_21230,239.56,275.37,248.116
PA14_21240,43.7789,59.4957,57.895
PA14_21250,42.4726,41.806,42.3106
PA14_21260,3995.73,2810.83,5586.9
PA14_21280,15.4237,16.8948,18.0884
PA14_21290,22.3241,19.7944,20.3762
PA14_21300,12.057,13.4681,13.0645
PA14_21310,290.528,306.372,287.044
PA14_21320,62.4974,78.5266,71.6934
PA14_21340,37.7851,35.4203,34.8162
PA14_21370,416.213,430.541,399.399
PA14_21380,27.2212,28.3462,28.1866
PA14_21400,75.1411,78.3495,76.4472
PA14_21410,6.95405,5.86535,6.28617
PA14_21440,417.33,451.206,419.48
PA14_21450,7.5929,8.77932,8.27659
PA14_21460,7.20221,7.76161,7.2485
PA14_21470,9.12541,8.74633,8.52477
PA14_21480,16.1287,15.2146,14.7227
PA14_21490,28.4065,26.7161,27.4284
PA14_21510,23.4542,21.9476,23.6904
PA14_21520,56.0658,59.2859,56.5291
PA14_21530,17.8328,21.3315,19.8048
PA14_21540,260.741,291.838,268.732
PA14_21550,224.158,238.83,229.98
PA14_21560,369.571,352.555,385.763
PA14_21570,101.411,87.0363,99.2193
PA14_21580,27.3555,27.1794,26.7636
PA14_21590,8.26195,9.66522,8.33953
PA14_21600,8.32805,7.82357,7.68415
PA14_21610,15.8542,14.5727,15.868
PA14_21620,2.32454,2.39882,2.38748
PA14_21630,116.709,55.3422,121.461
PA14_21640,26.3061,20.6193,22.7174
PA14_21650,72.385,68.5985,69.3507
PA14_21660,43.317,35.6602,38.9025
PA14_21670,28.0089,24.692,29.4966
PA14_21680,8.68222,7.26038,9.46148
PA14_21690,14.487,13.1173,14.4291
PA14_21700,45.4591,53.427,44.8422
PA14_21710,160.104,178.015,171.804
PA14_21720,44.0656,49.2386,46.4554
PA14_21730,254.445,220.928,289.746
PA14_21750,65.3538,60.3656,71.1489
PA14_21760,25015.8,24309.5,23792.6
PA14_21770,95.8892,100.865,106.292
PA14_21780,45.8718,50.5212,43.5613
PA14_21790,167.896,182.695,142.332
PA14_21800,0,0,0
PA14_21810,0,0,0
PA14_21820,1160.73,1108.63,1054.11
PA14_21830,53.1344,46.766,48.77
PA14_21840,52.9224,44.1033,53.8271
PA14_21850,102.711,133.91,124.026
PA14_21860,73.7678,76.8325,81.123
PA14_21870,22.8205,21.554,22.0791
PA14_21880,321.606,318.961,291.641
PA14_21890,91.9289,90.2886,84.9927
PA14_21900,177.771,175.128,163.234
PA14_21910,12.639,10.7966,10.8258
PA14_21920,6.58128,6.71221,6.49235
PA14_21930,4.87221,4.492,4.48551
PA14_21940,4.29192,4.03401,3.81198
PA14_21960,6.51986,4.75506,5.77326
PA14_21970,10.1244,10.4424,10.8172
PA14_21980,85.9478,84.9673,84.8129
PA14_21990,152.533,169.517,154.378
PA14_22000,119.843,140.971,120.651
PA14_22010,3916.53,3785.58,3972.15
PA14_22020,1081.93,1082.15,989.944
PA14_22040,157.909,193.854,177.204
PA14_22050,82.2489,86.6397,82.5776
PA14_22060,53.5382,58.3154,54.5023
PA14_22075,280.912,243.073,278.763
PA14_22080,88.9485,66.0764,88.2001
PA14_22090,62.8117,56.297,59.5677
PA14_22100,10.3561,10.1372,10.4944
PA14_22110,12.0412,10.6604,12.6685
PA14_22120,9.75532,8.8849,9.87407
PA14_22130,5.60127,4.99158,5.34821
PA14_22140,10.3217,9.49282,10.8897
PA14_22160,9.64586,8.98771,8.04725
PA14_22180,916.561,1037.3,872.284
PA14_22190,228.513,218.009,216.823
PA14_22210,30.5856,31.8658,27.5506
PA14_22220,97.0883,95.9739,102.577
PA14_22230,145.233,133.259,129.296
PA14_22240,25.5742,27.6754,24.7385
PA14_22250,16.8328,16.9781,17.7472
PA14_22260,27.5177,26.5289,28.7375
PA14_22270,159.531,153.471,161.826
PA14_22280,149.045,163.762,152.328
PA14_22290,69.5936,76.496,68.2522
PA14_22310,63.1417,66.0371,61.3753
PA14_22320,46.9644,33.8767,40.387
PA14_22330,14.4614,13.6745,14.7292
PA14_22340,144.824,157.528,140.084
PA14_22350,32.57,37.7497,31.3054
PA14_22370,26.5588,29.4677,28.1754
PA14_22380,20.8328,21.9083,20.7554
PA14_22400,169.192,177.244,135.209
PA14_22410,59.9329,158.937,56.5536
PA14_22420,137.298,2878.16,86.7486
PA14_22440,85.7416,88.8515,84.3354
PA14_22450,307.445,316.609,282.352
PA14_22460,66.3536,72.5441,64.7545
PA14_22470,66.9461,75.2656,67.7678
PA14_22480,304.225,288.09,311.031
PA14_22490,9.35857,11.4397,10.3103
PA14_22500,11.2006,9.80656,9.57477
PA14_22510,16.1167,13.6627,12.4907
PA14_22520,14.2332,14.255,14.1297
PA14_22530,31.3431,30.8212,29.5942
PA14_22540,31.8242,28.4229,26.6977
PA14_22550,53.3982,50.0886,49.6623
PA14_22560,42.3311,43.9883,41.1381
PA14_22570,125.853,132.015,133.354
PA14_22580,33.9556,41.5716,42.2368
PA14_22590,3.09139,2.85004,2.9987
PA14_22600,18.8808,20.093,21.0505
PA14_22620,57.0832,62.2429,58.072
PA14_22630,28.1672,25.8645,27.0852
PA14_22640,92.3954,93.701,94.3799
PA14_22650,114.868,128.728,119.187
PA14_22660,106.787,115.75,106.281
PA14_22670,84.9974,95.3112,86.5061
PA14_22680,121.653,135.296,126.899
PA14_22690,80.1293,84.6466,75.7686
PA14_22700,30.915,31.7547,33.8785
PA14_22710,88.3314,108.384,100.953
PA14_22720,77.4028,101.427,96.3694
PA14_22730,22.8165,25.5643,24.8294
PA14_22740,39.8539,46.5985,39.057
PA14_22760,72.188,82.0405,77.4713
PA14_22770,250.589,243.168,243.707
PA14_22780,842.197,883.478,808.256
PA14_22800,499.601,509.57,470.891
PA14_22820,53.1858,55.8925,57.2249
PA14_22830,98.5268,101.201,98.829
PA14_22840,72.0561,72.4003,69.2942
PA14_22860,93.4675,94.94,93.8794
PA14_22870,132.721,140.021,131.482
PA14_22880,140.348,175.586,164.514
PA14_22890,73.5962,75.671,72.9156
PA14_22910,69.4786,70.9072,71.073
PA14_22930,113.844,119.586,121.561
PA14_22940,112.172,111.075,116.245
PA14_22960,27.3895,28.9267,28.3322
PA14_22980,324.276,374.772,279.693
PA14_22990,52.2346,66.5342,47.9771
PA14_23000,55.8843,67.7205,50.9373
PA14_23010,105.269,127.537,93.6859
PA14_23030,47.5698,54.3017,43.1897
PA14_23050,201.734,180.704,202.567
PA14_23060,124.24,121.913,122.724
PA14_23070,113.227,113.971,114.959
PA14_23080,36.4289,47.6894,48.0798
PA14_23090,79.4486,86.5195,86.3005
PA14_23100,69.4458,64.8558,66.174
PA14_23110,300.278,305.246,300.772
PA14_23120,107.379,95.2191,105.159
PA14_23130,45.0052,41.1708,42.1358
PA14_23160,7.19252,8.00401,7.37951
PA14_23170,5.86595,7.43909,6.79082
PA14_23190,12.5993,14.0504,11.6286
PA14_23200,152.208,167.503,146.742
PA14_23210,109.165,125.262,108.613
PA14_23220,168.272,174.85,166.042
PA14_23240,92.4552,106.657,98.1477
PA14_23250,163.482,177.431,161.913
PA14_23260,670.316,697.828,627.736
PA14_23270,628.768,668.401,596.222
PA14_23280,561.968,589.676,534.97
PA14_23290,312.843,326.896,300.775
PA14_23310,303.651,304.914,287.804
PA14_23320,353.095,399.963,380.947
PA14_23330,0,0,0
PA14_23340,2681.55,2108.82,3003.58
PA14_23350,854.176,822.545,786.585
PA14_23360,464.566,437.101,415.634
PA14_23370,1286.66,1200.18,1148.06
PA14_23380,788.067,740.243,685.217
PA14_23390,479.596,454.617,388.6
PA14_23400,426.996,370.141,382.982
PA14_23410,341.754,293.563,270.677
PA14_23420,827.603,808.536,746.518
PA14_23430,791.716,795.007,722.768
PA14_23440,960.555,938.966,880.491
PA14_23450,681.942,668.642,643.828
PA14_23460,414.225,440.939,356.531
PA14_23470,362.366,328.762,339.472
PA14_23480,139.131,134.607,132.82
PA14_23490,0,0,0
PA14_23500,567.396,625.158,584.557
PA14_23510,89.1883,92.8386,83.8764
PA14_23520,18.6195,18.4246,18.0201
PA14_23530,8.06281,9.24726,8.55377
PA14_23540,33.033,31.6569,34.5378
PA14_23560,408.941,431.436,393.959
PA14_23570,0,0,0
PA14_23580,0,0,0
PA14_23590,24.4896,21.4705,24.213
PA14_23610,15.0768,12.4991,13.6357
PA14_23620,98.1201,102.116,92.2603
PA14_23630,142.863,135.208,131.82
PA14_23640,145.297,134.08,137.842
PA14_23650,38.7682,42.7053,40.3474
PA14_23670,29.9485,31.7816,31.3169
PA14_23680,477.747,257.619,344.425
PA14_23690,12.973,11.2562,12.1292
PA14_23700,45.5235,46.313,45.1058
PA14_23720,129.14,121.328,114.025
PA14_23730,44.0986,43.0739,40.5917
PA14_23750,45.0601,46.2064,42.552
PA14_23760,73.6444,77.498,69.1416
PA14_23770,24.5335,29.1364,25.7683
PA14_23790,61.5164,66.7179,59.6558
PA14_23800,366.07,357.151,332.172
PA14_23810,152.936,158.86,147.982
PA14_23830,452.411,458.388,448.118
PA14_23840,184.204,183.646,175.455
PA14_23850,490.241,437.354,472.598
PA14_23860,693.637,750.729,678.427
PA14_23880,362.928,365.634,364.405
PA14_23890,224.109,264.085,239.889
PA14_23900,200.372,204.339,201.709
PA14_23920,408.879,444.793,389.943
PA14_23930,325.333,342.393,321.522
PA14_23950,325.153,309.105,305.328
PA14_23970,195.254,167.201,186.423
PA14_23980,192.516,179.495,209.513
PA14_23990,91.0289,84.459,91.668
PA14_24010,52.7971,47.3842,53.1375
PA14_24020,387.337,328.716,352.229
PA14_24040,129.402,106.819,125.287
PA14_24050,154.302,136.322,148.392
PA14_24060,107.721,84.618,98.6635
PA14_24070,59.16,50.8822,56.4017
PA14_24080,45.9019,39.7489,47.4541
PA14_24100,44.0382,38.2149,50.3697
PA14_24110,0,0,0
PA14_24120,0,0,0
PA14_24130,0,0,0
PA14_24140,68.3956,74.2334,74.4603
PA14_24150,82.5773,86.8874,84.4779
PA14_24170,14.4846,15.3501,14.2091
PA14_24180,31.5869,28.4905,34.156
PA14_24190,22.9679,23.0392,22.3957
PA14_24210,6.67807,8.34963,7.83575
PA14_24220,118.723,120.483,114.904
PA14_24230,76.3732,85.0098,76.553
PA14_24240,87.4674,81.0967,78.6442
PA14_24245,624.495,614.025,587.997
PA14_24260,164.496,176.119,161.83
PA14_24270,195.203,210.375,193.77
PA14_24290,117.542,127.433,116.521
PA14_24300,73.766,87.4308,80.2087
PA14_24310,48.0602,58.4556,51.0874
PA14_24330,37.4579,41.1347,35.9268
PA14_24340,31.4028,32.1033,30.662
PA14_24350,35.5614,46.7258,36.9297
PA14_24360,4.72009,4.89112,4.75469
PA14_24370,32.514,37.2194,37.498
PA14_24380,26.2389,30.3513,27.6379
PA14_24390,25.7982,30.1283,28.6382
PA14_24400,28.9908,32.3435,30.7554
PA14_24410,22.1292,31.4114,29.7466
PA14_24420,46.7574,56.8683,51.6237
PA14_24430,147.612,155.316,152.115
PA14_24440,28.3457,24.973,27.3652
PA14_24445,312.089,337.028,298.717
PA14_24480,5.42859,5.13604,5.32295
PA14_24490,2.96474,2.88836,3.5352
PA14_24500,5.17789,5.57244,6.43653
