,PAO1161 EV_1,PAO1161 EV_2,PAO1161 EV_3,PAO1161_PA3027_1,PAO1161_PA3027_2,PAO1161_PA3027_3
D3C65_00935,4.36988619573845,3.80130572374316,4.13731320421266,5.42102335087533,5.43667454970829,4.82561193198963
D3C65_00940,44.6699477786598,43.0814648690892,47.9441588958762,32.6687986144855,29.7418078307571,27.6025002509807
D3C65_00945,11.4102583999837,12.0950636664555,10.099911645578,5.42102335087533,6.71589209081613,5.40468536382839
D3C65_00950,45.2768764169568,41.9295540437125,42.9550459143256,23.2533370050705,25.5843508221567,24.7071330917869
D3C65_00955,52.8027915318397,52.9878979673289,51.8381007351351,19.4015572557643,21.5867960061947,22.3908393644319
D3C65_00960,39.5717472169649,41.4687897135618,38.8177327101129,28.9596773744129,24.9447420516028,30.3048429328949
D3C65_00965,26.3407029020901,23.7293630027604,29.9346778893034,24.8225806066397,20.4674806577253,18.3373253415606
D3C65_00970,8.2542294808393,8.40894902525003,9.85654028062429,8.55951055401368,7.51540305400853,6.17678327294673
D3C65_00975,12.5027299489184,10.5975795934658,10.4649686930085,15.6924360156917,14.2312951448247,11.7744931140547
D3C65_00980,3.88434328510085,3.91649680628084,3.16382774439792,4.4224137862404,6.07628332026221,4.63258745471005
D3C65_00985,3.52018610212264,5.06840763165755,4.38068456916635,4.13709676777328,6.39608770553917,5.79073431838756
D3C65_00990,4.24850046807905,3.11015922851713,4.01562752173582,5.27836484164177,3.99755481596198,4.24653850015088
D3C65_01000,2.67048600850683,1.84305732060275,1.7035995546758,2.42519465697054,2.55843508221567,2.89536715919378
D3C65_01010,6.43344356594828,5.41398087927057,4.62405593412004,3.85177974930615,3.8376526233235,2.50931820463461
D3C65_01015,6.43344356594828,4.72283438404454,5.35417002898109,9.5581201186486,13.2718819889938,10.8093707276568
D3C65_01025,2.30632882552863,1.6126751555274,2.31202796706002,2.99582869390479,5.59657674234677,5.2116608865488
D3C65_01030,2.91325746382564,3.57092355866782,4.13731320421266,5.70634036934245,4.95696797179286,5.79073431838756
D3C65_01035,2.30632882552863,2.53420381582878,3.16382774439792,5.1357063324082,4.79706577915438,3.86048954559171
D3C65_01040,74.0452938722349,73.2615284939592,59.6259844136531,38.9457730207622,36.1378955362963,40.5351402287129
D3C65_01045,11.6530298553025,13.5925477394453,10.3432830105317,6.13431589704313,6.87579428345461,9.07215043214051
D3C65_01050,31.1961320084662,30.9864012026337,24.5805078603223,20.8281423480999,22.7061113546641,22.1978148871523
D3C65_01060,2.91325746382564,2.18863056821576,2.43371364953686,4.4224137862404,5.43667454970829,4.43956297743046
D3C65_01065,1.69940018723162,2.76458598090412,2.5553993320137,2.42519465697054,3.03814166013111,2.50931820463461
D3C65_01070,58.3865350041721,65.7741081290105,59.0175560012689,16.8337040895602,23.025915739941,22.1978148871523
D3C65_01075,87.3977239147691,85.241401077877,97.5919173464281,53.639599471819,68.7579428345461,67.3655425705753
D3C65_01080,1.69940018723162,1.72786623806507,2.19034228458318,1.8545606200363,2.23863069693871,1.73722029551627
D3C65_01085,1.69940018723162,3.11015922851713,2.92045637944423,2.42519465697054,2.39853288957719,2.12326925007544
D3C65_01100,5.21958628935427,4.03168788881851,7.30114094861058,4.27975527700684,5.75647893498525,5.40468536382839
D3C65_01105,20.1500307914607,21.0799681043939,21.2949944334475,14.6938264510568,14.8709039153786,15.6349826596464
D3C65_01110,9.83224394041152,7.83299361256167,10.3432830105317,5.99165738780957,4.95696797179286,6.36980775022632
D3C65_01115,3.27741464680384,2.30382165075343,2.79877069696739,2.28253614773698,0.479706577915438,1.3511713409571
D3C65_01125,4.24850046807905,2.87977706344179,3.28551342687476,3.42380422160547,3.03814166013111,3.47444059103254
D3C65_01130,3.52018610212264,2.64939489836645,1.94697091962949,2.85317018467122,2.87823946749263,4.24653850015088
D3C65_01140,3.88434328510085,2.4190127332911,1.7035995546758,3.28114571237191,2.87823946749263,2.89536715919378
D3C65_01145,2.67048600850683,2.4190127332911,3.77225615678214,3.70912124007259,3.19804385276959,2.12326925007544
D3C65_01150,6.67621502126708,5.52917196180824,6.69271253622637,4.99304782317464,3.99755481596198,5.2116608865488
D3C65_01155,14.0807444084906,16.0115604727364,15.5757673570359,12.8392658310205,13.7515885669092,12.9326399777322
D3C65_01160,17.9650876935914,16.3571337203494,18.7395951014338,13.5525583771883,11.353055677332,11.5814686367751
D3C65_01170,4.49127192339786,5.29878979673289,6.57102685374953,2.99582869390479,3.19804385276959,2.50931820463461
D3C65_01180,3.64157182978205,3.34054139359248,6.69271253622637,1.71190211080273,1.75892411902327,2.89536715919378
D3C65_01185,2.30632882552863,2.4190127332911,1.94697091962949,1.99721912926986,0.959413155830876,1.54419581823668
D3C65_01190,18.8147877872072,16.8178980505001,19.9564519262023,14.4085094325897,19.028360923979,19.6884966825177
D3C65_01195,5.09820056169486,7.37222928241098,6.44934117127268,5.27836484164177,6.87579428345461,5.2116608865488
D3C65_01200,34.5949323829294,37.7826750723563,36.6273904255298,27.2477752636102,34.8586779951885,31.4629897965724
D3C65_01205,7.52591511488289,10.5975795934658,7.9095693609948,9.13014459094792,8.31491401720092,9.2651749094201
D3C65_01210,6.67621502126708,5.87474520942125,6.08428412384215,4.56507229547396,4.15745700860046,4.82561193198963
D3C65_01215,11.7744155829619,11.8646815013802,13.1420537074991,9.98609564634929,9.75403375094723,8.49307700030176
D3C65_01220,4.12711474041965,4.95321654911988,5.11079866402741,3.13848720313835,3.67775043068502,3.08839163647337
D3C65_01225,27.5545601786841,22.0014967646953,26.1624217325213,19.9721912926986,18.2288499607866,18.144300864281
D3C65_01230,16.1443017787004,17.5090445457261,13.8721678023601,15.6924360156917,13.9114907595477,15.828007136926
D3C65_01235,9.46808675743332,11.5191082537672,10.830025740439,9.98609564634929,8.31491401720092,6.36980775022632
D3C65_01240,16.3870732340192,11.7494904188425,17.7661096416191,22.5400444589027,18.0689477681482,19.6884966825177
D3C65_01245,3.76295755744145,4.49245221896919,4.01562752173582,1.99721912926986,3.19804385276959,1.93024477279585
D3C65_01250,3.76295755744145,5.41398087927057,5.35417002898109,4.56507229547396,3.19804385276959,2.89536715919378
D3C65_01255,39.3289757616461,38.934585897733,34.5587338234234,29.9582869390479,30.2215144086726,31.656014273852
D3C65_01260,3.39880037446324,3.22535031105481,2.92045637944423,1.99721912926986,1.43911973374631,3.08839163647337
D3C65_01265,4.12711474041965,2.53420381582878,2.31202796706002,3.28114571237191,3.35794604540806,3.47444059103254
D3C65_01270,18.3292448765696,12.0950636664555,14.1155391673138,13.980533904889,15.8303170712094,14.6698602732485
D3C65_01285,5.58374347233247,5.52917196180824,4.13731320421266,5.42102335087533,4.79706577915438,1.73722029551627
D3C65_01290,40.7856044935589,44.1181846119282,38.3309899802056,36.9485538914924,34.378971417273,35.1304548648845
D3C65_01295,1.82078591489102,3.80130572374316,2.06865660210633,3.13848720313835,3.8376526233235,4.43956297743046
D3C65_01300,4.73404337871666,5.29878979673289,4.62405593412004,6.13431589704313,6.71589209081613,6.17678327294673
D3C65_01305,27.0690172680465,21.5407324345446,25.4323076376602,31.8128475590842,28.4625902896493,30.6908918874541
D3C65_01310,3.52018610212264,3.91649680628084,6.81439821870321,2.71051167543766,2.87823946749263,2.7023426819142
D3C65_01315,24.5199169871991,19.3521018663288,23.1202796706002,20.2575083111657,24.3051332810488,21.0396680234748
D3C65_01320,20.1500307914607,21.6559235170823,21.5383657984012,15.9777530341589,17.2694368049558,15.0559092278077
D3C65_01325,19.4217164255042,22.9230254249967,25.6756790026139,15.6924360156917,15.5105126859325,13.8977623641301
D3C65_01335,5.94790065531067,6.9114649522603,4.98911298155057,4.56507229547396,5.91638112762373,5.98375879566715
D3C65_01340,22.6991310723081,22.2318789297706,19.4697091962949,17.4043381264945,16.1501214564864,21.8117659325931
D3C65_01345,25.4910028084743,28.2218152217295,21.5383657984012,22.6827029681362,26.5437639779876,25.6722554781849
D3C65_01350,53.0455629871585,42.7358916214762,39.9129038524045,34.5233592345218,41.4146678933661,34.5513814330458
D3C65_01355,17.4795447829538,18.5457642885651,17.7661096416191,11.1273637202178,15.5105126859325,7.33493013662424
D3C65_01360,32.4099892850602,37.4371018247433,34.923790870854,25.678531662041,35.4982867657424,27.4094757737011
D3C65_01365,98.2010536764558,94.6870698459661,98.6870884887197,71.6145716352477,86.5070862174173,83.77262313934
