Id,WT.1,WT.2,WT.3,X13.1,X13.2,X13.3,X14.1,X14.2,X14.3,X15.1,X15.2,X15.3
GALLO_RS06000,8739,12438,9589,8880,10251,8052,8765,9997,7646,8572,14100,6931
GALLO_RS06005,3975,5762,4159,3963,4668,3822,3838,4456,3395,3804,6551,3118
GALLO_RS06010,26622,31244,29200,31837,27425,24784,32291,25993,27287,31011,38995,23740
GALLO_RS06015,10090,13271,10656,10899,11058,8768,10642,11001,9465,10704,16033,8628
GALLO_RS06020,9232,12412,9720,10460,10101,8050,10092,10285,8489,9780,14799,8082
GALLO_RS06025,6230,8602,6755,7041,7221,5731,6687,7080,5778,6603,10179,5411
GALLO_RS06030,6857,9028,6706,7717,7502,6030,7574,7377,6429,7701,10891,5943
GALLO_RS06035,7017,8721,5916,7687,7123,5897,7116,7201,5402,7161,9667,5204
GALLO_RS06040,8744,10858,6891,9746,8946,7378,8462,8475,6334,8379,11127,5787
GALLO_RS06045,2199,2933,2746,2028,2169,1995,2261,2233,2347,2088,3165,2024
GALLO_RS06050,347,426,492,270,635,491,261,472,321,310,698,691
GALLO_RS06055,12494,26597,16340,8963,18287,13945,7570,19603,10323,7666,22053,11419
GALLO_RS06060,2409,4940,2911,1891,3458,2709,1476,3620,1804,1299,3676,1813
GALLO_RS06065,989,1510,1380,942,1263,1073,836,1074,949,779,1565,1104
GALLO_RS06070,1302,1647,1364,1002,1336,1149,978,1377,1101,1003,1715,1041
GALLO_RS06075,2262,2758,2397,3027,2391,2223,2971,2186,2358,2918,3573,2174
GALLO_RS06080,3370,3726,3297,4309,3376,3111,4103,3100,3259,3676,4563,2999
GALLO_RS06085,880,1115,1002,923,1021,873,1065,899,971,939,1252,896
GALLO_RS06090,2644,3165,3041,2542,2730,2347,2937,2608,2694,2656,3801,2293
GALLO_RS06095,3893,4777,3398,4004,3758,2857,4085,4023,3031,3842,5542,2744
GALLO_RS06100,3160,4000,2652,3101,3114,2560,2952,3275,2443,2776,4187,2199
GALLO_RS06105,4773,7457,5491,4008,5917,4279,3917,6169,4116,3869,8261,4166
GALLO_RS06110,533,840,662,457,660,498,455,606,510,383,820,388
GALLO_RS06115,508,758,523,464,613,399,513,569,422,447,851,440
GALLO_RS06120,1768,2347,1670,1648,1868,1347,1547,1968,1218,1462,2460,1222
GALLO_RS06125,2756,2641,2075,2616,2556,1802,2146,2046,1387,1912,2875,1862
GALLO_RS06130,6686,9653,7779,5244,8627,5489,5282,7966,6088,5171,12353,5333
GALLO_RS06135,2456,3195,2467,1612,2863,1785,1751,2697,2073,1731,4258,1908
GALLO_RS06140,1812,2674,1896,1184,2126,1345,1348,2070,1615,1445,3748,1528
GALLO_RS06145,7712,11863,8654,5675,9881,6287,5830,9537,6768,5650,14694,5908
GALLO_RS06150,7533,11634,7791,5150,9411,5440,4906,9140,5545,4869,13550,5065
GALLO_RS06155,7245,11610,6940,5612,9274,4604,5593,8792,3298,5619,11650,3539
GALLO_RS06160,1396,2172,1172,1027,1643,875,1021,1701,534,1002,2140,581
GALLO_RS06165,131,136,109,153,126,92,181,118,88,163,233,119
GALLO_RS06170,5920,11604,7510,6063,8991,9758,3710,8590,4876,3683,9134,4998
GALLO_RS06175,198,413,469,181,342,301,187,347,263,166,449,300
GALLO_RS06180,135,247,213,146,179,103,144,174,135,125,246,151
GALLO_RS06185,17,14,23,18,18,18,16,12,21,14,20,22
GALLO_RS06190,19,9,36,20,12,20,16,11,30,17,31,25
GALLO_RS06195,19,18,21,21,17,17,14,16,19,12,11,19
GALLO_RS06200,5,2,13,5,3,8,10,3,4,7,10,8
GALLO_RS06205,3,6,9,10,12,12,8,6,15,8,11,9
GALLO_RS06210,8,6,9,12,11,11,12,8,9,10,7,10
GALLO_RS06215,3,6,12,13,1,11,9,1,3,9,6,4
GALLO_RS06220,379,472,633,466,428,516,573,423,572,538,679,499
GALLO_RS06225,82,111,112,104,99,92,124,106,86,128,161,100
GALLO_RS06230,9075,11581,10800,10866,9799,9244,9945,9298,9450,9658,13978,8014
GALLO_RS06235,8,15,6,7,12,3,10,9,6,8,10,11
GALLO_RS06240,13,13,12,7,13,9,9,6,9,7,11,9
GALLO_RS06245,219,266,243,216,255,175,252,251,248,252,298,221
GALLO_RS06250,924,754,814,1130,683,679,1483,655,1143,1250,1050,809
GALLO_RS06255,10,19,7,13,7,11,9,14,12,8,19,17
GALLO_RS06260,8,18,6,10,11,13,11,8,8,6,15,8
GALLO_RS06265,233,313,223,234,217,194,232,248,215,240,334,191
GALLO_RS06270,357,405,277,423,311,270,368,355,282,302,427,257
GALLO_RS06275,909,1012,942,995,820,781,1035,781,903,939,1215,699
GALLO_RS06280,3380,4087,3495,3444,3156,2961,3810,3499,3715,3801,5066,3311
GALLO_RS06285,521,740,424,347,582,300,397,643,287,350,845,275
GALLO_RS06290,306,543,255,239,370,207,183,363,182,223,460,149
GALLO_RS06295,26,23,25,36,18,24,31,33,20,27,35,25
GALLO_RS06300,1909,2270,3693,3071,2034,3074,3109,1941,4120,3042,3370,3390
GALLO_RS06305,324,468,408,352,375,365,315,378,335,321,543,329
GALLO_RS06310,401,601,543,479,500,484,372,509,492,422,621,456
GALLO_RS06315,293,517,532,395,474,502,381,402,466,346,630,407
GALLO_RS06320,422,707,546,294,513,372,324,580,392,329,769,338
GALLO_RS06325,445,728,534,302,568,384,407,595,392,349,788,394
GALLO_RS06330,12,22,16,8,17,10,14,18,13,18,19,21
GALLO_RS06335,27,15,48,31,21,39,22,10,44,19,28,41
GALLO_RS06340,281,271,981,321,262,851,341,190,984,350,411,835
GALLO_RS06345,120,113,885,179,89,695,225,73,888,233,171,765
GALLO_RS06350,37,50,713,133,44,405,112,34,695,149,71,456
GALLO_RS06355,434,438,20499,5197,763,12102,7247,462,20866,7760,4707,16085
GALLO_RS06360,312,314,12356,3440,1162,6934,5240,741,12092,5111,4992,8777
GALLO_RS06370,104,111,666,261,166,305,351,129,529,317,401,356
GALLO_RS06375,5,3,112,28,9,86,43,8,125,43,21,93
GALLO_RS06380,69,71,2719,735,163,1675,1240,81,3356,1229,688,2569
GALLO_RS06385,7416,13615,12257,8244,11806,10198,7117,10530,8339,7031,14967,7286
GALLO_RS06390,1794,3642,3151,2044,2994,2443,1699,2556,2129,1774,3790,1814
GALLO_RS06395,1442,981,1047,505,973,634,556,734,465,524,1062,1175
GALLO_RS06400,1099,742,31766,11676,1670,20610,15375,1124,39307,15414,9512,29022
GALLO_RS06405,1305,1544,2419,1999,1414,2052,1997,1331,2521,2007,2330,2151
GALLO_RS06410,906,913,899,856,840,738,1001,865,991,849,1175,790
GALLO_RS06415,5612,5932,7255,8274,5517,6128,8822,4796,7470,8027,8277,6395
GALLO_RS06420,3233,3174,4149,4749,3168,3648,5167,2858,4358,4781,5050,3872
GALLO_RS06425,3002,3176,3823,4342,3087,3352,4484,2816,3870,4206,4556,3482
GALLO_RS06430,5513,6141,6242,7252,5869,5656,7245,5138,6239,6713,8303,5648
GALLO_RS06435,3755,4918,3589,4690,4061,3700,4435,3723,3348,4233,5340,3107
GALLO_RS06440,876,970,1025,1198,779,807,1340,770,1152,1150,1287,881
GALLO_RS06445,755,756,799,954,577,608,1128,605,827,955,1055,762
GALLO_RS06450,1689,1705,1749,2132,1352,1425,2488,1466,1866,2135,2169,1586
GALLO_RS06455,870,1049,973,1042,938,798,1229,800,1035,1031,1211,832
GALLO_RS06460,1240,1290,1780,1824,1239,1562,1942,1065,1744,1768,1959,1512
GALLO_RS06465,2508,2669,10823,3114,3621,6551,5194,2526,9308,4438,7290,8032
GALLO_RS06470,1782,1788,7365,2082,2430,4359,3528,1856,6280,2931,5235,5496
GALLO_RS06475,1258,1102,3872,1372,1560,2484,2205,1159,3285,1834,3204,3159
GALLO_RS06480,847,755,2418,734,1075,1482,1456,739,2029,989,1739,1674
GALLO_RS06485,1697,1654,2153,2318,1523,1711,2472,1423,2255,2215,2418,1855
GALLO_RS06490,768,635,809,935,569,655,1032,566,834,954,951,788
GALLO_RS06495,3556,3910,4455,4317,3450,3794,4393,3355,4382,3998,5092,3561
GALLO_RS06500,5243,6160,6138,6805,5585,5625,5921,4852,6059,5950,7564,4929
GALLO_RS06505,21680,33307,18811,21960,26112,17005,17616,23845,11764,17057,31194,10066
GALLO_RS06510,84,148,97,98,123,69,86,144,72,95,175,58
GALLO_RS06515,68,65,70,79,37,50,117,54,88,106,108,80
GALLO_RS06520,306,361,481,564,435,523,377,332,313,385,549,329
GALLO_RS06525,14,13,17,19,15,9,22,10,14,26,20,6
GALLO_RS06530,209,311,293,250,282,285,216,249,245,222,395,253
GALLO_RS06535,46799,49257,56990,57345,42340,44441,65827,38563,61712,56826,56022,44672
GALLO_RS06540,78477,74725,81177,99419,66597,62759,109528,62704,86526,95046,89329,67148
GALLO_RS06545,5167,3401,5585,2252,10248,5382,1421,3441,1392,1648,5055,11643
GALLO_RS06550,288,412,266,220,277,220,234,294,210,237,410,184
GALLO_RS06555,565,578,482,653,506,479,777,478,553,651,711,496
GALLO_RS06560,827,1063,1364,1181,1075,1156,1283,936,1230,1166,1749,1109
GALLO_RS06565,868,932,1215,1187,1011,984,1242,879,1139,1173,1520,1109
GALLO_RS06570,4293,5316,4372,4631,4227,3629,4908,4119,4237,4321,5957,3539
GALLO_RS06575,10160,11905,10468,11446,9667,9055,12078,10019,10274,10970,13862,8750
GALLO_RS06585,5294,6240,5235,6050,4977,4817,6222,5177,4870,5413,7195,4408
GALLO_RS06590,3952,4822,3909,3921,3840,3870,4439,3809,3919,3937,5145,3229
GALLO_RS06595,3331,4557,2944,3493,3673,2943,3257,3577,2748,3278,4937,2417
GALLO_RS06600,4649,6338,4667,4900,4963,3916,4816,5085,4484,4423,6951,3769
GALLO_RS06605,18648,32454,35717,26542,30446,29957,20681,25651,24997,21202,39779,23495
GALLO_RS06610,18737,39427,41615,27552,36335,38257,21795,30254,30578,24632,48430,30127
GALLO_RS06615,2303,2240,2388,2871,2019,2067,3359,2016,2837,2976,3131,2285
GALLO_RS06620,2201,2499,2819,3125,2204,2424,3240,2287,3035,3102,3546,2536
GALLO_RS06625,2168,2592,2657,2792,2381,2290,2795,2112,2686,2727,3482,2176
GALLO_RS06630,1673,2083,1989,2086,1881,1757,2050,1766,1756,1921,2577,1491
GALLO_RS06635,94,134,741,112,172,407,214,130,502,156,403,468
GALLO_RS06640,68,101,430,79,127,224,111,91,273,117,240,247
GALLO_RS06645,4,4,16,4,6,5,4,6,11,6,14,17
GALLO_RS06650,38,46,139,23,40,62,50,29,80,36,78,89
GALLO_RS06655,30,46,94,32,33,64,36,42,70,40,98,76
GALLO_RS06660,50,34,348,79,73,194,103,43,242,74,168,225
GALLO_RS06665,33,34,273,59,53,148,91,45,168,70,124,182
GALLO_RS06670,44,73,378,80,80,175,103,57,266,79,167,233
GALLO_RS06675,71,77,365,63,105,219,105,49,268,87,189,240
GALLO_RS06680,60,68,352,67,95,183,146,68,208,110,196,210
GALLO_RS06685,2127,2212,5394,3067,2790,4029,3734,1870,4148,3475,5157,4236
GALLO_RS06690,4809,7492,7710,6338,6657,7456,5624,5779,5459,5317,10173,5702
GALLO_RS06695,4253,6733,4810,4655,6068,4602,3850,5607,3533,3776,7239,3882
GALLO_RS06700,2350,3814,3121,2836,3629,2919,2372,3010,2376,2278,4416,2481
GALLO_RS06705,1789,2976,2373,2100,2839,2230,1654,2437,1599,1517,3018,1651
GALLO_RS06710,1471,2120,1797,1329,2208,1775,1223,1947,1406,1134,2418,1986
GALLO_RS06715,1530,2270,2002,1498,2432,1931,1289,2187,1393,1260,2464,2170
GALLO_RS06720,1607,2460,2183,1630,2769,2178,1381,2473,1652,1330,2902,2305
GALLO_RS06725,782,1326,1021,765,1263,960,633,1205,741,606,1414,1081
GALLO_RS06730,586,919,774,591,941,721,561,833,559,471,880,819
GALLO_RS06735,1012,1348,1254,1101,1610,1347,926,1329,992,854,1531,1412
GALLO_RS06740,8674,12075,6753,7923,9364,5125,8125,9280,5193,7490,12179,5311
GALLO_RS06745,6965,9033,4561,6235,6788,3622,6502,7036,3705,5948,8975,3768
GALLO_RS06750,2036,2671,1293,1806,2220,1179,1849,2109,871,1494,2368,929
GALLO_RS06755,936,1297,930,968,1139,848,952,1110,682,830,1434,791
GALLO_RS06760,764,1026,709,764,900,680,734,839,592,685,1050,602
GALLO_RS06765,21859,33750,27388,16355,27299,22715,15541,26151,23828,17019,35926,21450
GALLO_RS06770,5868,9612,6270,5218,7829,6047,4403,7096,3998,4071,8402,4291
GALLO_RS06785,1853,1792,2599,2472,1504,2093,3127,1574,3301,2851,2781,2563
GALLO_RS06790,2270,1957,2753,2609,1623,2192,3464,1592,3489,3248,2886,2741
GALLO_RS06795,8241,8737,9274,9951,8172,6804,10977,7616,9386,9927,12776,8048
GALLO_RS06800,6648,6732,6667,7327,6047,4937,8350,5820,7102,7690,9168,5715
GALLO_RS06805,6723,7038,6328,7000,6099,4656,8224,6134,6707,7423,9639,5813
GALLO_RS06810,3952,4264,3164,3921,3649,2568,4330,3562,3265,3847,4869,2965
GALLO_RS06815,5301,6938,5981,5973,5960,5405,5628,5698,5795,5653,8242,5010
GALLO_RS06820,4812,6399,5691,5764,5732,5145,5381,5239,5178,5076,7612,4446
GALLO_RS06825,1262,1873,1386,1482,1600,1388,1340,1408,1228,1304,2132,1110
GALLO_RS06830,1153,1467,1175,1071,1247,1057,1190,1293,1018,1076,1880,940
GALLO_RS06835,1749,2630,1901,1904,2202,1943,1632,2048,1459,1609,2963,1337
GALLO_RS06840,5812,8893,7009,4559,7065,5338,4180,6882,5123,4705,10323,5187
GALLO_RS06845,139,215,206,125,152,131,127,175,141,119,249,155
GALLO_RS06850,125,177,153,106,156,106,105,187,99,103,260,102
GALLO_RS06855,208,289,224,171,261,167,208,257,178,187,387,201
GALLO_RS06860,259,401,322,275,312,244,296,333,285,274,459,244
GALLO_RS06870,109,119,168,143,124,124,140,127,146,140,208,161
GALLO_RS06875,130,137,165,149,154,144,168,110,173,144,200,161
GALLO_RS06880,29548,34543,46296,39392,27135,35086,45426,27021,50654,39085,40826,37878
GALLO_RS06885,10535,12507,27896,18056,9671,19551,23147,10130,28725,18874,20235,22118
GALLO_RS06890,7104,8181,22603,13723,7927,15503,18412,7943,22571,15090,18180,17474
GALLO_RS06895,4809,5280,4383,5990,4282,4426,6210,4436,4531,5530,6263,3815
GALLO_RS06900,1764,1973,1614,2230,1644,1754,2198,1638,1624,2017,2141,1389
GALLO_RS06905,3541,3786,3696,4631,3450,3722,4600,3449,3851,4359,4736,3548
GALLO_RS06910,1438,1510,1402,1668,1373,1534,1739,1293,1374,1518,1812,1252
GALLO_RS06915,87,93,60,106,78,68,104,69,84,71,65,39
GALLO_RS06920,318,362,372,233,260,332,201,201,403,102,84,54
GALLO_RS06925,15376,14890,14137,17865,13780,12759,19982,11910,14519,17083,16905,11812
GALLO_RS06930,11333,12687,10931,14531,11495,10591,15395,9169,11538,13095,13203,8971
GALLO_RS06935,26,34,30,49,47,37,36,20,24,31,43,22
GALLO_RS06940,31,31,53,50,43,49,40,33,24,30,49,28
GALLO_RS06945,2048,2661,2222,2033,1918,1608,1928,1695,1285,1724,2567,1161
GALLO_RS06950,705,804,611,517,433,262,522,427,232,473,595,189
GALLO_RS06955,33457,53042,32895,20354,26041,15034,18284,23881,10361,17043,31559,8518
GALLO_RS06960,16898,27987,19153,11474,14694,8366,10055,13297,6217,9218,18032,4806
GALLO_RS06965,33250,57788,36577,24259,32687,17928,20883,28260,12203,20206,40630,10240
GALLO_RS06970,8198,7407,10708,11508,7580,10864,14703,6504,19759,12853,10881,15720
GALLO_RS06975,2883,2731,3753,4033,2682,3568,5501,2353,6539,4601,3915,5489
GALLO_RS06980,1628,1606,2093,1945,1409,1855,2850,1258,3434,2357,2070,2747
GALLO_RS06985,2039,1977,2545,2429,1917,2289,3411,1541,4047,3061,2623,3379
GALLO_RS06990,981,944,1256,1082,874,969,1540,829,1732,1237,1242,1329
GALLO_RS06995,3122,3837,3346,3602,3313,3176,3741,3180,3296,3459,4529,2968
GALLO_RS07000,1236,1353,1115,1353,1138,976,1401,1184,1092,1359,1588,994
GALLO_RS07005,2397,2723,2437,2643,2482,2484,2546,2198,2368,2479,3167,2000
GALLO_RS07010,25431,27293,29595,31052,24664,25651,33028,22345,29943,30784,34953,24837
GALLO_RS07015,29075,30028,32988,36740,27227,28036,41954,26459,32354,35288,38610,27827
GALLO_RS07020,35897,40078,42012,44756,34126,36263,46843,30327,42820,41756,44652,32852
GALLO_RS07025,1228,1771,1172,1028,1437,956,1093,1428,940,1074,2044,771
GALLO_RS07030,3698,5304,3534,3486,4498,3043,3319,4422,2641,3120,6133,2341
GALLO_RS07035,6010,6884,5629,6798,5576,4936,7309,5768,5978,6913,8259,5062
GALLO_RS07040,3966,4662,3301,4194,3706,3134,4287,3718,3172,4091,4914,2883
GALLO_RS07045,1752,2452,1551,1564,1873,1450,1690,1957,1254,1621,2620,1388
GALLO_RS07050,687,755,584,606,594,382,702,619,557,657,867,624
GALLO_RS07055,1145,1308,1628,1767,1312,1526,1827,1108,1668,1651,1777,1329
GALLO_RS07060,1353,2004,2269,1910,1714,2004,1720,1576,1978,1613,2340,1708
GALLO_RS07065,3641,4796,5652,5075,4556,5185,4546,3938,5383,4390,5945,4527
GALLO_RS07070,9716,12442,14838,14084,11211,13441,13137,10146,14335,12494,15986,12423
GALLO_RS07075,6211,7866,9874,9298,7304,8893,8976,6590,9766,8412,10114,8121
GALLO_RS07080,5590,6612,8713,9072,6373,7900,8032,5536,8622,7788,9207,7492
GALLO_RS07085,4134,4531,6268,7003,4401,5765,6636,3820,6451,6254,6685,5544
GALLO_RS07090,7632,8932,11073,11565,8702,10040,10752,7284,10306,10570,12428,9056
GALLO_RS07095,14480,20082,16070,15208,15431,13548,14460,15760,13820,14356,22717,12356
GALLO_RS07100,20811,22837,24278,26660,20208,20250,28777,17614,25657,27505,26262,21502
GALLO_RS07105,12651,12180,12458,16617,10893,10294,18993,10374,13254,16024,14788,11561
GALLO_RS07110,36354,36025,36698,48124,32028,29740,54066,30349,39270,47113,43244,33832
GALLO_RS07115,3288,3814,3658,3867,3263,3217,4271,3305,3914,3904,4776,3065
GALLO_RS07120,4262,4597,4836,5669,4212,4368,5802,4049,5375,5531,6175,4467
GALLO_RS07125,3877,4623,5241,5032,3937,4431,5559,3961,5496,5583,6284,4314
GALLO_RS07130,8443,9772,11869,11237,7806,9762,12419,7872,12813,11633,12595,10027
GALLO_RS07135,3439,4159,3738,4072,3481,2804,4386,3432,3340,3983,5219,2991
GALLO_RS07140,12820,16260,16702,15728,12779,12059,17873,12598,16309,16366,20381,13714
GALLO_RS07155,6766,7131,7491,7133,6354,5833,8336,6148,7742,7544,9547,6433
GALLO_RS07160,1896,1668,1585,1330,1314,1173,2121,1261,1874,2080,2369,1579
GALLO_RS07165,5586,5920,6105,5882,4903,4832,7339,4648,6700,6884,7966,5640
GALLO_RS07170,12646,12831,14186,13643,11361,10690,16925,11180,14797,15523,18912,12810
GALLO_RS07175,13033,13779,13899,13417,11885,10333,16185,11580,13752,15142,18978,12284
GALLO_RS07180,6467,6620,6371,5446,5233,4500,7801,5594,6570,7568,9760,6024
GALLO_RS07185,7237,7807,7181,7662,6412,5573,8798,6720,7149,7885,9923,6157
GALLO_RS07190,3898,3964,3511,4255,3214,2929,4747,3369,3664,4624,5225,3294
GALLO_RS07195,4904,5307,4762,5559,4292,4046,6180,4503,4589,5582,6651,3953
GALLO_RS07200,5978,6862,5715,6833,5731,5306,6947,5761,5573,6208,8154,4744
GALLO_RS07205,11430,15027,10907,10957,11182,9517,11638,11199,10693,10697,15252,8426
GALLO_RS07210,4297,6184,5157,4782,5480,4877,4576,5094,4405,4204,6873,4223
GALLO_RS07215,11048,14404,13546,13933,12108,11802,13965,11397,12830,12793,16215,11125
GALLO_RS07220,13553,16086,15751,17714,13892,14630,16970,12966,13950,14537,18082,12014
GALLO_RS07225,5538,8254,5586,5607,6159,4758,5389,6597,4260,4669,7596,3606
GALLO_RS07230,23203,23680,23652,25961,18390,18279,28643,17321,26914,25104,24255,17792
GALLO_RS07235,2963,4622,3098,3437,4057,3445,2748,3753,2255,2383,4615,2806
GALLO_RS07240,1408,1625,1131,1577,1404,1258,1079,1419,775,943,1576,874
GALLO_RS07245,1159,1701,919,1094,1551,1392,755,1142,688,690,1335,700
GALLO_RS07250,852,1115,960,852,806,738,930,944,748,807,1325,698
GALLO_RS07255,2540,3196,2504,3261,2766,2301,2732,2604,2030,2508,3404,2197
GALLO_RS07260,1962,2822,2217,3056,2697,2307,1801,2407,1588,1864,3101,1940
GALLO_RS07265,225,156,120,1141,248,83,356,129,113,386,203,95
GALLO_RS07270,153,123,84,877,172,68,263,75,81,258,124,54
GALLO_RS07275,270,385,1027,445,341,873,526,278,1319,445,486,1020
GALLO_RS07280,136,191,3014,949,234,2090,1305,231,4519,986,962,3057
GALLO_RS07285,1996,2579,2117,2125,2049,1694,2547,1986,1915,2192,2868,1715
GALLO_RS07290,833,968,9333,3887,1180,6796,5325,936,13281,4507,3811,9520
GALLO_RS07295,186,187,975,497,158,798,538,168,1377,492,354,992
GALLO_RS07300,179,128,336,254,127,336,270,120,388,288,246,341
GALLO_RS07305,1328,2128,1225,1283,1620,1039,1251,1562,969,1137,2093,929
GALLO_RS07310,1078,1422,918,834,1146,662,982,1208,732,891,1707,704
GALLO_RS07315,5866,8642,5789,6011,6754,4948,5195,6675,4438,5019,8798,4250
GALLO_RS07320,27372,25188,20077,38199,24603,20985,37833,20833,20130,34809,29438,19804
GALLO_RS07325,11147,11593,10610,18124,11396,10762,18221,9543,11628,17258,15018,10696
GALLO_RS07330,111,185,164,109,291,163,110,151,119,110,266,249
GALLO_RS07335,1426,1363,1348,1681,1287,1249,1920,1210,1403,1736,1880,1323
GALLO_RS07340,9628,10625,10119,12806,9908,9438,12832,8706,10423,12208,13680,9186
GALLO_RS07345,384,438,336,524,374,365,429,370,330,362,440,305
GALLO_RS07350,25598,30493,41266,56904,33652,49459,35606,23701,41651,38501,39507,33675
GALLO_RS07355,9875,13091,15142,13580,12449,15832,9875,10287,14891,10547,15709,12582
GALLO_RS07360,307,251,234,301,228,196,394,210,286,309,283,281
GALLO_RS07370,1236,1200,1345,2350,1217,1267,2158,925,1410,1923,1565,1089
GALLO_RS07375,140,204,102,117,166,102,139,153,97,122,181,83
GALLO_RS07380,3098,4560,2695,2716,3468,2186,2727,3438,2103,2568,4742,1837
GALLO_RS07390,427,382,348,584,327,328,604,311,445,567,580,363
GALLO_RS07395,924,931,995,1401,839,890,1413,820,1171,1327,1374,973
GALLO_RS07400,267,311,312,369,252,217,429,246,358,375,360,274
GALLO_RS07405,29,24,33,40,21,28,40,19,37,46,30,36
GALLO_RS07410,57,34,39,67,43,48,74,38,55,73,67,39
GALLO_RS07420,1735,1779,1923,2366,1709,1778,2496,1579,2031,2249,2418,1725
GALLO_RS07425,695,795,873,980,705,764,1029,699,823,871,1035,743
GALLO_RS07430,1169,1164,1216,1530,1171,1179,1525,1063,1257,1416,1685,1113
GALLO_RS07435,2324,2528,2448,2989,2354,2397,2993,2026,2562,2765,2993,2105
GALLO_RS07440,3422,3785,3962,4555,3323,3471,4593,3407,4439,4645,5543,3802
GALLO_RS07445,1996,2338,2378,2526,2085,1957,2675,2080,2287,2450,3168,1999
GALLO_RS07450,1124,1215,1097,1285,1053,1055,1307,1041,1113,1151,1643,977
GALLO_RS07455,2981,3423,3032,3831,2965,2701,3317,2904,2949,3257,3856,2541
GALLO_RS07460,7763,8432,7399,8711,7321,6498,9232,7035,7096,8520,10346,6572
GALLO_RS07465,146,134,121,99,102,97,171,120,141,163,216,155
GALLO_RS07470,61,59,70,61,46,56,65,52,55,74,71,54
GALLO_RS07475,182,203,227,215,178,170,280,156,262,253,270,240
GALLO_RS07480,7763,9068,10202,8247,7411,7266,10293,7732,9460,9085,12699,8103
GALLO_RS07485,4257,5653,3614,3404,4023,3087,3731,4304,3262,3432,5257,2668
GALLO_RS07490,348,466,479,491,483,510,473,429,435,430,684,374
GALLO_RS07495,137,185,173,199,173,168,176,137,173,173,222,115
GALLO_RS07500,545,857,605,458,616,388,563,598,475,560,1012,402
GALLO_RS07505,464,656,450,337,480,296,449,471,351,377,690,287
GALLO_RS07510,1420,2305,1558,1304,1777,1052,1493,1768,1246,1355,2597,992
GALLO_RS07515,5200,7791,5366,4634,6135,3726,5610,6002,4128,4992,9256,3484
GALLO_RS07520,358,481,529,536,419,484,553,363,520,494,618,417
GALLO_RS07525,1530,1798,1863,2201,1656,1811,2133,1520,2015,2034,2256,1857
GALLO_RS07530,1840,2069,2333,2688,1811,2090,2524,1715,2399,2468,2744,2161
GALLO_RS07535,1489,1785,2057,2154,1637,1882,2080,1508,1931,1963,2355,1781
GALLO_RS07540,1218,1484,1787,1772,1395,1604,1750,1218,1696,1622,2030,1456
GALLO_RS07545,2358,2251,2894,3237,2375,2716,3161,2151,2697,2833,3407,2378
GALLO_RS07550,10672,13052,10947,12744,10850,9930,12309,10612,10724,11925,15101,9411
GALLO_RS07555,4502,6142,6143,6188,5578,5482,5603,4938,5438,5647,7855,5062
GALLO_RS07560,3253,4007,4288,4525,3999,3849,4038,3508,3747,3970,5312,3387
GALLO_RS07565,6436,8763,7181,7375,7334,6212,6681,7373,6051,6621,10097,5438
GALLO_RS07570,4018,5705,4661,4414,4881,3878,4441,4682,3976,4317,6737,3748
GALLO_RS07575,184673,201159,208568,207923,158910,163388,235778,164657,226755,221010,246184,180386
GALLO_RS07580,824,1326,832,605,1038,675,570,1012,605,585,1254,452
GALLO_RS07585,1900,2812,2471,2140,2451,1825,1861,2247,1818,1832,3215,1456
GALLO_RS07590,369,527,345,327,399,271,337,379,223,291,555,228
GALLO_RS07600,487,669,563,404,609,435,441,525,463,445,823,346
GALLO_RS07605,468,649,552,409,556,455,453,502,448,397,790,360
GALLO_RS07610,1003,1380,1187,992,1078,900,935,1055,975,914,1701,825
GALLO_RS07615,1050,1488,1260,1137,1316,1063,1022,1207,1047,995,1913,896
GALLO_RS07620,898,1367,1141,1003,1138,948,838,1124,948,924,1622,770
GALLO_RS07625,686,1074,868,702,879,736,613,820,738,714,1243,605
GALLO_RS07630,980,1487,1239,1142,1237,1057,968,1133,1022,948,1721,842
GALLO_RS07635,1519,2285,1941,1750,2017,1785,1501,1798,1592,1482,2613,1287
GALLO_RS07640,821,1212,1027,958,1070,905,844,992,858,834,1394,680
GALLO_RS07645,919,1297,1127,1167,1147,1088,913,1025,963,942,1585,773
GALLO_RS07650,1095,1692,1368,1624,1526,1391,1240,1370,1101,1226,1821,931
GALLO_RS07655,884,929,730,829,842,593,849,734,668,738,1013,646
GALLO_RS07660,24440,28405,26268,25972,24166,22663,28067,23612,23986,26010,34930,22532
GALLO_RS07665,13379,15394,17961,17559,14227,15756,17081,12963,17272,16677,20286,15466
GALLO_RS07670,2881,3132,4129,4064,3194,3520,3691,2819,3577,3469,4049,3092
GALLO_RS07675,11839,15555,11895,11310,12208,10216,11941,13044,10416,11603,17378,9039
GALLO_RS07680,54,46,21,31,30,31,20,23,30,12,12,3
GALLO_RS07685,39777,42221,37313,44478,34710,32228,48711,31513,40217,45003,47684,29826
GALLO_RS07690,6887,11930,9070,6021,9923,6832,5567,9392,5878,5133,12531,6440
GALLO_RS07695,1517,2851,2042,1338,2313,1622,1112,2211,1348,1061,2841,1444
GALLO_RS07700,3972,7556,5314,3141,6007,4155,2944,5831,3372,2845,7721,4022
GALLO_RS07705,9204,19110,12540,6986,14918,9813,5355,14487,7116,5341,17871,8261
GALLO_RS07710,7974,12046,9056,11830,11886,10488,8387,8617,7592,7903,12116,6243
