Id,WT.1,WT.2,WT.3,X13.1,X13.2,X13.3,X14.1,X14.2,X14.3,X15.1,X15.2,X15.3
GALLO_RS09440,4952,6312,6543,6394,6196,5837,6056,5337,5662,5718,7929,5560
GALLO_RS09445,1960,2814,2333,2113,2519,2092,2179,2141,2099,2124,3027,1864
GALLO_RS09450,4332,5280,4460,4888,5052,4324,4226,4423,3519,4115,6048,3534
GALLO_RS09455,5100,5160,4149,6127,4252,4087,6248,4501,4765,5987,5995,3958
GALLO_RS09460,13047,14171,13935,13979,11334,10857,15919,11281,14330,15763,16211,12153
GALLO_RS09465,93,145,188,153,137,159,155,112,166,154,204,161
GALLO_RS09470,1253,1336,1140,1823,1393,1259,1068,957,775,949,1237,883
GALLO_RS09475,2154,2180,3532,3097,2898,2986,3154,2062,3116,3121,4515,3492
GALLO_RS09480,2990,3153,4909,4411,3994,4234,4583,2850,4143,4127,6267,4556
GALLO_RS09485,5087,5048,7508,6940,6514,6744,7229,4508,6617,6745,10077,7318
GALLO_RS09490,12266,13407,17972,16068,17200,14565,17361,11279,14329,15412,29463,14852
GALLO_RS09495,8421,9181,11368,11773,12666,10047,11961,7688,8886,11007,20548,9976
GALLO_RS09500,1327,1444,2506,2159,2454,2232,1823,1274,1775,1753,3378,2935
GALLO_RS09505,927,861,1311,1498,1513,1257,1090,825,826,986,1921,1477
GALLO_RS09510,13926,16917,20613,19478,22880,18464,16628,14311,14323,15727,33575,16212
GALLO_RS09515,7025,7633,4251,7165,6163,5516,6863,5693,4463,6141,6698,3845
GALLO_RS09520,180,209,224,204,247,208,198,200,178,147,261,194
GALLO_RS09525,107,207,157,159,202,154,117,155,114,121,191,142
GALLO_RS09530,967,1588,1061,983,1344,1293,779,1284,718,631,1409,728
GALLO_RS09535,752,1163,849,994,1045,1014,647,988,586,596,1070,573
GALLO_RS09540,1215,1742,1551,1477,1441,1325,1566,1462,1436,1361,2052,1248
GALLO_RS09545,2044,2729,2490,2412,2376,2253,2428,2214,2482,2352,3333,2048
GALLO_RS09550,1698,2049,1911,1673,1688,1646,2075,1645,1726,1918,2757,1642
GALLO_RS09555,592,717,754,656,679,676,802,577,730,752,1031,625
GALLO_RS09560,2500,2729,2062,3145,2565,1871,2999,2155,2101,2794,3254,2048
GALLO_RS09565,2047,2281,2269,2616,1917,1927,2765,1917,2272,2529,2734,1935
GALLO_RS09570,3962,4250,4111,5469,3731,3443,5582,3537,4323,4863,5441,3903
GALLO_RS09575,3072,3365,3307,4129,2872,2942,4430,2853,3561,3969,4271,3077
GALLO_RS09580,3490,3838,3844,4505,3366,3336,4841,3189,4053,4572,4983,3469
GALLO_RS09585,1893,2292,2081,2238,1832,1846,2478,1915,2016,2228,2740,1759
GALLO_RS09590,8632,10388,9736,10911,8697,8815,11107,8466,9787,10143,12416,8513
GALLO_RS09595,3071,3662,3320,3857,3292,3156,3716,2680,3256,3456,4022,2703
GALLO_RS09615,673,712,487,1016,662,630,939,570,468,812,820,415
GALLO_RS09620,2547,1977,2283,4232,1913,2178,4472,1748,2766,3870,2709,2300
GALLO_RS09625,14822,19248,17700,17357,16589,14436,18390,15855,16860,17263,23071,13768
GALLO_RS09630,10963,14317,11759,12588,12105,10150,13225,11428,11660,12179,16418,9338
GALLO_RS09635,2019,2341,1764,2264,1950,1657,2308,1835,1753,1975,2399,1355
GALLO_RS09640,7743,8001,6995,7862,6465,5530,8308,6963,6916,7834,9405,6181
GALLO_RS09645,7593,8708,7360,7494,6870,6332,8258,6944,6875,7811,10114,5829
GALLO_RS09650,12251,15779,13445,12615,12546,11025,14154,13243,12487,13038,18399,11261
GALLO_RS09655,3473,3712,3485,5159,3424,3369,5029,3169,3476,4463,4802,3067
GALLO_RS09660,19031,19001,19324,25918,16961,16063,24544,16322,16928,23126,25332,14201
GALLO_RS09665,4326,5527,5215,4913,5035,4617,4903,4679,4635,4425,6966,4185
GALLO_RS09670,833,675,704,1088,655,628,1078,651,839,1021,944,741
GALLO_RS09675,266,247,262,360,259,232,361,211,267,320,315,220
GALLO_RS09680,247,229,247,309,215,206,359,209,241,330,332,197
GALLO_RS09685,279,305,321,432,277,240,439,254,289,446,425,241
GALLO_RS09690,2914,3420,3770,3543,3258,3216,3344,3008,3471,3235,4339,3342
GALLO_RS09695,3596,3563,4250,4520,3280,3282,4923,3001,4394,4724,5165,4035
GALLO_RS09700,1558,1554,1739,1835,1431,1328,1981,1315,1685,1817,2133,1495
GALLO_RS09705,24755,33831,27183,25215,27497,21581,27712,26737,26176,26847,38811,22698
GALLO_RS09710,21442,28429,21256,21356,22221,17244,23927,22183,20471,22142,30756,17422
GALLO_RS09715,42167,54896,46678,48557,47507,40040,48807,43456,41943,46677,63810,37203
GALLO_RS09720,1386,1401,1625,1078,996,1067,1459,1043,1575,1263,1396,1296
GALLO_RS09725,1903,2116,2821,2342,1815,2317,3010,1809,3179,2778,2838,2454
GALLO_RS09730,836,1177,1144,984,960,898,1229,1010,1055,997,1410,847
GALLO_RS09735,1171,1507,1167,1333,1275,1088,1461,1269,1146,1415,1799,1056
GALLO_RS09740,13857,17069,14672,15552,14397,13456,15355,14139,13263,14253,19037,11785
GALLO_RS09745,11406,14973,12967,13192,12577,12271,12812,11818,12001,12278,16016,10488
GALLO_RS09750,24438,30228,24791,27427,25987,23723,25273,23152,22521,23556,31666,19872
GALLO_RS09755,3377,4320,1881,2981,3398,2393,2289,3082,1570,2253,3361,1329
GALLO_RS09760,1485,1908,1523,1458,1566,1091,1472,1598,1250,1481,2318,1152
GALLO_RS09765,747,900,797,630,778,523,706,761,621,655,1004,533
GALLO_RS09770,967,1348,1101,853,1049,715,940,1028,856,784,1284,686
GALLO_RS09775,12,18,12,12,11,13,9,14,16,5,10,9
GALLO_RS09780,210,242,218,235,250,199,214,243,234,230,309,209
GALLO_RS09785,13919,19389,13990,13793,15310,11758,13110,15623,11773,12117,19960,11190
GALLO_RS09790,5298,6532,5517,6072,5732,5542,6193,5247,5442,5992,7461,4585
GALLO_RS09795,3952,5184,3628,4136,4242,3487,4307,3926,3785,4131,5507,3068
GALLO_RS09800,411,508,314,404,454,297,478,416,302,410,619,360
GALLO_RS09805,143,141,123,151,150,79,186,136,106,109,181,95
GALLO_RS09810,146,192,174,164,177,115,192,149,138,167,261,126
GALLO_RS09815,29765,29876,32871,41231,28583,30372,42819,24317,33068,37684,37321,26429
GALLO_RS09820,70466,71860,81658,105908,70014,76346,108038,58688,86316,98192,92934,69696
GALLO_RS09825,35247,34572,37839,47877,31833,34405,47420,26534,41221,42955,38727,29734
GALLO_RS09830,2384,3181,2481,2662,3575,2939,1957,2507,1895,1802,3123,1757
GALLO_RS09835,62,61,28,40,44,22,38,39,30,50,72,29
GALLO_RS09840,186,294,170,233,220,164,172,205,152,177,289,131
GALLO_RS09845,370,544,376,533,467,368,354,423,308,331,536,243
GALLO_RS09850,94267,217414,144127,42817,150201,104968,33038,167931,86135,35102,192106,91396
GALLO_RS09855,32087,68621,41275,13924,46919,31327,10905,52152,24437,11286,57128,25823
GALLO_RS09860,53,72,90,69,59,57,70,58,54,48,71,66
GALLO_RS09865,31,35,61,36,35,48,26,40,32,34,44,39
GALLO_RS09870,59,72,74,64,47,67,71,40,92,68,98,82
GALLO_RS09875,56,72,92,70,68,94,80,63,113,69,85,110
GALLO_RS09880,43,56,110,76,68,83,59,63,103,69,94,98
GALLO_RS09885,23,27,51,28,24,46,35,23,56,37,43,34
GALLO_RS09890,2880,4046,3712,3043,3834,3911,2392,3307,2874,2349,4294,3798
GALLO_RS09895,820,1105,1053,844,1174,963,676,1077,746,639,1294,1062
GALLO_RS09900,200,270,1161,418,228,730,446,255,1186,451,573,930
GALLO_RS09905,223,259,1540,1000,382,1037,1090,237,1671,977,803,1314
GALLO_RS09910,1266,1541,3725,2417,1788,3192,2410,1432,3851,2263,2475,3423
GALLO_RS09915,5788,7479,5057,6968,6090,4126,6779,5871,4049,5645,7572,3040
GALLO_RS09920,38,43,46,69,63,68,20,37,22,37,58,46
GALLO_RS09925,1698,2801,3994,4068,3458,4715,2157,2264,2854,2301,3792,2775
GALLO_RS09930,8717,14050,10014,9859,11974,10409,7791,9929,7129,7391,13362,6761
GALLO_RS09935,37,57,42,103,50,44,122,32,56,95,74,53
GALLO_RS09940,89,52,70,118,78,57,147,62,94,129,114,67
GALLO_RS09945,29,22,25,44,57,34,42,22,16,26,34,45
GALLO_RS09950,23,16,15,21,11,12,21,21,14,14,21,14
GALLO_RS09955,54,58,42,37,40,33,48,46,40,48,67,26
GALLO_RS09960,6597,8894,8109,9751,8334,7671,8219,7022,6907,7843,10675,6232
GALLO_RS09965,5138,6179,4624,6989,5787,5066,5611,5167,3824,5291,7059,3428
GALLO_RS09970,3593,4874,3464,4631,4228,3665,3729,3691,2756,3373,4614,2112
GALLO_RS09975,119,188,157,115,169,92,115,145,81,109,236,80
GALLO_RS09980,137,261,148,136,190,118,142,182,92,136,262,109
GALLO_RS09985,207,388,262,221,344,168,241,302,181,225,388,178
GALLO_RS09990,155,220,207,169,156,153,207,158,178,191,279,152
GALLO_RS09995,2529,3204,2515,2706,2638,2196,2669,2545,2043,2400,3530,1899
GALLO_RS10000,2019,2642,1682,2047,2002,1524,2085,2131,1553,1950,2648,1340
GALLO_RS10005,3673,5275,4210,4059,4525,3580,3843,4450,3470,3568,6017,3671
GALLO_RS10010,8075,11740,10806,4551,4445,3195,4859,4045,2921,4363,5567,2268
GALLO_RS10015,478,693,457,481,617,472,417,580,403,393,606,434
GALLO_RS10020,65664,90539,112767,64021,64338,69832,70517,66580,88239,69500,98413,77224
GALLO_RS10025,351,417,360,235,413,331,284,352,240,242,455,341
GALLO_RS10030,3740,6055,9204,5924,5859,6504,6111,4277,7286,5143,7187,5347
GALLO_RS10035,1995,2394,2330,2331,2096,1958,2629,1997,2085,2325,3400,1833
GALLO_RS10040,1724,2222,1672,1714,1926,1612,1882,1833,1487,1667,2630,1370
GALLO_RS10045,30616,34968,31829,40159,30926,30833,42618,27747,34016,39143,39963,26977
GALLO_RS10050,6268,8210,6297,7744,7648,6150,7652,6884,5736,7231,10090,5455
GALLO_RS10055,1164,1538,1428,1505,1427,1274,1503,1314,1234,1259,1911,1112
GALLO_RS10060,445,414,461,513,471,408,532,438,397,431,601,329
GALLO_RS10065,144,187,156,179,167,151,194,142,134,127,199,117
GALLO_RS10070,9,14,16,20,13,9,20,6,13,14,19,16
GALLO_RS10075,11,3,7,15,14,6,16,8,7,8,10,14
GALLO_RS10080,29,14,22,26,30,22,22,15,13,20,30,35
GALLO_RS10085,34,17,15,21,18,20,15,6,11,18,25,21
GALLO_RS10090,3299,3738,2299,3118,3086,2307,2955,3035,2018,2810,3876,1677
GALLO_RS10095,1046,1353,1275,1480,1339,1220,1253,1116,1152,1215,1638,1137
GALLO_RS10100,543,674,561,596,605,543,608,513,472,589,766,513
GALLO_RS10105,4302,5234,5656,5070,5229,4827,5028,4306,4867,4576,6678,4374
GALLO_RS10110,1598,1980,1395,2112,1663,1481,1803,1558,1329,1667,2196,1128
GALLO_RS10115,80,80,79,209,89,92,116,55,82,122,105,50
GALLO_RS10120,1239,813,1350,2522,1099,1264,3379,836,1656,2532,1516,1515
GALLO_RS10125,2376,1651,2361,4489,1977,2378,5950,1472,3067,4624,2785,2874
GALLO_RS10130,250,227,203,265,270,223,341,199,195,288,257,209
GALLO_RS10135,308,360,304,387,333,308,433,302,349,397,477,312
GALLO_RS10140,633,719,641,723,694,593,704,590,561,689,768,481
GALLO_RS10145,576,357,302,444,314,336,332,432,331,561,575,244
GALLO_RS10150,661,397,390,532,360,387,397,480,396,669,587,281
GALLO_RS10155,190,101,100,94,93,98,113,123,120,140,129,67
GALLO_RS10160,1348,770,1497,1592,694,1347,1512,989,1626,1966,1514,1149
GALLO_RS10170,912,1195,1186,1370,1108,1103,1257,1080,1068,1312,1750,884
GALLO_RS10180,4823,6002,4726,5547,5285,4371,5418,4989,4437,5119,7048,4291
GALLO_RS10185,1710,2080,1547,1899,1761,1523,1904,1745,1474,1702,2337,1421
GALLO_RS10190,2557,3263,2113,2755,2789,2424,2465,2555,1929,2258,3219,1992
GALLO_RS10195,2068,2952,1824,2834,2550,2424,2648,2204,1809,2247,3128,1566
GALLO_RS10200,21644,27502,16516,27386,24648,20312,25259,22333,15948,22973,29166,16146
GALLO_RS10205,6123,6594,6934,5546,7885,6848,6117,6642,7170,5965,10107,8413
GALLO_RS10210,3934,3931,5285,6163,3609,4710,6732,3323,6785,6593,5632,5037
GALLO_RS10215,11110,10425,13922,18745,10150,13038,20324,9060,18527,19783,15157,14173
GALLO_RS10220,24255,21255,22670,38192,20825,23043,43264,18198,29442,41310,29006,23408
GALLO_RS10225,6657,5353,6177,10841,5251,6168,11388,4652,7383,10029,6971,5550
GALLO_RS10230,666,752,657,619,582,633,754,627,612,658,922,547
GALLO_RS10235,83377,108751,84922,78074,83699,66258,91275,82671,84599,83304,109328,64270
GALLO_RS10240,362198,450081,430010,456410,383565,376833,468083,352851,435808,439930,524750,344465
GALLO_RS10245,152280,163917,180611,217127,143200,166231,229997,130523,207329,214241,205693,164922
GALLO_RS10250,35677,39144,41603,50623,34316,41621,50448,30499,46029,49460,47577,38472
GALLO_RS10255,49759,53932,54722,78147,48628,59047,75598,42614,61959,72253,67453,53018
GALLO_RS10260,5363,6558,4695,5521,5369,4173,6075,5038,4665,5469,6927,4208
GALLO_RS10265,4817,6767,5479,6179,6002,5465,5567,5384,4911,5506,7782,4461
GALLO_RS10270,6302,8581,7290,7929,7719,6871,7593,7066,6313,7238,10069,5845
GALLO_RS10275,3077,4462,3875,3842,3758,3605,3322,3543,3349,3321,5062,2910
GALLO_RS10280,3380,4581,4053,3882,3948,3536,3624,3658,3502,3450,5137,3067
GALLO_RS10285,4760,6365,6202,5786,5901,5388,5430,5094,5064,5152,7607,4423
GALLO_RS10290,42,97,109,76,64,127,52,61,105,34,44,32
GALLO_RS10295,110,135,155,163,142,176,125,117,162,104,153,76
GALLO_RS10300,175,156,153,129,104,115,170,117,164,173,223,135
GALLO_RS10305,850,986,1235,1265,897,1120,1140,759,1028,1128,1296,861
GALLO_RS10310,715,886,990,1075,821,917,944,692,852,887,1022,758
GALLO_RS10315,3379,5403,5693,5309,4353,5406,5522,4433,5350,5545,8608,4902
GALLO_RS10320,2090,3192,3586,2229,1947,2079,2458,2009,2441,1992,3247,1813
GALLO_RS10325,1906,3211,3570,183,163,201,587,463,541,150,253,149
GALLO_RS10330,557,659,814,53,39,58,170,123,137,42,60,50
GALLO_RS10335,2293,3758,3907,250,228,302,764,633,788,207,322,165
GALLO_RS10340,339,904,729,0,0,0,88,97,94,189,452,176
GALLO_RS10345,8424,11153,9537,1630,1546,1391,5,9,11,1796,2285,1379
GALLO_RS10350,6807,9628,8836,1655,1504,1441,1460,1167,1310,0,2,0
GALLO_RS10355,2850,3958,3449,675,663,622,636,525,512,703,987,495
GALLO_RS10360,1741,3058,3201,30,45,48,28,31,28,26,55,17
GALLO_RS10365,485,692,650,6,7,8,5,10,8,9,11,6
GALLO_RS10370,10552,21985,22422,190,254,268,147,151,130,135,268,114
GALLO_RS10375,12278,14324,22182,29,35,70,18,21,18,34,22,17
GALLO_RS10380,16525,17626,28628,61,47,66,30,14,26,20,28,19
GALLO_RS10385,1672,2712,2521,114,114,124,112,101,100,116,195,98
GALLO_RS10390,19017,27139,29782,1715,1618,1964,1512,1237,1463,1613,2699,1342
GALLO_RS10395,10458,13439,16604,578,491,646,424,377,491,472,708,471
GALLO_RS10400,306,308,396,20,8,12,14,14,14,7,17,16
GALLO_RS10405,407,422,545,29,25,26,11,17,21,14,27,16
GALLO_RS10410,3442,3403,3227,4835,3447,3388,4575,3199,3233,4279,4649,3090
GALLO_RS10415,1411,1521,1590,1905,1474,1415,1833,1353,1522,1758,1931,1390
GALLO_RS10420,1087,1135,1158,1325,1067,1042,1271,948,1114,1218,1417,1043
GALLO_RS10425,1398,1525,1660,1749,1423,1411,1509,1171,1468,1535,1754,1371
GALLO_RS10430,120,130,119,123,125,77,98,113,85,122,183,89
GALLO_RS10435,103,166,99,104,149,80,95,133,57,80,160,63
GALLO_RS10440,10727,15084,18549,15163,14170,18809,13621,13468,16365,12951,20587,15289
GALLO_RS10445,4396,4972,3021,2573,2522,1860,2488,2464,1325,2324,3524,1264
GALLO_RS10450,1516,1524,2154,4592,1490,2378,5946,1294,3364,4761,2215,2404
GALLO_RS10455,1722,6387,2254,31863,23423,23533,2222,2693,1694,2207,3435,1501
GALLO_RS10460,4126,14146,4820,78596,53209,51937,5185,5935,3629,5260,7591,3192
GALLO_RS10465,5493,17117,6701,103202,63995,61238,7540,7661,5091,7552,9977,4834
GALLO_RS10470,336,725,276,4651,2553,2340,407,341,169,380,395,182
GALLO_RS10475,88,176,56,832,431,435,85,87,28,82,90,32
GALLO_RS10480,1452,1871,1597,1749,1807,1592,1521,1603,1232,1367,2121,1130
GALLO_RS10485,69,97,299,200,70,276,209,86,379,178,206,302
GALLO_RS10490,278,771,1164,965,821,1078,1016,645,928,753,1179,764
GALLO_RS10495,264,613,1580,1452,828,1371,1319,629,1224,1073,1347,1027
GALLO_RS10500,254,612,2211,1616,1011,1705,1625,717,1802,1326,2047,1435
GALLO_RS10505,48,79,82,66,66,76,57,64,98,80,89,79
GALLO_RS10510,76,112,305,191,111,268,223,109,388,206,199,289
GALLO_RS10515,2848,4474,3062,2798,3987,3358,2253,3561,2241,2113,4616,2229
GALLO_RS10520,504,292,1027,1574,401,1093,2171,404,2290,1822,938,1476
GALLO_RS10525,67,43,237,229,77,258,368,75,524,316,205,297
GALLO_RS10530,3409,3194,6822,5401,3733,5729,6681,3185,8932,6172,5725,7440
GALLO_RS10535,758,656,1413,1122,751,1240,1463,688,1907,1265,1191,1654
GALLO_RS10540,2524,2188,4289,3352,2425,3550,4656,2132,6054,4177,3872,4982
GALLO_RS10545,2859,2466,4531,3832,2885,4030,5161,2479,6159,4356,4092,5355
GALLO_RS10550,58,45,83,60,46,59,102,34,120,82,78,95
GALLO_RS10555,3344,6005,8101,5348,5127,7110,4690,4384,6417,4078,6873,5320
GALLO_RS10560,1297,1745,1733,1410,1547,1448,1403,1550,1526,1439,2326,1362
GALLO_RS10565,2731,3896,3529,3012,3263,2849,2890,3330,3338,2857,4692,2848
GALLO_RS10570,3307,4295,3931,3429,3592,3427,3359,3667,3648,3279,5404,3230
GALLO_RS10575,437,561,517,443,507,483,430,443,482,398,702,430
GALLO_RS10580,1210,1862,1771,1431,1520,1538,1356,1579,1561,1246,2232,1394
GALLO_RS10585,980,1419,1314,1086,1253,1124,1048,1197,1188,955,1619,1063
GALLO_RS10590,574,789,779,555,675,670,576,632,767,545,889,518
GALLO_RS10595,2299,3137,3613,2577,2773,3173,2555,2592,3520,2453,3850,2880
GALLO_RS10600,474,609,1327,848,588,969,858,519,1301,781,1030,999
GALLO_RS10605,209,301,266,266,260,244,298,239,260,281,406,232
GALLO_RS10610,2354,3524,3805,2614,3586,3207,2450,2914,2456,2480,5552,2609
GALLO_RS10615,23432,26637,24516,26870,19467,20469,28906,17418,26204,26008,26151,19566
GALLO_RS10620,326,434,429,363,439,430,299,306,302,250,492,365
GALLO_RS10625,1123,1288,1276,981,1620,1260,819,1243,854,906,1636,1538
GALLO_RS10630,787,975,1120,705,1336,999,697,940,674,647,1276,1204
GALLO_RS10635,773,884,1121,732,1268,1044,594,843,666,562,1206,1261
GALLO_RS10640,653,460,968,519,916,790,424,566,550,445,784,1018
GALLO_RS10645,9805,12396,9715,11466,9909,8879,11458,9732,9411,10597,13782,8090
GALLO_RS10650,7741,8736,6705,8933,7360,6394,8392,6994,5811,7489,9396,5377
GALLO_RS10655,2289,2734,1866,2296,2321,2042,2074,1994,1549,1859,2368,1379
GALLO_RS10660,420,387,271,3114,627,219,850,290,224,992,479,224
GALLO_RS10665,511,294,174,4466,584,108,1287,213,137,1375,371,119
GALLO_RS10670,93,92,102,130,109,78,147,101,105,158,172,109
GALLO_RS10675,87,100,97,107,70,64,137,64,116,141,135,101
GALLO_RS10680,587,607,685,783,610,611,806,513,711,741,815,648
GALLO_RS10685,11290,12970,9794,12850,10779,9140,13253,10150,9800,12135,13900,8467
GALLO_RS10690,9342,14780,9282,10082,11815,10674,6616,11101,6064,6724,13358,6642
GALLO_RS10695,8683,13138,7699,10281,11823,10557,5856,10040,5487,5795,11588,5610
GALLO_RS10700,5721,6943,5714,6334,5675,4890,6451,5688,5236,6042,7861,4502
GALLO_RS10705,1427,1709,1228,1350,1393,1104,1380,1330,1136,1300,1635,890
GALLO_RS10710,16,16,21,31,21,17,22,20,14,27,39,18
GALLO_RS10715,11,16,14,20,13,12,27,14,17,18,13,11
GALLO_RS10720,1663,1955,1559,2196,1814,1742,1913,1612,1409,1861,2401,1272
GALLO_RS10725,9841,11743,9268,12349,10030,9052,11543,9612,9399,11270,13611,7492
GALLO_RS10730,12849,14832,11708,14109,12185,10680,14755,12406,12059,14198,17683,10128
GALLO_RS10735,1583,2027,1466,1696,1765,1349,1500,1675,1149,1383,2069,949
GALLO_RS10740,1238,1722,1158,1355,1502,1187,1148,1339,866,1004,1704,742
GALLO_RS10745,2762,3554,3366,3201,3161,3124,2548,3012,3164,2769,4376,2753
GALLO_RS10750,3655,4982,3895,4523,4322,3887,2955,3703,3352,3187,5264,2990
GALLO_RS10755,23039,30537,25125,24223,23097,19885,28029,23249,25712,26889,32298,20756
GALLO_RS10760,2304,3643,2652,2347,2986,2303,2101,2870,2172,2252,3828,1844
GALLO_RS10765,3472,5575,4446,3891,4666,4025,3303,4324,3857,3416,5913,3160
GALLO_RS10770,178,199,178,321,193,233,242,140,153,242,237,179
GALLO_RS10775,107,104,119,224,150,161,152,109,144,120,136,104
GALLO_RS10780,5186,4572,4167,6901,3729,3669,7722,3788,5318,6938,5896,3822
GALLO_RS10785,18396,24766,19071,16290,19634,15716,17477,18523,16255,16993,28190,13174
GALLO_RS10790,2234,2795,2495,2806,2657,2591,2134,2313,1876,2069,3096,1943
GALLO_RS10795,228,305,274,183,241,253,233,225,240,219,367,203
GALLO_RS10800,615,779,744,695,705,664,606,654,652,629,893,511
GALLO_RS10805,3237,4814,3773,3090,3986,3127,3125,3911,2955,2880,5137,2720
GALLO_RS10810,15259,20496,17406,17202,17046,14945,16130,16893,15070,15436,23144,14358
GALLO_RS10815,659,807,665,876,726,700,860,608,556,741,911,582
GALLO_RS10820,99,166,125,120,148,114,134,127,111,106,161,98
GALLO_RS10825,21,18,30,26,15,15,21,15,31,18,30,26
GALLO_RS10830,54,35,196,72,54,130,106,38,205,72,83,138
GALLO_RS10835,47,47,37,45,42,47,48,40,45,53,74,36
GALLO_RS10840,17,23,18,16,11,25,21,10,17,12,29,9
GALLO_RS10845,6,13,11,14,4,9,7,6,10,15,8,8
GALLO_RS10850,3,1,10,9,5,4,9,3,6,6,10,6
GALLO_RS10855,5,11,16,15,11,15,17,9,17,11,14,14
GALLO_RS10860,4,3,2,1,2,4,1,4,2,0,1,1
GALLO_RS10865,2,0,3,2,1,0,4,2,1,0,2,3
GALLO_RS10870,412,565,374,320,494,313,312,525,242,294,584,255
GALLO_RS10875,7,11,7,18,14,7,11,7,13,12,16,7
GALLO_RS10880,5,8,8,3,9,6,9,10,5,8,9,3
GALLO_RS10885,5,6,5,6,5,6,4,2,6,5,6,5
GALLO_RS10890,4,3,8,2,2,3,2,2,6,3,3,4
GALLO_RS10895,7,1,6,2,4,7,2,3,12,5,2,7
GALLO_RS10900,7,5,162,18,7,77,37,7,208,32,18,166
GALLO_RS10905,63,134,100,60,97,83,58,78,66,46,118,75
GALLO_RS10910,93,219,170,71,142,119,81,117,105,78,191,119
GALLO_RS10915,61,127,95,50,81,75,58,83,84,49,96,59
GALLO_RS10920,41,76,47,48,54,43,38,43,31,24,51,28
GALLO_RS10925,60,146,109,76,81,82,59,97,81,57,136,55
GALLO_RS10930,719,865,730,949,780,726,873,635,708,862,965,555
GALLO_RS10935,18118,17848,17094,20703,15618,15539,21865,15108,20686,20995,23092,16690
GALLO_RS10940,8501,15152,9750,7149,12443,8404,6340,11940,6565,6479,15393,7482
GALLO_RS10945,12,9,14,15,22,12,11,12,12,10,15,21
GALLO_RS10950,126,131,152,111,151,120,109,132,121,100,210,111
GALLO_RS10955,170,213,199,140,245,207,158,188,149,136,278,182
GALLO_RS10960,49,66,62,39,52,56,37,55,43,43,69,43
GALLO_RS10965,7,9,9,15,16,14,9,8,9,6,10,10
GALLO_RS10970,17,12,18,14,20,8,8,16,18,12,24,9
GALLO_RS10975,16,23,30,25,25,20,28,22,30,22,28,18
GALLO_RS10980,11,9,6,4,8,8,5,3,10,4,12,7
GALLO_RS10985,9,17,8,12,21,16,11,10,14,12,24,9
GALLO_RS10990,13,15,14,8,14,20,14,15,13,4,13,11
GALLO_RS10995,481,595,745,605,605,601,706,539,687,593,915,579
GALLO_RS11000,390,496,599,529,467,516,524,406,579,503,658,457
GALLO_RS11005,228,273,265,214,216,235,285,183,229,249,312,207
GALLO_RS11010,1169,1424,1440,1539,1306,1242,1639,1107,1290,1449,1748,1231
GALLO_RS11015,2761,3505,2913,2883,3014,2412,2912,2800,2320,2635,4148,2342
GALLO_RS11020,5502,7892,5988,5713,6568,4786,5966,6165,5029,5662,9256,4867
GALLO_RS11025,153,206,172,172,164,143,206,151,147,207,251,129
GALLO_RS11030,518,465,313,410,348,353,644,344,367,518,648,346
GALLO_RS11035,592,603,410,638,492,461,852,401,455,679,688,377
GALLO_RS11040,278,306,350,474,325,410,820,247,402,522,413,320
GALLO_RS11045,208,272,264,329,251,299,627,179,296,374,320,274
GALLO_RS11050,209,230,281,370,244,315,645,218,328,396,360,273
GALLO_RS11055,432,623,541,840,565,734,1290,405,550,751,665,524
GALLO_RS11060,300,373,345,445,360,420,861,278,348,514,431,321
GALLO_RS11065,6136,7763,7367,8631,7203,7732,7243,6150,6901,7035,8855,6475
GALLO_RS11070,6983,8985,7806,9017,7957,8357,7543,7243,7611,7671,10434,7220
GALLO_RS11075,17711,23418,18917,22487,22699,19366,18517,18548,15621,18285,27346,15633
GALLO_RS11080,2402,3162,2213,3132,3245,2596,2326,2443,1666,2251,3379,1752
GALLO_RS11085,9942,11216,3912,7564,8241,4572,6541,8740,3184,6136,9017,2726
GALLO_RS11090,1782,1829,1529,1924,1556,1349,2058,1333,1328,1996,2169,1223
GALLO_RS11095,2466,2693,2920,3699,2589,2556,3304,2107,2289,3004,3467,1986
GALLO_RS11100,44904,50499,47779,58746,43748,44042,60358,40701,52830,56456,61202,41827
GALLO_RS11105,99868,108005,86841,126701,92147,83891,123545,83901,89784,115296,121178,71744
GALLO_RS11110,87,95,73,85,77,93,48,44,67,13,8,14
GALLO_RS11115,3867,6989,3719,3073,5261,3292,2927,5649,2704,2892,6498,2742
GALLO_RS11120,1491,1811,1171,1680,1650,1418,1620,1456,1188,1558,2252,1112
GALLO_RS11125,20290,33853,19002,17613,25997,14732,16979,25106,13796,15973,32212,11197
GALLO_RS11130,9564,16178,11658,10947,13669,11816,7886,12491,8324,7825,15919,8329
GALLO_RS11135,21002,24438,27162,25965,20435,20606,27296,20236,27392,26053,31028,21643
GALLO_RS11140,22449,26675,42012,32262,23337,29062,35117,21825,44300,33164,38455,34158
GALLO_RS11145,31,40,44,39,59,38,35,35,33,18,50,41
GALLO_RS11150,5319,8090,5946,7177,4516,4707,7215,4100,6059,6631,6133,3895
GALLO_RS11155,7459,12598,8524,9632,7075,6645,9981,6289,8514,8913,9175,5451
GALLO_RS11160,8882,13133,8340,10183,7627,6402,10510,6959,7765,9028,10239,5012
GALLO_RS11165,1175,978,441,1040,688,595,977,633,573,697,634,334
GALLO_RS11170,315,378,217,302,313,244,268,263,211,261,338,157
