,GAS-WT-no-manganese-OD1-0-rep-1,GAS-WT-no-manganese-OD1-0-rep-2,GAS-WT-no-manganese-OD1-0-rep-3,GAS-WT-100um-manganese-OD1-0-rep-1,GAS-WT-100um-manganese-OD1-0-rep-2,GAS-WT-100um-manganese-OD1-0-rep-3,GAS-delmtsR-100um-manganese-OD1-0-rep-1,GAS-delmtsR-100um-manganese-OD1-0-rep-2,GAS-delmtsR-100um-manganese-OD1-0-rep-3
SpyM3_0082,2.430090118,1.322743959,5.145851586,3.591369135,1.949177244,3.898457453,0,0,0
SpyM3_0084,5.294921129,5.379967782,4.698483973,5.9993437,6.229022081,6.229186603,0,0,0
SpyM3_0085,189.260462,203.2436302,202.04287,202.7768328,183.8778352,185.3061328,0,0,0
SpyM3_0087,19.94797277,16.47008861,18.08066207,16.01006791,19.77563321,19.17687809,0,0,0
SpyM3_0090,420.6485994,395.9413583,415.5887757,401.9340624,387.2365459,389.8457453,0,0,0
SpyM3_0092,335.9047295,290.0015921,311.0901186,267.7202446,311.6714725,308.4309899,0,0,0
SpyM3_0094,259.8776981,232.1395044,247.2562221,305.8397648,294.2943909,327.953179,0,0,0
SpyM3_0095,176.2598033,170.567022,173.3060577,189.166556,183.6571402,174.3211062,0,0,0
SpyM3_0096,87.90078551,85.57304916,88.71562655,88.03071051,92.47986422,87.95717866,0,0,0
SpyM3_0099,48.29454959,45.73856025,46.95906435,47.22272012,49.78119022,46.94454753,0,0,0
SpyM3_0100,45.23489489,47.47181096,46.28780509,40.71085833,42.58057729,41.03110775,0,0,0
SpyM3_0101,46.17171224,48.95530505,49.95253747,45.37221041,41.40648049,41.92195393,0,0,0
SpyM3_0102,36.2598501,39.83807665,44.15391028,40.79326898,41.03747864,40.03216727,0,0,0
SpyM3_0103,90.44831689,100.5493801,96.18451208,104.5323674,102.0031712,98.62784877,0,0,0
SpyM3_0104,2723.182289,2801.193873,2685.678014,3092.301383,3005.026087,2862.613639,0,0,0
SpyM3_0105,198.9193913,206.3844437,191.4290096,206.4746689,227.0202741,167.2982854,0,0,0
SpyM3_0107,8.505315413,8.336042655,9.495321379,8.41727141,7.377094432,9.137009656,0,0,0
SpyM3_0108,8.065438341,6.044437583,6.718453608,4.534671787,7.292280549,6.459047651,0,0,0
SpyM3_0110,8.657196046,7.659871458,7.867389936,9.345595994,7.620240256,7.239419448,0,0,0
SpyM3_0111,474.8363975,448.6695064,461.8852479,371.3652353,409.8615039,379.2361401,0,0,0
SpyM3_0112,265.6765737,260.0763992,236.4139192,189.9328929,245.3779823,201.3670441,0,0,0
SpyM3_0113,88.47314861,81.24825085,87.29569655,65.72733659,78.9098291,74.97842068,0,0,0
SpyM3_0114,7.982959593,6.263460489,6.961899787,7.440063784,6.730025273,6.922494543,0,0,0
SpyM3_0123,186.7157722,173.8156778,177.2178669,155.6650943,171.4879864,161.9135665,0,0,0
SpyM3_0124,287.2731448,263.6872776,281.5708292,241.6206965,255.8840267,242.5485105,0,0,0
SpyM3_0126,409.7739462,416.4616276,411.8617652,516.998915,475.0497191,513.7885617,0.105277962,0,0.088096537
SpyM3_0129,2675.964236,2771.257461,2835.134309,2591.318776,2597.358891,2607.461075,28.00393782,27.86421689,29.6507773
SpyM3_0131,75.52780089,82.73953979,79.89532063,103.1964403,116.5896759,93.22340131,0,0.218968821,0.094894537
SpyM3_0132,211.3243753,236.0165262,230.1025027,261.8994431,312.1807273,268.6645278,0,0,0
SpyM3_0135,6.278580117,5.257768873,6.52587076,5.591165686,4.993010979,5.509674876,0,0,0
SpyM3_0136,0.992940048,0.900793377,1.251551205,2.140018347,2.212327816,2.212386249,0,0,0
SpyM3_0137,1.282547562,1.292805309,1.724359438,1.053024901,0.762024026,1.01605887,0,0,0
SpyM3_0138,2.820443961,1.895334481,5.266708691,2.701652121,3.351526484,2.793012504,1.608166582,2.990219379,2.44221963
SpyM3_0139,2.244458234,1.527126272,3.394832643,3.850122293,2.857590096,2.857665571,0,0,0
SpyM3_0141,125.3112044,127.7969839,128.8181305,128.7970292,128.3948022,132.8580256,0,0,0
SpyM3_0142,16.80701064,18.58443149,20.20911363,20.0740104,17.69193692,20.80129313,0,0,0
SpyM3_0146,502.1173706,488.5885497,485.7928938,468.7484923,478.089863,437.3581955,0,0,0
SpyM3_0148,152.4628415,157.8757684,153.9799092,136.7287019,143.5224626,133.4529822,0,0,0
SpyM3_0150,22.64189735,19.13103241,21.04050122,26.2446206,24.33347874,24.72979821,334.4365527,349.2818487,279.2317063
SpyM3_0151,35.52656748,34.90574335,37.24616386,46.43839812,45.95004874,43.66512993,3759.748195,3521.34798,3619.401099
SpyM3_0152,234.4990231,230.2973544,229.6548325,289.8937051,268.1034991,302.5344594,101.6033282,104.4426282,92.17552731
SpyM3_0153,243.6094701,221.8544106,233.3298928,283.1596202,259.8147498,281.1145434,343.1776683,347.7493217,319.1903363
SpyM3_0154,73.51171876,74.35695205,74.64103783,66.85285113,72.0365464,70.57240342,564.2483568,531.2114198,597.7709864
SpyM3_0157,241.7027648,223.1263013,218.4153828,223.7359202,224.8266091,214.5698606,647.3593222,592.0725536,721.381716
SpyM3_0158,74.4454012,68.24268925,70.8827978,71.55836628,67.7345176,60.10730281,221.2117228,207.1385559,246.7836259
SpyM3_0159,130.9916211,133.7949609,132.5023965,139.6198194,132.7248543,130.6157285,502.592412,477.2541807,573.9795806
SpyM3_0162,222.3937473,225.491102,241.0137186,221.0088662,196.2821485,211.6501429,71.83555582,71.54507622,71.57923716
SpyM3_0163,144.3170303,152.1988563,160.2517837,137.5613249,127.2084606,139.5063114,115.1796943,116.1353454,117.461156
SpyM3_0164,66.96838263,70.50373506,73.12298346,60.82944346,56.84827302,63.212523,89.68596377,80.61168776,81.20733729
SpyM3_0165,69.97900137,73.05663003,72.56454775,67.41416054,65.34058354,66.547887,116.7078772,106.9968543,101.7046567
SpyM3_0168,81.9130678,83.52145337,76.84825977,86.83649317,95.56056711,79.82182965,244.6420802,242.8841883,201.664886
SpyM3_0169,533.8969511,535.6926992,590.2220428,486.337551,460.7158675,480.6087069,200.9834855,204.5324932,154.7921898
SpyM3_0171,127.409246,135.2694731,139.5694225,146.0210164,145.1681226,150.3042987,305.2514341,331.3417559,228.7668379
SpyM3_0172,83.85070021,102.7639553,96.25142086,118.5880633,107.5638369,120.7859724,143.0789428,151.8692683,139.4643033
SpyM3_0173,150.2106145,165.333283,165.3106171,207.162934,197.2265883,213.0937298,4446.661203,4984.395788,4655.263674
SpyM3_0174,198.2392746,204.855731,202.8181797,254.2735391,232.8183931,281.5552605,5115.079921,5379.453683,5154.366627
SpyM3_0176,423.9098508,420.3865612,411.4284133,423.7967388,426.7748687,415.6039712,126.4793236,136.5383766,110.4247737
SpyM3_0177,540.0576506,475.7938931,503.9680737,525.9393286,546.4087029,565.4467551,397.8129485,385.7313134,319.6241161
SpyM3_0179,7.17135105,6.23847328,6.240713625,7.864079577,7.179239118,6.741658693,0,0.445657696,0.386269431
SpyM3_0180,6.016710377,8.068863052,7.847545148,8.940270899,8.451342947,9.908732746,1411.578773,1482.604817,1327.704149
SpyM3_0181,1.86176259,3.377975163,3.003722892,3.66860288,2.322944207,5.641584935,1753.679432,1743.022679,1654.047983
SpyM3_0182,13.18050609,13.04436084,12.16299901,14.85530284,13.17062286,12.88619299,969.3048397,961.5991157,886.1165425
SpyM3_0183,7.417477238,8.997364893,8.740074552,7.287540558,8.616098369,8.913440627,674.8949014,691.1705206,641.2458829
SpyM3_0184,26.01076097,24.54458152,25.49087006,25.8586703,25.97433025,24.57851004,2039.550598,1976.062628,1899.42187
SpyM3_0186,14.75134576,14.11842527,13.75906612,16.98633458,15.31595254,16.17091776,354.9418026,371.8832801,342.8193401
SpyM3_0187,70.25767765,70.16432454,71.51734081,61.37956695,66.99759249,67.6678701,508.3727844,507.3645023,512.4802089
SpyM3_0188,97.33496094,94.4577717,93.50863351,90.00161136,93.42002649,87.3750557,215.4869048,236.2019423,226.4034458
SpyM3_0189,239.7647798,208.2650291,222.2716822,196.8568581,204.0754495,192.9054814,314.8241923,314.2385755,317.7312152
SpyM3_0191,113.7604235,114.810457,110.5979213,112.9274053,109.1530559,110.1475144,802.8391495,802.487597,842.4342083
SpyM3_0193,169.0409844,165.4631493,174.3155773,155.228846,156.5038443,152.9975186,32.11262368,31.42087503,31.39570098
SpyM3_0194,199.5510912,178.7602149,179.5875619,159.9952126,181.289829,168.0469111,32.45592571,30.74864694,31.49674009
SpyM3_0202,375.6358532,375.2862026,356.9109882,406.7916193,389.0857653,416.9183665,10.86639286,9.969081613,9.726333879
SpyM3_0203,169.3257057,167.1871646,167.1804391,180.7014891,174.746825,179.8263923,17.33919911,17.87213382,17.19445109
SpyM3_0204,142.5066165,148.5614535,151.7113995,160.3599462,161.9051794,160.9479981,25.37499672,22.97556419,23.75888091
SpyM3_0208,241.3684646,245.2094515,249.7268331,252.1236623,246.0151573,229.2092413,105.9493245,111.8819993,122.4917357
SpyM3_0209,187.0447868,185.5559468,184.5719937,180.1798141,193.8219874,178.4323668,153.3209724,152.0608478,143.9431902
SpyM3_0210,216.3522898,216.8081917,218.3317307,208.4062435,223.7052878,199.212129,190.9731955,192.7415186,201.9378902
SpyM3_0211,530.3975444,491.7782916,508.9339109,499.686641,522.7246683,484.6743692,372.7545431,353.7147204,322.6048324
SpyM3_0212,197.8648218,196.5495916,195.9262399,199.4424709,211.5317475,193.7026015,27.3181271,30.34716691,24.58145086
SpyM3_0213,862.0282113,766.9341092,797.5665703,806.9110656,783.9254471,857.4737424,287.005875,294.2723869,255.6637448
SpyM3_0221,0,0,0,0,0,0,418.7751658,422.6327393,341.6490239
SpyM3_0222,87.36964248,68.36417539,84.31486788,43.91884342,61.64030929,65.90752596,344.9450567,339.4221217,309.4284538
SpyM3_0223,642.2603562,642.1582754,638.7955859,597.2109221,590.0176178,581.3810695,385.7138122,402.5284613,309.6237139
SpyM3_0224,581.6645465,579.3417585,563.7476511,552.016544,573.2770076,550.8414704,200.9823899,215.6547131,151.965718
SpyM3_0225,399.8559934,456.6891237,419.6973683,466.7762902,412.2919893,386.5339489,104.7193885,98.22018526,87.8372684
SpyM3_0226,473.095933,478.8207751,475.7270692,428.4962937,447.6692519,402.8252068,700.9199896,732.2633435,618.0034994
SpyM3_0227,531.4410717,513.6433022,532.1216466,438.6806007,469.4760747,426.3637033,738.7705501,747.4717832,677.5248894
SpyM3_0228,294.253055,294.2055511,297.452003,251.5977352,262.734998,217.5091738,399.7118353,413.8359656,363.9425466
SpyM3_0229,180.404795,182.5795576,177.2196506,155.3424032,167.003096,140.0440496,447.1201974,437.1362666,429.5463695
SpyM3_0230,248.2511574,256.4295097,260.4203327,215.9728388,227.4920506,205.5846432,27.20382531,27.36762689,24.48580319
SpyM3_0231,1201.623641,1216.647717,1245.175101,1728.740846,1505.478897,1731.243152,66.56936076,58.39898448,60.52584476
SpyM3_0237,323.8702605,300.5384502,296.254027,316.489405,323.2927035,323.4095329,163.8491269,153.655023,153.5269841
SpyM3_0238,179.3514511,186.7224564,180.7473563,228.2115565,244.7011551,264.6426932,173.555269,160.5027939,157.9603536
SpyM3_0239,132.0968707,132.4763234,132.8500026,170.4674836,167.0359949,182.60483,205.7971114,209.5239082,198.2556314
SpyM3_0243,1444.681749,1311.083252,1317.216862,1161.385896,1435.13954,1297.855377,15.80710079,19.42958857,16.10555104
SpyM3_0246,362.6578125,332.0488167,336.0619785,305.1666162,328.8202945,327.4573,16.33219349,15.7680125,15.01273975
SpyM3_0251,1293.611928,1260.357826,1287.749055,1291.590049,1234.37656,1261.53566,16.54438249,16.5143249,16.28468602
SpyM3_0253,305.134794,273.5656333,289.6120583,310.2760762,297.2461668,348.6280999,70.70642812,62.63697559,71.42405625
SpyM3_0254,918.3138638,916.8664242,913.1274517,999.5119068,943.7194024,1029.625101,102.5950717,114.3758913,108.205282
SpyM3_0256,623.018299,584.4445405,598.2967393,943.2299602,873.4873581,1111.394387,324.9790308,322.7651104,279.7534897
SpyM3_0257,173.7645084,180.609072,179.9730633,172.7300523,183.8444415,185.8404449,290.1741366,287.4244551,254.8691545
SpyM3_0258,79.86204699,82.66701657,75.32506716,77.3202796,80.70949588,77.61698489,487.8686024,487.154794,420.5149755
SpyM3_0259,701.6346905,724.6697427,747.5752984,735.6245344,721.2846778,751.3851804,226.5090083,251.9753137,193.5190243
SpyM3_0260,351.2061329,367.5119483,384.8095516,352.7999687,367.2127516,367.4013653,269.9187498,313.6957959,254.0680789
SpyM3_0261,786.6291715,686.2210582,762.4542648,724.83214,743.735449,699.5565319,157.7119144,172.7832969,143.6701032
SpyM3_0263,220.6839438,219.365091,220.6891814,188.6514914,205.3712654,186.8027321,404.5231404,406.3304548,385.700691
SpyM3_0264,180.8392063,181.1487715,182.7523701,176.3090485,170.3911998,158.0978842,437.7015481,433.1258015,395.9956956
SpyM3_0265,319.4542818,354.5426217,339.6596193,323.8256704,317.8382418,290.323977,164.6265012,176.5899947,155.7881442
SpyM3_0266,229.0969899,237.0226139,225.9638003,213.1804507,211.778412,196.1666911,127.6429487,132.0044285,118.8770999
SpyM3_0267,581.2723858,622.3322702,607.3304006,498.4616594,534.2404524,503.0853357,585.6928614,563.8886348,509.1386101
SpyM3_0268,306.0130602,307.5499517,320.0842207,280.1446843,287.7096254,258.084475,1947.566543,2034.878475,1556.543333
SpyM3_0269,327.2252469,338.1367155,313.9264329,301.7768373,303.1559232,277.1247867,401.5136368,422.7544384,321.7880633
SpyM3_0270,359.4048055,344.6148844,345.4793324,301.440344,338.5464921,313.0702527,749.001322,761.3188246,582.8156786
SpyM3_0271,330.26651,317.699487,319.4163847,287.2686454,290.9682558,264.2169479,249.2524403,244.1687469,213.3774731
SpyM3_0272,53.17114734,62.05052887,63.02625467,124.1617179,97.07294356,134.8331739,3974.190837,3642.428089,4100.920577
SpyM3_0273,180.4509121,194.5434778,203.1026481,426.8663463,320.9833954,448.7845803,616.19191,608.322755,520.2540991
SpyM3_0274,218.6764482,217.8254824,217.2440136,250.5135949,224.1095284,254.7436652,291.3589423,286.3135056,238.8106309
SpyM3_0275,162.5993001,166.8683212,164.2102832,189.6469386,183.9484807,201.7481,147.7758818,151.4993631,122.2923764
SpyM3_0278,1089.887679,1111.936906,1069.344482,988.7702602,1063.132723,956.5498551,208.4816128,211.6795318,178.7867854
SpyM3_0279,149.3167758,150.4469562,155.7974572,139.2891103,149.6852882,143.0825286,330.773785,348.6663756,307.6050764
SpyM3_0285,123.3504826,119.2431431,116.3942621,107.831682,117.2188701,113.4467015,4.12961295,7.14330185,4.319572135
SpyM3_0288,69.7594348,79.6761533,79.95779742,94.25717453,70.44580802,76.48604025,321.0028848,337.1682929,245.7565811
SpyM3_0290,214.7300864,211.4427357,210.7852253,188.4085135,199.1936022,182.7105245,97.32277611,91.43275347,95.88533867
SpyM3_0291,532.2572384,559.4614976,522.4809097,479.389586,485.7903163,462.9418226,23.8471711,25.08443795,23.2666585
SpyM3_0292,252.4213921,264.4837262,244.0238036,243.4461942,245.1097905,231.7566778,43.66328264,38.40296031,42.27626957
SpyM3_0293,261.5222174,289.5311506,278.280022,321.6468578,289.4586072,324.1770727,29.13230161,28.52209254,28.66977557
SpyM3_0294,91.90369389,98.33446555,96.77351503,110.0711885,103.363116,97.68317399,51.19022207,55.32302432,54.3441131
SpyM3_0295,68.09357562,64.76628682,78.2482434,65.2256012,64.49028539,66.91259957,53.1328951,58.76034489,55.08333029
SpyM3_0299,64.71608847,64.20367875,64.87549033,58.61119334,64.000649,69.06181288,115.7749006,114.372669,114.9750942
SpyM3_0304,325.8692758,302.2197667,306.3348586,278.0866755,314.3576802,298.463245,2.558995232,3.063540323,3.383357833
SpyM3_0305,282.0701435,275.8045355,277.8708087,260.6904039,310.3584331,282.2568608,5.334083394,6.222701903,4.463557873
SpyM3_0306,561.7558323,516.3556749,540.1248018,512.4470463,585.3977425,548.9167325,14.00196891,17.55621226,14.76017433
SpyM3_0307,392.4595541,416.1474555,383.6407485,460.0469464,439.1583206,414.5261869,13.98515982,15.64420797,11.75903692
SpyM3_0308,1010.225375,883.866443,974.1757731,682.7200302,794.8585798,720.9130604,27.73205493,28.79900606,24.76624587
SpyM3_0309,172.400814,175.097995,176.9392602,143.1345563,151.4400108,134.4010403,16.70505171,18.94647448,17.23596841
SpyM3_0310,299.0339801,260.8113511,276.8001045,223.0997787,246.3814181,229.7991769,16.53461467,15.91809054,13.16793247
SpyM3_0313,595.3655111,626.1524318,604.7468362,725.0844865,697.5361978,714.1259923,17.90925409,20.05228721,17.17197783
SpyM3_0314,912.44098,822.2795826,875.7282574,870.2122563,927.5737452,997.1619893,26.48114304,26.06474559,25.83104137
SpyM3_0316,1248.256291,1156.666106,1240.721993,1226.80172,1279.598765,1313.202613,284.0057479,301.3966492,232.7344855
SpyM3_0317,503.6136761,434.9643463,458.571838,303.5344276,343.7680885,305.008172,850.8525633,868.5287201,723.7201646
SpyM3_0322,165.1848256,158.2544219,166.5356453,140.7974665,150.7831628,136.7598151,79.20441477,79.3245732,64.81536138
SpyM3_0323,146.9996821,158.9553851,170.9105489,156.9817121,143.319134,169.3496582,124.9617777,132.6797556,132.2400858
SpyM3_0328,180.6016975,167.5475681,178.3754041,182.1733078,198.5495933,205.582578,485.4578988,518.4615689,407.1561538
SpyM3_0330,209.0552527,209.1435789,212.0962109,231.7971063,234.6081469,211.4672523,601.9793852,661.4811177,557.4748859
SpyM3_0331,674.1661932,619.227887,617.3074145,744.5453061,723.0142572,769.1428868,406.6151168,416.2404626,329.0485056
SpyM3_0332,290.1161648,310.9623329,314.1660353,259.4931311,264.2327979,242.13276,64.52790215,69.71652693,61.39259673
SpyM3_0334,71.78258388,69.59332581,79.17234701,67.96946664,71.68979153,71.69168502,308.63457,314.6976321,260.8097131
SpyM3_0335,622.6622671,619.0216258,601.8112413,568.3103592,574.2197407,578.9110872,48.59506857,53.95953475,44.4550672
SpyM3_0338,443.274973,459.6725305,448.0510157,533.1755562,503.6059125,530.1068175,283.9389557,294.874823,258.1539865
SpyM3_0339,37.79991826,39.12511892,47.32513952,44.99077817,42.27977259,41.37648524,108.6604408,113.5037439,126.8874315
SpyM3_0340,84.4184291,73.77094416,62.19275495,71.71571077,81.07025753,90.28517137,111.3789835,114.3474376,124.2691579
SpyM3_0341,30.065301,31.65869746,31.94075098,35.70489082,39.71385678,39.23641287,98.11308711,96.03870669,92.50011422
SpyM3_0342,8.841391706,13.81376226,12.63001567,14.51830076,11.81947904,13.35198637,591.1627733,686.2024233,532.9014094
SpyM3_0343,29.71897535,31.09069309,30.81988911,35.47952348,30.48525412,32.51459937,394.0478051,391.1417287,373.0422735
SpyM3_0344,28.64034782,33.69847704,35.0057931,37.8376391,27.84538921,32.95124752,96.74609962,89.45158062,82.39952213
SpyM3_0345,7.695285374,6.748443714,6.725001808,5.054519523,5.715180192,9.144529829,242.0105013,235.7634072,223.8408633
SpyM3_0348,83.94856771,95.09170689,88.41261118,81.41797073,87.18247602,78.04024888,108.1542044,96.36530349,99.26676968
SpyM3_0349,183.0279851,178.9180617,180.7479758,163.609803,172.0714132,168.3798157,231.5727929,220.1992968,221.1000305
SpyM3_0350,352.4363362,382.7177961,367.548514,389.3996126,378.614892,370.0432793,67.46894672,69.94015372,73.28679481
SpyM3_0351,637.0527385,722.6814408,746.1019533,757.2182096,656.0448108,687.5760403,135.9470443,131.5988365,135.1131032
SpyM3_0354,215.7602165,206.87176,214.126153,173.94905,186.3872183,182.7459046,69.18972923,64.77188953,68.49329556
SpyM3_0356,195.3705947,191.1343616,193.0864037,186.9681494,184.9054997,182.0471691,80.20640031,80.26186407,74.54685984
SpyM3_0357,119.2769233,120.1492429,120.2740708,125.5732194,115.5067997,120.4731644,219.8750739,217.7973533,217.5549701
