gene_name,A909_CDM.1,A909_CDM.2,A909_CDM.3,A909.1,A909.2,A909.3,dsaeR_CDM.1,dsaeR_CDM.2,dsaeR_CDM.3,dsaeR_THY.1,dsaeR_THY.2,dsaeR.1,dsaeR.2,dsaeR.3
SAK_RS00235,31,20,19,1,1,2,5,1,9,3,2,0,0,0
SAK_RS02300,1277,1161,1132,14,15,0,1454,570,501,913,799,17,50,18
SAK_RS02305,6062,6291,5847,62,77,2,9871,2355,2200,2837,2873,102,230,105
SAK_RS02310,1305,1369,1372,24,15,1,2258,468,464,663,572,22,40,23
SAK_RS02315,2995,3099,2689,49,41,1,2313,887,855,1073,947,37,99,28
SAK_RS02320,45,68,27,166,440,38,89,21,22,19,11,0,5,2
SAK_RS02325,327,331,319,36,66,2,0,0,0,0,0,0,0,0
SAK_RS02330,494,550,461,26,69,5,603,160,170,184,180,10,42,10
SAK_RS02335,402,825,714,1,6,0,321,126,127,202,170,2,16,4
tgt,1852,1937,1613,22,20,2,1315,485,453,515,584,31,71,17
SAK_RS02345,42,67,109,1,19,0,23,23,22,46,27,2,0,3
SAK_RS00240,523,252,123,5,12,15,19,15,34,13,23,6,6,3
SAK_RS02350,125,161,272,0,55,0,45,36,43,133,75,4,7,8
SAK_RS02355,1766,1665,1411,29,40,0,1738,670,713,1978,1989,26,72,19
SAK_RS02360,1136,1093,1001,31,21,2,1640,755,749,2323,2194,28,65,24
SAK_RS02365,226,332,285,4,3,0,226,32,26,55,44,2,6,3
pgi,16136,18959,16753,74,198,57,21283,8573,8523,7310,6924,217,536,178
SAK_RS02375,350,327,216,1,6,0,244,110,97,159,107,3,9,5
SAK_RS02380,720,557,538,5,8,0,728,237,281,417,351,9,21,13
SAK_RS02385,3431,3543,2276,50,23,1,4281,1523,1481,1108,1333,41,167,22
SAK_RS02390,4083,4077,3842,14,43,16,4697,1056,953,1367,1037,40,144,32
SAK_RS02395,4206,3735,3500,56,46,2,6492,1282,1370,1682,2015,31,118,29
SAK_RS00245,40251,29068,19865,555,540,15,44439,12766,11668,10434,9932,909,1895,471
rnpA,476,571,366,5,9,0,705,177,190,71,72,11,24,10
SAK_RS02405,2124,2119,1540,30,27,1,4773,1168,1202,754,740,69,94,35
SAK_RS02410,2949,2830,2129,55,35,3,5307,1305,1192,998,880,94,137,36
SAK_RS02415,1049605,2878516,2426668,575816,329734,343202,1384846,3561143,2950959,3488601,3477993,618633,864043,639889
SAK_RS02420,74,138,118,3,24,14,105,37,40,39,38,10,23,12
SAK_RS02425,20814964,31680106,26481431,914693,956402,973854,18062406,23305719,20611004,23788851,23082221,2485187,2239353,2191902
SAK_RS02430,268594,176161,113329,3470,5361,2142,13060,32598,84977,77858,163380,2506,2640,1915
SAK_RS02435,848,572,719,16,25,47,80,44,68,58,43,25,46,10
SAK_RS02440,743,635,706,2,3,5,123,57,127,59,41,11,28,12
SAK_RS02445,457,252,248,3,10,12,47,36,82,27,15,6,12,3
SAK_RS00250,6178,4792,4120,84,97,4,3090,1173,1310,1648,1418,67,149,40
SAK_RS02450,9,14,7,0,0,0,0,0,1,0,0,0,0,0
SAK_RS02455,2056,1599,1434,20,24,7,2528,592,612,335,295,19,42,11
recX,241,145,92,0,4,0,437,58,47,15,11,7,12,1
SAK_RS02465,1096,1156,1123,12,14,0,1187,328,308,400,409,18,60,16
SAK_RS02470,896,886,668,8,16,2,790,260,217,191,216,19,51,9
SAK_RS02475,671,630,494,20,8,0,659,303,308,278,258,17,37,5
SAK_RS02480,2479,2926,1241,15,39,5,3168,615,604,240,271,81,122,49
SAK_RS02485,305,457,236,8,17,1,409,107,124,74,73,17,66,15
SAK_RS02490,61,41,29,28,31,3,62,20,20,118,140,46,123,38
SAK_RS02495,24,17,14,9,15,2,31,16,8,41,46,32,43,12
SAK_RS00030,284,329,270,1,3,0,340,88,86,87,74,5,7,0
SAK_RS00255,3067,2659,2107,11,18,3,2885,904,811,713,635,25,62,16
SAK_RS02500,232,134,89,108,96,14,314,61,71,307,360,232,406,138
SAK_RS02505,619,324,185,303,183,197,955,211,195,755,845,439,873,418
SAK_RS02510,90,47,51,32,32,74,164,42,44,119,146,61,131,45
SAK_RS02515,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS02520,13,6,6,1,0,0,2,4,3,4,6,0,1,0
SAK_RS02525,90,99,164,9,7,1,232,60,48,171,136,59,22,7
SAK_RS02530,78,92,116,6,6,1,103,29,23,100,86,38,18,3
SAK_RS02535,64,81,120,5,1,0,101,26,29,97,111,38,17,7
SAK_RS02540,70,64,102,1,3,0,92,21,32,52,66,47,19,10
SAK_RS02545,175,189,277,11,6,2,235,59,55,164,202,91,49,23
SAK_RS00260,2110,1944,1503,2,13,1,1694,809,849,633,494,17,35,15
SAK_RS02550,135,153,219,10,10,1,199,41,47,121,102,110,38,12
SAK_RS02555,396,959,1420,1,21,2,563,145,165,887,682,321,119,24
SAK_RS02560,231,193,116,1,7,0,92,32,30,41,22,4,5,4
SAK_RS02565,197,469,281,3,12,0,1144,126,113,146,147,15,29,5
SAK_RS02570,49575,37736,71750,4274,2032,59,83235,17896,25285,41161,46344,2081,11807,2386
SAK_RS02575,39,54,100,2,1,0,100,23,24,56,82,0,2,5
SAK_RS02580,20,32,17,1,0,0,37,8,2,6,3,2,3,6
SAK_RS02585,72,122,123,0,2,0,488,46,48,43,29,9,10,3
SAK_RS02590,78,185,153,1,3,1,489,101,98,51,44,7,14,4
SAK_RS02595,215,407,300,6,9,0,666,101,80,62,61,14,34,15
SAK_RS00265,14,21,27,0,0,0,12,2,3,8,8,0,1,0
SAK_RS02600,99,114,174,5,6,0,122,42,34,132,125,15,33,10
SAK_RS02605,4,8,5,6,4,0,23,10,5,3,5,2,9,2
SAK_RS02610,2,6,1,1,1,0,8,3,4,1,5,0,13,3
SAK_RS02615,11,12,5,9,15,0,32,4,7,12,14,7,60,22
SAK_RS02620,12,8,9,13,12,0,18,7,4,13,13,5,50,7
SAK_RS02625,6,8,14,4,12,0,19,13,14,19,26,5,20,0
SAK_RS02630,16,21,22,8,29,0,15,9,8,47,58,16,82,14
SAK_RS02635,7,9,5,17,20,0,5,2,1,22,14,5,38,5
SAK_RS02640,66,214,159,4,6,0,363,91,85,134,137,8,5,4
SAK_RS02645,7,8,3,13,5,0,18,4,2,17,9,11,18,13
SAK_RS00270,3671,3098,2367,34,26,2,3580,1837,2083,1679,1766,23,73,25
SAK_RS02650,4,6,0,0,4,0,7,2,1,5,2,2,6,4
SAK_RS02655,5,11,3,2,2,0,10,6,2,9,5,5,2,4
SAK_RS02660,24,17,10,4,7,0,38,17,10,15,14,9,13,6
SAK_RS02665,19,20,9,12,4,0,34,12,16,11,16,14,10,6
SAK_RS02670,18,15,13,10,8,0,52,11,5,8,10,6,11,13
SAK_RS02675,16,14,11,12,3,0,24,4,8,9,10,3,11,7
SAK_RS02680,17,13,10,6,1,0,32,14,7,2,3,5,7,3
SAK_RS02685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS02690,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS02695,102,64,40,2,2,0,107,21,12,11,6,12,10,1
SAK_RS00275,1163,839,760,24,9,0,1432,486,596,699,751,20,31,8
SAK_RS02700,469,407,251,10,8,0,497,69,102,107,117,11,18,2
SAK_RS02705,1005,963,720,5,14,2,815,163,164,151,130,15,37,10
SAK_RS02710,2430,1996,1535,11,16,0,5378,1020,1098,300,397,21,41,22
SAK_RS02715,3177,2985,2256,6,12,1,6963,1617,1315,312,246,21,35,28
valS,14592,13440,11568,70,88,23,45002,9574,8517,1798,2036,167,364,130
SAK_RS02725,1082,1410,1275,3,41,1,3384,736,692,315,163,20,114,36
SAK_RS02730,1054,794,562,15,3,0,456,399,419,528,597,9,18,5
SAK_RS02735,1221,1137,1176,6,7,0,1397,675,675,706,539,11,22,6
SAK_RS02740,360,265,206,1,4,0,238,74,96,74,89,4,11,3
SAK_RS02745,2406,2787,2079,8,16,1,1852,1384,1351,413,379,23,45,27
SAK_RS00280,109,106,66,9,1,9,113,40,29,7,9,17,84,8
SAK_RS02750,43,30,26,1,0,0,147,30,36,57,37,4,1,0
SAK_RS02755,1195,943,726,21,17,1,1141,532,505,506,518,17,34,15
SAK_RS02760,293,227,186,0,3,1,235,93,99,89,64,2,12,1
SAK_RS02765,949,753,605,12,4,0,1345,449,478,526,498,18,36,10
SAK_RS02770,1922,1474,1211,23,30,0,2546,637,629,901,989,38,60,22
SAK_RS02775,506,474,397,10,8,0,729,215,190,210,212,12,15,12
SAK_RS02780,596,894,740,7,6,1,1272,241,226,293,228,16,43,13
SAK_RS02785,1032,1643,1649,31,21,1,2551,516,482,655,708,39,74,26
SAK_RS02790,427,703,873,7,10,0,526,169,176,251,222,19,32,11
SAK_RS02795,1366,2134,2338,11,5,1,1772,670,605,652,761,22,25,10
SAK_RS00285,1028,679,320,143,67,191,1025,592,516,39,37,441,1037,238
SAK_RS02800,1583,2049,1873,5,7,0,2093,696,585,683,668,12,41,13
SAK_RS02805,288,302,219,1,2,0,128,71,66,81,56,4,7,2
SAK_RS02810,1253,1385,1099,36,29,0,1799,447,555,749,758,16,69,24
SAK_RS02815,22,35,70,0,3,0,41,14,10,35,35,1,1,2
SAK_RS02820,27,70,118,0,9,0,226,24,33,63,73,1,4,6
SAK_RS02825,5,10,14,0,0,0,26,4,1,5,8,1,1,0
SAK_RS02830,17,29,45,0,5,0,64,16,11,43,38,0,1,0
SAK_RS02835,32,22,63,0,5,0,29,14,10,36,45,2,2,1
SAK_RS02840,584,596,668,0,5,1,796,357,379,531,548,10,6,6
SAK_RS02845,1,5,2,0,0,0,0,1,0,0,0,0,0,0
SAK_RS00290,606,394,197,86,35,126,1260,425,387,24,25,261,560,134
SAK_RS02850,359,477,315,0,3,1,671,319,357,320,298,1,7,2
SAK_RS02855,3412,4047,2805,58,65,5,5592,1906,1787,1937,2221,151,184,65
SAK_RS02860,1842,2040,1632,26,40,5,1702,500,515,640,653,68,98,17
SAK_RS02865,21136,20128,20563,168,132,86,23362,6908,6752,8046,8429,183,338,147
SAK_RS02870,2377,2925,2856,3,11,3,1308,341,350,470,338,15,39,3
murD,2344,2181,1647,23,25,2,3281,893,911,950,1024,60,92,26
SAK_RS02880,1966,1679,1329,20,24,6,2827,589,504,618,586,43,73,21
SAK_RS02885,2118,2096,1464,34,28,0,4676,754,685,602,526,39,113,28
SAK_RS02890,13527,11398,10110,154,108,11,15860,4493,4015,4273,4166,224,450,177
SAK_RS02895,16429,14315,12875,258,176,18,32040,6614,6030,6995,8764,319,726,260
SAK_RS00295,524,272,144,50,29,41,652,275,266,23,24,185,388,124
SAK_RS02900,8485,8714,7405,102,94,3,14404,3241,2981,3385,3287,136,350,127
SAK_RS02905,8397,7601,7113,123,73,4,13133,3271,3004,3421,4008,151,358,144
SAK_RS02910,2035,1892,1764,88,21,2,4477,912,958,1238,1434,42,103,31
SAK_RS02915,10334,9203,8495,149,106,5,16610,4271,4319,5398,5701,173,398,115
SAK_RS02920,8497,7390,6520,73,95,6,7960,2081,1807,2327,1816,143,380,167
ileS,15600,13483,13353,80,177,12,12623,4294,3787,4494,4622,366,651,192
SAK_RS02930,1856,1954,1834,43,27,1,3684,1534,1374,1455,1159,22,88,17
SAK_RS02935,498,496,351,12,5,0,1446,258,238,142,202,7,50,3
SAK_RS02940,4236,4598,4340,162,153,11,20206,4430,4187,3368,3875,206,419,315
SAK_RS02945,836,763,393,7,19,1,14,14,95,28,3,2,29,3
SAK_RS00300,189,111,63,24,12,22,280,115,111,8,13,115,193,67
SAK_RS02950,67,72,66,1,2,0,50,24,25,46,42,7,5,0
glnQ,91,90,51,5,3,0,86,38,61,82,94,11,11,3
SAK_RS02960,1162,926,956,526,357,66,2299,1086,1091,5961,6687,567,1245,432
SAK_RS02965,1647,1231,979,33,16,0,1447,559,521,651,658,21,61,30
SAK_RS02970,1613,1149,961,15,18,2,1203,528,410,632,568,30,61,27
SAK_RS02975,2992,3074,2254,58,40,5,3749,1039,1010,1139,1204,52,146,46
SAK_RS02980,350,297,255,6,6,0,398,137,115,138,123,7,32,11
SAK_RS02985,1946,1802,1423,58,33,0,2873,893,857,1111,1046,48,126,37
SAK_RS02990,2063,1614,1502,57,32,1,2704,711,681,993,1005,39,109,31
SAK_RS02995,1291,997,927,18,16,0,1505,302,342,494,421,13,63,15
SAK_RS00035,3071,3610,3003,21,24,5,3356,836,796,1001,916,34,130,38
SAK_RS00305,484,255,171,38,22,1,493,288,255,63,74,96,244,64
SAK_RS03000,4111,3506,2973,41,70,5,4619,1244,1105,1612,1552,103,206,72
SAK_RS03005,3460,3280,2784,66,56,0,2932,944,854,1181,1295,102,182,58
SAK_RS03010,1324,1299,970,15,10,1,1858,341,320,344,336,46,52,13
SAK_RS03015,741,942,636,8,5,1,1096,215,224,229,267,21,32,11
SAK_RS03020,11195,8771,6047,137,224,186,1150,1196,2388,1682,573,61,346,54
SAK_RS03025,121,272,233,9,6,1,420,52,75,182,213,16,19,11
SAK_RS03030,449,764,655,6,20,1,380,356,429,601,484,12,38,6
SAK_RS03035,588,758,539,23,13,1,1111,493,561,256,190,17,60,15
SAK_RS03040,767,1077,612,10,16,2,1080,527,544,237,222,11,48,7
SAK_RS03045,51,108,78,0,0,0,18,8,8,8,13,0,0,0
SAK_RS00310,1130,758,475,94,71,97,1415,703,594,242,277,347,711,213
SAK_RS03050,166,236,228,3,0,0,50,20,15,34,25,0,0,0
SAK_RS03055,3127,1614,1145,82,435,10,565,820,1022,395,297,99,305,97
SAK_RS03060,105,139,149,0,0,0,43,19,22,50,22,0,2,0
SAK_RS03065,55,101,109,0,0,0,44,13,8,19,30,2,0,0
SAK_RS03070,49,83,87,0,0,0,30,11,7,7,17,0,1,0
SAK_RS03075,28,59,38,1,1,0,7,3,1,7,3,0,1,0
SAK_RS03080,289,339,369,6,1,0,142,43,26,87,95,1,1,4
SAK_RS03085,500,705,592,5,0,1,271,65,66,142,147,3,4,2
SAK_RS03090,243,335,313,8,1,0,201,51,62,122,158,1,0,0
SAK_RS03095,688,846,692,7,1,0,335,86,79,145,194,11,4,3
SAK_RS00315,79,42,43,1,3,0,90,19,18,59,82,0,7,1
SAK_RS03100,402,529,477,3,1,0,197,71,51,124,117,0,2,0
SAK_RS03105,158,199,169,4,1,1,96,25,23,55,45,0,0,0
SAK_RS03110,68,130,80,0,1,0,35,4,7,15,18,0,0,0
SAK_RS03115,86,154,122,2,0,0,39,3,6,17,20,1,0,2
SAK_RS03120,142,207,212,3,0,0,229,37,41,91,132,0,2,0
SAK_RS03125,171,332,279,6,0,0,117,35,20,68,56,1,2,2
SAK_RS03130,34,103,101,1,0,0,29,6,4,6,11,0,0,0
SAK_RS03135,54,157,110,2,0,0,84,19,8,25,29,0,0,0
SAK_RS03140,51,138,111,0,0,0,31,7,6,17,11,1,0,0
SAK_RS03145,187,302,261,5,1,0,78,53,28,73,52,2,0,1
SAK_RS00320,8647,10195,8459,302,121,3,56785,9084,7915,4798,5401,489,836,181
SAK_RS03155,120,146,171,3,0,0,56,14,16,64,77,0,1,0
SAK_RS03160,433,591,673,5,0,0,121,45,38,147,200,0,2,1
SAK_RS03165,1046,1286,1323,24,8,1,985,539,507,809,866,7,16,10
SAK_RS03170,293,392,354,6,1,0,301,159,141,222,231,5,12,5
SAK_RS03175,1629,2126,2438,12,1,0,730,168,171,945,1173,1,14,7
SAK_RS03180,417,629,659,2,0,0,215,42,56,214,273,0,2,1
SAK_RS03185,813,1170,1215,2,0,0,229,70,46,230,314,1,0,3
SAK_RS03190,165,235,222,2,1,0,61,20,14,68,78,0,2,0
SAK_RS03195,273,366,428,1,1,0,115,37,24,132,159,0,5,0
SAK_RS03200,254,325,333,0,0,0,86,25,16,114,113,0,1,1
SAK_RS00325,7,24,13,23,24,1,58,17,5,20,16,8,93,15
SAK_RS03205,173,283,294,2,0,0,70,23,34,128,170,0,0,1
SAK_RS03210,181,333,323,0,0,0,78,34,26,133,129,1,0,0
SAK_RS03215,558,802,793,3,0,0,213,58,52,214,268,0,1,1
SAK_RS03220,199,240,249,2,0,0,65,14,12,51,62,0,1,0
SAK_RS03225,225,276,305,3,0,0,73,12,23,64,96,0,2,1
SAK_RS03230,1142,1700,1731,7,3,0,410,115,104,418,601,2,5,1
SAK_RS03235,933,1157,1294,6,0,0,327,123,95,380,469,2,1,3
SAK_RS03240,2077,2824,2696,10,3,0,846,243,177,791,1141,5,3,4
SAK_RS03245,685,959,905,3,1,0,294,66,72,246,409,2,1,2
SAK_RS03250,104,175,135,1,0,0,56,13,13,37,35,0,0,0
SAK_RS00330,19,35,22,108,60,1,69,16,13,13,8,36,295,54
SAK_RS03260,152,200,170,0,0,0,659,258,280,164,185,0,0,1
SAK_RS03265,98,131,105,1,0,0,440,149,125,84,109,1,0,0
SAK_RS03270,566,789,624,5,2,0,1660,585,493,422,693,3,5,2
SAK_RS03275,3,8,6,1,0,0,0,3,2,3,2,1,0,0
SAK_RS03280,205,159,93,0,5,0,42,57,123,72,15,1,3,0
SAK_RS03285,5626,3699,2347,34,16,2,1882,1145,1242,176,127,30,166,24
SAK_RS03290,3385,3384,3079,49,40,0,5393,1241,1130,1547,1522,76,214,54
SAK_RS03295,3147,3268,2994,58,42,0,8803,1104,1137,1532,1693,85,194,58
SAK_RS03300,3376,3396,2948,87,42,5,9335,1066,1042,1268,1376,82,208,30
SAK_RS03305,2572,2221,1981,24,26,2,6049,884,891,1008,1063,37,111,35
SAK_RS00335,9,8,10,16,15,2,10,0,0,4,7,7,55,11
SAK_RS03310,628,834,620,12,13,0,1479,269,276,281,326,22,60,18
SAK_RS03315,302,281,160,2,9,0,99,80,136,127,108,2,4,7
SAK_RS03320,16682,18759,13506,79,99,19,14607,5521,4929,2757,2890,175,368,108
SAK_RS03325,235,396,281,0,6,1,529,91,95,172,114,10,18,6
SAK_RS03330,356,344,173,16,18,0,390,124,130,158,181,19,66,14
SAK_RS03335,1397,986,787,24,21,74,1267,301,265,210,154,45,58,35
SAK_RS03340,4841,3796,3098,88,50,144,7937,1925,1772,1984,2322,132,213,81
SAK_RS03345,2721,2275,1886,29,26,8,2832,773,679,840,913,85,133,38
SAK_RS03350,4620,3863,3267,35,74,9,3256,1093,937,1241,1095,113,244,76
SAK_RS03355,27,24,24,3,1,0,36,14,11,15,16,0,1,0
SAK_RS00340,6,8,11,7,11,2,6,4,2,2,3,10,54,12
SAK_RS03360,710,983,840,33,10,0,2191,507,532,568,642,19,70,19
SAK_RS03365,394,556,497,21,8,21,1078,201,200,229,290,9,32,6
SAK_RS03370,2415,2326,2759,667,349,107,1702,2891,2767,18137,18747,370,759,439
SAK_RS03375,2425,1922,1645,24,37,6,2719,718,686,676,614,62,113,32
SAK_RS03380,3974,3213,2778,68,52,31,3392,1289,1210,1029,990,83,137,48
asnC,4164,4602,3890,79,85,219,2993,1218,1040,1037,1048,86,213,50
SAK_RS03390,690,1548,1026,1,3,2,2314,378,365,176,153,7,8,3
SAK_RS03395,1186,2772,1687,2,6,0,3629,750,648,245,279,10,18,2
SAK_RS03400,223,189,140,3,0,0,192,55,57,54,46,1,3,0
SAK_RS03405,1082,1033,862,15,14,1,1531,432,393,473,463,32,67,14
SAK_RS00345,4,6,5,10,6,0,6,1,5,7,2,2,21,9
SAK_RS03410,1196,1267,1067,25,26,3,2459,517,508,626,738,43,103,30
SAK_RS03415,1124,1110,975,16,13,2,2343,611,532,727,828,30,84,33
SAK_RS03420,2779,2581,2414,62,37,2,3737,1204,1133,1744,1766,77,180,49
SAK_RS03425,1650,1340,1436,25,47,4,4070,654,705,363,304,37,89,47
SAK_RS03430,12532,13574,10433,78,97,57,3136,4109,5161,4155,3411,52,168,32
SAK_RS03435,2155,1998,1721,28,15,1,4919,881,817,991,1216,20,38,14
SAK_RS03440,764,790,497,5,2,0,1037,272,319,56,60,14,10,4
SAK_RS03445,1286,1671,1171,22,20,0,1193,550,526,342,384,28,84,12
SAK_RS03450,399,503,300,2,2,0,266,153,101,53,38,9,8,2
SAK_RS03455,1590,1664,1187,2,24,3,834,508,456,259,230,32,70,13
SAK_RS00350,6,6,6,3,4,0,3,4,4,2,5,8,56,12
rplS,12762,17502,12313,92,197,41,1598,2724,2399,3458,3153,87,369,95
SAK_RS03465,286,276,209,4,6,1,49,21,39,15,11,2,12,2
SAK_RS03470,1,1,0,0,0,0,6,1,1,0,0,0,0,0
SAK_RS03475,293,316,235,7,13,0,340,92,88,120,142,21,34,16
SAK_RS03480,151,188,161,4,7,0,161,39,34,60,46,18,15,11
SAK_RS03485,186,214,155,9,7,3,199,69,53,68,58,17,19,5
SAK_RS03490,334,564,230,0,5,0,399,124,123,39,23,6,9,5
SAK_RS03495,296,377,193,5,3,0,498,111,105,61,54,3,10,13
SAK_RS03500,868,853,583,7,8,0,1523,393,419,179,156,23,42,16
SAK_RS03505,102,185,83,0,3,1,94,25,29,10,8,1,5,2
SAK_RS00040,291,252,143,2,4,0,469,98,72,70,53,1,10,3
SAK_RS00355,14,10,12,20,13,1,13,5,8,4,10,6,60,20
SAK_RS03510,95,317,128,0,3,0,175,65,30,26,13,3,10,2
SAK_RS03515,169,343,329,28,20,1,1297,168,182,98,98,29,74,22
SAK_RS03520,2801,1768,1157,29,29,32,708,424,709,988,567,22,48,18
SAK_RS03525,549,430,474,11,3,0,535,169,251,390,453,3,9,5
SAK_RS03530,1717,1825,1668,6,21,3,366,443,519,571,422,20,42,8
SAK_RS03535,1998,1708,1338,27,22,0,1936,583,568,433,365,21,69,13
gyrB,8296,7342,6187,136,111,3,10171,2575,2625,2736,2946,291,328,81
SAK_RS03545,7173,8688,7825,97,132,20,11851,3562,3212,3365,3156,247,460,142
SAK_RS03550,509,585,508,9,4,0,688,245,324,250,275,15,25,9
SAK_RS03555,65,78,53,5,5,1,72,7,11,44,20,4,15,3
SAK_RS00360,33,23,15,26,19,0,43,14,14,24,26,19,90,29
SAK_RS03560,72,85,72,1,5,0,116,29,22,61,49,1,10,2
SAK_RS03565,89431,64964,53918,1283,1461,733,49548,18917,18389,23028,24740,1117,3554,1305
SAK_RS03570,58,105,99,29,40,3,485,48,62,43,53,41,163,42
SAK_RS03575,2567,2115,1875,41,21,3,5195,1215,1121,932,1077,45,101,33
SAK_RS03580,472,436,320,0,12,0,551,111,80,90,60,11,30,12
SAK_RS03585,2221,2137,1953,53,24,6,2323,652,671,640,589,44,120,21
SAK_RS03590,963,997,934,8,8,0,598,220,221,311,273,18,37,7
SAK_RS03595,171,381,283,12,24,0,568,146,113,159,130,15,39,15
SAK_RS03600,2,9,6,0,2,0,7,1,0,1,0,0,17,1
SAK_RS03605,14,14,13,445,190,22,66,13,6,8,13,157,2641,319
SAK_RS00365,36,27,28,24,23,1,41,6,3,9,9,20,103,24
SAK_RS03610,19,29,17,741,378,34,143,8,14,15,18,309,5580,717
SAK_RS03615,88,100,73,28,47,3,193,35,34,94,99,22,340,33
SAK_RS03620,5,9,14,5,2,0,1,0,1,1,1,0,4,1
SAK_RS03625,37,56,49,7,4,0,12,3,3,6,9,4,6,3
SAK_RS03630,12,16,15,10,0,0,5,1,2,2,2,1,4,0
SAK_RS03635,24,29,37,14,1,0,11,0,4,2,11,1,11,1
SAK_RS03640,13,15,11,6,4,0,11,1,0,3,2,0,1,0
SAK_RS03645,18,28,34,14,1,0,5,4,2,7,16,7,11,1
SAK_RS03650,3,4,4,2,0,0,0,0,0,0,0,0,1,0
SAK_RS03655,18,17,15,3,1,0,2,1,2,6,5,2,5,2
SAK_RS00370,183,186,132,13,14,0,208,68,75,149,150,26,59,13
SAK_RS03660,4,10,8,6,0,0,0,0,1,0,0,0,3,0
SAK_RS03665,14,11,16,7,0,0,1,1,4,10,13,3,6,3
SAK_RS03670,11,7,9,6,0,0,2,1,1,3,5,0,6,0
SAK_RS03675,7,4,6,8,1,0,2,1,0,2,2,0,8,2
SAK_RS03680,11,13,10,30,1,0,6,4,3,13,14,3,11,0
SAK_RS03685,19,20,23,23,4,1,5,4,1,14,14,2,13,0
SAK_RS03690,8,9,3,6,2,0,2,1,2,0,4,3,3,0
SAK_RS03695,13,12,9,20,1,0,9,7,3,10,14,3,5,2
SAK_RS03700,6,3,9,5,2,0,3,1,0,4,1,2,4,3
SAK_RS03705,18,20,26,21,8,0,5,6,3,14,25,2,17,4
SAK_RS00375,343,342,313,17,11,19,555,167,163,33,34,35,85,14
SAK_RS03710,412,219,231,16,6,1,103,101,94,223,241,10,20,7
SAK_RS03715,527,329,365,20,18,4,151,226,182,342,373,16,24,10
SAK_RS03720,476,306,329,23,12,17,128,151,148,311,289,13,34,7
SAK_RS03725,21,16,10,12,1,0,3,4,1,15,12,5,16,7
SAK_RS03730,10,5,13,8,2,0,2,0,1,8,1,1,1,2
SAK_RS03735,13,12,12,12,0,0,7,2,0,13,10,2,6,3
SAK_RS03740,2,3,5,3,0,0,0,1,0,0,0,0,1,1
SAK_RS03745,5,3,5,11,1,0,0,0,1,1,3,0,2,1
SAK_RS03750,6,3,4,3,1,0,2,0,0,3,3,1,1,1
SAK_RS03755,3,1,4,6,0,0,2,0,1,3,2,0,3,2
SAK_RS00380,133,161,117,5,4,7,220,82,72,6,15,11,29,7
SAK_RS03760,4,4,9,12,3,0,4,1,1,5,6,2,6,1
SAK_RS03765,3,3,5,7,0,0,2,0,0,2,2,0,3,1
SAK_RS03770,36,30,39,43,9,0,12,4,6,17,22,8,26,4
SAK_RS03775,9,9,3,7,2,0,2,0,0,8,6,1,6,3
SAK_RS03780,24,21,33,30,5,0,14,5,8,18,23,5,14,7
SAK_RS03785,22,11,21,17,3,0,8,3,4,27,22,2,11,2
SAK_RS03790,4,2,1,2,1,0,5,0,0,2,2,1,0,0
SAK_RS03795,14,13,11,13,2,0,4,2,3,4,6,0,5,1
SAK_RS03800,9,13,20,2,1,0,8,3,2,9,9,0,0,0
SAK_RS03805,17,12,17,9,0,0,12,3,1,16,5,1,2,1
SAK_RS00385,592,600,436,28,8,15,1654,477,534,119,177,55,124,37
SAK_RS03810,378,572,363,3,7,0,1043,460,466,466,411,11,22,6
SAK_RS03815,540,778,525,3,11,1,1132,301,259,304,222,18,52,14
SAK_RS03820,92,230,179,5,3,0,581,103,101,131,141,6,14,6
SAK_RS03825,684,735,605,91,56,6,1799,506,496,890,989,64,205,69
SAK_RS03830,389,479,364,87,63,1,670,143,117,360,276,95,206,69
SAK_RS03835,35,39,47,0,0,0,66,13,19,5,1,0,2,0
SAK_RS03840,7,31,19,0,1,0,10,2,3,1,1,0,2,0
SAK_RS03845,10,10,4,10,12,0,13,4,3,2,5,4,115,18
SAK_RS03850,179,371,324,48,26,2,1662,198,175,108,91,57,92,49
SAK_RS03855,149,256,256,28,27,2,1084,158,127,80,108,60,117,54
SAK_RS00390,545,1221,657,6,19,0,613,275,279,142,112,28,94,18
SAK_RS03860,170,366,331,51,40,2,1035,142,121,88,121,76,145,40
SAK_RS03865,577,1622,1415,130,93,5,4734,617,657,366,434,159,340,112
SAK_RS03870,114,120,101,1,0,0,183,26,30,35,40,1,2,0
SAK_RS03875,27,20,5,1,0,0,37,11,4,8,10,3,4,1
SAK_RS03880,22,24,21,0,1,0,27,11,11,4,7,0,1,0
SAK_RS03885,11,14,11,0,0,0,15,4,6,5,1,1,1,0
SAK_RS03890,125,115,70,1,1,1,271,65,50,39,69,8,13,2
SAK_RS03895,30,16,17,0,0,12,66,13,20,16,19,3,4,2
SAK_RS03900,1,3,0,0,0,0,3,0,1,3,1,0,0,0
SAK_RS03905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS00395,2008,1942,1798,78,57,110,2316,993,920,693,771,107,267,89
SAK_RS03910,74,65,55,0,0,0,79,4,7,6,8,8,12,3
