gene_name,A909_CDM.1,A909_CDM.2,A909_CDM.3,A909.1,A909.2,A909.3,dsaeR_CDM.1,dsaeR_CDM.2,dsaeR_CDM.3,dsaeR_THY.1,dsaeR_THY.2,dsaeR.1,dsaeR.2,dsaeR.3
SAK_RS00885,1434,1008,718,7,5,0,3101,935,874,1019,1130,5,23,11
SAK_RS10780,8,16,21,2022,713,67,270,28,26,36,48,1,6,1
SAK_RS08820,18,15,25,0,1,64,73,8,2,6,6,1,3,0
SAK_RS08825,623,607,508,4,20,1,756,173,184,229,161,12,22,13
SAK_RS08830,108,71,66,10,7,2,141,38,30,26,46,4,27,11
SAK_RS08835,39,49,45,7,5,0,113,20,23,36,38,6,24,9
SAK_RS08840,41,50,30,2,7,0,76,26,17,21,21,2,38,3
SAK_RS08845,54,55,61,3,6,0,99,36,37,38,42,7,25,16
SAK_RS08850,26,41,37,6,2,0,58,21,11,10,7,4,8,0
SAK_RS08855,15,34,26,0,2,0,63,14,19,20,7,0,10,1
SAK_RS08860,102,153,74,1,10,0,197,52,38,31,18,7,32,6
SAK_RS00890,7778,5643,3485,13,69,137,264,369,769,644,345,21,119,22
SAK_RS08865,182,260,196,3,3,0,192,68,58,99,68,10,12,6
SAK_RS08870,165,243,192,7,2,1,126,55,34,73,41,3,12,3
SAK_RS08875,77,113,109,1,2,0,106,29,46,52,32,0,12,1
SAK_RS08880,2,2,2,0,0,0,7,1,1,2,1,0,0,0
SAK_RS08885,5,2,3,0,0,0,17,0,1,1,0,0,0,0
SAK_RS08890,9,9,8,0,0,0,32,3,3,3,2,1,0,0
SAK_RS08895,441,543,400,1,5,0,509,138,118,202,130,5,18,10
SAK_RS08900,749,800,628,4,11,0,1522,328,384,545,546,10,25,4
SAK_RS08905,407,411,305,2,1,1,588,208,195,225,235,5,9,5
SAK_RS08910,1451,1246,1035,20,10,2,1270,878,876,986,423,7,22,11
SAK_RS00895,3399,2257,1894,50,32,4,3275,1309,1258,1420,1464,42,79,32
SAK_RS08915,1339,2742,1902,4,9,1,7463,1747,1687,1050,1060,14,43,14
SAK_RS08920,330,317,301,2,10,0,407,160,139,188,152,9,26,7
SAK_RS08925,168,167,165,1,0,0,217,63,44,58,52,6,11,0
SAK_RS08930,1224,1027,692,27,21,2,920,251,347,193,110,35,101,21
SAK_RS08935,1272,1643,1533,25,11,0,5813,657,548,524,512,25,50,15
SAK_RS08940,110,166,108,1,1,0,202,85,65,51,42,6,12,1
SAK_RS08945,1189,808,571,63,90,9,560,393,385,299,239,20,55,34
SAK_RS08950,5846,5184,4068,9,13,0,7283,3344,3322,360,364,23,53,21
SAK_RS08955,2335,1847,1512,15,21,1,2274,864,872,673,826,34,63,27
SAK_RS08960,987,743,600,6,7,0,713,176,194,163,154,8,26,5
SAK_RS00900,21578,16129,12960,253,206,12,22391,6845,6687,8279,9229,287,648,203
SAK_RS08965,1819,1219,997,18,11,2,1436,390,359,290,287,20,28,5
SAK_RS08970,1415,1603,1457,7,19,8,3168,444,545,370,256,18,94,22
SAK_RS08975,9949,14358,13857,242,211,71,27248,5268,5086,5035,5890,329,863,196
SAK_RS08980,1095,787,493,6,6,0,1151,930,883,365,401,25,18,3
SAK_RS08985,8320,6063,2629,189,83,2,10300,2848,2433,13183,13536,164,261,102
SAK_RS08990,1848,1398,602,47,23,1,2582,560,451,2287,2657,31,65,23
SAK_RS08995,154,215,144,0,3,4,69,48,44,64,48,1,6,0
SAK_RS09000,31117,30078,24771,443,589,373,45213,12452,12338,11045,12180,627,1631,739
SAK_RS09005,877,788,871,76,64,0,1214,232,252,468,442,63,153,63
SAK_RS09010,138370,108423,100412,1589,2828,1036,105727,42199,40205,42570,43065,1682,4825,1928
SAK_RS00095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS00905,14315,10106,6245,28,83,9,7300,4057,3491,835,581,59,207,61
fusA,67684,69047,62945,1172,920,952,65449,19854,17512,22321,23394,1154,3538,992
SAK_RS09020,16041,15355,14446,109,170,285,12269,3488,3125,3284,3449,242,591,187
SAK_RS09025,24088,25802,22673,317,225,370,37605,13321,14169,13711,16579,266,577,131
SAK_RS09030,5555,4668,4196,61,59,3,3390,1484,1442,1790,1606,70,175,45
SAK_RS09035,2798,2317,2220,33,17,5,4915,995,920,1501,1539,48,84,32
SAK_RS09040,2194,1960,1636,27,21,2,3010,717,690,900,924,48,94,24
SAK_RS09045,975,822,824,23,18,0,1136,312,303,412,398,20,42,9
SAK_RS09050,1488,1460,1415,18,20,3,1607,517,557,679,723,41,59,13
SAK_RS09055,1830,2207,1845,33,29,1,2537,835,890,1008,1126,50,94,31
SAK_RS09060,1062,1151,1299,3,15,0,870,312,271,418,387,22,39,13
SAK_RS00910,988,1028,755,25,28,2,263,277,324,227,125,2,16,3
SAK_RS09065,1313,1336,1288,8,12,4,1116,330,345,539,537,20,32,11
SAK_RS09070,773,794,700,5,3,0,645,282,273,418,349,19,22,5
SAK_RS09075,888,815,831,6,8,0,1034,339,330,472,478,11,31,12
SAK_RS09080,916,872,759,7,9,2,815,236,284,322,311,10,25,9
SAK_RS09085,561,396,223,6,4,0,653,121,154,66,63,2,20,11
SAK_RS09090,494,411,204,6,7,1,829,182,167,72,76,12,35,12
SAK_RS09095,2458,1810,1007,34,24,1,3743,672,638,348,379,27,103,24
SAK_RS09100,579,446,202,1,4,0,759,141,129,53,53,10,12,7
SAK_RS09105,11095,9081,8123,65,67,2,11099,2366,2291,4568,4961,150,346,109
SAK_RS09110,2015,1685,1450,12,14,1,1516,495,484,983,1004,22,51,16
SAK_RS00915,96,102,125,3,3,2,332,37,33,18,26,1,4,0
SAK_RS09115,7611,7103,6132,22,72,5,4797,1928,1868,3644,3087,115,302,77
SAK_RS09120,8992,7858,6324,62,76,11,8279,2829,2599,4729,5172,151,375,110
SAK_RS09125,370,462,311,6,4,0,367,189,146,216,148,4,9,4
SAK_RS09130,4741,4064,2776,13,38,2,2722,894,921,867,696,57,128,34
SAK_RS09135,3642,3473,1954,11,29,2,2107,922,848,657,533,36,83,24
SAK_RS09140,6536,6079,5427,57,103,75,639,1065,1269,1277,855,36,149,33
SAK_RS09145,1105,1315,1125,6,16,0,821,218,228,256,246,17,44,4
SAK_RS09150,4032,1841,948,58,16,0,12079,2329,2084,926,1027,49,125,34
SAK_RS09155,2541,1355,1003,75,13,0,9419,2203,1854,915,1005,25,66,21
SAK_RS09160,30,41,42,143,112,1,51,10,9,86,110,22,281,83
SAK_RS00920,1830,2441,1124,1,5,0,766,183,163,84,95,7,24,1
SAK_RS09165,63,105,95,416,227,27,104,48,52,198,259,57,649,138
SAK_RS09170,1018,1268,1308,15,17,1,1543,359,320,300,290,33,46,13
SAK_RS09175,6,4,5,0,1,0,3,1,1,0,0,1,0,1
SAK_RS09180,6,7,5,0,2,0,6,1,0,0,4,0,2,0
SAK_RS09185,15,31,20,8,17,0,2,2,0,7,2,4,11,11
SAK_RS09190,14,42,21,11,9,0,4,1,3,10,9,6,11,1
SAK_RS09195,162,142,101,33,10,1,75,48,41,46,58,7,12,4
SAK_RS09200,76,70,38,14,11,0,26,11,10,28,18,1,12,5
SAK_RS09205,318,385,257,3,7,0,316,154,151,110,60,8,22,4
SAK_RS09210,9,13,9,32,27,0,12,5,4,20,14,14,125,23
SAK_RS00925,119697,143580,47461,384,609,28,393666,70634,63723,19129,22609,980,3493,1124
araD,14,19,16,99,34,0,25,6,14,39,58,13,110,24
SAK_RS09220,6,10,4,35,39,0,10,4,2,19,21,8,122,33
ulaD,8,10,4,73,29,2,25,6,4,22,50,13,118,26
SAK_RS09230,1,2,3,23,20,0,6,2,1,17,11,5,59,10
SAK_RS09235,2,2,2,36,33,0,5,1,4,33,40,8,89,11
SAK_RS09240,18,98,85,54,102,7,99,47,43,232,244,24,330,54
SAK_RS09245,619,659,645,9,11,1,71,144,146,179,140,9,23,1
SAK_RS09250,54,158,90,0,2,0,21,27,14,18,15,2,5,0
SAK_RS09255,5303,3736,2148,86,66,19,2577,1234,1070,1588,1624,135,316,105
SAK_RS09260,333,412,297,48,20,3,167,81,93,160,143,34,92,16
SAK_RS00930,10,7,7,0,0,0,14,3,1,1,4,0,0,0
SAK_RS09265,208,289,217,3,13,0,165,36,34,33,29,13,31,10
SAK_RS09270,1463,1964,1907,21,18,4,3785,494,494,1204,1413,21,70,22
SAK_RS09275,445,430,324,2,10,0,1210,157,157,253,262,9,22,7
SAK_RS09280,934,1105,818,49,32,1,3950,594,593,960,1307,29,113,36
SAK_RS09285,1814,1763,1392,17,22,1,2214,437,448,309,351,15,50,15
SAK_RS09290,2310,2527,2018,14,29,1,2612,682,615,485,554,14,75,22
SAK_RS09295,935,1130,978,4,11,0,1448,318,283,251,211,8,25,9
SAK_RS09300,779,1048,854,4,11,0,1332,231,217,232,245,6,28,6
SAK_RS09305,9704,8456,6585,85,62,12,9580,2682,2440,3010,3376,118,182,70
SAK_RS09310,1113,909,754,9,9,1,768,192,174,179,139,6,22,4
SAK_RS00935,1278,1333,673,22,31,4,1314,431,415,256,248,70,109,32
SAK_RS09315,1644,1101,1266,6,4,1,278,284,251,755,677,4,17,0
SAK_RS09320,24162,20227,17209,126,264,29,15915,4417,3934,5115,4659,274,837,282
SAK_RS09325,38895,32595,28153,214,355,243,16525,8614,8453,8943,7105,361,865,278
SAK_RS09330,3244,2187,1385,126,134,174,3225,1132,971,2391,2945,125,307,98
SAK_RS09335,9159,5380,2901,515,355,21,9857,3055,2509,6541,7700,302,1034,389
SAK_RS09340,75,53,13,0,4,1,50,0,22,12,21,2,2,1
SAK_RS09345,1485,1697,1505,11,16,0,1914,530,480,498,470,18,61,18
SAK_RS09350,107,182,140,0,0,0,203,76,83,52,56,2,6,2
SAK_RS09355,663,932,670,9,10,1,2655,730,618,627,693,26,32,10
SAK_RS09360,4582,4759,4737,22,23,7,9512,2111,1863,532,672,20,100,30
SAK_RS00940,654,549,314,11,12,4,824,255,289,123,124,59,51,22
SAK_RS09365,506,691,513,16,8,0,1926,252,279,762,979,12,33,9
SAK_RS09370,174,267,284,10,10,0,152,95,59,371,398,9,21,9
SAK_RS09375,548,697,473,6,4,1,693,123,123,153,140,5,23,3
SAK_RS09380,1527,1383,926,17,20,3,988,477,412,417,431,15,41,11
SAK_RS09385,1207,1137,1132,13,20,1,1568,410,401,420,377,9,47,16
SAK_RS09390,22,18,10,0,0,0,16,5,4,4,5,0,2,2
SAK_RS09395,3,6,12,0,0,0,18,3,0,5,4,0,1,0
SAK_RS09400,1335,1168,1037,32,35,5,1761,417,405,411,371,32,72,32
SAK_RS09405,750,546,534,2,11,2,578,151,158,164,167,8,28,14
polC,10955,8990,6705,306,264,35,8971,3590,3453,2821,3139,597,832,286
SAK_RS00945,3960,3795,2844,104,49,2,8043,2120,1878,1935,2124,119,162,52
SAK_RS09415,618,525,358,0,1,0,330,122,104,153,127,3,7,3
SAK_RS09420,6361,6220,6654,94,77,8,6287,2105,2032,3305,3628,83,273,86
SAK_RS09425,3356,3176,3448,17,41,3,3627,992,977,1438,1546,53,146,41
SAK_RS09430,1635,1540,1548,14,15,1,1349,566,556,720,720,38,58,23
SAK_RS09435,1668,1643,1346,19,15,5,2020,665,692,625,619,19,41,21
SAK_RS09440,11701,8456,6711,53,72,4,993,1499,1911,1971,1320,33,123,32
SAK_RS09445,660,590,375,0,1,0,178,150,145,114,59,5,20,2
SAK_RS09450,1,1,1,0,0,0,1,0,0,0,0,0,0,0
SAK_RS09455,49,46,46,202,115,2,40,17,17,28,36,66,190,95
SAK_RS09460,46,30,42,137,64,17,36,13,14,22,19,19,93,45
SAK_RS00950,2827,2900,2342,49,38,2,4294,967,882,921,914,79,114,45
SAK_RS09465,153,265,256,21,16,0,763,100,88,113,143,17,23,5
SAK_RS09470,73,111,97,6,1,7,149,31,21,29,30,2,15,1
SAK_RS09475,4484,4386,3315,116,141,10,5163,1612,1508,3002,2957,164,488,146
SAK_RS09480,3996,4010,3281,231,170,15,5237,1687,1480,3188,3606,183,557,151
SAK_RS09485,880,1746,1530,97,172,9,1475,665,638,1553,1516,74,409,107
SAK_RS09490,610,527,374,14,11,0,575,186,193,208,205,9,37,10
SAK_RS09495,17,14,9,6,19,1,18,5,5,5,3,32,91,45
SAK_RS09500,20,17,17,21,29,3,27,4,5,3,3,43,144,80
SAK_RS09505,17,21,17,23,23,1,30,8,12,9,25,32,123,69
SAK_RS09510,11,15,9,7,21,5,26,5,3,5,4,18,81,51
SAK_RS00100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS00955,2424,3688,2956,27,25,2,8555,1912,1619,1340,1409,93,135,38
SAK_RS09515,3,4,3,7,8,0,6,3,1,7,1,9,35,13
SAK_RS09520,580,770,508,30,34,2,924,231,227,274,239,51,97,54
SAK_RS09525,82,96,57,0,5,0,76,9,22,12,22,5,2,10
SAK_RS09530,34,51,39,26,63,1,32,12,13,19,15,72,262,90
SAK_RS09535,7,11,7,4,8,2,13,5,4,2,3,12,57,23
SAK_RS09540,10,16,11,9,14,1,23,5,2,13,6,7,53,22
SAK_RS09545,510,557,377,4,15,1,602,191,162,228,158,13,29,12
SAK_RS09550,59,40,16,3,9,0,96,17,19,11,15,10,23,20
SAK_RS09555,14,8,5,3,5,0,14,2,1,4,1,3,6,2
SAK_RS09560,1325,1074,815,5,8,1,1517,388,358,315,355,13,30,5
SAK_RS00960,3401,5363,4259,39,49,11,14022,2289,2044,1594,1695,138,233,60
SAK_RS09565,6550,5647,4377,38,37,4,10459,2678,2385,2063,2263,60,103,51
cpdB,635,1192,1035,218,50,3,4260,501,483,132,176,278,403,81
SAK_RS09575,386,428,289,7,6,0,1005,115,105,126,91,22,31,4
SAK_RS09580,1208,1178,900,23,31,3,2388,361,350,424,371,48,102,29
SAK_RS09585,674,655,472,21,12,0,1386,391,379,436,322,24,39,15
SAK_RS09590,237,189,155,0,6,0,237,63,71,66,36,8,23,3
SAK_RS09595,235,203,171,10,6,0,312,88,80,103,106,14,35,6
SAK_RS09600,167,134,100,5,5,0,203,56,48,65,64,7,12,6
SAK_RS09605,160,183,135,1,6,0,319,57,47,64,69,9,17,15
SAK_RS09610,5,11,9,16,9,75,10,2,5,26,29,19,31,13
SAK_RS00965,2088,1416,997,31,33,4,2692,864,771,1110,1169,48,132,24
SAK_RS09615,12,8,2,11,20,47,18,8,9,43,32,17,27,24
SAK_RS09620,4,6,6,9,8,33,31,12,12,40,26,10,17,15
SAK_RS09625,8,14,12,8,9,2,55,35,32,68,69,1,13,1
SAK_RS09630,22,20,30,0,1,0,14,8,8,10,14,2,2,0
SAK_RS09635,89,171,90,5,3,2,59,14,21,32,27,19,11,4
SAK_RS09640,41,51,41,2,1,1,26,15,13,12,13,4,7,2
SAK_RS09645,130,171,135,7,3,1,161,41,66,47,51,15,28,9
SAK_RS09650,2,1,4,0,1,0,20,3,4,3,2,0,0,0
SAK_RS09655,562,658,395,38,35,7,675,220,223,235,212,57,74,32
SAK_RS09660,223,248,159,1,9,0,198,49,54,63,48,26,41,6
SAK_RS00970,2577,2400,1924,37,49,4,668,531,607,693,616,59,129,35
SAK_RS09665,433,448,286,102,104,16,214,82,96,628,522,173,349,73
SAK_RS09670,1276,1756,1240,513,430,44,967,568,591,3331,3859,748,1476,383
SAK_RS09675,697,613,459,26,26,1,1446,377,335,632,650,52,88,15
SAK_RS09680,307,340,231,12,11,0,594,163,154,218,243,19,30,11
SAK_RS09685,31,32,27,5,6,0,40,13,10,16,24,6,8,1
pstB,15,19,29,4,3,0,23,5,7,12,11,8,13,0
SAK_RS09695,16,30,21,3,8,0,12,3,4,10,8,12,7,1
SAK_RS09700,10,9,16,2,8,0,7,3,3,4,5,5,11,2
SAK_RS09705,16,22,15,7,10,1,24,5,5,6,18,4,14,0
SAK_RS09710,645,645,599,5,17,1,438,274,237,337,309,14,48,10
SAK_RS00975,2013,1598,1164,6,27,0,977,477,549,759,507,30,66,13
SAK_RS09715,782,690,626,17,17,0,719,307,259,403,464,35,61,29
SAK_RS09720,937,798,678,24,18,5,957,357,352,500,599,38,64,20
SAK_RS09725,372,323,320,9,3,0,466,177,200,276,265,5,13,10
SAK_RS09730,94,112,112,4,4,0,244,50,65,149,184,3,6,6
SAK_RS09735,554,479,450,6,9,3,611,277,223,255,333,21,29,18
SAK_RS09740,345,340,238,4,5,1,295,104,110,113,156,8,15,5
SAK_RS09745,431,454,365,5,2,0,369,216,191,206,188,8,10,5
SAK_RS09750,483,409,317,13,8,2,416,139,202,203,184,10,24,11
SAK_RS09755,245,277,264,7,4,0,376,102,98,80,124,5,18,8
SAK_RS09760,621,721,634,14,8,30,1231,307,262,323,389,20,50,7
SAK_RS00980,3682,3579,2681,10,65,3,1406,1140,1158,1656,1271,46,127,35
SAK_RS09765,979,735,614,11,15,17,90,57,192,98,109,5,16,2
SAK_RS09770,330,427,338,0,9,1,409,114,135,51,39,9,10,1
SAK_RS09775,58,82,30,0,7,0,32,7,19,5,0,1,5,0
SAK_RS09780,30,33,9,0,2,0,7,2,3,3,0,0,1,1
SAK_RS09785,41,31,23,0,0,0,30,11,15,6,5,0,0,0
SAK_RS09790,5,2,2,0,0,0,1,0,0,0,0,0,0,0
SAK_RS09795,50,43,20,1,1,0,61,19,14,12,20,2,1,1
SAK_RS09800,18,15,15,1,0,0,12,2,3,3,3,0,0,1
SAK_RS09805,16,7,3,0,0,0,14,0,5,1,1,1,1,0
SAK_RS09810,327,263,198,1,5,0,407,92,78,37,16,2,4,3
SAK_RS00985,2770,2609,2870,21,16,1,3323,1024,961,1495,1653,27,58,17
SAK_RS09815,210,226,76,0,4,0,142,46,37,21,3,6,13,2
SAK_RS09820,32,30,48,0,0,0,27,11,7,17,4,0,1,0
SAK_RS09825,42,34,34,2,3,0,55,12,7,31,28,2,15,4
SAK_RS09830,16,21,19,0,3,0,44,11,14,15,15,3,5,0
SAK_RS09835,22,22,17,2,1,0,48,6,7,27,28,1,4,2
SAK_RS09840,41,35,41,3,4,0,141,16,22,41,78,6,17,3
SAK_RS09845,19,15,13,1,1,0,43,8,12,16,20,0,7,5
SAK_RS09850,31,21,23,1,0,0,34,5,9,12,5,2,1,0
SAK_RS09855,7,4,7,0,0,0,2,1,1,2,2,0,0,0
SAK_RS09860,118,75,67,0,1,0,136,50,44,19,10,0,7,0
SAK_RS00990,4910,4052,3672,22,37,2,5263,1429,1182,1961,2178,55,97,51
SAK_RS09865,120,112,77,1,2,0,166,55,54,33,20,3,5,1
SAK_RS09870,458,478,444,1,20,0,266,141,116,129,84,13,31,11
SAK_RS09875,756,679,692,29,41,6,733,409,340,384,392,33,76,25
SAK_RS09880,2,3,2,0,0,0,0,0,1,0,0,0,0,0
SAK_RS09885,229,316,274,0,3,0,258,75,70,77,19,5,10,5
SAK_RS09890,152,370,200,0,6,0,143,41,47,30,13,3,18,4
SAK_RS09895,174,377,273,1,5,0,391,150,183,97,73,8,9,5
SAK_RS09900,661,797,551,9,28,0,612,205,182,245,142,45,42,15
SAK_RS09905,326,282,227,6,7,0,335,73,70,64,62,20,21,7
SAK_RS09910,65,61,59,1,1,0,114,32,29,37,43,1,2,1
SAK_RS00995,4454,3805,2873,18,27,0,4425,1329,1133,1589,1670,51,87,40
SAK_RS09915,1,0,0,0,0,0,1,0,1,0,0,0,0,0
SAK_RS09920,120,104,101,0,1,0,190,45,29,35,17,16,9,6
SAK_RS09925,36,44,41,1,0,0,87,17,19,20,21,4,3,0
SAK_RS09930,67,96,80,0,1,0,79,29,38,39,32,3,6,3
SAK_RS09935,113,99,104,1,0,0,110,41,39,55,34,4,3,0
SAK_RS09940,132,138,132,3,2,0,200,30,55,81,71,4,10,4
SAK_RS09945,11,20,15,0,1,0,19,2,4,3,3,1,1,0
SAK_RS09950,174,171,157,3,3,0,300,90,79,128,115,6,13,2
SAK_RS09955,58,44,29,0,1,0,12,14,9,59,31,1,1,0
SAK_RS09960,713,560,457,16,9,0,1295,306,310,149,133,7,24,9
SAK_RS01000,1726,1440,1026,17,10,1,1906,475,413,531,548,29,46,14
SAK_RS09965,1593,1717,1206,23,9,2,2358,661,626,252,295,17,76,21
SAK_RS09970,345,510,360,3,8,0,1056,268,254,79,86,4,17,3
SAK_RS09975,1046,552,163,239,70,0,1970,509,514,558,508,108,247,109
SAK_RS09980,1962,1136,375,142,146,1,3660,826,712,723,680,202,469,206
SAK_RS09985,226,357,327,7,3,0,976,133,125,84,78,2,19,7
SAK_RS09990,7107,9820,8347,14,47,2,24430,7277,6766,298,347,61,118,53
SAK_RS09995,301,199,154,0,9,0,180,125,112,338,240,2,7,1
SAK_RS10000,250,151,89,1,4,0,744,186,179,14,13,6,20,4
SAK_RS10005,267,215,58,1,9,1,766,201,218,13,18,9,16,13
SAK_RS10010,386,352,299,0,3,0,44,115,95,12,3,1,7,0
SAK_RS00015,268,366,295,1,8,0,677,121,113,107,123,13,32,4
SAK_RS00105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAK_RS01005,5912,5374,3312,53,48,3,8203,2171,1814,2223,2279,86,118,91
SAK_RS10015,906,914,642,2,5,0,253,452,470,40,61,6,17,6
SAK_RS10020,27415,17235,14968,23,98,3,278265,37290,36233,278,317,320,444,241
SAK_RS10025,444,255,243,3,2,0,1584,317,282,124,114,3,9,4
SAK_RS10030,511,354,282,5,5,1,2937,350,363,170,164,9,17,5
SAK_RS10035,290,261,185,1,12,0,1448,151,194,90,61,8,19,7
SAK_RS10040,8309,7602,6431,93,100,246,6070,3256,2778,2640,2875,216,460,118
SAK_RS10045,197,185,190,5,5,0,103,49,58,62,66,6,16,0
SAK_RS10050,924,841,625,16,6,0,565,311,318,440,401,13,29,6
SAK_RS10055,2847,2907,2620,18,36,1,1882,823,785,749,654,22,49,21
SAK_RS10060,59,71,38,9,3,0,121,15,15,25,11,22,8,4
SAK_RS01010,211,427,298,15,8,0,1091,151,172,88,90,43,43,12
SAK_RS10065,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SAK_RS10070,7,4,4,0,0,0,6,0,0,0,1,1,0,1
SAK_RS10075,17,26,16,2,0,0,32,8,7,2,1,1,4,1
secE,1709,1403,1382,12,23,3,962,352,362,835,465,32,66,9
SAK_RS10085,3420,2907,2472,34,28,2,4433,1068,969,1154,1233,94,92,33
SAK_RS10090,294,389,314,17,4,2,1136,127,130,122,113,9,27,7
SAK_RS10095,2017,1435,992,46,69,2,2311,628,631,1459,1455,62,183,62
SAK_RS10100,1221,1044,720,18,25,2,1587,471,481,295,290,32,51,31
SAK_RS10105,2426,2033,1429,219,178,295,3351,1192,1055,792,795,120,361,227
SAK_RS10110,2528,2037,1246,77,215,380,1715,699,600,427,384,124,466,246
SAK_RS01015,702,917,793,17,9,0,1350,318,305,374,365,25,35,16
SAK_RS10115,1229,907,616,136,134,204,926,613,537,258,299,56,242,180
SAK_RS10120,119,162,86,19,15,1,204,85,53,126,120,6,37,8
SAK_RS10125,45,90,47,5,3,2,59,33,26,54,37,4,7,6
groEL,9606,5019,3692,179,164,19,9719,4836,4555,3576,4417,177,429,210
SAK_RS10135,1269,569,546,20,20,1,1072,533,559,436,460,12,37,28
SAK_RS10140,2216,285,558,1,2,0,3805,1638,1638,74,78,8,20,5
SAK_RS10145,1622,289,462,0,0,1,4514,1251,1213,68,66,10,4,4
SAK_RS10150,1480,256,467,1,1,0,5714,1404,1266,42,43,7,15,8
SAK_RS10155,143,109,73,14,9,2,78,31,40,73,66,15,31,14
SAK_RS10160,31,32,31,1,4,0,261,39,39,12,11,1,5,1
SAK_RS01020,40865,48490,38552,390,479,38,161872,29874,27596,6818,7435,730,2039,518
SAK_RS10165,271,195,126,2,6,0,563,89,89,41,37,5,18,5
SAK_RS10170,656,502,439,22,12,9,1007,248,247,183,189,30,59,29
SAK_RS10175,911,962,886,17,34,2,1394,311,270,245,224,42,96,53
SAK_RS10180,1671,1664,1692,48,53,3,3887,823,782,667,613,90,187,86
SAK_RS10185,476,411,522,34,18,0,1136,439,502,289,322,12,50,17
SAK_RS10190,1481,1254,2073,101,145,9,2388,804,899,577,577,229,422,188
SAK_RS10195,2002,2765,2341,15,57,2,1633,783,685,708,540,55,142,32
SAK_RS10200,6,11,18,0,0,0,10,6,7,10,6,0,1,0
SAK_RS10205,5736,5087,4766,74,39,4,6357,2103,1910,2786,2787,79,115,36
SAK_RS10210,4380,4861,3782,23,38,0,7253,2472,2179,2952,2840,75,125,58
SAK_RS01025,9250,10378,9271,36,77,10,20059,4971,4879,1562,1827,127,399,97
SAK_RS10215,2092,2207,1612,5,15,5,2500,791,708,838,906,28,48,19
SAK_RS10220,6204,5975,4387,29,67,16,3530,1642,1676,5169,3789,199,231,51
SAK_RS10225,5558,5793,4482,54,54,20,8607,1908,1758,2312,2480,88,168,76
SAK_RS10230,1107,1059,808,17,6,1,1349,303,313,625,687,11,67,5
SAK_RS10235,801,585,576,5,8,0,661,250,208,426,325,34,26,10
SAK_RS10240,672,520,532,10,7,0,667,262,251,465,426,11,37,16
SAK_RS10245,1684,1349,1259,11,22,0,1389,520,481,869,954,37,77,17
SAK_RS10250,2156,1728,1602,23,30,0,2737,737,707,1323,1409,69,99,28
SAK_RS10255,6080,11099,31994,3,28,9,609,895,2781,6858,1107,16,42,17
SAK_RS10260,4980,4154,3488,77,49,4,6545,2658,2403,2248,2261,89,200,81
SAK_RS01030,11638,11264,11325,51,117,4,19176,6339,5976,2075,2102,148,385,112
SAK_RS10265,1158,1003,589,27,19,0,553,411,417,396,306,16,32,10
SAK_RS10270,3352,4656,4505,101,90,4,10285,1681,1773,1951,2371,146,372,93
SAK_RS10275,610,930,772,7,7,16,732,415,406,570,426,5,12,7
SAK_RS10280,1552,1560,1360,12,11,1,1406,695,708,584,650,19,60,18
SAK_RS10285,3660,3208,3032,9,48,1,1891,773,775,838,651,31,93,40
aspS,7313,6447,5450,56,58,9,7163,2818,2582,2810,2986,75,232,84
SAK_RS10295,1951,2505,2090,30,27,2,3644,867,739,793,860,29,70,29
SAK_RS10300,3630,6847,4598,58,52,83,14097,3911,3967,3230,3386,44,125,41
SAK_RS10305,4586,6689,5376,69,81,55,7348,1524,1369,1193,950,44,226,52
SAK_RS10310,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SAK_RS01035,17033,15251,16228,118,142,3,35184,9493,8965,3398,3645,182,518,193
SAK_RS10315,467,513,593,1,2,3,417,69,72,149,121,9,10,2
SAK_RS10320,631,655,908,3,5,5,1043,214,210,394,358,22,11,3
SAK_RS10325,2117,2000,2656,7,13,8,2267,494,472,1122,1105,34,52,17
SAK_RS10330,2,1,0,0,0,0,1,0,1,1,0,0,0,0
SAK_RS10335,14,15,7,3,6,0,11,0,4,2,5,1,8,1
SAK_RS10340,18,49,23,25,11,6,54,3,9,12,10,8,10,4
SAK_RS10345,13,29,22,9,6,3,21,5,4,3,9,0,8,2
SAK_RS10350,10,17,8,1,0,0,18,4,3,6,5,2,0,2
SAK_RS10355,1,9,0,1,0,0,6,0,4,1,3,0,1,0
SAK_RS10360,3802,4851,3627,76,60,0,12032,1943,2000,3257,3263,69,165,61
SAK_RS01040,17389,15871,18529,98,149,11,38269,10542,9866,3848,4017,196,548,183
SAK_RS10365,3578,2281,579,6,5,0,8996,886,849,339,412,9,57,13
SAK_RS10370,1075,1232,385,3,2,0,1881,257,268,123,183,7,32,10
SAK_RS10375,2459,2862,1139,4,16,0,6191,976,844,556,603,26,83,34
SAK_RS10380,62,47,35,377,128,2,71,35,29,43,48,52,622,169
SAK_RS10385,50,36,41,551,178,0,101,28,23,39,34,163,911,310
SAK_RS10390,69,84,51,392,201,0,144,42,33,40,45,146,765,334
SAK_RS10395,5,12,7,1,5,0,10,5,1,7,7,1,4,3
SAK_RS10400,18,14,16,1,3,0,23,4,1,2,6,6,10,0
