GeneID,CovS-LP1,CovS+LP1,CovS-SP1,CovS+SP1,CovS-LP2,CovS+LP2,CovS-SP2,CovS+SP2
FE90_1537,2271,1181,1612,1590,3297,1096,2289,790
FE90_1538,341,191,222,150,547,235,306,71
FE90_1539,765,593,428,351,1339,493,629,221
FE90_1540,66,40,49,13,82,23,70,15
FE90_1541,3634,5633,852,2170,5813,4792,1229,954
FE90_1542,343,443,192,138,590,371,219,83
FE90_1543,146,172,62,44,212,116,89,31
FE90_1544,136,159,59,37,169,143,60,29
FE90_1545,17617,1334,26254,22485,27474,1852,34331,21128
FE90_1546,295,277,1699,1040,424,319,1970,1160
FE90_1547,2342,5397,11801,7957,4615,5942,15479,8506
FE90_1548,45,53,31,29,67,52,43,10
FE90_1549,1230,1285,370,614,1894,1174,551,419
FE90_1550,382,506,196,186,498,309,236,182
FE90_1551,1195,1019,788,673,1135,933,1061,721
FE90_1552,659,1044,388,512,1128,995,533,409
FE90_1553,1491,2189,878,1261,2485,2022,1321,996
FE90_1554,611,902,431,485,827,836,567,508
FE90_1555,126,144,104,114,218,165,100,97
FE90_1556,357,473,239,366,541,466,416,298
FE90_1557,886,1225,578,859,1305,1088,942,791
FE90_1558,634,907,518,629,1030,917,687,613
FE90_1559,338,443,226,265,449,446,266,227
FE90_1560,543,821,295,424,925,699,413,318
FE90_1561,6911,8433,9828,9592,9574,7790,12721,8834
FE90_1562,329,589,131,108,387,524,166,138
FE90_1563,1369,2405,512,656,2098,2188,770,503
FE90_1564,1208,1616,558,689,1918,1415,723,534
FE90_1565,984,1913,559,990,1690,1925,737,770
FE90_1566,150,283,94,61,277,301,123,25
FE90_1567,324,524,123,122,449,552,153,78
FE90_1568,244,309,107,71,359,273,160,46
FE90_1569,629,654,284,278,811,646,412,160
FE90_1570,265,291,150,132,392,229,226,109
FE90_1571,2815,4308,2995,3553,4208,4529,4088,3165
FE90_1572,1753,2557,2683,1683,2636,2593,3066,2185
FE90_1573,1726,2098,511,813,2386,2024,647,658
FE90_1574,338,429,121,255,494,422,231,152
FE90_1575,927,1223,413,661,1172,1126,522,558
FE90_1576,971,1450,509,838,1292,1341,671,789
FE90_1577,174,284,222,250,280,237,293,249
FE90_1578,294,339,143,162,454,274,194,106
FE90_1579,129,186,398,345,278,205,554,239
FE90_1580,876,1466,876,846,1427,1327,1221,576
FE90_1581,836,1300,516,668,1383,1171,727,500
FE90_1582,1029,1537,603,920,1745,1534,887,592
FE90_1583,363,564,222,296,560,467,289,146
FE90_1584,566,743,360,372,818,679,459,314
FE90_1585,431,620,290,333,757,587,447,250
FE90_1586,1145,1564,690,852,1825,1357,943,664
FE90_1587,800,953,379,484,1234,890,554,341
FE90_1588,797,998,412,507,1193,898,543,417
FE90_1589,2218,2074,1063,2562,3352,1879,1571,1545
FE90_1590,3144,2594,1453,1724,3772,2169,1856,1588
FE90_1591,882,898,179,273,1255,842,290,203
FE90_1592,1300,928,905,860,1334,1005,1125,1126
FE90_1593,3844,4083,3104,3230,4189,3598,4215,3494
FE90_1594,1674,2384,398,847,2372,2094,556,532
FE90_1595,4501,6214,1638,3588,6747,5528,2448,2457
FE90_1596,962,1343,453,763,1228,1392,678,568
FE90_1597,3828,5131,1690,2846,5278,5020,2540,2224
FE90_1598,2973,3831,1352,2543,4211,3673,2069,1782
FE90_1599,3133,3982,1502,2559,4853,3772,1993,1639
FE90_1600,4398,4919,1803,2446,6123,4495,2530,1652
FE90_1601,1640,1976,1077,1298,2661,1809,1365,947
FE90_1602,1498,1833,1267,1232,2552,1745,1658,991
FE90_1603,538,816,388,379,851,848,518,341
FE90_1605,1864,2294,674,730,3262,1994,877,427
FE90_1606,2715,3519,1364,1582,5060,3250,1744,819
FE90_1607,3207,1166,1736,656,3575,1239,2240,762
FE90_1608,25,47,8,25,41,52,13,18
FE90_1609,3312,6111,1853,4242,4798,6058,2360,3680
FE90_1610,2264,4935,1421,2592,3475,4707,1814,2238
FE90_1611,532,822,131,288,653,663,183,150
FE90_1612,1180,1610,569,788,2148,1460,710,495
FE90_1613,1270,1923,648,967,1948,1848,859,673
FE90_1614,988,1318,263,360,1323,1094,361,217
FE90_1615,956,1071,379,391,1331,841,525,253
FE90_1616,505,601,427,651,735,536,523,605
FE90_1617,711,1047,599,1504,1205,983,892,1136
FE90_1618,554,1175,596,1264,992,1072,813,976
FE90_1619,5002,8938,4046,7033,7217,7694,5785,6090
FE90_1620,1942,3499,621,1520,3331,3258,955,813
FE90_1621,985,1272,249,541,1558,1407,341,245
FE90_1622,502,634,124,267,969,689,170,116
FE90_1623,459,843,109,250,905,787,194,133
FE90_1624,1176,1853,293,573,1839,1605,474,365
FE90_1625,1200,1811,377,693,1975,1728,489,416
FE90_1626,640,1088,252,300,842,929,337,229
FE90_1627,1569,2007,725,770,2195,1809,946,684
FE90_1628,657,720,328,285,916,752,330,278
FE90_1629,4,2,4,0,6,0,7,0
FE90_tRNA0062,0,0,0,0,0,0,0,0
FE90_tRNA0063,0,0,0,0,0,0,0,0
FE90_rRNA0064,0,0,0,0,0,0,0,0
FE90_rRNA0065,0,0,0,0,0,0,0,0
FE90_tRNA0066,0,0,0,0,0,0,0,0
FE90_rRNA0067,0,0,0,0,0,0,0,0
FE90_1630,475,653,423,281,631,701,533,299
FE90_1631,2080,3407,658,1098,3140,3018,904,743
FE90_1632,838,1231,268,539,1245,1095,333,348
FE90_1633,1173,1850,447,791,1903,1458,567,424
FE90_1634,525,805,551,517,756,684,747,468
FE90_1635,464,562,362,506,880,690,514,297
FE90_1636,434,358,299,317,456,336,398,201
FE90_1637,126,51,159,178,160,66,210,158
FE90_1638,142,73,232,314,219,64,350,217
FE90_1640,18,13,109,207,18,16,154,238
FE90_1641,353,250,1272,4462,497,258,1780,3077
FE90_1642,590,359,1411,4623,821,377,2183,3150
FE90_1643,171,95,461,1212,216,93,607,1018
FE90_1644,526,248,1381,3662,695,358,2226,3262
FE90_1645,398,163,696,1722,531,239,1009,1327
FE90_1646,380,210,540,1058,380,236,788,1010
FE90_1647,353,163,305,609,370,203,493,616
FE90_1648,575,1737,808,1688,987,1701,1163,1624
FE90_1649,122,127,135,137,227,88,160,111
FE90_1650,55,37,99,54,114,51,101,62
FE90_1651,22,2,34,6,24,3,46,0
FE90_1652,22,4,9,3,25,0,22,3
FE90_1653,4444,5066,575,1352,5960,4439,894,692
FE90_1654,7465,9112,799,2010,10649,8433,1304,1023
FE90_1655,54,56,26,29,88,50,49,11
FE90_1656,47,42,22,24,78,45,49,17
FE90_1657,144,95,114,53,207,117,121,50
FE90_1658,1503,1931,630,1124,2215,1546,769,946
FE90_1659,2736,2658,1118,1404,3092,2622,1318,1196
FE90_1660,3105,2929,1177,1635,3610,2897,1447,1366
FE90_1661,665,1030,206,495,1041,801,296,273
FE90_1662,1298,1432,218,470,1358,1441,316,289
FE90_1663,2050,2868,287,1083,3143,2745,449,454
FE90_1664,425,582,46,296,665,529,72,99
FE90_1665,2138,2632,302,1266,3568,2683,447,500
FE90_1666,1351,1994,195,692,2359,1840,309,345
FE90_1667,5263,8340,786,1943,7940,6855,1195,1121
FE90_1668,72,68,129,207,158,62,180,176
FE90_1669,202,160,371,485,334,179,442,370
FE90_1670,75,87,149,153,124,115,177,157
FE90_1671,239,202,297,311,353,254,404,187
FE90_1672,4660,5632,830,1231,5949,5192,1140,936
FE90_1673,350,174,385,102,491,134,518,90
FE90_1674,210,74,158,69,335,50,258,42
FE90_1675,1118,1374,611,628,1586,1343,795,467
FE90_1676,876,914,619,678,1489,865,863,491
FE90_1677,593,935,205,446,1035,975,312,309
FE90_1678,3566,5899,1631,3438,5936,5703,2175,2230
FE90_1679,5196,6647,1377,4162,7525,6279,2114,2126
FE90_1680,1973,2429,639,1089,3064,2166,916,711
FE90_1681,879,1209,340,409,1475,1051,502,282
FE90_1682,1161,1513,412,420,1756,1416,534,305
FE90_1683,1788,2663,678,1274,2821,2482,972,889
FE90_1684,1035,1232,606,720,1456,1158,745,635
FE90_1685,679,493,3952,1714,1104,573,5200,1592
FE90_1686,477,657,2893,1210,653,784,4079,1338
FE90_1687,963,2120,7314,5055,1975,2089,10279,4502
FE90_1688,393,391,156,165,480,442,200,101
FE90_1689,1330,1728,2343,3040,2020,1435,3112,2900
FE90_1690,106,139,127,204,145,107,203,164
FE90_1691,754,997,426,868,1178,945,577,626
FE90_1692,2438,3799,1231,3108,3753,3405,1727,2316
FE90_1693,79,14,129,57,73,24,171,52
FE90_1694,1405,1962,446,420,1650,1654,526,379
FE90_1695,489,355,2094,1727,658,447,2835,1771
FE90_1696,1722,2154,9092,5106,2474,2490,11786,6172
FE90_1697,1150,1069,1242,1193,1496,997,1481,1401
FE90_1698,1498,1391,1755,2250,2260,1330,2279,2187
FE90_1699,1345,1636,1794,1939,1844,1556,2284,1973
FE90_1700,1720,1841,1356,1856,2462,1860,1696,1414
FE90_1701,478,459,342,520,661,415,520,348
FE90_1702,1074,1160,975,1179,1553,1065,1380,1014
FE90_tRNA0068,155,259,129,110,243,244,156,100
FE90_1703,164,189,179,137,199,143,245,142
FE90_1704,338,342,382,347,502,334,510,341
FE90_1705,24,34,43,19,64,30,59,28
FE90_1706,283,419,414,356,435,431,454,289
FE90_1707,4902,4387,1590,1315,7262,4411,2103,978
FE90_1708,364,305,191,144,527,330,268,90
FE90_1709,425,412,169,173,712,439,274,95
FE90_1710,548,623,318,244,993,644,368,130
FE90_1711,587,589,369,189,947,638,464,138
FE90_1712,1046,1786,1452,2123,1522,1563,1499,2035
FE90_1713,1458,243,674,191,1972,300,919,134
FE90_1714,617,135,231,84,814,192,396,60
FE90_1715,55207,10137,15639,2125,78436,9789,23229,1784
FE90_1716,81686,74844,30620,24155,130046,66961,45068,13831
FE90_1717,4610,3113,2738,1285,7815,2975,3568,955
FE90_1718,30,39,33,64,59,28,66,34
FE90_1719,224,389,359,731,379,345,512,631
FE90_1720,2230,3943,3296,6885,3265,3679,4408,5831
FE90_1721,1070,1436,1190,3333,1721,1605,1500,2826
FE90_1722,1062,1024,740,2159,1218,1200,1072,2086
FE90_1723,929,1009,592,3049,1317,1127,759,2828
FE90_1724,257,529,258,2220,542,543,438,2145
FE90_1725,577,1464,558,5943,1189,1675,773,5594
FE90_1726,1007,2380,724,7901,1799,2172,984,7846
FE90_1727,286,757,222,479,443,699,367,429
FE90_1728,15,2,15,15,36,2,20,4
FE90_1729,150,39,50,34,367,43,106,8
FE90_1730,323,1541,709,23417,531,1284,893,15322
FE90_1731,99,321,413,60187,176,601,485,39596
FE90_1732,616,1512,2239,247823,1074,2798,2568,164724
FE90_1733,15,14,46,5331,21,30,67,3987
FE90_1734,12,25,75,3664,20,32,81,3757
FE90_1735,94,387,96,422,121,412,121,266
FE90_1736,2393,1855,6617,10263,3268,1804,8510,5744
FE90_1737,440,580,477,510,569,526,602,693
FE90_1738,411,205,699,468,601,215,981,518
FE90_1739,286,203,473,368,378,149,706,362
FE90_1740,715,576,1274,1245,1180,554,1841,919
FE90_1741,546,66,265,268,494,107,340,186
FE90_1742,226,46,47,108,194,60,64,40
FE90_1743,623,126,89,154,419,143,156,118
FE90_1744,946,598,907,1036,1298,518,1291,851
FE90_1745,644,403,651,592,961,419,919,553
FE90_1746,213,119,169,140,348,165,228,125
FE90_1747,262,266,248,163,237,257,318,280
FE90_1748,1046,1140,870,848,1198,988,1111,1078
FE90_1749,2614,4294,3243,6909,3919,4186,4100,5993
FE90_1750,224,363,202,257,297,348,204,256
FE90_1751,573,900,205,244,746,822,225,208
FE90_1752,1411,2352,546,1093,2207,2092,796,781
FE90_1753,2268,3127,1306,1671,3060,2705,1892,1430
FE90_1754,1041,1239,1214,1990,1193,1532,1502,1574
FE90_1755,126,102,146,110,176,101,228,99
FE90_1756,12501,17103,32143,31438,18019,17736,41068,30375
FE90_1757,2770,3472,4769,6386,3900,3550,6131,5576
FE90_tRNA0069,6,10,7,4,20,14,14,3
FE90_tRNA0070,4,8,10,7,18,9,11,3
FE90_1759,13,16,17,15,16,26,6,2
FE90_1760,735,1244,452,520,1189,1092,602,328
FE90_1761,1477,3406,498,1060,2441,2829,744,650
FE90_1762,424,1124,195,352,556,1095,296,278
FE90_1763,190,632,78,73,305,610,106,87
FE90_1764,910,2946,328,549,1356,2531,416,376
FE90_1765,2427,4954,892,3461,4047,4522,1281,2014
FE90_1766,2062,1132,1286,997,3117,1026,1764,852
FE90_1767,1021,1064,473,829,1694,965,626,484
FE90_1768,725,818,354,400,1021,742,493,366
FE90_1769,8980,219,756,102,14096,190,962,99
FE90_1770,1963,49,167,20,3151,47,202,24
FE90_1771,9483,203,611,95,14968,210,719,59
FE90_1772,10752,232,525,106,18256,185,829,95
FE90_1773,0,1,1,0,0,1,5,1
FE90_1774,850,1156,317,249,1433,1178,391,206
FE90_1775,620,995,195,220,968,912,284,163
FE90_1776,1568,2320,457,1000,2565,2110,575,557
FE90_1777,637,1021,185,305,1084,874,274,219
FE90_1778,1406,1816,289,656,2272,1702,409,418
FE90_1779,719,962,180,277,1161,925,273,175
FE90_1780,1041,1313,262,407,1496,1234,366,244
FE90_1781,3197,3098,194,546,4540,2810,312,353
FE90_1782,1260,2874,309,884,2432,2806,442,491
FE90_1783,778,2059,175,743,1478,1958,259,321
FE90_1784,58,94,15,22,88,109,23,13
FE90_1785,2288,3537,462,1729,3618,3439,616,910
FE90_1786,444,567,84,197,695,604,82,114
FE90_1787,2267,3292,344,1156,4135,3080,511,476
FE90_1788,4091,4917,3325,3001,6061,4720,4260,2936
FE90_1789,1654,2410,1110,1214,2381,1957,1623,1255
FE90_1790,4950,6583,2350,3160,7372,5859,3343,2405
FE90_1791,909,1408,349,488,1250,1203,545,458
FE90_1792,2973,3513,857,767,3918,3340,1060,537
FE90_1793,50,46,80,102,80,30,97,86
FE90_1794,481,393,527,1676,755,537,705,889
FE90_1795,281,414,375,276,556,384,505,188
FE90_1796,127,112,117,139,216,161,171,65
FE90_1797,57,54,47,29,101,69,37,6
FE90_1798,310,341,263,436,505,267,351,319
FE90_1799,602,862,346,563,788,769,424,330
FE90_1800,303,323,395,261,400,264,458,234
FE90_1801,273,208,236,138,383,221,270,111
FE90_1802,154,100,100,99,165,108,111,62
FE90_1803,78,98,52,25,109,89,77,23
FE90_1804,75,110,87,38,132,94,121,31
FE90_1805,758,1232,295,291,1562,1136,363,124
FE90_1806,2898,5483,1250,782,3776,4435,1537,717
FE90_1807,1212,1950,486,854,1757,1894,655,648
FE90_1808,2284,3030,1391,1996,3390,2830,1784,1320
FE90_1809,1336,1716,534,1138,1927,1770,754,685
FE90_1810,1437,1807,542,887,1809,1777,686,681
FE90_1811,1104,1375,427,823,1570,1211,500,451
FE90_1812,102,172,48,64,172,117,62,39
FE90_1813,1739,4756,1109,1862,3057,3962,1465,1323
FE90_1814,322,524,194,232,423,476,248,192
FE90_1815,165,261,130,220,212,234,138,112
FE90_1816,1063,2581,840,1337,2049,2335,1156,756
FE90_1817,1668,3347,860,1666,2910,3221,1293,1358
FE90_1818,885,1399,447,810,1452,1386,616,557
FE90_1819,540,973,225,535,868,782,364,350
FE90_1820,446,723,219,362,674,584,327,270
FE90_1821,831,1336,446,695,1307,1284,571,511
FE90_1822,3584,6259,1887,3326,5687,5624,2484,2574
FE90_1823,2409,3730,1407,1943,3487,3219,1720,1621
FE90_1824,1001,1697,759,907,1863,1576,944,671
FE90_1825,3564,5296,2467,2564,5741,5092,3465,2335
FE90_1826,1191,1791,661,732,2024,1598,871,626
FE90_1827,11,15,12,10,7,12,30,4
FE90_1828,1284,1514,641,643,2217,1601,935,451
FE90_1829,7730,3545,17013,10062,7959,3805,20222,10768
FE90_1830,490,469,1562,630,635,404,1795,784
FE90_1831,2226,1557,6240,3274,3329,1462,7851,3482
FE90_1832,1290,771,3168,2140,2178,738,3920,1807
FE90_1833,1700,922,3477,2447,2498,933,4353,2018
FE90_1834,470,514,197,270,750,439,262,195
FE90_1835,290,211,247,97,422,154,337,114
FE90_1836,90,24,86,22,168,13,144,26
FE90_1837,37,10,38,3,30,11,64,10
FE90_1838,20,15,25,6,22,25,26,1
FE90_1839,290,231,128,73,355,245,180,54
FE90_1840,5032,5634,3643,6663,8919,5395,5487,5282
FE90_1841,2059,1854,1313,2551,3283,1740,1869,1911
FE90_1842,7436,6619,1958,3288,11472,5984,2898,1747
FE90_1843,5921,6249,1075,1526,7780,5353,1532,938
FE90_1844,8528,9321,1409,2377,12181,7631,2202,1486
FE90_1845,4,15,5,3,14,7,6,3
FE90_1846,602,733,881,1480,965,753,1140,1063
FE90_1847,317,361,304,517,504,411,464,370
FE90_1848,165,87,235,297,226,67,324,160
FE90_1849,181,62,264,230,208,66,324,118
FE90_1850,44,22,71,104,87,17,90,56
FE90_1851,159,57,235,280,272,52,258,116
FE90_1852,45,23,100,145,79,19,123,77
FE90_1853,108,59,124,196,164,41,215,158
FE90_1854,204,91,246,511,312,102,341,252
FE90_1855,140,68,139,222,184,94,187,125
FE90_1856,4084,6209,4680,8554,6179,6333,6484,8233
FE90_1857,3302,6206,3847,6320,6028,6179,5181,5613
FE90_tRNA0071,6,6,9,5,15,5,15,6
FE90_1858,4160,6394,1377,1954,7661,5132,1598,1102
FE90_1859,862,1347,261,443,1881,1076,330,215
FE90_1860,822,1041,292,414,1182,982,418,313
FE90_1861,3827,5046,1623,4426,5931,4394,2281,2382
FE90_1862,82,111,34,118,111,96,58,56
FE90_tRNA0072,3,2,8,4,13,4,9,2
FE90_1863,181,202,194,162,151,182,164,156
FE90_1864,4051,5903,2352,6385,6132,5934,3286,4391
FE90_1865,897,1304,502,1754,1526,1080,818,972
,3070587,3630104,1999801,2816298,4525483,3377483,2657246,2166131
