GeneID,CovS-LP1,CovS+LP1,CovS-SP1,CovS+SP1,CovS-LP2,CovS+LP2,CovS-SP2,CovS+SP2
FE90_0498,41,343,28,150,42,236,21,102
FE90_0499,81,728,62,312,87,522,65,237
FE90_0500,560,1098,169,684,1106,983,261,300
FE90_0501,496,717,140,300,716,689,231,174
FE90_0502,369,277,917,235,441,286,1099,146
FE90_0503,522,586,793,372,738,603,1025,213
FE90_0504,407,394,508,247,535,320,731,195
FE90_0505,1728,2214,1111,1173,2731,2084,1670,779
FE90_0506,492,218,239,205,572,213,306,136
FE90_0507,939,1074,352,288,1191,1020,419,237
FE90_0508,5937,6663,3651,3015,9598,6131,5426,2177
FE90_0509,4728,5810,1592,2216,7492,5603,2345,1484
FE90_0510,174,77,66,41,115,107,65,62
FE90_0511,382,200,134,177,403,226,182,136
FE90_0512,405,338,256,267,444,292,248,186
FE90_0513,310,328,172,249,402,297,226,155
FE90_0514,42,25,26,34,50,23,37,15
FE90_0515,61,70,23,34,70,70,41,28
FE90_0516,61,70,23,34,70,70,41,28
FE90_0517,4,5,3,6,7,9,3,3
FE90_0518,706,697,342,423,968,639,422,302
FE90_0520,2199,2621,428,857,2811,2276,642,495
FE90_0521,3520,4872,958,2628,4886,4379,1412,1201
FE90_0522,346,408,118,78,423,330,197,90
FE90_0523,8277,10840,2520,3580,11123,10256,3468,2663
FE90_0524,11383,14018,2059,4055,16628,13204,2766,2413
FE90_0525,9457,12187,1351,3501,13874,11447,1892,2479
FE90_0526,449,522,55,178,620,418,106,150
FE90_0527,3965,3775,1538,1053,4980,3295,2068,808
FE90_0528,1639,1692,1686,1660,1974,1511,2117,1884
FE90_0529,414,705,110,141,738,715,148,99
FE90_0530,33,39,22,11,73,54,30,15
FE90_0531,254,331,91,135,409,261,159,72
FE90_0532,695,714,679,561,1056,708,831,464
FE90_0533,2680,2744,2327,1985,3527,2495,3260,1683
FE90_0534,1129,1477,631,1033,1538,1230,913,735
FE90_0535,1092,1365,598,693,1456,1146,818,643
FE90_0536,344,208,233,118,506,160,313,74
FE90_0537,3081,3709,1208,2114,4252,3079,1697,1242
FE90_0538,1040,1633,362,1204,1416,1596,490,689
FE90_0539,318,2863,319,1975,518,2274,499,1379
FE90_0540,222,541,138,260,407,501,196,194
FE90_0541,566,1206,416,879,1214,1222,531,459
FE90_0542,2840,4301,1007,1942,3665,3875,1459,1477
FE90_0543,1041,1558,321,885,1656,1508,462,569
FE90_0544,771,1079,337,747,1077,1143,456,502
FE90_0545,177,250,125,267,347,273,141,171
FE90_0546,1407,2168,684,1662,2296,2031,963,1094
FE90_0547,1453,2231,442,957,2104,1881,624,613
FE90_0548,429,586,161,318,760,567,231,206
FE90_0549,431,616,158,324,763,544,177,196
FE90_0550,1363,2424,325,858,2254,2099,358,541
FE90_0551,196,340,184,172,337,387,199,86
FE90_0552,241,494,463,460,358,469,587,471
FE90_0553,249,304,145,187,304,301,160,117
FE90_0554,29,23,26,12,27,38,24,14
FE90_0555,3,2,6,3,5,4,2,6
FE90_0556,598,684,410,633,950,609,548,436
FE90_0557,309,297,159,286,494,336,213,148
FE90_0558,71,64,33,82,138,77,53,21
FE90_0559,40,47,13,16,65,46,19,7
FE90_0560,98,163,36,23,100,93,41,26
FE90_0561,1879,2835,543,1019,2932,2412,862,695
FE90_0562,345,442,107,261,546,409,163,133
FE90_0563,196,237,103,89,241,168,121,43
FE90_0564,172,85,374,393,171,87,549,307
FE90_0565,117,64,370,461,160,82,475,328
FE90_0566,215,162,824,1968,275,184,1101,1349
FE90_0567,27,33,235,587,63,37,321,404
FE90_0568,50,35,231,620,78,26,333,406
FE90_0569,56,44,354,852,112,46,498,557
FE90_0570,100,57,484,1419,186,57,727,865
FE90_0571,10,7,57,282,22,21,114,145
FE90_0572,3450,1251,276,519,5005,1242,358,348
FE90_0573,10601,5149,812,1324,14502,5017,1248,1289
FE90_0574,2393,3655,2168,3533,3942,3760,2930,3245
FE90_0575,219,466,159,205,423,417,196,173
FE90_0576,3250,3968,1723,2833,5269,4124,2367,2555
FE90_0577,3390,3443,1139,2304,5823,3747,1555,1631
FE90_0578,1855,1782,625,1003,2600,1957,780,842
FE90_0579,3683,3682,1183,2146,5562,4020,1531,1561
FE90_0580,4032,3651,1368,2745,6469,3813,1748,1837
FE90_0581,113,43,362,168,138,53,453,132
FE90_0582,54,33,172,56,68,32,195,73
FE90_0583,209,215,2823,777,309,188,3245,836
FE90_0584,535,561,6176,1862,809,753,7966,2096
FE90_0585,991,1304,10160,3071,1333,1488,12408,3391
FE90_0586,326,849,460,324,519,793,456,273
FE90_0587,303,475,2577,935,542,446,3181,768
FE90_0588,516,721,4892,1935,756,670,6420,1558
FE90_0589,395,570,258,341,666,398,377,215
FE90_0590,374,404,245,234,514,344,416,200
FE90_0591,25,39,34,22,32,22,32,16
FE90_0592,338,552,351,415,482,507,513,394
FE90_0593,269,371,235,271,405,347,386,287
FE90_0594,0,0,0,0,0,0,0,0
FE90_0595,0,0,0,0,0,0,0,0
FE90_0596,0,0,0,0,0,0,0,0
FE90_0597,15,15,14,8,12,10,27,14
FE90_0598,85,83,108,85,91,54,145,74
FE90_0599,0,0,0,0,0,0,0,0
FE90_0600,8,16,17,10,10,18,15,14
FE90_0601,19,61,46,59,54,48,36,40
FE90_0602,18,54,26,45,45,48,25,32
FE90_0603,40,70,38,49,65,58,46,52
FE90_0604,82,104,75,91,120,105,88,75
FE90_0605,75,88,73,96,97,81,62,64
FE90_0606,24,58,37,48,54,58,54,33
FE90_0607,45,52,36,30,61,44,45,37
FE90_0608,49,59,50,45,78,54,50,40
FE90_0609,104,139,100,119,151,119,86,86
FE90_0610,32,66,55,35,73,51,42,18
FE90_0611,48,59,23,33,36,40,66,30
FE90_0612,74,103,49,67,105,65,102,42
FE90_0613,19,34,27,33,35,17,30,19
FE90_0614,17,20,10,16,19,10,24,7
FE90_0615,12,21,7,20,31,20,19,10
FE90_0616,0,0,0,0,0,0,0,0
FE90_0617,0,0,0,0,0,0,0,0
FE90_0618,0,0,0,0,0,0,0,0
FE90_0619,0,0,0,0,0,0,0,0
FE90_0620,39,70,57,44,61,54,81,69
FE90_0621,164,99,90,105,218,94,167,65
FE90_0622,25,16,37,4,37,18,33,11
FE90_0623,8,0,11,5,14,3,19,0
FE90_0624,0,0,0,1,1,0,1,0
FE90_0625,0,0,0,0,0,0,0,0
FE90_0626,0,0,0,0,0,0,0,0
FE90_0627,0,0,0,0,0,0,0,0
FE90_0628,0,0,0,0,0,0,0,0
FE90_0629,0,0,0,0,0,0,0,0
FE90_0630,0,0,0,0,0,0,0,0
FE90_0631,0,0,0,0,0,0,0,0
FE90_0632,0,0,0,0,0,0,0,0
FE90_0633,0,0,0,0,0,0,0,0
FE90_0634,0,0,0,0,0,0,0,0
FE90_0635,0,0,0,0,0,0,0,0
FE90_0636,0,0,0,0,0,0,0,0
FE90_0637,0,0,0,0,0,0,0,0
FE90_0638,0,0,0,0,0,0,0,0
FE90_0639,50,2,45,10,32,4,61,9
FE90_0640,80,12,158,29,99,7,155,18
FE90_0641,52,5,121,21,95,12,116,15
FE90_0642,104,36,157,44,148,21,204,25
FE90_0643,26,13,36,5,24,3,50,2
FE90_0644,61,19,91,15,55,10,88,7
FE90_0645,6,1,9,0,7,1,12,1
FE90_0646,9,4,7,2,13,3,17,1
FE90_0647,86,39,141,36,118,41,113,32
FE90_0648,108,1440,223,720,191,1309,343,774
FE90_0649,493,4680,998,3368,696,4377,1327,3557
FE90_0650,11,7,21,5,39,9,11,5
FE90_0651,1104,1714,684,794,1615,1747,741,727
FE90_0652,614,1047,1448,2549,1156,904,1770,1648
FE90_0653,1319,2152,2391,3155,1985,2019,2927,2596
FE90_0654,1013,1638,1647,1845,1341,1613,1963,1777
FE90_0655,2052,2622,1943,2760,3099,2729,2459,2553
FE90_0656,4762,6344,2463,3809,6844,6526,3169,3289
FE90_0657,8894,12499,3244,7226,12006,11356,4672,5106
FE90_0658,1372,1319,1802,1713,1984,1089,2167,1510
FE90_0659,734,539,1224,612,890,571,1463,846
FE90_0660,9495,3797,1844,3979,12637,3518,2935,4151
FE90_0661,237,52,187,72,297,48,290,59
FE90_0662,179,78,185,38,161,77,273,54
FE90_0663,237,195,676,281,261,203,830,372
FE90_0664,212,260,96,90,420,305,146,96
FE90_0665,641,987,271,253,1134,877,430,209
FE90_0666,876,1354,388,293,1316,1232,464,239
FE90_0667,1227,1991,427,392,1777,1750,577,304
FE90_0668,188,2045,206,1689,291,1705,226,697
FE90_0669,967,718,946,734,1306,725,1220,626
FE90_0670,685,623,285,469,906,531,436,278
FE90_0671,3276,4320,1395,2145,4184,4124,2015,1507
FE90_0672,1918,2125,2813,1634,3425,1848,3199,1830
FE90_0673,10582,9566,15588,9692,15778,8304,18855,12287
FE90_0674,4825,3886,8263,4823,6685,3475,10308,6730
FE90_0675,17960,14685,34239,21701,23750,12398,43253,30416
FE90_0676,9702,7240,16493,13596,14506,6623,21897,15157
FE90_0677,11660,7964,20275,15840,16341,7213,25972,18135
FE90_0678,2634,1989,2822,2340,3617,1887,3704,2261
FE90_0679,144,68,149,119,161,50,226,80
FE90_0680,156,111,164,148,234,113,287,81
FE90_0681,586,488,487,325,833,477,676,223
FE90_0682,213,172,127,143,289,169,164,112
FE90_0683,172,182,117,123,325,232,161,87
FE90_0684,615,1021,223,430,880,935,287,263
FE90_0685,793,1019,640,842,1172,957,739,769
FE90_0686,1320,1666,1014,1547,1761,1599,1505,1499
FE90_0687,693,1251,541,817,986,1215,753,912
FE90_0688,175,378,154,269,357,367,259,180
FE90_0689,753,1402,480,1020,1342,1363,785,766
FE90_0690,1238,1907,577,1249,1984,1608,712,748
FE90_0691,2145,3915,755,1771,3245,3385,1072,1143
FE90_0692,1422,2639,464,1178,2017,2408,616,715
FE90_0693,1526,3234,414,1468,2225,2945,617,856
FE90_0694,2130,4864,478,1857,3157,4475,677,1043
FE90_0695,2012,5201,427,2071,3075,4986,703,1128
FE90_0696,1379,3846,309,1471,2337,3764,425,748
FE90_0697,6210,12905,4355,5712,8621,12296,5542,4300
FE90_0698,583,1345,464,776,893,1285,676,589
FE90_0699,695,1335,370,1549,1392,1318,526,634
FE90_0700,1171,2435,259,345,2079,1912,285,207
FE90_0701,326,424,232,251,527,355,349,176
FE90_0702,2275,1440,1406,2287,3373,1357,1834,1303
FE90_0703,127,61,70,83,123,49,87,50
FE90_0704,1988,935,910,1395,2696,811,1390,756
FE90_0705,1292,731,1216,1389,1623,807,1771,886
FE90_0706,799,697,596,1059,1047,569,1017,648
FE90_0707,615,613,436,939,855,442,639,529
FE90_0708,2727,4559,1963,3567,4792,4313,2637,2270
FE90_0709,457,736,278,453,574,687,313,323
FE90_0710,509,824,272,660,871,709,313,382
FE90_0711,258,433,110,201,431,380,132,133
FE90_0712,1389,1189,829,868,2103,1100,1027,524
FE90_0713,2333,1773,1535,1673,2910,1768,2020,1181
FE90_0714,3298,2880,2032,2843,4250,2425,2998,1591
FE90_0715,1240,1244,706,1011,1448,1030,884,590
FE90_0716,2263,2151,986,2326,2827,1905,1415,1186
FE90_0717,1652,1705,676,2017,2360,1460,1018,904
FE90_0718,1537,1626,604,2103,2344,1542,806,1042
FE90_0719,3774,2539,707,1720,3824,2082,970,886
FE90_0720,5253,5276,3138,3627,6001,4479,3919,2989
FE90_0721,4816,3978,4568,2669,5600,3413,5368,3070
FE90_0722,227,325,198,435,326,210,297,255
FE90_0723,1047,1052,435,650,1392,986,566,513
FE90_0724,456,473,194,239,602,411,199,216
FE90_0725,384,611,112,270,711,576,191,130
FE90_0726,148,196,76,92,232,171,108,32
FE90_0727,2138,3090,591,929,3649,2844,896,567
FE90_0728,131,151,128,46,277,169,107,41
FE90_0729,648,828,261,325,1197,762,381,276
FE90_0730,525,796,152,190,675,687,238,159
FE90_0731,2442,3631,822,1627,3995,3046,1155,1152
FE90_0732,404,342,176,153,770,329,178,65
FE90_0733,1674,961,2986,1404,2169,964,3672,1555
FE90_0734,948,1441,1159,737,1364,1154,1566,742
FE90_0735,1414,1605,1807,1569,1938,1417,2589,1128
FE90_0736,763,708,1945,2530,1156,759,2259,2136
FE90_0737,289,326,764,1009,494,319,880,794
FE90_0738,559,595,1253,1977,1076,639,1627,1428
FE90_0739,309,410,696,1009,593,358,934,881
FE90_0740,185,286,290,458,315,255,365,401
FE90_0741,97,131,154,230,187,122,180,222
FE90_0742,267,362,369,661,531,362,463,583
FE90_0743,180,327,293,447,248,330,365,437
FE90_0744,56,71,80,75,69,87,125,114
FE90_0745,8,14,28,9,19,4,9,4
FE90_0746,140,119,168,132,222,111,252,89
FE90_0747,206,386,177,237,278,363,183,134
FE90_0748,159,231,116,158,232,209,187,107
FE90_0750,805,968,360,612,1143,962,406,417
FE90_0751,234,451,79,179,357,399,123,114
FE90_0752,164,366,79,118,245,308,122,102
FE90_0753,306,520,149,239,547,378,246,142
FE90_0754,1025,1015,509,410,1392,974,754,347
FE90_0755,1739,3364,580,1073,2992,3133,813,709
FE90_0756,158,55,107,55,273,71,180,29
FE90_0757,1091,855,616,579,1603,898,935,415
FE90_0758,650,548,406,362,1112,544,567,327
FE90_0759,408,685,293,327,720,638,456,287
FE90_0760,1037,1331,1006,1240,1840,1288,1432,914
FE90_0761,1496,1970,1744,2050,2351,1864,2158,1576
FE90_0762,14930,12938,19921,15667,20076,11684,25373,16344
FE90_0763,3621,3753,6084,3527,4650,3260,7621,4605
FE90_0764,319,431,78,90,570,429,131,83
FE90_0765,1646,2738,571,811,2995,2346,930,627
FE90_0766,4145,5449,1645,2078,6748,4874,2260,1438
FE90_0767,2897,4745,2960,1965,4406,4627,3832,1456
FE90_0768,5860,5340,856,1764,8194,4225,1240,794
FE90_0769,2026,2181,549,1351,2672,2020,776,718
FE90_0770,2053,2614,481,1487,3344,2488,750,632
FE90_0771,1055,1268,209,785,1699,1236,266,339
FE90_0772,1597,2134,456,1128,2352,2067,640,649
FE90_0773,1817,2097,417,1495,3164,2144,695,667
FE90_0774,1148,1400,313,709,1767,1271,443,438
FE90_0775,877,1204,287,571,1361,1181,426,380
FE90_0776,1625,2137,650,867,2465,2247,773,618
FE90_0777,1627,2449,666,637,2497,1994,821,496
FE90_0778,896,1369,427,324,1204,1313,491,299
FE90_0779,84,161,21,19,138,141,23,9
FE90_0780,400,690,104,124,572,592,142,74
FE90_0781,1382,1735,208,95,1848,1700,265,77
FE90_0782,490,695,60,33,744,676,98,25
FE90_0783,204,103,114,98,282,149,106,57
FE90_0784,1022,1384,358,639,1509,1228,498,418
FE90_0785,743,762,315,404,934,720,474,390
FE90_0786,998,817,506,341,1085,737,606,396
FE90_0787,584,435,409,366,672,336,502,348
FE90_0788,4184,4758,5163,4270,5895,4814,6496,4219
FE90_0789,948,1272,738,503,1119,1265,922,593
FE90_0790,780,1337,425,424,1342,1333,576,295
FE90_0791,793,1542,561,480,1390,1568,742,437
FE90_0792,138,219,56,55,245,214,72,17
FE90_0793,969,1417,280,429,1645,1262,339,223
FE90_0794,1546,2256,417,845,2734,2132,531,489
FE90_0795,354,636,129,203,639,528,151,143
FE90_0796,1291,1664,501,777,1904,1302,700,587
FE90_0797,1362,1434,406,480,2102,1399,576,409
FE90_0798,286,273,120,168,418,255,130,86
FE90_0799,1991,2561,1864,1909,3017,2179,2515,1576
FE90_0800,114,155,51,68,189,127,98,54
FE90_0801,578,707,297,429,884,661,403,220
FE90_0802,1071,1604,327,423,1634,1245,424,295
FE90_0803,713,766,1312,1385,833,665,1642,1317
FE90_0804,610,218,1147,941,537,235,1420,820
FE90_0805,90,77,155,1958,164,103,193,376
FE90_0806,131,87,147,1351,196,65,155,298
FE90_0807,249,241,337,428,357,229,387,231
FE90_0808,115,160,145,184,187,151,294,164
FE90_0809,1471,1684,429,741,1975,1743,596,511
FE90_0810,726,982,243,363,1155,937,337,205
FE90_0811,818,890,333,371,1108,888,422,306
FE90_0812,1591,1932,745,906,2154,1970,1009,714
FE90_0813,1048,1428,561,610,1584,1293,878,529
FE90_0814,1345,2005,2194,1282,1645,1762,2675,1532
FE90_0815,729,1042,1461,989,1048,1032,1807,1042
FE90_0816,1746,2718,3785,2544,2592,2563,4326,2523
FE90_0817,1866,2996,3767,2292,2557,2930,4430,2504
FE90_0818,4733,6284,4983,5339,7107,5861,5888,3687
FE90_0819,11,3,10,2,11,0,23,6
FE90_0820,831,1653,412,1095,1365,1286,630,635
FE90_0821,227,254,127,183,387,230,229,117
FE90_0822,8683,8934,897,1570,11520,7784,1220,868
FE90_0823,10611,10654,978,1718,14668,9552,1555,883
FE90_0824,7,8,3,3,23,9,4,5
FE90_0825,712,1165,164,393,1260,1004,199,170
FE90_0826,1936,2942,1794,4254,3525,2830,2534,2547
FE90_0827,694,1082,644,1235,1051,914,970,932
FE90_0828,1423,1477,2093,3947,2343,1523,2792,2421
FE90_0829,1434,2047,3351,3833,2897,1930,4473,3011
FE90_0830,426,451,322,634,615,412,406,342
FE90_0831,284,289,219,567,518,313,321,270
FE90_0832,495,389,306,751,779,357,417,318
FE90_0833,1715,1115,1716,4587,2657,1398,2260,2403
FE90_0834,1252,1166,1313,3745,2346,1359,1668,1825
FE90_0835,1615,1677,2029,4492,3184,1979,2641,2533
FE90_0836,1072,1122,924,2645,1866,1486,1181,1783
FE90_0837,3182,2867,1888,2738,3770,2568,2439,2246
FE90_0838,1161,1259,795,1295,1756,1168,1084,1053
FE90_0839,2,0,0,0,0,0,0,0
FE90_0840,1542,1509,1103,1506,2304,1504,1511,1105
FE90_0841,139,129,145,93,237,102,162,91
FE90_0842,0,0,0,0,1,0,0,0
FE90_0843,6,0,5,0,1,0,1,1
FE90_0844,686,781,277,478,852,727,338,360
FE90_0845,585,731,299,474,869,660,332,341
FE90_0846,499,769,254,366,782,709,295,253
FE90_0847,584,876,234,193,803,840,197,163
FE90_0848,102,129,31,37,125,117,66,16
FE90_0849,3012,4331,1448,2725,4587,3973,1923,2016
FE90_0850,1025,1620,488,1090,1654,1395,672,740
FE90_0851,573,925,320,674,1015,821,443,409
FE90_0852,1383,1386,1022,1004,1871,1386,1148,947
FE90_0853,673,882,781,870,1144,771,958,732
FE90_0854,746,954,521,476,972,885,669,371
FE90_0855,1372,2355,1216,1377,2128,1926,1482,928
FE90_0856,10479,13020,5761,8278,15192,12148,8818,6025
FE90_0857,7140,8072,5712,5585,10668,7553,8376,4689
FE90_0858,6133,7449,6764,5159,9368,7080,9287,4641
FE90_0859,6534,8469,8450,5676,10861,8092,11481,5514
FE90_0860,1044,1188,776,681,1578,1183,1062,655
FE90_0861,582,646,263,370,843,556,386,218
FE90_0862,1120,1347,720,768,1938,1153,962,623
FE90_0863,6635,8068,6345,6005,9176,7491,8230,5951
FE90_0864,626,922,231,318,894,729,309,242
FE90_0865,555,827,239,316,751,667,336,223
FE90_0866,41,46,13,43,61,35,19,8
FE90_0867,284,379,157,275,473,312,198,171
FE90_0868,51,58,47,33,85,57,57,43
FE90_0869,956,1054,501,631,1414,918,757,410
FE90_0870,2252,3441,985,2537,3645,3245,1426,1417
FE90_0871,1487,2616,729,1435,2263,2332,977,965
FE90_0872,725,1314,453,720,1244,1341,669,541
FE90_0873,617,1023,286,541,1130,938,295,297
FE90_0875,579,858,255,403,1053,797,308,218
FE90_0876,48,13,57,30,84,14,70,15
FE90_0877,29,23,79,2,46,9,74,16
FE90_0878,52,24,86,23,91,9,102,41
FE90_0879,50,43,108,26,86,26,99,26
FE90_0880,22,9,59,18,31,12,52,15
FE90_0881,51,17,107,31,52,10,88,24
FE90_0882,0,0,1,0,0,0,0,0
FE90_0883,2,0,0,1,1,0,2,0
FE90_0884,61,15,111,23,87,7,172,42
FE90_0885,23,6,94,23,76,4,107,15
FE90_0886,77,20,130,51,139,23,153,23
FE90_0887,8,3,16,7,15,0,51,11
FE90_0888,7,2,21,0,20,2,7,4
FE90_0889,18,4,45,9,41,2,49,17
FE90_0890,2,4,9,2,12,2,14,0
FE90_0891,5,4,12,4,20,1,17,9
FE90_0892,45,9,56,20,57,3,69,8
FE90_0893,2,2,13,3,16,0,9,3
FE90_0894,30,3,61,24,55,4,95,14
FE90_0895,30,8,34,8,30,10,59,11
FE90_0896,38,5,106,9,84,4,98,6
FE90_0897,11,4,6,0,6,1,11,3
FE90_0898,33,15,54,12,27,6,59,26
FE90_0899,20,8,41,7,12,7,53,13
FE90_0900,870,401,1425,647,712,413,1531,1099
FE90_0901,2196,860,1782,1088,1851,949,2142,1344
FE90_0902,66,19,100,18,116,13,117,16
FE90_0903,22,11,22,14,50,8,51,6
FE90_0904,17,0,25,7,41,4,43,1
FE90_0905,47,17,68,31,95,11,104,12
FE90_0906,157,54,287,41,203,32,352,38
FE90_0907,45,20,86,13,86,17,119,7
FE90_0908,9,2,36,6,24,4,43,4
FE90_0909,41,6,64,18,97,11,110,8
FE90_0910,61,20,60,16,78,24,98,17
FE90_0911,124,22,177,30,128,17,265,28
FE90_0912,84,27,156,32,109,19,206,23
FE90_0913,35,8,42,15,57,14,56,10
FE90_0914,0,0,0,0,0,0,0,0
FE90_0915,0,0,0,0,0,0,0,0
FE90_0916,0,0,0,0,0,0,0,0
FE90_0917,0,0,0,0,0,0,0,0
FE90_0918,23,13,26,2,46,9,24,6
FE90_0919,21,12,28,1,35,8,41,3
FE90_0920,359,360,149,454,602,375,223,172
FE90_0921,32,32,29,18,53,22,34,7
FE90_0922,61,36,110,27,88,41,153,15
FE90_0923,42,14,57,15,95,14,78,4
FE90_0924,780,800,717,416,907,786,974,470
FE90_0925,2149,2190,2219,1685,3023,2073,3271,1434
FE90_0926,905,616,1129,857,1439,554,1938,617
FE90_0927,3099,5112,1963,1310,3524,4607,2330,1486
FE90_0928,557,677,589,544,876,721,692,483
FE90_0929,1703,2177,1614,1620,2523,2151,2080,1328
FE90_0930,1040,1016,731,677,1497,1006,838,489
FE90_0931,1636,2113,939,1462,2120,2222,1209,1091
FE90_0932,1149,2129,851,1693,2192,2114,1110,967
FE90_0933,485,915,370,460,734,925,511,376
FE90_0934,819,1416,720,1187,1595,1531,884,776
FE90_0935,698,1492,587,971,1348,1466,795,701
FE90_0936,291,589,257,278,526,503,273,190
FE90_0937,805,1604,717,828,1317,1464,964,646
FE90_0938,376,367,193,222,647,305,196,116
FE90_0939,8987,7366,7302,8281,11414,7310,9305,6812
FE90_0940,459,798,476,548,669,702,559,379
FE90_0941,382,1137,164,241,859,958,185,103
FE90_0942,183,592,88,100,405,483,106,44
FE90_0943,82,285,37,64,182,210,45,31
FE90_0944,8803,9040,20877,21905,12359,7877,28198,18879
FE90_0945,604,601,809,842,821,577,1041,672
FE90_0946,1241,1632,1768,2203,1870,1436,2315,1722
FE90_0947,5225,6273,2488,4131,7500,6115,3104,1972
FE90_0948,4921,6505,1150,1588,6771,5738,1492,1094
FE90_0949,4281,5689,1335,2572,7864,5782,1828,1273
FE90_0950,958,1303,344,658,1920,1344,462,362
FE90_0951,4220,5299,1642,2584,7110,5519,2228,1599
FE90_0952,3610,4814,1475,2394,6313,4672,2152,1477
FE90_0953,6404,8022,3127,5009,10223,7395,4214,2885
FE90_0954,4736,5106,2539,3092,7680,5016,3279,2162
FE90_0955,258,284,152,67,298,250,179,82
FE90_0956,2270,3152,852,1596,3378,3019,1225,1051
FE90_0957,1979,2458,1001,1754,2935,2396,1275,1193
FE90_0958,1400,1909,856,1446,2063,1798,1156,1104
FE90_0959,214,252,67,130,291,318,105,58
FE90_0960,6065,7737,1056,2216,8781,7171,1443,1224
FE90_0961,639,688,303,418,1056,573,368,295
FE90_0962,1252,1392,742,981,2261,1315,978,706
FE90_0963,348,498,185,95,607,486,222,131
FE90_0964,8963,8087,9949,9765,12852,8390,12290,9956
FE90_0965,66,64,56,25,104,77,77,21
FE90_0966,978,1651,312,853,1601,1344,414,434
FE90_0967,492,813,226,612,805,686,320,277
FE90_0968,15,45,16,28,21,24,23,10
FE90_0969,216,398,178,239,319,345,190,180
FE90_0970,913,1890,518,1103,1343,1749,654,598
FE90_0971,222,425,152,269,384,405,161,182
FE90_0972,457,910,301,488,638,840,336,326
FE90_0973,122,773,115,352,139,524,123,171
FE90_0974,217,127,6037,14235,260,260,8106,7761
FE90_0975,273,151,7858,14439,286,229,9925,9347
FE90_0976,531,229,11307,17949,613,446,14931,11811
FE90_0977,1143,558,18458,22006,1078,1159,24705,15020
FE90_0978,883,561,13859,15032,1101,1159,17640,10704
FE90_0979,2327,1408,30188,17698,2527,2209,36150,18539
FE90_0980,285,305,428,201,373,372,478,201
FE90_0981,212,218,179,121,239,183,209,110
FE90_0982,1019,1472,1208,1661,1702,1409,1476,1441
FE90_0983,704,843,585,929,1186,874,760,613
FE90_0984,885,1013,751,999,1176,1004,1085,840
FE90_0985,295,321,309,292,358,305,344,273
FE90_0986,324,314,370,493,453,336,490,322
FE90_0987,177,190,205,188,257,142,268,148
FE90_0988,162,129,162,130,206,91,220,102
FE90_0989,1096,796,718,974,1345,809,965,776
FE90_0990,505,399,422,453,660,414,529,490
FE90_0991,130,294,229,147,289,350,290,149
FE90_0992,4018,4990,1905,3619,5969,4479,2792,2157
FE90_0993,492,625,169,311,818,484,197,140
FE90_0994,200,220,60,94,278,195,83,73
FE90_0995,527,744,232,246,625,556,278,209
FE90_0996,482,640,209,170,506,559,284,169
FE90_tRNA0042,4,3,5,1,9,2,3,2
FE90_0997,897,906,155,265,1205,862,287,123
FE90_0998,1575,1970,397,704,2408,1675,571,374
FE90_0999,568,541,473,613,691,525,671,542
FE90_1000,744,875,803,1029,1000,835,980,779
FE90_1001,1142,1105,1338,1373,1389,1069,1942,1154
FE90_1002,248,296,175,449,405,269,187,260
FE90_1003,341,401,594,1657,521,401,776,922
FE90_1004,121,146,219,559,216,146,274,303
FE90_1005,180,241,429,607,293,208,494,396
FE90_1006,62,65,123,135,61,50,181,92
FE90_1007,112,54,752,594,228,39,1211,495
FE90_1008,64,33,479,334,156,31,686,260
FE90_1009,120,27,822,424,154,35,1007,435
FE90_1010,139,61,1985,873,293,118,2448,888
FE90_1011,23,13,304,131,30,8,388,129
FE90_1012,577,323,9363,3574,702,345,11788,4796
FE90_1013,692,445,11588,3821,1108,528,14243,4859
FE90_1014,835,264,4463,1151,728,358,5214,1630
FE90_1015,1623,648,9560,2581,1393,804,11405,3643
FE90_1016,1195,929,19500,7262,1661,892,24595,8710
FE90_1017,379,630,1587,808,658,557,1992,730
FE90_1018,221,306,371,438,299,227,393,360
FE90_1019,194,353,174,279,294,285,185,160
FE90_1020,1227,1494,718,667,1380,1426,860,729
FE90_1021,96,88,53,48,129,100,56,36
FE90_1022,53,28,19,13,53,26,36,6
FE90_tRNA0043,1,0,1,0,0,0,1,0
FE90_tRNA0044,24,64,7,2,18,75,14,5
FE90_tRNA0045,21,50,6,2,14,65,10,4
FE90_tRNA0046,0,0,0,0,0,0,0,0
FE90_tRNA0047,0,0,0,0,0,0,0,0
FE90_tRNA0048,0,0,0,0,0,0,0,0
FE90_tRNA0049,0,0,0,0,0,0,0,0
FE90_rRNA0050,0,0,0,0,0,0,0,0
FE90_rRNA0051,0,0,0,0,0,0,0,0
FE90_tRNA0052,0,0,0,0,0,0,0,0
FE90_rRNA0053,0,0,0,0,0,0,0,0
FE90_1023,6075,12252,14850,11744,10932,11493,19042,13430
FE90_1024,33,16,35,38,45,20,59,11
FE90_1025,105,39,112,72,124,37,120,48
FE90_1026,413,407,124,173,522,466,209,133
FE90_1027,3280,4067,507,1428,5221,3931,671,780
FE90_1028,1260,1737,811,1536,2037,1529,1152,936
FE90_1029,2924,4090,1599,2354,4135,3669,2082,1955
FE90_1030,575,954,362,789,952,930,488,675
FE90_1031,628,1067,369,640,1128,1065,472,485
FE90_1032,252,369,128,229,494,359,142,156
