GeneID,X50271,X50272,X50273,X50286,X50287,X50288,X50301,X50302,X50303,X50316,X50317,X50318,X50331,X50332,X50333,X50346,X50347,X50348
EQB46_RS05070,5788,4232,4812,5994,5243,7134,8385,5614,5725,7232,4813,4708,8908,4392,5149,4096,4934,4552
EQB46_RS05075,20938,13633,15286,20403,17665,23258,26589,18819,18646,24697,16992,15599,32059,14515,17533,13928,15789,13928
EQB46_RS05080,12697,9516,9513,13632,11157,15308,17278,11815,11293,15442,10763,9674,19790,9387,10850,8161,10139,9187
EQB46_RS05085,4951,2587,2481,6596,3251,4139,7492,3617,3192,6836,3317,2663,8528,2685,2898,3641,2808,2281
EQB46_RS05090,3085,6859,6276,6469,10299,6792,6122,8120,7030,4325,13862,6391,3892,4679,5366,3019,6305,4269
EQB46_RS05095,2151,2024,2197,3087,2657,3274,2984,2762,2633,2667,3277,2701,2935,1915,2696,1536,2492,1819
EQB46_RS05100,340,255,286,474,291,480,447,320,317,351,368,320,427,224,362,224,305,211
EQB46_RS00515,67,1304,3462,123,3493,4640,95,7058,5274,91,4014,3107,94,5047,5093,39,4599,3001
EQB46_RS05105,62,27,56,94,48,115,89,55,63,86,54,81,122,26,71,64,39,54
EQB46_RS05110,95,33,77,101,60,133,96,71,75,105,67,92,148,44,87,50,66,51
EQB46_RS05115,56633,3454,6400,67266,5587,11938,62917,7859,9139,66972,7085,9281,92405,3654,8836,40937,5997,6541
EQB46_RS05120,17297,2548,4110,24982,3876,7205,24304,4898,5787,21041,4605,5281,27220,2808,6234,11148,4092,3882
EQB46_RS05125,8462,1711,2095,15062,2271,3967,13335,2442,2474,10554,2563,2487,13598,1762,3013,6290,2447,1961
EQB46_RS05130,11625,2455,2656,20247,2974,5095,16233,3270,3237,14204,3696,3422,18838,2673,3454,7654,3378,2243
EQB46_RS05135,575,532,360,1449,535,873,1016,511,445,780,667,502,830,487,445,328,611,385
EQB46_RS05140,478,381,239,1178,380,662,830,343,277,606,427,323,542,369,275,320,422,296
EQB46_RS05145,33,64,37,48,48,75,60,52,48,38,67,61,39,47,53,19,58,33
EQB46_RS05150,512,517,491,713,541,1010,888,484,527,629,628,592,669,493,537,346,629,475
EQB46_RS00520,1623,7343,19730,1570,24522,26008,1861,42339,31144,1908,26347,22782,2382,30388,27706,1208,28641,22287
EQB46_RS05155,227,251,221,297,256,455,318,259,231,262,283,248,250,250,248,130,280,211
EQB46_RS05160,205,95,120,281,93,187,295,93,101,238,123,108,282,84,111,173,114,79
EQB46_RS05165,860,105,149,917,130,224,1136,103,145,967,111,143,1631,106,151,775,124,103
EQB46_RS05170,1511,131,199,1689,159,266,1786,189,195,1755,183,195,3109,154,250,1338,166,155
EQB46_RS05175,2285,549,740,3089,812,1212,2884,1025,1250,3042,871,1150,4539,724,1165,2023,1059,986
EQB46_RS05180,405,142,246,532,261,438,617,331,292,558,264,341,754,209,371,398,321,224
EQB46_RS05185,160,91,102,217,121,253,259,149,207,237,137,217,321,131,182,156,154,126
EQB46_RS05190,191,59,115,179,95,237,241,126,160,189,109,162,287,54,147,155,124,118
EQB46_RS05195,566,161,273,562,230,612,706,276,358,558,247,441,807,184,393,452,278,304
EQB46_RS05200,1085,221,449,1105,432,836,1167,471,594,1122,393,561,1703,280,601,787,423,353
EQB46_RS00525,242,1188,2495,332,2028,2278,228,2605,2470,221,1800,1703,310,1962,2201,126,2105,2073
EQB46_RS05205,26,27,35,43,55,81,40,37,51,27,36,55,41,33,48,10,47,42
EQB46_RS05210,16,11,19,19,25,57,16,22,31,16,21,43,21,18,33,8,24,19
EQB46_RS05215,38,45,65,79,80,194,63,104,108,60,79,107,70,67,105,24,93,74
EQB46_RS05220,38,69,64,74,76,168,77,83,88,73,91,119,70,56,105,29,89,84
EQB46_RS05225,114,146,185,210,225,439,222,208,245,189,245,303,170,174,253,69,259,197
EQB46_RS05230,82,86,84,147,139,190,169,134,133,121,139,120,134,76,122,38,136,100
EQB46_RS05235,375,211,457,622,257,618,728,307,344,509,320,349,547,203,444,181,312,295
EQB46_RS05240,399,247,820,685,366,1110,747,356,689,593,410,652,689,293,915,202,392,589
EQB46_RS05245,103,108,547,195,164,693,142,176,474,104,152,364,173,157,707,66,205,301
EQB46_RS05250,172,175,993,351,288,1443,253,286,797,186,291,778,282,240,1200,126,345,671
EQB46_RS00530,25,75,189,22,148,167,19,180,155,29,124,96,26,161,158,11,117,136
EQB46_RS05255,131,148,863,266,181,1222,147,182,745,136,224,577,192,157,939,79,218,439
EQB46_RS05260,149,160,1159,292,229,1649,128,212,1125,138,225,940,224,188,1270,105,246,685
EQB46_RS05265,73,118,816,195,148,1319,103,118,797,103,113,621,128,126,776,67,144,571
EQB46_RS05270,122,174,1484,287,285,2581,170,272,1537,150,289,1376,217,272,1595,113,280,1056
EQB46_RS05275,96,110,1067,190,196,1912,105,240,1309,113,208,1033,130,225,1245,66,195,662
EQB46_RS05280,122,154,1366,240,268,2830,130,268,1728,122,257,1554,191,267,1588,81,239,1250
EQB46_RS05285,84,102,1037,223,189,1968,82,211,1242,104,196,1087,160,198,1161,58,197,798
EQB46_RS05290,105,127,1058,217,224,2138,125,226,1458,109,222,1205,177,216,1371,82,213,830
EQB46_RS05295,66,96,876,181,176,1581,103,188,1137,87,199,860,123,178,1057,54,185,704
EQB46_RS05300,0,3,17,6,2,5,2,3,28,4,2,0,1,1,16,0,1,2
EQB46_RS00535,32,130,230,44,175,269,37,222,213,38,191,178,43,202,227,18,185,195
EQB46_RS05305,160,155,1263,401,266,2372,251,366,1989,255,302,1321,338,308,1680,155,330,889
EQB46_RS05310,207,259,1475,515,423,3083,305,435,1981,265,459,1786,370,435,1775,181,366,1545
EQB46_RS05315,96,102,624,202,149,1066,98,160,818,96,141,657,140,179,749,56,123,555
EQB46_RS05320,78,89,566,210,128,1035,118,173,766,91,127,617,138,154,736,58,126,525
EQB46_RS05325,29,40,207,87,46,393,44,54,295,38,64,249,51,73,280,31,49,185
EQB46_RS05330,35,50,240,99,63,479,44,74,307,48,51,297,79,81,313,25,60,204
EQB46_RS05335,38,60,262,96,66,572,56,68,333,49,64,321,64,79,340,44,67,269
EQB46_RS05340,159,173,821,355,242,1703,213,243,1215,199,237,951,261,271,1116,126,208,827
EQB46_RS05345,52,41,253,112,61,407,45,65,296,43,40,271,67,56,268,30,75,220
EQB46_RS05350,24,31,33,35,27,70,46,34,50,22,38,42,26,18,41,17,21,41
EQB46_RS00540,134,721,1382,146,1132,1397,76,1685,1555,105,1226,1096,161,1346,1579,42,1274,1048
EQB46_RS05355,88,160,215,104,214,337,112,253,233,80,218,231,120,133,276,50,152,168
EQB46_RS05360,69,129,213,93,168,286,94,214,190,92,203,238,90,98,238,43,151,153
EQB46_RS05365,56,109,168,85,127,232,69,145,161,73,186,200,72,93,194,31,106,127
EQB46_RS05370,4472,4990,5244,4952,6462,6824,5544,6971,5838,5090,5903,5014,6756,4652,6263,3025,5784,4333
EQB46_RS05375,17084,20742,26196,20416,28674,28953,21337,27840,29630,21486,23054,22739,29908,22210,29329,12699,28270,20969
EQB46_RS05380,697,665,978,1487,868,1188,946,815,1139,944,578,796,1165,815,1032,459,979,840
EQB46_RS05385,518,449,576,972,596,900,859,595,745,730,373,640,924,555,799,401,537,589
EQB46_RS05390,523,525,720,978,618,1078,909,613,884,652,397,677,932,505,840,417,620,657
EQB46_RS05395,5773,10143,10836,11169,12022,15590,8990,12059,13884,7700,12199,11314,9659,10719,11942,5357,14184,10428
EQB46_RS05400,5163,7395,7871,8917,9229,10354,7293,8411,9876,6820,8497,7856,8911,7960,8576,4417,10574,7561
EQB46_RS00545,310,2244,4355,398,3719,4810,249,5590,5162,312,3722,3980,319,4416,5444,108,4274,3667
EQB46_RS05405,1953,2029,2266,3230,2501,2817,2442,2445,2917,2449,2486,2174,3462,2210,2340,1620,2992,2045
EQB46_RS05410,3003,4465,5415,3960,5871,7942,4128,5864,6621,3479,5601,5780,4278,4865,6500,1952,6236,4952
EQB46_RS05415,3826,5593,6088,5275,7018,9588,5643,7030,7147,4752,6848,6708,5955,5932,7640,2729,7365,5545
EQB46_RS05420,572,742,662,828,798,1143,859,860,825,707,934,756,836,681,907,439,924,611
EQB46_RS05425,791,677,857,1027,900,1146,1000,919,904,903,815,829,1132,682,845,538,928,676
EQB46_RS05430,6893,5449,7102,9170,7451,7881,9392,6434,8542,8258,5848,5872,11472,5795,6689,5830,7718,6563
EQB46_RS05435,773,687,756,1031,813,937,1154,676,820,900,567,597,1181,626,646,689,865,891
EQB46_RS05440,10491,11005,11162,10482,13382,15836,16752,12467,14128,12815,12338,12158,13895,10104,11975,7660,13385,12371
EQB46_RS05445,3786,4458,4683,4036,5160,7295,5829,5400,5560,4693,5428,5352,5516,4290,5685,2479,5162,4590
EQB46_RS05450,9066,10499,10842,10017,12537,16637,13331,12460,13086,11658,13018,12489,13154,10479,13022,5261,12804,10117
EQB46_RS00550,274,877,1442,317,1326,1840,436,1991,1685,324,1309,1423,364,1552,2019,146,1478,1265
EQB46_RS05455,6365,6709,7372,6537,8398,9444,8783,7953,9348,7950,8153,7239,9328,6841,7607,3745,8271,6349
EQB46_RS05460,82,175,249,120,204,362,210,208,262,140,205,216,189,172,323,46,136,151
EQB46_RS05465,368,887,1161,486,983,1837,712,928,1079,571,974,1207,711,893,1378,200,826,870
EQB46_RS05470,9031,6619,8954,8080,9172,10729,11614,8433,10243,10972,8253,8262,14538,7254,9701,6454,8831,7271
EQB46_RS05475,3511,529,1152,2448,846,913,4028,813,914,3559,663,662,4982,749,1022,1988,846,636
EQB46_RS05480,9665,918,2348,6905,1791,1762,10562,1804,1886,9756,1482,1347,13763,1632,2120,5779,1869,1357
EQB46_RS05485,5987,895,2550,4061,1795,1955,6692,1987,1827,5615,1465,1347,8433,1501,2234,3413,1882,1429
EQB46_RS05490,962,804,1019,1134,1314,1634,1299,1307,1355,1126,1267,1147,1525,1000,1266,749,1380,1165
EQB46_RS05495,979,1073,1388,1202,1577,2154,1292,1678,1668,1161,1561,1378,1617,1488,1889,686,1753,1457
EQB46_RS05500,3708,3495,5125,4685,5694,7949,4428,6533,6466,4402,6190,6157,5983,4663,7345,2341,5618,4749
EQB46_RS00060,15132,27245,29167,20955,37571,33814,21294,34590,42484,18452,31700,28313,20342,26108,29651,8103,37071,31811
EQB46_RS00555,1655,7914,13644,1918,13754,15687,2164,17558,16040,1814,12290,12397,2050,14306,16206,793,14903,11946
EQB46_RS05505,2175,2002,3594,2863,3573,5285,2573,4391,4698,2552,3860,4368,3505,2584,4752,1247,3249,3280
EQB46_RS05510,193,66,180,225,159,255,284,175,168,236,166,180,333,99,236,143,138,142
EQB46_RS05515,160,498,1354,634,676,2011,260,835,1318,221,973,1516,330,579,1604,110,840,865
EQB46_RS05520,210,590,1990,769,966,2597,300,1162,1881,263,1149,1911,426,793,2290,142,1134,1176
EQB46_RS05525,272,760,2317,980,1189,3251,381,1410,2327,334,1397,2130,513,1039,2839,156,1439,1473
EQB46_RS05530,357,1476,4897,1367,2359,5488,460,2453,5277,468,2381,4031,707,2078,5648,210,2602,3391
EQB46_RS05535,60,204,388,135,276,536,117,269,381,76,245,354,103,221,457,34,320,342
EQB46_RS05540,42,73,65,41,77,57,74,61,95,76,64,60,65,47,50,46,108,65
EQB46_RS05545,2312,3892,3862,2028,4978,2706,2881,3253,5639,2585,2917,2722,3295,3259,2186,1504,5339,4109
EQB46_RS05550,360,337,411,468,525,494,583,464,486,479,389,360,573,295,400,240,489,405
EQB46_RS00560,4643,386,738,4935,444,1279,4782,596,881,7751,519,981,8683,510,1128,5875,456,640
EQB46_RS05555,43083,22626,24425,40023,28565,16801,54114,22999,38849,50795,22317,18733,56637,20854,13700,36216,36701,31003
EQB46_RS05560,67649,18567,20324,66818,23233,14050,86247,19660,32542,85718,18736,16661,102678,17485,11649,63979,30265,24728
EQB46_RS05565,53515,16447,17569,52886,20586,11805,62075,16733,28480,65009,16412,13966,78297,14356,9830,44704,25483,20683
EQB46_RS05570,43,12,12,49,12,14,52,19,12,57,14,11,43,11,6,18,17,12
EQB46_RS05575,75,33,22,89,35,15,116,30,36,105,41,13,99,33,22,47,32,17
EQB46_RS05580,1007,600,1383,1374,959,926,1484,912,1331,1602,737,1013,1541,615,893,718,944,1133
EQB46_RS05585,2700,1366,2720,2963,2004,2966,3158,1614,2639,2950,1334,2194,4187,1250,2483,1778,1785,2039
EQB46_RS05590,1728,2812,4016,2660,3992,3262,2164,3266,4774,2166,2598,3445,2679,2574,3471,1094,3996,3436
EQB46_RS05595,4159,3478,5827,2915,6302,3444,4365,6434,7097,5011,5487,5226,5177,3476,3160,2581,4986,5522
EQB46_RS05600,4953,2928,4452,6212,4502,5677,6629,4282,4927,5716,3812,4152,6989,3270,5157,3305,4061,3810
EQB46_RS00565,23713,8658,6118,31467,11151,8581,34877,9500,6330,32430,7968,5717,40768,7467,6138,16490,9198,4369
EQB46_RS05605,2343,1280,1847,2812,1856,2175,3093,1762,2136,2657,1516,1440,3256,1422,2032,1508,1857,1560
EQB46_RS05610,874,693,880,1353,898,908,1286,826,885,1131,750,631,1313,696,835,610,854,595
EQB46_RS05615,2731,1942,2702,3210,2749,4220,3357,3066,3494,3338,2998,3010,3531,2049,3464,1767,2645,2520
EQB46_RS05620,10517,5112,6449,13093,7531,10857,12660,7712,8085,12573,7587,7117,15357,6097,8885,7176,7134,5887
EQB46_RS05625,256147,4617,3017,153868,12773,1473,273608,9876,2321,279969,6441,1576,366334,9229,2097,217098,12020,1936
EQB46_RS05630,2,0,0,3,0,0,7,0,2,3,0,1,4,0,0,2,0,0
EQB46_RS05635,1158,218,991,1333,272,1085,1596,334,771,1456,264,732,1762,287,1035,1176,332,662
EQB46_RS05640,1097,216,1335,1579,372,1617,1325,412,1334,1329,331,1083,1692,397,1536,1031,419,951
EQB46_RS05645,1341,322,1435,1948,481,1815,1754,526,1654,1616,353,1224,2170,525,1660,1291,560,1245
EQB46_RS05650,1425,413,1915,2130,726,2228,1689,762,2430,1678,534,1571,2267,712,2131,1222,758,1674
EQB46_RS00570,170,165,7127,430,245,5972,480,269,5265,240,225,5810,384,234,5734,356,288,3754
EQB46_RS05655,152,41,190,235,80,271,269,76,129,196,62,160,294,65,193,159,53,124
EQB46_RS05660,3,0,5,2,3,11,9,2,5,5,0,11,8,0,8,3,4,5
EQB46_RS05665,266,98,410,297,150,386,368,138,267,291,133,275,368,94,278,187,133,198
EQB46_RS05670,319,232,754,377,300,501,453,326,459,348,286,466,481,195,410,227,313,287
EQB46_RS05675,23834,25275,96178,23858,72699,59289,26756,77077,81888,25450,54168,39816,37967,68531,77527,13345,82055,57279
EQB46_RS05680,55,28,68,55,64,70,54,67,44,57,53,45,71,60,58,35,71,41
EQB46_RS05685,68,48,66,48,68,83,80,61,61,77,54,93,63,33,78,40,44,47
EQB46_RS05690,294,179,251,210,233,394,386,228,292,306,223,339,342,151,293,183,207,216
EQB46_RS05695,9,6,7,17,7,6,15,6,7,16,1,2,10,6,2,8,5,4
EQB46_RS05700,3129,3709,4037,4250,4246,7549,4375,5313,5853,4230,5782,5332,5270,4252,5601,2135,4369,4338
EQB46_RS00575,85,37,1799,301,50,1641,95,59,1656,77,45,1558,186,43,1807,55,52,1119
EQB46_RS05705,2749,4387,5164,4106,5145,8735,3844,6840,7604,3791,6840,6203,4897,5752,6840,1807,5362,5570
EQB46_RS05710,37,92,86,35,101,185,47,119,179,55,136,127,60,96,129,13,105,116
EQB46_RS05715,27,54,55,35,64,87,44,92,78,36,78,63,54,71,74,13,84,84
EQB46_RS05720,687,1527,1852,977,1972,2839,917,1991,2382,805,1965,1974,1052,1955,2377,408,2133,1843
EQB46_RS05725,3659,11639,24838,8450,14615,46668,4737,17194,29906,4982,18638,33433,7332,12662,32996,2805,15773,21364
EQB46_RS05730,49,212,447,80,241,613,61,283,537,62,245,485,95,228,486,41,254,331
EQB46_RS05735,1711,4293,4260,2117,5320,6913,2316,6221,5723,2201,6278,5443,2484,4301,5358,1071,4984,4420
EQB46_RS05740,1410,3123,3297,1773,4056,4806,1884,4881,4459,1927,5106,4180,2094,3354,4330,782,3830,3017
EQB46_RS05745,3363,7911,8021,4026,10166,10913,4443,10950,10828,4443,11640,8910,4732,8517,9741,1752,9923,7463
EQB46_RS05750,1323,935,890,1329,1099,1416,2052,1076,1399,1649,980,1208,2070,1056,1321,1186,1208,1003
EQB46_RS00580,246,62,3407,763,81,3009,232,116,3386,225,79,2914,528,121,3848,115,115,2307
EQB46_RS05755,1286,3044,2350,2766,3555,7023,1883,4121,7017,2170,4038,5308,2122,2723,4756,804,3682,5133
EQB46_RS05760,2932,4672,3923,6123,5757,12094,3993,6826,11980,4531,6638,8940,5121,4479,8650,1775,5779,8072
EQB46_RS05765,1924,2669,2223,3808,3291,7410,2768,4138,6752,3309,3999,5304,3326,2706,5741,1241,3393,4704
EQB46_RS05770,1793,1930,1996,3109,2498,5846,2393,3145,5223,2747,3064,4095,3001,2068,4645,1055,2595,3556
EQB46_RS05775,1113,1778,1889,2447,2527,5003,1576,2979,4677,1919,2908,3669,1870,1832,4115,697,2427,3224
EQB46_RS05780,2343,1854,2407,2738,2672,3463,2851,2697,3237,2768,2483,2451,3735,2172,3075,1457,2484,2455
EQB46_RS05785,302,211,309,363,280,454,475,357,391,405,294,304,572,236,400,231,276,281
EQB46_RS05790,2274,1600,2145,2434,2218,3345,2851,2565,3092,2819,2287,2559,3604,1898,2965,1431,2145,2311
EQB46_RS05795,696,463,681,826,628,1100,906,748,938,903,605,888,1057,530,857,515,659,738
EQB46_RS05800,1165,677,1125,1245,1006,1787,1496,1343,1618,1457,1071,1503,1802,730,1585,771,1008,1361
EQB46_RS00585,364,90,4794,1097,122,4794,320,187,5680,330,99,4331,747,144,6508,164,154,4078
EQB46_RS05805,1221,227,458,1563,340,800,1828,400,642,1611,352,504,2054,274,692,1110,411,443
EQB46_RS05810,3455,589,1293,4002,984,2281,4059,1178,1722,4017,962,1749,5250,665,1765,2845,955,1427
EQB46_RS05815,90,24,62,90,38,307,142,43,117,151,22,2599,225,37,761,99,29,121
EQB46_RS05820,4439,1564,3164,4627,2189,15467,5003,2472,6346,5114,2135,109012,7628,2097,34466,3678,2451,6337
EQB46_RS05825,19521,47930,110691,31487,84631,87360,21759,74231,141188,22326,53311,76403,35327,66076,101137,11183,91115,95860
EQB46_RS05830,4247,8809,20404,7359,14630,18323,4908,14446,25719,4724,9392,15657,7375,10385,18542,2925,17398,18359
EQB46_RS05835,3077,4889,6507,3886,6693,9183,4272,6303,5864,4599,8764,8167,5369,3209,6105,2468,4446,3684
EQB46_RS05840,21422,34765,52123,28462,50203,75637,26236,50349,51513,30794,65376,64248,40600,29840,60965,14716,33713,32532
EQB46_RS05845,10415,15129,20883,16482,21640,32548,14165,23736,23106,16154,29050,26178,21055,16344,28217,9391,16111,15151
EQB46_RS05850,743,2207,4466,1362,2786,5764,1076,2445,5914,987,2298,5227,1115,2261,5599,544,2882,4354
EQB46_RS00590,162,27,2378,438,55,2341,149,85,2745,155,33,2209,288,83,3070,76,87,2072
EQB46_RS05855,22,16,446,84,16,675,39,26,463,25,19,315,54,31,457,10,20,290
EQB46_RS05860,214,126,3234,494,128,4937,203,123,3569,190,139,2679,327,165,3092,84,135,2554
EQB46_RS05865,341,213,5838,938,216,8405,399,199,6389,358,221,5009,683,247,5769,197,277,3988
EQB46_RS05870,46,30,632,144,31,806,50,26,657,53,23,496,82,26,548,24,40,438
EQB46_RS05875,121,125,1898,322,146,2410,170,121,2034,146,113,1588,242,107,1761,86,138,1387
EQB46_RS05880,1030,791,56552,1731,1050,73730,1302,1100,73905,1128,899,62985,1684,903,81506,707,1085,59138
EQB46_RS05885,842,539,39469,1307,670,53506,1018,732,50444,902,620,45287,1318,595,57663,636,777,44415
EQB46_RS05890,368,229,17915,614,314,23680,559,345,23853,448,278,22028,670,271,26243,344,333,19933
EQB46_RS05895,333,177,14529,514,258,18969,498,263,18048,418,229,16899,535,196,19696,442,274,16542
EQB46_RS05900,43,25,169,58,39,239,49,41,202,58,53,189,77,36,238,24,35,176
EQB46_RS00595,582,98,7411,1552,210,8927,470,297,10525,473,154,8262,993,329,10601,258,326,7455
EQB46_RS05905,68,60,300,96,87,415,92,74,376,89,71,346,94,65,440,45,61,259
EQB46_RS05910,7,9,51,16,10,72,12,6,71,9,9,75,15,15,105,6,22,56
EQB46_RS05915,10,18,85,27,20,112,19,32,94,18,21,96,15,24,92,5,19,96
EQB46_RS05920,4970,7143,8650,7155,9432,10574,7746,9796,11231,6703,8191,7825,8584,8158,9679,3786,9563,8542
EQB46_RS05925,643,1685,1670,1094,2031,2574,896,2281,2217,929,2198,1799,1066,1913,2094,405,2056,1661
EQB46_RS05930,1446,3831,3716,2509,4708,6789,2313,5153,5096,2194,5136,4627,2606,4381,4828,1088,4832,4176
EQB46_RS05935,270,724,735,437,867,1358,420,984,994,443,1006,955,500,813,1005,202,921,807
EQB46_RS05940,479,1285,1335,758,1686,2385,726,1798,1991,718,1704,1715,870,1439,1847,377,1726,1619
EQB46_RS05945,577,1464,1508,925,1892,2868,945,2015,2458,959,1840,2070,1099,1572,2199,486,2041,1987
EQB46_RS05950,94,178,211,165,266,437,185,252,306,165,251,292,201,236,291,91,296,261
EQB46_RS00600,284,69,4213,794,150,4782,241,167,5964,248,96,4829,483,205,5630,110,190,4149
EQB46_RS05955,899,1413,1751,1345,1888,3124,1481,2085,2600,1296,1790,2344,1635,1443,2313,745,1955,2151
EQB46_RS05960,3069,420,671,2744,652,590,4083,640,879,3458,560,518,3751,413,570,2331,797,728
EQB46_RS05965,20,11,11,33,21,10,38,12,19,30,13,14,27,26,11,31,11,10
EQB46_RS05970,1751,1111,1362,1699,1415,1543,2554,1306,1652,2237,1223,1267,2559,900,1282,1223,1381,1300
EQB46_RS05975,1150,1223,1664,1198,1733,2118,1628,1504,1855,1401,1426,1716,1696,1176,1875,846,1503,1447
EQB46_RS05980,1045,1135,1331,1067,1412,2075,1596,1406,1460,1263,1324,1740,1380,1001,1653,734,1280,1261
EQB46_RS05985,124,212,288,149,271,374,146,254,346,206,239,314,185,199,345,83,245,281
EQB46_RS05990,770,415,1734,1413,549,676,1056,428,570,859,384,448,1448,476,658,561,563,393
EQB46_RS05995,3528,3645,3828,3770,4679,5312,4635,5202,5432,4264,4683,4511,5555,4382,4961,2054,5275,3923
EQB46_RS06000,13385,13933,13910,13881,17896,21444,17884,20513,22482,15835,18525,18106,20323,15842,19031,8000,19899,16898
EQB46_RS00065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EQB46_RS00605,177,28,100,253,54,138,256,40,140,180,45,127,208,29,137,165,79,135
EQB46_RS06005,15487,29636,33483,15419,47989,46149,17512,46335,49034,17893,38923,35700,22524,30869,40035,8609,43744,35784
EQB46_RS06010,3585,809,970,2996,1081,1376,4773,1095,1341,4423,898,1107,6065,835,1381,2605,1119,702
EQB46_RS06015,1077,301,358,922,390,574,1331,379,492,1253,357,502,1507,315,501,818,403,368
EQB46_RS06020,1000,283,364,822,392,604,1220,376,460,1055,385,508,1334,300,467,622,401,319
EQB46_RS06025,2695,5299,4428,3574,6150,7112,3729,5456,6118,3850,5925,5565,3764,4978,5150,1755,6291,4910
EQB46_RS06030,4530,10534,8547,6320,12227,16473,6940,11516,13107,6628,12375,12611,6287,10075,11545,3153,12533,10570
EQB46_RS06035,2148,5025,4393,3111,6207,8322,3026,6304,7279,3195,6442,6870,3080,5029,6259,1416,6376,5515
EQB46_RS06040,1564,6323,5152,2622,7451,10526,2125,7549,8682,2767,7538,8350,2423,6085,7494,1112,7276,6873
EQB46_RS06045,17,43,84,17,73,74,6,64,64,13,50,63,14,67,78,2,63,60
EQB46_RS06050,1623,6200,8537,2549,8099,6692,1739,6706,7761,1742,4022,5556,1857,7594,7841,781,8901,5592
EQB46_RS00610,187,45,88,241,90,100,313,74,127,212,75,119,222,33,102,145,78,84
EQB46_RS06055,1212,379,1084,1615,570,1628,1585,716,1043,1474,611,1181,1712,367,1196,794,559,769
EQB46_RS06060,1589,381,1149,2083,572,1663,1775,751,1072,1869,690,1198,2048,389,1443,910,591,746
EQB46_RS06065,2756,644,2094,3463,1163,2726,3100,1259,2196,3177,943,1918,3608,711,2451,1634,1074,1706
EQB46_RS06070,1874,710,869,1874,990,1336,2230,1001,1078,2090,861,1012,2583,793,1074,1184,989,828
EQB46_RS06075,4019,1324,1390,3297,1754,1842,4670,1652,1647,4366,1523,1551,5367,1243,1624,2420,1537,1214
EQB46_RS06080,816,1012,955,801,1176,1650,1097,1247,1266,1000,1287,1149,1287,956,1191,560,1236,980
EQB46_RS06085,533,727,683,561,811,1026,759,890,862,696,896,794,960,702,916,333,834,589
EQB46_RS06090,699,849,780,817,1010,1497,1034,1053,1060,834,1200,1030,1165,874,1083,512,1012,778
EQB46_RS06095,2989,3617,3409,3323,4399,5659,4358,4489,4460,3818,5173,4389,5211,3459,4137,2090,4306,3493
EQB46_RS06100,774,550,371,1117,533,491,1253,655,611,1158,658,506,1537,523,417,461,517,405
EQB46_RS00615,41,33,36,51,37,35,78,43,47,65,35,19,63,17,37,29,32,25
EQB46_RS06105,59135,78805,40866,65273,93056,92859,77517,108405,83176,74305,101592,64091,96644,79806,64559,38020,90370,62441
EQB46_RS06110,24699,34190,14159,28014,38021,31674,32027,40729,29184,32576,39390,22701,41786,32978,19059,15616,36587,21054
EQB46_RS06115,36337,49780,24381,52229,48533,52844,51395,51104,39679,49735,51829,39052,69592,42354,29304,28667,43247,29751
