gene,X1_1_ATCACG_L006_R1.fastq.gz,X1_2_CGATGT_L006_R1.fastq.gz,X1_4_TTAGGC_L006_R1.fastq.gz,X2_2_ACAGTG_L006_R1.fastq.gz,X2_4_GCCAAT_L006_R1.fastq.gz,X3_2_CAGATC_L006_R1.fastq.gz,X3_3_ACTTGA_L006_R1.fastq.gz,X3_5_GATCAG_L006_R1.fastq.gz,X4_1_TAGCTT_L006_R1.fastq.gz,X4_2_GGCTAC_L006_R1.fastq.gz,X4_4_CTTGTA_L006_R1.fastq.gz
Inter.NC_008533.1.1117270.1117370,1,1,3,0,2,1,0,0,0,0,0
Inter.NC_008533.0.348687.348787,123,112,133,83,83,70,98,80,99,88,94
Inter.NC_008533.1.1678392.1678492,0,0,0,0,2,1,0,0,3,0,0
Inter.NC_008533.1.390566.390666,9,5,9,16,15,13,19,14,11,4,13
Inter.NC_008533.1.793582.793682,0,1,0,0,0,0,0,0,0,0,0
Inter.NC_008533.0.39745.39845,1,1,1,0,0,0,1,0,1,0,1
Inter.NC_008533.0.2043800.2043900,0,0,0,0,0,0,0,0,0,0,1
Inter.NC_008533.0.1764651.1764751,1,4,4,2,3,3,5,3,2,1,0
Inter.NC_008533.0.1432214.1432314,5,12,4,15,8,2,6,3,7,2,3
Inter.NC_008533.1.865483.865583,0,0,4,0,0,0,1,0,1,1,1
Inter.NC_008533.1.608408.608508,0,2,3,4,2,3,3,1,5,5,1
Inter.NC_008533.0.508202.508302,4,4,2,0,1,2,3,1,0,4,3
Inter.NC_008533.1.158836.158936,0,0,1,0,0,0,0,1,0,0,0
Inter.NC_008533.1.632535.632635,1,0,1,0,0,0,1,1,0,0,0
Inter.NC_008533.1.709965.710065,0,1,0,1,1,0,0,1,0,0,0
ABJ55412.1,32,35,51,38,44,37,67,47,47,44,47
ABJ55039.1,80,73,104,55,42,53,68,62,73,61,42
Inter.NC_008533.0.1151528.1151628,2,0,1,0,0,0,1,0,0,0,1
Inter.NC_008533.1.283447.283547,1,0,2,0,0,0,2,0,1,3,2
Inter.NC_008533.0.1150728.1150828,1,3,3,0,6,1,3,1,3,1,3
Inter.NC_008533.0.2010915.2011015,0,1,1,2,1,1,0,0,0,0,0
Inter.NC_008533.1.767883.767983,4,8,10,6,6,3,3,5,10,6,4
Inter.NC_008533.1.1187016.1187116,1,1,1,2,0,0,1,1,1,1,2
Inter.NC_008533.0.1599043.1599143,1,0,0,1,0,0,0,0,0,0,2
Inter.NC_008533.1.612796.612896,3,7,12,3,4,8,8,8,6,8,7
Inter.NC_008533.0.1502061.1502161,0,1,2,0,0,0,0,0,0,0,0
ABJ55313.1,1104,1259,1729,1146,1068,1096,1477,1195,1198,1166,1237
Inter.NC_008533.1.1123424.1123524,5,1,5,5,4,6,6,3,5,3,7
Inter.NC_008533.0.1731190.1731290,10,13,10,19,13,11,11,12,15,19,9
Inter.NC_008533.1.794382.794482,0,0,1,0,0,1,0,0,0,0,0
Inter.NC_008533.1.680408.680508,3,0,4,1,1,2,1,2,4,4,1
Inter.NC_008533.1.2043063.2043163,3,4,3,3,1,3,0,1,2,1,2
Inter.NC_008533.0.681086.681186,5,2,7,6,3,2,6,4,2,8,8
Inter.NC_008533.0.692983.693083,1,1,3,0,1,0,0,1,1,0,0
Inter.NC_008533.0.8581.8681,35,31,31,19,22,17,37,16,15,23,25
Inter.NC_008533.1.486467.486567,1,4,0,1,3,1,3,1,3,0,0
Inter.NC_008533.1.1704797.1704897,124,50,75,93,30,32,65,53,61,45,50
Inter.NC_008533.0.554589.554689,3,3,9,6,5,2,8,7,5,5,9
Inter.NC_008533.0.291759.291859,0,0,0,0,0,0,0,0,0,1,0
Inter.NC_008533.1.1001229.1001329,40,48,54,30,28,36,45,25,29,70,31
Inter.NC_008533.0.1999915.2000015,5,4,7,7,6,10,7,4,6,6,3
ABJ54993.1,243,281,275,173,141,134,156,120,128,84,94
Inter.NC_008533.0.1126534.1126634,23,22,13,15,6,17,11,13,14,17,6
Inter.NC_008533.1.1325079.1325179,27,13,16,9,10,8,12,8,8,10,10
Inter.NC_008533.0.126829.126929,9,10,10,7,2,10,12,4,13,13,8
Inter.NC_008533.1.106986.107086,1,3,8,3,2,1,4,1,1,3,1
ABJ53954.1,7455,6518,8702,6187,5889,2954,3675,3117,3340,2861,3042
Inter.NC_008533.0.1490161.1490261,1,0,1,0,1,0,1,0,1,0,1
Inter.NC_008533.0.2039646.2039746,0,1,0,0,0,1,0,1,0,0,2
Inter.NC_008533.1.630324.630424,0,1,0,3,1,0,0,0,0,0,0
Inter.NC_008533.0.166357.166457,7,5,5,4,3,2,2,2,1,3,2
ABJ55200.1,5606,5846,8269,4999,5762,3549,3668,3613,2714,2544,2903
Inter.NC_008533.1.1954220.1954320,0,0,1,1,1,2,0,1,1,0,0
Inter.NC_008533.1.340194.340294,1,0,1,0,0,0,2,0,0,0,1
ABJ54828.1,2686,2889,2560,2956,1653,2381,1726,1582,1953,2528,1715
Inter.NC_008533.0.1698108.1698208,0,0,0,0,0,0,1,0,0,0,0
Inter.NC_008533.0.1754093.1754193,8,14,16,23,14,14,21,13,15,12,11
Inter.NC_008533.1.567181.567281,1,3,0,0,0,0,0,1,0,0,0
Inter.NC_008533.0.1082571.1082671,1,0,0,0,1,0,0,0,0,0,0
Inter.NC_008533.0.1384976.1385076,1,5,1,2,2,2,3,0,1,2,0
Inter.NC_008533.0.1725690.1725790,7,11,6,3,4,4,14,8,6,8,5
Inter.NC_008533.1.486667.486767,2,0,4,0,0,0,1,0,0,0,0
Inter.NC_008533.0.153661.153761,9,6,13,5,7,3,5,3,2,3,6
ABJ54343.1,13224,13740,18595,11149,11981,9557,12347,10206,10080,9061,9875
Inter.NC_008533.0.1352252.1352352,4,9,18,3,3,5,13,12,11,16,10
Inter.NC_008533.1.343245.343345,0,0,0,1,0,0,0,0,0,0,1
Inter.NC_008533.1.1367927.1368027,0,2,2,0,0,1,1,0,0,0,0
Inter.NC_008533.0.1969970.1970070,1,0,0,0,0,0,1,0,0,0,0
Inter.NC_008533.0.1237226.1237326,2,1,0,0,0,1,0,1,1,0,0
Inter.NC_008533.1.429122.429222,0,1,0,0,0,0,0,1,0,1,0
Inter.NC_008533.1.633235.633335,3,2,4,3,4,0,6,3,1,2,1
Inter.NC_008533.1.1249744.1249844,90,75,66,78,60,71,70,60,62,51,55
Inter.NC_008533.1.704165.704265,1,1,1,1,0,0,1,0,2,0,1
Inter.NC_008533.0.1211579.1211679,0,0,0,0,0,0,0,0,0,0,1
Inter.NC_008533.1.190884.190984,1,0,0,0,0,1,1,0,0,2,0
Inter.NC_008533.0.2005315.2005415,1,1,2,1,3,0,1,2,3,2,2
Inter.NC_008533.1.506360.506460,0,0,0,0,0,0,0,1,0,0,0
Inter.NC_008533.1.1720677.1720777,215,205,265,243,226,189,265,245,253,156,188
Inter.NC_008533.1.2040479.2040579,0,0,1,2,0,2,3,1,0,0,1
Inter.NC_008533.0.1857293.1857393,1,1,1,1,0,1,0,2,0,2,0
Inter.NC_008533.1.637805.637905,0,1,0,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1345956.1346056,2,1,0,1,0,0,1,1,1,2,0
Inter.NC_008533.1.1607502.1607602,1,2,0,0,0,0,1,0,1,0,0
Inter.NC_008533.0.1840622.1840722,1,0,0,0,0,0,0,0,0,1,0
Inter.NC_008533.1.162529.162629,3,2,2,0,3,2,1,1,1,3,1
Inter.NC_008533.0.769171.769271,150,107,135,68,52,65,80,65,63,68,64
Inter.NC_008533.1.1404174.1404274,0,1,1,1,1,1,0,2,0,0,1
Inter.NC_008533.0.941240.941340,14,14,12,9,7,10,12,12,6,6,9
Inter.NC_008533.0.441116.441216,204,212,230,213,165,166,257,162,210,167,161
Inter.NC_008533.0.1734290.1734390,1,1,0,1,1,1,2,0,4,3,2
Inter.NC_008533.1.3400.3500,0,1,1,0,2,0,3,0,0,1,0
Inter.NC_008533.1.676308.676408,1,0,2,1,1,0,3,1,1,0,1
Inter.NC_008533.0.1340236.1340336,1,0,0,1,0,0,0,1,0,0,0
Inter.NC_008533.1.359445.359545,3,3,8,1,3,0,5,1,3,6,1
Inter.NC_008533.0.1866793.1866893,2,1,4,5,5,0,8,2,2,1,2
Inter.NC_008533.1.584181.584281,1,0,0,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1657005.1657105,0,2,1,1,0,0,0,0,0,0,0
ABJ54674.1,8,3,4,4,8,6,7,3,5,4,7
Inter.NC_008533.0.891435.891535,106,139,140,98,53,73,106,101,120,146,93
Inter.NC_008533.1.980359.980459,0,0,0,0,0,0,0,1,0,0,0
Inter.NC_008533.0.1455580.1455680,0,0,0,0,0,0,1,0,1,0,1
Inter.NC_008533.1.1473989.1474089,34,36,42,38,34,25,42,27,30,32,40
Inter.NC_008533.1.201684.201784,4,3,3,6,3,2,2,6,3,3,3
Inter.NC_008533.0.1013076.1013176,0,2,3,0,0,2,2,2,1,2,2
Inter.NC_008533.0.434882.434982,0,0,0,0,0,0,0,0,0,2,0
Inter.NC_008533.1.938117.938217,0,0,0,0,0,0,0,1,0,0,0
Inter.NC_008533.1.536521.536621,0,0,1,0,1,1,1,0,0,0,0
Inter.NC_008533.1.350945.351045,2,0,0,1,0,0,0,0,0,1,1
Inter.NC_008533.0.638360.638460,10,6,11,5,5,6,8,2,4,6,3
Inter.NC_008533.1.1319806.1319906,0,2,0,0,2,1,0,0,2,1,1
Inter.NC_008533.1.974373.974473,0,0,0,0,1,0,1,1,0,0,0
Inter.NC_008533.0.1200979.1201079,0,0,0,1,1,0,0,0,0,0,0
Inter.NC_008533.0.1301819.1301919,0,0,1,0,0,0,0,0,1,0,0
Inter.NC_008533.0.1196579.1196679,1,1,6,1,1,1,2,2,0,1,0
Inter.NC_008533.0.459648.459748,120,85,129,39,25,15,15,9,8,11,13
Inter.NC_008533.0.669885.669985,20,28,43,28,13,22,25,19,29,45,21
Inter.NC_008533.1.207584.207684,0,1,0,1,0,1,1,3,0,0,1
Inter.NC_008533.0.1086220.1086320,1,0,4,1,1,0,4,1,1,2,2
Inter.NC_008533.1.583381.583481,0,1,0,1,0,1,0,0,0,0,0
Inter.NC_008533.0.589594.589694,0,0,1,0,0,0,1,0,0,0,1
Inter.NC_008533.1.689708.689808,2,6,7,7,5,3,5,4,4,6,8
Inter.NC_008533.0.1589001.1589101,0,0,0,0,1,0,0,1,3,0,2
Inter.NC_008533.0.967953.968053,97,104,107,99,83,96,153,104,116,103,93
Inter.NC_008533.1.918817.918917,0,2,1,2,2,1,1,2,0,0,0
Inter.NC_008533.0.1453742.1453842,1,2,2,2,2,4,2,3,1,4,1
Inter.NC_008533.0.2019511.2019611,6,7,19,10,15,9,8,12,15,11,6
Inter.NC_008533.0.256276.256376,5,1,7,4,2,1,3,1,4,2,2
Inter.NC_008533.0.1938699.1938799,0,0,0,0,0,0,0,0,1,0,0
Inter.NC_008533.1.560071.560171,1,0,1,0,0,1,0,0,0,0,0
Inter.NC_008533.0.1636046.1636146,1,1,6,2,3,0,4,1,0,4,2
Inter.NC_008533.0.741586.741686,82,63,83,40,42,36,48,58,53,48,39
Inter.NC_008533.0.60574.60674,1,1,1,1,0,0,2,2,1,0,1
Inter.NC_008533.1.438002.438102,0,0,0,0,0,1,0,1,0,0,0
Inter.NC_008533.1.1984896.1984996,0,2,4,1,0,1,0,0,0,0,0
Inter.NC_008533.0.764165.764265,104,61,79,50,24,26,46,28,37,71,19
Inter.NC_008533.1.964273.964373,1,0,2,2,1,2,1,1,2,0,1
ABJ54361.1,2548,2215,2863,2102,2050,1611,2160,2034,1977,1451,2041
ABJ53898.1,2497,2612,3480,2253,2187,2070,2810,2210,2297,1537,2250
ABJ54990.1,17,26,19,18,14,11,17,11,12,16,15
Inter.NC_008533.0.31103.31203,3,1,1,2,1,2,3,2,3,0,0
Inter.NC_008533.0.1265827.1265927,0,0,1,0,0,1,1,0,1,1,0
Inter.NC_008533.0.579550.579650,20,16,20,15,10,8,25,21,15,12,18
Inter.NC_008533.0.1555080.1555180,1,1,3,2,1,1,1,2,1,0,2
ABJ54257.1,80,96,122,62,66,69,108,67,81,42,57
Inter.NC_008533.0.1384476.1384576,2,4,3,1,2,7,5,2,2,2,1
SPD_0113,26,14,45,17,22,16,24,17,14,12,16
Inter.NC_008533.0.262665.262765,1,2,2,1,2,1,4,3,1,1,2
Inter.NC_008533.1.1015212.1015312,0,1,2,2,3,0,1,1,0,0,2
Inter.NC_008533.0.1068980.1069080,8,5,10,3,5,4,13,2,8,2,6
Inter.NC_008533.0.1694749.1694849,1,0,3,0,0,1,1,1,0,3,0
Inter.NC_008533.1.944017.944117,0,0,0,0,0,0,0,0,0,0,1
Inter.NC_008533.1.695248.695348,0,1,2,1,1,0,2,1,1,0,0
Inter.NC_008533.0.61074.61174,1,0,1,0,0,1,0,0,0,0,0
Inter.NC_008533.1.208684.208784,5,7,7,2,8,9,2,10,8,3,5
Inter.NC_008533.0.666325.666425,11,23,21,9,10,12,9,10,11,8,6
Inter.NC_008533.0.150887.150987,14,11,23,17,7,18,10,15,19,7,15
Inter.NC_008533.0.2025411.2025511,0,0,0,0,1,0,1,1,0,1,3
Inter.NC_008533.1.1427912.1428012,10,6,20,2,4,8,3,7,5,5,5
ABJ53900.1,5537,5310,6663,5137,4855,4405,5498,4608,5011,4262,4572
ABJ55468.1,3747,3273,4559,3278,2970,2786,3904,3237,3758,3306,3269
Inter.NC_008533.1.1239807.1239907,6,1,2,3,1,2,3,0,1,1,4
Inter.NC_008533.1.32954.33054,6,3,2,6,2,1,2,5,0,3,0
ABJ54614.1,152,163,200,120,128,116,142,93,114,97,81
Inter.NC_008533.0.1862993.1863093,2,2,6,6,3,2,3,0,1,2,3
ABJ53726.1,99,92,124,79,55,54,92,87,92,83,68
Inter.NC_008533.1.1298368.1298468,0,0,0,1,0,0,0,0,0,0,0
Inter.NC_008533.1.1029689.1029789,0,0,0,0,1,0,0,0,1,0,0
Inter.NC_008533.0.1511256.1511356,0,1,1,2,1,0,1,0,1,1,1
Inter.NC_008533.0.1238726.1238826,0,0,3,0,0,0,0,0,1,1,0
Inter.NC_008533.0.1420914.1421014,0,1,2,0,0,0,0,1,0,0,0
Inter.NC_008533.1.29352.29452,1,0,0,0,0,0,1,0,0,0,0
Inter.NC_008533.1.488267.488367,0,0,1,1,0,3,1,0,0,0,0
Inter.NC_008533.0.214460.214560,0,1,0,0,0,1,0,1,0,1,1
Inter.NC_008533.1.188484.188584,0,1,2,0,1,1,0,2,0,0,2
Inter.NC_008533.1.681908.682008,0,3,3,0,1,1,1,0,2,0,0
Inter.NC_008533.0.1758193.1758293,1,2,0,3,2,2,3,1,3,1,2
Inter.NC_008533.1.1178191.1178291,39,28,48,40,44,28,34,32,34,15,27
Inter.NC_008533.0.1718736.1718836,0,0,1,0,0,0,0,0,1,0,0
Inter.NC_008533.0.960632.960732,4,4,5,0,1,0,2,0,1,1,2
Inter.NC_008533.1.324094.324194,2,3,2,2,3,2,2,0,3,3,6
Inter.NC_008533.0.1049680.1049780,0,1,2,0,1,1,3,0,2,1,2
Inter.NC_008533.0.1906924.1907024,8,7,3,2,2,7,3,1,3,5,0
Inter.NC_008533.0.542464.542564,1,1,2,0,0,2,0,0,2,2,1
Inter.NC_008533.0.1427514.1427614,0,0,2,0,1,0,1,2,0,0,0
Inter.NC_008533.1.812251.812351,0,1,0,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1444353.1444453,3,0,5,0,4,1,0,0,3,0,1
Inter.NC_008533.0.1239426.1239526,0,0,0,1,5,1,0,1,1,1,0
Inter.NC_008533.0.1633023.1633123,1,0,1,0,1,0,0,0,0,0,0
Inter.NC_008533.0.258814.258914,7,2,4,0,1,2,3,1,0,4,0
Inter.NC_008533.1.868083.868183,1,0,1,0,1,1,1,0,0,0,0
Inter.NC_008533.0.460148.460248,3,4,3,2,1,0,0,0,1,0,0
Inter.NC_008533.0.1456080.1456180,2,1,2,5,5,5,0,3,2,4,1
Inter.NC_008533.0.1948301.1948401,0,1,3,0,0,0,0,0,0,0,1
Inter.NC_008533.1.1467593.1467693,26,17,43,16,24,12,36,33,22,11,36
Inter.NC_008533.1.1022892.1022992,1,0,1,0,0,1,1,0,0,0,0
Inter.NC_008533.0.137057.137157,1,0,1,0,0,1,1,0,0,0,1
Inter.NC_008533.0.1064780.1064880,1,0,2,0,1,1,1,1,1,0,1
Inter.NC_008533.1.747771.747871,0,0,0,0,0,0,0,0,0,1,0
Inter.NC_008533.1.844006.844106,1,1,2,1,2,1,0,0,4,2,0
Inter.NC_005022.0.300.400,0,0,0,0,2,1,1,0,0,0,1
Inter.NC_008533.1.682808.682908,0,2,2,1,0,1,1,0,1,0,1
Inter.NC_008533.1.1139149.1139249,0,0,0,0,0,0,0,0,1,0,0
Inter.NC_008533.0.1328450.1328550,5,11,13,4,3,7,7,7,11,10,0
Inter.NC_008533.1.930517.930617,1,0,2,0,0,0,1,1,1,0,1
Inter.NC_008533.1.186584.186684,0,0,0,1,1,0,0,0,0,0,0
Inter.NC_008533.0.123734.123834,17,19,24,20,9,20,13,12,9,27,11
Inter.NC_008533.1.311664.311764,12,10,12,11,9,9,15,10,17,11,8
Inter.NC_008533.0.1207279.1207379,0,0,0,0,0,0,0,0,1,0,0
ABJ53689.1,1438,1269,1766,1187,1123,932,1284,986,1070,830,1049
Inter.NC_008533.1.251146.251246,0,0,0,0,0,0,0,0,0,0,1
Inter.NC_008533.1.851442.851542,27,20,28,13,19,14,17,8,26,28,16
Inter.NC_008533.1.451551.451651,1,0,1,0,0,0,0,0,0,0,1
Inter.NC_008533.1.26852.26952,1,0,2,1,1,1,3,4,3,3,4
Inter.NC_008533.1.674808.674908,1,1,0,0,1,0,0,1,0,0,0
Inter.NC_008533.1.1526153.1526253,1,1,1,0,0,0,1,0,0,1,0
Inter.NC_008533.0.113237.113337,2,5,7,3,3,4,4,5,1,1,5
Inter.NC_008533.0.2038546.2038646,0,0,0,0,0,0,0,2,2,0,0
Inter.NC_008533.1.1531369.1531469,3,0,0,0,0,1,1,4,1,0,0
Inter.NC_008533.0.1087320.1087420,0,1,3,0,0,1,0,1,0,1,1
ABJ55310.1,1586,1774,1940,1589,1365,1388,1622,1276,1572,1509,1410
Inter.NC_008533.1.1664645.1664745,1,4,1,4,1,2,3,2,2,0,0
ABJ54308.1,1525,1327,1990,987,1170,1029,1467,1183,1245,1325,1233
Inter.NC_008533.0.1713736.1713836,1,1,0,0,0,0,1,0,0,0,1
Inter.NC_008533.1.415745.415845,0,0,0,0,0,0,0,0,1,0,0
Inter.NC_008533.1.119989.120089,1,2,1,1,1,0,1,1,0,0,0
Inter.NC_008533.0.1461954.1462054,5,1,3,4,0,4,4,3,4,3,0
Inter.NC_008533.1.423864.423964,16,6,10,9,5,6,9,10,7,3,4
Inter.NC_008533.1.376903.377003,1,0,0,0,0,1,0,0,1,0,0
Inter.NC_008533.1.1843573.1843673,7,5,9,2,2,3,5,6,4,2,4
Inter.NC_008533.0.1775550.1775650,0,2,0,0,0,0,0,0,3,1,0
Inter.NC_008533.1.1586055.1586155,0,0,0,0,1,0,0,1,2,2,1
Inter.NC_008533.1.1945246.1945346,0,1,2,2,0,0,1,0,0,0,0
ABJ54507.1,110,96,115,69,82,65,101,70,85,68,71
Inter.NC_008533.0.745047.745147,1,1,2,0,3,2,0,0,0,0,0
Inter.NC_008533.1.354345.354445,2,1,1,2,2,0,1,2,3,0,1
Inter.NC_008533.0.1465776.1465876,0,0,0,0,0,1,2,2,0,0,0
Inter.NC_008533.1.2035504.2035604,1,0,1,1,1,0,0,0,1,0,2
Inter.NC_008533.0.466148.466248,1,1,1,2,0,1,5,1,1,1,0
Inter.NC_008533.0.1962170.1962270,0,0,0,1,0,0,0,0,0,0,0
Inter.NC_008533.0.1809919.1810019,0,0,0,0,0,0,0,0,1,0,0
Inter.NC_008533.0.1263727.1263827,2,1,2,0,0,0,0,0,0,2,2
Inter.NC_008533.1.1013512.1013612,1,2,0,0,2,1,0,1,2,0,0
Inter.NC_008533.1.1652109.1652209,0,0,1,0,0,0,0,0,1,0,0
Inter.NC_008533.0.1448942.1449042,3,2,0,1,1,0,4,0,0,3,0
Inter.NC_008533.0.1867593.1867693,1,2,2,2,3,0,1,0,1,2,1
Inter.NC_008533.0.1648695.1648795,0,1,1,0,0,0,0,0,0,0,0
Inter.NC_008533.1.43101.43201,1,0,0,0,0,1,0,0,1,0,0
Inter.NC_008533.0.96047.96147,1,3,6,5,4,7,2,2,12,17,14
Inter.NC_008533.0.1403752.1403852,0,1,0,0,0,1,0,0,0,1,0
Inter.NC_008533.0.1152728.1152828,0,0,0,1,0,0,0,0,0,0,0
Inter.NC_008533.0.1787350.1787450,0,0,1,0,1,0,0,0,0,1,1
Inter.NC_008533.1.519621.519721,0,0,0,0,0,0,1,0,0,1,0
Inter.NC_008533.0.733853.733953,1,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1635046.1635146,3,6,11,6,8,1,15,7,9,9,6
Inter.NC_008533.0.1713036.1713136,0,1,0,0,0,1,2,0,0,0,0
Inter.NC_008533.0.646858.646958,4,0,3,2,2,2,3,2,1,1,1
Inter.NC_008533.0.1688349.1688449,1,0,2,0,0,1,0,0,0,0,0
Inter.NC_008533.1.458551.458651,7,2,10,2,4,1,1,1,5,4,3
Inter.NC_008533.1.224289.224389,0,0,0,0,0,0,1,0,0,0,0
Inter.NC_008533.0.416672.416772,195,124,156,132,72,105,101,113,110,118,113
Inter.NC_008533.1.29552.29652,0,0,0,0,1,0,1,0,0,1,1
Inter.NC_008533.0.1908891.1908991,44,33,46,19,21,23,20,17,31,29,15
Inter.NC_008533.1.1981871.1981971,0,0,0,0,0,2,0,0,0,0,0
Inter.NC_008533.1.1900886.1900986,2,0,0,2,1,0,2,0,0,0,1
Inter.NC_008533.0.617259.617359,1,0,3,0,1,2,0,1,1,1,3
Inter.NC_008533.0.1503961.1504061,345,310,400,162,225,233,249,241,254,193,256
ABJ54924.1,1701,1714,1813,1676,1266,1423,1561,1313,1537,1292,1352
ABJ54065.1,639,499,644,586,382,429,549,451,467,479,427
Inter.NC_008533.0.1362152.1362252,2,2,0,0,2,0,1,1,1,4,0
Inter.NC_008533.1.831450.831550,0,1,1,1,0,0,1,0,0,1,0
Inter.NC_008533.0.1061080.1061180,0,0,0,1,0,0,0,0,1,1,0
Inter.NC_008533.1.1724566.1724666,0,0,2,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1847822.1847922,1,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.1.303662.303762,1,0,1,0,0,0,0,1,4,3,1
Inter.NC_008533.1.36363.36463,1,1,1,0,0,0,1,0,0,0,0
Inter.NC_008533.0.1146228.1146328,0,0,0,0,1,0,1,1,1,0,0
Inter.NC_008533.1.1299888.1299988,0,0,1,0,1,0,1,0,0,2,0
ABJ54871.1,1397,1361,1736,1233,1321,1138,1548,1305,1248,1151,1201
Inter.NC_008533.1.4100.4200,0,2,3,0,3,1,3,2,1,0,0
Inter.NC_008533.0.764914.765014,4,7,0,6,5,5,5,9,7,5,3
Inter.NC_008533.0.1527956.1528056,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.0.127529.127629,0,1,5,2,1,0,0,0,1,0,1
Inter.NC_008533.1.1198360.1198460,0,1,2,1,1,0,1,0,0,0,1
Inter.NC_008533.0.1369752.1369852,7,1,5,2,3,4,5,3,4,1,1
Inter.NC_008533.1.130389.130489,0,0,0,0,0,0,0,1,0,0,0
Inter.NC_008533.0.1773450.1773550,0,0,1,0,0,0,1,1,0,0,1
Inter.NC_008533.1.108886.108986,1,2,4,2,4,1,1,2,1,3,2
ABJ53757.1,128,88,163,117,116,89,157,102,118,110,117
Inter.NC_008533.0.397756.397856,3,3,4,3,2,3,5,0,2,1,2
Inter.NC_008533.1.223489.223589,0,0,1,1,0,1,0,0,1,0,0
Inter.NC_008533.1.739695.739795,1,0,0,0,0,0,1,0,0,0,0
Inter.NC_008533.1.405679.405779,0,0,0,0,0,0,0,0,1,0,0
Inter.NC_008533.1.38463.38563,0,0,0,0,0,0,1,0,2,0,1
Inter.NC_008533.0.177604.177704,0,0,0,1,1,1,0,1,0,1,0
Inter.NC_008533.1.1510533.1510633,1,0,0,1,1,0,0,2,2,0,1
Inter.NC_008533.1.748771.748871,0,1,0,0,0,0,0,0,0,0,0
Inter.NC_008533.0.727305.727405,6,5,3,4,4,5,8,3,9,5,7
Inter.NC_008533.1.1948720.1948820,0,0,1,0,0,0,0,0,0,0,0
ABJ54710.1,32,21,26,21,24,30,30,29,19,16,18
Inter.NC_008533.0.1279253.1279353,0,0,0,0,0,0,0,1,1,0,1
Inter.NC_008533.1.377703.377803,0,3,0,0,3,0,3,0,2,2,0
Inter.NC_008533.0.101839.101939,2,1,0,0,1,0,2,0,1,0,0
ABJ55467.1,1176,1082,1317,1084,951,1074,1303,1050,1145,944,1046
ABJ54784.1,56,54,65,37,61,41,99,69,69,42,61
Inter.NC_008533.0.1661005.1661105,1,1,0,1,1,0,1,0,1,0,2
Inter.NC_008533.1.758983.759083,0,0,1,0,0,2,2,0,2,1,0
Inter.NC_008533.0.261065.261165,3,3,4,2,2,4,4,2,6,4,0
Inter.NC_008533.1.899554.899654,0,0,0,0,0,0,1,0,0,0,0
ABJ54185.1,762,715,831,765,661,661,851,689,773,612,661
Inter.NC_008533.0.1107043.1107143,6,4,8,3,3,5,5,6,2,2,2
Inter.NC_008533.0.1899132.1899232,1,1,3,3,0,4,2,1,2,2,2
Inter.NC_008533.0.1588101.1588201,0,0,0,0,0,0,0,0,0,0,1
Inter.NC_008533.1.1911570.1911670,2,1,0,1,0,2,0,0,4,2,1
ABJ54055.1,516,438,638,413,458,322,464,356,347,258,389
Inter.NC_008533.0.559639.559739,2,4,3,4,0,3,4,11,4,1,7
Inter.NC_008533.0.1189550.1189650,3,3,2,5,1,3,4,1,0,1,0
Inter.NC_008533.1.194384.194484,0,0,2,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1973472.1973572,0,0,2,0,0,0,0,0,0,0,2
ABJ55046.1,1263,1526,1687,1174,847,1115,1269,1163,1195,1213,1075
ABJ54179.1,13833,12691,17377,11695,10931,10311,14698,11450,12009,8996,10295
Inter.NC_008533.1.361581.361681,0,0,0,0,0,0,0,0,0,0,1
ABJ54095.1,2337,2203,2948,1325,1344,1131,1686,1181,1373,1285,1261
Inter.NC_008533.0.1514556.1514656,1,0,0,0,0,0,0,0,0,2,0
Inter.NC_008533.0.1601943.1602043,0,0,0,0,0,1,0,0,0,0,0
Inter.NC_008533.1.1334412.1334512,6,1,0,4,0,1,3,1,6,7,2
Inter.NC_008533.1.1316775.1316875,65,52,67,33,26,37,30,43,28,39,26
ABJ53943.1,43,35,72,32,30,26,44,41,39,30,32
Inter.NC_008533.1.216470.216570,0,0,0,0,1,0,0,0,0,0,0
Inter.NC_008533.0.1729190.1729290,1,0,0,0,0,1,0,0,0,0,0
Inter.NC_008533.1.1687005.1687105,3,4,5,7,1,3,5,3,3,9,4
Inter.NC_008533.1.22552.22652,0,1,0,0,0,0,0,0,0,0,0
Inter.NC_008533.1.257746.257846,0,1,1,0,2,3,1,0,0,1,0
Inter.NC_008533.1.368181.368281,4,9,16,7,3,5,9,6,9,7,8
ABJ54412.1,432,375,413,341,278,320,470,327,379,267,338
ABJ54222.1,248,159,246,199,172,192,262,211,231,122,193
Inter.NC_008533.0.1939599.1939699,1,0,0,0,0,0,0,1,0,0,0
Inter.NC_008533.1.336494.336594,0,0,1,0,0,0,0,0,0,0,0
Inter.NC_008533.0.1543753.1543853,6,2,0,4,0,3,2,2,7,1,2
Inter.NC_008533.0.1598343.1598443,0,0,0,1,0,0,0,0,0,0,0
