GeneID,X51158,X51159,X51160,X51161,X51162,X51163,X51164,X51165,X51166,X51167,X51168,X51169
EW023_RS00790,4030,3961,2802,2931,1305,4714,4065,4138,2365,14666,17727,5119
EW023_RS00795,8589,9156,6876,7271,3393,10581,8163,6100,5352,31093,42886,11005
EW023_RS00800,9439,7524,5766,6144,2479,8875,9255,5149,5382,26132,34682,9782
EW023_RS00805,17502,13471,10863,12150,5157,15959,24602,11172,8881,58627,84889,24200
EW023_RS00810,30991,26217,17954,21576,10067,22544,37456,22681,9218,107623,150894,44171
EW023_RS00815,36281,30413,28144,27756,13566,32648,10961,28343,16841,12114,4769,14227
EW023_RS00820,228,427,307,415,146,364,348,4044,2110,2680,694,1068
EW023_RS00825,176,377,438,551,235,403,578,5248,2896,3265,1097,1350
EW023_RS00830,118,197,253,286,205,207,281,2307,1224,1554,560,680
EW023_RS00835,151,255,391,400,436,299,187,2359,1271,1706,354,597
EW023_RS00840,85,145,221,245,320,198,97,1189,667,809,209,309
EW023_RS00845,135,175,325,344,475,230,133,1066,618,737,228,286
EW023_RS00850,1528,982,2328,2508,2427,2054,1520,3961,3464,1802,1014,1595
EW023_RS00855,53,53,88,127,176,66,37,374,220,314,87,90
EW023_RS00860,142,227,342,426,382,271,154,2825,1584,2176,427,575
EW023_RS00865,12,45,22,63,11,59,29,687,346,442,79,169
EW023_RS00870,87,245,178,424,107,275,230,4661,2452,3244,534,1122
EW023_RS00875,15,41,32,78,22,70,34,890,459,618,110,237
EW023_RS00880,35,87,60,179,33,125,97,1925,1032,1431,194,418
EW023_RS00885,50,102,97,140,70,124,131,1530,985,1129,260,387
EW023_RS00890,21,70,40,104,35,68,106,1060,546,667,119,214
EW023_RS00895,144,212,228,391,267,332,244,3134,1825,2379,498,1004
EW023_RS00900,202,394,346,533,386,439,328,4505,2414,3064,568,1280
EW023_RS00905,107,135,167,201,156,156,157,970,708,690,194,299
EW023_RS00910,4531,4361,4934,5470,5547,7755,3996,7501,10765,5039,4712,4145
EW023_RS00915,2500,1804,2052,3074,2943,3759,872,2822,2803,2080,1518,1304
EW023_RS00920,9303,11203,11390,12268,19162,14070,8567,11707,15721,4246,3569,13415
EW023_RS00925,12999,9977,9670,8976,5469,11747,2900,5740,7214,2622,1315,5216
EW023_RS00930,1093,868,999,838,1089,749,497,1299,756,870,293,507
EW023_RS00935,1690,1468,2951,1926,789,1123,976,4123,2004,2284,583,1064
EW023_RS00940,1098,1115,2450,1321,346,598,528,1487,690,608,246,432
EW023_RS00945,11807,11381,29514,11587,6167,4801,5967,12194,6817,3185,2020,3590
EW023_RS00950,354,474,890,561,474,269,129,2908,1389,1735,241,601
EW023_RS00955,48,66,112,51,36,44,66,517,228,332,47,163
EW023_RS00960,171,239,342,99,43,90,67,361,205,290,44,145
EW023_RS00965,586,853,1207,358,201,215,24,603,345,491,61,168
EW023_RS00970,4018,2302,1553,6583,24564,4076,702,4747,3593,2631,699,1395
EW023_RS00975,31903,29409,39962,30481,73535,20668,6892,12359,12691,4375,3444,5827
EW023_RS00980,31,110,54,213,47,170,95,2259,1101,1635,209,627
EW023_RS00985,12,47,24,72,13,41,38,1191,475,643,96,248
EW023_RS00990,12,31,23,50,16,43,34,510,225,406,45,141
EW023_RS00995,16,52,19,89,13,89,55,708,390,630,75,255
EW023_RS01000,28,59,40,117,49,84,53,1008,506,779,109,275
EW023_RS01005,33,47,30,93,53,66,81,791,359,525,95,204
EW023_RS01010,11,12,9,15,11,14,2,127,61,93,11,40
EW023_RS01015,680,817,902,1422,959,776,337,7299,3144,4629,559,1751
EW023_RS01020,477,408,446,835,677,391,716,3226,1630,1962,444,931
EW023_RS01025,6721,6666,6163,7699,6427,5810,918,2159,1689,1820,390,1102
EW023_RS01030,9624,7337,10073,12329,12863,10656,2076,3138,3311,2960,979,2235
EW023_RS01035,5965,6317,5260,4482,5866,7449,8748,8788,9273,13583,17673,11749
EW023_RS01040,1563,1412,1584,1787,1896,2447,1867,2119,2319,2464,3253,2625
EW023_RS01045,2066,2315,2830,3281,2638,3776,3575,4495,4561,4502,5265,4898
EW023_RS01050,1516,1645,1947,2102,1583,2273,2185,2308,3222,2815,3013,2029
EW023_RS01055,2834,3848,6057,4157,2574,4560,4532,8470,12659,6003,5564,4547
EW023_RS01060,2969,4319,5004,4447,3418,3777,17312,25749,34074,16068,12566,13790
EW023_RS01065,39,44,45,60,24,46,18,376,172,199,49,100
EW023_RS01070,186,208,161,247,186,208,468,1476,830,1165,359,449
EW023_RS01075,20,17,44,21,32,20,2,23,8,13,3,9
EW023_RS01080,2538,2692,3684,3058,3030,3028,555,14888,6787,9314,1655,4007
EW023_RS01085,1929,1982,2770,2111,1616,2275,197,2188,1116,1576,294,604
EW023_RS01090,436,425,313,476,246,381,188,2336,1143,1565,239,601
EW023_RS01095,8377,7895,5957,7634,7729,5095,6082,3372,2988,6305,5723,3288
EW023_RS01100,35,20,20,25,23,26,8,195,114,137,13,63
EW023_RS01105,4677,4552,5423,6168,13661,4791,1443,3460,2173,1660,851,1626
EW023_RS01110,337,319,380,332,594,245,64,480,304,366,49,144
EW023_RS01115,413,432,540,419,774,268,84,890,521,604,79,277
EW023_RS01120,4666,3413,3695,3936,7294,5039,464,1440,1538,1102,928,1028
EW023_RS01125,3958,3236,3473,3465,5127,4713,530,1289,1903,742,810,1223
EW023_RS01130,718,749,1102,921,579,726,185,2448,1288,1675,285,547
EW023_RS01140,45,235,160,247,104,220,50,2058,890,1131,134,321
EW023_RS01145,398,490,418,351,203,468,12,452,232,321,52,84
EW023_RS01150,1130,1240,1400,967,554,1138,54,1835,1069,1312,205,366
EW023_RS01155,1525,2282,3356,1874,933,2176,67,2962,1610,1774,223,557
EW023_RS01160,22,47,39,64,17,41,14,744,369,523,60,126
EW023_RS01165,2206,2548,1814,2391,1388,2184,190,6353,2951,3671,540,1231
EW023_RS01170,1140,1587,1086,1232,457,1198,166,3583,1805,2254,333,739
EW023_RS01175,179,263,192,207,72,207,65,716,448,578,76,197
EW023_RS01180,118,154,115,112,44,171,77,1009,507,471,80,214
EW023_RS01185,143,208,174,129,106,157,108,439,367,243,86,210
EW023_RS01190,6989,5648,7173,7595,14572,5227,2014,5066,3552,1835,796,1714
EW023_RS01195,1962,2518,3357,1394,557,1226,295,3248,1866,2014,316,850
EW023_RS01200,1296,714,833,934,863,864,101,2292,1092,1459,217,523
EW023_RS01205,8792,10567,17674,9447,9757,13686,11070,14362,26243,6621,8529,11423
EW023_RS01210,9431,9179,12921,8089,10716,12911,3567,5293,8631,3173,3933,4253
EW023_RS01215,6804,3153,3652,9158,9771,10567,119,2065,1107,1449,313,496
EW023_RS01220,21899,12148,11408,32045,39725,45687,856,4051,5454,2324,900,1762
EW023_RS01225,21325,14253,13251,32046,48305,54539,2415,7848,16312,3868,1519,4236
EW023_RS01230,1119,871,716,911,1303,1225,176,1781,906,1074,207,578
EW023_RS01235,2886,1768,1205,1183,753,1599,77,2330,981,1378,184,546
EW023_RS01240,6317,5329,5679,5086,8326,6569,366,5689,2927,3614,605,1443
EW023_RS01245,6381,3894,3889,3397,5032,4378,75,665,385,776,748,322
EW023_RS01250,3665,2608,1957,6251,5243,3894,511,2164,1199,1837,1610,853
EW023_RS01255,12223,8345,7928,8617,7479,9958,1449,3585,3197,2449,1205,1646
EW023_RS01260,1120,801,920,1537,464,1078,158,4870,2606,3425,434,936
EW023_RS01265,699,711,773,1141,309,886,161,4178,2007,2585,304,751
EW023_RS01270,706,539,629,669,265,624,164,1514,852,903,177,357
EW023_RS01275,4420,2798,2461,2813,2345,2953,153,2258,1346,2180,996,629
EW023_RS01280,9003,6920,6484,7032,7198,7535,1535,3948,3548,3470,2983,2439
EW023_RS01285,12003,8765,9608,8992,10219,9293,4500,8613,9954,3817,3687,5139
EW023_RS01290,8744,3688,4241,4021,3526,3386,1852,965,1010,660,419,1276
EW023_RS01295,26,70,42,104,47,87,89,1212,658,821,129,374
EW023_RS01300,49,129,69,204,66,139,325,2730,1081,1434,410,659
EW023_RS01305,31,86,61,128,40,118,96,1846,904,1192,190,463
EW023_RS01310,64,87,58,174,65,114,140,1474,756,1120,182,390
EW023_RS01315,72,134,75,170,86,140,194,2020,986,1302,271,498
EW023_RS01320,88,145,80,200,107,138,210,2249,1062,1425,266,543
EW023_RS01325,208,397,198,441,150,273,304,4059,2150,2714,532,981
EW023_RS01330,2601,2820,1828,2302,1735,1542,239,4847,2891,3528,627,1132
EW023_RS01335,2486,1855,1501,1874,3297,1740,157,941,533,721,302,361
EW023_RS01340,1224,1248,1009,1012,1569,1058,201,713,553,538,240,376
EW023_RS01345,1618,1716,1484,1576,1995,1510,388,3387,2009,2258,606,1094
EW023_RS01350,4739,4112,3428,4613,7386,4424,1752,3254,2632,6283,5819,3228
EW023_RS01355,3512,3117,2662,2858,5231,3348,3212,3797,4553,5157,5498,5277
EW023_RS01360,2083,2170,1861,2043,2981,2474,797,2960,2081,2948,1926,1700
EW023_RS01365,3874,3880,5413,3919,4324,4879,2887,4767,5841,4078,3674,4374
EW023_RS01370,3760,3709,6171,4520,4466,4338,3351,4375,7339,3029,2754,4141
EW023_RS01375,7384,5942,5799,6514,5022,6815,987,5649,3071,3904,1417,1712
EW023_RS01380,66283,63281,91877,62413,38093,72108,32036,47309,75758,16370,24307,35564
EW023_RS01385,17368,17378,20133,13003,13379,16134,3080,3681,9498,1610,1540,3265
EW023_RS01390,22222,21634,25028,19296,22467,18618,6410,6580,15284,2299,2424,5634
EW023_RS01395,100073,95606,99200,104308,137205,90507,26131,29630,40912,17831,27071,24216
EW023_RS01400,202827,167481,160144,156726,167046,134859,78779,46451,31612,103930,155014,74389
EW023_RS01405,34,31,41,50,20,31,6,225,91,148,30,45
EW023_RS01410,3866,4232,9233,5261,5909,2772,1176,3388,4011,1126,424,778
EW023_RS01415,4775,4546,10170,7474,11589,4584,2138,5110,5265,2483,1211,1629
EW023_RS01420,3534,3490,4496,5376,6841,5616,6467,7390,5741,4647,3149,5742
EW023_RS01425,1975,2367,2873,2246,3656,2631,3767,3529,4977,2257,1813,2948
EW023_RS01430,3719,2740,3097,2860,2363,3025,220,1937,1059,1296,410,572
EW023_RS01435,3511,3380,4192,3224,4344,3884,282,3220,1798,2103,508,885
EW023_RS01440,3545,2156,1990,1695,1232,2470,245,1896,992,1273,518,563
EW023_RS01445,5112,3651,4566,3630,4050,4965,753,2616,1674,1360,844,1372
EW023_RS01450,4445,4029,5071,4040,4627,5577,1282,2642,2322,1383,1133,2127
EW023_RS01455,1309,1336,1661,1287,1359,1834,247,746,589,548,276,509
EW023_RS01460,3583,3693,4569,3227,3009,4508,670,2995,1903,1907,841,1437
EW023_RS01465,4459,4011,2613,6548,6652,3571,258,3378,2009,2422,432,995
EW023_RS01470,1504,1353,1113,1193,823,1207,577,2351,1133,1794,634,779
EW023_RS01475,41314,29538,38411,35389,31578,28027,11912,26538,20272,6694,8460,9787
EW023_RS01480,20098,23816,32824,23056,18260,16667,6743,12520,18521,4144,3465,6471
EW023_RS01485,13358,15291,23570,15845,14213,11009,7843,11882,23068,4065,3422,7533
EW023_RS01490,18656,20519,32338,20443,17805,14761,11455,13134,32484,4324,4938,10176
EW023_RS01495,17630,18253,28743,18333,15541,13345,15009,17813,44938,5571,6359,13260
EW023_RS01500,35,39,105,51,40,27,0,47,41,23,4,14
EW023_RS01505,157,249,476,271,284,161,33,512,412,365,36,170
EW023_RS01540,34,73,52,108,54,110,46,1460,799,956,135,360
EW023_RS01545,7019,3953,4193,4767,3507,4925,73,1061,543,1190,826,416
EW023_RS01550,10027,8278,5974,7211,4062,10259,218,4341,2269,3321,1268,1181
EW023_RS01555,2522,2462,1562,1720,1009,3133,48,531,299,499,319,207
EW023_RS01560,4525,4426,2940,3217,2090,5969,140,1915,1156,1607,815,720
EW023_RS01565,1699,1552,1151,1137,893,2234,108,634,479,545,294,268
EW023_RS01570,739,842,591,612,371,1114,76,792,457,538,182,255
EW023_RS01575,675,757,708,590,366,1118,106,2204,1182,1513,398,629
EW023_RS01580,784,1010,1011,898,470,1730,220,2984,1453,1930,606,881
EW023_RS01585,17,25,33,59,17,47,22,553,258,311,49,112
EW023_RS01590,1595,922,758,1623,1467,1676,172,1397,887,866,217,559
EW023_RS01595,73341,38712,32104,32944,13605,45015,3951,4118,2561,49025,61632,12859
EW023_RS01600,4013,2489,3293,2713,1458,3308,1106,2887,1632,12188,10901,3510
EW023_RS01605,4243,3295,5564,3783,3068,4671,1978,3716,2877,11861,10846,4264
EW023_RS01610,1855,1503,2648,1763,2107,2022,1470,4301,3062,5977,4012,2227
EW023_RS01615,840,946,1198,901,622,856,488,2921,1857,3937,2056,1264
EW023_RS01620,8451,5546,12147,8123,7063,4748,380,3929,2654,3636,1265,1206
EW023_RS01625,1822,1980,2046,1425,1282,2389,647,2174,2710,1104,759,1843
EW023_RS01630,6208,4801,4698,4820,7132,6723,980,2424,2230,2017,1395,1835
EW023_RS01635,3422,2621,2287,2928,2581,2589,48,1124,620,1010,338,334
EW023_RS01640,14955,10751,14501,22033,20420,24181,2750,3354,5190,4651,8750,4533
EW023_RS01645,32963,27032,32786,42213,45848,48319,5903,6529,11700,9177,14870,8373
EW023_RS01650,3810,4239,3104,3454,1315,5066,308,1449,1053,1094,620,816
EW023_RS01655,15823,12758,12487,15148,11818,19273,2121,3258,2340,2077,1711,2728
EW023_RS01660,5326,5110,9857,8916,7805,5791,979,6213,3312,3140,852,1955
EW023_RS01665,4412,3368,2946,3448,2956,2777,74,935,446,1008,514,306
EW023_RS01670,8105,6836,5382,6045,4958,5191,425,1770,1335,2292,1421,1068
EW023_RS01675,6592,5220,5350,5808,8647,4540,2713,4632,6124,3105,1917,2822
EW023_RS01680,12942,10953,17263,15472,27271,10936,6093,7324,15050,5294,3859,5133
EW023_RS01685,11830,10157,10122,12658,8849,13644,774,6442,4405,4928,1372,2405
EW023_RS01690,9971,8669,7444,9844,7479,9254,635,1773,1731,1540,987,1195
EW023_RS01695,15110,15201,18738,14403,8122,15983,987,3607,2822,2514,1572,1795
EW023_RS01700,3356,3727,5305,3456,2086,3728,536,1080,1306,725,514,578
EW023_RS01705,11844,10907,17327,14047,7097,14372,1951,4180,4911,2764,1752,2404
EW023_RS01710,2869,2592,3280,2274,1308,2483,136,841,613,682,237,320
EW023_RS01715,26411,18516,17729,17143,13799,22222,15999,9019,6102,21019,30812,14194
EW023_RS01720,4195,2943,2055,2750,1480,2629,3205,1607,624,5039,6198,2571
EW023_RS01725,3562,2454,2202,2274,1686,2498,61,1119,478,779,134,275
EW023_RS01730,3998,2151,2276,2016,1191,2937,129,526,359,354,163,258
EW023_RS01735,8300,6915,9012,7824,6408,10592,667,4905,3669,2399,672,1590
EW023_RS01740,5614,4160,6102,4672,2642,4786,570,1749,1953,938,473,693
EW023_RS01745,3955,3165,4325,3139,1671,3613,372,1924,1055,1242,518,789
EW023_RS01750,3405,3618,4831,3194,2863,3624,642,1986,1208,1225,719,1080
EW023_RS01755,937,1220,1844,1115,1039,1360,280,1337,796,883,333,582
EW023_RS01760,789,893,1411,887,568,894,278,861,488,534,250,436
EW023_RS01765,804,1132,1911,1164,725,1314,270,1130,708,633,346,604
EW023_RS01770,1035,1351,2263,1367,859,1601,390,1137,828,684,360,648
EW023_RS01775,852,1277,2182,1318,970,1372,417,2259,1217,1409,467,912
EW023_RS01780,811,1013,1837,1199,1109,1127,381,2071,1163,1207,431,774
EW023_RS01785,173,219,452,345,441,276,74,771,363,401,129,201
EW023_RS01790,5511,3541,2773,4208,2649,2701,108,1262,628,782,162,350
EW023_RS01795,1231,1288,1061,2074,1011,1373,56,878,528,750,359,221
EW023_RS01800,4904,4076,4847,6013,3461,5664,271,1214,859,1395,1125,492
EW023_RS01805,4953,3866,3802,5152,3839,5538,192,1783,931,1174,432,555
EW023_RS01810,1885,1938,1777,2096,1547,2453,267,3169,1532,1763,418,831
EW023_RS01815,17276,11774,11273,12205,11767,12627,1182,4363,3257,2854,2529,1586
EW023_RS01820,1041,844,532,1643,783,944,5167,2966,1989,7746,10154,4725
EW023_RS01825,8883,6694,11316,9180,8876,7366,9681,12887,9248,6118,9292,8029
EW023_RS01830,3037,3225,2097,2307,1546,1781,157,1331,686,985,293,448
EW023_RS01835,122,293,175,255,236,185,104,1641,840,1038,175,471
EW023_RS01840,155,247,182,227,283,165,245,1544,709,912,224,572
EW023_RS01845,128,183,120,152,120,139,133,1314,623,845,162,421
EW023_RS01850,82,142,68,164,51,131,94,1771,807,1063,175,475
EW023_RS01855,3333,2850,1850,4172,5751,3704,453,2152,1286,2032,1231,918
EW023_RS01860,6366,4871,4468,5055,7592,7703,1713,4102,4191,3187,1952,2083
EW023_RS01865,2825,2070,2361,1985,1293,3028,482,1740,933,932,404,684
EW023_RS01870,237,258,309,269,162,293,63,240,133,147,44,95
EW023_RS01875,33592,20456,18999,18973,20266,30105,4854,3228,3961,18164,25992,7675
EW023_RS01880,2340,2131,1842,1590,1332,2170,3899,1889,1951,8811,9159,5024
EW023_RS01885,2523,2544,2344,2073,1356,2613,563,857,775,5642,5925,1868
EW023_RS01890,3898,3269,3847,3212,2865,3653,880,1443,1190,2468,2360,1131
EW023_RS01895,4633,3951,5607,4266,3426,5036,1967,3031,3019,3344,3281,2080
EW023_RS01900,1298,1440,2217,1505,1114,1922,629,941,1168,1048,1195,852
EW023_RS01905,3113,2792,3306,2709,2102,3802,3202,3368,4105,2164,1963,3060
EW023_RS01910,6082,5524,7732,5566,5963,7344,8220,9045,11470,3703,4706,7838
EW023_RS01915,3863,4140,5836,4252,6094,4543,5447,6729,12049,2790,3385,5503
EW023_RS01920,1676,1366,1069,1692,4069,1465,4250,3151,1739,1831,2138,3704
EW023_RS01925,2751,1516,1526,2333,2301,2349,389,946,754,898,590,522
EW023_RS01930,5715,4014,3684,3066,3193,4373,422,1254,1570,3003,3481,1342
EW023_RS01935,28,19,21,34,22,32,5,187,96,119,24,50
EW023_RS01940,404,399,360,584,363,524,2672,4525,2869,7559,10417,3275
EW023_RS01945,2340,3423,7366,2405,817,1610,4295,12073,7135,10840,9421,5929
EW023_RS01950,1465,1089,1010,1440,1538,824,15,203,97,151,30,62
EW023_RS01955,377,474,321,556,388,358,78,2673,1378,1914,225,659
EW023_RS01960,22235,21342,22935,21340,33730,12977,2064,6218,5066,2750,1044,2285
EW023_RS01965,147,229,171,265,399,222,321,1425,883,1088,251,570
EW023_RS01970,55,102,77,105,124,91,146,769,447,523,98,263
EW023_RS01975,304,449,464,446,1002,441,878,2837,1609,1964,560,1330
EW023_RS01980,1998,1791,1929,1319,3215,1461,3838,3194,2458,2458,2498,3382
EW023_RS01985,2497,2886,4373,1544,437,1491,1927,3875,2506,1616,390,1448
EW023_RS01990,245,200,162,171,26,213,72,1558,852,1086,137,387
EW023_RS01995,1232,739,558,594,1699,728,1234,663,1520,703,622,683
EW023_RS02000,78,185,91,363,41,313,168,5082,2230,2977,390,1043
