GeneID,X50268,X50269,X50270,X50283,X50284,X50285,X50298,X50299,X50300,X50313,X50314,X50315,X50328,X50329,X50330,X50343,X50344,X50345
EQB42_RS05250,254,185,146,167,159,156,247,163,144,393,198,195,124,218,135,195,188,232
EQB42_RS00530,405,583,861,542,1016,1490,421,1108,1549,518,1358,1460,431,1599,1443,567,1361,2446
EQB42_RS05255,16,12,14,7,16,16,8,13,16,14,21,23,6,25,18,17,14,21
EQB42_RS05260,10,4,5,0,6,8,4,18,7,10,9,8,3,14,9,8,12,12
EQB42_RS05265,7,3,9,9,7,7,9,4,7,13,11,5,4,8,2,8,2,10
EQB42_RS05270,15742,3350,2873,7013,3041,3836,17473,3079,3770,23323,4768,4308,9238,4023,3990,8588,3947,6506
EQB42_RS05275,42935,9607,11016,28065,10729,12952,48855,11033,12729,56963,17167,16675,34137,14287,12056,36063,14436,22219
EQB42_RS05280,1126,934,1322,1030,1351,1567,1191,1386,1543,1611,1861,1812,1154,1973,1180,1281,1587,2021
EQB42_RS05285,4021,1522,2322,3466,2214,2677,4317,2094,2767,4885,2985,3126,4680,3162,1959,4973,2496,3405
EQB42_RS05290,404,237,412,330,506,673,541,441,642,904,674,620,510,816,483,429,601,799
EQB42_RS05295,369,229,419,284,451,645,415,405,619,796,642,580,447,781,419,323,509,786
EQB42_RS05300,197,194,269,182,340,445,335,305,427,566,438,444,316,633,275,225,367,536
EQB42_RS00535,440,359,695,686,699,1006,457,768,1054,600,948,1090,507,1210,1106,683,1001,1643
EQB42_RS05305,559,370,677,472,1007,1222,813,756,1099,1501,1110,1032,773,1513,714,610,826,1319
EQB42_RS05310,142,116,177,99,203,275,179,188,232,306,253,230,155,333,149,142,169,289
EQB42_RS05315,350,277,338,253,500,541,393,376,510,690,516,494,353,731,336,294,400,625
EQB42_RS05320,187,140,178,153,197,303,215,192,248,374,255,231,195,339,172,197,231,325
EQB42_RS05325,144,122,111,134,199,248,187,162,187,302,233,187,160,283,115,141,163,250
EQB42_RS05330,887,486,562,926,497,588,1000,482,682,1271,924,937,944,663,495,1212,645,818
EQB42_RS05335,1257,574,613,1053,530,629,1310,518,675,1569,950,924,1224,725,462,1510,731,903
EQB42_RS05340,1433,2606,816,5835,2774,712,1724,2153,708,1447,4597,1009,724,2028,566,11815,2837,1336
EQB42_RS05350,133,238,280,212,292,343,147,237,376,293,500,408,154,336,306,224,328,537
EQB42_RS00540,312,208,332,506,389,505,331,456,566,416,582,606,368,640,627,486,638,1043
EQB42_RS05355,1201,2691,4744,1658,4246,6827,1500,4165,6270,2238,6265,6412,1772,6597,4823,2025,5072,9007
EQB42_RS05360,294,793,1488,425,1469,2260,355,1405,2136,551,2014,1977,409,2164,1520,444,1678,2917
EQB42_RS05365,323,1174,1843,442,1804,2591,320,1775,2349,575,2324,2284,458,2732,1867,549,2006,3476
EQB42_RS05370,732,2669,3921,1019,3943,5342,766,3895,4818,1140,4927,4913,900,5505,4056,1154,4247,7324
EQB42_RS05375,39619,15877,15041,47976,14552,18155,38565,15288,14870,46822,16666,18819,37886,17774,12098,51966,16855,22951
EQB42_RS05380,20686,7796,7694,23322,9329,11483,20799,8338,6932,25792,6379,7377,17834,9303,5672,27711,6834,9955
EQB42_RS05385,44746,27436,27693,57326,32105,39176,44767,27465,24639,58978,21398,28113,38620,28180,17815,63587,21546,33841
EQB42_RS05390,914,334,449,847,465,775,1031,505,512,1374,480,558,793,893,400,991,566,703
EQB42_RS05395,1985,1317,2287,1918,2402,2983,2107,2485,2657,2974,2699,2978,1954,3594,2065,2493,2872,3665
EQB42_RS05400,476,368,564,431,521,711,478,646,702,641,672,721,417,842,511,604,664,857
EQB42_RS00545,112435,6325,9936,97329,6722,16356,85351,5930,11525,97407,7728,13470,63045,11795,12253,104988,10136,21019
EQB42_RS05405,343,356,446,335,439,582,342,512,509,465,504,570,317,659,441,413,508,696
EQB42_RS05410,564,581,657,521,600,786,552,651,663,757,692,636,515,945,539,703,813,1012
EQB42_RS05415,3935,1280,1100,3655,917,1025,3457,1111,1003,3666,1351,1508,2951,1357,771,4626,1312,1557
EQB42_RS05420,2028,697,715,1854,531,682,1916,678,632,2038,812,916,1403,726,465,2317,783,1038
EQB42_RS05425,3736,2405,6994,4226,1455,6594,3248,1656,6934,3733,2836,9506,3129,1724,6358,4625,2252,10715
EQB42_RS05430,2242,1298,4371,2588,979,4330,2031,960,4643,2465,1872,6498,2075,1008,4528,2728,1329,7039
EQB42_RS05435,1654,1125,4149,2081,885,3823,1626,838,4483,2010,1626,6136,1505,791,3672,2186,1241,6660
EQB42_RS05440,804,13583,8405,1461,13931,9077,785,16421,9360,1074,18629,10107,702,16551,7444,959,16342,12229
EQB42_RS05445,7,58,44,3,88,104,4,84,88,10,121,55,8,147,57,10,91,85
EQB42_RS05450,1499,4945,5325,3272,7261,7194,1594,6871,7438,2502,8470,9211,1819,9560,5838,2251,7900,10728
EQB42_RS00550,31,13,33,43,32,44,23,32,36,64,35,41,26,37,25,34,42,38
EQB42_RS05455,1756,4330,4471,2571,5722,6618,2103,5501,6108,2984,6747,7584,2084,7860,5230,2401,6466,8671
EQB42_RS05460,3391,7856,8470,4645,11166,13186,4203,10287,12789,6821,13242,14116,3982,15043,9607,4762,11476,16750
EQB42_RS05465,2546,4752,4872,3318,5893,7095,2581,5532,6184,3616,6468,6870,2401,7975,4736,3366,5929,8522
EQB42_RS05470,993,367,270,836,256,269,891,230,239,1226,382,293,590,291,185,977,267,362
EQB42_RS05475,1148,316,278,979,229,284,972,235,264,1320,305,305,678,266,173,1246,316,345
EQB42_RS05480,5051,882,696,4352,637,815,4225,652,766,5470,876,992,3548,681,548,5298,730,939
EQB42_RS05485,16472,55738,40455,24223,34232,32770,13947,36564,36395,15323,56511,51653,14241,41825,32096,25921,49579,58029
EQB42_RS05490,12899,12173,15823,14672,19500,22756,14390,19570,20989,20853,22304,22647,14359,27469,16690,18706,21818,29793
EQB42_RS05495,3196,3965,4603,3791,5277,6794,3398,5371,5481,5075,5918,5895,3506,7325,4514,4544,5294,7712
EQB42_RS05500,818,195,483,3137,369,708,702,324,577,883,339,427,942,518,323,2158,337,666
EQB42_RS00060,13729,33535,35115,22150,33080,42350,12525,34095,37853,17639,43554,47225,12193,38600,34098,15196,38016,60028
EQB42_RS00555,749,483,966,7955,477,1140,788,467,1048,999,676,1489,786,508,769,2450,627,1352
EQB42_RS05505,26,7,15,49,7,19,31,5,16,24,11,29,24,8,9,53,11,21
EQB42_RS05510,100,58,84,189,54,50,91,35,78,102,73,138,92,46,53,173,67,104
EQB42_RS05515,410,450,539,429,473,586,419,473,599,619,571,728,408,522,440,533,547,899
EQB42_RS05520,628,677,904,651,824,1327,746,836,1414,1213,1378,1500,867,1069,975,868,914,1509
EQB42_RS05525,572,758,1235,652,1090,1617,656,1016,1544,940,1537,1772,669,1562,1155,768,1387,2123
EQB42_RS05530,1601,1527,1700,1510,1186,1751,1594,1163,1499,1997,1794,1855,1107,1625,1214,1706,1506,2492
EQB42_RS05535,19,12,12,12,17,15,19,13,30,31,18,25,16,21,15,9,6,27
EQB42_RS05540,6011,1481,1345,4278,1134,1327,5317,1204,1378,5205,1657,1611,4069,1473,1259,5467,1528,2430
EQB42_RS05545,839,1016,1574,1285,1539,2252,1050,1440,2422,1474,2218,2573,1161,2075,1786,1313,2150,3513
EQB42_RS05550,81,145,231,152,225,373,120,223,366,185,296,397,143,354,327,171,278,543
EQB42_RS00560,2007,972,2482,6138,1724,3465,2610,1519,2989,3579,1987,3238,3532,2084,2201,5145,1781,3708
EQB42_RS05555,508,855,1666,819,1608,2631,716,1544,2552,1025,2106,2387,833,2491,2017,898,1891,3562
EQB42_RS05560,444,745,1421,657,1440,2481,566,1481,2365,846,1892,1967,644,2232,1759,732,1638,3137
EQB42_RS05565,253,329,692,347,811,1329,253,666,1264,458,1039,1007,358,1198,952,371,814,1597
EQB42_RS05570,1226,2170,3681,1946,4368,7295,1620,4043,6514,2633,5109,5513,1908,6699,5153,2067,4660,8817
EQB42_RS05575,493,1107,1564,744,1902,3091,657,1892,2739,1059,2289,2425,721,2996,2150,840,1994,3707
EQB42_RS05580,5906,6216,7787,5947,8565,12048,6219,8985,11690,8468,11429,10938,5318,12626,8680,6621,10578,15977
EQB42_RS05585,4,4,5,6,8,14,3,9,6,5,7,9,6,14,8,14,16,33
EQB42_RS05590,12,27,400,61,29,502,14,29,749,27,39,501,6,49,518,53,54,909
EQB42_RS05595,12,16,343,61,26,527,11,28,636,15,20,551,5,35,406,46,16,811
EQB42_RS05600,94,72,1934,403,97,2197,77,128,2624,104,117,2337,59,129,2068,192,145,3862
EQB42_RS00565,657,289,839,1968,584,1122,850,449,999,1166,562,1049,1227,669,633,1669,494,1205
EQB42_RS05605,38,42,1263,189,54,1639,36,71,2266,53,105,1835,29,86,1206,104,80,2621
EQB42_RS05610,388,345,5886,534,312,6899,310,307,8344,398,443,7964,273,298,5957,526,384,12124
EQB42_RS05615,417,427,8006,718,395,9317,436,431,11256,501,579,11452,359,426,8507,717,489,16621
EQB42_RS05620,804,859,15341,1371,723,17190,772,765,21677,941,1180,21239,662,847,15789,1336,944,32861
EQB42_RS05625,1109,1306,23190,1837,1029,24405,997,1002,30024,1171,1669,31905,853,1217,23837,1740,1293,46897
EQB42_RS05630,77,129,2349,962,145,2304,71,165,2335,150,197,2525,86,267,1294,314,178,2465
EQB42_RS05635,41,32,959,445,64,916,31,75,926,44,79,1040,38,71,582,144,86,1129
EQB42_RS05640,225,258,5468,2675,287,5858,186,386,5257,238,337,6213,167,477,4079,648,366,6424
EQB42_RS05645,169,211,4185,2257,241,4778,114,374,4245,224,261,4799,140,373,3336,493,321,5348
EQB42_RS05650,22,42,605,300,38,720,22,30,611,23,49,672,20,50,524,66,39,735
EQB42_RS00570,1781,122,244,1437,219,296,1334,176,289,1294,291,309,1325,272,242,2018,258,453
EQB42_RS05655,1209,3222,2966,1309,1636,3308,839,1713,2843,1032,2006,3656,765,1752,2927,1809,1924,4911
EQB42_RS05660,453,168,180,360,228,244,603,262,202,817,277,257,516,363,135,492,243,264
EQB42_RS05665,23676,12113,18563,22124,14731,18161,23788,16465,17332,28873,22582,26707,24418,19664,12846,25555,16990,25171
EQB42_RS05670,42409,28337,44305,49601,31869,39349,41288,35298,37780,52698,47185,70865,38746,40587,26606,46417,35249,52990
EQB42_RS05675,7421,5520,6687,9386,4832,5713,7263,5352,5459,9638,7198,11852,5466,5611,3713,6995,5173,7497
EQB42_RS05680,7376,25485,20248,7425,15903,17672,5612,17998,18753,5436,25520,24192,5120,17171,15007,8363,23485,30130
EQB42_RS05685,26119,103774,94377,32392,77469,89442,20515,91059,91391,24170,112995,113241,21418,107179,79851,37225,112116,140757
EQB42_RS05690,6252,2519,33865,5244,2808,4060,5897,2823,10168,6540,3903,90972,6138,4227,3282,7440,3754,5442
EQB42_RS05695,43,19,162,27,29,34,51,13,69,53,30,445,52,56,36,40,38,40
EQB42_RS05700,28,15,109,20,19,30,34,19,52,33,19,254,28,36,23,22,30,33
EQB42_RS00575,3006,90,158,3065,143,199,2586,132,186,2205,192,215,2665,161,144,3933,178,285
EQB42_RS05705,3676,3337,2872,3806,2986,3428,3586,3086,3211,5042,3970,4441,3255,4408,2618,4856,3989,4359
EQB42_RS05710,10336,3608,3076,10031,3205,3762,9736,3258,3586,11979,4420,4661,10223,4803,2855,13921,4234,5025
EQB42_RS05715,3170,1173,1050,3181,1066,1322,3172,1034,1438,4267,1613,1566,3564,1489,974,4375,1432,1691
EQB42_RS05720,1025,646,1099,1463,1331,1760,1401,1175,1903,2316,1810,1937,1695,2320,1347,1873,1534,2254
EQB42_RS05725,553,322,592,748,739,986,761,644,1097,1275,909,980,866,1323,748,862,769,1276
EQB42_RS05730,1703,1261,2305,2245,2640,3618,2193,2241,3682,3398,2867,3622,2683,4711,2571,2605,2679,4567
EQB42_RS05735,229,173,303,294,354,518,345,326,543,525,479,533,381,666,361,417,381,663
EQB42_RS05740,1736,1535,2872,2150,3266,4316,2280,2913,4495,3342,3620,4273,2611,5474,3063,2625,3381,5301
EQB42_RS05745,1638,2714,3502,2111,2990,4308,1769,3318,3811,2276,4886,5316,1616,4610,4106,1762,4182,6921
EQB42_RS05750,2472,2506,3599,2696,3284,4574,2865,3569,4118,3304,4933,5275,2562,5265,4301,2495,4280,7330
EQB42_RS00580,147,131,174,108,159,241,148,151,239,185,303,300,113,218,176,136,216,305
EQB42_RS05755,2317,3425,4611,2687,4155,6198,2793,4722,5788,3642,6584,7124,2517,6915,5764,2617,5804,9944
EQB42_RS05760,3695,7379,8036,3899,7869,12482,4342,9425,11115,5338,11660,13165,3525,13348,11364,3931,11315,18909
EQB42_RS05765,2166,5768,5190,2211,5381,8854,2319,6622,7847,3235,8039,8958,1912,9166,7656,2253,7896,12499
EQB42_RS05770,5985,1751,1268,4089,1341,1641,5426,1581,1236,7075,1408,1279,3415,2042,1062,6719,1810,1913
EQB42_RS05775,3095,6906,8214,3669,7259,9185,2818,9308,9054,3576,9973,10530,2485,11935,7448,3606,10052,12956
EQB42_RS05780,1058,2483,2851,1550,2510,3260,1038,3116,3221,1282,3613,4182,1068,4070,2849,1433,3510,4833
EQB42_RS05785,1101,2326,2791,1502,2347,3058,1117,3087,3192,1454,3866,3773,1050,3961,2619,1470,3427,4771
EQB42_RS05790,4,19,36,12,26,53,8,26,55,12,37,55,7,54,32,6,39,67
EQB42_RS05795,2674,14409,23053,3138,14041,33611,2802,16085,29224,3694,19109,31127,2456,22369,24957,2912,18070,43592
EQB42_RS05800,661,3668,6865,1101,3915,10130,742,4577,9607,1080,6194,10721,784,5760,7977,817,5380,14129
EQB42_RS00585,10,9,248,11,12,188,17,19,283,24,25,218,8,17,146,11,8,241
EQB42_RS05805,1222,1401,2231,1464,2281,3784,1534,2430,3081,1885,2846,2840,1475,3713,2905,1842,2717,4641
EQB42_RS05810,62,83,106,69,96,188,82,127,182,144,163,160,80,189,183,111,136,288
EQB42_RS05815,3701,3007,5287,4475,5501,10002,4645,5924,7830,5801,6619,7668,4996,9731,7604,5276,6469,12143
EQB42_RS05820,3735,2472,4276,4431,3917,6334,4398,4180,5945,6058,5179,5493,5031,6565,5381,5149,4754,8715
EQB42_RS05825,17,1,9,2,3,4,20,7,2,27,7,0,7,3,5,9,5,10
EQB42_RS05830,5,0,0,0,1,2,2,0,0,3,3,3,3,0,0,1,0,0
EQB42_RS05835,238,130,111,203,102,109,248,99,117,332,160,177,167,111,90,221,156,169
EQB42_RS05840,18,17,23,9,15,29,18,22,16,20,24,30,21,23,13,25,26,38
EQB42_RS05845,24215,87018,80923,32160,72710,73066,19343,81786,85688,22690,123233,84869,21249,93395,66173,35065,111942,134682
EQB42_RS05850,389,549,755,370,440,1015,387,461,776,550,715,971,332,661,679,506,689,1065
EQB42_RS00590,10,5,209,4,3,166,7,5,212,15,9,151,7,8,98,6,7,171
EQB42_RS05855,426,195,320,444,211,468,448,212,398,613,238,441,505,291,343,498,268,589
EQB42_RS05860,250,60,127,241,64,206,341,84,205,419,94,207,355,110,160,352,111,323
EQB42_RS05865,2985,795,2350,6327,897,3296,3504,893,3251,3686,1350,2861,4478,1349,2547,4735,1227,4625
EQB42_RS05870,2327,525,1595,5035,652,2483,2991,621,2505,3411,934,2211,3815,874,1641,3937,790,3034
EQB42_RS05875,1365,312,1044,3920,524,1995,1951,419,1911,2221,708,1757,2867,611,1136,2734,557,2188
EQB42_RS05880,1102,210,747,2394,362,1298,1774,312,1387,2219,477,1166,2844,531,821,2628,449,1598
EQB42_RS05885,7,1,1,10,3,2,27,2,1,28,7,1,44,0,4,18,0,1
EQB42_RS05890,487368,4215,1205,453749,5035,941,456588,4707,908,461718,8224,1359,470924,5786,711,632215,7041,1447
EQB42_RS05895,10064,6883,8502,15502,9522,13377,11701,9240,12178,14834,12485,12794,13572,15008,10786,16846,11025,17602
EQB42_RS05900,2298,2357,3205,3590,3627,4665,2799,3670,4667,4106,5499,4819,3385,5952,4553,3741,4805,7119
EQB42_RS00595,0,0,16,2,2,25,2,1,23,3,3,22,1,3,15,1,1,17
EQB42_RS05905,1210,671,777,896,821,985,1404,903,974,1794,1019,971,1135,1291,794,1085,1003,1300
EQB42_RS05910,3196,1476,1479,2605,1634,1720,3092,1596,1852,4058,2343,1810,2688,2239,1337,3235,2058,2420
EQB42_RS05915,6085,3856,3848,5981,3977,4556,6049,4510,4639,8137,5838,5143,5258,5936,3641,7066,5520,6616
EQB42_RS05920,5264,10236,13227,5690,8262,10670,4323,7206,8529,3846,12359,11128,4076,12267,4842,5286,9910,14868
EQB42_RS05925,2363,5467,4103,3963,3474,4183,2012,4164,3977,2558,5428,5872,1699,5163,3396,3272,4847,6112
EQB42_RS05930,2410,1304,1512,2611,1070,1399,2188,1731,1346,2565,1443,1867,1814,2561,1044,3071,1622,1928
EQB42_RS05935,1006,2567,1065,1265,2746,1401,1113,4772,1419,1413,6469,1553,862,6416,1033,1230,5129,1933
EQB42_RS05940,39,36,36,29,39,47,53,37,58,65,42,23,31,78,43,34,49,95
EQB42_RS05945,16,28,14,15,19,25,35,33,23,25,42,22,13,43,35,17,33,52
EQB42_RS05950,85899,37777,29752,92034,27689,32661,71587,29373,27603,74396,32934,34037,72032,33455,26020,111361,33222,45017
EQB42_RS00600,12,2,215,7,7,172,14,9,249,15,17,158,14,9,114,6,13,175
EQB42_RS05955,92201,42567,30928,94390,29942,35461,80801,32104,30397,87719,38775,38563,80361,37295,29780,121865,38432,50805
EQB42_RS05960,50451,49201,36090,36295,34466,41086,42974,37251,35972,50305,44883,43071,40832,43304,33317,44518,44549,59315
EQB42_RS05965,472,772,729,658,566,724,434,665,876,519,998,945,354,819,617,594,891,1150
EQB42_RS05970,3460,5165,3854,3672,3249,3757,2690,3310,3139,3412,4706,4275,2098,4481,3190,3838,4458,5540
EQB42_RS05975,784,3406,5899,806,3126,6845,798,3916,6698,1025,4535,7181,753,4883,5581,980,4482,9186
EQB42_RS05980,540,1391,2681,570,1569,3451,545,1953,3547,781,2351,3499,549,2431,2619,634,2192,4369
EQB42_RS05985,492,1063,2111,440,1299,2657,485,1540,2601,702,1977,2909,482,1799,2090,547,1638,3642
EQB42_RS05990,386,851,1438,391,875,1868,419,1107,1835,597,1386,2090,392,1307,1499,453,1398,2554
EQB42_RS05995,535,312,353,435,373,450,527,426,364,659,453,429,417,537,327,577,405,544
EQB42_RS06000,3701,4148,4212,3689,3319,4236,3543,3909,4412,4114,5428,5720,3172,4661,3857,4004,4978,6814
EQB42_RS00065,0,0,0,0,0,0,0,2,0,0,1,0,1,3,0,0,0,0
EQB42_RS00605,61,98,944,53,94,885,63,91,1154,84,153,813,69,126,791,74,123,924
EQB42_RS06005,5992,6385,6818,6193,5787,7505,5653,6923,7326,7064,8974,9164,5394,8317,6224,7583,8157,10820
EQB42_RS06010,1522,1778,1748,1563,1558,2018,1532,1827,2053,1988,2531,2218,1550,2262,1731,2175,2160,3051
EQB42_RS06015,1270,1202,1230,1192,1121,1423,1230,1220,1387,1539,1722,1655,1141,1628,1019,1663,1530,2049
EQB42_RS06020,6120,1297,1549,3786,1216,1602,4543,1369,1680,5569,1931,1661,4705,1742,1207,7020,1819,2371
EQB42_RS06025,11073,1376,1611,5362,1242,1533,8770,1429,1607,9716,1958,1710,8202,1864,1138,10976,1795,2268
EQB42_RS06030,3087,422,547,1486,522,616,2427,570,608,2747,723,552,2227,770,458,2932,657,813
EQB42_RS06035,10342,4933,7344,11495,6969,8771,9695,7605,8380,11916,9044,9600,9985,10488,6939,13380,8762,12120
EQB42_RS06040,95,81,140,96,145,207,81,150,204,171,165,199,74,264,153,95,171,298
EQB42_RS06045,59,86,131,79,161,215,70,160,209,124,177,194,58,227,154,71,151,220
EQB42_RS06050,6233,6248,6948,7098,7292,8976,6268,7134,7951,8568,8285,8321,5853,10032,5247,7101,7452,10131
EQB42_RS00610,44,85,846,56,86,835,61,108,1075,78,127,780,57,107,803,59,106,826
EQB42_RS06055,7508,8402,9323,8908,10792,12909,8699,10071,12327,12849,12278,12027,7968,14713,8161,9293,11038,14707
EQB42_RS06060,3221,3244,3872,3576,4360,5346,3668,4058,5033,5565,5373,5097,3349,5769,3364,3722,4435,6180
EQB42_RS06065,11858,10451,9577,10302,11251,12520,12485,11118,12072,16714,14046,13170,9694,14503,8446,11788,12734,15554
EQB42_RS06070,200,118,105,187,146,152,233,150,126,314,172,131,196,274,131,184,175,193
EQB42_RS06075,1098,749,977,1762,1102,1191,1266,895,1368,1535,1481,1087,1465,1461,870,1643,1194,1714
EQB42_RS06080,7307,4807,6362,12189,7095,8431,8452,6727,8371,9895,8939,7708,11008,9904,5943,11651,8060,11190
EQB42_RS06085,762,619,634,761,818,953,792,714,913,1066,955,852,691,929,542,816,826,1109
EQB42_RS06090,403,385,594,488,712,1005,507,614,849,780,720,724,440,905,560,591,592,991
EQB42_RS06095,2954,3294,4807,3990,5351,7125,3573,4828,6610,5335,5591,6051,3395,7611,4597,4722,5107,8070
EQB42_RS06100,2709,2943,4023,3210,3842,5238,2880,3886,4768,3913,4456,4836,2642,6017,3609,3779,4398,6406
EQB42_RS00615,8,14,114,14,18,102,14,9,148,18,18,105,12,11,96,7,16,116
EQB42_RS06105,3527,1843,2201,2904,2169,2805,3101,2142,2378,3168,2501,2616,3672,3222,2160,3586,2386,3439
EQB42_RS06110,7722,6609,7975,7235,7770,10345,7624,7945,8873,8748,9228,9788,8503,11865,7873,8833,9124,12974
