,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count,Raw Read Count
SMU_789,682,576,1080,411,501,1862,966,1048,1172,628,767,863,677,587,1011,635,702,667
SMU_790,5.5,8,27,16,17,98,31,42.5,69.5,21,6,8,13,15,41.5,14,25.5,10
SMU_791c,13.5,17,61,15,24,298,39,97.5,165.5,29,20,14,35,19,66.5,35,59.5,40
SMU_793,120,226,268,221,211,388,252,291,415,164,158,186,182,144,245,278,258,263
SMU_794,55,71.5,95.5,75,71.5,235.5,147,173,179,85,84.5,94.5,67,50,120.5,126,121.5,127
SMU_795,94,115.5,179.5,126,119.5,410.5,145,309,302,137,133.5,135.5,123,97,207.5,179,165.5,210
SMU_796,228,319.5,477.5,342.5,300,780,485.5,588,701,404,392.5,347,304.5,288.5,429.5,630,659,619.5
SMU_797,41,50.5,122.5,42.5,72,179,62.5,139,162,122,77.5,86,72.5,44.5,101.5,141,192,134.5
SMU_798c,63,74,80,78,46,92,146,108,90,59,82,51,87,64,67,74,108,88
SMU_799c,458,669,710,586,329,476,268,358,420,503,532,461,463,449,568,1108,1186,1125
SMU_800,67,79.5,97.5,80.5,79.5,230.5,115.5,185.5,149.5,162.5,135.5,91,112,82,132.5,164,187,156.5
SMU_801,1048,1098.5,1336.5,1520.5,1114.5,1920.5,1391.5,1589.5,1592.5,1263.5,1475.5,1266,1405,1195,1429.5,1238,1398,1373.5
SMU_802,189,261.5,249.5,383,210.5,382.5,247,311.5,344,223,180,202,292.5,205,279.5,219.5,273,238.5
SMU_803c,357,615.5,905.5,789,561.5,1416.5,809,842.5,1042,661,794,745,865.5,723,972.5,992.5,999,963.5
SMU_804,551,618,854,835,614,1330,703,1152,1048,912,894,767,1035,908,1018,860,1089,885
SMU_805c,988,1553,1574.5,1800,1017,1495,1920,1806,1722,1442,1203.5,1253,1694.5,1544,1426.5,2019.5,1970.5,1904.5
SMU_806c,2294,3313,3870.5,4258,2648,4399,5089,4549,4862,2911,2646.5,2686,3791.5,3343,3319.5,3323.5,3424.5,3300.5
SMU_807,480,588,840,641,531,2050,768,758,1266,380,455,469,487,489,913,343,392,277
SMU_809,721,915,1149,966,778,1869,1206,1480,1362,703,851,903,806,697,1105,1437,1574,1368
SMU_811,25.5,55,142,70,74.5,222,108.5,181,142,132.5,134,108,88.5,61,119.5,195.5,182.5,186
SMU_812,49.5,85,80,134,33.5,62,74.5,51,55,56.5,49,49,87.5,67,81.5,143.5,180.5,136
SMU_813,147.5,177,402.5,283,204,1151,329.5,564,774,331,296.5,310,298,295.5,507,620.5,645.5,643
SMU_814,638.5,654,896.5,622,523,1081,776.5,763,1016,1011,1012.5,802,691,478.5,607,1523.5,1743.5,1699
SMU_815,639,999,1451,1933,1293,2907,953,1644,1677,1293,1141,1446,2091,2977,2601,1155,1307,1252
SMU_816,510,776,1067.5,1106,825.5,2128.5,1023.5,1483.5,1635,779.5,823.5,805,990.5,878.5,1115.5,776,717.5,902
SMU_817,472,663,1011.5,971,820.5,1544.5,882.5,1061.5,1339,760.5,716.5,834,1006.5,979.5,1048.5,793,779.5,750
SMU_818,4193,3573,4005,1644,3577,10457,7087,7736,7421,4337,6596,6266,4176,2887,4011,689,795,855
SMU_819,570,906,1618,1841,1356,1569,806,1119,1303,964,1300,1406,1495,1721,1652,555,531,565
SMU_820,3083,3580,5483,4818,4413,6373,4446,5880,6161,5304,5139,5528,6284,4982,6210,5080,5457,5175
SMU_821,2979,3916.5,4727.5,6408.5,4187,6327.5,5568.5,6114,6303.5,3627.5,3864,3919,5115,4243,4731,4531,4552,4607.5
SMU_822,2031.5,3001.5,2958,4055,2072.5,3936,3585,3632.5,3497,2503.5,2286.5,2157.5,3097,2423,2652,3503.5,3471.5,3382
SMU_823,686.5,910,1217.5,1492.5,903.5,1852.5,1661.5,1581.5,1522.5,1099,892.5,1024.5,1230,1118,1027,1502.5,1523.5,1386.5
SMU_824,2354,2545,3584,2951,2475,4325,2937,3712,3236,2477,2466,2538,3221,2817,3080,3098,2938,2864
SMU_825,1896.5,2428,2631,3242.5,2677,3594.5,3122.5,3685.5,3418,2163.5,2075,1974.5,2733.5,2399.5,2647.5,1699.5,2134.5,2037
SMU_826,665,1070.5,1261.5,1118,941.5,1653.5,1077.5,1416,1436,1091,1138,1079.5,1162.5,965,1153,1516,1627.5,1344
SMU_827,1506.5,2046.5,1893.5,3480,1659,2941.5,2518,2617,2337,1319.5,1560,1333.5,1797.5,1484.5,1541.5,1734,1591,1595
SMU_828,2885,3900,4061.5,5803.5,3459.5,5446.5,4906.5,5850,5111.5,3277.5,3003,2639,4186.5,3377.5,3548,3779,4007,3805.5
SMU_829,1252.5,1740,2189,3084,1847,2393,2213.5,2326,2424.5,1587,1714,1463.5,2263,1806.5,2044,2286.5,2512.5,2285
SMU_830,2330.5,3485,3536,5635.5,3090.5,4276.5,3772,4192.5,4032.5,2483,2686,2204.5,3883.5,3092.5,3491.5,3062.5,3109,3064.5
SMU_831,2134.5,2874.5,3559,4745.5,3303.5,4985,3980,5013.5,4567.5,3191.5,2938.5,2894,4146,3412.5,3789,3480.5,3695,3618
SMU_832,709,1064.5,1208.5,1527.5,1073,1662,1476.5,1602,1425.5,1197.5,1194,1025,1493.5,1144.5,1305,1114,1269,1105.5
SMU_833,1080.5,1141,1450,1646.5,1383,3299.5,2343.5,2734.5,3134.5,1275.5,1169.5,1472.5,1122,1151.5,1529.5,1271,1418.5,1265.5
SMU_834,1027,1404,1246,1282,950,1830,1439,1415,1478,1147,1180,1094,1209,962,1128,1588,1801,1541
SMU_835,2646,4369,3637,7000,3286,5416,4048,4668,4528,4264,3732,3740,4771,4039,4333,5492,6584,5749
SMU_836,374,250,467,3406,2371,1226,3475,1599,1245,110,95,106,142,213,507,190,185,133
SMU_837,512,616,678,2542,1831,1407,2574,1733,1521,558,433,563,520,468,727,782,854,666
SMU_838,599.5,694.5,1026.5,934,897,1964.5,1419.5,1669,2159.5,959,1064,940,845.5,746,1251.5,1138.5,1145,1223
SMU_839,89.5,144.5,317.5,250,144,820.5,227.5,353,588.5,160,149,139,196.5,179,375.5,227.5,187,195
SMU_840c,1027,1164,1634,1299,1419,1389,1900,1563,1707,1453,1419,1363,1496,1420,1895,2011,2343,2130
SMU_841,875,1127,1459,1188,879,1892,1507,1693,1817,1145,1289,1114,1037,969,1333,895,839,878
SMU_842,1077,1500,1754,1877,1397,3258,2075,2584,2765,1502,1468,1495,1606,1396,2123,1257,1364,1266
SMU_843,2012,2109.5,2513.5,1660,1756.5,2904,1942,2172,2488,2328,3297,3172,1748.5,1345,2139,1866.5,1933.5,1744
SMU_844,159.5,264.5,309,314,214.5,843.5,498,445.5,600.5,254,271,256,309.5,276.5,361.5,514,561,490
SMU_845,64.5,83,234.5,108,132,573.5,177,292.5,339.5,141,137,162,124,138.5,266.5,303.5,268.5,265
SMU_847c,1294.5,1177,1443.3,2335.7,1689.3,3428.7,2066.2,3500.7,2837.8,1030.3,825.8,938.5,1828.2,2040.3,1854.8,557.3,667.3,615
SMU_846,664,684,950.8,1233.2,997.8,1850.7,1284.2,1847.2,1641.3,597.8,494.3,644.5,981.7,1140.3,1027.8,350.8,391.8,344
SMU_848,1655,1620.5,2505.8,2493.7,2498.8,5687.2,2977.7,5006.2,4679.3,2115.3,1952.8,2538.5,2520.7,2849.8,2593.3,984.8,1269.3,1039.5
SMU_849,2453.5,3674.5,4316,4665.5,3152,5140.5,3691,4072,4896.5,3034.5,3006,3261.5,4363.5,4444.5,4339,2179,2285.5,2122.5
SMU_850,166.5,211.5,564.5,413.5,296,1394.5,428,575,954,319.5,390.5,342,306.5,296,664.5,312,347,352
SMU_851,131.5,196.5,357.5,496.5,234,638.5,385,336,507,202.5,177.5,209,282.5,257,354.5,253,249,240
SMU_852,371,492,695,605.5,394,1195.5,818,840.5,832,480.5,449,449.5,574,509.5,708,520.5,558.5,552
SMU_853,139,202.5,343,282.5,238,763.5,442.5,465,520.5,255,313.5,260,285.5,274,358.5,290,296,285.5
SMU_854,729,1121.5,1055,1290,749,1524,1121.5,1184.5,1235.5,830.5,798.5,756.5,909.5,735.5,1023.5,1091.5,1109.5,1006.5
SMU_855,317,528,670,614,508,912,813,699,799,506,690,625,592,472,788,469,493,510
SMU_856,147,169,314,207,199,860,308.5,481,572.5,260.5,385,374.5,268,238.5,359.5,283.5,233,271
SMU_857,501,784.5,1103.5,603.5,465,1544,577.5,729,1146.5,1135.5,1386,992.5,905,738,1087.5,1455,1414,1351.5
SMU_858,217,262.5,550.5,287.5,285,904,404,546,789,571,559,467,521,406.5,643,817.5,723,756.5
SMU_859,492,761,863,872,570,1228,1068,1081,1216,872,995,772,1230,858,918,1658,1558,1520
SMU_860,1284,1928,2444,2051,1298,3728,2282,2698,2982,2317,2353,2091,2875,2141,2727,3816,3609,3517
SMU_862,1346.5,1410,1794.5,3254.5,2406,3197.5,2916,2632.5,2953.5,1271.5,1022,1214,1904,1690.5,2182.5,1293,1568.5,1355.5
SMU_863,477.5,497.5,702,997,664.5,1653,1180,1021,1410,415.5,422,391,591,487,786,676.5,721,633
SMU_864,949,1169.5,1537.5,2195.5,1376.5,2841.5,2261,1828.5,2393.5,970,923,1039,1267,1133.5,1698.5,1306.5,1469.5,1321.5
SMU_865,2259.5,2651,4121.5,2097.5,2531.5,3765,2847.5,3487,4162.5,3056.5,3350,2838.5,4036,3427,4482.5,789.5,997,926.5
SMU_866,2555.5,2118,2465.5,1151.5,1352.5,3267,3023.5,2413,2261.5,1931.5,2008,1663.5,2277,1582,2122.5,615.5,737,679.5
SMU_867,288.5,376,477.5,522.5,383.5,544,460,446.5,602,325,301.5,295,545.5,375.5,538,327,369.5,366.5
SMU_868,257.5,363,566.5,591.5,373.5,1162,591,664.5,916,368,397.5,467,558.5,492.5,670,391,473.5,459.5
SMU_869,612.5,705,1145,1018,851,2003,1224.5,1624,1862.5,863,795,816,881,853.5,1215.5,655,834,795
SMU_870,732,693,1164,585,544,1622.5,1148.5,1447.5,1354,1084.5,976,1439.5,658.5,576,763,2993,2853.5,2512
SMU_871,650.5,776.5,1000,548.5,472,1176.5,937,1110,1179.5,903,899,946,646,498,780,3064.5,3110,2634.5
SMU_872,843,1137.5,1660,802.5,609,2159,1020,1219.5,1700,1141.5,1599,1279.5,849.5,781.5,1489.5,4802.5,4657.5,4325.5
SMU_873,33,30,460,69.5,151.5,1831.5,307,531.5,1029,56.5,55.5,91,90,205.5,677,92,77,134.5
SMU_874,16,38,292,55.5,62.5,1109.5,101.5,251.5,676.5,33,63.5,54,55,92.5,368.5,88,83,93.5
SMU_875c,2525,1648,541,967,548,2128,1205.5,1358,880.5,695.5,464,255,797,601,842.5,217,559,428
SMU_876,233,240,428,367,255,894,497,455,661,255,243,262,286,276,526,331,364,351
SMU_877,504,614.5,1015,555.5,455.5,2569,969.5,1130,1972.5,668,663.5,591,550.5,504.5,1215.5,905.5,940.5,849
SMU_878,314,386.5,640.5,363,327.5,944,419.5,479,785.5,496,456,406.5,393,337,528.5,571.5,575,630.5
SMU_879,179.5,222.5,513,190.5,291,1348.5,485,605,849.5,401.5,381.5,381,213.5,214.5,541.5,502.5,439,444.5
SMU_880,165.5,192.5,483.5,180,212,1115.5,367,424,932.5,275.5,345,283.5,184,224,511.5,503.5,427.5,440
SMU_881,516.5,723,973.5,687.5,582.5,1378.5,807.5,792,1121.5,667.5,746,638,619.5,526.5,838.5,1508.5,1356,1376.5
SMU_882,523.5,684,840.5,518.5,440.5,913.5,663.5,790,912.5,742.5,714,627,490.5,456.5,704.5,1229.5,1311,1207.5
SMU_883,1145,1808,1997,1891,1006,2119,1574,1271,2010,1092,1134,1062,1189,1093,1687,2919,3141,2522
SMU_885,690,858,1096,260,228,1123,384,495,861,1092,1086,1216,483,371,599,533,682,701
SMU_886,7182,8628,11158.5,173.5,213.5,636.5,379.5,457,621.5,8714,9115,7380,234,283.5,460.5,550,486.5,611.5
SMU_887,9793,8837,12576.5,1042.5,991.5,1709.5,1084.5,1447,1616.5,9311,9961,8091,962,787.5,1319.5,1046,1056.5,1062.5
SMU_888,7384,7351,9941,1214,899,2422,1641,2214,2072,8700,9767,7679,985,877,1269,1191,1254,1367
SMU_889,9609,9895,12621,3925,3192,4915,4707,5161,5074,10029,12535,10886,3416,2846,3272,6289,6196,5467
SMU_890,121,130,307,202,152,563,172,294,443,219,206,215,154,165,316,125,178,138
SMU_891,411,558.5,845,848,690.5,1890,936.5,1196,1684.5,547.5,520.5,493,702,671,1128.5,512,577.5,504.5
SMU_892,601,746,1313.5,1326.5,1047.5,3017,1472.5,2028.5,2486,909,868.5,942,1249,1151,1595.5,970.5,965,853
SMU_893,348,574.5,816.5,898.5,643,1730,819,1249.5,1344.5,815.5,575,589,950,872,1199,583.5,690.5,602.5
SMU_895,28,38,77,58.5,68,206.5,81.5,138.5,133.5,107.5,87.5,82.5,73.5,79,133.5,90.5,104,67.5
SMU_896,36.5,29,93,63.5,84,207.5,86,119,150.5,96,87.5,82,102,84,117,89,113,112
SMU_897,485.5,856,1507,1386,1076,3179,1365.5,2057.5,2381,1445.5,1290,1320.5,1795.5,1426,1855.5,1519.5,1854,1709.5
SMU_898,633.5,731,1003,758.5,636.5,903,768.5,940,854,613,722.5,645.5,776,617.5,848.5,590,624.5,600
SMU_899,1195.5,1608.5,1937,1680,1479.5,2404,1590.5,2187,2259.5,1725.5,1932,1822.5,1614,1265.5,1686,1950,2117.5,2094
SMU_900,2763.5,3008.5,2215,1883.5,1216,2817,2158,2301,2491.5,2504,2205,1905.5,1990,1596,1835,3553,4574,3786
SMU_901,845,1355,972,1634.5,785,1666.5,1434.5,1260.5,1577,710.5,738.5,668.5,1077,781,934,1121,1263.5,1077
SMU_902,665.5,945,1239,1373.5,1051,2057.5,1464.5,1850.5,2058,1118,1055,1047,1498,1191,1550.5,1552,1627.5,1728
SMU_905,313,407.5,721,653,562,2257,1032.5,1164.5,1685.5,529,568.5,478,799.5,660.5,1217.5,926,864,889.5
SMU_906,304,266.5,635,693,515,2084,806.5,1048.5,1449.5,577,634.5,592,863.5,721.5,1127.5,904,771,791.5
SMU_909,1006,924,1309,284,371,1959,741,1198,1242,1698,2358,1652,1072,585,1112,375,364,406
SMU_910,7489,8126,8903,13132,8861,11276,16905,13776,12601,6055,6702,5469,9278,6827,9038,7036,6883,6772
SMU_911c,112,135,410,281,247,936,452,502,696,224,240,277,206,255,452,194,210,201
SMU_913,1178,1585,1908,3209,2294,3311,3707,4276,4988,904,1061,1210,2066,1904,2126,553,568,562
SMU_914c,101,130,172,195,136,340,305,291,297,104,126,103,199,139,228,130,87,132
SMU_915c,50.5,70,168,216,145.5,413.5,283.5,339,375.5,96.5,91,83,158.5,141.5,277,127.5,190,156.5
SMU_916c,59.5,89.5,234.5,167,163,877.5,397,433,682,128.5,129,111,161.5,157,359,176,185,190
SMU_917c,69.5,91.5,97.5,170.5,94.5,400.5,634,354,298,83,65,69.5,127,106,167.5,135,138.5,73.5
SMU_919c,44.5,58,134,175.5,128,482.5,297.5,310,442.5,79,95,61.5,97,97.5,245.5,94.5,103.5,101
SMU_921,1246.5,1276.5,1326.5,2533.5,1914,1730,1721.5,1790.5,2131.5,782.5,820,804.5,1517,1217.5,1366.5,684,834.5,775.5
SMU_922,1563,1650,1624.5,4250,1926.5,3322,3156.5,2755,3291.5,1072.5,1152,1031,1835,1568,2224,1535,1546.5,1415.5
SMU_923,897.5,1026.5,1323,1923.5,1521.5,2943,1947,2331.5,2715,1018,1323,1281.5,1503,1281.5,1781.5,1333,1281,1341
SMU_924,660,901,957,693,748,921,1981,1352,1708,689,992,679,846,759,1082,736,753,682
SMU_925,14008,9007,5431,16165,11841,7890,4981,6921,5484,2924,2369,1558,7942,5420,8824,722,1116,1195
SMU_926,1217,1326.5,1228,3559.5,1930,2042,1625.5,1698,1927.5,817.5,702,650,1164,911,1203,830,898,790
SMU_927,550.5,593.5,898.5,1620,935,1717.5,793,1092,1357,475,464,486,673,568.5,928,556,532,521.5
SMU_928,1062,1359,1441.5,3989.5,1808,2244.5,1356.5,1678,1772.5,882,1062,1028,1390,1078.5,1416,1079,1080,869.5
SMU_929c,1253.5,1978,2066,2415,1561,1480,1444,2129,3461,1511.5,1496,1122,2696,2763,3410,841,1159,1204
SMU_930c,94,117,278,99,105,668,194,206,436,56,97,85,93,103,300,89,77,68
SMU_932,1176.5,787,714,485,473.5,1005.5,744,749,1040.5,321.5,313,233.5,386.5,294,670.5,330,447,318
SMU_933,1198.5,696,789,373,564,1021,706.5,872.5,1011,344,491,263,372.5,272.5,622.5,327,363.5,290
SMU_934,526.5,371,464.5,224.5,249.5,877,536,457,763.5,156,209,120.5,195.5,202.5,361.5,152.5,181.5,185
SMU_935,706.5,604,629,320.5,360.5,957.5,515,544,699.5,238.5,372,192.5,283.5,228.5,493,270.5,329,270
SMU_936,481,341,472.5,171,210.5,405,301.5,282.5,390.5,154,314,135.5,168,146.5,295.5,153,167,163
SMU_937,544,789.5,807.5,863,691,1039.5,995,883.5,939.5,567,508,555,751,625.5,777.5,568,670.5,552
SMU_938,586,824,1006,939,645,1492.5,1128.5,1130,1234.5,731.5,804.5,732.5,756,752.5,814,970.5,1136.5,912
SMU_939,639,686.5,893.5,770,576,1662,782.5,1033.5,1392,633.5,708.5,638.5,795,658,931.5,937.5,1035,936
SMU_940c,455,742,1382,831.5,800,1799.5,1939,3714,3003,1921.5,1930,2905,929.5,794.5,1084.5,6234.5,6013.5,6300
SMU_941c,767,1145,1792,915.5,775,1083.5,1787,2300,2293,1786.5,1749,2337,1005.5,790.5,877.5,4791.5,4494.5,4508
SMU_942,987,1401.5,1691.5,1980.5,1129.5,2319,1796,2021,2176.5,1301.5,1605,1442.5,1244,981,1366.5,1893.5,1838,1728
SMU_943c,966,1698.5,1933.5,2848.5,1420.5,2179,1819,1755,2263.5,1327.5,1251,1379.5,1575,1292,1685.5,1996.5,2045,1841
SMU_944,592,790,1226,969,695,1279,810,986,1209,842,787,905,1007,886,1081,771,910,986
SMU_946,101,123,259,138,191,690,350,464,542,152,186,205,137,174,362,194,192,184
SMU_947,2008,2006.5,2410,2965.5,1856,3145,3091,3106.5,3600.5,1947,1842.5,1676,2022,1834.5,2155,2042,2456.5,2289
SMU_948,173.5,227,357,350.5,260,406.5,250.5,493,374,535.5,435.5,261.5,428,380,429,476,567,536.5
SMU_949,4300,5530.5,6520,6967.5,4656.5,5619.5,5421,6329.5,6946.5,5706.5,5736,5418,5507,4859,5698,7867.5,8545.5,7914.5
SMU_950,6025.5,7768,6557,6068.5,5401.5,5415,6273.5,5443,5676,4605,5296,5819.5,5729,4413.5,5835,6380.5,6532,6110
SMU_951,244.5,369.5,805.5,536,435.5,1974,718.5,958,1503,503,505,444,625.5,554,877,723,811,779.5
SMU_952,438.5,637.5,784.5,711,565.5,1329,692.5,756,1073,513,478,456,664.5,553,818,573,628,616.5
SMU_953c,164,245,418,393,222,1081,384,503,669,227,242,246,309,238,590,264,346,321
SMU_954,36,86.5,185.5,181.5,139.5,620,194,234,423.5,155.5,118,136,249,221,363.5,151,169.5,212
SMU_955,30,69.5,125,51,96.5,474,136,224.5,298.5,118.5,99.5,130.5,122.5,102,168.5,110,133.5,131
SMU_956,714,2373,1892.5,1095.5,929,2663,1538,2663.5,2594,4465,3392.5,4394.5,3594.5,2682,2712,9383,9787,9531
SMU_957,4708.3,6060.8,8041.4,10808.2,8005.5,8396.6,5920.2,6703.7,8069.5,5010.3,5298.2,6020.7,10384.1,10305.2,9993.7,1721.3,1753.6,1694.7
SMU_958,3036,3732.5,4689.7,6284.2,4457.2,5926.9,3517.8,4283.7,4862.2,3015.2,3088.3,3727.3,6162.4,6615.5,6094.3,1099.7,1149.6,1111
SMU_959c,5588.5,12838.5,9117.8,20632.2,9758.2,7203.9,5108.8,6491.8,7936.2,9817.2,7456.2,7699.3,16414.4,14673,15156.3,2623.7,3109.1,2879.5
SMU_960,7969.2,18137.2,12867.1,26150.5,13237.2,8862.6,6704.2,7930.8,10206.2,12612.3,10079.3,10028.7,22607.1,19018.3,20973.7,3623.3,4144.8,3788.8
SMU_961,1296.5,929,995,501,613.5,1220.5,763,799.5,924,436.5,795,423.5,401.5,345,512.5,179,210.5,183.5
SMU_962,1630.5,1378,1790,751,800.5,1534.5,939,1076.5,1213,669.5,985,578.5,626.5,587,825.5,360,364.5,413.5
SMU_963c,2232,3163,3015,4436,2026,3584,2715,2305,2821,2550,2072,2502,3055,3239,3400,3421,4751,3842
SMU_965,468,658.5,1144,761.5,675.5,1465.5,826.5,1056,1237.5,625.5,698.5,733.5,737.5,566,808,831.5,864.5,776.5
SMU_966,5162,8680.5,4948,3245.5,2443.5,2746.5,2193.5,2365,2599.5,7251.5,7235.5,4968.5,3729.5,2615,3617,8003.5,11670.5,11970.5
SMU_967,437.5,727,1002,924.5,636,1792,1044.5,1296.5,1480,758,872.5,778,781,689,938.5,1033.5,1088.5,1064.5
SMU_968,230,356.5,548,475.5,417,770,519,695.5,677,447.5,456,425.5,513,357.5,501,672,609,619.5
SMU_969,677,828,1203,850,753.5,1482.5,1093.5,1229.5,1239.5,849,918,916,1040.5,823.5,989,1339.5,1300.5,1368
SMU_970,365.5,471.5,784.5,601,441,1263,733,892,1064,598,500,546,736.5,617.5,739.5,859,931,925.5
SMU_971,439,683,720.5,617,418.5,955.5,552,731.5,715.5,611.5,659.5,582.5,619,542.5,693,769,758,744.5
SMU_972,301.5,454.5,690.5,701,485.5,1566.5,761,986.5,1299,547.5,504.5,503.5,586,523,780.5,667,683,725
SMU_973,593,963.5,1071.5,1169.5,838.5,1666,1094.5,1307,1344.5,935.5,946.5,875.5,1081,811,1081,1370,1428.5,1269
SMU_974,191.5,273,334.5,411.5,250.5,922,410,494.5,613.5,358,358.5,283.5,379,295,435,553.5,603.5,568.5
SMU_975,123,149,245.5,246,153.5,671,342,406.5,370.5,228,296,204.5,272.5,201,283.5,369,378.5,352.5
SMU_976,419,481,702,694,614,1238.5,715.5,960.5,1012.5,725,650.5,604,826.5,675,892,1205.5,1201.5,1084
SMU_977,224,278,467,510,393,910,416,689,764,461,508,480,599,467,701,1008,943,821
SMU_980,275,351,919,296,291,2205,347,519,1312,282,370,390,350,379,999,466,391,375
SMU_981,26,18,156,33,43,460,68.5,112,263.5,48,25,46,20,61.5,189.5,64,78,59
SMU_982,6,18,137,20,44,301,56.5,123,188.5,23,35,40,32,53.5,128.5,63,60,41
SMU_983,98,160,276,239,176,603,476,328,495,215,194,230,409,399,413,336,441,426
SMU_984,321,367,541,340,355,996,615,870,892,942,638,899,573,665,544,1176,1294,1319
SMU_985,477,624,971,806,508,1982,984,1192,1492,863,750,831,856,753,1228,1252,1315,1187
SMU_986c,72,104,219,275,164,583,178,253,422,132,126,134,192,185,313,98,117,149
SMU_987,5828,8001,9123,9073,5761,7228,7176,6335,6364,5511,5312,5996,6844,6953,7486,5599,6221,5573
SMU_988,778,1000,1295,1649,1159,2785,1838,2063,2286,916,946,968,1257,1295,1521,1022,1217,1111
SMU_989,1524,1874,2395,2761.5,1824.5,3384,2703.5,2748.5,2891,2005,1863,1714,2261,1847.5,2004.5,2850,2753.5,2516.5
SMU_990,1621,1898,2391,2444.5,1479.5,3604,2521.5,2805.5,3136,2065,2149,2092,2193,1832.5,2017.5,2846,3160.5,2863.5
SMU_991,731,829,1056,756,1056,1568,1180,1640,1589,1186,1186,1055,1254,986,1295,790,971,1078
SMU_992,498,677,887,995,730,1227,644,678,918,566,638,523,911,724,984,681,717,692
SMU_993,621.5,1000.5,1005.5,1498,819.5,1453.5,981,1024.5,1256.5,808.5,911.5,839.5,1268,950,1201.5,1317.5,1400.5,1313.5
SMU_994,525.5,581.5,784.5,780,555.5,1413.5,753,923.5,1008.5,712.5,935.5,825.5,865,713,828.5,1066.5,1083.5,1049.5
SMU_995,371.5,652.5,942.5,795.5,563,1588.5,722.5,890.5,1221,663.5,789,840,778,696.5,1057,930,939,833.5
SMU_996,213,323.5,709,389,307.5,1215.5,464.5,619,820,409.5,567.5,493,565.5,434.5,633,788,803,651
SMU_997,191.5,309,523.5,480,376,644,364,570,574.5,460.5,450,508.5,605,516,549,900,984.5,977
SMU_998,622,819,1250.5,1098.5,921.5,1858,932,1313.5,1410.5,1118.5,873.5,1147.5,1533.5,1263,1471,1780,2188.5,1934.5
SMU_999,174,187,290.5,144.5,132.5,552.5,166.5,373.5,355,300,321.5,326,254,237,346.5,171.5,256,282.5
SMU_1000,63,65,92,50.5,39.5,144.5,48.5,108.5,102,81,103.5,98,77,71,98.5,54.5,81,85.5
SMU_1001,83,41,109,1304,646,550,1062,442,534,11,12,31,31,59,231,7,9,18
SMU_1002,813,1170,1581,2906,2076,2850,3574,3292,2961,1293,1354,1209,1654,1437,1642,1391,1254,1402
SMU_1003,684,904,1082,1927,1117,1489,2037,1550,1683,881,873,823,1243,950,1073,1118,1088,1065
SMU_1004,1215,1448,1794,1862,1243,2473,1690,2040,2341,1422,1300,1440,1537,1240,1786,3120,2979,2709
SMU_1005,10340,11845,13624,17279,9414,13771,13026,13175,13940,8100,7325,7116,8674,7002,6827,14961,15082,13535
SMU_1006,70.5,64.5,169.5,142.5,104.5,578.5,134.5,293.5,347,98,86,96.5,111,93,217,100,139.5,119.5
SMU_1007,228.5,328.5,586,616.5,390,1554,568,805.5,1152.5,326,329,334.5,441,400,713,406,444.5,470
SMU_1008,315,385.5,481,497.5,355.5,774.5,462,696,732,468,511,525,431,377.5,449,550.5,616.5,492
SMU_1009,314,419.5,688.5,502.5,546,829,552.5,655,704.5,632,693,625,637,564.5,707,811.5,756.5,723.5
SMU_1010,109,102,235,160,119,611,194,369,407,131,198,152,173,190,341,173,201,221
SMU_1011,94.5,95,184,96,77,502.5,157,213,387,111,142,120,131.5,133.5,233.5,194.5,235,193
SMU_1012c,119.5,155,194,159,105,516.5,191,233,410,84,118,117,127.5,111.5,257.5,191.5,217,154
SMU_1013c,252,234,444,265,206,1331,516,466,894,182,221,202,191,252,655,481,530,391
SMU_1014,140,206,208,349,186.5,378.5,148,193,232,85,119.5,144.5,180,141.5,199.5,201.5,171.5,152
SMU_1016,199,197,209,255,170,517.5,206,426,366,197,203,194,176,174.5,248.5,300.5,321.5,235.5
SMU_1017,234,290.5,406.5,208,195,871,234.5,356.5,645,287,337.5,299,267,246.5,455,517,583.5,482.5
SMU_1018,5,13.5,48.5,21,18.5,89,25.5,24.5,86,22,26,26.5,21,19.5,57,37,33.5,46
SMU_1019,59,66.5,108,79,54,128,89,98.5,124,74,82.5,77,113.5,62.5,96.5,152.5,133.5,172.5
SMU_1020,179.5,204,354.5,179.5,212.5,660.5,244,380.5,454.5,250.5,295.5,251.5,229.5,261,356.5,519,487.5,479.5
SMU_1021,417.5,573,788.5,602,343.5,1665,548.5,717,1238.5,482.5,489.5,375,549,516.5,914,1102,1208,1010
SMU_1022,151.5,167.5,254,129,119,423,174,219.5,350.5,138.5,188,163.5,138,133.5,365,418,341.5,335
SMU_1023,487.5,517,726,496.5,377,1616.5,501.5,823.5,1054.5,544.5,629.5,612,578,485.5,881,1084.5,1225.5,1073
SMU_1024c,0,2,26,0,0,53,2,11,40,3,0,1,0,1,26,2,0,2
SMU_1025,27,24,109.5,61,36,357.5,57,119.5,286.5,27,18,44,32.5,42.5,152,25,15.5,21
SMU_1026,29,33,68.5,43,25,295.5,55,100.5,184.5,34,27,33,38.5,45.5,126,17,25.5,21
SMU_1027,120.5,187.5,294.5,273.5,205,515,282.5,481.5,467,324,327.5,343,387,300,394.5,288.5,438,333
