gene,IU1824.1,IU1824.2,IU1824.4,IU9036.1,IU9036.3,IU9036.4
Inter.NC_008533.0.547738.0,19,21,12,26,11,10
Inter.NC_008533.1.1618746.7,0,0,0,0,1,0
Inter.NC_008533.0.860371.0,0,0,1,0,0,0
Inter.NC_008533.0.1750693.68,0,1,0,0,1,0
Inter.NC_008533.0.34462.0,0,1,0,0,0,0
ABJ53899.1,48,42,49,0,0,0
Inter.NC_008533.0.1586901.39,0,0,0,0,1,0
Inter.NC_008533.1.104786.40,0,1,0,1,2,0
Inter.NC_008533.1.564781.200,0,0,0,0,0,1
ABJ54436.1,2,0,0,1,0,2
Inter.NC_008533.1.2033704.17,1,0,0,0,0,3
ABJ54917.1,713,834,907,674,912,659
Inter.NC_008533.0.1084820.22,1,0,0,0,0,0
Inter.NC_008533.0.1994815.36,0,1,1,0,0,0
ABJ55437.1,23,15,28,13,27,21
Inter.NC_008533.1.1158559.16,1,1,0,1,0,0
Inter.NC_008533.1.1047332.14,0,1,0,1,0,0
Inter.NC_008533.1.216709.5,0,1,0,0,0,0
Inter.NC_008533.0.1750693.17,0,1,0,1,1,0
Inter.NC_008533.1.757283.164,1,0,0,0,0,0
Inter.NC_008533.0.1667285.76,1,0,0,0,1,0
Inter.NC_008533.1.949173.286,0,0,1,0,0,1
Inter.NC_008533.0.1850193.165,1,0,2,6,4,2
Inter.NC_008533.0.1850193.173,1,0,0,0,0,0
Inter.NC_008533.1.717143.108,0,1,1,2,0,2
ABJ53959.1,0,0,0,0,0,0
Inter.NC_008533.1.870383.14,1,0,1,0,1,0
Inter.NC_008533.0.1349452.105,0,1,0,4,0,1
ABJ54327.1,155,120,79,91,76,73
Inter.NC_008533.1.247146.97,0,1,0,0,0,0
ABJ54312.1,2,1,0,0,1,1
Inter.NC_008533.1.179084.267,0,0,1,0,2,0
Inter.NC_008533.0.1759651.30,0,0,0,0,0,1
Inter.NC_008533.0.111937.14,3,0,0,0,0,0
ABJ54546.1,1,0,0,2,1,2
ABJ54109.1,66,87,95,84,86,84
Inter.NC_008533.0.800304.1,0,0,0,0,0,0
Inter.NC_008533.0.1813076.17,0,0,0,0,0,1
Inter.NC_008533.1.554771.25,0,0,1,0,0,1
Inter.NC_008533.0.1405462.45,1,0,1,0,0,0
Inter.NC_008533.0.1349452.32,0,0,0,1,0,3
Inter.NC_008533.0.1216026.91,1,0,0,0,1,0
Inter.NC_008533.0.394656.45,0,0,0,1,0,0
ABJ55418.1,30,25,22,33,38,33
Inter.NC_008533.0.68106.0,0,0,0,0,0,0
Inter.NC_008533.0.1558696.17,0,0,0,0,0,1
Inter.NC_008533.1.1654685.11,0,3,0,0,0,1
Inter.NC_008533.1.1183007.10,1,0,0,1,1,0
ABJ53927.1,152,178,140,180,153,105
ABJ54875.1,23,29,30,21,22,19
Inter.NC_008533.0.1376376.91,0,1,0,1,0,0
Inter.NC_008533.1.1542999.0,0,1,1,0,0,1
ABJ54637.1,5,9,6,2,16,2
Inter.NC_008533.1.1369910.5,0,0,0,0,0,1
Inter.NC_008533.1.218389.126,0,0,0,0,1,0
ABJ54333.1,265,319,237,299,252,215
Inter.NC_008533.1.35663.75,0,1,0,0,0,0
Inter.NC_008533.0.1258127.78,0,0,0,1,0,0
Inter.NC_008533.1.1556243.3,0,1,1,0,0,0
Inter.NC_008533.0.1889188.25,0,0,0,0,0,0
Inter.NC_008533.1.1403974.1,17,25,22,22,17,18
Inter.NC_008533.1.1069169.36,0,1,1,0,0,0
Inter.NC_008533.1.343145.66,0,0,0,0,0,1
Inter.NC_008533.1.1695563.1,0,0,0,0,2,0
Inter.NC_008533.1.870383.100,0,0,0,0,1,2
Inter.NC_008533.1.343145.94,0,0,0,0,0,0
Inter.NC_008533.0.1818322.0,0,0,0,0,0,1
Inter.NC_008533.1.916617.21,0,0,0,1,1,0
Inter.NC_008533.0.1405462.66,0,2,0,0,0,0
Inter.NC_008533.0.709494.0,1,1,1,0,0,0
Inter.NC_008533.0.1479761.103,0,0,0,0,0,1
Inter.NC_008533.0.1122434.35,4,4,1,6,2,0
Inter.NC_008533.1.1028489.55,1,0,0,0,0,2
Inter.NC_008533.1.518221.56,0,0,0,0,0,0
Inter.NC_008533.0.1405462.9,0,2,0,0,0,0
Inter.NC_008533.1.1002917.8,0,0,0,0,0,0
Inter.NC_008533.0.1131731.16,0,0,0,0,0,0
Inter.NC_008533.1.343145.20,0,0,1,1,0,0
Inter.NC_008533.0.1586901.90,1,0,0,0,0,0
Inter.NC_008533.0.1415114.184,0,0,1,0,0,0
Inter.NC_008533.0.176004.25,0,1,1,0,0,1
ABJ54336.1,476,491,447,540,492,424
Inter.NC_008533.0.1479761.217,0,1,0,1,0,0
Inter.NC_008533.0.176004.5,0,0,0,0,0,1
Inter.NC_008533.1.310564.263,0,0,0,0,0,0
Inter.NC_008533.0.111937.35,1,0,0,0,0,0
Inter.NC_008533.1.757283.190,1,2,5,2,1,2
Inter.NC_008533.1.949173.222,2,0,0,0,0,0
Inter.NC_008533.1.113089.208,0,0,0,0,0,0
Inter.NC_008533.0.862542.2,70,106,85,78,109,54
Inter.NC_008533.0.610792.0,1,0,0,1,0,1
Inter.NC_008533.0.1439453.72,0,1,1,0,0,0
ABJ54314.1,94,102,82,96,71,56
Inter.NC_008533.0.1447242.58,0,1,1,0,0,0
Inter.NC_008533.1.1432894.0,9,12,16,11,4,9
Inter.NC_008533.0.1936699.68,0,1,0,0,0,0
Inter.NC_008533.1.1739100.90,0,0,0,0,0,0
ABJ53721.1,1,1,1,3,1,3
Inter.NC_008533.0.783561.0,0,1,0,0,0,0
Inter.NC_008533.0.1415114.172,0,0,0,1,0,1
Inter.NC_008533.1.479581.68,0,1,2,0,0,1
Inter.NC_008533.0.1552680.23,1,0,0,0,0,0
Inter.NC_008533.0.1275753.48,0,1,0,0,0,0
Inter.NC_008533.1.700465.125,0,0,1,2,0,1
Inter.NC_008533.1.1550754.9,0,0,0,0,0,1
Inter.NC_008533.1.1899886.6,1,1,1,1,0,0
Inter.NC_008533.0.1479761.127,0,0,0,1,0,1
Inter.NC_008533.0.1504856.223,0,0,0,1,1,0
Inter.NC_008533.1.949173.204,0,0,0,0,0,0
ABJ53669.1,7,6,5,10,18,9
Inter.NC_008533.0.213160.0,1,0,0,0,1,0
Inter.NC_008533.1.343145.31,0,0,0,0,0,0
Inter.NC_008533.1.1999165.0,1,0,0,0,0,1
Inter.NC_008533.1.1183007.7,1,0,0,0,0,1
ABJ54856.1,44,47,39,41,30,32
Inter.NC_008533.0.1084820.181,0,0,0,1,0,0
Inter.NC_008533.1.617124.128,0,0,0,1,0,0
Inter.NC_008533.0.1609823.116,1,0,0,0,0,0
Inter.NC_008533.1.746571.67,1,0,0,0,0,0
Inter.NC_008533.0.1258127.102,0,0,0,0,0,0
Inter.NC_008533.1.137708.58,0,0,0,1,0,0
Inter.NC_008533.0.205012.0,117,179,127,105,115,73
Inter.NC_008533.1.292680.69,0,0,0,0,0,0
Inter.NC_008533.1.541786.117,1,0,0,0,0,0
Inter.NC_008533.1.1329133.16,0,0,0,0,0,0
Inter.NC_008533.1.1935358.4,0,0,0,1,0,0
Inter.NC_008533.0.1548252.29,0,0,0,0,0,0
Inter.NC_008533.0.1376376.73,0,0,0,1,0,4
ABJ53860.1,8,5,9,8,14,11
Inter.NC_008533.0.777841.6,1,2,0,0,1,2
Inter.NC_008533.0.1584888.0,5,1,4,3,2,3
Inter.NC_008533.1.834806.62,0,0,1,0,0,0
Inter.NC_008533.1.0.202,0,0,0,0,0,0
Inter.NC_008533.0.1479761.234,0,0,0,0,0,1
Inter.NC_008533.1.167717.24,0,0,0,2,1,0
Inter.NC_008533.1.639893.16,2,0,0,2,0,0
Inter.NC_008533.0.126429.7,0,0,0,0,0,0
ABJ55190.1,62,77,77,61,46,33
Inter.NC_008533.0.377941.1,1,0,1,2,0,0
Inter.NC_008533.0.379716.11,0,0,0,0,0,0
Inter.NC_008533.1.413745.17,0,0,0,0,1,0
Inter.NC_008533.1.1849206.8,1,0,1,5,1,3
Inter.NC_008533.0.1048680.202,2,2,0,0,0,2
Inter.NC_008533.1.479581.180,0,1,0,0,1,0
Inter.NC_008533.1.2000243.2,5,0,3,4,2,3
Inter.NC_008533.0.768471.10,16,10,13,9,6,6
Inter.NC_008533.0.1850193.48,1,1,0,0,1,0
ABJ55015.1,58,42,47,53,43,52
Inter.NC_008533.1.1178659.4,2,0,0,0,1,0
Inter.NC_008533.1.1773189.1,0,1,2,2,5,2
Inter.NC_008533.1.949173.291,0,0,0,1,0,0
ABJ54542.1,2,4,1,2,2,3
Inter.NC_008533.1.825833.68,1,0,0,0,0,0
Inter.NC_008533.0.1162006.10,1,0,0,0,0,0
Inter.NC_008533.0.70252.0,0,1,0,0,0,1
ABJ55026.1,51,44,28,30,42,28
Inter.NC_008533.0.1084820.15,0,0,0,0,0,0
Inter.NC_008533.1.382966.23,1,0,0,0,1,0
Inter.NC_008533.0.312656.4,0,1,0,1,0,0
Inter.NC_008533.1.733736.1,0,1,0,0,0,1
Inter.NC_008533.0.978706.16,0,2,1,0,0,1
Inter.NC_008533.1.1637761.0,0,0,0,0,0,0
Inter.NC_008533.0.1275753.41,0,2,4,1,3,4
ABJ54611.1,196,191,160,283,205,199
Inter.NC_008533.0.1908891.1,0,1,1,0,0,0
Inter.NC_008533.0.1006474.4,0,1,0,0,0,0
Inter.NC_008533.1.35663.166,0,0,0,0,0,0
ABJ53803.1,47,46,40,48,69,51
ABJ54039.1,33,55,37,32,26,28
ABJ55393.1,166,125,147,207,213,208
ABJ54644.1,117,99,97,72,58,61
Inter.NC_008533.0.1770050.17,0,1,0,0,1,0
Inter.NC_008533.0.687400.1,0,1,1,0,0,0
Inter.NC_008533.0.1633846.35,0,0,0,0,0,0
Inter.NC_008533.1.1992811.13,0,2,0,1,0,0
Inter.NC_008533.1.1286983.9,0,0,0,1,0,0
Inter.NC_008533.1.218389.106,1,0,0,1,0,3
Inter.NC_008533.0.1190379.93,1,1,0,0,0,0
Inter.NC_008533.1.1358278.0,1,0,2,1,2,0
Inter.NC_008533.0.1633846.2,1,0,0,0,0,1
Inter.NC_008533.1.746571.60,0,0,1,0,0,0
Inter.NC_008533.1.1334112.2,0,0,0,1,0,0
Inter.NC_008533.0.340226.19,1,2,0,2,1,3
Inter.NC_008533.0.1216026.21,1,0,0,0,0,0
Inter.NC_008533.1.734195.95,1,0,1,1,0,0
Inter.NC_008533.1.179084.112,0,2,0,0,0,1
Inter.NC_008533.1.137708.32,0,0,1,0,0,0
Inter.NC_008533.1.179084.143,0,0,0,0,0,1
Inter.NC_008533.0.553789.9,1,1,2,1,0,0
Inter.NC_008533.1.887754.117,0,0,0,0,0,0
Inter.NC_008533.0.1994815.12,0,0,1,0,2,2
Inter.NC_008533.1.1789580.3,0,0,0,0,0,0
ABJ53931.1,142,171,142,164,172,136
Inter.NC_008533.0.1790608.143,1,0,1,0,0,0
Inter.NC_008533.0.1397152.41,1,0,0,1,0,0
Inter.NC_008533.0.1258127.121,0,0,0,2,1,1
Inter.NC_008533.0.1479761.171,0,0,0,1,0,0
Inter.NC_008533.0.1376376.96,0,0,0,0,0,0
Inter.NC_008533.0.1667285.94,1,2,0,1,1,1
Inter.NC_008533.1.1873258.1,2,2,3,1,2,4
ABJ54374.1,3,2,3,2,3,3
Inter.NC_008533.1.788482.6,0,2,1,0,0,0
Inter.NC_008533.1.2020120.0,60,50,57,50,80,32
Inter.NC_008533.0.1923507.39,2,0,1,0,0,0
Inter.NC_008533.0.1770050.33,0,1,0,0,1,0
Inter.NC_008533.0.1667285.54,0,0,0,0,0,0
Inter.NC_008533.1.137708.183,1,0,0,0,0,0
Inter.NC_008533.1.65525.7,0,0,0,1,0,0
Inter.NC_008533.1.1333849.1,0,0,0,2,0,0
Inter.NC_008533.0.727105.1,1,6,5,3,2,1
ABJ54307.1,580,557,492,497,406,381
Inter.NC_008533.1.717143.101,0,0,1,0,0,0
Inter.NC_008533.0.698182.0,0,0,0,0,0,0
Inter.NC_008533.1.361081.33,0,0,0,0,0,0
Inter.NC_008533.1.848842.53,0,0,0,0,1,0
Inter.NC_008533.1.265579.9,0,0,0,0,0,1
Inter.NC_008533.1.1015892.76,0,0,0,0,0,0
Inter.NC_008533.1.617124.196,0,0,0,1,0,0
Inter.NC_008533.1.788482.104,0,0,1,0,0,0
ABJ55204.1,56,66,57,54,52,45
Inter.NC_008533.0.164957.9,0,0,1,0,0,1
ABJ54217.1,8,3,8,9,8,8
Inter.NC_008533.0.459448.17,0,0,0,0,1,0
ABJ55309.1,85,99,95,81,81,57
Inter.NC_008533.1.1539375.1,0,0,1,0,0,0
Inter.NC_008533.1.1785338.2,2,1,0,0,2,1
Inter.NC_008533.1.0.280,0,0,0,0,0,0
Inter.NC_008533.0.593876.0,0,0,0,0,0,0
Inter.NC_008533.1.1858522.0,2,6,7,5,1,5
Inter.NC_008533.0.1546768.0,2,1,0,0,3,2
Inter.NC_008533.1.466243.73,0,2,3,0,2,1
Inter.NC_008533.1.588008.5,0,0,1,0,0,0
Inter.NC_008533.1.1151326.0,3,2,3,3,2,3
Inter.NC_008533.0.1405462.51,1,0,0,1,0,1
Inter.NC_008533.1.0.89,0,0,1,0,0,0
Inter.NC_008533.0.1069738.0,5,10,6,8,4,9
Inter.NC_008533.0.74338.3,0,0,0,0,1,0
Inter.NC_008533.1.788482.64,0,0,0,0,0,0
Inter.NC_008533.0.944836.8,0,0,0,0,0,0
Inter.NC_008533.1.588008.163,3,1,2,1,0,3
Inter.NC_008533.0.1818322.40,0,0,0,1,0,0
Inter.NC_008533.1.653374.44,1,0,0,0,2,0
Inter.NC_008533.0.1709836.288,1,0,0,0,0,0
Inter.NC_008533.1.848842.196,2,2,1,2,0,0
Inter.NC_008533.1.179084.176,0,0,0,0,0,0
Inter.NC_008533.1.1795973.6,0,0,1,0,0,0
Inter.NC_008533.1.1930936.18,2,0,2,1,1,5
Inter.NC_008533.0.1216026.157,0,0,0,0,0,0
Inter.NC_008533.0.432882.7,0,0,0,0,0,0
Inter.NC_008533.0.1216026.282,1,1,0,4,1,1
ABJ54895.1,1,2,1,1,0,0
Inter.NC_008533.0.612023.0,0,0,2,0,1,1
ABJ55314.1,23,24,25,21,26,16
ABJ54796.1,78,86,92,86,68,62
Inter.NC_008533.0.1586901.33,0,0,0,0,0,0
Inter.NC_008533.1.218389.31,0,0,0,0,0,0
Inter.NC_008533.0.368757.15,0,0,0,0,0,1
Inter.NC_008533.1.1413968.10,0,2,0,0,1,1
Inter.NC_008533.1.825833.9,1,0,0,0,0,0
Inter.NC_008533.0.1946501.33,2,5,8,5,5,5
Inter.NC_008533.1.435802.65,0,0,1,0,0,0
Inter.NC_008533.0.1106643.15,0,0,0,0,0,1
Inter.NC_008533.0.1349452.179,0,1,0,0,0,0
Inter.NC_008533.0.1994815.139,0,0,0,0,0,0
Inter.NC_008533.0.978706.6,0,0,1,0,0,1
Inter.NC_008533.1.0.152,0,0,0,0,0,1
Inter.NC_008533.0.1258127.40,3,3,0,0,1,1
ABJ55399.1,101,88,82,146,129,97
Inter.NC_008533.0.1084820.199,1,0,0,0,1,0
Inter.NC_008533.0.1216026.194,0,0,0,0,0,1
Inter.NC_008533.0.1790608.137,0,0,0,1,0,2
ABJ53851.1,3,6,2,4,2,2
Inter.NC_008533.1.382966.84,0,0,1,0,0,1
Inter.NC_008533.1.1119069.15,0,0,0,1,0,2
Inter.NC_008533.0.1439453.51,2,1,3,3,0,0
Inter.NC_008533.1.757283.37,0,0,0,0,1,1
Inter.NC_008533.1.1864173.0,1,2,2,3,5,2
Inter.NC_008533.1.1971523.18,0,0,0,0,0,0
Inter.NC_008533.0.616359.3,0,0,0,0,0,0
Inter.NC_008533.1.884155.4,2,0,0,2,1,4
Inter.NC_008533.1.1640619.6,0,1,0,0,1,0
Inter.NC_008533.1.1662045.46,2,0,2,0,1,0
Inter.NC_008533.1.825833.53,0,1,0,0,0,0
Inter.NC_008533.0.101068.23,0,0,0,1,0,1
Inter.NC_008533.1.1662045.15,0,0,0,1,0,0
Inter.NC_008533.0.1818322.47,0,0,0,0,0,1
ABJ55478.1,512,506,509,539,499,442
Inter.NC_008533.0.1633846.53,0,0,0,0,1,0
Inter.NC_008533.0.565076.5,3,4,2,4,4,4
Inter.NC_008533.1.136551.7,0,0,0,0,0,0
Inter.NC_008533.1.479581.11,1,0,0,0,0,1
Inter.NC_008533.0.1986594.53,3,0,1,0,0,3
Inter.NC_008533.0.1258127.109,3,0,0,0,0,1
Inter.NC_008533.0.1586901.50,0,0,0,0,0,0
Inter.NC_008533.1.1935358.12,1,0,1,1,0,1
ABJ54182.1,182,137,362,110,253,265
Inter.NC_008533.0.1678487.87,0,0,1,0,1,0
Inter.NC_008533.1.1739100.40,0,0,0,0,0,0
ABJ54206.1,0,0,0,0,1,0
Inter.NC_008533.0.1349452.95,0,0,0,1,0,0
Inter.NC_008533.0.1275753.20,3,1,0,0,0,1
Inter.NC_008533.1.1374825.0,0,1,0,0,0,0
Inter.NC_008533.1.474332.4,0,0,0,0,0,1
Inter.NC_008533.0.1415114.9,0,0,0,0,0,1
Inter.NC_008533.0.1479761.107,0,0,0,0,1,0
Inter.NC_008533.0.1609823.235,0,1,0,0,0,0
Inter.NC_008533.1.1386633.6,2,0,0,1,2,2
Inter.NC_008533.1.1556243.13,0,0,0,0,0,0
Inter.NC_008533.0.1850193.28,0,0,0,0,0,1
Inter.NC_008533.1.666908.194,0,1,0,0,3,0
Inter.NC_008533.1.137708.12,0,0,0,0,0,0
Inter.NC_008533.0.1609823.37,0,0,0,1,0,0
Inter.NC_008533.1.1249544.4,4,10,8,6,2,3
Inter.NC_008533.1.310564.226,1,0,0,0,1,0
Inter.NC_008533.1.31054.24,1,0,2,1,0,0
Inter.NC_008533.0.164957.8,1,1,0,0,0,0
Inter.NC_008533.1.1376616.6,26,31,16,29,21,22
Inter.NC_008533.0.827669.1,1,4,2,2,1,1
Inter.NC_008533.1.870383.77,1,0,0,1,0,0
Inter.NC_008533.0.889832.0,3,1,5,2,6,4
Inter.NC_008533.0.229772.0,1,0,0,0,0,0
Inter.NC_008533.1.518221.64,1,2,1,2,0,1
Inter.NC_008533.1.65525.27,0,0,1,0,0,0
Inter.NC_008533.0.1678487.168,0,0,0,0,0,0
Inter.NC_008533.0.1162006.78,0,0,0,0,0,0
Inter.NC_008533.1.700465.10,1,0,0,1,0,0
Inter.NC_008533.1.617124.192,1,0,0,0,2,0
Inter.NC_008533.0.1084820.143,0,0,0,1,0,0
Inter.NC_008533.1.734195.73,0,0,1,0,0,0
Inter.NC_008533.0.1609823.226,0,0,0,0,0,0
Inter.NC_008533.1.218389.39,0,0,0,1,1,0
Inter.NC_008533.0.1552680.18,0,0,0,0,1,0
Inter.NC_008533.1.1173639.0,0,1,0,0,1,0
Inter.NC_008533.1.1173639.9,1,0,1,0,0,0
Inter.NC_008533.1.343145.80,0,0,0,0,0,1
ABJ55427.1,2,2,4,4,1,1
Inter.NC_008533.1.218389.5,0,0,0,1,1,0
Inter.NC_008533.1.1809633.9,5,7,2,3,7,5
Inter.NC_008533.1.479581.130,0,0,0,0,0,0
Inter.NC_008533.1.588008.190,1,0,0,0,0,0
Inter.NC_008533.0.140003.11,1,0,1,1,3,3
Inter.NC_008533.0.248466.1,9,8,6,16,9,8
Inter.NC_008533.0.1709836.56,0,0,0,0,0,1
Inter.NC_008533.0.1297119.35,0,0,0,1,1,0
Inter.NC_008533.1.419249.18,3,0,2,4,1,3
Inter.NC_008533.1.1186316.18,0,1,0,1,0,0
Inter.NC_008533.0.1479761.62,3,3,1,4,1,8
ABJ53674.1,12,25,11,22,17,17
Inter.NC_008533.1.994457.42,0,1,0,1,0,2
ABJ55400.1,84,94,90,81,62,72
Inter.NC_008533.1.31054.22,0,1,0,1,0,2
Inter.NC_008533.0.1972472.30,0,0,0,0,0,1
Inter.NC_008533.1.564781.45,1,0,0,1,0,2
ABJ54963.1,25,20,15,10,13,7
ABJ54203.1,0,0,0,0,2,0
Inter.NC_008533.1.1169744.20,11,4,2,6,1,3
Inter.NC_008533.1.1878979.6,0,1,1,0,1,1
Inter.NC_008533.0.92665.0,1,0,3,2,0,2
Inter.NC_008533.0.1415114.86,2,0,0,0,0,3
Inter.NC_008533.1.1768734.10,1,0,2,1,0,0
ABJ54949.1,38,50,38,35,40,40
Inter.NC_008533.0.410381.4,2,2,0,1,2,1
Inter.NC_008533.0.502708.0,0,2,2,0,1,0
Inter.NC_008533.1.870383.51,0,0,0,0,0,0
ABJ55184.1,143,137,124,175,155,152
Inter.NC_008533.0.1585732.0,14,13,6,9,10,13
Inter.NC_008533.1.870383.58,1,0,0,0,0,0
Inter.NC_008533.1.1025690.4,1,2,1,1,0,1
Inter.NC_008533.1.218389.135,0,0,0,1,0,1
Inter.NC_008533.0.1048680.97,0,0,0,0,0,2
Inter.NC_008533.1.1462368.0,0,1,0,0,0,0
Inter.NC_008533.1.86974.54,2,0,1,0,0,0
rna61,40,31,46,49,34,34
Inter.NC_008533.1.994457.37,0,0,0,0,1,0
Inter.NC_008533.0.479384.32,1,0,0,0,0,0
Inter.NC_008533.0.134257.22,0,1,0,0,1,2
ABJ55458.1,139,157,182,157,149,120
ABJ53971.1,2,2,0,1,2,1
Inter.NC_008533.0.1258127.157,1,4,1,2,2,1
Inter.NC_008533.1.916617.88,0,0,0,0,1,0
Inter.NC_008533.0.1709836.18,0,0,0,0,1,0
Inter.NC_008533.0.331236.0,1,0,0,1,1,0
ABJ53970.1,1170,1172,1049,1118,997,901
Inter.NC_008533.1.435802.91,0,0,0,0,0,1
Inter.NC_008533.0.368757.8,0,0,1,0,0,1
Inter.NC_008533.0.1558696.120,0,0,0,0,1,0
Inter.NC_008533.1.1472689.14,4,2,5,5,4,4
ABJ55413.1,1370,1520,1444,1075,1165,822
Inter.NC_008533.0.1678487.85,0,0,0,0,0,0
Inter.NC_008533.1.1329133.6,0,1,0,0,0,0
ABJ55117.1,165,165,166,165,149,153
Inter.NC_008533.0.1474313.10,0,0,0,0,1,0
Inter.NC_008533.0.159530.7,0,0,0,1,0,1
Inter.NC_008533.1.834806.56,0,0,1,0,0,0
Inter.NC_008533.0.101068.17,1,0,0,1,0,0
ABJ55426.1,25,14,20,24,19,27
Inter.NC_008533.1.1673680.0,56,49,39,30,31,35
Inter.NC_008533.1.1466093.16,3,5,2,1,2,0
Inter.NC_008533.0.1678487.70,0,0,0,1,0,1
Inter.NC_008533.1.949173.240,0,0,0,2,0,1
Inter.NC_008533.1.265579.11,0,0,0,0,1,0
ABJ54689.1,55,63,45,59,46,41
Inter.NC_008533.1.0.132,0,0,0,0,0,0
Inter.NC_008533.1.435802.76,1,0,0,0,0,0
Inter.NC_008533.1.639893.23,1,0,0,0,0,0
Inter.NC_008533.1.834806.69,0,0,0,0,0,0
Inter.NC_008533.0.1176081.14,0,1,0,0,0,0
Inter.NC_008533.0.1994815.155,0,0,0,0,0,0
Inter.NC_008533.0.1258127.48,0,1,0,0,0,0
Inter.NC_008533.1.179084.249,1,0,1,0,0,0
Inter.NC_008533.1.1976617.0,0,1,1,0,0,1
ABJ53892.1,2,1,2,6,4,5
Inter.NC_008533.1.887754.25,0,0,0,1,0,0
Inter.NC_008533.0.1790608.53,0,0,0,0,0,1
Inter.NC_008533.1.0.234,1,0,0,0,0,1
ABJ54495.1,28,46,43,32,29,21
Inter.NC_008533.0.1176081.3,0,0,0,0,0,0
Inter.NC_008533.0.476177.3,0,1,0,2,0,1
ABJ54045.1,181,151,124,133,161,127
Inter.NC_008533.0.1667285.92,0,0,0,0,1,0
Inter.NC_008533.1.700465.42,0,0,1,0,0,0
ABJ54178.1,1,1,3,2,4,4
Inter.NC_008533.1.1728831.1,1,0,0,2,1,0
Inter.NC_008533.0.914878.13,0,0,0,0,1,0
Inter.NC_008533.1.1739100.47,0,1,0,0,2,0
Inter.NC_008533.0.1131731.28,1,1,1,1,0,0
Inter.NC_008533.1.1930936.8,0,0,0,0,0,0
Inter.NC_008533.1.1329133.36,0,0,0,1,0,0
Inter.NC_008533.1.399679.97,0,0,0,0,0,1
Inter.NC_008533.1.479581.112,1,0,0,0,0,0
Inter.NC_008533.1.2033704.50,1,0,0,0,0,0
ABJ54228.1,147,114,124,142,104,120
Inter.NC_008533.0.1415114.108,2,1,0,0,0,0
Inter.NC_008533.1.1466093.35,0,0,0,0,0,0
Inter.NC_008533.0.1709836.19,1,0,0,0,0,0
Inter.NC_008533.0.1504856.164,0,0,0,2,0,0
Inter.NC_008533.1.113089.191,1,0,0,2,4,1
Inter.NC_008533.0.288390.7,0,0,0,1,0,0
Inter.NC_008533.0.340226.27,0,0,0,0,0,0
Inter.NC_008533.1.1434319.57,0,0,1,0,1,0
Inter.NC_008533.1.825833.34,1,0,2,1,1,1
Inter.NC_008533.1.1525469.0,1,0,0,0,0,0
ABJ55385.1,5,5,4,7,6,3
Inter.NC_008533.1.554771.17,1,1,1,5,0,1
Inter.NC_008533.0.1932836.6,0,0,0,0,0,0
Inter.NC_008533.1.361081.66,0,0,0,0,1,0
Inter.NC_008533.0.194666.0,1,0,0,0,0,0
Inter.NC_008533.0.1540553.41,2,3,3,3,1,3
Inter.NC_008533.0.1813076.10,0,0,0,0,0,0
Inter.NC_008533.0.1415114.52,0,1,0,0,0,1
Inter.NC_008533.0.1977181.43,0,1,0,0,0,0
Inter.NC_008533.0.1479761.157,2,1,0,0,3,0
Inter.NC_008533.0.368757.28,0,0,0,1,0,0
Inter.NC_008533.0.1415114.25,0,0,1,0,0,1
Inter.NC_008533.1.382966.90,0,0,0,2,1,0
Inter.NC_008533.1.717143.77,0,1,0,0,0,0
Inter.NC_008533.0.1246329.58,0,1,0,0,0,0
ABJ54778.1,3,3,4,4,4,0
Inter.NC_008533.1.717143.83,1,0,0,0,0,0
Inter.NC_008533.0.1302540.4,0,1,1,0,0,0
Inter.NC_008533.1.419249.10,1,0,0,0,0,0
Inter.NC_008533.1.382966.73,1,1,0,0,1,1
ABJ54927.1,29,36,33,46,52,46
ABJ54234.1,17,25,22,23,20,12
ABJ53731.1,2,2,0,5,3,1
Inter.NC_008533.1.1791870.0,1,1,1,0,1,0
Inter.NC_008533.1.1231002.2,1,0,0,0,0,0
Inter.NC_008533.0.1106643.96,0,0,0,1,0,0
Inter.NC_008533.0.908220.9,0,0,1,0,0,0
Inter.NC_008533.0.1415114.21,0,0,0,0,0,0
Inter.NC_008533.1.554771.90,0,0,0,0,0,0
Inter.NC_008533.1.1595861.1,0,0,0,0,0,0
Inter.NC_008533.1.609796.43,1,2,0,2,0,0
Inter.NC_008533.1.1434319.50,0,0,0,0,0,1
Inter.NC_008533.1.1028489.104,1,0,0,0,0,1
Inter.NC_008533.0.305545.5,1,5,1,2,2,0
Inter.NC_008533.0.473290.6,1,0,0,0,1,0
Inter.NC_008533.0.1850193.0,0,0,0,0,2,2
Inter.NC_008533.1.113089.176,0,0,0,0,0,0
Inter.NC_008533.1.870383.70,0,0,0,0,1,0
Inter.NC_008533.0.170022.16,0,0,0,0,0,0
Inter.NC_008533.0.1678487.55,0,0,0,0,0,0
Inter.NC_008533.0.1162006.62,0,0,0,0,0,0
Inter.NC_008533.1.35663.34,0,0,0,0,1,0
Inter.NC_008533.0.394656.39,1,0,0,0,0,1
Inter.NC_008533.1.292680.68,1,0,0,0,1,0
Inter.NC_008533.1.265579.35,0,0,0,0,0,0
Inter.NC_008533.0.471412.4,0,1,2,3,0,1
Inter.NC_008533.1.265579.30,1,0,0,0,0,0
ABJ54889.1,3,1,1,0,2,1
Inter.NC_008533.1.887754.202,0,0,1,0,0,0
Inter.NC_008533.0.855172.9,5,3,3,3,2,1
