gene,IU1824.1,IU1824.2,IU1824.4,IU9036.1,IU9036.3,IU9036.4
Inter.NC_008533.0.1790608.15,0,0,0,0,0,0
Inter.NC_008533.1.617124.58,0,1,0,0,0,0
Inter.NC_008533.1.848842.155,2,0,1,1,0,1
ABJ55252.1,6,1,4,3,4,3
Inter.NC_008533.1.505160.104,1,0,1,0,2,0
ABJ54288.1,1,0,0,0,0,2
Inter.NC_008533.0.356986.0,4,4,1,2,1,3
Inter.NC_008533.1.1822179.0,1,1,0,0,0,1
ABJ54736.1,49,67,52,47,51,37
Inter.NC_008533.1.371171.0,0,5,1,1,5,1
Inter.NC_008533.0.1084820.21,1,0,0,0,0,0
Inter.NC_008533.1.372903.20,0,0,0,2,0,0
Inter.NC_008533.1.179084.220,2,2,2,5,0,5
Inter.NC_008533.0.553789.3,1,2,1,2,2,0
Inter.NC_008533.1.757283.196,0,0,1,0,0,1
Inter.NC_008533.0.73931.1,2,0,0,2,0,0
ABJ54978.1,12,16,26,19,16,15
Inter.NC_008533.1.1975106.0,0,0,0,0,1,0
Inter.NC_008533.0.28357.0,2,0,0,0,1,0
Inter.NC_008533.0.636860.7,0,0,0,0,0,0
Inter.NC_008533.0.1504856.221,1,0,0,0,1,1
Inter.NC_008533.0.205012.1,26,27,24,15,20,17
Inter.NC_008533.1.479581.9,2,1,0,0,0,0
Inter.NC_008533.0.1540553.6,0,0,2,0,1,0
Inter.NC_008533.0.1818322.287,0,0,0,0,1,2
Inter.NC_008533.0.1405462.41,0,0,0,1,1,0
Inter.NC_008533.0.1376376.29,0,2,0,0,1,0
Inter.NC_008533.0.1479761.235,0,1,0,0,0,0
Inter.NC_008533.0.1586901.34,0,0,0,1,0,0
ABJ55025.1,20,20,15,17,27,24
Inter.NC_008533.0.1131731.8,2,1,0,0,0,0
Inter.NC_008533.0.176004.26,1,0,0,1,0,0
Inter.NC_008533.0.411331.23,0,1,0,0,0,0
Inter.NC_008533.0.512526.5,3,3,2,7,4,2
Inter.NC_008533.0.1216026.184,0,0,0,0,0,1
Inter.NC_008533.1.1271305.0,0,0,2,1,4,1
Inter.NC_008533.0.408487.2,1,1,2,3,4,4
Inter.NC_005022.0.0.4,0,0,0,1,2,0
Inter.NC_008533.0.1405462.48,1,0,0,0,1,0
Inter.NC_008533.1.781756.41,0,0,0,0,0,0
Inter.NC_008533.0.1122434.36,1,1,0,0,1,0
Inter.NC_008533.1.870383.4,0,0,0,1,0,0
Inter.NC_008533.0.1678487.110,1,0,0,0,1,0
Inter.NC_008533.1.137708.52,0,0,0,0,0,1
Inter.NC_008533.0.1131731.32,0,0,0,0,0,0
Inter.NC_008533.1.1158559.14,1,0,0,0,1,1
Inter.NC_008533.1.1844682.1,0,0,1,1,1,1
Inter.NC_008533.1.781756.56,0,0,0,1,0,0
Inter.NC_008533.0.895562.2,0,0,0,0,0,0
Inter.NC_008533.1.1662045.34,0,1,0,0,0,0
Inter.NC_008533.1.35663.241,0,0,0,0,0,0
Inter.NC_008533.0.231089.9,2,1,0,0,2,0
Inter.NC_008533.1.343145.100,0,0,1,0,0,0
Inter.NC_008533.0.1315297.29,0,0,0,0,0,1
Inter.NC_008533.0.1850193.47,1,0,2,0,0,1
Inter.NC_008533.0.557592.0,10,3,10,5,6,4
Inter.NC_008533.1.419249.0,0,2,2,0,3,2
Inter.NC_008533.1.343145.99,0,0,0,0,0,0
Inter.NC_008533.1.466243.46,0,0,0,2,0,1
Inter.NC_008533.0.1258127.124,0,0,0,0,0,0
Inter.NC_008533.0.1331536.53,1,0,0,0,0,0
Inter.NC_008533.0.1504856.1,0,1,0,0,0,1
Inter.NC_008533.0.989688.16,0,0,0,0,0,0
Inter.NC_008533.1.757283.36,0,0,1,0,0,0
Inter.NC_008533.1.1935358.13,0,0,0,1,0,0
Inter.NC_008533.1.1948220.35,0,0,1,0,0,1
Inter.NC_008533.1.1887252.2,1,0,0,1,0,0
Inter.NC_008533.0.299964.7,0,0,0,0,0,1
Inter.NC_008533.0.410381.5,1,1,0,0,0,0
Inter.NC_008533.1.1512092.1,0,0,0,0,1,1
Inter.NC_008533.1.1000029.15,3,1,0,1,3,3
Inter.NC_008533.0.1889188.52,0,0,0,0,1,1
ABJ54623.1,4,6,4,7,6,0
Inter.NC_008533.1.834806.20,0,1,0,0,0,0
Inter.NC_008533.0.1633846.54,0,1,0,1,2,1
Inter.NC_008533.1.1082693.3,2,1,1,0,1,0
Inter.NC_008533.0.1586901.91,0,0,0,0,0,0
ABJ55202.1,189,246,195,243,202,196
Inter.NC_008533.1.666908.240,0,0,1,0,1,0
ABJ55207.1,564,537,359,617,456,426
Inter.NC_008533.1.588008.156,0,0,1,1,1,3
Inter.NC_008533.0.1415114.1,0,0,1,0,0,0
Inter.NC_008533.1.247146.122,1,0,1,0,1,0
Inter.NC_008533.0.1106643.26,0,0,0,0,1,0
Inter.NC_008533.1.1361550.0,0,0,0,0,0,0
ABJ54870.1,5,5,2,8,6,11
Inter.NC_008533.0.330319.0,1,0,0,1,0,0
Inter.NC_008533.0.1818322.217,0,0,0,0,1,0
Inter.NC_008533.0.2016651.111,2,1,0,2,1,0
ABJ54718.1,98,106,118,122,92,95
Inter.NC_008533.0.1977181.58,0,0,0,0,1,0
Inter.NC_008533.0.1180854.11,0,0,0,0,1,0
Inter.NC_008533.1.1201725.2,2,1,2,3,2,5
Inter.NC_008533.0.1994815.55,0,0,0,0,1,0
Inter.NC_008533.0.379716.6,0,2,0,1,3,1
Inter.NC_008533.0.1770050.141,0,0,0,0,0,0
Inter.NC_008533.1.564781.46,2,0,0,0,0,0
Inter.NC_008533.0.1558696.178,0,0,0,0,1,0
Inter.NC_008533.0.1216026.97,0,0,0,0,0,0
Inter.NC_008533.1.1582555.11,0,0,3,0,0,0
Inter.NC_008533.0.1464276.10,0,1,0,0,0,0
Inter.NC_008533.0.984424.0,3,0,0,6,4,5
Inter.NC_008533.0.1131731.67,0,0,0,0,0,0
Inter.NC_008533.1.757283.84,1,0,0,1,0,0
Inter.NC_008533.1.1423515.0,25,29,27,26,27,17
Inter.NC_008533.0.1106643.35,0,0,0,1,0,0
Inter.NC_008533.1.757283.112,1,0,0,0,0,0
Inter.NC_008533.1.949173.301,0,0,0,0,0,0
Inter.NC_008533.0.1405462.35,0,0,0,0,0,1
Inter.NC_008533.0.93647.9,3,1,0,1,0,0
Inter.NC_008533.0.1888267.0,0,1,0,2,0,0
Inter.NC_008533.1.1907070.2,1,1,1,2,2,2
Inter.NC_008533.0.243276.3,0,0,0,0,0,1
Inter.NC_008533.0.206920.1,0,1,1,0,3,0
Inter.NC_008533.0.20118.0,1,0,0,0,1,0
Inter.NC_008533.1.666908.1,0,0,1,1,0,1
Inter.NC_008533.1.35663.63,0,0,0,0,0,0
Inter.NC_008533.1.505160.117,0,1,0,0,0,0
Inter.NC_008533.1.179084.317,0,0,0,0,0,0
Inter.NC_008533.1.639893.83,0,0,0,1,0,0
Inter.NC_008533.1.1025690.3,0,0,0,1,1,0
ABJ55267.1,1,1,0,2,1,0
Inter.NC_008533.0.132334.0,2,0,1,1,0,0
Inter.NC_008533.1.1971523.5,1,0,0,0,0,0
ABJ54791.1,0,0,0,0,1,0
Inter.NC_008533.0.1850193.191,2,1,0,1,1,0
Inter.NC_008533.0.331236.1,1,1,0,0,1,0
Inter.NC_008533.1.1702916.0,5,3,1,3,4,2
Inter.NC_008533.1.372903.5,0,0,0,0,0,1
Inter.NC_008533.0.877780.0,2,0,2,3,0,0
Inter.NC_008533.0.14899.0,16,24,18,16,19,24
Inter.NC_008533.0.134257.19,1,0,0,0,0,0
Inter.NC_008533.1.1596265.5,0,0,0,0,1,0
Inter.NC_008533.1.1739100.101,1,0,1,1,0,0
Inter.NC_008533.0.1438049.0,1,1,0,0,0,0
Inter.NC_008533.1.1546263.12,5,6,1,2,2,2
Inter.NC_008533.0.1850193.152,0,1,1,0,0,0
Inter.NC_008533.0.1216026.271,1,3,1,2,0,1
ABJ54115.1,341,310,239,413,317,303
Inter.NC_008533.1.700465.75,0,0,0,0,0,0
Inter.NC_008533.0.1653712.29,2,1,2,3,1,2
Inter.NC_008533.1.994457.43,0,1,0,0,0,1
Inter.NC_008533.1.1369910.2,0,1,0,0,0,0
Inter.NC_008533.1.272147.2,1,0,0,0,1,0
Inter.NC_008533.0.1709836.230,1,0,2,1,0,0
Inter.NC_008533.0.39873.5,2,2,1,1,0,0
Inter.NC_008533.1.173760.1,8,7,6,6,6,1
Inter.NC_008533.1.870383.24,0,0,0,1,0,0
Inter.NC_008533.1.310564.26,2,6,3,5,4,6
Inter.NC_008533.1.609796.22,0,0,0,0,0,0
ABJ54069.1,20,16,5,24,15,15
Inter.NC_008533.0.118109.13,2,0,0,1,3,2
Inter.NC_008533.0.1309679.32,0,0,0,0,0,0
ABJ54659.1,239,248,238,241,200,196
Inter.NC_008533.1.435802.64,0,0,1,0,0,0
Inter.NC_008533.1.1398174.0,1,1,4,1,2,2
Inter.NC_008533.1.911664.6,1,0,0,0,0,0
Inter.NC_008533.1.564781.139,0,0,0,1,0,0
Inter.NC_008533.1.361081.35,0,0,0,0,1,0
Inter.NC_008533.0.1321450.66,0,0,0,1,0,0
Inter.NC_008533.1.0.125,0,0,0,0,0,0
Inter.NC_008533.1.1167822.0,0,3,1,0,1,0
Inter.NC_008533.1.1434319.45,0,0,0,0,0,0
Inter.NC_008533.1.700465.153,1,1,0,1,1,0
Inter.NC_008533.0.1190379.241,0,0,0,0,1,0
Inter.NC_008533.1.1618623.0,1,0,0,0,0,0
Inter.NC_008533.1.2033704.6,0,1,0,0,0,0
Inter.NC_008533.1.1466093.8,2,7,0,0,1,0
Inter.NC_008533.1.1458160.31,0,0,0,0,1,0
Inter.NC_008533.1.1434319.17,0,1,0,0,0,1
ABJ55205.1,76,72,83,120,88,102
Inter.NC_008533.1.1737854.0,1,0,1,0,1,0
Inter.NC_008533.0.1047026.5,0,0,0,0,1,0
Inter.NC_008533.0.1850193.35,0,0,1,1,0,0
Inter.NC_008533.0.270320.0,4,2,4,5,9,5
Inter.NC_008533.0.1977181.14,2,0,0,0,1,0
Inter.NC_008533.1.1125987.0,0,0,1,0,0,1
Inter.NC_008533.1.382966.39,2,0,0,1,1,1
Inter.NC_008533.1.666908.177,0,0,0,1,0,0
Inter.NC_008533.1.97961.16,1,2,0,3,0,2
Inter.NC_008533.1.179084.37,0,0,0,0,0,1
Inter.NC_008533.1.35663.187,0,0,0,1,0,0
Inter.NC_008533.0.1633846.3,0,0,0,1,1,1
Inter.NC_008533.1.1329133.37,2,1,3,2,0,0
Inter.NC_008533.1.247146.17,4,2,1,2,3,1
Inter.NC_008533.1.870383.3,1,0,0,0,0,0
ABJ53709.1,4,4,2,6,4,2
Inter.NC_008533.1.1588714.1,5,4,4,5,0,5
Inter.NC_008533.1.1255109.0,1,0,1,0,0,0
Inter.NC_008533.1.1376616.7,1,3,2,3,2,1
Inter.NC_008533.1.1395452.1,0,0,0,0,0,0
Inter.NC_008533.1.2029371.15,1,0,0,0,0,0
ABJ54190.1,18,26,29,19,36,18
Inter.NC_008533.0.1479761.173,0,0,0,1,0,0
Inter.NC_008533.1.916617.316,0,0,0,1,1,0
Inter.NC_008533.1.382966.8,1,1,0,0,0,1
Inter.NC_008533.0.1818322.163,0,1,1,0,0,0
Inter.NC_008533.1.788482.5,1,0,1,0,0,0
Inter.NC_008533.0.1709836.215,1,4,0,4,2,3
Inter.NC_008533.1.617124.141,0,1,0,0,0,0
Inter.NC_008533.1.479581.29,0,0,1,1,0,0
Inter.NC_008533.1.1582555.29,0,1,0,0,0,0
Inter.NC_008533.1.1791870.1,0,1,1,0,0,0
Inter.NC_008533.1.639893.48,0,0,1,0,0,0
Inter.NC_008533.0.210876.2,6,1,8,4,2,6
ABJ55454.1,25,20,18,24,15,14
Inter.NC_008533.1.518221.63,1,1,0,0,0,0
Inter.NC_008533.0.1902224.20,0,0,1,1,3,1
rna47,0,6,5,4,2,6
Inter.NC_008533.0.1994815.61,0,0,1,1,1,1
Inter.NC_008533.1.916617.182,0,0,0,0,0,0
Inter.NC_008533.0.170022.7,0,0,1,0,0,0
ABJ54077.1,168,180,163,209,142,162
Inter.NC_008533.1.834806.16,0,0,1,1,0,0
Inter.NC_008533.1.1878979.73,1,0,0,0,0,1
Inter.NC_008533.0.730753.17,0,3,1,0,1,1
Inter.NC_008533.0.1977181.26,0,0,0,0,0,1
Inter.NC_008533.1.588008.164,3,0,1,1,2,1
Inter.NC_008533.1.435802.67,0,0,0,0,0,0
ABJ55376.1,697,720,666,516,617,546
Inter.NC_008533.0.368757.26,1,0,0,0,0,0
Inter.NC_008533.1.218389.141,0,0,1,0,0,0
Inter.NC_008533.0.943652.0,5,0,2,0,0,1
Inter.NC_008533.0.70252.1,0,0,0,0,0,0
Inter.NC_008533.0.1955473.0,0,0,0,0,1,0
Inter.NC_008533.0.1977181.42,0,0,0,0,0,0
Inter.NC_008533.1.1228060.0,0,0,0,0,0,0
Inter.NC_008533.1.949173.290,1,0,0,0,0,0
Inter.NC_008533.0.893895.3,4,2,0,6,3,1
Inter.NC_008533.0.1275753.9,1,0,0,0,0,1
Inter.NC_008533.0.1479761.6,0,0,0,0,0,0
Inter.NC_008533.1.261332.0,54,41,41,20,30,27
Inter.NC_008533.1.382966.71,0,0,0,1,0,1
Inter.NC_008533.0.1759651.7,0,0,0,0,1,0
Inter.NC_008533.0.883695.22,0,1,0,0,0,0
Inter.NC_008533.0.340226.4,2,2,0,0,1,1
Inter.NC_008533.1.663497.6,1,0,0,0,1,0
Inter.NC_008533.1.1595861.0,0,0,1,0,2,0
ABJ53712.1,13,20,20,17,26,16
Inter.NC_008533.1.1458160.9,0,1,0,0,0,0
Inter.NC_008533.1.554771.26,0,1,0,0,0,0
Inter.NC_008533.0.1349452.138,1,0,0,0,1,1
Inter.NC_008533.0.576383.2,0,0,1,0,0,0
Inter.NC_008533.0.890867.0,23,21,25,23,24,25
Inter.NC_008533.0.1759651.24,0,1,0,2,0,1
Inter.NC_008533.1.1183007.11,4,5,1,2,4,3
Inter.NC_008533.0.2016651.8,1,0,0,1,0,0
ABJ53673.1,0,0,0,2,1,1
Inter.NC_008533.1.916617.181,0,0,0,0,0,0
Inter.NC_008533.1.113089.209,1,0,0,0,0,0
ABJ53748.1,157,156,129,168,158,129
Inter.NC_008533.0.1106643.93,0,0,0,0,0,0
Inter.NC_008533.1.1183007.8,0,1,1,1,0,1
Inter.NC_008533.0.1548252.32,0,0,0,0,0,0
Inter.NC_008533.0.1667285.101,0,0,0,0,1,0
Inter.NC_008533.1.479581.20,1,0,2,0,0,0
Inter.NC_008533.0.2016651.1,0,0,0,0,0,0
Inter.NC_008533.0.1871234.13,0,0,0,0,0,0
Inter.NC_008533.1.0.18,0,0,0,0,0,0
Inter.NC_008533.0.1349452.201,1,0,1,0,0,0
Inter.NC_008533.1.0.66,0,0,0,1,0,0
Inter.NC_008533.1.1005112.72,0,1,0,0,0,0
ABJ54084.1,439,470,349,458,469,383
Inter.NC_008533.1.218389.90,0,0,0,0,1,1
Inter.NC_008533.1.435802.29,1,0,0,0,0,0
Inter.NC_008533.0.1558696.31,1,0,0,0,0,0
Inter.NC_008533.1.1550754.13,0,0,0,0,0,2
Inter.NC_008533.1.1765067.0,1,1,0,0,0,0
Inter.NC_008533.1.666908.48,1,0,0,0,0,0
Inter.NC_008533.0.1349452.244,1,0,0,0,0,0
Inter.NC_008533.0.855172.8,12,17,12,9,3,3
ABJ55242.1,272,266,233,316,284,241
Inter.NC_008533.0.22405.2,2,0,0,2,0,2
Inter.NC_008533.0.1902224.29,0,0,0,3,1,0
Inter.NC_008533.0.2016651.96,1,2,1,1,0,0
Inter.NC_008533.1.97961.4,0,2,0,1,0,0
Inter.NC_008533.0.1048680.29,0,0,0,0,0,0
Inter.NC_008533.1.1290858.2,0,0,0,0,0,0
Inter.NC_008533.0.1216026.260,0,1,1,0,0,1
Inter.NC_008533.1.247146.10,1,1,1,0,0,1
Inter.NC_008533.1.86974.61,1,0,0,1,0,0
ABJ55009.1,634,720,706,644,796,563
Inter.NC_008533.1.1698860.0,3,3,3,3,7,2
Inter.NC_008533.0.440220.0,0,2,1,1,2,0
Inter.NC_008533.0.308207.20,2,1,0,0,0,0
Inter.NC_008533.0.271731.1,2,0,1,1,1,0
ABJ54071.1,87,81,56,101,90,58
Inter.NC_008533.1.1640619.32,2,1,1,2,0,0
Inter.NC_008533.1.834806.57,0,0,0,1,0,0
Inter.NC_008533.1.588008.110,1,0,0,1,0,1
Inter.NC_008533.1.425822.27,1,0,0,0,0,0
Inter.NC_008533.0.1162006.0,0,0,1,0,0,0
Inter.NC_008533.1.887754.141,0,0,0,0,0,0
Inter.NC_008533.1.1596265.13,1,1,2,0,1,1
Inter.NC_008533.0.1900853.0,0,0,0,1,0,1
Inter.NC_008533.0.243276.36,0,0,0,0,0,0
ABJ54175.1,207,166,161,185,172,176
Inter.NC_008533.0.1439453.59,1,0,0,1,0,0
Inter.NC_008533.1.343145.105,0,0,0,1,0,0
Inter.NC_008533.1.1948220.18,0,0,0,0,0,2
Inter.NC_008533.0.1176081.13,0,0,0,0,0,0
Inter.NC_008533.0.1479761.10,0,1,0,0,1,1
Inter.NC_008533.1.0.131,0,0,0,0,1,0
Inter.NC_008533.1.343145.127,0,0,0,1,0,0
Inter.NC_008533.0.910732.3,0,0,0,0,0,1
Inter.NC_008533.1.1069169.7,0,0,0,0,0,0
ABJ54639.1,745,641,575,571,513,457
Inter.NC_008533.0.883695.10,0,1,1,0,0,0
rna60,4,6,4,3,2,7
Inter.NC_008533.1.0.74,0,0,0,1,0,0
Inter.NC_008533.0.1977181.8,0,0,0,0,1,0
Inter.NC_008533.0.1818322.306,0,0,1,1,0,0
Inter.NC_008533.1.653374.22,0,0,0,2,1,0
Inter.NC_008533.1.1235149.0,4,0,0,2,2,1
Inter.NC_008533.1.949173.293,1,1,0,0,2,1
Inter.NC_008533.0.985300.3,1,0,0,1,0,0
Inter.NC_008533.1.588008.106,0,0,1,0,0,0
Inter.NC_008533.1.1572048.1,1,0,0,0,0,0
Inter.NC_008533.0.1376376.34,0,1,2,1,0,0
Inter.NC_008533.1.746571.43,0,0,0,0,0,0
Inter.NC_008533.0.641872.4,0,3,1,0,0,0
Inter.NC_008533.1.1935358.6,0,0,0,0,0,0
Inter.NC_008533.1.1466093.23,7,5,5,5,3,3
Inter.NC_008533.1.757283.186,0,2,1,1,1,4
Inter.NC_008533.1.1736189.0,3,1,1,1,1,0
Inter.NC_008533.1.639893.18,1,0,0,0,0,0
ABJ53615.1,25,22,23,23,31,25
Inter.NC_008533.0.1750693.88,0,0,0,0,0,0
Inter.NC_008533.0.1349452.96,0,0,1,0,0,0
ABJ54616.1,4,2,4,4,4,5
Inter.NC_008533.0.1162006.49,1,2,0,0,0,1
Inter.NC_008533.1.1028489.70,0,0,1,1,0,1
ABJ54107.1,6,1,3,5,3,2
Inter.NC_008533.0.1216026.100,0,0,0,0,0,1
Inter.NC_008533.1.617124.82,0,0,0,0,0,1
Inter.NC_008533.0.503794.34,0,1,0,0,0,0
Inter.NC_008533.1.1092841.0,1,0,0,0,1,1
Inter.NC_008533.1.399679.27,0,2,1,2,2,0
Inter.NC_008533.1.1677592.10,1,0,0,0,0,0
Inter.NC_008533.1.803179.48,1,0,1,4,3,0
Inter.NC_008533.0.1376376.38,1,0,0,0,0,0
Inter.NC_008533.1.179084.193,3,1,1,0,2,0
Inter.NC_008533.1.588008.105,3,0,0,0,0,0
Inter.NC_008533.0.677692.0,0,0,0,2,2,0
Inter.NC_008533.0.698182.3,9,4,4,2,2,7
Inter.NC_008533.0.1084820.136,0,0,0,0,2,0
Inter.NC_008533.1.1278696.2,1,0,3,2,2,1
Inter.NC_008533.1.1640619.10,0,1,0,0,3,0
Inter.NC_008533.1.639893.110,0,0,0,1,0,0
Inter.NC_008533.0.1246329.18,0,0,2,1,0,0
Inter.NC_008533.0.1122434.16,1,2,0,0,0,2
Inter.NC_008533.0.1504856.317,0,0,0,0,0,0
Inter.NC_008533.0.1349452.1,5,4,1,5,2,2
Inter.NC_008533.1.1948220.11,0,0,0,0,0,1
ABJ54721.1,188,154,106,125,100,102
Inter.NC_008533.1.1787094.1,0,0,1,0,0,0
Inter.NC_008533.1.479581.30,0,0,0,0,0,0
Inter.NC_008533.0.394656.24,0,1,0,0,0,2
ABJ53936.1,759,611,549,578,532,605
Inter.NC_008533.0.1309679.28,0,0,0,1,0,0
ABJ54400.1,29,24,13,21,18,16
ABJ54177.1,84,62,70,52,57,67
Inter.NC_008533.0.1790608.33,0,0,1,0,0,0
Inter.NC_008533.1.1168362.1,6,7,8,3,4,2
Inter.NC_008533.1.700465.23,1,0,1,1,0,1
Inter.NC_008533.0.1397152.60,0,0,0,1,0,0
Inter.NC_008533.0.1709836.123,1,4,0,0,2,2
Inter.NC_008533.0.855172.13,2,0,4,2,1,1
Inter.NC_008533.1.372903.16,0,1,0,0,0,0
Inter.NC_008533.1.1168362.0,11,8,11,6,8,10
Inter.NC_008533.0.1994815.149,1,0,0,0,1,0
Inter.NC_008533.0.1504856.285,0,1,0,0,0,0
Inter.NC_008533.1.870383.125,1,1,0,0,1,0
Inter.NC_008533.0.1667285.46,1,0,0,0,0,0
ABJ54520.1,49,32,34,34,30,35
Inter.NC_008533.0.2030998.0,1,1,1,1,0,0
Inter.NC_005022.1.0.8,2,1,1,0,1,0
Inter.NC_008533.1.65525.118,1,1,0,0,0,0
Inter.NC_008533.0.1889188.59,0,0,0,0,0,0
Inter.NC_008533.0.149105.3,0,0,0,2,0,0
Inter.NC_008533.1.734195.87,0,0,0,0,1,0
ABJ54953.1,29,24,24,29,33,14
Inter.NC_008533.0.1479761.141,1,0,0,0,0,0
ABJ54317.1,0,0,0,1,3,0
Inter.NC_008533.1.717143.72,0,0,0,0,3,0
Inter.NC_008533.1.617124.77,0,1,0,1,0,0
Inter.NC_008533.0.1540553.49,0,0,0,0,0,1
Inter.NC_008533.0.1609823.122,0,0,0,0,0,0
ABJ54968.1,1,2,1,2,0,1
Inter.NC_008533.0.1349452.57,1,1,0,1,1,1
Inter.NC_008533.1.137708.3,0,1,0,1,0,0
Inter.NC_008533.1.104786.32,1,0,0,1,0,0
Inter.NC_008533.0.195285.2,135,152,105,120,106,91
Inter.NC_008533.1.1784367.0,0,0,0,0,0,0
ABJ54947.1,0,1,1,1,1,0
Inter.NC_008533.1.757283.54,0,1,0,1,0,0
ABJ55410.1,3,3,3,5,3,3
Inter.NC_008533.0.394656.38,0,0,0,0,0,0
Inter.NC_008533.0.930798.0,0,1,1,0,0,0
Inter.NC_008533.0.1558696.240,4,1,2,3,5,3
Inter.NC_008533.0.1770050.133,0,0,0,1,0,0
Inter.NC_008533.0.29603.9,0,0,0,1,0,1
Inter.NC_008533.0.1558696.212,0,1,0,1,0,0
Inter.NC_008533.1.1992811.11,2,1,0,0,1,0
Inter.NC_008533.0.503794.18,2,0,0,1,0,0
Inter.NC_008533.1.466243.7,0,0,0,0,0,0
Inter.NC_008533.1.113089.70,0,0,0,0,0,0
Inter.NC_008533.1.167717.3,0,0,0,0,1,0
Inter.NC_008533.0.1184384.13,0,0,0,0,0,0
Inter.NC_008533.1.518221.138,1,0,0,0,0,0
Inter.NC_008533.0.1119988.0,4,0,1,0,2,0
Inter.NC_008533.1.435802.32,0,0,0,0,0,0
Inter.NC_008533.1.781756.29,3,0,0,0,0,2
ABJ55348.1,60,49,63,62,47,54
Inter.NC_008533.0.1258127.90,0,0,0,0,0,0
Inter.NC_008533.1.1893504.0,1,2,3,2,1,0
Inter.NC_008533.1.160129.39,0,0,0,0,0,2
Inter.NC_008533.1.113089.18,0,0,0,0,0,0
ABJ54031.1,0,0,1,0,3,0
Inter.NC_008533.0.855172.0,13,9,15,9,7,8
Inter.NC_008533.1.666908.166,8,1,1,2,1,1
Inter.NC_008533.0.1246329.50,0,0,1,0,0,0
Inter.NC_008533.1.1015892.30,0,0,0,0,0,0
Inter.NC_008533.0.827669.0,1,0,1,1,0,0
Inter.NC_008533.1.1328704.0,8,10,4,11,9,2
ABJ55138.1,165,144,121,113,91,105
ABJ55161.1,145,181,149,248,230,241
ABJ54566.1,77,98,83,94,78,68
Inter.NC_008533.1.700465.51,1,0,0,0,0,0
ABJ55042.1,23,28,29,26,24,21
Inter.NC_008533.1.757283.203,0,3,2,0,0,1
Inter.NC_008533.0.868667.12,0,0,0,2,0,0
Inter.NC_008533.1.834806.32,0,1,0,0,0,0
Inter.NC_008533.0.823899.15,0,1,0,1,0,0
Inter.NC_008533.0.883695.34,1,0,0,0,0,0
Inter.NC_008533.1.1158559.3,1,0,0,0,0,0
Inter.NC_008533.0.1015367.1,0,0,1,0,0,0
ABJ54486.1,0,0,0,2,1,1
Inter.NC_008533.0.1084820.45,0,0,0,0,0,0
Inter.NC_008533.1.265579.36,1,0,1,1,0,1
Inter.NC_008533.0.1145128.105,0,0,0,0,0,1
Inter.NC_008533.0.1818322.268,3,0,0,0,0,0
Inter.NC_008533.1.1992811.8,1,0,0,0,0,1
Inter.NC_008533.1.617124.83,1,0,0,0,0,0
Inter.NC_008533.0.1246329.44,1,0,0,0,1,0
Inter.NC_008533.1.1930936.22,0,0,0,1,0,0
Inter.NC_008533.0.1818322.20,0,0,1,0,0,0
Inter.NC_008533.0.870964.0,0,2,0,0,1,0
Inter.NC_008533.0.1650472.21,0,0,0,0,0,0
Inter.NC_008533.1.1028489.69,0,1,0,0,0,0
ABJ54535.1,3,3,1,11,4,5
Inter.NC_008533.0.1558696.135,1,1,0,0,0,1
Inter.NC_008533.1.757283.160,3,2,1,1,2,0
Inter.NC_008533.0.1504856.276,1,0,0,0,1,0
Inter.NC_008533.1.825833.8,0,3,0,1,0,1
ABJ54977.1,228,223,170,273,231,222
Inter.NC_008533.1.0.298,0,0,1,0,0,0
Inter.NC_008533.1.97961.32,1,0,1,2,1,2
Inter.NC_008533.1.949173.160,1,0,0,0,1,0
Inter.NC_008533.1.541786.17,0,1,0,1,0,0
Inter.NC_008533.0.1479761.219,2,1,0,1,0,1
ABJ53651.1,1151,1177,949,1160,932,906
ABJ55108.1,6,9,5,8,18,10
Inter.NC_008533.1.113089.97,0,0,0,0,0,1
Inter.NC_008533.1.137708.203,0,1,0,1,0,0
ABJ54240.1,2,1,1,2,1,1
Inter.NC_008533.1.0.124,0,0,1,0,0,0
Inter.NC_008533.1.848842.123,1,0,0,0,0,1
Inter.NC_008533.0.38976.3,2,0,3,4,1,2
Inter.NC_008533.0.1479761.111,3,2,0,0,1,2
Inter.NC_008533.0.1504856.53,0,0,0,0,0,1
Inter.NC_008533.1.343145.34,0,0,0,1,0,0
Inter.NC_008533.0.1770050.48,0,0,0,1,0,0
Inter.NC_008533.1.218389.166,1,0,0,0,0,0
Inter.NC_008533.0.1709836.132,0,0,0,1,0,0
Inter.NC_008533.0.974265.0,4,2,0,2,1,0
Inter.NC_008533.0.1994815.43,0,0,0,0,0,0
Inter.NC_008533.1.1222081.2,22,38,22,32,18,22
Inter.NC_008533.1.1640390.0,6,3,5,7,4,7
ABJ55236.1,596,673,565,499,482,378
Inter.NC_008533.1.949173.276,1,0,0,1,0,0
ABJ54733.1,114,85,77,56,78,66
Inter.NC_008533.0.1697463.49,0,1,0,0,0,0
Inter.NC_008533.1.65525.126,0,1,0,1,1,1
ABJ53777.1,162,154,147,185,162,207
Inter.NC_008533.0.1216026.80,0,0,0,0,0,1
Inter.NC_008533.0.1850193.200,0,0,0,0,0,1
Inter.NC_008533.1.2043724.14,0,1,0,1,0,2
Inter.NC_008533.0.1667285.104,0,0,0,0,0,0
Inter.NC_008533.1.2042817.0,1,1,0,0,0,3
