Locus_tag,Cont_1,Cont_2,HPUra_1,HPUra_2,Kan_1
SPD_1368,3703702,2519025,1691876,787916,1721118
SPD_1369,16256723,10729495,7475264,3181316,7567887
SPD_1370,3092222,2345642,1202319,562537,1531158
SPD_1371,957644,742177,499600,317507,480372
SPD_1372,439345,294986,263491,166629,208182
SPD_1373,362108,283357,198137,126683,153991
SPD_1374,334586,289606,194691,115573,172835
SPD_1375,345996,359020,206039,102546,208521
SPD_1376,92621,173597,96015,41178,43624
SPD_1377,14455,12596,11626,5625,5147
SPD_1378,333361,305622,271523,152440,173635
SPD_1379,18547,13926,42479,27402,33945
SPD_1380,416799,361963,2008436,1120250,1731757
SPD_1381,136715,157127,873824,474046,1453500
SPD_1382,403299,316270,251412,172836,155068
SPD_1383,1129058,866710,569753,354032,381655
SPD_1384,452986,407688,411981,168210,217452
SPD_1385,729534,762381,613724,409036,353835
SPD_1386,586041,717177,471027,280524,245984
SPD_1387,692253,1276823,477166,268893,302265
SPD_1388,648189,934569,410019,241586,331823
SPD_1389,306515,323074,218466,117699,256526
SPD_1390,675894,500337,471731,299151,471908
SPD_1391,205241,190499,170815,98232,211732
SPD_1392,348148,421028,292994,183260,376465
SPD_1393,393455,328451,200954,64924,231185
SPD_1394,915453,1105453,802983,455655,660851
SPD_1395,383470,427770,275767,160453,247800
SPD_1396,245132,269876,187419,107047,167657
SPD_1397,337205,385701,257001,145589,213169
SPD_1398,772112,757228,632677,355960,509379
SPD_1399,482767,460476,359427,183510,348365
SPD_1400,49321,48777,45959,19739,43648
SPD_1401,291825,286250,226998,114170,309458
SPD_1402,6338496,6047231,3711244,2076187,3550426
SPD_1403,5304181,3256937,3567852,2282371,5031929
SPD_1404,2023940,1438090,1363806,783878,2335885
SPD_1405,165808,138666,97718,63264,120300
SPD_1406,739015,536543,378262,270568,587361
SPD_1407,1376879,1593907,612833,365964,899043
SPD_1408,92287,86665,70121,34779,137771
SPD_1409,266480,255219,140154,46439,231443
SPD_1410,5267,5896,3763,2363,2833
SPD_1411,346800,354288,186059,148222,272446
SPD_1412,440415,450472,235122,168094,394323
SPD_1413,2037502,1285139,974919,416185,500971
SPD_1414,266148,299406,372484,207995,49577
SPD_1415,301934,220238,249283,112302,219713
SPD_1416,839855,514226,448016,208379,321823
SPD_1417,409916,276265,245998,124932,150188
SPD_1418,290747,286642,214975,89798,243337
SPD_1419,59472,44788,44894,18031,43543
SPD_1422,62509,90019,48132,32987,37956
SPD_1423,88388,77767,91465,55009,57448
SPD_1424,76184,84642,79315,45452,55006
SPD_1425,273776,326669,187705,125926,116609
SPD_1426,1057616,1378481,523162,300098,389510
SPD_1427,720553,647665,412698,242473,320919
SPD_1428,118974,136766,53786,35421,113295
SPD_1429,181481,162628,132193,75374,312972
SPD_1430,19932,39826,10579,8681,16266
SPD_1431,147919,245741,100478,58699,198218
SPD_1432,883052,944299,731366,325876,1063517
SPD_1433,28192,34332,25559,12627,23210
SPD_1434,36302,22520,23519,14079,25763
SPD_1435,26143,34951,32655,14451,38387
SPD_1436,3370929,6565362,2380628,1436422,1268083
SPD_1437,60239,54759,44296,14341,47352
SPD_1438,4426903,5657382,2887288,1896171,1333264
SPD_1439,2311057,1686479,1117540,438756,882246
SPD_1440,2617,7520,1915,1379,471
SPD_1441,430,492,246,123,123
SPD_1442,220363,136406,269508,96166,95560
SPD_1443,84978,54468,134372,43843,35369
SPD_1444,1054121,632679,1064994,382023,450209
SPD_1445,45695,61189,35524,19456,38284
SPD_1446,38668,61303,39521,22088,48906
SPD_1447,38419,42160,45528,12916,40017
SPD_1448,223530,245494,226187,149435,239728
SPD_1449,237488,290770,238026,160374,222430
SPD_1450,587066,564173,351601,119472,387877
SPD_1451,31096,34060,17930,8778,18160
SPD_1452,7209,7524,3797,2645,4871
SPD_1454,28956,30664,25083,6812,7946
SPD_1455,277,1084,793,672,114
SPD_1456,937,2542,879,425,125
SPD_1457,57993,68640,35430,24944,43982
SPD_1458,178395,185388,131523,76731,184085
SPD_1459,76853,62425,64199,25557,34473
SPD_1460,1898133,1647622,1129719,529276,999824
SPD_1461,318494,339107,160271,103359,102569
SPD_1462,301499,282936,128820,62334,75729
SPD_1463,709095,669735,322986,160743,276723
SPD_1464,734832,828312,301423,160177,420690
SPD_1465,80895,126412,62306,37052,62145
SPD_1466,17593,29359,24383,15969,29158
SPD_1467,98639,157205,96896,51414,128388
SPD_1468,2032328,2130215,1141493,394762,2164017
SPD_1469,688,2357,1355,635,1002
SPD_1470,2872,2145,2044,852,1881
SPD_1471,2483,1873,1942,555,1674
SPD_1472,1497087,1142155,865522,458125,682665
SPD_1473,215039,143288,143034,64171,157734
SPD_1474,889501,621334,574348,267564,584009
SPD_1475,1605905,1411794,1219593,618016,1206313
SPD_1476,366064,345850,250250,119947,223580
SPD_1477,932384,804371,690985,334922,674139
SPD_1478,1844461,1334401,1221321,612089,1347110
SPD_1479,812345,700967,576610,341054,623190
SPD_1480,969594,776070,731298,380613,902119
SPD_1481,634288,647243,335056,172424,285547
SPD_1482,715199,458545,414844,212937,396397
SPD_1483,320965,207241,174149,97068,175569
SPD_1484,402418,431289,295813,190956,191572
SPD_1485,156714,169583,99138,49877,75177
SPD_1486,423289,355617,289239,131469,253596
SPD_1487,403919,301616,353772,98574,252066
SPD_1488,23482,27008,14346,6030,9998
SPD_1489,19655,20623,12426,6098,10344
SPD_1490,17950,24418,12184,6950,7387
SPD_1491,23575,30808,19078,9442,13705
SPD_1492,35898,35780,22453,12491,14940
SPD_1493,30989,29832,17135,9030,14443
SPD_1494,51373,52879,31865,10497,25273
SPD_1495,59313,68933,32563,18783,69088
SPD_1496,128258,134112,95351,46341,119821
SPD_1497,49352,35493,34152,21196,39363
SPD_1498,4491,9696,5440,1067,1121
SPD_1499,6421,14851,7417,879,217
SPD_1500,2379,6916,4133,976,674
SPD_1501,1299,7501,6032,992,1142
SPD_1502,5881,10646,2678,2292,186
SPD_1503,2806,6006,4008,659,334
SPD_1504,21498,55195,26002,12772,21940
SPD_1505,907,5883,3464,2125,1495
SPD_1506,72441,80679,225777,152214,70093
SPD_1507,342527,379871,311104,222700,256324
SPD_1508,193951,219971,149637,106552,166415
SPD_1509,118497,160877,106968,63313,99840
SPD_1510,926050,957666,796745,453395,524362
SPD_1511,636251,561230,519475,279698,333792
SPD_1512,2213317,2097429,1475319,746397,1314745
SPD_1514,27793,47741,19305,7104,6871
SPD_1515,48889,52448,23855,8068,11174
SPD_1516,31546,40289,17235,8649,7798
SPD_1517,31022,47705,13251,6922,14138
SPD_1518,41372,68725,48716,20747,42433
SPD_1519,879802,572359,522824,232369,456292
SPD_1520,260818,173525,159301,62021,160554
SPD_1521,207287,139463,140632,61904,135021
SPD_1522,381849,285943,280866,122853,285129
SPD_1523,120455,89248,78527,38162,94193
SPD_1524,1412168,912733,1570684,606556,186537
SPD_1525,1426059,733061,1685344,714132,131762
SPD_1526,460919,251069,766626,396975,43910
SPD_1527,317120,383982,2528596,1348070,2748957
SPD_1528,194327,192062,1885698,953739,1976074
SPD_1530,512990,960714,401786,227360,343928
SPD_1531,278040,371165,194222,115351,219266
SPD_1532,1747818,2509315,1722501,898659,1337815
SPD_1533,680,866,808,350,99
SPD_1534,737273,666903,728933,348286,598389
SPD_1535,787015,705090,790145,416961,639489
SPD_1536,459437,605139,311088,237752,170158
SPD_1537,469915,520078,312050,191951,221701
SPD_1538,65251,45579,55710,24906,31213
SPD_1540,93834,92579,80735,36170,64042
SPD_1541,84207,100801,66219,25384,75847
SPD_1542,854638,797398,817856,405582,771350
SPD_1543,308510,295291,272630,151546,274004
SPD_1544,221621,195541,219967,138476,217175
SPD_1545,79564,87544,96892,62385,79997
SPD_1546,139514,211782,152829,94281,135774
SPD_1547,320142,418911,273121,136455,427291
SPD_1548,449207,526238,281737,150870,340624
SPD_1549,3737163,3580923,2454032,1469144,2998960
SPD_1550,9746,9690,13680,7266,13782
SPD_1551,26864,28331,32997,16696,38226
SPD_1552,154099,153097,128310,80345,68297
SPD_1553,157989,145893,119638,80961,72445
SPD_1554,80612,73596,64792,44941,72262
SPD_1555,173146,154850,157003,83033,148862
SPD_1556,176329,144961,127073,85381,134521
SPD_1557,133070,156644,116998,61445,86089
SPD_1558,345727,347409,303231,147913,245435
SPD_1559,486840,363034,315285,178715,276104
SPD_1560,295180,240962,202194,100924,155374
SPD_1561,441015,351216,270943,136270,208713
SPD_1562,720792,771946,649177,284020,413297
SPD_1563,205338,320673,266665,109899,97825
SPD_1564,200215,157972,312125,148145,110545
SPD_1565,141583,149382,153361,81327,219308
SPD_1566,1869719,2208673,2557733,968047,9473393
SPD_1567,1916659,2555029,2223299,1009397,7306722
SPD_1568,14052,8915,16905,5033,12063
SPD_1569,2568779,5063458,979126,695785,494150
SPD_1570,103814,108832,117796,63134,52352
SPD_1571,204452,191843,240438,137086,120951
SPD_1572,41669,43028,56760,35724,35130
SPD_1573,42333,64086,66918,53790,44763
SPD_1574,6541,18578,17038,8712,11002
SPD_1575,43911,92034,62554,38246,40509
SPD_1576,18859,33348,27761,13747,18532
SPD_1577,125718,115334,175898,96072,121437
SPD_1578,11745,15555,10309,3313,5248
SPD_1579,4863,9017,5116,2483,3485
SPD_1580,148800,115457,151022,64488,54517
SPD_1581,7869,9918,3184,2450,2449
SPD_1582,15565,20589,9952,5857,9863
SPD_1583,7294,10073,6470,3481,6892
SPD_1584,6191,11791,9951,3296,9447
SPD_1585,34847,43899,25932,13154,38660
SPD_1586,205278,627343,140441,142677,299815
SPD_1587,119613,143169,28457,16368,35162
SPD_1588,32497,57253,7382,7804,35684
SPD_1589,7549,15800,4661,4426,9069
SPD_1590,43564,82752,29418,19265,73995
SPD_1591,15133,32762,9264,10229,30421
SPD_1592,4223,7387,10410,2302,7458
SPD_1593,4868,11451,2164314,1030856,26090
SPD_1594,145696,276714,248614,164876,816441
SPD_1595,95374,143769,305521,251894,811703
SPD_1596,369157,522369,150597,88615,181073
SPD_1597,281769,448231,131252,95967,142187
SPD_1598,326585,522388,217016,119238,211969
SPD_1599,93814,138829,46924,34977,44055
SPD_1600,160631,200238,83930,52345,100720
SPD_1601,168882,245005,95419,48842,104881
SPD_1602,119368,156695,80333,49682,113179
SPD_1603,55466,83078,30074,19603,54500
SPD_1604,49183,83065,24938,14766,56460
SPD_1605,27412,74918,26290,17220,69924
SPD_1606,34126,40979,25754,11096,66803
SPD_1607,59609,82474,39131,17710,126171
SPD_1608,32113,50457,27709,18385,147668
SPD_1609,21751,32711,14137,12112,120455
SPD_1610,4809,8406,5235,2592,27534
SPD_1611,382,644,125,57,1213
SPD_1612,5264,16947,6640,3361,28234
SPD_1613,15665,41530,24996,13529,104811
SPD_1614,1651,6271,2542,983,6359
SPD_1615,1746,3094,931,670,5915
SPD_1616,2064,8992,1808,579,9520
SPD_1617,13016,48577,19425,14415,82817
SPD_1618,1230,2562,913,805,0
SPD_1619,1286237,1349960,1103140,579091,498343
SPD_1620,756080,747072,657560,409158,292266
SPD_1621,966495,1205037,766652,491332,347617
SPD_1622,692294,687034,503032,374072,278171
SPD_1623,250271,226036,181520,104415,123384
SPD_1624,123583,128349,109439,45443,68999
SPD_1625,210498,274495,189196,88950,131450
SPD_1626,631045,509675,327266,156357,240692
SPD_1628,49816,84096,85785,47432,15873
SPD_1629,180079,322090,252373,161678,33681
SPD_1630,49258,88516,46775,20845,55528
SPD_1631,53490,71174,41753,21332,50737
SPD_1632,437917,793068,197846,107052,279414
SPD_1633,12098,12079,7709,5052,2613
SPD_1634,9755,17030,9636,5429,1902
SPD_1635,13342,11515,14634,4894,8260
SPD_1636,5558,24055,12371,3270,3812
SPD_1637,3205,9486,6908,4254,3948
SPD_1638,33204,44060,9106,2479,2378
SPD_1639,27941,24301,28441,10391,23493
SPD_1640,8047,24534,20336,7181,4749
SPD_1642,229535,217411,246308,173619,371974
SPD_1643,125628,133490,111908,84701,155830
SPD_1644,217190,172812,214564,164480,316702
SPD_1645,165863,153360,164746,109487,247962
SPD_1646,64956,102889,55129,33035,51447
SPD_1647,187196,277718,208927,81400,239014
SPD_1648,5288,8988,2861,1916,1367
SPD_1649,43155,69194,50950,29149,37021
SPD_1650,151792,182191,167231,83425,118739
SPD_1651,123948,125936,127839,64227,85290
SPD_1652,398772,380874,331946,144931,408156
SPD_1653,27495,38196,24568,14862,14582
SPD_1654,294275,382742,324962,198506,212780
SPD_1655,247774,301440,336768,227226,209673
SPD_1656,238552,229648,233904,194912,177620
SPD_1657,209557,244970,214023,149926,157424
SPD_1658,140523,185161,144486,88007,81278
SPD_1659,141569,198536,118682,87879,78907
SPD_1660,606785,779776,611733,388142,453839
SPD_1661,214554,277425,213392,143141,140741
SPD_1662,239375,366966,166555,61091,144471
SPD_1663,18434,20117,17540,7750,7890
SPD_1664,16127,25746,14959,6009,4294
SPD_1665,34192,45922,38957,14999,31610
SPD_1667,1080398,899123,799869,381329,448591
SPD_1668,1657367,1350528,1265071,626003,721491
SPD_1669,736167,635785,564760,253421,304541
SPD_1670,1636476,1406789,1182000,464510,749793
SPD_1671,7500400,5788107,5098078,2041312,3254480
SPD_1672,1977835,4986747,1210270,731150,1150141
SPD_1673,24263,31049,24572,10701,14678
SPD_1674,2076,1742,2699,768,1238
SPD_1675,11161,15732,10551,3386,4911
SPD_1676,7138,9496,5668,1390,2065
SPD_1677,16032,19553,15732,5170,5740
SPD_1678,29631,23988,24241,11719,19220
SPD_1679,94222,134275,217458,79120,150829
SPD_1680,67301,86394,165048,58938,98087
SPD_1682,88617,216619,61333,19658,50493
SPD_1683,101624,243893,68762,24707,57262
SPD_1684,96916,228652,63890,24330,54362
SPD_1685,56781,131460,34954,17975,26716
SPD_1686,30252,69015,16276,10052,9464
SPD_1687,54600,122162,29271,17317,17160
SPD_1688,50199,114435,26323,16176,16310
SPD_1689,54440,132013,32000,21760,19622
SPD_1690,135797,357691,92217,90548,62448
SPD_1691,140277,368436,99736,97855,71152
SPD_1692,157706,417698,114200,112864,81539
SPD_1693,18845,41585,10789,6646,8061
SPD_1694,116993,195891,56848,35271,44179
SPD_1695,139550,238036,67329,44412,54332
SPD_1696,123545,211067,59924,40464,49148
SPD_1697,21696,48021,12450,8331,9833
SPD_1698,7382,20351,4830,4028,4032
SPD_1699,2294,2770,1098,3184,497
SPD_1700,5186343,7823980,1493446,35917232,779405
SPD_1701,2015,1787,570,2679,542
SPD_1702,712271,1618870,249478,7733652,108992
SPD_1703,12559,11027,7502,7097,5048
SPD_1704,108043,104607,186674,95667,90735
SPD_1705,40183,39746,35619,15131,31175
SPD_1706,1302581,1335436,1090709,430523,927284
SPD_1707,10944,25153,7997,3055,4845
SPD_1708,16079,19078,14667,5917,4158
SPD_1709,715626,956147,3468264,1975883,3077937
SPD_1710,79753,97933,693244,419549,604226
SPD_1711,50759,140157,85180900,55371903,4324917
SPD_1712,169298,177559,165454,110108,102720
SPD_1713,397951,336501,389938,235470,269153
SPD_1714,302736,286286,362824,195695,219952
SPD_1715,177189,213635,196326,119777,144175
SPD_1716,38091,47629,110663,70733,27489
SPD_1717,136218,159201,318024,197896,85744
SPD_1718,323000,399345,831695,479954,245658
SPD_1719,10706,18450,16010,8177,3972
SPD_1720,15691,22672,22898,10276,7523
SPD_1721,3385,14194,7750,5389,1857
SPD_1723,1146,2937,2603,1069,748
SPD_1725,1054657,1040738,876066,355631,791785
SPD_1726,8013166,7294213,5588001,2807524,6566547
SPD_1727,1011059,777519,688020,362653,914144
SPD_1728,857467,749651,541242,265374,901148
SPD_1729,1407122,1254599,932413,369049,1871781
SPD_1731,1842,2410,18792,10387,2398
SPD_1732,10223,8676,60098,34229,8393
SPD_1733,4132,2615,32802,19294,5727
SPD_1734,8582,12071,54584,36803,7268
SPD_1735,7211,9542,92687,79512,9831
SPD_1736,1908,5069,29692,21551,3297
SPD_1737,888748,663343,6474700,4753825,777281
SPD_1738,1428415,1331548,13811781,8212668,1194321
SPD_1739,1610236,1922408,13238134,9042162,1786833
SPD_1740,274071,284392,39054394,24294283,2047652
SPD_1741,225637,212837,616303,323342,739033
SPD_1742,137828,105754,415444,298731,537950
SPD_1743,19553,25203,78208,67197,114539
SPD_1744,14970,21263,3062750,1850772,1653026
SPD_1745,154031,201827,165745,69662,241794
SPD_1746,34456,68965,43078,33639,88329
SPD_1747,49736,80917,55673,26486,124658
SPD_1748,17916,27528,16136,10019,34273
SPD_1749,8555,22648,13617,7750,11873
SPD_1750,2152,4975,2839,1287,3315
SPD_1751,690,2983,2518,970,1551
SPD_1752,4389,11168,9322,8193,8415
SPD_1753,8499,14106,14494,9198,16690
SPD_1754,27296,33365,37107,16563,32256
SPD_1755,15494,26769,24543,8583,18163
SPD_1756,1553,2927,1447,850,2118
SPD_1757,48287,63158,77284,59843,60628
SPD_1758,3032988,2655937,2839334,1960351,2239770
SPD_1759,4119729,3464919,3036874,1803814,2377424
SPD_1760,403,479,595,201,0
SPD_1761,1124750,1280225,865051,393660,881492
SPD_1762,135905,172004,104251,64948,104329
SPD_1763,56986,62557,66783,37518,49891
SPD_1764,348750,506559,339350,249812,338530
SPD_1765,55633,64551,78012,48723,70815
SPD_1766,32488,39108,57425,42952,55134
SPD_1767,52014,64590,82203,59979,72977
SPD_1768,746660,721717,591124,353110,501515
SPD_1770,1004,2108,5297,1895,334
SPD_1769,4267989,10969905,3384297,1762499,3190821
SPD_1771,346434,422287,439772,239922,162061
SPD_1772,5273,8543,12052,2945,4001
SPD_1773,468329,417064,457855,146592,284316
SPD_1774,535543,475587,336396,161220,301201
SPD_1775,331401,375829,312058,206027,399007
SPD_1776,648737,610015,650589,336337,586777
SPD_1777,142269,159970,550892,530338,78812
SPD_1778,432383,370826,2916625,2375364,217873
SPD_1779,191694,207216,372193,278346,94723
SPD_1780,166459,185604,130791,87766,79675
SPD_1781,286453,305723,196859,124918,133296
SPD_1782,715624,910037,513354,320313,492172
SPD_1783,21449,28944,20608,18606,10768
SPD_1784,38900,65685,69419,53459,24826
SPD_1785,60456,119794,117611,81485,34259
SPD_1786,54278,68335,62152,27808,43570
SPD_1787,112887,84701,133406,57036,93162
SPD_1788,44014,43500,43790,22866,36316
SPD_1789,145401,93898,143982,74861,142663
SPD_1790,96644,65047,70396,30937,48556
SPD_1791,540265,425576,448618,187597,225178
SPD_1792,19795,59660,24854,15649,14678
SPD_1793,67448,80728,40569,17289,84319
SPD_1794,242371,311004,242217,184472,115696
SPD_1796,96364,83663,103546,54991,57790
SPD_1795,2747,2430,1918,2072,1247
SPD_1797,958526,871644,610499,296399,588839
SPD_1798,34462,38055,42019,23497,43060
SPD_1799,51757,71892,54863,32613,54734
SPD_1800,33708,39828,34538,14761,25141
SPD_1801,268902,218783,229677,91895,82604
SPD_1802,164500,145530,152720,53529,47121
SPD_1803,198522,185952,189054,69111,65598
SPD_1804,328947,693666,234346,121940,194324
SPD_1805,307845,682714,223676,127221,189265
SPD_1806,313133,723860,234902,140178,196522
SPD_1807,21118,49119,12231,7283,8570
SPD_1808,116893,196062,57029,35370,44206
SPD_1809,139550,238036,67329,44412,54332
SPD_1810,123545,211067,59924,40464,49148
SPD_1811,21696,48021,12450,8331,9833
SPD_1812,7382,20351,4830,4028,4032
SPD_1813,2294,2770,1098,3184,497
SPD_1814,5186343,7823980,1493446,35917232,779405
SPD_1815,2015,1787,570,2679,542
SPD_1816,711774,1618225,249857,7730469,108896
SPD_1817,17186,19613,34794,43129,60368
SPD_1818,12745,23934,1592890,1592186,2378428
SPD_1819,684916,967724,648600,315997,534886
SPD_1820,340066,388291,371823,150874,323882
SPD_1821,277512,223482,389808,179494,197774
SPD_1822,206697,134460,201778,72090,91045
SPD_1823,18969282,17297941,9451409,4741431,10088205
SPD_1824,220462,140657,1733499,895642,156082
SPD_1826,191227,147183,937828,594705,179901
SPD_1827,128230,98973,311310,133085,78927
SPD_1828,4753,4612,54042,35446,8447
SPD_1829,292408,286264,187184,103954,212155
SPD_1830,31969,36531,94223,41937,41117
SPD_1831,58421,55315,171301,72159,86397
SPD_1832,28838,34276,97623,40373,51657
SPD_1833,21258,25961,66853,26958,26472
SPD_1834,544825,1306469,85933,46822,777534
SPD_1835,11990,11743,8932,4963,12767
SPD_1836,413877,380999,366641,203135,436259
SPD_1837,238144,221742,206644,99077,250211
SPD_1838,731961,748924,765953,328097,1041778
SPD_1839,1108354,1057806,751218,416069,895570
SPD_1840,4089,9470,7858,2262,857
SPD_1841,11980,20454,15212,8204,3581
SPD_1842,4514,9397,7753,4810,2253
SPD_1843,2881,9492,9793,4474,3022
SPD_1844,2646,7742,9963,3317,807
SPD_1845,1470,5504,4668,628,890
SPD_1846,3162,8399,6704,1204,2276
SPD_1847,5744,16537,11499,3756,2790
SPD_1848,38432,32986,27508,14772,41818
SPD_1849,678831,635429,462569,206300,400146
SPD_1850,228490,253182,178290,113361,151955
SPD_1851,219000,146637,166120,89709,146399
SPD_1852,5910,5764,6575,2842,3165
SPD_1853,1048341,930963,1079289,521351,480367
SPD_1854,284226,269708,464743,241163,162457
SPD_1855,2619,6341,1606728,905125,34175
SPD_1856,1457,2904,937462,564710,25326
SPD_1857,3075,9360,3460319,1955087,84649
SPD_1858,3293,10795,1904573,1128220,51782
SPD_1859,1473,7616,1269100,827747,36197
SPD_1860,3554,8889,2389179,1500581,93564
SPD_1861,2638,8616,1457410,973289,63245
SPD_1862,4101,13243,2714109,1826514,130791
SPD_1863,6390,26594,1164953,951491,109381
SPD_1864,323700,585248,341712,258426,237289
SPD_1865,164977,216993,125895,57007,177078
SPD_1866,185768,226974,111908,73402,249122
SPD_1867,957544,1142330,1084654,593020,487436
SPD_1868,762616,714635,667025,390351,223132
SPD_1869,475553,762100,319752,146464,173269
SPD_1871,12492,13635,27063,12211,6393
SPD_1873,3636,3296,7606,3122,1554
SPD_1874,1960406,1554904,5145043,1584939,701986
SPD_1875,27895,49478,66576,46484,30794
SPD_1876,39923,65720,92258,51760,38113
SPD_1877,372105,481574,371250,260587,267137
SPD_1878,368212,351733,431458,333744,297565
SPD_1879,1840,3351,1275,963,585
SPD_1880,16103,35579,7320,5880,5365
SPD_1881,63641,142132,32086,23718,21428
SPD_1882,87191,193119,44560,32615,29404
SPD_1883,112179,249703,58711,42612,38312
SPD_1884,77870,181195,41833,29013,26244
SPD_1885,43778,95707,22013,17606,12755
SPD_1886,56955,123304,28333,23200,17718
SPD_1887,77382,161935,36400,30254,27124
SPD_1888,54598,115787,24958,19633,18904
SPD_1889,33184,74970,14323,9496,11188
SPD_1890,4030,4355,1535,3186,616
SPD_1891,5186546,7823914,1493405,35917173,779405
SPD_1892,2015,1787,570,2679,542
SPD_1893,696440,1600734,238595,7569629,106247
SPD_1894,13455,11874,8973,7498,5087
SPD_1895,568439,517734,650726,301471,385314
SPD_1896,967621,717280,1022855,477548,659697
SPD_1897,1196612,947332,944343,374751,696260
SPD_1898,43957,36015,43489,18643,28483
SPD_1899,65211,67451,76783,45187,50807
SPD_1900,417125,383927,735671,399493,386785
SPD_1901,2029,2020,2284,2248,629
SPD_1902,332854,284135,478914,321385,300155
SPD_1903,538741,627680,538817,392039,450286
SPD_1904,237772,295991,276745,160947,218727
SPD_1905,799506,547890,696013,260520,533860
SPD_1906,3369,4102,5291,2587,493
SPD_1907,298881,239371,349403,134699,176564
SPD_1908,1024327,792099,1266448,598347,542652
SPD_1909,1162641,966756,1340031,695647,473872
SPD_1910,22316,21742,66628,27958,7276
SPD_1911,20215,27303,64939,31415,6042
SPD_1912,9817,18317,44951,21212,5728
SPD_1913,12279,16349,44736,21150,4425
SPD_1914,10615,9074,27464,12772,2591
SPD_1916,4907,12088,10118,4422,5393
SPD_1917,444,3029,2311,1445,1374
SPD_1918,1443153,974105,1485942,537817,1533192
SPD_1919,767257,617715,694302,294290,549702
SPD_1920,145684,372354,135992,109868,225609
SPD_1921,40003,76450,53647,35830,74101
SPD_1922,84846,126388,91582,80252,128833
SPD_1923,173501,196329,191075,144790,187358
SPD_1924,519593,997050,453511,233938,192191
SPD_1925,1869818,1692792,1601145,1114139,1178512
SPD_1926,2577945,2287165,2322561,815032,2966015
SPD_1927,1820800,1378622,839129,382462,1483793
SPD_1928,1216885,1527923,737267,412277,1213143
SPD_1929,104809,76738,137133,45634,58755
SPD_1930,568,3350,654,326,220
SPD_1931,49449,88206,25897,14287,99538
SPD_1932,173486,121204,710653,309149,215260
SPD_1933,164991,110135,614897,282034,212671
SPD_1934,220604,220432,169025,69487,157129
SPD_1935,75645,73128,76665,29052,38820
SPD_1936,34060,55713,32991,14457,14449
SPD_1937,156171,132538,185445,53447,84569
SPD_1938,205485,176415,206420,58115,96170
SPD_1939,1054,1660,1687,1098,274
SPD_1940,721009,796535,656429,301541,292575
SPD_1941,1011892,1161254,931102,504767,502162
SPD_1942,8247,10147,13239,5819,3767
SPD_1943,209403,235728,167277,133892,107400
SPD_1944,67640,130968,67049,39634,33709
SPD_1945,46766,53806,52030,28504,31317
SPD_1946,4231,5681,6978,4614,3597
SPD_1947,10031,9230,12791,11063,6087
SPD_1948,28331,36047,47417,43624,30227
SPD_1949,8988,10427,10239,4853,2358
SPD_1950,320421,298139,296504,160420,155141
SPD_1951,8025,18616,16066,10017,916
SPD_1952,39142,40891,62719,32752,17504
SPD_1953,5958,6310,7985,3455,2371
SPD_1954,10322,9293,12313,9817,7281
SPD_1955,989,1493,1116,244,216
SPD_1956,373375,615730,381689,259717,200964
SPD_1957,31870,44051,50050,22059,22820
SPD_1958,33902,41810,63665,26183,27779
SPD_1959,40305,61748,83723,43643,31681
SPD_1960,6902,8715,9842,2744,4752
SPD_1961,36427,68684,45254,23153,24075
SPD_1962,85728,100556,123284,44194,55427
SPD_1963,6144359,9476332,5133241,2212559,5890577
SPD_1964,1370141,2120039,947157,370204,1131527
SPD_1965,15222,55172,42894,10501,4873
SPD_1966,5450,6450,7229,1804,1902
SPD_1967,1030,2904,2992,1283,196
SPD_1968,1238,2771,3906,654,159
SPD_1969,11138,21369,14735,7714,6534
SPD_1970,5310,15998,7201,2590,2318
SPD_1971,25706,34446,28799,14430,9167
SPD_1972,6709,9795,8795,4356,1009
SPD_1973,40334,52595,63863,24808,17375
SPD_1974,7770,38563,26037,8982,4652
SPD_1976,442061,318603,559028,237708,158613
SPD_1977,77119,86665,119126,52536,48112
SPD_1978,193813,189094,237734,103749,114726
SPD_1979,173224,227427,198544,109451,92271
SPD_1981,25311,49907,81572,72481,68418
SPD_1982,19071,28031,71516,43028,62409
SPD_1983,165,2058,1064,499,360
SPD_1984,198539,234299,535601,258855,662517
SPD_1985,9152,17894,8486,3475,4529
SPD_1986,18162,29400,21003,11467,11071
SPD_1987,8277,40664,22294,11273,2442
SPD_1988,7371,28093,14244,7613,3211
SPD_1989,9593,13296,11411,6272,3497
SPD_1990,4729,9657,10670,4090,1759
SPD_1991,806,8192,3906,2106,1974
SPD_1992,1319,7291,2594,1927,1013
SPD_1993,2311,10254,3339,1143,1567
SPD_1994,1076,19157,9545,3365,2386
SPD_1995,4598,31239,14799,7919,2830
SPD_1996,32649,35604,20464,5093,27872
SPD_1997,941100,868869,641891,298318,405977
SPD_1998,494105,533057,340694,170563,211719
SPD_1999,163292,194514,116939,74710,85822
SPD_2000,246301,207121,188652,88661,153495
SPD_2001,1005,1513,1355,399,210
SPD_2002,813747,985179,1422648,921564,591914
SPD_2003,186492,249970,331612,232895,112100
SPD_2004,525246,694687,872101,586900,350424
SPD_2005,374366,448968,643336,454439,273214
SPD_2006,18491,28441,45669,30506,19873
SPD_2007,67525,97536,72900,42113,66704
SPD_2009,20086,20026,14188,11058,28968
SPD_2010,1080,3890,3540,1508,61
SPD_2011,14118,17853,20484,9918,646
SPD_2012,22913,38546,31780,18433,4951
SPD_2013,38577,34050,43690,26929,5197
