GeneID,X51134,X51138,X51139,X51140,X51141,X51142,X51143,X51144,X51145,X51374,X51375,X51376
EW024_RS00335,2143,2815,3425,5600,4636,4805,3196,5220,3952,3004,2916,3373
EW024_RS00340,644,733,1362,3804,803,2566,420,2743,1327,1240,1094,1048
EW024_RS00345,27359,14691,12609,5749,10710,4110,4074,5453,4539,15919,19550,25800
EW024_RS00350,5469,3357,3146,3112,3612,3076,2064,4114,2476,3180,3949,5031
EW024_RS00355,4862,2730,2769,3183,2943,3060,1936,3242,2265,3179,3198,4183
EW024_RS00360,18851,15451,14251,16748,25210,19814,14742,21096,15032,11243,13628,16735
EW024_RS00365,62976,109405,107328,10891,7551,8515,6892,9203,10472,62311,59858,90020
EW024_RS00370,4973,6880,6720,11871,4480,6703,3898,6144,5144,4617,4789,6350
EW024_RS00375,1670,1386,2805,6862,1286,5323,1117,4612,2621,2737,2541,2712
EW024_RS00380,5801,5048,4079,1678,1250,1081,931,1251,957,8001,7487,9187
EW024_RS00385,5132,5687,4718,2470,1673,1329,1140,1608,1295,7832,8591,9935
EW024_RS00390,5668,6607,5575,2293,1860,1325,1433,1433,1341,9695,12007,14795
EW024_RS00395,3115,3802,3558,1300,1108,802,789,883,848,7657,9768,10730
EW024_RS00400,12922,14952,13362,3953,4211,2727,3050,3132,3026,26125,35780,42647
EW024_RS00405,5883,5997,6087,1540,1552,1094,1123,1185,1182,16021,19304,22055
EW024_RS00410,5473,6228,5861,1798,1721,1207,1238,1346,1307,13988,18095,21017
EW024_RS00415,13077,13761,12509,3141,3457,2472,2603,2797,2647,28601,38469,45758
EW024_RS00420,11409,10406,9504,2323,2499,1710,1756,1995,1716,20573,27804,34341
EW024_RS00425,3358,3333,3330,709,892,650,624,707,694,8705,11108,12628
EW024_RS00430,7808,6706,6657,1601,1640,1329,1086,1533,1343,17691,21597,25984
EW024_RS00435,12175,10720,9410,1960,2418,1636,1686,1835,1772,21011,28338,34815
EW024_RS00440,9208,8222,7699,1783,2155,1388,1415,1658,1642,19453,24674,28895
EW024_RS00445,14896,12965,11625,3941,3413,2773,2488,3078,2834,24064,32775,42855
EW024_RS00450,6942,4636,4167,1755,1306,1044,909,1210,1006,10201,12555,15648
EW024_RS00455,19314,14481,13163,3603,3747,2655,2561,3052,2939,29887,40418,49561
EW024_RS00460,25130,18787,17528,3592,4839,2873,3284,3474,3478,41562,54903,67396
EW024_RS00465,12936,9630,7997,2197,2378,1824,1791,1952,1902,16537,23621,28807
EW024_RS00470,19354,15079,12976,3906,3496,3085,2722,3367,3010,24773,36941,44745
EW024_RS00475,7173,4922,4349,885,1072,642,770,786,876,10945,13308,16844
EW024_RS00480,22036,16531,14076,2862,2872,2133,2141,2393,2073,29588,40859,50105
EW024_RS00485,72587,58405,50916,9093,10256,6876,7730,8277,7385,108916,147943,179563
EW024_RS00490,737,843,995,2060,423,1266,455,1299,744,1457,1455,1564
EW024_RS00495,4174,4424,3830,1273,2209,1419,1239,1806,1228,4738,5174,6018
EW024_RS00500,1995,1942,1800,814,1032,728,613,919,673,2817,2743,2982
EW024_RS00505,5315,5247,4334,2014,2712,1832,1759,2328,1701,4677,5458,6284
EW024_RS00510,5564,6598,5822,1870,3385,2207,2175,2681,1954,5374,6268,7989
EW024_RS00515,16580,18444,17278,6252,9673,6568,5149,7970,5435,20000,22209,26822
EW024_RS00520,6853,7567,6306,2039,3636,1929,1918,2449,1755,6349,7783,9969
EW024_RS00525,1828,2709,2264,2373,1747,2549,933,2369,1341,1753,1975,2228
EW024_RS00610,2,8,90,183,19,205,11,143,104,65,39,35
EW024_RS00615,15,14,92,497,38,386,58,320,147,125,110,81
EW024_RS00620,251,133,764,2777,287,2599,354,2526,1197,852,650,593
EW024_RS00625,444,335,392,572,432,596,278,590,403,284,354,418
EW024_RS00630,752,567,666,950,516,937,393,1009,494,486,605,706
EW024_RS00635,467,333,334,532,249,538,181,597,259,387,393,393
EW024_RS00640,1076,980,1136,1898,932,1693,558,1728,1065,1071,1128,1235
EW024_RS00645,1427,1580,1434,1789,1587,1704,991,1822,1216,1037,1389,1553
EW024_RS00650,980,1437,1191,1388,1565,1519,991,1461,1132,808,1036,1167
EW024_RS00655,1612,1571,1680,786,184,577,145,592,254,1925,2346,2970
EW024_RS00660,11293,11358,13158,2732,1107,1952,693,1977,1231,13488,16175,20382
EW024_RS00665,10872,10485,11041,9280,6917,7953,4325,7840,5731,8209,9107,11160
EW024_RS00670,94793,85763,65969,31588,71762,38171,39996,43304,43943,45712,57095,76613
EW024_RS00675,40484,60582,52469,38814,130028,61550,70810,66552,71219,24477,32172,43398
EW024_RS00680,5894,2648,2800,2034,3159,2482,1423,3719,1428,3535,2754,3459
EW024_RS00685,129,119,880,3863,250,2619,274,2334,1143,914,757,579
EW024_RS00690,131,134,806,3699,220,2128,301,2008,894,864,597,507
EW024_RS00695,23,30,112,618,44,381,64,433,163,160,116,117
EW024_RS00700,37,52,133,560,53,400,73,358,132,160,118,106
EW024_RS00705,10,18,174,690,30,436,34,306,193,130,80,88
EW024_RS00710,39,61,302,1233,114,891,107,895,375,303,284,204
EW024_RS00715,26,39,163,779,51,512,81,462,200,188,139,126
EW024_RS00720,11984,6819,6389,2865,2891,2775,1403,3927,1801,9147,10354,12121
EW024_RS00725,10598,7421,6150,4884,4108,4619,2954,5292,3591,6394,7945,9461
EW024_RS00730,158,183,493,2089,167,1489,225,1350,593,645,501,478
EW024_RS00735,1377,1526,1772,2116,804,1538,679,1587,1050,1457,1355,1735
EW024_RS00740,2170,1775,2043,3331,802,2492,766,2503,1317,1847,1729,2271
EW024_RS00745,2501,2040,1613,525,877,479,239,545,333,2266,1952,2276
EW024_RS00750,748,594,731,1091,112,698,103,572,261,808,851,919
EW024_RS00755,765,686,824,1986,157,1078,169,1055,490,950,815,933
EW024_RS00760,1836,1706,1658,1669,424,1110,315,1189,677,1725,1640,1912
EW024_RS00765,59,122,312,1505,77,1002,113,993,376,401,280,226
EW024_RS00770,591,973,1084,1564,636,1177,495,1110,728,853,885,1019
EW024_RS00775,866,1221,1160,1617,774,1431,678,1340,755,1010,1037,1244
EW024_RS00780,949,1027,1035,1712,370,1455,370,1385,720,1003,1027,1166
EW024_RS00785,11890,17172,19996,11247,14549,15792,11094,22188,14295,13713,13905,16343
EW024_RS00790,1,2,30,213,9,123,12,109,58,51,23,26
EW024_RS00795,2445,2962,4724,8946,1256,6474,2071,6368,3371,3025,2612,2833
EW024_RS00800,24,41,408,884,69,973,87,739,489,355,235,198
EW024_RS00805,3338,7199,10021,18009,6431,15157,7441,16020,10929,4953,4548,4822
EW024_RS00810,2034,6209,8650,12216,8705,13231,9195,13788,12009,3399,3144,3663
EW024_RS00815,837,2855,3635,5973,5595,6997,5622,7367,6536,1318,1304,1556
EW024_RS00820,174,306,804,2956,569,2124,477,2173,1083,847,594,587
EW024_RS00825,155,306,738,2304,584,1892,555,1719,1057,702,550,503
EW024_RS00830,1445,1270,2603,6003,1541,5371,1339,5185,2728,2211,2145,2350
EW024_RS00835,195,307,1209,4746,1342,3641,968,3583,2093,1304,906,875
EW024_RS00840,211,349,1584,7263,4645,5782,2164,8383,4447,1752,1290,1055
EW024_RS00845,122,144,657,2976,1278,2133,730,2655,1632,763,494,458
EW024_RS00850,101,170,793,3392,1917,2814,834,3761,1741,870,602,575
EW024_RS00855,50,116,392,1757,1127,1380,447,1984,919,456,341,277
EW024_RS00860,98,142,430,1945,1644,1440,663,2241,982,442,331,365
EW024_RS00865,991,824,1538,2500,1021,1944,625,2495,1331,1209,1153,1148
EW024_RS00870,100,83,173,702,649,549,260,683,369,189,163,175
EW024_RS00875,259,346,1170,4153,1541,3357,869,3573,1903,1199,806,762
EW024_RS00880,26,26,185,909,337,680,193,630,345,236,159,121
EW024_RS00885,149,199,1476,6522,1855,5156,1168,4912,2586,1743,1138,988
EW024_RS00890,39,53,293,1079,331,876,232,837,530,340,221,184
EW024_RS00895,51,104,585,2763,673,2059,440,1873,1036,477,379,345
EW024_RS00900,103,136,529,2642,1024,1919,662,1866,1136,592,361,379
EW024_RS00905,42,67,429,2151,423,1421,325,1328,642,282,222,240
EW024_RS00910,477,548,1472,4605,1734,4107,1412,4032,2303,1576,1172,1196
EW024_RS00915,482,743,1904,6087,2207,4692,1432,4622,2921,1792,1499,1572
EW024_RS00920,258,270,546,1526,950,1296,673,1406,1030,576,499,588
EW024_RS00925,1532,2171,3134,4896,3775,4723,2858,5646,3797,1720,1559,1656
EW024_RS00930,953,1056,1774,3738,1301,2879,986,3305,1908,1315,1092,1151
EW024_RS00935,24422,19821,17524,11632,12017,8851,8602,9060,9156,15762,19472,25778
EW024_RS00940,16959,15212,13645,7176,8088,6042,4685,5647,5174,12051,14572,17306
EW024_RS00945,909,773,881,1823,472,1227,386,1240,685,811,750,872
EW024_RS00950,1062,1562,2317,4934,1144,3360,985,3329,2114,1870,1739,1899
EW024_RS00955,442,696,901,1405,501,843,327,959,797,778,749,853
EW024_RS00960,2752,4093,5750,6221,4937,5258,3037,5753,5963,4936,4736,5657
EW024_RS00965,129,147,971,4521,340,2753,375,2494,1174,1048,796,777
EW024_RS00970,279,426,440,459,113,438,141,487,308,361,358,365
EW024_RS00975,521,615,757,888,67,570,90,518,261,786,746,912
EW024_RS00980,3751,3768,4445,5708,1305,3987,1082,4015,2153,4247,4450,5430
EW024_RS00985,35461,29530,28646,9387,12074,7932,6806,9323,7636,29068,35025,48418
EW024_RS00990,84,121,801,3528,272,2382,352,2189,991,884,568,487
EW024_RS00995,14,26,379,2354,91,1199,157,1013,496,359,290,224
EW024_RS01000,21,20,206,1007,107,539,76,527,226,211,146,112
EW024_RS01005,15,38,274,1236,94,886,166,869,304,329,204,125
EW024_RS01010,24,42,358,1491,255,1143,250,987,450,402,255,204
EW024_RS01015,22,48,302,1130,296,967,250,833,438,335,206,184
EW024_RS01020,14,5,34,292,26,146,17,139,43,53,57,44
EW024_RS01025,519,514,1488,5981,664,3751,637,3578,1626,1992,1436,1470
EW024_RS01030,411,341,1136,4081,559,2937,564,2643,1291,1155,926,910
EW024_RS01035,21002,18609,12926,3557,2786,2495,1254,2742,1585,10642,11670,15239
EW024_RS01040,27703,30895,26510,7005,8050,5442,3563,5613,3601,17141,20205,26951
EW024_RS01045,8451,10494,9814,13453,23539,18357,14361,18780,13231,4541,5051,5969
EW024_RS01050,2897,3384,3161,2762,4015,3364,2497,3745,2480,2428,2280,3068
EW024_RS01055,2862,4149,4237,3575,5288,3944,2628,4724,3062,3266,3033,3672
EW024_RS01060,9066,6303,7309,8139,7553,6519,6243,8807,7706,7258,7139,9166
EW024_RS01065,20,19,67,194,25,170,29,155,83,61,63,46
EW024_RS01070,5845,5626,5996,4884,3129,3566,2485,3286,2510,5608,6602,8610
EW024_RS01075,488,369,458,752,109,532,93,405,235,598,585,699
EW024_RS01080,642,487,733,1632,228,1169,257,1022,557,893,831,1065
EW024_RS01085,3301,2735,2954,1817,1456,1906,1128,2102,1382,1869,2294,2908
EW024_RS01090,1927,2319,2405,1226,1294,1495,981,1622,1132,1461,1821,2074
EW024_RS01095,695,540,1263,3284,390,2283,434,2329,1227,1288,950,1078
EW024_RS01105,9638,7550,7531,3867,3921,3168,2361,3564,3219,6551,7281,10098
EW024_RS01110,2870,2710,3127,3425,762,2750,595,3416,1259,3043,2729,3094
EW024_RS01115,2,4,71,208,11,249,13,172,127,69,45,40
EW024_RS01120,13,15,61,173,37,193,36,168,80,88,57,51
EW024_RS01125,1362,848,1149,2500,500,2159,446,1975,926,1850,1655,1900
EW024_RS01130,4483,6323,7002,6242,9946,7289,7347,8648,7513,3869,4235,5321
EW024_RS01135,5930,5787,5835,5003,5795,4516,4440,5896,5016,3882,3970,5110
EW024_RS01140,2598,2110,2798,3466,574,2382,564,2553,1112,2881,3707,3885
EW024_RS01145,9728,9668,11788,5481,3165,4846,2530,5879,3678,9025,12406,13896
EW024_RS01150,12818,14428,17734,12530,9409,10840,7811,11886,8546,12732,15835,18891
EW024_RS01155,1031,808,1048,2021,497,1406,407,1457,720,1188,986,1283
EW024_RS01160,2072,1111,1290,2865,256,1855,271,1682,789,1824,1749,2046
EW024_RS01165,4300,3669,4871,7183,1119,5423,1133,5286,2385,3749,4162,4978
EW024_RS01170,4083,2529,2220,1284,655,1015,360,1200,458,2750,3110,3646
EW024_RS01175,2106,1756,2087,3276,991,2265,818,2453,1328,1562,1576,1817
EW024_RS01180,8773,6483,7165,5390,3208,4401,2363,4476,2872,6837,6678,8355
EW024_RS01185,762,732,1996,6287,563,4502,696,4385,2008,2358,1830,1871
EW024_RS01190,422,633,1533,4434,506,3315,475,2988,1472,1667,1374,1343
EW024_RS01195,416,478,871,2048,368,1365,325,1358,632,853,693,770
EW024_RS01200,4601,2340,2697,3985,1486,2861,718,3351,1728,3226,3336,4123
EW024_RS01205,10410,7010,6761,5209,6191,5336,3372,6786,4340,6253,7592,9684
EW024_RS01210,13050,10617,9901,5374,7973,5310,4386,7623,5346,7829,8653,10817
EW024_RS01215,8614,4302,3097,791,776,446,444,753,462,4898,3916,5293
EW024_RS01220,373,379,906,5465,4614,3400,3479,4661,4873,708,559,646
EW024_RS01225,766,792,1467,16942,16263,8954,11308,11056,13720,1100,982,1013
EW024_RS01230,174,276,749,5531,7572,3990,3769,4046,4194,830,576,538
EW024_RS01235,204,292,749,4729,8282,4143,4278,3991,4172,702,519,521
EW024_RS01240,150,223,767,4879,7802,4462,3875,4165,4421,690,485,474
EW024_RS01245,244,294,575,3581,7468,3976,4437,3376,4113,590,405,423
EW024_RS01250,393,560,1125,6179,10178,6741,6648,4980,6132,898,700,737
EW024_RS01255,635,933,1890,9851,14246,10220,9063,8164,8954,1491,1241,1238
EW024_RS01260,4248,3143,4081,9755,6447,8981,5588,7454,6481,3553,3502,4439
EW024_RS01265,3593,2664,2207,4301,5495,4893,4551,3873,4468,2002,2297,2950
EW024_RS01270,1715,1744,1504,3891,5107,3946,4058,3142,3838,1081,1167,1266
EW024_RS01275,2277,2472,2284,6192,8373,6912,6270,5310,5796,1826,1763,2001
EW024_RS01280,6538,4832,5364,9685,12439,10933,8683,12893,8012,3869,4328,5486
EW024_RS01285,4992,4301,4187,7224,11887,8903,8905,9863,7781,2103,2525,3344
EW024_RS01290,3210,3340,3362,6913,11177,7868,6587,7967,6205,2019,2157,2590
EW024_RS01295,4877,6232,6713,10224,25309,15195,13846,15240,13709,3275,3507,4204
EW024_RS01300,2790,4053,4818,7219,18639,11749,10650,11367,11146,2653,2672,3279
EW024_RS01305,8895,6669,7694,9260,6236,6918,3531,8279,6033,6985,7725,9082
EW024_RS01310,48104,55438,58925,37416,68580,37070,36593,53694,54063,31163,36021,45536
EW024_RS01315,12312,12282,10896,2668,3319,2183,1615,2527,1982,13859,17470,21452
EW024_RS01320,15124,14043,12775,2455,4302,2678,2240,2955,2888,14593,19934,24018
EW024_RS01325,8191,7255,7035,1379,3227,1495,1534,1859,1957,11321,11962,14560
EW024_RS01330,82690,76226,67272,41995,58365,34932,46739,48373,49884,65340,81646,105700
EW024_RS01335,276812,254924,225880,134699,241986,206520,223977,203758,192674,157436,181454,248866
EW024_RS01340,34,46,84,328,37,187,23,188,67,80,76,62
EW024_RS01345,3270,3782,4776,2981,1830,2286,1175,2345,1925,5159,5839,7042
EW024_RS01350,5748,5726,6638,6179,4025,5125,3195,4771,3851,5511,6360,8176
EW024_RS01355,3251,3783,4799,8024,2901,6089,2811,6000,3956,3349,3640,4261
EW024_RS01360,1437,1844,2120,3137,1793,2509,1520,2410,1882,1332,1405,1763
EW024_RS01365,4869,3106,2997,2628,931,1827,606,2034,1092,4402,4568,5682
EW024_RS01370,5656,4788,4432,5211,2026,3759,1413,4064,2031,5044,5690,7275
EW024_RS01375,4292,3077,3255,3929,1492,3463,1104,3292,1753,2700,3036,3202
EW024_RS01380,5772,5971,5821,3352,3189,3584,2363,3608,2497,3606,4559,5568
EW024_RS01385,5323,6966,6924,3481,5548,4667,3700,4764,3465,4305,5389,6459
EW024_RS01390,1428,2014,1991,1474,1602,1688,1064,1647,1007,1479,1815,2055
EW024_RS01395,4129,6221,6244,4737,4759,4815,2837,4991,3035,4913,5740,6469
EW024_RS01400,2900,2647,2956,4833,1385,4152,962,4276,1906,3559,3248,3896
EW024_RS01405,2426,1530,1859,3956,1279,2382,817,3015,1707,2428,2194,2656
EW024_RS01410,70946,54639,54304,18915,19649,12951,12707,21773,20375,39281,47836,63721
EW024_RS01415,28363,36432,32983,10096,17720,8125,6819,11519,10784,25294,30861,39508
EW024_RS01420,15559,19042,18923,7993,17866,8002,7046,10269,10495,14044,17543,22414
EW024_RS01425,22060,25883,27067,8597,29774,10775,11235,15304,16173,22680,27352,34356
EW024_RS01430,19616,21296,24368,10242,32732,12948,13595,17217,18460,21990,26321,31673
EW024_RS01435,178,150,153,168,82,165,38,150,100,200,240,281
EW024_RS01470,3,10,162,319,17,371,43,238,231,110,71,59
EW024_RS01475,6941,3574,3097,1622,1237,1406,1079,2275,1307,4356,4208,5562
EW024_RS01480,11274,8559,6607,6005,3012,4969,1897,5626,3157,6333,7531,8667
EW024_RS01485,3009,2449,1969,1177,1366,964,632,1410,774,1580,1672,2175
EW024_RS01490,4746,4516,3746,3443,2945,2586,1245,3134,1692,2585,2795,3490
EW024_RS01495,2523,2397,1853,1374,1726,1128,738,1329,794,941,1187,1461
EW024_RS01500,871,733,733,686,553,456,195,556,294,554,517,603
EW024_RS01505,1162,1273,1541,1968,1043,1885,390,1900,898,1157,948,1070
EW024_RS01510,1021,1199,1606,3093,1152,2414,544,2416,1147,1198,1061,1111
EW024_RS01515,1154,1659,2388,3797,1516,2778,717,3011,1356,1706,1474,1626
EW024_RS01520,17,25,95,444,39,279,44,333,124,132,108,91
EW024_RS01525,1137,989,1077,1617,337,1124,274,1042,612,1046,972,1101
EW024_RS01530,42159,19381,21269,16431,37576,24570,13956,37205,14074,22693,25235,27787
EW024_RS01535,5746,3806,4491,6071,5456,9049,5778,10801,4971,2909,3413,3751
EW024_RS01540,6276,5424,6080,5130,7371,9250,7164,11015,6403,3600,4308,4950
EW024_RS01545,2881,3012,4158,5880,4162,6631,3546,6835,3973,2723,2980,3398
EW024_RS01550,1166,1241,1913,3574,1800,3515,1265,3602,1854,1858,1731,1844
EW024_RS01555,9919,9681,12854,4639,1452,3798,1019,4106,1954,11415,14385,16646
EW024_RS01560,1492,1910,1937,2209,1324,1853,921,2149,1431,1510,1436,1717
EW024_RS01565,5605,4827,3953,3315,2368,2960,1677,3541,2105,3530,4104,5239
EW024_RS01570,2570,1587,1702,1746,576,1306,398,1478,777,2241,2294,3091
EW024_RS01575,10205,8930,10562,3952,4179,5281,4074,8977,4928,6874,7112,8758
EW024_RS01580,17435,19506,22400,7062,9253,9835,8368,15225,8925,12811,13367,16494
EW024_RS01585,1688,2802,2896,1885,825,1393,482,1615,886,1874,1932,2169
EW024_RS01590,10407,10293,10317,3151,2790,2836,1861,3592,2443,10801,11220,14376
EW024_RS01595,4780,4669,5901,3718,1625,2712,1099,2867,1775,10515,11947,13884
EW024_RS01600,6653,4787,4272,2280,2920,1697,1083,2357,1345,5324,6543,7614
EW024_RS01605,14153,10562,8338,5243,8376,5150,3549,5846,3772,10489,12064,15073
EW024_RS01610,10460,8322,7440,6821,10415,7157,5760,7138,5663,8090,9701,12186
EW024_RS01615,20391,17772,17473,8353,23866,11196,10455,11823,11138,23068,26909,33986
EW024_RS01620,13159,10820,10667,9510,8019,7705,3390,8105,5008,14790,14784,17952
EW024_RS01625,13180,9503,9102,3384,3590,2542,1921,3547,2576,11659,12192,15133
EW024_RS01630,19043,18497,18577,5940,6937,5689,3483,6747,4890,14731,17464,22391
EW024_RS01635,4419,4962,5227,1616,2597,1545,1309,2011,1496,4419,5173,6390
EW024_RS01640,13467,16303,16378,5833,8181,5921,4218,7066,5365,13839,15357,19061
EW024_RS01645,3436,3716,3323,1559,1084,1174,572,1470,898,3476,3431,4304
EW024_RS01650,26545,21657,19634,14616,22377,19382,15721,21334,15071,14999,16906,21021
EW024_RS01655,4608,3065,2726,3618,3914,3464,2700,4757,2908,2939,3009,3583
EW024_RS01660,3338,1978,2040,1679,428,1152,238,1244,517,2405,2684,3328
EW024_RS01665,3059,1979,1995,1064,515,794,427,889,556,2002,2230,2609
EW024_RS01670,5034,6077,8005,5409,1637,4567,1933,4703,3065,5161,5281,6020
EW024_RS01675,2367,1329,1354,2188,632,1370,490,1719,852,1767,1638,1878
EW024_RS01680,3070,2225,1852,2945,1352,2232,857,2432,1399,2427,2582,2949
EW024_RS01685,2619,2610,2046,2897,2763,2608,1484,2763,1836,2028,2282,2784
EW024_RS01690,769,862,923,1631,1560,1548,729,1425,911,907,878,932
EW024_RS01695,570,612,629,1359,1270,1107,604,1187,799,559,601,702
EW024_RS01700,645,871,963,1729,1852,1510,969,1450,1079,1023,870,1026
EW024_RS01705,588,846,1046,1829,2138,1781,986,1588,1107,952,960,1042
EW024_RS01710,513,853,1217,3049,2042,2661,1145,2341,1556,1235,1149,1185
EW024_RS01715,515,851,1357,2792,1529,2372,1068,1952,1345,1059,1008,1152
EW024_RS01720,164,279,457,1111,427,879,320,726,465,324,316,347
EW024_RS01725,12714,6765,6275,2107,589,1528,428,1669,787,8491,8557,10503
EW024_RS01730,3469,3688,3879,2408,928,1630,791,2219,1111,3121,3520,4205
EW024_RS01735,7360,7497,8177,3059,2510,2394,1904,4204,2101,5037,5582,7178
EW024_RS01740,6113,5400,5301,2639,1239,2120,837,2326,1442,4804,6008,7004
EW024_RS01745,2198,2507,2860,4297,1086,3213,872,3025,1770,2261,2698,2927
EW024_RS01750,17839,11463,10625,5024,3762,4187,2599,5807,3334,10062,11795,14618
EW024_RS01755,1101,1161,1516,8275,4653,9516,6487,9819,5459,1096,957,951
EW024_RS01760,11523,8785,8765,7631,6226,7551,5826,8601,6008,8875,9557,12092
EW024_RS01765,3377,2266,2052,2619,736,1395,490,1610,794,2668,2562,2985
EW024_RS01770,187,201,588,2145,284,1502,327,1329,732,772,624,558
EW024_RS01775,190,237,607,1748,250,1399,287,1255,636,651,507,562
EW024_RS01780,175,174,474,1495,213,1348,233,1314,566,600,537,480
EW024_RS01785,95,136,486,1216,132,1202,198,1113,596,465,386,363
EW024_RS01790,1466,2552,2711,3003,1601,3066,1637,3391,2164,1592,1377,1503
EW024_RS01795,3140,3062,2792,3321,2054,3019,1341,3191,2009,2122,2062,2518
EW024_RS01800,3873,4106,3935,4252,1767,3481,1321,3750,2123,3117,3136,3624
EW024_RS01805,2257,1911,2115,1372,524,1122,395,1185,627,2002,2235,2746
EW024_RS01810,231,217,244,244,49,141,53,135,79,300,332,395
EW024_RS01815,30099,18309,17361,12703,17950,17810,15413,23522,16186,18328,19952,22943
EW024_RS01820,4256,3385,3421,4439,3974,5462,4536,7983,4691,3256,3275,4073
EW024_RS01825,5531,4080,3736,3435,3377,3005,2594,4325,2756,3147,3844,4668
EW024_RS01830,6060,4959,4808,5593,5578,5094,4017,6191,4433,3585,4263,5330
EW024_RS01835,1424,1468,1507,1506,1939,1581,1325,1785,1401,1026,1147,1351
EW024_RS01840,3506,2702,2769,3254,3123,2934,2196,3274,2595,2540,2648,3196
EW024_RS01845,6207,5631,5078,5312,5972,4736,4239,5479,4309,3344,4200,5194
EW024_RS01850,3245,3388,3479,2710,3983,2485,2654,3192,2968,2346,2715,3306
EW024_RS01855,2660,2112,2100,3107,3167,2647,2404,2714,2206,1661,1566,2053
EW024_RS01860,1394,1080,1161,1385,880,1174,540,1311,700,1406,1155,1276
EW024_RS01865,6237,4509,4137,3070,3977,3831,2237,5535,2476,4315,4721,5397
EW024_RS01870,6,21,58,207,18,190,31,155,64,70,43,52
EW024_RS01875,3061,3768,7382,30655,38754,32054,25396,42099,25744,3267,3950,3360
EW024_RS01880,1134,6050,9163,23493,15559,21913,12137,19885,12967,4240,3124,3185
EW024_RS01885,2254,1698,1234,206,137,151,132,297,158,1406,1770,2455
EW024_RS01890,850,918,1181,2316,278,2509,403,2586,1001,1385,1267,1376
EW024_RS01895,64,75,303,1143,131,795,161,624,411,204,227,165
EW024_RS01900,15,34,52,116,60,144,38,105,65,33,29,42
EW024_RS01905,38006,30252,28353,5983,5914,5665,4040,5781,4954,30014,36438,48488
EW024_RS01910,234,282,742,2202,750,2000,824,1519,1055,645,490,575
EW024_RS01915,90,91,320,1230,275,1010,318,710,500,338,249,224
EW024_RS01920,506,636,1543,4640,2021,4167,1957,3266,2325,1295,1041,1104
EW024_RS01925,16,24,43,104,42,138,54,83,72,36,27,16
EW024_RS01930,1714,1769,2085,3922,3021,3976,3086,3405,2677,1323,1387,1776
EW024_RS01935,573,593,1432,3611,621,2661,824,2389,1581,1327,1054,1087
EW024_RS01940,839,902,1658,3535,1041,2721,1354,2505,1878,1545,1241,1395
EW024_RS01945,3892,3966,4648,3365,1900,2975,1254,3228,1761,3498,3092,4184
EW024_RS01950,495,485,1513,4582,403,3637,581,3605,1614,1621,1498,1325
