Synonym,Raw.Counts.Untreated.Replicate.1,Raw.Counts.Untreated.Replicate.2,Raw.Counts.Untreated.Replicate.3,Raw.Counts.Amp_treated_10min.Replicate.1,Raw.Counts.Amp_treated_10min.Replicate.2,Raw.Counts.Amp_treated_10min.Replicate.3,Raw.Counts.Amp_treated_20min.Replicate.1,Raw.Counts.Amp_treated_20min.Replicate.2,Raw.Counts.Amp_treated_20min.Replicate.3,Raw.Counts.Amp_treated_30min.Replicate.1,Raw.Counts.Amp_treated_30min.Replicate.2,Raw.Counts.Amp_treated_30min.Replicate.3
SSA_1822,324,321,350,195,264,251,113,187,165,83,128,99
SSA_1823,1479,1296,1524,703,1078,1072,434,637,629,452,466,376
SSA_1824,166,156,191,56,109,91,28,42,45,31,22,15
SSA_1825,246,238,210,420,502,483,203,278,381,243,172,260
SSA_1826,27,40,31,79,71,75,58,89,85,92,94,110
SSA_1827,47,56,51,118,95,131,75,139,93,114,152,144
SSA_1828,18,16,16,33,31,32,19,32,25,33,29,38
SSA_1829,1542,1330,1589,1514,1397,1490,941,1297,1170,584,1033,902
SSA_1830,195,155,156,325,129,185,140,323,163,240,223,238
SSA_1831,237,237,203,457,164,273,165,329,231,259,244,214
SSA_1832,2160,2036,2360,1795,1485,1630,555,867,778,292,430,426
SSA_1833,767,690,678,1113,727,849,396,613,686,468,416,424
SSA_2465,13,10,14,0,1,3,0,1,0,0,0,0
SSA_2464,55,50,59,23,11,11,4,12,3,0,1,0
SSA_2463,103,97,148,38,40,45,13,11,7,1,5,5
SSA_2462,188,152,214,55,96,92,18,28,17,6,5,9
SSA_2461,69,67,97,19,37,29,1,6,6,0,2,3
SSA_2460,149,142,213,74,75,57,8,34,21,2,7,15
SSA_2459,109,113,137,27,73,48,10,17,14,2,4,4
SSA_2458,64,41,54,28,28,21,5,16,7,4,6,2
SSA_2457,37,14,18,28,7,3,1,32,6,4,4,2
SSA_2456,208,15,39,21,5,1,4,13,2,2,5,1
SSA_2410,1392,51,95,196,33,15,28,27,40,42,14,19
SSA_2406,399998,264734,402314,46086,296569,124426,461747,1401,332591,62092,224255,169541
predicted RNA,15869,18382,22570,65,18058,10247,44424,35,25006,62,15082,12282
predicted RNA,8748,10337,10624,41,13915,6638,25761,12,16467,39,11169,7987
predicted RNA,1824,2186,2765,11,2077,1114,4373,2,2562,9,1694,1416
predicted RNA,9187,10385,12688,39,8775,5628,19217,14,11802,40,8370,7138
predicted RNA,8082,9252,10854,29,9917,6150,19249,6,13031,28,8514,6711
predicted RNA,2420,2675,2415,12,4409,2239,6485,7,5476,11,4373,2655
SSA_2455,13,1,2,3,0,1,2,7,0,1,0,0
SSA_2402,270229,61340,89971,27885,82439,27409,103224,683,79586,49144,54518,33925
predicted RNA,14544,22730,27951,101,32893,14546,65415,79,40648,147,21830,14965
predicted RNA,2148,2707,3394,34,2629,1617,6344,7,3675,35,2031,1704
predicted RNA,2475,3296,2910,17,4859,2429,7925,22,6123,11,4557,3231
SSA_1834,5627,4528,4948,27874,5761,11229,14567,31438,12468,16096,35477,25798
SSA_1835,9,13,11,17,10,19,15,19,16,11,12,17
SSA_1836,22,36,24,29,31,39,25,36,34,33,30,44
SSA_1837,210,177,202,190,114,147,81,125,125,47,65,83
SSA_1839,10660,11045,12893,6169,8457,8041,2921,4068,4303,2150,2538,3234
SSA_1840,1125,986,1013,1481,1214,1434,910,1440,1230,998,1149,993
SSA_1841,2790,2674,2839,3491,3343,3694,2160,3424,2884,2079,2575,2435
SSA_1842,906,849,849,1019,925,1078,688,986,898,616,847,679
SSA_1843,984,981,1021,1133,1175,1309,809,1176,1025,907,893,846
SSA_1844,686,653,722,745,739,808,369,582,573,338,420,367
SSA_1845,11204,10432,10971,11287,10381,11762,6799,10111,9113,6629,7911,8817
SSA_1846,3880,3648,3945,3665,3887,4151,2082,2919,3087,1727,2185,2519
SSA_1847,1701,1560,1584,1841,1533,1754,1066,1706,1498,1103,1427,1390
SSA_1848,1482,1411,1449,1318,1371,1585,943,1398,1331,970,1325,1273
SSA_1849,2185,2017,2120,1703,1994,2148,1270,1787,1688,1155,1687,1614
SSA_1850,1055,1059,1078,496,664,606,212,257,337,123,123,132
SSA_1851,1716,1607,1885,413,981,660,210,183,407,91,100,148
SSA_1852,8302,8650,10427,4729,9349,7914,2524,2931,4061,1276,1641,2563
SSA_1853,930,997,1109,823,840,799,420,557,609,285,354,449
SSA_1854,4894,4975,5320,4876,5204,5925,3000,4232,4345,2948,3353,4160
SSA_1855,2316,2324,2507,1892,2267,2439,1120,1548,1638,1026,1213,1435
SSA_1856,259,242,255,276,194,192,102,179,128,74,115,104
predicted RNA,34422,35610,47665,42953,28711,37276,28211,37857,26394,19230,46173,33711
SSA_1857,1259,1344,1510,856,843,799,340,543,498,159,327,328
SSA_1858,60,87,80,66,44,59,26,51,39,25,30,28
SSA_1859,806,800,1000,576,1015,890,354,462,642,431,291,465
SSA_1860,6335,6586,7153,5420,7248,7171,3342,4544,4855,3351,3363,4708
SSA_1861,6345,5540,5482,7926,5882,7251,4355,6811,5620,3769,5233,5269
SSA_1862,1357,1316,1286,1446,1077,1330,852,1232,1117,677,1165,1131
predicted RNA,50,48,45,39,50,55,32,49,47,53,44,56
SSA_1863,1631,1501,1562,1675,1360,1618,1001,1481,1264,888,1241,1302
SSA_1864,2472,2326,2335,2103,2082,2078,1288,1844,1774,1269,1686,1633
SSA_1865,2044,1976,2443,1914,2349,2255,1197,1562,1541,734,1002,1436
SSA_1866,203,206,217,110,210,198,96,79,160,71,61,93
SSA_1867,977,1143,1433,752,1482,1499,560,525,969,448,357,759
SSA_1868,716,846,1097,477,1142,937,385,394,609,278,238,475
SSA_1869,2128,1898,2107,1895,2132,2196,1115,1543,1628,944,1151,1271
SSA_1870,4752,4247,4588,7138,4294,5121,3288,6351,4215,3174,5089,4933
SSA_1871,8794,7741,8438,7866,7530,8269,4282,6689,5914,3797,5693,5739
SSA_1872,810,722,751,371,503,475,244,254,330,172,207,250
SSA_1873,1457,1485,1686,608,948,796,297,331,467,182,226,281
SSA_1874,26,21,23,26,19,20,8,18,17,12,3,7
SSA_1875,79,75,88,91,55,63,37,77,53,39,48,45
SSA_1876,92,98,88,132,70,95,54,100,61,56,56,72
SSA_1877,45,37,55,63,27,47,26,53,36,21,36,23
SSA_1878,1651,1508,1624,1945,1509,2011,1381,1704,1656,1031,1743,1764
SSA_1879,8277,8096,8785,8971,8763,10291,6348,8671,8028,5454,7663,8825
SSA_1880,2502,2405,2605,2226,2400,2575,1467,1960,1837,1076,1571,1863
SSA_1881,869,881,1068,329,625,556,177,178,304,146,130,191
SSA_1882,4348,4383,4393,4219,3353,4469,2872,4411,2963,2747,4708,4076
SSA_1883,1992,2145,2023,4029,1036,1974,1248,3265,1258,1808,2431,1764
SSA_1884,1977,1984,1800,3520,1101,2004,1313,2904,1407,1668,2715,1579
predicted RNA,459,510,489,844,250,426,234,652,302,320,431,309
predicted RNA,706,833,695,1171,417,697,454,1003,469,545,890,506
predicted RNA,93,81,87,120,47,93,54,99,53,79,96,54
predicted RNA,69,73,68,113,43,64,46,93,42,74,89,56
predicted RNA,219,236,230,426,91,192,115,388,133,136,247,142
predicted RNA,134,149,128,207,48,93,59,169,53,56,76,82
predicted RNA,139,149,144,230,95,124,77,208,100,73,148,88
SSA_1888,898,1020,976,1492,548,992,618,1086,716,645,869,533
SSA_1889,37,32,32,24,32,29,25,28,31,24,18,21
SSA_1890,965,811,844,1300,746,829,531,1478,596,962,599,361
SSA_1891,1892,1591,1762,2179,1682,1680,1160,2577,1233,1436,1192,793
SSA_1892,146,114,111,191,124,110,90,170,91,89,65,41
SSA_1893,2031,1972,2435,3025,2234,2562,1919,2739,2409,1634,2285,2423
SSA_1895,667,650,709,567,705,800,459,562,590,359,470,537
predicted RNA,48,46,44,60,41,53,35,61,49,40,51,43
SSA_1896,8468,8580,9310,7115,9806,10697,6487,7354,8198,5458,7155,8690
SSA_1897,436,456,465,309,484,531,296,303,355,224,286,368
SSA_1899,658,676,712,441,720,753,354,406,507,268,374,476
SSA_1900,2045,2201,2469,1334,2169,2118,1130,1292,1489,833,1080,1314
SSA_1901,575,585,648,321,504,483,268,269,336,183,201,273
SSA_1902,2021,2088,2460,1253,1810,1670,785,1018,1136,620,730,935
SSA_1903,2155,2094,2598,1027,1808,1653,788,918,1095,737,625,880
SSA_1904,1018,985,1144,1202,1186,1261,669,1016,871,656,594,825
SSA_1905,672,725,740,514,691,680,336,379,533,265,272,391
SSA_1906,598,586,606,523,440,455,236,331,330,229,229,263
SSA_1907,567,525,551,662,345,452,250,426,336,278,286,245
SSA_1909,4576,4499,5185,3046,4592,4020,1566,2193,2734,1405,1512,1821
SSA_1910,992,890,1071,493,868,659,280,387,430,201,249,291
SSA_1911,840,816,999,271,735,526,217,186,327,133,136,171
SSA_1912,0,0,0,1,0,0,0,1,0,0,0,0
SSA_1913,115,110,120,77,126,99,56,67,66,39,39,55
SSA_1914,45,40,47,34,62,52,8,18,36,13,4,5
SSA_1915,12,22,15,4,17,15,4,8,6,7,6,4
SSA_1916,1175,1073,1112,612,879,774,278,374,562,301,259,325
SSA_1917,429,288,367,5631,829,1870,3281,6352,3161,3304,5262,5003
predicted RNA,2,1,2,35,4,13,18,45,19,39,39,31
SSA_1918,5174,5475,7056,7282,5047,6370,3303,4813,3830,2161,3212,3329
SSA_1919,4588,4844,6251,9047,4795,6152,4239,7715,4377,3613,5581,5547
SSA_1920,6041,6204,7689,15330,5801,8620,6387,14153,6644,7081,10508,9682
SSA_1921,219,267,257,227,132,150,79,130,103,41,77,118
SSA_1922,914,731,684,1408,599,750,527,1328,662,503,1027,745
SSA_1923,864,760,698,1130,584,831,548,1127,729,692,1012,737
SSA_1924,852,673,691,833,531,705,443,833,485,362,721,596
SSA_1925,2825,3091,3269,2288,3458,3957,1860,2097,2468,1837,1334,2467
SSA_1926,28,23,27,36,20,34,13,30,20,19,19,23
SSA_1927,5104,5616,6208,6031,4543,5390,3405,6375,4334,4670,4921,5252
predicted RNA,144,182,181,117,118,165,112,135,118,147,151,109
SSA_1928,4820,5269,5778,4183,3628,3996,2472,4238,2948,2281,3544,3392
SSA_1929,2143,2320,2624,1076,1406,1399,680,939,866,658,780,768
SSA_1930,4878,4873,5662,4357,5045,4743,2765,4390,3646,2243,2080,2078
SSA_1931,5165,5129,5648,5282,5366,5557,3396,5647,4022,3597,3124,3085
SSA_1932,8627,8367,9423,7171,9004,9073,5557,8013,6735,5287,5333,4991
SSA_1933,2491,2405,2635,1871,2567,2691,1551,2000,1884,1445,1614,1452
SSA_1934,2554,2588,2760,1949,3102,3094,1648,2131,2080,1967,1526,1591
SSA_1935,6846,6853,7409,4762,7702,7908,3612,4573,5040,3609,3343,3656
SSA_1936,3998,4189,4465,1960,4549,4445,1677,1808,2572,1234,1565,1805
SSA_1937,4388,4504,4942,2240,4838,4753,1767,1939,2469,1431,1414,1781
SSA_1938,5084,5243,5778,1988,4831,4236,1484,1591,2159,845,1060,1303
predicted RNA,119,141,133,45,69,75,25,31,33,6,20,20
SSA_1939,1077,1032,1436,1196,678,1026,480,653,435,135,534,512
SSA_1940,2700,3091,3760,1059,3028,2575,714,752,1120,492,475,738
SSA_1941,1099,1404,1651,343,1357,1121,267,248,497,209,154,230
SSA_1942,939,1047,1313,428,836,713,232,266,314,128,164,206
SSA_1943,1039,1110,1110,725,1003,941,370,452,599,371,407,434
SSA_2454,116,35,62,4,6,3,1,0,2,0,1,2
SSA_2411,1401,48,80,195,20,12,33,28,37,54,11,16
SSA_2407,312942,201700,306878,37723,222525,91956,345461,1059,247538,46519,171430,127318
predicted RNA,15636,18229,22490,58,17988,10269,44102,35,25330,72,15231,12349
predicted RNA,6060,7680,8037,32,10925,5073,19138,11,12831,19,8527,5771
predicted RNA,1877,2152,2718,4,2063,1126,4441,2,2583,4,1683,1493
predicted RNA,10305,11916,14245,40,9857,6193,21560,13,13216,43,9320,8046
predicted RNA,8190,9507,11026,32,10009,6035,18966,7,13189,37,8771,6678
predicted RNA,2458,2654,2461,14,4369,2309,6396,3,5586,10,4296,2747
SSA_2453,1,0,0,2,1,0,0,2,0,0,0,2
SSA_2403,201041,47905,69542,20129,61666,20890,80321,509,60183,39438,40486,26511
predicted RNA,3299,5473,6918,27,6512,2844,14196,21,7904,21,3959,2871
predicted RNA,549,742,873,2,1291,430,2117,3,1490,3,778,505
predicted RNA,3990,6890,8045,33,9991,4928,21416,16,13417,39,7328,5423
predicted RNA,2174,2789,3316,35,2585,1533,6299,13,3642,36,2083,1648
predicted RNA,2488,3221,2945,27,4984,2348,7745,23,6061,12,4440,3237
SSA_1944,3372,3356,3506,3503,2796,3410,1911,2958,2748,1740,1780,2277
SSA_1945,4882,4992,5131,4779,5029,6165,3009,3977,4583,2821,2748,3505
SSA_1946,3159,3200,3190,2779,3097,3579,1491,2146,2345,1395,1396,1826
SSA_1947,4163,4315,4465,2640,3788,4023,1358,1893,2166,1263,1161,1469
SSA_1948,8470,8812,9452,2911,6189,4903,1291,1743,2179,870,1193,1425
SSA_1949,3179,2943,3434,9438,2860,5149,5346,8983,5600,4795,7166,6864
SSA_1950,1042,1766,2764,514,770,680,282,409,406,304,373,380
SSA_1951,1315,1343,1494,1039,1646,1645,692,673,1242,586,509,789
SSA_1952,6316,5685,5616,11493,10110,12370,7911,11850,10614,9020,10416,11986
SSA_1953,1535,1441,1293,2788,2640,3120,1974,2722,2522,2197,2479,2541
SSA_1954,4451,3968,4136,7864,7052,8145,5124,7840,6540,4903,6270,7083
SSA_1955,4359,3950,4122,7711,6899,8434,4749,6835,6461,4598,5616,6348
predicted RNA,58,50,52,93,91,130,64,88,99,43,79,66
SSA_1956,2987,2625,2756,5113,4436,5092,2878,3704,3952,1886,2864,3216
SSA_1957,4162,3892,4143,6017,3889,4625,3193,6038,4006,2654,3782,4084
SSA_1958,1974,1759,1821,2278,1638,2010,1278,2043,1653,1142,1506,1379
SSA_1959,960,950,1030,1043,784,848,445,875,587,452,512,542
SSA_1960,1267,1218,1408,1584,1222,1351,753,1493,979,757,1007,824
SSA_1961,687,804,854,353,632,563,240,328,350,263,224,248
SSA_1962,529,578,598,448,561,600,281,423,395,346,247,352
SSA_1964,3873,3601,4345,5243,3295,3904,2801,3615,2967,1359,2554,2421
SSA_1965,1393,1311,1409,1627,1042,1193,860,1463,1039,700,1105,1093
SSA_1967,637,668,645,633,746,850,490,628,689,525,564,726
SSA_1968,1793,1877,2020,2059,1969,2246,1336,1791,1745,1161,1323,1810
SSA_1969,534,560,646,197,515,442,138,165,248,90,138,170
SSA_1970,1465,1649,1966,581,1482,1246,449,400,658,271,297,385
SSA_1971,314,265,298,312,141,212,99,195,131,83,110,104
SSA_1972,157,154,186,147,159,171,97,142,152,67,91,115
SSA_1973,274,285,294,279,252,322,194,230,251,157,191,215
SSA_1974,205,174,228,200,161,195,107,159,132,54,95,118
SSA_1975,79,65,55,50,43,65,32,31,31,24,22,24
SSA_1976,356,393,498,191,223,199,69,145,122,57,90,105
SSA_1978,10570,10119,11455,13014,11213,12201,7475,10656,9969,5247,7595,8993
SSA_1979,1416,1355,1465,1703,1385,1480,904,1129,1297,562,732,789
SSA_1980,2091,2018,2782,2367,1216,1409,967,1685,1086,383,1156,1165
predicted RNA,48,35,42,85,53,71,65,98,96,133,104,101
SSA_1981,319,270,233,754,288,336,425,894,600,543,748,810
SSA_1982,178,166,186,302,213,213,308,440,411,477,602,640
SSA_1984,49,33,37,45,35,33,18,41,39,45,36,34
SSA_1985,119,104,92,103,94,105,54,77,72,70,63,56
SSA_2452,45,36,27,71,17,23,12,55,17,5,14,18
SSA_1986,213,181,200,245,184,251,127,185,158,112,121,151
SSA_1987,405,400,372,395,374,457,222,344,317,235,281,285
SSA_1988,363,314,329,299,295,288,162,238,223,139,189,210
SSA_1989,445,447,482,254,318,346,147,202,204,106,156,185
SSA_1990,159,173,149,197,149,197,98,163,129,96,144,122
SSA_1991,341,357,337,233,288,375,157,217,256,147,193,165
SSA_1992,58570,54605,61856,98748,49016,61322,45055,92746,51129,33800,72048,69397
SSA_2451,172,131,151,276,125,153,63,212,92,40,79,57
SSA_1993,1664,1480,1447,1654,1440,1748,974,1419,1264,708,1218,1094
SSA_1994,3177,2645,2723,2610,2951,3119,1598,2207,2232,1256,1651,1955
SSA_1995,989,892,886,893,632,764,471,791,608,347,594,494
SSA_1996,4654,4725,5268,2634,3107,2847,1394,1858,2007,1002,1631,1392
SSA_1997,94,91,69,175,78,121,80,168,94,118,123,112
SSA_1998,14812,15299,17552,7329,13262,11668,4258,5299,6730,2927,4127,5428
SSA_1999,1943,1705,1671,1547,1590,1821,971,1385,1365,787,1218,1260
SSA_2000,1316,1151,1147,1235,1061,1212,620,1128,891,684,860,804
SSA_2001,1912,1718,1818,1260,1637,1718,878,1117,1151,765,993,1014
SSA_2002,2083,1896,2061,962,1683,1598,811,872,1103,562,808,982
predicted RNA,322,283,323,424,274,322,210,382,249,139,303,332
SSA_2004,37052,34649,39268,40614,35577,44437,28307,40681,34786,29060,41937,41277
SSA_2005,7867,5930,5953,8537,3147,4643,2303,7653,2078,2133,5744,2581
predicted RNA,67,54,48,61,22,47,19,65,19,17,50,23
SSA_2006,2671,1975,1520,2543,710,1205,559,2144,605,679,1679,609
predicted RNA,2500,1843,1566,4090,554,881,453,3226,450,342,2325,663
SSA_2007,35998,26775,23585,34845,8597,14047,6779,26372,6950,6980,24050,8869
predicted RNA,687,476,443,183,66,72,38,110,52,32,93,30
SSA_2008,6217,4586,4175,1351,670,827,370,813,539,297,696,365
SSA_2009,10513,7493,8026,4290,1403,1814,805,2475,951,568,1511,878
SSA_2010,429,386,435,747,384,511,309,749,416,417,476,459
SSA_2011,541,511,574,653,536,652,392,552,509,385,501,452
SSA_2012,224,243,242,318,215,260,152,273,178,131,166,163
SSA_2013,147,135,133,125,120,119,79,80,98,53,69,71
SSA_2014,1534,1433,1539,2131,1544,1721,1044,1710,1443,771,1118,1295
SSA_2015,1219,1175,1338,1378,1228,1312,784,1121,1126,504,730,866
SSA_2016,454,526,577,443,617,553,356,464,520,258,373,474
SSA_2017,420,479,529,403,480,492,260,400,379,283,317,353
SSA_2018,760,771,1030,391,769,612,254,340,399,207,292,309
SSA_2019,103,114,117,29,76,60,22,25,31,15,12,25
SSA_2020,67,50,73,1331,74,199,690,1718,468,1402,1567,1401
SSA_2021,28,33,37,146,29,47,112,224,81,145,261,192
SSA_2022,48,55,40,69,27,39,19,46,23,36,38,25
SSA_2023,879,794,880,867,639,550,396,995,382,556,1252,525
SSA_2024,1,1,0,1,0,0,0,0,0,0,0,0
SSA_2025,2657,2628,2321,3770,1690,2611,1533,2827,1894,1467,2456,1824
SSA_2388,23,25,18,35,24,22,11,21,17,14,16,17
SSA_2387,66,63,67,84,56,67,22,50,47,48,31,32
SSA_2389,62,59,62,80,55,65,22,47,45,48,29,31
SSA_2026,72,68,68,63,56,68,27,37,55,35,25,29
SSA_2027,8466,8390,8785,13974,8164,10645,6761,12081,8667,6520,9686,8374
SSA_2028,2624,2572,2584,4866,2537,3574,2567,4158,2889,2052,3519,2781
SSA_2029,0,0,0,0,0,0,0,0,0,4,0,0
SSA_2030,0,0,0,0,0,1,0,0,0,1,0,0
SSA_2031,17169,15368,18731,37832,15156,20890,18345,37220,17282,18157,28566,23457
SSA_2032,46,43,38,98,40,70,48,100,50,58,38,39
SSA_2033,6957,7574,8926,3866,7176,6821,2327,2765,3308,1500,1796,2630
SSA_2034,5614,6375,7154,2906,5237,4792,1634,1958,2467,1463,1199,1770
SSA_2035,936,778,845,778,1117,1088,519,760,813,459,526,526
SSA_2036,441,376,413,341,515,488,229,295,376,280,223,294
SSA_2037,472,440,464,283,434,411,187,239,293,174,177,216
SSA_2038,131,109,105,259,231,248,159,270,201,360,180,222
SSA_2039,197,165,180,257,147,191,131,210,176,150,188,173
SSA_2040,148,121,123,162,96,141,88,142,99,84,140,114
SSA_2041,3004,2679,2752,4095,2545,3288,2350,3921,2986,2359,3510,3186
SSA_2042,1471,1268,1464,1585,1448,1551,1193,1786,1441,1016,1717,1497
SSA_2044,3923,3763,3806,4654,3846,4653,3268,4976,4014,3300,4691,4126
SSA_2045,1386,1280,1174,1624,1252,1675,1009,1583,1416,1088,1539,1404
SSA_2046,2538,2431,2408,2351,2478,2878,1798,2563,2486,1685,2624,2265
SSA_2047,738,767,811,595,735,989,604,644,804,717,774,742
SSA_2048,1863,1710,1888,1313,1785,1787,1078,1363,1495,890,1320,1352
predicted RNA,213,223,218,111,217,252,122,116,167,91,153,139
SSA_2049,6449,5983,6324,4698,5322,5631,2735,3783,3778,1858,2904,3196
SSA_2050,718,710,722,652,564,629,300,508,461,355,317,376
SSA_2051,2395,2428,2234,2642,2146,2467,1318,2008,1808,1287,1294,1568
SSA_2052,203,171,217,602,322,473,290,485,299,241,364,354
SSA_2053,84,70,78,249,131,190,140,171,130,164,137,107
SSA_2054,0,0,0,0,0,0,0,0,0,1,0,0
SSA_2055,64,61,75,39,89,87,24,13,24,13,8,12
SSA_2056,671,658,694,746,849,914,494,736,678,595,564,697
SSA_2058,4274,4414,5274,6069,4035,4968,3393,4605,3517,2109,3209,3465
SSA_2059,520,498,552,473,477,572,298,483,354,339,284,232
SSA_2060,786,740,801,666,645,635,299,676,370,345,313,229
SSA_2061,1637,1572,1727,1004,1341,1248,602,694,974,405,500,612
SSA_2062,609,594,556,1024,530,634,547,1064,653,674,885,691
predicted RNA,195,192,186,230,191,275,181,259,248,207,265,237
SSA_2063,3241,3185,3239,3753,3137,3668,2672,3948,3171,2529,3466,3309
SSA_2064,348,323,265,445,263,410,238,405,345,275,366,300
SSA_2065,1205,1170,1054,1544,1109,1467,902,1519,1276,1105,1297,1105
SSA_2066,8950,8097,8799,6956,8488,8985,5277,6887,7229,4781,6903,6928
SSA_2067,906,940,835,1267,484,804,445,766,477,339,642,523
SSA_2068,345,373,473,334,357,328,196,238,216,142,216,208
SSA_2069,7096,6933,7884,8141,8201,8770,5407,7886,7213,5016,5808,6525
predicted RNA,32,35,28,23,39,48,29,24,35,40,19,27
SSA_2070,2316,2296,2527,2114,2953,2920,1442,1857,2039,1418,1288,1478
SSA_2071,508,481,595,442,522,610,293,407,403,154,317,355
SSA_2072,2125,2066,2429,2422,2464,2422,1477,2061,1836,1420,1522,1668
SSA_2073,1406,1308,1584,1010,1351,1107,545,792,747,363,433,539
SSA_2074,2000,1824,2112,692,902,801,275,273,484,75,162,174
SSA_2075,7544,7383,8437,8210,7177,7900,4969,8297,5726,4512,6985,6375
predicted RNA,6,6,5,202,2,18,62,386,45,141,295,223
SSA_2076,191,165,147,4143,244,556,3840,8325,2292,5495,9987,7756
SSA_2077,555,522,636,1549,559,921,636,1300,749,739,881,716
SSA_2078,1448,1331,1664,2738,1863,2184,1450,2264,1855,1283,1594,1697
SSA_2079,354,340,415,557,297,344,279,495,261,216,386,337
SSA_2080,20,11,14,16,12,11,9,27,13,22,18,14
SSA_2082,15,23,20,25,19,16,16,22,17,26,23,22
SSA_2081,0,0,0,0,0,0,0,0,0,0,0,0
SSA_2083,10,7,11,15,17,15,13,27,14,32,27,22
SSA_2084,15,18,9,29,11,16,18,31,12,39,33,24
SSA_2085,14,20,12,29,12,18,19,26,19,33,32,22
SSA_2086,9,8,8,15,8,14,13,23,12,23,19,17
SSA_2087,3009,2963,3134,1136,2315,1839,616,738,1125,533,487,587
SSA_2088,24,12,28,238,31,35,181,690,55,755,1362,792
SSA_2089,23,33,27,389,40,52,324,1236,108,1174,2202,1308
SSA_2090,38,35,37,493,64,73,538,1581,238,1419,3008,1750
SSA_2091,31,25,25,520,40,59,403,1471,196,1211,2097,1262
predicted RNA,1,0,0,42,0,1,10,93,9,32,72,44
SSA_2092,39,44,38,1042,58,98,789,2675,383,2065,3588,2116
SSA_2093,187,169,159,7164,255,577,4511,14835,2695,9285,13073,10931
SSA_2094,3001,2966,4068,2356,1645,2215,806,1016,774,258,650,402
SSA_2096,241,172,165,815,165,258,138,684,132,159,606,200
SSA_2097,231,235,308,180,165,186,91,230,112,151,100,89
SSA_2098,152,172,235,154,113,119,61,164,88,168,78,57
SSA_2099,214,194,267,167,152,114,77,181,92,160,81,76
SSA_2101,231,230,320,104,142,136,64,130,72,103,91,65
SSA_2102,196,194,296,63,119,110,41,75,57,59,32,45
SSA_2103,21,18,26,4,6,4,2,10,3,1,6,3
SSA_2105,129,185,234,33,42,35,19,21,16,20,30,13
SSA_2106,54,37,42,58,74,81,57,47,66,57,45,56
SSA_2107,19135,17727,19096,19259,11021,12478,6848,14779,7880,5406,10917,8640
SSA_2108,116828,109635,117384,208861,105182,122711,92859,197128,107258,84320,136999,129607
SSA_2109,25826,27064,28735,20459,26204,26688,12039,17568,16882,8182,13129,16088
predicted RNA,1307,1329,1351,1273,896,1083,474,901,574,226,554,656
predicted RNA,147,139,163,149,119,143,56,117,72,49,53,69
SSA_2110,8417,9368,10421,6078,8821,8857,3669,4876,5075,3126,3141,4270
SSA_2111,6158,6683,7379,4502,5476,6004,2474,3383,3535,2594,2115,3370
SSA_2112,259,246,236,239,158,123,88,176,101,167,57,118
SSA_2113,618,579,640,205,491,395,126,162,189,93,77,103
SSA_2114,819,911,1056,245,681,470,160,168,272,116,95,103
SSA_2116,3254,3047,3101,3651,3177,3886,2426,3487,3246,2452,2760,2719
SSA_2117,3432,3178,3313,4088,3300,3953,2451,4050,3260,2585,3389,3065
SSA_2118,1981,1858,1900,2399,1844,1974,1325,2274,1665,1112,1851,1643
SSA_2119,1414,1278,1470,1402,1298,1415,818,1197,1081,806,1040,1017
SSA_2120,1088,1017,1127,860,1047,1110,547,736,782,625,529,597
SSA_2121,33981,32861,36471,27814,25672,29396,14768,26228,18830,14504,18707,16282
SSA_2446,21,16,21,51,4,7,11,32,8,0,7,1
SSA_2122,82,88,83,90,77,85,39,81,57,28,50,44
SSA_2123,1291,1113,1328,1747,1048,1285,883,1620,1011,713,1279,1227
SSA_2124,865,847,784,1020,799,979,548,852,727,486,729,681
SSA_2125,726,722,816,726,682,867,449,586,657,368,501,553
SSA_2126,724,686,800,708,612,599,400,517,490,229,339,359
SSA_2127,0,1,0,0,0,0,0,0,0,2,0,0
SSA_2128,15,15,27,15,14,20,10,12,2,14,6,6
SSA_2129,674,644,689,379,469,490,175,226,276,157,170,197
SSA_2130,114,104,124,57,78,83,36,48,58,36,27,39
SSA_2131,46,65,76,50,59,59,28,36,54,55,48,39
SSA_2132,404,471,461,581,501,565,310,510,451,490,365,457
SSA_2133,23,28,30,33,33,27,9,29,22,17,13,20
SSA_2134,16,14,14,18,12,13,6,10,8,6,8,9
SSA_2135,61,60,46,92,28,39,32,63,31,42,43,30
SSA_2136,2882,2747,3017,2818,1764,1453,1131,1831,1259,609,914,1142
SSA_2137,260,242,262,273,297,274,167,256,234,169,189,215
SSA_2138,2560,2501,2815,1908,2448,2297,979,1455,1448,746,1077,1153
SSA_2139,1005,934,1130,406,754,545,172,251,319,167,170,209
SSA_2140,205,211,256,46,83,55,11,11,33,12,10,15
SSA_2141,272,284,384,231,276,270,136,211,192,130,190,204
SSA_2142,180,216,262,145,157,155,118,154,120,117,118,108
SSA_2143,579,575,682,446,489,546,261,331,364,131,227,280
SSA_2144,7076,7251,7857,6129,7634,8419,4522,5612,6077,3605,4882,6080
SSA_2145,1951,1981,2112,1586,2086,2053,1098,1438,1542,900,1197,1465
SSA_2146,5882,5983,6705,4291,6307,5760,2830,3625,3764,2002,2849,3297
predicted RNA,369,272,490,12244,385,1854,3408,10501,1904,4354,9272,4058
SSA_2147,288,252,244,681,451,634,413,668,640,617,393,558
predicted RNA,20,18,20,23,42,75,44,23,66,56,22,42
