Date ,GEO Accession ,Title ,Description,Strain,Medium,Treatment ,Genotype
1/29/20,GSE144365,Transcriptome of Pseudomonas aeruginosa PAO1 genes induced by exposure to extracellular DNA,"We identify a group of bacterial genes that are induced and repressed by the addition of eDNA, due to cation chelation, acidification or nutrient utilization.",PAO1,Defined Growth Media,eDNA,NA
