Date ,GEO Accession ,Title ,Description,Strain,Medium,Treatment ,Genotype
12/28/18,GSE77473,Roles of Staphylococcus aureus alternative sigma factor B in staphylococcal bovine mastitis,A sigB null (∆sigB) mutant was constructed and analyzed for its phenotypes and transcriptome along with those of the parental RF122 strain.,RF122,NA,NA,Delta-sigB
