,SampleWT,SampleFOS1,SampleFOS4,SampleFOS7,SampleFOS8,,,,,,,,,,,,,,,,,,,,,
SMD_3549,180,111,135,161,34,,,,,,,,,,,,,,,,,,,,,
SMD_3550,120,83,109,111,20,,,,,,,,,,,,,,,,,,,,,
SMD_3551,143,81,126,129,31,,,,,,,,,,,,,,,,,,,,,
SMD_3552,8,5,6,6,2,,,,,,,,,,,,,,,,,,,,,
SMD_3553,32,36,33,35,32,,,,,,,,,,,,,,,,,,,,,
SMD_3554,135,124,136,123,143,,,,,,,,,,,,,,,,,,,,,
SMD_3555,158,167,149,140,178,,,,,,,,,,,,,,,,,,,,,
SMD_3556,114,88,91,99,122,,,,,,,,,,,,,,,,,,,,,
SMD_3557,46,30,34,44,50,,,,,,,,,,,,,,,,,,,,,
SMD_3558,63,49,52,67,70,,,,,,,,,,,,,,,,,,,,,
SMD_3559,259,232,239,263,301,,,,,,,,,,,,,,,,,,,,,
SMD_3560,116,126,146,133,109,,,,,,,,,,,,,,,,,,,,,
SMD_3561,126,120,163,147,106,,,,,,,,,,,,,,,,,,,,,
SMD_3562,22,18,24,23,21,,,,,,,,,,,,,,,,,,,,,
SMD_3563,17,20,20,19,21,,,,,,,,,,,,,,,,,,,,,
SMD_3564,11,9,11,14,16,,,,,,,,,,,,,,,,,,,,,
SMD_3565,8,9,10,8,13,,,,,,,,,,,,,,,,,,,,,
SMD_3566,34,38,37,35,32,,,,,,,,,,,,,,,,,,,,,
SMD_3567,71,83,80,100,74,,,,,,,,,,,,,,,,,,,,,
SMD_3568,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_3569,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_3570,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_3571,8,11,6,7,12,,,,,,,,,,,,,,,,,,,,,
SMD_3572,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_3573,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_3574,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,
SMD_3575,54,52,64,61,56,,,,,,,,,,,,,,,,,,,,,
SMD_3576,33,23,33,39,39,,,,,,,,,,,,,,,,,,,,,
SMD_3577,136,133,142,134,123,,,,,,,,,,,,,,,,,,,,,
SMD_3578,30,32,24,30,36,,,,,,,,,,,,,,,,,,,,,
SMD_3579,24,26,18,23,30,,,,,,,,,,,,,,,,,,,,,
SMD_3580,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,
SMD_3581,70,85,62,54,54,,,,,,,,,,,,,,,,,,,,,
SMD_3582,13,9,12,12,17,,,,,,,,,,,,,,,,,,,,,
SMD_3583,9,9,8,7,8,,,,,,,,,,,,,,,,,,,,,
SMD_3584,63,55,68,64,81,,,,,,,,,,,,,,,,,,,,,
SMD_3585,10,8,11,12,11,,,,,,,,,,,,,,,,,,,,,
SMD_3586,94,105,82,75,85,,,,,,,,,,,,,,,,,,,,,
SMD_3587,63,66,68,68,64,,,,,,,,,,,,,,,,,,,,,
SMD_3588,20,17,19,24,22,,,,,,,,,,,,,,,,,,,,,
SMD_3589,19,19,15,19,22,,,,,,,,,,,,,,,,,,,,,
SMD_3590,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_3591,180,173,188,186,191,,,,,,,,,,,,,,,,,,,,,
SMD_3592,68,85,67,66,82,,,,,,,,,,,,,,,,,,,,,
SMD_3593,67,77,58,68,79,,,,,,,,,,,,,,,,,,,,,
SMD_3594,171,200,164,171,192,,,,,,,,,,,,,,,,,,,,,
SMD_3595,171,172,164,176,180,,,,,,,,,,,,,,,,,,,,,
SMD_3596,7,5,8,7,8,,,,,,,,,,,,,,,,,,,,,
SMD_3597,6,5,6,6,8,,,,,,,,,,,,,,,,,,,,,
SMD_3598,5,3,4,7,10,,,,,,,,,,,,,,,,,,,,,
SMD_3599,35,32,63,63,41,,,,,,,,,,,,,,,,,,,,,
SMD_3600,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,
SMD_3601,5,3,3,5,4,,,,,,,,,,,,,,,,,,,,,
SMD_3602,31,46,24,29,43,,,,,,,,,,,,,,,,,,,,,
SMD_3603,38,40,30,39,52,,,,,,,,,,,,,,,,,,,,,
SMD_3604,49,49,46,45,48,,,,,,,,,,,,,,,,,,,,,
SMD_3605,169,174,156,181,177,,,,,,,,,,,,,,,,,,,,,
SMD_3606,17,15,16,12,14,,,,,,,,,,,,,,,,,,,,,
SMD_3607,16,15,15,17,19,,,,,,,,,,,,,,,,,,,,,
SMD_3608,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_3609,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,
SMD_3610,3,3,4,3,2,,,,,,,,,,,,,,,,,,,,,
SMD_3611,35,28,34,29,27,,,,,,,,,,,,,,,,,,,,,
SMD_3612,60,45,41,49,46,,,,,,,,,,,,,,,,,,,,,
SMD_3613,61,44,35,44,48,,,,,,,,,,,,,,,,,,,,,
SMD_3614,106,99,48,49,73,,,,,,,,,,,,,,,,,,,,,
SMD_3615,63,85,34,39,55,,,,,,,,,,,,,,,,,,,,,
SMD_3616,34,34,18,30,35,,,,,,,,,,,,,,,,,,,,,
SMD_3617,62,64,46,44,46,,,,,,,,,,,,,,,,,,,,,
SMD_3618,20,24,16,17,21,,,,,,,,,,,,,,,,,,,,,
SMD_3619,52,47,52,51,47,,,,,,,,,,,,,,,,,,,,,
SMD_3620,63,61,61,62,69,,,,,,,,,,,,,,,,,,,,,
SMD_3621,34,30,30,34,40,,,,,,,,,,,,,,,,,,,,,
SMD_3622,111,76,103,117,118,,,,,,,,,,,,,,,,,,,,,
SMD_3623,12,12,12,11,14,,,,,,,,,,,,,,,,,,,,,
SMD_3624,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,
SMD_3625,129,156,130,130,132,,,,,,,,,,,,,,,,,,,,,
SMD_3626,155,202,140,141,159,,,,,,,,,,,,,,,,,,,,,
SMD_3627,82,103,76,77,90,,,,,,,,,,,,,,,,,,,,,
SMD_3628,17,17,14,19,23,,,,,,,,,,,,,,,,,,,,,
SMD_3629,15,17,13,15,16,,,,,,,,,,,,,,,,,,,,,
SMD_3630,69,77,67,72,74,,,,,,,,,,,,,,,,,,,,,
SMD_3631,13,15,11,15,17,,,,,,,,,,,,,,,,,,,,,
SMD_3632,44,53,44,51,65,,,,,,,,,,,,,,,,,,,,,
SMD_3633,179,193,169,178,183,,,,,,,,,,,,,,,,,,,,,
SMD_3634,487,525,503,459,494,,,,,,,,,,,,,,,,,,,,,
SMD_3635,304,289,319,329,347,,,,,,,,,,,,,,,,,,,,,
SMD_3636,656,762,777,665,632,,,,,,,,,,,,,,,,,,,,,
SMD_3637,35,47,34,33,35,,,,,,,,,,,,,,,,,,,,,
SMD_3638,426,445,485,440,413,,,,,,,,,,,,,,,,,,,,,
SMD_3639,100,100,95,105,114,,,,,,,,,,,,,,,,,,,,,
SMD_3640,262,255,246,245,254,,,,,,,,,,,,,,,,,,,,,
SMD_3641,16,12,19,17,11,,,,,,,,,,,,,,,,,,,,,
SMD_3642,105,101,120,104,94,,,,,,,,,,,,,,,,,,,,,
SMD_3643,52,41,61,58,58,,,,,,,,,,,,,,,,,,,,,
SMD_3644,44,35,53,50,48,,,,,,,,,,,,,,,,,,,,,
SMD_3645,71,47,74,84,81,,,,,,,,,,,,,,,,,,,,,
SMD_3646,225,219,229,237,228,,,,,,,,,,,,,,,,,,,,,
SMD_3647,179,195,235,223,159,,,,,,,,,,,,,,,,,,,,,
SMD_3648,63,66,55,63,66,,,,,,,,,,,,,,,,,,,,,
SMD_3649,81,94,72,85,95,,,,,,,,,,,,,,,,,,,,,
SMD_3650,263,289,266,251,254,,,,,,,,,,,,,,,,,,,,,
SMD_3651,366,381,404,383,401,,,,,,,,,,,,,,,,,,,,,
SMD_3652,67,56,67,76,69,,,,,,,,,,,,,,,,,,,,,
SMD_3653,18,18,20,21,16,,,,,,,,,,,,,,,,,,,,,
SMD_3654,21,23,20,30,24,,,,,,,,,,,,,,,,,,,,,
SMD_3655,19,20,15,19,16,,,,,,,,,,,,,,,,,,,,,
SMD_3656,153,150,174,202,193,,,,,,,,,,,,,,,,,,,,,
SMD_3657,192,213,251,256,222,,,,,,,,,,,,,,,,,,,,,
SMD_3658,129,101,155,171,160,,,,,,,,,,,,,,,,,,,,,
SMD_3659,121,112,135,128,117,,,,,,,,,,,,,,,,,,,,,
SMD_3660,74,63,86,80,70,,,,,,,,,,,,,,,,,,,,,
SMD_3661,100,170,110,161,186,,,,,,,,,,,,,,,,,,,,,
SMD_3662,97,146,82,126,160,,,,,,,,,,,,,,,,,,,,,
SMD_3663,92,73,71,79,89,,,,,,,,,,,,,,,,,,,,,
SMD_3664,237,236,201,230,257,,,,,,,,,,,,,,,,,,,,,
SMD_3665,205,178,176,209,246,,,,,,,,,,,,,,,,,,,,,
SMD_3666,212,187,200,220,228,,,,,,,,,,,,,,,,,,,,,
SMD_3667,38,36,32,35,41,,,,,,,,,,,,,,,,,,,,,
SMD_3668,78,114,64,76,99,,,,,,,,,,,,,,,,,,,,,
SMD_3669,96,102,84,88,109,,,,,,,,,,,,,,,,,,,,,
SMD_3670,127,137,170,162,150,,,,,,,,,,,,,,,,,,,,,
SMD_3671,5,5,4,5,7,,,,,,,,,,,,,,,,,,,,,
SMD_3672,164,191,171,171,201,,,,,,,,,,,,,,,,,,,,,
SMD_3673,49,39,63,62,54,,,,,,,,,,,,,,,,,,,,,
SMD_3674,54,46,64,65,53,,,,,,,,,,,,,,,,,,,,,
SMD_3675,59,61,68,68,69,,,,,,,,,,,,,,,,,,,,,
SMD_3676,305,370,349,323,298,,,,,,,,,,,,,,,,,,,,,
SMD_3677,167,149,197,181,143,,,,,,,,,,,,,,,,,,,,,
SMD_3678,57,41,58,66,60,,,,,,,,,,,,,,,,,,,,,
SMD_3679,36,53,31,43,52,,,,,,,,,,,,,,,,,,,,,
SMD_3680,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_3681,120,142,119,112,118,,,,,,,,,,,,,,,,,,,,,
SMD_3682,224,241,275,242,228,,,,,,,,,,,,,,,,,,,,,
SMD_3683,62,73,59,65,66,,,,,,,,,,,,,,,,,,,,,
SMD_3684,93,155,90,103,143,,,,,,,,,,,,,,,,,,,,,
SMD_3685,121,139,133,134,143,,,,,,,,,,,,,,,,,,,,,
SMD_3686,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_3687,3,2,5,3,3,,,,,,,,,,,,,,,,,,,,,
SMD_3688,4,4,6,5,4,,,,,,,,,,,,,,,,,,,,,
SMD_3689,4,4,5,6,5,,,,,,,,,,,,,,,,,,,,,
SMD_3690,3,5,5,5,6,,,,,,,,,,,,,,,,,,,,,
SMD_3691,53,66,50,60,60,,,,,,,,,,,,,,,,,,,,,
SMD_3692,50,51,41,42,49,,,,,,,,,,,,,,,,,,,,,
SMD_3693,72,68,76,68,78,,,,,,,,,,,,,,,,,,,,,
SMD_3694,140,136,143,159,162,,,,,,,,,,,,,,,,,,,,,
SMD_3695,12,19,15,18,17,,,,,,,,,,,,,,,,,,,,,
SMD_3696,48,45,56,51,42,,,,,,,,,,,,,,,,,,,,,
SMD_3697,1043,1085,1197,1092,1031,,,,,,,,,,,,,,,,,,,,,
SMD_3698,1667,1904,1993,1781,1667,,,,,,,,,,,,,,,,,,,,,
SMD_3699,746,896,933,876,717,,,,,,,,,,,,,,,,,,,,,
SMD_3700,1434,1551,1877,1721,1535,,,,,,,,,,,,,,,,,,,,,
SMD_3701,378,275,473,552,464,,,,,,,,,,,,,,,,,,,,,
SMD_3702,1419,1491,2165,1855,1371,,,,,,,,,,,,,,,,,,,,,
SMD_3703,2022,2477,2761,2428,2061,,,,,,,,,,,,,,,,,,,,,
SMD_3704,671,634,817,746,525,,,,,,,,,,,,,,,,,,,,,
SMD_3705,730,625,853,768,577,,,,,,,,,,,,,,,,,,,,,
SMD_3706,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,
SMD_3707,25,25,24,30,29,,,,,,,,,,,,,,,,,,,,,
SMD_3708,324,374,343,331,329,,,,,,,,,,,,,,,,,,,,,
SMD_3709,422,477,441,434,444,,,,,,,,,,,,,,,,,,,,,
SMD_3710,8,11,7,10,8,,,,,,,,,,,,,,,,,,,,,
SMD_3711,1141,1578,1027,1435,1390,,,,,,,,,,,,,,,,,,,,,
SMD_3712,9,8,7,9,12,,,,,,,,,,,,,,,,,,,,,
SMD_3713,21,28,21,22,23,,,,,,,,,,,,,,,,,,,,,
SMD_3714,227,287,171,180,210,,,,,,,,,,,,,,,,,,,,,
SMD_3715,119,126,112,119,161,,,,,,,,,,,,,,,,,,,,,
SMD_3716,9,9,7,11,11,,,,,,,,,,,,,,,,,,,,,
SMD_3717,191,218,189,193,193,,,,,,,,,,,,,,,,,,,,,
SMD_3718,61,60,61,67,70,,,,,,,,,,,,,,,,,,,,,
SMD_3719,42,36,31,36,43,,,,,,,,,,,,,,,,,,,,,
SMD_3720,40,31,32,37,41,,,,,,,,,,,,,,,,,,,,,
SMD_3721,67,58,62,75,72,,,,,,,,,,,,,,,,,,,,,
SMD_3722,12,11,14,21,17,,,,,,,,,,,,,,,,,,,,,
SMD_3723,2,3,4,4,2,,,,,,,,,,,,,,,,,,,,,
SMD_3724,280,307,252,192,229,,,,,,,,,,,,,,,,,,,,,
SMD_3725,9,8,10,15,12,,,,,,,,,,,,,,,,,,,,,
SMD_3726,37,32,26,32,47,,,,,,,,,,,,,,,,,,,,,
SMD_3727,3,4,2,3,4,,,,,,,,,,,,,,,,,,,,,
SMD_3728,8,7,13,14,14,,,,,,,,,,,,,,,,,,,,,
SMD_3729,17,22,14,13,16,,,,,,,,,,,,,,,,,,,,,
SMD_3730,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_3731,4,4,3,3,4,,,,,,,,,,,,,,,,,,,,,
SMD_3732,19,16,17,22,16,,,,,,,,,,,,,,,,,,,,,
SMD_3733,18,21,11,14,15,,,,,,,,,,,,,,,,,,,,,
SMD_3734,29,35,34,35,44,,,,,,,,,,,,,,,,,,,,,
SMD_3735,35,37,35,36,37,,,,,,,,,,,,,,,,,,,,,
SMD_3736,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,
SMD_3737,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,
SMD_3738,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,
SMD_3739,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_3740,5,7,7,7,7,,,,,,,,,,,,,,,,,,,,,
SMD_3741,4,4,4,4,3,,,,,,,,,,,,,,,,,,,,,
SMD_3742,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_3743,5,8,6,5,7,,,,,,,,,,,,,,,,,,,,,
SMD_3746,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_3747,291,335,233,208,237,,,,,,,,,,,,,,,,,,,,,
SMD_3748,46,48,37,37,39,,,,,,,,,,,,,,,,,,,,,
SMD_3749,102,124,93,94,101,,,,,,,,,,,,,,,,,,,,,
SMD_3750,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_3751,5,4,5,3,4,,,,,,,,,,,,,,,,,,,,,
SMD_3752,7,4,5,4,3,,,,,,,,,,,,,,,,,,,,,
SMD_3753,3,4,3,4,2,,,,,,,,,,,,,,,,,,,,,
SMD_3754,23,26,19,19,20,,,,,,,,,,,,,,,,,,,,,
SMD_3755,19,20,22,16,18,,,,,,,,,,,,,,,,,,,,,
SMD_3756,15,12,10,9,9,,,,,,,,,,,,,,,,,,,,,
SMD_3757,16,10,7,10,12,,,,,,,,,,,,,,,,,,,,,
SMD_3758,8,8,7,6,6,,,,,,,,,,,,,,,,,,,,,
SMD_3759,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_3760,11,12,9,10,10,,,,,,,,,,,,,,,,,,,,,
SMD_3761,53,75,54,47,51,,,,,,,,,,,,,,,,,,,,,
SMD_3762,100,124,90,91,86,,,,,,,,,,,,,,,,,,,,,
SMD_3763,23,29,23,22,22,,,,,,,,,,,,,,,,,,,,,
SMD_3764,22,23,21,20,21,,,,,,,,,,,,,,,,,,,,,
SMD_3765,580,567,737,663,510,,,,,,,,,,,,,,,,,,,,,
SMD_3766,25,27,29,22,28,,,,,,,,,,,,,,,,,,,,,
SMD_3767,79,65,74,83,89,,,,,,,,,,,,,,,,,,,,,
SMD_3768,42,31,29,42,51,,,,,,,,,,,,,,,,,,,,,
SMD_3769,18,13,15,20,22,,,,,,,,,,,,,,,,,,,,,
SMD_3770,13,10,11,14,14,,,,,,,,,,,,,,,,,,,,,
SMD_3771,45,39,45,45,49,,,,,,,,,,,,,,,,,,,,,
SMD_3772,36,44,42,39,48,,,,,,,,,,,,,,,,,,,,,
SMD_3773,118,132,114,106,122,,,,,,,,,,,,,,,,,,,,,
SMD_3774,38,37,49,49,42,,,,,,,,,,,,,,,,,,,,,
SMD_3775,52,40,61,72,65,,,,,,,,,,,,,,,,,,,,,
SMD_3776,47,28,46,57,51,,,,,,,,,,,,,,,,,,,,,
SMD_3777,286,329,296,266,240,,,,,,,,,,,,,,,,,,,,,
SMD_3778,71,67,66,67,66,,,,,,,,,,,,,,,,,,,,,
SMD_3779,2,3,1,2,3,,,,,,,,,,,,,,,,,,,,,
SMD_3780,373,450,390,351,445,,,,,,,,,,,,,,,,,,,,,
SMD_3781,152,170,144,142,172,,,,,,,,,,,,,,,,,,,,,
SMD_3782,90,106,80,77,94,,,,,,,,,,,,,,,,,,,,,
SMD_3783,169,181,180,186,176,,,,,,,,,,,,,,,,,,,,,
SMD_3784,76,69,81,78,79,,,,,,,,,,,,,,,,,,,,,
SMD_3785,40,27,36,46,47,,,,,,,,,,,,,,,,,,,,,
SMD_3786,20,18,21,21,23,,,,,,,,,,,,,,,,,,,,,
SMD_3787,63,65,63,60,56,,,,,,,,,,,,,,,,,,,,,
SMD_3788,5,5,9,11,11,,,,,,,,,,,,,,,,,,,,,
SMD_3789,139,150,148,150,171,,,,,,,,,,,,,,,,,,,,,
SMD_3790,64,57,63,63,59,,,,,,,,,,,,,,,,,,,,,
SMD_3791,59,45,65,78,88,,,,,,,,,,,,,,,,,,,,,
SMD_3792,71,54,64,83,90,,,,,,,,,,,,,,,,,,,,,
SMD_3793,51,47,39,45,55,,,,,,,,,,,,,,,,,,,,,
SMD_3794,128,148,124,126,125,,,,,,,,,,,,,,,,,,,,,
SMD_3795,32,39,26,28,35,,,,,,,,,,,,,,,,,,,,,
SMD_3796,33,35,23,27,37,,,,,,,,,,,,,,,,,,,,,
SMD_3797,3,4,4,4,3,,,,,,,,,,,,,,,,,,,,,
SMD_3799,10,5,14,13,11,,,,,,,,,,,,,,,,,,,,,
SMD_3800,30,19,23,25,19,,,,,,,,,,,,,,,,,,,,,
SMD_3801,423,372,566,465,392,,,,,,,,,,,,,,,,,,,,,
SMD_3802,50,22,61,55,32,,,,,,,,,,,,,,,,,,,,,
SMD_3803,88,81,115,129,104,,,,,,,,,,,,,,,,,,,,,
SMD_3804,16,18,16,17,19,,,,,,,,,,,,,,,,,,,,,
SMD_3805,14,18,16,17,18,,,,,,,,,,,,,,,,,,,,,
SMD_3806,10,12,12,14,13,,,,,,,,,,,,,,,,,,,,,
SMD_3807,17,17,14,16,15,,,,,,,,,,,,,,,,,,,,,
SMD_3808,12,13,10,11,12,,,,,,,,,,,,,,,,,,,,,
SMD_3809,24,29,24,26,28,,,,,,,,,,,,,,,,,,,,,
SMD_3810,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,
SMD_3811,7,6,5,4,5,,,,,,,,,,,,,,,,,,,,,
SMD_3812,66,79,62,62,64,,,,,,,,,,,,,,,,,,,,,
SMD_3813,4898,6553,5328,5124,5881,,,,,,,,,,,,,,,,,,,,,
SMD_3814,2465,4154,2722,2633,3047,,,,,,,,,,,,,,,,,,,,,
SMD_3815,8,9,7,8,9,,,,,,,,,,,,,,,,,,,,,
SMD_3816,47,46,42,51,49,,,,,,,,,,,,,,,,,,,,,
SMD_3817,45,43,42,43,46,,,,,,,,,,,,,,,,,,,,,
SMD_3818,32,34,30,33,34,,,,,,,,,,,,,,,,,,,,,
SMD_3819,12,10,19,21,17,,,,,,,,,,,,,,,,,,,,,
SMD_3820,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_3821,10,9,10,9,11,,,,,,,,,,,,,,,,,,,,,
SMD_3822,11,16,14,12,17,,,,,,,,,,,,,,,,,,,,,
SMD_3823,5,4,4,3,4,,,,,,,,,,,,,,,,,,,,,
SMD_3824,19,21,14,19,22,,,,,,,,,,,,,,,,,,,,,
SMD_3825,30,30,27,28,34,,,,,,,,,,,,,,,,,,,,,
SMD_3826,13,14,9,10,11,,,,,,,,,,,,,,,,,,,,,
SMD_3827,87,89,101,98,113,,,,,,,,,,,,,,,,,,,,,
SMD_3828,5,5,5,3,6,,,,,,,,,,,,,,,,,,,,,
SMD_3829,10,10,9,10,10,,,,,,,,,,,,,,,,,,,,,
SMD_3830,14,13,15,15,16,,,,,,,,,,,,,,,,,,,,,
SMD_3831,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
SMD_3832,280,201,283,296,198,,,,,,,,,,,,,,,,,,,,,
SMD_3833,82,61,85,103,79,,,,,,,,,,,,,,,,,,,,,
SMD_3834,436,354,498,552,439,,,,,,,,,,,,,,,,,,,,,
SMD_3835,707,701,891,815,730,,,,,,,,,,,,,,,,,,,,,
SMD_3836,203,219,201,177,174,,,,,,,,,,,,,,,,,,,,,
SMD_3837,58,52,47,60,59,,,,,,,,,,,,,,,,,,,,,
SMD_3838,107,106,112,115,86,,,,,,,,,,,,,,,,,,,,,
SMD_3839,44,27,36,58,54,,,,,,,,,,,,,,,,,,,,,
SMD_3840,269,294,297,286,206,,,,,,,,,,,,,,,,,,,,,
SMD_3841,15,12,14,14,13,,,,,,,,,,,,,,,,,,,,,
SMD_3842,15,12,17,15,16,,,,,,,,,,,,,,,,,,,,,
SMD_3843,8,5,5,9,7,,,,,,,,,,,,,,,,,,,,,
SMD_3844,10,10,7,8,9,,,,,,,,,,,,,,,,,,,,,
SMD_3845,26,22,21,21,24,,,,,,,,,,,,,,,,,,,,,
SMD_3846,27,23,20,24,20,,,,,,,,,,,,,,,,,,,,,
SMD_3847,116,106,139,135,126,,,,,,,,,,,,,,,,,,,,,
SMD_3848,85,81,93,90,90,,,,,,,,,,,,,,,,,,,,,
SMD_3849,166,176,173,143,125,,,,,,,,,,,,,,,,,,,,,
SMD_3850,256,335,258,265,323,,,,,,,,,,,,,,,,,,,,,
SMD_3851,150,167,138,136,139,,,,,,,,,,,,,,,,,,,,,
SMD_3852,171,165,136,148,164,,,,,,,,,,,,,,,,,,,,,
SMD_3853,88,68,71,90,101,,,,,,,,,,,,,,,,,,,,,
SMD_3854,164,148,177,182,192,,,,,,,,,,,,,,,,,,,,,
SMD_3855,322,324,345,331,291,,,,,,,,,,,,,,,,,,,,,
SMD_3856,3,2,2,3,3,,,,,,,,,,,,,,,,,,,,,
SMD_3857,496,615,577,535,505,,,,,,,,,,,,,,,,,,,,,
SMD_3858,4,5,8,7,4,,,,,,,,,,,,,,,,,,,,,
SMD_3859,413,363,503,486,408,,,,,,,,,,,,,,,,,,,,,
SMD_3860,11,11,11,11,10,,,,,,,,,,,,,,,,,,,,,
SMD_3861,52,67,42,48,66,,,,,,,,,,,,,,,,,,,,,
SMD_3862,8,12,4,6,8,,,,,,,,,,,,,,,,,,,,,
SMD_3863,2,3,2,3,3,,,,,,,,,,,,,,,,,,,,,
SMD_3864,4,7,5,4,7,,,,,,,,,,,,,,,,,,,,,
SMD_3865,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,
SMD_3866,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_3867,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,
SMD_3868,269,311,301,300,295,,,,,,,,,,,,,,,,,,,,,
SMD_3869,43,49,47,49,49,,,,,,,,,,,,,,,,,,,,,
SMD_3870,48,50,47,52,39,,,,,,,,,,,,,,,,,,,,,
SMD_3871,135,128,149,141,142,,,,,,,,,,,,,,,,,,,,,
SMD_3872,47,57,37,39,55,,,,,,,,,,,,,,,,,,,,,
SMD_3873,49,51,55,55,59,,,,,,,,,,,,,,,,,,,,,
SMD_3874,26,27,29,28,27,,,,,,,,,,,,,,,,,,,,,
SMD_3875,22,20,24,26,22,,,,,,,,,,,,,,,,,,,,,
SMD_3876,21,25,18,20,24,,,,,,,,,,,,,,,,,,,,,
SMD_3877,22,24,20,18,21,,,,,,,,,,,,,,,,,,,,,
SMD_3878,46,51,43,45,41,,,,,,,,,,,,,,,,,,,,,
SMD_3879,312,213,297,311,232,,,,,,,,,,,,,,,,,,,,,
SMD_3880,1089,1024,1288,1225,1056,,,,,,,,,,,,,,,,,,,,,
SMD_3881,210,166,231,202,199,,,,,,,,,,,,,,,,,,,,,
SMD_3882,61,50,41,54,63,,,,,,,,,,,,,,,,,,,,,
SMD_3883,150,162,123,139,186,,,,,,,,,,,,,,,,,,,,,
SMD_3884,262,345,289,278,310,,,,,,,,,,,,,,,,,,,,,
SMD_3885,93,112,90,88,94,,,,,,,,,,,,,,,,,,,,,
SMD_3886,69,75,62,71,66,,,,,,,,,,,,,,,,,,,,,
SMD_3887,22,19,17,20,26,,,,,,,,,,,,,,,,,,,,,
SMD_3888,93,83,76,89,99,,,,,,,,,,,,,,,,,,,,,
SMD_3889,39,32,31,34,37,,,,,,,,,,,,,,,,,,,,,
SMD_3890,247,299,184,159,173,,,,,,,,,,,,,,,,,,,,,
SMD_3891,146,143,224,229,131,,,,,,,,,,,,,,,,,,,,,
SMD_3892,143,169,141,122,130,,,,,,,,,,,,,,,,,,,,,
SMD_3893,67,76,91,81,53,,,,,,,,,,,,,,,,,,,,,
SMD_3894,447,488,557,507,406,,,,,,,,,,,,,,,,,,,,,
SMD_3895,2798,3044,3877,3401,2835,,,,,,,,,,,,,,,,,,,,,
SMD_3896,3939,3941,5243,4466,3408,,,,,,,,,,,,,,,,,,,,,
SMD_3897,85,100,78,89,104,,,,,,,,,,,,,,,,,,,,,
SMD_3898,145,113,171,146,97,,,,,,,,,,,,,,,,,,,,,
SMD_3899,997,967,1235,1090,810,,,,,,,,,,,,,,,,,,,,,
SMD_3900,392,455,381,373,403,,,,,,,,,,,,,,,,,,,,,
SMD_3901,129,133,121,133,136,,,,,,,,,,,,,,,,,,,,,
SMD_3902,98,83,97,113,113,,,,,,,,,,,,,,,,,,,,,
SMD_3903,91,88,96,102,107,,,,,,,,,,,,,,,,,,,,,
SMD_3904,50,46,59,56,52,,,,,,,,,,,,,,,,,,,,,
SMD_3905,71,68,64,77,59,,,,,,,,,,,,,,,,,,,,,
SMD_3906,54,44,50,41,46,,,,,,,,,,,,,,,,,,,,,
SMD_3907,145,142,136,139,165,,,,,,,,,,,,,,,,,,,,,
SMD_3908,35,32,36,38,36,,,,,,,,,,,,,,,,,,,,,
SMD_3909,82,99,82,71,77,,,,,,,,,,,,,,,,,,,,,
SMD_3910,101,116,103,83,90,,,,,,,,,,,,,,,,,,,,,
SMD_3911,64,68,68,60,56,,,,,,,,,,,,,,,,,,,,,
SMD_3912,80,96,78,81,81,,,,,,,,,,,,,,,,,,,,,
SMD_3913,40,53,48,43,52,,,,,,,,,,,,,,,,,,,,,
SMD_3914,27,25,28,30,28,,,,,,,,,,,,,,,,,,,,,
SMD_3915,59,67,66,70,65,,,,,,,,,,,,,,,,,,,,,
SMD_3916,30,28,33,36,33,,,,,,,,,,,,,,,,,,,,,
